0.0915105+0.0450084j 0.156448-0.000429535j 0.126771+0.140528j 0.0244778-0.00175637j 0.0657442+0.0732847j 0.0242032+0.050786j 0.0503432-0.0836907j -0.00200783-0.0481182j -0.0362063+0.0761208j -0.0708297+0.087634j -0.106137+0.0319916j 0.0405269+0.0120322j 0.0308558-0.0754589j -0.0151102+0.00564867j -0.049364-0.00224536j 0.0503534-0.0925613j 0.199014-0.216586j 0.0785198+0.0186294j -0.266546-0.0122447j 0.0991976-0.087761j 0.00543623+0.13157j -0.114864+0.235978j -0.100793+0.0538593j 0.0454599+0.16241j -0.0481702-0.0462006j 0.149941+0.0376657j -0.0422109-0.13604j 0.0953558-0.117219j 0.284995+0.39697j -0.0154088-0.0841558j -0.155173+0.0037775j 0.0498214-0.00249218j -0.00486426+0.0239314j -0.0139678-0.0110256j 0.0456264-0.0275585j -0.033015+0.0171937j -0.0173642+0.037508j 0.0144595+0.010472j 0.0230515-0.00563033j 0.0431427-0.00218109j -0.0176441+0.00823444j -0.00903623+0.0222442j -0.00700597-0.00626695j 0.0232912-0.0240122j -0.0341281+0.00768996j -0.0248852-0.00802764j 0.00610488+0.00500909j -0.00402805-0.0210277j 0.00128831-0.00385926j -0.0269493-0.038231j 0.0578948+0.037468j -0.0211371-0.0411724j -0.0222203+0.00847392j 0.0156953+0.00328641j -0.0249528-0.0149179j 0.0363074-0.0195815j 0.0292099+0.0116001j 0.0509233+0.010682j -0.0873645+0.05103j 0.0352639+0.0223498j 0.00702537-0.104212j -0.0305495+0.063879j 0.00626891-0.0190888j 0.0485702-0.0274708j -0.0300225+0.0219442j 0.084934-0.00147929j -0.0523935+0.0814569j 0.132241+0.0787647j 0.072114+0.15887j 
0.00573462-0.00506855j -0.00464181-0.00730634j -0.00252554-0.00111405j -0.00774057-0.00510964j -0.00579018-0.0105896j 0.00364744+0.00158122j 0.00300681+0.0149069j 0.00039407-0.0046057j 0.000865055-0.0157601j -0.000581495-0.00734566j 0.0068315-0.00241224j -0.000995803+0.0043026j -0.00156547+0.00739274j -0.00127371-0.000290832j 0.00508548-0.000849281j -0.00132339+0.00281074j -0.0119442+0.00879157j -0.00315793-0.0113879j 0.00625685-0.00378591j -0.00428851-0.00219047j -0.00225955-0.0153597j 0.00811038-0.0148687j -0.0113315-0.0122999j -0.00765473+0.00820365j 0.0113095-0.000534138j -0.000514393-0.00209705j -0.0161847+0.0276832j 0.0210347+0.0194926j -0.016204-0.00143637j -0.00639235+0.0173748j 0.0220383-0.0276216j -0.0163503-0.00402906j -0.000117465-0.00910947j -0.0106297+0.00576982j -0.0388876-0.0110576j -0.00481928+0.00819517j 0.0100702-0.00286137j -0.00603756+0.00585j -0.0115014-0.028094j -0.0105104+0.00975165j 0.00185484-0.0232758j -0.00834031-0.00744223j 0.00646226+0.00505724j 0.00629461-0.0200276j -0.000411478+0.0105074j 0.0065939+0.0123244j -0.00342793+0.00686313j -0.0043139-0.0356924j 0.00367692+0.025916j 0.0543622+0.00715448j -0.00669604+0.0220217j -0.0150932+0.00176562j -0.0308182+0.00113086j 0.0217249-0.0161121j -0.0230153+0.0051825j -0.0061674-0.017032j 0.0121977+0.0209863j 0.0092725-0.0352292j 0.0595531-0.031123j 0.059966-0.0462227j 0.00197179+0.0102742j -0.0393443-0.0233121j -0.00135333-0.0178858j 0.0318333+0.0155218j -0.0259492-0.00970433j -0.0230508-0.0227602j 0.0105501-0.0281526j 0.0103781-0.0301351j 0.0141731-0.00659398j 
-0.0207322+0.0274733j -0.00222439+0.0132379j 0.0076837-0.00641735j -0.00150394+0.00187047j -0.00396676-0.0025042j 0.000824266-0.00397167j -0.00138457-0.00696313j -0.0026663+0.000820478j -0.00252954+0.00555482j -0.00202003+0.0116959j 0.00336704-0.000236326j 0.00577729-0.00498941j -0.00754018-0.00565898j -0.0010211-0.000736837j -0.00164837-0.000296306j 0.00352804-0.000530223j 0.00281851-0.00633102j -0.00691348+0.00594287j -0.00183264+0.00794157j -0.00895089+0.00489213j -0.0150672+0.0177873j -0.0212355-0.00325959j -0.0146283+0.00111629j 0.00483061+0.000311687j 0.00877229-0.00849814j -0.000889397-0.00456726j 0.0185433+0.00860486j -0.0176714+0.00907061j -0.0293583-0.0261816j -0.0539345+0.0453881j -0.00926544+0.0540569j -0.0185159+0.00182579j -0.020889+0.00259106j -0.00330451-0.018923j 0.0409249+0.0150009j -0.0113707-0.0114906j 0.0656473+0.0168863j 0.00366043-0.022153j 0.0106418+0.0151608j -0.00380443+0.0823682j -0.00361739+0.0366471j -0.0198643+0.002041j -0.00810685-0.0217548j 0.0189289-0.0454117j -0.0243071-0.0671463j 0.0116751+0.0456946j -0.0142004-0.0162028j -0.0339476+0.0102659j 0.0133414-0.0056662j 0.025205-0.0048092j 0.0489539+0.0265297j -0.0118951+0.0353403j -0.00931902+0.0404424j 0.0238246-0.0548499j 0.0450154-0.00695283j 0.0106694-0.0182852j 0.0254369-0.0482148j 0.00557964-0.036117j -0.0132376-0.0172053j -0.0876852-0.0273841j 0.0207119+0.0138095j 0.0234235+0.0516737j -0.0166391-0.0174104j 0.0347557-0.0129313j 0.0199051+0.0394844j -0.00894802-0.00968624j 0.017734-0.00624358j 0.0195872+0.0218253j -0.0365351+0.0236665j 
-0.0226425+0.0138963j -0.00230435+0.00452939j 0.00836236+0.0107766j 0.00231371+0.00384183j -0.0133587-0.0030904j 0.0202688+0.000160617j -0.00208425+0.011604j -0.00683744-0.00925441j -0.00197763-0.00995632j -0.00476958+0.00308066j 0.00156104+0.00273385j -0.00166448+0.00771429j 0.00213106-0.00303054j 0.00358225-0.000739185j -0.00653708+0.00644648j 0.00242722-0.00567335j -0.00720823+0.00155376j -0.000430746-0.000983744j -0.00610607-0.00470113j -0.00595996-0.00430175j -0.00333062-0.0137325j 0.00204839-0.0261813j 0.00522637+0.00401216j -0.00897174+0.00379822j -0.00576643-0.000180975j -0.00879621+0.00255259j -0.00383252-0.00142066j 0.00083118+0.0081855j -0.0126983-0.00418999j 0.00440065+0.0164023j -0.00424396-0.00933867j 0.0187122-0.0154189j 0.00717397-0.0350524j -0.0480992+0.031986j -0.0642082-0.0223501j -0.0253689+0.0252214j -0.0131142-0.00855344j -0.0119278+0.0360173j -0.0315346-0.0131473j -0.0234488+0.00287082j 0.0132592-0.025065j -0.00203712-0.0022202j 0.0202141+0.00183577j 0.0139096+0.0106121j -0.00502194-0.00278421j -0.0259349-0.00895528j -0.0201438+0.0164394j 0.00186695-0.00595316j 0.0232176+0.0304741j -0.0151127+0.0130656j -0.00873488-0.00942393j -0.0150862+0.0135403j 0.0180475+0.00736982j -0.0334735-0.00158235j 0.0497471+0.0223547j -0.0342187+0.0739403j 0.0534619-0.0353624j 0.0294502+0.0127209j 0.0139738+0.00374816j -0.00153968-0.0378453j 0.00272926-0.00251431j 0.00255666+0.0124762j 0.00484243+0.0200263j -0.0553785+0.0237421j -0.00676264-0.00287285j 0.0400453+0.0629054j -0.0417509+0.0344033j 0.00243746-0.0185806j 0.0176482-0.00308204j 
-0.00629944-0.00346244j -0.0189117+0.0256154j -0.0149211-0.00390018j 0.003683-0.00526446j 0.00399566+0.000557585j 0.0016196-0.00894737j -0.00370898-0.00225706j 0.0147+0.00614855j 0.00527629+0.00141583j -0.00393751+0.00432268j 0.00410206+0.000135555j -8.40981e-05-0.00539006j -0.00212164-0.00382049j -0.00774671+0.00111303j 0.00103918-0.00369241j 0.00843182-0.00067895j -0.00437377-0.00416204j 0.00246575-0.00809552j 0.00852292+0.00113669j -0.000421007+0.0125474j 0.00790017+0.00390163j 0.000160449+0.0123078j 0.00737385+0.0038225j -0.00670117+0.00293049j 0.0142109+0.00100958j -0.0143821+0.00645903j 0.00800284-0.0122517j 0.0024109-0.00951173j 0.000396435-0.00648394j -0.0202518-0.00493838j -0.0192728+0.0312692j 0.0168377-0.0037753j -0.00899863+0.00921627j 0.000330204-0.00501141j -0.0125495+0.0158233j -0.00816686+0.011105j -0.0154388-0.0208417j -0.000996624+0.0207764j 0.00603762+0.0043774j 0.0101779+0.024845j 0.017266+0.015674j 0.0110486+0.00214226j -0.0192931-0.0129734j -0.0145883-0.0262518j 0.00485922-0.0293366j -0.00913453+0.0155842j -0.0137263-0.00483165j 0.0036539-0.0199053j 0.0141883+0.024679j -0.00557017-0.0143168j 0.00513437-0.0207283j -0.00608956+0.041682j -0.0014525+0.00385017j 0.0224133+0.0197203j -0.0106143-0.0182198j -0.0656558+0.0503983j 0.0638083+0.0227673j -0.0119127+0.0250785j 0.0159204+0.00890208j -0.00399653+0.0394206j -0.00486996-0.0159771j 0.0116785-0.00903393j -0.0143749-0.0249205j -0.011891+0.00432169j -0.0119421+0.0104508j -0.0156966-0.00365487j -0.00238997-0.00357961j -0.02242-0.00884128j 0.00514136-0.015251j 
0.0271745-0.0314783j -0.0152484+0.00176052j -0.00685977-0.000554686j -0.00909901-0.000743953j -0.00187032+0.00752456j -0.0191787-0.00128589j -0.0041961+0.000362417j 0.00537063-0.00168524j 0.000914141+0.000303079j 0.00674761+0.00384839j 0.00257884-0.00146918j 0.00560583-0.00252837j -0.00980988+0.00575388j -0.000928021+0.00415061j 0.00461983-8.01526e-05j -0.00476283-0.00550349j -0.00809875+0.00752169j -0.00135111-0.00758943j -0.00126678-0.000242184j 0.0022703+0.0076265j 0.00206624+0.00195898j -0.0112917+0.00828676j -0.00843635-0.000171131j -0.000338341-0.00704078j 0.00544572+0.00390857j 0.00589724-0.00176849j 0.0129553-0.00343777j -0.0108958-0.0130651j 0.0105532-0.00798113j 0.0231029-0.0317855j -0.00355638-0.0103503j 0.00152659+0.00983598j 0.0314154+0.00170367j -0.015501-0.00150844j 0.0393725-0.0139183j 0.00716945+0.00837922j 0.00711524+0.00388874j -0.0125892-0.0325122j 0.0117195+0.0229818j 0.0292694+0.00907785j -0.0186434-0.020287j -0.0356186+0.00390698j 0.0215151-0.00299675j 0.0178578-0.0150542j -0.00878539+0.016834j 0.028061+0.0019929j -0.0149081+0.0547312j -0.0120001-0.00410141j 0.0431622+0.049558j -0.00413003-0.00537079j -0.00344548+0.0260602j 0.0450834-0.040248j 0.0161709-0.0534377j 0.0153156+0.000667189j 0.0140916+0.0142094j 0.0362874+0.0244824j 0.0332049-0.0410912j -0.0139397-0.0177017j 0.00863317-0.0106164j -0.00711622+0.0192146j -0.0202469-0.0311252j -0.0125349-0.00804115j -0.0169435-0.00448979j 0.0118457+0.0155972j 0.000418505-0.0292324j -0.040044-0.0119515j 0.00477872-0.0303749j 0.00355503-0.0208832j 0.0256439+0.0102681j 
-0.00302516+0.00165419j -0.0112607+0.00855228j -0.000963466-0.00538934j 0.0066499+0.00709352j 0.00905102+0.00814498j -0.0119656-0.00602333j -0.00516138-0.0110141j 0.00494241-0.0011051j -0.00563214+0.00651921j 0.00121079+0.0151959j 0.00189887-0.00551582j 0.00141994-0.0135787j -0.00282861-0.00209846j -0.000457171-0.0017675j -0.00383077-0.00275745j 0.00326175+0.00169572j -0.000840231+0.00342859j -0.0033759-0.00590765j 0.0115749+0.011287j -0.0143031+0.0168429j -0.00289849+0.0237172j -0.012982+0.0108054j -0.000446661+0.0230941j -0.00836616-0.00161644j 0.00806774+0.0148207j -0.000134582+0.00953028j -0.00306391+0.00163864j 0.0018549-0.00742193j 0.00748607-0.0172409j -0.00871366+0.0150332j 0.012143-0.0132098j -0.00965883-0.00396734j 0.000990228-0.00982081j -0.00826403+0.0090488j -0.0127464-0.00651356j -0.00500364+0.00360382j 0.0035966+0.0109584j -0.00132019+0.0100463j -0.0130518+0.00710032j -0.0207704-0.00985756j 0.00103576-0.0106502j 0.005323-0.00163585j 0.0154099+0.00464263j -0.00229216+0.0142601j -0.00195414+0.00503911j -0.0111149-0.00866189j 0.00445328-0.00366235j 0.0142214+0.0128114j -0.013768-0.00664853j -0.00739884+0.0135537j -0.00467749+0.000552724j -0.00142993-0.0124172j -0.00263474+0.0135817j -0.0282987-0.0172584j 0.00191074+0.0156343j 0.0204727-0.00998936j -0.032105-0.0133106j 0.00586426-0.026018j -0.0014291+0.00212404j 0.00161094-0.0188642j 0.0208263-0.000757729j -0.0149242+0.00879584j 0.0123797+0.00887682j 0.00382732-0.0034556j 0.0188221-0.0133832j 0.0180071+0.00999742j -0.0146917+0.0205596j -0.0106683-0.00913144j 0.00229028-0.00602309j 
0.00855084-0.00543577j 0.00121998-0.00776482j -0.00116382+0.00432589j -0.00222245+0.0021274j 0.00331893+0.000170209j 0.00433007+0.00500737j 0.0060694+0.00404899j 0.00351769+0.00154301j 0.000962583-0.0118085j -0.00419334-0.0121989j -1.51001e-05-0.00185675j 0.000475726+0.00278249j 0.00180281+0.00874788j -0.00205529+0.00138251j 0.00689263-0.00618977j -0.000211576+0.00433442j -0.000543895+0.00237056j 0.0181621-0.0115096j 0.000587073-0.00540149j 0.0093436-0.00053457j 0.0172245-0.00506462j 0.000112649+0.0154742j 0.0262401-0.0238031j 0.00630948-8.93686e-05j 0.0240974-0.00721561j -0.00483376+0.000822268j 0.00773445-0.0258985j 0.0125343-0.0250278j 0.0169313+0.00826174j -0.00802458+0.0189013j -0.00385127-0.0063011j -0.00471533-0.00756966j -0.000519329-0.0134523j -0.0104142+0.0144194j -0.0150628-0.00405094j -0.00360615-2.38971e-05j -0.00125291+0.00842532j 0.00281041+0.0110545j -0.0125584+0.000892267j -0.0122821-0.0149095j 0.00207468-0.00639695j 0.00420104-0.00166733j 0.0109258+0.00426458j 4.43717e-05+0.0180255j -0.00373833+0.00415317j -0.00943377-0.00904052j 0.00276161-0.00952429j 0.00423054+0.00783191j -0.0164-0.0162076j -0.00195104+0.00966857j -0.000870138-0.00103623j -0.00505381-0.00741179j 0.0085094+0.0193314j -0.0308678-0.0135559j 0.0209364+0.0238261j 0.0118676-0.00628842j -0.0193529-0.00967053j 0.00253723-0.0024991j -0.0103338-0.00698091j 0.0244436-0.0248368j 0.0048198+0.00406594j 0.0105445+0.0170723j 0.017298+0.0182051j -0.00563659+0.00417771j -0.0078836-0.00267978j 0.0151364+0.0167565j 0.000261739+0.0248043j 0.0127932-0.00811761j 0.0169337+0.0175945j 
-0.00113261+0.0041016j -0.00894844+0.0140421j 0.00179188-0.0166698j 0.00432368-0.00492374j 0.00450743+0.000665197j -0.00876251-0.00659634j -0.00262833-0.000983175j -0.00291699+0.00365791j -0.00256806+0.00603904j 0.0124623+0.006127j -0.00498966+0.00568219j 0.00208514+0.00400382j -0.00415295-0.000360543j -0.00591973-0.00478907j 0.00405366+0.0133324j -0.000894019-0.00951805j -0.00357565-0.00219191j 0.00754321-0.0181428j -0.00228516-0.00213797j -0.00835921+0.0025268j 0.00747554-0.00338378j -0.0112446-0.0039473j 0.00774615-0.0125723j -0.0141517-0.00229617j -0.00777144-0.0179811j -0.00546417-0.0242897j 0.0212484-1.34935e-05j -0.00395625+0.00298504j -0.000568293-0.00886955j -0.0110168+0.00213135j -0.00265148+0.0199454j 0.00726245+0.0160792j -0.0177868-0.00167066j 0.00556627+0.00785567j -0.00544329-0.00734817j -0.0132334+0.0182286j 0.000279885+0.00024248j -0.0063301+0.0164039j 0.0131456+0.0163631j -0.0142232+0.00378682j 0.00836728-0.00123121j 0.0128853-0.0079657j -0.00215672+0.00216653j -0.0422271-0.00446914j 0.00740695-0.0168656j 0.0103491+0.0173453j -0.0184562-0.0195006j 0.0250241+0.0104337j 0.00795773+0.0225767j -0.0157668-0.00745988j 0.00737963-0.0183962j 0.0181005-3.57894e-05j -0.0212733+0.00597412j -0.0149535+0.0208406j -0.0216827-0.0343728j -0.01745-0.0113186j -0.019346-0.0252494j -0.0221646-0.0115806j -0.00448315+0.0200004j -0.0323538-0.0079598j -0.00829032-0.0359719j 0.00465713-0.019623j 0.0197013-0.00799661j -0.0121974+0.00565662j -0.0102658-0.0191476j -0.0230088+0.0107309j -0.0218313-0.0193352j -0.00646484+0.00182794j -0.0147139-0.0012604j 
-0.00237339-0.00256779j 0.00378465-0.00421209j -0.0104033+0.00664403j 0.00230567-0.00257788j -0.000434814-0.00114865j 0.0128291+0.000665576j 0.00259735+0.00678953j 0.0065382+0.00368353j 0.011638-0.00726649j -0.0081032-0.00722154j 0.000635051+0.00492943j -0.00117142+0.00411635j 0.000639425+7.32268e-05j 0.00216372+0.00157337j -0.000885795-0.00963348j 0.0122348+0.00763469j 0.00327424-0.00858802j -0.0131674+0.0122856j 0.00559527-0.00673288j 0.00402661+0.000613006j 0.0118235+0.00130103j 0.0211339-0.00199689j -0.00385015+0.00430911j 0.0099168+0.00529787j -0.00354988+0.000135031j -0.005278+0.0112138j -0.0190886+0.00281282j 0.0127642+0.00646904j -0.00815823+0.0250175j -0.00257321-0.00768064j -0.0073275+0.0141333j 0.00111766+0.00224335j -0.00921667+0.00212899j 0.010475+0.00540136j 0.00281604+0.00241928j -0.00310498+0.0114416j 0.00210901-0.00648719j -0.0147933+0.0112582j 0.00642983+0.00883528j -0.00611009+0.00318212j 0.0101645-0.0121492j -0.00233817-0.00610638j 0.0189975+0.00102771j -0.0175062-0.0035433j 0.00532806-0.00384514j 0.000989942+0.00232922j -0.0242777-0.0143029j 0.0219445-0.0098476j 0.00147473+0.0234509j -0.00623713+0.000835652j 0.00950164-0.00806481j 0.0225221-0.0235449j -0.0115838-0.00932354j -0.0166731-0.00419131j 0.0122159-0.00407227j -0.00605176+0.00440328j 0.00396049-0.0314016j -0.00783873-0.00663434j 0.0152342+0.01247j -0.0121536-0.016438j -0.0250782-0.0206057j 0.0151033-0.0129384j 0.00149663+0.0027722j 0.0106953+0.00114395j 0.0102608-0.00547801j -0.00519813+0.0106563j -0.0072237-0.00865898j 0.00366471+0.00516495j -0.010316-9.7383e-05j 
-0.00718694+0.0188725j 0.00902148-0.0095469j 0.00286628-0.00269849j 0.0108946-0.00203726j 0.0148312-0.00597035j 0.00747625+0.00390288j 0.0089262-0.00187414j -0.00599034-0.000765776j -0.00844761-0.00677905j -0.00388766-0.0125315j -0.000879783-0.00045387j -0.00597667-0.00616126j 0.0127159+0.00529247j -0.00393845-0.00818881j 0.00618791-0.00368762j -0.00329772+0.00787952j -0.00053687+0.00495557j -0.00485843+0.0120993j -0.00561108+0.0102171j 0.00217537+0.00493441j 0.00984262+0.00758963j -0.0044553+0.00935022j -0.00819483+0.000801856j 0.0105258-0.0197561j 0.00229459+0.00856375j 0.0137329+0.00949785j -0.00828726+0.00424811j -0.0113547-0.0210432j 0.0168374-0.00471413j -0.00135051+0.0170786j 0.000404724-0.00145701j 0.000671009+0.00613806j -0.00373291-0.00644774j -0.00410802-0.00193996j -0.00411808-0.0142887j 0.00317973-0.0106153j 0.00380215+0.010103j 0.00068554-0.0131227j -0.0261952-0.018678j -0.00171164-0.0175448j -0.0119854-0.00508613j 0.00410849-0.0101722j -0.00708893-0.00163971j 0.000872012+0.000993021j 0.00763941-0.00148101j 0.0127604+0.014605j -0.00851538-0.0117341j -0.0041591-0.0146614j 0.0363149-0.0154398j 0.00229945+0.0131361j 0.00921145+0.0203883j 0.00566397-0.0080331j -0.0139441+0.00376363j 0.0262186+0.0344406j 0.00879058-0.014633j -0.010804-0.00593845j -0.00592376-0.00165022j -0.0180326+0.00678156j 0.0078815+0.0117062j -0.0273281-0.00447136j -0.00894237-0.0154132j 0.00905503-0.00620424j -0.0109352-0.0123418j -0.00283615-0.0102179j -0.0130873+0.00424276j -0.000341291+0.00333586j -0.00782995+0.0102929j 0.00313467-0.00698294j 0.0123906+0.00328145j 
0.00180268-0.000601555j -0.00208336+0.00329471j 0.00134351-0.00600197j 0.0043111-0.000872896j -0.00314431+0.00195947j 0.0100004-0.00280569j -0.00198429+0.0035258j 0.00845623+0.00687823j 0.00510066-0.00406025j 0.000887564-0.000715746j -0.00438693+0.00420564j 0.00246546+0.000535936j 0.00190357+0.00289974j -0.000867708-0.00338314j -0.00760963+0.00859704j 0.0048923+9.42409e-05j -0.00394844-0.0172972j 0.00129088-0.00984352j 0.0097665-0.0107524j -0.00305593-0.00461013j 0.0101441+0.0083205j 7.82454e-05+0.00507612j 0.0114305-0.0108815j 0.00964404-0.00103306j 0.001998-0.000605575j 0.00315422-0.0153474j 0.00230847-0.0133916j 0.0180657-0.00936049j 0.0157199+0.0203746j 0.00830958-0.00883631j 0.00516831-0.00888647j -0.00547096+0.0116172j -5.83424e-06-0.012595j -0.00410305+0.0145939j -0.00216652-0.00663938j -0.00474463+0.0114202j 0.00663822+0.0112321j -0.00170196+0.00763155j 0.0247055+0.00680957j -0.00948208+0.000181672j -0.00373357+0.000359594j 0.00473877-0.00252304j -0.00834905+0.00314953j -0.0149118-0.00041797j -0.0022202+0.00521993j 0.0082549-0.000821328j 0.0175208+0.017147j 0.00304231+0.0309895j -0.00566611+0.0173692j 0.00666893+0.00508017j -0.0251354-0.00806375j -0.0101624+0.0036867j 0.00338662+0.0039408j 0.00173013-0.00465828j -0.0149375-0.0148466j 0.0188906+0.0125924j -0.0026884+0.00217555j -0.00531233-0.0106682j -0.0165608-0.000973408j -0.00604639-0.00431752j 0.0234304-0.0132654j -0.0225606-0.0097448j 0.00515335-0.00388069j -0.00414829+0.0130413j -0.00412315-0.0168919j -0.00317654+0.0149462j -0.0118903-0.00376342j 0.00825151-0.00858199j -0.00339527+0.00512778j 
-0.0140519+0.011923j -0.00994382+0.0203269j -0.000114691-6.72086e-06j -0.000848918+0.00152896j -0.0133803-0.00249307j 0.0121677+0.000165803j -0.00756843+0.00235523j 0.00312093+0.00788267j 0.00559381+0.00387664j -0.00611675+0.00450763j 0.00772819-0.00559944j 0.00799937-0.00844544j 0.000203946-0.00588341j 0.00317155-0.00785403j -0.00600561+0.00250812j 0.0105283-0.00371967j -0.00695801-0.0150612j 0.00403475-0.0111695j -0.00740646-0.0105381j -0.0116773+0.00432704j -0.00894098+0.000693574j -0.00126838-0.0124866j 0.0165623-0.0131951j 0.000940502+0.00457622j 0.00544338-0.00369054j -0.00217077-0.00991065j 0.00922589-0.0127254j 0.0125168+0.000210957j 0.00168268-0.000484021j -0.00425401+0.00144488j -0.00626956-0.00344794j 0.0100211-0.00626805j 0.00315608+0.000973463j -0.00656296-0.00978634j -0.000823941-0.00316193j 0.00501045-0.00737435j -0.00725474-0.0160692j 0.0111133-0.00737937j -0.0388944-0.0132142j 0.0182278-0.00415196j 0.000144428+0.00488522j -0.00900159+0.00716426j -0.000322567-0.00573032j 0.0190324-0.00142465j 0.00430296+0.00774894j -0.00122299+0.00731233j -0.0135251-0.0225484j -0.0251305-0.0362651j 0.0209057-0.0267309j -0.0103563-0.0126574j 0.033906+0.0205775j 0.00856917-0.00141152j -0.00795039-0.0228729j 0.0288312-0.00364375j 0.018978-0.0149747j 0.0230284-0.00279528j 0.0218158-0.00448467j -0.0116293+0.0111929j 0.0179808+0.00777704j -0.00367489+0.0097913j -0.0164847+0.0248974j 0.00788125+0.0103396j -0.0138291+0.00484269j 0.00807814-0.000667766j -0.0191176-0.000650678j -0.0011332-0.011581j 0.011223+0.00520376j -0.00891538-0.00109644j 0.00284489-9.60466e-05j 
0.00298873+0.000685992j -0.00145838-0.00281869j -0.00249064+0.00363798j -0.00238069+0.00185521j -0.00715115+0.00150048j 0.00753617+0.00348296j -0.00188438+0.00118695j -0.000299687-0.00336233j 0.00856292-0.000153609j -0.00352511+0.0063065j -0.00154589-0.00327137j 0.00427943+0.00143965j -0.00842363-0.00167731j 0.00749399+0.00940898j -0.000150607-0.00503892j -0.00481044+0.00420361j 0.00351618+0.00377373j 0.00151466+0.00284471j 0.004262+0.000706808j 0.00425278-0.0121137j -0.0101246+0.00790491j 0.00230804-0.0019219j -0.00714905-0.00180153j -0.00150574+0.0150156j 0.0119433+0.00417307j -0.00568601+0.014013j -0.0171414+0.00544352j 0.0113494+0.0113873j -0.0119582+0.00582202j 0.00479566+0.0180836j 0.00201043-0.0146299j -0.00452404+0.015187j -0.00513578-0.0101744j -0.00174584+0.00354571j -0.00936603-0.0220562j 0.00208509-0.00696029j 0.00735061+0.00939534j -0.000200294-0.00788806j -0.0117887-0.00705171j -0.00869515-0.0203751j -0.0156192-0.00954538j 0.00190802-0.00870584j -0.0140669-0.00429133j 0.000961281+0.00804642j 0.00719986-0.00640148j 0.00492269+0.0113733j -0.00894314+0.00846818j -0.00220712-0.00193739j 0.0336731-0.000744599j 0.000203111+0.00750399j -0.0116943+0.016672j -0.0104402-0.0115288j -0.00275568+0.0162248j 0.00922178+0.0199286j -0.00904749-0.0178587j 0.0128827-0.0239573j -0.0243257-0.00112714j -0.0145803-0.00154836j -0.00984919+0.0136333j -0.0311037-0.00886257j 0.0143022-0.0183104j -0.00662853-0.0057212j 0.0017195-0.00469495j -0.00683137-0.0126056j -0.0134262-0.00836242j 0.00912506+0.00936538j -0.00997682+0.00205791j 0.00242605-0.00210398j 0.00455758+0.00812909j 
0.0118003-0.0232866j -0.00790425+0.000517223j -0.0147396+0.00046589j -0.00340134-0.00344029j 0.00405921-0.000411043j -0.00631721+0.00204258j 0.00161969-0.00563381j 0.00429065+0.0024475j 0.00247141+0.00317029j 0.00948505-0.00222803j 0.000962729+0.0050553j 0.00138479+0.000647223j -0.0122552+0.00639202j -0.0135864-0.00500496j -0.00460107-0.0159488j 0.00496927-0.0174905j -0.00164009+0.000428526j -0.0122671+0.00656089j -0.00193904-0.00250887j -0.00514842+0.0202043j 0.00945003-0.00336319j 0.000309556-0.0118798j -0.000525421-0.00872068j -0.00145625+0.00357614j -0.0209484-0.00952634j 0.00282553-0.00980576j -8.01102e-05+0.0122033j 0.00249654+0.00363201j -0.00500004+0.00978654j 0.0049121-0.021755j -0.00597955+0.00377315j 0.00238917+0.00112442j 0.00954001+0.00161784j 8.93196e-05+0.00203906j 0.00128613-0.0112003j 0.00119179-0.00164017j -0.00435497-0.000678965j 0.0223674-0.00486449j 0.0187935+0.0142031j 0.016041-0.0178083j 0.00771675-0.00577621j 0.00190553-0.0108385j -0.0215367+0.00825366j -0.00880347-0.00935218j -0.0250564-0.00365881j -0.00452119-0.0164211j 0.000509509+0.0083071j 0.018797-0.0151268j -0.0247384-0.00161736j -0.00510035-0.00160655j 0.0016354+0.0095531j 0.0355846+0.00238808j 0.0264602+0.0117919j 0.00730881-0.011981j -0.0265695+0.0129109j 0.0207258+0.0110157j -0.0153725-0.0048989j 0.00416487-0.0100011j -0.00148402-0.018288j -0.00375204+0.00405223j 0.0151621+0.0230623j -0.00396407-0.0111172j 0.0185098-0.00344465j -0.00168957-0.00121414j 0.00752069-0.00464215j 0.000383794+0.00130369j 0.00265967-0.00567575j -0.0011316-0.000865188j 0.00105351-0.00247257j 
