0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
-0.213809-0.0821521j 0.0657712-0.574597j 0.136577+0.0334185j 0.200089-0.258029j -0.387444+0.314344j -0.901458-0.465302j 0.0428371+0.534536j -0.351128+1.16886j -0.00659692+0.632616j -0.0794934+0.108926j -0.267561-2.66627j -0.532538-0.261103j 0.729496+1.4034j 0.5522+0.654391j 0.0626955-0.0129511j 0.439174-2.32873j 0.757861-1.44705j -1.3024-2.37403j 0.275862+0.97047j 0.535766+1.57038j -0.183417-0.217067j 0.489554+0.564821j -0.453575+2.7583j -1.0952-1.01427j 1.42548+1.14736j 0.680485-0.410107j 0.170914-1.36686j -0.00832863-1.13264j 0.294995-0.928055j -0.389808-1.93214j -0.393961-0.439678j -0.661465-0.493513j -0.0775582+0.139197j -0.0965361-0.576825j 0.667682-0.401551j 0.0112627+0.0734992j 0.219768+0.287733j 0.279938+0.0292117j -0.142777+0.314806j -0.286226+0.265538j 0.174885+0.501818j 0.687009-0.205722j 0.242143-0.205506j -0.0541766+0.154556j -1.45638+0.0412922j -1.72256-0.580878j 0.306155+0.369206j -3.37066+0.327378j 2.86644-0.350934j 0.128566-0.0139188j 2.72427-1.29527j -1.98622+0.430483j -2.11119-0.276392j -3.36124+0.98662j -1.53539-0.324126j -9.46107+2.51427j -4.20282+0.925177j -1.88358+0.134757j 1.68287+0.340742j -0.311106-0.289192j 2.46815-1.62269j 8.27393-2.38141j -0.207154-0.0107435j -7.46863+4.15325j 1.72344+0.393408j -7.0997+2.97376j -2.08036+0.414382j -0.620581-1.39509j -7.61774+2.3689j 0.779244-0.902236j -8.83749+3.8203j 0.308302+0.354565j 1.75633-1.09585j 1.04819-1.06223j -1.74122+1.82135j 2.72235-0.547967j -8.41791+5.01734j 0.359069-0.618557j -4.03504+2.23823j 1.94564-1.51243j -2.14049+1.29952j 3.96347-1.20512j -0.0319694-0.431725j 1.47639-0.944675j -3.00414+2.41216j 0.0242073+0.352127j 0.979343-1.24716j 0.471637-1.07774j -0.905138+0.804128j -0.732576+0.243083j 0.797585-0.1583j -0.0147993-0.215064j 
0.901185+0.0358156j 0.0518718+0.511606j 0.204815-0.0586394j -1.17456+0.719087j 0.766824+1.31042j -0.478279+1.61482j -0.376382+0.433381j -1.24573-3.58351j 0.144388-1.02145j -1.0021-1.37076j 0.742315+2.88157j -0.262881-0.681503j -1.78403-3.76737j -0.525794-0.506529j 0.0152685+2.37399j 1.00693+2.6852j -0.432772+0.768437j 0.0902017+2.0696j 0.202331-1.73496j -0.995433-4.18269j 0.125377+0.153999j -0.964548-1.06479j -0.850653-2.28181j 0.239849+0.0501908j -0.203801-2.15993j -1.28551-1.83171j -0.311107+2.00045j -0.403964+3.44671j 0.351284+0.502318j 0.318869+1.90424j -0.501159+2.12914j -0.0144067+2.36981j -0.452021+0.850788j -0.250013+0.685096j 1.29505+1.63744j 0.348287-0.585093j -0.251057+1.29174j -1.08312+0.159642j 0.753883-0.364043j 0.233403-0.111572j 0.0351311-0.357944j -0.901782-0.208107j -1.76595+0.433931j -0.528935-0.425305j 1.64645-0.315772j 2.96647-0.817514j -0.589659-0.118003j 2.85969-0.0333185j -2.98092+0.424349j -1.12697-0.148312j -6.26719+1.08562j 3.84477-1.33915j 3.94965-0.791903j 4.61447+0.221626j 2.09456-0.443587j 12.0898-2.7089j 8.95895-1.73069j 0.131353-0.640904j -3.57091+0.9962j 1.35759-0.43548j -5.22765+1.75014j -13.1023+3.90756j 0.638833-1.59829j 10.3483-2.72561j -0.932907+1.17872j 9.21366-3.18836j 4.15548-0.989813j -0.323598-0.0554899j 8.2435-3.20812j 0.0514414+1.38109j 13.1327-5.91303j 0.102847+0.568465j -3.01694+2.64656j -3.52762+2.13314j 2.01469-0.338468j -5.21541+3.40331j 11.6822-6.41257j -1.37708+1.09429j 4.82982-3.13136j -4.51342+2.3889j 3.20318-1.71636j -6.10511+3.90243j 0.473327-0.133973j -2.27441+1.0069j 3.18873-1.67818j -0.0927349-0.13085j -3.07149+1.51913j -1.02561+0.135656j 1.84181-2.06465j 0.4634-0.371491j -0.792754+0.474231j -0.185917+0.378278j 
-0.0723326+0.30294j -0.616447+0.189776j -0.0104751+0.00128341j 0.97969-0.247444j 0.544758-0.26442j 0.384097-0.647292j -0.707262+0.660663j -1.09139-0.356894j 0.969605-0.85816j 0.87988-1.31766j 0.645881+2.58926j -0.468834-0.913759j 0.0193118-1.42133j -0.400052+0.0166888j 0.227409+1.72992j 0.284088+1.20873j 0.551429+1.04936j -0.589824-0.105415j -0.104815-0.62494j -0.63072-2.40111j 0.0894632-0.702884j -0.921146-1.5702j -1.1646-1.00702j -0.310531-0.168356j -0.3142-1.04094j -0.589648-0.460794j 0.569181+1.18905j 0.317621+0.815335j -0.374513-0.822442j -0.0782568+1.29056j -0.670303+0.418777j -0.246702+0.115144j 0.0400739+0.454368j -0.423166+0.159035j -0.0573913+0.150745j 0.52108-0.345452j -0.204118+0.329313j -0.0733176-0.647395j -0.922795-0.495821j -0.390185-0.190458j -0.314638-0.18753j 1.0935+0.0150396j -0.329449+1.12731j -0.207413+0.875497j 0.482855-1.60325j -2.27812-2.57325j -0.640336+1.57419j -0.343376-2.94422j 2.8367+2.61874j 2.09157+0.94432j 2.10543+1.98059j -1.884-0.248461j -2.02308-2.66617j -3.35913-1.38803j -1.34773-1.38231j -5.75046-4.45402j -4.5694-3.56151j -0.912611+0.460242j 0.913712+0.493263j -0.274588+0.709695j 2.82898+0.358786j 6.23106+3.42754j 0.246168-1.35425j -5.73949-3.68728j 0.45811-0.489245j -6.00849-2.80315j -1.54505-1.12658j -0.23811+0.191921j -3.87923-3.1667j 0.687227-0.890953j -6.71534-3.89445j -0.842483-0.117988j 0.985089+0.996592j 1.51537+1.47834j 0.150446-0.656702j 2.10037+2.87503j -6.48737-4.8475j 0.753572+0.355573j -3.93006-1.78237j 2.23594+1.16765j -1.60954-1.11343j 3.56432+1.58029j -0.857582+0.824345j 1.72048+0.104384j -2.36833-0.669976j -0.444643-0.171219j 1.66289+1.0747j 0.107695+0.254912j -1.38812-0.589063j -0.803024-0.423223j -0.18372+0.485007j -0.378637+0.253748j 
-0.0671521+0.264756j -0.414113+0.213834j -0.178584-0.290672j 0.237569+0.648104j 0.0503002+0.153998j 0.070492-0.153922j -0.928519+0.306502j 0.354512-2.1136j -2.3138+0.0730814j 0.651689+0.0785468j -1.01659+0.926461j -0.611667-0.128652j -1.58095-1.91285j -0.268089-0.0879503j -1.76978+1.27639j 0.889298+0.619773j -0.539345+0.455844j -0.945826+1.62474j -0.0264055-1.03813j -1.02878-1.86488j -0.329221-0.988405j -0.0697536-0.605489j -0.378128-0.879885j 0.357523+0.166492j 0.430711-0.846851j -0.0333097-0.929966j 0.297028+0.746247j 0.509952+1.91215j 0.155176+0.258654j -0.0513817+1.05668j -0.0929181+0.476598j -0.535082+0.343496j -0.00365615+0.326532j -0.161794+0.300633j -0.12469+0.588453j 0.401844-0.190676j -0.177543-0.250885j -0.15977-0.44474j -0.785935-0.255342j -0.299111-0.244441j -0.0244593-0.264019j 0.810422+0.275441j -0.204677+0.185352j -0.19467+0.190135j -0.214197-0.472327j -1.08438-1.58672j 0.0731678+0.916721j -4.33825+0.39517j 0.432852+1.81885j 1.36136+1.24397j 2.7208+1.70856j -3.04928+1.44473j -1.42612+1.36886j -0.628419-0.802572j -1.12395-0.581185j -5.84498-2.97232j -2.88661-2.26382j 1.04934-0.242023j 0.667489-1.50886j 0.942597-0.130799j 3.00764+1.2528j 4.24825+4.61494j -0.851729+0.256949j -4.22929-0.841965j -0.485627-0.101366j -3.63949-1.74325j -1.82993-0.875413j 0.0137788+0.55906j -2.8589-2.41292j -0.337827-0.219332j -5.37927-3.92013j -0.166778-0.243854j 0.502512+0.830589j 1.41365+0.837669j -0.407064+0.606014j 2.3808+1.47429j -4.58173-2.41427j 0.508017+0.641557j -1.77575-1.93808j 1.50942+0.614001j -1.18936-1.11027j 2.48561+1.44151j -0.0322907-0.348513j 1.24265-0.0999276j -1.85147-0.402262j -0.162168-0.277846j 1.18054+0.658421j 0.687009+0.0466074j -0.608895-0.53178j -0.5379-0.382444j -0.0743433+0.238101j -0.121653+0.189074j 
-0.0510536+0.176548j -0.455142-1.21481j -0.1225-1.71146j -0.481636+0.252978j 1.2193+0.238756j -0.834226+0.332508j -1.01068+2.50681j 3.86337-0.269357j 0.222587+0.658846j 0.696641-0.825467j -1.2443-0.578581j -0.720878-0.805444j 3.7229+0.585732j -0.576752+1.19539j -1.33743+0.23369j -2.0819-0.143378j -0.252324+0.591265j -0.999526+0.576721j 1.45831+1.1044j 5.50951+0.754701j 1.20523-1.2401j 2.34659+0.157479j 2.10693-0.193799j -0.543921-0.910529j 3.01352-0.624716j 1.89275+0.647571j 0.194676-0.0620274j -2.85248+0.215733j -0.253291+1.5554j -3.57552-0.645372j -1.23841+0.114641j -1.94948-1.11742j -0.980916+0.322136j -1.92467-0.54611j -1.96141-0.20225j -0.400709+0.0120596j -0.219151-0.0825603j 0.805624-0.750347j -0.163597-0.11908j -0.0727484-0.400851j 0.616354+0.572979j 0.8593+0.678618j 0.434977+0.303267j 0.544966+0.0282276j -0.668638-0.1548j -1.22744+0.265226j -0.198941+1.06633j -1.65278-0.271507j 2.07063+1.56724j 0.246837+0.574533j 2.98535+0.617317j -1.70883-0.832418j -0.81641-0.264719j -2.28837-0.764847j -0.696161-0.138172j -5.02794-0.805749j -3.41868-1.08735j -0.0934232-0.282248j 1.69042+0.330155j -0.290634-0.450122j 1.09288+0.572707j 5.21264+0.722783j -0.555791-0.0761283j -4.31195-0.580516j 0.118676-0.250746j -3.74452-0.141848j -1.67995-0.0489508j -0.33245-0.222974j -3.44666+0.0381489j 0.32475+0.2597j -4.90164+0.926212j -0.136974+0.08403j 0.933721-0.548853j 1.30513-0.281465j -0.396592+0.108187j 2.01476-0.556893j -3.86883+1.08256j 0.998101-0.0560413j -1.71366+0.648335j 1.36855-0.19386j -1.13644+0.660123j 1.76985-0.612123j 0.0322464-0.27062j 0.811548-0.832351j -1.23038+0.938806j 0.252479+0.700134j 1.00837-0.574285j 0.384389+0.0456621j -0.257914+0.644939j -0.164863+0.0569026j 0.171781-0.410846j 0.221116+0.0518655j 
-0.831487-0.0538187j -1.27834-0.128635j -0.291656+0.187337j -1.74673-0.259732j -2.11015+0.320052j -2.49646+2.6765j -0.648119+0.518314j 2.6344-0.790684j -0.220914-0.0127957j 0.467155-0.506204j -2.86385+1.74561j -0.556901-0.403656j 6.34945-0.082707j 2.48107-0.926075j -3.90689+0.799006j -0.684016-1.33945j -1.23334+1.28965j -0.684758+2.15489j 4.20002-0.905995j 7.25714-0.457431j 1.38613-0.721049j 2.84309-1.16425j 3.67942-0.547766j -0.355765-0.425079j 1.9445+0.12713j 3.65998-1.70737j -2.31448+0.546477j -7.25577+1.98125j -0.333419-1.05283j -4.5209+0.744299j -1.80949+1.11007j -2.81657+0.43985j -0.722622+0.0562873j -0.663474+0.510804j -2.48569+0.534991j 0.468649+0.192607j 0.101262-0.33487j 1.00235-1.06175j -0.65481-0.55532j 0.151815-0.0590683j 0.542303-0.114071j 1.10065-0.315532j 0.126606+0.154588j -0.0942062+0.338246j -1.16224-1.33175j -2.52955-1.1735j 0.494012+0.718197j -2.70521-1.63569j 2.92827+3.17809j 1.21458+1.01792j 4.33201+2.65767j -2.55738-2.0834j -2.00737-0.919387j -3.7158-3.10019j -1.77828-1.00635j -8.25369-4.97596j -5.98577-3.88731j -0.264821-0.387937j 2.01257+0.834162j -0.053024-0.400048j 2.35884+1.03202j 8.18509+4.59869j -0.684222-1.03851j -6.88342-3.49426j 0.130901-0.224732j -5.93599-2.92573j -2.70784-1.04779j -0.827979-0.102408j -5.96959-2.71338j 0.387326+0.94244j -8.31673-3.02646j -0.331451-0.15816j 1.29467+0.176037j 2.11054+0.903936j -0.522176-0.0229223j 3.54307+0.925752j -6.77662-2.31668j 0.952874+0.020327j -2.83241-0.56244j 1.99583+0.637432j -1.39403-0.255716j 3.354+0.940172j -0.376468+0.313258j 1.30246-0.604084j -2.28323+0.0186089j -0.227393+0.585053j 1.5146+0.164424j 0.517378-0.0976696j -0.559991+0.0314243j -0.423986-0.576833j -0.0416074-0.100857j -0.235273+0.236577j 
-0.582356-0.325451j 0.116844-0.679064j -0.156902+0.270168j 0.0104385+0.440607j -0.871578+0.0357289j 0.0701702-0.907007j 0.882405+0.915384j 1.19044+0.888295j 0.548484-0.0661487j 0.819461-0.605213j -1.1288-1.46419j 0.171662-1.40802j 1.68681+2.31687j 2.11164+1.60355j -0.221485-2.09429j -0.429584-0.685227j 0.76877-0.153191j -0.393419-0.0526971j 0.67696+0.104464j 2.42701+3.47725j 1.02695+0.343058j 0.497028+1.07364j 0.464305+1.61737j -0.781473+1.26747j 0.439907+1.60735j 0.0599487+2.20244j -0.843109-1.11215j -1.31092-2.06538j 0.0699171-0.35643j -2.08381-3.46284j 0.5068-1.51919j -1.12483-1.14407j -0.554092-0.483179j -0.214191-0.565368j -0.0335677-0.0832159j -0.120804+0.29202j 0.137233-0.645191j 0.796651+0.368817j -0.448631+0.299598j -0.344656+0.155498j -0.106893+0.191192j 1.10834-0.268945j 0.977128-0.462025j 0.0207004-0.172483j -1.92822-0.768064j -3.82171-0.0462354j -0.195848+0.244345j -3.21386-0.112581j 3.88146+1.54157j 0.865542+0.207431j 6.40971-0.542366j -5.31015+0.514202j -1.33984+0.728186j -6.06518+1.03129j -1.0498-0.551931j -12.2049+1.12616j -8.90816-0.822362j -1.82959+0.458038j 4.14384-0.272826j -0.657341+0.641604j 2.95976+1.19694j 11.8481-1.6918j -0.967636+1.81278j -9.4154+1.86288j -1.29753+0.879985j -10.3075+2.40512j -2.82662+0.919161j -0.278771+0.285716j -8.46465+1.58351j 0.359838-0.547685j -12.6209+3.63801j -1.54393-0.537709j 2.90739-0.981888j 3.39274-0.762732j -0.854778-0.24393j 5.68929-1.7512j -9.63279+3.40027j 1.68807-0.0587863j -5.38232+2.56802j 2.31016-0.859466j -2.25316+0.376928j 5.77778-0.689033j 0.136144+0.111832j 1.98625-0.998819j -4.53746+1.41072j -0.454004+0.500161j 2.20764-1.68956j 1.04124-0.23786j -1.32252+1.56247j -0.732444+0.306578j 0.950054-0.211576j 0.307994-0.0658508j 
-0.2576+0.457194j -0.313987+0.303261j 0.341501-0.808862j -0.764507+0.466775j -1.17792-0.486263j 0.79962+0.594029j -0.86308+0.262543j -0.815036-1.98569j 1.58637-0.941595j -1.2344+0.899192j 0.430487+0.94365j -0.155772-0.691126j -1.43685-1.99121j 0.358533-0.283107j 1.32486+2.08338j 0.734713+1.11546j -0.590953-0.118382j 0.334223-0.103311j -0.241754-1.81521j -1.58693-1.88602j -0.338826-0.234637j -0.737+0.0642741j -0.450087-1.27934j 0.515599+0.608122j -0.113536-1.4556j -0.0257376-1.3481j 0.640556+1.22141j 0.792535+2.2717j 0.40136-0.328801j 0.916976+1.32661j 0.247599+0.395823j -0.22241+0.182517j 0.162216+0.290487j -0.252246+0.109318j -0.17034+0.76212j 0.754497-0.17641j 0.12026-0.093015j -0.73019-0.206286j -0.955163-0.272077j -0.0669257-0.0584365j 0.117965-0.265507j 0.386653+0.988022j 0.316289-0.859297j -0.314777-0.675435j -2.43607-1.41237j -2.50068+0.408792j -0.57441+0.794967j -1.23289-0.800395j 2.67039+0.123572j -0.761036+1.97791j 3.39188+0.466704j -0.0700402-2.05561j -1.20352-0.835464j -2.13082-0.286074j -1.95059-0.570757j -4.67229-3.16275j -2.86864-1.97027j 0.800327+0.230564j 1.52955+0.897669j -1.23949-0.948184j 1.99268+0.747264j 4.89288+3.92869j -0.718088-0.907349j -3.3388-4.10057j -0.542536+0.17762j -3.00142-2.65087j -0.796928-1.43666j -1.4272-0.385314j -3.44538-3.03066j 0.0574052-0.256778j -6.30567-4.36737j -0.132905+0.367032j 1.04908+1.08092j 2.84666+1.0949j -1.00726-0.271675j 1.54115+1.99508j -4.60763-2.77803j 0.883078+0.287875j -1.59353-1.64879j 1.42396+0.750915j -0.676185-1.04594j 2.68486+2.04313j -0.466039-0.563978j 1.42017+0.303834j -2.4108-0.918881j -0.172089-0.399253j 0.96541+0.655402j 0.624239+0.717827j -0.730318-0.746039j -0.441474-0.662637j 0.13739+0.30192j -0.153956+0.240986j 
0.0653231-0.151103j -0.762405+0.42503j -1.49465+0.374904j 0.215425-0.394731j 0.0294222-1.55965j -0.170821+0.175648j 2.19722+0.164783j -0.580937-1.70812j 0.110315-0.611988j -0.726022-0.156966j -0.205595+0.359564j -0.718622+0.598045j -0.188361-1.19168j 0.818928+0.492544j 0.635896+0.155437j 0.229771+1.02257j 0.434709+0.0752679j 0.087793+0.331061j 0.621252-0.419496j -0.178831-2.54665j -0.652636-0.542939j -0.0288523-0.950552j -0.361137-0.667923j -0.698666+0.2404j -0.958208-1.78434j 0.457451-0.353626j 0.422713-0.857745j 0.481894+0.376048j 1.11852+0.183131j -0.042588+1.64036j 0.120428+0.536689j -0.736485+0.836798j 0.322594+0.575386j -0.306946+1.59252j -0.158233+0.756294j -0.712104+0.326021j 0.22374+0.024573j -0.468855-0.257718j 0.212689-0.617995j -0.247571-0.292409j 0.683138-0.724582j 0.115309+1.00936j 0.282286+0.889577j -0.0296552+0.421722j 1.0999+0.850117j 1.22895+1.02681j -1.68565+0.920429j 0.883454+0.0689714j -1.4986+1.14087j -0.745416+0.888307j -2.56103+0.443589j 2.12595+0.257335j 2.12151-0.137472j 1.81147+0.517771j 0.792896-0.0417839j 4.1253-1.09009j 4.60106-1.37798j 0.111177-0.456951j -0.786799+0.560417j 0.208607-1.33965j -2.50047+0.901674j -5.04766+1.43949j 0.208586-0.674135j 3.54241-1.45725j 0.570178-0.627198j 3.51075-2.15691j 0.856775-0.010938j 0.955728-0.865612j 4.68829-0.734367j -0.292967+0.0788244j 3.79749-1.30823j -0.0935171+0.268044j -1.68075+0.925654j -1.48963+0.0846186j 0.630669+0.0694827j -2.98324+0.753368j 4.5839-1.78692j -0.785539+1.63403j 2.84758-1.17038j -0.534239+1.31519j 0.261505-0.592095j -2.39142+0.452643j 1.2837-0.276321j 0.0439707+0.848472j 1.30835-0.477029j -0.335277+0.191951j -0.624684+0.777355j -0.494416+0.821112j 0.662258-0.560379j 0.230243-0.45431j 0.245124+0.263494j 0.0721362+0.546639j 
0.187061+0.119018j 0.194105+0.379531j -0.199956+0.338356j 1.16098+0.0113531j 0.52689-0.16381j 0.336509+0.236238j 0.201849+0.706665j -2.90634-1.29475j 0.838341+4.20057j 0.400699-0.549369j 0.241679+2.12536j 0.431445+0.672084j -2.31374+1.77886j -0.207514+0.223187j 1.13752+3.0514j 0.143204-0.839018j 0.222466+0.651911j 2.59573+1.00947j -1.12203-0.0950762j -1.9658+0.520681j -1.15589+0.549087j -0.527076-0.4796j -0.811381-0.123587j 0.275399-0.450186j -0.722971-0.900962j -1.31493-0.254621j 0.418614-0.107784j 2.64231-0.3781j 0.846229-0.312353j 1.2306+0.245105j 0.653398-0.249247j 0.677701+0.543775j 0.301467+0.0293027j 0.40286-0.0527919j 0.818012-0.00487381j 0.00662387-0.122919j -0.513541+0.129047j -0.471874+0.160987j 0.194181+0.136292j -0.121021+0.0564917j -0.172903-0.228118j -0.389307+0.0947473j -0.138217-0.083738j -0.0792645-0.111095j 0.569013+0.160985j 0.641455+0.59411j -0.227376-0.304833j 1.69922+1.50272j -0.911815-0.29105j -0.356908-0.311839j -1.74125-0.805825j 1.86876+0.740823j 1.36546-0.0462402j 1.30731+0.176862j 0.48418+0.280987j 3.22094+1.22368j 2.3097+0.462387j -0.151553-0.248596j -1.22425+0.164742j -0.219572-0.180699j -0.7812-0.614556j -2.68799-0.604174j 0.43803+0.109342j 3.12391+0.0422195j 0.0597285+0.168314j 2.34289+0.0969034j 0.944416+0.267513j 0.25518-0.378917j 2.2275+0.141488j -0.156514+0.000250206j 2.73779+0.216842j 0.014296-0.0256518j -0.605708+0.268887j -0.682397+0.00090469j 0.399851-0.129071j -1.55741-0.0364824j 2.75847-0.180173j -0.298782+0.183362j 1.1111-0.268903j -0.746847+0.130927j 0.598048-0.0900071j -1.21524+0.0949702j 0.0199871-0.141056j -0.436046+0.306375j 0.867212-0.288389j -0.0535876-0.258081j -0.54417+0.215738j -0.251699+0.118307j 0.195703-0.276348j 0.128678+0.00304182j -0.0323773+0.128085j 0.00747886+0.0223191j 
0.264439+0.723806j -0.177033+1.1538j 0.065638+0.174278j -0.0982596+1.31024j 0.741565+1.49718j 2.22189+1.58959j 1.2655+0.225058j -0.624841-1.84199j 0.290188-0.217765j -0.687102-0.576181j 0.94667+1.92029j -0.294249+0.779075j 0.0741393-4.71275j -0.600729-1.81459j 0.856314+2.29647j -1.3678+0.731821j 1.00399+0.672225j 1.4829+0.610033j -0.750124-2.81334j 0.0754221-5.15076j -0.774308-0.474897j -0.739932-2.15623j -0.274561-2.40916j -0.119288+0.282269j -0.208358-1.61372j -1.30731-2.55391j 0.381691+1.19519j 1.49873+4.94635j -0.793987+0.399715j 0.671429+3.26292j 0.858184+1.17652j 0.384628+1.94032j 0.199114+0.494566j 0.145862+0.434979j 0.497668+1.27522j 0.52631+0.176876j -0.191475-0.0715507j -1.07903-0.442609j 0.713966-0.178891j 0.563137-0.381627j 0.0585496-0.716574j -1.20617-0.105219j -1.0275-0.339438j 0.0691385-0.362495j 1.93929+0.153543j 2.41765+1.74421j 0.113759-0.559234j 3.80896+0.565537j -5.54205-0.625246j -0.685037-0.181158j -8.86996+1.23631j 5.71612+0.0650286j 3.97905-0.425077j 6.44893-1.5679j 1.25008-0.314284j 14.4054-1.99714j 10.9179-3.06127j -0.677415-1.92731j -3.49905+0.503303j 0.0559684+0.897666j -3.40299-0.564475j -14.9771+3.83327j 1.21131+0.238256j 13.4214-2.13475j 0.396499+1.22902j 11.635-3.25046j 3.40035-1.96919j 1.70058-0.899148j 10.8089-3.48668j -2.00893+0.457633j 14.8539-4.96084j 0.507764-1.60359j -3.5186+1.16098j -3.85722+1.64982j 1.19732-0.725582j -6.61751+2.69841j 13.8478-5.34911j -1.95144+0.51641j 6.83012-1.5475j -4.0663+2.01467j 4.4847-0.657769j -6.56118+2.4728j 0.64672-0.0973249j -2.39659+1.40042j 4.93746-2.43088j 0.383179-0.616021j -3.20091+1.82828j -0.98562+1.19634j 1.96431-1.29982j 0.993323-0.420345j -0.925579+0.0807249j -0.294896-0.00934463j 
-0.466683-0.256575j -1.1271-1.09332j -0.728292+0.417078j -0.0914469+1.64703j 0.185291+0.725877j 1.45119+1.1007j -1.21434-1.14655j 1.59916-2.42044j 1.00279-0.291074j 1.47104+1.17932j -3.48329+1.23171j 0.756567-0.735113j 3.43777-1.80435j -0.382002-0.40411j -2.75646+0.701184j -2.1898+1.22497j -1.84635+0.954152j -1.13149-0.310218j 1.65311-0.871942j 4.50563-2.95044j 1.47607-1.0319j 2.80521-1.80522j 1.95606-2.40963j -0.0211702+0.00706273j 1.89507-1.29291j 1.90435-1.77759j -2.45644+0.913406j -2.95445+2.20363j 0.965352-0.606042j -3.06027+1.54525j -0.991488-0.130165j -0.887094+0.540389j -0.861028+0.435818j -0.528463+0.387809j -0.812231+1.11276j 0.472036+0.486024j -0.453716-0.0585481j 0.99713-0.536329j -0.325755-1.18732j -0.296801-0.48382j 0.176033-0.328362j 1.76818-0.546825j -0.367954+0.408832j -0.884045-0.0299439j -0.563272-0.889425j -1.12436-1.85086j -0.468212+0.246528j -1.09553-1.99802j 1.16685+2.92578j 0.195427+2.27618j 3.28016+2.05284j -2.16524-2.39262j -0.907979-0.839197j -2.49933-2.71899j -0.743202-1.46625j -5.41402-5.95949j -3.11451-4.5496j -0.292804+0.103167j 1.24824+1.11015j -0.485572-0.704627j 1.29169+1.60351j 5.25547+5.32412j -0.229326-1.133j -4.60273-4.29226j -0.147547+0.0827211j -3.93714-4.48706j -1.41831-0.809055j -0.716229+0.361122j -3.28282-3.56112j 0.0869191+0.491296j -5.16444-5.2097j -0.148653-0.164313j 0.417951+0.751757j 0.722072+1.18135j -0.607042+0.09756j 1.94396+2.18902j -4.21548-4.55115j 0.781621+0.210624j -1.76457-1.94777j 1.39834+1.39267j -1.04284-0.786359j 2.23408+2.14852j -0.615374+0.253368j 1.04018+0.295301j -1.7224-0.889062j 0.0157332+0.398746j 0.753837+0.790586j 0.288548-0.147719j -0.396853-0.537925j -0.46748-0.679551j -0.242812-0.265594j -0.259931-0.140304j 
