0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
-0.140481+0.193851j 0.42941+0.395833j 0.0160506+0.0479427j -0.196775+0.202509j 0.0455007+0.318635j 0.280609+0.855667j -0.296602-0.700804j -0.0715752-1.16046j -0.515345+0.0974111j 0.118636-0.27073j -0.0677889+1.1818j -1.36346+0.0969858j 0.441774-0.186435j 0.122329+0.761646j 0.33379+0.839094j -0.91303+1.54215j 0.505781+0.357573j -0.639934+0.310586j 0.142465-0.978646j 0.381971-1.78971j 0.87986-0.695827j -0.409603+0.275387j 0.103331-0.789611j -0.381343+0.0430143j 0.553526-1.32806j 0.602117+0.057092j 0.302631-1.00377j -0.294282+0.977117j 0.63634+0.666004j -0.09565+0.25386j -0.663488+0.889012j -0.162604+1.42363j -0.440218+0.950418j 0.953106-0.649621j -0.201041-0.0134185j 0.282081-0.568463j -0.527392-1.27001j 0.359182-0.0748481j -0.0129254+0.0553017j 1.36083-0.372992j -0.374203-0.0212013j 0.0709873+0.532287j 0.000263462-0.0607148j 0.437167-0.0584947j -0.5631-0.929462j -0.132953-0.677721j -0.286694-0.291674j -0.805234+0.239773j -0.37241+0.256215j 1.4458+0.386503j 1.54435-0.0947075j 0.723683-0.707072j -0.711728-0.769186j -1.53471-1.09822j -0.225747-2.18249j -2.54803-1.49246j -3.02979-1.11741j -0.489789+0.153969j 1.02222-0.363828j -0.843967-0.297315j 1.28617+1.39554j 1.49456+0.421856j -0.700835+0.00106682j -3.46213-0.203153j -0.503814-0.822788j -1.80523-1.76162j -0.324981+0.442634j -0.59317-0.827616j -1.0885-1.58189j 0.40536-0.595464j -3.00303-1.19478j 1.0334-0.289009j 1.32335+1.73527j 0.451244+0.702749j -0.670914-0.368194j 2.46259+0.775927j -2.09876-1.51813j 0.864651+0.0464329j -0.644488+0.406353j 1.95208+0.0793958j -0.517796+0.409839j 1.44881+0.854792j -0.541789-0.763214j 0.317217+0.792487j -0.0353378-0.836397j -1.98693-0.810034j 0.540806-0.555999j 0.802555-1.31251j -0.279637-0.383118j -0.313906-1.49228j 0.360091+0.597753j -0.383594+0.339452j 
0.0306989+0.0402381j 0.0894547-0.186889j 0.070415+0.080892j 0.35091-0.106066j -0.0331955+0.306307j 0.488459-0.420369j -0.0180135-0.0292793j -0.394969+0.208759j -0.0214341-0.0172154j -0.394554+0.0903082j 0.909535-0.323686j 0.171298-0.358665j -1.53512+1.20478j -0.250239-0.10359j 0.465854-0.187883j 0.217229-0.362384j 0.767884-0.558818j 0.715296-0.19374j -0.562644-0.09815j -1.84599+1.16697j -0.436701+0.753824j -0.460624+0.369762j 0.734352+1.49558j -0.0162837+0.516209j -0.871134+0.360168j 1.21082+0.361367j 1.24394+0.03978j 2.54497-1.33299j -0.423618-0.129502j -1.07208-0.525548j -0.702814+0.216132j 1.4519-1.50731j -2.49232-1.07381j 0.71411-0.0374642j 0.303741+0.519482j 0.102703+0.266374j 0.0614554-0.339975j -0.176026+0.876977j 0.166599-0.0438981j -0.205863+0.156746j 0.0669664+0.166494j 0.159496-0.0371053j -0.222885-0.209236j -0.169152+0.00696442j -0.566625+0.153946j -0.434641+0.233799j 0.148473-0.509321j -0.778889+0.110531j 1.09835-0.00609009j -0.119997-0.577457j 1.41255-0.684663j -0.805836+0.620917j -0.405705-0.0317849j -0.461908+1.12732j -0.274016+0.692691j -1.82122+0.536088j -1.94975+0.471361j -0.234317-0.611899j 0.824014-0.275637j 0.235448+0.338709j 0.561595-0.297755j 2.72203-1.79187j -1.05606+0.607686j -1.56275+1.17625j 0.143376-0.694444j -1.70301+0.30532j -0.762237+0.229521j -0.760129-0.123295j -2.29445-1.32643j -0.306629-1.23924j -2.58922+2.26571j 1.63791-0.424661j 0.278794-0.755188j 0.52584+1.35201j 0.831013+0.593499j 0.675682-0.719981j -3.75885+1.25602j 0.358587-0.596962j -0.00103301-0.160448j 1.63413+2.79349j -1.63967-0.434798j 1.75964-0.521022j -0.39136+0.697861j -1.59474-1.06398j -2.91738-0.82302j 0.164349+0.13884j 0.929956-0.381371j 0.526661-0.248916j -0.226416-0.0441314j -0.461694+0.309067j 0.443042-0.178626j -0.173266-0.102103j 
0.273957+0.0305173j 0.181139+0.347829j -0.151121+0.0961915j -0.239826+0.76118j 0.24758+0.442445j 0.720783+0.69645j 0.00914058-0.080217j 0.19294-2.27201j -0.477496-0.124492j -0.982952-0.383559j -0.0378072+3.74309j -0.151644-0.296181j -0.533634-3.0871j 0.203953-0.678047j 0.917987+2.9036j 0.0898379+1.13474j -0.168915-0.398668j 0.201581+1.62374j -0.628233-2.22416j 0.484436-3.80862j 0.686061-0.762395j -0.285504-0.850276j -0.167958-0.9713j 0.810725-0.0413781j 0.0594209-0.473155j -1.09043-2.69164j -0.888843+2.31974j -0.830502+2.3932j 0.280084+1.15795j -0.0688953+1.7271j -0.74523-0.0322399j -0.903096+1.0936j 0.644733+0.709244j -0.318578+1.32955j 0.406816+1.07046j -0.424656-0.0249889j -0.378253-0.0736808j 0.253656-0.011735j -0.937051+0.183411j -0.485291-0.410661j -0.373687-0.566198j 0.432264+0.00795859j 0.206845+1.0693j -0.00120084+0.398231j -1.26542-0.842632j -1.02311-1.45637j 0.560551+0.611087j -3.02573-1.13975j 2.92694+1.30679j 0.507287+0.227755j 4.65813+0.279043j -1.74224-0.0506511j -1.42867-0.738905j -3.85279-2.17501j -1.49219+0.0989828j -6.12892-3.21337j -5.63119-2.48697j -0.0788871+0.908352j 2.35762+0.709841j -1.52014+0.0308782j 1.56605+1.41725j 8.51783+4.47697j -1.27359-0.20505j -6.7532-2.97631j 0.144174-0.267749j -7.60613-3.7184j -1.49676-1.51829j -1.55997-1.14416j -5.16884-2.64795j 0.917656-1.06369j -8.11037-3.9205j -1.3245-2.01842j 1.40647+0.401749j 3.56872+0.451085j -2.13901-0.586216j 4.25906+0.403416j -8.16231-3.15676j -0.209493-0.0824798j -4.12891-2.40273j 1.62914+1.14543j -3.65202-0.664067j 4.39592+2.20384j 0.447914-0.259579j 1.70201-0.493318j -1.88952-0.348084j 0.527035-0.159414j 2.463+0.866081j 1.13745-0.622059j -1.56133-0.179429j -0.929609-0.371428j 0.109255+0.662559j 0.412646+0.0606006j 
0.103199+0.368954j -1.16868-0.253162j 0.31017-0.0951996j -1.39279-0.733234j 0.253935+0.639862j -2.16473-0.102126j -0.451501-0.0159303j 3.9236-0.365833j 0.711977+0.0310681j 0.174813+0.912388j -4.7514+0.345588j 0.509559+0.882144j 8.29839+1.06663j 1.04435-0.575196j -3.73526-0.843895j -2.44551+0.825753j -1.74877+0.0255079j -3.03173+0.61748j 4.13953+0.137332j 8.39074-1.67264j 1.42141+0.189249j 4.31574+0.417812j 2.64398+2.02256j -0.165101-0.147779j 1.39399-2.40438j 4.99101-0.468519j -3.75891+0.688837j -6.50305+1.15639j -1.01768+0.25834j -4.5603-0.392695j -1.92299-0.244597j -2.43322-0.202016j -2.1836-0.550606j -0.887528+0.340828j -3.1842-2.33014j 0.0682722-0.298743j -2.05801+0.0744121j 2.15955-0.729366j -0.733428-0.191192j -0.516235-0.0304602j 0.665861-0.43756j 1.50876-0.394573j -0.0987677+0.739592j 0.599427+0.0237884j -1.6385-0.896845j -3.13975-0.899563j 0.213353+1.01284j -4.03638-0.537385j 4.45492+1.61799j 1.0225+0.173722j 6.68131-0.428673j -4.0561-0.397628j -2.71301+0.49639j -5.20493-0.762853j -1.96252-0.24532j -11.698-0.0994659j -9.05936-0.0281346j -0.272697+0.0143629j 3.23018-0.321895j -0.385204-0.301805j 3.16544+0.070373j 11.8255-1.29398j -1.08687-0.272735j -10.5319+1.66905j -0.00620727-0.280861j -8.95474+1.66883j -3.4561+0.668465j -1.23408+0.224237j -8.42261+1.24856j 0.592893-0.389117j -11.8405+3.53068j -0.695126-0.0243036j 1.81119-1.68304j 3.32482-0.916029j -0.820302+0.482507j 5.31294-2.0016j -10.3812+3.60423j 1.26024-0.672907j -4.82254+2.01201j 2.78873-0.634594j -3.05607+1.89384j 5.41852-1.78334j 0.207665+0.13034j 1.6317-2.13169j -3.9348+2.22439j -0.331304+0.759011j 2.19407-1.24549j 0.739426-0.856603j -1.40654+1.1131j -0.534269-0.059544j 0.136804-0.112029j 0.124138+0.225248j 
0.23851+0.691726j -0.329371-0.605368j 0.403931-0.0252944j -0.00102117-1.07961j -0.336012-0.194574j -0.0576712-0.423388j 0.0524922-0.236496j 1.07891+0.723215j 0.338216-0.372478j 0.635511-0.126355j -0.80612-1.66578j 0.0566925+1.45334j 0.793957+2.42024j -0.0324604+1.26866j 0.295547-1.91329j 0.325622-1.82591j 0.0773532-0.76858j 0.272313-1.05969j 0.159154+2.61109j 1.34706+3.18006j 0.205711+1.27919j 1.05797+1.41536j 1.08577+1.61286j 0.428814-0.912387j -0.176977+1.08855j 1.43203+1.68228j -1.07584-0.387972j -1.40009-2.01691j -1.20844+0.748619j -0.402359-2.54323j -1.46168-2.1619j 0.244988-0.591445j 0.424841+0.579969j 0.826826+0.810475j -0.790161+0.60596j 0.686005+0.161758j -0.576097+0.15707j -0.833018-0.431745j 0.479786+0.305741j -0.0368864+0.408932j 1.08963+0.368807j 1.14699-0.43809j 0.884102-0.605444j 0.963837+0.207703j -1.31606+0.363093j -2.33097+1.10994j 0.560269-0.399984j -2.74811+0.788303j 4.11664-0.489563j 1.59768+0.370548j 5.25872-1.86925j -3.19145+1.48346j -2.60208+0.81882j -4.8131+1.9054j -1.4744+0.506346j -9.49944+5.25711j -5.58906+4.51276j 0.165456+0.126316j 2.33009-1.59208j -0.138376+0.453516j 1.91093-1.43172j 9.30762-5.10301j -1.00265+1.75979j -7.02815+4.875j 0.161785-0.465197j -8.25563+4.13391j -2.32404+1.37005j -0.134634+0.516953j -7.23459+4.15474j 1.29332+0.117992j -9.63705+6.56603j 0.826945+0.0024601j 2.79485-0.477314j 2.028-0.574954j -1.30569+0.453223j 4.28365-3.74702j -8.31686+7.04752j 1.64437-1.92095j -4.35192+3.35533j 3.19401-2.36367j -2.15532+0.187346j 3.80188-3.44097j -1.85098+1.23322j 2.55656-2.1016j -2.81046+3.73453j 0.633628+1.41149j 2.888-3.23954j 0.500224-1.01045j 0.205313+2.47663j -1.35116+0.489376j 1.03909-0.844075j -0.533203-0.201545j 
-0.4398-0.123024j -0.824519+0.864638j 0.140574+0.133577j -0.577306-0.571562j -0.224585+0.0590606j -2.13252+0.572032j 1.40454-0.421257j 2.76563-0.732007j 0.00386972-0.807997j 0.280755+0.446153j -2.79134+0.0473643j -0.234684-1.69203j 2.05544+0.850795j -1.01468+0.0687117j -1.93603+0.462698j -2.95484-0.982608j -0.996604+1.00411j -1.32574-0.737018j 2.3941+0.334856j 4.977-0.223377j 1.36584+1.13293j 0.840051-0.394632j 1.49152+0.603329j -0.0442304-0.868561j 2.2123-0.167999j 1.33145+0.736212j 0.22518+0.746102j -2.99941+0.00914j -1.29387+1.06452j -1.62367+0.0696942j -1.57678-0.982301j -2.78871-0.191762j -1.72558-0.432775j 0.581713+2.22728j -0.595406-0.518739j 0.130898+0.306605j 1.35021-0.452207j 0.31446-0.0890167j -0.393826-0.708382j -0.24837+1.85052j 0.165319-0.50427j 0.635264-0.64537j 0.286989+0.0927723j 0.144275+0.267178j -0.778934-0.34478j -1.77429-0.352424j 0.475927+0.236647j -2.07652-0.101125j 2.54582+0.569728j 0.556538+0.380881j 3.68732-0.121129j -2.3671-0.109091j -1.5967+0.0756319j -2.64333-0.275537j -0.802469+0.000293896j -6.23822+0.379801j -4.43068+0.051955j -0.0349105+0.116113j 1.67327-0.200996j -0.071649-0.0590981j 1.64671-0.0712349j 6.50386-0.71749j -0.751458-0.0762332j -5.20045+1.07432j 0.058925-0.154766j -4.80173+1.20149j -1.70668+0.148376j -0.580126+0.407958j -4.52615+1.00545j 0.426123+0.0291158j -6.08254+1.95735j -0.187267-0.0639743j 1.25284-0.888119j 1.70008-0.343338j -0.467781+0.153161j 2.87822-1.28135j -5.51226+2.37946j 0.867208-0.636081j -2.63358+1.32043j 1.56853-0.553277j -1.33013+0.88193j 2.74401-1.06997j -0.344023+0.255889j 0.966824-1.13119j -1.75039+1.45695j -0.137808+0.354177j 1.31282-0.967596j 0.37323-0.553148j -0.631817+0.760569j -0.362045-0.237567j 0.348628-0.154829j -0.0102283+0.189821j 
-0.0269531+0.155286j -0.293109+0.534325j -0.186214-0.0570423j -0.0363269+0.147686j 0.278404-0.375683j 0.871535+0.712592j 0.24393-0.205476j 0.684113-0.886449j 0.193313-0.426061j -0.0485017+0.150981j -0.0134443+2.03856j 0.213699+0.514521j -0.0534789-1.23228j -0.19085-0.876167j -0.46826+0.0402845j -1.12685+1.53875j -0.814181+1.32891j 0.937008+1.94709j 0.0530733-0.891786j 0.66721-1.54512j -0.0402945+0.0935286j 0.261939-0.99514j 0.97081-2.798j 0.68061+0.583127j -0.576008-1.33359j 0.0803474+0.273065j -0.0658973+1.02396j -0.949547+1.39186j -0.430641+0.655141j -0.351455+2.50726j -0.033399+0.642525j 0.0289964+0.530531j -0.0806867-0.288373j -0.0835756+0.783412j -1.39872+0.555628j -0.106315-0.112151j -0.160476-0.353935j -0.144154-0.427298j -0.900845+0.110227j -0.271694+0.0960237j -0.179529-0.450995j 0.878958-0.107386j 0.341721-0.145596j 0.171273-0.463135j -0.888701-1.30856j -0.310471-0.893098j 0.0902544+0.432766j -2.22017-2.04944j 2.99424+1.93505j 0.465744-0.354818j 3.84193+0.502817j -2.15616-1.16087j -1.05211-0.763998j -3.55984-1.64183j -0.276428-0.840361j -7.94141-4.8403j -4.31186-1.15104j -1.02244-1.76301j 0.509166+0.659679j 0.137112-0.279926j 2.36602+0.814247j 7.13462+3.38921j -0.364735+0.236663j -7.94147-2.37425j -0.269451+1.56459j -6.51802-2.70297j -1.68589-0.0524233j 1.00372-0.863143j -5.88406-4.00566j 1.43754+0.611557j -7.52198-2.84941j -0.601443+0.65627j 1.65541+0.747403j 1.56175-0.347391j -2.12776-0.417243j 1.33344+0.984851j -7.93878-2.52249j 0.966529-0.568183j -3.46839-1.40117j 2.00769-0.14142j -1.37981-0.710614j 1.95378+1.76308j 0.477658+0.0578177j 1.01155+0.141899j -3.33869-0.879645j -0.0329778+0.342276j 1.50366-0.608915j 1.27066-0.222624j -0.721122-0.0774703j -0.659133-0.458527j 0.193186+0.557299j 0.204147+0.12861j 
-0.471504-0.264365j 0.0519829-0.393966j -0.173997-0.13941j 0.681044-0.592163j -0.520263-1.19362j 0.328307-1.60727j 0.402973-0.0801725j 0.828194+3.22263j -0.618677+0.661916j 0.4385+0.997804j -0.416663-2.52293j 0.343956+0.229111j 0.699574+4.14064j 0.381089+1.27142j 0.985189-2.13248j -0.299063-2.84382j 0.838646-1.1475j -0.503821-2.18503j -0.353421+1.9962j -0.288277+5.0676j 0.120123+0.393257j 0.160617+1.79891j -0.306084+3.46829j -0.476623-0.0501112j -0.199291+2.59948j 0.459953+1.77911j 0.841523-2.11251j 1.45483-4.33315j -0.0945681+0.176646j 0.491254-2.77245j 0.618451-2.29955j 0.225472-2.65665j 0.551776-0.955698j 0.196555-0.75101j -0.508684-1.64618j 0.255073+0.632856j 0.73362-1.09431j 0.54325+0.271415j 0.970202+0.348214j 0.440237+0.185999j 0.0509238+0.275786j -0.450121+0.029695j -0.735262-1.69968j -0.652911-0.763371j 2.11345+1.37384j 3.69527+1.47994j -0.0808364-0.617041j 2.85664+1.23841j -4.33028-1.62391j -1.27276-0.475714j -6.39143-3.21036j 5.00023+2.04169j 3.53524+2.20529j 4.51774+2.40863j 1.77709+1.23412j 12.7753+6.47419j 8.24409+4.59916j 1.40978+0.393864j -3.12591-1.86027j 0.628029+1.09465j -4.62299-3.25172j -13.4566-6.61123j 2.48371-0.349451j 10.2904+4.80479j -1.42542-0.640325j 9.8166+3.94574j 4.06996+1.62905j -0.463913-0.916318j 9.02815+3.3135j -2.12958+0.720848j 14.4057+5.44441j -0.0680517-0.213229j -4.15094-1.24226j -4.23852-1.43317j 1.18191+0.985517j -5.60247-1.55914j 12.8414+4.72249j -1.70071-0.119302j 5.42882+1.24902j -4.68308-1.97559j 2.48563+1.41083j -6.63721-2.5725j 0.0880289-0.132306j -1.44693-0.777887j 3.18624+1.0005j -0.00809586-0.35263j -2.7308-1.39008j -0.35632-0.68541j 2.78858+0.807216j 0.78072+0.177177j -0.440224-0.615365j -0.47946-0.369693j 
-0.054182+0.423112j -0.426733-0.00289653j -0.0570139-0.146532j -0.849445-0.365841j -0.516919+0.278616j -0.4088+0.780264j 0.273801+0.174046j 3.07603+0.868559j 0.170697-0.665584j 0.0930661-1.41164j -5.16777-0.459248j 0.480601+0.0428174j 3.6344+0.208155j 0.808454+0.272825j -4.10426+1.48054j -1.4165-0.0784756j 0.849319-0.324099j -1.73919+0.174608j 2.93538-0.585308j 5.38587+0.92364j 0.951665+1.13212j 0.851129-0.249131j 0.192161-0.278626j 0.157207+0.791531j 0.69658-0.375064j 3.93011-0.722064j -3.16272-1.24242j -3.19017-0.317403j -1.95139+0.200237j -2.19995-0.272637j 0.480762-1.10123j -0.962694-0.900634j -0.699505+0.296618j -1.75707-0.313596j -1.18192+0.405042j -0.218523-0.0147194j 0.181905-0.464547j -0.0845987+0.403021j -0.677608-0.185555j 0.159069-0.185566j 0.602697-0.394173j 1.00445-0.361396j 0.0155425+0.193305j 0.421561+0.152435j -0.948102-0.572858j -2.11232-0.616672j 0.224692+0.575037j -2.72091-0.533677j 3.1502+1.26764j 0.986568+0.123552j 4.85441+0.223055j -3.03784-0.479717j -2.07351+0.0427315j -3.67731-0.534147j -1.39781-0.273448j -8.36698-0.355214j -5.75897-0.0788194j -0.303517-0.0909099j 1.92929-0.0212564j -0.0421989-0.323605j 2.44405+0.236988j 8.14183-0.204734j -0.767051-0.119917j -7.03609+0.493555j -0.0229907-0.0360239j -6.19532+0.65605j -2.25527+0.313631j -0.491606+0.300447j -6.04755+0.699567j 0.774071+0.0427621j -8.1553+1.64661j -0.160087+0.151238j 1.77693-0.685154j 2.19143-0.497097j -0.645547+0.366547j 3.43876-1.21014j -7.12193+1.99594j 0.89867-0.66788j -3.47042+1.27986j 2.02872-0.758912j -2.09341+0.865329j 3.44836-0.962537j -0.178838+0.372422j 1.3658-1.33632j -2.58253+1.4431j -0.0741862+0.611563j 1.78261-0.988477j 0.638164-0.580051j -0.903273+0.767751j -0.609002-0.0166445j 0.150413-0.131958j 0.0132306+0.214503j 
-0.250077+0.440482j 0.0536631-0.762378j 0.215156+0.222425j 0.607944-0.947391j -0.27116+0.287774j 0.142582-1.00691j -0.190405-0.670973j 0.200709+1.66539j -0.0535687+0.455025j -0.680662+0.291123j -0.189314-2.31376j -1.11909+0.829351j -0.435464+4.52303j 0.0153074+0.270636j 0.306245-1.53674j -0.515824-0.811114j -0.0497246-1.15447j -0.132278-1.4316j -0.148165+1.97883j 1.0762+3.36437j -0.415433+0.672152j -0.14488+2.44673j -0.81873+0.786001j 0.406478-0.158406j 1.56792-0.240235j 0.617279+2.36403j -0.684045-1.87057j -1.07244-2.88613j -0.325544-0.537756j 0.416518-1.04665j -0.225036-0.659572j -0.00188244-0.504898j 0.0918122-0.792021j -0.0876122-0.00996871j 1.32253-1.62058j 0.699277+0.473592j -0.427398-1.43483j 0.595224+0.85749j -0.0514331+0.625763j 0.156391+0.125456j 0.173609+0.678046j 0.939573+0.057349j 0.213229-0.673753j 0.433561+0.240596j -1.45502-0.268288j -2.65209+0.378538j 0.715202-0.362159j -3.53259+0.618895j 3.84271-0.304789j 1.16592-0.162952j 5.67695-0.642978j -3.50054+1.75733j -2.88662+0.238381j -3.35474+2.02688j -0.750767+0.967071j -10.5618+3.44829j -7.56905+1.91113j -0.595238-0.721439j 3.23079-0.626769j -0.916485+0.136682j 1.12263-1.67093j 11.6635-3.62717j -1.53964-0.562208j -9.97457+3.04334j -0.963243+0.31148j -9.1494+2.90082j -4.20407+0.489748j 0.207642+0.972436j -7.65405+4.26549j 2.09695-0.0577251j -12.2783+5.2687j -0.576298+0.164237j 0.411306-0.370998j 2.57685+0.0222152j -1.84736-1.09247j 6.59037-2.50972j -10.7362+5.50632j 1.92535+0.143168j -6.17294+2.27808j 3.2138-1.73688j -2.74732+1.29683j 5.68253-3.6334j -0.458607-0.00773427j 1.78297-2.47268j -3.88803+2.60896j 0.602272+0.0677453j 1.17155-1.0759j 1.53017-0.143734j -0.706739+1.14974j -0.564338+0.481893j 0.878962-0.508035j -0.376782-0.635406j 
-0.180289-0.20451j 0.237063-0.620103j 0.054419+0.228672j -0.398393-0.170618j -0.574546+0.317281j -0.129742-1.00343j 0.40266+0.434742j 1.18584+1.50961j 0.54618-0.0345721j 0.573049-0.498071j -0.635829-1.83234j 0.385265-0.871904j 0.854234+3.44285j 0.691916+1.48875j 0.3398-2.85222j -0.52143-0.667212j 0.534622-0.301033j -0.294463+0.092002j 0.273125+1.08438j 1.35439+4.83358j 0.735391+1.00617j -0.298995+2.23655j 0.283472+1.94909j -0.028065+1.44407j 0.254546+1.49805j -0.606197+3.14682j -0.562889-1.24722j -0.781898-3.14764j -0.252874-0.0609957j -1.04533-3.81027j 0.595759-1.57167j -0.241184-1.19104j -0.398017-0.713381j -0.0838007-0.690053j 0.850629-0.788769j 0.115091+0.478851j 0.211772-0.633592j 0.474974+0.766277j 0.926153-0.00150108j 0.30566+0.0121384j 0.130282+0.403436j -0.662539-0.337167j -0.600582-0.596442j -0.65585+0.098655j -0.124558+1.77725j 1.30107+2.4071j -0.410069-0.0945126j 1.4743+1.23968j -1.08993-2.48127j -0.697479-0.389547j -3.06014-3.1715j 2.43872+3.40518j 1.53059-0.478662j 3.64656+3.24708j 0.229657+0.00297104j 5.50069+5.53512j 3.29397+5.28966j 1.00853+0.858876j -1.55178-2.15468j 0.843147-0.00850853j 0.11695-1.92137j -5.46729-5.31167j 2.13616-0.0735212j 4.22805+3.75416j 1.1669+1.57257j 5.51587+4.6291j 1.62821+0.447589j 1.12996+0.0300702j 3.8061+4.12581j -0.329455+0.053543j 5.89281+5.66697j 0.361061+1.51443j -1.47429-1.72749j -1.57801-1.84888j -0.803359-0.0312818j -2.49264-3.20551j 4.18273+4.11417j -0.274419-1.00975j 2.93075+2.71847j -0.927837-0.792266j 0.194314+0.999499j -1.33209-3.86878j 0.00507839-0.260919j -0.697233-0.64294j 1.66231+2.58403j 0.25133+0.297426j -2.03425-0.666702j -0.285991-0.570667j 1.38785+0.4555j 0.645635+0.401533j 0.00955915-0.72127j -0.310528-0.520343j 
-0.0324968-0.342379j -0.713645-0.445691j -0.13193+0.0649827j 0.56489-0.555523j 0.107707-0.198516j -0.601398-1.42642j 0.637113+0.884833j 0.74083+1.42095j 0.537796-0.0750945j -0.578384+0.25643j 0.0500744-1.6238j 1.06325-0.140986j -0.726945+1.37168j -0.213867-1.09643j -0.280469-1.03416j 0.301852-1.85794j -0.882319-0.559887j 0.418115-0.767454j -0.107675+1.51013j 0.662816+2.75007j -0.776282+0.69514j 0.470575+0.637838j -0.430817+0.553505j 0.709707-0.243716j 0.396561+0.916435j -0.344469+0.67689j -0.688608+0.277696j 0.0101939-1.71991j -0.665559-0.64925j -0.333642-0.359982j 0.5906-0.738082j 0.0419596-1.91636j 0.425284-1.16577j -1.94046+0.92088j 0.518564-0.275632j -0.710699+0.0111348j 0.188034+0.992107j -7.23041e-05+0.0455911j 0.462685-0.50209j -1.58563-0.210297j 0.276833+0.205836j 1.08739+0.167814j 0.147632-0.204779j -0.18664-0.256461j -1.37893+0.105726j -1.70784-0.210865j -0.137394+0.277187j -1.382+0.337416j 1.68657+1.08176j 1.15574-1.29113j 2.67651-0.602577j -1.90766-0.723536j -2.0533+0.0368802j -2.47683+1.30582j -2.31532-0.0805433j -6.17936+1.65867j -4.79287+1.93967j -0.179407+0.0611914j 1.44444-0.661952j -0.961968+0.596964j 2.05086-1.17869j 5.58966-0.80301j -0.756402+0.112629j -5.4197+2.87514j -1.46936+0.41749j -5.92177+1.04581j -1.66403+0.134518j -0.868803+0.628629j -4.72103+1.40439j 0.524227-0.627963j -7.31394+3.27561j -0.212379-1.03098j 2.65675-0.748207j 2.04463+0.161139j -1.05356-0.133342j 4.51251-2.53362j -6.67139+2.3515j 1.17026-0.282011j -2.34072+1.26491j 2.06909-2.16827j -1.05931+0.883008j 3.5383-2.11823j -0.93024+0.261911j 1.89128-0.677511j -2.6586+0.429471j -1.33811+1.47235j 0.256512-0.642508j -0.295331-1.05294j -1.06138+0.312991j -1.37264-0.239598j 1.03538-0.0738979j -0.206986+0.310254j 
