0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
-0.0102522+0.00508583j 0.00293945-0.00110483j 0.00586944-0.00758425j 0.00452525+0.00806674j 0.000926685+0.00128765j -0.000162304+0.000559612j -0.00330822-0.0010237j -0.000140921+0.00356222j 0.0028517-0.00131913j -0.0024315+0.000504405j 0.000473231-0.0026408j -0.00220271+0.000336705j -7.12975e-06-0.00242046j -0.00182671+0.00195053j 0.00204843-0.00209841j 0.00265089+0.00116195j -0.000272083+0.000459744j 0.000915439-0.00184857j 0.00309014+0.00144987j 0.0008881-0.00265234j 7.58245e-05+0.00399687j 0.00443903-0.000140678j 0.000977746+0.00131478j -0.000190771+0.000676627j 0.00432181+0.00246419j 0.00248901-0.00405282j -0.00703791+0.00330023j 0.00360561+0.00139345j 0.00634352+0.0025132j 0.00319323+0.00160178j -0.00226262-9.86678e-06j 0.000255547+0.00114231j -0.0022295+0.000463451j -0.000598723-0.0059433j -0.00138171-0.00176921j -0.00141215+0.0013603j -0.00242831+0.00264894j 0.00205139-0.00132873j 0.00112081-0.00188837j 0.00506525-0.00266387j -0.00310148-0.00164415j -0.0124882+0.00359586j 0.00527821-0.0152676j -0.00923966-0.00462021j -0.00102364-0.00200599j -0.00199512-0.000984079j -0.00925354-0.00163708j 0.00479609-0.00606631j 0.00185938-0.00317145j 0.00350936-0.00599615j 0.000667792+0.000695701j -0.00617703+0.00204117j -0.00603521-0.00199306j -0.00281019-0.00584164j 0.00459344+0.00611833j -0.00440924+0.00955232j -0.0109865-0.00275175j 0.0136576-0.00261877j -0.00818596-0.00516964j 0.00833171-0.00605349j 0.00409225-0.00179466j 0.0124036-0.00512797j 0.000492485-0.00984792j 0.00674281+0.00977199j -0.000657188-0.00439825j -0.0119796-0.00277211j 0.00957022-0.0150777j -0.0120626+0.0021508j -0.00999943-0.00254851j -0.00817406+0.00745183j 0.003644-0.0118453j 0.00874935+0.00494236j 0.000904665-0.0293676j 0.012731-0.000217933j 0.00903157+0.0194899j 0.00251532+0.00886048j 0.00148688-0.000806732j -0.017427-0.00356172j 0.0115591+0.00162003j 0.00471011+0.00151404j -0.016918-0.00253154j -0.00071826-0.013129j 0.0145429-0.00463684j 0.00866138+0.00211283j -0.00273341+0.00781301j -0.011768+0.0156845j -0.0029115-0.00417772j -0.00149673+0.0109646j 0.00129021+0.00142363j -0.00461143-0.0120917j -0.0030209-0.00186543j -0.0100562-0.00129693j 
0.00223634-0.00284454j 0.00515769+0.000604735j 0.000283167+0.00435993j -0.00217046+0.000374805j -0.000398117-0.00175086j 0.000416482-0.000569345j 0.000897431+0.000733077j -0.00230929-0.00289143j 0.000334448+0.00268129j 0.00123016+0.000365851j -0.000635639-0.00112203j 0.00195919+0.00188764j -0.000271066-0.00117606j -0.00227916-0.000340982j 4.84084e-05-0.00133876j 0.000918143+0.000576652j 0.000455225+0.000374602j 0.000524753+0.00130702j 0.00312609+0.0012111j -0.00163076-0.000654131j 0.00189772+0.000807227j -8.03328e-05-0.000966871j 0.00137915+0.000584526j 0.00118137+0.000587668j 0.0022977+0.00314203j 0.00107813-0.00361607j 0.00120073-0.000637452j 0.00539195-0.00435175j -0.000816135+0.000181877j 0.00348027+0.00453196j 0.00247372-0.00166206j 0.00195819+0.00456445j 0.00131743-0.00568413j -0.00321106-0.00466919j -0.000815877-0.000778348j -0.00560297+0.00238439j 0.000569435+0.00319329j -0.00234816-0.00198888j -0.00019869+0.000476773j -0.00695645-0.000925769j 0.00132133-8.28041e-05j -0.00314704-0.00378973j 0.00403487+0.00690335j 0.0081936-0.00728291j -0.0011838+0.00674644j -0.00539352+0.000393845j -0.000443189+0.0115866j 0.00376092+0.00226529j -0.000806234+0.000737057j 0.00245647+0.00509767j 0.00150503-0.00555803j 0.00352784+0.00681515j -0.000588295+0.00130018j -0.00226389+0.00132054j -0.00529055-0.0033439j -0.00493334+0.00159337j 0.000916912-0.000938683j -0.00271623-0.00354662j 0.0035574-0.00316842j -0.00843673-0.00184866j 0.00531416+0.00639387j 0.00263518+0.00609565j -0.00313131-0.000688918j 0.00607215+0.000172834j -0.00692956+0.00205078j 0.00291427+0.00287962j 0.0044773+0.00102383j -0.00543167+0.00762402j 0.000237682+0.00410887j 0.0152379+0.00570969j 0.00305196+0.00224498j 0.00607948-0.0117846j 0.00247708-0.0078499j -0.00562601+0.00154023j 0.000293055+0.00207409j -0.00962533+0.00233553j 0.005631+0.000409939j 0.00467672+0.0193361j 0.00844648-0.00246116j -0.0128391+0.0102498j 0.0168175-0.00848688j 0.0154289+0.00610422j 0.0100056-0.00168863j 0.000547526+0.000990337j -0.00309826+0.0200808j -0.0052878+0.00197986j -0.00824572-0.0125508j -0.00785156+0.0100511j 0.00684007-0.0159758j -4.57995e-05+0.00161245j 0.00541086-0.00287229j -0.00317329+0.00524334j 
-0.000495186-0.00304889j -0.00699716+0.0105076j -0.00676293-0.0116794j 0.0156729-0.00966091j 0.00274804-0.00239014j -0.00481981-0.000481262j -0.000312832-0.00831725j 0.0103897+0.00181592j 0.00545642-0.00730321j -0.00685027-0.00200329j 0.00157003-0.00657472j -0.00300598-0.00637126j 0.00127428+0.00024781j 0.00210969+0.0071559j 0.00359208-0.000433389j 0.00450493+0.00383668j 0.00133758-0.000850414j 0.00146308-0.0045299j -0.0023092+0.00332429j 0.0068072-0.00197339j 0.00066361+0.00142242j 0.00144742+0.000320792j 0.00123724+0.00273018j 0.00237795+0.00410547j -0.0021984-0.00711583j 0.000307257-0.00854771j -0.00312132+0.000852947j 0.00445084+0.000916722j 0.0048817-0.00236032j -0.00133842+0.00108868j -0.00377094+0.00769613j -0.00500198-0.00162593j 0.00811712-0.00304255j -0.00149639-0.00353926j 0.00297907-0.0100331j 0.00943664-0.00888997j -1.15755e-05+0.00625189j -0.00918554+0.00467586j 0.00492358-0.00470122j 0.0101084+0.00313482j -0.0125131+0.00651799j 0.00500788+0.0060748j -0.00449555-0.00249008j -0.00722615-0.00104706j 0.01054-0.00900601j -0.00289229+0.0146696j 0.00445839-0.00441182j -0.00792163+0.00657108j 0.00567611-0.00668586j 0.00794051-0.00926348j -0.0127698+0.0038908j 0.00495525-0.00627162j 0.0109096-0.00409661j -0.00425063+0.00276386j 0.000815995+0.00819949j -0.000477188+0.0110632j -0.00931167+0.00434288j 0.00740316+0.0151818j -0.0073456+0.00179017j 0.00574505+0.0181221j 0.00151569-0.00135735j 0.00528473-0.00619004j -0.0014443+0.00268689j 0.000818673-0.00777163j -0.00130373-0.00694989j 0.000276452+0.00195189j 0.00711144-0.00140787j -0.00350753+0.00104271j -0.00335192+0.00433359j 0.0148164-0.00335241j -0.00730542-0.0105907j -0.00315807-0.0139405j 0.00573855+0.00377626j -0.00621435-0.00789111j 0.00989313-7.22853e-05j 0.00661502+0.0123969j 0.00415696+0.00134223j 0.0109086+0.00529472j 0.012386+0.0133127j 0.00206301+0.00403097j 0.00796166-0.00779758j 0.013867+0.00321232j -0.00853178-0.00459168j 0.00900777-0.00659638j 0.00120402+0.0136847j -0.0222824+0.0100839j -0.0282478-0.0195878j -0.00661703+0.028296j 0.0144041-0.00416383j 0.0134896+0.00317671j -0.00372763-0.000597243j 0.00385939+0.00390133j 
0.00277708-0.00615161j 0.000322229+0.000415129j -0.00241342+0.00371337j 8.58792e-05-0.00382706j -0.000937597-0.00026061j -0.00141511-0.00167826j 0.00241163+0.00217593j 0.000618024-0.00256375j 0.00203662+0.00338709j 0.00213818+0.00194778j 0.000946647-0.00674928j -0.000998678+0.00374829j -0.000976607-9.75898e-06j -0.00587296+0.00193605j 0.00150189+0.00285044j 0.00134007-0.00273624j -0.00123966-0.000167462j -0.0013617+0.0034394j -0.000528948+0.00402859j 0.000553482-0.00423802j 0.00113216+0.00259318j 0.00353325-0.00446465j -0.0055249+0.00585821j 0.0049743-0.000315853j -0.000161628+0.00269739j 0.00161057-0.00455005j 0.00633365+0.00283051j 0.00661343+0.00273853j 0.00135898-0.00494768j -0.00583236+0.0018286j 0.00509476+0.00304163j -0.00161233-0.00199844j 0.00295924+0.0024105j -0.00326554+0.00222023j -0.00133255-0.000637502j 0.000606309-0.00667492j -0.00110079-0.00355239j 0.00420567+0.00321124j 0.00573311-0.00280012j 0.00152026+0.00649885j 0.00358477+0.00192152j 0.00173678+0.00160841j 0.00442149+0.010114j 0.00774175-0.00691928j 5.96672e-05+0.00352458j -0.0053294-0.0046206j 0.000189989+0.0133096j 0.00766671+0.00317936j 0.00277872-0.00262939j -0.00208997+0.00923006j -0.00657608-0.00992531j -0.00263359+0.0148301j -0.0116709-0.00194037j 0.00206565-0.00218252j 0.00139994+0.00242752j -0.000799292+0.00318398j -0.00220197+2.59743e-05j -0.00701089-0.0103501j -0.0130397+0.00710619j -0.00422809-0.0143702j -0.00513535-0.000267703j 0.00549813-0.0042159j 0.0045515-0.0116042j 0.00887383-0.000555477j 0.0041099-0.00578991j 0.00453415+0.00484071j -0.00995358-0.0191596j -0.00227028-0.00166116j -0.00716064+0.0186007j 0.00538448+0.00632004j -0.0022152+0.0102971j 0.0114952-0.00366753j -0.00432501-0.0134892j 0.00429477-0.00630318j -0.00361474+0.0088533j 0.00321703-0.00573433j 0.0127984+0.00627195j -0.0195224+0.0139863j 0.00526004+0.00874517j -0.0123633-0.000929997j -0.00335505+0.0058925j 0.00381501-0.0102462j 0.0148493+0.00557625j -0.00987722+0.0103678j 0.00378186-0.00103019j 0.0149719+0.00729722j -0.00532695+0.00798434j 0.0132674-0.0104462j 0.00465272-0.00651476j 0.000650021-0.0107174j 0.00112334-0.000161193j 0.00199485-0.0018041j 
0.00553404-0.00100324j -0.00225802-0.00176571j -0.000968339+0.00512856j -0.0035206-0.00480252j -0.00472046-0.00146137j 0.00599047+0.00133586j 0.00255582-0.000922435j -0.00546386-0.00468286j -0.00090971+0.00162987j 0.00195282-0.00287421j 0.000796008-0.00154615j 5.25322e-05+0.00196825j -0.00327983+0.000184802j -0.00309762-0.00173455j -0.0001098-0.000506229j -0.0011575-0.00233729j -0.000524812-0.00132599j -0.000846783+0.00497321j -0.000861671-0.00297418j -0.00247276-0.000904618j -0.00126153-0.000133056j 0.00226426-0.0045107j -0.00392459+0.000345227j 0.00437001-0.00191024j 0.00381526-0.00188288j 0.00019123-0.00196988j 0.0108806+0.000257745j -0.00225777-0.00730036j 0.000367794-0.00403523j 0.000547731+0.00182505j 0.00442976-0.00273332j 0.00356372+0.0054557j -0.00230774+0.00057337j -0.000947269+0.00498456j -0.000237996+0.00203958j 0.000916867-0.00067941j 0.0028881+0.000878722j 0.00317908-0.000855806j -0.00384754-0.00110266j -0.00206404+0.0035947j 0.0055181-0.00540329j -0.000593679-0.00456479j -0.00323654+0.0145774j 0.00353636+0.00131513j -0.000295628+0.00324914j 0.00461016+0.000721184j 0.00316405+3.81973e-05j 0.00281106+0.00379909j 0.00447663-0.000576573j -0.00530714+0.0046268j 0.000917306-0.00189009j 0.000155419+0.00161403j 0.000985073-0.0107689j 0.00128732+0.00182984j -0.00143861-0.000574996j -0.00756272+0.0051009j -0.000824138-0.000415219j -0.00047303+0.00120622j -0.0103393-0.00294727j -0.0100845-0.00788714j -0.0108646+1.98744e-05j 0.000985613+0.000404293j -0.000904035+0.0031862j 0.00780071+0.000146301j -0.00479652-7.85843e-05j 0.00425536+0.00686181j -0.0160638-0.00907365j 0.0112966+0.0106727j -0.00598607+0.00416057j 0.0119871-0.00144604j -0.00576041-0.00235738j -0.00286995-0.00419871j -0.0219653+0.000853225j -0.0146475-0.0102048j -0.00225595-0.0127585j 0.00785507-0.00293812j 0.00742626+0.0044418j -0.000179217+0.00595328j -0.00255084-0.00494077j 0.00540275+0.0018545j 0.0081812-0.0113345j 0.00387259-0.00394861j -0.00399597+0.00536231j -0.00709211-0.00452173j -0.000137986-0.013872j 0.0118402-0.0143208j 0.00236464-0.00344404j 0.0122508-0.0127492j 0.00438127+0.00238754j -0.0056706+0.00742652j -0.000493178-0.00254782j 0.00270636-0.00272403j 
0.00354505+0.00392454j 0.00388075-0.00460362j 0.000941657+0.00559057j -0.00578391+0.00377184j 0.000921932+0.000539773j 0.00673208-0.00168036j -0.00287453+0.000725632j -0.00624585-0.00122785j -0.00271837+0.00313156j -0.00217691-4.99255e-05j 0.00192137+0.00196168j 0.000828112+0.00273978j -0.00461571-0.0033456j -0.00227291-0.0011493j -0.000251719-0.00438542j 0.00247952+4.21485e-05j 0.000574974+0.00185834j -0.00430973+0.0015225j 0.00207711-0.000645685j -0.00239131-0.00238401j 0.00142385+0.00656469j 0.00164142-0.00154663j -0.00512226+0.000473221j 0.00637971-0.00346926j 0.00733729+0.00673155j -0.0035046-0.000521636j -0.00877589+0.00975315j 0.00944647+0.000258302j 0.00995476+0.00369017j 0.00581287-0.0039662j 0.00119405+0.00499303j 0.0113429+0.00737304j -0.00830179+0.00486458j -0.00406008-0.00503936j -0.00191292+0.00696837j 0.00281453+0.00303831j -0.00276907+0.00884477j -0.00380613-0.00277952j -0.0103068-0.00524246j -0.00454324-0.00440835j 0.00221954-0.00908356j -0.00931876-0.0025356j 0.00206256+0.00323435j 0.00630286-0.00585613j -0.00227706+0.00099815j 0.00109744+0.00172316j -0.00391563-0.00176111j -0.00742293+0.000508671j -0.00440041+0.00678432j -0.000593217+0.0108454j 0.00626819-0.00331293j -0.00361282+0.000351251j -0.00727933+0.00317661j -0.0060855+0.00355198j 0.014-0.00284875j -0.00768006+0.00498668j 0.00373298-0.00357159j 0.0120759-0.00405914j -0.00246835+0.00142316j -0.00349504-0.00522524j 0.00377796+0.00416932j 0.0046187-0.00769589j 0.000835516-0.00823226j 0.00591825+0.00267108j 0.00368146-0.00628266j -0.0130834+0.00622722j 0.00324585-0.0147387j 0.00198217-0.0137824j -0.0121829-0.00884288j 0.000320097+0.0094417j -0.00764592-0.00117496j 0.00259666+0.0143571j 0.00779763-0.0109755j 0.0012347+0.00730946j 0.0103964+0.00973517j 0.00570992-0.00353406j -0.00522066+0.0138733j -0.00935503-0.0019993j 0.00780708+0.00032935j 0.00144871-0.0101752j -0.0111896+0.00915636j -0.0135133-0.0112143j 0.00834861-0.0118738j 0.00385292-0.00168589j -0.0101666-0.000948512j 0.00297902-0.00118568j 0.0179545-0.0156594j 0.00193487-0.00513677j -0.000834146+0.00311765j 0.00796536+0.00310026j 0.000655499-0.00456492j -0.00144188+0.00165746j 
0.00297582-0.0115268j -0.000795924+0.000162489j -0.00721883+0.00259569j 0.00029327-0.00178106j -0.00219446+0.00573406j -0.00527571+0.00134651j 0.00408254+0.00304646j 0.00703878-0.00157494j 0.00364177+0.00225096j 0.00123553+0.00636647j -0.00273191-0.00316883j -0.000127337-0.000899162j 0.00380176+0.00460834j -0.00470455-0.0051244j -0.00236669+0.0059384j -0.00284643-0.00286752j 0.00429219+0.00256738j 0.00498505+0.00240818j -0.00244398+0.00335077j 0.00536436+0.001696j -0.00241763+0.000478233j 0.000408498+0.00182602j -0.00464951+0.000414558j -0.0026778+6.48501e-05j -0.00858763+0.00244826j 0.00992755+0.00405488j -0.00126148+0.000260944j 0.000595193+0.0159181j -0.000267752-0.00283523j -0.00920981-0.00426185j -0.0017583+0.00428165j -0.00174068-0.0177705j 0.00798146+0.00855481j 0.00229807+0.00514047j -0.00439229-0.00293316j 0.0100123-0.0045075j -0.00652305-0.0174681j 0.00160432+0.000730637j 0.013057-0.00144204j 0.00833032+0.00316988j 0.00951912+0.026031j 0.0196339+0.00400306j 0.000124697-0.00105665j 0.000770532+0.00175253j 0.000116483+0.0021601j -4.91472e-05-0.000946363j 0.00122629+0.00361183j 0.0042052+0.00342524j -0.000636693-0.00107402j -0.00519746+0.00300569j -0.00406076-0.00428384j -0.00205207+0.000510779j -0.00873514+0.00289395j 0.00413167+0.00211917j 0.00333764-0.00791564j -0.000519331-0.00712966j 0.00508116-0.00651251j 0.00107021+0.00324134j 0.00112817+0.00282862j 3.70051e-05-0.00361911j -0.000615475+7.69688e-05j -0.00290697-0.00346434j -0.00319694+0.000649878j -0.000799921+0.000567303j -0.00490836-0.00146718j -0.00050104-0.000241673j -0.000615345-0.00218848j -0.00029271-0.00160226j 0.000920339-0.0105831j 0.00139555+0.00788235j 0.00119406-0.00425187j -0.000190981+0.000489585j 0.00432886-0.00122602j -0.00100578+0.0043046j -0.0058194+0.00528522j -0.00576014-0.0075521j -0.00139847-0.000449513j -0.00217952+0.00191012j 0.00541238+0.00122333j -0.00708758-0.000163884j 0.00338152+0.00710864j -0.00415279-0.00224848j 0.0111824+0.0045612j 0.00552455+0.0123438j 0.00210171+0.00348519j 0.0130797+0.00406951j 0.00266686+0.0107554j 0.00393568-0.00535653j 0.00468023-0.00062348j 0.000395163-0.000577783j 0.00601617-0.00350471j 0.00106826-0.00304258j 
0.00238876+0.00301012j -0.000442463+0.00660252j 0.00410072-0.0051163j 0.00199309-0.00328071j 0.000450979-0.00623336j -0.00202169+0.00288735j -0.00165061+0.000450526j -0.00399359+0.000571605j 0.00192551-0.00181268j -0.0047523-0.00143873j 0.00565398-7.71509e-05j -2.41267e-05+0.00363236j -0.00455502-0.00314702j -0.00435308+0.00150987j -0.00053204-0.0111723j 0.00700349+0.00652568j -0.00415753-0.00300807j -0.00119056+0.00102359j 0.000836931+0.00704229j -0.0121864-0.00494985j 0.00102614+0.00871835j 0.00112187-0.00664214j -0.00260746-0.00298308j -0.00160636+0.0080469j 0.000207995-0.0100376j 0.00506568-0.00729641j -0.00275704-0.00483471j 0.017734+0.00615952j -0.00268598-0.0127471j -0.00528229+0.0148874j -0.00540271+0.00204539j -0.0189549+0.0035839j 0.00282742-0.00154698j 0.00598005-0.00246453j 0.016985+0.00216679j -0.0140324-0.00528899j -0.0172622-0.0130604j 0.00614727+0.0069035j 0.0158131+0.015183j -0.0136685+0.00941571j -0.0174798-0.00256103j 0.00132417+0.0226549j 0.00486107+0.00388628j 0.00282948-0.0039894j 0.00434294+0.00310999j 0.00258953-0.00232175j -0.00119106-0.000827472j 0.00205116-0.000766671j -0.000562137+0.00407598j -0.00342571+0.00335063j 0.00369215-0.00361114j -0.00619835-0.00610332j -0.0009413-0.0028116j 0.00114285+0.000321356j 0.00386668+0.000277253j -0.00274408+0.0083503j -0.000532437-0.000273468j 0.0080649+0.00043971j 0.000536366+0.000463118j -0.00440404+0.0041992j -0.00312226+0.00338917j -0.00153677+0.00244006j 0.00147252+0.00610124j 0.00220933-0.00188634j -0.000613062+0.00401904j -0.00487008+0.000195871j 0.00202321+0.00675727j 0.00435422+0.00458626j -0.00864621-0.00499533j 0.000952496-0.00306634j -0.0039751+0.00526988j -0.0104737+0.00555736j -0.0104372-0.00146397j -0.00751504+0.00573644j 0.00792237+0.00121196j 0.00530253-0.00402483j 0.000125556+0.0051561j 0.00926104-0.00762142j -0.00641321-0.00809412j 0.00684731+0.00121472j 0.00148879-0.00823356j -0.00384487-0.00223941j -0.00167564-0.00884059j 0.00322085-0.0072231j -0.00147479+0.00382383j 0.00123748-0.00138188j -0.00130452-0.00410504j 0.000331295-0.000316432j 0.000651396+0.00180711j -0.00875973+0.0100063j -0.00190054+0.00255644j 0.00705945-0.00142262j 
-0.000981654+0.00110359j -0.00161054-0.00126821j -0.00153624-0.00118807j 0.0016659-0.00316019j -8.41267e-05-0.00358616j -0.00113343+0.000314216j -0.00054698-0.000176103j 0.00223528-0.000894507j 0.000273397-0.00288485j -0.00261902+0.00138859j 0.000671364-0.00396031j -0.00373718-0.00188895j 0.00104633+0.000405756j -0.00074591+0.00190694j -0.00204094+0.00252105j 0.000672637-0.000231233j 0.00457003+0.000949144j -0.00236534-0.00425521j -0.00453778-0.00218006j 0.0081116-0.00161084j -0.00271993-0.0016581j 0.000220719+0.0011683j -0.00439344+0.000523389j 0.000845458+0.00199129j -0.000475455-0.00392478j -0.00181383-0.00289965j 0.000929936+0.0050186j -0.00691926-0.00618717j 0.00693118-0.000977293j 0.00323375-0.00517359j -0.00295402-3.30941e-05j 0.00404171+0.00591763j -0.000537091-0.000558133j -0.000848785-0.000411844j 0.00276834-0.00383353j 0.0119069-0.000755857j 0.0100705+0.0107708j -0.00815572+0.0016427j -0.00416114-0.00570993j 0.00687105-0.00263205j 0.000796861-0.00124045j 7.92602e-05-0.00412657j -0.00385076-0.00483216j -0.00686883+0.00552463j 0.000781563-0.00133139j 0.0033274+0.00824626j 0.00419436-0.00459448j -0.00370121-0.00403016j -0.000498006-0.00215237j 0.000547479+0.00289841j 0.00332897+0.00319195j -0.00173361-0.00519689j 0.000893289-0.000215005j 0.00163735-0.0028326j 0.00146152+0.0008394j 0.00294009+0.00372528j 0.000314214-0.000503539j 0.00330638+0.00243703j -0.00502627-0.00128376j -0.00421535+0.0105705j 0.00715835+0.00173464j -0.0114195+0.00596186j 0.0115084+0.016142j 0.00722323-0.0115784j -0.000108639+0.00558403j -0.00281649+0.0136385j -2.89815e-05+0.000954389j 0.0105484+0.00692203j -0.0161815-0.00445481j 0.0137245+0.00372569j 0.00429611-0.00506206j -0.0021398-0.000276912j -0.0107871+0.0130898j -0.00418499-0.00681121j 0.00106512-0.00993498j -0.0102638+0.00095709j 0.00135435+0.0058281j 0.000234719+0.00531293j -0.00780668-0.00105751j -0.00096774+0.0111963j 0.0118173-0.0153922j 0.0125951+0.0190674j -0.00552924+0.0161641j -0.0089285-0.0130813j 0.000976812-0.00735004j -0.000784161-0.00670524j -0.00378366-0.00690242j 0.00508625+0.00376006j 0.00596153+0.000695059j -0.000320419+0.000595629j -0.00245707-0.0020757j -0.00239619-0.000154489j 
-0.0021239-0.00142617j -0.00226468+0.00578496j -0.00136367-0.00264324j 3.12563e-05-0.00353394j -0.00019057-0.00128012j -0.00555932-0.00299318j -0.00148484-0.00216157j 0.00151558+0.00118303j 0.00181906+0.000469022j 0.000274145-0.00068581j -0.00199894+0.000435371j -0.000867789-0.000889802j 0.00321498+0.000220117j 0.00389409+0.00358934j 0.00263142+0.00421449j -0.00246227+0.00111574j -0.000632015-0.00193555j -0.000857499-0.00539142j -0.00334364+0.00191684j 0.000858212+0.00147962j 0.0020446-0.00338067j -0.00358554+0.000600168j 0.0064114+0.000557094j -0.000168559-0.00179846j -0.00466216+0.00261067j -0.00499232-0.000566467j 0.000282135-0.00810106j -0.0026781-0.00417501j -0.00644822+0.00452662j 0.00119903-0.00327169j 0.000173434+0.000628506j -0.000470565+0.00238924j -7.01975e-05-0.0087782j -0.00101627-0.00198906j 0.00113012-0.00346288j -0.00745894+0.00142667j 0.00428523+0.00453818j -0.00278812+0.000566698j -0.00688097+0.00264938j -0.00313492-0.00274259j -0.0055305-0.00537065j -0.000536351-0.00599211j -0.00045829+0.00359671j 0.00657202+0.00571317j 0.00413885+0.000780206j -0.0112066-0.0042234j -0.00244779+0.00729877j 0.00664662+0.00296591j 0.00571705-0.00994042j 0.00194828-0.0023708j -0.0129698+0.000539391j -0.00440407+0.00503194j -0.000418082+0.00475887j -0.000161251-0.00948394j -0.00613079+0.00079707j 0.00514931-0.00316826j 0.000750899+0.00313843j -0.0130809-0.00787235j -0.000852694+0.00847518j -0.0026543+0.00370119j 0.00173243+0.00319359j 0.000899996-0.00144987j 0.00511199+0.00733912j -0.00656951-0.009121j -0.0204192+0.000850314j 0.00668806+0.00226692j 0.00776855-0.000819605j 0.00388969-0.00305684j -0.00407713+0.00275163j -0.012829+0.00424332j -0.00192796+0.00990773j -0.00742354+0.00686593j 0.0145996+0.0150026j 0.00214105+0.00829487j -0.0108388+0.00304778j -0.00469508-0.00763065j 0.00118878-0.00307168j 0.00674825-0.00171819j 0.00503227+0.0123334j -0.00672826-0.00265734j -0.00343322+0.00779532j -0.013861+0.00427325j 0.00664827-0.00537394j 0.0143906+0.00848914j 0.00576443-0.00509199j 0.00406363+0.00693294j -0.015041+0.011068j -0.0045863+0.00337518j -0.00686434+0.005259j -0.00252591-0.00599755j -0.00530592-0.00205209j -0.000767918+0.00398525j 
