0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
-0.00137409-0.00202424j 0.00310482-0.00450889j -0.00115731+0.000275627j -0.00428248+0.00126073j -0.00157721-0.0023763j -0.00239873+0.000390947j -0.00111493+0.00297933j 0.00362518-0.003046j -3.49408e-05-0.000416592j -5.38805e-05+0.00275565j 0.000151394-0.0028477j -0.00375011-0.000275824j 0.00346124+0.00149474j -0.00252944-0.000787049j -0.00528204-0.00311829j -0.00196572-0.000702082j 0.00406532+7.3238e-05j 0.00167957-0.00226305j -0.0027503-0.000991657j 0.00589027+9.56339e-06j -0.00419953+0.0015311j 0.00173239+0.00158565j -0.0025274-0.0042076j -0.00649759-0.000153366j -0.00466388-0.000368188j 0.00366905+0.00810274j -0.00558626-0.00131641j -0.00567784+0.00390578j 0.00383425-0.00313352j -0.000154706-0.00290809j -0.00419238-0.000186612j 0.00402148-0.0011922j 0.00245951+0.00708263j 0.00576029+0.000269122j -0.000805154-0.00192896j 0.00751557+0.000889351j 0.000283773-0.0066487j -0.00403565-0.00206388j 0.00766142+0.000387759j 0.00428907+0.000707836j 0.0103127+0.00976544j 0.00373793-0.00240682j 0.00478839-0.00256666j -0.00602523-0.000544845j -0.00240608+0.00622291j 0.00265634+0.00317655j 0.000383889+0.000917971j 0.00250932-0.00526311j -0.00284323+0.00567047j 0.000932711+0.00216159j 0.00917319-0.00139007j -0.00800875-7.43656e-05j 0.000125643-0.000281672j -0.000621613-0.00374696j -0.000687002+0.00394327j -0.0061383+0.0115939j -0.000327348-0.00113857j 0.00714936-0.00955219j -0.00258167-0.00215502j -0.00394577-0.00378162j 0.00487632+0.00207895j -0.0040305-5.35154e-05j 0.00801887+0.00327591j 0.000941501+0.00177072j -0.00298243+0.0043057j 0.00698756+0.00348983j -2.24689e-05+0.003602j 0.000205763-0.00108369j -0.00637046-0.00212875j -0.000405834-0.00468222j -0.0119902+0.00553012j -0.0023082-0.000904364j 0.00151877+0.00301782j -0.00924097+0.00587526j -0.0125177-0.00620928j 0.0129846+0.00418605j 0.00212423+0.00265235j 0.0112035-0.00067473j 0.00315019+2.7806e-05j 0.00466065-0.0010934j 0.00430051+0.00128136j -0.00346064-0.00109324j 0.0019323-0.00568189j 0.00112191-0.0139863j -0.0109499-0.00799473j 0.00221533-0.00511899j 0.00675753-0.00229468j 0.00362715-0.00793871j -0.000111809-0.00202491j -0.00408003+0.00172525j 0.00190806-0.00239437j -0.00479752-0.00114677j 
-0.00306679-0.0013057j -0.00149006-0.0048242j 0.00280169+0.00844936j -0.00236871+0.0121921j -4.41154e-05+0.0124027j 0.00380597-0.000810015j -0.000911613+0.00370633j -0.00639071+0.00165043j -0.00247504+0.00680779j 0.00617013+0.00358219j -9.22641e-05+0.00737219j 0.00394169+0.00402215j -0.00118456-0.000115198j -0.000130082-0.00400641j -0.00392498+0.001173j -0.00169977-0.000851372j -0.00690705+0.0019843j -0.00108846+0.000316914j 0.00542874+0.00273609j -0.00682039+0.00519783j -0.000656563-0.00375533j -0.00602868-0.00175033j -0.00107367+0.000171139j -0.00101235-0.000339794j 0.00284185+0.00619075j 0.00792253+0.000764111j 0.00231364+0.000386593j 0.00330945+0.00343406j -0.00538816+0.00537938j -0.00330142+0.002598j 0.00834231-0.0106026j -0.00369139-0.007837j -0.00697893-0.000552558j 0.00173643+0.007606j -2.34283e-05+0.0056678j -0.0119432+0.00408902j -0.0163805-0.0112083j 0.0112439-0.00821896j -0.00352973+0.0102861j -0.00872939-0.00175583j 0.00200276+0.00142153j 0.00125091-0.00123179j -0.00505087-0.00291768j 0.00190971-0.00182897j -0.00861337-0.00458979j -0.00271804-0.00756959j -0.00515154+0.00418784j 0.000796801+0.000416315j -0.00331648-0.0039293j 0.00033352+0.00541428j -0.00632721+0.00668576j 0.00808214+0.00383225j -3.62814e-05+0.00877954j -0.00179532-0.00687574j -0.00202879-0.00720971j 0.00910691-0.0162096j 0.00345939-0.00676259j -0.00420931+0.00281523j 0.0099513-0.00161494j 0.0060681+0.00450938j 0.00806987+0.00175253j -0.00372867+0.00845405j 0.00933127+0.00178208j -0.00273876-0.0105619j 0.00468421-0.0049293j -0.00203674+0.00991607j 0.000669087-0.00609486j 0.00750941+7.78014e-05j -0.00473967+0.00821376j 0.00923656+0.00529808j 0.00438565-0.00378654j 0.00717532+0.0121106j -0.00503167-0.000471055j 0.00666381-0.0104898j 0.00295833+0.00423966j -0.0112955+0.00265679j 0.00289634-0.00349474j -0.0125157+0.00728902j -0.00457857+0.00243469j -0.00584006+0.00496838j -0.00270519-0.00414035j 0.0189458+0.00749765j 0.0153315+0.00759148j -0.00844703+0.0116365j 0.0135567+0.00699679j 0.000754755+0.00284394j -0.00430712+0.00194152j -0.000730575+0.00847478j 0.000579319+0.00738971j -0.00363323-0.0029124j -5.8686e-05-0.000650277j -0.00152307-0.00143693j 
-0.00221464+0.00589945j -0.00117246+0.0030414j 0.00460633-0.00972545j 0.00758119+0.0002501j 0.00761606-0.00248012j -0.0021773+0.00410613j 0.0029421-0.000735815j 0.00681586+0.00703714j 0.00331783-0.004155j 0.000893446+0.00050528j 0.00359776+0.00186247j 0.00282906-0.00130181j -0.00126303-0.000801529j 0.00333996+0.00672629j 0.000184662-0.00247752j 0.00368179+0.00171572j 0.000358551-0.00252038j -0.00460579-0.00453944j 0.000551035+0.00863615j 0.00277782+0.00247978j 0.00541741+9.16351e-05j 0.000452244-0.00190969j -0.00235261-0.000329356j 0.00151916-0.00640876j 0.00719257+0.000665421j -0.00700504+0.00365979j -0.00153605+0.00743418j 0.00866609+0.00100256j 0.00613598-0.00437078j -0.00391757-0.00302442j 0.00304138+0.0089448j 0.00459019+0.000714406j -0.000335327+0.0033457j 0.00282488-0.00529963j 0.000977882+0.00164354j 0.00195319-0.00402043j -0.00143528+0.00151387j -0.00489231+0.00487116j 0.00127502-0.00571217j 0.00798339-0.00289665j -0.00612014+0.000576918j -0.00411046+0.00678129j 0.00650475-0.00941324j -0.0099423+0.000127431j 0.00160517+0.00273046j -0.0051102+0.00499433j 0.000111011-0.00397831j -0.00499262-0.0115996j -0.00107644-0.00299819j 0.0067347-0.0125765j 0.0015284+0.00791403j 0.000966474+0.00364348j 0.0126425+0.00656327j -0.00652054-0.0044196j -0.00663882+0.0113689j 0.00177672+0.000214976j 0.00846196-0.000669699j -0.00600456-0.00124999j 0.00515016-0.00160279j 0.0137528+0.00430992j 0.00107852+0.00244297j -0.0121931-0.0106252j 0.0228975+0.00498373j -0.00638322+0.000407322j -0.0046859+0.0108528j 0.00844576+0.00319913j -0.0131651+0.00404013j 0.0216486+0.00830971j 0.00850734+0.0127538j 0.00164087-0.000175126j -0.00344955+0.0194635j 0.0020538+0.0023187j 0.0121221-0.00125873j -0.00448201-0.00869259j 0.00342762-0.00789955j 0.0124216-0.00629946j 0.0187974-0.0101503j -0.00609959-0.000536963j 0.00672861-0.00866214j 0.00469234+0.000844844j -0.0149558+0.00443923j -0.00685219-0.00392455j 0.003051-0.00366596j -0.00581261-0.00597956j -0.00718825-0.00977742j -0.00167554-0.00148589j -0.00299998+0.00191412j 0.00089461-0.0140434j -0.00371562+0.00146834j 0.00155895-0.00382486j -0.000141419+0.000978604j -0.00142061-0.0053472j 
0.00254509+0.000910807j 0.00418722-0.00257191j -0.00161203+0.00917419j -0.00131937-0.00175076j 0.00650332-0.00349829j -0.00446908+0.00497157j -0.00151104+0.000414022j 0.00511506+0.00205465j -0.00194668-0.00170239j -0.00369828+0.0048148j 0.00370346+0.00248473j -0.00121181-0.00464626j 0.00130987-0.00123078j 0.00458506-0.00165303j 0.001157-0.0027551j 0.00656903+0.0037983j 0.00992908+1.65365e-05j 0.00572353+0.00315418j 0.00406443+0.000485452j 0.000227787-0.00415157j 0.00174426-0.00252518j 0.00264241+0.0102395j 0.00301307-0.00669549j 0.00272127+0.00521094j 0.000529737+0.00736584j -0.00226136-0.00249141j -0.0212801+0.017095j 0.00878538+0.00593221j 0.00804739+0.00871352j 0.000630668+0.00224095j -0.0061476+0.0071285j -0.00951668-0.0038498j 0.00475806-0.000931468j -0.0069598-0.0140751j 0.000632745+0.00116285j 0.00788061+0.00771784j 0.0120293+0.00702015j -0.00995912+0.0136721j -0.00171988-0.00952805j 0.00235556-0.00349216j -0.00657546-0.00319047j 0.00186192+0.00334513j 0.00348153+0.000714122j 0.00341016-0.000548852j 0.000499099+0.000145416j 0.00237287-0.00557562j 0.00252957-0.000583092j 0.00317618-0.00193654j 0.00263156+0.00387845j 0.000789422-0.000117508j -0.00220877-0.0040019j 0.00657326+0.00256812j -0.00314659+0.00376776j 0.00514536-0.000598083j 0.00028946-0.00674215j 0.00045924-0.0112713j 0.00308222-0.00319603j -0.0011032+0.00295854j 0.00785406-0.0032551j 0.00436531-0.00375563j -0.00222474+0.000247907j 0.00329259+0.00936907j -0.00760326-0.00346169j 0.00192359+0.00319122j 0.00961872-0.00595843j 3.79401e-05-0.00444j -0.00238948+0.00435298j 0.0010704+0.00576351j 0.00677591+0.00261985j 0.000680057-0.00308079j 0.00986094-0.00543683j 0.0053802+0.00145859j -0.0082666-0.0060226j 0.00163977-0.00444171j -0.00415442-0.00531504j -0.00698229+0.00508303j 0.0011088-0.00425612j -0.0068326+0.000411523j -0.0127374-0.00461569j 0.00096008+0.00241575j -0.00254792-0.0091847j 0.0112811-0.00239118j 0.00683526+0.0168285j -0.0129798+0.0169596j 0.00469087+0.00424464j 0.00652737-0.0017755j 0.00593225+0.00509017j 0.00410675-0.00601271j -0.000280025-0.00496757j -0.000124614+0.000802748j 0.00167338+0.000253281j 0.00272482-0.00278144j 
0.000455769-0.00040707j 0.00157924+0.000218753j -0.000789696-0.00227877j 0.00220611-0.00294513j -0.000125624-0.0039856j 0.00110954+0.000393515j 0.00147606-0.000674687j 0.00100317-0.00100915j -0.00352255-0.00298495j 0.00113997-0.00113562j 0.00231382-0.00115081j -0.00169313-0.00081823j 0.00103406+0.000736703j -0.00144856-0.000174661j 0.00119709-0.0018226j -0.000843118+0.000410631j -0.000262652+0.00253304j 0.00078384+0.00144283j -0.00449049-0.00505527j 0.001143-0.00289238j -0.00598193+4.43225e-05j 0.000148791-0.00402638j -0.00298694+0.00043913j -0.00108635-5.8693e-05j 0.00145758-0.0058753j -0.000500989-0.00584411j 0.00582842-0.00115434j -0.00327904-0.00707844j 0.00362622-0.00509886j -0.00474483+0.00941474j 0.00248325-0.00218271j -0.00198682-0.000718075j -0.00401562-0.00134834j 0.00367885+0.00115659j 0.000296384-0.000361676j 0.0020631-0.00435434j 0.0018133+0.00340257j 0.00151385+0.000201277j 0.00161842-0.00289396j 0.00123721+0.000428189j 0.000403429-0.00120891j -0.0017465+0.00235023j 0.000706274-0.00281693j 5.10093e-05-0.0025406j 0.000386146+0.000357155j 0.00551253+0.00455391j 0.00196708-0.00474548j -0.00851381+0.00186386j -0.00141416+0.00699029j 0.00451219-0.00529032j 0.00579625-0.00583494j -0.00550357-0.00408734j 0.0118219-0.00610718j 0.00786221-0.00186815j -0.0133084+0.00611109j 0.00170304+0.00369209j 0.00121159+0.00639365j 0.00291863+0.00709029j -0.00215411-0.0136757j 0.00593014-0.0148293j 0.00488094-0.0030805j -0.00515914-0.00100366j 0.00473883-0.0101708j 0.0132506-0.000467185j 0.00650859-0.00910763j -0.00342276-0.00625872j 0.00616475+0.012961j -0.00408131-0.0100924j 0.00619634-0.00317843j 0.00567558-0.014112j 0.00567904+0.00106846j -0.00507408-0.016692j -0.00823684+0.0126548j 0.00474855+0.00143366j -0.00560598+0.0091227j 0.0192517-0.00419098j -0.00414845-0.00349256j 0.00144834-0.00250525j -0.00293628+0.0133346j 0.00348631-0.00195457j 0.0114191+0.00376811j 0.0140673+0.00742744j -0.00667755+0.00577847j -0.004338-0.00564712j 0.00206769-0.0059463j -0.00942035-0.00176322j -0.00284405+0.00238307j -0.00446743+0.00771137j -0.00127271-0.00104219j 0.00143843-0.00455263j 0.00223612+0.00292168j 0.000136411-0.000558783j 
0.00210036+0.00368703j 0.00212753+0.00165225j -0.000929589-0.00305619j -0.00127918+0.00220659j 0.00162327+8.13572e-05j -0.00356445+0.00387355j -0.000252946-0.0036978j 0.00760044+0.000703791j -0.0033127-0.000462668j 0.00392674-0.0029925j -0.00318546+0.00694209j -0.0046468-0.00876017j 0.00414116-0.00270676j 0.00986949-0.00132641j -0.000130953+0.00104925j 0.000332316+0.0043012j 0.00199019-0.00468273j 0.00696924-0.00890035j -0.00017374-0.000161561j -0.000711759+0.00327106j -0.00886412-0.0101889j -0.00320052+0.00189418j 0.00958765-0.0132467j -0.0108756-0.00063398j -0.00329921-0.00151807j 0.000720798+0.00446164j -0.00603928-0.0172591j -0.00994985+0.00329683j -0.00252709+0.00626332j 0.00181743+0.00725778j -0.00255283-0.00562985j -0.00919659-0.00560493j 0.00294536-0.0026572j 0.00614765-0.00235015j -0.00705835-0.00428039j -0.00739537+0.00400252j 0.00465889-0.00827327j 0.00129921-0.00148234j -0.000745844+0.000267917j -0.00144665-0.0018441j 0.000194619-0.00337267j 9.7612e-05+0.00137523j 0.0023196+0.00284733j -0.00133589-0.00126249j 0.00062228+0.00308464j -0.000819115+0.00827003j 0.000695439-0.00514239j -0.00513806-0.00145771j 0.000509384+0.0119636j 0.00415846-0.00726442j -0.000620865-0.00402996j -0.00207408-0.00294066j 0.0132008-0.000128569j 0.00302685+0.00601264j 0.00022848+0.00160004j -0.00745709-0.0029022j -0.000683205+0.00818885j 0.00646253-0.00512096j -0.00572203-0.00769328j 0.00463397-0.00459729j -0.00804171-0.00130226j 0.00163018-0.00112806j 0.00784075-0.000144019j 0.00585961-0.00336142j 0.00799107-0.00140024j 0.00271068+0.00428041j -0.00579827+0.00245576j 0.00310302+0.000515082j -0.00480963-0.00615982j 0.00922679+0.00278135j 0.000996259-0.00265903j -0.000272987+0.0046253j -0.00367543-0.0108015j -0.0118239-0.012095j 0.0157884-0.0111507j -0.0028461-0.00480232j 0.00219126+0.00145778j -0.0116298+0.00526811j 0.00255833-0.00939688j 0.00362224+0.000993157j 0.000839857-0.0019317j 0.00239226-0.00232915j -1.99603e-05+0.00964706j -0.00154732-0.0021255j -0.00426393-0.00418714j -0.00155099-0.000214432j 0.00634866-0.0118723j 0.00115795-0.00188496j -0.00223133+0.00108813j 0.00290456+0.000899178j 0.00112624-0.00164403j -0.000432875-0.00149031j 
-0.00104123-0.004186j 0.0035593-0.00267063j -0.00359947+0.0069356j -0.000902047+0.00138634j 0.00271053+0.00224883j 0.000164119-0.00151327j 6.16951e-05+0.00127031j 0.00132503-0.00128133j -0.000350073+0.00511399j 0.00155022+0.00308602j 0.00536852+0.00144712j 0.00230557+0.00118288j 0.00108368-0.000545053j -0.0026898-0.00227716j -0.00491286-0.00496714j 0.000858435+0.00356551j -0.000655137+0.00102597j -0.00137876-0.00135406j 0.00192373+0.00651012j 0.000461818-0.00147888j 0.00642028+0.00224607j -0.00908171-0.00226188j -0.0117311+0.00423439j -0.00241981-0.00832906j 0.00263289+0.0120534j -0.00307804-0.00130457j -0.0117054+0.0075968j 0.0179835-0.00336164j 0.00714253-0.000927412j -0.00888228-0.00122888j 0.0105078+0.0096642j 0.00503299-0.00451114j -0.00900838+0.00365269j -0.00231623-0.00227448j 0.00242375+0.00707909j -0.00115238+0.00352511j -0.00981486-0.000535j -0.00560949+0.00130602j -0.000158007-0.000476896j -0.00195434-0.00272857j -0.0013546+0.000552051j -0.000133693-0.00518092j 0.00250282-0.00115842j 0.00498-0.00131922j -0.00049966-0.00231428j 0.00113131-0.00641855j -0.003458+0.0054587j 0.00218666+0.00331993j -0.00445609+0.000650672j -0.00322763+0.00593826j -0.00434478-0.0034734j -0.00242396+0.00302747j 0.00271964-0.00238503j 0.0027155-0.00540156j -0.00789615+0.00579482j 0.000292261+0.000665299j -0.00417094+0.00250322j -0.00553258-0.00661274j -0.00711752-0.00392057j -0.00770293-0.0127437j 0.00570618-0.00340903j -0.00676515-0.000536872j 0.0102847-0.00409582j 0.00176836-0.0107488j -0.0095508+0.00330362j 0.00908637+0.00291294j 0.0040275-0.00119076j 0.0110037-0.0112777j -0.00722485+0.000625044j 0.00521669-0.00713396j -0.00200307-0.00698744j -0.00373532-0.00231483j -0.00109857+0.0138819j -0.00203623-0.000892151j -0.00377857-0.00133643j -0.0086459-0.0125053j 0.00220432-0.000921363j 0.000684308+0.0120133j -0.000426812+0.00351149j -0.00569254-0.00193442j 0.00746086+0.00174122j 0.00680015+0.0057775j 0.00407953-0.0021931j 0.00271802-0.00352367j 0.00553979-0.00310986j 0.00180998-0.000687366j -0.00800704+0.00880599j 0.00162412+0.00461897j -0.00214705+0.000169927j -0.00017294-0.0033918j 0.00346798+0.00308976j 0.000420707+0.00145795j 
-0.00165604+0.00283031j -0.00312034-0.00142029j -0.00189631-0.00432706j -0.00124373+0.00115187j -0.00366524+0.00108093j -2.61235e-05-0.00024285j -0.000408995-0.00155137j -0.00232884-0.00380417j 0.0022378+0.00177717j -0.00420861-0.00368029j -0.00355625+0.000861158j 0.00048724-0.00065729j -0.000360774-0.00199141j -0.000641605-0.00096187j -0.00503007-0.0031283j -0.00201393+0.00446073j -0.00711915-0.00217161j 0.00631366+0.0064731j 0.00371581-0.00445429j -0.00201438-0.0007146j 0.0132662+0.00377142j 0.00670685+0.000998113j 0.00636229-0.00464779j -0.00389034-0.00269594j -0.00234434+0.00760014j 0.00580688+0.0131872j -0.013246-5.44665e-05j 0.0109778+0.00650309j -0.00281874+0.00700152j 0.00370873-0.0105045j -0.00387598+0.0102834j 0.00722647-0.0029925j 0.0037192+0.00801421j -0.00472836-0.00100749j -0.0100187+0.00217606j -0.00423501+0.00702128j -0.00821212-0.00380128j -0.00460961-0.00396515j 0.00268309+0.00407329j 0.00189492+0.0042195j 0.000790041-0.000321913j -0.00365152-0.00684753j -0.00337504+0.00220976j -0.00424152+0.00604173j 0.000858909+0.00124877j 0.00185741+0.00185287j 0.00169621-0.00150813j 0.00107122+0.00059218j 0.00310577-0.00332179j 0.00174338-0.00181636j 1.81803e-05+0.00099144j -0.00170599-0.00321674j 0.00125648-0.0037545j 0.00159683+0.00306922j 0.00150403-0.000563316j -0.0024162+0.00880702j -0.00604698+0.00781758j -0.000883799-0.000952402j -0.00217032+0.00307643j -0.00171897+0.00285618j -0.00361456-0.00148813j 0.00524052-0.000328977j -0.0085704+0.00133279j 0.0070026+0.00137972j -0.00209034-0.00514362j -0.00135263+0.00115713j 0.00158711+0.00341434j -0.00639232+0.00233506j 0.000157265-0.00622167j -0.00473514-0.0068647j 0.00112696-0.00317946j -0.00477441-0.00770342j -0.00558944+0.00727895j -0.00149468+0.00220093j 0.000582954-0.00284595j 0.00210266+0.00415202j -0.00385566+0.00375542j 0.00939408+0.0012843j 0.00158589-0.000338686j 0.00429624+0.00569018j 0.00590017-0.00453087j -0.00199678+0.00571711j -0.0100479-0.00250791j 0.00499518-0.00949047j 0.00112416-0.00369587j -0.00314089-0.00332753j -0.00204834-0.00279175j -0.00268666+0.0037501j 0.00264357+0.000650418j -0.00303374+0.00108497j -0.00292382+0.000943089j 3.2692e-05+0.00103303j 
0.00106723+0.00340523j -0.00129329-0.00155495j -0.000452251-0.00174326j -0.000586114+0.00234842j -7.04337e-05+0.00216825j 0.00063347-0.00122352j 0.00233575-0.00336095j 0.00089756-0.000647785j -0.00371617+0.00155448j 0.00413757-0.00294657j 0.00263839-0.000572695j 0.00187298-0.00134822j -0.00174053-0.00429911j 0.00891344+0.000940561j -0.00999104+0.00111505j 0.00152029+0.00831559j -0.000650967-0.00279406j -0.000732973-0.00161456j 0.00352546+0.00473514j -0.000843257+0.00157654j 0.00793364-0.00188718j 0.00319999+0.000572854j -0.00181438-0.00428831j -0.00592178+0.00418376j 0.00349145+0.00695204j 0.011019+0.0115817j -0.0034091-0.00462972j -0.00119897+0.00357371j -0.00539279+0.00170083j 0.00233916-0.00447173j -0.00496312-0.000975146j 0.0056286-0.00381818j -0.00227422+0.00495198j 0.000356364-0.00111384j -0.00996719-0.00193561j -0.00759667+0.00361016j -0.0057455-0.00547072j -0.000653962-0.00279404j -0.00200567-3.10347e-05j -3.2261e-05+0.000178497j -0.000995377-0.0028424j -0.00126712-0.000446789j 0.000288584+0.00296308j -0.0041634-0.00121732j -0.000116326+0.00170645j 0.00461531+0.0054672j 0.00443064-0.0014537j -0.0073485+0.00123136j -0.00162219-0.00361009j 0.000278976+0.000203023j 0.00752296+0.00715905j -0.00157923-0.00106607j -0.00366882+0.0021314j 0.00074071-0.00286916j -0.00040112+0.00989019j 0.00351039+0.0089003j 0.00133777+0.00135998j -0.00392406+0.00420471j -0.00118962+0.00357217j -0.00445141+0.0028242j 0.0047431-0.00192344j -0.00309764-0.000644639j 0.00702774+0.000119252j -0.00506335-0.0002409j 0.00318541+0.00570065j -0.0141066+0.0033468j -0.000172045-0.000262215j -0.00392067+0.0017285j -0.000170447+0.0158473j 0.00432779+0.00544212j -0.00244034+0.0102495j 0.00183917-0.00491125j -0.0106753+0.00898816j 0.0086035+0.00384301j 0.000113471+0.0143007j 0.0152159+0.00610597j -0.000582623+0.00143474j -0.00196741-0.0022273j -0.00597247+0.0194349j 0.00404592+0.00289495j -0.00435328+0.000262935j -0.000427014-0.00243821j -0.00421017-0.00535902j -0.00197168-0.00517391j 0.000855788-0.000820252j -0.00381553-0.000164871j -0.00161247-0.00601608j -0.000215893+0.00233479j 0.00303853-0.000771747j 0.00203233+0.000504508j 1.77406e-05-0.00106963j 0.000778519-0.00153261j 
-0.00574231+0.00439633j 0.00197839+0.00419928j 0.0072865+0.00163092j 0.00488709+0.00742823j 0.00280492+0.00446878j -0.00328516+0.000905707j 0.00279424-0.00469409j 0.00339474+0.00649006j 0.00862828+0.00279422j 0.0083495-0.00502201j 0.00188785-0.00387552j -0.000722954-0.000480134j 0.00452755-0.00107965j 0.0041142+0.00334135j 0.00775677+0.00560557j -0.000859188-0.0018696j 0.0012268+0.00308101j 0.00119492-0.00170328j -0.0013156+0.0016844j 0.000512664+0.00101468j 0.003804-0.00923284j -0.00527534+0.00268415j 0.00590838-0.000926622j 0.00674632+0.0002073j -0.0078352+0.0066157j -0.00133515-0.00806499j -0.00536313-0.00290237j -0.00669704+0.000538141j -0.0052231+0.0140307j -0.00230124-0.000867516j -0.00308786-0.0044242j -0.0102324-0.00400404j 0.000870771-0.0139322j -0.010154-0.00622226j -0.00208407-0.01329j -0.000914021+0.0104886j 0.0141941+0.00101011j 0.00675168+0.00525854j -0.00526827-0.00444726j -0.002024-0.00704394j -0.00913781-0.00175466j 0.00506431+0.00328259j -0.000554901-0.00363405j -0.00142373+0.00334745j -0.0012606-0.000287596j 0.00086747-0.00443655j -0.00815989+0.00532051j 0.00271121+4.24065e-05j 0.00275537-0.00735235j -0.00241525+0.00333022j 0.00203104+0.00485764j -0.00249211+0.00459865j -0.00848438-0.00409953j -0.00442883+0.000446572j 0.00194575-0.00109152j -3.70456e-06+0.00497348j 0.000975209-0.00270316j -0.000317645-0.00273247j -0.00105573+0.00824269j -0.00119335+0.00218433j -0.000299731+0.00870531j -0.00363516-0.00790475j -0.000316937+0.000486081j 0.0016889+0.00352633j -0.00774573+0.00230709j -0.00281369-0.00195082j -0.00639317-0.00549714j 0.00983522+0.001233j 0.000487288+0.00178157j 0.000870687+0.00291819j -0.00303216+0.00599157j 0.00454052-0.00158042j -0.00408532-0.00344958j -0.00240197+0.00700178j 0.00291627+0.00234611j -7.11682e-06-0.00106424j 0.00313672+0.000344485j -0.000564306+0.00446722j 0.00139818-0.0075869j -0.00443059-0.000109128j -0.00670551+0.00460631j -0.0103658-0.00122431j 0.00632042-0.0117211j 0.00264452-0.00282331j -0.00274471+0.00342231j 0.00038709+0.00115305j -0.00142955-0.000395212j -0.00110132-0.000351437j -0.00292615+0.00158893j 0.000184081-0.00725824j 0.00254973+0.00297588j -0.000733319-0.00214584j 
