-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
0.00238845+0.00179078j -0.0005302-0.000218086j -0.0034131+0.00069218j 0.000492532-0.00022756j -0.00300975+9.24953e-05j -8.91971e-05-0.0036608j -0.00287326-0.00279358j 0.00393853+0.00158417j 0.000883334-0.00110361j -0.00022739+0.00477686j -0.000881539+0.00130744j -0.000277664-0.00236578j 0.00917542-0.00364734j -0.000543854+0.00136563j -0.00314106-2.64452e-05j -0.00377412-0.00106479j -7.66321e-05+0.00223698j -0.0134687+0.00335328j -0.00868364+0.00937239j 0.0050492+5.0919e-05j 0.00585788+0.000858772j 0.000950695+0.0038131j 0.000676602+0.00195575j 0.00106445+0.00435767j 0.00284542+0.00721275j -0.00789287+0.010726j -0.00720513-0.000445968j 0.00158958+0.00753585j 0.00385004-0.00784993j 0.00244323+0.00769966j -0.00426238+0.00872283j 0.00126798+0.00765492j -0.00412906+0.00482753j -0.00902526+0.0189239j 0.00398297-0.0064112j -0.00125025-0.00564095j 0.0144583-0.00837259j 0.00245939-0.0128961j -0.0043925+0.00614916j 3.0031e-05+0.00774134j 0.00294416+0.0106975j -0.00450451-0.00875439j -0.00244684-0.00745484j -0.00816556-0.00909759j 0.0117511+0.000536038j 0.000137865-0.00112544j -0.0104312-0.00848817j -0.00158497-0.0180164j 0.00526751-0.00487977j 0.0160626-0.00768321j 0.00572347-0.0118546j -0.00534643+0.00427524j -0.0043547-0.00688545j -0.0020363-0.0124458j 0.00497504-0.00744868j 0.00728452-0.0137562j -0.000762107+0.00187995j 0.0143817-0.00226032j -0.0076374+0.00441321j -0.00380765-0.00817819j 0.00407438-0.00664675j -0.00348458-0.00560613j 0.00381272-0.00424477j 0.00132747-0.00868344j -0.00206088-0.000487547j -0.00160497+5.24648e-05j -0.0024179-0.000954356j 0.00324069-0.000963634j 0.00203072-0.00106681j 0.00136208+8.70754e-05j 
0.00138635-4.15823e-05j -0.00103325+0.000563185j 0.000172548-0.00275341j -0.000901672-0.000146187j -0.0018868+0.00120802j -0.00115668-0.00506781j 0.000469418-0.00043345j 0.00156884+0.00226245j -0.00201603+0.00105718j -0.00315673+0.000338609j 0.00223522-0.00460934j -4.96514e-05+0.000270043j 0.00277202-0.00319785j -0.00168817+0.00902631j -0.00250454+0.00975386j -0.000452026-0.0044104j -0.00241935-0.00141758j -0.00780061+0.003668j -0.00499529-0.0030289j 0.00506567-0.000221686j -0.00431497-0.0018863j -0.00155232-0.00299616j 0.00796927-0.000948018j -0.00110215-0.00432409j 0.00199685+0.00332946j 0.0029926-0.00817238j -0.00685364-0.000728775j -0.00659622+0.00251047j -0.00419355+0.00880467j -0.0018095-0.00291577j 0.000341599+0.0125694j -0.00650602+0.00427126j 0.00929698-0.00439788j -0.0109562+0.00445395j 0.00267225+0.00285185j -0.00224639+0.00688519j -0.00571178+0.00104654j -0.000587686+0.00051358j -0.00145941+0.00745236j -0.00470819+0.0026079j 0.0097565+0.0215197j -0.0120607-0.0117981j -0.00682621-0.013455j -0.00802881-0.0125584j 0.00294812+0.00903605j -0.0011569+0.000489818j 0.0017197+0.00104624j 0.00338922-0.00956401j 0.00280774-0.00291745j 0.0125823-0.00457445j 0.00966571-0.0155349j -0.00143079-0.00841456j 0.00149254-0.0131787j -0.0085012-0.00160032j 0.000382903-0.00667683j 0.00312059-0.00640411j -0.00223928+0.00906585j 0.00906381-0.00667323j -0.00372662+0.00473242j -0.000941519-0.00281194j 0.00427131+0.001371j -0.00279689-0.000482681j -0.000925189+0.0023223j 0.0027016-0.00804022j 0.00097762-0.000404797j 0.000308373+0.0037236j -0.00163217-0.000839033j -0.00264916+0.00173209j -0.000553121-0.00124273j 8.94194e-05-0.00168588j 
8.36542e-05-0.000194369j -0.000227757+0.000207503j 0.00258264+0.00543374j 0.00455635-0.0023992j -0.00192687-0.00249796j 0.00419082+0.00733418j -0.00569987+0.00263732j -0.00312531+0.00173763j 0.00485772+0.000739269j 0.000916649-0.00316088j -0.00518157-0.00109763j 0.00591287-0.000956965j -0.00429776-0.000169949j -0.00133327-0.0045228j 0.00596266+0.0162386j 0.00327153-0.0021448j -0.000860099-0.00580506j 0.00326799-0.0107133j -0.00340218-0.00574611j 0.000121846+0.00279263j 0.00120565-0.00500969j -0.000985569+0.00854518j 0.00429361-0.00256233j 0.00312594-0.000573565j -0.000340327-0.012599j -0.00461587+0.0027724j 0.00117196-0.00839859j 0.00594856+0.0133691j 0.00625784-0.00344559j -0.00417671+0.00533674j 0.00273227-0.00852144j 0.0115173-0.00164592j 0.00175097+0.00434785j -0.000985059-0.00201157j -0.0111777-0.00382734j 0.00589832-0.00531087j 0.00021123+0.00137362j 0.00731749+0.00117652j 0.00529893-0.00482719j 0.0117899+0.00348088j -0.0179772+0.0190612j -0.00334341-0.000897342j -0.00411936+0.0100573j -0.0041205-0.00290649j 0.0087661-0.0132638j -0.0135225+0.0071936j -0.00583224-0.00810903j -0.0159124-0.020514j 0.0172819-0.0118781j -0.0101656-0.0155024j 0.00693561-0.0123199j 0.000492842-0.00829361j -0.0148759+0.00329104j -0.000676091-0.00977435j 0.00572469+0.00901459j 0.00474333-0.000378148j -0.00683177+0.00571758j -0.0143045-0.00593541j -0.00831251-0.00304884j -0.00900999-0.0114886j 0.00256422-0.00509092j 0.000599773+0.00147808j 0.00181593+0.0013016j 0.000490278+0.00647065j -0.00303461+0.0024577j -0.0011806-0.00306399j -0.000970753+0.00217423j 0.00066374-0.00297784j 0.00266328-0.000463893j 0.000234931-0.000266664j 
-0.000659772-0.0011256j 0.000307006+9.72901e-05j 0.00275606-0.000986034j 0.00254226-0.00184151j -0.000884815-0.000137987j 0.00191811-0.00421733j -0.00249071-0.00101799j -0.00370944+0.00135266j -0.00363187+0.00150114j 0.00259885-0.00141128j -0.00270007-0.0108777j 0.00357096+0.00205277j -0.00551164+0.00203002j -0.00103387+0.00682853j -0.00160593+0.010053j 0.00592787+0.00496144j -0.00477898-0.00180872j 0.00318809-0.00333873j 0.00305705-0.00311729j 0.0049346+0.0105405j -0.00492104+0.000820585j 0.00107275-0.00218294j 0.00273342-0.00234438j -0.00160781-0.00348275j 0.0028848-0.00392118j -0.00645964-0.00197119j -0.00542955-0.00628935j -0.00555347+0.00160096j -0.00580117+0.00848788j -0.00142768-0.00514958j -0.000537764+0.00144121j -0.00578907+0.00396763j 0.0140212-0.00294891j 0.00130956+0.000780283j -0.00644925+0.0107821j 0.00377379+0.00259838j -0.0188425-0.00382988j -0.0126532-0.00719111j 0.00399765-0.00168954j -0.00343124-0.00448241j -0.00106688+0.0177416j 0.00883972-0.00721411j -0.00675954-0.0122982j 0.00828525-0.00797726j -0.017442-0.00310229j -0.0143573+0.00618968j 0.0106368+0.0100196j -0.0083117+0.000552063j -0.00184666-0.0029559j 0.00201895+0.00250937j 0.00828852-0.00776333j 0.0094028-0.00438221j -0.000387606-0.0023979j -0.0159626-0.0092236j -0.000836594-0.00775774j 0.000962364-0.000329417j -0.00116661+0.0116944j -0.00602614-0.00820689j -0.00187066-0.00379188j -0.0036522-0.010846j -0.00169228+0.000467757j 0.00191485+0.00295429j 0.00124244+0.00101589j 0.00404165-0.00149187j -0.000821551-0.00109466j 0.00155392+0.00193668j -6.57874e-05+0.00289293j -0.00234472+0.000663517j -0.000167703-0.00112863j -0.000581889-0.00190008j 
-0.0022221-0.00122851j 0.00175423+0.00147575j -0.00228222-0.00118333j 0.0012841-0.00435232j 0.00341569+0.00126531j -0.00130737+0.00519075j 1.22804e-05+0.0069041j -0.000775432+0.000985268j 0.00812901+0.00613733j 0.00131406-0.00746612j 0.00464477+0.00308577j 0.00378253+0.00730616j -0.00111203-0.000189953j -0.0032213-0.00479123j 0.00482149+0.0027626j 0.00427187-0.000258968j 0.0072415-0.00628372j 0.00183796+0.00125006j 0.00272551+0.000410066j -0.00153045+0.00214258j 0.00417214+0.00402935j 0.00185453+0.00413837j -0.00281841-0.00230552j -0.00267008+0.00711871j 0.00486271-0.00200885j -0.0129906-0.00112354j -0.00682309-0.003162j 0.000152676+0.00268504j 0.00130275+0.00124914j -0.00255701+0.00222763j 0.00267073-0.00625646j 0.00475901+0.0277723j 0.000491869+0.00704305j -0.0078622+0.000895191j 0.00676953+0.000449231j 0.00162463+0.00391714j -0.00206002-0.00231969j 0.00446011-0.000230135j -0.00285669-0.0105489j -0.0120048+0.0183704j 0.00326104-0.0243069j 0.00227735+0.00143501j -0.0125762-0.0063535j -0.00634695+0.00151493j -0.000745632+0.0101208j 0.00324131-0.0024891j 0.0057246-0.00113569j 0.00576302-0.00213947j 0.0109373-0.00479556j -0.00607573+0.00893469j -0.00196386+0.000139732j 0.000604217-0.00223951j -0.0100714-0.00114972j 0.00455815+0.00534567j -0.0064488+0.00123423j -0.00366334-0.00664518j -0.00306558-0.000955232j 0.000972971-0.00762125j 0.00488596-0.0074283j 0.00275088+0.00109714j 0.000769378+0.00141769j 0.00407391+0.00101473j 0.000409887-0.000491625j -0.00120054+0.0039336j -0.00401059+0.00764059j 0.00096656+0.00107286j -0.000738447+0.00538496j 0.00213734-0.00141048j 0.00401568+0.00321444j -0.00113969-0.000677869j 
-0.00581122-0.000629069j 0.0039204-0.00629008j 0.00233619-0.00249023j -0.0018272+0.00738911j 0.00502041+0.00153392j 0.000280427-0.0038019j -0.00374971-0.000700999j 0.000102776-0.00239582j 0.00279902+0.00568233j 0.00505578+0.00284527j 0.00157267+0.00403962j -0.0057651-0.00092745j 0.00377929-0.00622004j 0.00422149-0.00225664j -0.00700578+0.00107086j -0.00512457-0.00339963j -0.00160653+0.00314279j -0.0111964-0.000545089j -0.00710842+0.00767863j 0.00818675-0.0084052j 0.016199-0.00211919j 0.0145794-0.00281215j 0.00718095-0.00685513j -0.00111051-0.0017653j -0.0147622+0.00244646j 0.000571054-0.0145266j 0.00274202-0.000191358j -0.00189823+0.0094222j -0.00734178-0.00398237j -0.0119064-0.00224428j 0.0100577+0.0117818j -0.00748904+0.0131742j 0.00791227-0.0154736j -0.00337047+0.00613857j -0.0133538+0.00177405j -0.0097969+0.0189699j 0.00505497-0.00207752j 0.00926287+0.0211544j -0.0149566+0.00725769j 0.0112691-0.00090497j -0.00787682+0.00673347j -0.00580073-0.0119226j 0.00950649+0.00588634j 0.00309293-0.00384319j 0.00602396-0.0125046j 0.00628425+0.00304476j -0.00781244-0.000939156j -0.00418959-6.80845e-05j -0.00275687-0.00830433j 0.0088581-0.00880012j -0.00617596-0.00791423j 0.00126411-0.00150033j -0.00853395+0.00460285j -0.0131714+0.0114041j -0.00222013-0.00422028j 0.00619514-0.0042156j -0.0111257+0.00140872j 0.00560262-0.000171764j -0.000577279+0.000861522j 0.00957937+0.00249174j 0.000777583+0.00112602j 0.00453413+0.000736546j 0.00185699-0.0046436j -0.0026092-0.00325471j -0.00532035-0.00111843j 6.5209e-05-0.000261108j 0.00492178+0.00151576j 0.0036152-0.00308508j -4.30845e-06+0.00296119j 0.00288531+8.5649e-05j 
-0.00150486+0.00271667j 0.00247186-0.000891026j 0.000572244+0.00333797j 0.000524123-0.00100007j -2.30745e-05+0.00170867j -0.000762867+0.000501604j -0.00440631-0.000625121j -0.00579087+0.00100054j -0.00355427+0.00768188j 0.00200172-0.00578498j 0.00172653-0.00216924j -0.00221795+0.00713331j -0.00793504+0.00605165j -0.00101275-0.00723803j -0.00335167+0.00313867j 0.00253055+0.0118869j -0.00404371+0.0011509j 0.00594336-0.00785621j 0.00834129+0.00206168j -0.0024483-0.00143783j 0.00361998-0.00560899j 0.00590237+0.00019836j -0.0011592+0.00324886j 0.00533915+0.00127126j -0.00530373+0.00165237j 0.000994177-0.0017573j 0.00831933-0.00628702j 0.0060259-0.00211077j 0.0103461+0.011189j 0.00976407+0.00274805j 0.00539048-0.00599991j -0.00876538+0.00502458j 0.00252239+0.0011932j 0.00646733+0.00177322j 0.00787812+0.00329564j -0.00904531-0.00159938j -0.014886-0.0154952j -0.00818763+0.0139066j 0.00336579+0.0180696j 0.00036419-0.00437744j 0.00755427+0.00587896j -0.00224804-0.00549962j -0.00544886-0.00414588j -0.00267327-0.000464252j -0.00174297+0.0103063j -0.0169032-0.00387719j 0.00898755-0.00138006j 0.00044893+0.00495287j 0.00412514-0.000432518j -0.00931578+0.00212955j 0.00242422-0.00118982j -0.00790428+0.00385839j 0.00137762+0.00232208j -0.00130792+0.00250175j 0.00639528+0.000514756j -0.00169944+0.008837j -0.00147422+0.00241859j -0.0104835+0.00236517j -0.00260275-0.00399905j -0.0027208-0.00652462j 0.000177832-0.00291331j 0.00342973+0.00176671j 0.00522527-0.00250402j 0.000573316-0.00163067j -0.00185192+0.00242626j 0.00430936-0.00120813j 0.00137172+0.00289357j -0.000458269-0.00248453j 0.00124442-0.00029271j 0.00096823+0.000980307j 
0.00326509-0.0011737j -0.00121503+0.00195317j 3.69636e-05-0.00189848j 0.00221161-0.00302082j -0.00202374+0.00356765j 0.00181836+0.00266881j 0.00488683+0.00176464j 0.000692167-0.00223597j -0.00204004-0.00158392j -0.00669548-0.00254905j 0.00391349-0.00453179j -0.00885168+0.00542945j -0.00370418-0.00100364j 0.00384034-0.00208429j 0.00435792+0.00297779j -0.00659412-0.00137889j -4.08402e-05-0.0112077j 0.00330129+0.00772024j -0.0067661-0.00363678j -0.0118026-0.00805912j -0.00436595-0.00010961j -0.00258983-0.00166969j 0.00382469+0.00483747j -0.00214695-0.0022729j 0.00439943-0.00326749j 0.00558558-0.0134618j 0.0122522-0.00820824j 0.00218492+0.000986903j 0.0130072+0.0110282j -0.00367294+0.00576681j 0.00435877-0.00185868j -0.00046778-0.00188547j -0.00433926-0.00961732j -0.00358489+0.000649086j -0.00124703-0.00405735j -0.000949386+0.00967819j 0.00512958-0.000627938j 0.00788333+0.0142984j 0.00819525+0.0164087j 0.00140127-0.00468979j 0.00697308+0.00198123j -0.00415371+0.00854704j 0.00286433+0.00423557j -0.00574977+0.00702101j 0.0116372+0.00790849j -0.000881263+0.000448847j -0.00128041-0.00269115j 0.00172501+0.000791552j 0.00591738+0.00250901j -0.00016856-0.00126956j -0.00224027+0.00347086j -0.0049913+0.00257758j 0.00382839-0.000437368j 0.0142065+0.00840253j 0.00393129+0.00630516j 0.00369727+0.00546313j -0.0019013-0.0065731j 0.000290361+0.00143125j -0.00490388-0.00168293j -0.00240163+0.00331394j 0.00118037+0.00176123j -0.00531758+0.00121726j -0.00235457+0.0006702j 0.00165928-0.00192202j 0.00253786-0.000955095j 0.000479768+0.000630138j -0.00144066-0.00237748j -0.00520549+0.00265481j -0.00384618-0.00317828j -0.00197086+0.000463138j 
0.000173564+0.00304235j -0.00339867+0.0015848j -0.00359891+0.00334214j -0.00881825-0.00141511j 0.000102008-0.00523845j 0.000470209-0.00403885j 0.000801003+0.00219744j 0.000405532+0.00900514j -0.000900185+0.00351485j -0.00540255+0.00439957j 9.76643e-05+0.00597546j 0.0101081+0.00372073j 0.000916203+0.0123049j -0.00817137+0.00253358j 0.0026053+0.00420124j -0.00156298-0.00590526j 0.00268342-0.00451644j 0.00200961+0.00180027j 0.00493914-0.00752717j 0.00165739+0.0010461j -0.0120168-0.00729874j -0.000159724-0.00233548j 0.00764987+0.00682739j 0.00591277-0.0115289j -0.000798688+0.00322454j 0.00516521-0.00584751j 0.00133926+0.000761523j 0.00994959-0.00592632j 0.00903562+0.000427264j 0.000378949+0.00394685j -0.00561501-0.0131654j -0.00485214+0.00184238j 0.00390398-0.00104011j -0.0121407+0.00592839j 0.000821472-0.002543j -0.0041028+0.00700301j -0.00844042-0.00463222j 0.0168554-0.00264942j 0.00136308+0.0152056j -0.00694215+0.0151921j 0.00146328+0.00296637j -0.00279659-0.0113936j -0.00641174-0.00525867j 0.00134108-0.000237097j 0.00602012-0.0100939j 0.00568113+0.00690661j -0.00684096+0.00529435j 0.00174052+0.00359j -0.00418418+0.000928973j -0.00383297-0.000160769j 0.000547962-0.0104176j -0.0138383-0.00979199j -0.00041426-0.00587829j 0.00265404+0.00934922j 0.00431048+0.0045847j -0.00304078+0.00111962j 0.00598417-0.00120944j 0.00798381-0.00630543j 0.00556964+0.00388868j 0.00129631+0.00432569j 0.00437453-0.00609355j -0.00498677+0.000900403j -0.00131042+0.00231519j 0.000666285-0.0042607j 0.00413803-0.00012807j 0.000505302+0.00693476j -0.00191798+0.000442881j -0.00065137-0.000250529j -0.000234332+0.00110335j 0.00274639-0.000911462j 
0.00231503+0.000164895j -0.00269765+0.00284334j -0.00269042+0.000295833j -0.000995983+0.00227157j 0.00088782+0.00343038j -0.00582247+0.00216156j 0.00692585+0.000676121j 0.00450853+0.00427109j 0.00236626-0.000956516j -0.00712952-0.000586836j 0.00129012+0.0020644j -0.000285665-0.00686662j 0.00708736-0.00294848j 0.000422534+0.00565906j 0.00787727-0.00372547j -0.00342033-0.00498452j -0.000166336+0.00194403j 0.000303849-0.00928576j -0.004813-0.00907244j 0.00126271-0.00311298j 0.000740361+0.00279269j -0.00532206-0.00176736j 0.0053303-0.0127631j -0.00512666+0.00109818j 0.00936719+0.00122886j 0.00370189-0.0120607j -0.00518406+0.00423496j -0.00821161+0.00283058j -0.00939146-5.74295e-05j 0.00862952-0.00629634j 0.00514486+0.0053279j -0.00455525-0.0125364j 0.000540483+0.00292043j 0.0047317-0.0164023j 0.010952-0.00102177j -0.00575699-0.00206253j -0.000251576+0.0123978j 0.00961817+0.00502741j 0.00499189+0.00357044j 0.00832544-0.0115165j 0.00711815+0.0120752j -0.0262443+0.00957495j 0.00426134+0.0087845j -0.0204338-0.00946004j 0.00823341+0.00699114j -0.000302222-0.00508821j -0.00253854-0.00996298j -0.000416225-0.00925504j 0.0102831+0.00114651j -0.0102423-0.00447108j 0.0034993+0.00126963j -0.00179658-0.00559765j 0.00531754-0.00366538j 0.00994668-6.47583e-05j -0.00188774+0.0081327j 0.00316168+0.00295502j 0.00177836+0.00215532j -0.0011456+0.00674161j 0.00331152+0.00233554j 0.00149793+0.00662258j 0.0036082+0.00373292j -0.000723827+0.00133728j -0.00275918+0.000316034j -0.00157248+0.00224611j 0.00344549+0.00541695j 0.000145348+0.000630106j -5.55992e-05-0.00173758j -0.00082103+0.00192346j 0.00109717-0.00112145j -0.00126725+0.00020764j 
0.000213987-0.000683454j 8.16271e-05-0.00308107j 0.00152626-0.00108915j 0.00361069+0.00327249j 0.00207096+0.00430809j 0.00152307+0.00326803j -0.00241332-0.0040955j -0.00411259-0.0067246j -0.00526589+0.00291261j -9.87371e-05-0.00306146j -0.000654223-0.000443741j -0.00762417-0.00129795j -0.0082662-0.0122173j 0.00281284-0.00448116j -0.00530341+0.00870366j 0.00727077+0.00503483j -0.00433748+0.00133596j -0.00546689+0.00350046j 0.00770998+0.00925688j -0.00377753+0.000255111j -0.00389312+0.000751082j -0.000228688-0.00247273j 0.00315809+0.00600521j -0.000354024+0.00794187j -0.0150286+0.00431901j -0.00835022+0.00129771j -0.00099803-0.000591216j -0.00229493+0.00585323j -0.0069623+0.00183188j 0.00506588-0.0117792j 0.0138397+0.0132269j 0.00142475+0.0207144j -0.00541442-0.0176498j -0.00556447+0.00825535j 0.00541683-0.00201961j 0.016766-0.00205427j 0.0155812+0.002317j 0.00248974+0.0081261j 0.0114945-0.00472986j 0.00627159-0.00128251j 0.0101697-0.00172386j 0.00439078-0.00115931j -0.00191796+6.72167e-05j 0.00595659+0.00446822j -0.0044141-0.00114837j -0.0117372-0.00968081j 0.00704965-0.00478504j 0.0027286-0.00503862j -0.00510829-0.00304375j 0.0111032+0.0051456j 0.000809781+0.0100463j -0.00612249+0.00631101j 0.00178547-0.0101564j 0.000923472-0.0100934j 0.00150904-0.00621202j 0.00607213+0.000527293j -0.00521394-0.00548296j -0.00311771+0.00368537j -0.00792276-0.00135553j -0.000277257-0.0016957j -0.00220676+8.91647e-06j 0.00275164+0.00142306j 0.00426359-0.00215925j 0.00272965-0.00295238j 0.00167164-0.000883676j 0.00266128-0.00450835j 0.00135687-0.00246433j 3.06952e-05-0.000103592j -0.00100617-0.00211746j 0.000690637+0.000161747j 
0.00169292-0.000941958j -0.00192172-0.000417234j -0.00280297+0.00222265j 0.00254229-0.00305547j -0.0015091+0.00366692j -0.00228371+0.00472356j -0.00504437+0.000799479j -0.00363029-0.00242117j 0.00230465-0.000861949j -6.43173e-05-0.00396962j 0.00311175-0.00300772j -0.00527038+0.00359413j -0.00229229-0.000713158j 0.00147675-0.00889265j -0.00420555+0.000338027j 0.00206204+0.00313993j 0.00633002+0.00680004j -0.000693926-0.0105563j 0.00696099+0.00490117j 0.000691777-0.00833027j 0.00497988-0.00505089j 0.000528661+0.0037212j -0.00563898-0.00773581j 0.00372843+0.00716525j -0.00634848+0.00584051j 0.00405378+0.000833656j -0.000240226-0.00272574j 0.00176852+0.00213496j 0.00140099-0.00143349j 0.00956191+0.00395565j 0.00210155-0.000623268j -0.0114097-0.00066012j 0.00831422+0.000961814j 0.0129136-0.00376984j 0.00193433+0.00350668j -0.0164619-0.00211954j -0.00406709-0.00589777j -0.00711522+0.0127483j -0.000776929+0.0161777j 0.00824343-0.00556835j 0.00708299+0.00913822j -0.00432185+0.00368832j 0.00226048+0.00773709j -0.00293357-0.00163329j 0.00533168+0.00050965j -0.00826555-0.00143348j 0.00101358-0.00577516j -0.00405017+0.00508392j 0.00413527-0.000177744j -0.00484301-0.000268782j -0.00480263-0.00317464j -0.00434966+0.0076259j 0.00217801+0.0018355j -0.00183451+0.00168436j 0.00518059-0.00257672j 0.00114618+0.00538254j -0.00249223-0.00389251j -0.00514353+0.00576635j -0.00286678+0.000713588j -0.00215843-9.93206e-05j 0.00177693-0.00424672j -8.6835e-05+0.000894713j 0.00396625-0.000583642j 0.000110709+0.000955974j -0.00167319+0.00356041j 0.000989394-0.0043337j 0.00224294+0.000549722j 0.00375917+0.00088147j 0.0039267+0.00101362j 0.000397937-0.000146968j 
0.000707001-0.00200511j 0.00155367-0.00143998j -0.000630106-0.00197424j 0.000350325+0.00370468j 0.00222039-0.000289554j 0.00107873+0.00608166j 0.00261899+0.00488954j 0.000228318+0.00322147j 0.0048752+0.00167517j -0.00192643+0.00134865j -0.00112364+0.00599646j 0.00364424-0.00581781j -0.000282364-0.00517387j 0.00354455+0.00328351j -0.000407057+0.00667457j 0.000391061-0.0115376j 0.012632-0.00412966j 0.000324909-0.00278917j 0.00275307-0.00353703j 0.00418788-3.03357e-06j -0.00953779+0.00656251j -0.0133876+0.00151251j -0.00300299-0.00918779j -0.00151926+0.00439414j -0.000193696+0.00298029j -0.00783308+0.00263536j -0.0216128+0.00932198j -0.00243193+0.0103995j -0.027024-0.00639907j 0.0055123-0.0131395j 0.00262113+0.00749262j -0.006561+0.00756461j 0.00794253-0.0134787j -0.00419264-0.00913029j 0.00663115-0.00181056j 0.00736658+0.00105047j 0.00414975+0.0156667j 0.00252036-0.00516841j 0.00376894-0.0129833j 0.00298015-0.00228043j 0.00266355+0.00260763j -0.00389247-0.00458928j -0.000720445+0.00160367j -0.00192229-0.00309892j -0.00636649-0.0133211j 0.0054823+0.000140925j -0.00495149+0.00236736j -0.00479081-0.00622167j 0.00641485-0.000922193j -0.00307851+0.00029994j -0.00164918+0.00352522j 0.00199189-0.0108897j -0.00136215-0.00521277j -0.00402899-0.00182649j -0.00715873+0.00695549j -0.00342639-0.00129899j 0.00488797+0.000194926j 0.00395961-0.00209175j -0.000187918+0.0046556j 0.000312427+0.00302266j 0.00453573-0.00423934j -0.00153234+0.00318934j -0.00238699+0.00193077j -0.00161344+0.0018924j 0.00225565+0.00713751j 0.00014498+0.000313334j 0.00191983-0.00507783j -0.00081004+3.68071e-05j -0.00201805+9.06048e-06j 0.00190219-0.000135209j 
0.00155218-0.00108869j 0.00220247-0.000662532j 0.00149792+0.000258629j 0.000631671-0.00140044j 0.00015882-0.00237592j -0.00271683-0.00167413j -0.000570446-0.00320929j 0.00164525-0.000613678j 0.00796768+7.79822e-06j -0.00290301-0.00092975j -0.00277356+0.00559688j 0.000169502+6.49324e-05j 0.00557654+0.00240207j 0.00402941-0.00582681j -0.00184025+0.0056795j 0.00602198-0.00698734j 0.00648731-0.0162253j -0.00162351-0.00530909j 0.0061146-0.00390806j -0.00526564+0.00523439j 0.00277272+0.00200145j 0.00158384-0.00143434j -0.00196116-0.000550715j -0.0057039+0.000142999j 0.00419027-0.00502749j -0.011904-0.00330144j -0.00228149-0.00400307j -0.0040489+0.00213698j -0.010509+0.00166961j 0.00284999-0.00377483j 0.000826698-0.00407123j 0.00290939+0.0181886j 0.0163451-0.0159612j 0.000720691+0.00183475j -0.0113248+0.0024734j 0.00618134+0.0176996j -0.00976499-0.00539009j 0.000386115+0.0136992j 0.00649401+0.00305614j -0.000924352+0.00301182j -0.00753454-0.00302368j 0.00877219-0.00691397j -0.0032951+0.000584044j 0.00788152+0.00533086j -0.00773638-0.0161638j -0.00135074+0.00140234j 0.000958512+0.00709643j -0.00539685+0.00679553j 0.000683004-0.00299432j -0.00483593+0.00216406j -0.00599538+0.00584801j 0.00608084-0.00738797j 0.00104491+0.00591023j 0.000352682+0.00925287j -0.00488676+0.00635031j -0.00292174+0.00690886j -0.000343641-0.000531796j -0.00148189-0.00363706j -0.00422891-0.00382641j -0.00312735+0.000910949j 0.00577375+0.000603805j 0.000100977+0.00206034j -0.00164294+0.00089104j -0.00261933+0.00190147j -0.00276167-0.00103494j -0.00146717-0.000685836j -0.00152584-0.000414058j -0.000514184-0.00222102j 0.00118068+3.03801e-05j 0.000297779-0.000984186j 
