-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
-0.00302802-0.0015201j 0.00357474-0.00726278j 0.00169867-0.00264858j -0.00108406+0.0150878j 0.00461985+0.00408839j 0.00625082+0.00665981j 0.00159277+0.00104543j -0.00295903+0.00320858j -0.00150844+0.00508967j 0.0007422+0.0063383j -0.00717194+0.00435457j 0.000401136-0.00556557j 0.00499467-0.000351055j 0.00261034-0.00227301j 0.00767325-0.000293782j 0.00441379-0.0037677j 0.00594159+1.68105e-05j 0.0120897-0.0113439j 0.00243323+0.00158623j 0.000786696+0.00343338j 0.0031465+0.00327219j -4.0252e-05-0.00160188j -0.00561972-0.000138433j -0.00409314-0.0105536j 0.00584724-0.000853115j -0.000806443-0.00850776j 0.00135315-0.000639195j 0.001159-0.00290061j 0.0036892+0.00606902j 0.00385001+0.00235729j -0.00776481-0.0024523j 0.0022755-0.00733844j 0.000382964-0.00498365j -0.0108552+0.00624327j -0.00609649-0.00219042j 0.0050932-0.00480643j 0.00447618+0.00239284j -0.00527647-0.00205329j 0.00613498+0.00981936j 0.00370826+0.00717516j -0.00144201-0.00637314j -0.0202263-0.00997213j 0.000949394-0.0111154j 0.00525142+0.0095692j -0.00523608-0.00422528j 0.000778116+0.00441676j 0.0119937-0.00467427j -0.0245447+0.00134916j 0.00908517+0.00865427j 0.00351317-0.00555632j 0.0116526+0.0129243j 0.00682758-0.0128661j 0.00270415+0.000581583j -0.00526108-0.0108088j -0.00298727-0.00206752j -0.00937158+0.00280774j -0.00406388-0.000681799j -0.00278064+0.00831386j 0.000889514-0.00626217j 0.00826786-0.00677735j -0.00373227-0.000756141j 0.00448403+0.00249354j 0.00120262-0.00359669j -0.00225841+0.00949136j -0.00664027+0.0191389j 0.0123936-0.00660427j 0.00574016+0.000635637j 0.00571818-0.00309665j -0.00250597-0.00117581j 0.00257532-0.0043384j 
0.006742-0.00448452j 0.00530088-0.000946928j -0.00209015-0.00654757j 0.00883533-0.00174669j 0.000311715+0.00313062j 0.00050736+0.00438967j 0.000873051+0.00487409j -0.00641236-0.00210467j 0.00195153-0.0019188j 0.00544177-0.0088315j 0.00413281-0.0023218j 0.00318911+0.00390899j -0.00372654+0.0019151j 0.00113703-0.00076108j 0.00060558+0.00591338j 0.0104624+0.0013115j 0.000182152-0.00179098j 0.00418692-0.00551676j 0.00744524+0.00016182j -0.000887603+0.00472286j 0.00250603-0.00285208j 0.00489983+0.00426831j -0.00733439-0.00368239j 0.00374067-0.00227923j -0.000548689-0.00435524j -0.00287403-0.00443654j -0.000786853-0.0010773j -0.00151381+0.00016063j 0.00573697+0.000707469j 0.000689059-0.00142189j -0.00396174+0.000238487j 0.0069828-0.00711336j 0.0118419-0.00587574j -0.00755134-0.00286835j 0.00119357-0.000665533j 0.0122042-0.0005412j 0.00367601+0.00266271j -0.00576556+0.00185739j -9.03928e-05+0.00609775j -0.00137891-0.00198111j 0.00193709-0.00470275j 0.00499491+0.00424585j -0.0048435+0.0152778j 0.00180576-0.00878507j -0.000313673-0.00135392j -0.00383157-0.00698636j -0.00455469-0.00190258j 0.00167975-0.00201181j -0.000244676+0.0089331j -0.0011906+0.00185535j -0.00335587+0.000619306j -0.00194778+0.012199j 0.00177954-0.0067295j -0.00666048+0.00300024j -0.0102782+0.00751067j -0.00771539-0.0128379j -0.00527714+0.00213536j 0.00498742+0.00959152j -0.000542089+0.0127425j -0.00923901+0.00601156j -0.00932448-0.00413374j -0.000168072+0.0078918j 0.0160437+0.00653381j 0.0184476+0.0017209j -0.0109547+0.013314j -0.002258-0.00584803j -0.00144145+0.00486823j -0.000680562-0.00438674j 2.2564e-05+0.000232893j -0.00265571-0.000707698j 
-0.00226803-0.00783159j 0.00309306-0.00139139j 0.00509798-0.00622692j 0.00354414-0.00344668j 0.00241415-0.00175206j -0.00652037-0.00360841j 0.00526028+0.00051632j 0.0012954-0.00506325j -0.00190583+0.00536485j 0.00351218-0.00123988j -0.000440526+0.00604885j 0.0039195+0.00140043j 0.00582772-0.0079896j 0.000961466-0.0023559j -0.00285982-0.00415412j -0.00484667+0.0022204j -0.0017139+0.00288893j -0.00432372-0.000508555j -0.00919613+0.00444928j 0.00588281+0.00170423j 0.00628617+0.0100206j 0.0146951-0.00130082j -0.00217878+0.00159912j 0.00152956+0.00112772j -0.00111162+0.00503067j -0.00443957-0.000514803j -0.00196599-0.0100184j -0.00517307+0.00788782j 0.00837334+0.00497519j 0.00753086-0.00479421j 0.00223852-0.00214566j 0.00934091-0.00600376j 0.00899316+0.000777795j -0.00298261-0.00593471j -0.00382168-0.0046325j 0.00193954+0.000566138j -0.008593+0.00346465j -0.00994236+0.000651036j 0.000432519+0.0078257j -0.00878645-0.00223989j 0.00649722-0.00360834j -0.00820642-0.0156177j 0.000435061+0.0030137j -0.00582738+0.0152173j -0.00765122+0.00369845j -0.0119631+0.00633145j -0.00248073+0.0105031j -0.00933761-0.0138849j 0.00100939+0.0119782j 0.00493075+0.0152077j -0.00470169+0.00505072j 0.00546529+0.00792943j 0.00524608+0.00451573j 0.0135653+0.0014071j 0.00669448+0.0139079j -0.0235111+0.00394536j 0.00343636+0.00296432j 0.00917369+0.020403j -0.0184825+0.0164879j -0.00623588+0.000624487j 0.0161495+0.000296231j 0.00527992-0.00827434j 0.00949677+0.00642021j -0.00370616-0.00740434j -0.0204882-0.00035896j 0.0089473-0.0151717j -0.00410603+0.00604751j -0.00230597+0.00448762j -0.00102091+0.00570811j -0.000577086-0.00537376j 
-0.00675865+0.0037688j 0.00548771-0.00499158j 0.012249+0.000445901j -0.00729878+0.00819547j -4.68571e-06-0.00636005j 0.00138401-0.00919762j 0.00397238-0.00734963j 0.00629253+0.00155703j -0.00638423+0.00748691j -0.0014263+0.00370443j -0.00304572+0.00553265j -0.00106219-0.00977174j 0.00449879-0.000543826j -0.00269268-0.00079454j -0.00768974-0.00729206j -0.00875576-6.90309e-05j -0.00233732+0.00213058j -0.00515779+0.00588618j -0.00567048-0.000379421j 0.0016322+0.00279938j -0.00382735+0.00482992j -0.000736446-0.00579093j -0.00170952+0.0115107j -0.00395845-0.004371j 0.00615128+0.0087974j -0.00505116+9.45862e-05j 0.00599331-0.00152922j 0.00109629+0.009874j 0.00259366+0.00331253j 0.00573658+0.0032189j 8.35778e-05-0.00988715j 0.00168953-0.00467696j -0.0014631-0.000722033j 0.00446879-0.00129935j 0.00120279-0.00181244j -0.00299629-0.00450877j 0.00745369+0.00846453j -0.00188616+0.00672639j 0.00838339-0.00104014j -0.00654369-0.0116213j -0.000970295+0.00570661j 0.0132325-0.00832896j 0.00288471+0.00229128j -0.00204208+0.0039116j 0.00367774+0.00535611j -0.000125952+0.0173279j -0.000390597+0.00412384j -0.00109361-0.00904735j -0.00598188+0.00127192j 0.00587028-0.00134615j -0.0060623+0.00622228j 0.00802412+0.00360069j -0.00367769+0.0131465j 0.0101912+0.00916281j 0.00516837+0.00467251j -0.00350775+0.0134111j 0.0120317+0.00330167j -0.00332647+0.00339274j -0.00277026-0.00153164j 0.00771754-0.0156004j 0.0133763+0.00240803j -0.00101187-0.0155908j -0.00844015-0.00674682j -0.018203-0.0100708j 0.000445387-0.0217675j 0.00188672+0.00386099j -0.0014066-0.00595139j -0.00487917+0.00348656j -0.00587472-0.000919995j 0.0025888+0.00148371j 
0.00123575-0.00596083j 0.000895968-0.00415785j 0.00221997-0.00838202j 0.00266861-0.00322635j 0.00441148+0.0013796j 0.00275938-1.28462e-05j 0.000427037+0.00147774j 0.00016021-0.00421686j -0.000476618+0.0048354j 0.00485047+0.00074869j -0.00549595-0.00134412j 0.000600846+0.0010702j -0.00285017-0.00310579j -0.00319349-0.00199841j -0.000813842-0.00398286j -0.00431327+0.00173828j -0.00117016+0.00319077j -0.0019272+0.0057331j -0.00589216+0.003756j -0.0028058+0.00172921j 0.00329264+0.00136027j 0.00223441-0.00219704j -0.00253515+0.0022549j -0.00086119-0.00174736j -0.00358199-0.000676254j 0.0109887-0.00247915j -0.00618876+0.00230282j -0.000187707+0.00314882j -0.00635695+0.00237657j -0.00462783+0.00155638j 0.00127519-0.00917294j 0.00141011+0.00644272j -0.00405194+0.00246747j 0.00567846-0.00220792j -0.00349721+0.00305008j -0.0055659+0.0015022j -0.00229564+0.00818984j -0.00572736+0.00690545j 0.00988133-0.0015246j -0.00230339-0.00187682j -0.00168919+0.00164489j 1.72348e-05-0.00256389j -0.000455233-0.00211453j -0.00284733-0.000320035j 0.0005767+0.00475611j 0.0014209+0.0130464j 0.00868769+0.00124641j -0.00766151+0.00126459j 0.00483544-0.00763568j -0.000331206-0.00198508j -0.000784185+0.00544731j 0.00951044-0.00504526j -0.00385654+0.00577011j 0.000787548-0.000527892j 0.0102652-0.00475101j 0.00468937+0.0103146j 4.17938e-05-0.00526457j -0.0115364-0.00916438j 0.00101703-0.00659912j 0.0180005-0.0037477j 0.00377326+0.00487963j 0.00375939-0.00414784j -0.0098247-0.00878262j -0.00971127-0.00172114j 0.00127892-0.0104339j 0.00024665+0.00607607j 0.0025059-0.00624633j -0.00150789+0.00597553j -0.00440095-0.00390442j -0.00124345-0.0036021j 
-0.00200058+0.00253569j 0.00239157-0.00109238j 0.00267924+0.00239056j -0.00151323+0.00349074j 0.000294514-0.00236882j 0.00223302-0.00216134j 0.00187768-0.00358815j 0.000563299+0.00227975j -0.00397212+0.00424295j -0.000905156+0.00360328j -0.00216976+0.00447804j 0.00243507-0.00221475j 0.00467862+0.0032609j -0.00172439+0.000283015j -0.00218588+0.00193271j -0.00304342-0.00159381j 0.00109878-0.00225777j -0.000632297-0.0065016j -0.000900168-0.00315326j 0.00612508+0.00116113j -0.00201205+1.30302e-06j 0.00319762-0.00165944j 0.00176566+0.00184201j -0.0030517-0.00252119j 0.00277206+0.00361875j -0.00672421-0.000579329j 0.00181416-0.0036142j 0.000822065+0.00421211j -6.59155e-05-0.000551989j -0.00108102+0.00061959j -0.00328784+0.00553696j -0.0053752-0.00484314j -4.52163e-05-0.000221629j -0.00789684-0.000250443j 0.00250653-0.000144076j 0.000167333+0.00220932j 0.00198454-0.00138988j 0.00443784-0.0023265j -0.00504013+0.00109901j -0.00415029-0.000579238j -0.00409453+0.00499074j -0.000543182-0.00672363j 0.00310926-0.00293019j -0.00330598-0.00551647j -0.00259176+0.00298925j -0.00119118-0.00393396j 0.00174706-4.77288e-05j 0.00847829-0.00231153j 0.00579971+0.00587383j 0.0071159-0.00157054j 0.00501248+0.000171273j 0.00248156+0.00542842j -0.00364717+0.00672733j 0.00198935-0.00266699j -0.00422628+0.0013324j 0.00270716-0.00205949j -0.000173415+0.00867444j 0.00658061+0.00542789j -0.000406601+0.00298316j -0.00762471-0.00484305j 0.00312537-0.00899048j -0.00440883+0.00641831j 0.00276973+0.0019033j -0.00149904-0.00110953j -0.00193349+0.00067347j 0.00210648+0.000436719j -0.000837045-0.000127609j -0.000421527-0.00213335j -0.00187374-0.000463758j 0.00143258+0.00178134j 
-0.00289999+0.00033278j 0.00178025+0.000671368j -0.0011897+0.00086307j -0.00149884-0.00476122j 0.00200804-0.000348644j -0.00393094-0.000604186j -0.000773989+0.00298961j 0.00234992-0.00320453j 0.00263662+0.00324184j 0.00118392-0.00545706j -0.00392437+0.00684817j 0.00224317+0.0027687j 0.00222433+0.00198458j 5.33049e-06-0.00510795j 0.00226661-0.00622609j 0.00196528-0.00238533j 0.00029494-0.000679787j -0.00188188+0.000704876j -0.00172377+0.005569j 0.000830517-0.000960868j 0.00703989-0.00553955j 0.00528932+0.00119645j -0.00245146-0.00251638j -0.00481201+0.0052586j 0.00189929+0.00164844j -0.00520128-0.00101653j -0.000102417+0.00333959j -0.00443778+0.00326359j 5.46129e-05-0.00201146j -0.0066603-0.00176987j -0.00360195-0.00758871j -0.00296205+0.00703565j 0.00695463-0.00106577j 0.00731602-0.0010915j 0.00844148-3.76074e-05j -0.0115365-0.0102791j 0.00596174-0.0141273j 0.0071985+0.00140747j -0.000903454-0.0102261j 0.000678284+0.0151541j 0.0137179-0.00698985j -0.0132721-0.0058666j 0.00985612+0.00676764j -0.00773439-0.00603795j -0.00322037-0.00296486j -0.00297916-0.00537684j 0.00243728-0.00453788j -0.00736162+0.00267791j 0.00118243-0.0130062j -0.00378129+0.012092j 0.00387494+0.00392492j -0.00944309+0.00285289j -0.0106276-0.000219266j -0.000505591-0.0135815j 0.00854404-0.0121539j 0.0206497-0.00538353j -0.00679938-0.0103271j -0.00393545-0.00286859j 0.0102808-0.0131294j 0.0048002+0.0162628j -0.00369952+0.0125083j -0.000209428+0.00467466j 0.000514308-0.00611567j -0.00351747+0.0047509j -0.00767017+0.00309999j 0.00217494+0.00426171j -0.000387173+0.00487214j 0.00363485-0.0027922j 0.00126218+9.59178e-05j -0.000862754+0.00162292j 
0.000907158-0.00115198j -0.000343947+0.00107724j 0.00193539-0.00108304j 0.00392126-0.00772102j 0.00124975-0.00375942j -0.000743962+0.00166606j 0.00339708-0.00374447j -0.000926115-0.00408857j -0.00237337+0.00637385j 0.000469175+0.0038189j -0.00025079+0.0027743j 0.00783779+0.00583184j -0.000231071+0.00244318j -0.00126362+0.000345128j -0.00346966+0.00349891j -0.00357078+0.00332799j 0.00392725+0.000101786j 0.00494347-0.00758802j 0.00186013-0.00239105j 0.00963508-0.00280952j -0.00825275-0.00266803j 0.00385204-0.00558186j 0.00666735-0.000557491j 0.00134567+0.00250161j -0.00999188+0.00287828j 0.00796312-0.00112935j 0.000301063-0.000553555j 0.00394102+0.00406866j -0.0116053-0.00310447j -0.00667045-0.0125472j 0.00288372+0.00983367j -0.00782375-0.00199717j -0.00621785+0.0141357j -0.00415727-0.000827935j 0.00130272+0.000444641j -0.00710613+0.011475j -0.0163879-0.00386777j 0.00881226-0.011664j -0.00172172-0.00498029j 0.00704955-0.000700297j -0.0157104-0.0038528j -0.012441+0.0158946j 0.00552067-0.00693263j -0.00429724+0.0084691j -0.00815976+0.00809252j -0.00807147-0.00839974j 0.00725067+0.00739595j 0.0105698+0.0106969j 0.00545777-0.00382229j -0.00246106+0.00789033j 0.00465836-0.00277621j 0.00439288+0.00783147j -0.000645829+0.0158568j -0.00176233+0.0027599j -0.00445815+0.00447695j -0.00151476+0.00581248j 0.00797921+0.0138346j -0.00543815-0.00985232j 0.00275631+0.00320462j -0.010025+0.00073856j 0.0109548-0.0191594j -0.00394011+0.0176412j 0.00109557+0.0119084j -0.0107256+0.00504756j 0.00532741-0.00661709j 0.0047725+0.000778799j -0.00326557+0.00166764j -0.00033991+0.00780306j -0.00192403+0.00177988j -0.00318004+0.00080781j 
0.00145842-0.00029905j -0.000102407-0.000688705j 0.00115883+0.000175009j 0.00290932-0.00244812j 0.000399381-0.000591444j 0.00232032+0.000483218j 0.00222651-0.00397598j 7.37919e-05+4.98013e-05j -0.000786244+0.00472062j -0.00209007+0.00658483j -0.00463338-0.000973167j 0.00292084+0.00174765j 0.00166557-0.000259564j 0.00342763-0.00307507j 0.000321048+0.00625501j -0.00233999+0.00309555j 0.00742992-0.00423467j 0.00174338-0.00970467j -0.00143875+0.000350356j 0.00813295+0.000130127j -0.00170116+0.00534424j 0.00291495+0.00239002j 0.00158236-0.00135837j -0.000279104+0.00169542j 0.00431096+0.000712779j -0.00743535+0.00534325j 0.00237198-0.00699165j 0.00281149+0.0123168j -0.0011904-0.00300079j 0.000304539+0.000429637j 0.00319485+0.00369015j -0.00387844+0.00220767j -0.0103637+0.00272155j -0.00524498+0.00453125j -0.00256345-0.00518955j -0.00320858+0.00370513j -0.00103022+0.00104528j 0.00583275-0.00376616j -0.000686243-0.00153035j 0.000931362+0.000555765j -0.0126574-0.0101863j -0.000973464+0.00513218j 0.000942033-0.000847599j -0.00433133+0.00468228j 0.00518775+0.00394376j -0.00567426-0.0010863j 0.00194526-0.00401823j 0.00486516-0.00477808j 0.0145625+0.00315184j 0.002756-0.00377343j -0.000253792-0.00368367j 0.00707777+0.00961083j -0.00525877+0.0150305j 0.000982188+0.00381488j -0.00665935+0.00831548j 0.000625215+0.00354656j 0.00755487+0.00476871j -0.00320621-0.00159373j -0.00524819-0.00123849j -0.011655-0.0125164j 0.0104296-0.0202578j -0.00412614+0.00861172j 0.00254547+0.000209172j -0.0062206+4.56142e-05j 0.00295005-0.00400143j 0.00122698-0.00090753j -0.00165937+0.000682569j -0.000815985+0.00355921j -0.00238876-0.000722065j -0.00104588+0.00019964j 
0.00053183-0.00438482j -0.00119245-5.4906e-05j -0.00121385-0.00251006j 0.00635779-0.00697816j 0.000735918+0.00183494j -0.000175481+0.00354934j -0.00296286+0.00431069j -0.00263426-0.00337029j 0.000469257+0.00287287j 0.00498521-0.00568559j -0.000337505-0.00289691j -0.000470555+0.00439001j -0.00583159-0.00179521j -0.000300305-0.00270386j -0.00091256+0.00336871j 0.000958953+0.00294621j -3.5163e-05-0.000600986j -4.73528e-05+0.00148292j -0.00183492+0.000635865j -0.00106952+0.000695692j -0.000297463+0.0020381j 0.000780008+0.0011068j 0.000493995+0.000710923j -0.000377148+0.00450662j -0.00354988-0.000894002j 0.00254421-0.00104696j -0.0011254-0.00596423j -0.00514284+0.00505227j -0.00498248+0.00269107j -0.00451632-0.00633632j 0.00658898-0.00330266j -0.0053828+0.00818602j 0.00315062-0.000337743j 0.00749595-0.000461518j -0.00360944+0.00388034j -0.00800785-0.00161939j -0.00890505-0.00975649j -0.00737295+0.00354339j 0.00484922-0.00231905j -0.00221355+0.0023392j 0.00213789+0.00403257j -0.00125494-0.00550369j -0.00230828-0.00553667j -6.00722e-05-0.000206739j -0.0104461+0.000591635j -0.0161755+0.00144722j 0.00631925+0.00236071j -0.00415949-0.00183134j 0.00764495-0.00375881j -0.00326965+0.00933055j 0.00345126+0.00420311j 0.00251901-0.000829751j -0.00495497-0.00454316j -0.000878792-0.00906163j 0.01289-0.00421936j 0.00322959+0.00786064j -0.00568893-0.00589793j -0.00713178-0.00691093j -0.00357459-0.00789173j 0.00382285-0.00124726j 0.0026938+0.00529421j 0.00137952-0.00191587j -0.000894689-0.00206966j -0.00375316+0.00104434j -0.00461731-0.00195285j 0.00294978-0.00179856j 0.000125552+0.00147975j 0.00065559+0.00236645j 0.00080542-4.59719e-05j -0.000736263-0.00159108j 
0.000197622+0.00488748j 0.00060697-0.000196182j 0.00367397+0.00563047j -0.0020042+0.000516824j -0.00283108-0.00364746j -0.00187857-0.00168359j 0.00279275-0.00255149j 0.00381337+0.00329841j -0.000321381+0.00340508j -0.00386088-0.0055j 0.00118012+0.00304145j 0.00316054-0.00573619j 0.00289926+0.00527486j -0.00308088+0.00049998j 0.00159051+0.00216581j -0.000523433-0.00332699j 0.00166904-0.00506002j 0.00174533+0.000589299j 0.00333368-0.00518415j 0.0016988+0.000726993j -0.00513829-0.00424679j -0.00035329-0.00314483j -0.00128458+0.00695567j -0.000540441-0.00159812j 0.00599802+0.00380209j -0.00322181+0.00258252j 0.00848567-0.00184707j 0.00264708+0.00211262j 0.00143811+0.0014149j -0.00149427-0.00530808j -0.00748254-0.00792624j -0.00115094-0.012413j 0.00319167-0.00275438j 0.0102409+0.00109231j 0.00122616-0.00200369j -0.00620647-0.0115232j 0.00112448-0.0124471j 0.00631516-0.00308016j 0.00318065-0.00267406j 0.00440321-0.00176303j 0.00134609+0.00928796j -0.00650428-0.00221013j 0.0126234+0.0066528j -0.00279446-0.00517304j -0.00732483-0.00393465j -0.0112714-0.0049527j -0.0018417+0.00200676j -0.00454092+0.00652183j -0.00269515-0.00460009j -0.0068293+0.00740433j 0.00346158+0.00472081j -0.00780602+0.00360469j -0.00475582+0.00110134j 0.00444947-0.00637092j 0.00884745+0.00328699j 0.0126605+0.00838644j 0.00151915-0.00440741j -0.00300162-0.00625004j 0.00822974-0.00563793j -0.00973759+0.00938797j -0.000718582+0.00397313j -0.00726193+0.00388187j 0.00281386+0.00219124j -0.0069268+0.00197174j -0.00283502-0.00517995j 0.00225963+0.00290054j -0.00468676+0.00221181j -0.000500454+0.00229749j 0.000165602+8.76987e-05j -0.00101454+0.00284644j 
-0.00258123-0.00125224j 0.000753032-0.0056764j 0.00145353+0.00315115j -0.00105915+0.000582712j 0.0045002-0.00108954j 0.00416739+0.00285205j -0.00374806+0.000722964j -0.00631053-7.11904e-05j -0.00164349+0.00820737j 0.00496753-0.00421485j -0.00275571-5.55006e-05j 0.00403912-0.00185616j -0.000525027+0.00928454j -0.00503216-0.00213332j 0.00380884-0.000322714j -0.00253694-0.000886435j -0.000991301-0.00416987j 0.00301715-0.00591629j 0.00543768-0.00203704j 0.00606279+0.011948j -0.0011568-0.00308892j 0.0165973+0.00099847j -0.00810063+0.00322498j -0.00870521-0.0117703j 0.00949924-0.00483047j -0.00701711-0.00768978j 0.0032527+0.00430048j 0.0004346+0.00375718j -0.00381291+0.0037937j -0.00297649+0.00502916j -0.00929579-0.00170112j -0.0073062-0.011846j 0.00235879-0.00762142j -0.0145403-0.00153635j -0.00394897-0.000267491j 0.00621969+0.00143476j 0.0183473+0.00233422j -0.0025055+0.014105j -0.000957197-0.00669196j -0.00772746-0.0025304j -0.00798641-0.00520169j 0.017824-0.00311168j 0.0104678+0.0189887j -0.00137775-0.0110444j 0.00570035-0.00136054j 0.0069283+0.00549857j 0.004119-0.00554164j 0.000835918+0.00603852j 0.00268362+0.00516419j -0.00225498-0.0129301j -0.00206386+0.00313193j 0.018548+0.00874021j -0.0138431+0.0170921j -0.0104622+0.00425647j -0.0194597-0.00298492j 0.00993722-0.00302043j -0.000836402+0.00489585j -0.000867476-0.000648161j 0.021781-0.00829205j -0.00387632+0.00198489j -0.0185097-0.000315061j 0.00222312+0.018965j 0.00649224+2.21237e-05j 0.00212907+0.00792642j -0.00757878-0.00263718j -0.000965308+0.00404541j 0.00284823+0.00150842j 0.00537086-0.0010276j -0.0017739-0.000276446j 0.000234912-0.000743913j 
0.00383785+0.00226339j -0.00526986+0.00262777j -0.00424853+0.00371206j 0.0013666-0.00421269j -0.0066417+0.00161959j 0.0012188+0.00267697j -0.00129015-0.00157455j 0.000310912+0.00408046j -0.00398495-0.000215029j -0.00662931+0.0046519j 0.000274977-0.00267692j -0.00381821-0.000495769j 0.00296883+0.000635711j 0.00276438-0.00148204j 0.0019214+0.00242973j -0.00642485-0.000829261j 0.00847283-0.00659582j -0.00500733+0.000917136j 0.00179199-0.00231676j 0.00525964-0.0034012j -0.00555318+0.0127542j -0.00120721+0.00727713j 0.00150286+0.00300725j -0.000239229+0.00352635j 0.00733086+0.00788042j -0.0112478+0.0063964j 0.00717418-0.0117102j 0.00156183+0.00310602j -0.000780671-0.00406929j 0.000713402+0.00166489j -0.00490952+0.00149319j -0.0102464-0.000496329j -0.00278441-0.0136369j 0.00276008+0.0113468j -0.0114549-0.00166016j -0.0108244-0.00219913j 0.00161948-0.0172002j -0.000573224-0.00351259j -0.00608799-0.00507912j -0.00154071-0.00362629j 0.0024927-0.00460728j 0.00595288-0.00715364j 0.00989093-0.00161397j 0.010693+0.00239369j -0.00704156-0.00275026j 0.00082899-0.00062982j -0.00258551+0.00638606j -0.000731471+0.00699139j -0.000771854+0.0109307j 0.00754895+0.00658129j -0.00164725-0.00212581j -0.00288608+0.01589j 0.00397941+0.00142436j -0.000345254+0.00465726j 0.00210106+0.00582973j 0.00158163+0.00693963j 0.00437512-0.0105845j 0.0113811+0.00426109j -0.00471124+0.00263038j -0.0250856-0.00358187j 0.00487707-0.0145266j -0.0150182+0.00124808j 0.00528645+0.000290371j -0.00162193-0.00601772j 0.00418193-0.00223327j -0.000290891-0.00197717j -0.00253227-0.00106028j 0.000894109+0.00312443j 0.000294677-0.000883615j 0.000156932+0.00159236j 
0.00383118-0.00261871j 0.00179478+0.000268398j -0.00129455-0.00639369j 0.0014458+0.00234643j 0.00249791-0.00201095j -0.000212674-0.0021821j 0.00355746-0.00190855j 0.00311718-0.000961485j 0.00211164-0.00551589j 0.00296882+0.00605016j -0.00339295+0.00408987j 0.00356389-0.00259736j 0.0029909-0.00386015j 0.00118382+0.0048931j -0.00220491-0.00539899j 0.00268715-0.00234413j -0.000340145+0.00360371j -0.000300579+0.000116534j 0.000995807-0.00151872j -0.000156039-0.0030946j 0.00740888+0.00709985j -0.000192594+9.20793e-05j 0.00255389-0.000776754j 0.0065034+0.0041145j -0.0103449-0.00296975j 0.00637986+0.000126219j 0.000358073+0.00181697j 0.00335036-0.0079734j 0.000758435-0.00877244j -0.00649427-0.00457381j -0.00300837-0.00757083j 0.00781727+0.00341668j 0.00777612-0.00282017j 0.0100398-0.00411349j -0.0162185-0.00132106j -0.00474647+0.00559622j -0.00914128+0.00372723j 0.00214826+0.00104572j -0.00949105-0.00827358j 0.00684099+0.00378989j -0.0126461-0.00707719j 0.00729974-0.00189687j -0.000856272+0.00100763j 0.0173136+0.0089752j -0.00226031-0.018308j 0.00801622+0.00504185j -0.00844137+0.0109105j -0.00378446+0.00568569j -0.0103935-0.000623666j -7.57965e-05+0.00644242j -0.00502482-0.00139797j -0.00606127-0.00718925j 0.00588532-0.00169753j -0.00157989+0.000286414j 0.00374494+0.0055755j -0.00558199+0.00169043j -0.00300885-0.0105433j 0.00326292+0.00546877j -0.0073531+0.00835156j 0.00808696+0.00699826j 0.00441088+0.00393544j 0.00161987-0.00790733j -0.00426495-0.000594858j 0.00583867-0.00287891j 0.00251751+0.00246228j -0.00294073+0.000370483j -0.00106707-0.00605133j -0.00211945-0.00171802j -0.00069985-0.0012801j -0.00119015-0.00141522j 
