0.0635437-0j 0.0102543-0j 0.00837262-0j 0.00120848-0j 0.00104658-0j 0.00012334-0j 5.62969e-06-0j 0.0582412-0j 0.00920875-0j 0.00728015-0j 0.00485344-0j 0.0010508-0j 0.00121336-0j 0.000428987-0j 0.000101113-0j 0.000107247-0j 8.93723e-06-0j 3.33071e-07-0j 0.037889-0j 0.0382817-0j 0.00590699-0j 0.0059682-0j 0.00457553-0j 0.000660421-0j 0.00462295-0j 0.00417687-0j 0.000667265-0j 0.00422016-0j 0.000738374-0j 0.000492249-0j 6.15311e-05-0j 0.000746025-0j 0.0004263-0j 0.00049735-0j 6.21688e-05-0j 0.000430718-0j 8.70182e-05-0j 4.35091e-05-0j 8.79199e-05-0j 5.12759e-06-0j 4.396e-05-0j 6.28e-06-0j 5.18073e-06-0j 4.05372e-07-0j 6.34507e-06-0j 4.09573e-07-0j 1.2768e-08-0j 1.29003e-08-0j 
-0.0942361-0j 6.1653e-05-0j 5.03394e-05-0j 7.26587e-06-0j 6.29243e-06-0j 7.4157e-07-0j 3.38479e-08-0j -0.00137575-0j 0.0536548-0j -0.000171969-0j -0.000114646-0j -2.48216e-05-0j -2.86616e-05-0j -1.01334e-05-0j -2.38846e-06-0j -2.53335e-06-0j -2.11112e-07-0j -7.86769e-09-0j 0.000227804-0j 0.00243446-0j 3.55151e-05-0j 0.000379538-0j -0.00678558-0j -0.000979414-0j -0.0725151-0j 2.5113e-05-0j -0.0104666-0j 0.000268374-0j 4.43939e-06-0j 2.95959e-06-0j 3.69949e-07-0j 4.74422e-05-0j 2.56308e-06-0j 3.16281e-05-0j 3.95352e-06-0j 2.73908e-05-0j 5.23187e-07-0j 2.61594e-07-0j 5.59112e-06-0j 3.08291e-08-0j 2.79556e-06-0j 3.77578e-08-0j 3.2946e-07-0j 2.43725e-09-0j 4.03504e-07-0j 2.60461e-08-0j 7.67663e-11-0j 8.20374e-10-0j 
-0.000270094-0j -0.403866-0j -3.55879e-05-0j 0.000491092-0j 0.000210425-0j 7.5445e-05-0j 5.75525e-06-0j 0.000240508-0j -0.0017988-0j -0.00588904-0j 2.00423e-05-0j 0.0812652-0j -0.000237013-0j 1.77151e-06-0j -6.00884e-05-0j -4.23413e-05-0j -7.09379e-06-0j -3.97243e-07-0j -0.000161048-0j 0.000162651-0j 0.00118766-0j -0.00119948-0j -1.94484e-05-0j 0.000268376-0j 1.9642e-05-0j 0.00347774-0j -0.000271047-0j -0.00351236-0j -0.0290809-0j 9.89717e-05-0j -0.00737268-0j 0.0293703-0j -1.812e-06-0j -9.99568e-05-0j 0.00744606-0j 1.83003e-06-0j 3.53617e-05-0j 8.74795e-06-0j -3.57136e-05-0j 4.18921e-06-0j -8.83502e-06-0j 3.84136e-06-0j -4.2309e-06-0j 4.14413e-07-0j -3.87959e-06-0j -4.18538e-07-0j 1.82956e-08-0j -1.84777e-08-0j 
-3.85848e-05-0j 0.000595294-0j 0.000740941-0j 0.478481-0j 6.07569e-05-0j -0.0010268-0j -0.000157866-0j -5.0338e-07-0j 7.60934e-06-0j -6.29225e-08-0j 1.22691e-05-0j -4.06338e-05-0j -0.000146122-0j -3.70774e-09-0j 0.00174618-0j -4.14717e-06-0j -2.1329e-06-0j -1.99829e-07-0j -2.30068e-05-0j 2.25835e-05-0j 0.000342918-0j -0.000336609-0j -2.77834e-06-0j -0.00179418-0j 2.72722e-06-0j 0.000369636-0j 0.00176117-0j -0.000362834-0j 4.28648e-05-0j -0.00835807-0j -0.000512243-0j -4.20761e-05-0j 3.77258e-05-0j 0.00820428-0j 0.000502818-0j -3.70316e-05-0j 0.0344536-0j 2.52583e-06-0j -0.0338197-0j 0.0125296-0j -2.47936e-06-0j -5.22806e-05-0j -0.0122991-0j -1.13673e-05-0j 5.13186e-05-0j 1.11582e-05-0j -7.5449e-07-0j 7.40607e-07-0j 
0.000218269-0j 3.52229e-05-0j 0.403271-0j -0.000604976-0j -0.000695359-0j -4.07626e-05-0j 1.93376e-08-0j 0.000200055-0j 3.16315e-05-0j -0.00240601-0j -0.00487601-0j 3.60943e-06-0j 0.058442-0j -0.000428273-0j -5.06181e-05-0j -7.12561e-05-0j -2.95366e-06-0j 1.14408e-09-0j -0.000128059-0j 0.000131495-0j -1.99646e-05-0j 2.05004e-05-0j 0.00148791-0j -2.23212e-06-0j -0.00152783-0j 0.00205743-0j 2.29201e-06-0j -0.00211264-0j 0.00024011-0j 0.000486605-0j -2.07965e-07-0j -0.000246553-0j -0.0406171-0j -0.000499663-0j 2.13546e-07-0j 0.0417071-0j -0.00412404-0j 4.27399e-05-0j 0.0042347-0j 2.52574e-06-0j -4.38868e-05-0j 4.10558e-06-0j -2.59351e-06-0j 1.31822e-07-0j -4.21575e-06-0j -1.35359e-07-0j -4.31538e-11-0j 4.43118e-11-0j 
-0.000233908-0j -0.349759-0j -3.08201e-05-0j 0.000425299-0j 0.000182233-0j 6.53373e-05-0j 4.98419e-06-0j -3.05158e-06-0j 2.28233e-05-0j 7.47204e-05-0j -2.54298e-07-0j -0.0010311-0j 3.00724e-06-0j -2.2477e-08-0j 7.62405e-07-0j 5.37229e-07-0j 9.00064e-08-0j 5.04024e-09-0j 0.00041394-0j 0.000136905-0j -0.00305263-0j -0.00100962-0j 4.9988e-05-0j -0.000689805-0j 1.65329e-05-0j -0.00893882-0j -0.000228144-0j -0.0029564-0j 0.0747463-0j -0.000254386-0j 0.0189499-0j 0.0247214-0j 4.65736e-06-0j -8.41349e-05-0j 0.00626744-0j 1.54036e-06-0j -9.08898e-05-0j -2.24848e-05-0j -3.00606e-05-0j -1.07675e-05-0j -7.43655e-06-0j -9.87341e-06-0j -3.56121e-06-0j -1.06516e-06-0j -3.2655e-06-0j -3.52289e-07-0j -4.7025e-08-0j -1.55529e-08-0j 
-3.34154e-05-0j 0.000255074-0j 0.000851637-0j 6.07569e-05-0j 0.481962-0j -0.00180544-0j 7.12027e-07-0j -4.3594e-07-0j 3.26048e-06-0j 1.05404e-05-0j -3.63283e-08-0j 7.51964e-07-0j -8.30977e-05-0j -0.000180205-0j 1.08915e-07-0j 0.00142084-0j -2.48711e-06-0j 7.20034e-10-0j -1.99245e-05-0j 1.95579e-05-0j 0.000146935-0j -0.000144231-0j 0.00046541-0j 3.32029e-05-0j -0.000456846-0j -2.19647e-06-0j -3.2592e-05-0j 2.15606e-06-0j -0.00355266-0j 1.22446e-05-0j 4.65643e-06-0j 0.0034873-0j -0.00415024-0j -1.20193e-05-0j -4.57075e-06-0j 0.00407387-0j -0.000846222-0j 0.0607386-0j 0.000830652-0j 5.1828e-07-0j -0.059621-0j 0.00879833-0j -5.08744e-07-0j -9.91711e-06-0j -0.00863644-0j 9.73464e-06-0j 2.26349e-09-0j -2.22185e-09-0j 
-3.15043e-05-0j 0.000486055-0j 0.000604976-0j 0.390679-0j 4.96078e-05-0j -0.000838379-0j -0.000128897-0j -2.88754e-05-0j 0.000436495-0j -3.60943e-06-0j 0.000703791-0j -0.00233088-0j -0.00838199-0j -2.12688e-07-0j 0.100166-0j -0.000237894-0j -0.000122349-0j -1.14628e-05-0j 1.84837e-05-0j -1.89797e-05-0j -0.0002755-0j 0.000282893-0j 2.23212e-06-0j 0.00144144-0j -2.29201e-06-0j -0.000296965-0j -0.00148013-0j 0.000304934-0j -3.44375e-05-0j 0.00671486-0j 0.000411535-0j 3.53617e-05-0j -3.03089e-05-0j -0.00689505-0j -0.000422579-0j 3.11222e-05-0j -0.02768-0j -2.02925e-06-0j 0.0284228-0j -0.0100663-0j 2.08371e-06-0j 4.20022e-05-0j 0.0103364-0j 9.13249e-06-0j -4.31293e-05-0j -9.37755e-06-0j 6.06156e-07-0j -6.22422e-07-0j 
-0.00022053-0j -3.55879e-05-0j -0.40745-0j 0.000611245-0j 0.000702565-0j 4.1185e-05-0j -1.9538e-08-0j 0.000196374-0j 3.10494e-05-0j -0.00236174-0j -0.00478629-0j 3.54302e-06-0j 0.0573667-0j -0.000420393-0j -4.96867e-05-0j -6.9945e-05-0j -2.89931e-06-0j 1.12303e-09-0j -0.000131495-0j 0.000132804-0j -2.05004e-05-0j 2.07044e-05-0j 0.00152783-0j -2.29201e-06-0j -0.00154304-0j 0.00211264-0j 2.31483e-06-0j -0.00213367-0j 0.000246553-0j 0.000499663-0j -2.13546e-07-0j -0.000249007-0j -0.0417071-0j -0.000504637-0j 2.15671e-07-0j 0.0421222-0j -0.0042347-0j 4.38868e-05-0j 0.00427686-0j 2.59351e-06-0j -4.43237e-05-0j 4.21575e-06-0j -2.61933e-06-0j 1.35359e-07-0j -4.25771e-06-0j -1.36707e-07-0j -4.43118e-11-0j 4.47529e-11-0j 
3.93804e-06-0j -9.14532e-05-0j -4.99238e-05-0j 0.0010268-0j 0.00180544-0j 0.466726-0j -0.00231055-0j 5.1376e-08-0j -1.169e-06-0j -6.17886e-07-0j 4.28133e-09-0j 1.27083e-05-0j 1.48198e-05-0j -1.09985e-07-0j -5.66042e-05-0j -0.000250883-0j 0.00198833-0j -3.91192e-06-0j 2.34813e-06-0j -2.30492e-06-0j -5.26815e-05-0j 5.17122e-05-0j -2.72827e-05-0j 0.000561134-0j 2.67807e-05-0j 2.58857e-07-0j -0.000550809-0j -2.54094e-07-0j 0.000633587-0j -4.39012e-06-0j -0.00241999-0j -0.000621929-0j -5.11026e-06-0j 4.30935e-06-0j 0.00237546-0j 5.01623e-06-0j -0.00711367-0j 0.000112779-0j 0.00698278-0j -0.000832987-0j -0.000110704-0j 0.0477746-0j 0.00081766-0j 0.0160075-0j -0.0468956-0j -0.015713-0j -1.84949e-05-0j 1.81546e-05-0j 
0.000192964-0j 0.288536-0j 2.54253e-05-0j -0.000350853-0j -0.000150335-0j -5.39005e-05-0j -4.11175e-06-0j -0.000346172-0j 0.00258908-0j 0.0084763-0j -2.88476e-05-0j -0.116968-0j 0.000341142-0j -2.5498e-06-0j 8.64874e-05-0j 6.09434e-05-0j 1.02103e-05-0j 5.71766e-07-0j -0.000113213-0j 0.000106464-0j 0.000834895-0j -0.000785125-0j -1.36717e-05-0j 0.000188661-0j 1.28567e-05-0j 0.00244476-0j -0.000177415-0j -0.00229903-0j -0.0204431-0j 6.95746e-05-0j -0.0051828-0j 0.0192244-0j -1.27379e-06-0j -6.54271e-05-0j 0.00487384-0j 1.19785e-06-0j 2.48583e-05-0j 6.14958e-06-0j -2.33765e-05-0j 2.9449e-06-0j -5.78299e-06-0j 2.70038e-06-0j -2.76935e-06-0j 2.91322e-07-0j -2.5394e-06-0j -2.73955e-07-0j 1.28613e-08-0j -1.20946e-08-0j 
-0.000190985-0j -3.08201e-05-0j -0.352862-0j 0.000529354-0j 0.000608439-0j 3.56673e-05-0j -1.69204e-08-0j -2.4916e-06-0j -3.93957e-07-0j 2.99659e-05-0j 6.07287e-05-0j -4.4954e-08-0j -0.000727872-0j 5.33398e-06-0j 6.30428e-07-0j 8.87467e-07-0j 3.67866e-08-0j -1.4249e-11-0j 0.000337981-0j 0.000111783-0j 5.2692e-05-0j 1.74272e-05-0j -0.00392698-0j 5.89114e-06-0j -0.0012988-0j -0.00543011-0j 1.94842e-06-0j -0.00179594-0j -0.000633713-0j -0.00128428-0j 5.48875e-07-0j -0.000209592-0j 0.107199-0j -0.000424759-0j 1.81533e-07-0j 0.0354548-0j 0.0108844-0j -0.000112802-0j 0.00359988-0j -6.66609e-06-0j -3.73078e-05-0j -1.08357e-05-0j -2.20472e-06-0j -3.47913e-07-0j -3.58377e-06-0j -1.15068e-07-0j 1.13894e-10-0j 3.76691e-11-0j 
-2.72836e-05-0j 0.000208267-0j 0.000695359-0j 4.96078e-05-0j 0.39352-0j -0.00147413-0j 5.81368e-07-0j -2.50069e-05-0j 0.000187031-0j 0.000604628-0j -2.0839e-06-0j 4.3135e-05-0j -0.00476674-0j -0.0103371-0j 6.2477e-06-0j 0.0815036-0j -0.000142668-0j 4.13034e-08-0j 1.60073e-05-0j -1.64369e-05-0j -0.000118047-0j 0.000121215-0j -0.00037391-0j -2.66752e-05-0j 0.000383943-0j 1.76464e-06-0j 2.7391e-05-0j -1.812e-06-0j 0.00285421-0j -9.83728e-06-0j -3.74097e-06-0j -0.0029308-0j 0.0033343-0j 1.01013e-05-0j 3.84136e-06-0j -0.00342377-0j 0.000679854-0j -0.0487973-0j -0.000698098-0j -4.16385e-07-0j 0.0501068-0j -0.00706857-0j 4.27559e-07-0j 7.9674e-06-0j 0.00725825-0j -8.1812e-06-0j -1.81849e-09-0j 1.86729e-09-0j 
3.18308e-05-0j -0.000491092-0j -0.000611245-0j -0.394727-0j -5.01219e-05-0j 0.000847067-0j 0.000130233-0j -2.83441e-05-0j 0.000428464-0j -3.54302e-06-0j 0.000690841-0j -0.00228799-0j -0.00822777-0j -2.08774e-07-0j 0.0983235-0j -0.000233517-0j -0.000120098-0j -1.12519e-05-0j 1.89797e-05-0j -1.91686e-05-0j -0.000282893-0j 0.000285709-0j 2.29201e-06-0j 0.00148013-0j -2.31483e-06-0j -0.000304934-0j -0.00149486-0j 0.000307969-0j -3.53617e-05-0j 0.00689505-0j 0.000422579-0j 3.57136e-05-0j -3.11222e-05-0j -0.00696369-0j -0.000426785-0j 3.1432e-05-0j -0.0284228-0j -2.08371e-06-0j 0.0287057-0j -0.0103364-0j 2.10445e-06-0j 4.31293e-05-0j 0.0104393-0j 9.37755e-06-0j -4.35586e-05-0j -9.47089e-06-0j 6.22422e-07-0j -6.28618e-07-0j 
-1.79746e-07-0j 6.97641e-06-0j -2.36836e-08-0j -0.000157866-0j 7.12027e-07-0j 0.00231055-0j 0.451519-0j -2.34498e-09-0j 8.91759e-08-0j -2.93123e-10-0j -1.95415e-10-0j -1.95384e-06-0j 1.175e-08-0j -1.72724e-11-0j 2.69613e-05-0j -1.99413e-07-0j -0.000225425-0j 0.0024092-0j -1.07177e-07-0j 1.05205e-07-0j 4.01876e-06-0j -3.94481e-06-0j -1.29428e-08-0j -8.62718e-05-0j 1.27047e-08-0j -1.18151e-08-0j 8.46844e-05-0j 1.15977e-08-0j 5.02344e-07-0j 3.34896e-07-0j 0.00115267-0j -4.93101e-07-0j -1.20588e-09-0j -3.28734e-07-0j -0.00113146-0j 1.18369e-09-0j -1.13673e-05-0j 2.96009e-08-0j 1.11582e-05-0j -0.00908637-0j -2.90563e-08-0j 0.000117644-0j 0.00891919-0j 0.0325121-0j -0.000115479-0j -0.0319139-0j 0.0231138-0j -0.0226885-0j 
-6.1653e-05-0j -0.0921887-0j -8.12349e-06-0j 0.000112099-0j 4.80327e-05-0j 1.72215e-05-0j 1.31372e-06-0j 0.000222011-0j -0.00166047-0j -0.00543613-0j 1.8501e-05-0j 0.0750154-0j -0.000218786-0j 1.63527e-06-0j -5.54673e-05-0j -3.9085e-05-0j -6.54823e-06-0j -3.66692e-07-0j -3.67616e-05-0j -0.000392859-0j 0.000271102-0j 0.00289717-0j -4.43939e-06-0j 6.12609e-05-0j -4.74422e-05-0j 0.000793848-0j 0.000654674-0j 0.00848358-0j -0.00663815-0j 2.25918e-05-0j -0.00168293-0j -0.0709395-0j -4.13616e-07-0j 0.000241431-0j -0.0179848-0j -4.42017e-06-0j 8.07184e-06-0j 1.99685e-06-0j 8.62609e-05-0j 9.5625e-07-0j 2.13397e-05-0j 8.76849e-07-0j 1.02191e-05-0j 9.45961e-08-0j 9.37057e-06-0j 1.01092e-06-0j 4.17625e-09-0j 4.46301e-08-0j 
3.2154e-06-0j -7.46712e-05-0j -4.07626e-05-0j 0.000838379-0j 0.00147413-0j 0.38108-0j -0.00188656-0j 2.94709e-06-0j -6.70574e-05-0j -3.54439e-05-0j 2.45591e-07-0j 0.000728987-0j 0.000850107-0j -6.30906e-06-0j -0.00324699-0j -0.0143914-0j 0.114057-0j -0.0002244-0j -1.88648e-06-0j 1.93711e-06-0j 4.23243e-05-0j -4.346e-05-0j 2.19189e-05-0j -0.000450814-0j -2.25071e-05-0j -2.07965e-07-0j 0.000462912-0j 2.13546e-07-0j -0.000509023-0j 3.52702e-06-0j 0.00194422-0j 0.000522683-0j 4.10558e-06-0j -3.62167e-06-0j -0.00199639-0j -4.21575e-06-0j 0.00571511-0j -9.06069e-05-0j -0.00586848-0j 0.000669221-0j 9.30383e-05-0j -0.0383821-0j -0.000687179-0j -0.0128604-0j 0.0394121-0j 0.0132055-0j 1.48588e-05-0j -1.52575e-05-0j 
2.75663e-05-0j -0.000425299-0j -0.000529354-0j -0.341844-0j -4.34069e-05-0j 0.000733582-0j 0.000112785-0j 3.59632e-07-0j -5.43637e-06-0j 4.4954e-08-0j -8.76544e-06-0j 2.90302e-05-0j 0.000104394-0j 2.64894e-09-0j -0.00124753-0j 2.96288e-06-0j 1.52381e-06-0j 1.42765e-07-0j -4.87833e-05-0j -1.61344e-05-0j 0.000727118-0j 0.000240485-0j -5.89114e-06-0j -0.00380435-0j -1.94842e-06-0j 0.000783769-0j -0.00125824-0j 0.000259221-0j 9.08898e-05-0j -0.0177223-0j -0.00108615-0j 3.00606e-05-0j 7.99931e-05-0j -0.00586142-0j -0.00035923-0j 2.64567e-05-0j 0.0730548-0j 5.35573e-06-0j 0.0241619-0j 0.0265676-0j 1.77134e-06-0j -0.000110855-0j 0.00878688-0j -2.4103e-05-0j -3.66638e-05-0j -7.97177e-06-0j -1.59981e-06-0j -5.29115e-07-0j 
2.75663e-05-0j -0.000210425-0j -0.000702565-0j -5.01219e-05-0j -0.397598-0j 0.00148941-0j -5.87393e-07-0j -2.45467e-05-0j 0.00018359-0j 0.000593503-0j -2.04556e-06-0j 4.23413e-05-0j -0.00467904-0j -0.0101469-0j 6.13275e-06-0j 0.080004-0j -0.000140043-0j 4.05434e-08-0j 1.64369e-05-0j -1.66005e-05-0j -0.000121215-0j 0.000122422-0j -0.000383943-0j -2.7391e-05-0j 0.000387765-0j 1.812e-06-0j 2.76637e-05-0j -1.83003e-06-0j 0.0029308-0j -1.01013e-05-0j -3.84136e-06-0j -0.00295997-0j 0.00342377-0j 1.02018e-05-0j 3.87959e-06-0j -0.00345785-0j 0.000698098-0j -0.0501068-0j -0.000705046-0j -4.27559e-07-0j 0.0506055-0j -0.00725825-0j 4.31815e-07-0j 8.1812e-06-0j 0.0073305-0j -8.26263e-06-0j -1.86729e-09-0j 1.88587e-09-0j 
0.000157555-0j 2.54253e-05-0j 0.291096-0j -0.000436695-0j -0.000501937-0j -2.9424e-05-0j 1.39586e-08-0j -0.000282648-0j -4.46906e-05-0j 0.00339934-0j 0.00688908-0j -5.09959e-06-0j -0.0825699-0j 0.000605087-0j 7.15159e-05-0j 0.000100674-0j 4.17308e-06-0j -1.61641e-09-0j -9.24376e-05-0j 8.69272e-05-0j -1.44112e-05-0j 1.35522e-05-0j 0.00107403-0j -1.61123e-06-0j -0.00101-0j 0.00148513-0j 1.51518e-06-0j -0.0013966-0j 0.00017332-0j 0.00035125-0j -1.50117e-07-0j -0.000162988-0j -0.029319-0j -0.000330312-0j 1.41168e-07-0j 0.0275712-0j -0.00297689-0j 3.08513e-05-0j 0.00279943-0j 1.82317e-06-0j -2.90122e-05-0j 2.96356e-06-0j -1.71449e-06-0j 9.5154e-08-0j -2.7869e-06-0j -8.94817e-08-0j -3.11501e-11-0j 2.92931e-11-0j 
2.38731e-05-0j -0.000182233-0j -0.000608439-0j -4.34069e-05-0j -0.34433-0j 0.00128987-0j -5.08697e-07-0j 3.1145e-07-0j -2.3294e-06-0j -7.5304e-06-0j 2.59542e-08-0j -5.37229e-07-0j 5.93679e-05-0j 0.000128744-0j -7.78127e-08-0j -0.00101509-0j 1.77688e-06-0j -5.14417e-10-0j -4.22476e-05-0j -1.39728e-05-0j 0.000311558-0j 0.000103044-0j 0.000986846-0j 7.04029e-05-0j 0.000326387-0j -4.65736e-06-0j 2.32849e-05-0j -1.54036e-06-0j -0.00753301-0j 2.59632e-05-0j 9.87341e-06-0j -0.00249144-0j -0.00880009-0j 8.58699e-06-0j 3.2655e-06-0j -0.00291051-0j -0.00179432-0j 0.128789-0j -0.000593446-0j 1.09895e-06-0j 0.0425953-0j 0.0186558-0j 3.63464e-07-0j -2.10281e-05-0j 0.00617017-0j -6.95476e-06-0j 4.79947e-09-0j 1.58736e-09-0j 
-1.46762e-07-0j 5.69622e-06-0j -1.93376e-08-0j -0.000128897-0j 5.81368e-07-0j 0.00188656-0j 0.368664-0j -1.34515e-07-0j 5.11541e-06-0j -1.68144e-08-0j -1.12096e-08-0j -0.000112078-0j 6.74014e-07-0j -9.908e-10-0j 0.00154658-0j -1.1439e-05-0j -0.0129311-0j 0.138199-0j 8.61057e-08-0j -8.84163e-08-0j -3.22866e-06-0j 3.3153e-06-0j 1.03983e-08-0j 6.93107e-05-0j -1.06773e-08-0j 9.49226e-09-0j -7.11706e-05-0j -9.74699e-09-0j -4.03583e-07-0j -2.69055e-07-0j -0.000926055-0j 4.14413e-07-0j 9.688e-10-0j 2.76275e-07-0j 0.000950905-0j -9.94798e-10-0j 9.13249e-06-0j -2.37814e-08-0j -9.37755e-06-0j 0.00729998-0j 2.44195e-08-0j -9.45151e-05-0j -0.00749588-0j -0.0261202-0j 9.70514e-05-0j 0.0268211-0j -0.0185696-0j 0.0190679-0j 
-5.03394e-05-0j -8.12349e-06-0j -0.0930067-0j 0.000139526-0j 0.000160371-0j 9.40111e-06-0j -4.45985e-09-0j 0.000181272-0j 2.86616e-05-0j -0.00218011-0j -0.0044182-0j 3.27054e-06-0j 0.0529548-0j -0.000388063-0j -4.58655e-05-0j -6.45658e-05-0j -2.67633e-06-0j 1.03666e-09-0j -3.00158e-05-0j -0.000320768-0j -4.67953e-06-0j -5.00085e-05-0j 0.000348751-0j -5.23187e-07-0j 0.00372698-0j 0.000482243-0j -5.59112e-06-0j 0.00515356-0j 5.62795e-05-0j 0.000114056-0j -4.87451e-08-0j 0.000601439-0j -0.00952028-0j 0.00121887-0j -5.20921e-07-0j -0.10174-0j -0.000966636-0j 1.00178e-05-0j -0.0103301-0j 5.92009e-07-0j 0.000107057-0j 9.62309e-07-0j 6.32659e-06-0j 3.08978e-08-0j 1.02839e-05-0j 3.30194e-07-0j -1.01148e-11-0j -1.08094e-10-0j 
-3.24872e-06-0j 7.5445e-05-0j 4.1185e-05-0j -0.000847067-0j -0.00148941-0j -0.385029-0j 0.00190611-0j 2.89286e-06-0j -6.58236e-05-0j -3.47917e-05-0j 2.41072e-07-0j 0.000715574-0j 0.000834465-0j -6.19298e-06-0j -0.00318725-0j -0.0141266-0j 0.111958-0j -0.000220271-0j -1.93711e-06-0j 1.95639e-06-0j 4.346e-05-0j -4.38926e-05-0j 2.25071e-05-0j -0.000462912-0j -2.27311e-05-0j -2.13546e-07-0j 0.00046752-0j 2.15671e-07-0j -0.000522683-0j 3.62167e-06-0j 0.00199639-0j 0.000527885-0j 4.21575e-06-0j -3.65772e-06-0j -0.00201626-0j -4.25771e-06-0j 0.00586848-0j -9.30383e-05-0j -0.00592689-0j 0.000687179-0j 9.39644e-05-0j -0.0394121-0j -0.000694019-0j -0.0132055-0j 0.0398043-0j 0.0133369-0j 1.52575e-05-0j -1.54093e-05-0j 
-2.2741e-05-0j 0.000350853-0j 0.000436695-0j 0.282007-0j 3.58088e-05-0j -0.000605174-0j -9.30428e-05-0j 4.07967e-05-0j -0.000616704-0j 5.09959e-06-0j -0.000994353-0j 0.00329319-0j 0.0118425-0j 3.00496e-07-0j -0.14152-0j 0.00033611-0j 0.000172862-0j 1.61953e-05-0j 1.33422e-05-0j -1.25469e-05-0j -0.000198867-0j 0.000187012-0j 1.61123e-06-0j 0.00104049-0j -1.51518e-06-0j -0.000214361-0j -0.000978464-0j 0.000201582-0j -2.48583e-05-0j 0.00484705-0j 0.000297062-0j 2.33765e-05-0j -2.18781e-05-0j -0.0045581-0j -0.000279354-0j 2.05739e-05-0j -0.0199805-0j -1.46479e-06-0j 0.0187894-0j -0.00726622-0j 1.37747e-06-0j 3.03188e-05-0j 0.00683307-0j 6.59218e-06-0j -2.85114e-05-0j -6.1992e-06-0j 4.37547e-07-0j -4.11464e-07-0j 
-2.81347e-06-0j 6.53373e-05-0j 3.56673e-05-0j -0.000733582-0j -0.00128987-0j -0.333445-0j 0.00165074-0j -3.67048e-08-0j 8.35173e-07-0j 4.41439e-07-0j -3.05873e-09-0j -9.07924e-06-0j -1.05877e-05-0j 7.85769e-08-0j 4.044e-05-0j 0.000179239-0j -0.00142053-0j 2.79481e-06-0j 4.97893e-06-0j 1.64672e-06-0j -0.000111705-0j -3.69449e-05-0j -5.78499e-05-0j 0.00118982-0j -1.91331e-05-0j 5.48875e-07-0j 0.000393517-0j 1.81533e-07-0j 0.00134345-0j -9.30874e-06-0j -0.00513131-0j 0.000444328-0j -1.08357e-05-0j -3.07875e-06-0j -0.00169711-0j -3.58377e-06-0j -0.0150837-0j 0.000239136-0j -0.00498874-0j -0.00176625-0j 7.9091e-05-0j 0.1013-0j -0.000584165-0j 0.033942-0j 0.0335038-0j 0.0112259-0j -3.92162e-05-0j -1.29702e-05-0j 
-1.96943e-05-0j 0.000150335-0j 0.000501937-0j 3.58088e-05-0j 0.284058-0j -0.00106409-0j 4.19654e-07-0j 3.5331e-05-0j -0.000264247-0j -0.000854251-0j 2.94425e-06-0j -6.09434e-05-0j 0.0067347-0j 0.0146048-0j -8.82709e-06-0j -0.115153-0j 0.000201569-0j -5.83556e-08-0j 1.15547e-05-0j -1.08659e-05-0j -8.52111e-05-0j 8.01315e-05-0j -0.000269902-0j -1.92552e-05-0j 0.000253813-0j 1.27379e-06-0j 1.81073e-05-0j -1.19785e-06-0j 0.00206028-0j -7.10092e-06-0j -2.70038e-06-0j -0.00193746-0j 0.00240682-0j 6.67762e-06-0j 2.5394e-06-0j -0.00226335-0j 0.000490745-0j -0.0352238-0j -0.00046149-0j -3.00563e-07-0j 0.033124-0j -0.00510236-0j 2.82646e-07-0j 5.75117e-06-0j 0.0047982-0j -5.40833e-06-0j -1.31265e-09-0j 1.2344e-09-0j 
7.26587e-06-0j -0.000112099-0j -0.000139526-0j -0.0901025-0j -1.14411e-05-0j 0.000193356-0j 2.97276e-05-0j -2.61643e-05-0j 0.000395512-0j -3.27054e-06-0j 0.000637712-0j -0.00211203-0j -0.007595-0j -1.92718e-07-0j 0.0907618-0j -0.000215558-0j -0.000110862-0j -1.03866e-05-0j 4.3324e-06-0j 4.62988e-05-0j -6.45747e-05-0j -0.000690087-0j 5.23187e-07-0j 0.000337861-0j 5.59112e-06-0j -6.96058e-05-0j 0.0036106-0j -0.000743853-0j -8.07184e-06-0j 0.0015739-0j 9.64601e-05-0j -8.62609e-05-0j -7.10411e-06-0j 0.0168197-0j 0.00103083-0j -7.59191e-05-0j -0.00648793-0j -4.75638e-07-0j -0.0693342-0j -0.00235944-0j -5.08297e-06-0j 9.84491e-06-0j -0.0252145-0j 2.14057e-06-0j 0.000105209-0j 2.28755e-05-0j 1.42077e-07-0j 1.51833e-06-0j 
