0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
0.000672597+0.000883653j -0.000570767-0.000283194j -0.000659869+0.000203719j -0.00308707-0.00232825j -0.00241185-0.000453478j 0.000643145+0.00169328j 0.00123477+0.0021607j 0.002154+0.00139854j -0.0019324-0.00223308j -0.00322107-0.00195035j 0.00267225+0.000112953j -0.000622958+0.00180618j -0.00323235-0.0042911j -0.00161403+0.00135201j -0.00194949-0.000943914j -0.00315572-0.00429382j -6.19125e-05+0.00500015j -0.00013493+0.00503653j 0.00164926-0.00330613j -0.00280647-0.000887281j -0.00497489-0.000433178j -0.00190184-0.00659544j -0.00356695-0.000789214j 0.00421495+0.00452176j -0.00259414-0.0038518j 0.00418118+0.00653227j 0.00550956+0.00354799j 0.000862128-0.00306461j 0.00164125+0.00339551j -0.00528206-0.00468299j 0.00412271+0.00463581j 0.0011355+0.00194212j -0.000435931+5.12879e-05j 0.00349293-0.00490131j -0.00542597-0.00265933j -0.0108473-0.00296325j -0.000786733+0.00664164j -0.00282321-0.00314855j -0.00493107+0.000319509j -0.00363822-0.00338493j -0.00224222-0.000322173j 0.00151189-0.000858467j -0.00121516+0.0041877j 0.00228185+0.000213574j 0.00925563+0.00898516j -0.00676768-0.0047272j -0.00989097-0.00323624j 0.00230948-0.00281108j -0.0016292+0.00232743j 0.00391345+0.00435603j -0.00298112+0.00577824j -0.000162352+0.00675733j 0.00355523+0.00313018j 0.00201059+0.00793064j 0.0090218+0.00863009j 0.00525753-0.000683104j 0.00258815-0.00466302j 0.000309089+0.00300609j -0.00180215-0.000983096j 0.00230051+0.00516642j 0.00032374+0.00775727j 0.00135012+0.00411836j -0.00574252-0.00516681j -0.00019427+0.00136664j -0.00283384+0.00148425j -0.00817477-0.00511493j -0.00261237+0.00492081j -0.00393774+0.00423472j 1.96866e-05-0.0184177j -0.00766421-0.00665902j 0.003722-0.00354099j -0.00283456+0.00755903j -0.0023815+0.00664478j 0.00343833-0.00106718j -0.000736783+0.00334795j 0.00268005-0.00580281j -0.00124027-0.00474777j 
0.00293159+0.000800153j 0.00244818-0.00103516j 2.40258e-05-0.000572499j -0.000822157-0.00120903j 0.000546406+0.00119888j 0.00265366+0.00408372j 0.0011211+0.00155962j 0.00320929+0.00020721j 0.000713433-0.00210402j 0.00219688+0.000263247j -0.000406325-0.000328152j 0.003946+0.00327168j -0.00396785-0.00294327j 0.000281832+0.00100949j 0.000795143+0.00343827j 0.00287374-0.00491118j -0.000110809+0.00230547j 0.00216119+0.00591152j 0.000681043+0.000278417j 0.00227745-0.00128274j 0.000256326-0.0060125j -0.00314036-0.000367418j 0.00393247+0.00109031j -0.00733067+0.00435643j -0.000996324+0.00123149j 0.00556679+0.00413045j -0.000423123+0.00462357j -0.000598458+0.0002295j 0.00618928+0.00498944j 0.00347717-0.0010608j 0.00346944+0.0025035j -0.00116585-0.000451955j -0.00116519-0.00716798j -0.00540775+0.0011014j 0.00312571-0.00528347j 0.00490696-0.0110143j 0.00689798-0.00432505j 0.00337081-0.00916397j 0.00342029-0.00135547j 0.00786726+0.00777463j 0.00618725+0.00817602j -0.000444985-0.00387413j 0.00737364+0.00373751j -0.00713032-0.00122061j -0.00321681+0.00965125j -0.00186647-0.00896017j 0.000648999-0.000135349j 0.00137582+0.00199703j -0.00596461+0.00642484j 0.00475238+0.0124536j 0.00561697+0.00222217j 0.00481062-0.0076043j 0.00449299+0.00334066j 0.00461334+0.0086323j 0.00560034+0.0072836j -0.0134935+0.00128533j -0.00902111-0.00373867j -0.00323858+0.00325328j -0.00919835+0.00532301j -0.00610208-0.00435908j 0.00296842-0.00377713j -0.00337765-0.00346387j 0.0118639-0.00472064j -0.00338654+0.00393862j -0.00412414-0.00497662j -0.00313737-0.00165894j -0.00395806-0.000378837j 0.00349375+0.0101737j -0.000799109-0.0076535j 0.00109505+0.0010497j -0.00603466+0.00436017j -0.000742874-0.00267263j 0.0029667+0.00489021j -0.00505011+0.000210558j 0.00303702-0.002138j 0.002714-0.00591363j 0.000422445-0.00459783j 
-0.00108083-0.000216801j 0.00148326+0.00122544j -0.00266685+5.25487e-05j -0.00133259-0.00328838j -0.00158722-0.0020852j 0.00298428-0.005607j -0.00031559+0.000172546j -0.00142823+0.0018887j -0.00142486+0.00289937j -0.00165271-0.00205582j 0.00186473+0.00159165j 0.000559652-0.00283698j -0.000238676-0.00108916j -0.000512847-0.00353672j 0.00200325-0.00225057j -0.00187283+0.00456869j 0.000751747-0.00235055j 0.00813953-0.0013736j -0.000276866-0.0022862j 0.000543916-0.00488488j -0.00170005+0.00441759j -0.000594998+0.000288394j 0.00602785-0.000251167j 0.0045924-0.00130376j -0.000563137-0.00417301j 0.00743926-0.00143437j 0.00316523+0.00162273j -0.00181362-0.00497003j 0.000311099-0.00195084j -0.000706254+0.000264049j 0.00127938-0.0010324j 0.00288997+0.00437524j -0.00199119+0.00210596j -0.000307842-0.00309786j -0.000935253+0.00675025j -0.00727688+0.00210333j -0.00323886+0.0160735j -0.00405686-0.00459537j -0.00885697+0.00404161j 0.00761683-0.00342271j 0.00404401-0.000504622j -0.00331258+0.00323236j 0.000572064-0.00478699j 0.00730675-0.00335476j 0.00302379-0.0121558j -0.00301771+0.00247503j -0.00788001-0.00216408j 5.90199e-05-0.00254867j 0.013652-0.0071729j 0.00953679+0.00523482j 0.0024726-0.00863122j -0.0164342+3.39808e-05j -0.00310126-0.005214j -0.00340849-0.00997177j 0.00303799+5.47999e-05j 0.00182705-0.0045089j 0.00469553+0.00690197j 0.0053504+0.00351126j 0.0062852-0.00671666j -0.00109198-0.00889411j -0.012148+0.00318138j -0.00239635-0.00118495j -0.00169772-0.00389419j 0.0117983+0.00398701j 0.00511526+0.00153812j -0.00366134-0.00105978j 0.00777488-0.00171679j -0.00322609+0.00221803j 0.0054009-0.00130565j -0.00118477-0.00231683j 0.00659804+0.000351527j 0.000969907-0.00291814j -0.00465855+0.00152992j 0.00874371+0.000555956j -0.0072037+0.00240793j 0.00267836-0.000740102j 0.000293319-0.000221944j 
0.00131093+0.00150917j 0.00142876-0.00551369j -0.00168504+0.00366083j -0.00117294+0.00430428j 0.000528059-0.000682816j 0.000194336+0.00263689j 0.00176807-0.00222368j 0.00207101-0.00531917j 0.000160461-0.00258204j 0.000780358+0.0029001j 0.00119185-0.00420248j -0.0035437+0.00638333j 0.000453836+0.00224003j -0.00147101+0.00269723j 0.00342761+0.000530421j 0.00166654-0.00685901j 0.00125879+0.00301301j 0.00435288-0.00424225j 0.000245029+0.000332471j 0.00121368-0.000143406j -0.00317248-0.000376757j 0.00351805-0.00732091j 0.000244237-0.00233133j -0.00123535-0.00348447j 0.00305674+0.00379532j -0.000703089-0.00749527j -0.0041433-0.000243086j -0.00256692+0.000112624j -0.00795212+0.00119237j 0.00305992+0.0020279j -0.00375385+0.00243565j -0.000933104-0.00237087j 0.0061354-0.00941987j 0.00720156+0.00211805j -0.000989648-0.00946396j 0.00185523+0.0015925j -0.00216615-0.00111147j 0.000122749+0.00123828j -0.00466885+0.0012722j 0.00366025+0.00137382j 0.00553277-0.00391809j -0.00721207+0.00768602j -0.00756067+0.0187658j 0.00270681+0.00290475j 0.00732024+0.00101435j 0.00442098-0.00616372j 0.0058361+0.00332201j 0.00493259+0.00173073j 0.013988-0.00250272j 0.0124676-0.00444889j 0.00601586-0.0065893j -0.0210019+0.014189j -0.00533763+0.00487342j 0.00143343+0.00944985j 0.00392849-0.0054127j 0.00811984+0.00735832j 0.0120126-0.00707361j 0.010952-0.00427958j -0.00210566+0.00215136j 0.00368038+0.00561873j -0.0115101-0.00576002j 0.0077579-0.00229514j -0.00567318+0.00144306j 0.0090678+0.00283034j 0.0069943+0.00195327j -0.00153954+0.00147605j -0.00284583+0.00496745j -0.00150591-0.0023189j -0.00406477+0.00591722j -0.00256393-0.00197088j 0.00492019+0.004624j -0.00310383+0.00065877j 0.0052942-0.00413956j -0.00663879+0.000368945j 0.00548397-0.00146275j -0.00587009-0.000896342j 0.00326143-0.000569551j 
0.00197477+0.00196292j -0.00160765-0.000239099j 0.00257909+0.000128702j 0.00427262-0.00288127j 0.00248773-0.00222485j 9.69734e-05+0.00577618j -0.0015004-0.00312964j -0.00468067+0.00315252j -0.00271735-0.000727388j 0.000143111+0.00317811j 0.00352011-0.00271683j 0.00191585+0.00433076j -0.000925572+0.00274605j -0.00137066-0.00372333j -0.00549126+0.00807364j 0.00023044-0.000702812j 0.00288834+0.00507011j -0.000596761+0.00535131j -0.00034021+0.000698778j 0.00643357-0.00317201j 0.00194278+0.000742704j -0.0060417-0.00185962j 0.00174146+0.00594615j 0.00356212-0.00849506j -0.00228266+0.00483629j 0.00798105-0.00385924j 0.001512+0.00226283j 0.00309605+4.05546e-05j -0.00389917+0.00415884j -0.000554106+0.00633039j 0.00783069-0.00194644j 0.00420281+0.00118022j 0.00395643-0.0111869j -0.00128547-0.00350534j -0.00648775+0.000753489j 0.00396335+0.00814987j 0.00138781+0.000555132j 0.00188443+0.000652356j 0.000781052-0.00731866j -0.00774313+0.0141285j -0.0110177+0.00644896j -0.00905754-0.00433961j -0.00578036+0.017947j 0.00495733-0.00148571j 2.80921e-05-0.000119903j -0.00567986-0.00378728j 0.00301585+0.00126227j 0.00208974-0.0016528j -0.00413303+0.00628267j -0.00908321+0.00761037j 0.00517464+0.00430463j 8.5948e-05+0.00255116j -0.00704205+0.00258381j -0.0148877+0.0024327j -0.000989182-0.0056851j 0.00517621-0.00716476j -7.3635e-05-0.00213334j 0.00271277-0.00335719j 0.00583215+0.00481766j 0.000208453-0.00828039j 0.0133319-0.00145052j 0.0110065-0.00981338j -0.00475257+0.00725826j -0.00652501+0.00314308j 0.0165885+0.00279752j -0.00917834-0.00806206j 0.000821611+0.00545557j -0.00464193+2.61277e-05j -0.00751997+0.0067789j -0.00153579-0.00311113j -0.00769186-0.00324847j 0.00872515-0.00222595j 0.00628826-0.000151436j -0.000325057+0.00173652j 0.0050293-0.000661707j -3.90364e-05+0.00355432j 0.00533483-0.00192448j 
0.000214159-0.00170526j -0.00301696-0.000825706j 0.00164003+0.00141803j -7.51108e-05-0.00048542j -0.00171792-0.000617851j 0.00315894+0.000462637j -0.00163491-0.000873003j 0.00163549+0.000266005j -0.00444023-0.00413518j 3.06258e-05-0.00092874j -0.000735194+0.0007549j 0.00276462-0.000737275j 0.000902414+0.00202495j -0.0028296-0.0016318j 0.00235762+0.00216159j -0.00157987-0.000147362j 0.00266692+0.00487764j 0.000829122+0.00362937j 0.00307462+0.00208278j -0.00178572-0.00228071j -0.00158951-0.00112859j -0.00271125+0.000756677j 0.00136498-8.05575e-05j 0.00201267+0.00511868j 0.00154959+3.27383e-05j 0.00436274+0.00381172j 0.00488477+0.00538998j 0.00267787-0.00121189j 0.0031596-0.00185724j -0.00171912-0.00402289j 0.0040907+0.00130463j 0.00101999+0.0025348j -0.00783719-0.00118507j 0.00238415+0.00380224j -0.00315721-0.00267873j -0.00363315-0.00962759j -0.00578313-0.00686473j -0.00277586-0.00264924j -0.00234988-0.00709235j 0.00360894-0.000573652j -0.00425101-0.00645729j -0.00857378-0.00449777j 0.00750345-0.00412606j 0.00452061+0.00944315j -0.00510363-0.00142738j -0.00841786+0.00114115j 0.0010328-0.00211522j 0.00425726-0.000558969j -0.00241889+0.00111395j 0.0026084+0.00106177j -0.00596214+0.00176187j 0.00268936-0.00393704j 0.00537292-0.00238206j -0.00179878-0.0148923j -0.000868194-0.00697663j 0.000995894+0.00660501j -0.000199453+0.00974433j -0.0113304-0.00261102j 0.00688409+0.0154234j -0.00698863-0.00712986j 0.00372656-0.00621822j 0.00129174+0.00203712j -0.0026085-0.00918252j -0.00533594-0.00450017j -0.00374942+0.00606009j -0.000440849-0.00667638j 0.00549722+0.000602794j 0.00366884-0.00265787j 0.000286894+0.0121834j 0.00497995-0.0146611j 0.0042155+0.00105013j -0.000976209-0.00216543j 0.00597869-0.00652888j 0.0026561+0.0030254j -0.0033908+0.00199844j 0.000785115+0.00379026j -0.000545094-0.00713229j 
0.000506689+0.000371454j -0.00152515-0.000501123j 0.00120525+0.000197583j 0.00158174-0.000235274j 0.00183721-0.000992589j -0.000643326+0.00151119j -0.000226278-0.00084627j -0.00145239+0.00123199j 0.00185848+0.000436209j 0.0012676+0.002537j -0.000819922-0.00271804j -0.000860913+0.00102531j 0.00150495+0.00248282j -0.000752207+0.00139964j -0.000534236+0.00236576j -0.00127035-0.000895118j 0.000669591+0.000858557j -0.000369557-0.00239023j -0.00362616+0.00134052j -0.00187376+0.00163995j -0.00183632-0.00151135j 0.00031034-0.000689534j -0.000150928-0.000685089j 0.000399498-0.00241582j 0.00633425+0.0062293j -0.0015158-0.00150186j 0.00159612-0.00271877j -0.00482206-0.000477478j -0.000826863+0.00293574j 0.00131852+0.00428669j -0.00385979-0.00516774j -0.000312647-0.00244864j -0.00822137-0.00716282j 0.000228608-0.000909339j 0.00619985-0.00108027j -0.00241203+0.000654733j 0.00834073+0.00120618j -0.0104709-0.000981906j 0.00494766+0.000654899j -0.00331625+0.000251861j -0.00121755-0.00249026j -0.00913455+0.00101098j -0.0172053-0.00104218j -0.00668082-0.00192295j -0.0106179-0.00909017j 0.00538371+0.00223867j 0.00049169+0.00206505j -0.00682631-0.00526423j -0.0130632-0.00569497j 0.00937224+0.00600632j -0.000733611-0.00329565j -0.00608847+0.000820646j -0.0138031-0.00601123j -0.000844365+0.00401702j 0.00388953+0.00299602j 0.00399173+0.00546949j 0.00482863-3.8923e-05j 0.00686091-0.00238901j -0.000149067+0.003064j 0.000469017-0.00896141j -0.000125455-0.00843245j -0.000696193-0.000942187j -3.61421e-05-0.00223459j 0.0020998+0.00474879j 0.00422961+0.000301442j -0.00412864+0.00476633j -0.00475063-0.00017258j 0.00246197-0.00604701j -0.00389837-0.00104706j -0.00146452+0.00414729j -0.00302278+0.00180015j -0.00126301+0.0017769j 0.000864582-0.00264625j -0.00161791+0.000914403j 0.00278155-0.00274213j -0.00158495+0.0015454j 0.00124575+0.00102414j 
0.00117156-0.00141604j -0.00201648+0.00101584j 0.00160298-0.000413688j 0.000401917+0.00173234j 0.000410952+0.00568299j 0.00102759+0.00045389j 0.000657889+0.00166954j -0.00408043+0.00139285j -0.00116801-0.000206972j -0.000829108+0.000592062j 0.00140011-0.00383368j 0.00519132-0.00439069j -0.00186875+0.00176098j 0.00067013+0.000862715j 1.01148e-05+0.00129315j -0.00240808-0.000574372j -0.000752543+0.00247285j 0.0074683-0.0075173j -0.00381363+0.00617853j 0.00196144-0.00358628j -0.000464443+0.000643708j -0.00258964+0.000183292j 0.00726432-0.00724585j 0.00346061+0.00330578j -0.00187278+0.00241511j 0.0064052-0.00422488j 0.00313901-0.00201758j 0.00114542-0.000232273j 0.000770302-0.00255632j 0.00290165-0.00137316j 0.00725806-0.00312557j -0.000100854+0.00137456j -0.00186556-9.7965e-05j -0.000362707+0.0123378j -0.00419482-0.00215717j -0.004527-0.0026466j 0.00795656-0.00639819j -0.0112871+0.00910262j 0.001436-0.000824972j 0.00771305-0.00744033j 0.00718758-0.010228j -0.00371468+0.00412382j -4.79855e-05-0.000437567j -0.00195761-0.00661564j -0.00402847+0.0149881j -0.0118376+0.00248185j 0.0083103+0.00341222j 0.00221025-0.000276717j -0.00140157+0.00209603j 0.00629503-0.0109207j -0.0033097+0.00114341j -0.0136204+0.00752191j -0.0111269+0.00811628j -0.0181802+0.00623023j 0.00231897+0.00421724j -0.00115925+0.00734325j 0.000505431+0.000185278j 0.0051726+0.00211676j 0.00087045+0.00708168j -0.0172+0.0064154j 0.000883348+0.00391566j -0.00923924-0.000935924j -0.0011289-0.00125359j 0.00169699-0.000924152j 0.0083695+0.00260617j -0.0033271-1.08357e-05j -0.00930708-0.000662815j 0.0159876-0.000662383j 0.00551836-0.0034968j 0.00192859-0.0022438j -0.00247367+0.000854075j -0.00687616-0.00044605j 0.0063214-0.000382211j -0.00292625+0.00254964j -0.000710138-0.00229878j -0.00139829+0.000436535j -0.00247012+0.000679067j 
-0.000141601-0.000803728j -0.00138801-0.000836483j 0.00201774+0.00197012j 0.000304001+0.00118728j -0.000127658-0.000476206j -0.00230673-0.00219165j -0.00121879-0.00226549j 0.00153459+0.00293337j -0.000841485-0.00192849j -0.000172811+0.00155012j -0.00161247-0.00277037j -0.000585158-0.00170399j 0.000255436+0.000555408j -0.00219316-0.000472656j 4.77591e-05-0.00198395j 0.000875408+0.00208887j -9.88523e-05-0.000374111j -0.0048482-0.00870459j 0.000870348+0.0030983j -0.00305078-0.0037741j 0.00455407+0.0023833j -0.00530924-0.00401726j -0.00347086-0.00559309j -0.00123481-0.00548414j -0.000729273-1.95673e-06j -0.0019819-0.00534824j 0.00313529-0.000593532j -0.00238199+0.00127861j 0.000610971+0.00770071j 0.00146628-0.00389263j 0.00109289+0.000477019j 0.00550952-0.00113003j -0.00499932-0.00418532j 0.000974681-0.00473982j 0.00328065+0.0028622j 0.00542086+0.000468572j 0.012457-0.00344815j -0.000531559+0.0027647j 0.00499774+0.00738283j -0.00779109-0.00656622j -0.00820476-0.00930823j 0.0029989+0.000242786j 0.00381449+0.00325439j -0.0056399-0.00535676j -0.012418-0.00408867j -0.000435245-8.49276e-05j 0.00262121-0.00127559j -0.000338121-0.0014671j -0.0124842-0.0170544j -0.00148816-0.0106225j -0.00917121-0.0039928j 0.0126686+0.0211433j 0.00225326+0.00818596j -0.00270515+0.000743645j -0.00341431-0.00465655j -0.00227868-0.00287785j -0.000193534-0.00526056j -0.00452804-0.0127879j -0.00253145+0.00133878j -0.00422201-0.00364947j 0.00832671+0.0133635j 0.00041883+0.00132956j 0.000272168+0.000837732j -0.000956026-0.0139531j -0.00133878-0.00847064j -3.17371e-05+0.00336384j 0.00303602-0.00175187j 0.00291326-0.00036452j -0.00152991+4.9434e-05j 0.000567901-0.00342598j 0.00224601-0.00639027j 0.000481278+0.00116234j 0.00327309-0.00222865j 0.00194637-0.00345927j 0.000327581+0.00479414j -0.000512346+0.00290274j 0.000344212-0.00305573j 
0.000126291+0.00151054j 0.00134122+0.00178284j 0.000344619-0.00211902j 0.000307514-0.00299724j 5.22802e-05-0.000812861j -0.000958321+0.00143586j -0.00155878+0.00179116j 0.00196461+0.00108043j 0.0013493-0.000376924j -7.67099e-06-0.00191392j 0.00058727+0.00387942j -0.00111048+0.000834817j -0.000795967-0.00214888j -0.000501528-0.000147131j -0.00200687+0.00112167j 0.00484622+0.00304318j -0.000789029-4.20436e-05j -0.00359478+0.00215745j 0.00130531+0.00121292j 0.000605254+0.0048482j -0.00163865+0.00338039j 0.00160898+0.00120714j -0.00176082+0.000380981j -0.000876149+0.00108881j 0.000823414-0.0094947j 0.00481413+0.00427925j -0.000162978-0.00527406j -0.00143381+0.00674824j 0.00346548-0.00696386j -0.00158997+0.0011587j -0.00269245+0.00391999j -0.00155113+0.00313285j -0.00211446+0.0193641j -0.00361342-0.00187434j 0.00482088-0.00998218j -0.00480227+0.00992302j 0.00619076-0.00524585j -0.00698315+0.0141592j 0.00464717-0.00595608j -0.00795724+0.00675407j -0.00728815+0.0060826j 0.000830677+0.00352562j -0.0179115+0.0165428j 0.00190712+0.00958192j -0.0168303+0.0204048j 0.00180002-0.00451158j -0.00486763+0.00520131j -0.00718123+0.00845537j -0.0109099+0.0186524j 0.0112076-0.0111353j -0.00228433+0.006473j -0.00311006+0.00205368j -0.0100304+0.0102573j -0.00814694-0.00485072j 0.00826013-0.00658121j 0.00664966-0.00773218j 0.00257477+0.000268022j -0.00347856+0.00134543j 0.00294916-0.00179741j -0.01539-0.00105445j -0.00495952+0.00256815j 0.00816941+0.00509638j -0.0122608-0.000306965j 0.00373575-0.00521974j -0.000360272+0.00215204j 0.00199737-0.00231615j -0.00247597-0.000928787j -0.008924-0.00182906j -0.00728341-0.00183594j -3.02664e-05-0.0016417j -0.000644152-0.00264342j 0.00434022+8.4403e-05j -0.00326665+0.00332464j 0.00152202-0.00149045j 0.000498018+0.00305335j 0.00357805-0.00197228j 0.000683832-0.000587514j 
0.00229885-0.00167893j -0.00144041-0.00245868j 0.00106915-6.45472e-05j 0.000495558+0.00462485j 0.000340948+0.00162825j -0.00228343+0.00216364j 0.000724377+0.000875153j -0.00120513-0.00893024j 1.67549e-06-0.00519272j 0.00221293-0.0013336j 0.000628007+0.000436358j 0.000855033+0.00388335j -0.0033085-0.00100889j 0.00149213+0.00291437j -0.00588292-0.00308221j -0.000858346-0.00793465j 0.000864066+6.1123e-05j -0.00172704+0.00356169j -0.00238547-0.00380611j 0.00612473+0.00902009j 0.000232785-0.00105259j -0.00316443-0.00930877j -0.00134429+0.00597385j -0.00345096+0.0121078j -0.00120733-0.0023758j -0.00412195+0.0106788j -0.00762128+0.0070162j -0.000941646+0.00660629j -0.00037533+0.00445793j 0.000869759-0.000505682j 0.00108004+0.0116092j -0.0065653+0.00663325j 0.00215201-0.00678764j -0.00299495-0.00430661j -0.0056688-0.00541187j -0.00471731+0.00355027j -0.00250973+0.00452363j -9.19796e-06-0.0086479j 0.00753301+0.00610844j -0.00157905-0.00889971j 0.00197917-0.0128735j 0.00547164-0.00705798j 0.00112495-0.00405135j 0.00457048-0.00463487j 0.00305906-0.00844762j -0.000759596-0.0134237j 0.000519101-0.00118456j 0.00353086-0.00227046j 0.00124449-0.0139073j -0.00252975-0.0113346j -0.00875171-0.00206546j -0.00390577+0.00623711j 0.000475753-0.0130809j 0.00738041-0.0211064j 0.00356435-0.00267824j 0.00945976+0.000628305j 0.000901504-0.0101266j 0.000608143+0.00332424j -0.00612031+0.00507871j 0.0105663-0.00983018j -0.00779841+0.00394048j 0.00695028-0.003603j -0.00625114+0.00445152j 0.00282329-0.00446231j -0.00245006+0.0135143j 0.00990363-0.0051217j -0.000785001+0.00121979j -0.0034664+0.00405649j 0.00155538+0.00154135j -0.000425527-0.00282841j 0.00440407-0.00579924j 0.000815885+0.00589817j -0.0028964+0.00306799j -0.00695873+0.000274632j 0.00647174-0.00276726j -0.00586333+0.00104059j -0.00159834+0.00163991j 
0.00030253+0.00425135j 0.00142698-0.000718946j -0.000299186+0.00285249j -0.00274532+0.00372549j -0.000851712+0.00622419j -0.00224086+0.00448659j 0.000690765-0.00148623j 0.00174131+0.00135249j -0.000584035+0.00504019j 0.000749814-0.00351282j -0.000668558-0.00219454j -0.00312787+0.00107283j -0.00035123-1.81837e-05j -0.00148426+0.000283714j -0.00523842+0.00188572j -0.00126297+0.00992569j 0.00489362-0.00227471j 0.0062907-0.00744319j -0.00304223+0.00596371j -0.00219162-0.00419319j -0.000821968-0.000918956j -0.00655867+0.00647092j 0.00323823-0.00529906j 4.18652e-05-0.00350901j -0.000130738+0.00747457j -0.00620191+0.00720344j 0.00300788+0.00178426j 0.000226561-0.00429219j 0.00320394-0.00690599j -0.00191936-0.00233577j 0.00332669-0.000850591j -0.00102065+0.00588102j -0.00284256+0.00612124j 0.00536699+0.00483035j 0.00703021+0.00690995j -0.00398099+0.00482068j -0.00429438+0.00569108j 0.000528645+0.000505014j 0.00104333+0.00573555j -0.00156441+0.00102394j -0.00892464+0.00159783j -0.00139463+0.000425291j 0.000727114-0.00929595j -0.00421122+0.00301472j -0.00194491-0.00538249j -0.00675649+0.0026102j -0.00627599+0.00299119j 0.000873704-0.00133427j 0.00145611-0.00258442j -0.00988919+0.00813034j -0.00323898+0.00252269j -0.00186039+0.0026801j -0.0044755-0.000589062j -0.0113372+0.00811523j 0.00729869-0.000310908j 0.00315586-0.000434371j -0.00934218+0.00136364j 0.00191567-0.000181535j -0.0071641+0.00156894j 0.0024061+0.00046873j 0.00355523+0.000146824j -0.00237691+0.00697985j 0.0027116-0.00383818j 0.00777975+0.000116143j 0.00765423-0.00439161j -0.00263632-0.00324257j 0.000960817+0.000562762j -0.000183605-0.00377308j 0.00468326-0.00641729j -0.00101227-0.00620569j 0.00211615-0.00193036j 0.0019437+3.74564e-05j 0.00916951+0.00144063j -0.00567257-0.00218652j 0.000682381+0.0040258j 0.000342734-0.00269144j 0.00302701-0.000440954j 
