0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
-0.00411021-0.00123763j 0.000782951+0.000709511j -0.00287058-0.000462707j 0.00412017+0.00323221j 0.00405975-0.000203839j -0.00785383-0.00295867j 0.00540473-0.00142792j -0.00587905+0.00195321j -0.00257153-2.51725e-05j 0.00302794+0.00761705j -0.00284697+0.00418169j 0.00496924-0.000228921j -0.00196874+0.00210076j -0.00835406+0.000501552j 0.0132859-0.0031277j -0.0026423+0.00450548j -0.000740342+0.00247172j -0.0159547+0.00805573j 0.00864632-0.00117641j -0.00763223-0.00303256j -0.0054458-0.00160699j -0.00425387+0.00578499j 0.015761-0.00322082j -0.00242692-0.00684682j -0.00317296-0.00393202j -0.00947568-0.00644517j -0.00530981+0.00193737j -0.00135841+0.00402341j 0.0118418+9.2545e-05j -0.00292457+0.00622385j 0.00552403+1.6331e-05j 0.00369898+0.00278456j 0.00410506-0.0068999j -0.00964376-0.000188434j -0.00133383-0.000457787j -0.0037669-0.00761481j -0.0111569-0.00816106j -0.00643179-0.00346222j -0.00470967-0.00544391j -0.00122091-0.00254476j 0.00962939+0.000692223j -0.0026857+0.00549797j -0.0106959+0.000938203j 0.0124343+0.0028674j 0.000743113+0.00189565j -0.00457336-0.00272995j 0.00117445-0.00378705j -0.00344335-0.000943795j 0.00276789-0.00590803j 0.000963767-0.00824387j 0.00954912+0.00699786j -0.00806286-0.00959646j -0.00880231+0.000149085j 0.00421409+0.00331887j -0.000468742+0.00854341j -0.0045943-0.00553179j 0.00641928+0.00627525j -0.000522657+0.00195986j 0.00634791+0.00206784j 4.23168e-05-0.000700483j 0.00311679+0.00396525j 0.000336828-0.00557444j 0.00403984+0.000797055j -0.00739938-0.00701386j -0.0027339-0.00517199j 0.00165623-0.00576088j 0.00220458+0.00101219j 0.00189157-0.00257049j 0.000197414-0.00123359j 0.00148087+0.00226934j -0.00316156+0.000915335j 0.000465945+0.00340912j -0.00257183-0.00270744j 0.00246283+0.00168675j -0.00175216+0.00126347j 0.000434311+0.00297615j 0.000867294+0.0044173j 
0.00161707+0.00140042j 0.00187868+0.0021002j 0.00358927-0.00462683j -0.00830555-0.00655548j 0.00206759+0.000627836j -0.00193616-0.00310801j 0.0106331+0.00449007j 0.011659-0.00283616j 0.00430778+0.000704517j 0.00769294-0.00299969j 0.00279707-0.0057287j 0.000168198+0.000566954j 0.00105309+0.00411257j -0.00157626-0.00202777j -0.00215603-0.00439698j -0.0070247+0.00068817j 0.015054+0.000323641j 0.0141335-0.000643276j -0.00375578-0.00112653j -0.00284726+0.00518282j -0.000529228-0.00316897j -9.44465e-05+0.00636788j 0.00442776-0.00140153j 0.006788+0.00369108j -0.00224627-0.00123535j -0.00339564+0.00653522j 0.00469859+0.00479467j 0.00483047+0.00316071j -0.00971318-0.0118031j 0.00949051+0.00702906j -0.00470627-0.00187079j 0.00313631+0.00582167j -0.000597207-0.00377997j 0.00413635+0.00562458j 0.000587554+0.000966843j -0.00394623+0.00341539j 0.00311681+0.00387396j 0.00833479-0.0067115j -0.00328531-0.00588604j -0.00331915-0.00594139j -0.00279385-0.00375599j 0.00109102+0.00970862j 7.99258e-05+0.0083523j -0.00621757+0.00321924j -0.000474729-0.00284243j 0.00305255-0.0068997j -0.00726225+0.000279423j -0.00322801+0.00271536j -0.00048328-0.00879101j -0.00440687-0.00982894j -0.00832509-0.00199061j -0.00277363+0.00279677j -0.00142632-0.00195397j -0.00239467+0.00598833j 0.00551864-0.000660908j -0.0024095+7.19185e-05j 0.000493032-0.00257479j -0.00441687+0.00329129j -0.00611422-0.00463133j 0.000203933-0.00288639j -0.000435789-0.00530089j 0.00290387-0.00348715j 0.00421419+0.00177345j 0.000880032-0.00507148j -0.00326223-0.00467481j -0.00184383+0.0037322j -0.00130948+0.00194208j -0.00490003-0.00565646j -0.00439435+0.00280932j 0.00093557-0.00297026j 0.00238378+0.00345029j 0.000418612+0.00321129j 0.000421374+0.00229923j -0.00105093-0.00856008j 0.00378076+0.00390982j 4.03386e-05-0.0073014j -0.00267987-0.000535776j 
-0.000642254+0.000570171j -0.00214326+0.00339211j 0.00631962+0.000245301j -0.00483864-0.00615923j -0.0141516-0.00662082j -0.0109516+0.00563304j 0.00627919+0.000467595j 0.00131386-0.00189425j -0.000236069+0.00225659j -0.00648691-0.00168496j 0.00806133-0.00652777j 0.0102767-0.00321365j -0.00554219+0.00297294j 0.00654298+0.00169257j -0.00141337+0.00590134j -0.015661-0.00287989j 0.0114647+0.00434951j 0.00208665+0.00513574j 0.000966207-0.00512977j -0.00654029-0.00156444j -0.00244682-0.000363251j -0.00366341-0.00765516j 0.0052295+0.000684854j 0.00296441+0.00847058j -0.000155243-0.00238166j 0.00118589+0.00158191j 0.000497843+0.00067284j -0.0106337-0.00481008j -0.00731689+0.00958762j -0.00805472-0.00206403j -0.0088259+0.0029609j 0.000200154+0.00169896j 0.00652064-0.00305274j 0.00397655-0.000215314j 0.0137389+0.000169286j 0.00397296-0.00256736j -0.00198429-0.00570713j -0.000562919+0.00408155j -0.00812789-0.00507489j -0.00395309+0.0032541j 0.00599681-0.000713282j 0.0132502-0.00494902j -0.00429264-0.00441347j -0.00256536-0.00118554j 0.00133883-0.00402269j 0.00270192+0.00698351j -0.00153827+0.00309167j -0.00861016-0.0055375j 0.00193499-0.00135928j -0.00604955-0.00242517j -0.00146778+0.00773503j -0.00209328-0.00590011j -0.00522052-0.00612246j 0.0051492+0.00606764j 0.00242082-7.55157e-05j 0.00373083+0.00297243j 0.00247831+0.00200781j -0.00644027-0.00721706j -0.00273783-0.00174116j -0.000772673-0.000139481j 0.00275227-0.00413853j -0.0109543-0.00011175j 0.00299237+0.00162301j 0.00033383-0.00217809j 0.00420853+0.00295208j 0.00353939+0.00437079j 0.00285328+0.00264173j 0.00365959-0.00144581j -0.00154027+0.00129136j -0.000792621+0.00312578j -0.00733111-0.00657667j 0.00536025-0.0012413j 0.00380682+0.00685271j -0.00113805-0.00775666j 0.00193824+0.00025774j 0.00304688-0.000459172j -0.00185939-0.00165265j 
-0.00118313+0.00216138j -0.00126951+0.000385653j 0.00312272+0.00461234j 0.00872842+0.00681133j 0.00727077+0.0039553j 0.00550176-0.00114591j 0.00893207-0.00310959j 0.00469045-0.00771277j 0.0057417-0.00163872j 0.00745809+0.0034601j 0.00204279-0.00895226j 0.00602886-0.00368204j -0.00465963+0.00216732j 0.000880036+0.00404265j 0.00446945+0.00529469j -0.00296909+0.00855337j 0.00805402-0.00847724j 0.0112512-0.004459j -0.00192714-0.00203096j -0.0068694-0.00800285j 0.00452031-0.00195385j -0.00197424+5.83064e-05j 0.00267667-0.00299372j 0.000105577-0.00689382j -0.00756527-0.00495545j -0.010118-0.00616319j 0.00999389+0.000836193j 0.00310133+0.0021956j -0.00681984+0.00906861j 0.00954907-0.00524625j 0.00651665+0.00790853j 0.005649-0.00215081j 0.00102958+0.00415998j 0.00933953-0.00688633j -0.00275056-0.00974435j 0.000944377-0.00462384j 0.00250038-0.000619024j 0.00696901+0.000777035j 0.00171862+0.00122285j 8.72264e-05+0.00123227j -0.00152378+0.00660451j 0.00723048+0.00256388j -0.00471358-0.00328606j -0.00434948-0.000651531j -0.00330148+0.0015543j -0.000559193-0.00344538j -0.000567697-0.00633217j 0.000506662+0.00637663j -0.00222729+0.000353009j -0.00437717+0.00364736j -0.00216454+0.00156195j 0.000202018-0.0027448j -0.0011415+0.00427547j 0.00388161-0.00577507j -0.00030793+0.00396233j -0.00238314-0.00703856j 0.0023383+0.00285164j -0.000759488+0.00764466j -0.00472419-0.00112841j -0.0043486+0.00227117j 0.00151724-0.00224603j 0.00185531+0.0042209j -8.42854e-05-0.00260215j -0.00215288-0.00429166j -0.00635947-0.00668079j -0.000293535-0.00747008j 0.00465225-0.00383931j -0.00470604-0.000226137j -0.000566235-0.00671137j -0.00227731+0.00125032j 0.00189286+0.00217124j 0.00158649+0.00298505j -0.00149984-0.00897355j -0.00284759+0.00525544j -0.00132157+0.00150108j -0.00106449+0.00147345j 0.00075818+0.00095673j 
0.0027222+0.0123981j 0.00162635+0.00957811j -0.00409859+0.000279207j 0.00447259+0.00629478j -0.0080136-0.00661285j -0.00123479-0.00469436j -0.00205154+0.00116614j 0.00710785+0.00133314j -0.0138504-0.00584111j -0.00176686+0.0101164j -6.84899e-05-0.00669648j 0.0130063-0.000190677j -0.00440781+0.0166215j 0.0117163+0.0139914j 0.00375128+0.000774573j 0.0025641+0.00848789j 0.00116375+0.00451829j 0.00189025+0.000986668j -0.000840558+0.0034579j 0.00962062-0.0132941j 0.00668634-0.00657067j 0.00340502+0.00416168j -0.00426647-0.00650458j -0.00583811+0.00119746j -0.000502159+0.00409204j 0.0068979+0.0102167j -0.000955363+0.00181228j -0.000803949+0.00289394j -0.00195733-0.000659557j -0.00359438+0.00289421j -0.00312926-0.00805976j -0.0034173-0.000215562j -0.000210519-0.00319815j 0.00092693+0.00628802j 0.00195254+0.00431519j 0.00324959+0.00253118j -0.00248724+0.00755255j 0.0016134+0.00235989j 0.00798934-0.00198221j 0.00439197+0.00230321j 0.00330322-0.00263544j 0.00758651-0.000628827j -0.00701989+6.65275e-05j -0.00277315-0.00658663j 0.00402081+0.00226222j -7.53693e-05+0.00303822j 6.48671e-06+0.00189322j -0.000450274-0.00225725j -0.000472077+0.000311451j 0.000819885-0.00374342j 0.00233623-0.00197305j -0.000962082+0.00291383j 0.00110717+0.00145049j -0.000402892-0.00230421j 0.00380183-0.00610546j -0.00021634+0.0014503j -0.00291765+0.00024749j 0.00115844+0.00250443j 0.00248079+0.00357051j -0.000193758+0.00243263j 0.00474979-0.000132559j -0.00292718-0.00179635j -0.00246003-0.00133595j 0.00259466+0.00609118j -0.00106857+0.00061764j -0.0065724+0.0066064j -0.00265517+0.00199511j -0.00153545+0.00166666j 0.00220614-0.00184174j -0.000885835-0.00139551j 0.00386636-0.00117105j 0.00336317-0.00531014j 0.000383239-0.00020555j -0.00222387+0.00210031j -0.00210583+0.00314811j 0.00497304-0.00394313j 0.00150246+0.00118578j 
0.00196658+0.00944643j -0.00343133-0.0121192j -0.0043456-0.00888931j -0.00464701+0.000978777j -0.00212257+0.00756645j -0.00790812-0.00389423j 0.000713899-0.00197522j 0.00191769-0.00837585j -0.00573893+0.0115366j 0.0143098+0.0186346j -0.00370735+0.0128232j 0.00639672-0.00762848j 0.00877202-0.0013667j 0.00259473-0.00439827j 0.00714401-0.00806716j -0.00335699+0.00841664j 0.00922811-0.00621548j -0.000939241-0.00511332j -0.00233683+0.0052474j -0.00188539-0.00611754j -0.0013999-0.0107492j -0.0032844-0.00800098j 0.00108114+0.00258091j -0.00291003-0.000521034j 0.00972194-0.00566372j 0.00151871+0.00245658j -0.00696901+0.00971798j 0.000956174-0.00844237j -0.000275538+0.00275973j 0.00427629-0.0047272j -0.00460355+0.00518446j -0.00144623+0.00428471j 8.63184e-05-8.53563e-05j -0.0036902+0.00310185j -7.17971e-05+0.00779049j 0.0080578-0.000758704j 0.00127817-0.00147085j -0.00263486+0.00384909j -0.00208756-0.00245966j -0.00144422+0.00547453j 0.00242865-0.00118786j -0.00102312-0.00277448j 0.00287021-0.00395677j 0.00119613+0.0055039j -0.000858687-0.00156891j -0.00361022+0.00214791j 0.00170263+0.00181331j 0.000381558-0.00350482j -0.000305854+0.00205992j -0.00115895-0.0021165j -0.0019346+0.0014559j 0.00101129-0.00444503j -0.00285325+0.000643345j 0.0016006+0.00388369j -0.00675679+0.00483687j 0.00227624-0.0011042j 0.00236305-0.00185381j -0.00108998-0.000956604j 0.000251516+0.00154017j 5.33829e-05-0.00116004j -0.00087881-0.000840279j -0.00157203-0.00452899j 0.00243907-0.00339211j -0.000919793+0.000963919j 0.00144578-0.00360465j 0.000725212+0.00235024j 0.00335191-0.000836201j -0.000894704+0.00175059j -0.000382253+0.00347676j 0.00160942-0.00422895j 0.00314172-0.00502869j 0.000105799-0.000657582j -0.00103108+0.00479773j -0.00361642+0.00138659j 0.00415953-0.00307362j -0.00188403-0.00218313j 0.00326826-0.00399856j 
0.00619461+0.00296329j 0.00211164+0.00422449j 0.00225018+0.000859559j -0.00494117+0.00367347j 0.0057049-0.0105429j -0.00119794-0.00454435j 0.0105722-0.00507004j -0.00696115-0.00616095j 0.00751135-0.00825939j -0.00754969-0.000625281j -0.00847517+0.00355151j -0.00555374+0.00941229j -0.00710909+0.000312861j -0.013752+0.0138157j -0.0039933+0.00155568j 0.00681664-0.00748441j 0.001549-0.000268031j -0.00534906+0.000431611j 0.00498089-0.00101153j 0.0152056-0.00598566j -0.00625446-0.00156074j -0.00772833-0.00104528j 0.0122877-0.00127505j -0.000559508-0.00540095j 0.000245164+0.00423333j -0.00400791+0.00282596j -0.00374542-0.00616899j 0.00206646-0.00526792j -0.000593892+0.00194014j 0.00388141-0.00838042j 0.00483643-0.000959921j 0.0046278+0.00367295j -0.000997636+0.00699442j -0.00668861-0.00476648j -0.00581881+0.00800066j 0.00115786+0.00112215j -0.00431852-0.00747022j -0.00594709-0.00413203j -0.0119052-0.00414973j -0.00209028-0.00541889j 0.000625514+0.00121106j -0.00175611-0.00313797j 0.00793855-0.00052117j 0.00475127+0.00206992j -0.00663879+0.000117745j -0.0072825-0.00171129j -0.00545092-0.00413144j 0.00379511+0.00098967j -0.00213793-0.00261069j -0.0051125+0.00150759j -0.0019737+0.00525027j -0.00387071-0.00377453j -0.00100925-0.000717087j -0.000759387+0.00284365j 0.00453705-0.000979403j -0.00644522+0.00131591j 0.00189512+0.00457466j 0.00289948-0.00181391j -0.00523541-0.00105847j -0.00281346+0.00271839j -0.00407288-0.00690843j -0.000544966-0.000894639j 0.00502271+9.86228e-05j -0.00585751-0.00437361j -0.00661945+0.00209443j -0.00193316+0.00275216j -0.00161224+0.000654532j -0.0055026+0.00461334j 0.00190096-0.000685993j 0.000183023+0.00288561j 0.00279485-0.0042709j 0.00487812-6.72232e-05j -0.00115073+0.000257793j -0.00213597-0.000868079j 0.00224604+0.0023228j -0.0030219-0.00347927j 0.000570182+0.000784064j 
-0.000642736+0.000256562j -0.00224483-0.00526312j 0.00340273+0.00141777j 0.00510203-0.00190316j -0.00186819+0.000302605j -0.0025118+0.00867272j -0.00251868-0.00868864j -0.0064399+0.00134411j 0.003554+0.00241702j 0.00818694-0.00408422j 0.00364646+0.00366578j 0.00194232-0.00423612j 0.000241895-0.00171939j 0.00466265+0.00453197j -0.000228059-0.00829165j 0.00140717+0.00116753j 0.00441891-0.00517048j 0.00469611+0.0073666j -0.000659314-0.00732587j -0.0103841+0.00602062j -0.00479426+0.00640472j -0.00219113+0.00275239j -0.000807554-0.0116862j -0.0045104+0.00170628j -0.00243782+0.00122278j -0.00530548+0.00709581j 0.000937907+0.00221101j -0.00284974-0.00311148j 0.00243229-0.0026421j -0.0053975-0.00350975j 0.00131549-0.00246016j 0.0042752-0.00450262j 0.00200576-0.00100325j -0.000850675+0.00471328j 0.00556915+0.00163013j -0.00444133+0.000691987j -0.00824853+0.00513362j -0.000845464+0.0044997j -0.00440516+0.00792645j 2.52577e-05+0.000779748j 0.00287857-0.00386166j 0.00402292-0.00309163j -0.00211267+0.0010427j 0.000779774-0.00778332j -0.000981927+0.00336238j -0.00302221+0.00531134j -0.00188284+0.00118382j -0.000162173+0.000259866j -0.00390494+0.00110852j -0.00329952+0.00536327j 0.00662032-0.00258342j -0.00695852+0.00433535j -0.00206743+0.00573936j 0.0024694-0.00287344j 0.0056986+0.00202332j -0.00370194+0.00257926j 0.00589128-0.00314187j 0.00106477-0.00233881j 0.00125386+0.000569526j 0.00119392+0.00108499j -0.00254058-0.001046j -0.00287943+0.00191057j -0.000231171-0.00363851j -0.00667693+0.00514369j -0.00450385+0.00354595j -0.00165065-0.00213111j 0.00080432-0.00382603j 0.000794689+0.00241918j -0.00134274-0.000209949j 0.0011499+0.000815854j -0.0014738-0.0032896j 0.00344524-0.000341471j -0.001573+0.000864815j -0.00162414+0.002586j 0.00144182-0.00305983j 0.000572744+0.00417688j 0.00329396-0.00269908j 
0.00555732+0.0068516j -0.0057653-0.00132852j 0.0116285-0.000727968j 0.000509436+0.00178372j -0.00121622+0.0115777j 0.0123699+0.00142351j -0.000261978-0.000890122j -0.00713066+0.000793286j 0.00764271+0.00221332j -0.0146464+0.0149033j -0.0099503+0.00676616j -0.0032253+0.00283978j -0.00397294+0.00213127j -0.00425107-0.000954436j -0.00702901-0.00384077j -0.00368741-0.00111173j 0.00383356-0.00203461j 0.00577718+0.0028662j -0.00591409-0.00312438j 0.0137884-8.20901e-05j 0.00156985+0.00313891j -0.00667719+0.00260966j 0.0022083+0.00410191j -7.80016e-05+0.00163187j 0.00490352+0.000855727j -0.00338574-0.00329932j -0.00731429-0.0024416j -0.00142411+0.00914034j -0.00281191-0.00456486j -0.00203505+0.00984687j -0.000132481+0.004877j -0.00323007+0.00146997j 1.68675e-05+0.00653736j -0.00696677-0.00218686j -0.004253-0.00485104j 0.000643723-0.00317868j -0.00319829+0.0100185j -0.00493925+0.00368403j -0.000433371+0.000355738j -0.00285667-0.0092236j -0.000830766-0.00361582j -0.0082666-0.00788546j 0.00563968+0.00726164j 0.000870943-0.00191198j -0.0031843+0.00175254j 0.00299607-0.00230416j -3.80238e-05-0.00356533j 0.00239481+0.00378371j -0.00160064+0.001299j 0.00308987+0.00686077j -0.00137335-0.00436255j 0.000425358+0.00441462j 0.00171425+0.004963j 0.000565827-0.00322561j -0.0030602+0.00415753j 0.0035858-0.00255861j 0.00488012+0.000736079j -0.00615048-0.00150644j -0.0047081-0.00512693j 0.0026273-0.000504444j -0.00556993-0.00595393j 0.00487379+0.00873214j -6.2538e-05+0.00455098j -0.00229783-0.00375829j 0.0043871+0.00240298j 0.000909047+0.00152708j -0.000515068-0.00203878j 0.00351849+7.28632e-05j -0.00341667-0.00790373j 0.0012518+0.00313846j -0.00320041-0.00535154j -0.00148828-0.00278834j 0.0024303-0.00497804j -0.000929279+0.00812417j -0.00213937-0.000311691j 0.00229335-0.000926626j -0.00131861-0.00642516j 
-0.00266585+0.000742151j -0.00700748-0.0045416j 0.0117564+0.0066765j 0.0162748-0.00679075j 0.00838334-0.00380728j 0.00276057-0.00524742j 0.00148871+0.00342713j 0.00115499+7.41816e-05j 0.0041464+0.00210011j 0.00787932+0.00253313j 0.00742926+0.0041354j 0.00730425+0.00580033j -0.00499687-0.0019548j 0.00354108+0.00625331j -0.00231432+0.000839048j -0.00581342-0.011981j 0.00668451+0.00767746j 0.00976007+0.00576686j -0.00254459-0.0047561j -0.00888511-0.00683735j 0.00196762-0.00196398j 0.00318757-0.00261307j 0.00206548+0.00112857j -0.00859248+0.00641852j -0.00203785-0.00234853j -0.0105396+0.00180647j 0.00409123+0.00575847j 0.00410823-0.0022836j -0.00723864-0.00552583j 0.00404353-0.00601452j 0.00380311-0.00416863j -0.00254844-0.000330085j 0.00579106+0.0059625j 0.00145303+0.00116007j -0.00299004+0.00589634j -0.00164364-0.000965549j 0.00446969+0.0014474j 0.00323009+0.00249309j 0.0102204-0.00486732j -0.00355091-0.0050517j 0.00286874+0.0034005j 0.00500852+0.00832837j -0.00222206-0.00533267j -0.00339493-0.00362719j 6.6246e-05+0.00209639j -0.00247776+0.00510928j -0.0019656-0.00695058j 0.00572467-0.00441802j 0.000225722+0.00174398j 0.00542774+0.000273125j -0.00169542-0.00184936j 0.00236257-0.000925634j 0.00521364+0.000801926j -0.00396352-0.000488517j -0.000669534+0.00616117j -0.00344025-0.00224235j 0.00298528+0.00129106j 0.00297776-0.00288455j -0.00252766-0.00506213j -0.000143175-0.00135449j 0.0013171+0.000401407j 0.00495257-0.0029377j 6.10246e-05+0.00285901j -0.000169699-0.00131893j -0.00138408+0.000275715j -0.00455049-0.00494029j 0.000841689-0.00399197j 0.00361835-0.00114593j -0.00763799-0.00592066j -0.00156833+0.00399149j 0.000998937-0.00457593j 0.00142896+0.00602981j -0.00850056-0.00517173j 0.00603049+0.00578478j -0.00119726-4.02905e-05j 0.00315916+0.00773294j 0.00283608-0.00377607j 
0.00672283-0.00235728j 0.0126917+0.00165362j 0.0164122+0.000971446j 0.00781133-0.0126762j -0.00819697+0.00397535j -0.000413495-0.000722814j 0.00457955-0.00538043j -0.00266173-0.00712949j -0.00574995+0.0052376j -0.00473349+0.00275342j -0.0170644-0.00383035j 0.00277498-0.00670558j 0.0120518+0.0082078j 0.0161371-0.00664187j 0.00575185-0.00118773j 0.00153756-0.000985583j 0.00779621-0.000573968j 0.00600455-0.00525604j 0.000179144-0.00111382j -0.0147706-0.00161315j -0.00237208-0.00265824j 0.00181451-0.000694233j -0.00324047+0.000426566j 0.0011247+0.0059927j 0.00255813+0.00855289j 0.000489411+0.0033823j -0.00401693-0.0107835j 0.00336884+0.000148701j 0.00154435+0.00400856j 0.00183945+0.000657005j -0.00252335-0.00105236j -0.000166806+0.00320005j 0.00320645+0.00218201j -0.000712792-0.00616512j -0.00107742-0.00045954j -0.00192882+4.83105e-05j 0.00287773+0.000411377j -0.000799277-0.00560458j -0.0033113-0.00709522j -0.00410493-0.00700503j 0.00186469-0.000886729j 0.00339034-0.0114713j 0.000926635+0.00923404j -0.00780793+0.00326016j 0.000603701-0.000396059j 0.00138541-0.001761j -0.00387773-0.00145582j 0.00148476+0.00117052j -0.000482701+0.000251916j -0.00170143+0.0042555j -4.13532e-05+0.00064499j 4.65711e-05+0.00139613j -5.55505e-05-0.000490907j -0.00463223+0.000467722j -0.00420542-0.00325989j -0.00218972+0.00214613j 0.00468453+0.00283142j 0.00436026-0.00370808j -0.00153528-0.000660773j 0.00324384+0.00063592j -0.00263729-0.00796059j 0.00304195+0.00284462j 0.0017231+0.00525203j -0.000575059-0.00468036j -7.27727e-05+0.00596711j 0.00340923+0.00435456j -0.000310682+0.0011234j 0.00184643+0.0018987j -0.00728017-0.00291173j 0.00267695+0.00559362j -0.00188643-0.00332661j 0.000179229-0.00252547j -0.00487841-0.00109639j 0.0027711-0.000147671j 0.00511995+0.00430241j -0.000388276-0.0031802j 0.000606417+0.000174986j 
-0.0185211-0.00143534j 0.00648101-0.00548201j 0.00609994-0.010255j -0.0108959-0.00261066j -0.00784375-0.0032395j 0.00409238-0.005147j 0.000174393-0.00130302j 0.00619909+0.00581484j -0.00939462-0.0111053j -0.0266075+0.00988312j -0.0105572-0.00428986j 0.00610767+0.00724764j -0.00553639+0.00469324j -0.00346287+0.00339162j 0.0115214+0.00946441j -0.0187405+0.000602052j 0.0029855+0.00365463j 0.00105531-0.00239547j -0.00727492-0.00132258j 0.0105101+0.00454895j 0.0131613+0.00362079j 0.00276305+0.00108686j 0.00116491-0.00280038j 0.00227666-0.005719j 0.00533925+0.00867211j -0.00369549+0.00352631j -0.0111232-0.00579177j 0.00207933-0.000575657j 0.000149477+0.000767011j -0.00146147+0.00244851j -0.00335244-0.00301033j -0.00596678-0.000993643j 0.000182197-0.00314143j -0.00704041-0.00156498j -0.00515969-0.00110232j 0.0016881+0.00773513j -0.0056009-0.00324162j -0.0055207-0.00163217j 0.00140361+0.00417911j -0.00457104+0.00228208j 0.00265065+0.00164686j 0.00256821-0.000640724j 0.00237221-0.000947986j -0.0023934+0.000763854j -0.000683587+0.000908434j -0.00296697-0.00219493j -0.000186769+0.00375872j 0.0025297-9.06226e-06j -0.00195019+0.00035718j 0.00238253+0.000549332j 0.00172618+0.0013145j 0.000690076-0.000193336j -0.00464508-0.0029409j 0.00107122+0.0030644j -0.00440558-0.00444007j 0.0024635+0.00232916j 0.00206804-0.000548321j -0.00160395+0.000613069j -0.000525854+0.0039049j 0.000387821-8.88917e-05j -0.000174185+0.00354925j 0.00213651-0.00201757j 0.00376496-0.0016193j -0.00482533+0.000862847j 0.00546901-0.000132955j -0.00379805-0.0026663j 0.000916643+0.00065959j -0.00125251-0.00233346j 0.000315544+0.00497766j 0.00693701-0.000468181j 0.00384153+0.00629631j 0.00306235+0.00221188j -0.00291972+0.0030227j -0.00386309-0.00750477j 0.00316452-0.000215369j 0.001559+0.00253113j 0.00232855+0.00412314j 
