-0.0586083-0j -0.00845938-0j -0.0480466-0j -0.00849351-0j -0.000707793-0j -0.0292381-0j -0.0295411-0j -0.00487302-0j -0.0029841-0j -0.00492352-0j -0.000609127-0j -0.00301503-0j -0.00061544-0j -3.58932e-05-0j -3.62651e-05-0j 0.0423249-0j -0.0262569-0j -0.0153165-0j 0.00683016-0j 0.0055768-0j -0.00423718-0j 0.000804942-0j -0.00247169-0j 0.0006971-0j -0.00345965-0j 8.2154e-05-0j -0.000499357-0j -0.00201813-0j -0.000432456-0j 3.7498e-06-0j -0.000291291-0j -0.000252266-0j -5.09654e-05-0j -2.32624e-06-0j -2.97298e-05-0j -1.35697e-06-0j -0.0166698-0j 0.0387931-0j -0.0119095-0j -0.00263573-0j -0.0170171-0j -0.0070192-0j -0.00208373-0j 0.00613373-0j -0.00138915-0j -0.00030076-0j -0.00188306-0j -0.00269064-0j 0.00484914-0j -0.000347288-0j -0.00110983-0j 0.00323276-0j -0.000122785-0j -0.00148869-0j 0.000699913-0j -2.89407e-05-0j -0.000992458-0j -0.000214874-0j -0.00212714-0j -3.06962e-05-0j -0.00141809-0j 0.00080819-0j -0.000307026-0j -0.0008774-0j -2.55802e-06-0j -0.000248115-0j 0.000285738-0j -0.000584933-0j 6.73491e-05-0j -0.000126642-0j -9.53317e-08-0j -8.77217e-05-0j -2.06762e-05-0j 7.14345e-05-0j -0.000354523-0j -2.19304e-05-0j -0.000125343-0j 5.95288e-06-0j -0.000146233-0j -2.95436e-05-0j -3.13357e-05-0j -1.82754e-06-0j -5.17013e-05-0j 2.21851e-07-0j -1.21861e-05-0j -2.61131e-06-0j -6.81083e-08-0j -1.29253e-05-0j -9.73178e-08-0j -1.07711e-06-0j -4.01415e-08-0j 
-0.00375098-0j -0.000541407-0j 0.00637894-0j -7.73739e-06-0j -6.44783e-07-0j -0.00187126-0j 0.00183683-0j 0.045453-0j -0.000190985-0j -0.0446167-0j -3.89846e-05-0j 0.000187471-0j 3.82673e-05-0j -2.29719e-06-0j 2.25492e-06-0j -0.00135802-0j -2.39194e-05-0j 0.00191868-0j -0.000219149-0j 0.0260779-0j -3.85998e-06-0j 0.00376403-0j 0.000309625-0j -2.23668e-05-0j 0.000459323-0j -2.63595e-06-0j 6.62975e-05-0j -0.0368443-0j -3.93957e-07-0j -1.20314e-07-0j -0.00531801-0j 3.1601e-05-0j -4.64283e-08-0j -2.11915e-09-0j 3.72422e-06-0j 1.69986e-07-0j -0.00106688-0j -1.77168e-05-0j -0.000762218-0j -0.000168689-0j 0.0010581-0j 0.00132213-0j -0.00013336-0j -2.80127e-06-0j 0.0260035-0j -1.92489e-05-0j -0.000120517-0j 0.000167301-0j -2.2146e-06-0j 0.00323932-0j 0.000209047-0j 0.000431818-0j -7.85833e-06-0j -9.52772e-05-0j -3.1965e-07-0j 0.000269944-0j 0.0185778-0j -1.37521e-05-0j 0.000132263-0j -1.96458e-06-0j -0.0257896-0j 5.37926e-05-0j 1.90905e-05-0j 0.000165266-0j -1.63715e-07-0j 0.00231428-0j -1.30497e-07-0j -0.0322247-0j 4.48272e-06-0j 2.38541e-05-0j -6.10131e-09-0j -5.61426e-06-0j 0.000192857-0j -3.26241e-08-0j -0.00321267-0j -1.40357e-06-0j 7.79368e-06-0j -2.71868e-09-0j -0.00401431-0j -0.000267723-0j 1.94842e-06-0j -1.16964e-07-0j 9.73838e-06-0j -1.01319e-10-0j -0.000334526-0j 1.62368e-07-0j -4.35898e-09-0j 2.4346e-06-0j 6.05111e-09-0j 2.02883e-07-0j 7.561e-09-0j 
-0.0637981-0j -0.00915019-0j 7.73739e-06-0j 0.00622504-0j -1.6403e-05-0j 0.000330796-0j -0.000324709-0j -0.00260791-0j -0.00653045-0j 0.00255993-0j 0.0633925-0j 0.0064103-0j -0.0622261-0j -7.80546e-05-0j 7.66184e-05-0j 0.000240066-0j 4.22839e-06-0j -0.000339178-0j -0.00183252-0j -0.00304339-0j -3.22771e-05-0j -0.000436495-0j 0.00258908-0j 0.036177-0j -5.36046e-05-0j 0.00645186-0j -7.68819e-06-0j 0.00429986-0j 0.000637203-0j -5.11541e-06-0j 0.000616704-0j -0.0511128-0j 0.00011364-0j -9.01001e-08-0j -0.00911553-0j 7.22732e-06-0j 0.0001886-0j 3.13192e-06-0j 0.000134742-0j -0.00141057-0j -0.000187048-0j -0.000233721-0j -0.00226824-0j -2.34242e-05-0j 1.57167e-05-0j -0.000325321-0j -0.00100776-0j 0.00139897-0j -3.76668e-05-0j 0.0178823-0j 0.00174804-0j 2.60993e-07-0j -0.000403751-0j -0.00162051-0j -5.40232e-06-0j -4.71197e-05-0j 1.12285e-05-0j -0.000232421-0j 0.00224958-0j 0.00642238-0j -1.55874e-05-0j 0.000296956-0j 0.000322644-0j 0.00281091-0j 0.000535216-0j 0.0127757-0j -6.70474e-06-0j -1.94768e-05-0j -7.82477e-07-0j 0.000403152-0j -3.11507e-07-0j -0.000288454-0j -3.3664e-05-0j 0.000106651-0j -0.0177352-0j 0.00458837-0j 0.000400429-0j 8.88786e-06-0j -0.0221605-0j 4.67321e-05-0j -0.00636954-0j 0.000382376-0j 0.000500346-0j -5.17293e-09-0j 5.83928e-05-0j -0.000530812-0j -2.22551e-07-0j -0.00795888-0j 3.08944e-07-0j -0.000663262-0j 3.86033e-07-0j 
-0.00296541-0j -0.00042802-0j 0.354297-0j -0.000429747-0j -3.58123e-05-0j 0.00145563-0j -0.00149469-0j -0.0353573-0j 0.000148565-0j 0.0363061-0j 3.03257e-05-0j -0.000152552-0j -3.11395e-05-0j 1.78696e-06-0j -1.83491e-06-0j -0.00107361-0j 0.00130721-0j -0.000774971-0j -0.000173253-0j 0.0206164-0j 0.00021095-0j 0.00297572-0j -0.00012506-0j -1.76825e-05-0j -0.0251023-0j -2.0839e-06-0j -0.0036232-0j 0.0148817-0j 2.153e-05-0j -9.51168e-08-0j 0.00214799-0j -1.27639e-05-0j 2.53734e-06-0j 1.15813e-07-0j -1.50424e-06-0j -6.86589e-08-0j 0.0025456-0j -0.000984019-0j 0.00178843-0j 0.000402494-0j 0.000847205-0j -0.000355151-0j 0.0003182-0j -0.000155587-0j -0.0620447-0j 4.59281e-05-0j 0.000282775-0j 0.000133955-0j -0.000123002-0j -0.00772907-0j -5.61543e-05-0j 0.0239838-0j 1.87501e-05-0j 0.000223553-0j -1.77539e-05-0j -0.000644089-0j -0.0435899-0j 3.22671e-05-0j 0.000105901-0j 4.68752e-06-0j -0.0206492-0j 0.00298773-0j 1.52854e-05-0j -4.43939e-05-0j 3.90627e-07-0j -0.00543011-0j -7.24798e-06-0j 0.00865622-0j 0.000248977-0j -6.40771e-06-0j 1.45578e-08-0j 1.3173e-05-0j -0.000452509-0j -1.812e-06-0j -0.00257233-0j 3.29325e-06-0j 6.24025e-06-0j -1.51e-07-0j 0.00107833-0j -0.000214361-0j 1.56006e-06-0j 2.74437e-07-0j -2.61594e-06-0j -5.62742e-09-0j 8.98607e-05-0j 1.30005e-07-0j 1.02277e-08-0j -6.53984e-07-0j 4.84501e-09-0j -5.44987e-08-0j -2.03105e-09-0j 
-5.52572e-05-0j -0.109347-0j -6.44783e-07-0j 1.6403e-05-0j 0.00602793-0j -2.75663e-05-0j 2.70591e-05-0j 0.000661167-0j -2.81347e-06-0j -0.000649002-0j -0.00787362-0j 2.76171e-06-0j 0.00772875-0j 0.0887069-0j -0.0870748-0j -2.00055e-05-0j -3.52366e-07-0j 2.82648e-05-0j 0.000464587-0j -2.63595e-06-0j 8.18299e-06-0j -0.00521621-0j -0.000656393-0j 4.74167e-05-0j -4.64283e-08-0j 0.0246429-0j -9.18755e-05-0j 3.72422e-06-0j 8.35173e-07-0j 0.0117377-0j 0.00736973-0j -6.69929e-05-0j 0.000434047-0j 0.000206742-0j -0.0348168-0j -0.0165837-0j -1.57167e-05-0j -2.60993e-07-0j -1.12285e-05-0j 0.000357614-0j 1.55874e-05-0j 1.94768e-05-0j -1.96458e-06-0j 5.93858e-06-0j -1.30972e-06-0j -0.00388765-0j 0.000255492-0j -0.000354672-0j -3.26241e-08-0j 4.71197e-05-0j -0.00044317-0j -2.17494e-08-0j -1.15764e-07-0j -1.40357e-06-0j -6.45588e-05-0j 0.017316-0j -9.35711e-07-0j -0.00277747-0j 1.94842e-06-0j -0.000396782-0j 1.29895e-06-0j 7.82477e-07-0j 0.00385566-0j 2.4346e-06-0j 0.00632193-0j 3.3664e-05-0j -1.9224e-09-0j 1.62306e-06-0j 0.000287553-0j 0.00481774-0j 0.00119671-0j -8.27059e-08-0j 0.0123712-0j -6.58901e-06-0j -4.67321e-05-0j -0.000283474-0j 1.14812e-07-0j 0.000104983-0j -5.83928e-05-0j -0.0171736-0j 0.000393517-0j 0.0045166-0j 1.4346e-07-0j 1.98728e-05-0j -0.0214588-0j -0.00626991-0j 0.000854973-0j 0.000491709-0j -0.00118687-0j -0.0078344-0j -0.00148302-0j 
-0.00197694-0j -0.000285347-0j 0.236198-0j -0.000286498-0j -2.38748e-05-0j -0.000986242-0j -0.000996462-0j 0.0239558-0j -0.000100658-0j 0.0242041-0j -2.05467e-05-0j -0.000101701-0j -2.07596e-05-0j -1.21073e-06-0j -1.22327e-06-0j 0.0035711-0j -0.000885681-0j -0.000516647-0j 0.000576283-0j -0.0685756-0j -0.000142926-0j -0.00989803-0j -8.33736e-05-0j 5.88167e-05-0j 0.0170077-0j 6.93161e-06-0j 0.00245485-0j 0.00992114-0j -1.45873e-05-0j 3.16383e-07-0j 0.00143199-0j -8.50928e-06-0j -1.71913e-06-0j -7.84674e-08-0j -1.00283e-06-0j -4.57726e-08-0j -0.000562296-0j 0.0032731-0j -0.000401724-0j -8.89069e-05-0j -0.000574011-0j -0.000236767-0j -7.02871e-05-0j 0.000517523-0j 0.013705-0j -1.01451e-05-0j -6.35181e-05-0j -9.07591e-05-0j 0.000409138-0j 0.00170727-0j -3.74362e-05-0j -0.0797765-0j -4.1417e-06-0j -5.02155e-05-0j 5.9054e-05-0j 0.000142273-0j 0.00979136-0j -7.24798e-06-0j -7.17514e-05-0j -1.03543e-06-0j 0.0139906-0j -0.00993797-0j -1.03564e-05-0j -2.95959e-05-0j -8.62855e-08-0j 0.00121974-0j 2.41087e-05-0j 0.00577082-0j -0.000828164-0j -4.2718e-06-0j -3.21567e-09-0j -2.95898e-06-0j 0.000101645-0j 6.02717e-06-0j 0.00174284-0j -7.39744e-07-0j -4.22799e-06-0j 5.02264e-07-0j 0.000718886-0j 0.000145237-0j -1.057e-06-0j -6.16454e-08-0j -1.74396e-06-0j 1.87183e-08-0j 5.99071e-05-0j -8.80831e-08-0j -2.29739e-09-0j -4.35989e-07-0j -3.28266e-09-0j -3.63324e-08-0j -1.35403e-09-0j 
0.00299614-0j 0.000432456-0j 0.347778-0j -0.00042184-0j -3.51533e-05-0j 0.00149469-0j -0.00150957-0j -0.0363061-0j 0.000152552-0j 0.0366675-0j 3.11395e-05-0j -0.00015407-0j -3.14494e-05-0j 1.83491e-06-0j -1.85317e-06-0j 0.00108473-0j -0.00130408-0j 0.000717083-0j 0.000175048-0j -0.0208301-0j -0.000210444-0j -0.00300656-0j 0.000115719-0j 1.78658e-05-0j 0.0250421-0j 2.1055e-06-0j 0.00361452-0j -0.0137701-0j -2.14784e-05-0j 9.61025e-08-0j -0.00198754-0j 1.18105e-05-0j -2.53125e-06-0j -1.15535e-07-0j 1.39188e-06-0j 6.35303e-08-0j -0.00257198-0j -0.000965913-0j 0.000608831-0j -0.000406665-0j -0.000869587-0j 0.00171331-0j -0.000321497-0j -0.000152724-0j 0.0626877-0j -4.64041e-05-0j 9.62646e-05-0j -0.000137494-0j -0.000120739-0j 0.00780917-0j 0.000270898-0j 0.0235425-0j -1.89444e-05-0j 7.61038e-05-0j -1.74272e-05-0j 0.000650764-0j -0.0148392-0j 1.09846e-05-0j -0.000108698-0j -4.7361e-06-0j 0.0211947-0j 0.00293276-0j -1.56893e-05-0j 0.000214164-0j -3.94675e-07-0j -0.00184856-0j -7.11462e-06-0j -0.0417591-0j 0.000244396-0j 3.09119e-05-0j -1.47087e-08-0j 4.48446e-06-0j -0.000154047-0j -1.77866e-06-0j 0.00264028-0j 1.12112e-06-0j -6.40511e-06-0j -1.48221e-07-0j -0.00520204-0j 0.000220024-0j -1.60128e-06-0j 9.34263e-08-0j 1.26197e-05-0j -5.52388e-09-0j -0.000433503-0j -1.3344e-07-0j 3.48179e-09-0j 3.15493e-06-0j -4.97301e-09-0j 2.62911e-07-0j 9.79811e-09-0j 
-0.0504369-0j -0.00723386-0j 0.000429747-0j 0.345749-0j -0.000911046-0j -0.000257322-0j 0.000264227-0j 0.00202866-0j 0.00507996-0j -0.0020831-0j -0.0493122-0j -0.00521628-0j 0.0506355-0j 6.07177e-05-0j -6.23471e-05-0j 0.000189789-0j -0.000231084-0j 0.000136997-0j -0.00144874-0j -0.00240601-0j 0.00176396-0j -0.00034508-0j -0.00104575-0j 0.0286005-0j 0.00292953-0j 0.00510064-0j 0.000420165-0j -0.00173675-0j -0.0348235-0j -4.04409e-06-0j -0.000249092-0j 0.0206449-0j -0.00621048-0j 4.92403e-06-0j 0.00368184-0j -2.91918e-06-0j -0.000450002-0j 0.000173952-0j -0.000316152-0j 0.00336565-0j -0.000149766-0j 6.27825e-05-0j 0.00541206-0j -0.00130102-0j -3.75002e-05-0j 0.00077622-0j 0.00236456-0j 0.00112013-0j -0.00209207-0j -0.0426674-0j -0.000469562-0j 1.4496e-05-0j 0.000963355-0j 0.00380228-0j -0.000300054-0j 0.000112428-0j -2.6346e-05-0j 0.000545339-0j 0.0018012-0j -0.0153239-0j -1.24805e-05-0j 0.0164934-0j 0.000258335-0j -0.000755069-0j -0.00127703-0j -0.0299763-0j -0.000372392-0j 5.23187e-06-0j -4.346e-05-0j -0.000108295-0j 7.4326e-07-0j 0.000676812-0j 7.89873e-05-0j 0.00592356-0j -0.0142002-0j -0.0107659-0j 0.000320616-0j 0.000493646-0j 0.00595278-0j 3.74175e-05-0j -0.00509997-0j -0.000897187-0j -0.000134403-0j -2.87313e-07-0j -1.56855e-05-0j -0.000425011-0j 5.22183e-07-0j 0.00213792-0j 2.47366e-07-0j 0.000178166-0j -1.03697e-07-0j 
-0.0336246-0j -0.00482257-0j 0.000286498-0j 0.230499-0j -0.000607364-0j 0.000174345-0j 0.000176151-0j -0.00137449-0j -0.00344185-0j -0.00138873-0j 0.0334108-0j -0.00347752-0j 0.033757-0j -4.11384e-05-0j -4.15647e-05-0j -0.000631287-0j 0.000156568-0j 9.13312e-05-0j 0.00481887-0j 0.00800301-0j -0.00119515-0j 0.00114783-0j -0.000697169-0j -0.0951326-0j -0.00198486-0j -0.0169661-0j -0.000284676-0j -0.00115783-0j 0.0235942-0j 1.34517e-05-0j -0.000166061-0j 0.0137633-0j 0.00420782-0j -3.3362e-06-0j 0.00245456-0j -1.94612e-06-0j 9.94009e-05-0j -0.000578608-0j 7.10154e-05-0j -0.000743438-0j 0.000101472-0j 4.1855e-05-0j -0.00119547-0j 0.00432752-0j 8.28341e-06-0j -0.000171459-0j -0.000531138-0j -0.000758926-0j 0.00695878-0j 0.00942479-0j -0.000313041-0j -4.82174e-05-0j -0.000212796-0j -0.000854085-0j 0.000998056-0j -2.48343e-05-0j 5.91795e-06-0j -0.000122496-0j -0.00122038-0j 0.00338489-0j 8.45598e-06-0j -0.0548613-0j -0.000175031-0j -0.000503379-0j 0.000282083-0j 0.0067334-0j 0.00123867-0j 3.48791e-06-0j 0.000144559-0j -7.21967e-05-0j -1.64179e-07-0j -0.000152028-0j -1.77425e-05-0j -0.0197033-0j 0.00962114-0j 0.00241828-0j -0.000217229-0j -0.00164199-0j 0.00396852-0j -2.53517e-05-0j 0.00345541-0j 0.00020153-0j -8.96023e-05-0j 9.55677e-07-0j -1.0457e-05-0j 0.00028796-0j -1.17295e-07-0j 0.00142528-0j -1.67599e-07-0j 0.000118777-0j -6.91311e-08-0j 
0.00345965-0j 0.000499357-0j -0.0058835-0j 7.13644e-06-0j 5.94703e-07-0j -0.00169824-0j -0.00169417-0j 0.0412502-0j -0.000173326-0j 0.0411513-0j -3.538e-05-0j -0.00017291-0j -3.52951e-05-0j -2.08478e-06-0j -2.07979e-06-0j -0.00249844-0j -2.17077e-05-0j -0.00176966-0j -0.000403184-0j 0.0479774-0j -3.50307e-06-0j 0.00692494-0j -0.000285577-0j -4.11498e-05-0j 0.000416852-0j -4.84955e-06-0j 6.01674e-05-0j 0.0339826-0j -3.5753e-07-0j -2.21351e-07-0j 0.00490497-0j -2.91466e-05-0j -4.21353e-08-0j -1.92321e-09-0j -3.43496e-06-0j -1.56784e-07-0j 0.000984019-0j -3.25948e-05-0j -0.0020865-0j 0.000155587-0j 0.000960268-0j -0.00121944-0j 0.000123002-0j -5.15369e-06-0j -0.0239838-0j 1.77539e-05-0j -0.000329904-0j 0.000151832-0j -4.07435e-06-0j -0.00298773-0j -0.00019281-0j 0.000794445-0j 7.24798e-06-0j -0.000260812-0j -5.88082e-07-0j -0.000248977-0j 0.0508549-0j -3.7645e-05-0j 0.000120034-0j 1.812e-06-0j -0.0234049-0j 9.89661e-05-0j 1.73253e-05-0j -0.00015243-0j 1.51e-07-0j 0.00633513-0j -2.40084e-07-0j 0.0297218-0j 8.24717e-06-0j -2.20013e-05-0j 5.62742e-09-0j -1.53685e-05-0j 0.000527927-0j -6.00209e-08-0j -0.00291562-0j -3.84212e-06-0j 7.07304e-06-0j -5.00174e-09-0j 0.00370252-0j -0.000242968-0j 1.76826e-06-0j -3.20177e-07-0j -8.98201e-06-0j -1.86404e-10-0j 0.000308543-0j 1.47355e-07-0j -1.19323e-08-0j -2.2455e-06-0j 5.4916e-09-0j -1.87125e-07-0j -6.97375e-09-0j 
-4.36846e-05-0j -0.0864461-0j -3.58123e-05-0j 0.000911046-0j 0.334801-0j 2.14435e-05-0j -2.20189e-05-0j -0.000514314-0j 2.18857e-06-0j 0.000528115-0j 0.0061248-0j -2.2473e-06-0j -0.00628915-0j -0.069004-0j 0.0708557-0j -1.58157e-05-0j 1.9257e-05-0j -1.14164e-05-0j 0.000367289-0j -2.0839e-06-0j -0.000447206-0j -0.00412377-0j 0.000265123-0j 3.74862e-05-0j 2.53734e-06-0j 0.0194819-0j 0.00502105-0j -1.50424e-06-0j -4.56427e-05-0j 0.00927949-0j -0.0029767-0j 2.7059e-05-0j -0.023721-0j -0.0112986-0j 0.0140628-0j 0.00669829-0j 3.75002e-05-0j -1.4496e-05-0j 2.6346e-05-0j -0.000853271-0j 1.24805e-05-0j -5.23187e-06-0j 4.68752e-06-0j 0.000329838-0j 3.12501e-06-0j 0.00927599-0j -0.000599471-0j -0.000283979-0j -1.812e-06-0j -0.000112428-0j 0.000119045-0j -1.208e-06-0j 2.76215e-07-0j 3.29325e-06-0j -0.0035857-0j -0.0413163-0j 2.1955e-06-0j 0.00651691-0j 1.56006e-06-0j 0.000946726-0j 1.04004e-06-0j 4.346e-05-0j 0.00308716-0j -6.53984e-07-0j -0.0150842-0j -7.89873e-05-0j -1.06773e-07-0j -4.35989e-07-0j 0.0159711-0j -0.00129415-0j -0.00285537-0j 1.94057e-07-0j -0.0290271-0j -0.000365964-0j -3.74175e-05-0j 0.000665129-0j 9.19276e-08-0j 0.00583091-0j 1.56855e-05-0j -0.0137506-0j 0.000315082-0j -0.0105975-0j -3.85364e-08-0j 0.00110377-0j 0.00576428-0j -0.0050202-0j -0.00200606-0j -0.000132083-0j -0.000950302-0j 0.00210449-0j 0.00039837-0j 
0.0509595-0j 0.00730883-0j 0.00042184-0j 0.339387-0j -0.000894283-0j -0.000264227-0j 0.000266857-0j 0.0020831-0j 0.00521628-0j -0.00210384-0j -0.0506355-0j -0.0052682-0j 0.0511395-0j 6.23471e-05-0j -6.29677e-05-0j -0.000191755-0j 0.00023053-0j -0.000126764-0j 0.00146375-0j 0.00243094-0j -0.00175973-0j 0.000348656-0j 0.000967639-0j -0.0288968-0j -0.0029225-0j -0.0051535-0j -0.000419158-0j 0.00160702-0j 0.0347401-0j 4.08599e-06-0j 0.000230485-0j -0.0191028-0j 0.00619559-0j -4.91222e-06-0j -0.00340682-0j 2.70112e-06-0j 0.000454665-0j 0.000170751-0j -0.000107627-0j -0.00340053-0j 0.000153723-0j -0.000302873-0j -0.00546815-0j -0.00127708-0j 3.78888e-05-0j -0.000784264-0j 0.000804963-0j -0.00114972-0j -0.00205358-0j 0.0431095-0j 0.00226525-0j 1.42292e-05-0j -0.000973339-0j 0.0012944-0j -0.000294533-0j -0.000113593-0j -8.96892e-06-0j 0.000185649-0j -0.00184878-0j 0.0154827-0j 1.28102e-05-0j 0.0161899-0j -0.00026516-0j 0.00364258-0j 0.00129027-0j -0.0102048-0j -0.00036554-0j -2.52394e-05-0j -4.26604e-05-0j 0.000522434-0j -7.50963e-07-0j 0.000230406-0j 2.68895e-05-0j 0.00581456-0j 0.0145754-0j -0.00366501-0j -0.000329086-0j 0.000484563-0j -0.0287172-0j -3.8406e-05-0j 0.0052347-0j -0.000305428-0j 0.000648385-0j -2.82026e-07-0j 7.56697e-05-0j 0.000436239-0j 1.77766e-07-0j -0.0103137-0j -2.53901e-07-0j -0.000859504-0j 5.0025e-07-0j 
0.00122317-0j 0.000176549-0j -0.14614-0j 0.000177262-0j 1.47718e-05-0j -0.00302167-0j 0.00061653-0j 0.0733963-0j -0.000308397-0j -0.0149755-0j -6.29514e-05-0j 6.29243e-05-0j 1.28444e-05-0j -3.70944e-06-0j 7.56862e-07-0j 0.00044284-0j -0.00271356-0j 0.000319659-0j 7.14631e-05-0j -0.00850384-0j -0.000437899-0j -0.00122742-0j 5.15848e-05-0j 7.29367e-06-0j 0.0521084-0j 8.59567e-07-0j 0.0075212-0j -0.00613839-0j -4.46929e-05-0j 3.92337e-08-0j -0.000886001-0j 5.26485e-06-0j -5.26711e-06-0j -2.4041e-07-0j 6.20468e-07-0j 2.83204e-08-0j 0.000347903-0j 0.000405887-0j 0.00315982-0j 5.50083e-05-0j -0.00175866-0j 0.000146492-0j 4.34879e-05-0j 6.41764e-05-0j -0.00847957-0j 6.27694e-06-0j 0.000499611-0j -0.000278069-0j 5.07359e-05-0j -0.00105632-0j 2.31625e-05-0j -0.00989283-0j 2.56255e-06-0j 0.000394977-0j 7.32309e-06-0j -8.80268e-05-0j -0.0770154-0j 5.70101e-05-0j -0.000219833-0j 6.40637e-07-0j 0.0428645-0j -0.00123238-0j -3.17302e-05-0j 1.83115e-05-0j 5.33864e-08-0j -0.009594-0j 2.98964e-06-0j -0.00357051-0j -0.000102698-0j 2.64304e-06-0j 1.9896e-09-0j 2.32743e-05-0j -0.0007995-0j 7.4741e-07-0j 0.00533975-0j 5.81857e-06-0j -1.29538e-05-0j 6.22842e-08-0j -0.000444788-0j 0.000444979-0j -3.23845e-06-0j 4.8488e-07-0j 1.07902e-06-0j 2.32119e-09-0j -3.70656e-05-0j -2.69871e-07-0j 1.80704e-08-0j 2.69755e-07-0j -1.00575e-08-0j 2.24795e-08-0j 8.37763e-10-0j 
-2.91231e-05-0j -0.0576307-0j -2.38748e-05-0j 0.000607364-0j 0.2232-0j -1.45287e-05-0j -1.46793e-05-0j 0.000348466-0j -1.48283e-06-0j 0.000352077-0j -0.00414976-0j -1.4982e-06-0j -0.00419277-0j 0.0467527-0j 0.0472372-0j 5.26072e-05-0j -1.30473e-05-0j -7.61093e-06-0j -0.0012217-0j 6.93161e-06-0j 0.000302998-0j 0.0137167-0j 0.000176749-0j -0.000124689-0j -1.71913e-06-0j -0.064802-0j -0.00340194-0j -1.00283e-06-0j 3.09246e-05-0j -0.030866-0j -0.00198446-0j 1.80393e-05-0j 0.0160718-0j 0.00765519-0j 0.00937521-0j 0.00446553-0j -8.28341e-06-0j 4.82174e-05-0j -5.91795e-06-0j 0.000188479-0j -8.45598e-06-0j -3.48791e-06-0j -1.03543e-06-0j -0.00109713-0j -6.90284e-07-0j -0.00204897-0j 0.000134656-0j 0.000192406-0j 6.02717e-06-0j 2.48343e-05-0j 7.93633e-05-0j 4.01811e-06-0j -6.10131e-08-0j -7.39744e-07-0j 0.011927-0j 0.00912636-0j -4.93163e-07-0j -0.00146386-0j -1.057e-06-0j -0.000209122-0j -7.04665e-07-0j -0.000144559-0j -0.00209166-0j -4.35989e-07-0j 0.00333195-0j 1.77425e-05-0j 3.55154e-07-0j -2.9066e-07-0j -0.0531241-0j -0.000862765-0j 0.000630723-0j -4.35898e-08-0j 0.00652018-0j 0.00121729-0j 2.53517e-05-0j -0.000149404-0j -6.22842e-08-0j -0.0193951-0j 1.0457e-05-0j 0.00931649-0j -0.000213479-0j 0.00238046-0j -2.56909e-08-0j -0.00367141-0j 0.00384286-0j 0.00340136-0j 0.00045061-0j -8.80556e-05-0j 0.000643863-0j 0.00140299-0j 0.00026558-0j 
-0.00201813-0j -0.000291291-0j -0.471941-0j 0.000572445-0j 4.77037e-05-0j -0.00100679-0j -0.000931585-0j 0.0244549-0j -0.000102755-0j 0.0226282-0j -2.09748e-05-0j -9.50795e-05-0j -1.9408e-05-0j -1.23595e-06-0j -1.14363e-06-0j 0.00145742-0j 0.00176966-0j -0.00204209-0j 0.000235191-0j -0.0279868-0j 0.000285577-0j -0.00403955-0j -0.00032954-0j 2.4004e-05-0j -0.0339826-0j 2.8289e-06-0j -0.00490497-0j 0.0392141-0j 2.91466e-05-0j 1.29121e-07-0j 0.00566007-0j -3.36336e-05-0j 3.43496e-06-0j 1.56784e-07-0j -3.96376e-06-0j -1.8092e-07-0j -0.000574011-0j -0.00261457-0j -0.000410093-0j -9.07591e-05-0j -0.000536638-0j -0.000281238-0j -7.17514e-05-0j -0.0004134-0j 0.0139906-0j -1.03564e-05-0j -6.48414e-05-0j -8.485e-05-0j -0.000326822-0j 0.00174284-0j -4.44676e-05-0j 0.0637259-0j -4.22799e-06-0j -5.12617e-05-0j -4.71726e-05-0j 0.000145237-0j 0.00999535-0j -7.39898e-06-0j -6.70798e-05-0j -1.057e-06-0j 0.0130797-0j 0.0079385-0j -9.68213e-06-0j -3.51547e-05-0j -8.80831e-08-0j 0.00124515-0j -1.92581e-05-0j 0.00685471-0j 0.000661542-0j -5.07415e-06-0j -3.28266e-09-0j -3.02062e-06-0j 0.000103762-0j -4.81454e-06-0j 0.00162937-0j -7.55156e-07-0j -3.95271e-06-0j -4.01211e-07-0j 0.000853909-0j 0.000135781-0j -9.88179e-07-0j -6.29296e-08-0j -2.07151e-06-0j -1.49523e-08-0j 7.11591e-05-0j -8.23482e-08-0j -2.34525e-09-0j -5.17878e-07-0j -3.06894e-09-0j -4.31565e-08-0j -1.60835e-09-0j 
