0.00735596+0.028308j 0.00899908-0.0350277j 0.0108695-0.017569j 0.00615195+0.0258745j 0.0224517-0.00411852j -0.0173835-0.000885299j 0.00337742+0.0120185j -0.000448541+0.0032663j 0.015815+0.0280399j 0.00604651-0.0144089j 0.0139433-0.00662802j -0.00600024+0.000542132j -0.00860338-0.00675383j 0.00580581+0.000113873j 0.00349843-0.00695781j 0.0110915-0.00252105j 0.000575796+0.0104319j -0.0171341+0.00232321j -0.00435049+0.0056863j 0.000105216-0.0119989j 0.0078816-0.00166074j -0.00434499-0.018923j -0.0110408-0.0101684j 0.00043119-0.0140556j -0.00835677-0.00811082j 0.000933044+0.00963202j -0.0024085-0.00564548j -0.00397528+0.00391609j -0.00780689-0.0136755j 0.0039531-0.00106064j 0.00224129+0.00895899j 0.0237318+0.00162846j 0.0098303-0.002695j -0.00143264+0.00874172j 0.00449796+0.0142772j -0.00640654+0.00229827j 0.00861753-0.00191894j 0.00470539+0.00355261j -0.00637312+0.0025246j 0.00426999-0.0166293j -0.00276825-0.0133701j 0.0100597-0.0119359j 0.00903503-0.000294696j -0.00531993-0.00198762j 0.00776021-0.00226167j 0.00459606+0.00392548j -0.0106333-0.00840786j -0.00644138+0.002088j 0.00673013-0.0289621j -0.013713-0.00394008j 0.00394627+0.00176982j 0.00788698-0.0078926j 0.00834062+0.000288636j -0.0004458+0.00337993j -0.000562019-0.00508843j -0.00673023-0.0106723j -0.00414135+0.012346j -0.0050778-0.0120728j 0.00242902+0.00428709j -0.000207733+0.0131428j 0.0171244+0.014789j 0.00371352+0.00207097j -0.00231447-0.0166425j 0.00732188+0.00785911j -0.00270186-0.00336682j -0.00798156+0.000343531j 0.00677398+0.0199757j 0.0033887-0.00910168j -0.0173723-0.00362641j -0.0090486+0.00460933j 0.00196727-0.0113599j -0.0185019-0.0316662j -0.0156071+0.0216298j -0.0114412+0.00320871j -0.00514827+0.0069393j -2.48509e-05-0.0217962j 0.00277363-0.00542356j 0.0111224-0.0171841j -0.015523-0.0204111j 0.00579337+0.00825071j 0.0116812+3.34597e-06j -0.0077109-0.00780767j -0.0282303-0.00711116j 0.000388329-0.0105533j 0.0025058+0.00657089j -0.0249558-0.0104564j -0.013908-0.00573576j -0.0363115-0.00486062j 0.0283673-0.00540227j 0.022457+0.00544768j 0.0121999-0.00392846j 0.225897+0.000666402j -0.0140296+0.00468973j -0.0169445-0.0027785j 0.030369-0.0154684j 0.113583+0.0224248j -0.00272107+0.20646j 
0.0136127+0.0054845j -0.000768089-0.0682636j -0.000790926-0.0230597j 0.0204816+0.0558472j 0.0297101+0.0504224j 0.00731434-0.00231412j 0.0196525+0.0775215j 0.0101438-0.21029j 0.0247785+0.00941175j 0.00885054+0.0227667j -0.00409322-0.0225631j -0.00543525+0.114085j -0.0162958-0.0134232j 0.000152172+0.102346j 0.0225419-0.0604975j -0.0166584+0.104308j -0.00905546-0.0541312j -0.0298475+0.0775063j -0.0128871+0.0501785j 0.00344029-0.0159953j 0.0102842+0.0122918j -0.010498+0.0179021j 0.00443111-0.0327121j 0.00663388-0.0932775j -0.0163224-0.0200403j -0.0249995-0.119449j 0.00582938-0.0396904j -0.0214911-0.0177713j 0.0189131-0.00195744j 0.000139642-0.0144157j -0.00735704-0.0235726j 0.00200231-0.0612632j -0.026487+0.130739j 0.00421091-0.218947j -0.0177813-0.00416622j 0.0131476-0.172023j -0.0129336+0.139881j -0.011422-0.0648005j -0.0092094+0.163669j -0.00105349-0.0516836j 0.0132018-0.202743j 0.00805443+0.0140063j -0.0512629-0.0518386j -0.0396389-0.119884j 0.0172839-0.0954269j 0.0176449+0.225947j -0.000389356-0.0344638j -0.0176762+0.113267j 0.043415+0.140379j -0.0460062+0.184727j 0.009971-0.0635823j -0.00793797+0.0304605j 0.0309915+0.121438j -0.0042131-0.0301213j -0.0189959-0.0884718j -0.0227961-0.0446745j -0.037459+0.0901147j -0.0158842+0.00712372j 0.0627135+0.0924878j 0.0652062+0.0850308j -0.0585253+0.000465932j -0.0303836+0.00887971j -0.00601793-0.0813647j -0.0430247+0.089149j -0.0445937-0.0721621j -0.0212742+0.0580249j 0.0294093+0.0266452j 0.0639584+0.0166075j 0.0553761-0.013675j 0.0381435+0.0709017j 0.00441948-0.132256j 0.0412611-0.0362209j -0.0558152+0.0847162j 0.00442361+0.0468452j 0.0655393+0.0346517j -0.00776903-0.122057j 0.00446694-0.0342681j 0.0247174-0.0819728j 0.0267729-0.0685899j 0.0453702-0.0118665j 0.101274-0.025948j -0.0695271+0.00773947j -0.0032012+0.0802392j 0.0474711-0.0559508j 0.0476241-0.0416985j -0.0918773-0.0142557j 0.0663278+0.102516j -0.108998+0.0236015j 0.0203549-0.0921261j -0.0625717-0.033306j 0.0235463+0.0623439j -0.127062+0.054859j -0.0873612-0.0501044j 0.0242098-0.053085j 0.0141802+0.0945688j -0.045827-0.076732j 0.0176135-0.0768336j 
-0.00111094+0.0134437j -0.00214704-0.0119482j -0.0034733+0.00233576j 0.000739388-0.0185412j 0.00366708+0.0935271j 0.00830192+0.0331457j 0.00046087-0.0855183j -0.00878987-0.0536017j 0.00885794+0.139155j -0.00303843-0.0168627j -0.00945341-0.0299579j -0.0122818-0.0206677j -0.000995285+0.228648j -0.00142743+0.0172486j -0.00335873+0.0702152j 0.0145392-0.173217j -0.00170341-0.0577558j -0.00234922+0.108355j 0.0231347-0.0593886j 0.00571139+0.0977663j -0.0105075+0.0133163j -0.00847782+0.077937j -0.00515335+0.113888j -0.000240846+0.105713j -0.0132697+0.00483154j -0.00814172+0.112814j -0.00256662+0.0209763j 0.00228595-0.0957024j -0.00529874+0.104574j 0.0114342+0.173939j -0.0141897+0.158394j -0.00273113+0.147812j 0.0101556+0.136295j -0.0127492-0.112393j -0.0179354-0.199416j 0.0148496-0.226893j 0.000897949-0.213233j -0.00854819+0.286532j -0.0127688-0.177265j -0.00732495-0.20827j -0.00127789-0.0114199j -0.00524083+0.0760593j 0.0128215-0.0309614j 0.00417764-0.0814308j 0.0106111-0.101246j -0.00580117+0.0392856j -0.0151335+0.10401j -0.0232253+0.037515j 0.00476052-0.12698j 0.0158935+0.0273985j -0.0207751-0.0018787j 0.0188387+0.0552355j 0.00122745+0.0651966j 0.0104098-0.114144j -0.019677-0.046989j -0.00636056+0.0659152j 0.0198499-0.0179784j -0.025916+0.0759056j 0.00293408+0.0893226j 0.0480207-0.0135975j 0.01732+0.0607973j 0.0744447+0.116254j 0.0040101+0.0153022j -0.0265701+0.0509203j -0.0231377-0.0270342j -0.0486297-0.0151112j -0.0492018-0.0255233j -0.0227219+0.0971817j -0.0290215-0.004732j 0.00737079-0.00817215j 0.0236224+0.0698859j 0.0120114+0.0223953j 0.029391-0.0170488j 0.0182641+0.0748229j -0.0188903-0.0392873j -0.0100985+0.0330532j -0.00958776+0.0514701j 0.00918536-0.00405554j 0.00932314+0.0219735j 0.0422566-0.0564192j -0.0111155-0.0305752j 0.0167898+0.0428732j 0.00761106+0.0111576j 0.0195623-0.0086006j 0.00354852-0.019193j 0.0537669+0.0208794j -0.0402326+0.0987337j -0.0495164-0.0273561j -0.0143462+0.0184434j -0.00394328-0.00532903j 0.0211221-0.0232101j 0.0505295-0.024354j 0.039029+0.0326529j -0.0188881-0.0648417j -0.00501331-0.0291793j 0.0157009+0.0423192j -0.0104492+0.0440987j 
-0.00372041+0.00895925j -0.00411729+0.00988282j 0.000980751-0.00780519j 0.00446979+0.0669561j -0.0110312-0.00629j 0.0112527+0.0583711j 0.00502542-0.0292886j -0.0073037+0.0233757j -0.00855917+0.143738j 0.00866817-0.0882198j 0.000635439+0.0837675j -0.0159914-0.183087j 0.00698986+0.0236024j -0.00574587+0.103237j 0.00023868+0.0514163j -0.00648206+0.00874433j -5.36849e-05+0.00145287j -0.00104095+0.0878384j -0.00371893+0.0179694j 0.00287277+0.032605j -0.00626883+0.0398072j -0.00206164-0.00479021j -0.0179045-0.0512595j 0.0103451-0.000466572j 0.010407+0.0681358j -0.0199932-0.157645j -0.0030643+0.0292912j -0.0523585+0.0885641j -0.0162245+0.123208j 0.0239568-0.0955637j -0.0229347+0.0933249j -0.00685699+0.0605344j 0.0208554+0.16527j -0.0044993+0.0216686j -0.0381851+0.0588799j -0.00019726+0.0790818j 0.000117083-0.296412j -0.0125675+0.0751462j 0.0108994-0.0212246j 0.00307617-0.0544256j 0.000791648-0.122433j 0.0127275+0.100123j 0.0220735+0.132813j 0.00143064-0.0921282j 0.0103402-0.0412258j -0.00339503-0.100989j 0.0300544-0.108971j 0.0120529-0.0428161j 0.0362509+0.0184978j 0.00656406-0.0926012j -0.020356-0.171617j 0.00259573-0.138719j 0.0115755-0.10299j -0.0421156+0.145676j -0.00382451+0.125035j 0.0197657+0.0376335j 0.00223409+0.0938525j -0.0163102+0.0241484j -0.0502161+0.0480744j -0.0198672+0.017431j 0.0318945-0.0514323j 0.00113997+0.00709227j 0.000589762-0.074539j -0.00799831-0.058944j 0.0897989+0.112326j -0.0138261+0.0789364j 0.0228162+0.0476629j -0.0387032-0.0317191j 0.0746465+0.0720421j 0.0965925+0.02058j -0.0116047-0.0120386j -0.0790997+0.00288794j -0.0737123+0.0851154j 0.00786569+0.110291j -0.00612037+0.0229904j 0.0194101-0.0737446j 0.033429-0.0630017j 0.0100226+0.062992j 0.0489067+0.025837j -0.0418524-0.0572035j 0.00429946+0.103941j 0.072958-0.0799459j -0.0449914+0.0680516j 0.00353758-0.036j -0.0630146-0.00911631j -0.0316288-0.0370914j -0.0102931-0.0517819j -0.000240307+0.0241993j 0.0276526-0.0931545j -0.0329293+0.0297807j 0.0101946-0.108695j -0.0218281+0.0767082j -0.119933-0.0169908j -0.0236697-0.0306587j 0.0048521+0.0336547j -0.0237536-0.0979643j 0.0343096+0.0156818j 
0.00284112-0.00844923j 0.00343189+0.00122602j 0.00407991+0.0418337j -0.00233201-0.0464573j 0.0137718-0.0321476j -0.0020231-0.0268053j -0.00589243+0.016511j 0.0071232+0.0996306j -0.000664149-0.083971j 0.0125677-0.0133745j 0.0095512+0.0472027j 0.00736977-0.0840196j -0.0106196-0.0328702j -0.0179996-0.0136855j -0.00458073+0.0357899j 0.0107828-0.0337652j -0.012543-0.0368611j 0.011812-0.00494507j -0.0215051+0.048359j 0.00270598+0.0620422j 0.0146922-0.0111936j -0.0136123-0.0340437j 0.0560294+0.0511804j -0.0107693-0.00316863j -0.00901655-0.0259098j -0.00456911-0.00782591j -0.024981+0.0429773j 0.0113376+0.00303001j 0.00679451-0.0324718j -0.0041696+0.0169403j 0.00099698+0.00718839j -0.000594295-0.105948j -0.00209664+0.0700627j -0.0096395+0.136909j 0.0356667-0.0260705j 0.00456578-0.0252102j 0.00688803+0.143003j 0.0126749-0.0329767j -0.0105592-0.121287j -0.00954527-0.128067j -0.0194242+0.0341553j 0.0109163+0.0458764j 0.0152647-0.0919573j -0.0114275+0.0574363j -0.0146396+0.080435j -0.0130478-0.0974298j 0.027301-0.0887781j -0.00178377-0.0996492j -0.0194356+0.0777588j 0.0386661+0.0603742j 0.0211873-0.0488079j -0.0190038-0.0610622j 0.00482124-0.0456012j 0.0192029-0.00819687j 0.00743893+0.117391j -0.00804967-0.0701913j 0.0103542+0.0306826j 0.0057254+0.123631j -0.00910788+0.0964192j -0.0201263+0.0963428j 0.0216463+0.153425j -0.0250309-0.0419958j 0.0732426-0.0657444j -0.0123258-0.0626545j -0.0623443+0.0131922j -0.0242017+0.106395j -0.0430705-0.046114j 0.0887211+0.0278739j 0.189863-0.0161615j -0.145184+0.0261339j 0.0206082+0.0139424j -0.0551754+0.042792j -0.00541368-0.13254j -0.0155597-0.0626865j 0.113606-0.124571j -0.0510136-0.0538663j -0.0821294-0.103213j 0.00171046-0.0799672j -0.00749545+0.105111j 0.0760195+0.0258162j -0.0120121-0.0143212j 0.0524537-0.0762506j -0.0188184-0.0391594j -0.0282458-0.0284672j -0.0293384-0.0743084j 0.0742387+0.0738992j -0.064362+0.0731242j -0.0408512-0.00880829j -0.0275837+0.0731539j -0.0208954-0.0358476j -0.0529406-0.0870242j 0.0199762-0.0124197j 0.0391903+0.00383943j -0.0138796-0.0619565j 0.0229362-0.040978j 0.0140953+0.050436j -0.0216798+0.00774906j 
0.00689689-0.0196898j 0.0139628-0.0221075j 9.98675e-05-0.00446979j -0.0152655-0.084156j 0.0310946-0.0729273j -0.0228121+0.00375303j -0.00710971+0.0652787j 0.00570444-0.0236824j -0.0088875+0.161977j -0.0128282-0.143784j 0.00176731-0.0428969j -0.0175834+0.0534183j -0.0010094-0.0038838j 0.00123641-0.0319243j -0.0200511-0.0556092j 0.0108419+0.0145781j -0.0148184-0.0402793j 0.0143896-0.00804148j -0.0132785+0.0297555j 0.00559599+0.0343485j -0.0113148+0.0356026j 0.0370763+0.0974147j -0.0118949+0.0763371j 0.0167677-0.147407j 0.0188599-0.0460715j 0.00757736+0.00391235j 0.0101222+0.0637745j 0.0333127-0.22058j 0.0169016+0.101337j -0.0139106-0.272427j 0.0164536-0.0873921j -0.0101544+0.0719222j 0.00264744+0.0361778j -0.00423218-0.0521994j 0.0222394-0.0840035j -0.00724944-0.207075j 0.0153309+0.0839571j 0.0209761+0.0326319j -0.00399021-0.1923j 0.0118661+0.110703j 0.00385557+0.142703j -0.0133762-0.0438048j 0.0169003+0.111376j 0.0169347+0.0098973j 0.0364048-0.104319j -0.00807892+0.0262349j 0.0195924+0.0663023j 0.00256593-0.0143723j -0.00937845+0.0459748j -0.00781254-0.135029j -0.00840139+0.0202921j 0.0201878-0.0225716j -0.0455134-0.0458589j 0.0717598+0.052761j -0.0257637+0.0471969j 0.0276869-0.0216776j 0.0555131+0.0256243j 0.0210315-0.0184538j 0.0410386-0.00253385j -0.0271386+0.0796145j 0.017678-0.0325517j -0.029636-0.0623334j 0.0706363+0.0246992j -0.0227096-0.0300945j -0.0329336+0.106857j -0.0140797+0.063162j -0.1055-0.0620867j 0.0716677+0.0175631j -0.0578104+0.033119j -0.00228423+0.0540988j -0.0324747+0.0170328j -0.0105922+0.0648366j 0.0640097+0.0357571j -0.0702672+0.0200874j -0.0580609+0.0978488j 0.0109893-0.0413611j -0.0711388+0.0701552j 0.108465+0.0329473j -0.0871314-0.0219166j -0.019631-0.0545694j -0.0135064-0.0519452j 0.0214361+0.0983099j 0.0341802+0.0663806j -0.0228943-0.04333j -0.041158+0.107391j 0.045955+0.0694118j -0.00880218+0.0854797j 0.051087-0.0666087j -0.000445536+0.0576728j 0.00533798-0.0329749j 0.00468121-0.0108903j -0.0572081+0.125647j -0.183555+0.0107864j -0.0105073-0.0121995j -0.0295734-0.0361662j -0.0180042-0.159422j 0.0298842-0.037443j 
-0.00585314-0.0120292j -0.010433+0.0064587j -0.0054438-0.122722j 0.00246343-0.00652004j -0.0223506-0.0781274j 0.0156664+0.00336189j 0.00884028+0.10519j -0.00798703+0.0750088j 0.0102022+0.191509j -0.0112701-0.0906302j -0.0177784-0.0539315j 0.0131908-0.00607642j 0.00265361-0.0475669j 0.00409715-0.0328784j 0.00951026+0.0125042j 0.00845275-0.00748458j 0.0151997+0.0338294j 0.00981464-0.00333385j 0.0144985+0.022191j -0.0100576-0.0409777j -0.0125443-0.0650841j -0.0132735-0.0429376j 0.00456003+0.0614459j -0.0212296-0.120065j -0.0283291-0.0810453j -0.0118576-0.0088504j 0.00880922+0.0979061j 0.00203974-0.083962j -0.00642963+0.139201j 0.00513146-0.248636j 0.033314-0.0692852j -0.0180147+0.128955j -0.00166601+0.09179j 0.00569858-0.0508773j -0.0229434+0.0739038j 0.0192107+0.0323917j -0.0134848-0.0663381j -0.0279543+0.127591j -0.00111262+0.042613j -0.0058228-0.000139749j 0.00748924+0.0866837j -0.0254309-0.0827936j -0.0235311+0.0846418j -0.000349737-0.0749445j -0.0254637-0.0593827j -0.00420527-0.0455962j -0.0185374+0.0100591j -0.00930551+0.0087174j -0.00230478-0.127287j 0.00421662+0.0905259j -0.027865-0.0104813j -0.00987749+0.0108027j 0.0234701-0.0932364j -0.017171-0.0412149j 0.0113137+0.0302101j -0.012112-0.161888j 0.0264063-0.234637j -0.0116279-0.10139j -0.0372326+0.0400874j -0.0120059+0.0375914j 0.0258257+0.112786j 0.0604526+0.0533678j -0.056909-0.0768599j 0.0423358+0.0384459j 0.00993746-0.0384288j 0.0624583+0.0205151j -0.015186+0.039337j -0.0206923+0.0378154j -0.0270115-0.109591j 0.0193412-0.0178354j 0.0185255+0.0050577j 0.0108202-0.188737j 0.0510552+0.056626j 0.0235238-0.0222126j 0.074805-0.0569609j 0.0528916-0.0522955j 0.0174893-0.022775j -0.0661422-0.0836901j 0.0853692-0.0868095j 0.0309669+0.179613j 0.0840398+0.0507427j -0.0172892-0.063757j 0.0177315-0.121283j 0.0148833-0.0884709j 0.0554115-0.00528015j -0.0202948-0.0614471j 0.0315253-0.129934j -0.0427726+0.0579581j -0.0435767-0.0500158j -0.0136049+0.0950717j -0.0638037+0.0492968j -0.117263-0.0827166j 0.158202-0.111574j 0.0181025-0.00474982j 0.0157824-0.0221859j -0.0317852+0.0915726j -0.0571706-0.094149j 
0.00112467-0.0118432j 0.00183522+0.0129247j 0.0107427-0.0925846j 0.012699+0.0350674j -0.00221717-0.0415184j -0.0176229-0.00756065j 0.0192022-0.0599578j -0.0123959-0.0266381j 0.00698436+0.0890765j 0.00668426-0.0125076j 0.00590308+0.0215499j 0.0212806-0.111779j -0.000960084+0.0335112j 0.0155-0.0203328j 0.0331108+0.00320353j 0.00275515-0.00534919j 0.0184495+0.0171684j -0.033715-0.0110352j -0.0145389+0.0355661j -0.0325789+0.055022j 0.0450226+0.0133394j -0.0204995-0.0150016j 0.0399562+0.0203213j -0.00355245+0.121167j 0.00440483+0.0224741j 0.0141395-0.0175804j 0.000523699-0.0359628j 0.00559935-0.00879224j -0.00595153+0.107293j 0.00120257-0.0868081j -0.000171125+0.0990501j -0.00015425+0.0504934j 0.0165313+0.131689j -0.00717229-0.108192j -0.0140326-0.00795374j 0.000886236+0.166617j -0.01474+0.00849864j -0.0279261+0.0823412j -0.00760778-0.0239698j -0.0130455-0.0627038j 0.0258029+0.11542j 0.00952239+0.0251281j -0.00479735-0.0410867j -0.0162806+0.0822407j -0.0292825-0.0420027j 0.00905296+0.0560181j -0.0495792+0.0525037j -0.0178105+0.0498553j -0.0151375-0.0630272j -0.0105554-0.0761845j 0.0723605+0.0362716j 0.00235026-0.013436j -0.0252273+0.0465774j 0.000132699+0.00747663j 0.0307045+0.00580057j 0.0203442+0.0964749j -0.0376003-0.0433603j -0.00608585+0.0716156j -0.0708061+0.0350115j -0.0233018-0.0372712j -0.0353671+0.00176358j -0.0131367+0.0486664j -0.0658396-0.00245276j 0.0938559+0.0359423j 0.013288+0.0421316j 0.0771516-0.0479933j 0.148371-0.0373913j 0.0670483-0.059431j 0.0705506+0.0547089j -0.204406+0.0797587j 0.024045-0.174086j 0.1037+0.103895j -0.0672814+0.00323705j -0.0489386-0.21024j 0.118453+0.0374119j 0.0241626-0.0604824j -0.0114925-0.0332482j -0.0654696-0.0852954j -0.0486977+0.0397002j -0.0467518+0.0508898j 0.0273997-0.0311681j -0.0113126-0.0112897j -0.0239134+4.41352e-05j -0.0468262-0.0712881j -0.0217113+0.00450479j -0.0294607-0.0494622j 0.0630553-0.049254j 0.0612465+0.0141027j -0.00217061-0.000634192j 0.0134584-0.0830347j 0.0211413+0.0200861j -0.0459568+0.0456995j -0.0316019-0.0117585j -0.00576082+0.0714323j -0.0436783-0.000197668j -0.0187801-0.0303571j 0.0105759-0.0395318j 
0.00118036-0.0170491j -0.00717858+0.076641j 0.00219018-0.0330669j -0.013154+0.0553432j 0.013943-0.00369653j 0.010464-0.114713j -0.0100738-0.0218127j -0.0167791+0.00590935j -0.0107301-0.0388176j 0.00528463+0.121065j 0.00472757-0.064673j 0.027614-0.103377j -0.0117662+0.0984503j -0.0209586-0.0301592j 0.00286068+0.0424801j 0.0132376-0.0456478j -0.0200323+0.0422739j 0.0117485-0.0292751j 0.0154349+0.0616101j 0.0244181-0.0270114j -0.00416013-0.0244291j 0.0194248-0.0497127j 4.34246e-05+0.00418062j -0.0176185+0.216158j -0.000258801+0.0625904j -0.00793725+0.03544j 0.0157084-0.0898729j 0.00932392-0.0596986j -0.00651829+0.143071j -0.0105928+0.022678j 0.0434113+0.153355j -0.00116179-0.0831209j -0.00103559+0.0542104j -0.0119752+0.168948j 0.0117253+0.0440027j 0.00287761+0.00699673j -0.00226008-0.0496243j 0.00807472-0.0842846j -0.00807736+0.140289j 0.00487247-0.0966811j 0.00870533+0.115022j 0.0233166-0.12913j 0.0258242-0.0296261j 0.00158065+0.241895j -0.0155216+0.0442285j -0.0158641+0.0750211j -0.0518169-0.0916431j -0.0258419+0.0399625j 0.01118-0.0564052j -0.0230952-0.0650317j 0.0180743-0.0309363j -0.00932074-0.0020278j 0.084409+0.140822j -0.0482745+0.116652j 0.0266119+0.0570416j -0.0174517+0.0165659j 0.0248125-0.0428495j 0.0224097-0.0360705j -0.0409+0.0858324j 0.00818979-0.0820782j 0.014837+0.0570496j 0.0395736+0.0569129j -0.00920917+0.000968723j 0.0267965+0.0384816j -0.0238208+0.0245468j 0.0258956-0.00439341j -0.0377925+0.0280632j -0.0240101+0.00633842j -0.0410826+0.0865966j 0.0239614+0.0136432j 0.0533867+0.0228888j 0.0549426+0.0119569j 0.071248+0.0585889j -0.0445579+0.0484466j -0.00724619+0.0175754j 0.038484+0.00348807j 0.0116006+0.0330409j 0.040305+0.0894196j 0.00289242-0.0468612j 0.0581057-0.00693244j 0.124673-0.0225714j -0.0411887-0.00497649j 0.00310276+0.0474683j 0.000135948-0.0456466j 0.0141929+0.0397811j 0.0438062-0.0452326j -0.0684884+0.0668378j -0.141299-0.0637678j 0.0318442-0.0957876j -0.0332248-0.0333876j 0.00375993+0.0726519j -0.0547098+0.0239897j -0.0452194+0.0214137j -0.0171268-0.190033j 0.0615097+0.073917j -0.0267598-0.0206587j 0.0137526-0.0346089j 
0.00639445+0.0414373j -0.00455318-0.00931513j -0.0093799+0.114181j 0.00405071-0.0120782j 0.0154829+0.107852j 0.0153899-0.00211378j 0.00432227+0.0457664j 0.0118952-0.0602075j -0.0124304+0.0172555j 0.00698888-0.0451645j 0.0103127-0.0382735j -0.0196392+0.131898j -0.000214805+0.0931058j 0.00419078+0.0438683j 0.00318204+0.0295788j -0.0109095-0.0176521j -0.00395777+0.0806394j -0.00822893+0.0244164j -0.0206587+0.010031j -0.00914522-0.0376215j 0.0276973-0.000199165j 0.016463+0.0131072j 0.0179208+0.012123j 0.0278173-0.113766j 0.00646209+0.00397502j -0.0359758+0.106558j 0.0025062+0.0503816j -0.0179527-0.0306592j -0.00333582-0.141407j -0.00252335+0.178167j 0.014639+0.0148367j 0.000194316-0.136257j -0.0165052-0.0612194j -0.00401961+0.00340568j 0.0138563-0.0280647j -0.0212397-0.00916119j 0.0212172+0.0759068j 0.0144075+0.0636351j 0.0108638-0.0424209j 0.00223965+0.00488454j 0.0186821-0.0796078j 0.0083408-0.122395j 0.0150225-0.0517131j 0.0424515-0.00255185j 0.0122752-0.0493623j 0.0260601-0.0945954j 0.0336531+0.0226088j 0.00814893+0.0645226j 0.0150957-0.0491711j -0.0309395-0.0827135j 0.0108601-0.203376j -0.0153517-0.104204j -0.0685757-0.04072j 0.0526799+0.0128019j -0.0476282-0.146256j 0.00146059-0.0767617j 0.0686339-0.164406j -0.00269945-0.0873263j 0.0610456+0.0946813j -0.0174306-0.00116749j -0.0188975+0.0797546j -0.025667+0.038008j 0.0157945-0.0408112j 0.00716163+0.0413124j 0.0110411+0.0151586j -0.0296492-0.0496516j 0.0999105+0.0874225j 0.117102-0.111404j -0.0500086+0.0237662j -0.115095-0.00541597j -0.0844546-0.0390791j -0.00770615+0.0542298j 0.0694575+0.0447273j -0.0364332-0.106129j -0.0294616+0.0880146j 0.0567631-0.0395491j -0.0554872-0.0672526j 0.0434786+0.114652j 0.0181471-0.0448647j 0.0396441-0.0871388j 0.0573631+0.00783218j 0.131091+0.016195j -0.0703414-0.0542268j 0.0146595+0.00510573j -0.0396561+0.115383j 0.0641093+0.0416006j -0.00040022-0.0236633j 0.0472742-0.0694643j 0.0121809-0.141034j -0.017977+0.0214962j -0.0278442-0.0763515j 0.0197489+0.00985147j -0.00960592-0.0330691j -0.0369384+0.0158908j 0.0169698-0.0402462j -0.00349325-0.0100849j 0.00964391+0.0387347j 
0.0120726+0.0462759j 0.00819966+0.00368718j 0.0209534-7.79251e-05j 0.0142126-0.0891027j 0.0286134+0.0450715j -0.0118915-0.0532085j -0.00946538+0.0631812j 0.00695018-0.085517j 0.0381193-0.0358075j -0.00856973-0.124042j 0.0371977+0.0411618j -0.0234033+0.00765094j -0.000741007-0.036107j -0.0218187-0.0370458j 0.00512623+0.0142931j 0.0291502-0.0455723j 0.0239301-0.00471737j 0.00184088-0.0278308j 0.0431334+0.0263458j 0.0121561-0.0128487j -0.00609157-0.0415895j -0.0427985-0.0087352j 0.00530986+0.0171763j 0.0103926-0.181271j 0.0180112+0.0190595j 0.00479442+0.0247565j -0.0179708+0.169192j -0.0108106-0.0829128j -0.00778161-0.0717679j -0.00378596-0.000908468j -0.0354778-0.0814783j 0.0337663-0.0403441j 0.020854-0.107355j 0.00899385+0.0601855j 0.0220837-0.0330158j -0.00634927-0.0628362j 0.012739+0.0474033j 0.0061504+0.0341178j -0.0291878-0.155051j 0.00143594-0.195807j -0.0242473-0.0741584j -0.0664267+0.000875774j -0.0179768-0.137547j -0.0229171+0.134331j 0.0606532+0.00668142j 0.0170876+0.150401j 0.0191955-0.120844j -0.0165839+0.034991j -0.0090145+0.0389937j 0.0260634-0.0497664j -0.00308812-0.0618601j 0.0254814-0.0572509j -0.0292507-0.0271085j 0.0230783+0.113554j 0.00155568+0.0763185j 0.00427741+0.101664j 0.0328673-0.0176484j -0.0156292-0.0361905j -0.0174095+0.0602565j -0.0492185-0.0995156j 0.0304166+0.0418146j 0.0529248-0.0253614j 0.0158541-0.0613338j 0.007507-0.112994j -0.000987499+0.0719187j 0.0200184+0.0589941j -0.0823897+0.0593789j -0.0588602+0.0510183j -0.034482+0.0677758j -0.0486002+0.0795417j 0.0642606+0.0376908j 0.0855642-0.0426534j 0.0274839+0.16623j -0.017847+0.0112652j 0.053819+0.0363536j -0.0634078-0.00912974j 0.000306113+0.012508j 0.0254505-0.0878076j -0.100699+0.00424764j -0.0192389+0.0337877j -0.0571714-0.0520717j -0.022886-0.0110734j 0.0301898-0.0433121j -0.0293661-0.00736241j -0.0305944-0.0126517j -0.039121+0.0478774j 0.0718204-0.0444859j 0.0982846+0.00964186j 0.0462749+0.0793711j -0.0327537-0.0312416j -0.00256849+0.0615132j -0.118232+0.0168325j 0.0141104-0.0578074j 0.00776818+0.0908836j -0.021745+0.0143707j -0.0306913+0.00536201j 0.00516251-0.111359j 
