0.00181908+0.0069299j -0.00703797+0.00235759j -0.00549011+0.00160126j -0.00162134-0.00545868j -0.00159043+0.000483577j -0.00346872-0.000352921j -0.000202342-0.00501904j 0.00441603+0.000457427j 0.000372255-0.00152405j -0.000617547+0.000606858j 0.00146863+0.000493879j -0.000960634+0.00302663j -0.0038078-0.00216469j 0.00309933-0.000182461j -0.000395021-0.00101891j -0.00160455-0.00108861j -0.000409788-0.000518851j 0.00162411-0.000507124j 0.00162943+0.00213543j -0.000460916-7.56548e-05j -0.000146572+0.000839901j 0.00193404-0.00161654j -0.00225808-0.00198862j -0.0013731+0.000153616j -7.42165e-05+0.000235593j 0.00275685+0.00032309j -0.000827593-0.00194645j 0.000720238-0.00144681j 0.000486663+0.000964698j 0.000701797-0.000368787j -0.00247313+0.000660783j 0.000618995+0.00157103j 0.000984351-0.000606519j 0.000414579-0.000733169j -0.00228905-0.00270273j -0.00100057+5.86366e-07j -0.00104313-0.00164039j 0.00226676-0.000138433j 0.00122127+0.000486098j -0.00118424-0.00028989j -0.000611324+0.00107201j -0.000465533+0.00260553j -0.00231051-0.00197008j 0.000725615-0.00212214j -0.000804061-0.00231555j -0.00476083-0.00165143j 0.00119253+0.0039568j -0.00230266+2.61913e-05j -0.00139538+0.00386519j 0.00708624+0.00414697j 0.00290839-0.00262966j -0.00379941-0.00241816j -0.0101205-0.0104538j -0.00834869+0.00409003j 0.0490059-0.0370639j 0.00696872-0.362827j 
0.00601772+0.00368083j -0.00183599+0.00345743j -0.00625442+0.00266325j -0.0168749+0.000815976j 3.57073e-05-0.013208j 0.015188+0.0370291j 0.0182289-0.0802046j -0.00248842-0.0425478j -0.00469157-0.00821807j -0.011851-0.00903218j 0.0119459+0.023443j 0.021516+0.25394j -0.00614791-0.110506j 0.00621592-0.0190143j 0.00167248+0.0168706j -0.00718235-0.0370508j 0.0049055-0.00262158j -0.00546682-0.0112272j 0.00553832+0.030177j -0.00881386-0.00503313j 0.00554736+0.0137879j 0.00695803+0.0173975j -0.00858579-0.0293238j -0.00196149-0.0178681j -0.00147213-0.00386234j 0.00560324+0.0132512j 0.000872616-0.0228049j 0.00465458+0.00993595j 0.00104292+0.00274773j 0.00219228-5.7995e-05j -0.00438265-0.00308435j -0.00413901-0.00645772j -0.00143813-0.0104715j -0.00448875-0.00673917j 0.00387875-0.007749j -0.0087873-0.0117814j 0.000474489-0.0037335j 0.00276771+0.00314347j 0.00525098+0.0108011j -0.00107724+0.000620816j 0.00233325+0.0013976j 0.000242665-0.000405902j 0.00140166-0.0023112j 0.0036032+0.00219645j -0.00407363-0.00298448j -0.000724738-0.00251407j 0.000241693+0.00170625j -0.00550313-0.00144647j -0.00447371+0.00304376j 0.0030562+0.00653839j 0.00155989-0.000931996j -0.00189752+0.000615565j 0.00122962-0.00643882j -0.00394069-0.00386262j 0.00503477+0.00635966j 0.00347618-0.00713047j 
-0.00250517-0.00831857j 0.00973378-0.001027j 0.00911714-0.00451827j -0.00358753-0.00218427j -0.00868489-0.0456835j -0.00788921+0.0379534j -0.00413856-0.0263461j -0.0152608-0.0058295j -0.00294799-0.0219809j 0.0189533+0.0226107j -0.00555015-0.254395j 0.0153592+0.0498815j 0.00387955+0.0102057j -0.00723711-0.039487j 0.005442+0.000161465j -0.00664322+0.029873j 1.32813e-05-0.00113056j 0.00119639-0.000691233j 0.00698388+0.0138134j 0.0069608+0.0409417j 0.00268018-0.0173321j -0.00341348-0.0015671j -0.000453961+0.00201474j -0.00244528-0.000134642j 0.00529801-0.0170449j 0.00197824-0.0160098j -0.00589489-0.000907873j 7.28105e-05+0.00670508j 0.00299362-0.00364541j -0.0031659-0.00156935j 0.00398653+0.00434106j -0.0020888+0.00946241j -0.00326604+0.000620531j -0.000731335-0.000732466j -0.00205723-0.00354344j 0.000778872+0.0105703j -0.000231109-0.00391394j -0.00162356-0.00386994j 0.000258317-0.000968024j -0.00122908-0.00198891j -0.00105587+0.00708956j 0.00331571-0.00841764j -0.000490381+0.00765971j -0.000927436-0.0131657j -0.00445086+0.00691661j 0.00298849+0.000779938j -0.00105352-0.0151894j 0.00335495-0.000823462j 0.00188003+0.0122539j 0.0062365+0.00426911j -0.000527063-0.00581486j 0.000934505+0.00885911j -0.00330305-0.00850739j -0.00281465+0.00342685j -0.000909553-0.00698465j -0.00517529+0.000288981j 
-0.00862858+0.00420448j -0.00511581-0.00883449j -0.00383289+0.0132127j -0.0047242+0.0200182j 0.00383528-0.0277684j 0.00580714+0.0271407j 0.0143562-0.0114242j -0.00395063-0.0207128j -0.0233876-0.0252788j -0.00524152-0.268155j -0.0176797-0.0382715j 0.00386728-0.00719231j 0.00756892-0.0134601j 0.00750192+0.02838j -0.00722928-0.0366803j 0.000583855+0.00986497j -0.0017891+0.00281908j -0.00452413-0.0157215j 0.00404514-0.0125684j 0.00341285-0.0266533j 0.00446018+0.00624845j -0.000150648+0.016738j -0.00216001-0.0110632j 0.00160066+0.0123374j -0.00515019-0.0187324j -0.00716313-0.00646507j 0.00398261+0.00469449j 0.00433775-0.00377293j -0.00192236-0.00958809j 0.00295103+0.00493249j -0.000231199-0.00732017j 0.00419707+0.00564895j 0.000577378+0.0030378j -0.00362749-0.00135818j 0.00416535+0.0024221j -0.00191367-0.00889172j -0.00786934-0.00852119j 0.000584196+0.0025955j 0.00107211+0.00534886j -0.00439629-0.00217229j 0.00431143+0.0105345j 0.000549625-0.00706788j 0.00472707+0.00483239j -0.00597099+0.000203574j 0.00103258+0.00980541j 0.00208051-0.00687037j -0.00835721+0.00449016j -0.00498728-0.00930022j 0.00356007+0.00438337j 0.00379244-0.00690233j -0.000662474-0.00305958j 0.0014207-0.00183946j -0.00157662+0.00775916j 0.00445655+0.00374857j -0.00231156+0.00253069j 0.00198906+0.00400361j 
-0.00443777-0.00272408j 0.00315114-0.00377356j -0.00598122+0.0532708j 0.00873052-0.0283411j 0.0126357+0.0801381j 0.0206563+0.000794883j 0.00494083+0.0162966j 0.0223287+0.0105963j 0.00227506-0.252443j 0.0134841+0.0401431j -0.0031581-0.0354244j -0.000758823+0.0126491j -0.00481372+0.011626j -0.00573454+0.0523492j 0.00756927-0.0309749j 0.00198797-0.0164569j 0.00170414-0.00803676j 0.000735683-0.00840679j 0.000951633+0.0130117j 0.00685208+0.00432808j -0.00795108+0.0145618j -0.000303127-0.00345305j 0.002018-0.00254341j -0.00438136-0.00469202j -0.00032333+0.00283539j 0.0019663-0.00667762j -0.000840547+0.00699815j 0.00403454+0.00832919j 0.00179297-0.000525336j 0.0013375+0.00335361j -0.000605416-0.00246876j 1.01754e-06+0.00452456j 0.000173471+0.0030844j -0.00195127-0.00949902j 0.000970172+0.00994206j 0.00179586-0.00823655j 0.00482706-0.0163431j -0.000475307+0.00387414j 0.000900676+0.00113378j 0.00312203-0.00855056j -0.00183675+6.58881e-05j -0.00174608+0.00845934j 0.000169054-8.21579e-05j -0.00280148-0.00606698j -0.00233917-0.00488459j 0.000150742+0.00326869j -0.00513658-0.00900942j 0.000425727-0.0107313j -0.000866568-0.000984006j 0.00124419+0.00584366j 0.00154203+0.00313353j 0.00504833-0.00247176j -0.00728495-0.000495865j -0.00186393+0.00904766j 0.000132755+0.00162128j 0.00188179-0.000172445j 
0.00127076-0.000390988j 0.0040242+0.0047811j -0.0272468+0.0552215j 0.0123094+0.112418j -0.0153607+0.0104926j 0.00191072+0.00151433j -0.0214897-0.011349j -0.0111644-0.271071j 0.00638908-0.054088j -0.00146986-0.01184j -0.00790248+0.0235411j 0.00693164+0.0195994j -0.00840222+0.0197958j 0.0102365-0.001038j -0.00496911-0.00661535j 0.00185588-0.00868283j -0.00168125+0.0049893j -0.00338057-0.00764308j 0.00616088+0.0131396j 0.00112541-0.0140802j -0.000389721+0.0253637j 0.00128915-0.00335587j -0.00289472-0.00323116j -0.00376642+0.00703731j -0.00152408+0.0113866j 0.00110803-0.00281372j -0.0041597+0.000983344j 0.00269829-0.0112854j 0.000827109+0.00279423j 0.00245429-0.00994373j -0.00193674+0.00770291j 0.00240418-0.00495833j 0.00140932+0.000521915j -0.00466623-0.00069338j 0.00136206+0.000440959j -0.00326013-0.00720155j -0.00157328-0.00827203j 0.00193757+0.000552728j 0.00207652-0.00404945j 0.000621722-0.00495046j 0.000110373+0.00357409j 0.00122618+0.0125342j -0.00169153-0.00200804j -0.00230985+0.00599013j -0.00140335-0.00578669j -0.00146618+0.00456712j -0.000688421+0.00984565j -0.00502411+0.00077233j 0.000246139-0.000586876j 0.000649902-0.000456785j 0.00157849-0.000836212j 0.00120332-0.00776888j -0.00372979+0.00754838j 0.00390889+0.00656944j 0.00436848-0.00510031j -0.00290749-0.00599642j 
-0.0163155-0.00175883j 0.00260425-0.006256j -0.0107286-0.0833895j -0.0241377+0.0504295j 0.0102415+0.0233138j 0.0266534+0.00633364j 0.0161519+0.304126j -0.00310961-0.0264238j -0.00282119-0.000314559j -0.000273333+0.0102816j 0.00402205+0.0134749j 0.00699157-0.0020507j 0.00606543+0.0382736j -0.00680829-0.0193153j 0.00495794+0.0127295j -0.00038423-0.00768828j 0.0068356+0.0117253j -0.00312518+0.00455436j 0.0045554-0.0172574j -0.00600315+0.00280319j 0.00423186+0.00226588j -0.00202926-0.00355365j 0.00104324+0.0120543j 0.00278685+0.0131404j 0.00226343+0.00669118j -0.000826092-0.00178107j 0.000208003+0.0127693j -0.00297224-0.00183121j 0.00295179+0.00265646j -0.0044603-0.00529138j 0.00487046+0.00728765j -0.00325736-0.00898296j 0.00215235-0.00266294j 0.00046845+0.00822349j -0.00115534+0.00219592j -0.00255235+0.00294044j 0.000140238+0.0011734j 0.00017736-0.00670381j -0.00390627-0.00518915j 0.00206259-0.00201729j 0.00137936-0.00396476j 0.00557492+0.00302929j 0.00018819+0.00485821j 0.00239546+0.00304896j -0.000677962+0.00144819j 0.00247372+0.00518348j 0.00493601-0.00201544j 0.00059646+0.00944835j 0.00135704+0.00108523j -0.00305534-0.00198484j 0.000616741+0.00245845j 0.00132035-0.00120155j 0.000978515+0.00793835j 0.00548431+0.00147298j -0.00542869-0.00604744j -0.00355839+0.00786078j 
-0.0027996+0.0122015j -0.0235291+0.00963784j -0.00298586-0.0120238j 0.00951209+0.0168502j -0.0329245-0.00608273j -0.00888653-0.308179j 0.0147296+0.0218948j 0.00141685+0.0160815j 0.00867857-0.0200224j 0.00351714+0.0142237j -0.00737872-0.0044852j -0.00257143-0.0307522j 0.00606945+0.00220006j 0.00521953+0.010952j 0.00291233-0.00872594j -0.00181755-0.0166249j 0.00175806-0.0151363j 0.00280919+0.0078649j -0.00762146-0.0168543j 0.00594241+0.00206082j -0.00265301+0.00656878j 0.000736846+0.00215426j 0.00545862-0.00018885j 0.00334017+0.000789041j 0.00195925+0.00470653j 0.000369043+0.00282478j 0.00462198+0.000569821j 0.00324245+1.31201e-05j 0.00245365-0.00617411j 0.00233765+0.0036134j 0.00244524-0.00489268j -0.00121495+0.00277217j 0.00115796-0.00530606j 0.00328177+0.00155585j 0.00252851+0.00577361j 0.00362258+0.00120441j 0.00107382-0.010878j -0.000849072+4.47413e-05j -0.00213562+0.00366345j -0.000916883-0.00917557j -0.00356878-0.00502124j 0.00160924-0.00337317j 0.00307643-0.00218048j -0.00138095-0.0018103j 0.0028954+0.00146842j -0.00171786-0.00242318j -0.00199237-0.00412964j 0.00353056+0.00128672j 0.00199083-0.00335017j -0.000884642+0.00322847j 0.00723457+0.00100297j 0.00144853-0.0109949j 0.00350914+0.00834664j 0.00364666-0.00413984j -0.000173565+0.00768628j 0.00584806+0.00172977j 
-0.0171552+0.0151402j 0.00218094-0.0117246j 0.0208502+0.0741383j 0.0234159-0.0173186j -0.01869-0.339801j 0.018301+0.0190007j -0.00702429+0.0016805j -0.00916077+0.005821j 0.00931591+0.0339206j -0.00579306+0.00862407j -0.00511149-0.0301372j 0.00949758+0.00875586j -0.000810139-9.58705e-05j 0.000112107+0.0209657j 0.00110643+0.00206686j 0.00653249+0.000973855j 0.00350383+0.00621389j -0.00264886+0.00165672j 0.00249563-0.00645357j 0.00292897+0.0134335j -0.00493969-0.0112034j -0.000628514+0.000585111j 0.000645883+0.00684819j -0.000624588+0.00414372j -0.00321435-0.00182527j -0.00144082+0.00378196j -0.000232936+0.00167656j 0.00211814+0.00934673j 0.00152231+0.00783973j 0.00101233+0.00632584j 0.00161186+0.00228517j -1.82747e-05-0.00020608j 0.000740728+0.00410167j -0.000356313+0.00106776j -0.000972329+0.00299815j 0.00186131+0.00398693j 0.00471285+0.00439547j -0.000586106-8.04376e-05j -0.00107541-0.000569084j 0.00397369+0.000827439j 0.00196408-0.00374246j -0.000250964+0.00229384j 0.00244719+0.00497346j -0.00147956-0.00618853j 0.00118368+0.00360462j 0.0010821-0.00523579j -0.000255849-0.00403359j -0.000163825+0.00139984j 0.0024606+0.00657753j -0.00230913+0.000589456j -0.00120698+0.0103129j 0.00672693+0.00607301j -0.00447442-6.22856e-05j 0.000623356+0.00646599j -0.00401933+0.00177924j 0.0018127+0.00486791j 
-0.0244539+0.0380847j 0.0117342+0.0867255j -0.0330485-0.0229631j -0.0103189-0.329333j 0.01005-0.023567j 0.00645354+0.00899227j 0.0102621-0.00626007j 0.0101756+0.0355958j 0.00498066-0.0121232j 0.0070119+0.000300661j -0.00206493-0.00911251j -0.00648778-0.000594975j -0.000719118-0.014134j -0.00203285+0.00896989j 0.00336472+0.00470168j -0.00239189-0.00606702j 0.00389495+0.00110111j 4.62188e-05+0.000306913j -0.00221806+0.00495j -0.00372369-0.0018539j -0.00346623+0.0019058j 0.000967868+0.0027982j 0.00202649-0.00799069j -0.000341454+0.000675299j -0.00163105-0.00462813j 0.00232157+0.00237115j -0.000676154-0.000125904j 0.00220325+0.0058602j 0.000360271+0.0042497j -0.000770611+0.00738057j -0.00113892-0.00246808j -0.00204464+0.00405237j 0.002416+0.00287227j -0.000907381-0.000249323j 0.0014678-0.000860549j -0.00369842+0.00166542j 0.000500608-0.00131557j 0.00187477+0.00460814j -2.64942e-05+0.00334248j 0.00171601-0.00331039j 0.000851915+0.00290584j -0.00169494+0.0013461j 0.00193907+0.00326974j 0.000340134-0.007213j 0.00207672+0.00172302j -0.000362128-0.0113292j -0.00347832+0.000622113j -0.00401794-0.000828362j 5.87985e-05+0.00711745j 1.00125e-05+0.00578621j 0.00281435+0.00796263j 0.00545847+0.000332306j -0.00250173-0.00245469j -0.00163812+0.00218374j 0.00470219+0.00660057j 0.00512717-0.00672079j 
-0.0124861-0.0865635j -0.0248648+0.0378292j 0.0144037+0.339959j -0.0285904-0.0285617j -0.0133478-0.0242649j 0.00399652-0.0119422j -0.00635441-0.0255868j 0.0124775-0.0127167j -0.0058702-0.0156656j -0.0025529-0.0137034j -0.0055987+0.00249958j 0.00227748+0.0131124j -0.00738947-0.0019211j 0.00586824+0.00344181j 0.00114439-0.00422121j -0.00150475+0.00290095j -0.000776106-0.00679855j -0.000600126+0.000123057j 0.00296933+0.00451876j 0.000978441+0.00716895j 0.00110118+0.00558508j 0.00174597-0.00256447j -0.00492262-0.00568532j -0.000369026+0.00145431j -0.00289124+0.00101823j 0.000284559-0.00393344j -0.00022158+0.00234303j 0.00385527-0.00245165j 0.00182799+0.000356013j 0.00545444+0.00339924j -0.00145035+0.00133493j 0.00324494+0.00490465j 0.000473312-0.00469007j -0.000719073+0.00103504j -2.04e-05-0.00258138j 0.00172739+0.00822411j -0.000734796+0.000109924j 0.00189895-0.00348152j 0.00232128+0.00162725j -0.00182735-0.00370098j 0.00149664-0.000648857j 0.000762503+0.00268304j 0.00198462-0.00233448j -0.00488791-0.00298317j 0.00104688-0.00406235j -0.00623599-0.00091065j 0.000214863+0.00506896j -0.000383654+0.00694216j 0.00451338+0.00139306j 0.00315671+0.000960099j 0.00459618-0.00435382j 0.000376086-0.00780594j -0.00160877+0.0028107j 0.00166366+0.00268783j 0.00509489-0.00650154j -0.00450469-0.00647019j 
-0.0483759-0.031035j -0.00753002-0.365431j 0.0126634-0.0121866j 0.00889873+0.0230657j -0.000547851-0.00777859j 0.00792051-0.00126825j 0.00222203+0.0134681j -0.00542703+4.52699e-06j -0.00214395+0.00198082j -0.00164404-0.00670762j -0.0045548+7.46195e-05j 0.000294683-0.00598163j 0.00343985+0.00309894j -0.00174838+0.00394584j 0.001194+0.00211867j 0.00261896+0.0036354j -0.000524707-0.000419604j -0.00289697+0.0018129j -0.000633013-0.000670249j -0.000336379-4.4788e-06j 0.00221146+0.00215886j -0.000177644+0.00601744j 0.000463434+0.00113074j -0.000264512-0.00207472j -0.00087259+0.00097254j -0.00363034-0.000760867j -0.000972138+0.00248164j 0.00113503+0.0020395j -0.00102828-0.001622j 0.0019528+0.00146649j 0.00228241-0.000266774j 0.000521458-0.00174131j -0.00135455+0.0023901j -0.000613802+0.00470691j 0.00305451+0.00122923j 0.000771504+0.00134703j -0.000800916-0.000122788j -0.000986921+0.00349958j -0.00172559-0.00427553j 0.00156101+0.000631639j 0.00027675-0.00334188j 0.00108444-0.00167433j 0.00236219+8.89057e-05j -0.00143775+0.00558807j 0.00342427+0.0062399j 0.00308831-0.00169859j 0.000236074+0.00108009j 0.00147619+0.000827856j 0.00125692-0.00647202j -0.00597787-0.00265373j -0.000191392+0.0059168j 0.000979121-0.00240181j 0.00579896+0.00386193j 0.00274201-0.00761976j -0.00247885+0.00967722j 0.00740367+0.00281034j 
-0.00762875-0.365662j 0.0482655+0.0311611j 0.00908971+0.0230678j -0.0126055+0.0118995j 0.00457749+0.00132239j 0.00253091+0.0132528j -0.00846601+0.00178721j -0.000243191-0.00778485j -0.00233585-0.00366228j 0.00379207-0.000481127j -0.0010016-0.00777735j 0.0038631+0.000298777j -0.00204163+0.00446039j -0.00279084-0.00354061j -0.000870549+0.00182025j -0.00193721+0.00266116j -3.01496e-05-0.000839495j -0.00176024-0.0048464j 0.000938738-0.00155627j -0.000242302-0.00129751j -0.000599604+0.0029863j -0.00380578-0.00129937j -0.00127754+0.000500895j 0.000942727-0.000259068j -0.000940252-0.00174372j -0.000266834-0.0051231j -0.00209367-0.00251839j -0.000981014+0.00184475j 0.000894545-0.00144323j -0.000303994+0.00318733j 0.000545492+0.00329348j 0.00149423+0.00114749j -0.00179835-0.00261406j -0.00319041-0.00198191j -0.000433035+0.00487705j -0.000655576+0.000656937j -0.000187597-0.0014641j -0.00226284-0.00187728j 0.0025814-0.00183145j -0.000251234+0.00231865j 0.00234765+0.000888089j 0.00132729+0.00177896j 0.000222937+0.00373288j -0.00401237-0.00312562j -0.00372776+0.00471481j 0.00126448+0.00465999j -0.000529733+6.73818e-05j -0.00037976+0.00192344j 0.00454612+0.00251308j 0.0014368-0.00855792j -0.00404483-0.000462058j 0.00159426+0.0016334j -0.00261003+0.00808096j 0.00546995+0.00400921j -0.00740804-0.00281413j -0.00247717+0.00965557j 
