0.0560065-0.0754207j -0.0248358+0.0555509j -0.0033647-0.00327451j -0.0311931-0.096763j 0.00557259-0.0149203j 0.00815113-0.0373427j 0.0211589+0.0201719j -0.0544056+0.00217257j 0.023685+0.0469567j -0.0190657-0.0320897j -0.00682683-0.0200746j -0.017315+0.0191445j 0.00306953+0.0134137j -0.0037548-0.027185j -0.00597042+0.00972769j 0.00610664+0.0193452j 0.00648884+0.0118915j -0.0210649+0.00331359j 0.00351878-0.0162589j 0.0103688-0.00419069j 0.0033989-0.026345j 0.0100291+0.00532699j 0.00633358-0.0127141j 0.00879534-0.000979238j -0.00186326-0.0173417j 0.000756771+0.0157533j 0.0109436+0.00162107j 0.00338405+0.0175069j -0.0146966-0.00843069j 0.0206872-0.0121981j 0.0135273+0.00409657j 0.0257731+0.0186577j 0.00913775-0.0170871j -0.00204254+0.00776557j -0.0022731+0.0128296j -0.00657213-0.0228301j 0.00304494+0.011522j 0.0206425+0.00485522j 0.0170526-0.0052946j 0.00298607-0.00387036j -0.0218174-0.0148547j -0.00550673+0.0130337j -0.00278518-0.0119037j -0.0048625+0.0257673j -0.00271142-0.00842048j 0.0165345-0.00280913j 0.00493195-0.0148901j 0.000796473+0.00432395j -0.00820035+0.000801435j -0.00245193+0.00902065j 0.0167845-0.0155642j 0.00786161+0.0110425j 0.0166364+0.0132801j 0.000561688+0.0107416j -0.000507806-0.00116523j 0.00459729-0.00331476j -0.0153242+0.00467314j -0.00108861-0.000628843j -0.0205481+0.00454159j 0.00564553-0.000784417j 0.00604616-0.00316712j 0.0097873+0.0107772j 0.0137095+0.00230493j 0.00964527-0.038133j 0.0259171-0.0194055j -0.0174729+0.00186201j -0.00723216+0.0123259j 0.00393079+0.00438858j 0.00687025-0.00860466j 0.00113154-0.0255925j -0.0111345+0.00438806j -0.0157477+0.00633962j -0.00919608-0.00729761j 0.00298782+0.0101795j 0.0175478-0.00919756j 0.05458-0.0187517j 0.0310333-0.00076734j 0.0522106-0.00178242j 0.0221343+0.0154967j -0.0200914-0.0393262j 0.0028123-0.0825443j 0.0483105-0.00974336j -0.000304336+0.0884327j 0.0126246-0.00843942j 0.122024+0.051706j 0.00827073+0.0236853j 0.0266702-0.0386318j 0.0357099-0.0198414j 0.0348219-0.0753507j -0.101045-0.00247325j -0.0181103+0.0369646j 0.017994+0.0107591j -0.0176809+0.00766379j 0.0079387+0.039193j 0.147138-0.0707963j 0.0117805+0.0397712j -0.1384+0.131699j 
-0.033289+0.0308569j -0.0149201+0.00235344j -0.0399956+0.0100334j -0.0164067+0.0564263j 0.0182226+0.0376757j 0.0448125-0.0255708j -0.00395987-0.0294606j -0.0189801-0.0102117j 0.0399964+0.0157608j 0.00280161+0.0513329j -0.0191169-0.024124j 0.00794862-0.0432326j -0.025598+0.0557897j -0.0443025+0.0060457j -0.0311647-0.0330823j -0.0219733-0.0292229j 0.0104743-0.00635232j 0.0564358-0.00733856j -0.00697545-0.00458256j -0.0263681+0.0326596j 0.0116801+0.0189431j -0.0466387-0.00665162j 0.0564382-0.0261315j 0.0192882-0.0645032j -0.0430708-0.0142042j -0.0775007-0.00944654j -0.0485089-0.0208135j -0.0235961+0.0461749j -0.0121657+0.0436969j -0.00887142+0.0460627j 0.0269975+0.0680627j 0.0195846+0.0619746j -0.0495524+0.0882036j -0.0126029-0.000153999j -0.0108483-0.0222663j 0.0546127-0.059731j -0.00978274+0.0111098j 0.0114802+0.0689136j -0.034554+0.00381194j 0.0125684+0.0396598j 0.00855974+0.131655j 0.0735688-0.0751269j -0.0635655+0.00756647j 0.0117848+0.0452263j -0.00945967-0.028215j 0.00532744-0.0348802j 0.015151+0.0436944j -0.0450076-0.0264813j -0.0591722+0.00862455j 0.0260093-0.0387397j -0.000147457-0.0140302j -0.0598416-0.0577777j 0.0434914+0.104345j 0.0381131+0.061682j -0.071448-0.0338307j -0.0319167+0.0255082j -0.0086035-0.0544401j -0.0187138-0.0676799j 0.0539674+0.0312295j -0.00318466-0.0497367j 0.0267585-0.0265768j 0.0343435-0.0464791j -0.0119818+0.0681637j -0.0318662-0.0575094j 0.0481651-0.0559536j 0.0239322+0.0391937j 0.0642213-0.0561607j -0.0619542-0.029936j 0.00658112+0.0415858j 0.121256-0.0512826j 0.0151741-0.0480476j -0.00306257-0.067006j -0.00818105-0.0576677j -0.0478555-0.089572j -0.0706829+0.0144976j -0.122716-0.0710717j 0.0400543+0.0910458j 0.0515309+0.0507614j 0.014116+0.0100186j -0.0206315+0.0961397j 0.0755037+0.0361661j 0.0648093+0.0365535j 0.0228781+0.0410545j 0.0779106+0.0663591j 0.088255+0.0180948j 0.00936547+0.00655407j 0.0646381+0.00949685j -0.0690329-0.022971j 0.0283703-0.0395791j -0.0651417+0.054865j -0.00521156+0.0105051j -0.0705311+0.0310224j -0.0231045-0.0799306j 0.0389103-0.0518244j 0.036575+0.0125215j -0.0338736+0.00502611j 0.0472527+0.0565403j 
-0.0109895-4.32552e-05j 0.0443817-0.0187926j 0.017765-0.00692711j -0.0114759+0.00409883j 0.0226026-0.0377824j -0.0052006-0.000177098j -0.00725365-0.0420577j -0.0123219+0.0401942j 0.0238563-0.0274593j 0.0177923-0.0284878j -0.0375059+0.026559j -0.0670618+0.0556799j -0.00986399+0.0184688j -0.0118238+0.0322931j -0.00475485+0.0281489j -0.02654-0.0220476j -0.0125688+0.0133882j -0.0139884-0.0590691j 0.0324206+0.0309898j 0.0347202-0.0200777j 0.0233948-0.0297269j -0.000646771+0.0106523j -0.0097533+0.0173241j -0.0656994+0.045306j -0.0223216+0.00892121j 0.0335663+0.0135598j -0.0117294+0.0214464j 0.0675115-0.00793545j -4.58285e-06-0.11734j 0.0789138-0.012201j -0.00414713-0.0449614j 0.0261917+0.0497502j 0.0455696+0.0114292j -0.0258856-0.0184184j -0.091092+0.00884076j -0.0534775+0.0292052j -0.00783284+0.0383983j -0.018734-0.0543066j 0.0521919+0.0948028j -0.00562973-0.029276j 0.00634673-0.0327608j 0.0583594+0.0136631j 0.0517021-0.0176383j 0.00606826+0.020936j 0.0439538+0.0361296j -0.0635401-0.0180506j 0.00191324+0.0727728j -0.0402387-0.0496668j 0.0682282-0.000775718j -0.048749-0.00773009j 0.0378369-0.0411495j 0.103669+0.0108937j -0.039763+0.0319041j 0.00568753+0.025304j -0.0102424+0.0829852j 0.0352658-0.048301j -0.00698666+0.0268209j 0.0362877+0.0132019j 0.0615087+0.0321075j -0.10174-0.138477j 0.0314856+0.0104797j 0.07648+0.106089j -0.0019815+0.0594079j -0.015312+0.0118746j -0.0739659+0.128612j -0.0927763+0.0184902j -0.00797863+0.0640664j -0.0454852-0.0830675j -0.0177931-0.13578j 0.0177078+0.0209055j -0.0445646-0.0432065j -0.00652561+0.0145075j 0.0313105-0.0173187j 0.0500952+0.0336871j -0.155027+0.0445685j -0.0399997-0.0742618j -0.0687893-0.0267386j -0.00181948+0.00404422j -0.0585316-0.0205964j -0.000696538+0.0345709j -0.0854249+0.0235079j -0.0967022-0.0587756j -0.0607735+0.0346823j -0.0104483+0.00573957j -0.090559-0.00740597j 0.0315508+0.0549803j -0.0224979+0.00702413j -0.0140408+0.0553151j -0.0553804-0.00307578j 0.0549362+0.0284834j 0.0435342-0.0440514j -0.0423222+0.0310686j -0.0710259-0.0151866j 0.0170558+0.0209921j 0.0226082+0.0162611j -0.0764248-0.0300331j 0.000441935+0.0165236j 
-0.0594735+0.0224787j 0.00911095-0.00788495j -0.015212-0.0335251j -0.0100348+0.00612648j -0.0273443+0.0177799j -0.000174014-0.0155728j -0.0330884+0.00862409j -0.0240167+0.00530231j 0.0538931+0.0320771j 0.000837143+0.0305303j 0.0182794+0.0124862j -0.0117457-0.00847292j 0.00699689-0.00595444j 0.0462774+0.0413832j -0.0165996+0.0100096j 0.00876495-0.0424363j 0.0408138+0.0450667j -0.0265866-0.034072j -0.0344684-0.0337359j 0.0118315-0.00744188j 0.00406839+0.000742504j 0.0454872+0.063563j -0.0305013+0.0327772j -0.000993542+0.0122431j -0.0257942-0.0313353j -0.00131895-0.0220841j 0.0287663+0.0150332j 0.0399321+0.0214465j 0.0522834-0.043483j 0.0259183+0.000287175j -0.0160046-0.0275185j -0.0196804-0.0167753j 0.0560017+0.0194744j 0.0331088+0.0509981j -0.0268082-0.0344522j -0.0108624+0.00379024j -0.0119514+0.025934j -0.0169944-0.0382913j 0.00594267+0.0690686j -0.039314-0.0163795j 0.0762705-0.0131505j 0.0107564+0.0994578j -0.00225745+0.0366758j 0.00697286+0.0142846j 0.0116865+0.0107789j -0.0107707-0.025941j 0.0409108+0.0229623j -0.00212464-0.0481647j -0.0213449-0.0180806j 0.0213168-0.0909834j 0.0575751-0.00377017j 0.016685+0.0257178j -0.0128222+0.0261714j -0.0371194-0.00227626j -0.0171708+0.0593386j 0.105928+0.0457754j 0.0097829-0.00148013j 0.0659176-0.0227065j 0.0312313+0.0321865j -0.000661296+0.0612933j -0.0982225+0.00185736j -0.0878249+0.0175373j -0.0709283-0.136532j -0.0424345-0.02378j -0.0491493-0.0550784j -0.0762319-0.0829566j 0.0505357+0.0881853j -0.0729319-0.0567089j -0.0616813-0.0839127j -0.0893158-0.0119215j -0.0280661-0.0631638j -0.0186197+0.123098j -0.0225314+0.01674j -0.00812656-0.0380404j -0.0323067-0.0167985j -0.0565066+0.186136j -0.0254338-0.0104144j 0.0199342-0.0745166j -0.0463119-0.0655473j 0.0131305-0.0591908j -0.0509881+0.0438814j 0.065435+0.0592991j -0.00436154+0.107607j -0.0571081+0.0654475j 0.019527-0.0159699j 0.0543162+0.0857556j -0.00363143+0.0126301j -0.0198963-0.0301739j -0.0338572+0.0182805j -0.0704065+0.0355348j -0.0111037-0.0167053j 0.0215124+0.0249049j 0.0184302+0.0496003j 0.0177964-0.0307421j 0.0599872+0.0717264j -0.032115+0.00462151j 0.0702186+0.0521263j 
0.0388992-0.0284061j -0.00918326-0.0111895j 0.0147707-0.0731486j -0.0480465+0.0162072j -0.00615906+0.00779118j 0.0197167+0.0335591j 0.00461107+0.00693301j 0.0236203-0.0192978j 0.0714999-0.0100832j 0.00544747+0.0266193j -0.00400119-0.00321277j 0.045585-0.0172029j -0.0221176-0.0258717j -0.0122614-0.0328522j -0.0100277+0.0222811j 0.0359816+0.000614144j -0.00290601-0.017204j -0.0062861-0.00178956j -0.00834795+0.0133768j -0.0166827+0.0495866j -0.0242644+0.0106373j -0.0343157-0.00246926j -0.0202436-0.00441202j -0.0205128-0.0227031j 0.0323389+0.0238744j 0.0453098-0.010166j 0.0139466+0.0144423j 0.0387129-0.0350614j 0.00361641-0.0555643j 0.0343854+0.0428832j 0.00964661-0.00159428j 0.0552123+0.00301293j 0.0148912-0.0206119j -0.0440039-0.0121433j -0.0290097+0.0581055j -0.0763057+0.120539j 0.0502598+0.0475823j -0.0469792+0.0140952j 0.0703404-0.0265496j 0.0299575-0.0548921j -0.0504204+0.0601555j -0.0841282-0.0837074j 0.0142847-0.0845901j 0.0271529-0.0352176j -0.0037719+0.0230202j 0.0544209-0.0309417j -0.0262714+0.0162793j 0.0274669+0.0184015j 0.0506753+0.0120492j 0.051419+0.0222987j -0.1184+0.00511434j -0.00671045-0.000399545j 0.00229096-0.00232742j 0.0116519-0.100307j -0.0215231-0.00587987j 0.0230058-0.0510859j -0.111564-0.00971449j 0.00779506-0.0109739j -0.062437+0.069064j 0.0620439-0.00428606j -0.0441909-0.029037j 0.0824047-0.0131386j -0.0336097-0.00286057j -0.0757899-0.026661j -0.0194903-0.099393j 0.0421838+0.0419465j -0.0681484-0.0080981j 0.0247188-0.0419423j -0.0328311+0.0823331j -0.0437451-0.00659634j -0.0627905+0.107888j 0.00168789+0.0392076j -0.0316525+0.0337106j 0.0444144+0.0319543j 0.0219486-0.0418239j 0.027094-0.0258818j -0.0779581+0.067722j 0.0669464-0.106491j -0.0813834-0.111544j -0.0503096-0.0460984j 0.0534779+0.11312j 0.0913559+0.0833143j -0.0565219-0.0192727j 0.112056+0.1046j -0.0572048-0.00938436j 0.00541426+0.033205j -0.0227944+0.0178069j -0.0535551-0.0873096j 0.11989-0.0222427j 0.0678062-0.0282467j -0.023909+0.0331435j 0.0676802+0.0287624j -0.023001+0.0208306j 0.0101798+0.0109993j -0.00588256-0.0249708j -0.0276382+0.0743116j 0.00158075+0.0142577j 
-0.0262598-0.020148j 0.0497931-0.044514j 0.0343187-0.0566922j -0.0542744-0.0131115j -0.0581309+0.0183543j 0.0107156+0.0470431j 0.00163219-0.0474202j -0.0150147+0.0213888j 0.0682415+0.0152492j -0.00197363+0.0214873j -0.00465823-0.0265013j -0.0160832+0.000525327j 0.000537954-0.0450164j -0.031383+0.02358j -0.0400046-0.0336896j 0.0562454-0.00973812j 0.0192614-0.00870597j 0.0218914-0.00831291j 0.000911792+0.0165719j 0.0045481-0.018427j -0.00869939+0.00010447j 0.00589042+0.017537j 0.0099913+0.0249769j -0.0598004+0.0293138j 0.0291461+0.0199643j 0.00462475-0.026403j -0.016341-0.035344j 0.0220275-0.0241909j 0.00191014-0.107494j 0.0548981+0.0111813j -0.00114915-0.0515921j -0.0282657-0.00369632j 0.0321725-0.107783j 0.00971849+0.0705484j 0.00245001+0.10782j 0.0282603+0.0486222j -0.0741963+0.0893882j 0.0416936+0.0643317j 0.0867001+0.0381533j -0.0229234+0.0307687j 0.00427522-0.0766953j -0.121523+0.0467763j 0.0349704-0.0604883j -0.0473228-0.0035567j 0.00456443+0.0687834j -0.0295417+0.0644114j 0.0250663-0.103769j 0.0309116-0.0541224j -0.00688404+0.00177681j -0.0531145+0.0390906j -0.0323999+0.0216572j -0.0295739+0.0171723j -0.00167156+0.027809j -0.0187288+0.0388848j 0.00863878-0.0323106j 0.0461174+0.111941j -0.00634316-0.0628789j -0.0364107+0.0738922j 0.0666033-0.121878j -0.00548777+0.063935j -0.0351307-0.0243272j -0.0105381-0.108048j 0.114705+0.0346076j 0.0187402+0.0148326j 0.0967153-0.0777098j 0.0577543+0.00410418j 0.086311-0.00131313j -0.119095-0.0247171j -0.00342635+0.192919j 0.112366-0.0216156j 0.0360293-0.0350778j -0.0109319+0.0315548j -0.125306-0.0420914j -0.077216+0.000816487j -0.0270097+0.038809j -0.0843554-0.049307j -0.0197175-0.0904644j 0.0552075+0.0502815j 0.0329173-0.0071605j -0.0595237+0.112732j 0.0607004-0.00855876j 0.0875519+0.0338515j 0.0217795+0.0249782j -0.0352059-0.0396523j -0.058379-0.119647j 0.00961177+0.0040731j -0.00331628-0.0142898j -0.037797-0.00480306j -0.0500803-0.012104j 0.0123985+0.0290426j 0.00819755-0.0144742j -0.00185189-0.0495133j 0.0596046-0.0128644j 0.0269535+0.0286612j -0.0542066+0.0534464j -0.0547449+0.00074266j 0.0167199+0.000459761j 
0.0204426-0.00547615j 0.000519974+0.0132547j 0.018681-0.0451893j 0.0153651+0.0389242j -0.00323704+0.0220673j -0.0362651+0.0146143j 0.00704715-0.00398804j -0.0188614-0.00202417j -0.015818+0.0558914j -0.0533829+0.0306293j -0.00331035+0.0394201j -0.0439917-0.00919567j -0.0305038+0.0234915j -0.0104311-0.00643512j 0.0410449-0.0212917j 0.0520548+0.028254j -0.0151231+0.0332561j -0.0374145+0.034396j 0.00648432+0.00663333j 0.0583912+0.00868028j 0.0157522+0.0148779j -0.0111209+0.0291205j 0.000951283+0.00578202j 0.012118-0.033408j 0.0839581-0.00792828j 0.0318209+0.0211072j 0.0324711+0.0222595j -0.0323358+0.0177888j -0.0725318+0.0410492j 0.00142415+0.00756811j 0.0114364+0.0434233j -0.0337002+0.0601243j -0.0372345+0.0285887j -0.0160694+0.0190574j 0.0320477+0.0562496j 0.100065-0.0701299j 0.0203747-0.0274373j -0.0327814+0.0814277j 0.0125437+0.0268875j 0.0162329-0.0219179j -0.0777624-0.000421898j -0.0154902-0.00406169j -0.0626664-0.0019025j 0.0841037+0.0452497j -0.0174843-0.0122384j -0.019595-0.0564653j 0.00450127+0.0302398j -0.0457249-0.0303929j 0.0381294+0.00476384j 0.00718826+0.0250836j -0.0112664-0.0798875j 0.0474156-0.0232114j 0.0140791+0.00336717j 0.00518237+0.0332947j 0.0868206-0.0161194j 0.0202905-0.0628775j -0.0280053+0.0580938j -0.0201635-0.0155999j -0.131509+0.0635826j -0.0517697-0.0542343j -0.00791117-0.0943053j 0.0362236-0.042631j -0.06894-0.0289022j 0.0478157+0.0138675j -0.123482-0.106842j 0.035284-0.000536929j 0.084277-0.034076j 0.0333583+0.0369263j -0.0143714-0.0497617j 0.024325-0.0336699j 0.0867638+0.035871j -0.0144049-0.028856j -0.0435555-0.0149687j 0.0384346-0.057853j 0.00481933-0.045293j 0.0645939-0.00945443j -0.131073+0.0508661j -0.0557884-0.0487877j 0.0564774-0.00481498j 0.0247855+0.00753316j -0.0458865+0.0130189j -0.0431035+0.0234654j 0.0366069-0.0307905j -0.0769628-0.0191668j 0.0211068-0.0359989j -0.0120494-0.016606j -0.0129381-0.0151231j -0.0271393-0.0281041j -0.0188781+0.0358519j -0.0271403+0.0459297j 0.00716242-0.0407235j 0.0787803+0.0486388j -0.00340262+0.0304695j -0.0418404-0.0516346j -0.0604933+0.00595514j 0.00647337+0.000969638j -0.0213052-0.0311579j 
0.00919885-0.00667224j 0.0290585-0.0100002j 0.0287854-0.0377532j -0.0404661+0.0156942j -0.000378861+0.0448766j 0.0643316+0.0162838j 0.0233927-0.0427006j -0.0387318-0.0133263j 0.0405321+0.0106357j -0.00237237+0.00492495j -0.000663799-0.0373721j -0.0139712+0.0372107j 0.00299931-0.0591743j -0.0872622+0.0011144j -0.0409874+0.0471111j 0.0524135-0.0130158j -0.0121997-0.0339329j 0.050828+0.0278861j -0.00713221+0.0148144j 0.00691312-0.00489443j -0.0370155+0.0100121j -0.0336194-0.0414569j -0.0255221+0.0101107j -0.0558038+0.0247457j 0.000216621+0.0268956j -0.0285291-0.00779218j -0.0673292-0.00880224j -0.00762276-0.0331419j 0.0270276-0.0356155j -0.00754436+0.0227937j 0.000550769+0.0210457j 0.0160274+0.0276024j -0.0185838-0.0540018j -0.0755781-0.0382559j 0.0164051-0.0690789j -0.0336873+0.0356476j 0.00447049+0.0293245j 0.0169812+0.0225337j 0.0278555-0.00570669j 0.0517691+0.00285197j -0.0103715+0.0164311j -0.0299268-0.015521j 0.0212695+0.0116225j 0.0480386+0.00418335j 0.0298828-0.079243j -0.0609677+0.0800545j -0.00241967+0.00225434j -0.033456-0.0199031j 0.0210085-0.00949382j 0.00720194-0.0230632j -0.00349246-0.00207192j -0.0469957+0.0804129j 0.00731362+0.0274571j 0.056724-0.0111737j 0.0180782-0.0499204j 0.0631638-0.0287017j -0.091908-0.0214043j 0.00989391+0.0339847j 0.11896+0.0709529j -0.0108253+0.0489929j -0.0348323+0.152847j 0.0931085+0.0648122j 0.0612464-0.0488487j 0.0217089+0.0312166j -0.0451464+0.0412632j 0.0982013-0.015978j -0.0919067+0.125046j -0.0615075+0.0869095j 0.167191+0.0116005j -0.0977218+0.013819j -0.0236683+0.0726292j -0.119284-0.0659878j 0.012649+0.0793021j 0.0448111-0.0623971j 3.62643e-05-0.0688416j -0.122201+0.0441251j 0.0783039+0.0426468j -0.0122038+0.00326943j 0.0734256-0.0294635j 0.0777396-0.022001j 0.0195873-0.0191134j -0.0393565-0.0697318j 0.0129208-0.0178566j 0.0576296-8.85825e-05j -0.0241455+0.0503627j -0.0380637+0.045246j 0.0200372-0.0353537j -0.0389925+0.0788094j 0.019939-0.000751688j 0.0304065+0.0269943j 0.0035874-0.0233148j -0.14745-0.0282157j 0.027601-0.121465j 0.021683+0.0200513j -0.0117836-0.0224811j -0.0412363-0.037912j -0.0487795+0.00886196j 
0.0375942-0.000613561j -0.0183418-0.0201592j 0.0249442-0.0243894j -0.0275442-0.00793277j -0.0415014+0.0319575j -0.00119452+0.00364226j 0.0154771-0.00234205j 0.0168503-0.0187233j 0.0159325+0.0227973j 0.0102342+0.0224124j 0.019913+0.00486261j 0.00560601+0.0165295j 0.0289572+0.0169964j -0.0044507+0.0173261j 0.029468-0.00972875j -0.0215233-0.0246653j -0.0237607+0.0809312j 0.0081711-0.0215934j -0.00869203-0.0503369j 0.00787182-0.0220627j 0.0398326+0.00299908j 0.0143179+0.0653965j 0.0295104+0.00435249j 0.00679388+0.044146j -0.0123312-0.0438095j -0.0195827+0.0160757j 0.0557413+0.0491148j 0.0480219+0.0363293j 0.0333708-0.0476851j 0.0380289-0.0094223j 0.022475+0.0284589j -0.00300506+0.0323752j 0.0911049-0.00653414j 0.0062855+0.0165647j 0.0568618+0.00732191j 0.0761248-0.0162458j -0.0414953+0.0845489j -0.0405816-0.0117994j -0.01332+0.0296886j -0.00247411-0.0406896j 0.0194776-0.00283494j 0.0299578+0.093816j -0.0152841-0.0468754j 0.0614472+0.0508676j -0.0218756-0.0204995j -0.0512177+0.0409415j -0.024137+0.0208945j -0.00624253-0.0784449j -0.0262964+0.0250452j 0.0643734+0.00089548j 0.00343181-0.0245786j -0.0795932+0.0457088j -0.0215757-0.0100587j -0.108012-0.0458019j 0.0275649+0.0440628j 0.0442628+0.0680219j 0.014512+0.0218526j -0.0181724-0.0717557j 0.00122787+0.0514193j 0.0330968-0.027908j -0.0640857+0.0619881j 0.0266927+0.0140928j 0.071948-0.0808268j -0.086599-0.0308428j -0.0117447-0.0508032j 0.0356349-0.0269585j -0.0394675+0.101837j -0.0155802+0.00702555j 0.0453676+0.00940122j -0.0393535+0.037334j -0.0635077-0.0435126j 0.0470638-0.0622107j 0.0557907+0.0252123j 0.0960431-0.0475129j 0.0644411+0.00649682j -0.0673944-0.0257717j 0.0464574-0.0142966j -0.127895-0.0619903j -0.0605702+0.0273756j -0.00265029-0.0388652j -0.0988111+0.0745956j 0.0321861+0.057456j -0.0413415+0.0019292j 0.0590473-0.0535474j 0.11619+0.000957562j -0.0565621+0.0206789j 0.0466794+0.140989j 0.0287254+0.0397124j -0.031004+0.0518111j -0.0141693-0.0581021j -0.00407381-0.0114426j 0.0697665+0.0560561j -0.0110612+0.0553775j -0.0155752-0.0545782j -0.037102+0.0104684j 0.058947-0.0374244j -0.0595912-0.0891155j 
0.0742868-0.0325948j -0.0137779+0.0303111j 0.0619429-0.0406537j -0.0259426-0.0133479j 0.0259349-0.00100914j 0.0312194+0.0223092j 0.0385441+0.0658989j 0.0106397-0.0122798j 0.00514075+0.018008j -0.020654+0.0301752j 0.0189839-0.018129j 0.01957+0.0316441j 0.00405963-0.0575j 0.00565651-0.0183164j -0.0053133+0.0212376j 0.00204118-0.0287732j 0.0498894+0.00324557j -0.0281926+0.0373852j -0.0609032+0.012296j -0.0424541-0.0366406j -0.0192775+0.00793585j 0.0198154+0.00249518j 0.00670316+0.0311491j 0.034597+0.0171603j -0.00503834+0.0498552j 0.0236529-0.00404994j 0.0147872+0.0409776j 0.0100276+0.000892388j 0.0422345-0.0650949j 0.00846142+0.030687j 0.00755445-0.0540153j 0.0275764-0.112887j 0.00311447-0.0302592j 0.0293861-0.0880127j -0.0660065-0.0758433j -0.0489393+0.0510125j 0.0356035-0.0340852j -0.0964942-0.0531744j -0.0350049-0.0230283j 0.0609673+0.0102941j -0.00613188+0.0203999j 0.0719022+0.0331686j -0.0664157-0.0292631j 0.0238225-0.0596243j -0.0495365+0.0192989j -0.00888232+0.00642781j 0.00845881+0.0560902j 0.0529951+0.0117126j 0.00252678+0.0626671j 0.0110848-0.00727103j -0.0384634-0.0278316j -0.0103311-0.0342144j -0.0463684+0.0209569j -0.0366194-0.061449j -0.00647411+0.00448825j 0.0662893+0.0995921j -0.0503318-0.00972351j -0.149494+0.0855618j -0.128789+0.0506442j -0.043824-0.09679j 0.0601893-0.0773814j 0.0153608+0.00449865j -0.06137-0.016053j -0.0340499-0.00631016j 0.0324546-0.0532247j -0.0832205-0.0302876j 0.0112369-0.0448686j 0.0242718-0.0116218j 0.0237511-0.0142158j 0.0612601-0.085941j -0.068586+0.0393678j -0.0145747+0.0912251j 0.0147893+0.00715575j -0.156143-0.0458997j 0.0726011+0.0694667j -0.0363182+0.0581925j -0.0691334-0.0239946j -0.0168362+0.114861j -0.0829468+0.0800155j -0.0424945-0.0137324j 0.00818753+0.0472921j -0.0157029-0.0473502j 0.0577957+0.0204531j 0.0734029-0.0465654j -0.00540917-0.0124334j -0.0152742+0.0471685j 0.0155522-0.006915j 0.00420712-0.0178583j 0.029336-0.0210996j 0.0203826-0.00433193j 0.0351106+0.0273478j -0.0416162-0.0326234j 0.0421909-0.0692632j 0.0129645+0.0467468j -0.025016-0.0494814j 0.00886311-0.0236577j -0.0867654-0.0189001j 
0.0442535-0.0262182j -0.000277943+0.0161462j -0.00184362-0.000288195j 0.0090471-0.0318997j 0.028793-0.00659027j 0.00918894-0.0226602j 0.0240692+0.0426681j 0.0263956-0.0179795j 0.0269627+0.0446793j -0.00128261-0.0121634j 0.0366605+0.0225126j 0.0372457-0.0271206j 0.0323058-0.0127843j 0.00277888+0.00173299j -0.00537028-0.0100452j 0.0383275+0.0305941j 0.0111709+0.00651988j -0.0372084+0.00424804j -0.00320442-0.0248346j -0.0312763-0.0325457j -0.056957-0.00453362j 0.00724963+0.0191392j -0.00597506-0.0243074j -0.00161149-0.0215545j 0.00287191+0.00596679j 0.0655924+0.0223227j -0.0195759+0.0362383j 0.02926+0.0541557j -0.0187987+0.0161355j -0.0502765+0.00591975j 0.0334768-0.00924621j 0.0141862+0.0342896j 0.0178848+0.0474537j -0.00963829+0.037502j -0.035158-0.0538494j 0.00951237-0.0456953j 0.0269243+0.0321675j -0.0195943-0.0587484j 0.00050095+0.0303496j 0.00968392+0.0388787j -0.0415306+0.0231853j 0.0298858+0.0431204j -0.00918771+0.0221075j -0.0283014-0.0191677j -0.0475682+0.005634j -0.0904917-0.0758414j -0.0411573-0.00604978j -0.100389+0.00968471j -0.0300801-0.0300289j 0.0713957-0.0404504j -0.0505456-0.000246006j 0.101099-0.0096889j 0.0146048+0.00903722j 0.0575448-0.0179837j 0.0289609-0.0367055j 0.0813451+0.0654862j -7.79957e-05+0.027179j -0.0465385-0.0993212j -0.0293729+0.0116604j -0.0355185-0.130589j -0.0107505+0.0172142j 0.0967188-0.00438939j -0.00607986+0.0570952j 0.0396918-0.0251755j -0.0219718-0.0776733j 0.000629985-0.0325868j 0.134957-0.0104726j 0.00864554-0.105707j 0.000399027-0.000448796j 0.143167-0.0524521j 0.119423+0.077212j 0.0863453-0.076067j 0.0329364-0.00679917j 0.0125263-0.014608j 0.0329784+0.0983604j 0.0152196-0.0255412j 0.0493066+0.0445396j -0.0638229-0.0315292j -0.0823265-0.0434841j 0.0364007+0.0887027j 0.0230695-0.0396394j -9.65596e-05-0.0590546j 0.0346401+0.0193557j 0.0456314+0.0173426j 0.0595281+0.0131591j 0.0186334-0.00905178j -0.0202758-0.0353941j 0.0108421+0.0138039j -0.00668616+0.0374465j -0.0638116-0.016906j -0.0398076-0.031309j -0.0157356-0.0325294j -0.009056-0.0399221j 0.0656307-0.0282275j 0.0158181-0.0199743j 0.0217512-0.0750581j -0.0940997-0.00114934j 
