0.0114055-0.0209754j -0.0051246-0.00605475j 0.0130803+0.0379021j 0.0490594-0.0578592j 0.00694308+0.0143724j 0.00317924-0.0152409j -0.013864-0.010241j -0.0151037+0.00452216j 0.0250928+0.0129002j 0.00124503+0.037843j -0.00474164-0.0144682j 0.00913717-0.00755847j -0.0067538+0.0306017j 0.0121358+0.00328215j 0.00679114-0.00397319j 0.0197587+0.0533281j -0.00985333-0.0174371j -0.105727+0.024846j -0.087493-0.0793159j 0.0209865-0.0949997j 0.00455914+0.0206971j -0.0272847-0.0210067j -0.00628826-0.0336997j -0.0212649+0.0046391j 0.0149591-0.0362268j 0.00356143-0.00912912j -0.010602+0.00157549j 0.0283359+0.0136226j 0.0240007-0.0264552j 0.00406851-0.0101728j -0.0103245-0.00571226j -0.00196568+0.00464537j -0.0193483+0.0212682j 0.00375427+0.0120669j 0.0175026-0.033213j -0.00195624-0.037391j 0.0426539-0.0203702j 0.0141111+0.0302701j 0.0134809-0.00268101j -0.0345936-0.0231196j 0.00710569-0.0172873j -0.00284555+0.0162628j 0.00874869+0.000730671j 0.00992407-0.0187123j -0.0017187-0.00448566j -0.0070794-0.000389822j -0.0123844-0.00301085j 0.00291808-0.0017876j 0.00355187-0.0046188j -0.00777719-0.0110295j 0.0011818-0.0168973j -0.000753518+0.00895469j 0.00229717+0.00653011j 0.00117349-0.00973176j 0.00595233-0.00831147j -0.00990034-0.00130269j -0.00196088+0.00808462j -0.0222956-0.00139611j -0.00272052-0.00866813j 0.00328602+0.00286153j 0.0119324+0.0161232j 0.00683956+0.00540204j -0.00301878+0.0027201j 0.00925858-0.00962056j 0.00287128-0.000283791j 0.000592853+0.00500413j 0.00358823-0.00846496j -0.0023568-0.00301355j -0.00108572+7.52585e-05j 0.000631636+0.00435382j -0.0069771+0.00351938j 0.00646805+0.00244266j -0.00114241+0.000982879j -0.00515432-0.001926j -0.00797763-0.00939644j 0.00515347-0.00276415j -0.00198605+0.00170672j -0.00527384+0.00470803j 0.00490047+0.00019039j -0.00243708+0.0065275j -0.00792304+0.00196195j 0.00437162-0.00885845j 0.00274143-0.00356426j -0.000140261+0.0091897j -0.00529523+0.0216695j -0.00783053-0.0108923j 0.00843599+0.0064306j -8.20847e-06-0.00431769j -0.000319977-0.00216531j -0.00546349+0.0225725j 0.0170573+0.00134907j -0.000595149+0.00331498j -0.00725839-0.00594503j 0.000781662-0.0463823j 0.041781-0.00564722j 
-0.00837187-0.00515831j -0.00899101-0.0113425j 0.0150795+0.0428468j -0.0519905-0.0220631j 0.0218794+0.0254584j 0.000667381+0.0085452j -0.0366897-0.028575j -0.071662+0.00647107j 0.0308316+0.0408342j -0.0223162-0.123714j -0.0123132-0.0323782j -0.0286565-0.0148575j -0.0651935-0.057143j -0.0097562+0.012479j -0.00240985+0.0143736j -0.0341865-0.0213154j -0.108138-0.0216577j 0.0155999-0.0140802j -0.0322218-0.00932313j 0.0227014+0.0256432j -0.000923446+0.0256231j -0.0292923-0.0165881j -0.0132231-0.0242134j 0.0125407+0.00741694j -0.00759151-0.0613244j 0.00162453-0.0207339j 0.0205648+0.0143203j 0.0181347-0.0558168j -0.0148565-0.0308928j -0.00898766-0.0191718j -0.0017097+0.0196183j 0.0175844+0.00415427j 0.0161092+0.0242067j -0.0101715-0.0094378j -0.00841708+0.013293j -0.0178594-0.0163747j -0.0209215-0.0228354j -0.00989162-0.00449495j -0.0128094-0.00674272j -0.0015596+0.00358045j -0.00779972-0.00439021j -0.00117073+0.00432251j -0.00871185-0.00823687j 0.00286264-0.010784j -0.00070163-0.00670329j 0.00746745+0.00553931j -0.0014708+0.0120441j 0.00272216-0.0173904j -0.00429241+0.00589538j -0.0141922+0.011467j 0.00401184+0.00674838j 0.010133+0.00343027j -0.00352187-0.00783598j -0.00494157-0.00700222j 0.00240684-0.00455622j 0.00345436-0.0029026j -0.00472652-0.0128173j -0.00516499+0.00501836j -0.00636035-0.00929658j 0.00225749+0.0043092j 0.00550811+0.00867617j -0.0049882-0.0114439j 0.00288783+0.00898726j -0.00438216-0.0208365j -0.00965112+0.0141378j 0.00828143+0.0105176j 0.00294932+0.0282251j -0.0135765-0.0203273j 0.0119893+0.00264479j -0.00977962-0.0138246j -0.00536669+0.0171325j 0.00298423+0.00224507j -0.00350938-5.75755e-05j -0.0086801+0.00790222j -0.00263305-0.00432914j -0.00361558+0.00328491j 0.014725-0.000520929j 0.000948921-0.00559843j 0.0101596-0.00570692j 0.00237978+0.00970182j -0.00122016-0.0061236j -0.00461101+0.00284449j -0.000470204+0.00556013j 0.0172323-0.00558494j -0.00343027-0.00175284j 0.000856889-0.012498j -0.00281829-0.0126089j 0.00637126+0.00376437j 0.0203903-0.00535019j 0.0105272+0.000376637j -0.00275798-0.00835012j -0.00275737+0.00589133j -0.000941424-0.00651312j -0.00267843+0.00812108j -0.0107996-0.00894001j 
-0.00814762+0.00784294j 0.0208437-0.00477834j -0.0195109+0.0064035j 0.0402489+0.0169129j -0.0328505-0.042505j -0.0116886+0.0231551j 0.0672644+0.0952286j 0.0385016-0.015496j 0.00893691+0.0138837j 0.166917+0.201431j 0.0495654+0.0741137j -0.0460386+0.0107627j 0.107899+0.0838496j -0.0275828-0.0129623j -0.00362211-0.0313874j -0.0622647-0.0292895j 0.0893475+0.0253029j -0.0224313-0.0317222j -0.0140306+0.0162609j -0.010865-0.0300614j -0.0148413-0.00659299j 0.000938559-0.0143584j -0.0138169-0.00551145j -0.015508-0.0205546j 0.00533613+0.0218284j -0.00302621+0.00859882j -0.00828617-0.00535908j -0.00709908-0.00979045j 0.0107264+0.0140102j 0.00788523-0.000166628j -0.0101874+0.00340707j -0.00559829-0.0146839j 0.00571411+0.0103599j 0.00251352-0.0201474j 0.0366901+0.00961946j -0.0109116-0.0041858j 0.000197837+0.00756937j 0.0192281-0.00702676j 0.00114376+0.00960379j 0.0199057-0.00821512j 0.00565468-0.00510713j 0.00755767-0.00317168j 0.0103213+0.0126048j -0.0137257+0.0120465j -0.00436861-0.00539598j -0.00795259+0.0118509j 0.00181469+0.011988j -0.00797185-0.0079599j -0.0013805+0.0054501j 0.0025799+0.0092405j 0.0056024+0.000307689j -0.00284418+0.0211917j -0.00487624-0.00901867j 0.00997037-0.000513521j -0.0036346-0.0158703j -0.00442247-0.00153204j 0.00512377-0.00322216j 0.00410508+0.00431856j 0.00209745+0.00469416j 0.00285056-0.0126468j 0.000271062+0.000424165j 0.0021797-0.00386282j -0.00168252-0.00560817j -0.00564266+0.00456043j 0.0236278+0.00939465j -0.00339968+0.00032169j -0.00688766+0.000279809j 0.0139504-0.0134154j -0.0176947+0.00221726j 0.0198363+0.00103005j 0.00195319-0.00968379j -0.00291021+0.00409538j -0.0049786+0.00125675j 0.000745894+0.00608596j -0.00562442-0.000734831j -0.00688647-0.0108141j 0.000541093-0.00532731j -0.00568421-0.00752427j -0.000130282+0.0124221j 0.00695705+0.00294277j -0.000754024+0.00152932j -0.00972211-0.0025254j -0.00344558+0.021497j -0.00146058-0.0070253j -0.0161077+0.00791258j -0.00576526-0.00874593j 0.00534862-0.0171866j 0.00870209+0.0051029j 0.0206789-0.00245105j -0.00607673+0.000485538j 0.00257522+0.00722982j -0.000144958+0.00769661j 0.00779707+0.00260857j -0.00218775-0.00563471j -0.00546679+0.0113445j 
0.0329251-0.0335543j -0.0551853-0.0129005j 0.00680453-0.00483414j -0.0076168-0.00114099j -0.0229684-0.0090053j -0.048988-0.0905826j 0.0393861-0.0240702j -0.0842188+0.0248043j 0.0121491+0.0983825j -0.044854-0.0358394j 0.0532045+0.0537976j -0.043448+0.00983416j -0.0131279-0.0161292j -0.0195666-0.0156652j -0.0217663+0.00843607j -0.0245755+0.00481751j 0.012506+0.0231223j -0.0124084-0.00933325j -0.0383986+0.0254974j -0.00154473+0.015847j -0.0147883+0.00851813j -0.00679804+0.0239397j 0.00649801+0.0251053j -0.0070067-0.0097268j 0.0199936+0.0626157j 0.0115456+0.0325912j 0.0068977-0.0116717j -0.0359304-0.0340383j -0.0161986+0.00891628j 0.00284192+0.011368j -0.00377649-0.0134825j -0.00398784-0.0338873j 0.00231788-0.0438555j -0.026087-0.00980429j 0.0133274+0.0277627j 0.0386236+0.00216015j 0.0168973+0.0232613j 0.0173736+0.00228416j -0.00605675-0.000562092j -0.00836452+0.0159485j 0.00485691-0.00914351j 0.01384-0.000306548j -0.00442016+0.0103329j 0.0113722-0.0147757j -0.000157181+0.00605896j -0.0106686+0.00166217j 0.00111047-0.00151122j -0.0112865-0.00712287j 0.0101185-0.000952531j 0.00375149-0.00403933j 0.00617162+0.00773845j 0.00835208+0.000462654j 0.00207391+0.00842943j -0.00519007+0.00384409j -0.00602842-0.00859452j -0.00605439-0.00806857j 0.0203209+0.0247995j -0.0120887-0.00742502j -0.00553666+0.0166892j 0.00746755-0.011119j 0.00642201-0.00228154j 0.00974092-0.00157985j -0.0107259+0.00388457j -0.000873783+0.000131752j 0.015606+0.00513386j -0.00792205+0.00842627j 0.00225189-0.00998682j 0.00421257+0.000428018j -0.0234743+0.00032626j 0.0129994-0.00277976j -0.0111225+0.00714646j 0.00535849+0.00326037j 0.00563621-0.000888503j -0.00058969-0.00332331j -0.00874327+0.00155926j 0.00223428+0.00413728j 0.00150855+0.00414772j 0.00303345+0.00278899j -0.00602533+0.00146214j 0.00797729+0.00319241j -0.00505657+0.00510164j 0.00214869-0.0112825j -0.000259616+0.00938722j -0.00583637+0.00113795j 7.95529e-05+0.000924972j -0.0047247-0.005303j 0.0045207+0.00253793j -0.00156824+0.000642755j -0.0047764-0.0043523j 0.00340299-0.0094969j 0.0049761+0.0074069j -0.00579831+0.000931696j 0.00568082+0.00669367j -0.000533895-0.00263459j 0.00837662+0.00473751j 
-0.0271725+0.0196867j -0.00375085-0.0167908j 0.0291137+0.12232j -0.0361347-0.00902344j 0.0642687+0.0803364j -0.0241345-0.035518j -0.0423382-4.07528e-05j -0.0342974-0.0699833j -0.0363103-0.0697871j -0.00575532-0.0806167j -0.0552264-0.12313j 0.056689+0.0304012j -0.0790239-0.0424532j 0.0614793+0.0824462j -0.00626499+0.0221822j -0.0385923-0.00915302j -0.0657746-0.0203541j 0.0452108+0.0189694j -0.0605943-0.0109314j 0.0212278+0.0606021j 0.0044252-0.0203891j -0.0153341-0.0122319j 0.00944+0.0232917j -0.00283376+0.0112848j 0.0261199+0.0688027j 0.0099215+0.0311283j -0.0263605+0.00887413j 0.0171971-0.106136j 0.00913452-0.010255j 0.00204312+0.0129772j -0.0117639-0.0139119j -0.0108348-0.0204601j -0.0243344-0.00493973j 0.000813626-0.0168206j 0.0153484+0.0227462j 0.00716144+0.0438138j 0.0184036+0.0220934j 0.0129235-0.00332896j 0.0108342+0.00032722j 0.000586166-0.0116202j 0.00357458-0.000527642j 0.0172835+0.00521879j -0.00398524-0.0100912j 0.00672832+0.00660256j -0.00368857-0.00101608j -0.00733623-0.0138935j -0.0039599-0.00819164j 0.00187772+0.0095092j 0.00676033+0.00190441j -0.0103373-0.00673726j -0.00317531-0.0033549j -0.000819232+0.00486094j 0.0101483+0.0110647j -0.00329807-0.00836708j 0.00290453-0.0067207j -0.00231121+0.0050067j 0.00711422+0.0125071j -0.0110334-0.0131437j 0.00246038+0.0144221j -0.00990762-0.018398j 0.000816492-0.00631016j 0.0058468-0.00217167j -0.00195393-0.0167595j 0.00643884+0.00192022j 0.00348261+0.015478j 0.00750412+0.0159079j -0.00628451-0.000497547j 0.000988306+0.000621916j 0.00277703+0.00358381j 0.000984272-0.0133498j -0.0070386-0.0146533j -0.00180143+0.00212456j 0.000159899+0.00546493j -0.00155025-0.00313893j -0.0019107+0.00531413j -0.00414291-0.000852203j 0.00516498+0.00178591j 0.00415703-0.00772104j 0.000642604-0.000335819j -0.00164899+0.00712243j -0.00189779-0.00536723j 0.0035803-0.00831697j 0.00348688+0.0336422j 0.00774218+0.00630701j -0.00117612+0.00095038j -0.00245772-0.00547884j -0.00139892-0.000198166j -0.00167445-0.000649954j -0.00717777+1.34036e-05j 0.00374951-0.0035663j -0.00628944+0.00210196j -0.00101122-0.00357376j 0.00876552+0.00823521j 0.00116278-0.0103629j 0.00535047+0.01056j 
0.0108816-0.00468029j -0.00723367-0.00419817j 0.0516507-0.0187325j 0.0380214-0.0143432j 0.0216886+0.00915052j 0.0437963+0.02121j 0.121344+0.002056j -0.023561+0.0147042j 0.0951092+0.0611955j 0.116636+0.0121188j -0.0213689-0.00566967j 0.0575955+0.0294041j 0.0151157-0.00376857j 0.0794099+0.0227261j -0.00962437+0.0408653j -0.0328313+0.014353j -0.00378131-2.0847e-05j 0.00853436-0.0178847j 0.0104118+0.0285446j -0.0361023-0.0212917j -0.0121628-0.0369291j -0.00418569-0.011247j -0.0306007-0.00453482j -0.0155024-0.0352895j -0.0232148+0.0260625j 0.0024955+0.00205038j 0.0320594+0.0268813j -0.0690624-0.0212661j -0.0461067-0.00122972j -0.00509831-0.00470227j 0.0310845+0.00828424j -0.0129944-0.0212117j 0.00246482-0.0224731j -0.0174297-0.00191063j -0.0126004-0.0192536j -0.000630685+0.0152139j -0.0247795+0.0037815j -0.0126557+0.011799j -0.0163041+0.00869526j -0.0112414-0.00652973j -0.0125827+0.0032203j 0.00294527+0.00667488j 0.00888993-0.00851396j -0.00827902+0.00937628j 0.00585471-0.00439502j 0.00116634-0.00115568j -0.000127277+0.0115143j -0.0108927+0.0110906j -0.00581447+0.0075326j -0.0102311-0.00919157j -0.00376759+0.024271j 0.0121206+0.00524945j 0.00605956-0.0115903j -0.0111112-0.00702908j -0.0103471+0.0051538j 0.00462505-0.0131311j -0.00453882-0.0115619j -1.03829e-05+0.00332336j -0.0130181+0.00809444j 0.0143822+0.012291j 0.00793901-0.0256157j -0.00315108-0.0168166j -0.00323389-0.00361391j 0.00243384+0.0091718j -0.00145194-0.00156669j 0.000139652+0.000892103j -0.00373509-0.00222375j -0.00595361-0.0055826j -0.000299027+0.00375454j -0.00228639-0.0159809j 0.00494703+0.00186807j -0.00131582+0.00753195j -0.00703949+0.000865483j -0.00209972-0.000928634j 0.00158103+0.00056678j -0.00103486+0.00366743j -0.00431656+0.0100471j -0.00630628+0.00859169j -0.00623794+0.00332149j -0.00251959+0.00739134j 7.88663e-05-0.00764824j -0.00724705-0.00333236j -0.0111665+0.022805j -0.0113576+0.0271986j 0.0141759-0.000352064j -0.00593867+0.00860082j -0.000607103+0.00330031j -0.00169853-0.0038631j -0.00071678+0.000400288j 0.0138188+0.00421806j -0.0102524+0.0051151j -0.00193728-0.011167j -0.00521829+0.00217048j -0.00648203+0.00211259j -0.0105826+0.0078937j 
0.0177396-0.0145897j 0.0159567+0.0115157j -0.0189229-0.0284095j -0.0116322-0.00203937j -0.0696659-0.013215j -0.0266088+0.00723686j -0.051117-0.0260375j 0.0534159+0.0705616j -0.00900385+0.0319166j 0.00856948-0.0146425j 0.0745852+0.0308183j -0.0450951-0.0236015j 0.0141737+0.01516j -0.0343431-0.00925613j 0.0384865+0.0122092j -0.0323361-0.0204908j 0.0461686+0.026621j 0.0552126-0.00614215j 0.0338939-0.0386805j 0.037686-0.00680643j 0.0115233+0.0228651j 0.0106548-0.0041125j 0.00798244-0.0306433j 0.0063072+0.00233727j -0.0355399-0.0861934j -0.0214354-0.0499845j -0.0300393-0.019806j 0.0516517+0.0657929j 0.00615678+0.00641571j -0.00340632-0.00363571j 0.0020399+0.0165499j 0.00465461+0.0303715j 0.0140837+0.00606048j 0.0184016+0.00957083j -0.0152871-0.0228394j -0.0234597-0.0319009j 0.000253042-0.023171j -0.00257134-0.0292119j 0.0148481+0.00635026j -0.0122632-0.000752633j 0.0142157+0.00421631j -0.0168272-0.00185688j -0.000339966+4.27021e-05j 0.0118878-0.0156709j -1.47141e-05+0.00503316j -0.008806+0.00648611j -0.00532038+0.00417848j 0.0120362+0.00669985j 0.00382759-0.0104942j 0.00867307-0.0169643j -0.0122061+0.0127261j -0.00690332+0.0171598j -0.00646545-0.00193207j 0.0172742+0.0111101j -0.00165165-0.0200408j 0.00498333+0.00737538j -0.0118448-0.00269759j 0.00201052+0.00686908j 0.00285377+0.00336429j -0.00349627+0.0134745j -0.00457999-0.023864j -0.00714139-0.00865886j -0.000744663-0.00273926j -0.001012+0.00739324j -0.00700221+0.000572678j 0.00103889+0.0110543j -0.00171598-0.00510267j 0.00399867-0.00651624j 0.00550737+0.00178841j -0.00172325-0.00766831j -0.00920086+0.00142811j 0.000321482+0.00396603j 0.00644611-9.43474e-06j 0.000466628+0.00410997j -0.00207287+0.0038806j -0.00641057+0.00889111j -0.000664817-0.00762482j -0.00408452+0.000803221j -0.00179453+0.0023316j -0.00210169+0.00642848j 0.00135512-0.0112936j 0.0043659+0.009088j -0.00337172+0.0141559j -0.0145687+0.0190743j 0.000695164+0.0122854j 0.00403632+0.00995143j -0.00505804-0.014131j -0.00575179-0.00336846j -0.015876+0.00131964j -0.00289218+0.00912197j 0.00678348-0.00311377j 0.0061167+0.00813285j 0.00315827-0.0129138j 0.0134326-7.0069e-05j 0.00993161-0.00966027j 
0.0198055-0.00112269j 0.0359313+0.0280887j 0.026328+0.0372146j 0.0663506-0.000580246j -0.0260476+0.0462776j -0.0772354-0.0219902j 0.0910695-0.0293449j 0.0274606+0.028245j -0.0460588-0.0571671j 0.0968523-0.0376058j 0.0602657-0.0355313j 0.0374956-0.0142287j 0.0797394+0.0273679j 0.0134244-0.00714499j -0.0864551-0.0430742j -0.0830008-0.0117498j 0.0584131+0.0402216j 0.0660977+0.00142689j -0.0191247-0.0499023j 0.0152051-0.0170536j 0.039702-0.0108782j 0.029766-0.0141878j -0.00543875-0.0274665j 0.00723255-0.0118873j 0.000340812+0.00635407j 0.00706796-0.00708491j -0.0251644+0.0156242j 0.0384904-0.0121796j 0.0110831-0.0080311j 0.00780019-0.000447979j -0.00917482+0.0023886j 0.00654129-0.00376479j 0.0184381-0.00137038j 0.0233004+0.0148636j 0.00145828+0.00300455j -0.0267139-0.0133145j -0.012221+0.00833843j -0.00208465-0.0103986j -0.00804834+0.00202232j 0.00474013+0.0147207j 0.0171806-0.0106914j -0.00178295+0.0105211j 0.0198264+0.00624153j -0.0102398-0.00141336j 0.000151947+0.00680171j -0.00803875+0.00669235j 0.0102798-0.00449291j -0.0046853-0.0150035j -0.000256076-0.00951692j 0.00211538+8.2789e-05j -0.00038001-0.0196376j 0.004365-0.0166963j 0.00411811-0.000741291j 0.00716876-0.00698287j -0.0109393+0.0193778j -0.0103414-0.00965311j 0.00683504+0.00620575j 0.00304205+0.00365569j 0.00084893+0.00260498j -0.00540898-0.00103311j 0.0191064-0.00867203j -0.0174934+0.0382929j -0.00230337+0.00107836j -0.00124591-0.0149979j 0.0146436-0.00478028j 0.00570847+0.000693557j 0.00326207-0.00324247j -0.00490453-0.0118217j -0.00823037+0.0131267j 0.000168464-2.01208e-05j -0.00707417+0.0131327j 0.00552557-0.00524641j 0.00123761-0.000357903j -0.00385691+0.00824316j -0.000237817-0.00394897j 0.00193935-0.00278184j 0.00457434-0.00461066j -0.00232555+0.00286999j -0.00184374-0.00315698j 0.00475772-0.00824071j -0.00641592+0.00254603j 0.00304836+0.00680309j 0.00475251-0.0128899j -0.000602544-0.0185271j -0.0111118+0.00375343j -0.00121426-0.0137088j -0.00223849-0.00381007j 0.00115517+0.00210769j -0.00108129+0.00505378j 0.00245862+0.00186766j -0.00722509-0.00390878j 0.000669535+0.00540733j 0.00578808-0.00563973j -0.000862576+0.000128371j -0.00703366+0.00224367j 
0.0177184+0.0524786j -0.0764953-0.0508128j 0.0281431+0.0256086j 0.0313448-0.011804j 0.00982623-0.0516554j -0.0141088-0.0330802j 0.151804+0.0387156j -0.161644-0.0791146j 0.00562204-0.0184126j -0.0266143-0.0550541j 0.0440861+0.0579605j 0.0208991-0.00725729j -0.0451947-0.0442395j 0.0324445+0.0153808j -0.0166454-0.0308633j 0.0621427-0.0122361j 0.0590312+0.025083j -0.0962915+0.0343921j -0.143727+0.0547601j -0.0688983+0.0274997j 0.0207253-0.00688038j -0.0422449-0.0109585j -0.0249028-0.00975218j -0.0106578+0.0132045j -0.0302642-0.0218042j -0.00895673-0.00382252j 0.0447441+0.0710919j -0.0594938-0.114157j -0.0224256-0.0800905j -0.00203854-0.0100309j 0.00839719+0.013289j 0.00573415-0.00569669j -0.00487905+0.0295403j -0.0377005-0.00525957j -0.00281522-0.00105026j 0.027287+0.0101218j 0.00774223-0.0127689j -0.00810367-0.0203688j -0.00638068-0.00478134j -0.00232302-0.00506978j -0.00620067+0.00318633j -0.0118515-0.00640356j 0.0169521-0.00111147j -0.000559772+0.00922389j -0.0106699+0.0041339j 0.00155534-0.009117j 0.00869098-0.00308338j -0.00300428+0.00122886j -0.00139161-0.00430706j -0.00116216+0.00149971j 0.00166306-0.00876079j -0.00540577-0.00229316j -0.00542422-0.00244911j -0.00896955-0.00562684j -0.00369564-0.00334474j 0.00939524+0.00135872j -0.0038888+0.00145798j -0.000955025-0.0102417j -0.00933646+0.0112573j 0.0142808-0.00428405j 0.00273338+0.00450283j -0.00379546+0.0193502j 0.0045323-0.00863959j -0.00725886+0.0104483j -0.00268649+0.00211644j -0.00488043+0.00290193j 0.00264528-0.00824033j -0.0138749-0.00904233j -0.001723-0.00426947j 0.00680057+0.000754924j 0.00470401-0.00767028j 0.00833168+0.000730567j 0.00802264-0.00639598j 0.00171968-0.00519699j -0.0128977-7.20161e-05j 0.0061593+0.00149269j -0.00210457-0.00330178j 0.00974416-0.00281309j -0.00137696+0.00699841j 0.0100401-0.00403427j 0.000859623+0.00972929j -0.00773803+0.00860404j 0.00515958+0.00132865j -0.00317951-0.0114052j -0.000786973+0.00378303j -0.00385169+0.0192693j 0.00707072-0.000291869j -0.00262377-0.0030771j -0.00417997+0.00410867j 0.00513622-0.0168506j 0.0155169+0.0123877j 0.00815977-0.000872043j 0.00436204+0.018846j -0.00923833+0.00215786j -0.00601427+0.00447137j 
0.0119148+0.02648j -0.00791744-0.00685146j 0.00124869-0.00885353j -0.00838822-0.0105265j 0.010094-0.0164611j -0.0119717+0.00447538j 0.0264538+0.0250938j -0.00822398-0.00438305j 0.0415361+0.00352254j -0.0430168-0.0180396j 0.0256956+0.0297107j -0.0177689-0.0132821j -0.0142867-0.00685376j -0.0208438-0.00862615j -0.00217339-0.00965753j 0.00827534-0.0161527j 0.0184185+0.0181807j -0.00306164+0.00502866j -0.0227788-0.0168283j -0.0141899+0.00432883j 0.0198124+0.0254993j 0.0087017+0.00204547j 0.000230758-0.0185401j 0.0125874+0.0129556j -0.0423512-0.0468179j -0.00835214-0.0142241j 0.0151241+0.0219064j 0.0238577+0.00858021j -0.0304674-0.0381708j -0.00959302-0.0135166j -0.00489984+0.00877444j 0.0039524+0.00711758j 0.0318611+0.0204219j 0.050947-0.000289952j -0.0348807-0.0327895j 0.00158481-0.0170304j 0.0103501-0.00218046j -0.0423024-0.0283037j 0.00849799-0.00357126j 0.00546207-0.00292568j 0.00159543+0.00232755j 0.0172681-0.0116349j -0.011664+0.00054424j -0.0111375+0.00131806j 0.0012283-0.0003291j 0.00495899-0.000591674j 0.00091829+0.000545315j 0.00930027+0.00597551j -0.0105613-0.00851024j -0.000519177+0.000183173j -0.00390023+0.00329159j -0.00211491+0.000238261j 0.0118614-0.0113633j -0.00336988+0.0075431j -0.00150721-0.00634925j -0.0102809+0.00293626j 0.00957667-0.0107788j -0.00850973-0.00303856j 0.00702262+0.0138651j -0.00186489-0.000775607j 0.00481025+0.00735949j 0.00131108-0.00217609j 0.00477287-0.00184269j -0.00652159-0.0122873j 0.0151601+0.0106271j -0.00820369+0.0134924j -0.0121686+0.00431596j 0.00846502+0.00209877j -0.00747401-5.33572e-06j 0.00385993-0.00433728j 0.0158391-0.000193906j -0.00069514+0.00611322j -0.0148255-0.00519036j -0.00713129-0.00119112j 0.0121936-0.00107389j 0.0141786+0.00149936j -0.00508057+0.0016528j -0.0052135-0.0030102j 0.00309664+0.00161028j -0.00215585+0.00111488j 0.00149981-0.00871255j 0.00169571+0.00829521j -0.000147731+0.00668365j -0.00204791-0.00501737j -0.000918392-0.00471042j 0.00415233-0.000308353j 0.00137152+0.00380221j 0.00061573+0.00223503j 0.000813778-0.000467483j 0.00111262+0.00667662j -0.00441097-0.00544369j 0.0084884-0.00747891j -0.00341341-0.00739296j -0.00414834+0.00243467j -0.00612712-0.00267837j 
-0.0380918-0.0255329j 0.0119389-0.013122j -0.0905979-0.0342916j 0.076329-0.0119739j -0.0392742-0.0240375j -0.0529376-0.00754367j -0.0999194-0.0387504j 0.0782259+0.0809846j 0.065258+0.0755619j 0.031801-0.0278253j 0.0676134+0.0220978j -0.0803009-0.0255757j 0.0458876+0.0229208j -0.018355-0.0390928j 0.057705+0.00573761j 0.197037-0.033117j 0.0783593+0.0241787j 0.0233919-0.00450703j -0.112004+0.061887j -0.144593+0.0280002j 0.0136869-0.00240342j -0.0239956+0.0240545j 0.00792627+0.00535324j 0.00618083-0.00423559j 0.0197573+0.00628628j 0.0093264-0.0031091j 0.000985716-0.0627549j -0.00358746+0.0803632j 0.0362978+0.0529447j 0.0102358+0.0107301j -0.00716634-0.00399164j 0.00260845+0.0194971j -0.0194547-0.00439452j -0.0181418-0.0032297j 0.00812293+0.0124168j 0.00169491+0.00901438j 0.00840674-0.00854691j -0.0171898+0.0379624j 0.00255586-0.00890432j 0.00437324+0.00356205j 0.0142961+0.0302736j -0.0079604-0.0145318j 0.00841033+0.000590831j 0.00591589+0.0107294j 0.0199017+0.00196583j -0.00956594+0.00642148j 0.00967106+0.0104157j 0.00389927+0.00182234j -0.00369674-0.00124762j 0.00313539+0.0127243j 0.00148296+0.00609081j -0.0037574-0.0049917j 0.000233193-0.00572094j -0.00306647+0.0081866j 0.00535934+0.00850671j -0.0114926+0.00267321j 0.00695797+0.000136609j -0.00753672+0.0101232j 0.00869407-0.0107696j -0.00813902+0.0227435j 0.00152203-0.0223835j -0.00228338+0.00792741j -0.00196893+0.00315961j 0.0068235-0.0249888j 0.00917237-0.00161576j -0.00058663-0.00788581j -0.00184377+0.00460655j 0.00781434-0.00258776j 0.000580893+0.00243082j 0.00125252-0.00680942j -0.00326765+0.00464402j 0.00381581+0.00422412j 0.00297345+0.00589636j -0.00567935+0.00445411j -0.00671149+0.00198886j -0.00217896+0.00203321j -0.00327824+0.00415858j 0.00569886+0.00398447j 0.005792-0.0113429j 0.0128198-0.00531611j -0.00113574-0.00492039j -0.00150691-0.00325072j 0.00218515-0.00939537j -0.00691937-0.00728905j -0.00985049-0.0021196j -0.00183327-0.0129789j 0.00568225+0.00165934j -0.000266708-0.000257007j -0.00925157+0.000261824j -0.00603505-0.00777904j -0.00226379-0.000855817j -0.00339982-0.00666519j 0.00276991-0.00133451j 0.000590696+0.0148215j 0.00458224-0.00885444j 
