-0.0979076+0.101136j 0.146326+0.0937083j -0.095105-0.232353j -0.177361+0.0744217j -0.0436748+0.142209j -0.160268-0.0356403j 0.0234293-0.148971j -0.104246+0.118087j -0.145107+0.16529j -0.0579735-0.00297345j -0.143233-0.172102j 0.0738952+0.0703704j -0.0800739-0.104694j 0.0906534-0.13871j 0.112761-0.0365832j 0.0545413+0.136423j 0.00709422-0.0998278j -0.0172062-0.043457j 0.00099601-0.076412j 0.092095+0.0270921j -0.0447192-0.0794706j 0.0329194+0.0350291j 0.1023-0.0503091j 0.0465293-0.100287j -0.121993-0.00194607j -0.190066+0.174703j 0.0338727+0.055926j 0.0770696-0.0898441j -0.0101111+0.01116j 0.0286842+0.00422333j -0.0462308-0.122545j 0.0837401+0.121106j -0.0473854-0.0384188j 0.0493263-0.0130727j 0.0989972+0.1001j 0.132116-0.0932187j 0.0190064-0.235161j -0.157994-0.0103956j -0.0543949+0.164382j 0.155157+0.144993j 0.140907-0.0583203j 0.142642+0.0950879j -0.0752699+0.133457j -0.13661-0.0843814j -0.0329225+0.0439508j 0.0413467+0.0316375j -0.00223016+0.0331702j -0.0149693+0.017931j 0.0148569-0.0259896j 0.045109-0.00646362j -0.00801964+0.0153261j 0.0220517-0.0335219j -0.0475646-0.0200495j 0.0362322-0.00400322j -0.0265245-0.0116385j 0.00971919+0.033301j -0.00479227-0.0147805j -0.0027184+0.0108329j -0.00420258+0.0140686j 0.000950808-0.0244391j -0.0166714-0.00847359j 0.00730139+0.0133392j 0.00192148-0.00355839j -0.00394504+0.00362201j 0.0192141+0.0240295j 0.00188852+0.00819421j 0.00653972-0.000260597j 0.000521895+0.00624409j -0.01529-0.0147965j 0.00365201-0.0118631j 0.0128313+0.02169j 0.00161917+0.000785945j 7.15199e-05+0.00164355j -0.0103065-0.0129026j 0.0103137-0.0144259j 0.0149688-0.00252469j 0.0139016-0.0131233j 0.00254217-0.00805722j 0.00836726-0.0209249j 0.00436936-0.0143075j -0.00771372+0.0131109j -0.018568+0.00545038j 0.0309244+0.0128263j -0.0142218-0.015293j 0.00749666+0.00560081j -0.0191623+0.00877943j 0.0306738-0.000282496j 0.00513166+0.0071112j -0.00825729+0.0211023j 0.00868141+0.0271463j 0.0356252+0.0369665j -0.0320784+0.018671j 
-0.000854471-0.00099527j 4.07887e-05+0.000276255j 0.00089772+0.004387j -0.00248184+0.00127447j 0.000176702+0.00142014j 0.0048706-0.000204425j -0.00100429-0.00262333j 0.00133987-0.00194311j -0.00138138+0.000885132j -0.000635695-0.00250136j -0.00591143-0.00278428j 0.000968401+0.000819228j 0.000898918-0.00302768j 0.00610842-0.00326145j -0.00529041-0.00154171j -0.00903839+0.00796173j -0.0069263+0.000418901j -0.00953241-0.0105969j -0.00384397-0.00867002j -0.000230267-0.00123946j 0.0019251+0.00211192j 0.00344282-0.00845296j -0.0056434+0.00518833j -9.16878e-05-0.00160115j 0.00106708-0.00368953j 0.000995762+0.00132836j -0.0046395-0.000214619j 0.000906408+0.00457663j 0.00111107+0.000531738j -0.00338598-0.00455314j -0.0016084+0.00261194j 0.00434968+0.000427305j 0.00104238+0.00329787j -0.000490369-0.00428818j 0.00473374+0.00219342j 0.00113745+0.00401967j -0.000538097-0.00015361j 0.00131559-0.0013706j 0.00316144+0.00214938j 0.00139621+0.00113462j -0.00175555+0.000553649j 0.000405406-0.00152896j 0.00220646+0.000229489j 0.00132723+0.00266377j -0.00125208-0.000257267j 0.00140303-0.000336036j -0.00171865+0.000931108j 1.65165e-05-0.00218523j 0.00227074-6.60907e-05j -0.00122376+0.00242282j 0.000938289-0.00253178j 0.00263509+0.00502794j -0.0047992-0.00341909j 0.00361544+0.00243548j 0.00307452-0.00219724j 0.00324268-0.0108832j -0.00576492-0.00335422j -0.00716432+0.00546169j 0.00352074-0.00348229j 0.00657578-0.00460244j 0.00286923+2.13239e-05j -0.00846698-0.00136517j 0.000165114-0.00638048j 1.0853e-05+0.00175637j -0.000231679-0.00831461j 0.0044986-0.00418818j -0.00285959+0.00422683j 0.00374396-0.00880356j 0.00322596-0.00422195j -0.00248731-0.00262603j 0.00766777+0.000664318j -0.00152923+0.00373985j -0.00644627-0.00846319j -0.00299772+0.00144472j -0.000877918+0.00255748j -0.000388863+0.000612721j -0.00164249-0.00296953j 0.00356306-0.0074997j -0.00200384+0.000824315j 0.00341217-0.00711664j 0.00295495+0.00456814j -0.0010969-0.00381716j -0.00186349+0.00471408j 0.000295147+0.00108025j 0.0029314+0.00133086j 0.000279885-0.0017605j -0.000385114+0.00486685j -0.00121053-0.000427532j -0.00232364-0.0012418j 0.00204398-0.00258925j -0.00098143+0.00179973j 0.000208596-0.000565671j 
-0.00059711+0.000214249j -0.000781028-0.00182762j 0.00263275-0.00110373j -0.00024287+0.000336181j -0.00385399+0.00110199j 0.00492118+0.0042928j 7.48353e-05-0.00520809j 0.00568581+0.000615397j -0.012026+0.00650362j 0.00632447+0.00435716j 0.00975617+0.00251535j -0.00164372-0.00484472j -0.007151-0.00179183j -0.00254515-0.00450006j -0.00530444+0.00247773j -0.0049211-0.0024335j 0.00294686+0.00169938j -0.00419875-0.00649887j 0.00255997+0.00725565j 0.000721241+0.00271325j -0.00683347-0.00211072j -0.00150425-0.00165975j 0.00668756+3.40604e-05j 0.00523538+0.000783107j -0.000953676-0.0050278j 0.00215437+0.00301933j 0.00093547-0.00514159j 0.00217373+0.00233597j 0.00383793+0.00298279j -0.00153757-0.00382122j -0.00493723+0.000873779j 0.00206795+0.00194354j -0.00519743-0.00515428j -0.00486242+0.00113973j -0.00290798+0.00097573j 0.000475752-0.00439587j -0.00141344+0.00122943j 0.000664792+0.0019688j -0.00318973-0.00302825j 0.000974073+0.00127288j 0.00214808-0.000763165j 0.00257842-0.000218859j 0.00121086+0.00221461j 0.00225161+0.000510972j 0.00477138-0.00299394j 0.000853675-0.00266431j -0.00366431-0.00332471j 0.00239186+0.000780554j 0.00228056-0.0013608j -0.00183279-0.000248417j 0.000279198-0.00169641j -0.00211643+0.00498484j -0.00185289-0.00450639j -0.00109787+0.00104217j -0.00542239+3.33373e-05j -0.00512269+0.00287899j 0.000703316-0.00337655j 0.00168898-7.92351e-05j -0.000277077+0.00105403j 0.00218659+0.00307784j -0.00309105+0.00749821j 0.00812064-0.00545902j 0.00130415-0.00625376j -0.00225285-0.000172513j 0.00779605+0.000111394j 0.00666426+3.54413e-05j 0.00231691+0.00226283j -0.000991069+0.00614133j -0.00748673+0.00114194j 0.00200205+0.00453434j -0.00270498-3.82785e-05j 0.00177921-0.00154206j 0.00754391+0.00542555j 0.00403863-0.000668944j 0.00284196+0.00210996j -0.00231398-0.00380462j 0.00324266+0.003199j -0.00425572-0.00201229j 0.00307261-0.00112507j 0.00640043+0.00565953j 0.00220895-0.00281206j 0.00433162-0.00345001j 0.00188661-0.00101716j 0.00088685-0.00165562j -0.00376373-0.000762877j -0.00186786+0.000316344j -0.00177089-0.00138451j 0.00200004-0.000201421j -0.000451013+0.00115512j -0.000547628+0.0018076j -0.00108707-0.000952918j -0.000205974-0.0020174j 
0.00225861-0.000288182j -0.00216099+0.00239581j -0.00381888+0.0016384j 0.00410753+0.00207781j 0.00742985-0.0013835j -0.00339099-0.00943721j -0.00490178+0.00752044j -0.00295084-0.00146655j -0.00299415+0.00220837j -0.00114024+0.00146835j 0.00297702+0.0017887j 0.00242139+0.00043573j -0.00974912+0.00479631j 0.0120469+0.0125532j -0.00137939-0.00426952j 0.00442646-0.000221489j 0.00594903-0.00321164j -0.000496821-0.00629855j 0.00223259-0.00646804j 0.000676334+0.00102059j -0.00191847+0.00565542j -0.00373664-0.000925669j 0.000138651-0.00206514j -0.00163715+3.12193e-05j -0.00215323-0.00817891j 0.0107077-0.00381316j -0.00260796+0.000509394j 0.000420086-0.00162444j -0.00160396+0.00295893j -6.03947e-06+0.00188699j -0.00122881+0.00873944j 0.00155398+0.00558764j 0.00362972-0.000352886j 0.000205109+0.00101721j -0.00198018-0.00565929j 0.00146415+0.00111082j -0.000187515+0.00057738j 0.00270179-0.00206343j -7.42461e-05-0.00297056j 0.00282445-0.00192358j 8.43549e-05+0.000163858j -0.00397056+0.000988093j -0.00270769-0.00260554j -0.00652193-0.00103783j -0.00110226+0.00690538j -0.00594619+0.00427424j 0.00493348+0.00263149j -0.00552115+0.00120251j -0.00583321+0.00461649j 0.000562289-0.000280892j 0.00405421-0.000677918j 0.00160457-0.00614758j 0.0134697+0.00876212j -0.00139773-0.00355932j 0.00822417-0.00240334j 0.00268891+0.000996869j 0.00582827+0.00505377j 0.00400051-0.000541186j -0.000581599-0.00058596j -0.00166943+0.00327134j -0.000837179-0.0156966j 0.000609696+0.0105345j -0.00326763-0.000575009j 0.0058317+0.00296959j -0.00569191+0.000643996j -0.0025261-0.00702915j 0.00346743-2.3845e-06j 0.00643408-0.00120271j 0.00122407+0.00241028j 0.00756747-0.00218199j 0.000630342+0.000136082j 0.000765187-0.00691965j 0.00523051-0.00104657j -0.00150794+0.00231813j -0.000491083+0.00339775j 0.00044641+0.000202058j 0.000326139-0.00392933j 0.000177658+0.000145651j 0.00129288-0.000559425j -0.00262211+0.00236483j -0.000239308+0.00245967j 0.00148869+0.00507089j 0.00244553-0.00501807j -0.000610302+0.00294077j -0.000187126+0.00110361j 0.00201606+0.00216069j 0.00493525+0.000415441j -0.00431383+0.000981564j 0.00170101-0.00026178j -0.00362211-0.00124185j 0.00244769-0.000271889j -0.000476183+0.00153893j 
-0.00194782+0.00063921j 0.00307213-0.0019027j 0.00534438+0.00140038j -0.000174068+0.00199741j -0.00357826+0.000327267j 0.00570392+0.00472796j -0.00109092-0.00644792j 0.00265901-0.00318833j 0.000775628+0.000693114j 0.0047345-0.00427082j 0.00142709-0.00199505j -0.000852608+0.00230841j 0.00491658-0.00115973j -0.00284619-0.0122717j 0.000806455-0.000588048j -0.00796168-0.00151738j -0.00443192+0.000659291j 0.000488651-0.00117211j -9.35894e-05+0.00770534j -0.00387193+0.00065373j -6.38855e-06-0.00324036j 0.00481088+0.000420947j 0.00261813+0.00184356j 0.00059339-0.00248875j -0.000721114-0.00105164j -0.00387409+0.00463811j 0.000167696-0.00207721j -0.00178689+0.00121006j 0.00317455-0.000525953j -0.0045656-0.00265888j -6.20176e-05-0.00364471j -0.000158487-0.00126009j -0.00333557-0.00139712j -0.00214052+0.000257911j -0.000777481+0.00249714j 0.00099317-0.00314053j -0.00178281+0.0026086j -0.00418241+0.000817081j -0.0021038+0.00168663j -0.000792881+0.000786193j -0.000989783-0.000760322j 0.00300024-0.00141869j -0.000110481+0.00146295j 0.00123825+0.000852163j -0.00218857+0.0044866j -0.00522817+0.00329539j 0.00600551+0.00491436j -0.000563268-0.00159615j -0.00159463+0.00309982j 0.00254474+0.00174352j 0.00520106-0.000196084j 0.000658712-0.0030306j 0.00134142+0.000693204j 0.00132965+0.000698381j -0.00429156+0.00331552j -0.00578049-0.00495846j -0.000241234-0.000281768j -0.00345+0.00487014j -0.00205334+0.000801276j 0.00117695-0.000519891j 0.00158309+0.000628939j -0.000115441-0.00127586j 0.00300426-0.00280826j -0.000754815+0.00327615j -0.000491758+0.00140751j -0.00116083-0.00613081j -0.000895842+0.0011749j 0.00171705-0.00189488j 0.00121377-0.00286817j 0.00565989-0.0029814j 0.00217993+0.00204785j -0.00185787-0.00323426j 0.00294062-0.00125787j -0.000609597+0.00271545j 0.00250584+0.00362677j 0.00226051+0.00114964j -0.00569465+0.00629288j 0.00634265+0.00317607j -0.00237771-0.00208574j -0.00245397+0.00110675j 0.000428343-0.00266686j 0.00198566+0.00175149j -0.000171622-0.0017527j -0.000177454+0.00076435j -0.00165447+0.000750739j -0.00227705+0.000462419j -0.00179538-0.000494997j -0.000869175+0.00235989j 0.00129478+0.00113071j 0.000358712+0.000190197j -7.05196e-05-0.000599076j 3.90918e-06+0.000145492j 
0.000801157-0.000346175j 0.00105674-0.00203675j -0.00100816+0.00149297j 3.85659e-05+0.000947329j -0.002321-0.00202002j -4.26977e-05-0.000141975j -0.000285559+0.00170719j 0.00082819+0.00102893j -0.00115951-0.00602521j -0.00387149+0.00149265j -0.00132084+0.0012308j 0.00490942+0.00583809j 0.00292184+0.00940136j 0.000695083+0.00341784j 0.00281531+0.00427864j -0.000420374+0.00183083j 0.00301121-0.00696247j 0.00598971+0.00245416j 0.00652606+0.00444434j -0.000474234-0.000755105j -0.000764663+0.00146499j -0.000192367+0.00206525j 0.00331098-0.0111495j -0.000969-0.000206698j -0.000882644+0.00127752j 0.00288218-0.00350781j 0.00572558+0.00239144j -0.00458657-0.00264029j 0.00190253-0.0018296j 0.00284897+0.00183863j 0.000765693-0.00205581j -0.00396644-0.000561636j -0.00099428+0.000464788j -0.000609197-0.000786935j -0.00165552-0.00226865j -0.00101379-0.000295525j -3.96841e-05+0.00244572j 0.00099735-0.000859152j -0.00120099-0.000225894j 0.00023367-0.000148647j -0.00103992-0.000239919j 0.00225867+0.000173332j -0.00312229+6.65921e-05j 0.000129576+0.00123206j 0.0028368+0.00111978j -0.00356808+0.000348169j -0.00148793+0.000153421j -0.000757728+0.00104525j -0.00287809-0.00144626j 0.00130559-0.00161653j 0.00700159-0.00229112j -0.00158799+0.00765962j 0.00979884+0.00107415j -0.00490815-0.00604469j -0.0111767-0.00745785j 0.000543633+0.005828j -0.000536176+0.00210502j 0.00356283+0.00353866j -0.00325507+0.00499124j -0.000622245+0.00882878j -0.00302469-0.00223631j 0.00367178-0.00672935j 0.000139084-0.00428445j -0.000897441+0.00404313j 0.00991304+0.00155887j 0.00569604-0.00373442j 0.00224878+0.000166967j 0.00180176+0.00851023j -8.45814e-05-0.00908377j 0.00640558+0.007891j -0.00729223-0.00796856j 0.000997631-0.000558594j 0.00555038-0.00177607j 0.0087952+0.00206198j 0.00603776+0.00325073j 0.00135701-0.00111283j 0.00813858+0.00323203j -0.00956793+0.00264157j -0.0020053-0.00177657j 0.00663121+0.00381507j -0.00357469+0.00263727j 0.00303017+0.00520145j -7.64653e-05-0.00196389j -0.00166596-0.00316693j 0.00110387-0.000228778j -0.00126185+0.00146963j -0.000145955-0.00216231j -0.00152939+0.00350127j 0.00172756+0.00155695j 0.000332697+0.000333081j 0.000141894-0.000832513j -0.000497152+0.000743346j 
-0.00322562+2.51572e-05j 0.00460009-0.00450457j 0.00643053+0.00699814j -0.00165435+0.00868092j -0.00414036+0.00568651j 0.0132676+0.000542877j -0.00617261-0.00611454j 0.000720959-0.00533131j -0.00209316-0.0104728j -0.00446202-0.00289704j -0.00586795+0.00344991j 0.00427717+0.0110618j 0.00594138+0.0099619j 0.00661293-0.00680585j -0.000202838+5.02065e-06j -0.00563883+0.00592796j -0.00408352-0.00826869j 0.00666721-0.000383461j -0.000469505+0.0108268j -0.00766234-0.00128724j 0.0021367-0.000812735j 0.00369632-0.000776087j 0.00418113-0.00584267j -0.00398709-0.00129289j -0.00111997-0.00807038j 0.00242566-0.00127105j 0.0047439+0.00445493j -0.00707532-0.00136254j 0.00373613-0.000502209j -0.00469858-0.00374885j 9.47516e-05-0.00193156j -0.00236939+0.000207683j -0.000823804+0.000299166j -0.00234708-0.000676897j -0.00081201-0.00256118j -0.000823122+0.00183342j -0.00155257+0.00303764j -0.000430214+0.000659809j -0.00362352+0.00138726j -0.000206632+0.00136674j 0.000599766-0.000833413j 0.00578097-0.00212141j 5.92816e-05+0.00512541j 0.00375104+0.00131525j -0.00148304-0.0030905j -0.00134637-0.00166537j 0.00288466+0.00259094j 0.000439054-0.0022469j 0.00106062-0.0038943j -0.000298811-3.0524e-05j -4.16938e-05+0.0046454j 0.000474564-0.000627339j -0.00775405+0.00119927j 0.00324166+0.00560044j -0.00392758+0.000328499j -0.00497659+0.00215153j -0.00325686+0.00507568j 0.00238609+0.00416646j -0.000712278-0.0041261j 0.00292577-0.00391031j 0.00487505+0.00986935j -0.000937453-0.00377022j 0.00371357+0.0050553j -0.00415158+0.00366682j -0.00140149-0.000766292j 0.00209662+0.0035566j -0.00527386-0.00234763j -0.00375933+0.00203265j -0.00530424+0.000795727j 0.00120859+0.00313871j 0.00425401-0.00353777j 0.000378779-0.00111753j 0.000596567+0.000655524j 2.05738e-05-0.00269218j -0.00195184+0.000873356j -0.00138029-0.000740146j -0.00202151+0.00525947j -0.00146181-0.000457034j -0.00188892+0.000362669j -0.000178853+0.000357651j -0.000687376-0.00516621j -0.000690908-0.0024654j -0.000574242+0.00150224j 0.000732702-0.000874969j -0.00053538-0.00136436j -0.000260496-0.00251025j -0.00263697-0.00010544j 0.0011345+0.00140702j 0.00103218+0.00043186j 0.00118128-0.00172629j -0.000731919-0.000563983j 0.000118216-0.00165686j 
-0.00309312+0.00574283j -0.0130222+0.00531582j -0.00220533-0.01505j 0.0131093-0.00261929j 0.00751909+0.0146764j 0.00440925-0.0109244j -0.00471693-0.00519029j -0.00642981+0.00126529j 0.00885759-0.00136601j -0.00198891-0.000474878j 0.00497314+0.00113027j -0.00091459-0.00258593j -0.0130036+0.00201275j 0.00679101-0.0073625j -0.00329313-0.0118731j 0.00156782-0.0156282j 0.00145381-0.00735489j -0.00556858+0.010937j -0.00848057-0.00065742j -0.00774058+0.00781229j 0.00270255-0.000605513j -0.00239448+0.00711702j -0.00324318+0.00316567j 0.00275301-0.00618694j 0.000589802+0.00945731j 0.000248293+0.000447701j 0.0015881-0.00135443j 0.0033382+0.000956269j -0.0039287+0.00167874j 0.00613387+0.00588205j 0.00222701-0.00128765j -0.00128044+0.00175405j 0.00486402-4.67357e-05j 0.00464808+0.00710291j 1.63645e-05+0.000961834j -0.001972+0.000827548j 0.00438921-0.00733917j -0.00117124+0.00314247j 0.00624651-0.00291855j -0.0031109+0.0043705j 0.00615392-0.00247907j -0.00636605+0.0019828j 0.00881596-0.00293981j -0.00342297-0.00751125j 0.000802342+0.00110009j 0.0043748-0.00525029j -0.00167309-0.00591347j -0.00556407-0.0039967j 0.00577347-0.000412679j -0.00341034-0.00108085j 0.000418781-0.00110586j 0.000701769+0.000581411j -0.00472323-0.00129157j 0.00704867+0.00332075j 0.00265776+0.000316523j -0.0015203-0.00100965j -0.00260728-0.00559015j -0.00840483+0.00503381j -0.00316154-0.00789832j 0.00598243-0.00208555j 0.00286187+0.00323509j 0.000663649-0.00765094j -0.00245625+0.00147495j 0.000564946-0.00205817j 0.00612875-0.0047067j 0.00494526+0.00545078j -0.000473046-0.00159285j 9.15611e-05+0.00128391j -0.000820458-0.000923317j -0.000259297+0.00415163j 0.000627071-0.00075732j 0.00438387+0.000890885j 0.000615231+0.00292474j 0.00123706-0.00438464j -0.0011841+0.0011325j -0.00332991-3.44833e-05j 0.000819075+0.00368257j -8.74613e-05-0.000674427j -0.00296216+0.000263314j 0.00194238-0.000196498j 0.00413913+0.00305869j -0.00127799-0.00576103j -0.00122113+0.00282724j 0.000522014-0.00253484j 0.00151046+0.00429836j -0.00112429-0.000286771j -0.00230694-0.000934522j 0.00193378-0.00198692j -0.00185257+0.00136484j 0.00130678+0.00239854j -0.00105222-0.000797055j 0.00145055-0.000238925j 
-0.00842688+0.0042791j 0.00274567-0.0038609j 0.0102979-0.0017277j 0.00516185+0.0124473j 0.000491952+0.00846696j 0.00909566-0.00301789j -0.0118973-0.000434956j -0.00428218-0.00732476j -0.00226917+0.00267063j 0.00446956-0.00242334j 0.00439067+0.00209634j -0.00655299+0.0091968j -0.00556913+0.0109769j 0.00747018-0.00671814j -0.00558664-0.00315047j -0.010085-0.00670595j -0.0084276-0.00501673j 0.00586855+0.00358667j -0.00767925+0.00628349j -0.0107944-0.00117371j -0.00284534+0.00288749j 0.00544831+0.00248828j 0.00273034+0.00122394j -0.00326117+0.000584454j 0.000319731-0.00523217j -0.00290906-0.00137266j -0.00326283-0.00152828j -0.00659786+0.00242934j 0.00176101-0.000422844j -0.00195154-0.00206008j 0.00056382+0.00738097j -0.0011144+0.000751173j 0.000591789-0.00242211j 0.00179771+0.00105799j 0.00128478-0.00698047j 0.000778904+0.0021102j 0.000353815+0.00377753j -0.00416003+0.0040833j -0.00449895+0.00091711j -0.00499101+0.000978696j 0.00560206-0.000965369j 0.0042576-0.00129849j 0.00436992+0.0050572j 0.00513098-0.00309396j -0.00313816+0.00150152j -0.00225052+0.00251537j 0.00441867+0.00150625j 0.00408328-0.00268622j -0.00344929+0.00393676j 0.00352597+0.00487585j -0.0047621-0.00180377j 0.00338716-0.000990739j 0.00533771+0.00497935j -0.000119409-0.00898864j -0.000984137-0.000193691j 0.00229306+0.00159126j -0.00527567-0.00479198j 0.0010576-0.000693997j -0.00195382+0.00392879j -0.00132244+0.0070588j -0.005881-0.000885756j -0.00268619+0.00117869j -0.00719824+0.00449388j 0.00336707-0.00343223j 0.000815922+0.00225963j -0.00624506-0.0074766j 0.00250763+0.00131512j -0.00118817-0.00284278j 0.00655343+0.00173648j 0.0021065-0.00414825j -0.00282176+0.00215088j -0.00414237+0.00270216j 0.00199415-0.00190701j -0.0017439+0.000340085j -0.00342808-0.000726172j -4.50225e-05+0.00115946j 0.00527178-0.00287146j -0.00323477+0.000888014j 0.00469068+0.000787109j -0.00565364-0.00413387j 3.11206e-05-0.000590317j -0.00247965+0.00274698j 0.00321286-0.00127644j 0.00192632+0.00298945j 0.000409954+0.000569185j 0.00189248-0.00383708j 0.00143014-0.000678743j -0.000790304-0.00358204j -0.0015895+0.00201954j -0.00145565+0.00018013j 0.000294285-0.000796564j -0.000511897+0.000406498j 
0.00490851-0.00405146j -0.00160874+0.0026407j -0.00388871+0.00424303j -0.00372073-0.00364167j 0.00478585-0.00429822j -0.00592803-0.00568026j 0.000798084+0.00304841j 0.00129386+0.0032295j 0.00314751-0.0012347j -0.00199988+0.000380348j -0.00249066-0.00445097j 0.00260026-0.00252669j 0.00327003-0.00420829j -0.00201076+0.00330438j 0.00452247-0.000331913j 0.00418597+0.000279682j 0.00429991+0.000388995j -0.000914211-0.0028885j 0.0056704-0.00470135j 0.00349907+0.0013207j 0.00240648+0.000229096j -0.00137012+7.05526e-05j -0.0025108-0.000670861j -0.000870718-0.00176862j -0.00288012+0.00105448j 0.00249957+0.00125576j -2.11598e-05+0.00148456j 0.00171765-0.00210372j -0.000950167+0.000653083j 0.00030561+0.00176473j 0.00195412-0.00251982j 0.000818296+0.000187484j 0.00126296+0.000531435j -0.00106094-0.000898626j -0.00120804+0.00220466j -0.000651963-0.000468946j -0.00208437+0.000332282j 0.0013812-0.00353291j -0.000870453+7.5278e-05j 0.00314351-0.00154063j -0.00294544-0.000503846j -0.000886153-8.8005e-05j 0.00329023-0.00339194j -0.00349756+0.000692335j -0.00762297-0.00111673j -0.00734487-0.0086936j -0.00559919+0.00837967j 0.00140792-0.00322931j -0.0051077-0.00838009j 0.000208372+0.00127606j 0.000215232+0.00380636j 0.00870027+0.00357004j -0.0131335+0.00806543j 0.00140468+0.00923138j -0.00992563+0.00244444j -0.0102673-0.0125183j 0.00207217-0.0066091j -0.00831006+0.000367004j 0.00135773-0.00419425j 0.00553328+0.000987438j -0.00404779+0.00525862j -0.000357257-0.00823126j -5.56292e-05+0.00689262j 0.00705636+0.00869168j 0.00452814+0.00474561j -0.000353514+0.00224959j -0.013418+0.00680992j -0.00043593-0.00418351j -0.0028944-0.0033309j -0.00186749+0.0022335j -0.000477188+0.00268082j 0.00727129+0.00284917j 0.00517992+0.00117051j -0.00234833-0.00451651j 0.00175102+0.00408191j -0.000185892-6.584e-06j 0.000357993+0.00822689j 9.61054e-05+0.000361714j -0.00305113-0.000283055j -0.00126128+0.000862244j 0.00317652-0.00192921j -0.00173167-0.00186771j 0.000240183-0.000900647j 0.000736596-0.00107733j 0.00119119+0.000971746j -0.00153628+0.000138064j -0.00033545-0.000314139j 0.000465069-0.00169463j -0.000256849+0.00236406j 0.000990909+0.00039725j -0.000712075-0.000877852j 0.00120039-0.000186851j 
0.00355313-0.00161183j -0.000581075+4.35702e-05j -0.00145022+0.000775834j -0.00167483-0.00332661j 0.000545256-0.00045739j 0.00521855+0.000588808j -0.00295931-0.00716406j 0.00291888-0.00265284j 0.00109159+0.0034635j 0.00251913-0.00154498j 0.00298347-0.00361705j -0.00208979-0.00485971j 0.00340441-0.00533871j -0.00594936-0.00436623j 0.00161488-0.00227134j -0.00308778-0.00128133j 0.000178193+0.00478456j -0.00269179-0.00206692j 0.00239013+0.000281443j 0.00302638+0.000237234j 0.000515884-0.000368956j -0.00156381+0.00382197j 0.00448729+0.000832556j 0.00010731+0.00237645j -0.00348233+0.00097466j -0.00433017+0.00304746j 0.00290039-0.000395224j 0.00226067+0.00218316j 0.00125695-8.93494e-05j -0.00133585-0.00182558j -0.00167316-0.002544j 0.000831534-0.00168589j -0.00224283+0.000679075j -0.000922829-0.00133375j 0.00201015+0.00431606j -0.000758023+0.0012991j -0.000865958-0.000923543j 0.00066249-0.00053807j -0.00203554-0.00177035j 0.00206907+0.000682655j 0.000302085-0.00186413j 0.00114029+0.00150646j 0.00147795-0.00184732j -0.00185537+0.00260668j -0.00281649+0.000561465j -0.000583226+0.00317163j -0.00718281-0.00050956j 0.00589698+0.00279238j 0.00303156-0.00120041j 0.00164931+0.00431201j -0.00448931-0.00638206j -0.00109095+0.00819j -0.00917101-2.32797e-05j -0.00125182-0.00169071j -0.00100758+0.00890452j -0.00312624-0.00362519j -0.00273511-0.0111309j -0.0069149-0.000879793j 0.00128945+0.00602288j -0.00723031+0.00373721j -0.00278961+0.00415464j 0.000982861-0.00171796j -0.00394629-0.00706445j -0.0018101-0.00446273j 0.00384669-0.000360883j -0.00080577-0.00534202j 0.00525082+0.00870221j -0.00287703-0.00221982j 0.00479791+0.00320133j -0.00858271-0.00259367j -0.00365652+0.00391473j -0.000660087+0.00494583j 0.00132488+0.00636844j 0.00276007+0.00336189j 0.000639072-0.00149211j -0.000988799-0.000451053j 0.00164679-0.00175469j 0.00239038-0.00107251j 0.002624-0.000763519j 0.0015519-0.0020915j 0.00282999-0.00249192j -0.00139651-0.00141734j 0.00261766-0.000170302j 0.000900488-0.000908698j 0.00178335+0.0021453j 0.000826471-0.00127298j -0.00350056-0.00273318j 0.00178357-0.00332354j -0.00104492+0.000426143j -8.97832e-05+0.0019154j 0.000345248-0.000889106j 0.000524705-0.000406206j 
