0.0927481-0.107595j -0.186381-0.0815997j 0.0150363+0.243279j 0.214272+0.091485j -0.019995+0.0794847j 0.0917112-0.0746976j -0.0311111-0.26888j 0.204178-0.131954j 0.00621989-0.0812722j 0.0591885+0.079123j 0.0598841+0.045235j -0.174776-0.019555j 0.201773+0.0129088j -0.101741+0.0267471j -0.0329719+0.0209907j -0.00108864+0.047191j 0.0291223-0.0505272j -0.0752142+0.0562157j 0.00292961+0.00869754j -0.12566+0.0689813j 0.0367362+0.121271j 0.0927391-0.0839256j 0.00273691-0.075474j -0.0803405-0.0222246j -0.0207468-0.186247j 0.0421598-0.0584843j -0.0493244-0.0748544j -0.0077005-0.052012j 0.0281728-0.129535j 0.0148405+0.0125387j -0.0955455+0.146713j 0.0131252-0.0657907j 0.0407869-0.00334923j 0.121301+0.00396537j 0.060297+0.0150349j -0.0671377+0.0819952j -0.0490459+0.0603472j 0.0599354+0.0321483j 0.0281459+0.00498836j -0.0136294+0.0497628j -0.0105735-0.0113094j 0.0908943+0.000735568j -0.0316441+0.0606865j -0.0927009+0.02906j -0.0321147+0.130838j 0.150414-0.0378501j -0.0366516+0.136603j 0.198065-0.0423506j 0.06057-0.174321j 0.122339+0.153992j -0.118496-0.198854j -0.18097+0.0331831j 
-0.000922655-0.000675477j -0.00215919-0.00207022j 0.00464676-0.00285328j 2.83235e-05-0.00567696j 0.00338962-4.04373e-05j -0.00614311+0.00399085j -0.00183361+0.000302997j 0.00114248+0.00890204j 0.000964551-0.00371344j -0.00209794-0.0035716j 0.00120165+0.00253571j -0.00518432+0.00118623j -0.000213805-0.000266238j 0.00480146-0.000315167j 0.00488995-0.00613777j -0.00415458-0.000275004j 5.34114e-05-0.0017228j -0.00301812-0.00973659j 0.00126088-0.004792j -0.00445497-0.0011998j 0.000242137+0.0095977j 0.00201672-0.00656855j 0.00570063-0.00461624j -0.00605605+0.001801j -0.002483+0.00568505j -0.00292414-6.13194e-05j -0.00213582-0.00207986j 0.00210083-0.00996866j -0.00596426-0.000805378j -0.00208496-0.00239108j 0.00370152+0.00113148j -0.0011457+0.00307449j 0.0012443-0.000440271j 0.00426028-0.00485195j -0.00122725+0.00273216j 0.00237513+0.000359148j -0.00487556-0.00195103j 0.00671231+0.00262273j 0.00092683+0.00196868j -0.00279566+0.00367884j 0.00326036+0.00131853j -0.00311813-0.00443542j 0.00264739+0.00476293j -0.00133267+0.00716448j 0.0012717+0.00112312j 0.00113021+0.000202662j -0.002593+0.00167634j 6.95128e-05+0.000571363j -0.00260602+0.000681224j -0.000709728+0.000599877j -0.00279709+0.00047593j 0.00139517+0.00251194j 
0.000420153+0.000186838j 0.00276686+0.000789346j -0.00565401+0.00273251j -0.000766814+0.00858233j -0.00556923-0.0018876j 0.00598834-0.00619755j 0.00554392-0.00143048j -0.00492693-0.0115706j -0.00670267-0.00144265j 0.00178669+0.00880603j -0.00374436+0.00225626j 0.00279228+0.00453711j -0.00034803+0.000811989j 0.00425895-0.002875j 0.00552764+0.00668914j 0.0108137+0.00438944j 0.00697577+0.0020794j -0.00673883+0.0105933j -0.00279634+0.00110174j 0.00020775-0.0060598j 0.00289761+0.00110195j -0.00769484+0.0127624j -0.00542087-0.00270731j 0.00357716+0.0043422j 0.00164174+0.00846885j -0.00090103+0.00589186j -0.000255846+0.00114111j 0.00948639+0.00322087j 0.00160785-0.00656515j -0.00323868+0.00592768j 0.00116984-0.00141619j 0.00493732-0.00301052j -0.00361968-0.00689541j -0.00044399+0.00388069j 1.21582e-05-0.00178836j 0.00522346-0.00499572j -0.000544511-0.00308944j -0.00131494-0.00106368j -0.000104639+0.00246791j 0.0052116-0.00456845j -0.0016106+0.00103427j 0.00147502+0.00622498j 0.00140455-0.00439297j 0.00297832-0.00289919j 0.00141627+0.00193507j 0.000726085+0.00205233j 0.00356137-0.00207391j -8.04686e-05-0.00313214j 0.00305142+0.00101175j -0.000961372-0.000144367j 0.00285383-0.000688299j -0.00181058-0.00254559j 
0.00183713-0.00122215j 0.00061997+0.00313354j -0.00544671+0.00356471j -0.000653279+0.00714472j -0.00385408-0.00337067j 0.00827201-0.00777638j 0.0067268-0.00313458j -0.00296208-0.0061573j -0.00411597-0.00635705j -0.00424483+0.00377716j -0.00522235-0.00199166j -0.00133198+0.00608272j 0.00802752-0.00216892j -0.000898749-0.000943742j 0.00438134+0.00265069j 3.14131e-05-0.00700716j 0.00421128+0.000245135j 0.00718723-0.000470529j -0.00139345-0.00054843j 0.00260555+0.00163055j -0.00510718-0.00139465j -0.00301223+0.00749561j -0.00330516+0.00127781j -0.00101922+0.00859688j 0.0058877+0.00180734j -0.0049386-0.0030818j 0.0018401+0.00215574j -0.000197309+0.00586347j 0.00054353-0.00322633j 0.00158907+0.00145488j -0.00551417+0.00394711j -0.00203607+0.00192268j 0.000204387+0.00225812j -0.000812672+0.00359421j -0.0060725-0.00252983j 0.00041244+0.00032308j -0.00207706-0.00243662j 0.000299592-0.00275664j 0.00162074-0.000801747j 0.00429713+0.00084022j 0.00251464-0.00072103j 0.00283848+0.00466633j -0.00133359-0.00053785j 8.14471e-05+0.0031168j 0.00306325+0.0019106j -9.91427e-05-2.47007e-06j 0.00224925+0.00138205j 0.00281807-0.00308029j 0.00106365+0.00124913j 0.000364964+0.000108227j 0.0011831-0.000361366j 0.000763589-0.00145473j 
-0.000421665+0.000681131j 0.00120707+0.002049j -0.00360282-5.77607e-05j 4.07309e-05+0.000254204j 0.000798999-0.000459071j 0.00176718-0.000840471j 0.000138682+0.00114363j -0.00108608-0.00163018j 0.00111347+0.00197085j -0.00129994-0.000201132j -0.00166781-0.00328464j -2.31465e-05-0.0011824j 0.000519365+0.0015432j 0.00048496-0.00204199j -0.00126918+0.00281846j 0.00264658-0.00643219j 0.00297682+0.00098759j 0.00174386+0.000848316j 0.00234274-0.0021804j -0.0025188+0.00380054j -0.000203832-0.00723792j 0.000479113-0.00274711j -0.00310323-0.00427253j 0.00246202-0.00237539j 0.00488735-0.00472534j 0.00905953-6.70148e-05j 0.00522415+0.00804757j -0.00333327+0.00419234j 0.00156586+0.00410784j 0.00848133+0.00243973j -0.00231211+0.00322579j -0.00300231-1.74127e-06j -0.00534119-0.00556233j 0.00033553-0.0021323j -0.00171292+0.00067654j 0.00713718-0.000735766j 0.00489211+0.00609426j -0.00177882+0.00475102j 0.000351582+0.00521089j 0.000656935-0.0014394j -0.00573995-0.000875603j 0.000288181-0.00124107j 0.0015985-0.0037458j -0.00150979-0.00362078j -0.00107017-1.48963e-05j -0.00180901-0.00112609j -0.00191777-0.000260337j -0.000687447+0.000349937j 0.000267937-0.000984485j 0.000865209+0.000498985j 0.000278261+0.000490926j 0.00158968-0.000415337j 
-0.00048226+0.00041153j 0.00064046+0.000272894j 0.00134582+7.68364e-05j 0.00116653-0.0010379j -0.00231436+0.000642701j -0.000995622-0.000345216j 0.000363-0.00133275j -0.000188018-0.000272657j 0.0038524+0.00159742j 0.00152654-6.21692e-05j 0.00225648+0.000530153j -0.000610894+0.000257197j -0.00548738-0.000869917j -8.06026e-05-0.00567826j 0.000301178-0.00394667j -0.00177131+0.00330921j -0.00779676+0.00169968j -0.00510609+0.000219428j -0.00369868-0.00255377j 0.00339325+0.00477874j 0.00274859+0.000443321j 0.00270684+0.00197991j -0.00234293-0.00983922j -0.00358226+0.00577846j -0.00476678+0.00265623j 0.00514485-0.0031506j 0.00759994-0.000481823j 0.00605008-0.00169981j 0.00584287+0.00853156j 0.00217508-0.00268639j 0.00149247+0.000978657j -0.000266274-0.000923769j -0.00405077+0.00223134j -0.00222283+0.00238261j 0.00246835+0.00131811j -0.00596803+0.000199727j -0.00455419+0.0023894j -0.00172954-0.000288569j 0.000374299-0.00300558j -0.000605745+0.00106419j -0.00375899-0.00188757j -0.0010187-0.000285201j -2.5093e-05-8.38097e-06j -0.000897745-0.00250386j -0.00261199-0.000188113j -0.00217753-0.00137961j -0.00114077-0.00338417j 0.00125716+1.48902e-05j -0.000283853-8.61059e-05j 0.00036322-0.00129897j 0.000525132+0.00075694j -0.000593742-0.00107049j 
0.000584429+0.000424892j 0.000162779-0.00124681j 0.00248378-0.00217335j -0.000611137-0.00282148j 0.00168481+0.00160074j -0.00151504+0.00224032j -0.00167404+0.0018403j 0.00155358+0.0014347j 0.00197135+0.0010237j 0.00031082-0.00299448j 0.00456244-0.00107612j -0.00173992-0.00412843j -0.00321842+0.000304081j 0.000317769+0.0051503j -0.00285367+0.00367637j 0.00184784+0.000807975j 0.00445438-0.00173142j -0.00522775-0.00240672j 0.000664633+0.00167302j -0.000982315-0.00532307j 0.00537673+0.00245756j -0.000885012-0.00162515j 0.000442214-0.000518578j 0.0026897-0.00679529j -0.00299048-0.00155685j -0.00192378+0.00443132j -0.00164137-0.00286343j -0.00216421-0.00305365j -0.00238888+0.00113727j -0.00207213+0.000177421j 0.0026512-0.0063255j 0.00036008+0.00117431j 0.00303081-0.00263995j 0.00369437-0.000782616j 0.000894021+0.00102066j 0.00213702-0.000135044j 0.00212339-0.00120784j 0.00150392+0.00120334j -0.00191761+0.000667283j -0.00207549-0.0011881j 0.000962622+0.000265688j -8.25401e-05-0.0017193j 0.000512367+0.00105374j 0.00247627+0.000490443j -0.000579953-0.000990998j 0.00223941+0.000919637j -0.000349981+0.000322574j -0.00239018+0.00240412j 0.000100599-0.00123355j -0.00054095-0.000900655j -0.000264056-0.000348916j -0.000437291+0.000130349j 
-0.00251049+0.000515873j 0.0043206-0.00152224j 5.79472e-05-0.00405149j 0.00140091+0.00213326j -0.00431783+0.00460225j -0.00702968-0.00514112j 0.000852391-0.00777739j -0.00762216+0.00302511j -0.00131037+0.00257286j 0.00472999-0.00217032j 0.00168604+0.00375785j -0.00165675-0.00209308j -0.00542193-0.00028613j -0.00422049+0.00179961j -0.0111667+0.0105168j 0.00294926+0.0140235j 0.0056415+0.00495322j -0.00367718+0.00216273j 0.00810104+0.000666955j 0.00636429-0.00171473j -0.00402634-0.00344873j -0.00918115+0.000879831j 0.00124333+0.00447505j 0.00690876-0.00370053j 0.00148683-0.00235983j 0.00376928+0.00419492j -0.00106618-0.00697966j -0.00628728+0.00374695j -0.00251507+0.003822j -0.000948999+0.00217995j 0.00280339-0.000710716j 0.0018594+0.00490998j -0.00126414+0.00249438j 0.00295027+0.00378364j 0.00127365+0.000990945j 0.00523873+0.00320205j -0.00297367-0.00251918j 0.00113108+0.000567216j -0.00135546+0.000163952j -0.000333248+0.00107633j -0.00379789+0.00288429j 0.00517826+0.00101283j 0.000253757-0.000368244j 0.000818448-0.0017679j -0.00280962-0.00117624j -0.000440735-1.36591e-05j 0.00165741-0.00112853j -0.000393679-0.00194624j 0.000603824-0.00201123j -4.01284e-05+0.000605055j 0.00133255+0.0010576j 0.00151047-0.0016557j 
-0.00199008-0.00022862j 0.00148678+0.000354417j -0.00183053+0.000512221j 0.000122737+0.00363522j -0.00223176+0.00220996j -0.00262819-0.00554542j 0.000473759-0.00582612j -0.00494709+0.000991449j 0.000323599+0.000499721j 0.00346497-0.00347197j 0.000765616+0.00037416j -0.00101311+0.000448712j -0.00311273+0.00132017j 0.00081152-0.00236736j 0.00400263+0.0042685j 3.00104e-05+0.00384192j 0.000574428-0.00106019j -0.00110502+0.00533791j -0.000343069-0.00314006j 0.00410803+0.000325065j -0.00503747-0.00480895j -0.00343542+0.00632271j -0.00266781+0.00334067j 0.00635785+0.00872129j -0.000154911-0.000936361j 0.000667632+0.00169747j 0.00050303-0.00354407j -0.00461583+0.0035251j 0.00235848-0.00146005j 0.00115226+5.53193e-05j -0.0024112+0.00148694j 0.00406984-0.00216521j -0.00263856+0.000387674j 0.00218212+0.00245328j 0.00303827-0.0034462j 0.0036326-0.00395292j 0.00361517+0.00287961j -0.000203366+0.00139228j 0.00237391+1.19045e-06j 0.000996616+0.000513425j -0.0014983+0.00196506j 0.000377198+0.00411057j -0.00214329-0.00305858j -0.00166039+0.00107934j -0.00127385+0.00200338j -0.00197461+0.00055565j -0.000867631-0.000118019j 0.000665122-0.00220101j 0.000704383-0.000122367j -3.37933e-05+0.0007452j 0.000555419+0.000746659j 0.000147928-0.000599913j 
-0.00110857+0.000287788j 0.00252765-0.00196846j 0.00132906-0.00419296j -2.94265e-05+0.00479414j -0.00345074+0.00408498j -0.00487276-0.00728095j 0.00267759-0.00762965j -0.00606422+0.00290635j 0.00250691-0.000740838j 0.00807255-0.0079872j 0.0100375+0.00437205j -0.00479177-0.00233046j -0.00787711+0.00172284j 0.000454394-0.00637558j 0.00244851+0.00411626j 0.00552525+0.00650464j 0.000660493+0.00528578j -0.00505822+0.00457972j -0.00198964-0.00237791j 0.00443325-0.000645584j 0.00661645+0.0030123j -0.00859407+0.00477167j -0.000263477-0.00548979j 0.00245683+0.00367579j -0.00477918+0.00178218j 0.00225966+0.00847095j 0.00184833-0.00379116j -0.00247857-0.001737j -0.000261997+0.00708986j -0.000684469+0.00401157j -0.00064906-0.000562943j 0.0053809+0.00144348j -0.0018478-0.00104157j 0.00190293+0.00260444j 0.00148677-0.00794606j -0.000880769-0.000222953j -0.00259108-0.00213053j -0.000870733-0.00209806j -0.000596514-0.000577283j -0.00443326-0.000534746j 0.00157496+0.000802106j 0.00156568+0.00290231j -0.000898303-0.00163516j 0.00100461+0.00324705j -0.00101245+0.0018744j 0.00336697+0.0019962j 0.000970778+0.00228999j -0.000471647-0.00147214j -0.000554506-0.00194402j 0.000532586-0.0004888j 0.00218832-0.000193212j 0.00175232-0.000575351j 
-0.000694943-0.0002273j 0.00256822-0.00158088j -0.000194778-0.00309867j -0.000647176+0.00232781j -0.000683118+0.00461843j -0.00510779-0.00232464j -0.000220812-0.00605576j -0.00533456+0.00487466j -0.00435185-0.00280341j 0.00204258+0.00259939j -0.000385797+0.00451043j -0.0010502+0.00377852j -0.00169323+0.00299005j -0.000243941-0.00653239j -0.00286056+0.00081133j 0.00750341+0.0070419j -0.00380815+0.00809803j 0.00338517+0.00264992j 0.00206983-0.00274018j 0.000654775+0.0028881j 0.000914576+0.00465947j -0.00640758-0.00203524j 0.00434111-0.00194822j -0.00385595+0.00405687j 0.000565915+0.00202688j 0.00306921+0.00163722j -0.00109206+0.00226266j 0.00167144-0.000478198j 0.000213831+0.0018256j -0.00017322+0.00472466j -0.00158798+0.00376086j 0.00377914+0.000967854j -0.00109274+0.000117768j -0.0025349+0.000588181j -0.000977993-0.00460582j -0.00283507+0.00276872j -0.00318631-0.00180824j 0.00105497+8.68844e-05j -0.00108607+0.00102245j -0.00251864-0.0011652j 0.000720508-0.000828714j 0.00281291+0.00115249j 0.000656731+0.00310069j 0.000846684+0.00198094j 0.000246644+0.000947189j 0.00240041+0.00139215j 0.00322756+0.00457296j -0.000558797-0.000501463j -2.49254e-05-0.00294977j 0.00054658+0.000276231j 0.0012362+0.000136513j 0.00180145-0.000363169j 
0.000194607-2.29829e-05j 0.000234106-0.00026978j -0.000743047+0.000358777j -0.000893543+0.000855025j -0.00222223-0.00275644j -0.00265191-0.000712869j 0.000839396+0.00232703j -0.00140705-0.000964742j -0.00143963+0.00613616j 0.00700126+0.00145098j 0.00364501+0.00427254j 0.00400801-0.00359815j 0.00248293-0.00178268j -0.00223086+0.00055529j -0.00080641+0.00325807j -0.00499454-0.00314919j 0.00687948+0.00102261j -0.00454372+0.00143803j 0.000802419+0.00347599j -0.00175049+0.00124046j 0.00430408-0.00594556j -0.00470188-0.000202109j -0.00401737+0.00224931j -0.00115538-0.0100209j -0.0023861-0.000248619j 0.00224209-0.000817884j 0.000942121-0.000902394j -0.00223039-0.00221271j 0.00576696+0.00140947j 5.93267e-05+0.00199019j 0.00324539+0.000100605j -0.00101559+0.000309553j -0.00531463-0.0021535j -0.000501111-6.1089e-05j 0.00217187+0.00403065j 0.00403097+0.000970238j 0.000177702-0.0024357j -0.00228623-0.00121929j 0.00103717+0.00538599j -0.000572538+0.000628254j -0.00364278+0.000324874j 0.000793071-0.0020087j 0.00514542-0.00136521j -0.000246127-0.00506223j 0.00117106+0.00162072j -0.00165024-0.00123207j -0.00104061-0.00150835j 0.00155522-0.000366236j -0.000323784+0.00156616j -0.00141978-0.00090288j -0.000436643+0.000124279j -0.00114647-0.000922375j 
0.000604661+0.00157731j -0.00173164+0.0020392j -0.00133783+0.00216149j 0.00227074-0.0020075j 0.0012283-0.00311258j 0.00850342+0.00240982j 0.000483259+0.00564181j 0.00417127-0.00794982j 0.00299125-3.40966e-05j -0.00718343+0.000481472j -0.00339451-0.00695832j 0.000150604-0.00332441j -0.000476776-0.0004746j 0.00155589+0.00716948j 4.58758e-05+0.000988553j 0.00592723-0.00447775j 0.00361038-0.00561604j -0.00144056+0.000695191j -0.00118098+0.00443426j -0.000150891-0.00776787j 0.000525333-0.000538222j 0.00785923+0.00529086j -0.00366237-0.00096303j 0.00463871-0.00455896j 0.00337974+0.000423379j -0.00120316+0.00191721j 0.000470362-0.000247175j 0.00382703+0.00222143j -0.00679908-0.00191713j 0.0014808-0.00168535j 0.00128908-0.00613483j -0.00292347-0.000404604j 0.00271801-0.00260861j 0.000496435-0.000807279j -0.00274135+0.00131679j 0.00160675-0.00324589j 0.00256476+0.00310397j -0.00170773+0.00193073j -0.00133767-0.00299694j 0.00354431-0.00385676j -0.000272851-0.00012176j -0.00032284+0.000388091j -0.00318886-0.00333369j 0.0011673-0.00295641j -0.0020922-0.00297997j -0.000458494+0.000345644j 0.000197609-0.00470538j -0.00202966+0.00205152j 0.00158801+0.00103511j -0.000893669+0.000388606j 9.67749e-05-0.000607094j -0.00128178+0.000250991j 
-6.18899e-05-0.000687981j -0.000669383-0.000608297j -0.000705426+0.00324433j -0.000331008+0.00320829j -0.000181722-0.00206864j 6.71668e-05-0.00118377j 0.00103405+0.000381137j -0.00078418-0.00130836j -0.00392333+0.00359991j 0.00493989+0.00322762j -0.00263965+0.00468324j 0.0080934+0.00269732j 0.00507286-0.00218094j -0.00143437-0.00105982j 0.00491672-0.00234015j -0.00522017-0.0001666j -0.000538748-0.00235685j 0.00292684+0.00331596j -0.000586248-0.000927966j -0.00268845+0.00192789j -0.00396597+0.0001457j 0.00144434+0.00310068j 0.00115463+0.00788121j 0.00208002+0.00152614j 0.0017993+0.00295833j -0.00412579-0.00192511j -0.00682271-0.00031756j 0.000449917+0.000347801j 0.0017872-0.00336115j -0.00532374+0.0010282j -0.000148987+0.0042027j -0.00104755-0.00343155j -0.000675218+0.00296166j -0.00126538+0.00203945j 0.0036619+0.00147868j -0.00109812+0.000290108j -0.00108776-0.00247323j -0.00179884-0.00333206j 0.00140143+3.92634e-05j 0.00198842+0.00249797j 0.00134628+0.00182241j -0.000591382+0.00117624j 0.00019579-0.00186423j -0.00136169-0.000900704j 0.00182541+0.00110913j -0.00200428-0.000542032j -0.00087391-0.00244531j 0.0017564-0.00197681j 0.00075537+0.00302076j -0.000853418-0.000423382j 0.000190531+0.000507901j -0.0021637-0.000141036j 
0.000553613+0.000311225j -0.000747745-0.000442516j 0.00155687+0.000160817j 5.43133e-05-0.00131398j 0.00157279-0.00165838j 0.00221848+0.00212738j -0.000309679+0.00228415j 0.00314051-0.000780475j 0.00281845+0.00181068j -0.000252903-0.00254646j 0.00184903-0.000410829j -5.61503e-05-0.00279618j 0.000260644-0.00117698j -0.0014742+0.002325j -0.00236114-0.00164113j -0.00196982-0.00188267j 0.000217264-0.00176845j 0.00024066-0.00194352j 0.000453055+0.00124552j -0.00020015-0.000486556j 0.00155283+0.00152647j 0.00208231-0.00234784j 0.00107052-0.00193946j 1.42818e-05-0.00385692j -0.00114029-0.00218511j -0.000350302+0.000677933j 0.000139567-0.000214782j -0.000164621-0.000580589j -0.00255726+0.00159148j 0.000687149-0.00156537j 0.000884565-0.00111828j -0.00209716+0.000634628j 0.00161365+0.000297572j -0.00111718-0.00110211j -0.000822613+0.000871285j -0.00145879+0.000973374j -0.000651869-0.000163028j -0.00111898-0.000615897j -0.000803499-0.00134292j -0.00146126+0.000434097j 0.000388407+0.000686615j -0.00109663-0.00117653j -0.000515093-0.00108787j -0.000268981-0.000607288j -0.000501535-0.000864703j 0.000754379-0.000359565j -0.000612358-0.000155675j -0.000428043+0.000705635j -0.000773334-2.54852e-05j 0.000482859+4.73087e-05j -3.06277e-05-0.000578798j 0.000206836+0.000726331j 
1.89197e-05-0.000891233j 0.000293095+0.000492359j -0.00161419+0.00195666j -0.000736975-0.00169749j 3.94861e-05+0.00141573j -0.000531241+0.000319871j -0.00120239-0.000259266j -0.00117266-0.000955437j -0.00610924-0.00168529j -0.00373984+0.00886291j -0.0102444+0.00105747j 0.00322144+0.00585568j 0.00175371+0.00236003j 0.00219606-0.00157464j -0.000766107-0.00201527j 0.00632042+0.00316922j -0.00196215+0.000896616j 0.00177272+0.00265674j 0.00134362-0.000510655j -0.0019503-0.0012561j -0.00353194-0.000972939j 0.00275083+0.000500081j -0.00168192+0.00222313j -0.00197805+0.00495357j 0.00560363+0.0050731j 0.00112965-0.00281955j -0.000315681+0.000232671j 0.00658278-0.00200419j -0.001761-0.00731942j 0.000325069-0.0002397j 0.00180517+0.000406511j 0.0010856-0.00161256j -0.00274375-0.000352384j -0.00179092-0.00124122j -0.00125297+0.00176775j 0.00164638-0.00213447j -0.000599288+0.00151139j 0.00273389+0.00267592j 0.00074033+0.000537001j 0.00349807-0.00283689j -0.00166444-0.000963712j -0.000773639-9.53621e-05j 0.00029419+0.00179967j 0.000850509-0.00215026j -0.000505534+0.000432013j -0.00183543+0.000291538j 0.000764486-0.00136848j 0.000309846-0.000585379j 0.000734195+0.00145407j -0.000942366-0.000332497j -0.00110624+0.000293767j -0.00113452-0.000514662j 
0.000183587-0.00155271j 0.0014808-1.27395e-05j 0.001837-2.38517e-05j -0.00144869+0.000155726j -0.00139549+0.00180282j -0.00186363-0.000775037j 0.000747851-0.00168446j -0.000258859+0.00300391j 0.00335103-0.00366678j -0.00361893-0.00363514j 0.000981366-0.00380382j -0.00390057+0.00236732j -0.00294081-0.000161736j 0.00227965+0.000759054j 0.00377665-0.00141854j -0.0069019+0.00150254j -0.000144091-0.00529811j -0.00486619-0.00306683j -0.00197635-0.00429132j 0.00287867+0.000390004j -0.00253017-0.0013023j 0.00035371+0.00223356j -0.00204885-0.00232988j 0.0029285+0.00985971j -0.00272316-6.06886e-05j -0.00277424-0.00039637j 0.00254056-0.00281093j -0.00322753-0.0013175j 0.00274745-0.000218962j 0.00112161-0.00250687j -7.20448e-06-0.00115909j 0.000898314+0.0017287j 0.00196523+0.000637791j 0.00530724-0.000223417j 0.00151391-2.75902e-05j 0.00318871-0.0027553j 0.00112166+0.00278473j 0.0041167+0.00232131j 0.00104586-0.000836214j 0.0019457+0.003724j 0.0012973+0.000592098j -0.000640188+0.00127719j -0.000632922+0.00227937j -0.000230384+0.00482591j 0.00117913+0.00100671j -0.00183191-2.9976e-05j -0.00191293-0.00079837j 0.000864273-0.000592866j -0.000104717+0.000346636j -3.94467e-05-0.00148863j -0.00042382+0.00124841j -0.00023633-0.000968638j 
-0.00131732+0.00167854j -0.000886623-0.00127315j 0.000831881-0.00226337j 0.00296164+0.00103034j 0.00041909-0.00205406j 0.00136286+0.000620086j 0.00198743-0.000830292j 0.000873091-9.15062e-05j 0.00375809-0.000515499j 0.00167521-0.00346409j 0.00656311-0.000513505j -0.00222563-0.000986627j -0.00161626-0.000160829j -0.000371591-0.0023653j 0.00216155-0.00251148j -0.000675182-0.00114985j -0.000516839+0.0030303j -0.00267425-0.00202467j -0.00342609+0.000501657j 0.00146662+1.41103e-05j 0.0036385+0.00486547j -0.000669968+0.000597839j 0.000383025-0.00551553j -0.000497498+0.000291849j -0.0033477+0.00181598j 0.000254572+0.00096368j 0.00141399-0.00130765j 0.00134073-0.00242011j 0.000561195+0.0045151j -0.00107419-0.000285307j -0.000126969+0.000195574j -1.4034e-05+0.00035328j 0.000374288+0.000968888j -0.000273898+0.00137331j 8.58492e-05-0.000766721j -0.00367632+0.00205595j -0.00384256-0.000427309j -0.00153436-0.00216295j -0.00095125-0.00172326j -0.0022652+0.00234896j 0.000832258+6.3843e-05j 0.000122385+0.000858519j -0.00018319-0.000654534j -0.000621701+0.00202805j -0.00043344-0.000606039j 0.00198914+0.000405803j 0.000186315+3.57683e-05j 4.55378e-05-0.00035397j -0.000380295-0.00176849j 0.000504685+0.000370243j 0.00125293-0.000135371j 0.000778069+0.000362783j 
9.14871e-06+0.00252117j -0.00509555+0.0049531j -0.00548962-0.00153081j 0.00203453-0.00439986j -0.00544161-0.000445914j -0.0016393-0.00499041j -0.0015241-0.00198222j -0.00402257+0.00240398j -0.00109955-0.000598522j 0.00130705-0.00302332j 0.00186223+0.000370654j -0.00341429-0.00359219j -0.00294469-0.00250457j -0.00175359+0.000579451j 0.00114246+0.00642889j 0.00381254+0.00286984j -0.00462485+0.00281601j -3.4297e-05-0.00299j -0.00270732+0.000754334j 0.00622085-0.00066064j 0.000661844-0.00112041j -0.00206961+0.00347662j 0.003227-0.00224915j 0.00426404+0.000184719j 0.00201185-0.000177082j 0.00125409+0.00266898j 0.00248693-0.00222089j 0.000332368+0.00206541j -0.00294376+0.00206308j -0.00172896+0.00185455j 0.000210067+0.000795703j 0.0020035+0.000632235j -0.000771773+0.00134784j 0.00048545+0.000849235j -0.00343141+0.00102879j -0.00143909+0.00101739j -0.00233524-0.000803577j -0.000572238-0.00160477j 0.00178058-0.00306749j 0.00248823+0.000246096j -0.000605224+0.000813062j 0.000612172+0.00120021j -0.00158553-0.000778787j -0.00129779+0.0013727j 0.00058729+0.00028811j -0.00179089-0.00187969j -0.000647559-0.00075146j 0.000772017-0.00143184j -0.00145182+0.0013872j 0.000580877+0.00225913j 0.00021781+5.0423e-06j 0.00209728+0.000907884j 
-0.0026394+0.00243087j -0.0011802-0.000305375j -0.00130983-0.00314465j 0.00260261+5.24478e-05j 0.00067297-0.000404095j -0.00302446+0.000576661j -0.00162505-0.00145204j -0.00183192+0.00277213j 0.000322266+0.000507151j 0.00101742+0.000576007j 0.00276458+0.000423441j 0.000290404-0.00010709j 0.000229289+0.00340357j 0.00369968-0.00264428j 0.0042882+0.00206953j 0.00318038-0.00507283j -0.00122961+0.004616j 0.00235871-0.000502611j -0.000773782+0.00130546j -0.00223475+0.00174544j 0.00086626+0.000977002j -0.00207298-0.000469535j 0.00284872+0.000201363j -0.00382729-0.00207086j -0.00236589-0.000135608j 0.000959285-0.00109219j -0.000729656+0.00294148j -0.00029531+5.04338e-05j 0.0054409+0.0017209j -0.00101421+0.00222156j -0.00296825+0.000787857j 0.00258275-0.00155546j -0.00178931-0.00182105j 0.000715743+0.00128771j 0.00186473-0.00220721j -0.0024103+0.000469259j 0.00230235-0.000274034j -0.00170679+0.00052572j 9.16429e-05+0.00209144j -0.00186746-0.00181101j -0.00128159-0.00228658j 0.00156016-0.000168742j 0.00184811+0.00109526j -0.000102634-0.000423682j 5.85661e-05-0.00082443j 0.00197454-0.000343274j 0.00195411+0.00366907j -0.00126937+0.00124518j 0.000970494-0.0025488j -6.18443e-05+0.000249365j -0.000269685+0.000465305j 0.000434355-0.00029998j 
