-0.104288+0.00623211j -0.0389553-0.110117j -0.102406+0.0230596j 0.0971851+0.121859j 0.0495795-0.130967j 0.121271-0.036691j -0.145758-0.130798j -0.0720099+0.194504j -0.0473549+0.107467j 0.00551985+0.0262366j -0.0653798-0.0520191j 0.0835379-0.256688j -0.182357+0.0591488j 0.154718-0.0717602j -0.00226284+0.0806619j -0.0528348-0.1092j -0.0412817+0.00727567j 0.0693763+0.000740591j -0.0448159+0.0674048j -0.027001-0.112064j -0.0018479-0.0295343j 0.00589555+0.0268232j 0.0286313-0.041911j 0.202106+0.122909j 0.0218019-0.0610848j -0.108265-0.104158j -0.0332074+0.0137317j -0.0487998-0.0600436j 0.0161146+0.034376j -0.0728575-0.0465843j -0.115321+0.00367879j -0.125987-0.0174242j -0.0778042+0.0403483j -0.0791356+0.073135j -0.0383363+0.0564222j 0.00882145-0.115074j -0.00239528-0.00993219j -0.0930199+0.0524113j 0.105054+0.12826j 0.100266-0.0146464j 0.0137018-0.0284943j 0.00931523+0.0834817j 0.0108189+0.0961296j -0.0230254+0.0807821j -0.0543513-0.0209597j 0.0666112-0.179489j -0.0217582-0.0179831j 0.0929309+0.0108615j -0.0433569-0.0300138j 0.0532493+0.0680378j 0.084006+0.00760365j 0.0963903+0.0131433j -0.0176994+0.0427511j 0.039108+0.0564621j -0.0283928-0.013195j -0.00435565-0.00600593j -0.0161695+0.0321291j 0.0386596+0.0213495j -0.0730299+0.0288201j 0.102012+0.0214351j -0.0765575+0.047596j -0.20566+0.0326993j 0.093997-0.133929j -0.126748-0.0031914j 0.00219749-0.103198j -0.180509+0.00817208j -0.039565-0.126832j 0.0737659+0.0436179j -0.0576524+0.153416j 0.130173+0.106492j 
-0.000313054+0.00279806j -0.00276579-0.00468106j 0.00520782+0.00308416j 0.000781843+0.0127705j 0.00831555+0.0198565j 0.0170528-0.00109729j -0.0206171-0.00824719j 0.0240672-0.0083492j -0.000306775+0.00553873j 0.00952294-0.0229793j 0.000797579+0.00452071j 0.0107351+0.0119103j -0.0103517+0.00573513j 0.0139861+0.00808988j 0.00936584+0.0109939j -0.0148305-0.00450802j -0.00314301+0.00360983j 0.00693664-0.00602035j 0.0124637-0.00686521j -0.01434+0.0050327j -0.00970802-0.0106j 0.00811999+0.00987764j 0.024704-0.00332134j -0.0109406+0.0103595j 0.00291564-0.00171725j -0.00202232+0.0227336j 0.00353607+0.00683294j -0.0170034-0.0197768j 0.00954391+0.00760154j 0.00463297+0.00393279j 0.00919874-0.00753279j -0.00308121-0.00446321j -0.000259475+0.00128308j 0.00616523-0.011517j -0.00383691-0.00134099j 0.00768103+0.00993225j 0.0102594-0.000636659j 0.00291636-0.00714084j -0.0032507-0.0065833j 0.009312-0.00987663j 0.00261224+0.00256869j 0.00169214-0.00160946j -0.00833495+0.000693656j -0.00337481+0.00407163j 0.00341072-0.00127102j -0.00419633-0.00612714j -0.000735074-0.000534369j 0.0023509+0.00205567j 0.00153156+0.00108888j 0.00642675+0.00446849j -0.00207139+0.000396259j 0.0019271-0.0112537j -0.00170741+0.00825731j -0.000534837+0.00502569j 0.0041685-0.00365485j 0.00340394-0.00306339j 0.00103496-0.0039322j -0.000316513-0.000845597j 0.00832624+0.00381718j -0.00149977-0.00177044j 0.00164358-0.00260508j 0.000564545-0.0027892j 0.000194334-0.00201158j -0.00264878-0.00714973j 0.000818496+0.00333424j 0.00028173-0.00356213j -0.00204488-0.000694728j 0.00188734-0.00467514j -0.0025623+0.00315908j 0.000424313+0.00351784j 
0.00348344+0.00507022j -0.00255338+0.00428047j 0.00054658+0.00883576j -0.00708477+0.00205259j -0.0203788+0.0131617j 0.000265467+0.00558947j 0.00198227-0.0188935j 0.00774496+0.0178759j 0.00103437+0.00311666j 0.00718031+0.00505047j -0.00308773+0.00655357j -0.0116422+0.0125701j -0.00769461-0.00573669j -0.0115046+0.00412601j 0.00418422+0.00741477j -0.00093985-0.0044766j 0.00504183+0.00670943j -0.00402463-0.00134065j 0.00235853+0.0124764j -0.00838242+0.00962067j -7.58919e-05+0.00525842j 0.00334429-0.0128867j 7.88965e-05-0.0135532j -0.000913345+0.0175959j 0.00962556-0.00127518j 0.0296448+0.00152751j 0.00425613-0.000157213j -0.00734016+0.00157899j -0.00343042-0.00212941j -0.00175235+0.00283822j -0.00884075-0.00922932j -0.000976437+0.0116102j 0.000693006-0.0115294j -0.00152104+0.0035691j -0.000623049+0.00324674j -0.00272479+0.00091662j 0.0077144-0.00404533j -0.00426915-0.00638169j -0.000585016+0.00356058j -0.00509-0.00220677j -0.00133353-0.00191937j -0.00724905+5.84365e-05j -0.000372955+0.00478471j 0.00590732+3.32523e-05j 0.00174329-0.00610016j 0.00544849+0.00598841j 0.00876582-0.00171148j 0.00278057-0.00509655j 2.88777e-05+0.00755938j -0.00504352+0.000616304j -0.000943825-0.00319506j 0.00576406+0.00671662j -0.00257393+0.00286333j -0.00316384-0.00356352j 0.0075859+0.00460477j 0.00262754-0.000784336j 0.00684868-0.000701734j 0.00183738-0.000463361j 0.00419786+0.00137949j -0.00277314-0.0020988j 0.00452187+0.0041819j 0.000246058+0.00344187j -0.000686729-0.000796252j 0.00359052-0.00107443j 0.00199717+0.000264954j 0.00108715-0.00412664j 0.0018611+0.00281001j -0.000104948+0.00157588j 0.00249192+0.00313054j 0.001793-0.0034433j 
0.000821886+0.00353135j -0.00502913-0.000104732j 0.0017372-0.00130968j 0.0028625+0.00139564j 0.00796633+0.00141659j 0.000353187-0.00257853j -0.00517903-0.000341088j 0.00127673-0.00379306j -0.00358539-0.00028445j -0.000617052-0.00681053j 0.0027785+0.00113187j 0.00392757+0.000528725j -0.00199739+0.0003206j 0.00250778-0.00326684j -0.00037026+0.00452927j -0.00254123+0.00194078j -0.000501662+0.000468836j 0.00466002-0.000859637j 0.00104147-0.00189314j -0.00544434+0.00297452j -0.00260461+0.000277131j 0.00302847+0.00294073j 0.00711801-0.00477247j -0.00451782-6.20357e-05j 0.00274495-0.0026289j 0.00294737+0.00795864j 0.00169367+0.000727644j -0.0066732-0.0084781j 0.00388928-0.00140364j 0.00131444-0.000192109j 0.00351587-0.00266031j 0.00114608-0.000506137j 0.00177978-0.00257453j 0.000683737-0.00186929j 0.00266475+0.000109499j 0.00183776-0.00101361j 0.00249151-0.000418637j 0.00125885-0.00177794j -0.00523643-0.00093845j 0.00111869-0.00515432j 0.000423256+0.00118734j -0.000759058-0.000406387j -0.00303536+0.000286993j -0.00060907+0.00387156j -0.00101882-0.00223009j -0.000905076+0.000965408j -0.00210377-0.000663548j 0.00316199-0.000352709j 0.000527652+0.000692433j 0.000246782+0.000196176j -8.44685e-06-0.000530142j 8.31013e-06-0.00185784j -0.00128828+0.00226007j 0.00148649+0.000140924j 0.00117141-0.00231122j 0.00131745-0.000651137j 0.00196337+0.00109354j 0.000348586+0.00195689j 0.00363691-0.00352084j -0.00314902+0.00120029j 0.00206138-6.99259e-05j 0.000518163-0.000991106j 0.00107537-0.00107351j -0.00250235-0.00116872j 0.00350688-0.000315156j 0.000140701-0.00203312j 9.10738e-06+0.00052732j -0.000569699-0.000617417j 0.00164037+0.00187765j 0.0011471-0.000307672j 
0.00376066-0.000261626j 0.000326728+0.00423814j -0.000180526+0.00148992j -0.00124738+0.00412852j -0.00292945+0.00546064j 0.000558454-0.00151362j -0.00171474-0.00412829j 0.00171807-0.000657668j 0.00422071-0.00115227j 0.00136967-0.00210777j -0.00024198+0.00276694j -0.000728895+0.00319158j -0.00226654-0.000406122j 0.00116721+0.00118454j 0.00261785+0.000241184j -0.00157626+0.00209288j 0.00193062-0.000915314j 0.000769178-0.00120846j -0.000538528-0.00102361j 0.00212029+0.00235511j -0.00150055+0.000611827j 0.00258164-0.0037968j -0.00431982-0.00438494j 0.00142627+0.00232735j 0.0018163-0.00125318j 0.00622947-0.00140975j -0.000984822-0.00160417j -0.00489781+0.00532799j -0.00286503-0.00323215j -0.00165439-0.00025733j -0.00216091-0.00356141j -0.000241859+0.0020242j -0.00257597-0.000710475j -0.0016755+0.00116485j -0.000349287-0.00263592j -0.00237924-0.00272088j -0.000660143-0.0019707j 0.000384926+4.03727e-05j 0.000866412+0.00304932j -0.00266024-0.00198572j 0.000501282-0.000332351j -0.00100251-0.00064235j 4.6565e-05-0.000134201j 0.00383128+7.17424e-06j -0.000735386-0.00205168j 0.00207863+0.00253991j 0.00329626-0.0041096j 0.000161029-0.0028879j 0.000271535+0.00249979j -0.00276059+0.000689458j -0.000756106-0.000106038j 0.00207547+0.00301867j -0.000213585+0.000251207j -0.0013407-0.0017336j 0.00018062+0.00100898j 3.88702e-05+0.00082427j 0.00033988-0.00142737j -0.00103502-0.00142431j 0.00145626+0.000517389j -0.000702785+7.90996e-05j 0.00197467+0.000312277j 0.00098643+0.00254159j -3.34479e-05+0.00272779j 0.00227383-0.000568596j -0.00034716-0.000532774j -0.000479191+0.00102916j 0.00230092-0.00067232j 0.000881808+0.00160607j 0.00164264-0.000830879j -0.00105423-0.00130581j 
0.000616567+0.00189655j -0.00224952+0.000718744j -0.000395806+0.00179354j 0.00332679+0.000732342j 0.000954982+0.000267927j -0.00181928-0.00131146j -0.00253442+1.20164e-05j -0.000563123+0.00205288j -0.000617388+0.00084256j -0.00208308+0.00071747j 0.0022396+0.000844002j 0.000821644+0.000527032j -0.000412035+0.00108165j -0.00104556-0.00047106j -0.0012615+0.000392697j 0.000466729+0.00013644j 0.000201167+0.00116904j 0.000521561+0.000401828j -0.000718999+0.00188872j -0.00117504+0.000525499j -0.0018772-0.000272701j -0.000664675+0.00288903j -0.000109153-0.00158901j -0.000907532+0.00242427j 0.000973918-0.00188363j 0.00115936+0.000494349j 0.00177722+0.000224831j 7.29496e-05-7.78519e-06j -0.001339+0.000283965j 0.000214475-0.000518526j -0.000939832+0.000762272j 0.000322903+0.0013226j 0.00120735+0.000765199j -0.00104678+0.000702801j -0.00145426+0.00155218j 0.000970053-0.00091419j -0.00151334-0.000560493j -0.000271518+0.000660508j 0.000630766+0.00117735j 0.000837445+0.00233325j -0.000228013+0.000235968j -0.000831333+0.00196923j 0.00282082+0.00115149j -4.71464e-05+0.000629585j -0.0029429+0.00293528j 0.00135866+0.000659659j -0.00190023-0.000442991j 0.0010482-0.00236799j -0.0009148+0.000429451j -0.00167955-0.000505637j -0.000502518-0.000503473j 0.0016709+0.00026351j -0.00131372-1.05943e-05j 0.00125193+0.000684394j 0.000893724-0.00179813j 0.000973885-0.000453397j -0.000561407-0.00115115j -0.00100666-0.000144307j 2.6551e-05-0.000559416j -0.00270832+0.00148137j 0.00132047+0.00021031j -0.00068128-0.00155637j 0.00152113-0.000205884j 0.00242399-0.000847472j 0.00299329-0.00241107j 0.00155692-0.00168683j 0.00235138-0.00166813j 0.000971046+0.00112265j 0.00206811+0.00294981j 0.00269805-0.00158434j 
0.00153505-0.000533778j 0.000479085+0.00207579j 0.00133739-0.000450517j -0.000931373-0.000723844j -0.000624686+0.00314129j -0.0015014+0.000225112j 0.00242215-0.000445929j 0.000452365-0.00302916j 0.000141938-0.00275484j -0.000807674-0.00118852j 0.000826988+0.000578624j 0.00252776+0.0028645j 0.00198125-0.00168966j -0.00260118+0.000494362j -0.00191557-0.000766449j 0.00127903+0.00118102j 0.000352769-0.000707128j 0.000494452+0.00259326j -5.29465e-05-0.000872069j 0.000981951+0.000311619j 0.000239064+0.001258j 0.00134394-5.95033e-05j -0.00122765-0.000415109j -0.00123727-0.000215958j -0.000362718+0.000440973j 0.00191788-0.000897336j 0.000545506-0.00040789j 0.00122284+0.000848513j -0.000871816+0.000261425j -0.000419664+7.26689e-05j -0.00024758-0.000195795j 0.00197616+0.000493358j 0.000855365+0.000747003j 0.000597379+2.18403e-05j 0.00137348+0.00117158j 0.000245891+7.0705e-05j -0.000100391+0.000270363j 0.00121038+0.00193298j -0.000318477-0.000983053j 0.00204595-0.00159944j 0.00047965-4.04794e-05j 0.00109576-0.000200904j 0.000670151-0.00416998j 0.000735732+6.52414e-05j 0.00150264+0.00253866j 0.000969534+0.00137569j -0.00209937+0.00104892j -0.00205384-0.000677082j 0.00121016+0.0021233j -3.01305e-05+0.000596291j -0.0025847+5.95632e-05j 0.000309791+0.00131376j -0.00154003-0.00084831j -0.000128165-0.00137217j -0.000271576-0.000106343j 0.000455743+0.00180723j 0.000607151-0.00140302j -0.00142927-1.61615e-05j -0.000687987+0.00114861j -0.000749576-0.000214662j 0.000980849+0.000191083j 0.00280608+0.00262651j 0.00100615+0.00157969j 0.00141413+0.000556536j 0.000480943+0.00050215j 0.00176116+0.00369171j 6.45402e-05+0.000773662j 0.000485963-0.000381366j 0.00287001-0.0018371j -0.00153565-0.00231253j 
-0.00204678+0.00461612j -0.00503829-0.00304115j -0.0013054+0.00394211j 0.00456597+0.00460686j 0.00298153-0.000101495j 0.00117531-0.0053089j -0.00873883+0.000244281j -0.00162049+0.00599269j -0.000950869+0.00434214j -0.00480295+0.00285541j 0.00128455+0.00256059j -0.00206481-0.00109115j -0.00354649+0.00356017j -0.000377176-0.000685535j 0.00143147+0.000981879j -0.00122036-0.00235401j 6.81468e-05+0.00362204j 0.000208426-0.00264615j -0.00301625+0.00556556j -0.00242275+0.000723636j -0.00391251-0.00347864j -0.00254443+0.00434191j 0.00103995-0.00232901j -0.00215583+0.00358922j 0.0028768-0.003792j -0.000679833+0.00226918j 0.00180475+0.00167787j -0.00350112-0.00120874j -0.00236338-0.000113652j -0.000333635+0.000586591j -0.00230964-0.000297392j -0.00200778+0.00188652j -0.000952206+0.00177725j -0.00240264-0.000166344j -0.003359-0.00222829j 0.00262647-0.0005908j -0.00211946-0.00459885j 0.00115522+0.00302253j 0.000394663+0.00457126j -0.00158355+0.00481161j -0.000238062-0.000549089j -0.0038928+0.00277921j 0.00170965+0.00681067j 0.00173144+0.00064226j -0.0117721+0.00117877j -0.000250972-0.0016782j -0.00128817-0.00343491j 0.00386571-0.00368597j -0.00441376-0.00212869j 0.00207494-0.00634208j 0.000258276-0.0024696j 0.00220709+0.000233032j 0.00122741+0.0021462j 0.000374578+0.00229897j 0.00529829+0.000840364j 0.00494944+0.000585644j 0.00443653-0.00117395j 0.000864462+0.00298843j -0.000506732-0.00454391j 0.000128239-0.000383762j -0.00255111+0.00178738j -0.00302642-0.00294015j -0.000757288-1.91723e-05j -0.00290957-0.00519515j 0.00250917+7.23715e-05j -0.0066263-0.00759248j 0.000310389-0.00565271j -0.00439659+0.00149932j -0.000966403+0.0084952j 0.00677708-0.000716475j 
-0.00424884-0.00389284j 0.00409508-0.00652866j 0.000457802-0.00478955j -0.00288856+0.000838917j 0.00462139-0.00770049j 0.00541633-5.29275e-05j 0.000871436+0.00270458j -0.00187026+0.00115196j -0.00370266+0.00232935j 0.003867+0.00203056j -0.00441441-0.0013406j -0.00481818-0.00677997j -0.00327453-0.000520239j 0.00799208+0.00232645j 0.00436354+0.00295243j -0.00534438-0.000973663j -0.000951646-0.0019054j 0.000923281-0.00610219j 0.00254945-0.00176861j -0.000236863-0.00327864j 0.0020096-0.00204742j -0.00113397-0.00655545j 0.00229142+0.0036477j 0.0011152-0.00128412j -0.000190095+0.00131216j -0.00408933+8.89276e-05j -0.00469505-1.35379e-05j -0.0032967-0.0031461j 0.00486975-0.00067042j -0.00144439+0.000270648j 0.000774755-0.00205397j -0.00140038-0.00329823j -0.00142039-0.0028748j -0.0040759-0.00237372j 0.0031868-0.00562285j -0.00066908-0.00322636j 0.00067777-0.000710543j -0.000683157-0.00276617j -0.00427122-0.00137939j -0.00388857-0.0020087j 0.000928998+0.00160679j -0.00099286-0.00034813j -0.00743416+0.00935532j -0.00153779+0.000607835j 0.00153755-0.0117155j -0.00152801-0.00346484j 0.00781045+0.00555133j 0.00507562+0.00425749j -0.00127981-0.00728094j 0.00472483-0.00210158j 0.0067332+0.00158004j 0.00301226-0.00345165j 0.00213714-0.000671204j -0.00533243+0.00257267j -0.00225423-0.000164715j -0.000776163-0.00105342j -0.0011665-0.00412733j 0.00724992+0.00108809j -0.000566321+0.00520913j 0.00646372-0.00466863j -0.00105785+0.00096805j 0.0034824-0.00327627j -3.41435e-05-0.00271972j -0.0107173+0.00359677j -0.00115812+0.00477493j -0.00354665+0.006762j -0.0114359+0.00395365j -0.00164358+0.0015572j -0.00929076+0.000121712j -0.00285027+0.00895834j 
-0.00140754+0.00240506j -0.00277572-0.00198263j -0.00234377+0.00368952j 0.00395111+0.00465942j 0.00245084-2.16085e-05j 0.00148034-0.00244396j -0.00646496-0.000487974j -0.00137363+0.00415604j 0.00130324+0.0020538j -0.00233337+0.000290606j -0.00033987+0.00141667j -0.000825999-0.00170766j -0.0017742+0.00325372j -1.74287e-05-0.00110258j -0.000306582+0.000800657j -0.00242588-0.0030397j 4.43391e-05+0.00324725j 8.47986e-05+0.000529439j -0.00121691+0.00424571j -0.000338703-0.000910248j -0.00226489-0.00191683j -0.000636294+0.00389404j 0.00103708-0.00240927j 2.99e-05+0.00172732j 0.00108878-0.00268921j -0.00219632+0.000733239j 0.00285362+0.00153418j -0.00133267+0.000593546j -0.00262589+0.000921315j -0.000228382+0.000882934j -0.00363684+0.000619483j -0.00312962+0.00285236j -0.00169361+0.00323515j -0.00129846-0.000878185j -0.00378353+0.000379486j 0.00243723-0.00156611j -0.00190397-0.00376361j -0.0017843+0.0021845j 0.00341324+0.00455787j -0.00200949+0.00453094j -0.000522526+0.000232007j -0.00421258+0.0031457j 0.00254057+0.00770034j 0.00155707+0.00246739j -0.00872865+0.000930112j 0.000953998+0.000494002j -0.00109382-0.00334876j 0.00505442-0.00401573j -0.00248216-0.0017927j 0.00159397-0.00330284j 0.000915607-0.00012148j 0.00166334+0.00138123j 0.0012595+0.000119678j -0.000569081+0.000544737j 0.00402073+0.0015817j 0.00309835+0.000758484j 0.00112275-1.33307e-05j 0.00018009+0.00220641j -0.00257137-0.00239673j 6.84237e-05-0.000899546j -0.00378659+0.00136159j -0.00389347+0.000859467j -0.000398292+0.000710626j -0.00197375-0.00481011j 0.00192474+0.00201066j -0.00646412-0.00364131j 0.00128318-0.00773416j -0.0017039+0.00225902j -0.00139548+0.00630217j 0.00479938-0.000146359j 
-0.00130328+1.81855e-05j 0.000156554-0.0013389j 0.00246658-0.00103473j -0.00230388-0.00281804j -0.00243475+0.0005378j 0.00124551-0.000691376j 0.0021678+0.00167571j 0.00269951-0.00288629j -0.00259258-5.54638e-05j -0.00173832-0.00134538j -0.000600891+0.000329703j 0.000453221+0.00280441j 0.00192457-0.00127993j -0.00370531+0.00150217j -0.000361043-3.14277e-05j 0.000674009+0.00103277j -0.0012365-2.45346e-06j 0.000467635+0.000103105j -0.00150978-0.0014593j -0.000495134+0.000630155j -0.00212092-0.00181043j 0.000468265+0.00107871j -0.00092667-0.00055411j -0.00244544+0.00343869j 0.000506251+0.00113144j 0.00150294-0.000476233j 1.71223e-05+1.73329e-05j 0.00173641-0.00182844j -0.000247599+0.000355765j -1.18827e-05+2.88342e-05j 0.00204055+0.0012257j 0.00279987-3.25651e-05j 0.00218752+0.00123464j -0.000197886-0.000525251j 0.0018501-7.8265e-05j 0.000812931+0.00111967j -0.000266496-0.000441671j 0.000698052+0.00414005j -0.000864179-0.00177987j 0.00321401+0.00240232j 0.00139855+6.82364e-05j 0.00178407+0.0014541j 0.0028946-0.00408377j 0.0013504-0.00164732j -0.00182412+0.00294049j 0.00113651-0.000639078j -0.00140722+0.00210189j -0.00228181-0.00195209j -0.00304718+0.000258362j 0.000580981-0.000537159j -6.37866e-05-0.00294412j -0.000999884-0.00151214j -0.0013738+0.0014383j 0.000159408+0.00297919j 0.00101339-0.000151703j -0.000171145+5.72076e-05j 0.00111687+2.26161e-05j -5.96323e-05+0.000608139j 0.00271468-0.00245719j 0.000832999+9.26852e-05j -0.000590235-0.00169517j -0.000645797-0.00144206j -0.00264355-0.00153734j -0.000644326+0.000528588j -0.00296153-0.000537428j 0.000858344-0.00198887j -0.0041621+0.00227862j -0.00200162-0.00486492j 0.000778347+2.34591e-05j 0.000687364-0.000672152j 
0.00111199-0.00291591j 0.00400286+0.0013847j -0.00123357-0.000207952j -0.000836821-0.00543793j -0.00207909-0.00217808j 0.000865457+0.0059561j 0.000904885+0.0011679j 0.00198048-0.00508081j 0.00300176-0.00208876j 0.00377185-0.0046591j -0.00200344-0.00291875j 0.000790403-0.00463681j 0.00563493-0.000234877j -0.00147884-0.000661076j -0.00517605+0.000868781j -0.0028418-0.00308168j -0.0012685+0.00198032j -0.000599231+0.00326362j 0.00377475-0.0001924j 0.00202281+5.63173e-05j 0.0014712+0.00127753j 0.000355314+0.00274941j 0.00143338-0.000715299j 0.00481621-0.00390211j -0.00178231+0.000325084j -0.00293911-0.0017812j 0.00293939+0.00173789j 0.00687309+0.00160491j -0.00148498+0.000688462j 0.000869058-0.000713036j 0.000220409+0.00199135j -0.00292758+0.00181654j -0.000153961+0.00190536j 0.00195635-0.00171086j -0.00154986+0.00641259j 0.000250085-0.000579528j -0.000511495+0.000689132j -0.00631887-0.00072795j 0.00655032+0.00275797j -4.18702e-05+0.0019959j -0.00138236+0.00228248j 0.00194206+0.0011927j -0.00217748-0.00103698j -0.00449506+0.00475796j 0.00426763+0.000490719j 0.00296011+0.00165595j 0.00124241+0.00352346j 0.0034653+8.86714e-05j 0.00643757+0.000960935j -0.000591412+0.0080933j 0.00186447+0.0052724j -0.00185123+0.00383757j -0.00012106+0.00384137j 0.00308006-0.0018679j -0.00289434-0.00137783j -0.00222909+0.000529288j -0.00445637+0.00136563j -0.00363966+0.00296901j -0.00606992+0.000371393j -0.0022133+0.00278901j -0.00471951-0.00147454j -0.00463378+0.00389446j 0.00316507-0.00423709j 0.00610815+0.000827218j 0.00243405+0.00259441j 0.000541241+0.00433365j 0.00716841+0.000563208j 0.00522963-0.00622042j -0.00152627-0.00467517j -0.00197422+0.000823081j 
-0.00374317-0.00486079j 0.00610845-0.0036637j -0.000509722-0.00693952j -0.00195556-0.00280687j 0.00127889-0.00557212j 0.0046834+0.00378698j 0.00206898-0.0043367j 0.00214822-0.00064988j -0.00566322+0.0033515j 0.00190253-0.00119485j -0.00326859-0.00297888j 0.00226152-0.00819387j -0.00249779+0.00115038j 0.0059047-0.000515644j 0.00103418+0.00342852j -0.00111784+0.000866538j -0.00421835-0.00280685j 0.00313393-0.00391032j -0.00165749-0.00481723j -0.00320869-0.00143786j 0.00347198-0.00385071j -0.00323803-0.00378186j 0.00379718+0.00406547j 0.00173829+0.00317121j 0.000298997+0.00382435j -0.00351993-0.00240254j -0.00517068+0.00112119j 0.000305236-0.00424756j 0.00617807-0.000482196j -0.00296525+0.000381876j 0.00412665-0.000624798j -0.00181186-0.0056004j 0.0020435-0.00369373j -0.00264487-0.00109859j 0.0050117-0.00485951j -0.00274231-0.000868058j 0.00538211+0.00233005j -0.00596432-0.00062865j -0.0068293-0.00206178j -0.00292018-0.00111045j 0.00161888-0.00114836j 0.000965465-0.00147345j -0.00179978+0.00351451j -0.00336302-0.00246577j 0.000424873-0.0139822j 0.00309414-0.00493355j 0.00942909+0.00770788j 0.00237444+0.00200727j -0.00295407-0.0116561j 0.00455384+0.00545721j 0.00629515-0.00110368j 0.00392151-0.00356066j -0.00341919+3.72131e-05j -0.00459748+0.00520416j -0.00819774+0.00133168j -0.0110153+0.000573033j -0.00421606-0.000526026j -0.000341254-0.00422499j 0.00408074+0.00204013j 0.00604566+0.000502994j 0.00249959-0.00509442j 0.00319231-0.0108825j 0.00580451+0.00491433j -0.009767+0.00338367j -0.00135285+0.00238904j 0.000436701+0.00421053j -0.0139794+0.0188737j 0.0156264+0.00269538j -0.00537373-0.0029511j -0.00334195+0.0106313j 
-0.00557758+0.00256253j -0.00473501-0.00579647j -0.00254101+0.00183514j 0.00700342+0.0087703j 0.00214372-0.00671956j 0.000524549-0.00423726j -0.00338676-0.000794535j -0.0029711+0.0116468j -0.00228455+0.00354132j -0.00257102-0.00101219j 0.000515671+0.00530267j -0.00315101+0.00440422j -0.00545277+0.00599677j 0.00411101-0.0040904j 0.00321403+0.000901473j -0.00782533+0.00205439j 0.00167496+0.00280622j -0.00227299-0.00275164j -0.000409479+0.00370447j -0.00426291-0.000639045j -0.000952937-0.00403956j -0.00637596+0.00252875j 0.00268623-0.00368913j -0.00892926+0.00444486j 0.00243637-0.00280602j 0.00219729+0.00302711j 0.00373695+0.00138753j -0.00300991+0.00125481j -0.000380552-0.000543018j 0.0023206+0.00203898j -0.0033875+0.00315748j 0.001367+0.00219244j -0.000546062+0.00126403j -0.00769089+0.000243072j -0.00379615-0.00300221j -0.000474567-0.00492274j -0.00636896-0.00158831j 0.00124246+0.00133476j -0.00266241+0.00281572j -0.00164416+0.00915634j 0.00212588+0.0010217j -0.0016988+0.00364919j 0.00772326+0.0138417j 0.00248923+0.00197141j -0.0144965+0.000909261j -0.00168522-0.00117755j 0.000534459-0.00187868j 0.00402808-0.00424458j -0.0103884-0.00418919j 0.0039708-0.0117336j 0.00169006-0.00153553j 0.00380889-0.0049055j -0.00324482+0.000388653j -0.00474352+0.00792115j 0.00420754+0.000356778j 0.0103418+0.00249458j -0.00373984-0.00592552j 0.00445479+0.00141344j 0.00368155+0.00126651j -0.00191386-0.00688475j -0.00279351+0.004228j 0.00912449-0.00342957j -0.00786314+0.00111366j -0.00204087-0.00814974j 0.00506595+0.0105349j -0.00573812-0.00616189j -0.0190951-0.013326j -0.00910136+0.0195483j -0.00406059+0.0143294j 0.00634162+0.001544j 
-0.00217947-0.00519876j 0.00514115-0.00169297j -0.00524261-0.00470356j -0.000728454+0.0012116j -0.000440775-0.00379121j 0.00414519+0.0037783j -0.00151386-0.00876417j -0.00131205+0.0048621j -0.000961097+0.00231658j 0.0031735-0.00340772j -0.00210102-0.0024238j 0.0019025-0.0097928j -0.00520199+0.00264162j 0.00714276-0.00526175j 0.000685449+0.00163943j -0.00234721-0.000758508j -0.00159567-0.00107554j -0.00331721+0.000462717j 0.00184211-0.00458349j -0.00177081+0.000356783j 0.00839753-0.00513327j -0.00618175-0.000549556j 0.00569779+0.000112751j -0.000243665-0.00118378j -0.00112946+0.00170457j -0.00205062-0.000522396j 0.00183089+0.000866115j -0.000624175+0.00064004j 0.00179886-0.000500459j 0.000487591-0.00046178j -0.000969828-0.000868009j -0.00941612-0.00156596j -0.00492841-0.00303767j 0.000832937+0.00207299j -0.00204308-0.0013471j -0.0020819-0.000121005j 0.00245508+0.0046821j -0.00830423-0.0126338j 0.00104921+0.00441992j -0.011939-0.000583809j -0.00124292-0.000404162j -0.00535935-0.00559759j -0.00431116+0.0159738j -0.0011217+0.0052199j 0.000753559-0.0121283j -0.00042947-0.000486629j 0.00838418-0.0019427j 0.00737846+0.00202773j 0.00358488-0.0110862j -0.000166818+0.00161465j 0.00621736+0.00698099j 0.00386477-0.00335641j 0.00205625-0.000369652j -0.00612576-0.00483917j -0.0141204+0.00351273j 0.000467984+0.000455495j -0.0121102-0.00373244j 0.00314778+0.00354181j -0.00116461+0.00701066j 0.0026441+0.0015947j 0.00166386-0.00259668j 0.00939825-0.0105859j -0.00104519+0.00314854j -0.00614846-0.00986054j 0.0101813+1.15766e-05j -0.00300084+0.0108422j -0.012883+0.0111176j 0.0173659+0.0145494j -0.00694607+0.000772372j -0.00407815+0.0119279j 
