0.0508052-0.0627618j 0.108631-0.122243j -0.109744+0.0162021j 0.0817474-0.0154645j 0.0230082-0.0179296j -0.00594785-0.00489992j 0.0637861+0.014183j -0.0318859+0.0335519j 0.0973639+0.00600446j 0.00111838-0.0185592j 0.0168144-0.00644037j 0.00181752-0.00404509j -0.0242288+0.0341219j -0.0378172-0.0248311j 0.0296158+0.0107924j 0.00498097-0.0256985j 0.00890297+0.0104707j 0.02949+0.00121204j -0.0362145-0.0206847j -0.0206725+0.00286397j 0.00725135+0.0135882j 0.00947658+0.0189315j -0.00726895+0.00633086j 0.0246736-0.0184128j 0.000483032-0.00273244j 0.00664785+0.00531059j -0.00656125+0.00095204j 0.0129027-0.0124532j -0.00460036+0.00892005j 0.00703303-0.0072781j -0.00106004-0.00549624j 0.00796058-0.00796533j -0.0166664+0.000541594j -0.00151455-0.00147594j 0.00305721+0.00366278j -0.0160396-0.000737973j 0.0184765-0.0211785j -0.0165336+0.00549608j 0.00215325+0.0014298j -0.0143141+0.0190434j 0.0208478-0.0146614j 0.000514353-0.0132822j -0.00317739-0.0116069j -0.0087513+0.0133372j -0.00367888-0.015118j -0.0024662-0.00586313j 0.00352657+0.00508736j 0.00083311+0.00982561j 0.00134969+0.00479842j 0.00429098-0.00368454j 0.0017796-0.00977596j -0.00908496+0.010818j -0.00161228+0.0153814j 0.000844998-0.00562817j -0.0267295+0.0145432j 0.0178034-0.00864391j -0.002957-0.0072506j 0.0220759-0.0121327j -0.0198282+0.00945445j 0.01798-0.00614973j 0.00175728-0.00127271j -0.0047948-0.00225167j 0.00982236-0.00801366j 0.00529703-0.021521j 4.58438e-05-0.00741539j 0.00971039-0.00292761j -0.00802284-0.00611077j 0.0179632-0.00279265j -0.00982253+0.00591124j -0.00415238+0.000934114j -0.00473291-0.0117429j 0.021197-0.00903969j 0.00358619-0.0367944j -0.0107925-0.0281018j -0.00963101+0.0148255j -0.00126051-0.0307017j 0.0234057-0.00059449j -0.0262065+0.0261172j -0.00714472+0.00718329j 0.0111307-0.00230081j -0.034143+0.00187957j -0.010639+0.0333667j 0.0211326-0.0252115j 0.0488936+0.0548916j -0.0117909+0.0127174j -0.0188019-0.0136515j -0.0781143+0.0181993j -0.0498717-0.00598356j -0.0314954+0.109407j 0.0299783-0.0840796j 0.0280091-0.00991698j -0.124901+0.375433j 0.338369+0.0453692j -0.0778961+0.0312707j 0.105574+0.192321j 
-0.0127593-0.00424076j -0.000534436-0.0229874j 0.0195943+0.00834014j -0.000380167+0.0131452j 0.0219713-0.014229j 0.0131329-0.000975713j 0.0280894-0.0122026j -0.00980156-0.0154643j -0.00456134+0.00589138j 0.0781009-0.0164192j -0.0189231-0.0170571j 0.00075586-0.028011j 0.0717517-0.0264033j 0.00311511+0.035539j -0.0495476+0.0343153j -0.0884153+0.0470774j -0.0487443+0.0265347j 0.0455642+0.00875797j 0.00508258-0.0343775j -0.000567533-0.00230842j 0.0489911+0.00338126j 0.0841207+0.0580111j -0.0407219+0.0726817j 0.0434122-0.193123j -0.119414+0.0433783j 0.0231089-0.0268397j -0.0305467-0.0945258j 0.0477143-0.00704628j 0.00665047+0.121607j -0.0897192+0.0287842j -0.0378365+0.0889404j 0.0292242+0.0173041j -0.0904762-0.0285898j 0.0446274+0.0622762j 0.0766201+0.0940819j 0.0394911+0.197238j 0.0343884-0.0285509j 0.105126+0.0770485j -0.0793814-0.100475j -0.0222382-0.00487797j -0.0734248-0.0996932j 0.0359118-0.167597j -0.0698017+0.131426j 0.0139177+0.0187563j 0.0309828-0.0551492j 0.0686493-0.0228505j 0.0779237+0.0203358j 0.00367353-0.0326822j -0.106483-0.142169j -0.0497487-0.0907382j -0.0881552-0.0289815j 0.167245-0.00642718j -0.0698353+0.0235391j -0.105701-0.0664545j -0.0191626-0.02004j -0.13323+0.044217j 0.0879801+0.0498563j -0.0345181+0.0298715j -0.0203333-0.00436789j 0.132661+0.00473735j -0.010933-0.00224583j -0.00916461+0.0864856j 0.0158954-0.00842147j 0.0233795-0.0164835j -0.0756422+0.0566686j 0.00166354-0.0441566j 0.0340275+0.0422557j 0.0340188+0.0478754j 0.0215882-0.010265j -0.054619-0.0136265j -0.0177342+0.0304511j 0.0563742+0.0393039j -0.0573054-0.0237434j 0.00259389-0.0753814j -0.0319933-0.00333276j 0.0231212+0.0163172j 0.0344684-0.0577031j 0.0124395-0.0647371j -0.0233006-0.0110328j -0.00428022-0.021911j -0.028827-0.00980799j -0.0148881-0.0147975j 0.0145325+0.0486637j -0.0111397+0.014738j -0.0167587+0.0148936j -0.0224499-0.00831096j 0.00728276-0.00438026j -0.0210178-0.0353627j -0.00662819+0.0131664j 0.0301717-0.00315054j -0.00548-0.0123343j -0.00987388-0.0160047j 0.0303499+0.00794334j -0.000351179+0.0216524j 0.0106699+0.00656557j 
-0.013882+0.0208105j 0.0305509-0.0114102j 0.00259882-0.0307112j -0.050545-0.0164864j 0.0121998-0.0373304j 0.0111436-0.0492265j 0.0381826+0.00720246j -0.033768-0.0129911j 0.0168563+0.0455164j 0.0300575+0.00766286j -0.0302789+0.0123562j 0.0377052-0.00592227j -0.0425772+0.0227968j 0.0350335+0.020995j -0.0353861-0.0459744j -0.058199-0.00823253j 0.0375729+0.0308173j 0.0186088+0.0052863j -0.0201747+0.0363909j -0.0198175+0.0309744j 0.0295629+0.0518883j 0.0560926-0.0132917j 0.0191317+0.0233428j 0.0537132-0.144586j 0.0181323-0.0580332j -0.0463586+0.0332204j -0.00472951-0.0428781j 0.0366109-0.0256409j -0.0152815-0.0214982j 0.008449+0.0917332j 0.0635645+0.0649999j 0.0651092+0.173043j -0.0690812+0.0366238j 0.0504703+0.0759172j 0.0473871-0.0394234j 0.0245423+0.025272j 0.0592917+0.097346j 0.0787148+0.0376756j -0.0302288+0.0765354j -0.0275888+0.00267084j -0.0609912-0.0976066j -0.0234188-0.121711j 0.00350484+0.0179104j -0.0351464-0.0520865j 0.0489256-0.178242j -0.0122935+0.0720449j -0.0222983-0.00241853j -0.0309414-0.0686745j 0.0230936+0.0276367j 0.0568291-0.0598415j 0.0603336+0.0145324j -0.0811572+0.0844548j -0.103911+0.0146814j 0.00896142-0.00177814j 0.0152558+0.043086j -0.0356084-0.00213979j -0.00936139-0.0961041j -0.0207341-0.0551967j -0.0662282+0.00572219j -0.00769973-0.0212106j 0.0262607-0.127771j 0.0305693+0.0264577j -0.00680735-0.0137524j 0.0846731+0.00842494j 0.00242841-0.0132817j -0.019989+0.0114163j 0.00114613+0.0304659j 0.0316217+0.012184j -0.072922-0.025443j 0.0483458-0.0346037j 0.0245027+0.00461645j -0.00172367+0.0106428j -0.00710983+0.0693927j -0.0101263-0.00994784j 0.0137468-0.0388894j 0.0114629-0.00121356j 0.0423501-0.0458784j -0.0335122-0.0371432j -0.00782739-0.0375007j -0.00404475-0.025375j 0.0144047-0.00325801j 0.00630669-0.0196238j -0.0142753-0.0353096j 0.00778198+0.00264647j 0.00157843-0.0249166j -0.0258774+0.0150871j 0.036232-0.00300279j 0.0065063-0.00658164j -0.0184274+0.0228405j 0.0268973-0.0277423j 0.028509+0.0125432j 0.0253937+0.0115129j 0.0445284-0.0336552j -0.0284957+0.00920377j 0.00125404-0.00651493j 
0.00127936+0.00480831j -0.0237528+0.00636031j -0.0266524-0.0279786j 0.0326117-0.00685678j -0.00190798+0.00243061j 0.0128171-0.000126142j -0.00729113-0.0337907j -0.0337703+0.0279345j -0.0485538-0.0331723j -0.0424334-0.01484j -0.0309524+0.0109864j -0.00522758+0.00841506j -0.0358178-0.048004j -0.0776056-0.0772443j -0.00784107-0.0285935j -0.0417983-0.0112177j 0.0724209-0.0159915j 0.00843153-0.0048054j 0.0520181-0.0197608j 0.0227146+0.0629488j 0.000998249+0.0456615j 0.0761952-6.46211e-05j -0.000258944-0.0962672j -0.000921423+0.0314017j 0.0160578+0.0023979j 0.028634-0.0693909j -0.00513254+0.0517904j 0.0265944+0.0110862j 0.0762334-0.295737j 0.0539384+0.0150522j -0.00494062+0.0369721j -0.039219+0.06642j 0.0110827-0.0903913j 0.0243424+0.068966j -0.153401-0.0194105j 0.109251+0.114767j 0.169879-0.0891573j -0.10726-0.0506001j 0.00822652-0.0446383j 0.0256622+0.0104299j -0.132668-0.100946j 0.0101727+0.131968j -0.092615-0.112836j 0.0337409+0.03837j -0.121623+0.0546442j 0.0735506+0.13333j -0.0570201-0.132012j 0.0603211-0.0667055j -0.0126254-0.0489883j -0.0255691+0.0491521j -0.0386104-0.107926j 0.00697341+0.00386417j -0.079265-0.0219948j 0.0337079+0.0460426j 0.0607329+0.0752404j -0.0167296+0.060539j -0.0362361-0.0686931j -0.0630624-0.0331447j -0.0219196-0.0496172j -0.0431642-0.0433764j 0.0497167+0.0370888j -0.0140414+0.0281596j 0.104639+0.0154688j 0.00486585+0.052968j -0.0690116+0.0356583j -0.0303858+0.0182741j 0.0209942-0.0326277j 0.0465607-0.0955418j -0.0177466-0.0115493j -0.0535395-0.0142029j -0.0147496-0.0271556j 0.00141235+0.0383982j 0.0510048-0.0353556j 0.0230081-0.0514437j -0.051486+0.00458725j -0.0380826-0.0224009j 0.00405837+0.00438127j 0.0360948-0.0209814j -0.05063-0.00298305j 0.003765-0.000593363j 0.00309225+0.0340614j -0.0372894-0.0222782j -0.00668196-0.00718098j -0.00588268+0.00885834j 0.0312483-0.0304343j 0.0104903+0.0160176j 0.0367075-0.0128931j 0.0129105-0.0194609j -0.00129822-0.0415171j -0.0163048-0.00686088j 0.0163567+0.0337187j 0.0183441-0.0140831j 0.00926388+0.00783215j 0.00479926-0.00267257j -0.00796038+0.00910179j 
-0.00990762+0.0095562j -0.00150171-0.0228687j 0.0115833-0.0373021j -0.00343986-0.00908026j 0.0317936-0.0112835j 0.0305099+0.0170179j 0.00244612-0.0332538j 0.0291037-0.00541244j 0.00357575+0.0147463j 0.0135691-0.0319252j -0.0598561-0.0998654j -0.0252426-0.0357149j 0.023685+0.0127057j 0.0245986+0.0658786j 0.0647152+0.0443275j -0.00847214-0.0180509j -0.0516803-0.0675033j 0.0246081-0.0284712j -0.0131422-0.0813901j 0.0588377-0.0477891j -0.0733829+0.00106593j 0.035358-0.0636447j -0.0620411+0.0132496j -0.0580185-0.0195832j 0.00646733+0.14297j 0.0330919+0.239338j 0.0332054-0.0331908j 0.120922-0.0313617j -0.0472029+0.046871j -0.0762331-0.121513j 0.0520181+0.077479j -0.138959-0.0457721j 0.0464633-0.0214417j 0.154903-0.0311638j -0.157089+0.00759886j -0.000717274+0.0422891j 0.0908251-0.0451468j 0.00428085-0.0262954j -0.051738+0.0579914j -0.0234006-0.0981324j -0.0137675-0.0672303j -0.0298046+0.103114j 0.111451+0.0345585j 0.0314669+0.0548155j 0.0316564-0.0233515j 0.0223392+0.0670882j -0.0548188-0.00952426j 0.0265674-0.0835026j -0.0996433-0.0772473j 0.0307819-0.0528966j -0.0438619+0.0467703j -0.0124319-0.0631671j 0.0763061+0.0421525j 0.0743917+0.0336676j -0.0173221-0.029829j 0.0997261+0.0312749j -0.0128921+0.0329767j -0.0192091+0.10481j -0.0288366+0.0407596j -0.0486331-0.0388002j -0.00838767-0.0131431j -0.0815129-0.0791113j 0.00388818-0.00720719j 0.040192+0.0466161j -0.014189+0.0280557j 0.0478637+0.0373298j 0.0111963+0.0590584j -0.0120458-0.00973122j -0.050737-0.0232492j -0.00500245+0.02165j -0.0326714+0.0344379j 0.00919924-0.0492706j -0.0282625+0.0405396j 0.0444349+0.00532922j -0.0437708-0.0173051j 0.0177343-0.0591672j 0.0154452-0.0281303j 0.00719164+0.0721384j 0.0412286-0.0389066j -0.00449939-0.0117444j -0.0486515-0.0295242j 0.0100657+0.0086874j 0.00554008+0.0215802j 0.0468408+0.0114331j 0.0277849-0.0312679j -0.0183414+0.0128377j -0.0009966-0.0286028j 0.0230126+0.0215104j 0.0138893-0.0078983j -0.00247193+0.00562385j 0.0257106+0.00740388j -0.00977334+0.0101599j 0.023155-0.0326533j -0.000665084-0.00657376j 0.0113661+0.00391109j 
-0.0125133-0.00168321j -0.0155879+0.021731j -0.00504301+0.0275845j 0.00481826+0.0108048j -0.0428602+0.011404j -0.0222961-0.00026186j 0.0167862+0.0135884j 0.0412245-0.0270648j 0.0160373-0.0174986j -0.0473745-0.010814j -0.00341051-0.00661116j -0.0666486+0.0507039j -0.0255298-0.0479471j 0.0630436-0.103365j 0.0359384+0.000230965j -0.0418222+0.0563142j 0.0258927-7.26921e-05j -0.0357635+0.0248595j -0.0645881-0.00845584j 0.141158-0.00231199j 0.109396-0.0361535j -0.074852-0.164842j 0.111793-0.0856013j -0.0192488+0.00826811j -0.15368-0.075217j 0.0439882-0.016399j -0.037808-0.0964564j 0.0410151+0.0442081j 0.0216949-0.00181348j -0.142584-0.0456647j -0.0072459-0.1164j 0.0206024-0.0257901j -0.00153392+0.0237672j 0.0991672+0.0335738j 0.0293965-0.0305776j -0.0134796+0.0402506j -0.0208393-0.04886j 0.082484-0.024767j 0.0472504-0.109887j -0.0917199+0.0681653j -0.0541053-0.12571j 0.0290151-0.0124095j 0.00288008+0.0448109j 0.0553694+0.0436285j 0.0681933+0.0390297j 0.118674+0.0880566j 0.00189802+0.0426917j 0.0224387-0.0678135j 0.0813034-0.0644534j -0.0403885+0.0334307j 0.0298104-0.024862j -0.0028259-0.025622j -0.0553307+0.0120387j 0.0745991+0.0460004j -0.00687475+0.000944612j -0.016501+0.0478712j -0.0177189+0.00171035j 0.0279433+0.0539346j 0.0471757+0.0743543j -0.0419154+0.0166081j -0.0245877+0.0291691j -0.0420338+0.0665412j -0.053215+0.0147781j -0.0644918+0.0491619j 0.0399539-0.0154651j 0.0849786+0.00163862j -0.0354275+0.00917104j -0.0360711+0.0458647j 0.0202199-0.0168834j 0.00341177-0.0164706j 0.00298644+0.0388452j -0.0104645+0.0731053j 0.031865-0.104488j -0.0285386-0.0464663j 0.0220247-0.0167129j 0.0217824+0.0565949j 0.0127941+0.0249594j 0.0461664+0.0531915j -0.0380864-0.0548254j -0.0233999+0.0294003j 0.0358625-0.0401359j 0.00401612-0.0251141j -0.00796752+0.0377704j 0.00477181-0.0433586j -0.0207405+0.0551907j -0.00310903-0.000390053j -0.0214934+0.0386878j 0.00422694-0.0358829j 0.0104769+0.024918j -0.00213434-0.0058071j -0.0181828-0.0125785j -0.0198066-0.00333608j -0.0273305+0.0251182j 0.0135388-0.0140629j 0.0257169-0.0113616j 
-0.00938316-0.0175487j 0.0218212-0.0273084j -0.0349149-0.036711j -3.58178e-05+0.000834946j -0.00450989-0.0143009j 0.0141917+0.0117711j 0.001333-0.0305407j -0.0512688+0.0262069j -0.0284899-0.0830595j -0.0193786-0.00857132j -0.0942682-0.0204073j 9.85923e-05+0.0182529j 0.0232787-0.0317919j -0.05197-0.0191116j 0.0910796+0.0354534j 0.0630783-0.0497693j -0.0138166+0.0101659j -0.0232137-0.0291702j 0.0114558-0.0437152j 0.0372466+0.0256614j -0.0241832-0.0528209j -0.0230856+0.110763j -0.0451976-0.031326j -0.00286289-0.0231513j -0.00114875-0.00247078j 0.0686793-0.123512j 0.0918327-0.0188779j -0.0118444+0.0219664j -0.0387919+0.0447581j 0.0461153+0.0425328j 0.00477184-0.0664007j -0.0132597+0.0485747j -0.0571893+0.0437093j -0.126546+0.0193541j -0.0555185-0.165867j -0.101825+0.148384j -0.0904964+0.0257809j -0.15048-0.0933798j -0.117692+0.129613j 0.0683349+0.0864337j -0.0950627+0.0490976j 0.0846625+0.030633j 0.0319029+0.0432897j -0.013824-0.0690657j 0.0359553+0.0146469j 0.0964915+0.104228j -0.0873006-0.0015279j 0.0683306-0.00597925j 0.038545-0.0821462j 0.00185462-0.0573808j 0.0160792-0.000394576j -0.0902299+0.00853136j 0.0818953+0.01083j 0.0155078+0.100856j -0.00487336+0.00354062j -0.0414343-0.010219j -0.0339969+0.0195982j 0.041615+0.0891994j 0.0525233-0.0038616j 0.0208434-0.0021396j 0.0519423-0.117583j 0.0114149+0.0102865j 0.00708622+0.00785307j -0.0674065+0.00888691j 0.0285538+0.00541798j -0.0174547-0.0224893j -0.0907402-0.0107518j 0.0258442+0.0317451j -0.058615-0.0238829j 0.0144205+0.00670022j 0.0254306+0.0127246j -0.0342306-0.02999j -0.016595-0.0183038j 0.0107681+0.0609694j -0.0542766+0.029303j -0.0162944-0.014668j -0.0820423+0.0575999j -0.0768311+0.0571285j -0.0269224-0.0136167j 0.0185162-0.00984408j 0.0248695+0.0239465j 0.00670662-0.0123687j 0.0139014+0.0455383j 0.0206467+0.0241959j 0.016771-0.00318802j -0.00417468-0.0140777j 0.04304-0.0106841j 0.030814+0.0557251j -0.0129269-0.0550946j -0.0153961+0.0207621j -0.00732884-0.00212597j -0.0201426-0.0084176j 0.00379727-0.0350294j 0.011819-0.00844309j -0.000586685+0.00365027j 
0.0121141-0.0179048j -0.0122415+0.00986807j 0.0299095+0.0158192j 0.0227201+0.0148713j 0.0362292+0.00998115j -0.00170608-0.000636964j -0.0113042+0.0297687j 0.0384536+0.0519153j 0.0046582-0.000932975j -0.0252153+0.0420664j 0.0655588-0.0337801j -0.0479461+0.0189094j -0.054892+0.0090862j 0.0609469-0.0221736j 0.0855932+0.0367921j 0.00355813+0.0733768j 0.0336287+0.0131881j -0.00126727+0.00802429j 0.0375434-0.0380652j 0.00716681-0.0146353j 0.00534036-0.0533958j -0.03436+0.030207j -0.000946167-0.0270861j -0.0838065-0.0127802j -0.0360295-0.0188075j -0.0226205+0.032959j -0.0249918+0.00495913j -0.0631914-0.0618618j 0.0252923-0.0861911j 0.120205+0.0777444j 0.00906214+0.0973471j 0.0278879+0.149855j -0.0950483-0.0765248j 0.0892721+0.0671348j -0.0164073-0.00419449j -0.0184014-0.0321959j -0.147917+0.0344037j 0.0828053-0.0296444j 0.0106555-0.0329422j -0.0831708+0.0746223j 0.00561445+0.0589975j 0.152328+0.0434125j -0.0592594-0.0292839j -0.0353681-0.0365459j -0.0558901+0.0855056j 0.0468407+0.0834696j 0.161931+0.0979717j -0.0607648-0.0292174j -0.0853546-0.00578862j -0.0692408-0.0510903j -0.028598+0.0163756j -0.0514144-0.0413756j 0.0258953-0.049939j -0.0994378+0.0418566j 0.0151377-0.0208303j 0.0469269-0.0276227j 0.0210628-0.0327888j -0.0992018-0.0186014j 0.0313838-0.046305j 0.0265617-0.018845j -0.0419395+0.0617091j 0.0298401-0.0217524j 0.0330267+0.0672624j 0.0406092+0.0640534j 0.0306933+0.0117137j 0.0870528+0.0892468j 0.00471799+0.0701665j 0.00293272+0.0167181j 0.0188883+0.0378237j -0.00656903-0.044795j -0.00144056+0.0799855j -0.0203727+0.0300792j -0.0122674-0.0131777j 0.0249958-0.0195436j 0.00716814+0.0685619j 0.00492881-0.0579583j -0.0383389+0.0234931j 0.00952685+0.0237605j 0.0608289-1.57823e-05j -0.0487156+0.0675502j -0.0330701-0.0426566j 0.0568775-0.0512661j -0.00771942-0.0349072j 0.0122034+0.0146409j 0.0116357-0.00304546j -0.0259049-0.0207597j -0.0481982-0.0035166j -0.00175006-0.00315404j 0.0337505+0.00153855j 0.015689-0.0213823j 0.0206479-8.20383e-05j -0.0138811-0.0101403j -0.0254864-0.00666994j 0.0239154+0.00271882j 0.0124227-0.00254206j 
0.0144537+0.0313115j 0.0084304-0.00395869j 0.00607054-0.00905029j -0.0143059-0.0200487j -0.0191863+0.0153957j -0.000311871-0.0161616j 0.0411641-0.0309854j -0.0166738-0.021753j 0.0264755+0.0313742j -0.00233636+0.00251917j 0.0471511+0.0410983j 0.0681487-0.0498777j 0.0332073+0.0463397j -0.00283364+0.0293432j 0.0155623-0.00466527j 0.0948899-0.0267986j -0.0353593-0.0388042j -0.00905775-0.153467j -0.11017-0.0105057j 0.0242064-0.106916j 0.0130859-0.0160596j 0.0285445+0.0608991j 0.0345814+0.00488718j -0.0744386-0.0351149j -0.0876558-0.10735j 0.0112894+0.00325741j 0.0730509+0.147959j 0.00516093-0.123856j 0.0556999-0.0108112j 0.00234666-0.0588219j -0.0130751-0.0376979j -0.150895-0.104021j -0.0662214-0.0418382j -0.0492932+0.101106j 0.180976+0.0672452j -0.0552389+0.108321j 0.0204698+0.0877616j 0.0164727-0.0949637j 0.0615905+0.059021j -0.0384146+0.079029j 0.0734764-0.13327j 0.0117861+0.131123j -0.0311631-0.0337926j -0.0420084+0.0504883j -0.0114419+0.0745067j -0.0541386+0.0220939j -0.107555+0.104294j 0.033059-0.0626122j -0.0216286-0.0843018j 0.080134-0.0930377j 0.0205672-0.0137263j 0.0335696-0.0677523j 0.0229211-0.0429282j 0.00884212-0.077515j -0.0174087+0.0204578j -0.0474736+0.028186j -0.0124701+0.0135189j -0.017828-0.0463031j 0.0227662+0.00113928j -0.020104-0.020513j -0.0502492+0.00526094j -0.00958705+0.0107273j 0.00584131-0.0143676j 0.0409231+0.0992944j 0.00938504-0.0020137j -0.0354472-0.0924632j 0.0382676+0.051871j 0.0157098+0.0138824j 0.0175769+0.11184j -0.00175008+0.0127675j 0.0780428+0.0305406j 0.0434545+0.0364935j 0.0157697+0.0370726j -0.0672798+0.0548136j 0.0362735-0.0432551j -0.00826251-0.0098623j -0.00954661-0.0343238j -0.0166182-0.00965006j 0.0349074+0.0224942j 0.0523537-0.0128852j 0.00200823+0.0128744j -0.0339993+0.0699253j -0.0351953+0.00793791j -0.0527265+0.0385127j -0.0117398-0.00856488j 0.0281889+0.01048j 0.0297441-0.0200043j -0.0150368-9.20052e-05j -0.0111625+0.00416867j 0.0088504+0.00221213j 0.00153145+0.00472892j -0.000192387+0.0251081j 0.00157352-0.00584882j -0.00760566-0.00234453j -0.0265799+0.00160228j 
-0.00786278+0.00730202j 0.00634712-0.0130924j 0.00373031-0.0229376j 0.000570017+0.00083783j -0.0106332-0.0183414j -0.0444201-0.00325336j 0.00787786-0.0111374j -0.0295642+0.0223901j -0.0252379-0.0115903j -0.0886391+0.000454108j -0.00639523-0.0103644j 0.0550506+0.0465868j 0.0217366+0.0386698j -0.0392294-0.0288177j -0.0354464-0.00623675j -0.00961624+0.134284j 0.130182-0.0560405j 0.0600319-0.00697932j -0.0853523-0.0351968j -0.0236298+0.0920642j -0.049805-0.011069j 0.112481-0.0385523j -0.00868064+0.0806948j -0.143971-0.0872671j -0.00419463-0.0531104j 0.00258173-0.0352155j -0.0220081+0.0537948j 0.0353013-0.0673992j 0.00922755-0.0993509j -0.0227083-0.07856j 0.0874392+0.123394j -0.0834042-0.164125j -0.0721432+0.047841j -0.0687504+0.00526883j -0.194152-0.00990643j 0.0683534-0.0607564j -0.0835648-0.00331896j -0.0150815-0.00223534j 0.0709026+0.0901642j -0.0292666+0.0541444j 0.104772+0.0181183j -0.0408016-0.0367311j -0.0316245-0.0722653j -0.075914-0.0247889j -0.0297856+0.0282356j 0.0272046-0.0163769j 0.054501-0.0326423j -0.00323779+0.0205049j -0.0373715+0.0865863j 0.00418487+0.0486692j -0.0412751-0.0449573j 0.0268569+0.0450363j -0.0541044-0.0815061j 0.0652506-0.0178828j -0.0249615-0.00204703j 0.0259027+0.0418928j -0.000917907-0.0408329j 0.0185438-0.01362j 0.0203619+0.0543075j 0.010881+0.00340086j -0.0232865+0.0557842j -0.0708547+0.00694986j -0.0103719-0.0436979j 0.0702646-0.0127557j -0.0699767+0.00187503j 0.0301968+0.00578039j -0.0847019+0.0542578j 0.0716404+0.0777716j 0.00961063-0.0327683j -0.0876122-0.0269184j 0.0987744+0.0217517j -0.0443044+0.0324922j -0.0287634+0.01136j -0.0182205-0.00290413j -0.0210335+0.0136691j -0.0255051+0.0175587j -0.0414818-0.0420575j -0.0433334-0.0608699j -0.0314785+0.0184209j 0.0480091-0.00377101j -0.0370443-0.00779535j -0.0256723-0.0669297j -0.0143373-0.0363959j -0.00473157+0.0122492j 0.0240512-0.0329445j 0.0302015-0.0257167j 0.00310082+0.00820678j -0.00691607-0.0222884j -0.0244659+0.00571282j -0.0207404-0.00560292j 0.036232+0.0140612j 0.00490747-0.00363791j 0.0234539+0.0113967j -0.00263126-0.000118367j -0.0117801+0.00339951j 
-0.0137167+0.00796354j 0.0157112+0.0118764j -0.0232221-0.015665j -0.0073727-0.00967237j -0.0127948+0.0303909j 0.0369224-0.0282277j 0.0276238+0.00645422j 0.013491+0.00685524j -0.0264701+0.0440511j 0.0388702-0.00295021j -0.0523573+0.00131049j -0.0699912+0.000206255j -0.00757032+0.0121163j 0.107878+0.0312414j 0.128799+0.0119085j -0.0498901+0.130377j -0.0390706+0.0213223j 0.0250061-0.151892j -0.0416698-0.0400791j 0.0821972+0.0217101j -0.0469666-0.0693556j 0.211501-0.092794j -0.0198103+0.0238639j -0.0356973-0.0160688j 0.00750613+0.0173739j -0.0405927-0.0535244j 0.0576901-0.096057j 0.0363142+0.0959518j 0.143246+0.14101j 0.0267309+0.00780551j -0.0481846-0.0759068j 0.24493+0.011726j 0.0251498+0.0652535j 0.00546767+0.130827j -0.0177664+0.0472504j 0.0112625+0.00273755j 0.0106462+0.0429788j -0.0373966+0.0128979j -0.0596143+0.0349838j 0.0695818+0.0464656j -0.0537738-0.0154287j 0.00310373-0.006872j 0.0625241-0.00866847j -0.0310219+0.0089578j 0.0951518+0.0703079j 0.0772503-0.0648761j -0.110793+0.017876j 0.0776758+0.0468903j -0.069119-0.00360848j -0.0277705+0.146365j 0.0222507+0.0299084j -0.0799337-0.0276947j -0.026684+0.00808141j 0.00125518-0.0225505j 0.0292215-0.00557127j 0.0292684+0.0111285j 0.00987877+0.0474313j 0.0458325-0.00314705j -0.0800677-0.0189507j -0.0460043-0.00418327j -0.0222211+0.00517649j -0.00808042+0.0712846j 0.090769-0.0331299j 0.00888242+0.0796833j 0.0669084+0.0118864j -0.0270198+0.0135104j 0.000533778+0.0460619j 0.0412542-0.0229083j -0.0474212+0.0128769j -0.0310845-0.0018082j 0.0335599-0.00154991j 0.0947572-0.00985123j -0.0039084-0.00728023j 0.0083866+0.0311761j 0.00689015+0.0121019j 0.074178+0.0353249j 0.0304828-0.0404739j 0.0720863-0.0117076j 0.0587758-0.0209565j -0.0419831+0.0318094j 0.0721458-0.0132202j 0.0227021-0.00384333j -0.0114426+0.0646938j -0.0428885-0.00025911j -0.0151733+0.0232894j 0.0100657+0.0141206j 0.02065+0.0217896j 0.0348957+0.00205499j 0.00237673+0.00902166j 0.00855845-0.0214053j -0.0237689+0.00585235j 0.0211231-0.00895453j 0.00688088-0.0127601j -0.0227703-0.0148818j 0.0164153-0.0106741j 
