-0.00373847-0j -0.000603293-0j -0.000492587-0j -7.10988e-05-0j -6.15734e-05-0j -7.25649e-06-0j -3.31212e-07-0j 1.00534-0j -0.000543484-0j -0.000429662-0j -0.000286441-0j -6.20163e-05-0j -7.16103e-05-0j -2.53181e-05-0j -5.96752e-06-0j -6.32951e-06-0j -5.27459e-07-0j -1.96573e-08-0j -0.00224318-0j -0.00226642-0j 0.102285-0j 0.103345-0j -0.000270889-0j -0.000273697-0j -3.90995e-05-0j -0.000247287-0j -3.95047e-05-0j -0.00024985-0j -4.37146e-05-0j -2.91431e-05-0j -4.41676e-05-0j -3.64288e-06-0j -2.52386e-05-0j -2.94451e-05-0j -3.68063e-06-0j -2.55002e-05-0j -5.15181e-06-0j -2.57591e-06-0j -5.2052e-06-0j -3.03574e-07-0j -3.718e-07-0j -2.6026e-06-0j -3.0672e-07-0j -3.75653e-07-0j -2.39996e-08-0j -2.42483e-08-0j -7.55916e-10-0j -7.6375e-10-0j 
-2.9098e-07-0j -0.00174029-0j -3.83399e-08-0j -0.000151839-0j 9.18261e-07-0j 0.00146648-0j -0.0159459-0j 2.58267e-07-0j -7.82427e-06-0j -6.24451e-06-0j 2.15223e-08-0j -0.0247304-0j -1.03094e-06-0j 1.90232e-09-0j -0.0011642-0j 1.3049e-05-0j 0.00469483-0j 0.00277972-0j -1.74595e-07-0j 1.76299e-07-0j 5.21543e-06-0j -5.26631e-06-0j -2.10844e-08-0j 2.12901e-08-0j -8.35013e-05-0j 3.72297e-06-0j 8.4316e-05-0j -3.75929e-06-0j -0.000126101-0j 4.34619e-07-0j 0.000127332-0j -0.142401-0j -1.96442e-09-0j -4.38859e-07-0j 0.14379-0j 1.98359e-09-0j -1.10023e-05-0j 3.84153e-08-0j 1.11096e-05-0j -0.00279905-0j 7.51378e-05-0j -3.87901e-08-0j 0.00282636-0j -7.58709e-05-0j -0.00115544-0j 0.00116671-0j -0.000260188-0j 0.000262726-0j 
-9.97645e-07-0j -1.60994e-07-0j 5.0664e-05-0j -1.89734e-08-0j -0.00182748-0j 7.46351e-07-0j -8.83869e-11-0j -9.17272e-07-0j -1.45033e-07-0j 4.41919e-05-0j -7.64394e-08-0j -1.65496e-08-0j 7.36532e-06-0j 0.14393-0j -1.59249e-09-0j -0.000187858-0j 5.42507e-08-0j -5.24571e-12-0j 5.81571e-07-0j -6.04816e-07-0j 9.06683e-08-0j -9.42922e-08-0j -2.70686e-05-0j 2.81505e-05-0j 1.0137e-08-0j 6.41122e-08-0j -1.05422e-08-0j -6.66747e-08-0j -4.36818e-06-0j 7.55569e-09-0j 4.54277e-06-0j 9.44462e-10-0j 0.000727751-0j -7.85768e-09-0j -9.8221e-10-0j -0.000756838-0j -5.14795e-07-0j -0.0142268-0j 5.3537e-07-0j 7.87051e-11-0j 1.07208e-05-0j 0.0147954-0j -8.18509e-11-0j -1.11493e-05-0j -2.39816e-09-0j 2.49401e-09-0j 1.9598e-13-0j -2.03814e-13-0j 
4.03193e-06-0j -3.06788e-05-0j 0.0147413-0j 0.00105497-0j -0.0572363-0j 0.00021579-0j -8.56433e-08-0j -3.57865e-06-0j 2.66797e-05-0j 8.59817e-05-0j 8.64028e-05-0j 6.15335e-06-0j 0.0975447-0j -0.00146074-0j -0.000128666-0j 0.0114801-0j -2.02243e-05-0j 5.89219e-09-0j 2.41926e-06-0j -2.44287e-06-0j -1.77839e-05-0j 1.79574e-05-0j -5.61549e-05-0j 5.67028e-05-0j -4.01877e-06-0j -3.85016e-05-0j 4.05798e-06-0j 3.88772e-05-0j 0.000427281-0j 0.000429373-0j -0.000431449-0j -5.63604e-07-0j -0.0718308-0j -0.000433562-0j 5.69103e-07-0j 0.0725317-0j -0.0146932-0j -0.00725907-0j 0.0148365-0j 9.0562e-06-0j -0.00105149-0j 0.00732989-0j -9.14455e-06-0j 0.00106175-0j 1.1928e-06-0j -1.20444e-06-0j -2.73972e-10-0j 2.76645e-10-0j 
4.70294e-07-0j -1.08871e-05-0j 0.000855258-0j -0.0175904-0j 0.000213577-0j 0.0548545-0j -0.000273327-0j 4.32406e-07-0j -9.80781e-06-0j -5.16753e-06-0j -1.044e-05-0j 0.000106282-0j -0.0178361-0j -9.19869e-07-0j 0.0681171-0j -0.00208498-0j 0.0164712-0j -3.26142e-05-0j -2.74155e-07-0j 2.85113e-07-0j 6.13139e-06-0j -6.37646e-06-0j 3.16523e-06-0j -3.29174e-06-0j -6.51005e-05-0j 4.36307e-06-0j 6.77025e-05-0j -4.53745e-06-0j -7.32741e-05-0j -0.000148036-0j 7.62027e-05-0j 0.000279838-0j -8.55919e-05-0j 0.000153953-0j -0.000291023-0j 8.90129e-05-0j -0.118389-0j -1.30435e-05-0j 0.123121-0j -0.013907-0j -0.00548969-0j 1.35648e-05-0j 0.0144629-0j 0.0057091-0j -0.00183958-0j 0.00191311-0j 2.13903e-06-0j -2.22452e-06-0j 
2.87995e-07-0j -4.42917e-06-0j -1.09596e-05-0j 2.43483e-05-0j -0.0250511-0j -0.00219947-0j 1.17089e-06-0j 2.64794e-07-0j -3.99007e-06-0j -9.55956e-06-0j 2.20661e-08-0j 2.12379e-05-0j 0.000151841-0j -0.0102245-0j 6.26275e-06-0j 0.12012-0j -0.000321998-0j 1.04455e-07-0j -1.67885e-07-0j 1.74595e-07-0j 2.49441e-06-0j -2.5941e-06-0j 5.85546e-06-0j -6.08949e-06-0j -1.30087e-05-0j -1.85076e-08-0j 1.35287e-05-0j 1.92473e-08-0j -9.00528e-05-0j 2.07867e-07-0j 9.36521e-05-0j -3.71427e-06-0j -0.000104678-0j -2.16175e-07-0j 3.86273e-06-0j 0.000108862-0j 0.000495044-0j -0.0963172-0j -0.00051483-0j -6.23399e-07-0j -0.0210077-0j 0.100167-0j 6.48315e-07-0j 0.0218473-0j 2.38062e-05-0j -2.47577e-05-0j -5.47105e-09-0j 5.68971e-09-0j 
1.00798e-06-0j 1.62663e-07-0j -5.1189e-05-0j 1.917e-08-0j 0.00184642-0j -7.54085e-07-0j 8.93028e-11-0j -8.94664e-07-0j -1.41459e-07-0j 4.31027e-05-0j -7.45553e-08-0j -1.61417e-08-0j 7.18378e-06-0j 0.140382-0j -1.55324e-09-0j -0.000183228-0j 5.29136e-08-0j -5.11642e-12-0j 6.04816e-07-0j -6.10716e-07-0j 9.42922e-08-0j -9.52121e-08-0j -2.81505e-05-0j 2.84251e-05-0j 1.05422e-08-0j 6.66747e-08-0j -1.0645e-08-0j -6.73252e-08-0j -4.54277e-06-0j 7.85768e-09-0j 4.58709e-06-0j 9.8221e-10-0j 0.000756838-0j -7.93435e-09-0j -9.91793e-10-0j -0.000764222-0j -5.3537e-07-0j -0.0147954-0j 5.40593e-07-0j 8.18509e-11-0j 1.11493e-05-0j 0.0149398-0j -8.26494e-11-0j -1.12581e-05-0j -2.49401e-09-0j 2.51834e-09-0j 2.03814e-13-0j -2.05802e-13-0j 
-4.75168e-07-0j 1.1e-05-0j -0.000864121-0j 0.0177727-0j -0.00021579-0j -0.0554229-0j 0.00027616-0j 4.21748e-07-0j -9.56607e-06-0j -5.04016e-06-0j -1.01827e-05-0j 0.000103663-0j -0.0173965-0j -8.97196e-07-0j 0.0664382-0j -0.00203359-0j 0.0160652-0j -3.18104e-05-0j -2.85113e-07-0j 2.87894e-07-0j 6.37646e-06-0j -6.43867e-06-0j 3.29174e-06-0j -3.32386e-06-0j -6.77025e-05-0j 4.53745e-06-0j 6.8363e-05-0j -4.58172e-06-0j -7.62027e-05-0j -0.000153953-0j 7.69462e-05-0j 0.000291023-0j -8.90129e-05-0j 0.000155455-0j -0.000293862-0j 8.98813e-05-0j -0.123121-0j -1.35648e-05-0j 0.124322-0j -0.0144629-0j -0.0057091-0j 1.36971e-05-0j 0.014604-0j 0.00576481-0j -0.00191311-0j 0.00193177-0j 2.22452e-06-0j -2.24622e-06-0j 
-2.14659e-08-0j 8.30522e-07-0j 4.08315e-07-0j 0.00270453-0j 8.47648e-08-0j 0.000273327-0j 0.0530631-0j -1.97366e-08-0j 7.48186e-07-0j -2.46707e-09-0j 4.76518e-07-0j -1.6341e-05-0j -1.42317e-05-0j -1.45373e-10-0j -0.0324495-0j -1.66779e-06-0j -0.00187335-0j 0.0199577-0j 1.25134e-08-0j -1.30136e-08-0j -4.67732e-07-0j 4.86426e-07-0j 1.51114e-09-0j -1.57154e-09-0j 1.00092e-05-0j -1.99146e-07-0j -1.04093e-05-0j 2.07105e-07-0j -5.84664e-08-0j 1.12929e-05-0j 6.08033e-08-0j -0.000133309-0j -2.03252e-08-0j -1.17442e-05-0j 0.000138637-0j 2.11376e-08-0j -0.000190391-0j -3.44517e-09-0j 0.000198001-0j -0.15122-0j -1.36058e-05-0j 3.58287e-09-0j 0.157264-0j 1.41496e-05-0j -0.00373549-0j 0.00388479-0j -0.0026563-0j 0.00276247-0j 
-2.9098e-07-0j 4.47507e-06-0j 1.10732e-05-0j -2.46006e-05-0j 0.0253107-0j 0.00222226-0j -1.18302e-06-0j 2.58267e-07-0j -3.89172e-06-0j -9.32394e-06-0j 2.15223e-08-0j 2.07144e-05-0j 0.000148098-0j -0.00997253-0j 6.10839e-06-0j 0.11716-0j -0.000314062-0j 1.01881e-07-0j -1.74595e-07-0j 1.76299e-07-0j 2.5941e-06-0j -2.61941e-06-0j 6.08949e-06-0j -6.1489e-06-0j -1.35287e-05-0j -1.92473e-08-0j 1.36607e-05-0j 1.94351e-08-0j -9.36521e-05-0j 2.16175e-07-0j 9.45658e-05-0j -3.86273e-06-0j -0.000108862-0j -2.18284e-07-0j 3.90041e-06-0j 0.000109924-0j 0.00051483-0j -0.100167-0j -0.000519853-0j -6.48315e-07-0j -0.0218473-0j 0.101144-0j 6.5464e-07-0j 0.0220605-0j 2.47577e-05-0j -2.49992e-05-0j -5.68971e-09-0j 5.74523e-09-0j 
-2.93934e-08-0j 9.08843e-07-0j 7.44414e-07-0j -1.53381e-05-0j 0.00169559-0j -0.0284734-0j -0.00161078-0j -2.70254e-08-0j 8.18742e-07-0j 6.4932e-07-0j -2.25212e-09-0j -1.33787e-05-0j -2.07354e-05-0j -1.10313e-05-0j 0.000121823-0j -0.0249602-0j 0.0944277-0j -0.000290873-0j 1.71347e-08-0j -1.78195e-08-0j -5.1184e-07-0j 5.32297e-07-0j -3.97724e-07-0j 4.1362e-07-0j 8.19479e-06-0j 1.88892e-09-0j -8.52232e-06-0j -1.96442e-09-0j 1.22976e-05-0j -4.26533e-08-0j -1.27891e-05-0j -7.22501e-05-0j 3.52409e-06-0j 4.43581e-08-0j 7.51378e-05-0j -3.66494e-06-0j -0.00020754-0j -0.000208924-0j 0.000215836-0j 0.000274698-0j -0.134794-0j 0.000217274-0j -0.000285677-0j 0.140182-0j -0.0217955-0j 0.0226667-0j 2.55347e-05-0j -2.65553e-05-0j 
2.16883e-08-0j -8.39129e-07-0j -4.12546e-07-0j -0.00273256-0j -8.56433e-08-0j -0.00027616-0j -0.053613-0j -1.92501e-08-0j 7.29745e-07-0j -2.40626e-09-0j 4.64773e-07-0j -1.59382e-05-0j -1.38809e-05-0j -1.4179e-10-0j -0.0316497-0j -1.62669e-06-0j -0.00182717-0j 0.0194658-0j 1.30136e-08-0j -1.31405e-08-0j -4.86426e-07-0j 4.91172e-07-0j 1.57154e-09-0j -1.58687e-09-0j 1.04093e-05-0j -2.07105e-07-0j -1.05109e-05-0j 2.09126e-07-0j -6.08033e-08-0j 1.17442e-05-0j 6.13965e-08-0j -0.000138637-0j -2.11376e-08-0j -1.18588e-05-0j 0.00013999-0j 2.13438e-08-0j -0.000198001-0j -3.58287e-09-0j 0.000199933-0j -0.157264-0j -1.41496e-05-0j 3.61782e-09-0j 0.158798-0j 1.42876e-05-0j -0.00388479-0j 0.0039227-0j -0.00276247-0j 0.00278942-0j 
2.9698e-08-0j -9.18261e-07-0j -7.52129e-07-0j 1.5497e-05-0j -0.00171316-0j 0.0287684-0j 0.00162747-0j -2.63593e-08-0j 7.98562e-07-0j 6.33315e-07-0j -2.19661e-09-0j -1.3049e-05-0j -2.02243e-05-0j -1.07594e-05-0j 0.00011882-0j -0.0243449-0j 0.0921003-0j -0.000283704-0j 1.78195e-08-0j -1.79934e-08-0j -5.32297e-07-0j 5.37491e-07-0j -4.1362e-07-0j 4.17655e-07-0j 8.52232e-06-0j 1.96442e-09-0j -8.60547e-06-0j -1.98359e-09-0j 1.27891e-05-0j -4.43581e-08-0j -1.29139e-05-0j -7.51378e-05-0j 3.66494e-06-0j 4.47909e-08-0j 7.58709e-05-0j -3.7007e-06-0j -0.000215836-0j -0.000217274-0j 0.000217941-0j 0.000285677-0j -0.140182-0j 0.000219394-0j -0.000288464-0j 0.141549-0j -0.0226667-0j 0.0228878-0j 2.65553e-05-0j -2.68144e-05-0j 
1.54917e-09-0j -7.19754e-08-0j -1.9515e-08-0j 2.03228e-06-0j 1.41197e-06-0j 0.00379158-0j -0.0242685-0j 1.42436e-09-0j -6.48398e-08-0j -1.7022e-08-0j 1.18697e-10-0j 1.77266e-06-0j 8.16792e-07-0j -3.03008e-09-0j -3.26142e-05-0j -3.4775e-05-0j -0.0393278-0j 0.0642219-0j -9.03078e-10-0j 9.39173e-10-0j 4.05349e-08-0j -4.2155e-08-0j 1.04264e-08-0j -1.08431e-08-0j -1.0858e-06-0j -9.9555e-11-0j 1.1292e-06-0j 1.03534e-10-0j -4.84418e-07-0j 3.37791e-09-0j 5.03779e-07-0j 1.93426e-05-0j 1.95301e-09-0j -3.51292e-09-0j -2.01157e-05-0j -2.03107e-09-0j 1.36779e-05-0j -8.62309e-08-0j -1.42246e-05-0j -0.000230012-0j -0.000379452-0j 8.96774e-08-0j 0.000239206-0j 0.000394618-0j -0.163335-0j 0.169863-0j -0.0179456-0j 0.0186628-0j 
-1.56522e-09-0j 7.27212e-08-0j 1.97172e-08-0j -2.05334e-06-0j -1.4266e-06-0j -0.00383088-0j 0.02452-0j 1.38926e-09-0j -6.32417e-08-0j -1.66025e-08-0j 1.15771e-10-0j 1.72897e-06-0j 7.9666e-07-0j -2.9554e-09-0j -3.18104e-05-0j -3.39179e-05-0j -0.0383585-0j 0.062639-0j -9.39173e-10-0j 9.48336e-10-0j 4.2155e-08-0j -4.25663e-08-0j 1.08431e-08-0j -1.09489e-08-0j -1.1292e-06-0j -1.03534e-10-0j 1.14021e-06-0j 1.04544e-10-0j -5.03779e-07-0j 3.51292e-09-0j 5.08694e-07-0j 2.01157e-05-0j 2.03107e-09-0j -3.54719e-09-0j -2.0312e-05-0j -2.05088e-09-0j 1.42246e-05-0j -8.96774e-08-0j -1.43633e-05-0j -0.000239206-0j -0.000394618-0j 9.05524e-08-0j 0.000241539-0j 0.000398468-0j -0.169863-0j 0.171521-0j -0.0186628-0j 0.0188449-0j 
-4.2257e-11-0j 2.61999e-09-0j -5.56785e-12-0j -1.03725e-07-0j 2.67402e-10-0j 3.04486e-06-0j 0.00634425-0j -3.88527e-11-0j 2.36025e-09-0j -4.85659e-12-0j -3.23772e-12-0j -9.0475e-08-0j 3.1099e-10-0j -2.86177e-13-0j 2.504e-06-0j -9.23407e-09-0j -5.29526e-05-0j -0.053539-0j 2.46335e-11-0j -2.5618e-11-0j -1.47552e-09-0j 1.53449e-09-0j 2.97477e-12-0j -3.09367e-12-0j 5.54181e-08-0j 2.71559e-12-0j -5.7633e-08-0j -2.82412e-12-0j -1.8444e-10-0j -1.2296e-10-0j 1.91812e-10-0j -1.48506e-06-0j 2.77158e-13-0j 1.27875e-10-0j 1.54441e-06-0j -2.88236e-13-0j 7.30197e-09-0j -1.08682e-11-0j -7.59382e-09-0j 2.96087e-05-0j -1.51568e-07-0j 1.13026e-11-0j -3.07921e-05-0j 1.57626e-07-0j -0.000446618-0j 0.000464468-0j -0.186561-0j 0.194018-0j 
4.26949e-11-0j -2.64714e-09-0j 5.62555e-12-0j 1.048e-07-0j -2.70173e-10-0j -3.07642e-06-0j -0.00641-0j -3.78951e-11-0j 2.30207e-09-0j -4.73688e-12-0j -3.15792e-12-0j -8.8245e-08-0j 3.03325e-10-0j -2.79124e-13-0j 2.44229e-06-0j -9.00647e-09-0j -5.16474e-05-0j -0.0522194-0j 2.5618e-11-0j -2.5868e-11-0j -1.53449e-09-0j 1.54947e-09-0j 3.09367e-12-0j -3.12385e-12-0j 5.7633e-08-0j 2.82412e-12-0j -5.81953e-08-0j -2.85168e-12-0j -1.91812e-10-0j -1.27875e-10-0j 1.93683e-10-0j -1.54441e-06-0j 2.88236e-13-0j 1.29122e-10-0j 1.55948e-06-0j -2.91048e-13-0j 7.59382e-09-0j -1.13026e-11-0j -7.66791e-09-0j 3.07921e-05-0j -1.57626e-07-0j 1.14129e-11-0j -3.10926e-05-0j 1.59164e-07-0j -0.000464468-0j 0.000469-0j -0.194018-0j 0.195911-0j 
