0.00366508-0.00846896j 0.00353417+0.00782914j 0.00156676+0.0052404j 0.00200662-0.00887665j 0.00174361+0.00133858j -0.000140759+0.00428034j 0.00249393-0.0071201j -0.000864913-0.00397197j -0.000693824+0.000687573j -0.000838005-0.000866838j -0.00109864-0.000610626j 0.00164108-0.00879082j -0.00125044+0.000207413j -0.00130056+0.000540385j 2.28763e-05-0.000344586j -0.000296016-0.00103181j -3.74396e-05+0.00232102j -0.00102392+0.00614528j 0.000117435-0.000358513j -0.000388942+0.00340864j 0.00179426-0.00271373j -0.000122783+0.00035072j 0.000255555+0.00186631j 0.000532545+0.000444694j -0.000116053+0.00151219j -0.000141219-0.00267615j -0.0017253-0.0023883j 0.000116689-0.000953612j 0.00135734-0.00298716j -0.000154119-0.000975741j 0.000417958-0.00340846j 0.00191314-0.00439341j 0.000637439-0.00409565j 0.000144797-0.000102225j 0.000223266+0.000768337j 0.000159264+0.00136908j -8.75537e-05-0.00174029j 0.00102006-0.00424983j -0.00200604+0.00481929j 0.000622984+0.00019635j -0.00186228+0.00065277j -0.00106649+0.00325608j 0.00262216-0.00497008j 0.000719263-0.00442855j -8.13033e-05+0.00260552j -0.00441072+0.0039832j 0.000239366+0.00134703j -0.00416336+0.0104826j -0.00344742-0.00113055j -0.00186264-0.0202337j -0.0151937+0.0514208j 0.000438478+0.931986j 
0.00223652-0.00772924j 0.000496469+0.0142839j 0.00622597+0.0264407j 0.00268158-0.0367902j -0.00789485+0.0924206j -0.011051+0.0112205j 0.0018814+0.0371631j -0.00505095+0.0335363j 0.00101813+0.0489251j 0.00439654+0.0279392j -0.00678129-0.058398j 0.0042381-0.0685142j 1.59224e-05+0.0709719j -0.00431872+0.204408j -0.00147223+0.0265095j 0.00751718-0.02892j 0.00134248-0.0104506j 0.00353347-0.108399j -0.00217563-0.0209576j -0.000733248+0.379523j -0.00142827-0.302801j 0.00218927+0.0436254j -0.00745982-0.191059j 0.000386832+0.130926j -0.0050935-0.00971086j -0.0877614+0.104703j 0.176631-0.0398543j -0.0014094+0.00372186j 0.00184117+0.0349958j -0.00135963-0.0103167j -0.00272383+0.00294081j -0.00108091-0.0202269j -0.00187629+0.0127855j 0.00402519-0.00779083j -0.00159418+0.0527981j -0.00219898+0.00327715j 0.00421581+0.0365689j 0.00184156-0.0168019j -0.00194974-0.0300664j -0.00078783+0.0375423j 0.00272516-0.0204658j -0.00379978-0.0042591j 0.00166663+0.0221027j 0.00280671+0.00587678j -0.000106991+0.00840804j -2.78183e-05-0.0058271j -0.00114447+0.00536673j -0.00155681-0.0117152j -0.00151761-0.0162395j 0.00258618-0.00752407j -0.00200378-0.0126222j 0.00200222-0.00652724j 
-0.00422941-0.017651j 0.00493946-0.0139209j 0.00289112+0.0195546j 0.00291237-0.0765883j 0.00988614+0.0253245j -0.00159833+0.0299686j -0.0033151-0.0543076j -0.0023+0.153674j 0.00570551-0.0600762j -0.00178905+0.0400523j -0.00708182+0.0151278j -0.00194913+0.0337707j 0.00229359-0.00549548j -0.00326605+0.0884363j 0.000181817+0.292115j 0.0026677+0.117348j -0.000872982+0.0342535j -0.000546829-0.159017j -0.000266936-0.413442j -0.00323311-0.321888j 0.00376598+0.0707345j -0.00431756+0.127367j 0.00050356+0.0371241j -0.000486661+0.0114268j -0.00132554-0.0151803j -0.043017-0.00453872j 0.0258393-0.0364375j 0.00168359+0.0280247j 0.00151784+0.055321j 8.303e-06-0.0121924j -0.000887373-0.0357894j 0.00145154+0.0109534j 0.000398348-0.0135017j -0.00124472+0.00881467j 0.00199225+0.0169523j 0.00165383+0.0330184j 0.000587564-0.00637482j 0.00134086+0.00123669j -0.00113777+0.00659928j -0.000903557+0.0176998j -0.00372395-0.0213942j -0.00183172+0.0148592j 0.00207299+0.0152952j -0.00177566-0.0332782j -0.00151527+0.0199715j -0.000211837-0.00381178j -0.000389018+0.0266571j -0.00305435-0.0113853j -0.000648174+0.00144166j -0.000173169-0.00291572j -0.00324924+0.0115694j -0.00180884-0.0175085j 
0.000709815+0.0187781j -0.00607966+0.00438047j 0.00557777-0.040255j -0.00276382+0.0065648j -0.00493169-0.0264759j 0.00064055+0.034118j 0.000815027+0.06338j 0.00731283-0.0831115j -0.000858109-0.0370863j 0.000233023+0.0562902j 0.00223344+0.0298074j -0.00111609-0.0181712j -0.00395458-0.0401169j 0.00424418+0.0116099j -0.00642778+0.155803j 0.0015175+0.146193j -0.000205796+0.746945j -0.000549952-0.241055j 0.00107723+0.0056671j -0.00150553-0.0859509j -0.000188713-0.0591651j -0.00105618+0.0469249j -0.000216665-0.0669079j -0.00057167+0.0192442j -0.000878629+0.0221341j -0.0047927+0.0265042j 0.0307718+0.00358724j -0.000888464-0.037844j 0.000914955-0.0286927j 0.000850919-0.0130343j -0.00101011+0.0131022j -0.000109182+0.0147985j 0.000961725+0.0100103j -0.000253744-0.0141059j -0.00134468-0.0182697j -0.00258499-0.0207163j 6.38024e-05+0.00303291j -0.00199862-0.0127337j -0.000184577-0.0179089j -0.000953153+0.0229694j 0.000492049+0.0219759j 0.00286306+0.00999776j 0.000852304-0.012868j -0.00198911+0.0104416j -0.00103791+0.012202j -0.000212786+0.00606832j 0.00279322+0.00163427j 0.000248064+0.00717406j -0.000142426+0.00112708j 0.00132476-0.00505082j 0.000795082-0.00132283j 7.7032e-05+0.00713272j 
0.00398712-0.0114424j -0.00106129+0.00978496j 0.00420835-0.0884422j -0.0125794+0.0417497j -0.0108501-0.0424212j 0.00336778+0.056288j 0.00750558+0.0681183j 0.00867465-0.0975759j 0.00154432+0.00569051j 0.00343974+0.030544j 0.00114321+0.0616146j -0.00187834-0.00917501j -0.00324402-0.177272j 0.00251846+0.0570997j -0.00100322-0.20595j 0.00274569+0.219712j -0.00358406-0.351104j -0.00302196-0.244207j 0.00165652-0.397469j -0.000559956-0.0738617j 0.00323865+0.0931692j 0.00026259-0.0517329j -5.83215e-05-0.034607j 0.0015881+0.11598j 0.00111987+0.0349729j 0.00331821+0.0431461j 0.0311938+0.0153424j 0.000996075-0.0418653j 0.00117946-0.0478539j 0.00490886+0.0268469j -0.000339697+0.0332911j 0.000330678+0.010439j 0.00065582-0.0142108j 0.000144136-0.0105478j -0.00204175-0.0116568j 0.00282996-0.0099546j -0.00213949-0.0185458j -0.00181881-0.0276972j -0.00376607-0.0101375j 0.000485671+0.00790482j 0.000480121-0.00538152j -0.000212833+0.00579789j -4.02074e-05-0.0142869j -0.00227309+0.0209293j 0.000517405+0.0213891j -0.000367285+0.00287238j 0.00420971+0.00996943j -0.00213908+0.0167468j -4.19084e-05+0.0251644j -0.00206826-0.00482321j -0.00201417-0.00236661j 0.00130292-0.00177432j 
-0.00941896+0.0141497j -0.00269859-0.0305296j 0.00302339-0.0263837j 0.00448894-0.0353212j 0.00926119-0.0629563j 0.00426248+0.0010653j -0.0158343+0.13528j 0.00948279+0.0536057j -0.00340141-0.115679j 0.00548732+0.000675126j -0.00408667+0.034879j 0.00353709+0.0202087j -0.00385456-0.0320421j -0.00292195-0.207734j 0.000313216+0.353766j -0.00214813+0.111433j 0.00147732-0.298018j 0.0015882-0.106058j 0.00267456+0.188997j 0.00110108+0.0784627j -0.00237326-0.173938j 0.000192613+0.0695076j 0.00115643+0.0286879j -0.000198241-0.0167344j -0.0012398+0.0156947j -0.0300333-0.0322084j -0.00505796-0.0341201j -0.0003337+0.0153738j -4.12471e-05-0.00628989j -0.00356602+0.00180408j 0.000676623-0.00482453j 0.000551804-0.0326388j -0.0033335-0.0217305j 0.00312873+0.0399734j 0.00157203-0.0257002j 0.00126964-0.000526809j 0.00111409+0.0164135j 0.00204226-0.0394833j 0.0015168-0.00556585j 0.000276347+0.0263594j -0.000496318+0.0108578j 0.000100109+0.0137807j 0.00179409-0.00260189j 0.000358078-0.0174112j -0.000875506+0.0112916j -0.00116179+0.0111339j 0.00175166+0.0163011j -0.0012236+0.00528181j 0.000869947-0.0111386j 0.00298641+0.00245336j 0.000698366+0.0152271j -0.000931819+0.0081308j 
-0.000775911+0.00599513j -0.00405714+0.00569968j 0.00588738-0.0433579j -0.0055504-0.0121253j -0.00730206+0.0269646j 0.000104354-0.016673j 6.58949e-05+0.0543626j -0.00155021+0.0431645j 1.01081e-05-0.0414334j 0.00118611+0.0838691j -0.00162492-0.0543469j 0.00104692+0.157118j 0.00389752-0.0481667j 0.00129914+0.0521666j -0.00159933-0.062557j 0.00573734+0.529333j -0.00107724+0.10067j 0.0020187+0.583482j 0.000819524-0.0700076j -0.00057735-0.00711848j -0.00126427-0.0389713j 0.00254127+0.0524077j 0.00442196-0.00212519j -0.00309064-0.00745973j 0.00365501+0.021974j -0.0285272-0.0188256j 0.00412667-0.024993j 0.00290253+0.0162587j 0.00113347-0.00509837j 0.0023477+0.0132288j -0.00288975-0.00732106j 0.00241925-0.00106276j -0.0014756-0.0110585j 0.000781126+0.0292419j 0.00101883-0.0395103j -0.00031589+0.00192505j 0.00119934+0.0235358j -0.00101857-0.0197264j 0.00207838-0.00698974j -0.0008877+0.0206625j 0.00126469+0.0114642j -0.00103208+0.00152537j 0.000679729-0.00583024j -0.00341524-0.0263316j -0.00179336+0.0149143j 0.000804711-0.00211639j -0.00363305+0.0134847j 8.16942e-05-0.014896j -0.00292885-0.00460587j -0.000722304-0.013739j 0.00352916+0.00225723j 0.00103481+0.0132038j 
-0.00196373+0.0124858j -0.00535153+0.00488018j 0.0128548-0.0493336j -0.00124386-0.0773181j 0.0048268-0.0639745j 0.00116747+0.0683651j -0.00517745+0.0298109j 0.00836172+0.0498094j 0.004077-0.12399j 0.00242266+0.0766523j -0.00464085+0.12744j -0.00466219+0.154312j -0.000420538+0.17095j 0.000939356+0.0322927j -0.00197441-0.437102j 0.00114805-0.410332j 0.00133597+0.0837143j -8.77029e-05+0.174656j -0.00421345-0.134158j -0.00297691+0.0212921j 0.00161237-0.0905081j 0.00226723+0.0728005j 0.00156651+0.00838336j -0.00222122+0.0276676j 0.000315305+0.0249568j -0.0555977-0.0202993j 0.0198562-0.0465212j 0.00152595+0.00420615j 0.00159892+0.00112844j 0.000681463-0.00291833j -0.00415125-0.015797j 0.00101947+1.72679e-05j -0.00121823-0.00608532j 0.000593738+0.00649946j 0.000659326-0.0577615j 8.58535e-05+0.00714514j -0.000749722-0.0110809j 0.000424152-0.0190848j 0.000143245-0.0105489j -0.0018893+0.0456493j 0.00111355+0.0137879j -0.00147279+0.00699963j 0.00153373+0.0259141j 0.000238774-0.0266041j -0.00179831+0.0364582j 0.00208611+0.0160586j 0.0022477+0.0139695j 0.00139967-4.17953e-05j -0.00107628+0.00662613j -0.000831263-0.0098885j 0.0023882+0.0083074j -0.000460228+0.00331789j 
0.00068168+0.00498678j -0.00369506-0.0018583j 0.00283335-0.0473807j -0.00874656+0.0662682j -0.0138821-0.01097j 0.00437164-0.0259958j 0.00926187+0.00936513j 0.000938318-0.0729754j -0.000118995+0.00927107j -0.0024751+0.105404j 0.00238116-0.0725377j -0.0043805+0.0646649j 0.00437442-0.0892263j 0.00131626+0.0638558j 0.00117361+0.550702j 0.00179177-0.428291j 0.000682377-0.0480098j 0.0017906+0.238575j -0.000575555-0.194208j -0.00367616+0.0231845j -0.00105324-0.0511549j 0.00363777-0.00372191j 0.000952594-0.0334914j -0.00149197+0.0323454j -0.000300037+0.00205979j -0.0120462+0.00376265j 0.00805528-0.0042425j 0.00202306-0.0163002j -0.000599475-0.0317511j -0.00249745-0.0265866j -0.00136492+0.0351816j 0.000595355-0.0232398j -0.00310007+0.000329646j 0.000206872-0.00694222j -0.000694001-0.0349157j 0.000583441-0.00525633j -0.000165744-8.01344e-05j 0.00251916+0.00564789j 0.00181687+0.0232588j 0.000533216+0.0215818j 0.000330451+0.0186815j 0.000929766+0.0115732j 0.00227507-0.00676854j 0.00260149-0.0039429j 0.00254644-0.0132386j 0.000926927+0.00325048j 0.000168361-0.0225005j 0.00264387+0.0125055j 0.00101443+0.00399786j -0.00139359+0.00168944j 0.00164181-0.000481046j 0.000962831+0.00949277j 
0.00296881-0.0298465j 0.0062615+0.00966935j 0.00199696-0.0171278j 0.00044855-0.0400996j 0.00711315-0.0661705j 0.000238974-0.0417594j -0.00374914-0.018276j 0.0007857-0.00280827j -0.00311761+0.00477355j -0.00218193-0.0328009j 0.00267028+0.0445035j 0.00201524+0.133861j -0.0013768-0.317813j -0.00105212+0.772996j 0.00212502+0.0222161j -0.00295404-0.000300483j -0.00274301-0.0221962j 0.00022088-0.0178748j 0.00313957+0.0901667j -0.000701594+0.00940943j 0.000355249+0.0172338j -0.000654751-0.0280388j -0.00198006+0.0159055j 0.000799715-0.00346338j -0.000716919-0.000701757j 0.0100061-0.0200632j -0.0287506+0.00337648j -0.00140036-0.0106687j -0.000370131+0.0126033j 0.000222634-0.0144352j 0.000495202-0.0254228j 0.00157298+0.0163955j 3.78795e-05-0.0214822j -0.000515455+0.0232157j -0.000263152+0.00885246j -0.000294769+0.0103708j 0.00133732+0.00965511j 0.00153329+0.00830424j -0.000927048+0.00386319j -0.000883872+0.00270654j 0.000224699-0.012135j -0.000961361+0.00372303j 0.000840292+0.00773024j 0.000356435-0.00523782j 0.00196903-0.00566361j -0.000180277-0.0123384j -0.00239047+0.00372112j -0.000620744-0.00340315j -8.25973e-05+0.00257512j 0.00019107+0.00410076j -0.00132997+0.00286279j -0.000155219-0.010676j 
-4.57628e-06-0.0325846j 0.00689676-0.0157687j -0.0030437-0.0585676j -0.0084954+0.0343186j -0.00211687-0.0320105j 0.00338912-0.0497803j 0.0011854+0.0510402j 0.00382731-0.0538897j -0.00153188+0.0825387j 0.000972935-0.135694j 0.00255772+0.0247016j 0.00344964+0.00225453j -0.00171453+0.741573j 0.000956239+0.261983j 0.00473518+0.0998604j 0.00406444+0.0513473j -0.00338561+0.0109209j -0.00184846-0.0185644j 0.00322815+0.0122539j 0.00262518+0.0358245j -0.00267951-0.00644867j -0.00218977-0.00646111j 0.000248248+0.0405067j -0.00144258-0.0104652j 0.00188728+0.0218718j 0.0196773-0.00723651j -0.023199+0.0108733j 0.0018403-0.00373272j 0.000224162-0.0297889j -0.00100801-0.0144335j 0.00139791+0.0106179j 0.00216263-0.00316228j 0.00035086-0.0219226j -0.000733244+0.00335034j 0.00162265+0.0360636j -0.000497498+0.0102847j 0.00238178-0.010705j 0.00126464-0.00411606j 0.00121602+0.00426617j 0.00242207-0.0155677j -0.00120992-0.0275931j -0.00164868+0.00773804j 0.000114921-0.0205017j 0.000262481+0.000371736j 0.00170957-0.0113427j 0.000777244-0.00704308j -0.000978269-0.00346942j -0.00273497+0.0080022j 0.00329637-0.00927915j 0.00352602+0.017462j -0.00194543+0.00513601j 0.00130068-0.00251557j 
0.0145256+0.0321565j -0.0136894+0.092251j 0.0111254+0.0504951j 0.00890814-0.0800383j -0.0031559-0.0267344j -0.00555897+0.0514211j -0.00574114-0.0351765j 0.00271129-0.09732j 0.00365421-0.024946j 0.00446946+0.232807j 0.0069452+0.0489329j 0.00081716-0.529147j 0.00286658+0.149943j 0.00415762+0.106302j 0.000780941+0.101635j 0.00052465+0.0990321j -0.00117804-0.101051j -0.00123586+0.038601j 0.00270713-0.0113485j -0.00016628+0.0285466j -0.00269437+0.0552967j 0.00108153+0.0310694j -0.00127808-0.0179403j -0.0022525+0.0557316j -0.00308409-0.00594302j 0.00175061-0.0399795j -0.0433221-0.00624303j 0.000656796+0.00390174j -0.000158156+0.00459392j 0.00228113+0.0565175j 0.000448921+0.000136386j -0.00252961+0.0387825j 0.00138597+0.0122544j -0.000105304-0.0127544j -0.000264731-0.0289935j 0.000441211-0.0289134j 0.00101695+0.0137817j -0.000374159-0.0120854j 0.00139606-0.0184786j -0.00122187+0.0336835j 0.00338721+0.0117024j -0.00127851-0.0361407j -0.0019349+0.00411052j 0.000400687+0.0209705j 0.00188869+0.0321567j 0.00346171-0.0232574j -0.0031058-0.0290682j 0.000260724-0.016708j -0.00139843+0.0126155j 3.8854e-05-0.0199122j 0.00150404-0.0306416j 0.00365169-0.00286144j 
0.0147234-0.0931732j 0.0133588+0.0427564j 0.011892-0.058081j -0.00901335-0.0887532j -0.000244105-0.0827898j -0.00588456-0.0397319j 0.00482909-0.0813619j -0.00123312+0.0312221j 0.00438388+0.18847j -0.00314063+0.141774j -0.000500655+0.470587j 0.00751333+0.17719j 6.73418e-05-0.045134j -0.00119023-0.27741j -0.00177094+0.112193j 0.00252373-0.0100246j 0.000638239+0.0468866j 0.0013883+0.0167618j 5.41393e-05+0.0390006j 0.000761971+0.093888j 0.00155609+0.0845372j 0.00120312-0.0657503j -0.00118231+0.0123586j 0.00158563+0.0333501j -0.000359158+0.0106372j 0.00974476+0.0336373j 0.0260974+0.0166629j 0.00174126-0.00633565j -0.000695423+0.00794712j 0.00154116-0.018576j 0.00149904-0.00605022j 0.00170983+0.0351763j -0.00129225-0.0383405j -0.000525119+0.00478352j -0.00109721+0.0557903j -0.00168385+0.0128326j 0.0004561-0.00616847j -5.98974e-05+0.00558479j -0.000263983-0.00994325j 0.00331873-0.00162328j 0.00214965-0.0570764j -0.0025333-0.00902084j 0.00221915+0.0119363j 0.00287435-0.00382466j 0.0016651-0.0234146j -0.00179003-0.0272886j -0.00203425+0.0128239j -0.00156297-0.00349619j -0.000314751+0.0205559j -0.00258989+0.00689312j -0.00419764+0.000754576j -0.000274635-0.0291428j 
0.00733261-0.0279074j 0.0025853+0.0273918j 0.00691054-0.00955939j -0.00100528-0.0746867j 0.00414238-0.073599j -0.00187504-0.0285978j -0.00169808-0.0544734j 0.00212273-0.0115599j -9.65938e-05+0.206091j 0.000253153+0.259251j -0.00122039-0.709064j 0.000910322+0.288389j -0.00383702+0.053937j 0.00244205-0.0830923j 0.00173093+0.0195764j 0.00163949+0.00200868j -0.0017143-0.000429516j -0.00158695-0.0423336j -0.000835782+0.0105841j 0.00237599+0.0184607j -0.00133625+0.0502323j 0.000917973-0.0179177j 0.000171841+0.0184399j 0.000609893+0.0120586j 0.00252495+0.0126724j 0.00399403-0.000297113j -0.00417301+0.0037076j 0.00136442+0.0146516j 0.000495839+0.0072284j 0.000295386+0.0186374j 0.000292159-0.00278166j -0.0005384+0.0265775j 0.00326107+0.0027853j -0.00122547-0.00114405j -0.00159096+0.0142542j -4.86939e-05+0.00777481j -0.00198114-0.00605521j 6.50675e-05+0.00370934j -0.000639335-0.015339j -0.000342617-0.0151127j -0.00086392-0.0222487j -0.000770281-0.0104123j -0.000311003+0.00117741j -0.0012342+0.00179777j 0.000185918+0.0049689j 0.00111442-0.0139132j 0.000843353-0.00108636j -0.00033225-0.0033526j 0.00135826+0.014081j -0.000496503+0.0074437j -0.00226905+0.00362285j -0.00233052-0.0159318j 
0.00430598+0.0540421j -0.0121221+0.0454059j -0.000443001+0.121052j 0.0144127-0.00617686j -0.00389902+0.0562384j -0.00263616+0.0727474j -0.00108251-0.100793j -0.00400644-0.0967655j 1.98912e-05-0.146758j 0.00301385+0.0191672j -0.000657165+0.236504j 0.00432541+0.607531j -0.00176514+0.148375j -0.00184067+0.0634325j 0.00107425+0.0898404j 0.000120625+0.0523591j -0.00191223-0.0919193j -0.000378577-0.0876534j -2.60246e-05-0.0237154j -0.000398436-0.025142j -0.00270259-4.25895e-05j 7.1406e-05+0.0154561j 0.00142317-0.0342019j -0.00108158+0.0259773j 0.00231134+0.00195623j 0.00292301+0.000906807j -0.00199849+0.000657649j 0.000925923+0.00106693j -0.00045171-0.0141959j -0.00243466+0.0332344j 0.00183188+0.0226071j 0.000986881+0.0243297j 0.000270911+0.0215117j -0.000610897-0.0115689j -0.00169613-0.0192265j -0.000589799-0.0247271j -0.000212228+0.00996366j 0.0026307-0.00748272j 0.00107649-0.01514j 0.00112788+0.0179529j 0.00215964+0.0337124j 0.00185977-0.0293899j 0.00223697-0.00426043j 0.00189302+0.0157298j -0.00119893+0.0148454j 0.000214336-0.000572783j 0.00101995-0.0337396j -3.42432e-05-0.00729652j -0.00218991+0.00116363j 0.00112966-0.0228132j -0.00486967-0.0258295j 0.00163998-0.0126355j 
0.00953578-0.0246968j -0.00244695+0.0423919j 0.0106335-0.0133075j -0.00169668-0.0526286j -0.00284047-0.0634895j -0.00422516+0.0449721j -0.000755837+0.0114634j 0.0024669-0.0630334j -0.00229545-0.140476j 0.00118145-0.790048j -0.00250187-0.181947j -0.00432995+0.0303528j 0.00194314-0.0572622j 3.36282e-05-0.0815814j -0.000626957+0.0570047j 0.000796029-0.00726429j -0.00108581-0.00331769j -0.0012374+0.0237182j -0.000478773-0.0163821j -0.00360583+0.00315981j -0.00150222+0.0280036j 0.000888715-0.000586388j 0.000636304-0.0051485j 7.90312e-05+0.0271434j 0.00179269+0.00204861j -0.00335566+0.00666627j 0.00878507-0.00014447j -0.00167715-0.0100867j -0.000111931+0.00757446j -0.00138541+0.00342602j -0.000834824+0.00344051j -7.64241e-06+0.0184086j 0.000858765+0.0103328j -5.65929e-05-0.00242845j -0.000966323+0.00408773j -0.000662068+0.00156459j 0.000789416+0.00976908j -0.000911023-0.00319848j -0.000188339-0.0128625j 0.000727712+0.0152019j -0.00104054-0.00966342j 0.00135553-0.00312868j -0.00118457-0.0136172j -0.00265001+0.0123119j 0.00204033+0.00261011j -0.00149743-0.0256399j -0.000618795+0.00116991j -0.0012299-0.00169853j 0.00119539+0.025857j -0.00369051+0.00116841j -0.000896625-0.00432184j -0.000587399-0.0111094j 
0.00357329-0.0364871j 0.007221-0.00910558j 0.000168651-0.0304304j -0.00523456-0.0097963j -0.00101786-0.012213j -0.00281898-0.0808407j 0.00612617-0.116709j -0.00396047+0.0117582j 0.00137942-0.84113j 0.00422915+0.178933j 0.00332629-0.0987085j -0.000253595-0.0316044j -0.000353517+0.0357879j -0.00434556-0.0234431j 0.00175213+0.00203984j -0.000401253+0.00640648j -0.00229974+0.0202058j -0.00035591-0.0225939j -0.00129039+0.0232992j 0.00161815+0.0250942j -0.00233228+0.0125373j -0.000739418-0.0188931j 0.000419504+0.0202083j -0.000563746-0.0058301j -0.00211218-0.0164648j 0.0101813+0.0118836j 0.00320069+0.0106778j -0.00258927-0.00490269j 0.000613985+0.00848424j 5.20796e-05-0.00990507j 0.000936876+0.0013522j -5.97712e-05+0.00243786j 0.00192829-0.00904707j 0.000655262+0.00144835j 0.000204208+0.0391022j 0.000299312+0.0147106j 0.00217073-0.00916577j 0.000270825+0.0030782j -0.000649185+0.00598544j 0.000445568-0.0161823j 0.00183538-0.0160264j 0.00208642-0.00375492j -0.00149268+0.00179262j 0.00169433+0.0117585j -0.00100184-0.0291845j -0.00175507-0.00130416j 0.000593236+0.00927294j 9.49536e-05+0.0039696j 0.000652684-0.00841148j 0.00264077+0.0122211j -0.00029159+0.00968082j -0.00227469-0.00409264j 
-0.00278309-0.00394582j 0.00237332-0.0100231j -7.40269e-05-0.0344296j 0.000898687-0.00662924j 0.00695936-0.150017j 0.000889171-0.0939359j -0.00463964+0.360132j -0.00209605-0.800501j 0.00521637-0.0314846j 0.00021256+0.0433792j -0.0044356+0.0102038j 0.0013006+0.0150214j 0.00229325-0.0364877j -0.00382299-0.0216954j -0.000157742-0.00866727j 0.000149052-0.0103167j -0.000678386+0.00661386j 0.00209545+0.0136979j -0.00194988-0.00143042j 0.00247408+0.00630837j 0.000383145+0.00193973j -0.000873082-0.00460165j 0.00214412+0.00900216j 0.00108621-0.00081026j 0.00137699+0.000586459j -0.00525184-0.000354652j 0.000555389-0.00260595j 0.000547046+0.00349832j -0.000382333+0.00352542j 3.20615e-05-0.00202204j 0.000211857+0.000949486j 0.000493758+0.00409333j -0.000152264-0.00492872j -0.00201655+0.00397002j 0.00046344-0.00243115j 0.00126448+0.00592588j -0.00187628-0.00707043j 0.000117535-0.00355172j 0.00229885+0.00522139j 0.000699262+0.0014466j 0.00219794+0.00588924j 0.00150237-0.00600138j 0.000654959+0.00643358j -0.000100232-0.0135779j -0.00225732-0.00585308j -0.000438612+0.00967038j 0.00169954+0.0122528j 0.00128171+0.00207066j -0.0011455+0.00862053j -0.0032859+0.00154997j 0.00233534+0.00864649j -0.00195551+0.00631341j 
-0.00307354+0.0115848j -0.000260828-0.00690566j -0.00232301+0.00161105j -0.00418099+0.0626684j -0.00236117+0.0430243j -0.00277474+0.036924j -0.00416916-0.82153j 0.00506699-0.355975j 4.77366e-05+0.0544336j 0.00208824-0.0339031j -0.00340687+0.00468968j 0.00172525-0.052866j 0.000513403-0.013819j -0.000924968-0.00414463j 0.000975937-0.0060154j 0.00506045+0.0129422j -0.00102265+0.00261686j 0.00199063+0.0301972j 0.000999273+0.00305818j 0.00222675+0.0104486j -0.00132385-0.0090563j -0.00028567+0.00213578j -0.0004346+0.00483279j 0.000597173+4.8364e-06j 0.000686969+0.0061256j -0.0085013-0.00883613j -0.00318149-0.00701017j 6.96367e-05+0.00586209j -0.000700319+0.00126428j 0.000611829+0.00495768j -0.000727305+0.000416878j -0.000390522-0.00292781j -0.000817569+0.000586167j -0.000270599+0.00948125j 0.0014053-0.00531436j 5.66653e-05+0.00106684j 0.00107097+0.00363728j -0.00134287-0.0102409j 0.00190684-0.00142093j 0.000261359-0.00320032j -0.000165014+0.00361883j 5.40407e-05+0.00175599j -0.00237981-0.00815407j -0.00191524-0.00698602j 0.000324929-0.000755875j -0.000315652+0.00265479j -0.00200821+0.00737872j 0.000325499+0.00162259j 0.000572962-0.000600076j -0.00159015+0.00214276j 0.0041944-0.00295267j 0.00284535+0.0149386j 
0.001192+0.00163739j -0.00137735+0.0225599j 0.00105013+0.0432794j 0.00184643+0.0151654j 0.00479997+0.00286474j -0.000794791-0.910461j 0.00457327-0.0489778j 0.00526465+0.0536182j 0.00345755+0.0234889j -0.000185088-0.0343999j 0.000536306+0.0303276j -0.00181406+0.00260464j -0.00294063-0.00396225j -0.00173661-0.000949622j -0.00445079-0.0110075j 0.00112205+0.00442624j -0.0015165-0.00816534j -0.00309838-0.00632233j -0.00177782-0.0096238j -0.000996977-0.00706852j 0.00237644-0.00192038j -0.000677232+0.00192829j 0.00157663-0.00309614j 0.000434778+0.00330129j -0.00015106-0.00295263j -0.00146478+0.00755196j 0.00743966-0.00409941j 0.000356802-0.00141174j 0.000804798+0.00020321j 0.00222838+0.00615585j 0.000661541+0.00332247j 0.00214698+0.00460465j -0.000260541+0.00364276j 0.000473514-0.00356264j 0.00243012-4.3743e-05j 0.00013439-0.0047236j 0.000365797-0.00675328j -0.00309725-0.0100505j -0.00194807-0.0104914j 0.000958589+0.00575398j 0.000453398+0.00281216j -0.00114897-0.00572033j -0.00064031+0.00156002j -0.000597901+0.00622202j 6.50195e-07+0.0159022j -0.00179936+0.00149406j 0.00105899+0.00618493j -0.00264498+0.000684406j -0.00174271+0.0128505j -0.00303596-0.0116063j -0.00269718-0.010853j 0.00256287-0.00754183j 
