1.00878-0j 0.102635-0j 0.103699-0j 0.0590704-0j 0.00852608-0j 0.0730959-0j 0.0426393-0j 0.0105505-0j 0.00615445-0j 0.0416381-0j 0.00736065-0j 0.0485778-0j 0.000613387-0j 0.0297477-0j 0.0425056-0j 0.00858742-0j 0.0052587-0j 0.0175326-0j 0.000715618-0j 0.00751399-0j 0.000438225-0j 0.00309936-0j 0.000626166-0j 0.00025828-0j 0.0321516-0j 0.00535859-0j 0.0363191-0j 0.00328146-0j 0.000669824-0j 0.0296544-0j 3.94698e-05-0j 0.0299617-0j 0.00605318-0j 0.0259476-0j 0.0037068-0j 0.0049424-0j 0.0214057-0j 0.000756647-0j 0.00302659-0j 0.00499362-0j 4.45859e-05-0j 0.00683921-0j 0.0006178-0j 0.00305795-0j 0.0043246-0j 0.00264826-0j 3.64042e-05-0j 0.00356761-0j 0.000624202-0j 0.000540575-0j 0.00218471-0j 3.67815e-05-0j 0.00113987-0j 0.000445951-0j 0.000698024-0j 3.18537e-05-0j 0.000142484-0j 2.62779e-05-0j 8.39593e-06-0j 
9.1479e-05-0j -0.025329-0j 0.0247047-0j 0.000309173-0j -0.00425289-0j 6.62856e-06-0j -0.000434746-0j -9.11803e-05-0j 0.00598022-0j -0.000646807-0j 0.00539126-0j 4.40518e-06-0j 0.00136687-0j 0.000155699-0j -0.000214764-0j -3.67181e-05-0j -0.00129778-0j -0.000268937-0j -9.30931e-06-0j 0.0017901-0j -0.000329032-0j 0.00224164-0j 0.000453853-0j 0.000568334-0j -0.0325502-0j -0.00132243-0j 0.00189074-0j 1.71751e-05-0j -0.000334114-0j -0.030022-0j -3.95823e-05-0j 0.029282-0j 7.68161e-05-0j -0.000455137-0j -9.97647e-07-0j -0.00121972-0j 0.0422157-0j 1.94077e-05-0j 1.58411e-05-0j 0.00118966-0j 2.29922e-06-0j 0.0270962-0j -0.000308164-0j -1.54506e-05-0j -1.84911e-05-0j 2.40153e-07-0j -3.6508e-05-0j 0.00171512-0j 0.000300568-0j -4.6718e-06-0j -2.22751e-05-0j 3.56082e-05-0j 0.00110085-0j 0.000433327-0j -1.42973e-05-0j -5.53465e-07-0j 0.000278131-0j 5.1336e-05-0j 3.29501e-05-0j 
0.000404995-0j -0.0069993-0j -0.00231962-0j 0.00136877-0j 0.000197565-0j -8.63669e-05-0j -0.0019247-0j -1.2466e-05-0j -0.000277807-0j 0.00096483-0j 0.000170559-0j 1.95026e-05-0j 1.42133e-05-0j 0.000611933-0j 0.00279827-0j 3.4476e-06-0j 0.000108175-0j -0.00119063-0j 2.873e-07-0j 0.000494669-0j 9.01462e-06-0j -0.000210476-0j 4.12224e-05-0j -1.75397e-05-0j 0.00074501-0j 0.000124168-0j 1.4581e-05-0j 7.60372e-05-0j 1.5521e-05-0j -0.00202231-0j 9.14586e-07-0j -0.000670209-0j 2.43017e-06-0j 9.24787e-06-0j 1.48817e-06-0j -0.000337052-0j 0.00284369-0j 3.03772e-07-0j -0.000206402-0j -0.000111701-0j 1.78999e-08-0j -0.000620179-0j -4.21315e-05-0j -6.84029e-05-0j 1.54131e-06-0j 9.43857e-07-0j -2.48262e-06-0j 0.000473948-0j -1.39627e-05-0j 1.92664e-07-0j 0.000290233-0j -8.22759e-07-0j -0.000103363-0j 5.92435e-05-0j -6.32967e-05-0j 1.13528e-08-0j -1.29204e-05-0j 3.49096e-06-0j -7.61341e-07-0j 
0.000477045-0j -0.0022885-0j -0.00231221-0j -0.00536921-0j -0.000384252-0j -0.00664406-0j -0.0038757-0j -0.000475487-0j -0.000277367-0j 1.96904e-05-0j 0.0315462-0j 2.29721e-05-0j -4.1611e-05-0j 1.40675e-05-0j 2.01006e-05-0j 0.0368039-0j 0.0225377-0j 8.29108e-06-0j -4.85462e-05-0j 0.0322034-0j -2.97283e-05-0j 0.0132832-0j -4.24779e-05-0j -1.75212e-05-0j -6.04447e-05-0j 0.000475005-0j 1.71751e-05-0j -0.112769-0j -0.0230672-0j 1.40234e-05-0j 1.42176e-05-0j 1.41687e-05-0j -0.00013497-0j 1.22705e-05-0j 0.0320428-0j -0.000110203-0j 1.01226e-05-0j 0.00655444-0j 0.0261629-0j -0.000111345-0j -4.03985e-06-0j 3.23422e-06-0j 0.00535168-0j 0.026434-0j -9.64274e-05-0j 0.0228925-0j -3.29853e-06-0j -7.95486e-05-0j 0.00540714-0j 0.00468272-0j 0.0188854-0j -3.33271e-06-0j -2.54162e-05-0j 0.00386305-0j 0.00603396-0j -2.88621e-06-0j 0.00123426-0j -2.381e-06-0j -7.60742e-07-0j 
0.0375648-0j 0.00190609-0j -0.00177978-0j -0.00112918-0j -0.000162983-0j -0.00264445-0j -0.00313326-0j -0.000381694-0j -0.000452247-0j -0.000795944-0j -0.000140704-0j 0.00180894-0j -1.17254e-05-0j 0.00167357-0j 0.000708755-0j 0.000319778-0j 0.000295849-0j -0.000401251-0j 2.66481e-05-0j 0.000125291-0j 2.46541e-05-0j -7.09318e-05-0j 1.0441e-05-0j -5.91098e-06-0j -0.000614602-0j -0.000102434-0j 0.00135245-0j -6.27275e-05-0j -1.28042e-05-0j 0.000550729-0j -7.54495e-07-0j -0.000514233-0j 0.000225408-0j -0.00284369-0j 0.000138033-0j 9.17881e-05-0j 0.00152817-0j 2.8176e-05-0j 5.62085e-05-0j -8.57055e-05-0j 1.66028e-06-0j 0.0016651-0j 1.14735e-05-0j -5.24837e-05-0j -0.000473948-0j -0.000290233-0j 6.76083e-07-0j 0.000254695-0j -1.07132e-05-0j -5.92435e-05-0j 0.000155968-0j -6.3128e-07-0j 0.000277516-0j 3.18369e-05-0j 0.000169943-0j -3.49096e-06-0j 3.46896e-05-0j 1.87601e-06-0j 2.0441e-06-0j 
-5.62202e-05-0j 0.000820545-0j 0.000829049-0j 0.000314738-0j -0.00647332-0j 0.000389468-0j 0.00022719-0j -0.00801032-0j -0.00467269-0j -2.32054e-06-0j -0.00562606-0j -2.70729e-06-0j 0.0214863-0j -1.65787e-06-0j -2.36888e-06-0j -0.00656373-0j -0.00401945-0j -9.77113e-07-0j 0.0250673-0j -0.00574327-0j 0.0153505-0j -0.00236898-0j 0.0219339-0j 0.00904727-0j 7.12347e-06-0j -0.000170314-0j -2.0241e-06-0j -0.000139744-0j -0.193291-0j -1.65267e-06-0j -0.0227057-0j -1.6698e-06-0j 4.83939e-05-0j -1.44609e-06-0j 3.97075e-05-0j 3.95135e-05-0j -1.19296e-06-0j 0.0549227-0j 3.24211e-05-0j 3.99229e-05-0j 0.00645171-0j -3.81157e-07-0j 0.0448442-0j 3.2757e-05-0j 3.45743e-05-0j 2.83684e-05-0j 0.0052678-0j 2.85223e-05-0j 0.0453089-0j 0.0392387-0j 2.34028e-05-0j 0.00532239-0j 9.11302e-06-0j 0.0323702-0j 7.47729e-06-0j 0.00460932-0j 0.0103424-0j 0.0038025-0j 0.00121492-0j 
0.00431103-0j 0.0200923-0j -0.0208954-0j -0.000496447-0j 0.00682897-0j -0.000303485-0j 0.00018222-0j 0.00417463-0j -0.00250656-0j 0.000177941-0j -0.00148318-0j -0.000408264-0j -0.000376037-0j -0.000374144-0j -0.000176477-0j 0.00340296-0j 0.00311857-0j 7.49262e-05-0j 0.000862769-0j 0.00147098-0j 0.000790666-0j -0.000624525-0j 0.000372943-0j -0.000158339-0j -0.0265771-0j -0.00107976-0j -0.030022-0j 1.40234e-05-0j -0.000272803-0j -0.0468348-0j -3.23188e-05-0j 0.0487067-0j -0.00121972-0j 0.0631251-0j 1.58411e-05-0j -0.00190278-0j 0.0171906-0j -0.000308164-0j 2.47123e-05-0j 0.00197883-0j -3.6508e-05-0j -0.00565342-0j -0.00048074-0j -2.57e-05-0j 0.00256462-0j -3.33079e-05-0j -5.6953e-05-0j 0.000698413-0j 0.000499954-0j 0.000647954-0j -9.07061e-06-0j 5.92293e-05-0j -0.000229685-0j 0.000176455-0j 2.98302e-06-0j 7.67627e-05-0j -5.80301e-05-0j 2.09045e-05-0j -6.87479e-06-0j 
7.46923e-05-0j 0.000438613-0j -0.000427802-0j -0.0241344-0j 3.64364e-05-0j -0.000517434-0j 0.0339368-0j 7.81184e-07-0j -5.12353e-05-0j 0.0762406-0j 0.00892555-0j -0.000519249-0j -7.77987e-06-0j -0.0183526-0j 0.0253147-0j -6.07889e-05-0j -0.00214855-0j 0.0317002-0j 5.29861e-08-0j 0.00296362-0j 1.87276e-06-0j 0.00371117-0j -2.58321e-06-0j -3.23481e-06-0j 0.0001374-0j -0.00330594-0j -7.98118e-06-0j -0.00269544-0j -0.00027367-0j 0.000126729-0j 1.68675e-07-0j -0.000123605-0j 0.000192032-0j 1.92122e-06-0j 0.00015657-0j -0.00304917-0j -0.0001782-0j 1.58967e-05-0j -0.00248608-0j 0.00297401-0j -9.79782e-09-0j -0.000114378-0j -0.000252415-0j 0.00242481-0j -4.62257e-05-0j -3.76893e-05-0j 1.55574e-07-0j 0.00428761-0j 0.000246193-0j -3.82664e-06-0j 0.00349582-0j -1.5174e-07-0j 0.00275201-0j 0.000354935-0j 0.0022438-0j 2.35852e-09-0j 0.000227815-0j -2.18762e-07-0j -1.40413e-07-0j 
-0.024111-0j 0.000626851-0j 0.00664142-0j 0.000360777-0j 5.20737e-05-0j -0.00174708-0j -0.00331682-0j -0.00025217-0j -0.000478741-0j 0.000254308-0j 4.49557e-05-0j -0.00116107-0j 3.74631e-06-0j 0.000181686-0j 0.00272229-0j -0.00020525-0j 3.21179e-05-0j -0.00199373-0j -1.71041e-05-0j 0.000481237-0j 2.67649e-06-0j -0.000352445-0j 4.01031e-05-0j -2.93704e-05-0j 0.000196368-0j 3.2728e-05-0j -0.00086807-0j 2.00417e-05-0j 4.091e-06-0j 0.000181116-0j 2.41065e-07-0j 0.00191891-0j -0.000144678-0j -0.000620179-0j -8.8597e-05-0j 3.01861e-05-0j -0.0016651-0j -1.80848e-05-0j 1.84851e-05-0j 0.000319818-0j -1.06566e-06-0j 0.00207768-0j 3.77326e-06-0j 0.000195848-0j -0.000103363-0j -6.32967e-05-0j 2.22341e-07-0j -0.000277516-0j 3.99773e-05-0j -1.29204e-05-0j -0.000169943-0j 2.35568e-06-0j 0.000346281-0j -3.46896e-05-0j 0.000212053-0j -7.61341e-07-0j 4.32851e-05-0j -2.0441e-06-0j 2.5506e-06-0j 
2.56609e-06-0j -6.25951e-05-0j -6.32437e-05-0j 1.50261e-07-0j 0.000995277-0j 1.85939e-07-0j 1.08464e-07-0j 0.00123159-0j 0.000718429-0j 1.05917e-07-0j -4.48911e-06-0j 1.2357e-07-0j -0.0102356-0j 7.56711e-08-0j 1.08124e-07-0j -5.2373e-06-0j -3.20718e-06-0j 4.45989e-08-0j -0.0119415-0j -4.58264e-06-0j -0.00731266-0j -1.89024e-06-0j -0.0104488-0j -0.00430992-0j -3.25141e-07-0j 1.29924e-05-0j 9.23871e-08-0j -3.31845e-08-0j -0.000310847-0j 7.54338e-08-0j -0.246892-0j 7.62155e-08-0j -3.69171e-06-0j 6.60045e-08-0j 9.42922e-09-0j -3.01427e-06-0j 5.4451e-08-0j 8.83258e-05-0j 7.69893e-09-0j -3.04551e-06-0j 0.0701533-0j 1.73973e-08-0j 7.21177e-05-0j 7.77871e-09-0j -2.63749e-06-0j 6.73656e-09-0j 0.0572799-0j -2.17582e-06-0j 7.28651e-05-0j 6.3103e-05-0j 5.55738e-09-0j 0.0578735-0j -6.95184e-07-0j 5.20573e-05-0j 1.77561e-09-0j 0.0501199-0j 1.66326e-05-0j 0.0413468-0j 0.0132105-0j 
0.00420478-0j 0.0208954-0j -0.0210992-0j 0.000501592-0j -0.00689973-0j 0.000304678-0j -0.000165301-0j -0.00419105-0j 0.00227383-0j -0.000179785-0j 0.00149855-0j -0.000398201-0j 0.000379934-0j -0.000128445-0j 0.000183421-0j 0.00331908-0j 0.00107061-0j -0.0003578-0j 0.000841503-0j -0.00152885-0j 0.000271438-0j 0.00298234-0j -0.000387616-0j 0.000756126-0j 0.0268525-0j 0.00109095-0j -0.029282-0j -1.41687e-05-0j 0.00027563-0j -0.0487067-0j 3.26537e-05-0j 0.0491819-0j -0.00118966-0j -0.0209201-0j 1.54506e-05-0j -0.00197883-0j 0.0160514-0j -0.000300568-0j 2.57e-05-0j 0.00199814-0j -3.56082e-05-0j 0.0598974-0j -0.000499954-0j -2.59508e-05-0j -0.000849933-0j 1.10385e-05-0j -5.92293e-05-0j 0.00065213-0j 0.000504832-0j -0.000214736-0j -8.46951e-06-0j 5.98072e-05-0j 0.00243349-0j 0.000164761-0j -3.16048e-05-0j -2.54397e-05-0j 0.000614823-0j 1.95192e-05-0j 7.28377e-05-0j 
-1.07809e-05-0j 0.00603341-0j -0.0058847-0j -3.64364e-05-0j -0.0233792-0j -7.81184e-07-0j 5.12353e-05-0j -0.000501242-0j 0.0328748-0j -0.0110044-0j -0.00128421-0j 7.49472e-05-0j 0.0152979-0j 0.00264897-0j -0.00365387-0j 8.74631e-06-0j 0.000309134-0j -0.00457553-0j -0.000104189-0j -0.000426405-0j -0.0036825-0j -0.000533963-0j 0.00507948-0j 0.00636074-0j -1.9832e-05-0j -0.0454754-0j 1.15198e-06-0j -2.0241e-06-0j -0.00183671-0j -1.82917e-05-0j -0.000668011-0j 1.78409e-05-0j 0.00264153-0j -2.77304e-07-0j 1.17574e-07-0j -0.0419434-0j 2.5721e-05-0j 0.000106689-0j -1.86689e-06-0j 0.0409095-0j 3.88027e-05-0j 1.65091e-05-0j -0.00169406-0j 1.82088e-06-0j -0.000635866-0j -2.83023e-08-0j -0.000616127-0j 0.0589789-0j 0.0016523-0j -2.56821e-05-0j 2.62514e-06-0j 0.000600941-0j 0.0378557-0j 0.00238211-0j 1.68495e-06-0j -9.34056e-06-0j 0.00152896-0j 0.000866371-0j 0.000556082-0j 
0.00351994-0j -0.000347931-0j 0.000361837-0j 0.0387533-0j -5.85069e-05-0j 0.0236904-0j -0.0142243-0j -3.5766e-05-0j 2.14748e-05-0j -0.0209744-0j -0.00245549-0j 0.048123-0j 2.1403e-06-0j 0.0441013-0j 0.0208018-0j 0.00563379-0j 0.00516297-0j -0.00883173-0j -4.91065e-06-0j 0.00243528-0j -4.50026e-06-0j -0.00103394-0j -2.12269e-06-0j 9.01222e-07-0j 0.000112187-0j -0.00269929-0j 0.000126729-0j -0.00220081-0j -0.000223451-0j 0.000197699-0j 1.37723e-07-0j -0.0002056-0j -0.00304917-0j -0.000266463-0j -0.00248608-0j -0.00475675-0j -7.25649e-05-0j -0.000252415-0j -0.00387833-0j 0.00494687-0j 1.55574e-07-0j 2.38642e-05-0j -0.000393771-0j 0.00403334-0j 0.00641126-0j 0.00522731-0j 2.42698e-07-0j 0.00174595-0j 0.000409509-0j 0.000530734-0j 0.00142353-0j -2.52398e-07-0j -0.000574187-0j 0.000144533-0j -0.000468153-0j -3.27114e-07-0j -4.7532e-05-0j -8.90818e-08-0j 2.92961e-08-0j 
-6.53558e-05-0j -0.0532575-0j -0.0176499-0j -0.000220884-0j 0.00303841-0j 1.39374e-05-0j 0.000310598-0j -0.000191718-0j -0.00427248-0j -0.000155699-0j 0.00129778-0j -3.14721e-06-0j 0.000329032-0j -9.87503e-05-0j -0.000451569-0j 2.62327e-05-0j 0.000823103-0j 0.000192138-0j 6.65089e-06-0j 0.00376392-0j 0.000208685-0j -0.00160151-0j 0.000954283-0j -0.000406038-0j 0.023255-0j 0.000944792-0j 0.000455137-0j -1.22705e-05-0j 0.000238703-0j -0.0631251-0j 2.8279e-05-0j -0.0209201-0j 1.84911e-05-0j 0.000288666-0j -2.40153e-07-0j -0.00256462-0j 0.0887638-0j 4.6718e-06-0j 3.33079e-05-0j -0.000849933-0j 5.53465e-07-0j -0.0193585-0j -0.000647954-0j 1.10385e-05-0j 1.17278e-05-0j -1.52314e-07-0j -7.67627e-05-0j 0.00360626-0j -0.000214736-0j 2.96304e-06-0j -4.68361e-05-0j -2.54397e-05-0j -0.000786487-0j 0.000911125-0j 1.02145e-05-0j 3.5103e-07-0j -0.000198707-0j 0.00010794-0j -2.35407e-05-0j 
-9.33654e-06-0j 0.00258513-0j -0.00252141-0j 0.00606517-0j 0.000434058-0j 0.000130035-0j -0.00852858-0j 9.30605e-06-0j -0.000610354-0j 6.60144e-05-0j 0.105762-0j -4.49602e-07-0j -0.000139506-0j -1.58909e-05-0j 2.19193e-05-0j -0.000720312-0j -0.025459-0j 2.74482e-05-0j 9.50128e-07-0j 0.0351171-0j 3.35817e-05-0j 0.0439751-0j -4.63212e-05-0j -5.80054e-05-0j -1.71751e-05-0j 0.00013497-0j 9.97647e-07-0j -0.0320428-0j -0.00655444-0j -1.58411e-05-0j 4.03985e-06-0j 1.54506e-05-0j -7.84002e-06-0j -2.40153e-07-0j 0.00186127-0j 0.000124487-0j 2.22751e-05-0j 0.000380728-0j -0.0295541-0j -0.000121419-0j -2.34663e-07-0j 1.42973e-05-0j -0.00604536-0j 0.0288256-0j 1.88724e-06-0j -0.000448043-0j 3.72608e-06-0j -0.000175049-0j 0.00589636-0j -9.16484e-05-0j 0.0415577-0j -3.63424e-06-0j -0.000112355-0j 0.00850073-0j 0.0266739-0j 5.64878e-08-0j 0.00545621-0j -5.23946e-06-0j -3.36295e-06-0j 
-0.00050806-0j -0.00478602-0j 0.00497731-0j 5.85069e-05-0j 0.0375406-0j 3.5766e-05-0j -2.14748e-05-0j 0.022949-0j -0.0137792-0j 0.00302739-0j 0.000353295-0j -0.00694596-0j -0.00420857-0j -0.00636547-0j -0.00300248-0j -0.000810591-0j -0.000742849-0j 0.00127475-0j 0.00965602-0j -0.000350389-0j 0.00884905-0j 0.000148763-0j 0.00417394-0j -0.00177211-0j -1.61928e-05-0j -0.0371305-0j -1.82917e-05-0j -1.65267e-06-0j -0.00149967-0j -2.85353e-05-0j -0.000545428-0j 2.96758e-05-0j -0.0419434-0j 3.84607e-05-0j -1.86689e-06-0j -0.0654322-0j 1.04738e-05-0j -0.00169406-0j -2.91237e-06-0j 0.0680474-0j -0.000616127-0j -3.4445e-06-0j -0.00264275-0j 3.02878e-06-0j 0.0881912-0j 3.92537e-06-0j -0.000961167-0j 0.0240168-0j 0.00274838-0j 0.00356197-0j 1.06898e-06-0j 0.000999583-0j -0.00789832-0j 0.000970017-0j -3.51553e-07-0j 0.00129549-0j -0.000319007-0j 0.000352794-0j -0.000116022-0j 
0.00343318-0j -0.000361837-0j 0.000365367-0j -0.0391549-0j 5.91132e-05-0j -0.0237835-0j 0.0129036-0j 3.59066e-05-0j -1.94809e-05-0j 0.0211917-0j 0.00248093-0j 0.0469369-0j -2.16248e-06-0j 0.0151401-0j -0.0216202-0j 0.00549493-0j 0.00177246-0j 0.0421747-0j -4.78961e-06-0j -0.0025311-0j -1.54495e-06-0j 0.00493743-0j 2.20621e-06-0j -4.30367e-06-0j -0.00011335-0j 0.00272726-0j 0.000123605-0j 0.00222362-0j 0.000225767-0j 0.0002056-0j -1.3915e-07-0j -0.000207606-0j -0.00297401-0j 8.83078e-05-0j -0.00242481-0j -0.00494687-0j -6.77561e-05-0j -0.000246193-0j -0.00403334-0j 0.00499513-0j 1.5174e-07-0j -0.000252839-0j -0.000409509-0j 0.00407269-0j -0.00212474-0j -0.00173237-0j 2.52398e-07-0j 0.00163025-0j 0.000413504-0j -0.000175889-0j 0.0013292-0j -2.54861e-07-0j 0.00608345-0j 0.000134955-0j 0.00496003-0j 1.08408e-07-0j 0.000503597-0j -8.31785e-08-0j -3.10389e-07-0j 
-0.00606199-0j 0.0145034-0j -0.0135423-0j 0.00018222-0j -0.00250656-0j 0.000426747-0j 0.000505627-0j -0.00587019-0j -0.00695524-0j 0.000128445-0j -0.00107061-0j -0.000291916-0j -0.000271438-0j -0.000270072-0j -0.000114375-0j 0.00243318-0j 0.0022511-0j 6.47516e-05-0j 0.000616895-0j 0.000953338-0j 0.000570733-0j -0.000539718-0j 0.000241704-0j -0.000136837-0j -0.0191844-0j -0.000779414-0j 0.0422157-0j 1.01226e-05-0j -0.00019692-0j 0.0171906-0j -2.3329e-05-0j -0.0160514-0j 0.00171512-0j -0.0887638-0j -2.22751e-05-0j 0.000698413-0j 0.0477008-0j 0.000433327-0j -9.07061e-06-0j -0.00065213-0j 5.1336e-05-0j 0.0519749-0j 0.000176455-0j 8.46951e-06-0j -0.00360626-0j 4.68361e-05-0j 2.09045e-05-0j 0.00193797-0j -0.000164761-0j -0.000911125-0j -2.51693e-05-0j -1.95192e-05-0j 0.00211161-0j 0.000489629-0j -2.74245e-05-0j -0.00010794-0j 0.000533501-0j 5.80061e-05-0j 6.32036e-05-0j 
1.10032e-06-0j -0.000926905-0j 0.000904058-0j -0.000355534-0j 0.00731239-0j -7.62252e-06-0j 0.000499937-0j 0.000156775-0j -0.0102824-0j -7.77987e-06-0j -0.018862-0j 5.29861e-08-0j 0.0720353-0j 1.87276e-06-0j -2.58321e-06-0j 0.000128463-0j 0.00454045-0j -3.23481e-06-0j -0.000490608-0j -0.0062629-0j -0.0173403-0j -0.00784267-0j 0.0239184-0j 0.0299517-0j 2.0241e-06-0j -4.83939e-05-0j -1.17574e-07-0j -3.97075e-05-0j -0.0549227-0j 1.86689e-06-0j -0.00645171-0j -1.82088e-06-0j 2.81106e-06-0j 2.83023e-08-0j 2.30649e-06-0j -4.46352e-05-0j -2.62514e-06-0j 0.00319029-0j -3.66235e-05-0j 4.3535e-05-0j 0.00037476-0j -1.68495e-06-0j -0.0506569-0j 3.57208e-05-0j -6.76675e-07-0j -5.55216e-07-0j -0.00595061-0j 6.27641e-05-0j 0.0494083-0j -0.000767964-0j 5.14984e-05-0j 0.00580394-0j 4.02852e-05-0j 0.0712315-0j 3.30543e-05-0j -9.02119e-05-0j 0.0457201-0j 0.00836749-0j 0.00537069-0j 
-0.000439993-0j -0.00205066-0j 0.00213262-0j -0.00973899-0j -0.000696978-0j -0.00595357-0j 0.00357468-0j -0.000426072-0j 0.000255825-0j -1.81611e-05-0j -0.029096-0j 4.16682e-05-0j 3.83791e-05-0j 3.81859e-05-0j 1.80116e-05-0j 0.0667571-0j 0.0611781-0j -7.64712e-06-0j -8.80559e-05-0j 0.0288567-0j -8.0697e-05-0j -0.0122515-0j -3.80634e-05-0j 1.61604e-05-0j -1.40234e-05-0j 0.000110203-0j -1.58411e-05-0j -0.0261629-0j -0.00535168-0j -2.47123e-05-0j 3.29853e-06-0j 2.57e-05-0j 0.000124487-0j 3.33079e-05-0j -0.0295541-0j 0.000194202-0j 9.07061e-06-0j -0.00604536-0j -0.0461048-0j -0.000201964-0j 3.72608e-06-0j -2.98302e-06-0j -0.00943085-0j 0.0479475-0j -0.00026175-0j 0.0621412-0j 5.81274e-06-0j -7.12814e-05-0j 0.00980779-0j 0.0127111-0j 0.0169227-0j -6.04507e-06-0j 2.34421e-05-0j 0.00346158-0j -0.00556531-0j -7.83456e-06-0j -0.0011384-0j -2.13356e-06-0j 7.01656e-07-0j 
-5.33627e-05-0j 0.000922239-0j 0.000305637-0j 0.0172425-0j -2.60314e-05-0j -0.00108797-0j -0.0242456-0j 1.64254e-06-0j 3.66043e-05-0j 0.0183526-0j 0.00214855-0j 0.00037097-0j -1.87276e-06-0j 0.0116399-0j 0.0532275-0j 4.34297e-05-0j 0.00136269-0j -0.0226477-0j -3.78551e-08-0j 0.00623138-0j -1.18778e-06-0j -0.00265139-0j -5.43153e-06-0j 2.31106e-06-0j -9.81636e-05-0j 0.00236188-0j -1.92122e-06-0j 0.00192571-0j 0.00019552-0j 0.000266463-0j -1.20507e-07-0j 8.83078e-05-0j 4.62257e-05-0j -1.21851e-06-0j 3.76893e-05-0j -0.00641126-0j -0.000374689-0j 3.82664e-06-0j -0.00522731-0j -0.00212474-0j -2.35852e-09-0j 8.17157e-05-0j -0.000530734-0j -0.00173237-0j 2.93182e-05-0j 2.3904e-05-0j 3.27114e-07-0j 0.00901524-0j -0.000175889-0j 2.427e-06-0j 0.00735041-0j 1.08408e-07-0j -0.00196613-0j 0.000746295-0j -0.00160305-0j -1.49587e-09-0j -0.000162759-0j -4.59974e-07-0j 1.00316e-07-0j 
-0.000495538-0j -0.00497731-0j 0.00502587-0j -5.91132e-05-0j -0.0379296-0j -3.59066e-05-0j 1.94809e-05-0j -0.0230393-0j 0.0124998-0j -0.00305876-0j -0.000356957-0j -0.00677475-0j 0.00425218-0j -0.00218529-0j 0.00312061-0j -0.000790612-0j -0.000255022-0j -0.0060874-0j 0.00941802-0j 0.000364174-0j 0.00303791-0j -0.000710398-0j -0.00433816-0j 0.00846249-0j 1.63606e-05-0j 0.0375153-0j -1.78409e-05-0j 1.6698e-06-0j 0.00151521-0j -2.96758e-05-0j 0.000551081-0j 2.99654e-05-0j -0.0409095-0j -1.27461e-05-0j -1.82088e-06-0j -0.0680474-0j 9.77975e-06-0j -0.0016523-0j -3.02878e-06-0j 0.0687113-0j -0.000600941-0j 3.64941e-05-0j -0.00274838-0j 3.05833e-06-0j -0.0292272-0j -1.3009e-06-0j -0.000999583-0j 0.0224252-0j 0.00277519-0j -0.00118046-0j 9.98142e-07-0j 0.00100934-0j 0.0836819-0j 0.000905736-0j 3.72466e-06-0j -0.000429333-0j 0.00337984-0j 0.000329415-0j 0.00122925-0j 
0.0038909-0j 0.00476969-0j 0.0505343-0j -5.82202e-05-0j 0.000800858-0j 0.000281934-0j 0.000535249-0j -0.00387819-0j -0.00736271-0j -4.10388e-05-0j 0.000342066-0j 0.000187367-0j 8.67257e-05-0j -2.93195e-05-0j -0.000439307-0j -0.00156174-0j 0.000244384-0j 0.000321736-0j -0.000395955-0j 0.00366172-0j 6.19599e-05-0j -0.00268174-0j 0.000928372-0j -0.000679914-0j 0.0061295-0j 0.000249026-0j -0.0270962-0j -3.23422e-06-0j 6.29168e-05-0j 0.00565342-0j 7.45372e-06-0j 0.0598974-0j -0.00110085-0j -0.0193585-0j 1.42973e-05-0j 0.000229685-0j -0.0519749-0j -0.000278131-0j -2.98302e-06-0j 0.00243349-0j -3.29501e-05-0j 0.0648535-0j 5.80301e-05-0j -3.16048e-05-0j -0.000786487-0j 1.02145e-05-0j 6.87479e-06-0j -0.00211161-0j 0.000614823-0j -0.000198707-0j 2.74245e-05-0j 7.28377e-05-0j 0.00263484-0j -0.000533501-0j -3.42199e-05-0j -2.35407e-05-0j 0.000665695-0j -6.32036e-05-0j 7.88645e-05-0j 
-5.02226e-08-0j 7.07086e-05-0j -6.89658e-05-0j -1.69738e-07-0j -0.00112428-0j -3.63913e-09-0j 2.38678e-07-0j -2.41043e-05-0j 0.00158092-0j 3.55101e-07-0j -1.50503e-05-0j -2.41847e-09-0j -0.034316-0j -8.54796e-08-0j 1.17907e-07-0j 1.02502e-07-0j 3.62289e-06-0j 1.47648e-07-0j 0.000233715-0j -4.99726e-06-0j 0.00826053-0j -6.25778e-06-0j -0.0113942-0j -0.0142683-0j -9.23871e-08-0j 3.69171e-06-0j 5.36649e-09-0j -9.42922e-09-0j -8.83258e-05-0j -8.52115e-08-0j -0.0701533-0j 8.31112e-08-0j -2.1444e-07-0j -1.29182e-09-0j 5.47715e-10-0j 3.40498e-06-0j 1.19821e-07-0j 5.13058e-06-0j -8.69686e-09-0j -3.32106e-06-0j 0.00407499-0j 7.69071e-08-0j -8.14656e-05-0j 8.4825e-09-0j 5.16199e-08-0j -1.31845e-10-0j -0.0647046-0j -4.78794e-06-0j 7.94577e-05-0j -1.23503e-06-0j 1.22292e-08-0j 0.0631097-0j -3.07315e-06-0j 0.000114553-0j 7.8493e-09-0j -0.000980929-0j 7.35263e-05-0j 0.0909848-0j 0.0583987-0j 
