-0.0059483-0j -0.00105152-0j -8.76267e-05-0j 1.00359-0j -0.000864739-0j -0.000529543-0j -0.000108092-0j -6.36941e-06-0j -0.00327116-0j -0.00330506-0j 0.102107-0j 0.103165-0j -0.000431014-0j -0.00043548-0j -6.22114e-05-0j -5.38767e-05-0j -6.28561e-05-0j -5.4435e-05-0j -6.34943e-06-0j -6.41523e-06-0j -2.8981e-07-0j -2.92814e-07-0j -0.00243053-0j -0.00300763-0j -0.00175445-0j -0.000384301-0j -0.000475548-0j 0.0587666-0j -0.000277403-0j -0.000202544-0j 0.00848223-0j 0.07272-0j -0.000250636-0j -5.06361e-05-0j 0.04242-0j 0.0104962-0j -1.79026e-05-0j -0.000146204-0j -4.21968e-06-0j 0.0061228-0j -4.47564e-06-0j -6.2659e-05-0j -2.21533e-05-0j -3.65511e-05-0j -5.22158e-06-0j -3.7297e-07-0j -1.29228e-05-0j -5.53832e-06-0j -3.04592e-06-0j -1.38998e-08-0j -4.61527e-07-0j -3.23069e-06-0j -1.72001e-08-0j -2.69224e-07-0j -1.00334e-08-0j 
3.26923e-05-0j -0.000550773-0j 0.00656098-0j -5.55498e-05-0j 0.000882336-0j -5.66953e-06-0j -0.00514465-0j -0.00187111-0j -0.00436518-0j -0.00395988-0j -0.000276497-0j -0.000250825-0j 2.36888e-06-0j 2.14893e-06-0j 0.00151998-0j -2.82199e-05-0j 0.00137885-0j -2.55997e-05-0j 0.000475408-0j 0.000431267-0j 7.30943e-05-0j 6.63075e-05-0j 1.33584e-05-0j -3.22011e-05-0j 3.70671e-05-0j 0.0488736-0j -0.117812-0j 1.6698e-06-0j 0.135615-0j 1.1132e-06-0j 0.00107142-0j -4.02514e-06-0j -2.68343e-06-0j -2.65225e-05-0j 4.63338e-06-0j -0.00258271-0j 9.83938e-08-0j 3.08892e-06-0j 0.000315945-0j 0.00297298-0j 0.000109351-0j 6.3934e-05-0j -2.37184e-07-0j -7.35952e-05-0j -0.000761602-0j 5.62444e-05-0j 2.73025e-07-0j -0.000263596-0j 0.000876689-0j 5.26958e-06-0j -0.00013558-0j 0.000303429-0j -1.27026e-05-0j 0.000156068-0j 1.46221e-05-0j 
-0.00978044-0j -0.000281375-0j -7.13383e-05-0j 2.94451e-05-0j 0.0670412-0j 3.00523e-06-0j -5.8462e-05-0j -6.92596e-06-0j 1.85643e-05-0j 1.87567e-05-0j -0.000141255-0j -0.000142719-0j -0.00070869-0j -0.000716034-0j 0.0097485-0j -1.44168e-05-0j 0.00984953-0j -1.45662e-05-0j -5.16917e-06-0j -5.22274e-06-0j -3.94329e-07-0j -3.98415e-07-0j -2.71265e-05-0j 1.70687e-05-0j 9.95675e-06-0j 0.000202235-0j -0.000127251-0j -3.39082e-06-0j -7.42299e-05-0j -0.0942211-0j 4.6643e-05-0j 2.13359e-06-0j 0.0592863-0j -0.00772029-0j 1.24459e-06-0j -2.93489e-05-0j -1.99806e-07-0j 0.0345837-0j -0.00195736-0j -1.71202e-05-0j 4.76048e-06-0j 0.0048578-0j 1.25723e-07-0j 0.00283372-0j 0.00123162-0j 7.97576e-07-0j 7.33384e-08-0j -2.99541e-06-0j 0.000718446-0j 4.46634e-08-0j -5.01855e-07-0j -1.74732e-06-0j -2.81033e-08-0j -2.92749e-07-0j -1.63936e-08-0j 
0.0298492-0j -3.65511e-05-0j -3.04592e-06-0j -0.0679567-0j -0.00845316-0j 3.58573e-05-0j 7.31933e-06-0j 4.31296e-07-0j -0.000113706-0j -0.000103149-0j 0.00354926-0j 0.00321971-0j 0.00216287-0j 0.00196205-0j 0.000312184-0j -1.87276e-06-0j 0.000283198-0j -1.69888e-06-0j -2.20707e-07-0j -2.00215e-07-0j -1.00739e-08-0j -9.13851e-09-0j -8.44858e-05-0j 0.000203658-0j -0.000234433-0j -1.33584e-05-0j 3.22011e-05-0j 0.00204274-0j -3.70671e-05-0j 0.00203982-0j 0.000294844-0j -0.00492414-0j -0.0049171-0j 0.000254097-0j 0.00566823-0j -0.000710738-0j -6.22297e-07-0j 0.00566013-0j 2.11748e-05-0j 0.000818138-0j -1.55574e-07-0j -0.000612516-0j 1.50008e-06-0j 0.000705074-0j -5.1043e-05-0j -1.29645e-08-0j -1.72676e-06-0j 3.7502e-07-0j 5.87561e-05-0j -4.83159e-10-0j 3.12517e-08-0j -4.3169e-07-0j 1.16468e-09-0j -3.59742e-08-0j -1.34068e-09-0j 
-4.21968e-06-0j 0.000107007-0j 0.0390708-0j 0.000711938-0j 8.79997e-05-0j -3.75653e-07-0j -0.00104463-0j 0.0117318-0j -2.32054e-06-0j -2.34458e-06-0j -0.0103909-0j -0.0104985-0j -3.05757e-07-0j -3.08926e-07-0j -0.000601224-0j 5.48273e-06-0j -0.000607455-0j 5.53955e-06-0j 0.00283107-0j 0.0028604-0j 0.00134866-0j 0.00136263-0j 3.39082e-06-0j -2.13359e-06-0j -1.24459e-06-0j -7.69103e-05-0j 4.83939e-05-0j -8.19849e-05-0j 2.82298e-05-0j 2.82568e-07-0j -0.16121-0j 5.1587e-05-0j -1.77799e-07-0j -1.01338e-05-0j 3.00924e-05-0j 0.101438-0j 2.49757e-08-0j -1.03716e-07-0j -0.00370008-0j 0.059172-0j 8.50625e-05-0j 6.37646e-06-0j -1.57154e-08-0j 3.7196e-06-0j 0.00232818-0j -0.00135101-0j -9.1673e-09-0j -5.35235e-05-0j 0.00135811-0j -0.000255752-0j 0.000850087-0j -3.1222e-05-0j 0.000160926-0j 0.000495884-0j 9.38734e-05-0j 
-0.00422044-0j -0.000993347-0j 4.30669e-07-0j 2.55002e-05-0j -0.00061355-0j 0.0475747-0j -0.000102112-0j 3.13044e-08-0j 1.60771e-05-0j 1.62438e-05-0j 2.59444e-06-0j 2.62132e-06-0j 0.0587803-0j 0.0593894-0j -4.41402e-05-0j 0.00484034-0j -4.45977e-05-0j 0.0048905-0j -5.99816e-06-0j -6.06032e-06-0j 1.42436e-09-0j 1.43912e-09-0j -2.34923e-05-0j 1.47819e-05-0j 8.6228e-06-0j -3.71446e-06-0j 2.33723e-06-0j 0.000564432-0j 1.36338e-06-0j 0.000567196-0j -4.23852e-07-0j -0.000355155-0j -0.000356894-0j -0.0135806-0j -0.000207174-0j 2.66699e-07-0j -0.00958913-0j -0.000208188-0j 5.8879e-06-0j 1.55574e-07-0j -0.000790764-0j 0.00854524-0j 0.00603372-0j 0.00498472-0j -3.70481e-06-0j 6.92906e-07-0j 0.00351967-0j 0.000497569-0j -2.16114e-06-0j -1.34348e-10-0j -4.35994e-07-0j 0.000290249-0j 8.45352e-11-0j -2.5433e-07-0j 4.93122e-11-0j 
-6.2659e-05-0j -0.0499322-0j 0.000132415-0j 0.000183164-0j 7.44152e-06-0j 1.85764e-05-0j -0.000179748-0j 2.22735e-07-0j 3.34773e-05-0j 3.36089e-05-0j 0.0492714-0j 0.0494651-0j -0.000421716-0j -0.000423374-0j -6.06765e-05-0j 0.00499708-0j -6.0915e-05-0j 0.00501673-0j 0.000891196-0j 0.0008947-0j -7.11098e-07-0j -7.13894e-07-0j -2.56031e-05-0j 5.33294e-07-0j 3.60019e-05-0j 0.000190877-0j -3.97583e-06-0j -0.0591837-0j -0.000268403-0j -2.13359e-06-0j -0.00851536-0j 0.00123276-0j 4.44412e-08-0j -0.00240449-0j 0.0832216-0j 0.000177369-0j 5.4466e-05-0j 3.00016e-06-0j 6.37646e-06-0j 0.0119739-0j -0.000863623-0j 5.00838e-05-0j -1.13449e-06-0j 0.00338109-0j -1.32817e-07-0j -7.19698e-05-0j -7.65878e-05-0j 1.79887e-05-0j -8.9663e-06-0j 4.2155e-08-0j 1.49908e-06-0j 0.00121439-0j -8.7806e-10-0j 0.000101201-0j -5.92766e-08-0j 
0.0121027-0j 0.000348184-0j 8.82766e-05-0j -6.31292e-07-0j -0.00143734-0j -6.4431e-08-0j 1.2534e-06-0j 1.4849e-07-0j 2.23182e-05-0j 2.24059e-05-0j -0.000169818-0j -0.000170486-0j -0.000851994-0j -0.000855344-0j 0.0117197-0j -1.7332e-05-0j 0.0117658-0j -1.74001e-05-0j -6.21443e-06-0j -6.23886e-06-0j -4.74066e-07-0j -4.7593e-07-0j -1.70687e-05-0j 3.55529e-07-0j 2.40013e-05-0j 0.000127251-0j -2.65055e-06-0j -2.13359e-06-0j -0.000178935-0j -0.0592863-0j 2.93489e-05-0j 4.44412e-08-0j 0.00123489-0j -0.0048578-0j 3.00016e-06-0j -6.11318e-07-0j -1.25723e-07-0j 0.0833658-0j -0.00123162-0j -4.12692e-05-0j 2.99541e-06-0j 0.000101185-0j 2.61872e-09-0j 0.00683083-0j 2.56538e-05-0j 5.01855e-07-0j 1.76786e-07-0j -6.23924e-08-0j 0.00173185-0j 2.81033e-08-0j -1.04533e-08-0j -4.21202e-06-0j -5.85373e-10-0j -7.05687e-07-0j -3.95177e-08-0j 
0.000861493-0j -0.00961175-0j -0.00119762-0j -5.2052e-06-0j -0.0119357-0j 0.000102112-0j 0.0460885-0j -0.000175329-0j -3.28173e-06-0j -3.31574e-06-0j 5.04708e-05-0j 5.09938e-05-0j -0.00596803-0j -0.00602987-0j 0.0400538-0j -0.000990104-0j 0.0404689-0j -0.00100036-0j 0.00829654-0j 0.00838251-0j -1.33424e-05-0j -1.34806e-05-0j 4.79534e-06-0j -3.01735e-06-0j -1.76012e-06-0j -7.2259e-05-0j 4.54672e-05-0j -5.73074e-05-0j 2.65225e-05-0j -0.000115778-0j 0.000384613-0j 3.60593e-05-0j 7.28507e-05-0j -0.131407-0j 2.10346e-05-0j -0.000242008-0j -1.02013e-05-0j 4.24962e-05-0j -0.0163732-0j -0.000141171-0j -0.00754509-0j 0.0826848-0j 6.41889e-06-0j 0.0482328-0j 0.0103025-0j -0.00193031-0j 3.74435e-06-0j 0.00474756-0j 0.00600977-0j 1.89165e-06-0j 0.0012146-0j 0.00276941-0j -1.19028e-06-0j 0.000708516-0j -6.94328e-07-0j 
5.22158e-06-0j -0.000132415-0j -0.0483476-0j -1.52637e-05-0j -1.88668e-06-0j 8.05387e-09-0j 2.23964e-05-0j -0.000251526-0j -2.78977e-06-0j -2.80074e-06-0j -0.012492-0j -0.0125411-0j -3.67585e-07-0j -3.6903e-07-0j -0.000722798-0j 6.59139e-06-0j -0.000725639-0j 6.61731e-06-0j 0.00340353-0j 0.00341692-0j 0.00162137-0j 0.00162774-0j 2.13359e-06-0j -4.44412e-08-0j -3.00016e-06-0j -4.83939e-05-0j 1.00801e-06-0j -5.1587e-05-0j 6.80494e-05-0j 1.77799e-07-0j -0.101438-0j 1.07452e-06-0j -3.70343e-09-0j -6.37646e-06-0j 7.25394e-05-0j 0.00211288-0j 1.57154e-08-0j -2.50013e-07-0j -0.00232818-0j 0.142637-0j 5.35235e-05-0j 1.32817e-07-0j -3.2734e-10-0j 8.9663e-06-0j 4.84944e-05-0j -0.000850087-0j -2.20983e-08-0j -1.11486e-06-0j 0.00327379-0j -0.000160926-0j 1.77067e-05-0j -7.52624e-05-0j 3.35197e-06-0j 0.00119536-0j 0.000226287-0j 
3.65511e-05-0j 0.0291271-0j -7.72421e-05-0j 0.0120132-0j 0.000488065-0j 0.00121837-0j -0.0117891-0j 1.46085e-05-0j 2.01006e-05-0j 1.82343e-05-0j 0.0295838-0j 0.026837-0j -0.000253209-0j -0.000229699-0j -3.64317e-05-0j 0.00300038-0j -3.30491e-05-0j 0.00272179-0j 0.000535097-0j 0.000485414-0j -4.26962e-07-0j -3.87319e-07-0j 1.49351e-05-0j -3.60019e-05-0j 4.14422e-05-0j -0.000111345-0j 0.000268403-0j 0.0345238-0j -0.000308961-0j 1.24459e-06-0j 0.00496729-0j -0.0832216-0j -3.00016e-06-0j 0.00140262-0j 0.0957973-0j -0.0119739-0j -3.17719e-05-0j 3.45352e-06-0j -3.7196e-06-0j 0.0137833-0j 0.00050378-0j -0.00338109-0j 7.65878e-05-0j 0.00389201-0j 8.9663e-06-0j 4.19824e-05-0j -8.81611e-05-0j -0.00121439-0j -1.03212e-05-0j -2.45904e-08-0j -0.000101201-0j 0.0013979-0j 5.92766e-08-0j 0.000116493-0j -6.82339e-08-0j 
0.00522252-0j 0.0012292-0j -5.32925e-07-0j -5.46715e-07-0j 1.31543e-05-0j -0.00101998-0j 2.18925e-06-0j -6.71156e-10-0j 1.93281e-05-0j 1.94041e-05-0j 3.11906e-06-0j 3.13132e-06-0j 0.0706662-0j 0.0709441-0j -5.30658e-05-0j 0.00581911-0j -5.32745e-05-0j 0.00584198-0j -7.21104e-06-0j -7.2394e-06-0j 1.71238e-09-0j 1.71912e-09-0j -1.47819e-05-0j 3.07897e-07-0j 2.07857e-05-0j -2.33723e-06-0j 4.86829e-08-0j 0.000355155-0j 3.28651e-06-0j 0.000356894-0j -2.66699e-07-0j -7.39763e-06-0j -7.43385e-06-0j -0.00854524-0j -0.000499403-0j 5.55515e-09-0j -0.00603372-0j -0.000501849-0j 3.70481e-06-0j 3.7502e-07-0j -0.000497569-0j 0.000177991-0j 0.000125678-0j 0.0120159-0j -7.71687e-08-0j 4.35994e-07-0j 0.00848436-0j 1.0364e-05-0j -5.20955e-06-0j -8.45352e-11-0j -9.08145e-09-0j 0.00069966-0j 1.76081e-12-0j -6.13076e-07-0j 1.1887e-10-0j 
-2.98376e-06-0j -0.00718291-0j 6.30547e-06-0j -2.6026e-06-0j 2.04526e-05-0j -0.0147201-0j -0.00149241-0j 6.12174e-07-0j -1.64087e-06-0j -1.65787e-06-0j 1.24853e-05-0j 1.26147e-05-0j 6.24428e-05-0j 6.30899e-05-0j 2.97402e-06-0j 0.070616-0j 3.00484e-06-0j 0.0713478-0j -0.000131958-0j -0.000133326-0j 3.4854e-08-0j 3.52152e-08-0j 2.39767e-06-0j -1.50868e-06-0j -8.8006e-07-0j -1.78752e-05-0j 1.12475e-05-0j -8.65605e-05-0j 6.56106e-06-0j 1.99806e-07-0j -4.1227e-06-0j 5.4466e-05-0j -1.25723e-07-0j 0.000680236-0j 3.17719e-05-0j 2.5941e-06-0j -0.0925819-0j -7.33384e-08-0j -5.97141e-07-0j 1.51323e-06-0j -0.0233177-0j -0.000428022-0j 0.0582549-0j -0.000249679-0j 3.75736e-07-0j 2.03604e-05-0j 0.033982-0j 0.0146721-0j 2.1918e-07-0j -3.94772e-09-0j -1.28113e-05-0j 0.00855872-0j 2.48401e-09-0j -7.47326e-06-0j 1.449e-09-0j 
-0.00705989-0j -0.000203107-0j -5.14947e-05-0j -4.14044e-05-0j -0.0942705-0j -4.22582e-06-0j 8.22068e-05-0j 9.73899e-06-0j 1.34004e-05-0j 1.21562e-05-0j -0.000101963-0j -9.2496e-05-0j -0.000511559-0j -0.000464061-0j 0.00703684-0j -1.04066e-05-0j 0.00638347-0j -9.44034e-06-0j -3.7313e-06-0j -3.38485e-06-0j -2.84641e-07-0j -2.58213e-07-0j 9.95675e-06-0j -2.40013e-05-0j 2.76282e-05-0j -7.42299e-05-0j 0.000178935-0j 1.24459e-06-0j -0.000205974-0j 0.0345837-0j -1.71202e-05-0j -3.00016e-06-0j -0.0833658-0j 0.00283372-0j 3.45352e-06-0j 4.12692e-05-0j 7.33384e-08-0j 0.0959634-0j 0.000718446-0j -4.75055e-05-0j -1.74732e-06-0j -0.00683083-0j -1.76786e-07-0j 0.00786305-0j -0.00173185-0j -2.92749e-07-0j 2.03501e-07-0j 4.21202e-06-0j 0.00199356-0j -1.63936e-08-0j 7.05687e-07-0j -4.84851e-06-0j 3.95177e-08-0j -8.12324e-07-0j -4.54893e-08-0j 
-5.0764e-05-0j -1.19104e-05-0j -0.01345-0j 3.0672e-07-0j 0.00141401-0j 3.13044e-08-0j 0.000175329-0j 0.0446049-0j 1.93378e-07-0j 1.95382e-07-0j -5.97924e-06-0j -6.04121e-06-0j -3.67835e-06-0j -3.71647e-06-0j -0.0145675-0j -6.10254e-07-0j -0.0147185-0j -6.16578e-07-0j -0.000974585-0j -0.000984685-0j 0.0105973-0j 0.0107071-0j -2.82568e-07-0j 1.77799e-07-0j 1.03716e-07-0j 8.56048e-06-0j -5.38647e-06-0j -3.5321e-08-0j -3.14211e-06-0j 6.82231e-06-0j -0.000139883-0j 2.22249e-08-0j -4.29277e-06-0j -0.000162834-0j 1.29645e-08-0j 8.80181e-05-0j -2.08131e-09-0j -2.50411e-06-0j -0.183882-0j 5.13439e-05-0j -1.42768e-05-0j 0.000102459-0j 1.30961e-09-0j 5.97678e-05-0j 0.115703-0j -0.00513658-0j 7.63941e-10-0j 8.98331e-06-0j 0.0674935-0j -0.00304127-0j 0.00323207-0j 5.24027e-06-0j 0.00191364-0j 0.00188537-0j 0.00111629-0j 
-3.04592e-06-0j 7.72421e-05-0j 0.0282028-0j -0.0010011-0j -0.000123741-0j 5.28227e-07-0j 0.00146891-0j -0.0164968-0j -1.67505e-06-0j -1.51952e-06-0j -0.00750053-0j -0.00680411-0j -2.20707e-07-0j -2.00215e-07-0j -0.000433987-0j 3.95765e-06-0j -0.000393691-0j 3.59018e-06-0j 0.00204357-0j 0.00185383-0j 0.000973512-0j 0.000883122-0j -1.24459e-06-0j 3.00016e-06-0j -3.45352e-06-0j 2.82298e-05-0j -6.80494e-05-0j 3.00924e-05-0j 7.83325e-05-0j -1.03716e-07-0j 0.059172-0j -7.25394e-05-0j 2.50013e-07-0j 3.7196e-06-0j 8.35009e-05-0j -0.142637-0j -9.1673e-09-0j -2.87793e-07-0j 0.00135811-0j 0.164191-0j -3.1222e-05-0j -8.9663e-06-0j 2.20983e-08-0j 1.03212e-05-0j -0.00327379-0j 0.000495884-0j -2.54376e-08-0j 7.52624e-05-0j 0.0037685-0j 9.38734e-05-0j -0.00119536-0j -8.66354e-05-0j -0.000226287-0j 0.00137599-0j 0.000260482-0j 
-0.00304647-0j -0.000717036-0j 3.10873e-07-0j -3.58573e-05-0j 0.000862747-0j -0.0668975-0j 0.000143586-0j -4.40189e-08-0j 1.16051e-05-0j 1.05276e-05-0j 1.87276e-06-0j 1.69888e-06-0j 0.0424299-0j 0.0384903-0j -3.18621e-05-0j 0.00349394-0j -2.89037e-05-0j 0.00316953-0j -4.3297e-06-0j -3.92769e-06-0j 1.02816e-09-0j 9.32696e-10-0j 8.6228e-06-0j -2.07857e-05-0j 2.39267e-05-0j 1.36338e-06-0j -3.28651e-06-0j -0.000207174-0j 3.78314e-06-0j -0.000208188-0j 1.55574e-07-0j 0.000499403-0j 0.000501849-0j 0.00498472-0j -0.000574869-0j -3.7502e-07-0j 0.00351967-0j -0.000577684-0j -2.16114e-06-0j 4.3169e-07-0j 0.000290249-0j -0.0120159-0j -0.00848436-0j 0.0138317-0j 5.20955e-06-0j -2.5433e-07-0j 0.00976644-0j -0.00069966-0j -5.99677e-06-0j 4.93122e-11-0j 6.13076e-07-0j 0.000805387-0j -1.1887e-10-0j -7.05718e-07-0j 1.36832e-10-0j 
-0.00106604-0j 0.0118939-0j 0.00148197-0j 1.11598e-07-0j 0.000255896-0j -2.18925e-06-0j -0.00098812-0j 3.75899e-06-0j -3.94533e-06-0j -3.96084e-06-0j 6.06765e-05-0j 6.0915e-05-0j -0.00717482-0j -0.00720303-0j 0.0481531-0j -0.00119031-0j 0.0483424-0j -0.00119499-0j 0.00997418-0j 0.0100134-0j -1.60403e-05-0j -1.61034e-05-0j 3.01735e-06-0j -6.28493e-08-0j -4.24287e-06-0j -4.54672e-05-0j 9.4705e-07-0j -3.60593e-05-0j 6.3934e-05-0j -7.28507e-05-0j 0.000242008-0j 7.51089e-07-0j 1.51743e-06-0j -0.0826848-0j 5.0705e-05-0j -5.04086e-06-0j -6.41889e-06-0j 0.00010244-0j -0.0103025-0j -0.000340301-0j -0.00474756-0j 0.00172227-0j 1.33701e-07-0j 0.116268-0j 0.000214593-0j -0.0012146-0j 9.02596e-06-0j 9.88884e-05-0j 0.0144869-0j 1.19028e-06-0j 2.52992e-05-0j 0.00667582-0j -2.47926e-08-0j 0.00170792-0j -1.67372e-06-0j 
4.30669e-07-0j 0.0020992-0j -0.00398764-0j 3.75653e-07-0j -8.98144e-06-0j 0.000700841-0j -0.0204928-0j -0.00119737-0j 2.36839e-07-0j 2.39293e-07-0j -5.48273e-06-0j -5.53955e-06-0j -5.99816e-06-0j -6.06032e-06-0j 6.13622e-05-0j -0.0102289-0j 6.19981e-05-0j -0.0103349-0j 0.055538-0j 0.0561136-0j -0.000137647-0j -0.000139073-0j -3.46074e-07-0j 2.17758e-07-0j 1.27026e-07-0j 7.84962e-06-0j -4.93918e-06-0j 8.31487e-06-0j -2.88119e-06-0j -2.88395e-08-0j -8.50625e-05-0j -5.23192e-06-0j 1.81465e-08-0j -0.000198799-0j -3.05196e-06-0j 5.35235e-05-0j -0.000141261-0j 1.05855e-08-0j 0.000377638-0j 3.1222e-05-0j -0.158698-0j 0.000125089-0j 8.88851e-05-0j 7.29688e-05-0j -0.000237619-0j -0.0265032-0j 5.18496e-05-0j 0.0998567-0j -0.000138611-0j 2.61026e-05-0j 0.0166765-0j 0.0582497-0j -1.64244e-05-0j 0.00972794-0j -9.58091e-06-0j 
3.69222e-06-0j 0.0088884-0j -7.80263e-06-0j 5.57988e-08-0j -4.38496e-07-0j 0.000315595-0j 3.19968e-05-0j -1.31248e-08-0j -1.97267e-06-0j -1.98042e-06-0j 1.50099e-05-0j 1.5069e-05-0j 7.50693e-05-0j 7.53645e-05-0j 3.5754e-06-0j 0.0848953-0j 3.58945e-06-0j 0.0852291-0j -0.000158641-0j -0.000159265-0j 4.19019e-08-0j 4.20666e-08-0j 1.50868e-06-0j -3.14247e-08-0j -2.12143e-06-0j -1.12475e-05-0j 2.34278e-07-0j -5.4466e-05-0j 1.58158e-05-0j 1.25723e-07-0j -2.5941e-06-0j 1.13449e-06-0j -2.61872e-09-0j 0.000428022-0j 7.65878e-05-0j 5.40334e-08-0j -0.0582549-0j -1.76786e-07-0j -3.75736e-07-0j 3.64772e-06-0j -0.0146721-0j -8.91539e-06-0j 0.00121341-0j -0.000601866-0j 7.82633e-09-0j 1.28113e-05-0j 0.0819155-0j 0.000305609-0j 5.28344e-07-0j -2.48401e-09-0j -2.6685e-07-0j 0.0206313-0j 5.17402e-11-0j -1.80147e-05-0j 3.49291e-09-0j 
0.000621858-0j -0.00693813-0j -0.000864485-0j 7.31933e-06-0j 0.0167834-0j -0.000143586-0j -0.0648076-0j 0.00024654-0j -2.36888e-06-0j -2.14893e-06-0j 3.64317e-05-0j 3.30491e-05-0j -0.00430795-0j -0.00390796-0j 0.0289124-0j -0.000714695-0j 0.0262279-0j -0.000648336-0j 0.00598876-0j 0.0054327-0j -9.63102e-06-0j -8.73679e-06-0j -1.76012e-06-0j 4.24287e-06-0j -4.88401e-06-0j 2.65225e-05-0j -6.3934e-05-0j 2.10346e-05-0j 7.35952e-05-0j 4.24962e-05-0j -0.000141171-0j -5.0705e-05-0j -0.00010244-0j 0.0482328-0j 5.83671e-05-0j 0.000340301-0j 3.74435e-06-0j 0.000117919-0j 0.00600977-0j -0.000391725-0j 0.00276941-0j -0.116268-0j -9.02596e-06-0j 0.133837-0j -0.0144869-0j 0.000708516-0j 1.03899e-05-0j -0.00667582-0j 0.016676-0j -6.94328e-07-0j -0.00170792-0j 0.00768461-0j 1.67372e-06-0j 0.001966-0j -1.92663e-06-0j 
6.28172e-05-0j 1.47384e-05-0j 0.0166435-0j -6.57596e-09-0j -3.03159e-05-0j -6.71156e-10-0j -3.75899e-06-0j -0.000956313-0j 2.32481e-07-0j 2.33395e-07-0j -7.18831e-06-0j -7.21657e-06-0j -4.42215e-06-0j -4.43954e-06-0j -0.0175132-0j -7.33654e-07-0j -0.0175821-0j -7.36538e-07-0j -0.00117166-0j -0.00117626-0j 0.0127401-0j 0.0127902-0j -1.77799e-07-0j 3.70343e-09-0j 2.50013e-07-0j 5.38647e-06-0j -1.12196e-07-0j -2.22249e-08-0j -7.57422e-06-0j 4.29277e-06-0j -8.80181e-05-0j 4.62929e-10-0j -8.94154e-08-0j -0.000102459-0j 3.12517e-08-0j 1.83336e-06-0j -1.30961e-09-0j -6.03631e-06-0j -0.115703-0j 0.000123767-0j -8.98331e-06-0j 2.13415e-06-0j 2.72783e-11-0j 0.000144074-0j 0.00241001-0j -0.00323207-0j 1.84152e-09-0j 1.87116e-07-0j 0.162697-0j -0.00191364-0j 6.73217e-05-0j 1.2632e-05-0j 3.98599e-05-0j 0.0045448-0j 0.00269088-0j 
-2.77996e-08-0j -0.000112645-0j 0.00268648-0j -2.42483e-08-0j 9.68943e-07-0j 4.75688e-07-0j 0.00221635-0j -0.0184127-0j -1.52879e-08-0j -1.54463e-08-0j 5.91493e-07-0j 5.97622e-07-0j 1.92582e-07-0j 1.94578e-07-0j -1.33424e-05-0j -1.16035e-05-0j -1.34806e-05-0j -1.17238e-05-0j -0.0186107-0j -0.0188035-0j 0.0377912-0j 0.0381828-0j 2.2339e-08-0j -1.40563e-08-0j -8.19948e-09-0j -8.4684e-07-0j 5.32853e-07-0j -2.66965e-07-0j 3.10831e-07-0j 1.86158e-09-0j 1.84957e-05-0j 1.67981e-07-0j -1.17135e-09-0j 1.06677e-05-0j 9.7989e-08-0j -1.16379e-05-0j -4.75223e-08-0j -6.8329e-10-0j -0.000254415-0j -6.7888e-06-0j -0.000362836-0j -6.71239e-06-0j 2.99022e-08-0j -3.91556e-06-0j 0.000160084-0j -0.202717-0j 1.7443e-08-0j 0.000228306-0j 9.33824e-05-0j -0.0225893-0j 0.127555-0j 0.000133178-0j 0.0142138-0j 0.074407-0j 0.00829136-0j 
-2.15379e-06-0j -0.0051849-0j 4.55153e-06-0j 3.65967e-06-0j -2.87595e-05-0j 0.0206988-0j 0.00209857-0j -8.60813e-07-0j -1.18444e-06-0j -1.07447e-06-0j 9.01236e-06-0j 8.17557e-06-0j 4.50736e-05-0j 4.08885e-05-0j 2.14676e-06-0j 0.0509734-0j 1.94743e-06-0j 0.0462405-0j -9.52524e-05-0j -8.64082e-05-0j 2.5159e-08-0j 2.2823e-08-0j -8.8006e-07-0j 2.12143e-06-0j -2.44201e-06-0j 6.56106e-06-0j -1.58158e-05-0j 3.17719e-05-0j 1.82057e-05-0j -7.33384e-08-0j 1.51323e-06-0j -7.65878e-05-0j 1.76786e-07-0j -0.000249679-0j 8.81611e-05-0j -3.64772e-06-0j 0.033982-0j -2.03501e-07-0j 2.1918e-07-0j 4.19893e-06-0j 0.00855872-0j 0.000601866-0j -0.0819155-0j -0.000692815-0j -5.28344e-07-0j -7.47326e-06-0j 0.0942938-0j -0.0206313-0j 6.08183e-07-0j 1.449e-09-0j 1.80147e-05-0j 0.0237489-0j -3.49291e-09-0j -2.07369e-05-0j 4.02072e-09-0j 
