-0.0246632+0.00822958j 0.010009-0.0227061j 0.0413097+0.00493876j -0.00561515-0.00514066j 0.0215604+0.0121786j -0.0255265+0.0204556j -0.0233463+0.00433806j 0.00535288-0.032991j 0.0516409+0.0238894j 0.00480413-0.0156469j -0.0510578+0.0225632j 0.00329889+0.0277673j 0.0108781+0.00659668j 0.0106453+0.00485382j -0.00512447+0.0384454j 0.00177567-0.00872958j 0.0111859+0.00884582j -0.0295652-0.00989522j -0.0133036-0.00357181j -2.64148e-05-0.0327138j 0.0102241-0.0114198j -0.0130142+0.0393386j -0.0279982+0.0344088j -0.00837549-0.0212113j 0.00963899+0.0158756j 0.0131786+0.00120548j -0.0123779-0.0147303j 0.000932684-0.0212469j -0.0376171+0.0146413j 0.0352294-0.00504151j 0.031562+0.00185926j 0.0332589-0.0483239j -0.0162041+0.0160345j -0.0226748-0.00914246j -0.000361306-0.00423698j -0.00338218-0.0319106j -0.0227104+0.0662426j 0.0209825-0.0286453j 0.0401724-0.0245065j -0.00562521-0.0646837j -0.0443852+0.00388743j -0.0466352+0.0399886j -0.0454802-0.0242565j -0.0829701-0.0401601j -0.0304653+0.0102749j 0.00595773+0.0305726j -0.00392935-0.00160207j 0.0180844+0.0168021j 0.0316475+0.0124087j -0.0245556+0.00499872j 0.0358084+0.0112925j -0.000913593+0.0190845j -0.028008-0.0244038j 0.0169666-0.0363964j 0.0325113-0.0416007j -0.0574376-0.00582825j 0.0654825+0.0249107j 0.0316839-0.019839j 0.0197968+0.0549977j 0.0542672+0.0414683j 0.0199663+0.0727592j 0.0352623-0.0263055j -0.0260922-0.064987j -0.109668+0.0917238j -0.0153541-0.0047027j -0.00740077-0.0118072j 0.0327385-0.002781j 0.00950297+0.0640855j -0.0124049+0.0217305j 0.131669+0.0918686j 
0.000639387-0.00359184j -0.00110987+0.00492511j -0.00472188+0.00704135j -0.00849825-0.0020856j -0.0019126-0.00929844j -0.00306414+0.00483085j 0.00845986-0.00357542j 0.00843662+0.00615955j 0.000399976+0.00557986j 0.000315215+0.0100668j -0.00470256+0.000228062j -0.00211961-0.00589626j -0.000569607-0.0147462j 0.0136611+0.00616927j -0.000172753+0.0207413j 0.00692194-0.00211658j 0.00535356+0.0134087j 0.000505985-0.0060788j -0.0031771+0.00339596j 0.00756182+0.000123804j 0.00592923-0.00355018j 0.0139274-0.000427422j 0.00760329-0.00491211j -0.00272347-0.00738351j 0.0161092+0.0010965j 0.00287318+0.00963369j -0.00377476-0.0046894j -0.00949485-0.000633705j 0.00181414-0.00633032j -0.0121446-0.00982569j 0.00852112+0.00183304j 0.009776-0.00265921j 0.0139301-0.00111405j 0.00164899-0.00533437j -0.0142212+0.00519323j 0.000574128+0.00862805j -0.00080731-0.000567341j -0.00940963-0.0104149j -0.00108461-2.95307e-05j 0.00516582+0.00828556j 0.00548395+0.00262137j -0.00423689+0.00549028j 0.000298803+0.00869064j 0.00699005-0.00344129j 0.00357447+0.00625114j -0.00713902-0.00765708j -0.011529+0.00269085j -0.00169686-0.0110326j -0.00762241+0.000489106j -0.0103403+0.00681455j -0.00137235-0.00494132j 0.00376363-0.0130202j 0.00455349+0.00373027j 0.00872488-0.000384393j 0.00015753-0.00127651j -0.00850413-0.00143641j 0.00350351-0.000675411j -0.0103181+0.00150314j -0.0129583+0.00211237j -0.00233637+0.00682288j 0.00557124+0.000788653j -0.00650248-0.00922114j 0.00973358-0.000487105j -0.0067479+0.000214145j -3.33606e-05-0.0147114j -0.0187974+0.00458915j -0.0127297+0.00732428j 0.00605821-0.00849139j -0.00498733-0.00446893j 0.000225978-0.000455945j 
8.21754e-05-0.0030144j 0.000404118-0.0031519j 0.00640228-0.00537731j 0.00459631+0.00836623j 0.00668534+0.00486073j 0.00216459-0.0106059j -0.00583522-0.0161914j 0.00266801-0.00148059j 0.000547667+0.00317518j -0.0156446-0.00360013j -0.00356671+0.00441782j -0.00418943+0.00375139j -0.0205649+0.000526124j 0.00583556-0.00851465j 0.00948673-0.0104589j -0.00913+0.00111056j 0.000367351-0.011259j 0.00525651+0.00467457j 0.00371077+0.00682601j -0.0032864+0.0120919j -0.00319498+0.0037515j 0.00580345-0.00321563j 0.0185394-0.0029732j 0.00611965-0.011074j 0.00583455-0.000125691j 0.00112932+0.000570507j 0.0111662+0.0139955j 0.00430052-0.00208828j -0.00146294+0.00967605j 0.00124555-0.015453j -0.00452667+0.00143403j 0.0111365-0.00114723j 0.00248814-0.0110186j 0.00217163+0.00602628j -0.00184708+0.00241147j 0.00693178+0.0121578j 0.00418411+0.00668622j 0.01057-0.0128434j -0.00214613+0.00926576j -0.00784479+0.00223318j 0.00515961+0.0066148j 0.000492278-0.0115858j 0.000391841-0.00276612j 0.00274254+0.00632188j 0.00556829+0.00509455j -0.00277139+0.00567856j 0.00386022+0.0150734j 0.000343825-0.00273033j -0.00111624+0.00177886j -0.0106959-0.0010517j -0.00717394+0.0159349j -0.00265659-0.0180597j 0.00419399+0.00134251j 0.0031778-0.00178104j 0.00252812-0.00207257j -0.000540941-0.00371047j -0.000991235+0.00705679j 0.00927322-0.011134j 0.0109654+0.000461759j 0.000246833-0.00128163j 0.00060893-0.00105546j 0.00130826+0.00555809j 0.00107898-0.0020741j 0.00121158-0.00342005j -0.0147318+0.014709j -0.00648112+0.00150816j -0.00479747+0.00543523j 0.00260457-0.00238123j 0.00296021+0.00235118j 0.00130282-0.000531112j 
-0.0056065-0.00490583j -0.000613741-0.0033061j -0.00332349-0.00682701j -0.00389325+0.00063914j 0.000225481-0.000519844j 0.0026935-0.0132j 0.00735987-0.00980364j -0.000818468-0.00254132j -0.00249282+0.00592097j -0.00413593+0.00225758j 0.00863187+0.00376756j -0.000616951+0.00511511j -0.00744878+0.00147458j 0.00114309-0.0095189j -0.00132984+0.00178451j -0.00659926+0.000209008j 0.00112222-0.00584724j 0.00489282+0.0101348j -0.00354017+0.0119248j -0.00724747+0.0065038j -0.00437042+0.00120961j 0.00408269+0.00323871j 0.00115788-0.00809611j 0.00429627-0.0088495j 0.00440035+0.00470351j 0.0133562+0.00988404j -0.00960989-0.00199181j -0.0093157+0.00178318j -0.00668939-0.0040292j 0.00435836-0.0017084j 0.00083959+0.00652988j 0.00513376-0.000711803j 0.00878455-0.00128582j -0.00480207+0.00244987j -0.00479103+0.00113212j -0.00164474+0.00542751j -0.00766578+0.00207051j -0.000172041+0.00166454j -0.0002093+0.00224033j -0.00325363+0.00294716j -0.00330268+0.00332897j -0.00022604-0.00351999j 0.00200435+0.00782091j -0.00186888+0.00986487j 0.00973933+0.00846307j -0.00596169-0.00465086j -0.00358066+0.0115097j 0.0022964-0.00487789j 0.00554567-0.000318558j -0.00497782+0.00040654j 0.00119707-0.00179644j -0.00104926-0.0139796j 0.00247025+0.00508772j 0.0075322-0.000988973j 0.000189364-0.00180854j 0.0029543+0.00133667j -0.0040146-0.000737839j 0.00325317-0.00465192j -0.00572131-0.00190532j -0.00311081+0.000867158j -0.0030869+0.000355818j -0.000505711+0.000205176j 0.00234655-0.00552815j 0.00123887-0.00268841j 0.00488639-0.00511878j 0.00468395+0.000994964j -0.00563024+0.00317834j 0.00241133-0.00814022j 0.000953121+0.002364j -0.00131283-0.00254111j 
-0.00168871-0.00617857j -0.00283567+0.00362852j -0.00473738-0.00427849j 0.000984491+0.00493291j -0.00457625-0.00315669j -0.00171342-0.00657021j -0.0110106+0.00618703j 0.00381396-0.00704492j -0.00416911-0.00744376j -0.00393282+0.00275799j -0.00575795-0.00774101j 0.00154308+0.00469772j 0.00714082+0.011209j -0.000932053-0.0098447j -0.00104046-0.00288352j -0.0125635-0.00657483j -0.0073075-0.00901082j 0.00208475-0.00488077j -0.00167172+0.00672158j -0.0108794+0.0129914j -0.0149273+0.00622674j 0.00481984+0.0072454j 0.00148915-0.00420655j -0.00131203+0.00403416j 0.00438145+0.00334424j -0.00206791+0.00601864j -0.00898707-0.00349987j 0.00453824+0.000297519j -0.000626284-0.0164019j 0.00398276+0.00898351j -0.00983395+0.00557498j -0.00676519-0.00133326j -0.00436367-0.009687j 0.0015947+0.00591403j 0.00695696-0.00393063j 0.00847661+0.00306954j 0.0013315+0.00386992j 0.00126373-0.00575543j 0.00246918+0.00211184j 0.0037729+0.00261923j 0.00388889-0.00231403j 0.0019268+0.00104166j 0.00399732-0.00384653j 0.00324278+0.00701355j 0.00402829+0.00198069j -0.012841-0.00217395j -0.00559523+0.0160185j 0.00096311-0.00440301j 0.00511094-0.00225863j -0.00524914+0.00267153j -0.00814882-0.0209785j -0.00163285-0.00397079j -0.00204417+0.000977048j 0.0160754+0.00256069j 0.00114448+0.000846005j 0.00654228-0.00489306j -0.00625559+0.00334878j 0.0139666-0.00513203j 0.00532115-0.00945132j 0.00378208-0.00273665j 0.00625082-0.0043277j 0.000792423+0.0119225j 0.00196694-0.00026599j 0.000766653+0.00436433j 0.0126047+0.0173652j -0.0178087+0.00505785j -0.0208611+0.00817807j 0.00678498-0.0073417j 0.00560566+0.00223811j 0.00211515+0.0010199j 
0.00161985-0.00487045j 0.0117176+0.020759j -0.0108151-0.000198456j -0.00319416-0.00330932j 0.0112675-0.000522774j -0.00546129-0.00364485j 0.00377432-0.0025475j 0.00925712+0.000739142j 0.00127537+0.00254676j -0.00213561+0.0164849j 0.00357108-0.00920938j -0.0145351-0.00794917j 0.0120864+0.00745908j 0.00146719-0.00382106j 0.0014095+0.00120436j -0.00512159-0.0101447j -0.0132345+0.00549474j 0.00575309-0.00139123j -0.00196346+0.00191399j 0.00520485+0.00434994j -0.0155882-0.00433104j 0.00921361-0.00585093j 0.00653418-5.40754e-05j -0.000819629+0.00960283j 0.010435-0.00408606j 0.000164462+0.0141405j 0.00065935-0.000659869j -0.00453441+0.00284569j 0.00109889+0.00180017j -0.00449266+0.0167517j -0.007403+0.00447062j -0.0126023+0.0111782j 0.00103628-0.0085604j 0.0115155-0.00861523j 4.62483e-05-0.00159846j 0.00106695-0.00658196j 0.0120852-0.00598848j -0.00943328+0.00475292j -0.00605433+0.00682484j -0.00439825+0.00248795j -0.00199616+0.00350557j 0.010682+0.00180707j 0.00526011-0.00642656j 0.00219311+0.00288366j -0.00798455+0.00477234j -0.00710292-0.0102928j 0.012848-0.0148115j -0.0011962+0.0101715j -0.00700558-0.00186832j -0.0073733+0.00643849j -0.00288767-0.00396246j -0.00246048+0.00411108j 0.00259541+0.00517658j -0.00977436-0.00160379j -0.0138993+0.00519725j 0.00157598+0.00295728j 0.000142628-0.00490668j 0.00224856+0.00247888j -0.00124867-0.00610513j 0.00445378-0.0121643j 0.00678898-0.00239215j 0.000330562+0.00508357j 0.00989351-0.00480081j 0.00682442-0.00702258j -0.00418321+0.0230024j -0.00743486+7.83694e-05j 0.0196394-0.00727871j 0.00762824-0.00689355j 0.0080538-0.00381645j -0.00798184-0.00291604j 
-0.00229765-0.00259725j -0.00039457-0.00605013j 0.00478776-0.000587994j -0.00932445-0.00375506j 0.00708017+0.00510627j 0.00551554+0.00458002j 0.00244295-0.00392791j 0.00334737+0.00649373j 0.00657107+0.0034279j 0.000453948-0.00289166j 0.00856629-0.00517219j -0.00171229+0.00150842j 0.00103421+0.000845238j -0.0021041+0.00880291j -0.000906549+0.007174j 0.00535665-0.00544392j -0.00115563-0.00838212j -0.000125559+0.00400754j -0.00117453+0.000869602j -0.00529771+0.0019225j -0.00515028-0.000372052j -0.00789184-0.00185771j 0.00282985+0.00399631j -0.00334414-0.00317598j -0.00778685-0.00207814j 0.00343989+0.00917925j 0.0114622+0.0162514j -0.00407719-0.00731901j 0.00477012+0.00759693j 0.00561721-0.00330594j 0.0026489-0.00207972j -0.000854508+0.00588829j -0.00284578+0.00364211j -8.19286e-05-0.00169229j 0.000902398+0.00661259j 0.00378525-0.00404332j 0.00114611-0.00244795j 0.00596259+0.00123647j 0.00533094+0.000639477j -0.00121226-0.00533182j -0.00348713+0.000732023j 3.93942e-05-0.0103585j -0.00243916-0.00382227j -0.00836888-0.0111474j -0.00495776+7.91375e-05j -0.00229316+0.00899529j 0.0018237-0.0158431j 0.00236704-0.00492067j 0.00304647+0.00184492j -0.00382831+0.00330469j -0.00335221+0.00914236j -0.00159688+0.00590827j 0.00186145+0.00164972j 7.97016e-05-0.0024073j 0.00360268-0.00492501j -0.00128875-0.000865654j 0.00685022+0.000696528j -0.00624673-0.00126634j 0.00175128+0.00547804j 0.00511539+0.000687457j -0.000488551-0.000231654j 0.00289862-0.00147902j -0.00547038+0.00532983j -0.00158748+0.0126074j -0.00390171+0.0130051j 0.00634552-0.00130682j 0.00503832+0.00240482j -0.00325048+0.00407569j -0.00116737+0.00120559j 0.00112638+0.000990585j 
-0.00467199-0.00236577j 0.00398028-0.00110032j 0.000776075-0.00772462j -0.0158729-0.00776j 0.0110307+0.00485779j -0.000106988-0.00382129j 0.0143295-0.00704626j -0.000989716+0.00109345j 0.0128454+0.00891151j 0.00474709+0.00293307j 0.00787355+5.2407e-05j -0.00693713-0.000727016j -0.000491277+0.00456194j 0.00184999+0.00546332j -0.00369052+0.00745251j 0.00656713+0.000599514j 0.000836878+0.00244032j 0.00829849+0.00402911j -0.00336692+0.0166654j 0.00119746+0.00935261j -0.00176822+0.00547457j -0.00484902-0.000960112j 0.0049323-0.0110001j 0.002036-0.0109392j 0.00248628+0.00141385j 0.00900736+0.0150589j 5.71553e-05+0.00616459j -0.0154426-0.00199739j -0.00587067-0.00367303j 0.000835485-0.00204525j 0.00712425+0.000707137j 0.0081818+0.0007415j -4.16096e-05-0.00465028j -0.004461+0.000689274j -0.00465092-0.000574478j -0.00638612+0.000321699j -0.000425405-0.00711855j -0.00450604-0.00964665j 0.00432514-0.000971805j -0.00348211-0.00706006j -0.00858745+0.00369505j -0.00125411+0.00378624j -0.000276486+0.00374431j -0.00274177-0.00400277j 0.00154474-0.000308886j -0.0028528-0.00293076j 0.00258346-0.00936663j 0.00195232+0.00372096j 0.00457664+7.05577e-05j -0.00959895+0.012376j 0.0040082+0.0011188j -0.00148383-0.0018119j -0.000553394+0.00373332j -0.00272817-0.0120873j -0.00200332-0.00443736j 0.00285536-3.40698e-05j 0.000267567+0.00462195j -0.00358374-0.00191562j -0.00593417+0.000979703j 0.000384908-0.000650688j 0.00154932+0.00392209j -0.00333289-0.00396803j -0.00147707-0.00419603j -0.00256285+0.000138518j -0.0004873-0.000936893j -0.0158289+0.0076813j 0.00820192-0.00407004j -0.00284599+0.00244819j -0.00479015-0.00186439j -0.00103227+0.00181671j 
0.000210479+0.00187293j 4.76791e-05+0.00549362j -0.00399302+0.00838869j 0.00590408+0.00228676j 0.00344835-0.00249416j -0.00213426+0.00445892j -0.00469359+0.00820374j 0.00433659+0.00209953j -0.00294949-0.00845635j -0.00609165-0.0013905j -0.00838022-0.00807383j 0.000867315-0.00518089j 0.00293335-0.0059042j 5.39331e-05-0.00515422j 0.00316098-0.00200016j 0.00137358-0.00576526j -0.00582736-0.00264833j -0.00357593-0.00126476j -0.00183113-0.00988882j 0.00281334-0.00415086j -0.00213759-0.00487966j 0.00765641-0.00532933j -0.00186921+0.00293469j -0.00671429+0.000164154j 0.00813959+0.00855907j -0.0023122-0.0049492j 0.00978553-0.00216491j 0.000895452+0.000695748j 0.00977781-0.00470075j -0.00916277+0.00367075j -0.00172604+0.000634385j -0.00526238-0.000794546j 0.00563587-0.00207734j 0.00672111-0.000171348j 0.000813557+0.00433182j 0.0041067+0.00818778j 0.00681736+0.00380011j -0.00160857-0.00226144j -0.00225423-0.000487892j 0.00380279+0.0116395j 0.00134616-0.00203132j -0.00789134-0.000852317j 0.00296591+0.00420718j 0.00299856+0.0112319j 0.009571+0.00552421j -0.00807352+0.000434554j -0.00522518-0.0104779j -0.00736326-0.00371854j -0.00839347+0.000765536j 0.00417997-0.00279378j 0.000102797+0.00163257j -0.00606569-0.00300627j 0.00123241-0.00257283j -0.00329623+0.00694773j -0.0031667+0.00675595j -0.0037777+0.00143631j 0.000392657-0.00443079j 0.00343683+0.00412025j 0.00558454-0.00126165j -0.00167708+0.0101423j -0.00146244-0.00813656j -0.00146524+0.00332823j 0.00661417-0.00185654j 0.000946264+0.00287259j -0.00359206+0.00435765j 0.0075342-0.00228224j -0.0085847-0.00449385j 0.00671434-0.0146281j 0.00358443+0.00168367j -0.00217312-0.00336362j 
-0.000322556-0.000115981j -0.00221474+0.000508595j 0.003723-0.00122283j 0.0120181+0.0047084j -0.0104534-0.00748709j 3.53962e-05-0.00230639j -0.00453123+0.000869248j -0.00581431-0.00314171j -0.0028084+0.00591848j -0.000816649+0.00166454j 0.00587343+0.0105968j 0.011622-0.000654701j -0.00627047+0.00645363j 0.000806007-0.00225774j -0.00293852-0.00746102j -0.0137166+0.0158585j 0.00245968+0.00796859j -0.0071899+0.00217868j 0.00648287-0.00508352j -0.00399589-0.00827192j 0.00137327-0.0105757j -0.000484601+0.00539024j -0.00244137+0.00562875j 0.00560702+0.00675439j -0.00275688-0.013815j -0.00848566-0.0193152j -0.00100384+0.00410195j 0.00886438-0.00174582j -0.00420436+0.0130964j 0.00369396-0.00643886j -0.00227578+0.0057916j 0.00540881+0.000531689j -0.00285511+0.00202886j -0.00126559+0.00286521j 4.81528e-05-0.00691037j 0.0105213-0.0135925j -0.00372648+0.000568801j 0.000140724+0.0102747j -0.00292764+0.00469722j -0.0009504+0.00671219j 0.00808704-0.00691856j 0.00386144-0.00787108j -0.00127684+0.00175387j 0.00469607-0.0058908j -0.000267032+0.000908466j 0.00858099-0.0112618j 0.00739173+0.0198651j -1.75226e-05-0.00274251j -0.00284733-0.0001476j 0.00684593-0.00552009j 0.00213523+0.0044529j 0.0109938-0.000135017j 0.00372533-0.00292648j -0.00119145+0.0037197j 0.00147937-0.00581012j -0.000365289-0.000715015j -0.00180471+0.00119403j 0.00235238-0.00891318j -0.00592388+0.00470307j 0.00220561-0.0129791j -0.00418115+0.0048591j 0.00840985+0.0136271j -0.001452-0.0028154j 0.00604434-0.00697065j 0.00505635+0.000404221j 0.00516845-0.00276358j 0.00197655-0.00129969j -0.00127166+0.00423919j 0.00743895+0.00246948j 0.00287356-0.00367886j 
-0.000178766-0.00525317j -0.011882-0.00973189j 0.0113602+0.00623881j -1.48409e-05+0.00159224j -0.00309174-0.00391969j 0.00910438+0.00511249j -0.00183747+0.000125383j -0.000295343+0.00616129j -0.00108985-0.013219j 0.00456789-0.0134522j -0.0130267-0.000873037j 0.00424241+7.81706e-05j -0.00796773-0.00103295j 0.00592245-0.0024595j 0.000447749+0.0044101j 0.00579581-0.00303829j -0.00357083-0.0145135j 0.007522-6.0274e-05j -0.00166973-0.01422j 0.00073608-0.00741495j 0.00788362+0.00562109j -0.00375661-0.00525879j 0.00334305+0.00203014j -0.00257365-0.00680269j 0.00380508+0.0080916j -0.00370698-0.000881446j -0.00680401+0.0012048j -0.00128956+0.000628723j 0.00677853-0.0025766j 0.00239775-0.000526094j 0.000747018-0.00320739j -0.00609834+0.00178967j 0.0022125-0.000526413j 0.00309499-0.00449662j 0.00182948+0.0101194j -0.00214777-0.000622722j -0.006948+0.00200034j 0.00750433+0.000761868j 0.00368805-0.0036144j 0.00936561-0.00763653j -0.00657623+0.0093931j -0.00475723+1.65917e-05j -0.000996858-0.00320018j 0.0112358+0.00107459j 0.00490669-0.0104552j 0.00410046+0.00419492j -0.0127594-0.00178857j -0.00191069-0.00303212j 0.00652365+0.00148759j -0.00035045+0.00072983j -0.00593122+0.00133248j -0.00866035-0.00307167j -0.00161563-0.00283008j 0.00384633-0.0010246j 0.00356134-0.0013383j 0.00175016-0.00203771j -0.00268219+0.0043008j -0.00552771+0.000255904j 0.00704063-0.00303295j -0.011243+0.00958828j 0.00375169+0.00655499j -0.00112118-0.00548998j -0.00327878-0.00572443j -0.00294602+0.011512j -0.0015014+0.00440105j 0.00148875-0.000218363j 0.00217563+0.00385981j 0.00620445-0.00531166j -0.000674554-0.00397754j 0.00718993-0.000975862j 
0.00336878+0.0117631j 0.00175936-0.0041913j -0.00136569-0.00377288j 0.000468281+0.00544514j 0.00329576+0.00962768j -0.00368919+0.0047642j -0.0067765+0.00230547j -0.00138019-0.00386426j 0.00714167-0.00252316j -0.0040763-0.00332779j -0.00837811-0.0108383j -0.00534829+0.00128601j 0.0025578+0.000456399j -0.0105681-0.00429828j 0.00760548-0.00819675j -0.00155076-0.00863459j -0.000320055-0.00856727j 0.00184089-0.000137933j -0.00173689-0.00304367j 0.000159342+0.00541848j 0.00117486+0.00766069j -0.000446637-0.00622731j 7.06855e-05+0.00240804j -0.000310588-0.00850563j -0.0074359+0.00863882j 0.00110605-0.000173924j 0.00619488+0.00270016j -0.00266339+0.00283108j 0.00304644-0.00507594j -0.00326711+5.45662e-05j 0.000786588-0.00741863j -0.00734552-0.00224477j 0.000924574-0.00193723j -0.000860438+0.00702139j 0.00126578-0.000352034j -0.00222561+0.00812672j 0.00796194+0.00552435j 0.00436305-0.00756499j 0.00205351-0.00315447j -0.00169438-0.00586337j -0.00396931+0.00098347j -0.0161923+0.00599781j -0.00316989-0.00156529j -0.00404108+0.00528437j -0.000675748-0.00327798j -0.00450082+0.00823022j -0.0018142-0.0048751j -0.000743653-0.00686492j -0.00218046-0.00169038j 0.000295182-0.0044523j -0.000535425+0.00260123j -0.0126856+0.00610129j -0.00641278+0.000742999j -0.00606727-0.000810278j 0.00411113+0.00581668j -0.000215522-0.00133194j 0.00348531+0.000330112j 0.00878928-0.000871346j 0.00520583-0.00716559j 0.00458828+0.00583746j -0.00454354+0.0012695j -0.00509817-0.00184622j -0.0085435+0.00187445j -0.00358182+0.000584954j -0.000657203-0.000878383j 0.00164594-0.000712225j 0.000641797-0.0065413j -0.00213754+0.00470116j -0.00873073+0.000171336j -0.00163146+0.00593986j 
-0.011949-0.0185854j -0.00989592+0.000665299j 0.00524378+0.00377865j -0.000551923-0.00489984j 0.00253721-0.00507875j 0.00460062-0.00451764j 0.00769954+0.00682497j -0.00255855+0.00302834j -0.00474511-0.0131452j -0.00616344-0.00971284j 0.00298616+0.00419571j 0.00659043+0.00206896j -0.00611401+0.00174278j 0.00543299-0.00855502j -0.00298787-0.00209125j 0.00150172+0.0117279j -0.00300379-0.00207404j 0.00895821+0.00914687j 0.00500808-0.000928052j -0.00378238-0.00697443j 0.00134932+0.00163509j -0.00500134-0.00366373j 0.00135639-0.00569936j -0.00239272+0.00310349j 0.00539803+0.00364109j 0.00376333-0.000827723j -0.000240777+0.00582993j -0.0055453-1.72985e-05j 0.000938239+0.00480804j -0.000896887+0.00273639j 0.00197669+0.00664266j 0.00058886+0.00106433j 0.00177429+0.00351293j 0.00226802-0.00322944j 0.00468963+0.00535937j 0.00139792-0.00444412j -0.00586123+0.000869666j -0.00418888+0.00705549j 0.000618989+0.00182283j 0.00209524+0.00131502j 0.0001596-0.00299351j 0.00112243-0.00928677j 0.00359496+0.00856613j 0.00746106+0.00479926j 0.0140859+0.0115169j 0.00356853+0.000554002j 0.0031272-0.0130027j 0.0016166+0.0101526j 0.00351641-0.00147387j 0.00255009+0.00548316j 0.00413967+0.00651224j 0.00525223+0.000849204j 0.00848217-0.00111655j -0.001872+0.00401972j -0.00103797+0.00267652j 0.00701728+0.000445744j -0.00878423-0.00269006j 0.000143099+0.00409193j 0.00101729+0.00500191j -0.00483019+0.00865617j -0.00587552-0.0104926j 0.00140845+0.000279629j 0.00540095+0.00500294j 0.00281898-0.00224798j -0.00144588-0.00167093j 0.00437501-0.00255673j -0.0145593-0.00440873j 0.00388226-0.010208j 0.00704769+0.000240056j 0.00404289-0.00594886j 
0.00271058+0.00556631j -7.92239e-05-0.00451237j -0.00643211+0.000783602j 0.00430412+0.00473j -0.00279423-0.0101119j 0.00464046-0.0040003j 0.000514094-0.0083746j -0.00687917+0.00135622j -0.00130946+0.00760241j 0.0164577+0.00599203j -0.00578513-0.00177065j 0.0107939-0.00690832j 0.00455669+0.0026851j 0.00734246+0.00332393j -0.00454491+0.00578077j 0.00264938-0.00347043j 0.00151404-0.00677951j -0.00291524+0.000190979j -0.00783828-0.0141967j -0.000218407-0.00369892j 0.00378816-0.00100887j 0.0149978+0.00682865j -0.00508094-0.000238861j 0.00692423-0.0115637j -2.69763e-05+0.00157378j -0.00281227+0.00375218j -0.0142483-0.00458054j -0.00154343+0.00169641j 0.0018851-0.00972784j 0.00490733-0.00171475j 0.00189112-0.00085347j -0.0059609+0.00172426j 0.00637529-0.00777546j -0.000390028-0.00662792j -0.00744678+0.00573247j 0.000327291+0.000240628j -0.00591913-0.00311904j 0.00593363+0.0115855j -0.00106888-6.03897e-05j 0.00459619-0.000401086j -0.00493808-0.00188504j 0.00480262+1.73084e-06j 0.00225817+0.00490249j 0.00201598+0.00689459j 0.00648599-0.00980053j -0.00590281-0.00815139j -0.00834704+0.0185829j -0.00489166-0.00494779j -4.24034e-05+0.00356233j -0.00153393-0.00135757j -0.0097728-0.0120228j -0.00639369-0.0149967j 0.00182486+0.00250966j 0.00487173-0.00214075j 0.000462591-0.00907617j -0.000753225+0.00102902j -0.00288648+0.000768287j -0.00727886-0.00728763j -0.00530903+0.000448016j -0.0128639-0.00366632j 0.0103837+0.0136361j 0.00104479-0.00722573j 0.000295211-0.0198294j 0.000931308+0.0100861j 0.00206779+0.00144374j 0.00234318-0.00233001j 0.0149079+0.00304087j 0.00286511-0.0111685j 0.00266884-0.00061954j -0.0025727-0.00457584j 
-0.00466199-0.00643473j -2.39877e-05+0.00951506j 0.00558731+0.0049615j 0.00797739-0.00242921j 0.00413773-0.00236094j -0.00174367-0.00214103j 0.00394116+0.0107817j 0.00254953+0.00156057j -0.00430954-0.00639326j -0.00816188-0.0067206j -0.00201427+0.00609837j -0.00177645-0.00657486j -0.00381134+0.00280397j -0.00284288-0.00616524j 0.00408316-0.00692616j 0.000104978+0.00400991j -0.0093253-0.00118922j 0.000146372+0.000788374j 0.00206658-0.00301961j 0.00109598+5.42994e-05j -0.00141658+0.00497353j -8.02061e-05-0.00394258j 0.000668703+0.000617137j 0.0010823+0.00616939j 0.000787409+0.00171122j -0.00278087+2.47264e-05j -0.00191384-0.00227745j 0.00201363-0.000526695j -0.000306749+0.00377455j -0.00493988+0.00397519j -0.000820578+0.00450896j -0.00315934+0.00232922j 0.00266532-0.00206021j 0.00182193-0.00165546j 0.00413863-0.003292j -0.000993878-0.000282741j 0.00524777+0.00282967j -0.000781261-0.00468395j -0.000963295-0.000369901j 0.00434929+0.00177275j -0.00281091-0.000119225j -0.000208506-0.0025003j -0.0010572-0.00155821j 0.00655232+0.00708464j 0.0075688-0.000436985j 0.00147765+0.00144251j 0.000993225-0.00596224j -0.00970232+0.00608042j -0.00215273+0.00170186j -0.000470808+0.00461284j -0.00185322+0.00442216j 0.00188862+0.00291517j -0.00137911+0.000132677j -0.00430464-0.000162184j 0.000631449+0.00832918j 0.00226365-0.00010664j -0.00592642+0.00265955j 0.00646797+0.00584556j 0.00456067-0.00290602j -0.00459539+0.00582212j -0.00314188-0.00724013j 0.00103671+0.0051171j 0.00181078-9.49673e-05j 0.00182327-0.000733726j -0.00147269+0.00188049j -0.00335551+0.00473177j -0.00789432-0.00655964j 0.00437096-0.00739678j 0.00690548+0.00114781j 0.00191335-0.00180999j 
