0.0395297-0.0135981j 0.00161416-0.0607332j 0.00940581+0.00973609j 0.0550561-0.0658947j 0.0227875-0.0139412j -0.0711169-0.0549491j 0.102004+0.0116308j -0.0439063+0.0192608j 0.0536064-0.086215j -0.0501241-0.0128361j 0.0524306+0.0814875j -0.00325095+0.0182386j -0.128887+0.106602j 0.0262315-0.0405364j -0.0769112-0.0661597j -0.0523506+0.00825277j 0.135825-0.0784632j -9.82141e-05-0.0211954j -0.0973237+0.0448189j -0.0538809-0.00973727j 0.031472+0.03536j 0.192227-0.0221472j -0.0166946-0.0385437j 0.00995109-0.0468112j 0.0734809-0.0151899j -0.0689005-0.0167546j -0.0657875-0.0895965j -0.0271244+0.162716j 0.166279+0.0665938j 0.0957843+0.0495118j 0.0481143+0.0202769j 0.083725+0.0152256j 0.0111002-0.0326997j -0.00851627-0.0112276j 0.0905155-0.0643673j -0.071989-0.0508552j -0.0668741+0.0364185j 0.0208336+0.0518843j 0.141862+0.0166164j 0.0150166-0.118139j -0.0232984-0.174239j 0.0228077-0.0380129j 0.00684998+0.0751859j 0.105964+0.0311658j -0.0163763+0.0392468j -0.0362946+0.09728j -0.148422-0.00394245j 0.0359678+0.0861238j -0.0903405+0.128067j -0.0502907+0.0518531j -0.0601023-0.00412444j -0.126732-0.0839475j 
-0.00219147-0.00762845j -0.000702005+0.00314722j -0.00427358-0.00369121j -0.00511517-0.0023525j -0.000455003+0.00313396j -2.30599e-05-0.00347466j -0.000912651+0.00204397j 0.000563127-0.00164647j 0.0148216+0.0112356j 0.000752425+0.00370345j 0.0125084-0.00589562j -0.00200758-0.00474241j -0.0105714+0.0161748j 0.0125796-0.0113921j -0.026521+0.0179475j 0.0152773-0.0151666j -0.00146839-0.0118678j -0.00118491+0.000341199j 0.0105198-0.00273872j 0.003974+0.00789364j -0.0234343-0.00151026j -0.0117545+0.00138393j -0.0034993-0.00177358j 0.00601515+0.00155939j 0.00340521-0.00849097j 0.00865167-0.0107732j -0.00677444-0.0117081j -0.00276418-0.0105115j -0.00538797+0.000688282j -0.00488816+0.00907767j 0.00413629+0.00484546j 0.00643617+0.0121563j 0.00478895-0.011716j 0.0168-0.00132786j 0.0128949+0.0162229j 0.00310876+0.00093553j -0.00459945+0.00806806j -0.00825511-0.00518471j 0.000819374+0.00352726j -0.00388442-0.000777792j -0.00505875+0.000556504j -0.00167359-0.016755j 0.000931153-0.0081462j -0.00756409+0.00957974j -0.00767937-0.00321326j -0.00142158+0.00642819j 0.00552064+0.00191694j 0.00245997-0.0167856j 0.000295627+0.0017273j -0.000594223+0.0131838j -0.0029325+0.00201532j 0.00738588-0.00862747j 
-0.000567663-0.00720525j -0.00109594+0.00403401j 0.00209588-0.0027175j 0.0111953+0.0116543j -0.00048498+0.00736475j -0.004113+0.00154117j 0.00856143+0.0058686j 0.00550229-0.00184865j -0.00131433-0.00760065j 0.0196167+0.00208354j 0.0208521-0.0120398j -0.00890901-0.00595167j 0.0047232+0.00459619j -0.00561681-0.00859117j 0.009503-0.00327888j -0.00600733+0.008867j -0.0146435-0.0107944j 0.00650251-0.00108199j 0.00700163+0.0154851j 0.00231764-0.0147219j 0.0218646+0.00140591j 0.0178592+0.00570968j 0.00932871+0.0123583j 0.0077364-0.00402077j 0.00186554-0.0046055j -0.00431422-0.00101329j 0.000430747-0.00427576j 0.00283969-0.00457818j -0.000420126-0.00949842j 0.00450806+0.00195463j -0.0054243+0.0226159j 0.00609776+0.00471868j -0.00445364-0.0060643j 0.0173403-0.0132145j -0.00776894-0.0108795j 0.00673022-0.00416236j -0.0146729-0.00394722j -0.0180689+0.00928889j 0.00106426+0.0118163j 0.00255806+0.00110952j -0.00853272-0.0153994j 0.00187636+0.00432613j -0.00124909-0.0142947j 0.0146393-0.013858j 0.0060656+0.00645459j 0.0126082-0.0112215j -0.00211362+0.00172027j -0.000901976-0.00438553j -0.0069995+0.0111923j 0.00613361+0.00964382j -0.00360546+0.00733568j -0.00344728-0.0167544j 
-0.00256907-0.00556824j -0.0013189+0.00280888j -0.0014802-0.00430999j 0.0044876-0.00739872j -0.00632359+0.00481073j 0.0026225-0.00456753j -0.00231882+0.00365253j 0.00217519-0.00730419j 0.0011965-0.000668301j 0.00708084+0.00312759j 0.0118746-0.00239506j -0.000362442-0.00621773j 0.00141353+0.00760153j 0.00381908-0.000846726j 0.000724925+0.00161702j 0.0127078+0.0112504j -0.0129036-0.00474252j 0.00726293+0.00335164j 0.00994604-0.00244026j 0.00575414-0.001823j 0.00824817-0.00434574j -0.00629656+0.000583022j -0.000426117+0.000582547j 0.00218811-0.0028067j -0.00324625+0.00168599j 0.0036198-0.00500551j 0.0029946-0.00268258j 0.0110896-0.00360848j -0.0031191-0.00248953j -0.00662672+0.00584089j -0.0124508+0.00730125j 0.00751526+0.00529427j -0.00568831-0.00242681j 0.00196829-0.00417129j -0.0015184+0.0037732j -0.0084187-0.00343305j -0.00439156-0.0030787j 0.00434765+0.0034795j -0.00378517-0.00443538j -0.00128883-0.00113697j -0.0116138-0.00561121j 0.00269675-0.00790615j -0.00822152-0.0100444j -0.000334806-0.0141435j -0.00122651-0.00495421j 0.00201167-0.00157844j -0.00537087+0.00105008j -1.10986e-05+0.00130768j -0.0084853-0.00754694j 0.000700967+0.00872375j -0.00497386-0.00668207j 0.0116853-0.0035368j 
-0.00512825-0.00348722j 0.00228472+0.00279027j -0.00336807-0.00265407j 0.0045781-0.0038571j 0.00041009-0.00188752j -0.00957029-0.00766889j 0.00309072+0.00658166j 0.00370479+0.00877658j 0.00396399+0.00860417j -0.00460949+0.00225775j 0.0103669+0.00639655j -0.0133183-0.0022778j -0.00675189-0.00597682j -0.00634163+0.0141531j -0.0161652-0.00524679j -0.015829-0.00232626j -0.00174304-0.000763819j 0.00515999-0.00272243j 0.00882567+0.0136997j 0.000446499+0.00352886j 0.000568739+0.01294j 0.00454192+0.0113762j -0.0106781+0.013999j -0.00827434+0.00461436j -0.00514699+0.00141914j -0.0237959-0.00145621j 0.000666628-0.00450381j -0.00798705-0.0145945j 0.0013028+0.00342716j 0.00381393+0.00673787j 0.00948466-0.00401714j -0.00727776+0.00300897j -0.00161166-0.00123285j 0.00421777+0.00014525j 0.00247972+0.00879655j 0.0242506+0.0063469j 0.00644449-0.00725878j -0.00849747-0.00338432j 0.00754759-0.0103138j -0.00151442+0.00173275j -0.00145924+0.00974711j -0.00746163-0.0061729j -0.00235445-0.00132793j -0.000896535-0.000225727j 0.0168846+0.0106728j 0.00240217+0.0011431j -0.00496332+0.0226071j -0.0106996+0.00850609j 0.00951003+0.00432782j -0.00651903+0.00214874j 0.00278378-6.68936e-05j 0.0109743+0.00708767j 
-0.00120396-0.000943925j -0.00219173-0.00146429j 0.00411562-0.00124752j -0.0064182-0.00333053j -0.00424685+0.0031685j 0.000786044+0.00107356j -0.00877062+0.00392023j -0.0066167+0.00255244j -0.00653893-0.000504658j 0.00498829-0.00795043j 0.000980111-0.0012456j 0.00238842-0.00637331j 0.00197772-0.00225466j -0.00342358-0.000806116j 0.00812929-0.00102519j 0.0115727+0.0100531j -0.0142316-0.0013131j 0.00902707+0.00464606j 0.00342153-0.00671845j -0.00308836+0.00365715j 0.00110128-0.000866365j 0.00215222-0.00164237j 6.1236e-05-0.00928067j -0.00106308-0.0107138j -0.004281+0.00310663j 0.00739402-0.00270862j -0.00370849+0.00307687j 0.00732613+0.00157186j 0.00381615+0.00221941j 0.00262543-0.00256019j 0.00567679+0.00213785j 0.00452129+0.00655802j -0.00277759+0.00788033j -0.0101547-0.00799937j -0.00274679-0.00442375j -0.00796896-0.000810093j -0.0058366+0.00440205j 0.00344206+0.00877163j -0.00394403+0.00118758j 0.00215482+0.00131189j -0.00277204-0.00317844j 0.00639584+0.00190179j -0.000834333-0.000444092j 0.00851894-0.00350316j 0.00355717+0.00318651j -0.00222872-0.000417682j 0.00124444-0.0134955j 0.000986551-0.0156111j 0.00261146-0.00829953j 0.00153874+0.0095163j -0.00263622+0.00401173j 0.00391965-0.00909817j 
0.00368294+0.00152015j 0.00114972-0.00334243j -0.00338115+0.00406271j -0.0105128+0.00128246j 0.00647902-0.000670049j 0.000837902+0.0130701j -0.00253086-0.000767375j 0.0103387+0.00478161j -0.0040973-0.000597075j 0.00464828-0.00370415j -0.00389802-0.00306843j 0.00480104-0.00269003j 0.00471547-0.0079931j -0.00358837-0.00174653j 0.00826751+0.000741038j -0.00715674+0.00151092j 0.000934814-0.00265863j 0.00720415+0.0106687j -0.00262577-0.00277648j -0.00365846-0.000526316j 0.00460891-0.000869726j 0.00538472-0.00451656j -0.000433732-0.00602513j -0.000287694-0.00683062j 0.00529769+0.00930537j 0.00376166-0.00548546j -0.0050549+0.00145081j 0.00401264-0.0121227j -0.000179232+0.00920241j -0.00395147-0.00587746j 0.00485584-0.00254359j 0.00247972+0.00538001j -0.000725928+0.00200705j -0.00486869-0.00177837j -0.00365314-0.0073874j -0.00132303+0.000206513j -0.00297421+8.63954e-05j -0.00160237-0.00555503j -0.0112727+0.00498845j 0.000801856-0.00551791j 0.00176468-0.00354553j -0.00702287+0.000117477j -0.000455132+0.000390357j -0.00260797+0.00108076j 0.00502302+0.00589495j -0.00659344-0.00437918j -0.00247402+0.00445796j 0.00111379+0.00260546j 0.00358572-0.00814779j -0.00534902-0.0050084j 0.00366693-0.0040331j 0.00871378+0.000520305j 
0.0126762+0.000581036j 0.0137319+0.0134262j 0.00168251+0.000355268j -0.0168297-0.0108793j 0.0128742+0.0124582j 0.000551196+0.0118071j 0.0160427+0.0112418j -0.013337-0.0171996j -0.00785916-0.0035162j -0.016435-0.0119667j -0.0318806-0.00611245j 0.0120052+0.0104101j 0.029739-0.0080666j -0.00565451-0.00106361j -0.00112938+0.0114286j -0.00412181-0.00972483j 0.0131581-0.000326522j -0.00245255+0.000715764j -0.0101131+0.00397944j 0.00167441-0.0134084j -0.0118466+0.00617516j -0.00462243-0.00649755j -0.014583+0.00900569j -0.00981623-0.00253592j 0.0128303-0.00256728j 0.0168495-0.00857041j -0.018491+0.00440011j -0.0122456+0.00846012j 0.00525262-0.00168765j -0.00915008+0.00282441j 0.0130787-0.00271371j -0.00109421+0.00146729j -0.0121721-0.0121688j -0.00598281-0.00547741j 0.00739575-0.0102029j 0.0247927+0.000505572j 0.0106136+0.00147391j -0.0125233-0.0017804j -0.00320618+0.00233169j 0.00509703+0.00708592j -0.000853485+0.000109905j -0.00415745-0.00433371j -0.00172749-0.00294967j -0.00826347-0.00592926j 0.00429122-0.000560143j -0.00949966+0.00254917j -0.00311352-0.0118205j 0.0101147-0.020385j -0.00472818-0.00566059j -0.00405221-0.00675144j -0.00442851+0.00536132j -0.00616906-0.00385405j 
-0.0111452-0.0256897j 0.00468075-0.00536242j 0.00993487+0.00158686j -0.00407362-0.00653066j 0.00480358-0.00215153j -0.0105476-0.00389873j 0.00417646+0.00246958j 0.00418745+0.00963385j -0.00430107+0.010129j -0.00948271-0.00689832j 0.00206202+0.00558908j -0.00262141+0.00312277j -0.0194926+5.6933e-05j -0.00136592+0.00814537j -0.0122182-0.0206019j 0.000611877-0.0072576j -0.00562387+0.00203944j 0.00342202-0.0197329j -0.00777435-0.00399463j 0.00320539-0.00537022j 0.0103474-0.00534757j 0.00719614+0.00380941j 0.00638266+0.000889253j -0.00591266-0.00419174j -0.00835013+0.000713013j -0.0277623+0.00120865j 0.0146787-0.00940581j -0.00215474-0.0015223j 0.00206307-0.0010247j 0.00939524+0.00556644j -0.00222628-0.00691596j 0.000718974-0.0140439j 0.0161226-0.00773106j 0.0020928-0.012441j -0.00956889-0.00117762j 0.0124545-0.00618458j 0.0199841+0.00925314j 0.00591115-0.00774127j 0.00626407+0.00341119j 0.0109876-0.000826131j -0.00617045-0.00547437j -0.00225779-0.00895903j -0.00314053+0.000311859j -0.000431606+0.00334384j -0.00219728-0.00228652j 0.0050373+0.00601236j 0.000328801-0.00172518j -0.00239106+0.0115625j 0.0112527+0.00945595j 3.27619e-05+0.00210782j -0.00059965+0.00990614j -0.00526221+0.00184605j 
0.00709595+0.00508046j -0.00182252-0.00413759j -0.0106874+0.00694576j -0.0134977+0.00670881j 0.0095703-0.00666778j -0.000469584+0.0177673j 0.00222495-0.0110186j 0.0156218+0.00628965j -0.00119835-0.00231926j 0.0114828+0.00528466j -0.00756864-0.0027233j -0.00081574-0.00726586j 0.00289891-0.0024994j -0.0050371-0.00269748j 0.0122307+0.0111425j -0.0106711+0.00314836j 0.011493-0.0018989j -0.00220294+0.0168791j -0.00237508-0.00372782j -0.00419859+0.00375342j -0.00370384+0.000228964j 0.00306598-0.00155826j 0.00489391+0.00313818j 0.0092248-0.00118425j 0.00296795+0.00877733j 0.00276165-0.000101557j -0.0100153-0.000234652j -0.000160253-0.0119819j -0.00228361+0.0025345j -0.00381886-0.00432483j 0.000502224+0.00202221j 0.00957179+0.00341863j -0.0104432+0.00147538j 0.00232293+3.94428e-06j 0.00278617+0.00163405j 0.00236737+0.00354064j -0.00849343-0.00623827j -0.00749693-0.00317589j -0.00778208+0.0121606j -0.00324997+0.00191924j 0.00132955+0.00148942j -0.00312703+0.0128864j 0.000367674+0.00437466j -0.00705892+0.00828981j 0.00417233-0.000918927j -0.00225732-0.00333525j 0.00770646+0.0145375j 0.0110782+0.00830575j -0.00248274-0.00215044j -0.00507062-0.0119486j 0.00820688-0.00697149j -0.000723391+0.000678752j 
0.0125487+0.0043524j 0.00270048+0.00710988j -0.00221273-0.00955097j 0.0151326+0.00272198j -0.00193532+6.71864e-05j 0.000560654+0.00344658j -0.0144118+0.00854671j -0.00177657+0.0080529j -0.00805667+0.0075619j 0.0111357-0.0142545j 0.0170448-0.00926205j -0.00562323-0.00478637j 0.00231967-0.000886053j 0.00794938+0.0130083j -0.0114428-0.0138145j 0.0140881+0.00751776j 6.27897e-05+0.00673271j 0.0282285-0.00828912j 0.0175659+0.0200282j -0.00253631+0.000163929j 0.00965168+0.0117945j -0.00758922-0.00448397j -0.0049444+7.67895e-05j -0.0140295-0.00728344j 0.00194063+0.00302811j 1.10601e-05+0.00399522j -0.00347589+0.00289837j 0.00280922+0.0070331j 0.00989723-0.0161989j 0.0221508-0.0090504j -4.49341e-05+0.00221236j -0.00970324+0.0124028j -0.00013572+0.00504093j 0.000565297+0.000731467j 0.00500159-0.00102913j -0.00857988-0.00253984j -0.00971324+0.000948402j -0.00470775+0.00300059j 0.00207684-0.0161026j 0.00455113-0.0100522j -0.00131147-0.0122362j 0.000211398-0.0114946j 0.00855152-0.00741221j 0.00369232-0.0187612j 0.00242446+0.00821328j 0.00710683+0.0136787j 0.0049196-0.0104909j -0.00341917-0.0520549j -0.00620291+0.00484274j 0.00474013+0.0419632j -0.0178119+0.0180923j 0.00597466-0.048823j 
0.00421243+0.00184583j -0.000127631+0.0039829j -0.00985991+0.0021189j -0.000761671+0.001746j -0.00189796+0.000989337j -0.0103334-0.00880528j -0.00810039-0.00285625j 0.0044789+0.00141017j 0.00256737+0.00359518j 0.00198503+0.0107594j 0.00603065+0.000649247j 0.00159525-0.00517847j -0.00644147+0.00830359j -0.00226693-0.00306881j 0.00149056-0.00162825j -0.0010064+0.00343731j 0.00153829-0.00549569j 0.00861054+0.00120873j 0.00384351-0.000174265j -0.00149234+0.00428557j -0.00119677+0.00251397j -1.89655e-05+0.00171997j 8.67089e-05-0.00251789j 0.00450521-0.00249859j -0.00144251+0.00626687j -0.00463358+0.00112906j 0.00516041-0.000892525j 0.00644588-0.018723j -0.00080188+0.00629994j -0.00338476-0.000703663j 0.00149036-0.00238632j -0.0131101-0.0066009j 0.00504348-0.00121947j -0.000293187+0.00125185j -0.000842781+0.00447769j -0.00326266+0.000312694j 0.000815686-0.00605335j 0.000978144-0.00594176j -0.00378286+0.00113326j -0.0025758+0.00112851j 0.00126972+0.000980168j -0.000364201-0.00294686j -0.00316144-0.000710399j -0.00641705+0.00376265j -0.00040571-0.00142129j 0.000920686-0.00468491j -0.00721493+0.0057332j -0.011+0.00681323j 0.0106044+0.00867352j 0.000171706-0.00748959j 0.0124319-0.00218854j 0.00703414+0.0132993j 
0.00274447+0.00110806j -0.00125479-0.0136711j -0.00692488-0.00309877j 0.00744126-0.00643331j 0.00296855-0.00644371j -0.00523525+0.00856179j 0.00705875-0.00449986j -0.000977242+0.00726798j -0.00709359-0.00682027j 0.00456182-0.000168583j -0.0171487+0.00206519j -0.00122603+0.00347777j -0.0100494-0.00459567j -0.00952072+0.0013357j 0.00932761+0.00560729j 0.00314628-0.000818931j -0.00767175-0.0017287j -0.00963301+0.0122879j -0.002031-0.00210603j 0.010346+0.00361098j -0.0109254+0.0090743j 0.00613895+0.00272543j 0.00773934+0.00578291j 0.00680764-0.00712253j 0.000687702-0.00613124j -0.00356604+0.00852323j -0.00417852-0.00808377j -0.00163237+0.0110778j 0.00161462+0.00498855j -0.00223419+0.00701581j -0.0023409-0.0119334j -0.010834-0.006691j 0.00370793+0.00407119j 0.00114882+0.000911377j 0.00180456+0.00236894j -0.00523918+0.000614115j 0.00123457-0.0110035j -0.0107548-0.00431824j -0.00130546+0.0140728j -0.00982417-0.000954368j 0.00285477-0.0115842j 0.000830788+0.000839197j -0.00277417+0.0069776j 0.00616708+0.0139676j -0.00140007-0.0064709j -0.003402+0.000183876j -0.0210518-0.0120009j 0.000619463+0.01741j 0.0168676+0.0183521j -0.0114847-0.0451732j 0.00588875-0.00797343j -0.00545731+0.0437547j 
0.00337696-0.00259149j 0.00116083-0.00779516j -0.00819612-0.00406718j 0.00794663-0.00657026j 0.00376539-0.00227697j -0.0108897+0.00193756j 0.00115617+0.00221969j 0.00117275+0.0161041j -0.00124351-0.00387661j 0.00332398-0.00100828j -0.00293692-0.00193439j -0.00227814-0.000381008j -0.00964277+0.000627438j -0.00776943+0.00703626j 0.00469681+0.00208589j 0.011618-0.00304295j -0.010339-0.000600871j 0.011373+0.00314706j 0.00587377-0.00241933j 0.00661326-0.000687644j 6.12247e-05+0.0155704j 0.00144507-0.000960009j 0.00590544+0.00219454j -0.00295314-0.0107655j -0.000319445-0.0103147j -0.00511536+0.00281952j -0.00511939-0.00296901j -0.00963731+0.00970488j 0.0113596-0.00186151j 0.00758072+0.005122j -0.00473048-0.0055852j 0.00824664-0.0022742j 0.000491125+0.00276042j 0.000268708+0.00154045j -0.00262888-0.00160198j -0.00681465-0.00196624j 0.000792841-0.00714457j -0.00411869+0.00309345j 0.00127732+0.00919694j -0.00815618+0.000613372j -0.000639-0.00806409j -0.000854574-0.00181729j 0.000154817+0.00473844j 0.00524278-0.00136532j -0.00354316+0.00122392j 0.000440492+0.00994859j -0.000504688+0.00304997j 0.0128393-0.00995802j 0.00823014+0.00999275j -0.00693983-0.00405292j -0.00779984+0.0102323j -0.010251+0.00365941j 
0.00361862-0.00182606j -0.000741722+3.19236e-05j -0.00162493-0.000979385j -0.00269853+0.0023439j -0.00294189-5.47334e-05j -0.00440059-0.00195465j -0.00110456-0.0038903j 0.00847137+0.00300638j -0.00118338+0.00575728j 0.00308082+0.00115048j 0.00192332+0.00229924j -0.00300752-0.00641357j 0.000464569+0.00253621j -0.002867-0.000566425j 0.00241557-0.000613899j -0.00111848+9.4259e-05j 0.00426463+0.00626256j 0.00167951-0.00407533j 0.00194843+0.00118452j 0.00628966+0.00210065j 0.00188322+0.00238807j -0.00468966+0.0076084j 0.00717332-0.00149883j -0.00213583-0.00191729j -0.00157897+0.00623699j -0.00276288+0.00352428j 0.00296688+0.00108884j 0.00456362-9.41696e-05j -0.000650584+0.00492969j -0.00361737-0.00255529j -0.00469092-0.00264984j -0.00245544+0.00115767j -0.00123307-0.00119461j -0.0045454-0.000279158j -1.83399e-05+0.00268655j -0.00124583+0.000886673j 0.0095214-0.00224124j 0.00368972-0.00521474j 0.000234813+0.000979208j -0.00483145-0.0006794j -0.00570209-0.00334816j 0.00263901+0.00114431j -0.00280838+0.00127988j -0.00148428+0.000868185j -0.0104924+0.00738427j -0.00319577+0.00343225j -0.00256144-0.00166548j -0.00289295+0.00192209j -0.00103736+0.00433571j -0.00118597-0.00549518j 0.00265877-0.000703207j 0.00141326+0.00251985j 
0.000866383-0.000231002j -0.000280483+0.000319624j 0.000630765+0.00138713j 0.00673948-0.00534968j 0.00291287-5.07447e-05j -0.00229093-0.0015253j -0.00451775+0.00568639j -0.00274023+0.00297103j 0.002994+0.000588398j -0.000412963-0.00180342j 0.00434046-0.00461568j -0.00411424+0.00194378j 0.000105395+0.00418592j 0.00164734-0.00200529j -0.00967826+0.00561027j 0.0050257-0.00323358j -0.00181298-0.00169552j -0.00331151-0.000711689j 0.0127927-0.00464971j 9.22441e-05+0.00668646j -0.000255459-0.0024358j -0.00142225+0.000333377j -0.00715346-0.000760669j 0.00105208+0.00438547j 0.00258034-0.00138096j 0.0040338-0.00537608j -0.000163374+0.00623149j -0.00716975+0.010241j 0.00191376+0.00027844j 0.0018042+0.000483397j -0.0140116+0.00611592j 0.01097-0.00302279j -0.00137382+0.0014997j 0.00087623+0.000923446j -0.00137525+0.00260483j 0.00249571-0.000376783j -0.00554287+0.00463029j 0.00243594+0.00299031j 0.00275536-0.013318j -0.00266795-0.0030858j 0.00774713-0.00350515j 0.0117024-0.00446954j 0.00168577-0.00780749j 0.00292939-0.00564831j -0.00126299-0.000100039j 0.000545764+0.0044575j 0.0151411+0.00539333j 0.0145743-0.0168268j -0.00648241-0.0122774j -0.00229961+0.0218173j -0.00400796-0.00208563j 0.00209854-0.0111797j 
0.00173563-0.00624408j -0.000786497+0.00230132j 0.00659996-0.00854142j 0.000516157-4.60177e-05j -0.00173486-0.00205637j -0.00417603+0.00485472j 0.00475817-0.00381068j -0.00796697-0.00213362j -0.000702314-0.000914934j 0.00122414-0.00177366j -0.00231722-0.00176565j -0.00346998-0.0001688j -0.00203401-0.00727483j -0.00496425+0.00941712j 0.00283616-0.00584815j 0.00108572-0.000742345j 0.00699359-0.00918646j -0.00671345-0.00311295j 0.00110393-0.00674581j 0.00497406-0.0063252j 0.000105894+0.00208009j 0.00781017+0.012508j -0.00354936-0.00404375j 0.000664255-0.00709099j 0.000834012-0.00597529j -0.00992871-0.00794443j -0.00613864-0.00180251j -0.0133195-0.000211819j 0.00395111-0.00934895j -0.0019562-0.00776467j 0.00496166-0.00459836j -0.00123779-0.00806415j 0.0033198+0.00448653j -0.0110073-0.00128888j 0.00422916-2.83513e-05j 0.000497158-0.00470061j -0.00137154-0.00246731j -0.0102562-0.000220364j 0.000457555-0.00328731j 0.00109419+0.005116j -0.00360465+0.00535734j -0.00213606-0.00146994j -0.00665139+0.00449925j 0.00938334+0.00934158j 0.0207018+0.0109452j -0.0021948-0.002591j 0.00191622-0.00769251j -0.00140362+0.0132442j 0.00261207+0.00110936j 0.00572466-0.00490255j -0.00194948+0.00246328j -0.00753528+0.00394974j 
0.00226885+0.010807j 0.0013273-0.00112153j -0.0124355+0.0126046j 0.00644197+0.000988378j 0.0106929-0.00946686j 0.00596152-0.00372974j 0.00620551-0.001009j -0.00105772-0.00206189j -0.00292216-0.016862j -2.50287e-05+0.0127629j -0.00511479-0.00493394j 0.00430798-0.00429098j -0.000633968+0.00137059j -0.00463658+0.00154511j -0.00996411+0.00061261j -0.00650936+0.00275302j -0.00691304-0.00134433j 0.00799243-0.000738093j -0.00863206+0.0150374j -0.019486+0.00263757j 0.00392979+0.0131248j -0.00900391-0.0158512j -0.00266745+0.018486j -0.000317541+0.00578063j -0.00818495-0.00878184j -0.00134936+0.00532177j -0.00206823-0.00721966j -0.00567904-0.0123088j -0.00028522-0.012893j 0.00891091-0.0071054j 0.0017997-0.00745475j -0.00733734-0.00822375j 0.000854383+0.013123j -0.000352972+0.0116676j -0.00272876-3.10704e-05j -0.00160796+0.00390321j -0.0181641-0.00298679j -0.00288287+0.00288099j -0.00173366+0.00781989j 0.00485125-0.00315034j 0.00102549-0.00195562j -0.0242019-0.00280506j 0.00751528-0.000773056j -0.00778473+0.00433761j -0.00285872-0.0291961j 0.00428517-0.0120995j 0.00234481+0.0124755j -0.0111587+0.0211532j 0.00758178+0.0093781j 0.00272408-0.0112456j -0.00125499+0.00612049j -0.0100338+0.00874124j 
-0.00273949-0.00879233j -0.000679822+0.00186114j 0.0012666-0.00884356j -0.00406007+0.0130132j -0.00732293+0.00479469j -0.00498617-0.00439798j 0.00662841-0.00930642j 0.00425468+0.00321885j 0.00582582+0.00134432j -0.00358621+0.000102739j 0.00065592+0.0010324j -0.000236456-0.0114419j -0.00537525-0.00585968j 0.00164736+0.00460755j 0.00849828-0.0121191j -0.00220978-0.00166524j 0.0051015+0.00353042j 0.00475042-0.0107533j -0.00399519+0.00694765j 0.00248324-0.0126641j 0.0074017+0.00272535j -0.00502275+0.00878805j 0.00914421-0.000217083j -0.0204147+2.26449e-05j -0.00610033+0.00369005j -0.00647959-0.0022719j -0.000323225-0.00212153j -0.00508923+0.00148202j 0.00511449-0.00579624j -0.000141657-0.00586798j 0.00379792-0.0100668j 0.00473977-0.0067433j -0.00499484-0.00435522j 0.00121479-0.00789031j 0.00447912+0.00213933j -0.0116841-0.00402733j 0.0123114-0.0139196j -0.00102767-0.00427828j 0.00417069+0.00227279j -0.00273789+0.00340453j -0.0207316+0.00417476j -0.00697305+0.00356524j -0.00135613+0.0114172j 0.00197456+0.00150466j -0.00169883+0.0165514j -0.00330891+0.00382643j -0.0102402-0.0024606j -0.0112737+0.0261766j -0.0038021+0.0037148j 0.00366433-0.0162594j -0.0115686+0.00172503j -0.00671616+0.00271034j 
0.00210769-0.0034515j 0.00166754+0.00104471j 0.000363218-0.00112213j -0.00341183-0.00719382j 0.00156857-0.0068696j 0.00108566+0.0104669j 0.000297028-0.0014145j -0.00115618+0.00775173j -0.0025261-0.000453242j 0.00511281+0.0017317j 0.000132185-0.005921j 0.00395788+0.0131242j 0.00471972-0.00752859j -0.00947212+0.00426112j -8.01346e-05-0.00375033j -0.00476833+0.00456901j 0.00596021-0.018487j 0.00138235+0.00872099j -0.00326084-0.0165724j 0.00473917-0.00644476j -0.000977138-0.00363616j 0.0125552+0.003122j -0.00876305+0.002335j 0.0134215-0.0141414j 0.00122158-0.0141768j -0.00695157+0.00111188j -0.00618994-0.000876414j -0.00508659-0.00703384j -0.00316201-0.00272727j 0.00565149-0.000926518j 0.00743284+0.00172495j 0.00320942+0.000770632j 0.0128003+0.000452206j -0.0086349+0.0187329j -0.00244284-0.00525839j 0.00523347-0.00218426j -0.00995039+0.00751326j -0.0146943+0.00770733j -0.00838781-0.000854308j 0.00557694+0.00417025j -0.00294849-0.00466698j -0.0114345-0.000126412j -0.00423961+0.00394015j 0.0149402+0.0128227j 0.0191647-0.000249307j -0.00159725-0.0132963j 0.0052246+0.00714717j -0.00314475+0.00291429j 0.00686182+0.00775077j -0.000193595+0.0021033j 0.0036371+0.00151725j -0.000226176+0.00359039j 
