-0.145751+7.42462e-16j -0.101728+0.00230103j 0.0173318+0.0125866j -0.103612-0.129713j 0.0224046-0.0811567j 0.0250128+0.0287852j 0.0500642+0.134469j 0.0292734+0.0425567j -0.0182505+0.0344675j -0.0179094+0.067539j -0.00872402+0.0603095j 0.00638629-0.052187j -0.0481269-0.0150627j 0.0204957+0.0502819j -0.0137999+0.0191028j -0.0129193-0.0096433j 0.0023066+0.00845111j 0.0250151+0.0323973j -0.0111863+0.0398171j -0.0120031+0.0525268j 0.0167729+0.0359547j -0.00327262+0.00446096j 0.00323696-0.0168056j 0.007994-0.0186601j -0.0101972+0.00581207j -0.0121067-0.0183298j -0.0138993-0.0219005j -0.00457713-0.0180784j 0.00705091+0.037583j -0.0125671-0.0233028j 0.00193998-0.000676326j -0.0186263+0.0230662j -0.0279984+0.0218839j -0.0150432+0.019931j 0.00182562+0.0142924j 0.0125935+0.0175621j -0.0282909-0.0147497j 0.0263491+0.00398097j 0.0139628-0.0229197j 0.00343698-0.0289628j 0.000418484-0.0303761j 0.0428836-0.00251615j 0.000733046+0.0347254j -0.0123987-0.0411119j 0.00540292+0.0288447j 0.0264421+0.00338916j -0.00901261-0.0309626j -0.00968486+0.0365896j 0.0374412-0.0667319j 0.0508524+0.0114447j -0.0334407+0.037085j 0.00600143-0.0194951j -0.00132647-0.0434005j 0.000147352+0.0243886j 0.0130005-0.00966348j -0.003897+0.00614881j 0.015616-0.00216542j -0.0267128+0.00591707j 0.0376557+0.00555253j 0.0169251-0.0641367j -0.0035241-0.0105079j -0.0383691-0.00146792j 0.0780955-0.0723737j -0.0336491+0.0868456j -0.0606557+0.0809387j -0.0931962-0.267065j 0.358839+0.128931j -0.106101+0.0888735j 0.0611977-0.188246j 0.0813945+0.0132005j -0.00420748+0.0104197j 0.151394+0.051874j 
0.00343698+0.0289628j -0.0281285-0.0359948j 0.0177067-0.055287j -0.0202535-0.0154072j -0.00364724-0.0631537j 0.000964958+0.007904j 0.0137011+0.025285j 0.0223396-0.0145916j 0.0357597-0.00985009j -0.013523+0.058967j -0.0128281+0.13605j -0.0374263+0.0277951j 0.0239565+0.00180291j -0.0264627-0.0326372j 0.203267+0.111671j 0.00958413-0.0964788j -0.0400075-0.00650226j 0.0206591+0.0311594j 0.0341148-0.176706j -0.0596623-0.121551j 0.0180746+0.0891747j 0.0803419-0.0138707j 0.0481867+0.0345497j -0.0223576-0.097689j -0.0351578+0.167127j 0.139114+0.139612j 0.0969283-0.113537j 0.0519561-0.0310278j -0.127448-0.00993875j -0.0466807+0.010487j -0.105809-0.0968106j -0.0429181-0.0661053j 0.121654-0.0726661j -0.0567475-0.102095j -0.0113429-0.0660876j 0.0291147+0.0140584j 0.129369-0.000857255j 0.168003+0.00308648j -0.0427937+0.0283585j -0.149239-2.05391e-15j 0.0574409+0.00773832j 0.000222448+0.108907j -0.131316+0.0402736j -0.0904093-0.0125779j 0.0451393+0.0358544j -0.0251077+0.0504349j 0.0428744-0.118586j -0.0155076-0.0095962j -0.0539392+0.0887125j 0.0458658+0.0848104j 0.0952787+0.085688j -0.0384319+0.0370422j -0.044687-0.14121j -0.0431404+0.0212436j 0.0204597+0.0874227j -0.0159031-0.0486814j -0.0815014-0.0205013j -0.0591053+0.0540055j -0.0153891-0.0131613j -0.0785667-0.0606196j 0.042642+0.0634082j 0.0299748+0.0517461j 0.0567148+0.00399889j 0.0530119-0.0796317j 0.0179331-0.0257153j 0.00382147+0.0532067j -0.0180256+0.00519012j 0.0203132+0.0745862j -0.0283483+0.0195897j -0.0049689-0.0644317j -0.00324254+0.00587456j -0.00243427+0.0652064j 
0.000418484+0.0303761j -0.00278747-0.00981968j -0.000852538+0.000574785j 0.00611395+0.0200251j 0.020737-0.0330573j 0.0571362+0.011262j -0.0600556+0.0273343j 0.0672997-0.00258203j 0.0232287-0.0316534j 0.0439858+0.0137588j -0.0476724-0.0162562j -0.0114198-0.0071182j -0.0253639-0.0514119j -0.00660306-0.0970031j 0.0269695+0.101412j -0.100072-0.00520349j 0.103833-0.0184478j 0.0230639-0.039164j -0.00743642+0.0859255j 0.0487555+0.0811796j -0.102837-0.139089j -0.0665614+0.021794j 0.00894835-0.0453529j -0.00311039+0.104488j 0.0282195-0.098597j -0.0127418+0.168767j -0.018765-0.0812506j -0.116753+0.0255844j 0.0774282+0.0466078j -0.00333869+0.0223141j 0.165541-0.0711035j -0.0848102-0.0641259j 0.00579811+0.0580981j 0.0281617-0.0868855j 0.0353077-0.0217971j 0.0481738+0.0967895j 0.0322203-0.0413407j 0.0346263-0.0990827j 0.0140343-0.0466333j 0.0574409-0.00773832j -0.116985-2.10942e-15j -0.0607828+0.0210198j -0.00356776-0.00242532j -0.0303934+0.0727763j 0.0204178+0.0137381j -0.0320752-0.0806094j -0.0906067-0.0208651j -0.00590691+0.0336851j 0.0638212+0.0186896j 0.0265734+0.00570286j 0.0516415-0.0171549j -0.0254864-0.0152819j 0.0543346+0.0538841j -0.0979338-0.0335304j -0.00468845-0.0197576j 0.10112-0.0154124j -0.0124972-0.0418056j 0.0144248+0.0667634j -0.0380296-0.000703864j -0.0230612-0.0547547j 0.00591117-0.0610453j 0.0309409-0.0657361j 5.19138e-06-0.0150632j 0.0071472-0.0138462j -0.0364721-0.0174457j 0.0206823-0.0159853j -0.048151-0.0393519j 0.0182605+0.0272401j 0.00442942+0.00716814j -0.00481144-0.0036733j 0.020501-0.0113929j -0.0130294+0.01882j 
0.0428836+0.00251615j -0.0286986-0.0777281j 0.00401639-0.0535014j -0.00284459-0.0144534j 0.0862009+0.0398727j -0.0768437-0.00376661j 0.016711-0.0512631j 0.0755298+0.0121676j 0.0254621-0.00501837j 0.0255924-0.00369609j -0.0164466-0.00449668j -0.0188845+0.0860407j -0.017537+0.0395498j -0.0746197-0.0962438j 0.0022191-0.0440427j -0.0882288-0.0689195j -0.0600578-0.0803173j 0.0497749-0.0218169j -0.00950492-0.0523773j -0.0255943+0.115327j 0.00329503+0.0444483j 0.0273531-0.0838978j -0.0323094-0.0439716j 0.145011-0.0384361j 0.0822217+0.0269639j -0.105009-0.0888869j 0.0913234-0.019136j 0.107473+0.112243j -0.0968898+0.00623004j -0.0354515-0.104702j -0.0254193+0.0640156j -0.160262+0.029103j -0.00637043-0.00975909j -0.077965-0.0817457j 0.0119076+0.0643076j -0.0857344+0.0263852j -0.0404124-0.0221266j -0.176756-0.0174712j 0.193946+0.0407606j 0.000222448-0.108907j -0.0607828-0.0210198j -0.177103-1.23339e-14j -0.104937-0.0076722j 0.124979+0.0975499j -0.0542917+0.00118635j 0.0264397-0.00729816j 0.0380917-0.071368j 0.0642591+0.068547j -0.0518019-0.0599869j -0.135619-0.0306661j 0.0820096-0.0601611j 0.0561401+0.0329575j -0.0544997+0.0889019j 0.0135835-0.0219169j 0.112009+0.035185j -0.0637093-0.0168502j 0.0635058-0.00832873j 0.00140696+0.0435477j -0.0503623+0.0238799j -0.0650132-0.030554j -0.0120467+0.0887436j 0.00272245-0.010302j -0.0731187+0.031003j 0.0349847-0.0448337j -0.0354938+0.00812299j 0.00951781-0.02796j 0.0320844+0.0110986j 0.00949206+0.0165431j -0.0577498+0.0693082j 0.0149217+0.0201594j -0.0345036+0.00193989j -0.00686756+0.0382249j 
0.000733046-0.0347254j -0.0149005-0.0309552j -0.00519921+0.00236958j -0.038081-0.0710505j -0.0282548+0.00226529j -0.0149213-0.0246292j 0.042281+0.0517004j 0.0133794-0.0216267j 0.0359811-0.0349586j 0.0178805+0.0101674j -0.0191966+0.0465349j -0.0220641-0.0529361j -0.107639+0.0381058j 0.0625069+0.0420484j 0.0526173-0.118834j 0.156302+0.211385j 0.0495296-0.109141j -0.100483-0.106137j -0.138262-0.0389311j -0.0985434+0.0452753j -0.0201615+0.0173883j -0.130461+0.0175456j -0.0886543+0.0263211j -0.0905288+0.0867929j -0.10331+0.0811918j 0.128708+0.0445771j 0.175728+0.0471344j 0.00432578+0.0343471j 0.184156+0.0735038j -0.0514536-0.107699j -0.0197179-0.0402205j -0.155638-0.00357726j 0.0188974-0.0417972j -0.00827053+0.0252395j 0.0576977-0.00915084j 0.0241893+0.0261929j 0.13165+0.0354585j 0.046414-0.0245433j 0.0366114+0.00101258j -0.131316-0.0402736j -0.00356776+0.00242532j -0.104937+0.0076722j -0.10356-5.59275e-15j -0.0361609+0.0600798j -0.0943814+0.0234337j -0.0664153+0.0224554j 0.0112076-0.0206996j -0.00537608-0.131896j -0.0875067-0.00123142j 0.013519-0.0984802j 0.0135206-0.073107j -0.0922304+0.114272j -0.0472766+0.0432611j -0.00819511-0.0394332j 0.0659851+0.0416657j 0.0318381-0.0698308j 0.0140144+0.0144746j -0.00715102-0.0265711j -0.00188047+0.0266549j -0.04035+0.0509326j -0.0245331-0.0738535j 0.00820929+0.0157039j 0.0334146-0.0650609j -0.0443287-0.051271j 0.0542407-0.0100854j 0.0293508+0.0327458j -0.10556+0.00453103j -0.041476-0.00127441j -0.00905814+0.0232351j 0.00184107+0.0451917j -0.0301728+0.0629294j 0.00161535+0.0141297j 
-0.0123987+0.0411119j -0.0166356-0.0166173j 0.00867142-0.0497309j -0.0045795+0.00610083j -0.0328135-0.00746681j -0.0490595-0.0383131j -0.04391-0.00733686j -0.0596537+0.031449j -0.011489+0.0897741j 0.00122057-0.0202094j -0.0907473+0.0188636j 0.0670188-0.0562789j -0.0476609+0.00604019j 0.0136554-0.00210645j 0.0309336-0.0640988j 0.0507643-0.065765j 0.070569-0.0229007j 0.201831+0.0344813j -0.0167157-0.0114214j 0.0418991-0.0139615j -0.0181743-0.0523165j 0.0204589-0.111553j -0.0200524-0.0734537j -0.0901543+0.111923j 0.0406959+0.0885361j -0.0432469-0.044585j -0.0962592-0.0129488j 0.0014904+0.217637j -0.0795477+0.168971j -4.31361e-05-0.144325j 0.00785251+0.0638683j -0.144097+0.0403294j 0.0742439-0.00251021j 0.0738032+0.0196235j -0.00154806+0.047921j 0.058857+0.0199276j 0.0123995-0.0737133j 0.192534-0.0268696j -0.0063438-0.124577j -0.0904093+0.0125779j -0.0303934-0.0727763j 0.124979-0.0975499j -0.0361609-0.0600798j 0.106861-3.05311e-16j 0.0201496+0.0306872j 0.00132957+0.0449608j 0.0798625+0.0502105j 0.0134002+0.0204998j -0.026521-0.0831752j 0.0465383+0.113833j -0.0796738+0.0189548j -0.101842-0.0332171j -0.00517135-0.0401495j 0.101427+0.00400288j -0.0937921+0.0176308j 0.00715866-0.0125651j -0.041126+0.00333413j -0.0777607+0.00543386j -0.00557668-0.0140173j -0.0772332-0.00424917j -0.0241478-0.00352784j 0.0505475+0.0894405j 0.0162922+0.0498737j 0.0268734-0.0514449j 0.0501582+0.00569661j 0.0281546-0.0611338j 0.0418191-0.0066372j -0.0647952+0.0105161j 0.00710187+0.00225574j -0.0388122-0.0333717j 0.0367709-0.00224037j 0.0007224+0.0192325j 
0.00540292-0.0288447j -0.0132661-0.0180015j -0.000921553+0.00570187j 0.00514727-0.0404307j -0.0103239+0.0328798j -0.0445299-0.0251526j 0.00448979-0.0436964j 0.0203658+0.0986469j -0.0557188-0.0849774j 0.0707977-0.0756928j -0.0903762-0.00244087j 0.0371939-0.0384683j -0.0537811+0.0422487j -0.0247355+0.0700518j -0.0323587-0.077763j -0.0383647+0.0648452j -0.13781+0.0202845j -0.0528508+0.0147281j -0.156415+0.0375671j 0.066376+0.132203j -0.00554168+0.122385j 0.0286656+0.0308945j -0.275753-0.0345062j -0.134752-0.206672j -0.21894-0.0413349j 0.0836917+0.0134791j 0.0035125-0.0597635j -0.0640279-0.0387638j -0.0683292+0.0909863j -0.0339802+0.165026j -0.00749115+0.0337159j 0.0277691-0.0447488j -0.142115+0.00125429j -0.130318-0.0685503j 0.00469674-0.0851723j -0.0380126+0.0151917j -0.056452+0.0101214j 0.028053-0.0943235j -0.0270139+0.087182j 0.0451393-0.0358544j 0.0204178-0.0137381j -0.0542917-0.00118635j -0.0943814-0.0234337j 0.0201496-0.0306872j 0.0606502-4.996e-16j -0.00575942-0.0157519j 0.0581244+0.0811422j 0.0251684-0.0192785j 0.0188918+0.0125502j -0.0566597+0.0563508j 0.142047+0.0606537j 0.0104791-0.0155021j -0.0047093+0.0171017j 0.0308752-0.024456j 0.0365344-0.0189462j -0.0129109+0.040489j -0.0372501+0.0395836j -0.00134163-0.00195115j 0.0123016+0.0131683j -0.041563+0.00872666j 0.0140722-0.0554768j -0.0354236+0.00379939j 0.0383666+0.00239747j -0.0305608+0.0295709j -0.0116112+0.0524227j 0.00126755-0.0497014j 0.0341822-0.00892207j -0.025237-0.0240755j -0.000860775-0.00314749j 0.0030016+0.0325861j -0.0319726+0.0393003j 0.0237237+0.00531743j 
0.0264421-0.00338916j -0.00871551+0.0040655j -0.0194549+0.0359815j -0.0224646+0.00315033j -0.0244129+0.0217127j 0.0142109-0.0090062j -0.0319275-0.0120869j 0.00926468+0.00209988j 0.0565558+0.0988001j 0.0678394-0.136578j -0.230958+0.0794497j -0.103255-0.0464037j 0.150019+0.132777j -0.0119702-0.130304j 0.0214107-0.112648j -0.0252664+0.0352464j -0.00356708+0.09211j -0.0217018-0.0960384j 0.0536574-0.0536387j -0.0604851+0.0659276j 0.0631831-0.0953477j -0.0371439+0.00855924j 0.0559885+0.0883198j -0.121345+0.0631632j 0.0440708-0.0623713j 0.0293703-0.0302407j -0.00396009+0.077433j 0.0386428-0.0101294j 0.0660001+0.0389396j 0.0925009+0.012184j -0.109161+0.127619j 0.00929161-0.0312824j -0.0876716-0.070109j -0.0895791+0.092413j -0.124386-0.0849053j -0.00757966-0.0128079j -0.0160943-0.0374823j 0.0142638+0.0150646j -0.0755111+0.0933226j -0.0251077-0.0504349j -0.0320752+0.0806094j 0.0264397+0.00729816j -0.0664153-0.0224554j 0.00132957-0.0449608j -0.00575942+0.0157519j 0.0937546-2.43625e-14j 0.00968858+0.0441547j -0.0512571-0.00271335j 0.0357647+0.0819825j -0.1263-0.00532313j -0.0584723+0.0138936j -0.0568543-0.0515287j -0.0112615-0.00600719j 0.0344282-0.0399485j 0.0467171-0.0453083j 0.116479+0.0404605j -0.0518824+0.0650912j -0.0901829+0.00676951j -0.00689225+0.0334767j -0.0114135+0.0123504j 0.0553326+0.00218074j -0.0160834+0.0247233j 0.00498885-0.00190748j 0.0302396+0.118342j -0.00981114-0.0427595j -0.0473895+0.048315j 0.0280909-0.0297668j -0.00805438+0.0054141j 0.0234742+0.000160531j 0.0345284+0.0127379j -0.0176089-0.0112796j 0.00654122+0.00848297j 
-0.00901261+0.0309626j 0.000520891-0.0344984j 0.0443118-0.00194744j 0.0536786+0.0455272j 0.0054668-0.0214586j -0.0299579-0.0527777j -0.0464842-0.0552125j 0.0399793+0.0302698j -0.0832283-0.0551439j 0.0916287+0.148201j 0.0138021+0.142093j 0.0770701+0.0239561j 0.0221085+0.120155j 0.0641017+0.098141j 0.0475872+0.163261j 0.101708+0.0634465j 0.105615-0.0571898j -0.150227+0.00762441j 0.0835643-0.125915j 0.0635179-0.163901j 0.046179+0.0479074j -0.124957-0.138229j -0.0616315+0.0509255j -0.106199-0.0180022j 0.0901901-0.0480778j 0.181237+0.0412195j -0.00072646+0.000601749j -0.0468269+0.0917404j 0.106282+0.0271409j -0.0338323-0.0519308j -0.121041-0.0788654j 0.135272-0.000263549j 0.00856354-0.000452004j 0.0248451+0.0352885j 0.0436833+0.0547921j 0.0414166-0.0554211j -0.0315077+0.163488j -0.0090286-0.0283576j 0.0527771-0.0274712j 0.0428744+0.118586j -0.0906067+0.0208651j 0.0380917+0.071368j 0.0112076+0.0206996j 0.0798625-0.0502105j 0.0581244-0.0811422j 0.00968858-0.0441547j -0.0483364+1.29063e-15j -0.111293+0.0529163j -0.0342581-0.0587908j 0.000971014+0.0367092j -0.117175+0.0589125j 0.0685333-0.0592953j 0.00576299-0.0747394j -0.0250293+0.00145246j 0.0616539+0.0520298j 0.0190277+0.0163505j 0.0607455-0.017804j 0.0165471+0.042928j 0.0401776+0.0359936j 0.0144254+0.0106288j -0.0348706-0.0177582j 0.0371481-0.100134j 0.014552+0.0490119j -0.00615891-0.0216899j -0.00753229+0.0119483j 0.0171897-0.0564353j 0.00587086-0.0242456j 0.0612868-0.0279333j 0.00252567+0.0281077j -0.0321122-0.0609113j 0.0344829-0.0567776j -0.00768749+0.0130928j 
-0.00968486-0.0365896j -0.024722+0.018376j -0.0568251+0.00584313j 0.0338853+0.0142974j 0.0142877-0.00289758j 0.0294912-0.0757265j -0.0163343-0.018448j 0.00604291-0.0836943j -0.0788307+0.0834126j 0.132797-0.0626362j -0.0323468-0.144334j 0.00023174-0.163162j 0.000124169+0.186054j -0.0020601-0.0860634j 0.143302+0.0365993j -0.140644-0.0305479j 0.0291412-0.107961j 0.0851376-0.0173603j 0.152961+0.0368996j 0.0395651-0.0207431j 0.212708+0.0430729j 0.220636+0.0503969j -0.0721232+0.0184597j 0.0333366-0.010467j 0.149765+0.0544686j 0.0192736-0.0672665j 0.0758453-0.029498j 0.0674109+0.038593j -0.0204864-0.0174276j 0.0230145+0.0976988j -0.0345096+0.0611787j 0.0880358-0.0327262j 0.00130567-0.0441126j 0.0240066+0.0367381j 0.00313641-0.0964249j 0.0433528-0.00458846j -0.0225116+0.0417214j -0.0476505+0.00032162j 0.0244084-0.0112538j -0.0155076+0.0095962j -0.00590691-0.0336851j 0.0642591-0.068547j -0.00537608+0.131896j 0.0134002-0.0204998j 0.0251684+0.0192785j -0.0512571+0.00271335j -0.111293-0.0529163j -0.0360342+1.11716e-15j 0.0300007-0.0429494j -0.000188354+0.0344557j -0.0416555-0.0385377j -0.0510767+0.091988j -0.00169777+0.0114681j -0.0769278-0.00809082j -0.0176684-0.0471132j 0.0354936-0.0994368j -0.00201-0.0507647j 0.054886-0.000164814j 0.00378237-0.0570025j -0.0186688+0.00424581j -0.0821046-0.0152753j 0.0470974-0.0118401j -0.0725764-0.0325341j 0.0303791+0.050869j -0.0249746-0.062271j 0.015004+0.0166862j -0.0271614+0.0306618j -0.0162349-0.0116092j 0.000870369+0.0351038j 0.0290717-0.0439332j 0.00599055+0.00400283j -0.00636403-0.0146866j 
0.0374412+0.0667319j 0.0102695-0.0179897j 0.0380134-0.00433183j -0.0312137-0.0195199j 0.0166892-0.00828339j 0.143936-0.0884984j -0.0544018+0.0145012j -0.0422669-0.0528828j -0.0540691+0.194776j 0.108738+0.0795941j -0.0535511-0.0561709j 0.0841483+0.0630135j -0.0801414-0.0348514j 0.140976+0.0732155j -0.0834854-0.0953947j 0.0793902-0.00205292j -0.0276642-0.0828052j -0.06594+0.0101141j -0.0129692-0.0209592j -0.0438187-0.0715829j -0.058493+0.0185332j 0.0455607+0.00870486j 0.0286552-0.120442j 0.0304415-0.00443053j -0.0320051-0.0997784j -0.024787-0.0557628j -0.0767119+0.0862284j -0.190781+0.0377836j -0.0265458+0.135588j 0.0157768+0.024522j -0.13628+0.030392j -0.0968065-0.0951948j -0.0969852+0.022209j -0.0124135+0.0508611j -0.0446375+0.0236405j -0.131905-0.0747025j 0.00812028-0.014801j 0.051134+0.109292j 0.0455346+0.10931j -0.0539392-0.0887125j 0.0638212-0.0186896j -0.0518019+0.0599869j -0.0875067+0.00123142j -0.026521+0.0831752j 0.0188918-0.0125502j 0.0357647-0.0819825j -0.0342581+0.0587908j 0.0300007+0.0429494j 0.125542-5.55112e-15j -0.0186917+0.0152066j 0.0500286-0.0146497j 0.0158532-0.0502649j 0.0695971+0.00729821j -0.0193149+0.0879222j -0.0101371-0.0290371j 0.0711302+0.0472664j -0.0586125+0.00752049j 0.00969051+0.0763771j -0.0195806+0.0586153j 0.0325788+0.00566213j -0.00461814-0.0264357j -0.0585205-0.0856488j 0.0244542+0.0480644j 0.0571495-0.0473021j -0.00387702-0.0355308j 0.0200232+0.0507661j -0.0544208-0.0281224j 0.00733235+0.0803437j 0.00440178-0.0295558j -0.0371044+0.0182396j 0.0270943-0.0307653j -0.00747759+0.0182611j 
0.0508524-0.0114447j 0.00480211-0.00442633j 0.0352148+0.0998043j -0.0250961+0.0222419j -0.0557339+0.0998006j -0.0466905-0.0238951j 0.00923941-0.0754384j -0.0867106-0.0290656j -0.0409266-0.0255718j -0.090868-0.00138274j 0.0157734-0.0467238j -0.0367155-0.124589j -0.0882789-0.0344077j 0.0504273+0.0604328j 0.0877567+0.0799753j -0.105072-0.00255459j 0.0455577-0.0370036j 0.0436993+0.0175828j -0.0256422+0.00254179j 0.0171456-0.117042j 0.0667235-0.100971j 0.0447311-0.0127858j 0.0718314+0.03588j -0.108687+0.00614421j -0.0761589-0.120892j -0.0756915-0.0291974j 0.165029+0.118564j 0.130464+0.0486984j 0.106211+0.00685039j 0.0277917-0.0328837j -0.0981474+0.0040283j -0.0966102-0.0719957j 0.0843168+0.115465j -0.00818503-0.0068074j -0.0365331-0.0270044j -0.0510823+0.0276223j -0.0205615+0.00116307j 0.0322687+0.0589281j -0.0451771-0.0251645j 0.0458658-0.0848104j 0.0265734-0.00570286j -0.135619+0.0306661j 0.013519+0.0984802j 0.0465383-0.113833j -0.0566597-0.0563508j -0.1263+0.00532313j 0.000971014-0.0367092j -0.000188354-0.0344557j -0.0186917-0.0152066j 0.0421154+1.8735e-16j 0.0555316+0.0211473j -0.0268648+0.00859862j -0.0429699+0.107225j 0.0047707-0.00211991j -0.00689934-0.0662248j 0.0159362-0.0307109j -0.033387-0.0243095j 0.0447329-0.046056j -0.0758426-0.0615296j 0.12013+0.0194146j 0.0692424-0.0698226j -0.0596202-0.0630951j 0.0217384-0.00722554j -0.00492168+0.027749j 0.0595639+0.0659821j 0.00468842-0.00530861j 0.0418005+0.0275188j -0.046393-0.0183016j -0.0208827+0.0213447j 0.0362791+0.0312595j -0.0191906-0.0532261j -0.025453+0.0149984j 
-0.0334407-0.037085j -0.0374047-0.0112997j -0.0457293-0.0205228j 0.051151+0.0250116j -0.0214882-0.0259533j -0.0423551+0.0655049j 0.0228813+0.0261141j 0.029335+0.0198153j 0.0239505+0.089469j 0.0321017-0.0756096j -0.00632529+0.104363j -0.00600329+0.0306371j -0.0210664+0.0127643j 0.0577565+0.0155772j 0.105148-0.00235027j -0.136012-0.0383164j -0.000738882-0.0278029j -0.263265+0.0608851j 0.058423-0.0152649j 0.0654108-0.0356808j -0.0134241-0.0647274j 0.00511162-0.0805928j 0.0330094+0.066141j -0.0805477+0.0798895j 0.0611637+0.0533667j -0.0361121-0.0113141j -0.00549718-0.00594611j 0.0939442+0.0130677j 0.0127735+0.106101j 0.0241658+0.0560343j 0.054377+0.0632473j -0.0615091+0.0308164j -0.0305833+0.0195772j 0.0600099-0.0270041j 0.0135735+0.118505j 0.0763179-0.0123936j 0.00856342+0.0456385j 0.0567819-0.0952206j 0.0597262+0.0111071j 0.0952787-0.085688j 0.0516415+0.0171549j 0.0820096+0.0601611j 0.0135206+0.073107j -0.0796738-0.0189548j 0.142047-0.0606537j -0.0584723-0.0138936j -0.117175-0.0589125j -0.0416555+0.0385377j 0.0500286+0.0146497j 0.0555316-0.0211473j 0.311148+1.92485e-14j 0.09073+0.0348052j 0.0619308-0.0221327j -0.0412719-0.0551917j -0.0037993+0.0369464j -0.0132582+0.0462609j 0.0189762-0.0305536j 0.0290351+0.0359634j -0.0256785-0.0542151j -0.036173-0.050068j -0.0373433-0.0042963j -0.064264-0.0102814j 0.0324944-0.0101734j 0.0365782-0.0431121j -0.0158791+0.0156611j 0.00199397-0.0310127j 0.0023731+0.00891124j 0.00465426-0.0337787j 0.0063875+0.0325067j -0.00180831-0.0314895j 0.00168417+0.0329051j 0.0150225+0.0145101j 
0.00600143+0.0194951j 0.0458848+0.0436286j 0.0232729-0.0431827j -0.0857992-0.0431021j 0.0877549+0.0411764j -0.0339362+0.0364902j 0.0453112+0.03397j -0.0515258-0.0292951j 0.0726226-0.0200976j -0.0727469-0.115927j -0.00238728+0.0445043j -0.0657285-0.00888778j 0.00211538+0.0702657j 0.0146928-0.0233979j 0.0901203+0.0268691j -0.158036+0.053135j -0.0172958+0.0241671j -0.0306242+0.0925685j 0.0746046+0.125904j -0.0143003+0.0916718j 0.000214262+0.129177j 0.150169+0.0114155j 0.0833952-0.026575j 0.068184+0.0436089j -0.0406828+0.204663j 0.0931857+0.0473759j -0.0959416+0.166717j 0.0493732+0.0764514j -0.0548936+0.0384155j 0.0187169+0.049254j 0.0265189-0.105463j 0.0432828+0.0453308j 0.0591569-0.0262725j 0.127408+0.100324j -0.0462403-0.0145947j 0.014815-0.0517115j -0.00947181-0.0763707j 0.112588-0.075306j -0.0555314+0.0669452j -0.0384319-0.0370422j -0.0254864+0.0152819j 0.0561401-0.0329575j -0.0922304-0.114272j -0.101842+0.0332171j 0.0104791+0.0155021j -0.0568543+0.0515287j 0.0685333+0.0592953j -0.0510767-0.091988j 0.0158532+0.0502649j -0.0268648-0.00859862j 0.09073-0.0348052j 0.128738-2.08167e-16j 0.0215944+0.0160953j -0.00884819+0.0452137j 0.0429721-0.0686828j 0.0184729+0.0114833j 0.0369151+0.0236014j 0.09121-0.0102725j -0.0047588+0.0367694j 0.0420368+0.0768563j -0.0836089+0.0468886j 0.0197044+0.00585529j -0.0210999-0.00305284j -0.0552951-0.0402126j -0.0412484+0.0132851j 0.0219594+0.00484269j -0.0260338+0.0666388j -0.00200844+0.0190675j -0.00560689-0.018266j -0.00190925+0.00724069j 0.0253693+0.00188108j -0.00202019-0.0516194j 
-0.00132647+0.0434005j 0.00144274-0.00140084j 0.0564822+0.0644823j 0.0128583-0.039513j 0.0584986-0.00859757j 0.0993151-0.0163969j 0.0252282-0.0425422j 0.027995+0.107078j -0.139167-0.0390169j -0.0129433+0.14557j -0.0902706-0.198309j -0.0672627-0.0451282j -0.19506+0.067773j 0.111406+0.0548225j -0.0784285-0.102301j -0.0375834+0.108639j 0.0319157-0.0174911j -0.167919-0.0443626j -0.0491283-0.0538832j -0.0477904-0.116444j -0.0492834-0.0491892j 0.0179565-0.0672397j 0.0333313-0.145978j -0.163942+0.124824j -0.0208411+0.026465j -0.0680691-0.0767224j 0.113746-0.068502j 0.0264477-0.0453936j -0.00244857-0.0882639j -0.0528155-0.0614618j -0.0777937+0.028282j -0.0961221-0.0513193j -0.0123547-0.0131875j 0.100555+0.0192689j -0.099246-0.0396665j 0.0341514-0.0171923j -0.0514439-0.018524j -0.0666607-0.0949474j 0.00488337-0.0439649j -0.044687+0.14121j 0.0543346-0.0538841j -0.0544997-0.0889019j -0.0472766-0.0432611j -0.00517135+0.0401495j -0.0047093-0.0171017j -0.0112615+0.00600719j 0.00576299+0.0747394j -0.00169777-0.0114681j 0.0695971-0.00729821j -0.0429699-0.107225j 0.0619308+0.0221327j 0.0215944-0.0160953j 0.072599+4.92661e-15j -0.0698132-0.00999621j -0.101189-0.0346886j -0.0509157+0.00674706j 0.0498217-0.0120653j -0.00251911-0.0256611j -0.0573937-0.0258822j -0.0485218+0.060164j -0.0305985+0.061036j 0.0320344+0.0311785j -0.0179176+0.0400095j 0.0582454+0.0316746j -0.0452508+0.0186145j -0.0529268-0.00548881j -0.00426584-0.0228083j 0.00934371-0.0236084j 0.0271437-0.0160505j -0.00920889+0.0452615j -0.0167061-0.0210155j -0.0111819+0.0261169j 
