0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
-0.000371473-0.000578835j 0.000709051-0.000161784j -0.000418326+0.00121402j 0.000824548+0.000271595j -0.000242579-0.000383934j 0.000374202+0.00236354j 0.000574469+0.000278239j 0.00156448+0.00146562j 5.42223e-05+0.000885057j 0.000901618-0.00110692j 0.00150973-0.000908883j -0.00126997-0.0025495j 0.00253364-0.000605658j -0.000703918-0.00203676j -0.000339916-0.000174052j -0.000238795+0.00535804j 7.82366e-05+0.000494862j 0.00431429-0.00591471j 0.000815379+2.36869e-05j 0.00493041+0.00407811j -0.00173337-0.00167386j 0.00508781+0.00313209j -0.00546955+0.000227153j 0.00860169-0.00166508j -0.00663073+0.00238463j 0.00244614+0.00364464j 0.00400425-0.00555205j 0.00136811+0.000337568j -0.00472786-0.00766187j 0.000434154+0.000918403j -3.62478e-06-0.010054j 0.00461601-0.00421568j -0.0031743+0.00442416j -0.00135054-0.00301877j -0.00170721+0.000445496j 0.000603029-0.00049536j -0.00113458+0.00235149j 0.00520958-0.00695585j -0.00264758+0.00202075j -0.00501036-0.0065432j 0.0084997+0.00427603j 0.00186908-0.00352041j -0.00493534-0.00371056j 0.0012609-0.00110888j -0.0034009-0.0023494j 0.00274964+0.00392064j 0.0010712+0.000556972j -0.00191506-0.00517864j -0.00103474-0.000800733j 0.000346743-0.000916547j -0.000829194+0.00309926j -0.00186632-0.000231304j -0.00164045+0.00101192j -0.00100642+0.00112211j 0.00039653+0.000601751j 0.000887866-0.000741799j 
0.000299073-0.000485584j 0.000773368+0.000273373j -0.000730999+0.000351718j -0.000685434+0.000386405j -0.0017024+0.00230006j 0.000803562+0.000368066j -0.00158817+0.0010191j 0.000672096-0.000740111j -0.00177107-0.00209383j -5.86235e-05+0.000433018j -0.000567715-0.00054169j -0.000663949+0.00171143j 0.00116244+0.00287755j -0.00275877+0.00166677j -0.000221387-0.00461342j -0.000138001+0.00451066j 0.0053634+0.00260149j 0.00356652+0.00228232j -0.00113497-0.00109598j 0.000826541+0.00360438j -0.00187899+6.83145e-05j -0.000319787-0.00168395j 0.00111083+0.00228694j -0.0037709-0.00240974j -1.02432e-05-0.000789234j -0.00057412-0.000769155j 0.00027265+0.00067693j -0.00102287-0.000640103j 0.00213844+0.00145667j 0.00413833+0.000733985j 0.00040865+0.000375569j 0.00200733-0.00525119j 0.00367095+0.000974161j -0.000159265-0.00793412j 0.00138877-0.00255254j -0.000445231-0.00570088j -0.000903264-0.00128381j 0.00198187+0.000110698j 0.00128914+0.00125026j 0.00571305-0.00120173j 0.00337711-0.00262572j 0.00807332+0.00232525j 0.00110746+0.000883759j 0.00341383-0.00287475j -0.000549282+0.00136024j -0.000979314-0.00311234j 0.00131368+0.00138416j 0.000299373+4.04981e-05j -0.00133372+0.000190926j -0.000367605+0.000384123j 8.0311e-05+0.00216341j 0.000665962+0.00149783j -0.00105652+0.000826182j 0.00111182+0.00194905j -0.000206405+0.000515191j 0.000414117-0.000471472j 
0.000163263+0.000152216j -0.000214122-0.000167066j -0.000167315+0.000549199j 0.000153462+0.000149542j 0.000148701+0.00144601j 0.000516429-0.00184987j 0.000183888+0.000705899j -0.00160651-0.000394843j -0.00171946-0.00156424j -0.000304419+0.00110786j -0.00175384-0.00100039j -0.00277287-0.00160135j 0.00380786+0.00129565j -0.00254745+0.000303561j 0.0013557-0.000431278j -0.000958043+0.00601866j 0.00260653+0.0027173j 0.00296611+0.000288594j -0.00353519-0.00297227j 0.000583172+0.000416815j 0.00243654-0.00173191j -0.00153843-0.00363871j 0.00128846+0.000587626j -0.00229804-0.00185577j 0.00140601-0.0014106j -0.00127135-0.00267621j 0.00244252+0.00225175j 0.00160316-0.00222587j 0.00154413+0.00381038j -0.00132949-0.0017998j 0.00121127+0.00263433j -0.0012198-0.00586045j 0.0031985-0.000776275j -0.000783791-0.0025298j 0.000538489+0.00216423j 0.00314454-0.00257966j -0.00159837+0.000250846j 0.00134381-0.00052864j -0.000903291+0.000245131j 0.00176369+0.00359048j 0.00250326-0.00155605j 0.00441326+0.000592537j -0.00089256+8.95479e-05j -0.00115445+6.72033e-05j 0.000360974+0.00230998j -0.0019162-0.0011657j -0.000590321+9.19904e-05j 0.000519487-0.000139078j 7.36913e-05-0.000716067j -0.00103183+0.000791604j 0.0014234-0.00041838j -0.000572063-0.000325667j 0.000807767-0.00108158j 0.000158491-0.000467516j -0.000195097-0.000326815j -0.000551581+0.00029282j 
0.000749994-0.00011228j 0.00110309+0.00130062j -0.00332097+0.0020198j -0.00174364-0.00100203j -0.00404217+0.0011877j -0.00189144+0.00572254j 0.000938121+0.00124254j 0.00425052+0.00122377j -0.00243221+0.00252675j 0.00317368+0.00164754j 0.00510613-0.00116069j -0.00219581-0.00459446j 0.00218851+0.00287383j 0.00293878+0.000468024j -0.00661529+0.000695794j -0.00326049-0.00229691j -0.000138279+0.00627194j 0.00238813-0.00737559j -0.0115476-0.000457333j 0.00153965+0.00446378j -0.00244574+0.00199798j -0.000177695+0.00692085j -0.00111248+0.0065236j 0.0022483+0.0008621j 0.00203949-0.00227716j -0.00171816-0.00721352j -0.0024297+0.00441648j -0.00463676-4.71834e-05j -0.00929376+0.00218494j 0.00172744+0.00194921j 6.12535e-05-0.00489143j -0.00321367+0.00326413j -0.00157471+0.00361636j -0.00155905+0.00105538j 0.00246172-0.00128066j -0.000847957+0.0020012j -0.00440246-0.00144331j -0.00134929-0.000807994j -0.00238731-0.00246595j -0.00233116-0.00236891j -0.00289211+0.00107638j 0.00594772-0.00174338j 0.00353916-0.00169801j 0.00179968-0.000332074j -0.00135364-0.00443579j -0.00258789-0.00269696j -0.000530258+0.00239088j 0.000892131-0.00158811j -0.00231112-0.00187175j 0.000331024-0.000752655j -8.96264e-05+0.001873j 0.00194149+0.00366478j -0.00416457+0.00122217j 0.000252975+0.00043344j 0.00125213+0.00125118j 0.00138252-0.00211158j 
-0.00205908-0.000458779j -0.00177564-0.00384864j 0.00785222-0.00259907j 0.00322399+0.00638067j 0.00703125+0.00132873j 0.00551981-0.0133184j -0.00144714-0.00264564j -0.00779661-0.00369457j 0.00617857-0.005423j -0.0082772-0.00126847j -0.00605717+0.00236012j 0.00328562+0.00243958j -0.00672161-0.00182334j -0.00313129-0.00299637j 0.00736121+0.0031913j -0.0036575-7.80199e-05j -0.00581166-0.00335504j -0.00126565+0.0053822j 0.00740061+0.00250408j -0.000344838-0.00696141j 0.0030301-0.00190272j 0.000408096-0.00847257j 0.00496397-0.011749j -0.00282832+0.00643006j 0.000637858-0.00311178j -0.00258487+0.00110022j 0.00239028-0.00189421j 0.0110249+0.00353717j 0.00304793+0.00251068j 0.000881743-0.00309536j 0.000573797+0.00513728j 0.000523311+0.000816876j -0.00151151+0.00223911j -0.00329136+0.00413293j -0.00299312+0.00245247j 0.000936272-0.00219448j 0.000163402-0.00152014j 8.51526e-05-0.00465559j -0.00281694-0.0023311j -0.00158688+0.00228913j 0.00404372+0.00132786j -0.00314168+0.00174445j -2.05744e-05-0.00123663j -0.0029002-0.000996148j 0.00525105-0.00103544j 0.00255728+0.00475931j -0.00337008-0.00365926j -2.9879e-05+0.00167453j 0.00240872+0.00241296j -0.00117732+0.00219691j -0.000994116-0.00270159j 0.000698332-0.00432589j 0.00186801-0.000926979j -0.000596166+0.0013577j -0.00164985-0.00188179j -0.00189776+0.00227992j 
-0.000440355-0.000572424j -8.15684e-05-0.00110243j 0.00288931+0.000365158j 0.00125918+0.00286825j 0.00355509-0.000130947j 0.00148478-0.000844777j -0.00111207-0.00180027j -0.00112417-0.00199792j 0.00141812+0.00323223j -0.00286124-0.000358246j 0.00092143+0.00472129j -0.00242415+0.00115948j -0.00129403+0.000398256j -0.00445679+0.00487742j 0.00512448-0.00574997j 0.000985712-0.0040133j -0.00198259+0.000260713j 0.000408595+0.000904596j 0.00370642+0.00582559j -0.0033951-0.00410587j -0.00338271+0.00192016j -0.00374904-0.00294796j 0.003396-0.00323042j -0.00291114+0.00115099j -0.00100261-0.00748981j 0.00228899+0.00236296j -0.00374137+0.00408685j -0.00049324+0.000802343j -0.0047335-0.00246514j 0.00787037+0.00126199j -0.000521607-0.00236567j 0.00257415+0.00477059j 0.00700987+0.00405943j 0.00140318+0.00222175j 0.00538205+0.000230201j -0.00116943-0.00220585j 0.00084307-0.00376572j 0.00155918+0.00305898j 0.00171724-0.00247158j -0.00208195+0.0024478j -0.000814661-0.00407583j -0.000477954-0.00672196j 0.000589941+0.00171318j -0.00505597+0.000468307j 0.000909258+0.000148106j 0.000389557-0.00174174j -0.00254776-0.000259577j 0.000613383+0.00165758j 0.000500564+0.000421631j -0.000764553+0.000485855j 0.000104139-0.000545376j 5.93669e-05-0.000437099j 0.000478473-0.000429667j 4.34013e-05+0.0017502j -0.000370446-0.000670711j -0.000582208+0.00046825j 
0.000279953+0.000376288j -0.000159044+0.000303216j 0.000202869+0.00107919j -2.75802e-05+0.00115795j -0.002553+0.00258283j -0.00100084+0.00139821j 0.000836057-0.00293859j 0.00175961-0.000579098j 0.0041633+0.00332686j 0.00020571-0.00235318j 0.00526773-0.000690807j 3.99722e-05-0.00286733j 0.00241349-0.00395868j -0.00229762+0.00160209j -0.00178828+0.000663082j 0.00127329+0.00263482j 0.00436885+0.00805834j 0.000350165-0.00152416j 0.00507335+0.00195381j -0.00113513+0.00379963j -0.00681116-0.000724291j 0.000381577-0.00143918j -0.00480831+0.0017004j 0.00706592+0.00487514j 0.00015275-0.00625034j 0.00847666+0.00106102j -0.00443464+0.000253694j -0.00275272-0.00389535j -0.000539778+0.000476521j -4.05529e-05-0.00356214j -0.00243671+0.00591532j 0.000859394+0.00282569j -0.00426314+0.00318741j -0.00256126+0.00175181j -0.000893664+0.00582764j -0.00228827-0.00152041j 0.00511283+0.00457622j 7.09791e-06+0.00587334j 0.00522352-0.00264749j 0.000959194-0.00206968j 0.00270678-0.00173212j -0.00479651-0.0040707j -0.00147628+0.00272273j -0.00466017+0.00402983j -0.00354868+0.00436453j 0.00435472-0.00136753j -0.000355262+0.00173883j -0.00308628+0.000388323j 0.000517506-0.00115299j -0.00103107+0.00146367j 0.00108048+0.000401643j -0.00330322-0.00034723j 0.000608438-0.000132344j 0.000343304+0.000318389j -0.000243651+0.000497876j 0.000633997+0.000419257j 
-7.30334e-05-0.000892238j 0.00129383+0.00119508j -0.00508371-5.64874e-05j -0.000263164-0.00443523j 0.000743831-0.00348801j -0.00433837+0.00176447j -0.0027354+0.00721847j 0.00210124+0.0064826j -0.00777084-0.00466671j 0.00198054+0.00672086j -0.00545004-0.00143074j 0.0063675-0.00178757j -0.00686547+0.00220745j 0.00519958-0.00343936j -0.00187512+0.00900999j 0.0110662-0.00771148j -0.0122815-0.00602167j -0.00675125+0.00030048j 0.00124794+0.00309111j 1.43064e-05-0.00309343j 0.00219639+0.000251475j -0.000211629+0.00571841j -0.00280027-0.00857646j 0.000260526-0.00291542j -0.00133481-0.0034708j -0.000816201+0.00236574j 0.0036674-0.00479394j -0.0005037-0.00132267j -0.00266877+0.00190592j -0.00102115+0.0065457j -0.00213463-0.00115955j 0.000834711+0.000520488j -0.00698097+0.00111284j 0.00385057-0.000886059j -0.00233134+0.000136962j -0.00621141+0.00399324j -0.00083282-0.00146076j 0.000359497-3.87173e-05j 0.00227306-0.00733994j -0.00420179+9.13492e-05j -0.00233482+0.00125222j -0.000587829-0.00224068j -0.00421464+0.000110981j 0.00174806+0.00233766j 0.00140569+0.000700413j 0.00175386+0.00181479j -0.000668173-0.00132066j -0.00185168+0.00140701j -0.00134769-0.00265767j -0.000599135+0.000645678j -0.000352607-0.00169006j 0.000116816+0.00023421j -8.01178e-05+0.000372761j -0.00243372-0.00142891j 0.000700521+0.000362916j 0.000398126-0.000546553j 
0.00259046+0.00268368j -0.00149692+0.00128241j 0.00143298+0.00465963j -0.00361949-0.000495918j -0.00186458+0.00363843j 0.00457453+0.00363712j 0.00525409-0.00466004j 0.00323388-0.00241553j 0.00349645+0.0106621j -0.00135643-0.00163067j 0.00392615+0.00228559j -0.0058148-0.00423248j 0.00238289-0.00604848j -0.0033836+0.00259575j 0.00170525-0.00264151j -0.00478341+0.000131183j 0.00205442+0.00190006j 0.00685696-0.00507525j 0.00164777-0.00446784j 0.00235791+0.000563417j 0.000454168-0.0035334j -0.00263377+0.00191911j -0.00599035+0.00131641j 3.80875e-05+0.00684037j -0.00340994-0.00118573j 0.00657692-0.00249322j -0.00144652-0.000636085j -0.0013573-0.00232401j -0.00401889-0.00424927j -0.00595611-0.000179266j 0.00262427-0.00137199j 0.00121475+0.00286305j -0.00121107-0.0044764j 0.000890223+0.00643625j 0.00499415+0.00267906j 0.00523722+0.00102702j 0.00727007+0.00137084j 0.00183714+0.00177847j -0.00288754+0.00276002j -0.00297095-0.000119534j -0.00194578+0.00016344j -0.00762852-0.00150547j 0.00255645+0.00360963j -0.00595978+0.00193324j -0.00121049-0.000471305j -0.0011985-0.000129764j -0.00185678-0.00199726j -0.000275407-0.00168466j 5.68201e-05-0.000150887j -0.000183529+0.00225482j 0.00148806+0.00278523j -0.00196023-0.000337776j 0.00112757-0.00197321j 0.00100878-0.0024131j -0.000721673+0.000955758j 0.000389989+0.000957471j 
-0.0012905-0.00158814j 0.0013064-0.000137011j -0.00272139-0.00363052j 0.00333123-0.00166163j -0.000560664-0.00376864j -0.00157064+0.000729322j -0.00399843+0.000963009j -0.00323554+0.00326343j -8.06448e-05-0.0037589j -0.0049892+0.000860819j -0.00190023-0.0012495j -0.00191692+0.0022971j -0.00526396-0.00164118j 0.000387605+0.000377451j 0.00175278+0.00255487j 0.00211488-0.00549834j -0.00521113-0.00370228j -0.00526257-0.00232517j 0.000514708+0.00631049j 0.000379015-0.00430245j 0.00104583-0.000590201j -0.000889097+0.00120791j 0.000978122-0.00470694j -0.000481546+0.00123409j -0.00346638-0.0021109j -0.00228082+0.00200215j -0.000791728+0.00199981j 0.000365367+0.00138788j -0.00388357+0.00330198j 0.00474879+0.000783365j -0.00306771-0.00188281j 0.00123694+0.00390561j 0.00176042+0.00281007j 0.00230878+0.000291859j 0.000784989+0.000361285j -0.00220973-0.000580851j -0.0002858-0.00385945j 0.000899886+0.000662114j 0.00080925-0.00331286j -0.00492553+0.00072056j -0.00185764-0.00120142j -0.000124974-0.0044454j -0.00169662-0.000635633j 0.00235337+0.00017858j 0.00219681-0.00242682j -1.2625e-05-0.00141162j 0.00111212-7.07089e-05j 0.00105127+0.00294993j 2.00385e-05-0.000486252j 5.26614e-05-0.0020453j -0.00193606-0.00133863j 0.00193492+0.000365425j -0.000133412+0.00216176j 0.000279361+8.89529e-05j 0.000426854-0.000314587j -0.000155437-0.000867376j 
7.27186e-05+0.0024649j -0.00171134-0.00144609j 0.00268292+0.0042942j -0.00531551+0.00256829j -0.00260616+0.00470926j 0.0055002+0.000716685j 0.00233862-0.00475013j 0.00246185-0.00413457j 0.00661451+0.00518476j -0.000654655-0.00193809j 0.00316405-0.000607746j -0.00131092+0.00194604j -0.00310893-0.00531553j -0.00101957+0.00421946j -0.000721616-0.003645j 0.00472992-0.001112j -0.00130143+0.000597281j 0.00760565+0.00275876j 0.000999024-0.00160063j -0.00535856+0.00736561j -0.00224433-0.00628749j 0.00267026+0.00132361j -0.000528141-0.00317712j 0.00334301-0.00127085j -0.00104252-0.00144345j 0.00460306+0.00117752j 0.00493992-0.00332615j 0.00306976+0.00394348j 0.00286694-0.00393249j 0.000786962-0.00455185j -0.000341039+0.0023115j -0.00106124-0.00214912j -0.000211543+0.00354002j -0.00707938+0.00211208j 0.0030683+0.00033882j 0.00634669-0.000416156j 0.000812199-0.00375703j -0.00082677-0.00202506j 0.00331807+0.0033098j 0.00126653+0.000684144j 0.000268758+0.00345459j -0.000970382-0.00116348j 0.00287207-0.000130599j 0.00059529+0.00346024j 0.000672017-0.00316655j -0.000316003-3.29278e-05j -0.000562848+0.000351699j -0.000611501+0.0019094j -0.000731837+0.00112002j 0.00355898+0.00216331j -0.00105719+0.0011145j 0.000594027+0.00118937j -0.000682359-0.00286718j 0.000607464+0.000590086j -0.0013751+0.000917028j 0.000904114+0.00152592j 
-0.00205019-0.00107957j -8.32227e-05-0.00135194j -0.000231888-0.00316574j 0.00312698+7.83526e-05j 0.00142737-0.0058088j -0.00241458-0.0011176j -0.00254029-0.000586267j -0.00319528+0.00288607j 0.000163261-0.000678546j -0.000608129-0.00156357j -0.00228428+0.00210569j -0.000797438+0.00546679j 0.00104189-0.00196865j 0.00208801-0.000694594j 0.000395293+0.000427185j -0.00407441-0.00315281j 0.000577718-0.005408j -0.00702145+0.00199985j 0.000953979+0.00082427j -0.00169932-0.00412156j 0.00501056+0.00424075j 0.00196777+0.00219272j -0.000859111+0.0042705j -0.00181943+0.00110679j 0.000130182+0.00958971j 0.00204068+0.00651038j -0.0029718-0.00554985j 0.00342978+0.00208385j 0.00324374-0.00784868j -0.0019427-0.000210991j -0.00167159-0.000421711j -0.00256817+0.0015852j 0.00233679+0.00129936j -0.00112676+0.00157354j -0.00291924-0.000985065j 0.00152764+0.00632167j -0.00049255+0.00050627j -9.65982e-05-0.00305135j -0.00187963+0.00120816j 0.000651668-0.00432442j -0.000228162+0.00129363j -0.00182234+0.0034531j 0.00142704+0.000230365j 0.00237456+0.00372836j 0.00540596+0.00119195j -0.00023871+0.00362226j -0.00323455+0.000443626j -2.59033e-06-0.00269818j -0.00230125+0.000297946j -0.00166925-0.00124238j 0.000708458-0.000999002j -0.00293754-0.000714787j 0.000547163+0.000406046j -0.00300987+0.00253211j 0.000500434+9.63739e-05j 0.000677112-0.000328368j 
0.00145196+0.00113074j -0.000520514+0.000606722j 0.00238213+0.00181551j -0.00276285+6.61261e-05j -0.000329885+0.00337621j 0.00390408+0.00146439j 0.0003875-0.00210155j 0.00298848-0.0016798j 0.00339877+0.00279762j -0.00037159-0.00149633j 0.00233098+0.00185164j 0.00476747+0.00293914j -0.00433789-5.49154e-05j 0.00186941+0.00211266j -0.00113025-0.00369876j -0.00428833-0.00446512j 0.00236408-0.00240612j -0.000452256+0.00101799j 0.00598439+0.00325242j 0.000689365+0.00125001j -0.00409593+0.00308753j -0.000600841+0.00233391j 3.08293e-05+0.000526886j 2.70606e-05+0.00146539j -0.000471546+0.000303815j 0.000909662+0.00165576j -0.00224835+6.79107e-05j -0.0027809+0.0040953j -0.00146739-0.00410142j 0.00129816+0.00194626j -0.000311329-0.00311215j 0.00594171+0.00774379j -0.00122579-0.00288967j 0.00242058+0.00204484j 0.00297372-0.00530327j -0.00391822-0.000741741j 0.00330376+0.000474375j -0.000812385+0.00258693j -0.000613446+0.00126012j 0.00118813-0.0041925j -0.00222506+0.00103536j -0.00451003+0.00299831j 0.00328709+0.00171561j 0.000268789-0.00415635j -0.00335413-0.00268563j 0.000668064+0.00041023j 0.00152174-0.00184557j 0.00117826-6.26083e-06j 0.00200557+0.00142399j 0.000567008-0.000329352j -0.000837424+0.00177591j 0.00166712-0.00227453j 0.000183449+0.000466015j 0.00144274-0.00198714j -0.000157581+0.000139152j -0.000335901+0.00023887j 
3.91409e-08+0.000389086j -0.00041958+7.27253e-05j 0.000377845-0.000437631j -0.000236547-5.31593e-05j -0.000767146+0.00143105j -0.000584207-0.000824319j 0.000776435-7.48249e-05j -5.00759e-05+0.000688353j 0.000891582-0.00168322j -0.000145708-0.000660227j 0.000208795-0.00196828j 0.00116006-0.0031624j -0.00198268-0.00167812j 0.00212154-0.00419352j -0.00215082+0.00654268j -0.00413294-0.000471111j -0.00189966+0.00208324j -0.00161748-0.0023197j -0.00229271-0.00109654j 0.00289595+0.000408585j 0.00100312-0.00161687j 0.00244429+0.00162949j -0.00255838+0.000322083j 0.0039452+0.00415435j 0.00104735+0.00017153j -0.00184776-0.00367245j -0.000280254-0.00197547j 0.00167239-0.000117339j -0.00120498+0.00255013j -0.0042615+0.000350137j 0.000696504+0.00155323j -0.00193491+0.0025127j -0.00678301+0.00228845j -0.00129579+0.00344831j -0.00219878+0.00195705j 0.000406787+0.00200692j 0.000114086+0.00188688j -0.00157485-0.00150763j -0.0029612-0.00173638j -0.00281927-0.00200577j 0.000134789+0.00340102j -0.00105784+0.00251814j 0.000816079-0.00123226j 0.00122731+0.000535787j 0.000877941-0.00228001j 0.00110985+0.0019635j -0.000962744+7.329e-06j -0.000948094-0.000466673j -0.00038239-0.000498088j -0.000323543+0.00108178j -0.000987308-0.000400561j 0.000470904+0.000381106j -0.00174995+0.000556883j -0.00046165-0.000411447j 0.000464419+0.000597043j 0.000719604-0.000611636j 
-0.00027063-0.000158338j -9.11214e-06+0.000175444j 0.000555152-0.00122684j 2.44021e-05-0.000495802j -0.000485781-0.00155836j -0.00184408+0.00133056j 0.000609066-0.00072492j 0.000960375+0.000301487j 0.000666341+0.000931873j 0.00272587-0.00309036j 0.000809287+0.000433363j 0.00174307+0.000996049j 0.00105556-0.000480276j 0.00279158-0.00273351j -0.00153967+0.00145671j -0.00422687-0.00065843j 0.00250868-0.0026183j -0.00346558+0.000801316j -0.000192748-0.000435115j 0.000976904-0.000280337j 0.000892853+0.00261377j 0.00312346+0.00158668j 0.000217092+0.00538072j 0.00145465+2.99515e-05j 0.00191638+0.00642687j -0.00123623+0.00145113j -0.00306086-0.00269764j -0.000565277+0.0016839j 0.001553-0.00453204j -0.00269078+0.00187188j 0.000661092-0.00190862j -0.000776511+0.00335963j -0.00206129-0.000902875j 0.000521395+0.00156162j -0.00221664-0.0018101j 2.58243e-05+0.00346846j 0.000642739+0.00270797j -0.00220161-0.000575856j -0.00196519+0.00297086j 0.000262519-0.00390874j -0.000802956+0.00231659j -0.00133693+0.00424363j 0.00130597-0.00103071j 0.00251275-0.00126954j 0.000106558-0.000866969j 0.000921941+0.00201376j 0.000103439+0.000477827j -0.000802699-0.00229862j -0.000295592+0.00135379j -5.17438e-05-0.00121546j -0.000149192+3.38263e-05j -0.000616442-1.94532e-05j -0.000602464+0.000769277j -0.000439001+0.000770796j 0.00062083+0.000135681j 0.000403687-0.000613355j 
0.00237465+0.00165567j -0.00113203+0.00157598j 0.00122144+0.00124737j -0.00136459-0.00155435j 0.000791354+0.00249644j 0.00301265-0.00193144j 0.00209839+0.000501856j -0.000454814-0.00186495j -0.00145409-0.000710372j -0.000793424+0.000244448j -0.00346857+0.000557721j 0.00211979-0.00188494j -0.000494758+0.000797083j -0.00228817-0.00162761j 0.00319005-0.00137918j -0.000753722+0.00527052j 0.00063818-0.00338413j 0.00533508+0.000754318j 0.00240564-0.00441011j 0.00418783-0.00218544j 0.00181071-0.00327302j -0.00295719-0.00324122j 0.000571391-0.00358733j -0.00389579-0.00136044j 0.000218989+0.000885438j -0.00299383-0.00147475j 0.00370158-3.8754e-05j -0.000434092-0.00178855j 0.00172745-0.000181818j -0.00449384+0.0018371j 0.00374602-0.00224338j 0.00264296-0.00310568j -0.000940575-0.00832895j 0.00387867-0.000954927j 1.702e-05-0.000248819j 0.00085394-0.00416571j 0.00244082+0.00193255j 0.000177312-0.000740417j -0.00229182+0.00437562j 0.000787096+0.00226971j 0.000860159-0.00041772j -0.00137485+0.00336781j -0.00208325-0.000108952j -0.0023174-0.0054205j -0.00289448-0.000291519j -0.000947879+0.00127508j 0.00318064-0.00341019j 0.000886293+0.000472534j 0.00433794+0.00141937j 0.000169995+0.000463309j 0.000458819+0.000354029j 0.00045379-0.00231821j 0.00233342-0.00133999j 0.00213561-0.00441597j -0.000834898-0.0010244j -0.00182248+0.00131409j 
-0.000283587-0.000720485j 0.000821898+0.000324345j -0.0018796-0.0010167j 0.00126099-0.000939083j -0.0021465-0.00123108j -0.00156365+0.00290361j -0.00135638-0.00187026j -0.000374263+0.000594991j -3.69876e-05+0.00106778j 0.000601222-0.00249092j 0.00198749-0.00120092j -0.00324032+0.00310249j 0.00575618-0.00126479j -0.000560276+0.00196114j -0.00248148-0.00257696j -0.00270466+0.0040106j 0.00852363+0.000544373j -0.00155204-0.00148326j -0.00218604+0.000282397j 0.000209506+0.00193619j -0.000315428+0.00269025j 0.00111285-0.000130927j 0.00014768+0.00777452j 0.000224049-0.00123695j 0.000836945+0.00472187j 0.00204152+0.00272056j -0.00256887+0.000157486j -0.00172479-0.000560778j 0.00203542-0.00264828j -0.000824204-0.0018064j -0.00227232+0.000405458j -0.000559728-0.000416303j 0.00296184-0.000795662j -0.000859723-0.00301925j -0.000636835-0.000179046j 0.000845982+8.2859e-05j 0.000962786+0.00286982j 0.000780015+0.00180467j 0.00184869+0.00278312j 0.00276812-0.00353442j 0.00136747-0.00158933j 0.0016226+0.000235975j -5.05094e-05+0.00105406j 0.00107041+0.000682604j -0.000947224+0.00284892j -0.000543928-0.000804943j 0.000888518+0.00131219j -7.70902e-06-0.00157968j -0.00143237-0.000715326j -0.000838829-0.0019847j 0.00128947+0.00101591j -0.00123089+0.000129j 0.000600726+0.000991565j 9.14823e-05+0.000766673j 0.000598182+0.000376121j 0.000438945-0.000834732j 
-0.00040695+0.000613286j -0.000352281-0.0012379j -0.00115215+0.00220935j -0.00164205+0.00111687j -0.0021471+0.00456183j 0.00307366-0.00158549j -0.00237558-0.000451319j -0.00174772+0.00088756j 0.000570367-0.0020292j -0.00319119+0.00222534j -0.00177198-0.00271784j -0.00257193+0.0006341j -0.00208594-0.00165168j -0.000785747+0.00242079j -0.000915354+0.00197522j -0.00139551+0.00162946j 0.000412705+0.00394733j 0.00129155-0.00167897j -0.00415822+0.00147311j 0.000390298+0.00306387j 0.00103588-0.00204978j -0.000278379+0.00117081j -0.000773113-0.00121547j 0.000400955+0.000443212j 0.000571642-0.00305188j 0.00130575-0.00183383j 0.00441466-0.000743019j 0.00426608+0.00112039j -0.00108601+0.00247407j -0.00145636-0.00237245j -0.00122281+0.00317888j -0.00115452-0.00151423j 0.000821299+0.00483009j -0.00407018+0.000331445j 0.00191087+0.00288936j 0.00361216-0.00121962j -0.00213048-0.00103305j 0.00166743-0.0025144j -0.00117611-0.00263755j 0.000469686+7.69552e-05j 0.003088+0.00203331j 0.00389153+0.000175688j 0.00107531-0.000170294j 0.00142713+0.00281531j 0.00189513-0.000896556j -0.00212006+0.000477303j -0.00249195-0.000782465j 0.00109582+0.000181591j -0.00117295-0.00230457j -0.00148053+0.00167632j 0.000563722+5.1174e-05j -2.94895e-05-0.000101123j -0.000580028-0.00142241j -0.00118455-0.000565362j 1.94416e-05+0.000404992j 0.000211143-0.000118026j 
