0.0235044-0.168927j -0.172421-0.0238069j -0.0127785+0.0303249j 0.0188615+0.0165399j -0.00353634-0.0174683j -0.0145496-0.00386953j 0.00694438-0.00222803j -0.0115692+0.00954345j -0.0195296-0.00247597j -0.0164669+0.01528j 0.00214956-0.0143433j 0.0162588+0.0143979j 0.00875914-0.0333158j -0.053874-0.0145208j -0.0114655+0.0442073j 0.172973-0.00286433j -0.00469639-0.17716j 0.106253-0.0842072j 0.0947971+0.114022j -0.0613595+0.064418j -0.0369212-0.0159165j 0.00658295+0.00993344j -0.0500604-0.00585062j -0.0408103-0.00208315j -0.00620418+0.0363144j -0.0234725+0.00548869j 0.0151406+0.00929818j -0.00327295-0.0107896j -0.0323807-0.0408093j -0.0085691+0.0239315j 0.00850515+0.0462153j 0.0165032+0.0257296j -0.0218094+0.0173262j 0.038434-0.0371327j 0.0529183+0.0210944j -0.0261757+0.101589j 0.0950861+0.0226928j -0.0173304+0.159453j -0.163409-0.0141213j -0.0641227+0.0367939j -0.0298773-0.0749779j 0.107675+0.104901j -0.12348+0.140089j -0.125363+0.0483122j -0.143332-0.0770558j 0.0838708-0.0290866j 0.0629874-0.0109986j 0.0535078+0.0951901j 0.0822721+0.072858j 0.0281222-0.0565076j 0.0946004+0.0720513j -0.0132248+0.0452172j -0.0252949-0.0251454j -0.0170538-0.031045j -0.0320634-0.113295j -0.00257497-0.00654542j 0.0574891+0.0122385j 0.0329332+0.05765j 0.03586-0.0193317j 0.0207818+0.0197909j 0.0023953+0.0554328j -0.00980269+0.0646973j 0.0513821-0.0435904j 0.0260762+0.0456661j -0.0122649+0.00870903j -0.0218722-0.0256666j -0.00828414-0.00816627j 0.000870983-0.048204j 0.0106817-0.0852359j -0.0167179+0.0838937j -0.00958149+0.0818421j 0.0107826-0.0497905j -0.0185444+0.0662318j -0.0119349+0.0434019j -0.015053+0.00600991j -0.014374+0.0246402j 0.0152893+0.0124452j -0.0238058-0.0565066j -0.0238098-0.00394559j 0.0313798+0.0068067j 0.0196252-0.111377j 0.0685336+0.00218024j 0.0568523-0.0631921j 0.0969592-0.0398543j -0.0435333-0.0497509j -0.126268+0.11335j 0.09011+0.0611162j 0.0276644-0.0284365j -0.0267497+0.0639023j 0.115863-0.0351171j -0.127797-0.118794j 0.115555+0.0815553j 0.091121-0.111221j -0.19079+0.159875j -0.147257-0.179939j 0.258478-0.168466j -0.167249-0.25594j 
-0.0107268-0.00165434j -0.00147519+0.0116147j 0.011956+0.000275597j 0.000868134-0.0122348j -0.00329933-0.00932799j -0.00676201+0.00779247j 0.0116548+0.000748991j -0.00779748-0.00257899j 0.0087517+0.00244789j 0.000601429+0.00084707j -0.00482599+0.00861854j 0.014552+0.00673355j 0.00335576-0.0184108j -0.00705357+0.00538269j 0.00320712+0.00295726j -0.00496332+0.00142644j 0.00119065+0.00392725j 0.004081-0.00705248j 0.006884+0.00611882j -0.00769897+0.00204041j 0.00700989-0.00104217j -0.00110014-0.00874184j -0.00526208-0.00218921j -0.00147827-0.00264631j -3.67544e-05-0.00610648j -0.00455962-0.00134391j 0.00207665-0.00635648j -0.000795922+0.00111986j 0.00162997-0.00281022j 0.00832535-0.00130705j 0.00318612+0.00485391j -0.00742198+0.0020927j -0.00120894+0.00438208j -0.00339801+0.0071444j -0.00555533-0.00712448j -0.00527263+0.00718571j 0.00962929+0.00490471j 0.00211243-0.00238642j 0.00308827+0.00173338j 0.0190001-0.00924593j 0.00923576+0.0199773j -0.00126133-0.0127842j 0.0164221+0.000553613j -0.00400365+0.0122639j 0.00141591-0.0129791j 0.0114042+0.000333618j 0.0132884+0.00938121j -0.0114739+0.00491047j 0.000526507-0.0126887j 0.00682903-0.00169024j -0.00154508-0.0012167j 0.00292169+0.00333726j -0.00627984+0.00255764j 0.0119571-0.00436128j -0.0037366+0.00160938j -0.00126324+0.00296754j -0.00286472-0.00862921j 0.00706815+0.000823246j 0.0156984+0.00337006j 0.00573034-0.000605629j 0.00830658-0.00865982j -0.00194054-0.00118032j 0.00184492+0.00908889j 0.00275666+0.0101616j -0.00302975-0.004248j 0.00773104+0.0049947j 0.00552049+0.00793974j -0.00466455+0.009539j -0.0015294+0.00474644j -0.000756509+0.0032385j 0.00206388+0.0135858j -0.00813671-0.0046582j 0.00718789-0.00549622j -0.00441111-0.00472278j -0.00579294+0.00154217j 0.00959333-0.00776739j -0.00011703+0.00679269j -0.00557313-0.00626934j -0.00134999+0.00920524j -0.0131353+0.00724089j 0.00653149+0.00114941j 0.00463607+0.00109899j -0.0103423+0.000630839j -0.00577318-0.00822497j 0.00436261+0.0104693j 0.0029688+0.000490607j 0.00703757-0.0149244j -0.0163424-0.00768207j 0.00752743-0.0104284j -0.00251008-0.00712101j 0.00180305-0.00757771j 0.0078943+0.0226002j 0.0229028-0.00804664j -0.00736723-0.0124084j 0.0124851-0.00663996j -0.000246961+0.00272905j 0.00249536+0.000158113j 
-0.00475264-0.00493428j -0.00470319+0.00484703j 0.00425278-0.00345956j -0.00377296-0.0038239j -2.2231e-05-0.00220526j -0.00311294+0.00374943j 0.00577381+0.00193634j -0.00408323-0.00251601j 0.00165276+0.00118927j 0.00179428-0.000713486j -0.00361411+0.00236719j 0.0075257+0.00285312j 0.00274774-0.0111839j -0.00243691-0.00165533j -0.0033851+0.00026253j 0.00211134+0.00278769j 0.00230376-0.00239933j -6.76752e-05-0.0100605j 0.0125974+0.00104085j -0.00465821+0.00233201j 0.00695356-0.00512433j 0.000319451-0.0131013j 0.00495679-0.00272377j 0.00272094+0.000878026j -0.00356399+0.0032801j 0.00238134+0.00828339j 0.0115771+0.000207687j 0.00570701+0.0035001j 0.00338072+0.00465401j 0.00520557+0.00364129j 0.00855684+0.0057808j 0.000179772-0.00383523j -0.0105308+0.0103126j 0.0162298+0.013317j -0.0108854+0.0178661j -0.00562496+6.1007e-05j -0.000462631+0.00333792j 0.00531916-0.01021j 0.00995365+0.00510868j -0.0155482+0.0216952j -0.0228615-0.0158303j -0.00116776-0.00777485j 0.00580439-0.00202164j 0.0114473+0.00129563j -0.0167183+0.00703356j -0.0191639-0.0131374j 0.00403418-0.0242724j 0.0145477-0.00505767j -0.00280775+0.00188604j 0.00067066-0.0102055j -0.00182657+0.0118115j -0.0136005-0.0180561j 0.0142638-0.0102514j -0.00274991+0.0157124j -0.00421306+0.00183304j -0.00440691+0.00276941j 0.00427883+0.000148055j -0.00920646+0.00240013j -0.0201767+0.00144889j -0.0135168+0.00290405j -0.00823577+0.00252356j -0.00239402+0.00405572j 0.00512907-0.0134749j -0.0142485-0.00156825j 0.00522399+0.00159888j -0.0143987-0.00430588j -0.00303757-0.00584005j 0.00298734-0.00455832j -0.00649567-0.00288729j 0.00760188-0.00273424j -0.00538114-0.0163461j 0.0103015+0.00948738j -0.00403967-0.00337342j -0.00628491-0.00316102j -0.00299438-0.00444273j 0.00133404+0.0130933j -0.000325621-0.00675654j 0.000174564+0.00477118j -0.00698603-0.0140398j 0.0118823-0.0211022j -0.0132803+0.000190224j -0.00804396-0.0090445j 0.0222776-0.00132928j -0.00179156+0.0121477j -0.00525153-0.012401j -0.00822199-0.00518161j -0.022308+0.0196072j 0.0110382+0.0233453j 0.00158176-0.00616112j -0.0111082-0.00805867j -0.00971929+0.00172447j -0.0143211-0.00806797j -0.00801789+0.0145321j -0.0111815+0.00656721j -0.00459831-0.0111333j 0.00605221+0.00456887j 0.00450994-0.00603634j 
0.00568746+0.00956263j 0.00984135-0.00519815j 0.0159913-0.000329916j 0.00401697-0.0226894j -0.0158689-0.0135239j -0.00205947+0.00690214j 0.00957515-0.00668643j -0.00242692+0.00658907j 0.0134333-0.00403596j -0.00740462+0.00990682j 0.00546109+0.0109619j 0.0136756+0.00908235j 0.00510811-0.00552357j -0.00855372+0.0138765j 0.0170756+0.00584114j 0.00869631+0.00552512j 0.00599833-0.00793399j -0.00365293+0.0139923j -0.0157425-0.00670745j 0.00937745-0.00676711j -0.00988909+0.00410122j 0.00340034+0.0144895j 0.00339239+0.00233513j 0.00125875+0.00118588j 0.00124862+0.00608746j 0.00356074-0.00132475j -0.00496024+0.00850283j -0.00167953-0.00213625j -0.00238341+0.000600601j -0.0102379+0.00145223j -0.00772026-0.00493065j 0.0081164-2.65927e-05j 0.00301651-0.0078102j -0.00272035-0.0102611j 0.00756582-0.00138738j 0.00782368-0.00689649j -0.00796095-0.00661803j 0.00626971+0.00200413j -0.00210378+0.00659599j 0.00540479+0.00420204j -0.00359152+0.00510391j -0.00169226+0.00582515j -0.00754456-0.00257j 0.00430284-0.00579701j -0.00259345+0.00102381j -0.0011368-0.0122955j 0.00333896-0.00643709j 0.0135724+0.00534598j -0.00297744+0.00486669j 0.00480593-0.00865894j -0.00284311+0.00281458j -0.00919717-0.00545319j 0.00574948-0.00312769j 0.00281148+0.0107787j -0.00605692-0.000875399j -0.00348896+0.0058278j -0.00109357-0.00159794j -0.000789922-0.00304342j -0.00118856+0.0080828j -0.00330182-0.00148092j -0.00267175+0.0022596j 0.00205589-1.97214e-05j 0.00571508-0.00474082j -0.00580729+0.00578107j -0.000311168+0.000662792j -0.00308142-0.00333593j -0.000295671+0.000848639j 0.000154815+0.00190126j -0.00921303+0.0024532j 0.00411226+0.00206081j -0.00419766+0.00298711j 0.00122609+0.00453866j -0.00438904-0.00296853j -0.0019162-0.00335324j -0.00911354+0.00139677j 0.00717218+0.0025326j 0.00222413-0.000322072j 0.00578064+0.00043249j -0.000547399-0.00419593j 0.00371974-0.0118119j -0.00353494-0.00149709j -0.00816946-0.0074506j 0.00624658-0.00206794j 0.00352894+0.00624357j 0.00090231-0.00508158j 0.000833308-0.00443725j -0.0156065-0.00230242j -0.00114651+0.0148221j -0.00813918+0.00174275j -4.7707e-05+0.003967j -0.00305089+0.00165008j -0.0068426+0.00851475j 0.00872564+0.00621985j 0.000107222+0.00847617j -0.00783833+0.000147144j -0.00208818-0.00307344j -0.00311472+0.00233012j 
0.0127278+0.00032922j -0.000286071-0.0122121j 0.000121982+0.0143071j 0.0168876-0.00209703j -0.00353557-0.00377997j 0.000934254-0.00890257j -0.00970874-0.00111294j 0.00889336+0.00656687j -0.00185891-0.00124381j -0.00888554+0.00741231j 0.0074648-0.00489661j -0.014319+0.00299431j 0.00189327+0.023509j -0.00101725+0.00612505j 0.0114871+0.00412985j 0.0175046-0.0125763j -0.0134539-0.0165177j -0.00767575-0.00553998j 0.00753655-0.0093992j 0.000469422+0.00105794j 0.00219282-0.00627636j -0.00256856-0.0077272j 0.0079585-0.00495254j 0.00462253+0.000916867j -0.00234525+0.00774883j 0.00620932+0.00736349j 0.0103757+0.00257723j 0.00604976+0.0011629j 0.00387185+0.00549433j 0.000345279+0.00431586j 0.00486956+0.00207982j 0.00343272-0.00451578j -0.00872775+0.00714085j 0.0144405+0.0063123j -0.00384728+0.0159326j 0.000459453-0.0032638j -0.00462111-0.00137558j 0.0085843-0.0145885j 0.0144495+0.00887302j 0.00431631-0.00746643j 0.00751171+0.00447638j -0.000752235-0.003959j 0.00587694-0.00142299j -0.000246318+0.00417121j -0.000283942-0.00636906j 0.00683733+0.00154411j 0.00432296+0.00492754j -0.00594328+0.00252437j 6.28919e-06-0.00222074j 0.00137477-0.00173517j -0.00512072+0.000899894j 0.00455825+5.53529e-05j -0.00473929+0.00398068j 0.00679549-0.00722997j -0.00263264-0.000731763j -7.13754e-05+0.00163163j -0.00211023-0.00647132j 0.00125634-0.000130449j 0.010292-0.000733989j 0.000932737-0.000886395j 0.00387763-0.00463241j -0.00164582+0.000518981j 0.0018211+0.00485809j -0.00110928+0.00441514j -0.0017144-0.000705647j 0.00770569+0.00272103j 0.00402739+0.00298041j -0.000815952+0.00476741j 0.00222678+0.00284537j -0.00171223+0.00235862j 0.00320887+0.0104184j -0.00561043-0.000759091j 0.00305471-0.00351242j -0.00479989-0.00351918j -0.00151303+0.00411624j 0.00508733-0.00457647j -0.000516166+0.000799863j -0.00501203-0.00339366j 0.000342003+0.00656253j -0.00688269+0.00393974j 0.00742492+0.00259492j 0.00105324+0.000598394j -0.00741631+0.00469084j -0.00109947-0.00849468j 0.00475966+0.00872329j -0.000244681-0.00137589j 0.00431714-0.0105203j -0.0138639-0.00523332j 0.00623942-0.00871266j -0.000513129-0.00630974j -0.00184156-0.00616543j 0.00693757+0.0116476j 0.0118122-0.00708428j -0.00696934-0.00443807j 0.00405121-0.00620901j -0.00235462+0.00343404j 0.00300741+0.00258784j 
-0.000946236-0.0119572j -0.0108739+0.000106461j -0.000720481-0.00397168j -0.00381544-0.000889811j 0.000358602-0.0014451j -0.000808748-0.000939002j 0.00287159+0.00189208j -6.55494e-05+0.000719753j -0.00165114-0.000722434j -0.00177473-0.000676344j 0.000383287-0.000225576j 0.000977806+0.000618995j 0.00106391-0.0013276j -0.000769279-0.000509993j -0.000715786+0.00270677j 0.0123706-0.00448238j -0.00637857-0.0132497j -0.00743497+0.00755532j -0.00956749-0.00602109j -0.00331061-0.00109908j 0.00248233+0.0046588j -0.00203068-0.00691104j -0.00223853-0.00127695j -0.00200889-0.00316574j 0.00192326-0.00152157j 0.00194554-0.00204158j 0.00622618-0.000605039j 0.000261668-0.00065332j -0.00153956-0.00527297j 0.00202395-0.0012432j -0.00302047+0.000670849j -0.00505948+0.00143965j 0.0017341+0.00271867j 0.000332006-0.000650799j -0.000922234-0.00227989j -0.00438094+0.00409695j 0.00395613+0.00507552j 0.00833939+0.0151465j -0.0173503+0.00659532j -0.00541287-0.00475221j 0.00501582-0.00542491j -0.00718437-0.00806637j 0.012232-0.0150311j 0.00631264-0.0020749j 0.00358081-0.00324555j -0.00127329+0.00334758j -0.00872892-0.00486712j 0.00881038-0.00297101j -0.000460675+0.0042341j 0.00104114-0.000461074j -0.0145796-0.00385408j 0.00748713+0.00423944j -0.00399719-0.00515j 0.00757658+0.00128085j 0.00250269-0.0121444j -0.00450211+0.00212688j -0.0034726-0.00599418j -0.00360961-0.00846456j -0.00110969+0.000472697j -0.00787872-0.00996965j -0.00158964+0.00719286j -0.0056103+0.00486938j -0.00331145-0.00768731j -0.00441529-0.0151078j -0.00183844+0.00428477j 0.000708383+0.00254181j 0.00519592-0.00346556j 0.00526646-0.00114517j 0.00513382+0.000186984j 0.00193028+0.00420382j -0.00551448+0.00802144j -0.000724453+0.0018779j -0.00193038-0.00156587j -0.00264841-0.00429634j -0.00358822+0.00808136j -0.00552418+0.00190507j 0.00401179-0.00989751j 0.00255265-0.000263173j 0.00253581-0.001178j 0.0113786-0.00298665j 0.00170424+0.00778187j -0.00062309-0.00538796j -0.0061695+0.00634625j 0.0135179-0.00452296j -0.00515895-0.00192759j -0.00800287-0.00556487j -0.000774731+0.00667332j -0.000545239-0.00182592j 0.00372928-0.00460439j 0.00186686-0.00366648j -0.00714151-0.00579861j 0.000586729-0.00198219j -0.00182302-6.74488e-05j -0.00809658+0.00802975j -0.00950857-0.00620864j -0.0121534+0.0106517j 0.00914735+0.0121334j 
-0.00757429-0.000436767j -0.00097865+0.0087817j -0.00533564+0.00105213j 0.000235915+0.00286935j -0.00208372-0.00251402j -0.000400782-0.000800236j 0.000850088-0.00251573j 0.000197645+0.000725036j 0.00102106+0.000592666j -0.00133812+0.00213559j 7.19268e-05-0.000546593j -0.000627909-0.0017561j -0.000804283-0.00136794j -0.00137283+0.00104275j 0.00103392+0.0016354j -0.00134271-0.00714856j -0.00829637-0.000732308j 0.00596047+0.00352217j -0.00632651+0.00673385j -0.00347683-0.000169056j 0.0014933+0.00151851j -0.00561292-1.76642e-05j -0.00209358-0.000940496j -0.00318086-0.00126019j 0.00215378-0.0057141j -0.0039634-0.00496626j 0.000273896-0.00654385j -0.00353921-0.00123982j -0.00101232+0.000437109j 0.00146877-0.00174027j 0.00144138+0.00412539j -0.00179129+0.00366683j 0.00206416-0.00213237j -0.00179404-0.00358598j 0.000650646+1.96481e-05j -0.00367155+0.00139279j 0.0017806+0.000600872j 0.0021766+0.000225386j -0.000791698+0.00175116j -0.00645189+0.000943353j -0.00134676-0.00603374j -0.000329764+0.00131887j -0.00167621+0.000713312j -0.00192412-0.00233921j -0.00214709+0.00113344j -0.00473196+0.000545553j -0.00127199-6.63183e-05j -0.000273372-0.00605625j 0.00184984+0.000449277j -0.00161954+0.000624436j 0.000706924+0.00443421j 0.00284912-0.00351654j -0.00105891+8.16124e-06j -0.00306513-0.00348749j -0.00241965+0.00172946j 0.00135685-0.00111888j 0.000180647+0.00346328j -0.00528569+0.00261871j -0.00157329-0.00347003j -0.00410965+0.00371062j 0.0012554+0.00064502j 0.00177413+0.0013565j -0.00394587+0.000684069j -0.0042747-0.00269569j 0.00177195+0.00154423j -0.00333865+0.00113956j -0.00146261-0.00274442j 0.00206014-0.00307547j 0.00150416-0.00252299j 0.00234386-0.00376751j 0.00375546-0.00200978j -0.000332172+0.00134351j 0.000380521+0.00188589j 0.000196379+0.00082235j 0.00524319+0.000797064j -0.00150379+0.00276517j -0.00552252-0.0014415j -0.00274231+8.46576e-05j -0.00220084-0.00302327j 0.00141766-0.00445576j 0.00253375-0.000723193j -0.00145843-0.000789308j 0.00332799+0.00251745j -0.00327317-0.00572553j -0.00188744+0.000631407j -0.000940955+0.00698588j 0.000708723+0.00280342j 0.00464128+0.00478727j -0.00322084-0.000344254j -0.000230297+0.00123063j -0.0043001+0.00889485j 0.00123099-0.00238516j -0.00286705-0.00148876j 0.00797063-0.00747797j 0.00781951+0.0030162j 0.0130184+0.00266538j 0.00158601-0.0129993j 
0.00449755+0.000202235j 0.000142421-0.00508097j 0.00579623-0.00170951j -0.000146704-0.000974113j 0.00361071+0.00220705j 0.000756349+0.00140311j -0.000146996+0.0020686j -0.000385422-0.00123904j -0.00109995+0.000999499j 0.00203717-0.00208608j -0.000642702+0.000276324j 0.00131507+0.000492991j -0.000454832+0.000192061j 0.000483366-0.00162385j -0.000269442-0.00172782j -0.000751487+0.00225504j 0.00425712+0.00352892j -0.00136627-0.00497884j 0.006615-0.00280902j 0.00383642-0.00343804j -0.000120921-0.00292875j 0.00564957-0.00169626j 0.00406024-0.000217662j 0.00462561+0.00188079j -0.000360463+0.00509395j 0.00264795+0.00129001j 0.00245853+0.00233511j 0.00419673-0.0014565j 0.0011204+0.00207189j 0.000657458+0.00263371j -0.00134554-0.00135795j -0.00171789-0.00628187j -0.00034668+0.00189137j -0.000953408+0.00219578j 0.00260838-0.0028364j 0.00366778-0.00047102j 0.00106909+0.000286817j 0.00395913-0.00565195j 0.0074925+0.00498058j 0.00716827+0.00201594j -0.00113621+0.00678254j -0.00116346+0.00469179j -0.00706953-0.000977545j 0.00157925+7.47119e-05j 0.00319833+5.89673e-05j 0.00672702-0.003045j 0.00199087+0.00683482j -0.00170855+0.00506666j 0.00182367-0.000177108j 0.00140636-0.00154146j -0.000333668-0.00290195j -0.000269295+0.00105495j 0.00217006+0.00221378j 0.00651165+0.00143566j -0.00474392+9.35234e-05j 0.00074537+0.00212781j -0.00224606-0.000499574j 0.00305761-0.00307014j 0.00426337+0.00415693j 0.000182219-0.00293672j 0.00139084-0.00153431j 0.00128483-0.00268552j 0.000776954+0.000341733j 0.00106052+0.00493648j -0.00308271-0.0012584j 0.00294395-0.00268837j -0.00106666+0.0034335j -0.00264852+0.00466537j -0.00257646+0.00455868j 0.000118494+0.00453621j 0.00176251+0.00303097j -0.000207934-0.00260252j -0.00222192-0.0027324j 0.00224674-0.00163345j -0.00348385+0.00138009j 0.000105512-0.00173566j 0.00315583-0.00465498j 0.00371909-0.00193065j 0.00286766-0.000335572j -3.26859e-05+0.00259446j -0.00243831+0.00323103j -3.70778e-05-0.000190213j -0.0050769+0.00259926j 0.0037124-9.18356e-05j 0.00105372+0.000371774j 0.00244262-0.00469408j -0.0035336-0.00207398j -0.00307504-0.0048793j 0.00805162+0.00640643j -0.00121567-0.00326415j 0.00566401+0.0021554j 0.000234053+9.86969e-05j -0.000292319-0.000366636j -0.00255312+0.00745781j -0.00817982-0.00226981j -0.00375282+0.00721449j 0.00874714+0.00441946j 
0.00296596+0.00317002j 0.00275419-0.00443069j 0.00290984-0.00425361j -0.00177575-0.00203906j 0.00439563+0.00357383j 0.00440102+0.00191696j 0.00413908+0.00497739j 0.00116188+0.000256103j -0.00215078+0.00185686j 0.00229555-0.00379329j -0.000555704+0.00251139j 0.000170079-0.000706055j 0.000991679+0.00286574j 0.00277419+0.00110653j 0.00389025+0.00105746j -0.00386299+0.00221042j 0.00279813+0.0044016j -0.00359741+0.000275434j 0.000389892-0.00489083j 0.00281519-0.000514685j -0.00147577+0.00525632j 0.00337046-5.60276e-05j 0.000396752-9.23886e-05j 0.000775532+0.00057252j 0.00275466+0.00334506j 0.00437782+0.00298345j 0.00289635+0.00406361j 0.00201293+0.00125844j -0.00164836-0.000140464j 0.000171733+0.000288211j -0.00125468-0.00198188j 0.00154367-0.00142142j -0.000210497+0.00382692j -0.000234263+0.00106898j -0.00283541-0.00444176j 0.00213425+0.00039226j 0.000672047+0.00200416j -0.000621965-0.00409729j 0.00356524-0.00013519j 0.00465397+0.00163923j -0.00117265+0.00474157j -0.00841237-0.0017304j 0.000912208-0.00890207j 0.0025393+0.00342418j -0.00229436+0.00297603j 0.0104807-0.000728876j -0.00446739+0.00427901j 0.00296862+0.00648932j 0.00228576+0.0032861j 3.19228e-05-0.00108308j -0.00081495+0.000259753j 0.00095824+0.00352001j 0.000394893+0.00173484j 0.00593232-0.000473449j -0.00190239-0.00355961j -0.0010079+0.00359019j -0.00731101-0.000603204j 0.00359599-0.00528559j 0.00210736+0.0054733j -2.23178e-05-0.00367191j -0.00205335+0.00089875j 0.00121963+0.00128474j -0.000472917-0.000932033j 0.00172596+0.0027022j -0.00437199+0.00143123j 0.00313967-0.00202519j 0.00116037-0.000245442j 0.000380915+0.00154544j -0.000454112+0.00213661j -0.000198912+0.0020391j 0.000243377+0.00485487j 0.000686621+0.000175034j -0.00387524-0.00121588j -0.0011712-0.00165084j -0.00521765+0.00252646j 0.000890498-0.00363384j -0.000784247-0.00426573j 0.00311852+0.00220843j 0.00482105+0.00256036j 0.00364492+0.00402202j -0.00125889-0.000418116j -0.000662447-0.000270767j -0.00484013+0.00133712j 0.00152678-0.000139487j 0.0015656-0.00565197j 0.000381465+0.0038367j 0.00245014+0.00267585j 0.00409027-0.00261453j -0.00218458-0.00101809j -0.00226272+0.000859137j -0.00396562+0.00467311j -0.00309059-0.00388973j -0.00432692+0.00233743j 0.00155544+4.2896e-05j 0.00384909+0.00314301j -0.0063955+0.00500515j 0.00403373+0.00669382j 
0.000604826-0.0089273j -0.00751039-0.00304615j 0.00510907-0.00583439j -0.00256731-0.00182244j 0.00427302+0.00153651j -0.00177526+0.00359934j 0.00268938+0.00221155j -0.00281287+0.00202343j -0.00244176+0.0002072j -0.00226297-0.00491284j 0.00117628+0.00235614j -0.000451369+0.00392003j -0.00329726+0.00319672j 0.000549447+0.000787307j 0.00157852+0.00364163j 0.00443708-0.00280453j -0.00187995-0.0028961j -0.00217306-0.00665559j 0.00559358-0.00225604j -0.00502135+0.00120236j -0.00788377-0.00475575j 0.00170196+0.00246446j 0.000211114-0.00049747j 0.00117311-0.00126919j -0.00460826+0.00610255j 0.00262721-0.000631j 0.000155491+0.00419939j 0.0020276-0.0012523j 2.57023e-05-0.00500664j -2.35363e-05+0.0030587j -0.0039421-0.00320365j -0.00158317+0.000340198j -0.00034082+0.00477749j -0.00270293+0.00101985j 0.00559619-0.00555189j -0.00238665+0.00869593j 0.00726043+0.00629582j 0.00842101+0.00391008j -0.00502722+0.00861282j 0.00378114+0.00309408j -0.00203522+0.00214037j 0.0045721+0.00272325j -0.000385334+0.00292112j -0.00115892-0.00227144j 0.00489701-0.0117722j 0.00127505+0.000608543j 0.00651051+0.000343979j -0.00583189+0.00332774j -0.00832547-0.00534156j 0.00184897-0.00121204j -0.00403596+3.61194e-05j -0.00629387-0.00305602j 0.00280709-0.00218428j 0.00160063-0.00250432j 0.00116343+0.00323921j 0.00318+0.00207022j 0.00226145-0.00651182j -0.00280016-0.00150931j 0.00586435-0.00174847j -0.000381052+0.00063307j 0.00467094-0.00570154j -0.00590142+0.00260811j 0.00453031+0.00233728j 0.000562872+0.00585984j -0.000226495+0.00413093j -0.00033449+0.00180388j 0.00217531-0.0016962j -0.000875549+0.000182065j 0.00150767+0.00275694j -0.00103792-0.00220093j 0.00432738-0.00377426j -0.000774249+0.00296514j 0.00056878-0.00274552j -0.00422748+0.00137715j -0.00136347+7.59733e-05j -0.00236868-0.00378087j 0.00191044+0.00230762j -0.00634053-0.0009184j -0.00316918-0.00373068j 1.54358e-05+1.57054e-05j 0.000199018-0.00608142j -0.0026859+0.00201798j 0.00704546+0.00580223j -0.0063335+0.00139259j 0.0041726+0.00329538j -0.0084435-0.000895893j 0.00296862+0.00951437j 0.00194562-0.00416549j 0.000973688-0.00231277j 0.0021103-0.00123141j 0.00367247-0.0108922j -0.000907662-0.00405562j -0.00442844+0.00150292j 0.000431839+0.00752899j -0.0111538+0.00617202j 0.00718353-0.00189764j -0.000870558-0.00766878j 
-0.00527558+0.00676439j 0.00515149+0.00533048j -0.00535652+0.00193088j 0.00461379-0.000214848j -0.00207836+0.00480675j 0.00587445-0.000994859j 0.000175446+0.0017721j 0.0038661+0.00168642j -0.00318466+0.00334551j 0.00767149+0.00421272j -0.00193603-0.00186753j 0.00259206-0.00435422j 0.00276695-0.00280357j -0.00382175+0.00258586j 0.000981726-0.000762122j -0.00289709-0.00353283j -0.00306141+0.000107622j -0.00289162+0.000945653j -0.000610595-0.0032023j -0.007606+0.00668496j -0.010735+0.000799127j 0.0037715+0.00750122j -0.00228313-0.0023547j -0.00406387-0.0029995j -0.00127114+0.00487003j 0.00691305+0.00320587j -0.00381998+0.0124723j 0.000685896+0.00417863j -0.00577917+0.000383218j -0.00311506+0.00203314j -0.000203313+0.00273884j 0.0115161+0.00881676j -0.00250454+0.00287312j 0.00528119-0.00320365j -0.0059271+0.00058919j -0.00454252+0.00051545j 0.00322867+0.00387057j -0.00224259+0.00350377j -0.00414403-0.00292254j -0.00752365+0.00214161j -0.00249287-0.00811464j 0.00427271+0.000772933j -0.00045337+0.00289204j 0.00135601-0.00335002j 0.00212118-0.00578936j -0.000955415-0.00253806j 0.00488863-0.00154359j -0.00108435+0.00372899j -0.00446196-0.00181329j 0.00147242+0.00641133j -0.0022356+0.00256757j -0.00765272-0.00488586j 0.0084573-0.00598011j 6.1678e-05+0.00394216j 0.00458987+0.00643816j 0.00216377+0.00212429j -0.00740505-0.0024875j -0.00185654-0.000151047j -0.000126248+0.00306843j 0.00662927+0.00374089j 0.00217588-0.00324371j -0.000640194-0.00141125j 0.00313704-0.00333874j -0.00229436+0.00843371j 0.00091655-0.00379863j -0.00328072+0.00131804j 0.0015827+0.00294551j -0.0022284+0.000654651j -0.00236848-0.000249558j 0.00302593-0.00411492j -0.0011945+0.00294488j 0.00499944+0.00117802j -0.000887785+4.89622e-05j -0.000649207+0.00105327j -0.00565313-0.0069409j 0.00722863-0.00289476j -0.00435501+0.00595197j 0.000118857+0.00322613j -0.00830197+0.00555135j -0.00605472-0.0060925j 0.00611025-0.00113009j 0.00645405+0.00587277j 0.00433019+0.00403272j -0.00439446+0.00078243j 0.00256216-0.00178265j -0.00130061+0.00435532j 0.00210753+4.78559e-06j -0.00275511+0.00491964j -0.00810973-0.00328982j 0.00396054+0.00857133j 0.000499935-0.0095733j 0.00406509+0.00215491j 0.00232183-0.00362096j 0.00826461-0.00524521j 0.00665057+0.010048j -0.00834292-0.00269586j -0.0029984+0.00736982j 
