0.00791124+0.0102662j 0.0165093-0.0236732j 0.00485937+0.010883j -0.00479554+0.0203507j -0.0396157-0.0119057j 0.0252724-0.0224178j 0.0196095-0.00133689j -0.0146077-0.025348j 0.00364831+0.00358393j 0.006836-0.00823263j -0.0205363+0.0132468j 0.0079205+0.0307655j 0.00955457-0.0139061j 0.0081197-0.025751j 0.00885986-0.00974402j 0.0267954+0.0198629j -0.00718235-0.0186171j 0.0235552+0.0101474j -0.00801411-0.0105806j -0.00173349-0.00191851j 0.00350829+0.00745643j -0.0204662+0.0122398j -0.00443193-0.00395534j 0.0049015-0.00773701j -0.0094408-0.00380585j 0.00165244-0.00760622j 0.0168111-0.0196087j -0.020849+0.00970588j 0.0137519+0.0231165j -0.0124833+0.00807484j -0.00480222+0.00718306j 0.00546452+0.0195152j -0.0315123-0.00729016j -0.000659972-0.022697j -0.00664711-0.0387656j -0.00529396-0.0273085j 0.00717531+0.00447913j 0.00551536-0.00204254j 0.0167146-0.0350695j 0.0319634+0.0112404j -0.0179258+0.00110991j 0.0149647-0.00766858j 0.0118284-0.0157408j 0.0138493+0.0113389j 0.0344974+0.0437829j -0.0163246-0.00772144j 0.0617678-0.02502j 0.0137993-0.0258043j -0.0247534+0.00789576j 0.012314+0.00168483j 0.00930741-0.0272472j -0.0315056-0.00790352j 0.013812+0.0277085j -0.0261766+0.00404935j 0.021367+0.00814616j 0.0119035+0.0267936j 0.016483-0.0185598j 0.00716905-0.0169832j -0.0178291+0.0194113j -0.0186403+0.022334j 0.00651346+0.00240084j 0.0305297-0.00331797j -0.029122-0.0665696j -0.0608157-0.0446908j -0.0166343-0.056222j -0.0827605+0.0501682j 0.05024-0.0360603j 0.0447035+0.0212946j 0.0148374-0.013776j -0.00567441+0.0157422j 
0.00838884-0.00939165j 0.000190538+0.00242873j 0.00782704-0.00199928j 0.00178392-0.00602016j 0.017404-0.00356443j 0.00788734+0.00830881j -0.00736236+0.0131428j -0.00484086-0.00597565j -0.00209242-0.0102542j 0.0473663+0.00864916j -0.012969+0.0060542j -0.00321884+0.0228236j 0.0243119+0.00373563j 0.0226583+0.0169694j 0.0110815-0.0156041j 0.0106843-0.00383034j 0.0154388-0.0134083j 0.011284-0.00392127j 0.00170962-0.00461314j 0.0210401-0.00492299j -0.0149726+0.00619865j -0.0139335+0.0137129j -0.00339386-0.016885j 0.00273366-0.00586834j -0.0424687-0.00289526j 0.00778325-0.0294675j -0.0342918+0.00409179j 0.0381099+0.0285775j 0.0305971-0.0127907j 0.0460731+0.0202278j 0.020493-0.0172733j -0.0387477-0.00945443j 0.0199685+0.0128771j -0.0220915-0.0254327j -0.0299394+0.00450675j 0.0505982+0.000778244j -0.00030103+0.0256076j 0.00996092+0.0147076j -0.0176507+0.0339476j 0.0135106-0.0440176j -0.0230751+0.0151557j -0.00125443+0.0261229j -0.0417322-0.0628436j 0.00797138+0.0136756j 0.0398986-0.00757982j 0.0242815+0.00335303j 0.000468932-0.0138715j 0.0176648-0.0171434j 0.00281139-0.00657057j 0.0422183+0.0202287j 0.0263232-0.0137197j 0.0418819-0.0384481j 0.00128605-0.031417j 0.0293123+0.0120322j -0.0256062+0.0218362j 0.0251605+0.00242792j 0.0249545+0.0443105j -0.00632873-0.0200248j -0.000362659-0.0111602j -0.0209863-0.01693j 0.000802755+0.0123543j -0.0157223+0.00698634j 0.0097156-0.0149624j -0.0095135-0.0332173j 0.013782-0.0200598j -0.00264156-0.0434066j 0.0227569-0.0116248j 0.0023725-0.0095433j 0.000601246+0.0124506j 0.00447568-0.00817218j 
-0.00173359-0.00305371j -0.000771387-0.00285405j -0.0144744-5.90341e-05j -0.00947356+0.022147j -0.00707304-0.0478008j 0.0138578-0.0158037j 0.0373173-0.0111505j 0.0370765-0.0427928j -0.0252927+0.012249j 0.00376009-0.00780834j 0.0102057+0.0146854j -0.0475434-0.00264075j -0.00441594+0.0330302j -0.00761114-0.00442378j 0.000809025+0.0341966j 0.0158352-0.0150759j -0.0377445+0.027183j 0.00763934+0.014795j 0.00865781-0.011608j -0.0108143-0.0173584j 0.00158164+0.0219574j 0.0398799-0.00998465j -0.0459461-0.0263123j 0.0326518+0.0167141j -0.0318698+0.003579j -0.0198337+0.0551124j 0.0215198-0.00872339j -0.00594134-0.0436111j 0.0152846+0.00741909j 0.0186767-0.00103113j -0.0400987+0.0297037j 0.0031855-0.0130415j 0.0295331+0.0268346j 0.0151272+0.0485256j -0.0261913-0.012233j 0.0321114-0.0281846j -0.00999834-0.0138451j -0.0400077-0.0109997j -0.0372697-0.0183416j 0.00240623-0.0261985j 0.0115109-0.00627271j 0.0436274+0.0182375j -0.0266963+0.0304921j -0.00896949-0.0102331j 0.0340277-0.0803775j -0.0096731+0.00662996j -0.0126095-0.0035958j -0.033254-0.029996j 0.0196171+0.0104079j 0.0175396+0.0276674j -0.00131588+0.0168j 0.0141604+0.0516181j -0.0108369+0.0198324j -0.00886282-0.0129203j -0.0245054-0.0408126j -0.0246888-0.0061351j -0.0243656+0.0130021j 0.0193052+0.0173419j 0.0158954-0.0221001j 0.00124478-0.0238725j 0.0165286-0.0360783j 0.00123313-0.0159236j 0.0439642-0.0109297j 0.000297959-0.00545879j 0.00505465-0.00439339j -0.0145822-0.0172449j 0.00635755-0.00593759j 0.0114337+0.0199737j -0.00848255-0.00811016j -0.00537521-0.00100528j 
0.00202612-0.00475028j -0.00327765-0.000764406j 0.00416864+0.00592985j 0.00914928+0.00262736j -0.00875968+0.0159608j -0.0090725-0.00638903j 0.00786232-0.0143472j -0.0107715-0.0262152j -0.016273-0.0117498j 0.00512895-0.00384451j 0.00307893-0.0202504j -0.0239594+0.00651749j -0.00692599-0.00521666j -0.00634572+0.00933241j 0.0195739+0.0220166j -0.00063997+0.0223422j 0.00293329-0.0092612j 0.0237558-0.0134843j 0.00747254+0.000522666j -0.00789597+0.00392289j 0.019405-0.000237441j -0.00727977-0.00726378j -0.0172825-0.0215254j -0.0130094-0.0249554j -0.0075578+0.0233921j 0.0103334-0.0171564j 0.00872963-0.00559613j 0.0203174-0.0331031j 0.0101751-0.0238352j 0.00265867+0.0252342j 0.00381347-0.0203065j -0.0206473-0.0206232j -0.000956967+0.00273073j 0.00687816+0.000841082j -0.00208867+0.0402144j -0.0223083-0.0127625j -0.0135782-0.0083176j -0.00134723-0.012767j -0.0145887-0.0193537j 0.0227361+0.000171421j -0.00744032+0.029702j 0.0112513+0.0145301j -0.0271338-0.0174256j -0.00400252-0.00481127j 0.0153283+0.000347029j 0.0099213-0.00930758j 0.0295346-0.0287689j 0.00810308-0.0273399j -0.0201168+0.0347925j 0.0133869+0.00646453j -0.0199909+0.00582753j 0.0209388-0.00461435j 0.00692444-0.00761692j 0.0155282-0.0211015j -0.00523916+0.0109984j 0.0141+0.0153256j 0.0239191-0.00058904j 0.00493368-0.0258312j -0.0102933-0.00053369j -0.000591794+0.00789395j -0.0054884+0.00447595j -0.00123002+0.00714748j 9.00343e-05-0.00559096j -0.018449-0.00460345j -0.00273363-0.00754861j -0.00327355+0.00886572j -0.0115462-0.0109073j -0.00179838-0.0110297j -0.00272197+0.00309952j 0.00588338-0.00526497j 
0.00384298-0.00106271j 0.00451321+0.0068064j 0.00535224-0.00361234j -0.0249405-0.00470532j 0.0415421-0.0174772j 0.0109665+0.018121j -0.0177563+0.0298205j 0.012649+0.0187447j -0.000271748+0.00601327j -0.0025747-0.00493506j -0.0140879+0.0163318j -0.00311797+0.00587319j -0.00934456+0.00824499j 0.00515537-0.016944j -0.0150343-0.0289063j 0.00335889-0.0117517j -0.0106692+0.00311466j -0.0121843+0.00171849j -0.00179707-0.0346221j 0.0102275+0.0106319j -0.0224458-0.00127218j 0.0193483-0.00782066j 0.00147065+0.0148801j 0.0109291-0.0322522j 9.77351e-05-0.0137719j 0.00760831+0.0203015j -0.0309561+0.0220802j -0.0136236+0.000121078j 0.011562-0.000466487j 0.0139142-0.00534616j 0.022694+0.000475898j -0.0102352-0.0351211j 0.00396616+0.04489j 0.0152794+0.0342047j -0.0138071+0.0379687j 0.00677503+0.00751345j -0.00213492-0.011357j -0.0256236+0.0213307j -0.00736591-0.0137559j 0.0182568+0.00475585j 0.00849638-0.0336079j -0.0422103-0.00396296j -0.0203595-0.0388113j -0.00277488-0.00619193j -0.01934-0.00667015j 0.045-0.0653061j -0.0102986+0.0211767j 0.0332318+0.00333366j -0.00702552-0.00385459j 0.0153196+0.00497917j 0.047571+0.0105799j 0.00610091-0.00547165j 0.0192188-0.0257413j 0.0142163-0.00716036j -0.00126331-0.0224685j -0.00457021+0.00649109j 0.0282819+0.0056686j -0.00276776-0.00648723j -0.00705061+0.0118173j -0.00174795-0.0163903j -0.00223739+0.0218536j 0.0085833-0.0120966j 0.000409163+0.0111497j 0.0174508-0.00103853j 0.00110625+0.00623593j 0.0105941-0.0325006j -0.00387924-0.00333221j -0.00644274-0.00913483j 0.000710914+0.016122j 0.00371276-0.00261746j 
-0.000155965-0.000490302j 1.02174e-05-0.00569101j 0.000803921-0.00432276j 0.0120795-0.00183776j -0.02591+0.00319455j 0.00630668-0.00649705j 0.00840545-0.00931135j -0.0065068-0.00698618j 0.00408936-0.0092805j 0.0184195+0.00129597j -0.00610496-0.0132926j 0.00359652+0.0135483j 0.0070476-0.00395457j 0.0115712+0.000283412j 0.0127796-0.00263831j -0.000205374+0.00702383j 0.0157739-0.0168902j 0.00295837+0.00583059j -0.00888089+0.00534802j -0.0203919+0.00629099j 0.0319734-0.00373599j -0.0323898-0.00227488j -0.00231671-0.0107471j 0.0117213+0.0134682j 0.0040187+0.0277526j -0.0179078+0.0104111j -0.0121931-0.00764793j -0.0122963-0.0120639j -0.00595216+0.00227469j -0.00898973+0.0317999j -0.0088467-0.0182308j 0.0138804+0.0151296j -0.0376292-0.0204778j 0.0139927-0.0131159j 0.00817644-0.00878097j -0.00101478-0.00440117j 0.0325246-0.00563057j -0.00590706-0.015398j 0.0119639-0.0264567j 0.000942056-0.0258381j -0.033786-0.0298034j -0.00966358+0.029833j 0.0041442-0.00362805j 0.00174053+0.0123592j 0.0312944+0.0072967j -0.0355377+0.0137918j 0.030401-0.00797187j -0.0117706-0.0344462j 0.0153854+0.0243957j -0.0161498+0.0174226j -0.00158865-0.024531j 0.00456721-0.0107105j -0.00448129+0.0210123j -0.0105617-0.02622j 0.000214455+0.0315142j -0.0260786-0.0242027j 0.00872978-0.00163944j 0.0147609-0.00394366j -0.00493589-0.0257069j 0.00558899+0.0114512j -0.012358-0.0145827j -0.0143342+0.0111681j -0.0100832-0.0158891j -0.003915-0.0120075j 0.0036142-0.00411516j -0.0108882+0.0107991j -0.0112824-0.0218403j 0.0210844-0.0138992j -0.00911087-0.00326024j 0.00225953+0.00166614j 
0.00215831+0.00286727j -0.00718653+0.00826718j 0.00474661+0.00791775j 0.0135351-0.00660324j 0.0074309+0.0323456j -0.0170276-2.44041e-05j -0.0139886+0.0010357j -0.0105925+0.0134327j 0.0104625+0.00884008j -0.0170266+0.00255486j 0.0161667-0.0060755j 0.0249241-0.00105219j -0.00731696-0.0107058j 0.0028288+0.029744j -0.00571707+0.00249342j -0.0302858-0.00595663j -0.00518885+0.020656j 0.00185961-0.0440251j 0.0411217+0.00232645j 0.014611-0.0295885j 0.00865921-0.00198122j 0.0300403-0.00982915j 0.0548407+0.0301191j -0.00273823+0.00711948j 0.0249725-0.0229199j 0.0223389-0.0229715j -0.00377401+0.0231348j 0.0114218+0.0108707j 0.00705885-0.00864223j 0.0267784-0.0114069j 0.0157798+0.0158713j 0.00604509-0.0325787j -0.000257861-0.0119219j 0.00377267-0.0200625j 0.0343246-0.000368519j -0.0451959+0.0158203j 0.0105336-0.010379j -0.00407797+0.0127568j -0.00151885+0.0253735j -0.0144757-0.0167252j 0.0352103+0.000223271j 0.0018454+0.00298117j -0.0236259-0.00281362j -0.00396961+0.0200213j 0.022156-0.0152495j 0.0111212-0.0162064j -0.0298476-0.000758449j 0.0316636-0.0235691j 0.0166323-0.000606085j -0.0111976+0.0116419j -0.0122843-0.0012623j -0.00764269-0.0159934j -0.00776361-0.019481j 0.00628075-0.00576582j 0.010641+0.00240791j 0.00894521+0.00889614j 0.00701092+0.0200046j 0.00802752+0.0073323j -0.00166548-0.00511503j -0.00763651-0.00805114j -0.0175355+0.0211466j -0.00921974-0.0113918j 0.00630148-0.00249006j 0.000373705+0.0310938j -0.00795196+0.00202412j 0.0260857-0.0050452j -0.0111455-0.0110318j 0.00276307-0.00187953j -0.00828408+0.0131684j 0.0039562+0.00839953j 
-0.0022878-0.00103018j -0.00265524-0.00297237j -0.00606233-0.000679061j 0.00133661+0.00234349j -0.0142632-0.0129637j 0.00371038-0.011063j 0.0123325-0.0100478j 0.00884246-0.0188406j -0.00905116+0.00699598j -0.00366401-0.00444284j 0.0071123+0.00302676j -0.00767181+0.00392655j 0.00430511-0.0130773j 0.00293942-0.00900925j -0.00399678+0.0152449j -0.000186027-0.00131156j -0.0104211-0.000840331j -0.000412127+0.019122j -0.0038538-0.0305873j 0.000594918-0.0114857j 0.0315597+0.0113712j -0.000603825+0.00203665j -0.02926-0.0206585j -0.00712093-0.00203355j 0.0062233-0.00976812j 0.0127074+0.0114657j -0.00629881-0.0176661j -0.0146866+0.0110627j -0.0102143+0.00109718j -0.00651999-0.00403682j -0.0465844+0.0105762j -0.00677537-0.0191566j 0.0100581-0.014879j 0.0125585+0.000325061j 7.08784e-05-0.0369356j -0.00305333-0.0186865j -0.000231859+0.00699389j -0.0132126-0.0113579j 0.0140436-0.0261659j -0.00984312+0.00744128j 0.0166756+0.000549947j 0.0352904-0.0217849j 0.000214915-0.0226024j 0.0129325-0.0250419j 0.0355759+0.00941092j -0.0199357+0.00162268j 0.0276147-0.00797066j -0.0196321+0.00606591j 0.00762906+0.00487722j -0.0300458+0.00517263j 0.0102312+0.0109093j 0.0181118-0.00307152j -0.0166448+0.0053848j -0.010043-0.0119768j 0.0264078-0.0233018j 0.000693604-0.0142859j 0.00154815+0.0127043j 0.00702725-0.0055606j 0.00307067-0.000682733j 0.00305919-0.00105044j -0.00477521-0.0122176j -0.0104544+0.0128645j 0.0107949-0.00556458j -0.00679693-0.000234486j 0.0083046-0.00934664j -0.0107838+0.00448819j -0.0199081+0.00892208j -0.00667026-0.0109048j -0.00308391-0.00202308j 0.00504672-0.00542498j 
0.000761713-0.00205176j -0.00168288-0.00629716j -0.0028206-0.0127904j 0.000327163-0.00163656j -0.0109336-0.0200538j 0.00828971-0.00477424j 0.0133558-0.0105265j 0.0109776+0.00535715j 0.00609899+0.0063005j -0.000973685-0.00943227j 0.000331867+0.00678982j -0.0024997-0.0107074j 0.015903+0.00689824j 0.016502-0.0052356j 3.83648e-05-0.0157554j 0.0128343+0.0213741j -0.0181965-0.0181225j 8.3162e-05+0.0273283j 4.15615e-06-0.0128752j -0.0120922-0.0106032j -0.00321724-0.00831399j -0.00350531-0.0180214j 0.0216729+0.00561562j 0.0318028+0.00947313j -0.0127974-0.00493856j -0.019769+0.026873j -0.0075621+0.0176363j 0.00150572-0.0139075j 0.0117549+0.0105949j 0.0285854+0.00915643j -0.00944526-0.00163639j 0.0133451-0.00415368j 0.0129991-0.00544385j 0.0166845+0.0181254j -0.0130658-0.0246625j 0.00246339-0.0196171j -0.00794892+0.0213332j 0.0108408+0.0215823j -0.00355006-0.0184743j 0.0260211+0.00253053j -0.0114751-0.00393836j 0.00128627-0.00604972j 0.00723838+0.0141146j -0.00722027+0.0140214j 0.00208903-0.000323329j -0.0118802+0.0174897j 0.00399346+0.0120511j 0.0376246-0.0123423j 0.00651936+0.0226066j 0.00704233-0.0177775j -0.00176891+0.00799861j -0.000731178+0.0139154j 0.00830632+0.0249497j 0.00585167+0.0123268j 0.0289799-0.00676325j 0.0163807+0.00104558j -0.00622308-0.00419554j 0.0028553+0.00936225j 0.00459846+4.63486e-05j 0.00589737+0.01337j -0.013367-0.0028023j -0.00816359+0.0114435j 0.00506335-0.0168656j 0.00109203-0.00605289j 0.0139977-0.0138944j -0.0142396-0.0133235j -0.00173214+0.0185874j -0.0150829-0.00768546j -0.000940546-0.00560588j 0.00475374-0.0108204j 
-0.00394898+0.00126461j -0.00220106+0.00707249j -0.00628548+0.0119078j 0.00652855-0.000372367j -0.000836501+0.00945894j -0.0135275-0.00683296j 0.00248618-0.00840176j 0.00221084-0.0126829j -0.0137655-0.0129756j -0.0180648+0.00363529j 0.0128937+0.00165969j 0.00591732+0.0138613j -0.00209975+0.0142061j -0.0307697-0.0154714j -0.0225252+0.00444796j -0.00720405-0.0200366j 0.00184265-0.00105603j -0.00615701-0.00828303j 0.0357273+0.02528j -0.0329209+0.0219765j -0.00326854-0.0148768j 0.00669603+0.00328656j -0.00403982-0.005475j -0.00477479+0.00239467j -0.00481176-0.00862005j -0.0224161+0.00153812j 0.0233048+0.00248035j -2.17862e-05-0.023059j -0.000712459+0.0144478j -0.000806573-0.0313916j 0.00311349-0.0073705j -0.025706+0.0145252j 0.0060487+0.00976148j -0.0169698+0.00387501j -0.0110545-0.0118099j 0.0180218-0.0127868j 0.0209411-0.00416282j 0.0171951-0.010181j -0.0144902+0.0102738j -0.0047691-0.000209415j 0.00601805+0.0095595j 0.0190717-0.023995j -0.00275228+0.0180377j -0.00710738-3.21992e-05j -0.0242432+0.00724781j 0.00373329+0.0125j 0.000983818+0.0163572j 0.00853847+0.0146552j 0.00725207+0.00301847j -0.0166765-0.0060854j 0.00948005+0.00279687j 0.00735826+0.0161372j -0.00161497+0.00127981j 0.00825156-0.00511076j -0.00227741-0.000511531j 0.0043184-0.00188311j 0.00082863+0.0198405j -0.0157131-0.000829177j -0.00669766-0.0102489j 0.00794969-0.00348184j -0.0033882+0.00172022j 0.00434711-0.00744644j -0.000242111+0.00620029j 0.00162592+0.0115962j -0.00812054+0.0268422j 0.00620109+0.00189811j -0.0124716-0.00641289j 0.0010973-0.00701911j -0.0015539+0.00694363j 0.00226007+0.00622213j 
-0.00270734-0.00416412j -0.019077-0.00267009j -0.0156681-0.00878456j 0.0288234+0.00315994j -0.0436656+0.0060307j -0.0181712-0.0108667j 0.0284718-0.0341975j 0.0133713-0.0024743j -0.0135988-0.0161056j -0.0234102-0.0108369j 0.0266751-0.0370129j -0.011358-0.0165203j -0.0303157+0.0287444j -0.0471533+0.0332753j 0.0110059+0.0467217j -0.00238995+0.000639459j -0.00128581+0.0161439j -0.0064885+0.00157513j 0.010163-0.000997341j -0.0123238+0.000244024j 0.0376265-0.0110143j 0.0355255+0.00683566j -0.0148555-0.00937085j 0.0357592+0.00503864j -0.027102+0.0115811j -0.0289636+0.031994j -0.0254649+0.00128777j -0.000149815-0.0321193j 0.0126967-0.0142929j 0.00417476-0.00341493j -0.0363401-0.0261328j 0.0027344+0.00210055j 0.0170492-0.000106234j -0.0157322-0.0136294j 0.0189708-0.0136266j 0.00968461-0.0148458j 0.0196232-0.00608285j -0.0168032-0.013955j -0.00751598-0.0166557j 0.00921977+0.0112626j -0.0114344-0.0159548j 0.0191132+0.0134615j -0.0127949+0.0224865j 0.0340407+0.0363735j 0.00719193-0.0381238j -0.0253876-0.0197391j -0.0171191-0.0072219j 0.0203236-0.0448747j 0.0393559+0.0043907j 0.00117615+0.00644222j -0.00455926+0.00185712j 0.0161399-0.00682021j -0.0413675-0.0176342j -0.024347+0.0160083j 0.00724273+0.0409158j 0.00335494-0.0393133j -0.0334386-0.0100481j 0.0257376+0.00719414j -0.00925314-0.0528905j 0.0189231+0.0211915j -0.0491075+0.00460542j 0.0202754+0.00855876j 0.0153661-0.0399505j 0.0161236+0.0148288j -0.00911382-0.0387737j 0.00992172+0.00256285j -0.0279419-0.0128591j -0.024514+0.0247009j -0.0151492-0.00695813j 0.00569346-0.00232655j 
0.00591602+0.00832637j -0.00549156-0.00261156j 0.000951941-0.000107702j 0.0167834-0.00170052j -0.0122011+0.037023j -0.0252322-0.0130604j -0.0152858-0.0191043j -0.0116881+0.014512j 0.00287608-0.00569308j -0.0177198-0.0169932j -0.00205992-0.000399168j 0.0167535-0.0151473j -0.00744796+0.0199765j -0.0275636+0.0084485j -0.00614574-0.00418756j 0.00585613-0.00755323j 0.0108694-0.00693719j -0.00873083-0.0041765j 0.0134631-0.0169671j 0.0245379+0.0171626j 0.0332355-0.0321269j 0.0153677+0.0297578j 0.00233232-0.00235409j 0.0269334+0.0220575j -0.0333617-0.0160997j -0.0184868-0.0162791j -0.0350771+0.00988558j 0.0372551-0.0108145j 0.00779914-0.0265601j -0.00907547-0.0302226j -0.0039945-0.042036j -0.0289718-0.0167551j 0.0182589-0.00262902j -0.0107214+0.00755165j 0.0450147+0.045423j 0.0139723-0.0111932j -0.00137111-0.000703556j 0.0467108-0.00771979j -0.0115037+0.0129295j -0.00723796+0.00697453j 0.0162075-0.029087j -0.00674859+0.0111646j -0.0138933-0.00929591j -0.00240195+0.055077j -0.0171989+0.0206079j -0.0123131-0.0339729j 0.00388891+0.0205954j 0.0318485-0.0163845j 0.00682716+0.00169243j -0.0089634-0.0078456j 0.0463276+0.00130074j 0.0125719-0.000289359j -0.00725176-0.00832144j -0.0205817-0.00257805j -0.0155041+0.0160108j 0.00171307-0.0025134j -0.00383981-0.000972256j -0.0183349-0.00488787j -0.0251302-0.00244491j -0.00963129+0.0117065j -0.0199483+0.0272963j 0.0166336-0.0120562j -0.00310535-0.0144627j -0.0121814-0.00424379j -0.0287605+0.0140079j 0.0361671+0.0178465j 0.0018334-0.0165787j -0.0233814-0.00440669j -0.00545026-0.00577124j 0.00962506+0.00613376j 
0.00472714-0.00349476j -0.00276492-0.00782674j -0.00840793+0.00480341j 0.00781963+0.0113437j -0.00396272-0.00186869j 0.00761382-0.0246835j -0.00928039-0.0182953j -0.00656909-0.0170704j -0.00825648+0.0110027j 0.0204492-0.00610992j -2.01915e-05+0.00859141j -0.00574834+0.0334108j 0.0281413-0.0052237j 0.00877405-0.00728511j 0.00966549-0.021751j 0.00182597-0.0191163j -0.00998626-0.00731226j 0.0218482-0.010979j -0.00217296-0.0156203j -0.00454781-0.00640478j 0.0146274-0.01451j -0.0178963-0.014911j 0.016983-0.0295816j 0.00466491-0.00917691j -0.0265917+0.00772231j -0.00498288-0.0209926j 0.0153184+0.00448909j 0.0152405-0.0071343j -0.00789531-0.0192355j 0.00361495+0.029823j 0.0143791-0.023297j -0.0312667-0.0318255j -0.00716287+0.0106458j -0.0278355-0.00174278j -0.0111536-0.00954385j 0.000179166-0.00985389j 0.00987939+0.00625393j -0.0107218-0.0187235j 0.0048277-0.0336128j 0.012197+0.00588856j 0.00078619-0.00616087j 0.00543891+0.0146413j 0.00579409-0.0124751j -0.00704545+0.00142825j 0.00544276+0.00866808j 0.0104189-0.0158213j 0.0144789-0.0116555j 0.0245131+0.0150769j 0.00683523-0.0112229j 0.0181968-0.00199735j 0.00743429+0.00671243j -2.05754e-05+0.00426392j 0.00729983-0.0169447j -0.00499668-0.0187449j -0.00642623+0.0159864j 0.00718928+0.0159601j 0.00864382+0.0062189j -0.0053383-0.00975242j 0.000401999+0.00615044j -0.00375698-0.00271993j -0.0215949+0.00483936j 0.00454847-0.0049803j -0.00577765-0.011613j -0.0159192-0.014888j -0.0204967-0.0154248j -0.00749387+0.00781243j 0.022189-0.0110147j -0.00239486+0.0030169j -0.00512952-0.00858988j 0.0014085-0.00570505j 
0.000681644-0.00215794j -0.00661703+0.00207976j -0.00668566-0.00754198j 0.00484725+0.00240532j -0.0213778-0.00517467j -0.00405274-0.00534952j 0.0108543+0.00116643j 0.0103122-0.00918789j 0.000931802-0.00416348j 0.00699002-0.00418067j -0.00556339-0.00236325j 0.00662981-0.00720618j -0.0218058+0.00461402j 0.00152025+0.010023j -0.00366291+0.0393884j -0.00454517+0.0129213j -0.00890415+0.0192503j -0.0316474+0.0047423j 0.0103814-0.0259841j -0.013453+0.00950007j -0.00445788+0.016995j 0.00829463-0.00880798j -0.00114928+0.0106849j 0.0374155-0.0124442j 0.00510648+0.0231545j -0.00734992+0.00791084j -0.0114971+0.0162226j 0.000585779-0.0239989j -0.00330044+0.00700966j 0.0312067+0.0337854j 0.0184032-0.00494052j -0.00207987+0.0230244j 0.00138379+0.00764537j -0.00166896-0.0202319j 0.0245744-0.0121728j -0.0070441-0.0287966j -0.00175459+0.0223912j -0.0286296-0.013639j -0.0214463+0.0323167j 0.00728919-0.0153477j 0.00957884-0.00687921j -0.0202373+0.0102396j -0.0114592+0.00618374j 0.00729383+0.00433003j 0.0177674-0.00336971j 0.00198775+0.00364036j 0.00282896+0.00595355j 0.0139192-0.000378721j 0.0223973+4.30105e-05j 0.00814385+0.0158239j 0.0072593-0.0247207j 0.0159035+0.00709252j -0.00378656-0.0117381j -0.0266654-0.00296334j 0.00453252+0.0224312j 0.0174001-0.0189001j -0.00265045+0.00478661j 0.000863017-0.0159679j -0.00724725-0.0153018j 0.00073055+0.000553127j -0.0286785+0.0069039j 0.0144672+0.000504627j 0.0268906-0.00375428j 0.00313209-0.016498j -0.019728-0.0141525j 0.00342249+0.00458358j -0.0127253-0.00391491j -0.0199139+0.00627153j -0.00608821+0.00201575j 0.00346518-0.0071211j 
-0.00354454+0.00204292j 0.00136546-0.000164577j -0.0109025-0.00532436j 0.012847+0.00507638j -0.0162074-0.00637425j 0.00196529+0.00632579j 0.0126292+0.00881109j 0.0168151+0.00149329j 0.0103224-0.00876151j -0.0125548-0.00786826j 0.0105756-0.00171039j 0.00519463-0.00852727j 0.0113875-0.00180246j 0.0126227+0.00318062j -0.00233198+0.000976456j 0.00861349+0.0176351j 0.000513956-0.0253785j -0.0165669+0.0305418j -0.0189333-0.00138269j -0.00500359-0.00603589j 0.00493689-0.0138221j 0.0182907+0.00858168j 0.00318478+0.00314908j 0.0156013+0.00495058j 0.00061428-0.0172661j -0.0219807+0.00169642j -0.0237047-0.00315595j 0.00471541+0.0154002j 0.0196401-0.00182365j 0.0137998+0.00161439j -0.00324116-0.0263776j -0.0248623-0.000251407j 0.0214704-0.0226825j 0.0246447+0.0300249j 0.0312747-0.0077417j -0.0240597-0.00823331j 0.00092975+0.0181888j 0.000322094+0.00828509j 0.0221369+0.00943354j -0.000292056+0.00958454j 0.022312+0.00480965j -0.0137273-0.0090845j -0.0143019-0.00375198j 0.0155664+0.00926546j -0.00692523-0.00327397j -0.00478269-0.000959211j 0.00207193+0.00342072j 0.00595107+0.00540164j 0.0232494-0.0166066j -0.00645343+0.0155554j -0.0160861-0.0170445j 0.0166321-0.00628573j -0.00436054-0.0112874j -0.0108348+0.00555218j -0.00744676+0.00225018j 0.00333021-0.00519037j -0.00415828-0.00638692j 0.011169-0.0120361j -0.00658548-0.00971917j 0.012801+0.00390717j -0.0206001+0.00362935j 0.00529758+0.00328568j -0.000296535-0.00438464j 0.00876523-0.0138687j -0.0213624-0.00954862j 0.00658565+0.00961228j -0.0079442-0.0145842j 0.00450917+0.00286326j -0.00663551-0.00114989j 7.82539e-05+0.000426423j 
