-0.0044598+0.00802136j -0.00796669-0.00581601j -0.0065613-0.0025452j 0.000106587-0.00692764j -0.00181572-0.00432574j 0.00291785+0.00162345j 0.00171281-0.0013105j -0.00356222-0.00195159j 0.000258022+0.00879447j -0.00119688+0.000685645j 0.00332169+0.000475877j -0.00330261+0.000376563j -0.000351986-0.000112541j -0.00220362+0.00293746j 0.00106297+0.00135413j -0.000389383-0.00086271j 0.00113805-0.00451638j 0.00185727-0.00292299j 0.00127684-0.000117805j 0.000126197+0.00118357j 0.00168431-0.000120675j -0.000359038-0.00025778j -0.00236537-0.00138003j -0.00132777+0.00234861j -0.000925593+0.00166128j 0.00332317-0.000923745j -0.00344944+0.000418515j 0.00615404-0.000827835j 0.00491394-0.004152j -0.00140419-0.000154704j 0.00661292-0.00297863j -0.00104149-0.000721987j 0.000323692+0.00107996j 0.00196691+0.00466116j -0.00415055-0.000866428j -0.000603442+0.00562186j 0.00233697+0.000183971j 0.00364138-0.00651202j 0.00520177-0.0027112j 0.00339+0.00206168j 0.00115014+0.00201172j -0.000755831-0.00154682j -0.00120844-0.00581708j 0.00204658-0.00229138j -0.00622298-0.00157621j -0.00555649-0.000627436j 0.00432121-0.00509996j -0.00097507+0.00314004j -0.00618785-0.000979417j -0.00465109-0.0013227j 0.00318123+0.000447215j -0.00113187+0.00222251j 0.00613229+0.00446521j -0.00155676+0.000940439j -0.00112839-0.00103255j 0.00485375-0.0019888j 0.00180842+0.00133636j 0.00124692-0.00118934j 0.00468439+0.00256132j 0.00481915+0.00136457j 0.000493816-0.00145533j 0.00121732+0.00349779j 0.00371353-0.00084482j -0.00410329+0.00124214j -0.00126616+0.00374334j -0.00302779+0.00224164j -0.000714634-0.00182053j 0.00130928-0.00217064j 0.00186251+0.00417839j -0.00134926-0.00474746j -0.00196176+0.00241055j -0.00122349-0.00062755j 0.0011545-0.00139393j -0.0011284-0.00125684j 0.0050872+0.00269795j -0.00177139+0.00191603j -5.67667e-05-0.00249895j 0.000132027-0.0027732j 0.0019927-0.00263454j -0.000198301-0.00287083j -0.000330238-0.00494677j -0.00248768-0.00241915j 0.000612206-0.0017784j -0.00121455+0.00172623j -0.00160356-0.00655536j -0.0020617+0.00234205j -0.00334755-0.00252933j 0.00453284+0.000138348j 0.00203056-0.00325785j 0.00239895-0.0245736j 0.00523633-0.00423976j -0.00747045+0.0039298j 0.00338352-0.00577999j -0.0201411-0.0230855j -0.028961+0.0180337j 
0.00287911+0.000924041j -0.00269678+0.00332771j 0.0026541-0.00441155j -0.000815933+0.00565321j 0.00273951-0.00049249j -0.00220359-0.00408117j 0.000627799-0.00524834j 0.00400105+0.00131469j 0.00291763+0.00327306j 0.00318688+0.00527381j 0.00537795-0.00233921j 0.00332061-0.00500758j -0.000739508-0.00415921j -0.00416893+0.0087987j 0.00442128-0.000336838j 0.00846076+0.00515533j 0.00272385-0.00959737j 0.00829409-0.0044847j 7.77259e-05+0.00329041j 0.000208983-0.00635535j -0.00930392+0.000803007j 0.00381426-0.00896077j -0.00618676-0.00011978j 0.0139161+0.00199679j -0.00497401-0.00257327j -0.00341626+0.00162134j 0.00230351+0.00768383j 0.00246125+0.00120117j -0.00188852+0.00465327j 0.00333261-0.00680171j -0.00322851+0.0095881j -0.00755772-0.00332789j 0.000451775-0.000342801j 0.0051377-0.0071643j -0.00899259+0.00669789j -0.00107409+0.00404185j -0.00870191+0.00578487j 0.00174564-0.00835768j -0.00761205+0.00204382j -0.0014458-0.00933734j 0.00181851-0.00727341j 0.000684109+0.00427486j -0.00641016-0.00446883j 0.00485742+0.023311j 0.0013398-0.0149413j 0.00235513-0.00215302j 0.00312297+0.00646794j 0.00552214-0.00946381j 3.7326e-05+0.00556562j 0.0059759+0.0020253j -3.00724e-05+0.00492994j -0.000697973-0.000186125j 0.00142838-0.0114377j 0.00242093+0.0142285j -0.00935053-0.0106747j 0.000287228-0.00959124j 0.0117255-0.0156253j -0.00682107+0.00829475j 0.00356698+0.00766034j -0.00532144+0.00123334j -0.00274025+0.00356551j 0.00805379-0.00801685j -0.00130966-0.00109472j -0.000709986-0.0141602j -0.00889598+0.00227119j -0.00669116+0.00199725j 0.00475319+0.00225122j -0.00167444-0.00832383j -0.00187232-0.00159605j 0.00164099-0.01301j -0.0025794+0.00392703j 0.00269879-0.000279393j -0.00430585-0.000527699j 0.00233471-0.00042646j 0.00388612+0.000352783j 0.00311781-0.00730036j 0.00257664+0.00170873j 0.00735328+0.00393988j -0.00513584-0.00783562j 0.000783644-0.00593629j -0.000144463-0.00622568j 0.00268782-0.00270396j -0.00338652-0.00209217j 0.0108828-0.000701117j 0.00572682+0.00261022j 0.000707682+0.0050359j -0.00872838+0.0044079j -0.000136832-0.00348377j -0.00185253+0.000301911j 0.00231524-0.000456762j 0.000635516+0.000936998j 0.00194044-0.00438054j 0.00214303+0.00491598j 0.00103814-0.00023822j 0.0017159-0.000953218j 
0.000767342-0.000398882j -0.00229239+0.00121372j -0.000762059-0.00425223j -0.00636972-0.000680285j 0.00278454+0.00287887j -0.00152589+0.000140066j -0.00229035-0.00720355j 0.0112095-0.000780877j 0.0012878+0.00190176j 0.000119426-0.00355589j 0.00893455-0.00108597j -0.0049728-0.000995204j 0.000854301-0.00966852j 0.00290793+0.00447923j -0.0113004+0.00425869j -0.000217883-0.0018381j 0.000310772-0.00329794j 0.00107183-0.0103041j -0.00153428+0.00884475j -0.00720303+0.00567837j 0.00596812-0.00111603j -0.00888062+0.0123124j -0.0151699-0.00201024j 0.0055668+0.00301805j -0.0115802-0.0118636j -0.0113981-0.00440179j 0.00256001-0.0029006j 0.000232721+0.00654604j -0.00932177-0.00653468j 0.00285044-0.00237759j -0.00265853-0.00132044j 0.00169824+0.00531967j 0.00503744-0.000244415j 0.000772528-0.00486577j 0.00199397-0.00800622j 0.00355763-0.00557767j -0.00790366-0.0171998j 0.00214343+0.000708838j 0.00666595+0.00860707j 0.0104922+0.00736112j 0.00234595+0.016608j -0.00812394+0.00348286j -0.00437497+0.0147144j -0.00254294-0.0121944j -0.00247961-0.0109073j 0.00621132+0.00283529j 0.00409619+0.0106552j 0.00798226-0.0188254j -0.00712367+0.00788199j -0.00972056+0.00638524j -0.0109128+0.00649352j -0.00947956+0.0027013j 0.0046473-0.00014403j 0.0163058+0.00602781j -0.00555226-0.00279235j -0.00268093+0.0161662j -0.00960503-0.0149345j 0.00581294-0.000824414j 0.00298167+0.0120124j -0.00999221-0.00607361j -0.0077357-0.00713467j -0.00152145+0.000198247j 0.00433883-0.00577536j -0.00185051+0.0033792j 0.000518875+0.00626532j -0.00679972+0.00676202j 0.000360426+0.00789052j 0.00526399-0.00492423j 0.00947715+0.00550813j 0.0119514-0.00585498j 0.00575179+0.00773835j -0.00240194+0.00563463j -0.000353545+0.000183123j -0.00686766+0.00109662j 0.0025354-0.00400804j -0.0067998-0.00334207j 0.00147849+0.00300339j 0.00496079+0.00280517j 0.00408045-0.00943733j 0.00704016+0.000615958j -0.00985324+0.00714554j 0.00120751+0.00237247j -0.000294216-0.00591779j 0.0134598-0.00143239j 0.00641926+0.00291337j 0.00141894+0.00506701j 0.00116958+0.000971778j -0.00373119+0.00397122j 0.000899645-0.00211688j 0.00197802-0.00316152j 0.000552766+0.0011583j 0.0037286-0.00505355j 0.00213307+0.00552313j 8.8584e-06-0.00307727j -0.00121246-0.00131475j 
0.00202758+0.00707823j -0.00446486+0.00156707j 0.00261193-0.00371541j 0.00360298+0.00443028j -0.00230044-0.00399366j -0.0054056-0.00454076j 0.00100584-0.00585576j 0.00173014+0.00691341j -0.000570493+0.00318681j 0.00656481+0.00362011j 0.00950984+0.000961435j 0.00359877-0.00230215j -0.0017006-0.00715871j -0.00845438+0.00645524j -0.000916608+0.0047693j 0.00843356-0.00110668j -0.00287367-0.00783232j -0.00445982-0.0029422j 0.00884486+0.006154j 0.00895831+0.00151953j -0.00208165+0.0054816j 0.00298161-0.00298789j 0.00467456-0.00554421j 0.00756325+0.0013567j -0.00524043-0.0099901j -0.00210534-0.0130415j -0.00442139-0.00111189j -0.0129771+0.00776629j -0.00042419-0.0032785j -0.00966552+0.00108967j -0.00226305+0.00147447j -0.00130317-0.00448568j -0.00860419-0.00108568j -0.00425186+0.00894383j -0.000997792+0.000596058j 0.00397725-0.00565612j 0.00267358+0.0023457j 0.00735281-0.00431901j -0.00751959-0.0079111j -0.00459101-0.00231851j -0.0141545-0.013834j -0.00964537+0.00427665j 0.0037025-0.00329134j 0.00787796-0.0119041j 0.00164545-0.00484617j 0.00854497-0.00648397j -0.00497109+0.00220364j -0.00252937+0.000793597j -0.00960027-0.00412644j -0.0012088-0.00384238j 0.0132182-0.00492386j 0.00803423+0.00228747j -0.00742792-0.00116562j 0.00189795+0.00805036j -0.0104169-0.00756084j -0.00748904+0.004704j 0.0127791+0.0154166j -0.009762+0.0173451j -0.00405197-0.0118038j -0.00228389-0.00241276j 0.00264354-0.0176789j 0.00495942-0.011201j -0.000380812+0.00495276j 0.0135134-0.000992866j -0.001647-0.0091426j -0.002773-0.0105575j 0.00376462+0.00178777j -0.0037456-0.00401849j -0.00228524-0.00880377j -0.0031535-0.0121163j -0.0163919-0.00884901j 0.00166674-0.00597923j 0.000989558-0.00685487j -0.00170928-0.00841603j 0.00618384-0.00208822j 0.00622177-0.00633556j 0.0104731-0.0018491j 0.00401023+0.00428614j -0.00123732-0.0110857j -0.0122988-0.000210039j 0.00853282-0.0145883j -0.00327592-0.0012633j 0.00120202-0.00127404j 0.00976364-0.0133135j 0.0110119-0.00444278j 0.00126631-0.00234668j -0.0150739+0.00410291j -0.000195763-0.00861634j -0.00612961-0.00295002j 0.00341212-0.000469613j 0.000191217-0.00295597j 0.0027981-0.00116243j 0.00153538+0.00468241j -0.00353933+0.00117314j 0.00359703+0.00552685j 
0.000458711+0.00344643j -0.00119204-0.00145769j 0.00125056+0.00164494j 0.00574597-0.0070826j -0.00429727-0.00444973j -0.00088729+0.00197887j 0.00527092+0.00602672j 0.00898943-0.00217923j -0.00333851-0.00413106j 0.00555161-0.00775072j 0.00247188+0.00847172j -0.00581469-1.59987e-05j -0.00430878-0.00137412j -0.0118204-0.00700299j -0.0029763+0.00141992j -0.000255282-0.00965182j -0.00330824+0.0162921j 0.0163616+0.00656917j 0.00438311-0.00172752j 0.00307137+0.0104606j -0.00876568+0.00498708j -0.00683766-0.00374904j -0.00512865+0.000924402j 0.00473098-0.00343532j 0.00303612+0.00479072j -0.0022757-0.00117771j -0.00879524-0.00385771j 0.00130166-0.00561767j -0.00504474+0.00286986j -0.00354406+0.00863725j -0.000126361-0.0106808j 0.00602837+0.00525675j -0.0171376+0.00400367j -0.00130567+0.0107916j -0.00441529-0.00932226j -0.00420641-0.00493619j 0.00682857+0.00768369j -0.00173901+0.00403498j -0.0101374-0.00740384j 0.000773526-0.00366806j 0.0100938+0.0109357j 0.0217341-0.0134479j -0.00286479+0.00388932j -0.00190054+0.00021493j 0.0037616-0.00598889j -0.00225766+0.0101542j 0.00144571-0.000267239j 0.00657585-0.000123758j 0.0053771-0.00558127j 0.00615503-0.00577912j 0.00315988+0.00660731j -0.000890075-0.00560549j 0.00173697+0.0113534j -0.00920772+0.000301891j -0.00629023+0.000128232j -0.00614683-0.0133871j -0.000850377-0.00682101j 0.00557456-0.00621765j 0.00156901-0.00884692j 0.00514683+0.000327918j 0.00162425+0.0047546j 0.00328618-0.00350835j 0.00121962+0.00398964j 0.00807811+0.0164442j 0.00263354-0.0147273j 0.00463732-0.00206798j -0.000849865+0.000543718j -0.000813085-0.00204954j 0.00141609-0.00430236j -0.00382088-0.00480383j -0.00191275+0.00736688j 0.00182289-0.00802799j -0.00404519-0.0097708j -0.00433753+0.000521815j -0.00104436+0.00207972j -0.00274313+0.00728461j -0.000489929+0.0109535j -0.0123213+0.00099556j 0.0063023+0.0152245j -0.0143432+0.00508899j 0.0104117-0.00807059j -0.004145+0.00469805j 0.00380553+0.00904468j -0.00719088-0.00227949j 0.000458495-0.00253711j 0.00770537+0.000790075j 0.00663291+0.00239855j -0.00336994+0.000228416j -0.0105931+0.0089274j 0.000729396-5.85229e-05j 0.00164717+0.00234864j 0.00542151-0.00165048j 0.00451993-0.00377707j 0.00409657+0.000373108j -0.00125299+0.00107262j 
-0.00346982-0.000213189j 0.000309585-0.0031043j -0.00269412-0.000515265j 0.000728761-0.000247266j 0.000650859+0.00154931j -0.000639036+0.00316142j -0.000462143-0.00192059j 0.00153699+0.00534286j -0.00479264+0.00196215j 0.00686826-0.000189146j 0.00566953+0.00136842j -0.0019818-0.0085452j -0.00405717-0.00349362j -0.00370816-0.0030894j 0.00317056+0.00265157j 0.00523174+0.000256369j 0.00120883+0.00160625j -0.00765153+0.00679842j -0.00678697+0.00111571j 0.0169883-0.000619869j 0.0150109-0.00249931j 0.00288296-0.00680467j 0.00980798+0.00749292j -0.00377845-0.000925396j 0.011655+0.000200805j 0.00717289+0.00489522j 0.0205665+0.00450098j -0.00212405+0.00114171j -0.00860382-0.00445664j 0.00556505+0.00641498j 0.000317578-0.00196331j 0.00861449+0.00444314j -0.00309164-8.75671e-05j -0.0010668-0.0018939j 0.00553517-4.7304e-06j 0.0036533-0.00916809j 0.00234928+0.000137621j 0.00445134+0.00238652j 0.000611496-0.00975331j 0.007324-0.00757741j -0.0184318-0.00568315j -0.00612979-0.00753788j 0.00873204-0.00559617j 0.0050618+0.00287268j -0.00212364-0.0112872j 0.00290759-0.0127173j 0.00154224+6.40103e-05j 0.00632719+0.0176859j -0.00100997-0.00565303j -0.000556565-0.0105926j 0.0126962-0.00550147j 0.00224963+0.00509445j -0.00618255-0.00413486j -0.00462274+0.00101955j -0.0013482-0.0042356j -0.00062807-0.00187843j 0.0142673+0.00764029j -0.00924892+0.0148826j 0.00455081-0.0148417j -0.00265021-0.00373081j -0.00341539-0.0028493j 0.003931-0.00646887j 0.00178212+0.00417481j 0.00208297+0.00391428j 0.00573743-0.0114024j -0.000156508+0.00163781j 0.000999345-0.00241272j -0.00321364+0.00393725j 0.00112881-0.00216568j -0.0102884-0.000720799j 0.00083607+0.00203957j -0.000820793-0.00214896j 0.000373223+0.00265921j 0.00168991-0.000813585j -0.00551596+0.0055276j 0.00189711+0.0110542j 0.00132747-0.00343132j -0.00230958-0.00240385j 0.0023272+0.00386461j -0.00355968+0.00396273j 0.0040407+0.00543437j -0.00357215+0.0030644j -0.00488073+0.00130683j -0.00760797-0.0052546j -0.00624352-0.00202507j -0.000383091+0.000676213j 0.00757686+0.00245328j -0.00414491+0.0002159j 0.000938492+0.00541805j 0.000219055-0.00124624j 0.000592491+0.00389729j 0.00478363-0.00192421j 0.00178421-0.0035519j 0.0049177-0.00225605j -0.00270167-0.00188344j 
-0.00244716-0.000786717j 0.00118387-4.35195e-05j -0.0075299-0.00308259j 0.00356475+0.000985287j 0.00307227+0.00539356j -0.00465789+2.37492e-05j -0.00183606-0.0126008j 0.00458412+0.00334229j 0.00414872-0.00381448j 0.000511936+0.00572916j -0.00352345+0.00521423j 0.00328956+0.000947929j 0.0092603-0.00644496j 0.00710037+0.00780424j -0.012202+0.00194065j 0.00135393+0.00239006j 0.00209175-0.0157528j -0.0107583-0.0128685j 0.00336315+0.0048345j -0.00521402+0.000989989j 0.00118288-0.00196914j 0.00901122+0.00964505j -0.00379789-0.00212486j 0.0041824+0.00286434j -0.00557539-0.0118299j 0.00422661-0.00234589j 0.00106836-0.00354264j -0.00475514+0.0148055j -0.00252277-0.00864486j -0.00283421-0.00869299j -0.00142469+0.00270355j -0.0130405-0.0012016j 0.00705896-0.00199591j -0.00416989+0.00236867j -0.00637953+0.0119269j -3.55226e-05+0.00102084j -0.00835923+0.00307541j -0.00378457-0.00712774j 0.00742566+0.00746559j -0.00495676-0.000765929j 0.00720407-0.00981381j -0.00342747+0.0163364j -0.000791383-0.00487781j -0.00133609-0.00434485j 0.00250844+0.00126257j 0.0011456-0.00273033j 0.0133657+0.00164911j 0.00379831-0.0147052j -0.00207685-0.00286226j -0.000853291+0.00136799j -0.00286417-0.00557445j -0.00191148+0.00830961j 0.000257043-0.00650095j -0.00472577+0.000744567j 0.011058+0.00964993j 0.000241455+0.00809528j 0.00514421+0.00302233j -0.00764585+0.009049j -0.003325+0.0118151j -0.0169231-0.00565902j 0.0127739+0.0212663j -0.0108888+0.0251339j 0.0175539+0.00210883j 0.00812271+0.0129661j -0.000179395-0.0110478j 0.0136127-0.0170792j 0.00533926+0.00910038j -0.00128304-0.00725736j -0.00472397+0.00540762j -0.010779-0.00157431j 0.00101455+0.00200278j 0.0045998+0.000332612j -0.00343327-0.0115228j -0.00796789+0.0012207j -0.00726222+0.00275909j -0.0101203+0.025068j -0.00639892-0.00289515j -0.0118758-0.00740002j 0.0231961+0.0151353j -0.0111961+0.0141117j 0.00432017-0.0024025j -0.0168503+0.00553699j -0.000623966-0.00123547j -0.0161852+0.00332182j -0.00435348-2.09702e-07j -0.00548246-0.00336392j 0.00620389+0.00682554j -0.000881631+0.00263632j 0.00313296-0.000922413j 0.00082693-0.00236824j -0.00254574+0.000354772j -0.000218861-0.000818495j -0.00436294+0.00118572j -0.000586837-0.00262873j -0.0006731+0.000714196j 
-0.00102552-0.00559835j 0.00378439-0.00128415j -0.000747219+0.000154942j 0.00356917-0.00198899j -0.00174224+0.00413902j 0.00318738+0.00128651j 0.00119931+0.00251327j -0.000399125+0.00672668j -0.00513013-0.00536898j 0.0122909-0.000358782j -0.00064955+0.00374546j 0.0066858+0.00287324j 0.00961044+0.00810607j -0.00760285-0.000447695j -0.00320014-0.00425961j -0.0146622+0.00124296j -0.00525674+0.0018245j -0.00957478+0.00202869j 0.00821068+0.0012831j 0.0100081+0.000975073j -0.00154522+0.00219916j 0.00170332+0.011459j -0.00469038-0.00610235j 0.00682416+0.00610177j -0.000371603-0.00558269j 0.00680757-0.00349986j -0.00725016-0.00533516j -0.0102519+0.00700515j -0.000247313-0.00442612j -0.00782013+0.00653357j 0.00501193-0.00150548j 0.00161735+0.00130614j 0.00015667-0.00273671j 0.00341514+0.0081755j -0.00676795+0.00556457j -0.00605557+0.0058236j 0.0115258-0.000854879j 0.00637211-0.00137422j -0.00799196-0.00682027j -0.00423712+0.00119636j 0.0149938-0.00522081j 0.00992695+0.0084965j 0.0012746+0.0110256j 0.00577592-0.00697052j 0.00125015+0.0127814j -0.00562446+0.00273934j -0.00894413+0.00608103j -0.00297581+0.00384458j -0.00346268+0.000504222j -0.0163425-0.0132411j -0.00517995+0.0106998j -0.00767728-0.00252131j -0.00505239-0.00419984j 0.00875337-0.00724184j 0.000205632-0.0117699j -0.00161909+0.0140495j 0.00721373-0.00496771j 0.00398462-0.00354934j -0.00565973-0.00286895j 0.0106784-0.00363007j 0.00392318+0.00254433j -0.00133053-0.0141188j -0.000828368-0.00706716j 0.00164139-0.00928127j 0.000536749-0.00411659j 0.00525352-0.00263683j 0.001781-0.00139599j -0.00700749-0.0112025j -0.00188045+0.00778771j 0.00546995-0.006725j -0.00262999-0.00834887j 0.0167755+0.000599438j 0.0060053+0.00954886j -0.00284231-0.00330266j 0.0119157-0.00636308j 0.00975531-0.0265283j 0.00877719+0.00320184j 0.0134183-0.00345254j -0.0163587-0.0180733j 0.00385741-0.00054424j -0.00782339+0.00147923j 0.00733751-0.0067765j 0.00436184-0.0028728j 0.0158916-0.000422899j 0.00868191-0.00252854j 0.00626936+0.00234733j -0.00133225-0.00719964j 0.00418301-0.0023421j 0.00196794+0.00344793j -0.00312216-0.000797757j 0.00151344+0.00320056j -0.00298376-0.00147609j 0.00405613-0.00180031j 0.00183086-0.00169182j -0.00357974-0.00207602j 
0.00276987+0.000704011j -0.000709952+0.00510842j 0.0025475-0.00519196j -0.00359954+0.00914146j -0.00481544-0.00132119j -0.0069711-0.00650974j 0.0110034+0.00335077j -0.00293936+0.000427632j 0.00634199+0.0012021j 0.00549511+0.0037051j 0.00523565-0.00566713j -0.00607798-0.00600634j -0.00361113+0.00552486j -0.00489621-0.00103518j 0.00489588-0.00206333j -0.00227393+0.00852407j -0.00258207+0.00691041j -0.00440522-0.00035847j 0.00477491-0.0130445j -0.00367451-0.00999352j -0.0154869-0.00226743j 0.00723508+0.00428865j 0.0140057+0.00326319j -0.0108485+0.00323622j -0.00335594+0.00748847j -0.00748381+0.000112874j -0.0033107+0.00499911j -0.00616948-0.00550823j 0.000819762+0.0026917j -0.00243825+0.000788764j 0.0014763+0.0126852j -0.00187997+0.0132874j -0.00654853-0.00326331j 0.00292161+0.00950295j -0.00588281-0.000234998j -0.00468353+0.00228011j 0.00931195+0.00817544j -0.00232653+0.006731j 0.0140338-0.0134834j 0.00943743-0.00273593j -0.00729428-0.000266365j -0.00732797-0.00336389j 0.00237154+0.0113721j -0.00220076+0.000492964j 0.00983808-0.000477416j 0.0035254+0.0106204j -0.00164598-0.00288979j 0.00403097+0.00191085j 0.00598742+0.0102842j -0.00427056-0.0031131j -0.00718496-0.00904876j -0.00611607-0.0113854j 0.00745446+0.0101808j 0.00964701+0.00901949j -0.00282811+0.00575531j -0.000887999+0.00680755j 0.00336568-0.00847049j 0.00811306-0.0183749j -0.00333814+0.0106171j 0.00563055+0.00376053j 0.00336014+0.00503624j -0.00577494-0.00278372j 0.001632+0.00464834j -0.000743436+0.00578938j 0.00366458-0.00861133j 0.00181056-0.000548078j 0.00559473-0.000748392j -0.00605511-0.00659031j 0.00259476+0.0125722j 0.000323137-0.000350271j 0.00839122+0.000916872j 0.0166742-1.36226e-05j -0.0034923-0.0101034j -0.000377898+0.00942585j -0.000965042-0.00967132j -0.0063464+0.00484939j 0.00228677-0.00214386j -0.00128828-0.00146345j 0.0121188-0.00567063j -0.00665282+0.00530265j -0.0126533+0.00291242j -0.00310734+3.90708e-05j 0.00182639+0.00950952j -0.000246615+0.00115038j -0.000330826-0.00157092j -0.000352558-0.000379176j -0.00224532-0.00184539j 0.00578208-0.00141688j -0.0067726-0.00110168j 0.00153645+0.00369154j -0.00161119-0.00204487j -0.00227583-0.000329026j -0.000399395+0.0024283j -0.000476604+0.00468029j 0.0053818-0.00114825j 
0.00523123-0.00489645j -0.00203417+0.00196313j 0.00878896-0.0036425j 0.00191132+0.00467891j -0.00330471+0.000176603j 0.00494264-0.0024472j 0.00483609+0.00531593j 0.000254428+0.0102151j 0.00457225-0.0117516j -0.0104383-0.0087831j 0.00453305-0.00396464j -0.0117916+0.00108094j -0.00861223+0.00419151j -0.00292357+0.0142801j 0.0112131+0.000795777j -0.00463-0.00769027j -0.00305088-0.00761519j -0.00400233+0.00567287j 0.00445616-0.00370833j 0.000314095+0.00496028j -0.00363787+0.0128481j -0.00450665+0.00780777j -0.000656775-0.000339888j -0.00653004+0.00120009j 0.00398076+0.00355971j -0.0114852-0.00864136j 0.000462824-0.00626611j 0.0067747-0.00510397j 0.00240117+0.00901637j 0.00153498+0.00642881j 0.00667883+0.00747473j -0.00164056-0.0127865j 0.0031543-0.0153271j 0.00592672+0.00740175j -0.00318365+0.003728j 0.00530818-0.00170544j 0.00663958-0.0182809j 0.000137581+0.00896623j -0.00719478+0.000401873j 0.00792058-0.0139588j 0.00733744-0.0021096j -0.00381985-0.00605673j 0.00167083+0.0067701j 0.00833566-0.0021189j -0.000552043+0.00122049j -0.0101235-0.00138184j 0.000188301-0.00227253j -0.00321251+0.00902166j 0.00194249+0.000958787j 0.00695901+0.00856553j 0.00314942-0.00529523j 0.00748388-0.0253218j 0.00139618-0.000213861j 0.0051198-0.00746053j -0.00641583-0.00780779j 0.000491454-0.00317101j -0.00255451+0.012477j 0.000732859+0.00478063j 0.00622701-0.00650387j -0.00256074+0.00638237j -0.00522195+0.00557159j 0.00609693-0.00131784j -0.00174935-0.00279126j -0.000211609-0.000792909j 0.00119301+0.0281026j -0.00545259-0.0110194j 0.00029778-0.00305337j 0.00572362+0.00945299j 0.0044917-0.00114468j 0.00400434-0.00418883j -0.00503075+0.00892692j -0.00329458+0.00424231j 0.0053014-0.00586164j 0.001423-0.00673622j -0.0156183-0.00438869j -0.00447017+0.019716j -0.00864499-0.000245533j -0.00534188-0.000935487j 0.0144606+0.011352j -0.0019591-0.000635221j 0.00381208+0.00258629j -0.00619687+0.00567479j -0.00134279+0.00343671j -0.0142483+0.00219894j -0.00925548-0.00167594j -5.89757e-05+0.00179165j 0.0024521-0.0070341j -0.00227318-0.000444128j -0.000700886+0.00490614j -0.00293538-0.00148785j 0.00145999+7.64486e-05j -0.00409715-0.000549865j 0.00592318+0.00172667j -0.00158177+0.00179723j -0.00127805-0.00232227j 
-0.00268914-0.00207062j -0.00443954-0.00199134j -0.00232673-0.00125538j -0.00569666+3.74296e-05j -0.00135726+0.000321113j 0.00257217+0.00266011j 0.00497279-0.0025005j -0.0045518+0.00183039j 0.00180508-0.000919238j 0.0044282+0.00666162j -0.00169669-0.00434722j 0.00106947+0.00679497j 0.00506726+0.00270429j 0.00464879-0.00992636j 0.00302806-0.00551001j 0.0109835-0.00150511j 0.00453889+0.00199155j -0.0040049+0.00259667j 0.00421943+0.000457697j 0.00196436-0.00278244j 0.00361378-0.00884753j -0.00427731+0.00636715j 0.0137448+0.000117928j -0.00096917+0.000636253j -0.000458491-0.000880428j 0.0187706-8.73595e-05j -0.0147819+0.00190367j -0.00451382+0.010024j 0.00456067+0.000293539j -0.00130203+0.00518488j 0.00107496+0.00519894j 0.00296791+0.0110673j 0.00142725-0.00365979j 0.00964712+0.000541477j 0.00652549-0.00132559j -0.00885835+0.00841499j 0.00184806-0.000709559j 0.00393751+0.00197346j 0.00351185-0.00514115j -0.0178262-0.0117565j -0.00959531-0.0161604j 0.00543588-0.00348102j 0.00140207-0.00309474j -0.00718872-0.00510656j -0.000181333-0.00978673j 0.000919174+0.00469955j 8.83024e-05+0.00401708j 0.00451623+0.00447028j -0.00484706-0.0168883j -0.0043362+0.0200814j 0.00769571-0.0105061j 0.00323043-0.00796569j -0.00966323-0.0160464j -0.00279594+0.00451867j 0.00165375-0.00544636j 0.00309186-0.000976528j 0.00965316-0.0183657j 0.00126602+0.00592673j 0.000295229-0.019148j 0.00459798+0.00527937j 2.7473e-05+0.00574023j 0.00386758+0.00432972j -1.35234e-05+0.0162269j 0.00838586-0.0151651j 0.00817979+0.0073793j 0.000775888-0.0119131j 0.00669162-0.010093j 0.00389275-0.00412996j 0.00202167+0.00924042j -0.012563-0.00405544j -0.00320359+0.00922997j 0.00588514+0.00243286j 0.000810077+0.00383255j -0.00136434-0.00144275j -0.00200466-0.0073346j 0.00028714+0.00234041j -0.00691577+0.00294694j 0.00254559+0.00065145j -0.000324506+0.00460257j 0.00634737-1.20719e-05j -0.0096116+0.00177755j -0.00633869-0.00530778j 0.000669598-0.00166809j -0.00211103+0.00747092j -0.00492893+0.000205194j -0.00287298+0.00550673j -0.00152915-7.13953e-05j -0.000650146-0.00304462j -0.000882485+0.000452939j -0.00282592+0.000490515j -0.00129193-0.00263518j -0.00723666+0.000767749j -0.00029038+0.000897355j -0.00430357+0.00160394j 0.0023203-0.000609284j 
