-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
-0.0310083+0.0231963j -0.00778063+0.0107141j -0.0048354+0.0049759j -0.0513721+0.00528922j -0.00496057+0.022237j -0.00530977+0.00754899j -0.032925-0.0786935j -0.0436145+0.170793j -0.0964671-0.0395213j -0.0155615+0.0795815j -0.11353-0.0957633j -0.116549-0.093943j 0.0932454+0.0673225j 0.0153937-0.0734503j -0.109916+0.0273711j 0.0303856-0.0576519j -0.101378+0.0794994j -0.0145153-0.0332256j -0.104403-0.129742j 0.0891367-0.0390406j -0.0341681-0.0311143j -0.0514117-0.0846618j 0.0434224+0.0437393j -0.0571327-0.129715j 0.0264372+0.0409742j -0.0474674+0.0737022j 0.131709+0.0763182j -0.0165069-0.0205951j -0.0451797+0.0390254j 0.0755648-0.0592045j 0.00632+0.044899j 0.0911334+0.0667283j 0.0859352-0.0473753j -0.0258053-0.00715497j 0.0547781-0.0314432j 0.0144142+0.0125608j 0.0896231+0.0210004j -0.0954285-0.0549648j 0.00804115+0.00724923j -0.0571125-0.0456287j 0.00649097-0.0108705j -0.0829133+0.012356j -0.0299039-0.0781194j 0.0301255+0.0828189j -0.0329485+0.110308j 0.0162358+0.000179286j 0.00840049+0.00957605j -0.150639-0.0284828j 0.0516894+0.0299669j 0.031639+0.0528554j -0.0373308+0.000959632j -0.103884+0.107178j 0.0578015-0.0414829j -0.00816209+0.0376109j -0.0468957-0.00556046j -0.0258272-0.0462179j 0.0306432-0.0259776j 0.00795652-3.53012e-05j -0.00329287+0.0490412j 0.047603-0.0298361j 0.0251369+0.0118204j 0.0324677-0.104238j 0.0741278-0.0268045j 0.00500436+0.0445138j -0.00528329-0.0243097j -0.0541859+0.0222832j 0.00970513-0.0433475j 0.10288+0.0427964j -0.0374865-0.00215988j 0.0982094+0.0111244j 0.00807154-0.0805597j 0.0810802+0.042959j 0.0385204-0.0581709j 0.00523055-0.0022463j 0.0226804-1.38778e-16j 0.0166153-0.00502797j 0.000500811+0.104442j -0.0046258-0.0246937j -0.00417376-0.0661496j 0.0417323+0.0625414j -0.0299776+0.0288839j 0.0875387+0.0172937j 0.0616033-0.00670038j -0.0149928-0.033427j 0.0383645+0.024749j -0.0451206-0.00606246j -0.0205295-0.0202035j 0.0126927-0.0499138j 0.0130345-0.0326295j -0.0672052-0.0259557j -0.044229-0.0147465j -0.0072987-0.0702086j 0.0284977-0.0361892j 0.0296324+0.00587573j 0.0143098+0.0228289j 0.0124613+0.0144311j 0.016259+0.0100783j 
-0.00206403-0.0135314j 0.0248992-0.0116967j 0.0567538+0.00732405j 0.0117006-0.0345535j 0.00125871+0.0708698j -0.0464354+0.0554441j 0.115131+0.0343164j -0.0240231-0.13434j 0.0484297+0.126673j -0.0663077-0.00540286j 0.124146+0.0324691j -0.115674-0.149155j -0.000175628+0.0516284j 0.0524603+0.150527j 0.0523467-0.0238837j 0.0339218-0.0600764j -0.00559509-0.0135386j -0.0257735+0.0523173j 0.0713913+0.112786j 0.0497594+0.00837302j 0.134723-0.00316547j 0.0279778-0.078123j 0.00554081+0.0250871j 0.0395656-0.0751394j -0.0472653+0.0586264j 0.0188977+0.129981j -0.112275-0.0127049j 0.0219972+0.014262j 0.0231471+0.0459251j 0.045235-0.029655j 0.00831785+0.0210815j 0.0510776-0.0390032j -0.00900951-0.0872548j 0.0149691+0.11017j -0.0258317+0.0524139j -0.0067389-0.0671434j 0.0664494+0.0111771j -0.00213311-0.028653j 0.0266185+0.0280159j 0.0143867+0.0502766j 8.65071e-05-0.0164045j 0.000611742+0.03089j 0.0298001-0.0206255j 0.076394+0.112248j 0.0295433-0.023721j 0.0109814+0.0652961j -0.0796768-0.0646203j 0.0180871+0.0459747j 0.0482559+0.0553983j 0.00469095-0.0207787j 0.00986972+0.0579609j -0.0187093+0.065747j 0.0131078-0.0152536j -0.0937044-0.0485274j 0.0237407+0.0119281j -0.022637-0.0951109j -0.0595398-0.0111728j -0.000804643-0.0634471j 0.00659178+0.0502494j -0.0110873-0.0140708j -0.0112151+0.0208534j -0.0235186+0.0194962j -0.0465465+0.0573028j 0.0610684+0.0174379j -0.0168075+0.0210972j 0.0272425-0.0582779j -0.0200871+0.0458247j -0.0613861+0.0725013j -0.0446321-0.0345724j -0.0235936-0.029692j -0.10889-0.0351463j -0.000310819-0.0144769j 0.0918668-0.00364376j -0.00292749+0.00246846j 0.0166153+0.00502797j 0.00694059-1.63758e-15j -0.0694835+0.0234601j 0.0512775-0.0321341j -0.0376059+0.0630969j 0.0555518+0.0312696j -0.00439506-0.0336166j 0.0445507-0.0334634j -0.0460791-0.0121507j -0.058351-0.0550162j 0.0678901+0.0499484j 0.0662522+0.00814641j 0.0382873+0.0204617j -0.0476867-0.00879552j 0.0293803+0.000415857j 0.0347228-0.0281563j 0.0105029-0.0655356j 0.0205625+0.00867403j 0.027365-0.000958597j 0.0142317-0.00719446j 0.00484871+0.0122477j -0.0185848+0.0263284j 0.00480415-0.00442147j 
-0.0171801+0.0534438j 0.0281196-0.0108148j 0.0368967-0.102578j 0.0180992-0.0134227j -0.0801485+0.0401151j 0.036233-0.056563j 0.103492-0.056313j 0.00148413-0.099839j -0.0623713-0.0806044j 0.0284196+0.0322964j 0.0429548+0.0383802j -0.0263174+0.0035038j -0.171254-0.109265j 0.00171233+0.0198063j -0.0520802-0.0618808j -0.0724133-0.00995631j 0.0212601-0.0445827j 0.0766009-0.157457j -0.0104528-0.0685816j 0.0194751-0.0355227j -0.0295333+0.111379j -0.037289-0.0691322j 0.0187428-0.0276096j -0.0443-0.0303667j 0.0738739+1.18875e-05j -0.00958849+0.0081101j 0.110162-0.0103613j -0.0559979+0.0725199j -0.120358-0.0438012j -0.0915893+0.0303329j -9.87066e-05-0.074038j -0.00203493-0.00153946j -0.138111+0.0153166j -0.000258267-0.0202445j -0.0207113+0.0444225j -0.0373837+0.0135872j -0.0905282-0.0750275j -0.0771376+0.057479j -0.060607-0.080473j 0.0278145-0.0699396j -0.0558627-0.0276749j -0.0540101+0.0412028j 0.0411722-0.0522794j 0.053779+0.0339297j 0.0270898-0.00133922j 0.0195017+0.0119727j -0.0664229-0.0182734j -0.0740683+0.0156493j -0.0361848+0.00704614j 0.0380872+0.0757169j -0.00652455+0.0498397j -0.0238825-0.0212973j 0.110651+0.0229395j -0.0247122-0.103232j -0.05458+0.0393001j -0.0302813+0.0141344j -0.0671733+0.00481018j -0.0334941+0.0150372j -0.0473072+0.0757295j 0.0348864-0.047295j -0.02782+0.0325332j -0.0402261-0.0276965j -0.0845492+0.0612723j -0.0220742-0.0392583j 0.0100972+0.044172j 0.00737882+0.0551363j 0.00397488-0.0227706j -0.00357894+0.0374164j -0.0120528+0.0034138j -0.0189271+0.00737119j 0.023864+0.00179831j -0.00630222-0.0819857j -0.0261977-0.0119607j 0.0150158+0.0190268j 0.000500811-0.104442j -0.0694835-0.0234601j 0.0141537-7.07767e-16j -0.0570453+0.0480085j -0.108053+0.0288229j 0.0231271-0.00338391j -0.104601+0.027392j 0.0360561-0.0196329j 0.0396326-0.0202144j -0.0233448+0.0079777j 0.0116323-0.00594511j -0.00518546+0.00289871j -0.00552465-0.00842088j 0.0261275-0.00831932j -0.0127418+0.0315652j 0.00461773+0.0404842j 0.00386699+0.029792j -0.0294584-0.0135673j 0.0253984-0.0132495j -0.0187076-0.0390133j -0.0353181-0.033007j 0.0237358-0.0111456j 6.98381e-05+0.0358814j 
0.0320477-0.0115759j 0.0150053-0.0098821j 0.00389013-0.00664558j -0.0416947-0.127928j 0.00467658-0.112845j 0.183048-0.000945769j 0.0166326+0.0167918j -0.0229958+0.0570255j 0.138838+0.00766087j 0.158232+0.145227j -0.129721-0.178937j -0.131007+0.0225759j 0.0666124+0.050528j 0.0373114-0.0885816j -0.0861952-0.000245868j -0.0321261-0.0436289j -0.114035-0.0373956j -0.00713012+0.00633665j 0.0575643+0.166558j -0.0401405+0.0247293j 0.0315671+0.00217322j -0.0629914+0.0320572j -0.0482666-0.0537309j -0.0113967+0.0726497j 0.0166237-0.0977837j 0.122901-0.030406j -0.131731+0.022216j -0.10967+0.0225782j -0.0184976-0.0527216j 0.0628725+0.0501105j 0.016427+0.0130968j 0.034071+0.0292868j -0.0383439-0.11499j 0.0303833+0.0283229j -0.0512815-0.0371382j -0.0715026+0.0641857j -0.0133594-0.0110144j 0.0334815-0.0282421j -0.0123882+0.0208896j -0.0607475+0.040994j -0.0940611-0.0172155j 0.00767508-0.0194742j -0.0229946-0.123463j 0.0322111+0.0280292j -0.0211172-0.0316595j 0.00687453+0.0515211j 0.00783973-0.0665976j -0.013109+0.0252927j -0.0121777-0.0329767j 0.00924406+0.0286688j -0.0493905+0.0212804j -0.0375305+0.00357362j 0.0390416-0.0173197j 0.0635553+0.12415j 0.0256106-0.0363894j -0.0298665-0.00131995j -0.0181168-0.0563962j 0.00289262+0.00568564j -0.0498247+0.021904j -0.0102312+0.00816512j -0.0169741-0.0269856j 0.011726+0.0627149j -0.00288998+0.0384566j -0.008489+0.0533045j -0.0409571+0.00918921j -0.0497654+0.0675512j -0.052085-0.0343731j 0.012176+0.0268686j -0.0302481+0.0299951j -0.00516276+0.0398926j 0.0130934+0.00135246j -0.0123166-0.0227025j -0.0639519-0.0187656j -0.00418596+0.0471063j -0.0046258+0.0246937j 0.0512775+0.0321341j -0.0570453-0.0480085j 0.00430386+1.80411e-16j 0.0135522+0.0437875j 0.0516443-0.0250091j 0.045605+0.0446456j 0.0235711+0.0267172j -0.0108433-0.0158035j 0.0237132+0.0217541j 0.0211331+0.00225922j 0.00505217-0.0279683j -0.0697015-0.0298795j 0.0288487-0.0265406j 0.0540817+0.0209906j 0.035215+0.00709516j 0.0585881+0.031664j -0.0267485-0.0892381j 0.00182868-0.0587831j 0.025494-0.0747326j 0.0154043+0.00216698j -0.0212401-0.00757383j 0.0135385+0.0167302j 
-0.0372743-0.0704106j 0.0313075+0.0605753j -0.0630809-0.0147544j 0.0238538-0.0449848j 0.00346574+0.00696063j -0.00230223+0.0426314j 0.0222344+0.048681j 0.0304651-0.0756657j 0.0409526+0.0600566j 0.119598+0.163807j 0.0337185+0.165878j -0.126983+0.0220893j 0.00285053-0.0602436j -0.142189+0.019858j 0.115432-0.0752098j -0.0639816-0.0508143j 0.00890004+0.103291j 0.0281026+0.0512983j -0.0995269-0.227689j -0.124165-0.0175351j -0.0350817-0.00612368j 0.00426391+0.0162289j 0.0537429-0.0371142j 0.0695089-0.014018j 0.164851+0.0565582j 0.0313319-0.0303008j 0.081555+0.0642611j -0.0486394+0.000329855j -0.0725451-0.0831196j -0.00632062-0.0472277j -0.0230467-0.00688966j 0.00976901-0.0192581j 0.0728842-0.0444698j 0.00148869-0.0285891j 0.0756825+0.0606559j -0.0161932-0.0399176j -0.0337495-0.0138086j 0.0294246-0.0775181j 0.0685844+0.0185486j -0.0536838-0.034341j 0.0364643-0.0284876j -0.0145796-0.00113462j 0.0113362+0.122732j -0.0291788+0.00111593j 0.00389068+0.0221658j 0.0340766-0.00711198j 0.0527331+0.0205287j 0.0205774-0.0809983j 0.00294+0.0347976j 0.0309747+0.0775712j -0.0834962-0.0166304j -0.0534715-0.0804215j 0.00773971-0.0069259j -0.0130943-0.103776j -0.0244823-0.0391242j -0.0399377-0.120332j -0.0394253+0.0509896j 0.00433301-0.0299575j -0.00362237-0.054656j 0.0165165+0.0379766j -0.0180126+0.023781j 0.0842963-0.0189843j -0.0150233+0.0479793j 0.0144826+0.0186648j -0.0130157+0.0332034j 0.0445647-0.00985787j -0.0216568+0.0635688j -0.0166611+0.0112948j 0.0490448-0.0040499j -0.0262584-0.0510235j -0.00661903+0.0173907j 0.00359186+0.0267665j 0.0414266-0.0228006j -0.000385917+0.0376924j -0.00417376+0.0661496j -0.0376059-0.0630969j -0.108053-0.0288229j 0.0135522-0.0437875j 0.0338682+9.29812e-16j -0.0780006-0.0169212j -0.0268804+0.00189788j -0.0190624-0.01533j -0.0414118+0.00658126j -0.0303046-0.0749744j -0.0351167+0.00908807j 0.0246747-0.0209932j 0.00866084-0.0419469j -0.00781109-0.00994196j -0.0323648+0.00850649j -0.0180875+0.0123842j -0.0312611-0.0303756j 0.0249364-0.0235902j 0.0421379-0.00290633j 0.00536787-0.00909529j -0.0246856+0.0440685j -0.0239279+0.0973976j -0.0161277+0.00553549j 
0.00424089-0.0080035j -0.0260723+0.00705563j 0.042065-0.00536893j 0.0446779-0.0491481j -0.0621156+0.091004j -0.127738+0.0838986j 0.0226398-0.121007j -0.0856868-0.152674j -0.0260043-0.134521j 0.0195175-0.00347693j -0.193165-0.00116056j -0.00718645-0.0136781j -0.0559518+0.0154205j 0.0568797-0.142544j -0.121585-0.0426572j 0.101387-0.0337031j -0.00935144-0.126071j -0.0630731+0.103937j -0.0695176-0.0755362j 0.0676184+0.00634931j 0.0680791-0.100882j 0.0411932-0.00875819j -0.100547-0.0638424j -0.0349698-0.0431615j 0.0163804-0.0354487j -0.0545281-0.0332801j 0.00487054+0.00962556j -0.165823-0.0594473j -0.0367479-0.0572562j -0.0603472+0.108069j -0.0524691+0.0522107j -0.0371466+0.0249804j -0.0257709+0.00497804j -0.033316-0.0687661j -0.0124679+0.0210216j -0.0508551+0.0251639j 0.0120421+0.016897j -0.0463234-0.0849655j 0.00303874+0.0385669j -0.0912764+0.0234693j -0.0961557-0.014789j 0.00289318-0.0491964j -0.00706496-0.0135527j 0.0212802-0.00753814j -0.0862859-0.0628391j -0.0401099-0.0725561j 0.0389111+0.0325835j -0.0720604-0.0419167j -0.0142371+0.0463162j 0.0401281+0.0534101j -0.0646334+0.0580654j 0.00277357-0.0919711j 0.0295029+0.068192j 0.0253819+0.0469146j 0.0296702-0.0466688j 0.0184504-0.0360274j 0.0144453+0.0347484j 0.0721902-0.0616019j 0.00917858-0.060742j -0.0303801-0.0319741j -0.0274343+0.00665442j -0.049831+0.0589168j -0.0570789+0.0762864j 0.0386059-0.00752549j -0.0331573+9.7633e-05j 0.0822875+0.00374071j -0.0462873-0.00565222j 0.018242+0.0167317j -0.0364467+0.0742445j -0.00781541+0.0200468j 0.0207609-0.0273047j -0.015087+0.00959785j -0.0183771-0.0374774j 0.0300585+0.0291516j 0.0417323-0.0625414j 0.0555518-0.0312696j 0.0231271+0.00338391j 0.0516443+0.0250091j -0.0780006+0.0169212j -0.0127231-4.57967e-16j 0.0549137-0.00132447j 0.0790243+0.0157684j -0.0173686+0.0176166j 0.0746193+0.032001j 0.0745951+0.0183676j -0.0319002-0.0430614j 0.0106493+0.0407389j 0.000560474+0.00409125j -0.00553773+0.00986789j 0.0344741+0.0323089j 0.0103743-0.00785264j -0.0165518-0.0242991j 0.0465466+0.0499512j 0.0155332-0.00466234j -0.0114797-0.0550408j 0.00787448-0.0204075j -0.0119314+0.000267715j 
0.0347171+0.020909j 0.0111799+0.0384519j -0.0573161-0.0346751j 0.0641223-0.0484762j 0.0648488-0.115328j 0.0869457+0.0368148j -0.109395-0.0332329j -0.0277967-0.0673137j -0.0157447-0.0438058j -0.0524392-0.256327j -0.0339895-0.0337114j 0.148744-0.0188114j -0.00902074-0.071034j 0.150065-0.0379673j -0.0307381+0.0609994j -0.00417092+0.0358155j 0.0874887+0.22207j 0.00604561+0.00974059j 0.0509512+0.0527425j -0.0743979+0.060078j -0.0741432-0.00170186j -0.0333089+0.025895j 0.0761179+0.0145612j 0.0191308-0.0420673j -0.100612+0.0115754j 0.0108485+0.0141712j 0.0501679+0.127002j 0.00698661-0.000760637j 0.0669321+0.00911644j -0.0587094-0.101815j 0.0514949+0.163261j -0.0193922+0.0464827j -0.018814-0.072168j 0.0531248+0.0267992j 0.0643865-0.138576j -0.00415339+0.0408227j 0.0320159-0.0101671j -0.149234-0.0382753j 0.00360848+0.0429814j 0.110039+0.1175j -0.0140055-0.0639734j 0.00245854-0.0316261j 0.00816194-0.0352646j 0.0470441-0.0177689j -0.0720708+0.0494552j -0.0552353-0.0089349j 0.053692+0.0818947j 0.0207268+0.0612159j 0.00792543+0.0449079j -0.0391549-0.021136j 0.0503315-0.0685839j -0.0542541+0.00796975j 0.0182348+0.0227939j -0.00408158+0.0226256j 0.102092-0.00507715j 0.0145734+0.0287199j -0.022146-0.0509183j 0.0245977-0.0193324j -0.0220655-0.032565j 0.034194+0.00551176j -0.01903+0.00535796j 0.00703784-0.0230259j -0.0369393-0.00502185j -0.0163108-0.105705j -0.0106913+0.027111j 0.0139517-0.0376573j -0.0553626+0.0246822j 0.0817407+0.0473615j -0.0247934+0.0155362j -0.00567807-0.0618371j -0.0228772-0.0369407j 0.0998225-0.0107744j -0.0139296+0.0404115j -0.000822119+0.0252469j -0.0299776-0.0288839j -0.00439506+0.0336166j -0.104601-0.027392j 0.045605-0.0446456j -0.0268804-0.00189788j 0.0549137+0.00132447j -0.0146019+1.38778e-17j -0.00321123+0.0328328j 0.0295494-0.0553343j 0.00322033-0.022701j -0.0126874-0.00727614j 0.023579+0.00646458j -0.0190909-0.0342154j -0.000817109+0.0321096j 0.0358406-0.039704j 0.0386387+0.00570035j -0.00747576-0.00949884j -0.00416827+0.0212266j -0.0489326-0.0642708j 0.018061+0.014195j 0.0231373-0.0804785j 0.0105389+0.00787924j 0.00647791+0.0121394j 
-0.0236361+0.000501573j 0.0149883+0.0194185j 0.0665941+0.111955j -0.0428337+0.0487556j -0.21984+0.116597j -0.00143468-0.278799j -0.00770397-0.0788237j 0.000994376-0.0354485j -0.0664622-0.0015552j -0.0202616-0.00582515j 0.0619779+0.0791902j 0.105131-0.0291433j -0.00966241+0.0849551j 0.109015-0.00220808j -0.0417247+0.0106957j -0.0728553-0.209475j 0.0819604+0.00270339j -0.0645583+0.120279j -0.0178632+0.0229085j 0.0411852+0.0477182j 0.0767402-0.0275355j -0.000723694-0.0420813j -0.00988369-0.0439345j 0.0748896-0.00747811j -0.0848911+0.0420845j -0.0429624-0.0552514j -0.0418977+0.0906514j 0.0933824-0.00423869j 0.0365034+0.057164j 0.0793718+0.058624j 0.00936975+0.020058j -0.0402683-0.0271186j 0.0573828-0.0491888j 0.0603585+0.0396232j 0.0982366+0.0375066j 0.0101273+0.0558926j -0.0533005+0.0353649j -0.0464995-0.0519041j -0.00509252+0.0375976j 0.0282343+0.0644341j -0.0198307+0.0207361j -0.0259193-0.016295j 0.0448017+0.00345554j -0.0486251-0.0206978j -0.0177594-0.0100882j -0.0390361-0.0134605j -0.00716434-0.0294166j 0.0305114-0.0479752j 0.0237334+0.0128567j 0.0134249-0.0250011j 0.0568548-0.0292057j -0.0228285-0.0217782j -0.0259153-0.00415109j -0.00723486-0.0559897j 0.002485-0.00660256j -0.0273323+0.0487833j -0.0974684+0.0750318j 0.014431+0.00455989j -0.060554+0.0180365j -0.00126534-0.0774395j 0.0206181+0.0557688j 0.0065458-0.0127327j -0.0311949-0.00362074j 0.0587348+0.010172j -0.0312789+0.0698056j -0.0128775+0.0313711j 0.00032127+0.0484898j 0.0378469+0.02595j -0.0169705-0.00791015j 0.0410168-0.0191704j -0.0102188-0.00863272j -0.0271305+0.0264648j 0.0107052-0.0133738j 0.0516345-0.0474059j 0.0875387-0.0172937j 0.0445507+0.0334634j 0.0360561+0.0196329j 0.0235711-0.0267172j -0.0190624+0.01533j 0.0790243-0.0157684j -0.00321123-0.0328328j -0.0323073-9.71445e-17j 0.0298902+0.0104394j 0.0774781-0.0023986j -0.0285167+0.0119632j 0.0238532+0.0549505j 0.0999674-0.0257878j 0.035498+0.00706283j -0.0267275-0.0142549j 0.028788-0.0193841j -0.0331525+0.0109376j -0.0612607-0.0137186j 0.00108241+0.0052109j 0.0196056+0.0328579j 0.0346804-0.00475108j 0.0114943-0.0173571j -0.00189674+0.0112192j 
-0.0361406-0.0169894j 0.106583+0.0257266j -0.192223+0.0298402j -0.126591-0.234716j 0.0707876+0.182963j -0.151337-0.0105342j 0.133922+0.0446696j 0.00303306+0.0278196j 0.160336+0.0340973j -0.0827503-0.0153343j -0.0671978-0.0829558j 0.0985646+0.0265242j 0.0037234+0.00734317j 0.0179589+0.0991565j -0.0891148+0.146068j -0.0163621-0.057916j 0.0362474+0.0717119j -0.119107-0.0368006j 0.0251395+0.061j 0.0340777-0.0148214j -0.136863-0.0702844j -0.152707-0.00770446j -0.0306852-0.0376596j -0.0517903-0.0382957j -0.0845793-0.0646197j -0.0371392+0.00594172j -0.0367147-0.0773893j 0.0418986+0.0704741j 0.0186519+0.0150995j -0.00823298+0.003232j 0.0187445-0.00378941j 0.0174741+0.0276518j -0.00473162+0.0550195j -0.0755833-0.0225338j -0.0804715-0.0425502j 0.0774937-0.0528306j -0.0317534+0.0257026j 0.00795736+0.0314363j -0.0427667-0.0684087j 0.0624319-0.0120758j 0.0409522+0.0151079j -0.0277548+0.0367262j 0.0198009+0.00785545j -0.0340072+0.0140601j 0.028488+0.0151625j -0.0355709+0.0364223j -0.0133986-0.0365834j -0.0177879+0.0230035j 0.0202394+0.0276817j -0.0121868-0.0184491j 0.0146892+0.0124961j 0.0081094+0.00572545j 0.0544207-0.0309462j -0.0659964-0.0679021j 0.0139504+0.0121274j 0.0649857+0.0397747j -0.00794716-0.0360435j -0.0598707-0.0406798j -0.00438929+0.0168993j 0.0157857+0.00360015j 0.00186879+0.0055784j -0.0132932-0.026597j 0.0362891-0.0334856j 0.010763+0.000237208j 0.00732599+0.0243652j 0.00113571-0.0822531j 0.00939217-0.0488862j 0.0374463-0.063061j 0.0185345+0.00760936j 0.0111668+0.0151017j 0.0473624+0.00986958j 0.0161669+0.00728091j 0.00157529+0.0312796j 0.0533958-0.0427235j 0.0616033+0.00670038j -0.0460791+0.0121507j 0.0396326+0.0202144j -0.0108433+0.0158035j -0.0414118-0.00658126j -0.0173686-0.0176166j 0.0295494+0.0553343j 0.0298902-0.0104394j -0.0293587+2.08167e-16j -0.0137635-0.0279476j -0.00474862+0.0172724j -0.0105441-0.000816915j 0.0650552-0.00772186j -0.0220508-0.0598074j -0.0923348-0.0114712j 0.0271706+0.0508001j -0.0582471-0.0300213j 0.0208448+0.0400096j 0.0223394-0.100589j -0.0076123-0.049579j -0.0249768-0.024596j -0.0053694+0.0713025j 0.00372134-0.0158435j 
0.0519157+0.0285085j -0.00157104-0.0553007j -0.0939365-0.0142253j 0.0636908-0.0133998j -0.0772892+0.0474402j -0.104029-0.0203034j -0.00149371-0.0711396j 0.169865+0.00250941j -0.00467614-0.0230875j 0.0216368+0.0184167j -0.126931+0.0142016j 0.0209947-0.138232j -0.00674558-0.262742j 0.0676592+0.00260121j -0.0779548-0.00944644j 0.0254532+0.127838j -0.020602+0.0941323j 0.0259013-0.0409997j -0.0474148-0.0849311j -0.037236-0.0344365j 0.154668+0.0704144j -0.106824-0.0360585j 0.101709-0.086726j 0.093292+0.0222749j 0.0096855-0.0354531j 0.0577391-0.0220983j -0.119005-0.076798j -0.0352398-0.164457j -0.0365346+0.0569371j -0.00437682+0.0105119j -0.0195271-0.0121721j 0.0037557-0.0877338j 0.00923262-0.073315j 0.0602132+0.0134012j -0.0291519+0.0889893j 0.0480467-0.0738602j -0.00271724-0.0146027j -0.0232306+0.0490161j -0.0757719+0.0235767j 0.0109699-0.0440824j -0.0506453-0.0219352j 0.025821+0.0059018j -0.00530062+0.0488178j -0.0177484-0.05823j 0.0593647-0.0338067j -0.088362+0.0026298j 0.0388006-0.0195086j -0.0861689+0.00650832j -0.0298443-0.00046003j 0.0117924+0.0137526j -0.0277715+0.00119256j -0.0113164+0.0221482j -0.0104868+0.0480938j -0.0247019+0.0473575j -0.00572868+0.0625763j 0.0167241+0.06527j -0.030811-0.0103444j 0.00603328+0.0685818j -0.000683878-0.00592676j 0.0195191+0.0273342j 0.0163806-0.0112492j -0.0316056-0.0291296j 0.00824921+0.0211779j 0.00648566+0.023031j 0.0416146-0.0204437j -0.00976308+0.0329854j 0.0214764-0.000581815j 0.0855091+0.0172843j 0.0308445+0.00254589j -0.0565802+0.0197003j -0.0454194-0.0343493j 0.0333885+0.0714895j 0.0487512+0.011078j 0.040536-0.0170768j -0.0149928+0.033427j -0.058351+0.0550162j -0.0233448-0.0079777j 0.0237132-0.0217541j -0.0303046+0.0749744j 0.0746193-0.032001j 0.00322033+0.022701j 0.0774781+0.0023986j -0.0137635+0.0279476j -0.0790726-6.10623e-16j 0.0402434+0.00858513j -0.00206703+0.0202762j -0.0199258-0.0387006j -0.00920571+0.0217152j -0.00649369+0.0378931j 0.00706676+0.0004869j -0.00279216+0.00469583j -0.00935582-0.0208585j 0.012714+0.0444608j -0.000196294+0.0473842j -0.0108516-0.0344488j 0.036858-0.0068192j 0.0218615-0.00971138j 
