-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
-0.0259361-0.0651178j -0.0151651+0.00116726j -0.0417968+0.0524707j -0.010822-0.0230193j 0.0362266+0.0287198j -0.0229927+0.0129007j -0.0313212-0.0716357j -0.0181581-0.0187039j -0.0212925-0.00705912j -0.003716-0.00970977j 0.020563+0.0635141j -0.0305526+0.0305399j -0.0285182-0.0668878j -0.0449666+0.0348207j 0.023121-0.041281j -0.0666595+0.0322957j 0.0768051+0.0717118j 0.038148+0.0270106j -0.00775144-0.0945038j -0.0682919+0.00164269j -0.016025-0.107057j -0.0528322-0.0482229j 0.000266526-0.108522j 0.0569593+0.118332j -0.0554118-0.00032299j 0.0616758+0.0246065j 0.0620395-0.0139468j 0.0560013-0.0388268j 0.00429323-0.0557023j 0.101584+0.0438414j 0.0177263-0.0455732j 0.0179412+0.00716326j 0.0555715+0.0294675j 0.037742+0.0375148j 0.00193812+0.0123247j 0.0306316-0.016431j -0.0881545+0.0503777j 0.0287286-0.0179397j -0.0398466+0.0040232j 0.00136997-0.0907688j 0.00855106+0.0280261j -0.0247947-0.0329381j -0.0304216-0.00783929j -0.0237798-0.0847534j 0.0582344-0.0431811j -0.0364836-0.0486929j 0.0235129-0.0898586j 0.0707033-0.0810046j -0.00519693+0.0580379j 0.0393387+0.0701042j -0.0853362+0.0370887j -0.106707+0.0150679j -0.00426532-0.0648084j 0.0072291-0.0528467j -0.0452594+0.0651789j 0.00298664-0.0757501j 0.103546-2.96503e-05j -0.110089-0.0355526j 0.0147971-0.0746147j 0.0243567+0.0406223j 0.00805733+0.00675545j 0.0208832+2.35922e-16j 0.0113816+0.049866j -0.0164963+0.103265j -0.0864717+0.0693721j 0.0353166-0.0312205j 0.0325424+0.0281014j 0.106931-0.0991276j -0.0735256-0.0311162j -0.019673-0.0305224j -0.00972133-0.0344364j 0.0492276+0.0146977j 0.0218541+0.0613989j 0.0827947+0.039394j 0.0324677+0.104238j -0.0235186-0.0194962j -0.0402261+0.0276965j 0.011726-0.0627149j 0.0842963+0.0189843j -0.049831-0.0589168j 0.00703784+0.0230259j 0.0065458+0.0127327j -0.0132932+0.026597j -0.0316056+0.0291296j 0.0535345-0.0290975j 0.0550664-0.0236965j 0.00302992-0.0620034j -0.0114794-0.0280929j -0.0053129+0.0140031j 0.00632719-0.0349426j 0.0216044-0.0476197j 0.0383691+0.00272283j -0.000230627-0.0123164j 0.0224837+0.0188724j 0.00927138-0.017781j -0.0159279+0.00138844j 0.0232664-0.040308j 
-0.0348825-0.0515485j -0.0180107-0.000513352j -0.0309094-0.0272589j 0.0508332+0.0424241j 0.00849231+0.0115208j -0.062902-0.0691016j 0.0313333+0.0108936j 0.00241917-0.0191913j -0.0131554+0.00859819j 0.0449721+0.0856389j -0.017299-0.0393079j -0.0638234-0.0554332j -0.0068336+0.0243018j 0.0682567+0.0084232j 0.110815-0.0479356j 0.07996-0.0621493j -0.129085-0.0689046j -0.0503167+0.0671209j 0.0367562-0.00758262j 0.0529468-0.00886113j 0.0239919+0.122801j -0.0154968+0.0502279j -0.0269716+0.0456589j 0.0634356-0.108072j -0.0127491-0.104878j 0.0399794+0.0649181j -0.0693068+0.0215827j -0.116291+0.0268951j 0.0427294+0.014606j -0.0414183-0.00152983j -0.0956628-0.0749964j -0.00814103-0.00221638j -0.0503199-0.0999957j 0.0617241-0.0725809j -0.0715866-0.13813j 0.0656242+0.0696707j 0.0818203+0.00724342j 0.0635936+0.0747178j 0.155078+0.0497833j 0.00496578+0.0801548j 0.0490412-0.0102854j -0.0560583+0.112929j -0.0399535+0.00836955j -0.00259666+0.0138639j -0.0364917+0.0278458j -0.100348-0.0405934j -0.0215097-0.0118305j 0.0974857+0.0656027j 0.028547-0.0157367j -0.00955897-0.0220629j 0.0113863+0.00936239j 0.128753+0.0681308j -0.0339575+0.0574094j -0.0652496+0.0247395j 0.00926314+0.0175693j 0.000979239+0.0367007j -0.0308145-0.0330415j 0.0723984-0.0942952j -0.0114877-0.00832435j -0.0832867+0.00418145j -0.00226615+0.0139891j 0.0113816-0.049866j 0.0563898+9.15934e-16j 0.058277-0.0271222j -0.0212615+0.0467476j 0.117512+0.0450283j -0.0188203+0.0521352j 0.0166563+0.00967644j 0.0963581+0.0362446j -0.0475042+0.00428002j 0.0486527+0.0317517j 0.00675192+0.0344983j 0.0571203+0.00146565j -0.0364689-0.0779942j 0.0741278+0.0268045j -0.0465465-0.0573028j -0.0845492-0.0612723j -0.00288998-0.0384566j -0.0150233-0.0479793j -0.0570789-0.0762864j -0.0369393+0.00502185j -0.0311949+0.00362074j 0.0362891+0.0334856j 0.00824921-0.0211779j -0.0130781-0.0259794j -0.026232+0.0647859j 0.0273127-0.0096077j -0.0203976-0.0282745j -0.00525702+0.0343418j -0.0154902-0.0119696j -0.0403281-0.0389438j 0.00278344+0.0315559j -0.0102272-0.0105176j -0.0154595+0.0588347j -0.0172919+0.0122307j -0.00987269+0.0304939j 0.00278121-0.0233777j 
-0.020871-0.00670781j -0.0126027-0.00445838j -0.00487122-0.065326j 0.0247036+0.00547555j -0.0244361-0.0586671j -0.017826-0.0511742j 0.0250879-0.0277582j 0.0344711+0.0377548j 0.0108458-0.0434152j 0.0835226+0.114015j 0.0126693+0.0781769j 0.0361072+0.0722297j 0.0266635-0.0609064j -0.0510763-0.0185344j -0.034403+0.0364594j 0.0182822-0.0326883j -0.0385598-0.0659116j -0.0707663-0.0704157j 0.132687+0.173782j 0.0291398+0.0341035j -0.0874385+0.048213j -0.0458627-0.0631577j 0.0373957-0.00729577j 0.0816673-0.0735923j -0.0549107-0.0634994j 0.0230463+0.0874644j -0.182946-0.120471j 0.0204392-0.0594119j 0.0899814+0.0408782j 0.0387567-0.00289621j -0.0600398+0.00492672j -0.0548935+0.00887603j -0.10757-0.0881179j -0.00450121+0.0254453j -0.0879953-0.013218j 0.0996557-0.0146763j -0.10246+0.0163235j 0.0665989+0.0505852j -0.0215338-0.0408671j 0.0897535+0.0456739j 0.10124+0.0273081j -0.0162393-0.0385075j 0.00490234-0.0774645j -0.0999383+0.0796755j -0.0378683-0.00373269j -0.0325482+0.0254409j -0.0496026+0.010494j 0.111362-0.0328228j -0.035662+0.0470224j -0.030275+0.0909589j -0.0176426+0.0142125j -0.136717+0.0088257j -0.0527219+0.0238173j -0.0807209+0.0326702j 0.0579809-0.0207788j 0.0172297+0.0393177j 0.0942229+0.0549151j -0.0810505-0.0644464j 0.0439188+0.0189201j 0.133669+0.00607045j -0.104743-0.00424486j -0.0164963-0.103265j 0.058277+0.0271222j -0.0361544-3.95864e-15j -0.061387-0.00596712j 0.119719+0.140343j -0.0100109-0.0519374j -0.0655109+0.0527143j 0.0582171-0.00267003j 0.00783756+0.0508717j 0.00799382+0.00494076j 0.0368403+0.0967408j 0.0283265-0.0129514j 0.0238229+0.104249j 0.00500436-0.0445138j 0.0610684-0.0174379j -0.0220742+0.0392583j -0.008489-0.0533045j 0.0144826-0.0186648j 0.0386059+0.00752549j -0.0163108+0.105705j 0.0587348-0.010172j 0.010763-0.000237208j 0.00648566-0.023031j 0.0247639-0.0188636j -0.00204556-0.0636347j -0.029159-0.0713649j 0.0441809+0.0441518j -0.0124855-0.0119075j -0.0410047+0.019837j -0.0153316+0.0376244j 0.0294052-0.06838j -0.0124828+0.0852769j 0.00552754+0.0129612j -9.79887e-05+0.0173988j -0.012074+0.0266002j -0.00815637+0.00193116j 
0.0155469-0.0188297j 0.00139878-0.00872613j -0.0109781+0.0552935j -0.0190736-0.0441922j 0.0449768-0.0386774j 0.0013577+0.0183677j 0.0239013-0.0191463j 0.0675889+0.0265023j -0.0910646-0.0248169j 0.0224264+0.021977j -0.0498793-0.0486581j -0.0173107+0.0523916j -0.0195472+0.0117881j 0.0373919+0.0841132j -0.0926488-0.0931415j 0.0349322-0.0799439j 0.0611106-0.00182596j 0.0625041+0.0560652j 0.011138-0.0321196j -0.0690788+0.0753899j 0.114631-0.0556698j -0.062303-0.0867428j -0.0306937+0.0999436j -0.158467-0.0544596j 0.0296951+0.0366088j 0.00992996-0.0800082j -0.111778-0.0244793j 0.0219138-0.0447263j 0.137605-0.0866181j 0.0093285-0.0169408j -0.0306066-0.0693845j 0.0290338+0.0353466j 0.0756365+0.0265548j -0.0747578+0.0389385j -0.000595544+0.0103392j 0.0536787-0.113842j -0.099085+0.0347009j 0.0527456+0.0501428j -0.0493249-0.0111153j -0.187754-0.0129015j -0.0341274+0.125457j 0.0124427-0.0478574j 0.0324641-0.000587875j 0.0357146+0.000113341j 0.0589061-0.0146995j 0.0287397-0.0726381j 0.115363+0.0461228j 0.0265457+0.0530897j 0.0148169-0.00259334j -0.0290468+0.0332249j 0.0514211+0.00880701j -0.0256746-0.00971796j -0.0515097-0.0803159j 0.0495519-0.0107569j -0.066433-0.0384209j 0.101594+0.0520742j 0.0278322-0.0976854j 0.152487-0.00540637j 0.0312186-0.0814484j -0.015562-0.0276838j 0.010771+0.0155722j -0.0864717-0.0693721j -0.0212615-0.0467476j -0.061387+0.00596712j -0.00986394-4.61436e-16j -0.00294619-0.0242072j -0.0439504-0.0240832j -0.0121205-0.0647074j 0.023229-0.07794j -0.0343561-0.0847179j -0.0289674+0.00674889j -0.0932713-0.0339983j 0.00210263+0.0171151j 0.0174477-0.0426229j -0.00528329+0.0243097j -0.0168075-0.0210972j 0.0100972-0.044172j -0.0409571-0.00918921j -0.0130157-0.0332034j -0.0331573-9.7633e-05j -0.0106913-0.027111j -0.0312789-0.0698056j 0.00732599-0.0243652j 0.0416146+0.0204437j 0.0154289-0.0381436j 0.000190398+0.101007j -0.0174328-0.0273227j -0.0226996-0.0206828j 0.00878401-0.0514432j -0.00504885+0.0284248j 0.00581371-0.0362138j 0.0370802-0.00840199j -0.0191618-0.0361284j 0.0188421-0.0100832j -0.0149964-0.0145255j -0.00393874-0.0221145j 0.0377972-0.0127843j 
0.00156218-0.018032j 0.00288313+0.0241875j -0.0491726-0.0210265j -0.0180031-0.0320264j 0.00929096+0.00719612j 0.0558015+0.0295288j -0.0342252-0.0303991j -0.000300363-0.0122951j 0.0458166-0.00740701j 0.0712641-0.084566j 0.0411984+0.0957232j 0.0368941-0.0248936j 0.117764-0.0168447j -0.0667306-0.0834846j -0.0617715-0.0448783j 0.0636455+0.0129835j 0.0325092-0.0319969j 0.00957372+0.0772395j -0.0658553-0.0302146j 0.0255507+0.00992927j -0.0484004-0.0341921j 0.0111979-0.0117862j -0.15107+0.0508646j 0.0039847-0.0130706j 0.0752047-0.030321j -0.0282913+0.0397461j -0.0419269+0.0434251j -0.0241164-0.072556j -0.0632241+0.0434353j 0.148584+0.0408208j 0.0405538-0.0062393j 0.0528881+0.0142425j 0.0178044+0.0164535j -0.124589-0.0403869j 0.0237775+0.0456205j 0.0224912-0.0399191j 0.00511684+0.0425294j 0.0250453+0.0164428j 0.0146096+0.0726608j -0.0789774-0.0152796j -0.0314161-0.00783506j -0.0328116+0.0399862j 0.0339728+0.129759j -0.010524+0.0392308j 0.0359475-0.049891j 0.0891784+0.0538799j 0.00956998+0.0644161j -0.119954+0.0506262j -0.030425+0.0277741j 0.0422332-0.0640992j -0.0741291-0.0312247j -0.0529697-0.0468641j 0.111001+0.090095j -0.0605653+0.059581j -0.0786776-0.0928789j -0.0183204+0.0291495j -0.0289403+0.120402j -0.0407565+0.116722j 0.0322396+0.0262997j 0.0143518+0.013531j 0.016244+0.0236602j 0.0353166+0.0312205j 0.117512-0.0450283j 0.119719-0.140343j -0.00294619+0.0242072j -0.0291376+2.22045e-16j -0.128662-0.0252035j 0.000615325+0.0233027j 0.0771251-0.0134582j 0.00700609-0.0667395j 0.0469103-0.0320618j 0.00544009+0.0121727j -0.0223045+0.0877881j 0.0521375-0.0280608j -0.0541859-0.0222832j 0.0272425+0.0582779j 0.00737882-0.0551363j -0.0497654-0.0675512j 0.0445647+0.00985787j 0.0822875-0.00374071j 0.0139517+0.0376573j -0.0128775-0.0313711j 0.00113571+0.0822531j -0.00976308-0.0329854j -0.00786345+0.00973364j 0.0659364+0.0223223j 0.0235773-0.0042472j -0.0394105+0.0267518j -0.000939405-0.0293172j -0.00243544-0.0187221j 0.0161748+0.0454956j -0.00499475-0.0371061j 0.019246-0.0497482j -0.0269351+0.0051203j 0.0325316-0.0306365j -0.0113451+0.0201723j 0.00262061-0.0187183j 
-0.0122272-0.0166498j -0.0114602+0.0158465j -0.00187153+0.00376152j -0.0448666-0.0218564j -0.0374015+0.048354j 0.0410969+0.0413075j -0.0203398-0.0278797j -0.0533352+0.0355089j -0.00672574+0.00573929j -0.0656796-0.0640189j -0.02635-0.0177867j -0.0232976+0.0254887j -0.0131049+0.0401618j 0.0938749-0.0072754j 0.00583288-0.0534887j 0.0178593-0.0323867j 0.0562317+0.143551j -0.026946+0.120543j 0.0907665+0.179243j 0.00983578-0.0150146j 0.022625-0.0190007j 0.0178358-0.0157352j -0.0628228-0.232872j 0.0799035-0.0189528j -0.0340967+0.0310221j 0.117293+0.0695481j -0.0963902+0.0711888j -0.159472+0.00991641j 0.0340949-0.0321823j 0.0908326+0.0403327j 0.000796945+0.0101457j -0.00116849+0.120579j 0.0186573-0.0426249j -0.00131815+0.0376629j -0.0920173-0.10029j 0.0808678+0.0525697j -0.0901296-0.104591j -0.0170473+0.017101j 0.0272509-0.0225107j -0.0107747-0.0755826j -0.0052034+0.0908843j -0.0241601-0.0112911j 0.0310761-0.053477j -0.0783437+0.0116111j -0.0107473+0.00878318j -0.153874+0.0223325j 0.017238-0.0201366j -0.0213222+0.00912918j -0.0669053-0.0619848j -0.00535334-0.0326437j -0.0016155+0.0441409j -0.024607-0.029873j 0.0428706-0.0624994j -0.0307477-0.0353084j -0.0630525-0.00596633j 0.0686533+0.0150807j -0.0697769-0.0289482j -0.0386223-0.0880171j 0.0318692+0.0539852j -0.0502176+0.0393351j 0.0168245+0.00769994j 0.0325424-0.0281014j -0.0188203-0.0521352j -0.0100109+0.0519374j -0.0439504+0.0240832j -0.128662+0.0252035j 0.042204+4.85723e-16j 0.0528796+0.046904j 0.046084+0.0277359j 0.0335884-0.0154693j 0.042175-0.00181766j -0.0215556+0.0167689j -0.0443729+0.0210757j -0.0379191-0.057984j 0.00970513+0.0433475j -0.0200871-0.0458247j 0.00397488+0.0227706j -0.052085+0.0343731j -0.0216568-0.0635688j -0.0462873+0.00565222j -0.0553626-0.0246822j 0.00032127-0.0484898j 0.00939217+0.0488862j 0.0214764+0.000581815j -0.0563008-0.0284324j 0.0118518+0.0115658j 0.0175494-0.0377904j 0.00493188-0.00231014j -0.0147121+0.0102456j -0.062188-0.00903647j -0.0148118-0.0242286j -8.09443e-06+0.00471314j 0.0270968-0.00740857j 0.0227324-0.0171685j -0.0319236+0.0158316j 0.00443664+0.0117889j 0.0028348+0.00961518j 
-0.0181928+0.0149624j 0.0097292+0.0201561j 0.0251937-0.0471682j -0.00868604-0.0474103j 0.0406931-0.0456975j -0.0219676-0.01042j 0.0588985-0.0441248j -0.0524525-0.0516444j -0.0255777-0.0347192j -0.023313-0.00193398j -0.0181853+0.0022821j -0.00162972-0.0569002j -0.0115968+0.011555j 0.0202028-0.0270064j 0.0131113+0.0444941j -0.0295881+0.00752795j -0.0245653-0.0835886j 0.0275686-0.0745887j -0.0263094+0.0218448j 0.0438683-0.0365737j -0.10004-0.0310683j 0.0411637+0.0230493j -0.0200458-0.00662954j -0.0459447+0.018112j 0.0173639+0.00914089j 0.0222101-0.0200989j 0.0274864-0.0416003j -0.0251421-0.103j 0.0200032+0.0369416j -0.0188559-0.113678j 0.0185647-0.100353j 0.00844684+0.0222623j -0.0665492+0.115158j 0.0110854+0.070632j -0.100662-0.100826j -0.0148714+0.0689248j 0.11325+0.0339339j 0.0320626+0.0300576j -0.0126439+0.0356855j 0.0595073-0.0419174j 0.0655537+0.0803891j -0.0195148-0.0890548j 0.0174637-0.0603186j -0.0781075-0.0952018j -0.0924788-0.100081j -0.0414017-0.106448j -0.102308-0.010068j -0.0032033-0.100871j -0.0141711+0.134894j -0.00891724-0.0411307j -0.0102392+0.0363123j -0.0276337+0.0449849j -0.0771536+0.0214925j -0.00350337-0.056083j 0.0565243+0.0900763j 0.0188688-0.0143085j 0.148292-0.0516767j -0.117817+0.0834681j 0.0464109-0.127198j 0.143964+0.0347146j -0.0759686+0.0154126j 0.106931+0.0991276j 0.0166563-0.00967644j -0.0655109-0.0527143j -0.0121205+0.0647074j 0.000615325-0.0233027j 0.0528796-0.046904j 0.0656053+1.02696e-15j -0.10313-0.0385322j -0.0255823+0.0573272j 0.027384-0.0536089j -0.0900195-0.0226243j 0.0695621+0.0369692j -0.0125492+0.0655338j 0.10288-0.0427964j -0.0613861-0.0725013j -0.00357894-0.0374164j 0.012176-0.0268686j -0.0166611-0.0112948j 0.018242-0.0167317j 0.0817407-0.0473615j 0.0378469-0.02595j 0.0374463+0.063061j 0.0855091-0.0172843j 0.000666603-0.0107325j -0.0336176-0.102474j -0.00962639-0.0243641j -0.0144294+0.0221034j -0.0189191-0.0396294j -0.0160646+0.0048932j 0.021745+0.00825522j 0.0351073+0.00996528j 0.00187236-0.0118994j -0.00101696-0.00204653j 0.0126295-0.0207124j -0.0122884+0.0203593j -0.0197803-0.0167047j 
-0.0120902-0.0171742j 0.00649406+0.0142456j -0.00839324-0.0220408j -0.033176-0.011663j -0.00171339-0.0197258j 0.070276+0.00199089j 0.011662+0.011043j 0.0814715-0.0303942j -0.0268113-0.0198971j 0.0363644-0.0205383j 0.0350909-0.121297j -0.0117947-0.046533j -0.17771+0.059219j 0.00679879+0.0873559j 0.0291984+0.0504833j 0.0951955+0.126592j -0.114027+0.0276355j 0.0727908-0.0941681j 0.0653329+0.0251526j 0.0769172+0.00819217j 0.0624743+0.0350808j -0.0253886+0.0369299j 0.00418174-0.0392723j 0.0342093-0.081258j 0.102757+0.0157444j 0.00294988+0.0480909j -0.00715659+0.023125j 0.100488-0.0126804j -0.144684+0.043391j 0.0529384+0.010554j -0.039811-0.0518923j -0.00425278+0.0810536j -0.0935659-0.0122302j 0.0449934-0.0344197j 0.0579548-0.106063j 0.0746195+0.00215613j -0.0543062+0.106182j 0.0795947+0.0245859j 0.0255975+0.0185795j 0.00364384-0.0503999j -0.0474319+0.0367834j -0.0435632+0.0449079j -0.114166-0.0793525j 0.03755-0.0407816j 0.00535477-0.0140026j 0.0352292-0.0892289j 0.0243131+0.018505j -0.0716005-0.0775184j -0.00105755-0.0134491j 0.113755-0.0496758j -0.0590756+0.001458j -0.085869+0.112538j -0.0096569+0.0368714j -0.0083243+0.0168714j -0.112234+0.00602686j 0.0480366+0.00310164j -0.0400483+0.0378355j 0.0890261+0.0161065j 0.0323067+0.0360657j -0.0130193-0.0162583j -0.0341217+0.0494562j -0.0735256+0.0311162j 0.0963581-0.0362446j 0.0582171+0.00267003j 0.023229+0.07794j 0.0771251+0.0134582j 0.046084-0.0277359j -0.10313+0.0385322j -0.100264+4.85723e-16j 0.0335141-0.0288829j -0.0109564-0.0073808j 0.00187292+0.00739251j -0.0719327+0.0699746j 0.0304358-0.037479j -0.0374865+0.00215988j -0.0446321+0.0345724j -0.0120528-0.0034138j -0.0302481-0.0299951j 0.0490448+0.0040499j -0.0364467-0.0742445j -0.0247934-0.0155362j -0.0169705+0.00791015j 0.0185345-0.00760936j 0.0308445-0.00254589j -0.0285836-0.0531114j -0.0151777+0.0613669j 0.00114876+0.00845872j -0.00163074-0.023424j -0.0147112-0.014674j -0.0245587+0.0140174j -0.0274962+0.0086053j -0.0136551-0.0338548j 0.0195739-0.0564155j -0.00753447-0.00521268j -0.0114797+0.00977616j 0.00342357+0.0207801j 0.00542213-0.00195695j 
-0.00942519+0.0441859j 0.0038774-0.00683883j 0.017938+0.042026j 0.0361495+0.0287067j -0.0242886-0.00530384j -0.040897-0.0643796j -0.0397487-0.0092493j -0.0398931+0.039289j 0.0397443-0.00411536j 0.0484472+0.00236182j 0.00357794+0.0115933j 0.0657148+0.124642j 0.0241892+0.163525j 0.0719376-0.116927j -0.0128244+0.0107454j 0.074916-0.00922703j 0.13909+0.0834801j -0.136004-0.00299969j -0.0813609+0.00277592j -0.134807-0.0498657j -0.00424613+0.0752148j 0.0045907-1.78947e-05j 0.084149+0.000396315j 0.0134468-0.270479j 0.0806042+0.0334917j -0.113826-0.0719618j 0.0342246+0.0688106j 0.0909035+0.106364j 0.0198676+0.0207703j -0.0169802-0.0293051j -0.0368793-0.0302006j 0.0652959+0.075501j 0.140609-0.14312j -0.0875953-0.0754979j 0.00254658-0.0148606j -0.0225715-0.0226522j 0.0100586+0.0186541j 0.0641127-0.0289041j -0.209726-0.0589383j -0.0369467+0.0338837j -0.0206029+0.044592j 0.00993162+0.00532409j 0.0460108-0.0415882j -0.117127+0.0758426j 0.0594989+0.034487j -0.0354137+0.0227403j -0.0250177+0.00100194j -0.082884-0.119908j -0.0582754+0.0326008j -0.069974-0.00847041j -0.048808-0.0397646j -0.045277+0.00596084j -0.0628887-0.017804j -0.077527+0.0701433j -0.00653506-0.007969j -0.00393168-0.0230503j 0.0536333-0.083401j 0.0455049+0.00296443j -0.00828664+0.0415226j -0.0341545+0.0555296j 0.0169632-0.0473037j -0.019673+0.0305224j -0.0475042-0.00428002j 0.00783756-0.0508717j -0.0343561+0.0847179j 0.00700609+0.0667395j 0.0335884+0.0154693j -0.0255823-0.0573272j 0.0335141+0.0288829j -0.0947902+6.93889e-17j -0.0163605-0.0913546j 0.030809-0.0480815j 0.0104522+0.0226854j -0.0276383+0.0476765j 0.0982094-0.0111244j -0.0235936+0.029692j -0.0189271-0.00737119j -0.00516276-0.0398926j -0.0262584+0.0510235j -0.00781541-0.0200468j -0.00567807+0.0618371j 0.0410168+0.0191704j 0.0111668-0.0151017j -0.0565802-0.0197003j 0.0208557+0.018681j -0.0292066-0.0410082j -0.00097405-0.0415753j 0.0212482+0.0310778j -0.00793071+0.0439109j 0.0396631+0.0417417j 0.00329903+0.0502761j -0.012503+0.0067212j -0.0165863+0.068668j -0.00699685+0.0165249j 0.012712-0.0327777j 0.0221649-0.0379082j -0.0079577+0.00620307j 
-0.00264727+0.000852756j -0.0302666-0.000226562j -0.0432843-0.028667j 0.0679931+0.0361038j -0.0606917-0.0764051j 0.0485348-0.00711425j 0.0850595-0.0797579j -0.0231197-0.0141061j 0.00195543+0.180801j -0.0371759-0.0635939j 0.077077-0.0390163j 0.0192708+1.91816e-05j 0.0434525+0.126798j 0.0903167-0.0231133j 0.0458321+0.0380952j -0.0873057-0.0112046j 0.0645441+0.00183316j -0.0910121+0.0711839j -0.0780271+0.0407041j 0.0793819-0.0694257j -0.0275967-0.00655576j -0.0197277+0.0694274j 0.00390665-0.032486j -0.0742394+0.0737091j 0.103506+0.000337351j 0.0710386-0.0952444j 0.0520153+0.00575044j 0.0800037+0.0968408j -0.0960828-0.112995j -0.159969+0.0396929j 0.0139498+0.0559539j 0.0167213+0.0167867j 0.0259563+0.0965985j -0.00725345+0.0226315j 5.04857e-05+0.00310736j -0.0796225-0.00402524j 0.0128214+0.0551817j 0.0669021-0.00911986j 0.00869365-0.0548903j -0.0487011+0.0765628j 0.0448322-0.019464j 0.0392378-0.00502335j 0.0234485-0.0820279j 0.0807423-0.0243021j 0.0597376+0.0144909j 0.0803172+0.036286j -0.000685644+0.0194762j 0.0879763-0.0613765j 0.167201+0.0387766j 0.0294791+0.0161785j -0.00739204-0.0160095j 0.0608443+0.0300497j -0.0101535+0.0262218j 0.0178203+0.0984037j -0.0246716-0.014626j 0.0073039-0.00460629j -0.0637631+0.00745321j 0.0115673-0.0608632j -0.0842503+0.0232001j 0.0293223-0.0337791j 0.0322334+0.0530276j -0.00972133+0.0344364j 0.0486527-0.0317517j 0.00799382-0.00494076j -0.0289674-0.00674889j 0.0469103+0.0320618j 0.042175+0.00181766j 0.027384+0.0536089j -0.0109564+0.0073808j -0.0163605+0.0913546j 0.138859+2.76168e-15j -0.0463149+0.0448497j 0.0382601-0.0229168j 0.0039762-0.007175j 0.00807154+0.0805597j -0.10889+0.0351463j 0.023864-0.00179831j 0.0130934-0.00135246j -0.00661903-0.0173907j 0.0207609+0.0273047j -0.0228772+0.0369407j -0.0102188+0.00863272j 0.0473624-0.00986958j -0.0454194+0.0343493j 0.0646236+0.0336037j 0.00818542+0.068756j -0.0247659-0.0582582j -0.0271301-0.000540861j -0.0264318-0.0176162j -0.0113491+0.0228514j -0.023417+0.0697949j 0.00214411-0.0295202j 0.0077769+0.0463586j -0.0148374+0.0202409j 0.0352928+0.0615893j -0.0244427+0.0107333j -0.00102406+0.0350041j 
