-0.0202794-0.00323087j -0.0124086+0.00268433j -0.00637684-0.00128161j -0.0198209-0.0198552j 0.00221026+0.00188286j 0.00453701-0.00262298j 0.00170549+0.0129229j -0.00217697-0.00152374j 0.0157309+0.00361304j 0.0067914+0.00167252j -0.00323699+0.00711894j -0.00405954+0.00436403j 0.00772183+0.00510026j -0.00041516+0.00440735j 0.00621939-0.00797707j -0.0101245-0.0079797j -0.00462032+0.00362595j 0.00198178+0.0214797j -0.00324361+0.00644697j -0.00734799-0.000949834j 0.00976373+0.00256826j 0.00976936-0.00738894j 0.0033986+0.000783787j -0.00884271+0.00739034j 0.0105359+0.0149279j 0.00323593+0.00877423j 0.0136545+0.00661484j 0.00555107+0.0181323j 0.00280291-0.00655742j 0.021656+0.0102169j 0.0157017-0.0335527j -0.00279182+0.000197999j 0.00796252-0.00557462j -0.00313916+0.00187634j 0.00204393+0.000409801j 0.00153925+0.000191164j -0.00158123-0.00437769j -0.000295187-0.00389822j -0.00427323+0.0130235j -8.10179e-05-0.00575487j 0.000688459-0.00157105j -0.00445165-0.0114729j -0.003475-0.00187689j 0.00091349-0.00369358j -0.0059399+0.00862509j -0.0137738-0.00674726j -0.0164832+0.00714076j 0.0134806-0.00629827j -0.0250748-0.000741955j 0.00203113-0.0217771j 0.0216698+0.00677339j 0.00358801-0.0160679j 
-0.00146958+0.00361925j -0.00420338+0.000930728j -0.0025364-0.0149994j 0.00276383-0.0100362j -0.00233748+0.00710566j -0.00689173-0.0131356j -0.00188256-0.0040159j -0.00673687+0.00128569j 0.00451633-0.00893929j 0.00879314+0.0179407j 0.00801509-0.00495748j -0.00212338+0.0173824j -0.00130767+0.0184938j -7.13241e-05-0.00121968j -0.00672298-0.011032j 0.00729689+0.0216603j 0.00660125-0.00104923j -0.00992186-0.00810341j 0.00687302-0.00266318j -0.00274697-8.09064e-05j 0.000446139+0.011456j 0.00263194-0.0152252j 0.000570737-0.0112811j 0.00130663-0.019773j 0.00331284-0.0146917j -0.00350178-0.0264541j 0.00556+0.00536854j -0.0105724-0.00193253j 0.0157299+0.00790405j 0.00436594+0.00852727j 0.000953476+0.0212476j -0.012292+0.00643371j 0.00651202+0.00642776j 0.00149819-0.00307652j 0.00105119+0.00402048j 0.00173592-0.0191306j -0.00846032-0.00936377j -0.00756243+0.0122877j -0.00777049+0.0340904j -0.00219607-0.00561498j 0.00333433-0.000852511j -0.00523712-0.00787776j -0.00751441+0.000419402j -0.00300254+0.000341451j 0.000985025-0.00364716j -0.00858143-0.00282803j -0.00151863-0.0148697j -0.00574568-0.00494191j -0.00300066+0.00111192j 0.00213738+0.00458865j 0.0116332-0.00102882j 0.0127333-0.00407273j 
0.00342821-0.000975108j -0.000732224-0.0047338j 0.002497+0.00637906j 0.00483584-0.00842094j -0.000782706+0.00133125j 0.00662427-0.00127006j 0.00127386-0.011948j 0.00611943+0.00627544j -0.00308427+0.00438482j -0.0038867+0.00539735j -0.000791936-0.0534611j -0.00311005-0.00118284j 0.00175-0.00243878j -0.0040746+0.017361j 0.00384973-0.0140838j -0.00145194+0.00108715j -8.42603e-05+0.0171153j -0.000628386+0.0136068j -0.00222127-0.0127202j -0.000161588-0.0105853j -0.00376112-0.00489314j 0.00326999+0.00639925j -0.00972876-0.0023787j -0.00170773-0.00239468j -0.0046613+0.00953475j -0.00348303-0.00558626j 0.0007462-0.00278355j 0.00468769+0.00344864j 0.00252122+0.00443538j -0.00302052-0.012924j -0.00514373-0.00130037j 0.00162749+0.0043243j 0.000381676-0.0031108j 0.00382382-0.000117854j 0.0096648-0.00251726j 0.00351557+0.0439059j -0.00229289+0.0209128j 0.00131349-0.0134381j 5.76941e-05+0.00818113j -0.00347638+0.00156696j -0.0060644+0.00223434j 0.00179862-0.0143037j 0.000645568-5.42267e-05j -0.0016271-0.0121497j -0.00175662+0.00728905j 0.00107437-0.00229918j 0.00356655+0.00120373j -0.00580534+0.00110621j 0.00615853+0.000521885j 0.00345278+0.000998549j -0.00258265+0.00238768j 0.0062416+0.00265588j 
-0.00223031+0.00739451j 0.00053134+0.00239945j -0.000477918+0.00121739j -0.0147706-0.0067354j 0.00146023-0.00343022j -0.000643893-0.00838019j -9.17088e-06-0.0176158j -0.00957134-0.0151188j 0.000157506+0.0238454j 0.00366087-0.0215082j 0.00350347+0.00198686j 0.000896857+0.00648203j 0.00138222+2.43214e-05j -0.00277371-0.000334358j 0.000428691-0.00372828j 0.00258252+0.0174285j 0.00389578+0.0121634j 0.00475566+0.0109325j -0.00260221+0.011955j 0.00716768-0.00964605j -0.00681713+0.00628246j -0.00310873-0.00292449j 0.000297717+0.00371984j 0.00554523+0.00504743j 0.0142072-0.00826533j -0.0120395+0.00646703j 0.00485702+0.0059267j -0.0145291-0.00792933j -0.0327175-0.00298283j 0.0110954+0.0166725j -0.0168407+0.0039099j -0.00454655-0.00463083j -0.000659011+0.00123699j -0.00136013+0.000384772j 0.00486238+0.00215525j 0.00201371+0.0154706j -0.00268091+0.00530664j -0.00369405-0.0106597j -0.00262564+0.0169669j 0.000923558+0.0112226j 0.00244191-0.00468528j -0.00141042-0.0015606j -0.00300449-0.0191483j 0.00229524+0.00434651j 0.0150772+0.00276581j -0.016257+0.00448065j 0.00335316-0.000550435j -0.00562041+0.00105386j 0.00312098-0.00583851j -0.00459071-0.00456019j 0.00411914-0.00389758j -0.00322834-0.00784563j 
0.000208688-0.0107229j 0.00426921-0.0110043j -0.00660445-0.00478461j -0.00311693-0.00409646j -0.0108381-0.00918062j -0.000148688+0.0161056j -0.000510092-0.0159323j -0.00143763-0.025746j -0.00764195-0.0299912j 0.00628644+0.0288393j 0.00187495+0.00283112j 0.000524528+0.0077136j -0.00995556+0.00768595j -0.00444906+0.00665648j 0.00442291-0.00632594j 0.00456046-0.00419719j 0.00252208+0.00955952j 0.0101863-0.0136388j 0.000833213-0.00535499j 0.0024858+0.00598613j 0.00451091-0.014343j -0.0032492-0.00322493j 0.00256807-0.0022451j -0.00727711-0.00954109j 0.00310981-0.00254225j -0.000553559+0.00887354j -0.00884289-0.00135119j -0.00990391+0.00415193j -0.0213444+0.00559163j -0.00476019+0.0112008j -0.0052514-0.0118402j 0.0019136+0.00350394j -0.00439694-0.00171702j -0.000150056-0.000568998j -0.000640695+0.000916899j 0.000338785+0.000705364j -6.04229e-05+0.00160204j -0.000107688+0.00449772j 0.001204+0.0303567j 0.0011539+4.43884e-05j 0.00368698-0.00070416j 0.00407475-0.0132124j 0.00115952-0.00561075j 0.00232343-0.008493j 0.00738103+0.00526865j -0.00236851-0.00231057j 0.00898367+0.000176362j 0.00319457-0.00118043j 0.00839455+0.00370964j -0.00111937-0.00340912j -0.00942633-0.00233063j -0.00705034+0.00303977j 
-0.00650453-0.00147708j 0.00312775-0.0121862j 0.0104746-6.47818e-05j -0.00800421+0.00873069j -0.00944976-0.00839905j -0.00976284+0.00668444j -0.000682056-0.0195878j -0.000286111-0.00686724j 0.00403059-0.00636223j 0.00581704-0.00637018j -0.00796292-0.0170181j -0.000557899+0.00659528j 0.00366337+0.00311332j 2.81398e-05-0.000656559j -0.0112836-0.00761757j -0.00787448-0.00397071j -0.00209394-0.0037663j -0.00614689-0.00985023j 0.00553245-0.000449406j -0.00187354+6.31751e-05j 0.00608679+0.000919296j 0.00650724+0.00264251j 0.0144559-0.00114242j 0.008415-0.0124353j 0.00352698-0.0106104j 0.00917479+0.00563617j 0.000258634-0.00705743j -0.00477518+0.00337438j 0.00529668+0.0107285j 0.0207687-0.00532899j 0.0213278+0.0120245j 0.00433291-0.00452631j 0.0118875+0.00414147j -0.0029826-0.00236354j 0.00195972+0.000470662j 0.00253328+0.00681831j 0.00163065+0.00993801j 0.0010086-0.00696386j 0.004676-0.0316852j 0.00109641+0.008206j 0.00128059-0.00205714j 0.00748771+0.0177417j 0.00118035-0.00220465j 0.00198705+0.0107787j -0.00307249-0.006502j 0.00358949+0.0173464j -0.00288262+0.00504952j 0.0100229+0.0103775j -0.0195993-0.00548145j -0.00970194+0.0016069j -0.00185567+0.00635042j -0.0119887+0.00319946j 
0.00395+0.0132071j -0.00241331-0.000825982j -0.00920945-0.00796622j 0.00597634+0.00163379j 0.00927595-0.0152682j -0.00632703+0.00650932j -0.00218458-0.0412269j -0.00372411-0.0124657j 6.69807e-05+0.00495234j 0.00237485-0.0250572j 0.00811815+0.0143868j -0.00093176+0.00847709j -0.0045268-0.00374171j 0.00252054-0.00669388j -0.00273126+0.0017111j -0.00501057+0.01567j -0.00238837+0.00201955j 0.00409384+0.00413008j 0.00355877+0.00647502j -0.0131054-0.0028831j 0.0014128+0.00619406j 0.006433+0.00372032j -0.0117874-0.00814822j 0.00244127-0.00438428j -0.0137602+0.0054829j 0.00251021-0.0035754j -0.015253-0.00649473j 0.00667603+0.0183042j 0.029298+0.00268178j -0.0146207+0.00239573j 0.0152279-0.00843685j -0.00173555-0.000296734j -0.000808552-0.00157819j 0.00430249+0.00123436j 9.28462e-05+0.00297096j -0.000874752+0.00361675j -0.00156028+0.000161336j 0.00147648+0.00191983j -0.00203959+0.00810493j -0.00208166-0.00455992j 0.0015547+0.0043927j 0.00063039+0.004412j -0.00210546+0.0211435j -0.00424278+0.00369433j -0.0159762-0.00349949j 0.00117551+0.00129677j -0.000555033-0.00237373j 0.00174468-0.00408462j 0.000850784+0.0111625j -0.00210994+0.00401097j 0.00543778-0.00816648j -0.00387504-0.00257753j 
-0.0045756-0.00474413j -0.0028613+0.000220809j -0.000388412+0.00832341j -0.00343926-0.00281291j 0.00293716-0.0143223j -0.000159958-0.00767335j 0.00571963-0.00213766j -0.00175098+0.00450173j 0.00172805+0.0124589j -0.00236043+0.00957488j -0.00208272-0.00269789j 0.000346479+0.00197003j 0.00137245+0.010024j 0.00106341+0.000469081j -0.00361289-0.0203882j -0.00678258-0.00671235j -0.0071147+0.00084351j 0.00413742-0.0165792j 0.00157035+0.00887213j -0.00263389-0.000653243j 0.000373053+0.00786087j 0.0066862+0.0114554j 0.000315643+0.0191411j 0.00632479+0.0104275j -0.00017377+0.00928514j 0.00318102+0.00907633j -0.00380185+0.00289425j -0.0027993+0.00109524j -0.00625008+0.0239239j -0.0100433+0.0217858j -0.00242003+0.022321j -3.72012e-05+0.00139376j -0.00104865+0.0144427j -2.18715e-05-0.00436527j -0.00231017+0.00058673j 0.000649304+0.000283894j -3.18017e-05+0.00501091j 0.00232816+0.00470858j 0.00543675-0.00902217j 0.000505046-0.00136119j 0.00562873-0.00716813j 0.00316674-0.00420819j -0.000511845+0.00767042j -0.0051302+0.00277143j -0.000429636-0.0122209j -0.0100912-0.00166484j -0.00442263-0.0228316j -0.00440096+0.0235728j -0.00216711-0.030945j 0.00196815+0.00536734j -0.00909022+0.0104293j 0.0014152+0.000143387j 
-0.000199884-0.0091704j 0.00281955-0.00190898j -0.000387285+0.0055975j 0.00502001-0.0128974j -0.000323232-0.00471855j -0.0011598-0.00555049j 0.00297815-0.0037616j -0.00165021-0.00679311j -0.00185993-0.00124688j -0.000822521+0.00111178j -0.000420473-0.00393333j 0.00426181+0.00628009j -0.000832154-0.0033467j 0.00131173-0.0049952j -0.00171531-0.00307965j 2.58695e-05+0.00126043j -0.00115273+0.00494919j 0.00310842+0.00335624j -0.000454197-0.00386757j -0.00132305+0.0140723j -0.00101378-0.00958953j 0.00316511-0.000110729j 0.00199522+0.00810981j 0.000204629-0.000828145j 0.00441053+0.0237236j -0.00358889-0.0146638j -0.0109648+0.00998902j 0.00137967-0.0220922j 0.00077268-0.0478994j -0.00246636+0.025258j 0.00704545-0.0179344j 0.00278766-0.0042972j 0.000102095+0.000687808j 0.00102236-0.00274895j 0.00153419+0.00367879j 0.0010829+0.0039285j -0.00518368-0.00916714j -0.00125474-0.0106974j 0.000561276-0.00388792j -0.00101979+0.00459628j -0.000967334+0.00602275j 0.00187549+0.00477872j 0.00672779+0.000935099j 0.00188066+0.0158616j -0.00249334+0.0101793j -0.00124484-0.0147738j 0.000914432-0.00210072j -0.000207265-0.0178975j -0.000714406-0.022186j 0.00596948-0.0179881j 0.00247492+0.00341624j 0.00587398-0.00401717j 
-0.00497577-0.00747391j 0.0021529-0.0073796j 0.00409757-0.00216383j 0.00325735+0.00345358j 0.00334252-0.00682816j 0.00791247+0.00732275j 0.00460589+0.0111043j -0.00378418-0.0202991j -0.00202794-0.00677015j -0.00433674+0.00211368j -0.00299526-0.000368216j 0.00149463+0.0036552j -0.0075903+0.00210812j -0.0081847+0.00205509j 0.00537909-0.00569255j -0.000707892-0.003114j -0.00261241+0.00255484j 0.00751673-0.0103817j 0.000423189-0.00217865j -0.00428949+0.000458135j 0.00108329-0.00301416j 0.00366432+0.00559982j -0.00489516+0.000949925j 0.00167243+0.00586302j -0.0153589+0.00469298j -0.0197544-0.00602496j 0.00246363+0.00364789j 0.010445+0.000642889j 0.0124166-0.0155145j 2.91234e-05-0.0122111j 0.00052108+0.000740505j -0.0217482-0.0153798j 0.00195127+0.000601045j 0.0035147+0.00169202j 0.00270666+0.00622368j -0.00136684-0.00123041j -0.00289487-0.00483325j -0.00409587-0.00367484j 0.000524635-0.0121029j -0.00300839-0.00505017j 0.00346441-0.0103937j 0.00229979-0.0169323j -0.00332009+0.00383172j -0.0045903-0.0020973j -0.00511079+0.00478251j -0.00135651+0.003647j -0.00548146+0.0306032j -0.0229128+0.0219259j 0.0071495-0.0195478j -0.00512695+0.00260165j 0.0204618-0.0109326j -0.00321437-0.021098j 
-0.00212596+0.00508872j -0.00796492+0.00290969j 0.00696633-0.00114716j -0.0336738+0.00248999j -0.0184623+0.00223876j 0.00448098-0.00201533j 0.00415197+0.000747178j 0.000575713+0.00864997j 0.00319768-0.00100977j 0.00835213+1.73149e-05j -0.0123661+0.00436165j 0.000453132-0.00532817j 0.0167973-0.00293506j -0.0225012+0.00775046j 0.0141937-0.00526589j -0.00971284-0.00436585j -0.00814389+0.00611403j 0.00569138+0.00238821j 0.0188074-0.0123877j -0.0320826+0.0101834j -0.00619945-0.0031368j -0.0228313+0.00610762j -0.015915-0.0108371j 0.0174099+0.00342512j -0.0208524+0.000955995j 0.00899951+0.0026074j -0.0123641+0.00201997j 0.00818739-0.00047648j 0.010273+0.00483594j -0.0026896-0.00663153j -0.00175943-0.00292663j -0.00118073+0.00317174j -0.00551542+0.00394767j 0.0192734+0.00482913j 0.000278658-0.00323084j -0.000215524-0.00861395j -6.18452e-05+0.00541537j -0.00433556+0.00736455j 0.00244811+0.00562109j -0.00185824+0.00145247j 0.00323949-0.00700967j 0.00333689-0.00776204j -0.00673523-0.0114273j -0.0214073-7.89846e-05j -0.0174438+0.012315j 0.0102226-0.00130352j 0.00174157-0.00308637j 0.00486825+0.00502443j 0.00913023-0.00161508j 0.00202882-0.00028282j -0.0029296+0.000508225j 0.000677356+0.00087554j 
-0.00322439-0.00384358j 0.00150061+0.00248722j 0.000225065+0.00376994j -0.0012778-0.00337439j 0.0131071+0.0128684j 0.00195929-0.00778062j 0.00704259-0.00226546j -0.0134655+0.00791681j 0.00213925-0.00115286j 0.00837981+0.0131655j 0.00773062+0.00389896j -0.00571716-0.00820705j -0.0129671-0.00290861j -0.0193725+0.00142792j -0.00228433-0.00155312j -0.0109754+0.00452156j 0.00586836+0.000344253j 0.00391107+0.000718437j 0.00231676-0.000342031j -0.00921035+0.00101389j -0.00946648+0.00400381j 0.0260325-0.00065373j -0.0284814-0.00370453j 0.00776214+0.00400334j -0.00650744+0.00757965j -0.0126316-0.0100107j -0.0285458-0.00388133j -0.00884968-0.012359j 0.00230564+0.00483571j 0.00985633+0.0131026j 0.00755419+0.00803104j 0.00543127+0.00198127j -0.0077511+0.00465692j 0.0050457-0.00316057j -0.000748039+0.00127576j -0.00178756-0.00364057j -0.00532518+0.0080457j -0.00185766+0.00720123j 0.00140752-0.00642105j 0.000475458-0.00714229j 0.00172443+9.09602e-05j 0.004382-0.00153769j 0.00180522+0.00807056j 0.00349323-0.00617761j -0.0179269+0.00462716j -0.00516274+0.0120395j 0.0168462+0.00925501j -0.0031138-0.00769806j -0.0164479-0.00443983j -0.0147962-0.0169997j -0.0126532+0.0072063j -0.00386802+0.00590571j 
0.00958796-0.00321203j -7.45716e-05-0.00219655j 0.0100015-3.49194e-05j 0.014305-0.00581161j 0.0067406-0.0123201j -0.000230512+0.0056262j 0.00236588-0.00290732j -0.00979632+0.00478745j -0.00715744-0.00639395j 0.00964189-0.00519584j 0.00461318+0.000546925j -0.0142927+0.00605995j 0.00533534+0.0111415j 0.0011953+0.000622824j 0.0160881-0.00269522j 0.0167328-0.00134414j 0.0356018-0.0082418j -0.00598642-0.00261749j 0.00438874-0.000571983j -0.00854129+0.00847535j -0.0117934+0.00379801j -0.0388752-0.00540195j -0.0151511+0.00507254j 0.0392079-0.00552012j 0.025933+0.00721772j -0.00128981-0.00130034j -0.000704368+0.00732269j 0.00333538+0.012665j -0.00766195-0.0115176j 0.0116222-0.00362107j 0.00635803-0.0119402j -0.00406151+0.0057762j -0.00634001-0.00251565j 0.0109428-0.000960182j 0.00136974+0.00638421j 0.00339315+0.00455638j -0.00149092+0.00753383j -0.00555841+0.000791754j -0.000791334+0.00386669j 0.000273622+0.00567104j -0.0045449+0.00448458j -0.00199374+0.00146268j -0.000909418-0.00280409j 0.00508873+0.00626369j -0.00365596+0.00286277j -0.000722422+0.0055227j 0.00818368-0.00729355j 0.000510072-0.000588591j 0.00798528+0.00638127j 0.00443577+0.00749474j 0.00454907+0.00355613j 0.00130331+0.00181962j 
-0.000293691+0.00701864j -0.00197185+0.0029802j -0.00300872+0.0027832j -0.00629734-0.0254708j -0.000167644-0.0259147j 0.000130608+0.00321042j -0.0101333-0.00520879j 0.00409648+0.0131315j 0.00216521-0.00278367j 0.00155376+0.00245496j 0.00467625-0.0165419j 0.0014323-0.00239254j 0.00160909+0.0207637j -0.00193014+0.00154486j 0.00148548+0.012601j 0.0100541+0.00923785j -0.00642374-0.00503235j -0.00251544+0.00254882j 0.00340482+0.0107165j -0.00157122-0.00681793j 0.00535583+0.00721286j 0.000928027-0.0400085j 0.00470688+0.0133841j -0.00964867+0.00676086j -0.00478745-0.00118566j -0.0127573+0.0158971j 0.00581059+0.0137314j -0.00452081+0.00047704j 0.00130962-0.00341136j 0.0019836-0.00174642j 0.00529732-0.0105899j -0.00215913+0.00239964j 0.00398827+0.00167379j -0.00181197+0.00358455j -0.000411902-0.00362326j 0.000708266-0.000365137j 0.000795954+0.00925053j 0.00209092+0.00332664j -0.00375875-0.00207066j -0.00264107-0.00221928j -0.00417069-0.000868783j 0.00214075+0.00165943j 0.00958052-0.000952035j -0.00284916-0.011297j 0.00120089+0.0122273j 0.0069551+0.0107713j 0.00380658-0.000528003j 0.00439956+0.00994679j -0.0022035+0.0235663j -0.00392135+0.0110672j -0.00238587-0.00644189j -0.00522511+0.00481396j 
0.00117684+0.0109j -0.000496218+0.0116068j -0.00393863-0.00642793j 0.00160169+0.0307396j 0.00542522+0.00232075j -0.00263626-0.00672932j -0.00811391-0.0138203j 0.00494152+0.0167248j 0.000795982-0.00609045j 5.4213e-07-0.00842919j 0.00161694-0.000140481j -0.000378858+0.00586535j -0.00610274-0.00175644j 0.00887895+0.0203373j -0.00403362-0.0146091j 0.000281847+0.0121453j -0.00114923-0.0029562j -0.000235064-0.00708497j -0.00666324-0.0141011j 0.00745848+0.0371598j -0.00380467+0.00771496j -0.000205999+0.00655408j -0.000877079+0.0312709j 0.00552321-0.0219173j 0.00242382+0.0206283j -0.00224067+0.00213244j 0.00695389+0.0247816j -0.00386651-0.0111774j 0.00529559-0.0175857j 0.00316792-0.00782018j -6.68912e-05-0.00862592j 0.00166483+0.00490612j 0.00428178+0.00741578j -0.0029765-0.0131267j -0.000634523-0.0030147j -0.00378493+0.000220241j 0.00124982+0.00824939j 0.00164722+0.00912502j -0.0010186+0.00134513j -0.000578568+0.00159381j -0.00312957-0.00369826j -0.000303301-0.00439978j -0.0010209+0.00261488j -0.000187462+0.00383622j 0.00348659+0.0195921j 0.00178651-4.98013e-05j -0.00274331-0.00679779j 0.00796193+0.00568621j -0.0027821-0.000428307j -0.0035479+0.00613834j -0.00260723-0.00342199j -0.00545026+0.0032581j 
-0.0065448-0.00577209j -0.00227313+0.00275454j -0.00616422-0.0011138j -0.00788568-0.0114828j -0.00186982-0.0105259j 0.00588076-0.000858328j -7.21611e-05-0.00750965j 0.00606747+0.0131427j 0.000860364+0.00251173j -0.00609228-0.00706524j 0.00936604-0.0132551j -0.00172074+0.019555j 0.00616117-0.00259349j 0.00872619-0.0220233j 0.000934634-0.0154533j -0.00259931-0.0182572j -0.0028964-0.0392538j 0.00679263+0.00910524j -0.00856969+0.00190572j 0.00327963+0.0132602j 0.0068332+0.00604172j 0.00254545+0.0314635j -0.00344796+0.0059613j -0.0100777-0.035534j 0.00570773-0.0303885j -0.00343367-0.00870231j 0.00749956-0.00262871j 0.0135643-0.00770409j -0.00216126+0.00318013j 0.000103635-0.0151158j -0.0028829+0.00147475j 0.00277281+0.000732815j -0.00377118+0.00500814j -0.00353667-0.00763408j -0.000456065-0.0142502j 0.00262721-0.00509004j 0.00282219-0.000786687j 3.66946e-05+0.00373633j 0.00145728+0.00449321j 0.00139035-0.00266009j -0.00377243-0.00620482j -0.00130631+0.00942378j -4.71522e-05+0.00356901j 0.00407986-0.0134359j 0.000583193+0.00038629j 0.00103679-0.00184238j 0.00137289-0.00453494j 0.00183141-0.00232123j 0.00354314-0.00472182j 0.00264557-0.00498559j 0.00335897-0.000338726j 0.000670149-0.00131559j 
0.00355131-0.00377117j -0.00130169+0.0019523j -0.00428001-0.00277146j 0.00962545-0.0129008j 0.0179563-0.000235793j -0.000915021-0.00357384j -0.00669716-0.0016316j -0.00820888+0.00459669j 0.00245142+0.00339998j 0.0043+0.00771051j -0.0216859+0.0114201j 0.0196757-0.00392307j -0.00891419-0.00104686j 0.0134145-0.0142615j -0.000489191-0.00663965j 0.0121066-0.00643622j -0.0184937-0.000940045j 0.00082143+0.0100879j 0.0163734+0.00322396j -0.0154458-0.00349911j -0.00287376-0.000448706j -0.0314001+0.0171275j 0.0320692-0.0118845j 0.000888917-0.00472132j -0.00993958-0.00446074j 0.00570553-0.00920243j 0.00311976-0.009854j -0.00840326+0.000358051j 0.00386505+0.0133191j -0.000615446+0.00201908j -0.00182342-0.00123748j 0.0023975-0.00135376j 0.0123404+0.00464845j 0.00840665+0.0105112j 0.00438257+0.00626346j 0.00574317+0.0043874j -0.00515381+0.0125709j -0.00495164+0.00463393j 0.00391298-0.00663716j 0.0016665+0.00170321j 0.00721365+0.000859565j 0.00948779-0.0100822j -3.10774e-05-0.00304619j -0.0103905+0.00387825j 0.00287061+0.0115381j 0.0167171+0.0104558j -0.00468249+0.0109618j -0.00231045+0.00590247j -0.0146859-0.0121152j -0.0113502-0.0102275j -0.00732507-0.00839375j -0.00486808-0.000603451j 
-0.00832582+0.00882035j -0.00966465+0.00538747j -0.0100633+0.0114625j -0.0139878+0.0160179j 0.014439-0.00605785j 0.00879881-0.00585501j 0.0131576-0.00472048j -0.0117676+0.00837364j 0.000103961-0.00399946j -0.00327646+0.0128141j 0.000699015-0.00503072j -0.0193324-0.00188111j -0.0118876+0.00126854j 0.0343912-0.0169501j 0.00893485+0.0114347j 0.0044198-0.00504335j 0.0037605+0.00771533j 0.00935665+0.00357117j -0.00800936-0.000303799j -0.0112676-0.00204466j 0.0117773-0.0171089j -0.00872248-0.0164422j 0.00950385-0.0186461j 0.0021472+0.0174183j 0.00771312+0.0131995j 0.00836309-0.00753546j 0.00110611+3.5558e-05j 0.00118969-0.00583981j 0.0120236-0.0116877j 0.0124388-0.00600635j 0.0104678+0.00305526j 0.000763006-0.00311325j -0.00054082-0.0121327j -0.00446073-0.00927435j 0.00198485-0.00133107j 0.000840057-0.000307664j -0.00367186-0.00254095j 0.000124391-0.00409314j -7.80099e-05+0.00787328j -0.00228944-0.00201089j 7.19771e-05-0.00319861j -0.00563503-0.00601722j 0.00179303-0.00672421j 0.0119573-0.0119992j 0.00900074-0.0150474j -0.00968667+0.000793509j 0.00670658+0.00967174j 0.00515896+0.000891832j 0.00172297+0.00437688j -0.00113826-0.000213357j -0.00298092+0.00649796j -0.00165544+0.00164761j 
0.000346239+0.0106258j 0.00486543+0.00892654j -0.0028248+0.0143009j 0.00870652+0.015588j -0.00305728-0.0152512j 0.000190381-0.0109209j -0.00340563-0.00429701j 0.00928064+0.00637037j 0.00500702-0.00484312j 0.00547342+0.0036247j 0.00195428-0.000637092j -0.00298781+0.000336109j -0.00249894+0.0167602j -0.020342-0.0411591j 0.00290636+0.00203316j -0.00552444-0.011133j 0.00545618+0.0105653j 0.00568567-0.00776764j -0.00439902+0.00852502j 0.00926203+0.00221668j -0.00415187-0.0114248j 0.00507138+0.00503544j -0.0138653-0.0252301j 0.0036515+0.0143306j 0.00769393-0.0066452j -0.00903045-0.00330725j 0.00428043-0.00825664j -0.00556874+0.00166764j -0.0108946-0.00550264j -0.00147224-0.0105861j -0.00423436-0.00196772j -0.00309632+0.00176382j -0.00232677+0.00720934j 0.00786444+0.0280729j 0.000943979-0.0134766j -0.000443586-0.00143442j 0.000322112+0.000404944j -0.000121038+0.00210921j 0.00124603-0.00118914j -0.000203325+0.00224605j 0.00398466-0.00718585j -0.00229902+0.00900646j -0.00178851+0.00871241j -0.0125323+0.0102522j -0.0161875+0.0176922j 0.00164328-0.00850818j -0.00551526-0.00842004j 0.00629199-0.00559392j 0.00200749-0.000731511j 0.00265829+0.0036439j 0.00223945-0.00150448j -0.00119197+0.00054187j 
0.00748759+0.00463406j 0.00066372+0.0107507j 0.00800707+0.00444784j -0.0015877+0.00234417j -0.00880843-0.018087j -0.0080732-0.0072j -0.00745961-0.00224457j 0.00730016+0.0120241j -0.00805769+0.00723396j 0.000550984+0.00639662j -0.00479401+0.00985001j 0.00285576+0.0100879j 0.00936386-0.00276319j -0.0242395-0.0154765j -0.00834434-0.00155912j -0.006568-0.00407391j -0.0107343-0.00243084j 0.00560111-0.00601046j 0.0120605-0.00204186j 0.0125866+0.00207866j 0.00833438-0.0101335j 0.00196958+0.0164312j -0.00140756-0.00963541j 0.0034984-0.00125329j -0.0120968-0.0013208j -0.00715951-0.00244944j -0.00193846-0.00332472j -0.00359427-0.000546216j 0.00514976-0.00100342j -0.00842297-0.00333406j -0.00177725-0.00918888j -0.00173298-0.000554351j -0.00019085-0.0152757j -0.00771432-0.0231073j -0.00204251+0.0231127j 0.000546815-0.00220885j 0.00811462+0.00515357j 0.00378289+0.000846181j 1.57266e-07-0.00346696j 0.00144246+0.00234142j -0.00389033+0.0220683j -0.000408779-0.00971977j 0.000501504-0.00915077j 0.00741426-0.00409146j 0.00764832-0.0285531j -0.00335011+0.00976623j -0.000245488+0.00288984j -0.00163573+0.000487758j -0.000176024+0.00353745j -0.00119722+0.00184693j -0.000701605-0.00807571j -0.00232284+0.00042642j 
