-0.0123364+6.41848e-17j -0.0101997-5.95867e-05j 0.00136467+0.000397541j -0.0195565+0.00239404j -9.19718e-05+0.00142734j 0.00675825+0.00198063j 0.0292216-0.00319376j 0.0111671-0.00114401j 0.0224478-0.00235397j -0.00971699-0.00312123j 0.00263274+0.000699636j -0.0391384+0.00335817j 0.0110569+0.00268939j 0.0207561-0.000148824j 0.0257285-0.00180772j 0.0130453+0.00135895j -0.000842482+7.84181e-05j 0.00126746-0.00158548j 0.0209946-0.00278177j 0.00398276-0.000565057j -0.00725389-0.000620151j -0.002763+0.000583954j -0.0111178+0.00208392j -0.00862409+0.00141443j 0.0199576+0.00168717j 0.0130174+0.000518098j 0.0101375+0.00187144j 0.0100648+0.000201963j 0.00410704-0.00176486j 0.00583747+0.000470939j -0.0158902+0.00113337j 0.00802355-0.0018152j -0.00285479-0.00269852j 0.00792189-0.00286254j -0.00214536-0.000416284j -0.012183-0.00080691j -0.000190589+0.000953057j -0.00444386-0.000227553j -0.0220262+0.00260652j 0.000116686+0.00526388j -0.00335642+0.00147133j -0.0193631+0.00350901j -0.0104689-0.000121272j -0.0177509+0.00142022j -0.0103061+0.00104881j 0.000133053+0.00286921j -0.00990185-0.0011355j 0.00491654-0.00333908j -0.0148183+0.00138871j 0.0350171-0.00560993j -0.0181256+0.00213482j 0.00148929-0.000908456j 0.00422481+0.0028262j 0.0261969+0.00247291j 0.0293308+0.00240599j -0.00965936-0.00192269j -0.00475879+0.00321588j 0.0252343-0.00522777j 0.0897969+0.00118918j 0.03748-0.0199029j -0.130942+0.0098297j -0.0686346-0.00409064j 0.0133022+0.0147366j -0.0469151+0.00748152j 0.0325839+0.00147169j 0.0123008-0.00643864j -0.0428789-0.000993215j -0.0274047+0.00676762j 0.0106177-0.0065427j -0.0459018-0.00662435j 0.000651897-0.00124032j 0.0631923+0.0126581j 
0.0130174-0.000518098j -0.00806982-0.00263101j 0.0134107+0.00259958j 0.01514-0.00162239j -0.016979-0.0019259j 0.00794582+0.00287072j -0.0351831+0.00114175j -0.00734211+0.000209841j 0.03504-0.000312234j 0.042045+0.00266401j -0.0382441-0.000407566j 0.0293316+0.000879405j 0.017305+0.00519997j -0.0468049+0.00213799j 0.0304605-0.00159131j -0.013644-0.00205299j 0.0144346+0.00177968j -0.03242+0.00103979j 0.0408251+0.00340145j -0.00203505-0.00398677j -0.0612017-0.00147633j 0.00488348-0.000882006j 0.0123759-0.000875867j 0.00883915+0.000138134j -0.0864341-0.00126343j -0.0703079+9.78167e-16j 0.150055+0.00292159j -0.0702353-0.00070941j 0.0545678+0.000398155j 0.0334944+0.006046j 0.0813321+0.000917023j -0.0757776-0.000521629j -0.0446766+0.00300526j -0.180601-8.13702e-05j 0.189434-0.000188548j 0.125717+0.00155323j -0.0773906+0.000824152j -0.0505327+0.00013232j -0.0174002+0.00362744j 0.0426682+0.00235825j 0.401539+0.00591509j 0.0154817-0.00214212j -0.0845524+0.00114058j 0.0449462-0.00515464j 0.515787-0.00273973j 0.328406-0.00115658j 0.109875-0.00149847j 0.0311987+0.00118678j -0.12138+0.00156982j -0.0877338-0.00236129j -0.0326342+0.000994635j 0.0247086-4.05121e-05j 0.0155615-0.00395057j 0.00975718+0.00278853j 0.0491719-0.00331176j -0.0382762-0.00175176j 0.0096525-0.0043577j -0.0754045+0.00185811j -0.0346931+0.00844719j 0.0224168-0.0037353j 0.0855392+0.000628676j -0.0662241-0.0012348j -0.0789453-0.00430808j -0.0742929+0.00302483j 0.0120602-0.00626538j 0.00705839+0.00420588j -0.0669293+0.00449247j -0.0128871-0.00311744j 0.0110598-0.00172302j -0.0190911+0.000358184j 0.00753889+0.00370281j 0.0202665-0.00339993j 
0.0101375-0.00187144j -0.0173995-0.00234613j -0.00789405-0.000609388j -0.00317699+0.00216993j -0.0181286+0.00204375j 0.0533381+0.00532033j -0.0383305+0.00246501j -0.0435804+0.000587147j 0.0501228+0.000715054j 0.0015136+0.00292083j -0.0237219+0.000283789j 0.0102972+0.00435932j -0.00657981+0.00251622j -0.0491873-0.000689641j 0.0614784+0.00555667j -0.0178424+6.87705e-05j -0.0110204+2.46189e-05j -0.0827142+0.00165659j -0.0607741-0.00615231j 0.0204551-0.000685218j 0.019867+0.00327264j -0.00466796-0.00541972j -0.122475+0.00136193j -0.0206149+0.00262077j 0.121908-0.000763051j 0.150055-0.00292159j 0.0865578-9.22656e-16j 0.150172-0.00251888j -0.112214+0.000767169j -0.194061+0.000816394j 0.0597573+0.00114981j -0.0596685+0.000168903j 0.107245+0.00216704j -0.088297-8.12066e-05j 0.0830926+0.000536209j 0.0574561+0.00101044j 0.182304-0.0026897j -0.0347245-0.0013549j 0.196269+0.00281041j -0.251779-0.0013361j -0.152582-0.00220684j 0.143349+0.00095024j -0.143196-0.000304883j 0.0289708-0.00106695j 0.0521896+0.000849609j 0.193925+0.00111194j -0.272965+0.000593285j -0.130974+0.00175962j 0.0918625-0.00430798j 0.0107636+0.000187607j 0.0402718-0.00246184j -0.0305331-0.00202095j -0.021639-0.00150433j -0.00573078+0.00448891j 0.116181+0.00055981j -0.0194434-0.00236961j -0.0319727+0.0058816j -0.029395+0.0019347j -0.0680411-0.00179226j -0.0113706-0.00170791j 0.0410116+0.00668166j -0.0193183-0.00420405j 0.0856642-0.00361969j 0.101017-0.0074489j 0.0908576+0.00574212j -0.0051371+0.00317465j -0.032818+0.00863167j -0.0490821+0.00319345j 0.0198307-0.000370466j -0.00528036-0.00338419j 0.0242826-0.00149802j 0.010482-0.00379977j 
0.0100648-0.000201963j 0.00230256-0.000951872j 0.0055077-0.000353087j 0.000808059-0.00307629j -0.0122049-0.00056594j 0.00259891+0.000734591j 0.0266939+0.00174202j -0.0109516+0.000775852j 0.0170049-0.00049703j 0.0541387+0.00103034j 0.0653426-0.00143293j -0.00840133+0.00143921j 0.0100316-0.0012923j 0.0261221+0.00241572j 0.0197195+0.000861981j -0.0141184+0.00161766j -0.0664127-9.41807e-05j 0.0618399+0.000938811j -0.0869302+0.00678572j -0.0219326+0.000586337j -0.0076472+0.00413799j 0.0370474-0.0020333j 0.0524616+0.00053192j -0.0163887+0.00289278j 0.0167709+0.00166367j -0.0702353+0.00070941j 0.150172+0.00251888j -0.153771+4.66467e-15j 0.084992+0.00155455j -0.136046-0.00118763j -0.0620125+0.00115693j 0.032068+0.00181556j 0.0631924-0.00581987j 0.0737654-0.00495522j -0.00284074+0.000783787j -0.214474-0.000397553j 0.157085+0.00225157j -0.0282214+0.000133506j -0.271202-0.00327134j 0.139334-0.00112165j 0.241557-0.0013321j 0.30973-0.00408505j -0.0745247-0.000446646j 0.238132-0.000714113j -0.134389-0.00118804j -0.0930027+0.00173546j 0.0848538-0.00253247j 0.0471305+0.00184835j 0.0295218-0.00398262j 0.0267825+0.000810092j 0.0234124+0.00155777j -0.0360275-0.00136001j 0.050228+0.00469498j -0.124042+0.00136698j 0.0675591-0.00210874j -0.0346163+0.00232531j 0.000767061+0.00055524j 0.0165521-0.00030021j 0.00347747+0.000601085j -0.0516583+0.00231012j -0.00509509+0.00445139j 0.0327426-0.00119104j -0.0673588-0.0017301j 0.0536831+0.0014471j -0.0156333+0.00543772j -0.0482979+0.00250813j 0.0245743-0.0017497j -0.0104263-0.000251207j 0.00291578+2.35573e-05j 0.0134535-0.00104231j 0.00901576+0.000290761j 0.00663233-0.00244263j 
0.00410704+0.00176486j 0.00630316+0.000555439j -0.0194812-0.00317315j -0.0129617+0.0033402j 0.0167336+0.000234809j 0.0175577-0.00426836j 0.0349466+0.00211495j -0.00497788+0.000733477j -0.0134046-0.00324792j -0.0586072+0.000731081j 0.0536794+0.00121581j 0.00595133+0.000894158j 0.0150138-0.0001719j -0.00604708-0.00160175j -0.0527118-0.000580985j 0.00104489-5.07642e-05j -0.000108775-0.00272688j -0.0280393+0.000891421j -0.0140253-0.000444232j 0.0536707-0.00109124j 0.0437407+0.000847065j -0.062656-0.00333714j -0.0778278+0.00372277j -0.00653965-0.000194574j 0.137199+0.00127845j 0.0545678-0.000398155j -0.112214-0.000767169j 0.084992-0.00155455j -0.153645+1.11369e-15j 0.0533593-0.000454468j -0.165013-5.97996e-06j 0.198588+0.00135425j 0.0134152+0.00141723j -0.0590745+0.00119322j 0.17772-0.00116055j 0.061477-0.000175255j -0.198438-0.0037299j 0.241448+0.00121406j -0.136583+9.20129e-05j -0.308643-0.000983117j 0.343171-0.00225179j -0.273847-3.55464e-05j 0.271431+0.00220904j 0.143303+0.0033487j 0.0210281+0.00387746j -0.118416-3.75963e-05j -0.0988316+0.0047171j 0.00117333+0.00231149j 0.0331157-0.000896187j -0.0162391+0.000678293j -0.0129011+0.000637071j -0.0144409+0.00307291j 0.0429866-0.00250706j -0.0507762+0.00144626j 0.00614688-0.000517358j -0.0380809+0.00321468j 0.0628026-0.00663286j 0.0236041+0.000412567j 0.104188+0.000793777j 0.0417475-0.00140439j 0.0916854+0.00354656j 0.0190145+0.00152913j 0.025698-0.000768751j -0.0115206-0.00234823j 0.00529307-0.000333317j -0.0239049+0.000441087j 0.0288842-0.00544307j 0.0249316+0.00110386j 0.0067743+0.00328573j 0.0204263-0.00100398j -0.0083187-0.000536013j -0.00506081+0.00316387j 
0.00583747-0.000470939j -0.00504114-0.000976929j 0.000535014+0.000958086j 0.00222255-0.000376764j 0.0156112+0.000577948j 0.0118774+0.000591769j 0.015783+0.0029298j 0.0212765-0.00241428j 0.00814569-0.00285722j 0.0292206+0.00245143j -0.00698368-0.000519362j -0.0537755-0.000869261j 0.04397+0.00156831j -0.00714962-0.00100129j 0.0146172+0.00052991j 0.00399812+0.00131353j -0.020706-0.00320823j -0.0286484-0.00354363j -0.0878247+0.00111852j 0.0744767+0.00309179j 0.0252671+0.00122104j 0.129828-0.00226487j -0.066104+0.00565415j 0.00218476+0.00117777j 0.0359376+0.00163j 0.0334944-0.006046j -0.194061-0.000816394j -0.136046+0.00118763j 0.0533593+0.000454468j -0.076219+1.18778e-14j -0.232445-0.000209129j 0.180062-0.00107094j 0.0637914-0.00376492j -0.174099+0.00231582j -0.11967+0.000539016j -0.0384394-0.0016713j 0.252611+0.00205525j -0.134791+0.000108956j 0.32031-0.00105849j 0.138308+0.000750753j 0.203665+0.000776627j 0.0225262-0.00107409j -0.117414-0.000691595j -0.0827507-0.0011764j 0.130174+0.00320725j -0.139844+0.00110691j 0.0387237-0.0002204j 0.0053442+0.00178091j -0.00427329-0.00249066j 0.016437-0.00158712j -0.0536924-0.00108729j -0.0296233+0.000758112j 0.00188731+0.000905928j -0.0428954-0.00155546j 0.0116583-0.00133597j -0.0182015-0.00123077j -0.0172697+0.00198503j -0.0848241-0.00119492j -0.0288411+0.00418419j -0.01972+0.000330448j -0.000406541+0.00138173j -0.0206659+0.00197211j -0.0351273-0.00409732j -0.0407503+0.00165317j -0.0352321+0.00219973j -0.0198853-0.00289405j 0.0253317-0.00293431j -0.00908427-0.00133614j 0.00992588-0.00276305j -0.0117799+0.00143105j 0.00532952+0.00126934j 0.00528445-0.00156573j 
-0.0158902-0.00113337j -0.00317966+0.00276532j 0.0219213+0.001619j 0.00402143-0.00132659j 0.0181453+0.00216313j -0.0156518-0.00285571j 0.0118851-0.000724546j 0.0645061-0.00210738j -0.0209029+0.000504773j -0.025382-0.00598489j -0.00594531+0.00053343j -0.0781516-0.00291784j -0.0388862-0.00718545j 0.119877-0.000269624j -0.00189456-0.00440953j -0.0105443+0.00255922j 0.0686531+0.00129061j 0.00544899-0.000230885j 0.0720117-0.000593321j 0.00583199-0.00107027j -0.11294+0.00395351j 0.031215+0.00162176j 0.000537498+0.000581934j -0.0519956+0.00114934j 0.0900851+0.00508877j 0.0813321-0.000917023j 0.0597573-0.00114981j -0.0620125-0.00115693j -0.165013+5.97996e-06j -0.232445+0.000209129j 0.233639-8.87094e-16j 0.181049+0.00190631j 0.33386-0.00045953j -0.051735+0.00222459j 0.148739+0.000430115j -0.371498-0.000403032j 0.0291417+0.00269137j 0.0135399-0.00325016j 0.181004+0.0012106j 0.0447324+0.0013467j 0.200711-0.00028889j -0.129019+0.000524427j -0.0227696+0.00152771j -0.120578+0.00114775j -0.218685+0.00138347j 0.0661032+0.00362617j 0.0848997+0.00286781j 0.0570615+0.00170651j -0.00955237-0.00160745j 0.0433769-0.0021844j 0.00428548-0.00258485j 0.0100056-0.00152242j 0.0294943-0.00207967j 0.0832258-0.00314214j -0.072169-0.000526278j -0.0328035-0.0013105j 0.0281549+0.000860979j -0.0168129-0.00191296j 0.0237423-0.00348237j -0.0227061+0.00073947j 0.00264513-0.00177088j -0.043017+0.0024751j -0.0150331+0.0037513j 0.00770619+0.00342678j -0.0571961-0.00247751j 0.000915454-0.00193915j 0.0111904-0.00422535j 0.0458664-0.000575526j -0.0177585-0.000278559j -0.00833232+0.00215285j 0.00733924-0.00206299j -0.0144301+0.000441542j 
0.00802355+0.0018152j 0.00733541+0.000142678j 0.00719354+0.000720557j 0.00841478+0.000236448j 0.0253091+0.000773737j -0.0142225-0.00320054j 0.0472724-0.000777787j 0.0421331+0.00166432j 0.00925215+0.000663474j -0.0310618-0.0006229j 0.0520097+0.0017416j -0.0213165+0.00194403j -0.0454321-0.00315836j 0.0198811+0.00019648j -0.0058825-0.00275475j 0.0870532+0.00128866j -0.0826826-0.00284616j 0.0154433+0.00256323j -0.0320176+0.000969202j 0.0553505+0.003294j -0.0216879+0.00082485j 0.000664331-0.000227298j 0.0187019-0.00244529j -0.0659936+0.00285786j 0.19595+0.00389281j -0.0757776+0.000521629j -0.0596685-0.000168903j 0.032068-0.00181556j 0.198588-0.00135425j 0.180062+0.00107094j 0.181049-0.00190631j 0.00728804+3.60172e-15j 0.187651+0.000327275j 0.00899398-0.00445883j -0.0635613+0.00436869j 0.264996+0.00194519j 0.349518+0.00058054j 0.198167-0.00229468j 0.108618-0.00275831j -0.100738+0.00089214j -0.073776+0.00125134j -0.236099+0.000508453j -0.162726-0.00123198j 0.209236-0.00412824j -0.0145018-0.00126058j -0.0382656+0.00114157j 0.0512397+0.0012569j -0.0153434-0.00146517j 0.010437+5.71101e-06j 0.106161+0.00105054j 0.0215224-0.00054508j -0.0269521-0.00181149j 0.066024-0.00303102j -0.0312505-0.000395942j -0.0280587-0.001667j 0.0824697+0.00721201j 0.0512617+0.000807943j -0.0521302+0.000450072j -0.00245647-0.0018432j 0.0237777-0.00557782j 0.0177151+0.0004173j -0.0734234+0.00569374j 0.0166408-0.00190918j -0.00423045-0.00358314j -0.0495217+0.00045603j -0.0336141-0.00155261j 0.0468716-0.00571572j 0.0374662-0.00343413j 0.00102757+0.00100437j 0.000417726+0.00136987j -0.00319431+0.000756846j -0.00114761+0.00161697j 
-0.00285479+0.00269852j 0.0209356+0.00228031j -0.0221597-0.00363288j -0.024917+0.000674418j 0.00432193+0.00583062j -0.00838834+0.000384009j 0.0427345-0.000253736j 0.0469531+0.00443853j 0.0148136-0.00103964j 0.0221329-0.000312955j -0.0253978-0.00319477j -0.0231736+0.000413961j -0.0713898-0.00140051j 0.0110359-0.00358801j 0.0396761-0.00303269j 0.110231+0.00196174j 0.0682583-0.00242997j -0.116463-0.00257789j 0.136312-0.00102575j 0.0686106+0.00565075j 0.104324-0.00273443j 0.209238+0.00136461j 0.0405458-0.00180939j 0.172731-0.00220274j -0.172833+0.000792101j -0.0446766-0.00300526j 0.107245-0.00216704j 0.0631924+0.00581987j 0.0134152-0.00141723j 0.0637914+0.00376492j 0.33386+0.00045953j 0.187651-0.000327275j 0.233487-1.65167e-15j -0.0943487-0.00190579j -0.114554+0.00422678j -0.0358338+0.0016141j -0.299283-0.00190818j -0.190581+0.00105616j -0.199774+1.34197e-05j -0.190287+0.00134627j -0.0595382+0.000733742j -0.100971+0.00425489j -0.232195+6.72274e-05j -0.0460564+0.000520848j 0.0303776-0.00207741j 0.00177394-0.00280015j 0.0555016-0.00114327j -0.0294902-0.00235021j 0.0603861-0.00261672j 0.00555712-6.8806e-05j -0.0592818-0.00190312j -0.00733187-0.00178706j 0.00030599-0.000287597j -0.089181+0.000644927j 0.03765-0.00103449j 0.0298679+0.00175176j -0.00507343+0.000225782j 0.0624647-0.00115462j -0.00275879+0.00155402j -0.0265245-0.00453569j -0.0379512-0.00141716j -0.0313513+0.00285145j 0.0462909-0.00372639j -0.0267078+0.000708179j -0.0112544+0.00382204j -0.0321102-0.00379431j 0.0338947-0.000613497j -0.00594739-0.000422098j 0.0266175-0.000602302j 0.0217754-0.00586592j -0.0181044-0.000348792j -0.0124213+0.00394367j 
0.00792189+0.00286254j 0.0143593+0.000337722j -0.00401341+0.00114559j 0.00626443+0.00241833j 0.00243979+2.46477e-05j -0.0191345-0.00284859j 0.0190199-6.62545e-05j 0.00767586-0.00060157j 0.031967+0.00264858j -0.033534+0.00110101j -0.00981672+0.000795558j 0.0162755+0.00168838j -0.0341952-0.00110959j -0.0652491-0.00369493j 0.0615857-0.000640791j 0.168817+0.00289691j 0.0422235-0.00311773j -0.0200009+0.000626944j -0.0142888+4.08583e-05j 0.0441014+0.000897533j 0.0530894+5.2315e-06j -0.0440348+0.00233561j 0.122237+0.00420842j -0.0374611-0.00229134j -0.0948672-0.00361252j -0.180601+8.13702e-05j -0.088297+8.12066e-05j 0.0737654+0.00495522j -0.0590745-0.00119322j -0.174099-0.00231582j -0.051735-0.00222459j 0.00899398+0.00445883j -0.0943487+0.00190579j 0.32952-1.36471e-14j 0.117445+0.00295939j 0.0163885+0.00374921j -0.0511103+0.000855633j -0.397897+0.000374245j 0.275787+0.00144884j -0.288112-0.00329867j 0.0302559-0.00134905j 0.0334972+0.000260857j 0.0276719-0.000301621j 0.049204+0.000107504j -0.0458846-0.0025797j -0.0198247+0.00348226j -0.0496526-0.00104076j -0.00330534+0.0055338j 0.0558573+0.00536958j 0.0472494-0.00012347j 0.00620449+0.00546762j -0.00919492+0.001138j -0.00691651+0.00334065j -0.0614663+0.000744925j -0.0376376+0.00153199j -0.0971476+0.00662253j -0.0226819+0.00634337j -0.0526659+0.00223569j 0.0132712-0.00182621j 0.0656569-0.00135906j 0.0363849+0.00159107j -0.0254136-0.00268243j 0.0266912-0.00482482j 0.00162647-0.00374442j 0.0277961-0.00147759j -0.0226933-0.0010102j 0.0183705-0.00361031j 0.0119354+0.00244678j 0.00346018+0.000392688j 0.00633695+0.000397833j -0.0152405+0.00240075j 0.00874126+0.00254221j 
-0.00214536+0.000416284j 1.2646e-05+0.000219489j 0.00641603+0.00280184j 0.0226517+0.00160987j 0.0260677-0.00198139j -0.0299633-0.00205667j 0.0105399-0.00160431j -0.00446345-0.00138455j -0.0472212+0.00340855j -0.0379205+0.000281014j 0.013035+0.00269785j -0.00984361+0.00106892j -0.0180909-0.00103439j -0.0027809-0.000248191j -0.0079972+0.00258339j -0.0770288+0.0016025j -0.0496127-0.00195971j -0.0128752+0.00103316j -0.113454+0.00134483j -0.187672+0.0042422j 0.0737418-0.0015064j -0.11547+0.00113902j 0.00866319+0.000832028j -0.163099-3.81843e-05j -0.119237+0.00115636j 0.189434+0.000188548j 0.0830926-0.000536209j -0.00284074-0.000783787j 0.17772+0.00116055j -0.11967-0.000539016j 0.148739-0.000430115j -0.0635613-0.00436869j -0.114554-0.00422678j 0.117445-0.00295939j 0.662347-3.98e-15j 0.00893745-0.00143651j 0.0338607-0.000476217j 0.0221977-0.00212529j -0.0980478-3.26953e-05j 0.00993564-0.00271479j -0.0726459+0.000286869j -0.0164373-0.000322293j -0.109447-0.00243707j -0.0229139+0.00205734j 0.00534645-0.000495111j 0.0207045-0.00446098j -0.00588179+0.00129087j 0.0407396-0.00199865j -0.0134807+0.000398424j -0.00689927-0.00016253j -0.052357-0.00309167j -0.04064-0.00170975j 0.0470801+0.002692j -0.0375012-0.00124514j -0.0830084-0.000839015j 0.0443487+0.00167001j 0.0145703+0.0013005j 0.00963438+0.00085116j -0.00280047+0.00162589j -0.00693592-0.00108271j -0.0525116+0.00160667j -0.0330728+0.00177326j 0.019061+0.000589137j -0.00329689-0.00425465j 0.0188329+0.000368353j -0.00141336-0.00145618j 0.0106545-0.00136622j 0.0175171+0.00233537j -0.0211916+0.000927369j -0.00906564+0.00273869j -0.000816569-0.000329317j -0.00260943+0.000766246j 
-0.012183+0.00080691j 0.00665963+0.00216185j 0.0147905+0.0019941j 0.0175341+0.000510295j 0.00382362-0.00150532j -0.0186114+0.00022316j -0.0313654-0.00265506j -0.000149758-0.00168398j -0.00408221+0.00739346j -0.0838582-0.00261179j 0.00470177+0.00103946j -0.0403315+0.0023158j -0.119216-0.00579147j 0.047221-0.001915j 0.0271767-0.000370252j -0.0430449+0.000115561j 0.13352+0.000359744j -0.0870156-0.00163197j -0.115106+0.00308944j -0.0724599-0.00051222j -0.057209-0.000288252j 0.009863+0.00433605j -0.0289127-0.000648716j 0.190515-0.00145289j -0.207381-0.000820596j 0.125717-0.00155323j 0.0574561-0.00101044j -0.214474+0.000397553j 0.061477+0.000175255j -0.0384394+0.0016713j -0.371498+0.000403032j 0.264996-0.00194519j -0.0358338-0.0016141j 0.0163885-0.00374921j 0.00893745+0.00143651j 0.413976-7.42895e-16j -0.115808+0.00200018j -0.0638483-0.0035898j 0.00170639+0.00333071j 0.0488018-0.00156358j -0.0449094+0.000104317j -0.0525944+0.000443956j -0.0591773-0.000224328j -0.0177634+0.00300076j -0.0728469-0.00140735j 0.0167203+0.00106986j -0.0415639+0.00178385j -0.013504-0.00223741j -0.0451258-0.00534548j 0.0457404-0.00218527j 0.031404-0.00492021j -0.00122718+0.000486288j 0.0364647+0.004273j 0.010501-0.001705j -0.0387869-0.000237848j 0.0645094-0.000189299j -0.0105099-0.00016516j 0.00434686-0.00129681j -0.0147609-0.00238858j -0.00437059-0.0013171j -0.0134473+0.000394421j -0.0224018+0.000193872j 0.0618955-8.89078e-06j 0.0163176-0.00565553j 0.0108414-0.00108794j 0.0326928-0.00244448j 0.0137087+0.000617901j 0.0168944+0.00308705j -0.0223729+0.0012118j -0.00500456+0.00160659j -0.0028054-0.000460413j -0.00122534+0.00136038j 
-0.000190589-0.000953057j -0.000470638+0.000519881j -0.0323434-0.00236541j -0.0434975+0.00142307j -0.0130978+0.00457341j -0.00387174-0.00286118j 0.0499748+0.00206206j 0.0738567+0.00540551j 0.0388262-0.00221288j 0.0567661+0.000178738j 0.0707577+0.00225459j -0.0221948-0.000710332j -0.0210488+0.00157379j 0.00429934+0.00188607j 0.108069+0.00266691j -0.0715546+0.00462586j 0.0228576+0.00203792j -0.036006+0.00401982j -0.0807546-0.00166707j 0.112514-1.84673e-06j 0.144462+0.00219472j -0.176576+1.74803e-06j -0.243598-0.00086002j 0.000749571+0.00197151j -0.177261+0.00182876j -0.0773906-0.000824152j 0.182304+0.0026897j 0.157085-0.00225157j -0.198438+0.0037299j 0.252611-0.00205525j 0.0291417-0.00269137j 0.349518-0.00058054j -0.299283+0.00190818j -0.0511103-0.000855633j 0.0338607+0.000476217j -0.115808-0.00200018j 0.367102-8.84449e-15j -0.0535697+0.00111666j -0.134269+0.00284673j -0.139545+0.000532746j 0.0113716-0.000318803j 0.073562+0.0017379j -0.0560166-0.00149694j -0.00235717+0.00195644j 0.0146992-0.000971637j -0.00722877+0.000274307j 0.0276992+0.00460866j -0.034222-0.00229394j 0.0281377+0.00128856j 0.0111519-0.000213816j 0.00156458-0.00124849j 0.0634009-0.00252328j -0.0134021-0.0039595j 0.000457753+0.00431023j -0.00717612-0.00223627j 0.00529651+0.00142681j 0.0244111+0.00604957j -0.00574093+0.00357013j 0.0094939+0.00463459j -0.0011996+0.00123586j -0.0571791+0.00240406j -0.0607842-0.000313322j -0.0441133+0.00231638j 0.0363+0.00115301j -0.00668631+0.00581552j -0.0432885+0.000997739j -0.00114545-0.00142875j -0.0348766-4.18057e-05j 0.0341543-0.00193572j 0.0167677-0.00220689j -0.00740354-0.00187971j -0.0202457+0.00124314j 
-0.00444386+0.000227553j 0.0106023+0.000424302j 0.00173336+0.00414102j 0.0248115+0.0016625j 0.00137347+0.00201939j 0.000514014+0.000936706j -0.0574482+0.00169987j 0.00177325-0.00139954j -0.0225189+0.00388631j 0.0670561+0.00305259j -0.0943532+0.000113138j 0.0330982-0.000832986j -0.0734664+0.001067j -0.0693364-0.00275493j 0.0195933+0.00185651j -0.0144148-0.00313633j 0.0674004-0.00289794j -0.126894-0.00620843j -0.122985-0.00480216j 0.0461452+0.000609j 0.0154954-0.000529001j 0.176047+0.000901455j -0.014863-0.00106728j -0.122976+0.00101299j 0.22793+0.00364054j -0.0505327-0.00013232j -0.0347245+0.0013549j -0.0282214-0.000133506j 0.241448-0.00121406j -0.134791-0.000108956j 0.0135399+0.00325016j 0.198167+0.00229468j -0.190581-0.00105616j -0.397897-0.000374245j 0.0221977+0.00212529j -0.0638483+0.0035898j -0.0535697-0.00111666j 0.141422+1.73256e-15j 0.08855-0.00198365j -0.210606-0.00306375j -0.0459928-0.00161124j 0.1021-0.000507173j -0.0827826-0.00188423j -0.0275455-0.000668638j 0.0152962-0.00333626j 0.0171059-0.000225532j -0.0338964-0.000541017j -0.0295625+0.00164601j 0.00480141+0.00260375j -0.0887354+0.00294691j 0.0582717+0.000145542j 0.0464159-0.00331661j 0.0485244-0.00408402j -0.0143659+0.00626528j -0.0711805+0.00197267j -0.00934619-0.000747124j 0.0112046+0.00111751j 0.0623277+0.00235651j -0.0174882-9.75638e-05j 0.0694133-0.000245564j -0.0133509+0.00130241j -0.00678488-0.00178921j 0.00749497-0.00127312j -0.00857219-0.00471836j 0.0526662-0.00124815j 0.023015-0.000249132j 0.000106757+0.000499322j -0.00854084+0.00307358j -0.0101195-0.000288704j -0.00602352+0.000868653j -0.0033957+0.000517043j 0.00966184-0.000414025j 
-0.0220262-0.00260652j -0.011438+0.00248625j 0.0338889+0.00582672j 0.0411353+0.000142202j 0.0393425+0.000372431j 0.0362616+6.32544e-05j -0.0405566+0.00180326j -0.0194244-0.00695098j -0.0135367+0.00261445j -0.0234055-0.00188902j -0.0610077-0.00149875j -0.0811268+0.00260355j -0.137683-0.00118204j 0.0323504-0.00341574j 0.128301-0.000854309j 0.168606+0.00357455j -0.147419+0.000836889j 0.153297+0.00382642j -0.105906-0.0034463j 0.166149+0.00126739j 0.0226807+0.00216657j 0.00595342-0.00588557j -0.0287647+0.00308885j -0.205421-0.000288236j -0.075458-0.000444215j -0.0174002-0.00362744j 0.196269-0.00281041j -0.271202+0.00327134j -0.136583-9.20129e-05j 0.32031+0.00105849j 0.181004-0.0012106j 0.108618+0.00275831j -0.199774-1.34197e-05j 0.275787-0.00144884j -0.0980478+3.26953e-05j 0.00170639-0.00333071j -0.134269-0.00284673j 0.08855+0.00198365j 0.147934-4.62466e-15j 0.0202822+0.00156878j 0.0232988-0.00164891j -0.0146658-0.00136632j -0.0579819+0.000923275j 0.0184217-0.00214434j -0.0297989+0.00374267j -0.00370595+0.0037521j -0.0412863-0.000321891j 0.0194453+0.000507606j -0.0724247+0.00120087j -0.059875-0.00107527j -0.0116494+0.0025293j -0.0331836+3.44213e-05j 0.0495185-0.00265529j 0.0671599+0.000305575j -0.00650266+1.35768e-05j -0.0430016+0.00145527j -0.0286668-0.00289625j -0.0346408-7.19029e-05j -0.0211454-0.00256016j 0.0133095-0.00200501j 0.0581786+0.00191234j 8.85046e-05-0.000547843j 0.0279413-0.00217508j 0.0114993-0.00427317j 0.030615-0.00516144j 0.0255053+0.00090033j 0.0100574-3.12969e-05j 0.0219734+0.00319296j -0.0492112+0.000867394j -0.0304789+0.00554859j 0.0124328-0.000973464j 0.00203954-0.00108846j 
