0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
-0.00931899+0.00138438j -0.00962305-0.0211453j -0.0257149-0.00404104j 0.0049971+0.0206612j -0.00177277+0.00201676j 0.00376742+0.0145853j 0.000139298-0.00245097j -0.00094521-0.0107904j -0.000980511+0.00411864j 9.74544e-05-0.00391175j 0.00619725+0.0224726j -0.0156518+0.0204888j -0.0297569-0.00726225j -0.00721313-0.00738038j -0.0012579+0.0105948j -0.0113086+0.00246728j -0.00186247-0.000538404j -0.00298964+0.00163562j 0.0204586+0.00373291j -0.00192233+0.0019078j -0.00039489+0.00636342j -0.00685084+0.00363277j -0.00375234-0.00445098j 0.00264993-0.00630746j 0.00444779+0.00314291j -0.0193193-0.00188856j 0.0103997+0.00230313j -0.00588275-0.00122464j 0.00214911+0.00356476j -0.00815501-0.00227559j -0.00291926-0.00421007j -0.00742732+0.00158998j 0.00243945+0.000765012j -0.00558796-0.000325703j -0.00348535+0.000529097j -0.00700373+0.000138091j -0.0014354-0.00559908j 0.0123013+0.00612942j -0.00470839+0.000414035j -0.00571947+0.0110677j 0.0206673-0.0130051j -0.0095893-0.0121068j -0.00399871+0.00610669j -0.00149969+0.00315135j 0.00449013+0.00725236j 0.00136398+0.00638351j 0.0136489-0.0235791j 0.0111876-0.00263134j -0.00326208-0.00145881j 0.00134375-0.000625157j 0.0107452-0.00823884j 0.0216335-0.00718687j -0.003373+0.0026339j -0.0135421-0.00251298j 0.00771509-0.00891351j 0.00253098+0.00472349j -0.00280802-0.00940046j 0.00497301-0.000268742j 0.00872891-0.000717102j -0.00372166-0.0136149j -0.00883199-0.00233858j 0.00835521-0.00303737j -0.00322625+0.0128936j -0.00216586-0.002469j 0.000468809+0.000629235j -0.000516083-0.00116476j 0.0194076+0.00363393j 0.0131234+0.0155864j 0.0078119+0.00821465j 0.00115298+0.00401684j 
-0.00574856-0.00158623j 0.00162041+0.00723572j -0.0127611+0.000673571j -0.023226+0.005312j -0.00502997+0.000450971j 0.0022408-0.00779027j 0.00289051+0.00344791j 0.0187962-0.00412435j 0.0254362-0.00078232j 0.0234958+0.00818226j -0.00453528+0.018112j -0.00177654-0.0219443j 0.000400908-2.90234e-05j 0.00654109-0.00934973j 0.00267253+0.00515598j 0.00663654-0.00060918j 0.00614932+0.0149073j -0.0131188-0.00439157j -0.0104032+0.0111359j 0.0146337+0.0034454j -0.00245018+0.00407057j -0.00332092+0.00134694j -0.00248535-0.00297156j 0.00746422-0.000365041j -0.0109788-0.00244533j -0.00620598-0.00791953j 0.0080769-0.00200165j -0.00774997-0.00157641j -0.00179216+0.00453603j -0.000598279-0.00275016j 0.00949229+0.00424862j -0.00653698-0.00484547j 0.00252018-0.00084386j -0.00190796-0.00227015j -0.00401846+0.0012772j -0.0104996-0.00565476j -0.0116537+0.00101169j 0.00790173+0.00642882j 0.00394708-0.000578306j -0.022487-0.000261047j 0.0182737+0.0102922j 0.0118125-0.0054284j -0.0111737+0.00014475j -0.0118744+0.00733721j -0.0287159+0.0041324j -0.0142131-0.00316791j -0.0183804+0.00576609j 0.0191237+0.0061811j -0.00389349-0.000992027j -0.0022901-0.000998459j 0.00589224+0.00168922j 0.0191188-0.000772439j 0.000734686-0.00419156j 0.00361811-0.00080372j 0.00389694+0.00512095j 0.00242646+0.000978991j 0.00510473+0.000532221j -0.0144418+0.00272995j 0.00813931+0.00787965j -0.00937211+0.000649513j 0.00446439-0.0140622j -0.00778481+0.0110252j -0.0175009-0.0278997j -0.00271209-0.00553023j 0.000545754+0.000386043j -0.000731676+0.000806091j -0.00207212-0.00650433j 0.00419226-0.0121456j -0.00849406-0.00140837j -0.0073235-0.00898516j 
1.22445e-05-0.00603917j 0.0019479+0.00487616j 0.0108018+0.00452258j 0.00856858-0.00625565j 0.00243393-0.00137956j -0.00469788-0.00866775j 0.0078449+0.00186392j -0.0120212+0.00393105j 0.00714678-0.0140171j 0.0131889-0.0119253j 0.0199125-0.012391j -0.00510769-0.0081461j -0.00284525+0.00331096j -0.0338418-0.00240715j -0.0312848-0.000483256j 0.0103789+0.00237911j 0.00457727-0.000260622j 0.00889025+0.000750569j 0.0143036-0.00347951j -0.00963803-0.000820316j 0.000881065-0.00291955j 0.00182697+0.00273595j -0.00393099+0.00243144j 0.00853924+0.00140929j -0.00833198+0.00385313j -0.0147469+0.00345673j 0.00352884+0.00163421j -0.00367708-0.00232331j 0.0115588-0.00588944j -0.00330398-0.000296796j 0.00678502+0.000772097j -0.00323144+0.00354285j 0.00529984+0.00220073j 0.000237381-0.00213022j -0.0104208+0.0051569j -0.00765566+0.00521192j -0.000997818-0.00289131j 0.00987897-0.00103983j 0.00148117-0.0012157j 0.00470872+0.00981943j 0.0109218-0.00483112j -0.012071-0.00118092j -0.00430554+0.00613974j 0.00444844+0.0107244j 0.0175607+0.0241111j -0.00257522-0.0175713j 0.0348703+0.00639678j 0.0105197-0.014295j -0.0053346+0.00354118j 0.00416618+0.000519341j 0.0137302+0.000283726j 0.00457995-0.0114428j 0.000453748-0.00189134j -0.000409292-0.00120908j 0.00748465-2.95645e-05j 0.00611342+0.000450808j -0.00502223-0.00250942j 0.00117359+0.0112121j 0.00252376+0.00782659j -0.00195325+0.0145006j -0.0108615-0.00539528j 0.00459329-0.000227077j -0.00187292-0.0132249j -0.0218225-0.00321399j 0.000238107-0.000428506j -1.51124e-05+0.000724435j -0.0341615+0.00971276j 0.00174376-0.0255047j -0.000144193-0.00200298j -0.00388267-0.00650477j 
-0.000717493+0.0232157j -0.00179855+0.0165318j -0.00785447-0.000715704j -0.0211245+0.00519429j 0.00252548-0.00311468j -0.0112093-0.00194693j 0.0011031+0.000669433j 0.00900478-0.0054736j -0.0212051+0.00409964j -0.0188415+0.0148323j -0.0141031-0.00440759j -0.0136234-0.0200785j -0.00975312-0.00573055j 0.000621476-0.00452541j -0.0163888+0.00462962j -0.00272109-0.01052j 0.0011535-0.00310023j 0.000113561-0.00545754j 0.00863948-0.000363794j -0.00513885-0.00143331j -0.00486815+0.00160772j -0.000557346-0.00625713j -0.000363321-0.000685615j 0.00278274-0.00496325j 0.00427391+0.00789953j -0.00468333+0.00273113j -0.00372825+0.00115402j -0.00208674+0.00453625j -0.00346554-0.00814641j -0.00578201+0.00193738j -0.000660733-0.00207702j -0.001632+0.00302749j 0.00133111-0.0046447j -0.00461338+0.000901103j 0.00116417+0.00698138j -0.000805857+0.00626171j 0.0051834+0.00369245j -0.00092536-0.00588773j -0.00286581-0.00293407j -0.00263547-0.00210973j 0.0105952+0.0079406j 0.00111137+0.00659432j 0.000680962+0.00255696j 0.0041659+0.00910635j 0.0116781+0.0107731j -0.0056232-0.00633292j 0.0349731+0.0036327j -0.0117684-0.00538749j 0.00661328-0.00461225j 0.0027506+0.00162422j 0.00873772+0.00812208j 0.00358706+0.0136182j -0.000368777+0.00238276j -0.00610517-0.00232419j 0.00524307+0.00120954j -0.00315864+0.0037676j -0.00492987-0.000594998j 0.0150164-0.000707121j 0.00547168+0.0109109j 0.0141733-0.00245937j -0.00867006+0.00188277j -0.000535034+0.00800477j -0.020131-0.00338526j 0.00596704+0.00604388j -0.000472212-0.00057322j 0.000812081+0.000302585j 0.00960811+0.00531948j -0.032448+0.00561076j -0.0041285+0.0133579j -0.0132216+0.00526923j 
0.000263899+0.00305294j -0.000913557+0.00252609j -0.000794269-0.00184021j -0.0012372+0.00240107j 0.00230167-0.00293912j 0.000336718-0.000445806j -0.000810299+0.00276718j -0.000498275-0.000994866j -0.000780561+0.00150385j 8.08518e-05+0.00228751j -9.1331e-05-0.000475711j -0.00143274-0.000932719j -0.00158411-0.00179768j -0.000627561-0.000445427j -0.00130152+0.00344547j 0.00118364-0.00270636j 0.000808723-0.00180211j 0.00100487-0.00070092j -0.000895808+0.0038085j -0.00076981+0.000664377j 0.00124998-0.000887671j -1.35848e-05-0.000507706j 0.000907443-0.000197851j -0.00150235+0.0044093j -0.00113764+0.000288396j -0.00137935+0.00208258j -0.000281298+0.000152787j 0.00158514-0.00121559j 0.00141727-0.00196201j 0.00165576-0.00348343j 0.00202276-0.00369145j -0.00113558+0.00109619j 0.000183972-0.00010224j -0.00102485+0.00248333j -0.000891532+0.00355773j 0.00150007-0.00243922j -0.000201131+0.000579715j 5.48498e-05-0.000205624j 9.84211e-05-0.000424654j -0.00030992+0.00235236j 0.000937584-0.000111485j -0.000833035+0.00188477j 0.00134993-0.000471941j -0.000578636+0.00259102j 0.00176767-4.0319e-05j 0.00098551-0.00285779j 0.00363378-0.00507164j -0.00473751+0.00312582j -0.0128738+0.0420897j -0.00193047+0.0074582j -0.00227467+0.00888045j -0.00299898+0.00584864j -0.00386552+0.00321536j -0.000411729-0.0046492j 0.00371058+0.00971122j 0.0166537-0.0312467j 0.00836525-0.0232092j -0.0030042+0.00798432j 0.00215847-0.000981658j 0.000320235-0.00231411j -0.00170881+0.00374563j 0.00045134+0.00171532j -0.00143005-0.000595282j 0.00265083-0.00243155j 3.54181e-05-0.000177233j 0.000134633-0.000277302j 0.0236142-0.0559871j -0.00347521+0.003073j 0.000318776+0.00185527j -0.00109737+0.00125403j 
-0.00128533-0.00243507j 0.000897401-0.000919756j -0.00245728-0.000258209j -0.00369131+0.00234246j -0.000453453-0.000196119j -0.00181072+0.000903931j 0.000362975+0.00118021j 0.00285842-0.00154277j -0.00308856+0.00303612j -0.00226667+0.00191886j -0.00403361+0.00603544j -0.000352553+0.00288351j -0.0019542+0.00463069j 0.00309465-0.0016863j 0.00151646-0.000893794j -0.00234669+0.00500325j -0.0017893+0.000648229j -0.0013586+0.000292071j -0.000356088+0.00142899j -9.92125e-05+0.00421007j 0.000505022-0.000331536j -0.000948183-0.00132711j 1.24384e-05-0.000476941j 0.00242437+0.0014951j -0.000454659-0.000868931j 0.000994236+0.00017046j 0.000549473-0.0015694j 0.00022442-0.000994376j -0.00119866+0.00134313j 0.000384375-0.00129825j 0.000484295-0.00355871j -0.000658733+0.000970831j -0.000398259+0.00124144j 0.00105919-0.000159107j 1.38741e-05-0.00184966j -0.000586782-0.000384873j 0.000712417-0.00277733j -0.00182473+0.000947135j 0.000734115-0.00208688j -0.00191947+0.000110102j -9.45364e-05+0.000885618j 0.00300335+0.000517841j -0.000107672-0.00107212j -0.000344339+0.00123344j -0.00292795-0.00624354j -0.00139624-0.000848882j -0.00478625+0.0132326j 0.000309799-0.000139842j 0.00630958+0.0196521j 0.00042671-0.000791312j -0.000402624-0.0192945j 0.00249057-0.00457087j -0.00105551-0.000543444j -0.00105927-0.00176106j 0.00409718-0.00802869j -0.00299798-0.022431j -0.00103562-0.00788424j -0.000767043-0.020319j -0.000895812+0.00606427j -0.000811327+0.00541531j 0.00222442+7.04491e-05j 0.000403152-0.00184436j 0.000526054+0.000880778j -0.00115117+0.00873706j 2.03276e-05+0.00018593j -0.000209957+0.000496331j -0.0332052+0.139254j 0.0013296-0.000437873j -0.000746499+3.00126e-05j 0.000606847+0.000425011j 
0.00356282+0.0101861j -0.00136371+0.00312526j 0.00189736+0.000237836j 0.00052481+0.000326244j 0.00336598+0.000743108j 0.0037891-0.00119624j -0.00530113+0.000925492j -0.000511848-0.00208909j 0.00161833+0.00529266j 0.00195214+0.00988049j -0.00160412-0.00495883j -0.00244117-0.00648713j -0.000809395-0.000493579j 0.00365829-0.00280384j 0.0049916+0.00125735j -0.00156362-0.00246173j 0.00269014-0.0023883j -0.00140908+0.00171463j -0.00639489-0.00197729j -0.000393291-0.00127739j 0.0029674+0.000145096j 0.00173486-0.00263099j 0.00115598+0.000900049j -0.0084833-0.00155925j 0.00177608+0.000595183j -0.00191632-0.000307907j 0.000219485+0.000751298j 0.00349157+0.00389085j 0.000820768-0.00115458j 0.00518379+0.00173219j 0.00566133+0.00190187j -0.000593514+0.000368553j -0.00216821-0.000883679j -0.00142419-0.000766822j 0.000860262+0.00187734j 0.0032094+0.00182038j -0.000689123+0.00140369j 0.00121215+0.00193358j 0.00100524+0.00179034j -0.000500436-0.00171467j -0.00271004+0.00214479j -0.00217964+0.000752698j 0.00210221+0.00106903j 0.000806941-0.000675651j 0.00125144+0.00113805j 0.00209449-0.0047809j -0.00995959+0.0033382j -0.00315136-0.0031594j -0.043304-0.00991348j -0.00630936-0.00225161j -0.00156468-0.0051261j -0.00353994+5.20736e-07j -0.00135104-0.00383632j 0.00571224-0.000239086j -0.00626671+0.00272917j 0.0361629+0.0132742j 0.0218727+0.00673474j 0.000452204-0.010307j 0.00185426+0.0057957j -0.00145745-0.00301246j -0.0011333+0.000772777j 0.00124432+0.000137505j -0.0046002+0.00153622j 0.00213507+0.000833776j -7.4701e-05+0.000108835j 7.81156e-05+5.90027e-06j -0.0149633+0.0370853j -0.00388911+0.0057733j 0.00141794+0.00300895j -0.00127873+0.00225574j 
-0.0028174-0.0115213j -4.77117e-05+0.0023026j 0.00109674-0.00123281j -0.000908949-0.00154055j 0.00539247+0.00158587j -7.78973e-05-0.0014544j 0.00197847+0.00119131j -0.00192144+0.002039j 0.00176846-0.00806471j 0.00107208-0.00925772j 0.00772178+0.00236853j 0.00325415+0.00129477j 0.00935484-0.000115058j -0.00841722-0.00158814j -0.0115065-0.00230048j 0.0106557+0.00438679j 0.000368405+0.00240731j 0.00414294+0.000835291j -0.00320861-0.000312898j 0.00347145+0.000990243j -0.00153485-0.0011895j -0.00236711+0.000411218j 0.000787725+0.000429647j -0.002785+4.15412e-05j -0.00153279-0.00278308j -0.00210606+0.00056788j -0.00240055+0.000314374j 0.00125869-0.00169577j 0.00282674+0.000913573j 0.00130187-0.000447427j -0.000389221+0.00137212j 0.00016663-0.000959595j -0.000161962+0.00223132j -0.000480685-0.00129399j -0.00631056-0.000567324j 0.000352745+0.00209277j -0.000653561-0.00148142j 0.000206719-0.0026478j -0.000767865-0.00171112j -0.00122783+0.0019356j -6.01117e-06+0.000830485j 0.000738174-0.000809854j 0.000335913+0.00050548j 0.00150362+0.000424708j -0.00469881+0.00423788j -0.00340263+0.00423193j 0.0273508+0.00475427j -0.00470996-0.00349956j -0.00458839-0.00202943j -0.00572763+0.000711083j -0.0276173+0.00284919j -0.0114772-0.00334606j -0.00393009-0.000313729j 0.00115777-0.000321091j -0.0139186+0.000256939j -0.00377745+0.00296745j 0.00632586+0.00161724j -0.0291965+0.00300726j 0.00724591+0.000198033j 0.00663113+0.00489371j -0.00253681-0.00256508j -0.00333476+0.000450981j 0.00202912-0.000698468j 0.00497299+0.00406654j 0.000132259-0.000275703j 0.000455549+0.000601425j 0.141327+0.0438607j -0.00139083-0.00895646j -0.00169403-0.000811727j -0.000944438-0.00141911j 
-0.00773191-0.029691j 0.000585035+0.0276871j -0.0165091-0.0183921j -0.00943189+0.0062066j 0.00740911+0.00811637j 0.00430718+0.00701232j 0.000225397+0.00218723j 0.00399322+0.00223331j -0.015032-0.0171186j -0.019479-0.0209847j 0.00618691+0.0168846j 0.0129869+0.00755628j -0.00764513+0.00349182j 0.00743526+0.00239574j -0.0161261+0.00303197j 0.00251374+0.0116605j -0.00107842+0.0113686j 0.00351172-0.00207382j 0.00528553+0.00125606j -0.00503287+0.00471568j 0.00179747+0.00437979j 0.00133211+0.00925158j -0.00241671+0.00119898j 0.00556362+0.00556975j -0.00454796-0.010274j -0.00174807+0.00212384j -0.00216037-0.00130506j -0.00282926-0.00505572j 0.00678021+0.00499551j -0.00108334-0.000897836j 0.00111937-0.000109244j -0.00442136-0.00149423j 0.00262934+0.00669055j -0.00034164+0.00134794j -0.014052-0.00261126j -0.00108668+0.00051517j 0.000697541-0.008732j -0.0097863+0.00180355j -0.00251904-4.84941e-05j -0.00170313+0.0111192j 0.000638306-0.00850139j 0.000170604-0.00584082j -0.0036159+0.00324895j -0.00623099+0.000282626j 0.00142757+0.00234965j 0.00466504+0.015829j 0.00213451-2.02841e-05j -0.00452927+0.00559962j -0.00574808-0.00180698j 0.000458776+0.000811991j 0.00738776-0.00470051j 0.00283015-0.00620678j 0.000712967+0.00144316j 1.68566e-05-0.000371881j 0.00246291-0.000834685j 0.0047354+0.00445877j 0.00465238-0.0042611j 0.0101179+0.00171245j -0.0103815-0.00430694j 0.0012147-0.00363681j -0.00156597-0.00170831j 0.000711987+0.00474343j 0.00897314+0.0108115j -0.000131152+0.0012719j -0.000110889-0.000305212j -0.000160611+0.00037056j -0.0299015-0.0137155j 0.00307708-0.00236979j -0.002048+0.00509891j 0.000803149+0.00496104j 
-0.00711008-0.0271838j 0.00110428-0.0397695j 0.00285286+0.0100328j -0.00902024+0.00123202j 0.00455571-0.00152067j -0.0136663+0.00179441j 0.00108765-0.00222243j 0.00640157-0.00189552j -0.0197691-0.00272824j -0.0104808-0.00701838j -0.0158907+0.00475678j -0.0108276+0.0238406j -0.0111865-0.0106115j -0.00818927+0.000203984j -0.0106584-0.00553476j -0.0128599+0.00306908j -0.0099876-0.00532917j -0.00138969-0.00382759j 4.35055e-05-0.00344204j -0.00835252+0.00224002j -0.0044121+0.001847j -0.00846131-0.00249452j 0.000578517-0.00478824j -0.000859084+0.00160564j 0.00719668-0.00418755j 0.00113734+0.00402934j -0.00127551+0.00261201j 0.00630821-0.00232991j -0.00834188-0.00350918j 0.000843226+0.000150749j -0.000256381-0.00102936j 0.00190898-0.00098206j -0.0072315-0.00389718j -0.00332495+0.00040186j 0.00196406-0.00749381j 0.00384671+0.00342222j 0.0162919-0.0006972j -0.0109459-0.0132931j -0.00177234-0.00804041j -0.0122854-0.00650979j 0.0107573-0.000174897j 0.00993982+0.00808118j 0.00237502-0.00277793j -0.00253809+0.00406543j 0.00623894-0.00864813j 0.00280759+0.00599996j 0.0166941-0.00710254j -0.00307983-0.0123127j -0.00630893+0.000744863j -0.000238564-0.000188369j 0.00902122+3.06201e-07j 0.00363267+0.00177301j -0.00344817-8.45013e-05j -0.000900919-0.00202493j 0.00690033-0.0015234j 0.0047293-0.00182056j 0.00594874+0.00863673j 0.0111702+0.00603688j -0.00429744-0.00513893j 0.00658934+0.009809j -0.00639639+0.00517983j -0.00410548+0.00113587j -0.00611373-0.00407782j -0.00360944+0.0117718j -0.000317361-0.000378192j -0.000157678+0.000747952j -0.0145437-0.0109177j -0.0145713-0.00745453j -0.00762701-0.00542327j -0.0085116-0.00114035j 
-0.00215309+0.0114611j 0.0186183-0.00723451j 0.0100823-0.0125773j -0.0227508-0.0142359j 0.00223092+0.00267799j -0.0288141-0.00105097j 0.00411357+0.000363503j 0.0133027+0.0011558j -0.0207961-0.00534498j -0.00893039-0.00733999j -0.0259982+0.00846075j -0.0229187+0.00592326j 0.00751212+0.00305023j -0.00789673+0.0145434j -0.0190013-0.0122749j 0.00254798+0.00278222j -0.00465796+0.00402141j 0.00142928+0.00215369j 0.00139006+0.00766557j -0.00516325-0.00183672j -0.00628106+0.00368541j 0.00236683+0.00207576j 0.0016705+0.000541954j 0.010301+0.0032184j -0.00491366+0.00191843j -0.00178008-0.00599102j 0.000423324-0.00286692j -0.00145943-0.00198664j -0.000220435+0.0138432j -0.00203158-0.000577784j 0.00819755-0.00361169j 0.00103081-0.00666564j 0.00807954+0.00687012j -0.0050851+0.00560668j 0.00028453-0.0146975j -0.00336647-0.00688034j -0.00343801-0.00168649j 0.00850455-0.000991056j 0.00821819+0.000937569j 0.00231743-0.00243622j 0.0075667+0.00281491j -0.00357988-0.00564821j -0.00848839-0.00219797j -0.013223-0.00770431j 0.0104706-0.00643768j -0.0111568+0.0150229j 0.0292962+0.00491177j 0.00380464+0.0146519j -0.00557154-0.000514517j 0.00137848+0.00175925j 0.0122643-0.000189555j 0.0167406-0.00155822j 0.000105386+7.14977e-06j 0.000423654-0.000953659j 0.00608703+0.00476687j 0.0022043+0.000750158j 0.00295518-0.00153451j -0.00306666-0.00292391j -0.00199144-0.0115784j -0.00271578-0.00122709j 0.00296711-0.00611972j 0.000721264-0.00857224j 0.0253552+0.00396277j -0.012738-0.00692527j -4.03197e-05-0.000122561j -0.000694211+0.000724006j 0.00307853-0.0047053j 0.0229668-0.00301225j 0.00156103-0.00834436j 0.015438-0.00936045j 
-0.0127959+0.0194325j -0.0204906-0.0140303j -0.0227334-0.000958977j -0.0057558+0.00196744j 0.00846521+0.0013216j 0.0136151+0.00325998j -0.00416455-0.00251589j 0.00541295-0.00339268j -0.0174657+0.00639367j -0.0340336+0.00546419j 0.012805+0.00639787j 0.0291981+0.00578862j 0.00124817-0.00373941j 0.0192918-0.00463845j 0.00359198+0.00267354j 0.0067337-0.00749995j 0.00753748-0.00466822j 0.00545717+0.000303771j 0.00448501-0.00140372j 0.000277806-0.001204j 0.00225205+0.000528378j 0.00815753-0.00471389j 0.00396072-0.00068576j -0.00225781-0.00506631j 0.0023595+0.00396045j -0.00392905+0.000491321j -0.00562124+0.000233253j -0.00333998+0.00297832j 0.0146753-0.00412629j -0.00259938+0.000903818j -0.00793495-0.00432918j -0.00414285+0.000538343j 0.00693834-0.0068418j 0.00308985+0.00205623j -0.00797311-0.000302824j -0.00606354+0.00326655j -0.00190387+0.00838983j 0.00573028-0.00946339j 0.00246786-0.00583698j 0.00727138-0.00981643j -0.0150931+0.00472201j -0.0144609+0.010006j 0.00703674+0.00152867j -0.00939254+0.00896885j -0.00611221-0.00545552j 0.0241219+0.00752568j -0.00825299-0.00314463j 0.012347-0.00614887j 0.00105208+4.05563e-05j -0.000867942+0.000109741j -0.0110168-0.000966023j -0.0195377+0.00211946j 0.00032882+0.000652228j 0.000603542-0.00131277j -0.00371096-0.00113309j 0.00283374+0.000493293j -0.00741123+0.000285808j 0.0033109+0.00121047j -0.0144592+0.0040882j -0.00717579+0.0037947j -0.00665321+0.00112831j -0.0124664-0.00479329j 0.0167206-0.0205028j -0.00503675+0.00882034j 0.000247961-0.000196413j -0.000242986+0.000108752j -0.0060393-0.000804724j 0.00733418-0.0270015j -0.00431894-0.00269875j -0.000656138-0.0177381j 
-0.0203571-0.0404556j 0.0623912-0.0090054j -0.0208582+0.0197464j 0.0121696+0.0105826j 0.00978589-0.00542305j -0.001624-0.00706339j 0.00663563+0.000596417j 0.00069165-0.00482355j -0.0210586-0.0042727j -0.0141348+0.00340231j 0.0204772-0.00361696j -0.0186682-0.00369513j 0.00221896-0.00373457j -0.0107694+0.000252906j 0.00714243+0.00381747j 0.00411974-0.00218448j 0.0115706+0.00325034j -0.000474648-0.00890839j 0.00447098+0.000825546j 0.000932857+0.0023176j 0.00521682-0.00190197j 0.00335292-0.00429684j 0.00234617-0.00286808j 0.0032773-0.000683598j -0.0058139-3.79462e-06j -0.000551311+0.00334689j -0.00198148+0.000612109j -0.00037443+0.00521348j 0.00327782-0.00564211j 0.000254674+0.00131268j 0.000988806+0.00329143j -0.000847029+0.00595413j 0.00136195-0.00601517j -0.000192387-0.00571435j 0.000588015+0.0144987j 0.00121582+0.00216517j -0.000412219+0.00535382j 0.000578735+0.00697455j -0.000946679+0.0039065j 0.00930412+0.00169861j -0.00247845-0.00146839j -0.00526272+0.000393836j 0.00589646+0.00976648j 0.00714997-0.00152101j 0.0129614+0.00337536j 0.0107067-0.00112007j 0.00558532-0.00154306j 0.00900683-0.00170528j -0.00023507+0.000779499j 0.000658725-0.000212205j -0.00379407-0.00160078j -0.00970481-0.00393383j -0.000701711-0.000133035j 0.00033381-8.21612e-05j 0.00153182-0.000885166j 0.00255732-0.00104332j -0.00820066+0.00218409j 0.00215416+0.00312497j 0.000919557-0.00244678j -0.0043007+0.00499227j -0.0104309-0.000588709j 0.00900755+0.0102851j 0.000149381+0.000344377j -0.00352276+0.00528186j -0.000233793-0.000232924j 8.91728e-05+0.000484509j 4.78097e-05-0.000533628j -0.0081265-0.00356343j 0.00863462-0.00151688j 0.000606162+0.00558174j 
-0.0600017+0.0140484j -0.0227079-0.0367722j 0.0182936+0.0151441j 0.0133514-0.0136845j -0.0012908-0.00268049j -0.000513318-0.0170215j -0.00060185-0.00415263j 0.00286988+0.00191246j -0.0166705-0.00336053j -0.0201096-0.00209419j -0.00528338-0.00462843j 0.0192653-4.38387e-05j -0.00761414+0.0139533j -0.0104009+0.00994499j 0.00811461+0.00208759j 0.00948726-0.00609176j -0.000741888+0.00112956j -0.00585849+0.00129558j -0.0085609+0.00131114j 0.00496456+0.000478175j -0.00316451-0.00448525j 0.0025183+0.0037031j -0.00221407+0.00388354j 0.000928821-0.00137145j -0.00632747+0.00429068j 0.00841586-0.00280613j 0.00286148+0.00032106j -0.00204457-0.00155521j -0.0099216+0.00365242j -0.00053717-0.00117844j 0.00208212-0.0021296j 0.00649705-0.000247412j -0.00194318+0.00418758j -0.00495649+0.00132227j 0.00810236+0.00327418j 0.00711954-0.00377358j -0.00441843-0.00257463j -0.00217914+0.0108249j -0.00165966+0.00342626j 0.00826419+0.00274079j -0.0108947-0.00303966j 0.00278595-0.00820583j 0.00484493-0.000424576j 0.00519509-0.00587204j 0.00596369-0.0015746j 0.000715245-0.00685323j -0.00529867-0.00253436j -0.0128797-0.00202379j 0.00115799+0.00073789j -0.00129744-0.00114393j -0.00176753-0.000175714j -0.0033082-0.000487551j -0.000261241-0.00141358j 0.000363603-0.000281948j -0.00495877-0.000513346j -0.00209665-0.00165183j 0.0049964+0.00405009j 0.00734161+0.00135125j -9.0552e-05-0.00201461j 0.00705324+0.00330522j 0.00722834+0.00304257j 0.00623222-0.00219449j 0.00565549+0.00420582j 0.00880834-0.00202719j -0.000315275+0.000160214j 0.000186834-0.00028641j -0.00143709+0.000226871j -0.00514893+0.0128546j -0.000447687-0.0070294j 0.00844243+0.00679603j 
