0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
-0.00319298-9.53813e-05j -0.00387454-0.000867879j -0.00401834-0.000449736j 0.00392251+0.000115904j -0.00172864+0.00682562j -0.00883159-0.00375091j -0.00421191-0.00173887j 0.00447976-0.00540131j 0.0116112-0.00396366j -0.0100547+0.00233374j -0.00260056+0.000204201j 0.00351629+0.00679464j -0.00434116+0.000713777j -0.00265358+0.00204029j -0.00477363+0.00512341j 0.0002975+0.00386319j 0.00585336+0.000733296j 0.00284236-0.008332j 0.0276044-0.00650284j -0.0125931+0.00476392j -0.00533039+0.00526303j 0.000692826+0.0107539j -0.00606077-0.00162517j 0.0218187+0.00113357j 0.0158775+0.00280747j 0.0107113-0.0037267j -0.0159524+0.00547989j -0.00668194+0.000577601j -0.000440196-0.00587042j -0.0203434-0.00187671j -0.0239207-0.00627563j 0.0108695-0.000827526j 0.0134007-0.00511199j -0.0213176+0.00118969j 0.0112897-0.00362685j 0.00705128+0.00224919j 0.0124302+0.00508639j -0.0136797+0.00474622j 0.00278335-0.00377918j 0.0153203-0.00900551j 0.00188181+0.00358555j 0.00352055+0.00046343j 0.00226474+0.00778355j 0.00833707-0.0120507j -0.00866339+0.0108002j -0.0132898+0.00510176j -0.00684421+0.00462312j 0.0104785+0.00422022j -0.0032772-0.000170582j -0.00185825+0.0016675j -0.00249409-0.00042237j -0.00808288-0.00263422j 0.00196724-0.00636667j 0.0183596+0.00502985j -2.51473e-05+0.00325909j 0.000833193-0.00588024j 0.0102472+0.00794488j -0.0217103+0.00395555j 0.00538403+0.0123991j -0.00961226-0.0110332j 0.018154-0.00507985j 0.00988055-0.00440731j -0.00543304-0.000647141j -0.00800366-0.00811343j -0.000512938+0.00213318j -9.16731e-05+0.0225485j -0.00153337+0.000570424j -0.00108947-0.00119071j -0.00185611-0.00687983j 0.00168659+0.000886561j 
0.00306477+0.00820497j 0.000926528-0.00373701j -0.000999089+0.000121719j 0.00601207+0.0161735j 0.000849449+0.0120131j -0.00352155+0.00118611j -0.00721487-0.01581j -0.00520482-0.0112626j -0.00535753-0.00306171j 0.00243279-0.0118213j -0.00419015-0.0110082j -0.00359567-0.0163831j -0.000574365-0.00170466j 0.00439449+0.000261006j 0.00231895-0.00632582j 0.00345166+0.011506j 0.00331461-0.00342084j -0.00185204+0.00630026j -0.00568265-0.00466396j 0.00664111+0.00693729j 0.00738855+0.0072888j -0.00156102-0.00335683j -0.00527094-0.0121872j 0.00107499+0.00886894j 0.000636081+0.00523235j -0.00277749-0.0129419j 0.00477068+0.00370835j -0.00411339-0.0161458j -0.00453527-0.00400011j 0.00370495+0.00970706j 0.00513612+0.0435484j -0.00900583-0.0207123j -0.01048+0.0115002j -0.000127446+0.0171649j -0.0129795+0.0101432j -0.00682231-0.0148129j -0.00260543+0.0127635j -0.00219007-0.014485j -0.0124306+0.010514j -0.0059487-0.000968887j -0.00518881-0.0117793j 0.000804937+0.0103352j 0.000539781+0.00772225j -0.00765279-0.0076531j 0.00365355-0.000603069j 0.00166826+0.00239927j 0.00362456-0.00276763j -0.000612922-0.000378276j 0.00193464+0.00266037j -0.00183351+0.00430612j 0.00374528-0.00277709j -0.000379196-0.00415379j 0.000874001-0.00213726j 0.00394672-0.00118182j 0.000761389-0.00134325j 0.00184165-0.00363513j -0.00449978+0.00210617j -0.000909613+0.00925867j -0.00101899-0.0002353j -0.000212484-0.00595778j -0.000206345-0.00157712j -0.00320673+0.000501058j 0.00572494-0.00356255j 0.0010183+0.00204715j 0.000601483+0.001728j 0.00110988+0.021199j 0.000531287+0.00188112j -0.00292278+0.00202381j -0.000579429+0.00967162j -0.00623948+0.00124649j 
0.00189386+0.00409796j -0.000483862-0.00176085j -0.000716128-0.00134622j -0.000107034+0.0118225j 0.000107027-0.00934677j -0.000627989+0.00916245j 0.00411738+0.0127006j -0.00675869-0.0124354j -0.00682856-0.0155724j 0.00388019-0.00123762j 0.00322125-0.00218124j 0.00368221-0.00445495j 0.00252903+0.00815011j 0.00344859+0.00191026j 0.00566588-0.00103206j 0.00127233-0.00271371j 0.00357946-0.00425564j 0.00375758+0.0101732j 0.00572778-0.00198609j 0.00117414+0.00253251j -0.00309494-0.00925145j 0.00616072+0.00999567j 0.00667341+0.00691614j 6.11004e-05+0.0014013j -0.0043342-0.0244899j -0.000112608+0.0145654j -0.00187994-0.00377191j -0.0059599-0.00929169j -0.00083533-0.00866989j -0.00813965-0.0195232j -0.013094-0.0125347j -0.00276161-0.00274538j -0.00793125-0.0418862j 0.000783328+0.00372536j 0.0017218-0.0134602j -0.00348709-0.0384825j 0.00876187+0.0237084j -0.00172986+0.0134195j -0.000150374-0.00505973j -0.00868765+0.0038056j 0.00117423-0.00855233j 0.00273668-2.32108e-06j 0.005732-0.00456486j 0.000690512-0.00997685j -0.00117576+0.00179745j -0.0026808+0.00191825j 0.000457234-0.00843539j 0.00322693-0.00268144j -0.00054267-0.00303057j 0.00104319+0.000560591j 0.0029341+0.00712498j 0.00151469+0.00975378j 0.0016792+0.00221195j 0.00421725+0.00133598j 0.00101348-0.000390745j -0.00028301+0.00203028j 0.00283038+0.00267189j -0.00459324-0.0111138j 0.00118991+0.00613475j 0.00302628+0.00465013j 0.00409317-0.00111678j 0.00103471+0.000327718j 0.00496851-0.00206783j 0.00386638+0.00339961j -0.0015664+0.000404258j 0.000322476-0.000892371j 0.00031592+0.00115269j 0.000430024-0.000937218j 0.00262213+0.000161698j -0.00357923+0.00145417j 
-0.00148696-0.001383j 0.000709121+0.00169598j 0.00235318-0.000965554j -0.000998898-0.0169547j 0.00203441+0.00905641j -0.00152451+0.00939157j 0.0059092+0.00604972j 0.00327352+0.0100956j 0.00497827+0.000406742j -0.00221852+0.0189902j -0.00748934+0.00331025j 0.00436228-0.000194508j 0.00234024-0.00582324j -0.000254655-0.00742034j 0.00245365+0.0142158j -0.000522628-0.00653462j -0.00656722-0.00409064j 0.00765895+0.00547798j -0.008017+0.00503963j -0.00557464+0.0103218j -0.00334592-0.02464j 0.00810462-0.00615966j -0.000623437+0.0038929j -0.00760918-0.0117947j 0.000614022-0.0201915j -0.00402985-0.00299748j -0.00118169+0.00640257j 0.00148114-0.0123365j 0.00576836-0.00909173j -0.00249257-0.0181724j 0.0119026+0.0248051j 0.00419321-0.0282887j -0.00522663+0.00193007j -0.00953753+0.0291803j -0.0088982+0.0168142j 0.000623946-0.0190684j 0.0109164+0.0227837j -0.00274207-0.0178399j 0.0062376+0.0197015j 0.00780694+0.0143948j -0.00114318-0.0123942j -0.00200615-0.00437527j 0.00311623-0.0115862j -0.000945689-0.00217813j 0.00152633+0.0117452j 0.000844063+0.0106227j -0.000680111-0.00642053j 0.00145773-0.00166157j 0.00138688-8.88996e-05j 0.00263997+0.000668396j -6.94322e-05-0.00509276j 0.00219152-0.0025135j -0.00128538-0.00271539j -0.00203014-0.00658626j 0.00155151-0.0050108j -0.00470083+0.00107272j 0.00361239-0.00382709j -0.00131414+0.00680997j 0.000871466-0.00395961j -0.00295397+0.00603047j -0.00238836+0.00347321j 0.00700905-0.00874573j -8.90659e-05+0.00681289j 0.000929566-0.00938344j -0.000236453-0.00135518j -0.000807791-0.0133575j 0.000969712+0.00250989j -3.78329e-05-0.0109707j -0.00056862-0.00348552j 0.00178483+0.00474968j 
-0.00411117-0.00101849j 0.000848326+0.00271374j 0.0132632-0.00775585j -0.00779047+0.0070301j 0.0231628-0.0104579j 0.0117223-0.0108962j -0.0101426-0.00444333j 0.00205723-0.00165577j -0.0018518+0.00955065j 0.00983067-0.00843324j 0.00513507+0.00202682j 0.00254749+0.00855356j -0.00387927-0.00327311j 0.00604229-0.000994168j 0.00622261-0.00803196j 0.00777016+0.00034004j -0.0027026+0.00166404j -0.00659932+0.00361213j -0.00151693+0.00693705j -0.0066668+0.00215556j 0.023237-0.00293313j 0.0113966-0.00457498j -0.00429136+0.00289239j 0.0110293+0.0050803j 0.014529-0.0135568j -0.00539698+0.00269953j 0.00458679+0.000514621j 0.00653934-0.00540592j 0.00280086-0.002081j 0.00625153-0.00282184j -0.00431641-0.00728885j 0.0153316+0.00122399j -0.0172617+0.00582098j -0.0128971-0.00127383j -0.0145579+0.00498241j 0.0101017-0.0066916j -0.00613416+0.00212234j 0.0131294-0.000120873j 0.00427025+0.00719154j 0.00755673-0.00420814j 0.0020623-0.00257708j 0.000722947+0.00283114j 0.0151539+0.00964048j -0.00831217-0.00107067j 0.00202219+0.00344201j -0.00244588-0.00450235j 0.0069478-0.00133359j 0.000377405+0.00505268j 0.00331695-0.0006561j -0.00231042-0.00772946j 0.00869441+0.00238746j 0.010264-0.00607048j 0.00027768-0.00219739j 0.00420399+0.00629215j 0.00311572-0.00415263j -0.00323045+0.00550799j -0.000902831-0.00749452j -0.00223745-0.00282278j 0.00465507+0.00332742j 0.00833347-0.00357172j 0.00601079-0.00145835j -0.0057604-0.0207821j 0.00319573-0.0100436j -0.00846095-0.00701545j 0.000115438-0.00314559j 0.0012899-0.0369808j 0.000372749+2.40905e-05j -0.00807138-0.00477055j -0.00841147-0.00855946j 0.00846185-5.40458e-07j 
-0.00208445+0.00107065j 0.00233107+0.00384619j 0.00555178+0.004112j -0.010951-0.00612048j 0.0156012-0.00777581j 0.0038699+0.0114521j -0.00905988+0.0171334j 0.00320681+0.00511239j -0.00604241+0.00319863j 0.0143518+0.00122482j 0.00418197+0.00496251j 0.00300623-0.00937774j -0.00574235+0.00641425j 0.00405772+0.00312834j 0.00887823+0.00550769j -0.00189917+0.000612188j -0.00729784+0.00422473j -0.00408228+0.0076643j 0.0120473-0.0200653j 0.00433293+0.00191792j -0.00179481+0.00994278j -0.00196472-0.000907113j 0.000428909+0.0030987j 0.0165664-0.0346856j 0.00770833-0.00550535j 0.00646769-0.00968727j 0.00456637-0.00186834j -0.0108243+0.0125426j -0.00946443+0.00376028j -0.0137411+0.0183992j -0.0181978+0.0313391j -0.00687404-0.00984297j 0.0040672-0.00587398j 0.0130318+0.000852909j 0.00968975-0.00365841j -0.00961239+0.00453383j -0.00407115-0.000839669j -0.00159272-0.00333566j -0.00465144+0.0066138j -0.00522806+0.00244743j -0.00214177+0.00197681j -0.00475995-0.00211117j 0.00333307-0.00330606j 0.00351458-0.0115905j 0.0027638-0.0042227j 0.00392157+0.00016404j 0.00220164+0.00303961j -0.00427412-0.00410903j -0.00245658+0.00148884j 0.0014636+0.00384507j 0.00203775+0.000877385j -0.00606306+0.00909896j 0.00329876+0.0035874j 0.012171-0.0146853j 0.00180441+0.000246384j 0.00289235+0.00230393j 0.00381882-0.00786968j -0.00400952+0.00922761j -0.00270452-0.0103029j 0.00143883+0.0122974j -7.86692e-05-0.00278049j 0.00485985+0.00173354j 0.005139+0.00463199j 0.0014104+0.00184473j -0.000237565-0.00062485j -0.00082153-0.00490766j 0.00084092+0.000949787j -0.00153365-0.000651205j 0.000557488-0.000766897j -0.000872865+0.000749427j 
0.00199594+0.00113818j 9.34076e-05+0.00518115j 0.0033927+0.00872427j -0.00116215-0.00365343j 0.00014677+0.00883514j 0.00534748+0.000511335j 0.00759485-0.0121338j -0.00487801-0.0124113j 0.000443306-0.0145992j -0.00575695+0.0192492j 0.00191927+0.00441114j -8.46175e-05+0.0167043j 0.00370912+0.00152701j 0.00215537+0.0134743j -0.00174932+0.00388413j 0.00844+0.00792292j 0.000793957-0.00334035j -0.00687537-0.0100551j -0.00925894-0.0251517j 0.00870634+0.0156262j 0.0015429+0.0106757j 0.00979555+0.000692427j -0.00518741+0.00537133j -0.0096783-0.0101542j -0.00547981-0.00629964j -0.00202111-0.00986477j -0.000452795+0.0197591j 0.00661255+0.00699874j -0.00134297+0.00050796j -0.00283118+0.0202648j 0.00687401+0.00289878j 0.00129023+0.000287932j -0.00644526-0.0184136j -0.0046728+0.0144407j -0.00492193-0.0169057j 0.00810409-0.00779977j 0.00664049-0.0188133j 0.00412263+0.0251627j 0.00355204-0.0105447j -0.00582265-0.0194517j 0.00310146-0.00316861j 0.000680544-0.000257577j 0.000991055+0.010955j -0.00857068-0.000512627j 0.00113525+0.0131933j 0.002306+0.0061855j 0.00213113+0.0108942j 0.00391892-0.00587588j 0.000526119+0.00333924j -0.000165395-0.00334412j 0.00073051+0.00920322j 0.00419395+0.00902157j -0.00312374-0.00237705j -0.00634707-0.00555901j 0.00204752+0.00307085j -2.17747e-05-3.11391e-06j -0.00175728-0.00861711j 0.00644402+0.0117337j 0.00448994+0.000464627j 0.0010956+0.00681165j -0.00172084-0.0134345j -0.00153508-0.00525123j -0.000459802+0.00312522j -0.00445229+0.00656452j 0.000301942-0.0026789j 0.00053352-0.0349332j 0.000675367+0.000630534j -0.0011484+0.00127068j -0.00265077+0.000788539j 0.00126-0.00102999j 
-0.00278112-0.00199227j 0.000414794+0.00276639j 0.00257011+0.012527j -0.00484498-0.0138374j 0.013956+0.0228563j -0.000485607+0.0199924j -0.00629473-0.0121596j -0.00383689+0.00920557j -0.00807663-0.00706901j 0.0155927+0.0174103j -0.000718608+0.00367609j 0.00568837-0.00898995j -0.00337355-0.00192219j 0.00534576+0.00391875j 0.00640482+0.00939925j -0.000376656-0.00278378j 1.62481e-05-0.00790355j -0.00680175-0.00446225j 0.00405653+0.0176313j 0.0041163-0.00561033j -0.00425553+0.0212005j -0.00259304+0.00198497j -0.00319388-0.00531641j 0.00621768+0.036598j 0.0110561+0.0162596j 0.00362399+0.00786864j 0.00425844+0.00184272j -0.00332617-0.00603451j 0.000636734-0.00784764j -0.00524924-0.00615107j -0.0125093-0.0223069j 0.00294092+0.00836592j -0.000347077-0.00846099j 0.00494171-0.00683013j -0.00537096-0.00561122j -0.00334328-0.00432793j -0.00744196-0.00681893j 0.00480991+0.00098319j -0.00419025-0.00280803j -0.00273322+0.00503675j -0.00192181-0.00437179j -0.00223264-0.000469353j 0.00173249+0.00844214j 0.00430994-0.00470826j 0.00379479-0.00522477j 0.00108204-0.00121323j 0.00386185+0.00112964j -0.00058452-0.00427551j 0.000959325-0.00115139j 0.00361976+0.00265099j 0.00192321+0.00226669j 0.000218457-0.00445792j 0.00328334+0.00658922j 0.00345589+0.00945731j 0.00361596+0.000350314j -0.000346077+0.00246368j -0.000160448+0.00166871j -0.000787784-0.00681125j 0.00274639-0.00537553j 0.00157978+0.00583496j -0.000388518+0.00290089j 0.00513749+0.00218674j 0.00400132+0.00219342j 0.00408285-0.00330341j -2.31609e-05+0.00118232j -0.000810667+0.014434j -0.000395137+0.000137167j 2.55753e-05-0.00317428j 0.00122233-0.0032639j -0.000507605+0.00174832j 
-0.00088347-0.000242909j -0.000280428+0.00437385j 0.00111025+0.0013345j -0.00953217+0.00119358j 0.00281749-0.00806863j 0.00649617-0.0176048j -0.00318554-0.014361j 0.00396607-0.0098591j -0.00434174-0.00219428j 0.00738556+0.0059985j 0.0050802+0.00438496j -0.00348846+0.0167028j -0.000354855-0.0148636j -0.00674052+0.00930674j 0.00773825-0.00415343j -0.00647652+0.0049583j -0.00771668-0.00245062j -0.00787585+0.00354283j 0.0112246+0.00786407j 0.00315859+0.0164085j -0.00398147-0.0226144j -0.00904458-0.0153961j -0.00149413+0.00238867j 0.0232258-0.00688985j -0.0188142-0.00269839j 0.00795198+0.0040908j 0.0107383+0.00204156j -0.00403054-0.0137553j -0.000746134-0.0131287j -0.00548239-0.0119899j -0.00623812-0.00644876j 0.000190735-0.0175862j 0.00205735+0.0109555j 1.87083e-05+0.0209417j 0.00543695+0.0223019j -0.00694666-0.0124528j -0.000229245-0.00865214j 0.00351442-0.00225526j -0.00158026-0.00718759j -0.00945823-0.00250484j -0.0103072+0.00755159j -0.00612045-0.00264517j -0.00512811-0.00359467j 0.00573262+0.00626866j -0.000884841+0.0047553j 0.00156342-0.00228268j -0.000832109+0.000794179j -0.007213+0.00151313j 3.92398e-05-0.00421657j -0.000914707+0.00451221j 0.000303811-0.00163022j -0.0115648-0.00144329j 0.00103308+0.00449008j 0.00631899+0.00366132j -0.00384393+0.00313892j 0.00116709+0.00221052j 0.00114805+0.0046695j 0.00363585-0.00548815j -0.00364483-0.00665032j -0.00180018+0.00403223j -0.00551995+0.00119287j -0.00226663+0.00958128j -0.000847698+0.0057142j 0.00359549+0.00616543j 0.000175721+0.00398542j 0.000391924+0.0467309j 0.000521332-0.000799091j 0.00352576+0.00187561j 0.00398102+0.00209222j -0.00333821-0.000172131j 
0.00435784+0.00285576j 0.000852921-0.00365372j 4.94451e-06-0.00234298j 0.0055093-0.000140499j -0.00499606+0.00828987j 0.00347018-0.0037119j -0.00817569-0.00857924j 0.00434059+0.0025615j -0.00413667+0.00274713j -0.00634013-0.00172479j -0.00423299-0.00376442j -0.00831877-0.000589416j -0.000848587-0.00241805j -0.00160419-0.00295766j -0.00767852-0.000314531j -0.00307964-0.00352651j -0.00887682-0.00375812j -0.00456748-0.00110882j 0.0114261+0.00279317j 0.00910473-0.00468162j -5.4494e-05-0.00276093j -0.00761197+0.00834359j -0.00564052+0.00377677j 0.0276929+0.00524976j 0.00155908+0.0034331j 0.00266397+0.00288427j 0.00229828+0.000113474j -0.0106025-0.00481137j -0.00489268-0.00495079j -0.00980277-0.00674223j -0.00579322-0.00576059j -0.00234256+0.00165101j 0.00719385+0.00702522j 0.00679597-0.00164676j 0.00419747+0.00760993j -0.00117875+0.00172068j -0.00137335-0.000179314j -0.00684895-0.00360245j 0.00174795-0.00382356j -0.00204736-5.08427e-05j -0.00200127+0.00324172j 0.00260173+0.000432387j -0.00208316-0.00306559j 0.00618938+0.00769141j -0.00665713+0.00167417j 0.000540685+0.00715403j -0.0029805-0.00126984j 0.000227717-0.00385441j -0.000268887+0.00107932j -0.00793206-0.0153553j -0.00169416+0.00207135j -0.0127281+0.00292012j -0.0015728-0.00995592j 0.0118566+0.00630101j -0.00223299-0.00258048j 0.00365397+0.000180625j -0.000833942+0.000615133j -0.0047702-0.00631809j -0.00354717-0.00402942j -0.00479121+0.00224041j -0.00246164+0.00553112j 0.00211338+0.0108251j -0.00542468+0.00451749j -0.000649411+0.0020395j 0.00011494-0.0107668j 0.00105776-0.118493j -0.000145857+0.000221254j 0.00264809-0.00083316j 0.00447848+0.00976019j -0.00356037+0.000965933j 
0.0023372-0.000455987j -0.000343175-0.00289031j 0.00515304-0.00175428j -0.0027332-8.36004e-05j 0.00602566+0.0200725j 0.0183612-0.00104203j 0.0142611-0.0191796j 0.00729753+0.000786313j -0.00281378+0.010086j -0.00328912-0.00369939j -0.00409536+0.00215218j -0.0113415+0.0011816j 0.0137669-0.0016504j -0.00303848-0.0108167j 0.00450629+0.00287651j -0.00749763-0.00880244j -0.00631681+0.00705552j -0.00151592+0.000388866j 0.000317346-0.0138176j -0.00988566-0.0241777j 0.0210991-0.00372057j 0.00536182+0.0182163j -0.00792361+0.0120959j 0.02614-0.0115745j 0.0172572-0.0199656j -0.000255567+0.00753184j 0.00270472+0.00582596j 0.00417976+0.0109843j 0.0015934+0.00594941j 0.0105495+0.00230766j 0.00111158+0.0032769j 0.0106783+0.0136122j 0.00184718-0.0143029j -0.0106408-0.0197183j -0.00612477-0.00895907j 0.00784234+0.00434151j -0.000165167+0.00125441j 0.0003667+0.00908159j -0.00101018-0.000762938j 0.0026892+2.6643e-05j -0.0079717-0.00344138j 0.00302926-0.00554859j 0.0005869-0.00144707j -0.000962713-8.22582e-05j -0.0100642+0.00501444j 0.00208579-0.000851407j 0.00307124-0.00278821j -0.00394484+0.00142126j 0.000271472+0.00154839j 0.000680183+0.00407092j 0.00234275+0.00312561j -0.00197194+0.00739179j 0.00127654+0.000917987j 0.0010999-0.00180924j -0.00038486+0.000779549j 0.00204011-0.00588833j 0.000738097+0.00353882j 0.00400568-0.00453481j -0.00174099+0.00576865j -0.00252365+0.00179045j 0.000999666+0.00448542j 0.0010179-0.00555797j -0.000656975+0.00269896j 0.00513134-0.00441098j -0.000838369+0.00343583j 2.41944e-05+0.0401412j 0.000929948+0.00035938j 0.00274055-0.00582289j 0.00489149+0.00286497j -0.00263029+0.00317639j 
0.0023999+0.00353807j -0.00321021-0.00342451j -0.00183895+0.0113357j 0.00142026-0.00172252j 0.00592592-0.0142771j 0.0170584+0.0173852j 0.0120222+0.0158861j 0.00353054+0.00734138j 0.000946437-0.014839j -0.00428308-0.00674853j -0.0109594+0.00668132j -0.0241026-0.00180124j 0.00434706+0.0105828j -0.01386-0.00882795j 0.00774293+0.00129866j -0.00693771+0.0211436j -0.000372156-0.0166256j -0.00884333+0.000452077j -0.00222322+0.00587017j -0.0110184+0.0250766j 0.0231402+0.00309127j 0.0134509-0.0244568j -0.0046038-0.0145362j 0.0198599+0.0150559j -0.00265362+0.00733441j 0.000396738-0.0031152j -0.00210712-0.00263698j -0.00112749-0.000209075j -0.00031149-0.000120373j 0.00481084-0.000997019j -0.00170106-0.0014972j 0.00542425-0.00235446j 0.000587071+0.00878426j -0.0081537+0.00224618j -0.0131947+0.00788777j 0.00415368+0.00389705j 0.000528596-0.00429555j -0.00309742+0.00462328j 0.00250549+0.00674162j -0.00288264-0.00134327j -0.0111772+0.000469185j -0.000515615+0.00782867j -0.0054744+0.00140531j -0.0108836+0.00440396j -0.00971855-0.000888448j 0.00245879-0.00455417j -0.00248421+0.00751483j -0.0052624+0.0045556j 0.00246467-0.00230698j 0.00427182-0.00424273j -0.000591841+0.00339842j -0.00678356-0.00187802j 0.00399647-0.00480641j 0.00169837+0.0030937j -0.00466718+0.00218611j -0.00109502+0.000971844j -0.000572645+0.00294998j 0.000468398+0.0107767j -0.000666242+0.00670673j -0.000857254-0.00949847j -0.00119679-0.00326037j -0.0063292-0.00336681j -0.00303562-0.00626267j -0.00238824+0.00474543j 0.000938399+0.000379049j -0.00104836+0.00327735j 0.00116768-0.000948917j -0.00183949+0.00777485j -0.00217383+0.00994668j -0.00279653-0.00316998j 
-0.00182007-0.00150179j -0.000943884+0.000411532j -0.00639666+0.00923435j 0.00639862+0.00456038j -0.00152254+0.0198639j -0.00931561+0.00785174j -0.00598477-0.0217673j -0.00712235+0.00641099j 0.00187244+0.00240617j 0.000969644-0.0105973j 0.00338838+0.00330308j 0.00460719-0.00704318j -0.0016742+0.00979369j 0.00203201-0.00355675j -0.000126524-0.0020018j -0.010536+0.0276252j 0.016249-0.000988004j -0.00712146+0.0184194j -0.00185531+0.00458628j -0.00907234+0.0225121j -0.004664-0.036686j 0.0159244-0.0395247j 0.00474452+0.0095662j 0.00264298-0.0405979j 0.000116011-0.01258j 0.000265155+0.00733029j 0.0100748-0.0148291j -0.00332557+0.0138053j -0.00666637+0.0163915j 0.0024481-0.0131108j -0.000277793-0.0121481j 0.00268408-0.00505725j 0.00491657-0.00519936j 0.00691291-0.0071392j 0.000847861+0.00101848j 0.00296414-0.00777983j -0.00137115+0.00514692j 0.00327423-0.00470789j -0.00414934+0.00635606j -0.00745396+0.00944004j 0.00048382+0.00997971j -0.000554592+0.00137488j 0.0019479-0.00421164j 0.00153886+0.000849424j -0.00129694+0.000726173j 0.000386522-0.00472892j 0.0016542-0.00107296j -0.000175466+0.00761j 0.00033623-0.00110086j 0.000427462-0.000784046j 0.00371762+0.00415109j 0.00103396+0.0110445j 0.00268743-0.000797291j 0.00449922-0.00501061j -0.000446838+0.0064408j 0.00132208-0.000910037j 0.00037663-0.00148629j -0.00828986+0.000116352j 0.00346211+0.00278101j 0.00541652-0.00587015j 0.00238996+0.00371923j -0.0034782+0.00205389j 0.00151732-0.00601407j 0.00269704-0.00423589j 0.000577859-0.000932968j 6.08974e-06-0.0127395j 0.000223224-0.00149255j -0.000721956+0.000498986j -0.000713914-0.00363348j 0.00229752-0.0012087j 
-0.0012896-0.00201736j -2.39144e-05-0.00358661j -0.00301236+0.0129745j 0.00737389-0.00212522j -0.00346415-0.000675972j -0.0124751+0.0147346j -0.00372359+0.00297296j -0.0069391-0.00146272j 0.00379828-0.0111235j 0.00462787-0.000550563j -0.00235571+0.0017397j 0.00237759-0.00705689j -0.010007-0.0211501j -0.00409732+0.000906841j 0.00464867-0.0436599j -0.0167786-0.00628972j 0.00828617+0.0195626j -0.0083509-0.0199229j -0.00250284+0.00719223j -0.0150839-0.0171481j 0.0140029-0.00823434j 0.0151161+0.0377429j -0.00130717+0.00632941j 0.0139362-0.0120345j -0.00819977-0.00144373j -0.00250439+0.00808842j 0.00787378+0.00609261j -0.00203693-0.000494958j 0.00488573-0.00903282j 0.0045946-0.00186132j -0.00064324-0.005285j 0.00335576+0.000886566j 0.00279986+0.00799275j -0.00637181+0.0147812j -0.00992384+0.0043982j -0.00153809+0.0100126j -0.00255937-0.014047j 0.00314883+0.00413363j -0.00320176-0.0014851j -0.00632816-0.007371j -0.0123892+0.00752277j -0.00611934-0.00115513j -0.00607797+0.00886007j -0.000250798+0.00379498j -0.00155011+0.000603685j -0.00320235-0.00481268j -0.0026328-0.0145545j -0.0067999+0.011599j -0.000120355-0.000256903j 0.00217037-0.000446644j -0.0013954-0.00511452j -0.00456483+0.0023648j 0.00367182-0.00259766j -0.000419735-0.00414469j -0.00604768-0.000986297j 0.00327249-0.00242099j -0.00165912+0.000226573j -0.00264039-0.0106488j 0.00241397+0.00906046j 0.00352539+0.000824438j -0.00266676-0.0022635j -0.00867014+0.00487516j 0.000792722-0.00677405j 0.00443771-0.00111033j -0.00101078-0.000493739j -0.000438278-0.0132495j 0.000958711+0.000936708j -0.00111058+0.00399843j -0.00297111+0.000440232j -0.000895457-0.00286391j 
