0.00488169-1.76508e-16j 0.0082492-3.01561e-06j -0.00738399-0.000556765j -0.0022265-0.00013854j 0.00286205+0.000326812j -0.00465682+1.25935e-05j 0.00339169+0.000207854j 0.00581192+0.000749858j 0.00121574-0.000138762j 0.000559698+0.000128469j -0.00432443-6.92095e-05j 0.00195046-0.000186507j -0.00497669-0.000807846j -0.00272594-0.000400276j -0.00257683-0.000327392j 0.00120428-2.51042e-05j -0.0023875-0.000126306j -0.00121737+8.56106e-05j -0.00256043-2.23082e-05j -0.00246199-0.000389542j 0.000750928+0.00014221j 0.000900867+0.000366075j -0.00497273-0.000377015j 1.45199e-05-0.000249481j -0.00149678-7.96703e-06j 0.000421303+0.000177673j -0.00150412-0.000157365j -0.00242347-0.000523724j 0.00018712-3.49745e-05j 0.00428839+0.000521913j -0.00256214-0.000213676j -0.000646968-5.70349e-05j -0.00110251+3.98251e-05j -0.00120688-9.25772e-05j -0.00113017-0.000182955j -0.00194894-0.000282875j -0.00172309-0.000389045j -0.00295813-0.000439079j -0.000195732+8.63883e-05j 0.00158445+0.000257816j 0.00129267+0.000145645j -0.00175891-0.00035463j -0.000196803-3.58289e-05j -0.000740401-4.53267e-06j -0.00224307-0.000481673j -0.00305343-0.000942329j 0.00146509-2.93489e-05j 0.000731301-0.000209585j -0.00131944-0.000216441j -0.000784465-0.000152857j 0.000659184+0.00021531j 0.000254445-3.87168e-05j -0.00260896-0.000157027j -0.000777215-0.000160676j -0.00148735+0.000221627j -3.28007e-06+0.000147998j 0.00273455+0.000434847j -0.00127516+0.000197918j -0.00171578+8.30475e-05j -0.00219006-0.000537991j 0.00216498+5.3928e-05j 0.00274683+1.94379e-05j -0.00439543-0.000413697j 0.000116878+0.000240278j -0.00146752+0.00026093j 0.00569578+9.15739e-05j -0.00108138-7.34948e-05j -0.00502505-0.00104109j 0.00461569+0.00127985j -0.00637985-0.000138364j 0.00198339-0.000532802j 0.0138729+0.00039899j -0.00335618+0.000277196j -0.0115198+0.00593611j -0.0281958-0.00373553j -0.000233465+8.10498e-05j 0.866429-0.00660816j 
0.000731301+0.000209585j -0.000660803-8.3458e-05j -0.00248295+0.000675759j -0.00387617-0.00016395j -0.00373822-0.000264568j 0.00574933+2.25561e-05j 0.00367679+4.22507e-05j -0.00343782-0.000824004j 0.00577847-5.10265e-05j -0.0023428+0.000292148j -0.00296527-0.000415529j -0.00812015+0.000272332j 0.00666112+0.000975374j -0.00360176+0.000502403j 0.00923234+0.000464673j -0.0147566+0.000676005j 0.0115624+0.000868154j -0.00590781-6.51408e-05j -0.00101703+0.000560049j -0.0108254+0.000304799j 0.00763371-0.000159047j 0.00129279-0.000692055j -0.00571725-0.000351045j -0.00682245+0.00044723j 0.0196427+0.000677593j 0.0146362-0.000105249j 0.0063623-0.000337993j -0.0168342+0.000420113j 0.00893284+0.000116569j 0.948758+0.000650533j -0.0369606+0.000276162j 0.0463638-0.000383574j 0.0236644-0.000412714j 9.91591e-06-0.000189741j -0.00322965+0.000352812j 0.0164392-0.000390598j -0.0139111-0.00080269j 0.00466426-4.9888e-05j 0.0370711-7.07999e-05j 0.00253931+0.000346167j -0.00249914+0.00045203j -0.0156632-0.000216607j -0.00576975+0.000493899j -0.000742416+0.000224462j -0.00353351+0.000771156j 0.00540219-0.000159856j 0.00356831+0.000453582j 0.000951321+4.80681e-16j -0.000299575+0.000109432j 0.00230522+0.000923213j -0.00111825-0.000190022j -0.00539683+0.000224789j 0.00396811+0.00042728j -0.00707294+0.00092002j 0.000795695-0.000310851j -0.0041866+0.000345864j -0.00273455-0.000289477j -0.00250492+0.0008278j 0.00338267+0.000236545j 0.00429325+0.000737486j -0.00190016-0.000662721j 0.00100008+0.00046895j 0.00113394-0.000169426j -0.000381111+0.000180751j -0.00189877+0.000433953j -0.00150054+0.00084349j 0.0033738-0.000124752j 0.00314008+0.000544988j -0.0024732-1.53534e-05j -0.000901295+0.000766837j 0.00182551+0.000131998j -0.00408853-0.000445519j -0.00344737+0.000314358j -0.00180554-0.000109296j 0.00161423+0.000417252j 0.00049681+0.000307413j 0.00402017+0.000584437j 
-0.00131944+0.000216441j -0.00148258+0.00012919j 0.00101739+6.37809e-05j 0.00221595-0.000127308j 0.00431912-0.00042166j -0.00295817+4.30406e-05j 0.00282484+9.44431e-05j 0.000378038-0.000464693j -0.00143781-0.000289746j -0.00557455-0.00024683j -0.0037502-0.000386779j 0.0014182+0.000365124j -0.00211817+0.000333814j 0.000550647-0.000363784j -0.00543499-0.000689561j -0.00477406+4.1974e-05j -0.0127115+3.95172e-06j -0.00724929-0.000464936j 0.00986671-0.000644513j 0.00121445+0.000371765j 0.00593999-0.000129052j 0.0144386-0.000452159j 0.00745741-0.000742432j 0.00268287+0.000560369j 0.00135167-0.000724737j -0.0225394+0.000135753j 0.00567729+1.10592e-06j -0.0654508-0.000664006j 0.955094+0.000229669j -0.00781479+2.46084e-05j -0.00133998-0.000109218j 0.0125435+0.000160037j 0.0105464+0.000496122j -0.0173096+0.000371302j 0.00896794+0.000220339j -0.00239956-0.000252575j 0.0150668+0.000381716j -0.0143406+1.86933e-06j 0.00649351+8.59052e-05j -0.000985605-9.69534e-06j -0.0112856+9.56337e-05j -0.00821691-4.39573e-05j 0.00202705-0.000206135j -0.000756167+2.81922e-05j -0.0102368-0.000783586j -0.00151358+0.00026898j 0.000940292+6.08855e-05j -0.000299575-0.000109432j 0.0134777-3.16885e-16j 0.00302942-0.000141312j 0.000365018+0.000805853j 0.000437185-0.000237568j -0.000380038-1.6759e-05j 0.00422114+0.000132892j -0.00294092+5.9701e-05j 0.000790823+0.000386388j -0.00330784-0.000215734j -0.00143675-9.18812e-05j -0.001327-1.13625e-05j 0.00185378-0.000164577j -0.000835841-0.000159612j 0.00204132+8.89801e-05j 0.00312874+0.000285632j 0.000343033-0.000382318j 0.00104128+0.000390228j 0.00127363+1.60808e-05j -0.00184463-0.0004687j 0.00124386-9.27985e-06j 0.00123434+8.21872e-05j -2.2534e-05+0.000112151j 0.00337244+0.000262567j 0.000674702+0.000281259j 0.00348061+0.000338932j 0.00218238+0.000157402j -0.000453827+0.000177424j -0.000626556-5.44815e-05j 0.000319036+5.85749e-06j 
-0.000784465+0.000152857j 0.00219668-0.000556514j -0.000350759-3.13879e-05j -0.00505479+0.0004624j -0.00301545-0.000610227j 0.000159577+9.51936e-06j 0.00451555+0.000317415j -0.00616123-0.000379527j 0.00180892+0.000354986j 2.51044e-05-0.000681923j -0.00387097-0.000602777j -0.00761518+0.000264471j 0.0080512+0.00142496j 0.00254551+0.0011807j 0.00822076-0.000549207j -0.000627546-0.000387112j -0.0109239+0.000824433j -0.0131578-0.000189356j 0.00917959-0.000108262j 0.0063106-0.000310187j -0.00162024-0.000472942j 0.009016-0.000767212j 0.00365827+0.000219509j -0.00668561+0.00110121j -0.0212461-0.000290346j 0.00715041-0.000677699j 0.000814403-0.000129172j -0.943159-0.00106643j -0.0657333+0.000548951j -0.0364143-0.000487628j -0.0178552-0.00053177j 0.0213312-0.00019768j -0.0226214+7.58669e-05j 0.000208331-0.000130146j 0.00234389+0.000249915j 0.0130043+0.000242315j -0.00635643-1.13506e-05j 0.00034684-0.000160953j 0.0106401-0.000302059j -0.0117112-8.95443e-05j -0.00648237+0.000173076j -0.00504582+9.22732e-05j -0.000575887+0.000100258j -0.0119205-0.000711449j 0.00157529+0.000878779j 0.000207357+0.000744771j 0.00263259+0.000462853j 0.00230522-0.000923213j 0.00302942+0.000141312j -0.00224673+2.05456e-16j -0.00744942-0.000227472j -0.00148164-2.34475e-05j 0.001361+0.000203261j 0.000719914-0.000337889j 0.00183958-2.18762e-06j -0.00356356-0.000336014j -0.00041533+9.78838e-05j -0.00388713+0.00062301j 0.00419808+0.00100998j 0.00513799+0.000269481j 0.00130398-0.000329095j 0.00356036+5.73489e-05j 0.00494681+0.000762304j 0.000627299-0.000257672j -0.000489492+0.00017362j -0.0003326+0.000109301j 0.000788656-0.000626508j 0.00459375+0.000501493j -0.00213111+0.000309786j 0.00024499+0.000325341j 0.00419471+9.62019e-05j -0.000996449-4.64264e-05j -0.000260341+0.000319268j -0.00139165+4.35146e-05j 0.00375032+0.000548714j 0.000368979+4.608e-05j 0.0021311+0.000530144j 
0.000659184-0.00021531j -5.77129e-05-0.000213938j 0.00415102-0.000107613j 0.00169549-0.00033687j 0.00138558-0.000601474j 0.00233114-0.000433802j 0.00442985-0.000579235j -0.00360934-0.000279816j 0.00704681+0.000269131j 0.0090673-0.000446208j 0.0029781+6.37088e-05j 0.00206415+0.000641495j 0.00108463+2.90532e-05j 0.00525063+0.00134044j 0.0136894-0.000825275j 0.00627514+0.000537199j 0.00173805-0.000539833j 0.0124783-0.000525628j -0.0042377+6.42839e-05j 0.00622571+0.00116034j -0.00259433+0.000204935j 0.0079531-0.00099038j 0.00898471-0.000752156j 0.0069014+0.000449824j 0.0143317+6.37433e-05j 0.0899318-0.00056515j -0.940973-0.00202999j 0.00574336-4.62885e-05j 6.69651e-05-1.88504e-05j 0.000249077+0.000396114j 0.00693092+0.000296831j -0.00566378+0.000652374j -0.00214289-0.000921507j -0.01011-0.000137555j 0.00375493+0.000237327j -0.00998385-0.000779336j -0.00316055-0.000145379j 0.0121264-7.9375e-05j -0.0012515+8.42405e-05j -0.000201352-0.000618576j -0.006991+0.000250754j 0.000950989-0.000912713j -0.00252146+0.000163125j -0.00541236-0.000357182j 0.00219938+0.000701529j 0.00424589+0.000272846j 0.00241104-0.000135543j -0.00111825+0.000190022j 0.000365018-0.000805853j -0.00744942+0.000227472j 0.00529617-1.69136e-17j -0.00428107+8.79562e-05j 0.00012385-7.99087e-05j -0.000961681+0.000253915j 0.00441979-0.00098035j 0.00213168-0.000281413j -0.00149106-9.1513e-05j -0.000425692+0.000501514j 0.00443787+0.000413601j -0.0025038+1.32147e-05j 0.00240834+0.00024969j -0.00114521-2.96195e-06j 0.00107722-2.85652e-05j -0.00137773+0.000107914j 0.000944001-0.000108262j 0.000501201+0.000612508j 0.000840276-0.00021118j -1.32867e-05+0.000315275j 0.000217797-8.67941e-05j 0.000668955+0.000437138j -0.00184208-0.000121904j 0.00224301+7.9015e-05j 0.00258513+6.4929e-05j 0.00232586-0.000104091j 0.00158994+0.000290675j -0.00105617-0.000167902j 0.00133061+0.000162415j 
0.000254445+3.87168e-05j 0.00294469-0.000368335j -0.000289731-0.000695431j -0.00202376+0.000383743j 0.00525671-0.000349138j -0.00295569+0.000219351j 0.00469655+0.000550024j 0.00221133+0.000632144j -0.00187998+0.000438994j 0.00129703-0.000950661j -0.00904783+0.000443321j -0.00409056-0.000489661j -0.00424096+0.000235981j -0.0118823-0.00034791j 0.000267446-0.000459138j 0.00127926-0.000936969j -0.0130277+0.000653144j -0.00183778-0.000418804j 0.00930278-0.000559714j 0.00465177-5.57947e-05j 0.0249019-0.000226153j -0.0206891-1.23073e-05j -0.0098342+0.000479334j 0.000828839+0.000406537j 0.0276194-0.000246634j -0.947321-0.002379j -0.083643-0.00102508j 0.0119377-0.000627836j -0.0156475-0.000228186j 0.00895255+0.00018606j 0.0046208-0.000595909j 0.00498375-0.000511383j -0.0108772-0.000252795j -0.00215234+0.000267203j -0.0132897-9.26661e-05j -0.0109411-0.000603333j 0.00128924+3.2524e-06j -0.00296707+0.000449497j 0.00260041+8.14079e-06j 0.000387032+2.55116e-05j -0.00268142-0.000302666j -0.00399276-1.30558e-05j -0.00626244-0.000469265j 0.0007061-0.00038188j 0.00143387-0.000146615j 1.86803e-05-0.000672649j -0.000909481+0.00041991j -0.00539683-0.000224789j 0.000437185+0.000237568j -0.00148164+2.34475e-05j -0.00428107-8.79562e-05j 0.0105556-4.27176e-16j -0.00055868-0.000383508j 0.00342237-0.000124217j 0.000520299+0.000248926j 0.00101124-0.000724019j -0.000943504+0.000443733j -0.00215583-0.000414121j -0.00187184-0.000392344j 0.00433377-0.000401459j -0.00167857-0.000421062j 0.00155223-0.000613132j 0.00184187+0.000256166j 0.00355923-8.74137e-05j 0.00298783-0.000201672j 0.00259882-0.000504523j 0.00229732+8.99758e-05j -7.36733e-06-0.000288878j -0.000540516+0.000291543j 0.00276351-0.000252836j 0.00371231+5.0967e-05j -0.00118125+7.89271e-06j 0.00324225+9.28197e-05j 0.0009957+9.94828e-05j 0.000757857-0.000206045j 0.00329288+0.000277145j -5.67958e-05-0.000146398j 
-0.00260896+0.000157027j 0.000960587-0.000266246j -1.6961e-05-0.000475254j -0.00216718+0.000528578j -0.000738407-0.000724476j -0.00164299-0.000132802j -0.00149575+0.000453108j -0.00351141+7.39986e-05j -0.00620536+0.000438379j -0.00681125-0.000252158j 0.00492036-0.000812216j 0.00810882+0.000345103j -0.00359771+0.000337259j -0.00622303+0.000130676j 0.00320337-0.00026962j -0.00975048-0.00159997j -0.00890181+8.15062e-05j 0.0047568-0.000126926j -0.00295073-0.000156238j 0.0181879-0.000429318j 0.000191011-5.21949e-05j 0.0185125-0.000311111j -0.0163506+0.000233497j 0.0167813+0.0015639j 0.950925+0.00127608j 0.0284208+0.000395142j 0.0116333+3.25433e-05j 0.00177814+0.000270545j -0.000625025-0.000651084j -0.0142848+0.000666435j -0.00161146+0.000839015j -0.000167471-0.000460326j -0.00411508+0.000184051j -0.00817493+0.00039193j -0.000908854-4.66517e-05j 0.00160804+0.000144172j 0.00432673+0.000367128j -0.00644663+0.000127744j -0.00799931-3.18564e-05j 0.00100045+0.000455207j -0.00116428+0.000525851j -0.00367841-4.86439e-05j -0.00834527-0.00032693j 0.00307601-0.000992801j 0.00189433-0.000212848j 0.000378264-0.000412381j 0.00673783-6.52246e-05j 0.00396811-0.00042728j -0.000380038+1.6759e-05j 0.001361-0.000203261j 0.00012385+7.99087e-05j -0.00055868+0.000383508j 0.00319276+2.7452e-16j 0.00170493+0.000124711j 0.00346123+0.000667715j 4.53199e-06-0.000183173j 0.00166901+0.000174556j -0.000177015-0.000309007j 0.0046277+0.000525446j 0.00112586-0.000162388j -0.00183964-0.000580256j 0.00136366-0.000289849j 0.000510041+0.000494203j -0.000934055-0.000113048j -0.000146984+0.000281717j -0.0010183-0.000647969j -0.00515659-0.000708345j 0.00186245+1.57698e-05j 0.00066765+0.00059805j -0.00168925-1.00206e-06j 0.00122974-0.000298877j 0.00138723+0.000181035j -0.00056113+0.000474931j -0.0011748+0.000362018j -0.000805435-0.000118402j -0.00142148-0.000158715j -0.00149008-1.79079e-05j 
-0.000777215+0.000160676j 0.00153397-0.000298524j -0.000627816-0.00108504j -0.00256912+0.000521828j 0.00846937-0.000659652j 0.00151934+0.00034845j 0.000872262+0.000916006j 0.00849814+0.00123674j -0.00129525+0.00122787j 0.00482901-0.000701311j -0.00293644+0.000846411j -0.0108687-0.00111199j -0.0104072-0.000331689j -0.00858609-0.000948869j -0.0101853+0.000818973j 0.0126865-0.000765053j -0.0107103+0.000741634j -0.00500344-0.00134923j -0.00159187-0.000965119j -0.00514854-0.000718285j -0.0180028+0.000405132j 0.00483858-0.000247726j -0.0296527+0.000373935j 0.946015+0.00136556j -0.0244431+0.00151068j 0.0181573-0.000286624j 0.0101244-0.0004406j 0.0081503-0.00114467j 0.00266861+0.000544281j -0.00587035+0.000331844j -0.00434252+0.000136784j 0.00432336-0.000821197j -0.000334412+0.000165799j 0.00488671+0.000354474j -0.0103824-0.000194982j -0.00667079-0.000222779j -0.00640492-0.000913919j -0.000229753+0.000206208j -0.00335001+0.000317533j -0.00137134-0.000357073j -0.00301023-0.00106149j -0.00074591-0.0004186j 0.00345374-0.000203359j 0.00376866-3.011e-05j 0.00056888+5.63452e-05j 9.1443e-05-0.00119216j 0.00101414+0.000511663j -0.00707294-0.00092002j 0.00422114-0.000132892j 0.000719914+0.000337889j -0.000961681-0.000253915j 0.00342237+0.000124217j 0.00170493-0.000124711j 0.00228221+5.85469e-17j -0.0013626-2.24449e-05j 0.00290304-0.000540584j -0.00327837+0.000780111j 0.00300995+0.000107619j -0.00314564-0.00133795j 0.00235504-0.00110983j -0.00239444-0.000499398j 0.00160747-0.0011638j -0.00127775-0.000195773j 0.00565737+0.000326452j 0.00470449-0.000136951j 0.00209382-0.000402706j 0.00281305+0.000708479j -0.000253349-0.000647685j -0.000615393+0.000536819j 0.003551+7.94131e-05j 0.000940745-0.000583141j -0.00248386-0.000385547j 0.00231039+0.000306699j 0.000614451+0.000287908j -0.00355498-0.000845082j 0.00238914+0.000428221j 0.000252012-0.0002272j 
-0.00148735-0.000221627j 0.00384914-0.000403413j -0.000305771-0.000378751j 0.000862714+0.000491965j -0.000325802-0.000367959j 0.00196455-0.00112633j -0.00405806-0.000381135j -0.00463488+0.000447414j -0.000954847-0.000225546j 0.0122733-5.11199e-05j 0.00825848-0.00153964j 0.0161182-5.90853e-05j -0.00703897-0.00145828j 0.00502051-0.000101344j -0.00127465+0.000938317j 0.0093903-0.000671795j -0.00243733+0.000144908j 0.00216015-0.000725799j -0.0131489+0.00044386j 0.0141176-0.00110358j 0.0156835-0.000201756j -0.016405+0.00120589j 0.939382+0.00163301j 0.0190811+0.000433795j -0.00615269+0.000257358j -0.00253142-0.000532861j 0.00403764+0.000641022j 0.00667783-0.000146151j 0.00914359-0.000802288j 0.012739-0.000344022j -0.0059303-5.01625e-05j -0.0047989+0.000329905j -0.00725814+0.000183887j 0.00147278-7.61144e-05j -0.000865107+0.000300484j -0.000374436-0.0004223j -0.00622408+0.000398972j -0.0066015-0.000580906j -0.00523243+0.000556744j 0.00473784+0.000420502j -0.000161299-0.000574735j 0.0058048-0.000338776j -0.00222964+0.000325058j -0.00407731-4.81825e-05j -0.00181374+0.000197418j -0.00284039+0.000233366j 0.00325153+0.000830342j 0.000795695+0.000310851j -0.00294092-5.9701e-05j 0.00183958+2.18762e-06j 0.00441979+0.00098035j 0.000520299-0.000248926j 0.00346123-0.000667715j -0.0013626+2.24449e-05j 0.00364813+7.14489e-17j 0.00210794-0.000273347j 0.0051815+0.00034935j -0.00084208+0.000273275j -0.000826498+0.000681029j -0.00606937-5.71751e-05j 0.000362895+0.000392271j 0.00377511-0.000225277j -0.00367378-0.000631932j 0.000440712+0.000114645j 0.00149001-0.000234456j -0.00237866+0.000275998j 8.00793e-05-0.000138311j -0.00159236-0.000333498j 0.00241664+3.1511e-05j -0.00351592+4.72194e-05j -0.00135308-0.00053911j 0.000338014+0.000279606j -0.00143876+0.000255018j -0.00110702+0.000227277j -0.000610208-0.000283136j -0.000786437-0.000340666j -0.00455826-0.000410208j 
-3.28007e-06-0.000147998j -0.00093297+6.12694e-05j 0.00209029-0.000931609j 0.00101788+6.0362e-05j 0.00438295-0.000441713j 0.00194219+3.99109e-05j -0.00542873+0.000580072j 0.00707732+0.000725113j -0.00302987+0.00113526j 0.00705662-0.000575571j 0.0112758+7.00419e-05j 0.0027873-0.00120144j -0.0209988-0.00114119j -0.00952513+0.00120306j 0.00373704-0.000223808j -0.00582651-0.000255596j 0.000506412+0.000829384j 0.0143518-0.000998018j -0.00498282+0.000153062j -0.00771932+0.000750257j -0.00537437+0.00160659j -0.946591-0.00166018j -0.0237393-0.00129625j -0.0131318+0.00025751j -0.00272087+0.000314205j 0.00670568+0.000183796j 0.00309675-0.000950875j -0.00766761-0.000785429j 0.00848769+0.000426266j 0.00221905+0.000592789j -0.00623875-0.0001108j 0.00405753-1.31815e-05j 0.003238+0.000320057j -0.00213545-0.000604647j -0.00148313-6.91193e-05j 0.00056083-0.000213402j -0.000844784-0.00109522j 0.000128422-0.000662306j 0.0014957-0.000127033j 0.00321941-0.000506133j 0.00131475+0.000366038j 0.00447615-0.000772544j 0.00491473-0.000108812j 0.00297963-0.000207512j -0.00165952-8.74741e-05j -0.00335553-0.000801671j 0.00182986-2.59248e-05j -0.0041866-0.000345864j 0.000790823-0.000386388j -0.00356356+0.000336014j 0.00213168+0.000281413j 0.00101124+0.000724019j 4.53199e-06+0.000183173j 0.00290304+0.000540584j 0.00210794+0.000273347j 0.00221898+4.51028e-17j -0.000551202+0.000265103j 0.00347697+0.000640606j 0.00099815-0.00052831j -0.00218756-0.000540352j -0.00265892-0.000121734j -0.00433745-0.000948138j 0.000705092+0.000104238j 0.00229053+0.000461323j 0.00357906+8.58966e-05j -0.000722292-3.06103e-05j -0.00034348+0.00056289j -0.00256045-0.000289149j 0.00303478+0.000527654j 0.00141529+8.09433e-05j -0.00497922-0.000786919j -0.000479007-0.000339847j 0.00137949+0.000158976j 0.00146608+0.000131645j -0.00479098-0.000964131j -0.000688782+3.49363e-05j -0.000724071-0.000350701j 
0.00273455-0.000434847j 0.00119033-0.000150998j 0.00134188+0.000109949j -0.000149687+0.0001371j -0.00243748+0.000190455j 0.00259185-0.000827077j 0.00155959-0.000360503j -0.0118887+0.000152768j -0.00806877-0.000769106j 0.00512761-0.000192834j 0.00153709-0.00032649j 0.00528404+0.000521581j 0.0103326+0.000557524j -0.00185237+0.000149977j 0.00710447-8.03365e-05j 0.00796121+0.0002226j 0.0134947-0.00134295j -0.00679024+0.000487359j 0.00711962+0.000715876j 0.0645+0.00028052j 0.948863+0.00141549j -0.0188594-0.00172201j -0.0202893-0.000385017j 0.015641+0.000364897j -0.00532046-8.1603e-05j 0.0124344+0.000372625j 0.00309508-0.000284167j 0.00226937+0.00042989j 0.00743522-8.91766e-07j 0.000911489-2.13136e-05j 0.00112739+0.000626421j -0.00774421-0.000138604j 0.00131659+0.000161442j 0.00464419+0.00045361j 0.00215672-0.000106167j 0.00208003+0.000113124j 0.00159522+0.000459187j -0.00454874+0.000224617j -0.000941857-0.000449231j 0.00239974+3.6503e-05j -0.00177331-0.000333641j 0.000687211+0.00023496j -0.00418501+0.000133431j -0.00218357-0.000202327j 0.00179437-0.000249497j -0.000190875+0.000555417j -0.00299416+1.36136e-05j -0.00273455+0.000289477j -0.00330784+0.000215734j -0.00041533-9.78838e-05j -0.00149106+9.1513e-05j -0.000943504-0.000443733j 0.00166901-0.000174556j -0.00327837-0.000780111j 0.0051815-0.00034935j -0.000551202-0.000265103j 0.00334926-3.16153e-16j -0.00351027-0.000505111j 0.00155507+0.000492642j -0.00171264+0.000373914j 0.000274844+0.00021051j 0.00247042+0.000650801j -0.000829119-0.000223029j -0.00126901-0.000301693j 0.0013403-0.000406283j -0.00512781-0.00015209j -0.00105229-0.000308682j 0.000179102+0.000162113j -0.000175697-0.000524448j -0.0012076-0.000299671j 0.000194254+0.000477555j -0.000238571+0.00044669j -0.000609935-0.000211695j 0.00137779-7.09264e-05j 0.00280387+0.000579319j 0.000120961-0.000189614j 0.000642623+0.000110308j 
-0.00127516-0.000197918j -0.000348108-0.000374881j 0.00590821-0.00144884j -0.00142098+0.000220634j 0.00239888-0.00154456j 0.00227439+0.0002075j 0.000825253+0.0012995j 0.000225437+0.000105793j -0.00922061+0.00165472j -0.00200571-0.00134397j 0.016244+0.00121272j -0.015318+0.00105883j -0.00576514+7.14884e-05j -0.00744336+0.00047605j 0.00481768+0.000992955j 0.000221552-0.00146828j 0.0100192-0.000440276j 0.0280447-0.000781689j 0.00690692+0.000390794j -0.930649-0.00259371j 0.0531201-3.6231e-05j 0.0126815+0.000676095j -0.00176228+0.00111241j -0.00561362+0.000776829j -0.0115125+0.000373426j -0.00149606-0.00018495j 0.00101833+0.00118901j 0.0113806-0.000198053j 0.00011205-0.000459181j -0.000587212-0.000357525j 0.00157229+2.02049e-05j -0.00572501-0.000439947j 0.000690541+0.000869399j 0.00236988-0.000487643j 0.00512825-1.13312e-05j 0.00168266+0.000623063j 0.000824059+0.000464845j 0.00357714+0.000741035j -0.000166105-8.26267e-05j 0.00197599+3.35171e-05j 0.00624176-0.000716618j -0.00505062+1.60948e-05j 0.00398336+0.000280542j -0.000475399-0.000928827j 0.00278149+8.25127e-06j 0.000316797-7.91303e-05j 0.000540883-0.000195164j -0.00250492-0.0008278j -0.00143675+9.18812e-05j -0.00388713-0.00062301j -0.000425692-0.000501514j -0.00215583+0.000414121j -0.000177015+0.000309007j 0.00300995-0.000107619j -0.00084208-0.000273275j 0.00347697-0.000640606j -0.00351027+0.000505111j 0.00444343+1.39862e-16j 0.00551474-6.66469e-05j 0.00198726-0.000842598j -0.000663284-0.000239883j -0.00165266-0.000759364j 0.00294315+0.000839615j -0.000547066+0.000375224j 0.00429543-0.000447828j -0.000231005-0.000564405j -0.00483759+0.000271116j 0.00369274+0.000221524j -0.00251244+0.000877727j 0.00605503-0.000173263j -0.00101253-0.000584931j 0.00243882-0.000177682j 0.00370289+0.000250821j 0.000485309+0.00036235j -0.0015062-0.000484562j -0.0029131-0.000155893j 0.00206483+0.000405795j 
-0.00171578-8.30475e-05j 0.000795828+0.000256188j -0.0043535+0.000511575j 0.00537782-0.000776883j -0.00357514+0.000341023j 0.0108739+0.000357664j -0.000842292-0.000495817j 0.00351992-0.000171629j 0.00496237+0.00194541j -0.00770386+0.00127505j 0.0131782-0.000790223j -0.000103462+0.000777328j 0.00510815-0.000299303j 5.78143e-05-0.00112664j -0.0271959+0.00146243j 0.005776+0.00120449j 0.00607002+0.000419519j 0.0269692+0.000454312j 0.934737+0.00297683j 0.0039726-0.000291297j -0.00710316+0.000722621j -0.00269418-0.000148022j -0.00819455+0.000386812j 0.00493667-0.000950165j 0.000136803-0.000120162j -0.00828368+0.000564741j -0.00618249-1.14557e-05j -0.00556823+0.000130672j 0.00491032-0.000602153j 0.000489003+0.000557342j -0.00359297+7.82548e-05j -0.00422581-0.000167489j -0.00475777-0.000279622j 0.00128938-6.25744e-05j 0.00155848+0.000640989j 0.00104623+0.000308242j -0.00323538+0.000418148j -0.00538821+0.000940384j 0.00145098+0.00101064j 0.00286293-0.000432091j -0.00113197+0.000196815j -0.00499053-0.000121646j 0.00393401+0.000330548j 0.00112427+0.000464579j 0.0012611-3.56248e-06j -0.00154409+1.29828e-05j 0.0037738+0.000100144j 0.00338267-0.000236545j -0.001327+1.13625e-05j 0.00419808-0.00100998j 0.00443787-0.000413601j -0.00187184+0.000392344j 0.0046277-0.000525446j -0.00314564+0.00133795j -0.000826498-0.000681029j 0.00099815+0.00052831j 0.00155507-0.000492642j 0.00551474+6.66469e-05j -0.00138928-2.79941e-16j -0.00191031-0.000256082j -0.00069495+3.11558e-06j 0.00414968-0.000286427j -0.00786655+0.000196675j -0.00567325+0.000784639j -0.00302232+0.000570187j 0.00316589+0.000579114j -0.0018171-0.000175821j 0.00110757-0.000140318j -0.000892973+0.000256731j 0.000470003+0.000552906j 0.000108732-0.000164676j -0.00269216-0.000111919j -0.00141098+0.000470401j -0.00296837+0.000211798j -0.00170608-0.000436197j -0.00214009-0.000258186j -0.00246704-2.72518e-05j 
