0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
-0.0086538-0.00860496j -0.00601423-0.00175835j -0.0402065-0.00289094j -0.00521948-0.00119997j -0.0500454+0.00444076j -0.00193809-0.00388232j -0.00981515+0.00778527j 0.000931574+0.0125908j 0.00316081-0.0210908j -0.00184084+0.0060467j -0.0151789-0.00278095j 0.0245557+0.0128202j 0.00616116-0.00172675j -0.0122021-0.00154751j -0.0167588+2.04541e-06j -0.00653716+0.00629672j 0.024517-0.00248464j -0.00953222-0.00112737j 0.041328-0.000391977j -0.0354097+0.00154193j -0.0196545-0.0016239j -0.00366841-0.00123108j 0.00417298-0.00817526j -0.0102015+0.00190895j -0.0450226+0.0031075j 0.0217322+0.00155272j 0.0357516+0.000851157j -0.0306004+0.00275296j 0.00849629-0.00735464j -0.00480408-0.00174875j -0.0170484+0.0082776j 0.0222156-0.0026905j 0.000689872-0.0045214j -0.00153545-0.000330806j -0.0155059+0.00509888j -0.0162613+0.00216586j -0.00229951+0.00852688j 0.0260205+0.00336956j 0.0150599-4.03298e-05j 0.00329342-0.00546411j -0.0274439+0.00511624j 0.00732413-0.00122273j -0.00556011+0.00356016j 0.00232869-0.00214504j -0.034311+0.00550711j 0.0200836-0.00757795j -0.0175984-0.00358903j 0.00464462+0.00130776j 0.0015426+0.0037261j -0.000887111+0.00846814j -0.00400327-0.00212254j -0.00134351+0.0057446j 0.00268874-0.000732561j 0.012209+0.00286096j -0.00317775-0.00154707j -0.00510113-0.00245941j -0.0172619-0.000805836j -0.00514886+0.00184422j 0.0105731+0.00748339j 0.00527589-0.00377543j 0.00385553-0.0035033j 0.0223025+0.00674506j -0.00574147+0.00405359j -0.00842498+0.00425211j 0.000275869-0.000142018j 0.000343307+0.000498342j 0.00527663+0.00469041j 0.00730025+0.00605415j 0.00646126-0.000529893j 
-0.00950438+0.0121436j -0.0023204+0.00336446j 0.00118504+0.0124043j 0.0396325+0.000954019j -0.002218-0.000936269j 0.0308749+0.00145494j 0.0282635-0.00445799j 0.00728848-0.011674j -0.0203347+0.0124206j -0.00807415+0.0080609j 0.0126003+0.00115161j 0.0175821-0.0187342j -0.011132+0.00327438j -0.00398135-0.00158893j 0.0375708+0.000656191j -0.0170325-0.00363992j 0.042514+0.000125368j 0.012633+0.00417j -0.0181663+0.00648399j -0.0178481+0.00782383j -0.00523197-0.00821252j -0.00795358-0.00408863j 0.0188586+0.010426j -0.0213279-0.00958126j 0.00692346+0.00129279j -0.0158669-0.000402782j -0.0028773-0.00338549j -0.00520416-0.0141911j -0.0071292+0.00404163j -0.00799296+0.000133003j 0.00519938-0.0063638j 0.0244087+0.00319707j -0.0100671-0.0110099j -0.00903447-0.00070637j 0.0240725+0.00355847j -0.00659828+0.0101078j 0.0389721-0.00905496j 0.0117391-0.00177295j -0.0213088+0.011036j -0.0261254-0.0052926j 0.0104142+0.0150327j 0.0125268+0.00223286j 0.00526633+0.0131445j -0.0378981-0.00479982j -0.00219452-0.00897542j -0.00521126-0.000227295j -0.0163072-0.00123067j 0.00871644-0.00144939j 0.00702962+0.00365377j -0.0125825+0.000902758j -0.0114837+0.00107602j -0.0128289+0.00434239j 0.0201351-0.00151819j 0.0344151+0.000657517j 0.0119303+0.00198946j -0.00607292+0.00400955j -0.00953629+0.00393487j -0.00553+0.0081332j -0.00315193+0.00642476j -0.00345763-0.00312418j 0.0116331+0.00422601j 0.0128049+0.00340329j 0.0163696+0.00988269j -0.0269058-0.0106684j 0.000314905+0.000721715j -0.00204627-0.000367971j -0.00731156-0.00588853j -0.00161931-0.010885j 0.0102937+0.00422471j 
0.00160341+0.0127285j 0.000621759+0.0113005j 0.0237056+0.00742154j -0.0338338-0.0140962j 0.0267199+0.000919401j 0.00199323+0.00226779j -0.0263752-0.00366817j 0.000331002-0.0157195j 0.0147325+0.0185082j -0.0173237+0.0184123j 0.00506185-0.00442776j -0.0115816-0.00941322j -0.0149613+0.00547876j -0.0100563-0.00544233j 0.0104225+0.00242138j 0.0227267-0.00309948j -0.0131752-0.00706903j 0.00640026+0.00277323j 0.0478816+0.00654141j -0.0417547+0.011645j -0.0239692-0.00320938j 0.0243647-0.0024801j -0.01668+0.0168824j 0.0170754-0.0181407j -0.0292411+0.002753j 0.00258055+0.00267834j 0.00496123+0.0123964j 0.0140901-0.0165365j -0.0109683+0.00514316j -0.000278384-0.00147355j 0.0193714-0.00641979j -0.0118038+0.00451278j 0.0274105-0.0129368j 0.0101061-0.00247431j 0.0107443+0.00870137j 0.00186628+0.0122989j -0.0671243+0.00981867j -0.0085746+0.00839767j -0.0258468+0.0109176j 0.0127687-0.000546997j -0.00251456+0.00557465j -0.029489+0.00112771j -0.00931186+0.00158051j 0.0146101+0.00640502j 0.0176194-0.0107267j -0.0132553+0.00464952j -0.0183568-0.00843681j -0.00523808+0.00206313j 0.00617637+0.00626878j -0.00942579+0.00422551j 0.00303902+0.00132901j -0.00554606+0.00240634j 0.00285689-0.00248221j 0.00420032-0.00274179j -0.00717851-0.00671068j 0.0066597-0.00326569j -0.0077255+0.00470896j -0.00860758+0.00704764j 0.00427058+0.00675174j -0.00468926-0.0043153j 0.00571314+0.000936639j 0.0307306+0.00751478j -0.0114083+0.00926927j -0.00380258-0.00395407j 0.000352055-0.000762045j 0.000119149+0.000478702j 0.00332297-0.00140637j 0.00296134+0.0022363j -0.0110403-0.00317354j 
-0.00783003-0.00840388j 0.00970201-0.00376027j 0.0551794-0.00849779j -0.0108822+0.00816286j -0.0105213-0.00139793j 0.0378568-0.00571285j -0.00364179+0.00168753j -0.00483865+0.00840019j 0.000389014-0.0104578j -0.0135626-0.0147621j -0.00737445+0.00228877j 0.00347458+0.0171412j 0.00449936-0.000264528j -0.00325222+0.00509239j -0.0137198-0.00468261j -0.017764+0.0129746j 0.00217478+0.000877786j -0.00418564-0.000862918j 0.0253347-0.000699571j -0.0441438+0.00324354j 0.00930452+0.00313398j 0.0245235+0.00327938j -0.0214709-0.00751389j 0.0293096-0.000961015j -0.024759-7.47729e-05j -0.00351093-0.00337826j 0.00441464-0.0036394j 0.0221225+0.00432487j 0.0191165-6.21015e-05j -0.00240769+0.00261267j -0.0219578+0.00613379j 0.0289204-0.0047535j -0.0301321+0.01278j -0.00691088+0.000345943j -0.0252442-0.00718471j 0.00325546-0.00942177j -0.0212936+0.00944782j 0.0199233-0.00535571j 0.00154152-0.0140301j 0.0345246-0.0036922j -0.0172503-0.0056874j 0.000997399+0.00389371j 0.000177758-2.46039e-05j 1.38622e-05-0.00317825j -0.0265821+0.0070714j 0.00654594-0.00679797j 0.00907671+0.00311273j 0.0072122-0.00200297j -0.00990453-0.0109462j -0.00447595-0.00477162j -0.0013043+0.00111398j 0.00382001-0.0028113j -0.00574573-0.00022798j -0.0063773+0.00125354j 0.0190874+0.0015082j -0.000214581+0.00134088j -0.00616447-0.00644465j 0.00515255-0.00499688j 0.00245099-0.00429187j 0.00649793+0.00307285j 0.0023517+0.000674095j -0.0188717-0.00451407j 0.0149204-0.00724122j 0.0053299+0.00403814j -0.00117121-0.000629549j 1.09324e-05-6.06732e-05j -0.00314779+0.00356792j 0.00314268+0.00346223j 0.00780039-0.00116089j 
0.00398715-0.00982498j 0.00459049-0.00936256j 0.0221914-0.0016993j 0.000894594+0.00768159j -0.0103858-0.00606158j -0.00348486-0.0184788j -0.00539599+0.0147559j -0.005768+0.0220513j 0.0107638-0.0216803j -0.00514979-0.000554398j -0.000929054+0.0117278j -0.000665485-0.0160382j 0.00461959-0.0150927j -0.00236318-0.0286971j -0.0198183+0.00241596j -0.00710637-0.00730419j -0.00478019-0.00145019j -0.012999+0.00297728j 0.00491347+0.00259901j -0.00429438-0.0101051j 0.0155383+0.00280559j 0.00379861-1.93906e-05j -0.0120827-0.00590289j 0.0106046+0.00690687j -0.00798576-0.00579843j 0.0113367-0.00092379j -0.00517503+0.000959185j 0.00813256-0.00340669j 0.00952761+0.00667849j -0.000680019+0.00302583j -0.00561776-0.00207451j 0.0334213-0.00941004j 0.00299835+0.0107954j 0.0136947+0.0165018j 0.00149801+0.00315567j -0.0110237+0.00557102j 0.00580294-0.00568496j 0.0136557-0.00788086j 0.0108517+0.0173345j 0.0130775-0.00235048j 0.00962875-0.00392406j -0.0146432-0.00897986j 0.00400513+0.0113471j 0.00719036-0.012039j 0.00843193-0.00737781j 0.000134278-0.00283907j 0.0177438-0.0110965j 0.008449-0.00219855j 0.000115536-0.0104801j 0.00121069+0.000868424j -4.08623e-05+0.000129519j 0.00614478+8.26423e-05j -0.00358653-0.00236858j -0.00404429-0.00735506j 0.00239536-0.000740134j -0.0150303-0.00613045j 0.0177706-0.00675878j -0.0336975-0.00100201j -0.0483294+0.00114082j 0.00272491+0.00476687j -0.0401299-0.00940789j 0.0302984-0.00147361j -0.00146809+0.0036062j -0.0168961-0.00280888j 0.00158069+0.00218139j 0.0167066+0.000517514j -0.000331543-0.00234311j -0.00160286-0.00899569j 0.00416475+0.00962731j 
0.00764575-0.00250367j -0.00859107+0.00101936j -0.000132956+0.000893681j 0.00202812-0.00474509j 0.00434775-0.00189304j -0.0171723+0.00185534j -0.00288657+0.0085156j -0.00566751+0.00325253j 0.00549644-0.00741108j 0.00425303+0.0196293j -0.00136054-0.0105677j -0.00165312-0.0148748j 0.00955675+0.0229196j 0.00146612-0.0124372j 0.0122688+0.00485798j -0.0103083+0.0121977j -0.00285921+7.2023e-05j 0.0116501-0.0206842j -0.011657+0.0118709j -0.0145955-0.00843241j 0.00262358+0.00764904j 0.0110159+0.00771773j 0.00385855-0.00181868j 0.022257-0.00315075j -0.00209654+0.00926562j -0.00422907+0.00515117j 0.0115769+0.0202451j 0.0186444+0.00803204j 9.69925e-06-0.0029317j 0.00166449-0.00255423j 0.000864972+0.00694605j 0.0051374+0.0111156j 0.0127893-0.00102725j -0.00285073-0.0108347j 0.0112492-0.00739434j 0.00924651-0.0131449j -0.0118072+0.0315159j 0.0233214+0.0174154j -0.00169626-0.0224831j 0.0130279-0.00624162j 0.0096321-0.00113047j 0.0161876-0.00933541j 0.00511641-0.069925j -0.0102331-0.0248821j 0.0204977+0.0469924j -0.00399752+0.0386228j 6.47183e-05+0.0150664j 0.00479257-6.69024e-06j 0.000560299+0.0171095j -0.00326191+4.96454e-05j -0.00569797+0.00220295j 6.78037e-05+0.00190037j 0.00471027-0.00242372j 0.0112844-0.00477944j 0.0234587-0.0033219j -0.013117+0.00513174j 0.00271344+0.00376885j -8.1418e-05+0.000918753j -0.0164044+0.000187757j -0.00649882+0.00550333j 0.00244897+0.00110341j -0.00615952-0.00984745j 0.0262191-0.0275177j -0.0226168-0.00980249j 0.00333842+0.00133575j -0.00114904-0.00134484j -0.0277607-0.00469376j 0.00103256+0.0259229j -0.0149275-0.0125534j 
0.00840464+0.0138456j 0.00107623-0.0177788j 0.00161658+0.0196348j 0.007726-0.00405598j -0.00331996-0.00373181j -0.00423534-0.000619851j 0.00228002-0.00251106j 0.00162546-0.00225568j -0.0051127+0.00160686j 0.00580244+0.00796773j -0.00243194+0.00260286j -0.00356432-0.0299894j 0.01082+0.0127398j 0.00200832+0.00304946j 0.0159619-0.00856479j -0.0130512-0.00998664j -0.00190568+0.00913188j 0.0083273+0.00691641j -0.0272719+0.00723762j 0.000865941+0.0135146j -0.0213997-0.0181993j -0.0113651+0.00107193j -0.00289558-0.00969652j 0.00776286-0.0335933j 0.0118401-0.00542385j -0.0239563+0.0145641j 0.00997139-0.0209341j -0.00476271-0.022781j 0.00789299-0.00606861j 0.00412194+0.0003543j -0.00295381-0.00187536j 0.00183323-0.000391186j 0.0104931+0.0115413j 0.00439894-0.00297839j 0.0133484-0.0309718j 0.003007-0.0309702j -0.00288832+0.0105074j 0.00723458+0.000851393j -0.0134339-0.0374046j 0.0175426+0.0287202j -0.00645959-0.025101j 0.0246899+0.0363306j 0.00906044+0.049994j -0.00998439+0.0807592j -0.01423-0.0230308j -0.0161492-0.0265886j 0.0144264-0.0138588j 0.00159301+0.00179721j -0.00752708-0.00702381j 0.00336387-0.0044161j -0.00515544-0.00026412j 0.00604286-0.00527647j -0.00142959+0.00499931j 0.00623928+0.00728917j 0.0368044-0.0131927j -0.0263055-0.00023619j -0.0147196+0.00882022j -0.0053419+0.0033722j -0.0125265-0.00398267j 0.0211906-0.00608809j -0.0179988+0.000108397j -0.00678046+0.0128537j 0.00174113-0.0074887j -0.00747069+0.0132156j -0.000367484+0.000803688j 0.00586561+3.58119e-05j 0.0129333+0.00245089j -0.00136345-0.00962941j 0.0250706-0.0196839j 
0.0491242-0.00110278j 0.00189427-0.0131377j 0.00302772+0.00210464j -0.00233792-0.00533755j 0.00360665+0.000538329j -0.0154172+0.00183091j -0.0103487-0.000808545j -0.00615314-0.00315538j 0.0111817+0.00247361j 0.00154632+0.00768292j -0.00209844-0.0112046j -0.0177624-0.0191368j 0.0173859+0.00620143j 0.00961277+0.0123727j 0.00363419-0.00346484j -0.0107326+0.00705626j 0.00254126-0.00296848j 0.0123526-0.00357495j 0.00450137-0.00130674j -0.0407061+0.00815299j 0.02269-0.00274182j 0.001002+0.00116025j -0.0479055+0.00963465j 0.00238458+0.00116066j -0.00311271+0.00270042j -0.00698092+0.0020651j 0.00169423+0.0116843j 0.036966-6.76353e-05j -0.0101134-0.00195711j -0.0057289-0.00029667j 0.0155608+0.000219935j 0.00527842-0.00166534j 0.00713446+0.000618298j -0.0122394-0.00921081j 0.0204982+0.00117324j -0.000136048-0.00501784j 0.0317836+0.0166308j -0.00374853-0.0012944j -0.0189945-0.0119385j 0.0162414-0.0027424j 0.00576584+0.00475285j -0.0124491+0.0239208j 0.0025703-0.00261823j 0.0139591+0.0436657j -0.0151642+0.0274368j 0.00854681+0.0149286j 0.0141755-0.00292364j -0.011582+0.00103044j 0.00571885+0.00277203j 0.0102155-0.000313108j -0.00683149+0.00242081j -0.00211329-0.00189692j 0.00932238-0.00101795j 0.00260083-0.0043088j 0.0307879-0.0146532j -0.0172982-0.000833854j -0.00544507-0.00406709j 0.014739-0.00373641j 0.00904686+0.00537918j -0.000140796+0.00417762j 0.00170122-0.00274763j -0.0465799+0.00475087j 0.0209072-0.00719671j 0.0133709+0.00565816j -0.00140074+0.00243645j -0.00772622-0.00350934j -0.00141334-0.0203022j -0.0190718-0.0108248j 0.0116707-0.00112597j 
-0.00492986+0.0046297j -0.00178622+0.0166761j -0.00221347-0.00125494j -0.00418493+0.0012469j 9.95276e-05+0.000901693j 0.0063034+0.00619136j 0.000679366+0.00130816j 0.0017281-0.00934192j 0.00490374+0.00913885j -0.00894883+0.00786036j 0.00710595-0.0304808j 0.00309858+0.0100149j -0.00290302-0.0164172j -0.0153655-0.0119377j -0.00561376-0.00189788j -0.0136673-0.00555092j 0.0120055+0.0181919j -0.00310175-0.00449477j 0.00435617-0.00164432j -0.00601458+0.00641759j -0.0146876+0.0172125j 0.00459924-0.0118225j 0.00224776+0.0188802j 0.0188998+0.0146296j -0.0203668-0.0200495j -0.00871971+0.00897944j 0.0142812-0.0243088j -0.0191528-0.0191517j 0.00897785-0.00354539j -0.00219961+0.0019848j -0.0123242+0.00299831j 0.0156857-0.0218783j -0.00364133+0.0247268j -0.00712398+0.00832235j 0.0149893-0.018955j 0.0089609-0.0172543j -0.00624202+0.00820274j 0.00471579-0.016875j 0.00398718-0.0132421j -0.0346474+0.0105068j 0.0101625-0.0155397j 0.00570902-0.0105341j -0.00113583+0.0201459j 0.00598658-0.0403704j -0.0149833-0.016585j 0.0271085-0.00352509j 0.0205359+0.00515956j -0.0246186+0.000780813j 0.00455615-0.00730532j 0.0121747-0.00110273j -0.0116616+0.00181927j -0.01359-0.000709736j 0.0184288-0.00198814j -0.019428-0.00115006j -0.021252+0.0151185j 0.0119253-0.0162924j 0.00925348-0.0107219j -0.000571184-0.00394137j 0.006858-0.000969482j -0.0189618+0.0166868j -0.00421861-0.00287399j -0.0231274-0.0206781j -0.0233139-0.0171063j 0.0252086-0.0142981j 0.000817671+0.00162584j -0.00989525+0.000407478j 0.00965289+0.00729055j -0.00161906-0.00822644j -0.00717947+0.0148918j 
-0.0328251+0.00160526j 0.0159951+0.000332607j -0.00978808+0.00183558j -0.00776912-0.00690019j 0.000596228-0.00363672j 0.0221144-0.00428763j 0.0113458+0.00140485j 0.00706757+0.00316716j -0.0067759-0.0032585j -0.000291696+0.0112602j -0.0044209-0.00435366j 0.0126964-0.0270718j -0.0072419+0.0222017j -0.0121465+0.00221461j 0.00443186+0.00810956j 0.0183483+0.0110878j 0.00114572-0.00203033j -0.0135859-0.0185684j 0.0134691+0.0172122j 0.0176838-0.0107966j -0.0126371-0.00538395j 0.0017399+0.015367j 0.00114603-0.0278404j -0.0349451-0.00500456j -0.00117927-0.000858387j 0.0154242+0.00445369j -0.00820165+0.00893885j -0.0413245+0.0209648j 0.00564658-0.00466752j 0.00111295+0.000538322j -0.011275+0.0115056j -0.00437704+0.00499334j -0.0203399+0.0165331j 0.00771202-0.0104884j -0.00729966-0.0189608j -0.00326817-0.0293013j 0.00080397+0.0253472j -0.0271882+0.00435594j 0.0152068-0.0506639j -0.0340348+0.0138034j 0.0175836-0.0104682j -0.00723271+0.025019j -0.00598607-0.0199342j 0.013493+0.0575214j 0.00224279+0.0541013j 0.0135298+0.0295317j -0.0061652+0.00954859j -0.000598112-0.000221277j 0.0112583+0.0156303j -0.00480611-0.00560387j 0.0032344+0.00302002j -0.00903037-0.00295444j 0.00564094+0.000339067j 0.00670839-0.00376596j -0.0508734-0.0135046j 0.0211678+0.00137868j 0.0162765-0.00488055j -0.0125069+0.000504985j -0.0124396+0.0057924j -0.0236714+0.010285j -0.00420152-0.00567737j 0.0119466+0.00697504j -0.0282835-0.00728186j 0.0208055+0.00857815j -0.00102659+0.000670961j 0.0034625-0.00158775j 0.00665994-0.0073232j -0.014648+0.00781497j -0.0212781-0.0117094j 
0.0102983+0.00276732j 0.00609584+0.00393018j -0.0111562+0.00260301j -0.00395589+0.00278132j 0.00246266+0.00563496j 0.00887371-0.00272368j 0.00173748-0.0160847j 0.00224465+0.012204j 0.00748341-0.0124814j -0.00826313+0.0191424j -9.58094e-05+0.0294145j 0.00136197+0.00635204j -0.00271534+0.0198636j -0.00876634-0.0195644j -0.0030051+0.000920752j -0.0154716-0.00973492j 0.00616489+0.00286747j 0.00446319+0.00434083j 0.00525999+0.00124455j -0.0150056-0.00705373j -0.00917899+0.0123307j -0.0107988-0.0116565j -0.0108653+0.0292232j 0.000941729+0.00983332j -0.0104696-0.00890009j -0.0101532+0.00406388j 0.00732103-0.00113194j 0.0177001-0.0175482j 0.00750513+0.00779913j -0.000534328+0.000362079j -0.00321797-0.00889521j -0.0130208-0.000647185j -0.0114372+0.00258882j 0.00169081+0.00660026j 0.0071392-0.00854347j 0.00363406-0.00704908j 0.00563361+0.00765615j -0.0228606-0.0117424j 0.0145954-0.00193709j -0.00179865+0.0154086j -0.00646678+0.0165263j 0.0151506-0.000301014j -0.00953638-0.0061112j -0.00596779-0.0205551j 0.00737166-0.0176566j 0.0134244+0.00107102j 0.0139089-0.00564737j 0.0035004-0.000927465j 0.00262893-0.00295038j -0.00615108-3.8348e-05j 0.0183953+0.000778647j 0.0200509+0.000840102j -0.0379007-0.00387105j 0.0360522-0.00392502j -0.0289715+0.0137784j 0.0016947-0.0104658j -0.00887697-0.00199211j 0.0133194+0.00300762j -0.0248117-0.00724743j -0.0121088+0.0135248j 0.0101127+0.000574661j 0.00198739-0.0177495j -0.0130574-0.00383302j 0.00393544-0.0153772j -0.00154247-0.00185933j 0.0191634+0.000200795j -0.00116894-0.00577023j -0.00319644-0.0053586j -0.00601644+0.0114888j 
-0.00609876-0.00290106j -0.00750644-0.00478048j 0.000821698+0.00431255j -0.000808603+0.00634326j 0.00047456-0.00768343j 0.00229879-0.0146492j 0.00227459+0.0193876j 0.00606909+0.0130931j -0.00345496-0.0111218j 0.000794914+0.00961199j -0.000561073-0.00170587j -0.000968783-0.0390503j -0.0027332-0.0151762j 0.00296813-0.0414715j -0.00114053+0.00145751j 0.00936105-0.0147981j 0.00554469-0.00709958j 0.00393474-0.00137027j 0.0045531+0.00532942j -9.17941e-05-0.00610972j 0.00181985+0.00201022j 0.00110451+0.0011228j 0.0126492-0.00366786j 0.00237257-0.0012691j 0.00591524+0.00181672j -0.00188444+0.00203249j 0.00265472+0.019146j -0.0105767-0.001517j 0.000494143+0.00683596j 0.00146199+0.000400258j -0.00258019-0.00788996j -0.000892075-0.00861869j -0.0151642-0.00976171j -0.00818815+0.00444133j -0.00651805+0.0228697j 0.0056166+0.0210922j -0.00679663-0.0014744j -0.000511103+0.00554188j 0.00412533+0.0259673j 0.00503054-0.00783371j -0.00810677+0.00461797j 0.00539764-0.00136551j -0.000119974-0.00128029j 0.000166369+0.00236828j -0.00601616-0.0145838j 0.00182504+0.00391512j -0.00603047-0.0104749j -0.0074336+0.00178245j -0.004793-5.90086e-06j 0.00372367-0.00146909j -0.00480333+0.00110617j -0.00314079+0.00223341j 0.0117179-0.00115607j -0.0248776+0.0025991j 0.00292626+0.00167209j 0.014952+0.00553721j -0.0044735+0.00470561j 0.0225181-0.00522346j 0.0396967+0.00143442j 0.000267178+0.000719159j 0.0177538+0.00113253j -0.0398705+0.00139352j 0.00178083+0.00511771j 0.0324469+0.00281583j -0.00212548-0.00207543j -0.0127911+0.00101566j 0.00486989+0.00366964j 0.00204861+0.00443968j -0.000175311-0.00245414j 
0.00615902-0.000683655j 0.0360075-0.00733951j -0.00892195-0.000671821j 0.0237537-0.00915265j -0.00798432-0.00016003j 0.00233483-0.00925915j 0.000115031+0.002437j 0.000279256-0.00261792j 0.000686367+0.00526615j -0.0107091-0.0161995j -0.00156413+0.020376j 0.0130009+0.00237025j 0.000167097+0.0010781j -0.00355773+0.0171656j 0.036983-0.00857282j -0.0177988-0.00301123j -0.0124671-0.00738359j 0.00390524+0.002956j -0.0204122+0.00671985j -0.00676296-0.0198623j -0.017429+0.00119405j 0.00209162+0.0173868j -0.0346578-0.0180536j -0.0185548+0.0158044j 0.00106088+0.00471314j -0.00213399-0.011648j 0.00141781+0.0283414j -0.00652864+0.0372129j 0.00865527+0.00558499j 0.00393504-0.00484105j -0.00496097-0.00260428j -0.00171147+0.0119603j 0.008361-0.0233622j 0.0209089-0.00130015j 0.0171776+0.0461283j 0.00151033+0.046998j 0.00455723-0.0288241j -0.0199668+0.0400923j 0.0127764+0.0457721j -0.0303652-0.0222663j 0.0292136-0.00531378j 0.029175-0.0215647j 0.00461117-0.0292355j -0.00851825+0.0141148j -0.00408694+0.00488895j 0.023556-0.00507954j 0.0225314-0.0196718j -0.00446125+0.00126775j 0.00987684+0.0182648j 0.00090423-0.00804113j -0.00894054+0.00690157j -0.0100504+0.00154192j 0.0127643-0.00592481j -0.00101369-0.00856729j -0.0149038+0.00431583j 0.00288624-0.00409474j 0.00921288-0.00406976j -0.0041158-0.00618001j -0.00665384-0.00392196j -0.0120275+0.00233443j -0.00540451+0.00307772j -0.0143232-0.00533148j -0.0193071-0.00702922j 0.011372+0.00281418j 0.00076311+0.000871584j -0.00252803-6.23273e-05j 0.00410313-0.000381671j -0.00343345+0.00701189j -0.00682711-0.00295654j 
-0.014964-0.0138879j -0.0447968+0.0112099j 0.0091109-0.00985119j -0.0251896+0.000133973j 0.00180832+0.00640615j 0.00409464+0.00144085j -0.00436107-0.00998199j 0.00232291+0.00532308j 0.00118293-0.00488032j 0.00619955+0.00296509j 0.00701567+0.0427071j -0.0103464+0.0101981j -0.00301522+0.0271003j 0.00119383+0.00909813j -0.0417823+0.00991772j 0.0188529+0.00280275j 0.0125065-0.0161406j -0.000846298-0.00685101j 0.0158463-0.00041603j 0.00770418+0.0117482j 0.0063261-0.0153181j 0.00666929-0.000325553j 0.0390498+0.000529981j 0.0399791-0.0261258j -0.00896705+0.0135733j -0.00818687+0.00603949j 0.00149775+0.00951874j -0.00226185-0.0146699j -0.00278503+0.00455321j -0.00212147+0.000141513j -0.00914118-0.0102652j 0.026854+0.00926093j -0.00691019-0.0164209j -0.0234585-0.00626118j 0.00673792+0.00659918j 0.0102339+0.00237955j -0.0227429+0.00838005j 0.0177569+0.00106376j -0.0158488+0.0114579j 0.00171973-0.0219804j -0.00224915+0.0149922j -0.0282074+0.0158759j 0.00184889-0.0135737j 0.0229895+0.00771333j 0.00284778+0.0037078j -0.00712482+0.0049354j 0.0070187-0.009126j -0.0197137+0.00105483j -0.00543493-0.000367887j 0.0154623-0.00225965j -0.00634804+0.00333675j -0.00802006-0.000123197j 0.0103174-0.00212818j -0.0262601-0.00258681j -0.00382234-0.00502624j 0.00759704-0.00239042j 0.00976674-0.00114942j 0.000900894-0.00308645j 0.00817645+0.00127684j -0.0148014+0.00416734j -0.00441994-0.000629177j -0.0172878-0.00174287j -0.0012372+0.00122643j 0.0211447+0.000435743j 0.000692596+0.00245294j -0.00671176+4.33384e-05j 0.00224039-0.00202498j -0.00292674+0.00534415j -0.00764166-0.00179733j 
