0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
-0.0115987-0.013288j -0.0341536+0.0114227j 0.00506712-0.0124373j -0.0246381-0.000711668j -0.000817459-0.00539639j 0.00902112+0.00972179j -0.00274618+0.0142592j 0.000210684-0.00836231j -0.000547396+0.00994994j 0.00084745-0.00590324j 0.00320379-0.021316j -0.00821812-0.0147633j -0.00800616-0.028933j 0.00230007+0.0172668j -0.0377191+0.00547029j 0.00825781+0.0103614j 0.0112872+4.88021e-05j -0.00216737-0.0181776j 0.0081937+0.00506589j 0.00469387+0.015474j -0.00776316-0.002374j -0.00241931+0.00513845j 0.0296587-0.0204674j 0.0299095-0.0114546j -0.0120193+0.00317687j -0.00859271+0.00722085j 0.00289514+0.0195741j 0.0136743+0.0155098j 0.00266537+9.964e-05j -0.00546604-0.00226472j -0.00899156+0.00995078j 0.00637732-0.0182532j -0.020493+0.00627005j -0.0176716+0.0158719j 0.00401793+0.029087j 0.010717+0.0191985j -0.0135491+0.015301j -0.00323246+0.0229171j -0.00279637+0.0366633j 0.010165-0.045175j -0.0129979-0.0275661j -0.0105994-0.00286006j -0.00692362-0.00929409j 0.0120996+0.0214095j 0.0156302+0.0179101j -0.0150698-0.00429794j 0.00643863+0.000805806j -0.00229762-0.00225263j -0.0044689+0.00958632j -4.88847e-05-0.00697881j 0.0176142+0.00147832j 0.0175085-0.00315681j -0.027669-3.62604e-05j 0.0265772-0.00324986j -0.0213289-0.00563759j -0.000346253-0.00167897j -0.00105645-0.00427615j 0.00247692-0.000367604j -0.0260418-0.00526615j -0.0169468+0.00183174j 0.00761912+0.00311562j 0.0200558+0.00131601j -0.00251372-0.0059811j -0.00870238+0.00394179j 0.000307291-0.00157413j 0.00820235-0.000480596j -0.00492848-0.000285986j -0.00253145+0.00785692j -0.0111623-0.00282485j 
-0.00164308-0.000906162j -0.0028333+0.00176221j 0.0111259+0.00249893j 0.00963994+0.00565046j -0.00169043-0.0110365j -0.00641371+0.0203665j 0.00284218-0.0110327j 0.000194062-0.00812254j -0.00715366+0.0064106j -0.00577619+0.0227455j -0.00629338+0.030165j -0.000899971-0.00843297j 0.00864119-0.0131179j 0.00142169+0.013765j 0.0104972-0.00899221j 4.68625e-05+0.00681389j -0.00519492+0.00341665j -0.00151935-0.0233888j -0.0194499+0.0249505j -0.00422676-0.00665557j 0.000765225+0.00841704j 0.0181068-0.000619909j 0.0205404-0.00181805j -0.01037+0.00862906j -0.00115268-0.0304196j 0.0178402+0.0205456j -0.00672691+0.0104465j 0.00918386-0.00676951j -0.012105+0.00417576j -0.00575977+0.00731454j 0.00897841+0.00790765j 0.00402312-0.0452516j -0.00464991+0.0397287j 0.00361545+0.0238241j -0.00121024+0.00656572j -0.0072499+0.00287082j -0.00263569+0.010676j 0.0147189-0.00277089j -0.00765729+0.0127159j -0.00543269+0.00926781j 0.0180017-0.0404922j -0.0019461-0.0117356j 0.0137654+0.0080987j 0.00689349+0.0107978j -0.0270703-0.00478653j 0.0162887+0.00611511j -0.000618222+0.00945156j -0.00597325+2.32542e-05j -0.00839492-0.00280994j 0.00586277+0.00340629j 0.00235794-0.00198208j 0.0137611+0.000428468j -0.023907-0.00203869j 0.000363547-0.00450317j 0.00544312-0.0214364j -0.00374648-0.000615149j -0.0180617-0.0073029j 0.015464-0.00492102j 0.00165206+0.00650065j 0.0153428-0.00166549j -0.00877429-0.0051784j -0.0169145+0.0124072j 0.00182986-0.00798233j 0.0140268+0.0104913j -0.00244587-0.00247102j 0.00467745+0.00116515j 0.0048891+0.0105343j 0.00135063+0.00378495j 0.00772794-0.00671626j 
0.00332142+0.000506241j 0.00538661-0.00381927j -0.00385731-0.000916031j -0.0019829+0.0168454j 0.0042734-0.00508664j 0.00144052+0.0239047j -0.000483899-0.0130737j -0.00112806-0.00186543j -0.00128375-0.00596565j 0.000170196+0.0269298j -0.000792482+0.00824235j 0.000789721-0.00253717j -0.00535007-0.00403523j 0.00396674+0.0256568j -6.94311e-05+0.000615482j 0.00242689+0.00681215j 0.00626879-0.00982628j 0.00778598-0.00914617j 0.0165453+0.00226534j -0.00888291-0.0189183j 0.00606947+0.0198144j -0.0112023-0.00826839j -0.0173226+0.00832535j 0.000650741+0.0171321j 0.0111011-0.0104297j -0.0117808+0.00364864j 0.00993005+0.0168297j -0.0266929-0.0096305j 0.0076012+0.00220489j 0.00470065+0.00504107j -0.00950445+0.00339072j -0.00273666-0.0306879j -0.00427921+0.0229158j 0.00138902+0.0101143j -0.0012192+0.0194355j 0.00579251+0.015075j 0.00352952+0.00681061j -0.00844121-0.00504525j 0.0102069+0.0161228j 0.0132132+0.0104067j -0.0164329+0.0070964j 0.00887795-0.0100827j -0.0023295+0.0052144j -0.0109248+0.00579305j 0.0237663+0.000470402j -0.0144293+0.0099892j -0.00100316+0.000195813j 0.0101142-0.000734874j 0.00680904+0.0032631j -0.00424714-0.000716712j -0.00783882-0.000912385j -0.0208734+0.00291361j 0.0252113+0.000966789j -0.0180933+0.00563842j 0.00703915+0.0112659j 0.00600651+0.00472917j 0.0240117+0.00665643j -0.0214508+0.00317594j -0.00269987+0.00072467j -0.00482034-0.000977598j -0.00688667-0.00068585j 0.0128394-0.00198081j 0.00157513+6.66432e-05j -0.0110396-0.00306309j 0.00242613+0.00091746j 0.0011752-0.000310262j -0.00471053-0.00213197j 0.000322791+0.00105881j -0.00415681+0.00232457j 
-0.00142284+0.00444558j 0.00363327+0.013159j 0.0020779+0.00341946j -0.000670885-0.020916j -0.00341849-0.00728869j 0.00265836-0.00341586j -0.00151059-0.00114648j 0.000126484+0.00316734j 0.00369759+0.002906j 0.00534792+0.0109694j 0.00247211+0.0374326j 0.00263544+0.00557885j -0.0017377-0.0231396j -0.00126754-0.0142139j -0.00849043+0.00720851j -0.0153789+0.00601073j -0.00700243+0.0307064j -0.00763488-0.00419841j 0.00583192+0.0139095j 0.0144691+0.0118218j -0.00499892+0.00516213j -0.0144032+0.0115983j -0.00928509-0.0134807j -0.00444824-0.00219793j -0.0107999+0.00262996j -0.00127564-4.27487e-05j 0.00130553-0.0200122j 0.00995143+0.0290375j 0.00551313-0.0101229j 0.00248611-0.0059949j -0.00291674+0.0234794j 0.00528961-0.000552156j 0.0230869+0.0167261j -0.00229953+0.0140091j 0.00665551-0.00694377j -0.00566722-0.00857733j 0.00936148+0.0124528j -0.0107211+0.0109726j -0.00339441-0.00540665j -0.00102101-0.0240537j -0.0156513-0.0610027j -0.00312384-0.00725391j -0.0149193+0.00964531j -0.00661458-0.00519347j 0.0041389+0.0153569j -0.019006-0.00880839j -0.0208057+0.0262256j 0.00354846+0.000694612j 0.00599934+0.00386418j -0.0121445-0.00304573j -0.0135331-0.00240195j -0.0224076-0.00360972j 0.0301019+0.00450546j 0.00666931+0.00374381j -0.0027608+0.00221466j 0.00790929-0.00424631j -0.00090307+0.00498714j 0.00675475+0.00278339j 0.0347335-0.00157017j -0.0126392-0.00504629j 0.0350664+0.00699434j 0.0142141-0.00015393j 0.00343801-0.00164867j -0.0217446+0.00299342j 0.00196135+0.000187264j -0.00825215+8.24495e-05j -0.00526556+0.00206176j 0.00137709-0.00143321j -0.00355569+0.00173034j 
-0.00909071-0.00476035j -0.0127635-0.00242515j 0.00204156+0.00556663j 0.0109797+0.00314345j 0.0111896-0.00689148j 0.00718236+0.00165884j 0.00189326-0.00486838j 0.00120526+0.0057533j -0.00473294-0.00468283j 0.00194068-0.00540402j -0.0121213-0.0142604j -0.00242488-0.00617731j -0.00361635+0.0109607j 0.00207057+0.00639082j -0.000152863+0.00155702j -0.000167869+0.00107501j 0.00342456-0.0196505j 0.0140777+0.00239498j 0.0187517-0.00436899j -0.00617207-0.00753744j 0.00633871-0.0054356j -0.0195059+0.000839095j 0.0353745+0.00281356j -0.0365953-0.00113982j 0.000507108-0.0016076j -0.00420976-0.00128466j 0.00122804+0.0106457j 0.0136392-0.0119972j 0.00366561+0.00425733j -7.30373e-05+7.61746e-05j -0.0128274-0.00577706j 0.0462489+0.00262168j 0.0353508-0.00850843j -0.00808821-0.00467712j 0.0193945+0.00520743j -5.15454e-05+0.0105446j -0.0166518-0.0100545j -0.017433-0.00954272j 0.00980324+0.0015834j 0.00537125+0.0127303j 0.00362274+0.0288101j 0.00296312+0.00418583j 0.00352302-0.00843597j -5.59528e-05+0.00899126j 0.00294669-0.00400167j 0.00413348+0.00545268j 0.00259001-0.0123308j 0.00464382+0.000461846j -0.0037508-0.00132249j 0.000558874+0.000589419j 0.00766287+0.000743524j 0.0110192+0.00224673j -0.0176947-0.00196388j -0.00544492-0.0015855j -0.0156276-0.00102575j 0.0083465+0.00298439j 0.00371395-0.000572326j 0.00116199-0.00148655j -0.0120691-0.000423809j -0.00306999+0.00218668j -0.0112639-0.00428747j -0.00785463+0.000718387j -0.0088715+0.00544318j 0.0209238+0.00075118j -0.0012006-0.000333487j 0.0218543+0.000980518j 0.00306025+0.0010217j -0.0013221+0.00365125j -0.00373582-0.00378165j 
0.00607833-0.00252016j 0.00822884-0.0030574j 0.0197996-0.00408724j 0.00908015-0.00780431j -0.00252578+0.00875321j 0.00530611-0.0016205j -0.00982661+0.00635083j 0.00169203-0.00791161j -0.00762372+0.00961577j 0.00417103+0.00505766j 0.00358147+0.0026132j 0.00310354+0.00265898j -0.00124347-0.00235971j -0.0100164-0.00368757j 0.00905022-0.0201158j -0.00541961+0.000810602j 0.0100373+0.00293389j 0.0140983-0.0141371j -0.0103196+0.0238055j 0.00203689-0.0110931j 0.00598175+0.000797131j -0.0335142+0.00853309j -0.0229969-0.00678503j -0.00365135+0.00848473j -0.019252-0.0181923j -0.00920669+0.00976029j 0.00315405+0.0041937j 0.00320729+0.00704559j -0.0207215+0.00760739j -3.8892e-05+0.000326193j 0.00311216-0.00258719j -0.00426495-0.00160636j 0.0100653+0.00982257j -0.0577365+0.00110854j -0.0223152-0.0090936j -0.00513882-0.00667122j -0.0013534-0.00885103j 0.00279803+0.0115602j 0.0272034+0.00335904j -0.0120055+0.00829955j 0.0179131-0.027754j 0.00124936-0.00595728j 0.0157214-0.0018212j -0.00466279+0.0106129j -0.00389871-0.00604007j 0.00698103+0.0073114j 0.00589609+0.0077132j 0.00474909-0.000139982j 0.002065+0.0021874j -0.00266719+0.000847851j 0.0070077-0.00240263j 0.00091968+0.00202845j -0.00549816-0.000160123j -0.010547+0.00108223j -0.0269098+0.00409208j 0.0159739+0.000584358j 0.0175422-0.00421705j -0.00926502-0.00139574j -0.0086698+0.00259784j -0.00760367+0.00108723j -0.00791158-0.00309351j 0.00680121+0.00506803j -0.0145124+0.00245475j 0.00905724+0.00321193j -0.000832687-0.00105396j 0.00207775+0.000885267j 0.00643595+0.00692475j -0.0002847+0.00356571j -0.0055282-0.00314468j 
-0.00474881-0.00439609j -0.00849409-0.0092067j -0.00111058-0.0104896j -0.00146715+0.0158797j -0.00144363-0.0232912j 0.00431411+0.0135486j -0.00533811-0.0296314j -0.000771275+0.0040855j -0.00079404-0.00320994j 0.00277635+0.0369689j -3.45182e-05-0.00967276j -0.00330793-0.00267444j -0.00237304-0.0217821j 0.00139422-0.00233666j 0.0030939+0.00856573j 0.00484227-0.000253344j 0.000272947-0.0154301j 0.00210467+0.0241742j 0.00795772-0.0170735j 0.00703461-0.00659149j -0.00889339-0.016189j -0.00260656+0.0178901j 0.0135666-0.0257188j 0.00984484-0.0126636j -0.00159997+0.0278761j -0.00535071-0.0159615j -0.0113773-0.0117917j 0.0304874+0.0165555j -0.00779982-0.00433475j -0.00396779-0.00510399j 0.0140736+0.000315721j -0.00853332+0.0279245j -0.0160333-0.0305529j -0.00502333-0.00650379j -0.00289628+0.000791999j -0.000193196+0.00545321j -0.0115455-0.0320809j -0.00439297+0.000803256j 0.00529737-0.0146842j 0.00262996-0.0152416j 0.0112105+0.0277156j 0.0085146+0.00389761j -0.00879262-0.0052166j 0.009735-0.000451303j -0.00847166+0.00774721j 0.00594942-0.0216825j 0.00406542-0.0145101j 0.0090832-0.000284964j -0.00435912+0.0054618j -9.6816e-05-0.00375491j -0.0123858+0.00559083j -0.0131619-7.57347e-05j 0.0144471-0.00352205j -0.00980996-0.00764028j 0.0122185-0.00946305j -0.00893399-0.00647347j 0.000998924-0.00552727j -0.017698-0.00265983j -0.00485971+0.000110753j 0.00231917-0.00141558j -0.0174985-0.0009448j -0.00441656-0.00252689j -0.00448441-0.000879757j 0.00583314+0.00246485j -0.00185368-0.00180091j 0.000464027-0.000333782j 0.00440614-0.00167937j -0.00185012-0.000388817j 0.00258848-0.00260241j 
-0.00168394+0.0077051j 0.00871744+0.00151766j 0.00511188+0.0153728j -0.00984678-0.0167401j 0.00122898-0.0371907j -0.00242051-0.00931058j -0.00154798-0.0248379j 0.0106038+0.0201259j -0.00544075-0.0129303j 0.00187379-0.0173756j 0.00439034-0.0070216j -0.00597709-0.00864097j -0.00404483+0.00171851j -0.00151198+0.011371j 0.00164901+0.0299862j 0.0136778+0.0176688j -0.00149612-0.00758801j -0.00351149+0.0220968j -0.0303305-0.015515j 0.00832643+0.00701988j 0.00567547+0.00597767j -0.00138054-0.00884416j -0.00492684+0.0165668j -0.00299811+0.00932891j -0.00126924+0.0168059j -0.00337027-0.00768734j 0.000563328-0.00257671j 0.0041224-0.00229657j -0.00400682-0.0055806j 0.00118566+0.00320034j -0.00174073+0.0080432j -0.0094042-0.0210816j 0.00588594+0.00716975j -0.0143934+0.00241037j -0.00707601+0.0232783j 0.00103839+0.0152796j -0.00786853-0.00673048j -0.00175849-0.0197354j 0.00490932-0.00618708j 0.00258946+0.00695259j 0.00104804+0.0362267j 0.00318537-0.00879907j -0.00134285-0.00184693j -0.000924545+0.00372566j 0.00389081+0.0190822j 0.00262001-0.0056759j -0.00960237-0.0111552j -0.0537842+0.00031473j 0.00718732-0.00478658j 0.0159556+0.00195079j 0.00544599+0.00467835j -0.0134947+0.000458533j 0.0200992-0.000675206j 0.0182608-0.000961778j 0.0105872-0.00355633j -0.00818605+0.00560281j -0.0167466+0.00304877j -0.00989367-0.0012948j 0.00938385+0.00161887j 0.00324427-0.00181386j 0.0034941+0.000286084j -6.39422e-05-0.00256523j -0.00386401-0.00209233j 0.0010735+0.0041085j -0.00101439-0.000882103j -0.0184434-0.000560858j 0.00546657-0.0020744j -0.000878424+0.000371285j 0.0029513-0.0020428j 
0.0145083-0.0154355j -0.0218575+0.00178101j 0.00760723-0.0111426j 0.00814615-0.0199142j -0.00608679-0.0220531j -0.000527937-0.00781935j -0.000726646+0.008145j -0.00837366-0.00356615j 0.0025263+0.00553063j -0.00183595-0.00882797j -0.00335354-0.003359j 0.00720745+0.0145719j 0.00560373+0.0136588j 0.00136794-0.00491922j -0.0163589-0.0266432j -0.018006-0.00371012j 0.0107261+0.019431j 0.0154713-0.0244476j 0.0014021+0.0325548j -0.0324026+0.00347974j 0.000477216+0.00635914j -0.0148652+0.00135667j 0.0309773+0.0178366j -0.00735709-0.00913229j -0.00601728-0.03391j -0.00525428+0.0308853j -0.0119279+0.0235111j 0.0271541-0.024833j 0.00559311+0.0102009j -0.00615789+0.000539624j -0.00104904-0.019374j 0.00470979+0.0075099j -0.0259107+0.00622258j 0.0175351-0.00575008j -0.00336072-0.0225156j -0.00609825-0.0147778j 0.00424846+0.0199371j -0.0129775+0.0237235j 0.0176009+0.0159223j 0.0076493+0.00276758j -0.000624975-0.0424807j 0.0115606+0.00578727j 0.00240748-0.00730843j -0.00342005+0.0111335j -0.00103445-0.0227846j 0.00545378+0.0146848j -0.0136699+0.00723298j -0.0299034+0.00406012j 0.00931721-0.00598676j 0.00830616+0.00107527j 0.00119751+0.000614407j -0.0280392+0.00031982j 0.0368018-7.24238e-05j -0.0235357-0.00178289j -0.0297202+0.010333j 0.0196001-0.00392304j 0.0297872-0.00770856j -0.0305361-0.00322346j 0.0022419+0.00697572j -0.0128444+0.00852248j -0.00870044-0.00276317j 0.0144321+0.0038955j -0.0208863+0.00551986j 0.00809592-0.0049771j -0.00187701-0.0025404j -0.00921657+0.00104508j 0.00911813+0.0050029j -9.45362e-05+0.00527623j -0.00904771-0.000310746j 
0.00551532+0.0056665j 0.0105108+0.00518133j -0.0118008-0.0112233j 0.00391532-0.00660744j 0.00266591-0.0456035j 0.00249439-0.00770844j 0.00365377-0.00823125j -0.00106735-0.00521727j 0.00156098+0.00572114j -0.00121651+0.0147101j 0.000101351+0.00203569j 0.00301426+0.0223666j 0.00108966-0.0166957j -0.000875798-0.00559732j 0.013447-0.016774j 0.00168813-0.0128942j 0.00232476+0.0303233j 0.00327031+9.03199e-05j 0.00614069+0.00197789j -0.0216462+0.00826535j -0.00111886-0.0011849j 0.00585538+0.00552206j -0.00504277-0.00197667j -0.0288124-0.00618135j -0.00401773+0.00194974j 0.013703-0.00241121j 0.0167096-0.00813756j -0.0324079+0.0165878j 0.00203888+0.00444299j 0.000150867-0.00591814j -0.00631761-0.00788904j -0.000759534+0.0351828j -0.00193876-0.0153325j -0.006217+0.000164249j -0.00171559-0.00541285j 0.00713222-0.0105826j 0.0150124+0.0129723j 0.0194178+0.0212035j -0.0034539+0.00800006j -0.00425476-0.00731088j -0.00281884-0.0297128j -0.0144359+0.0169391j 0.0210095+0.00464954j -0.00550436-0.009411j 0.0127086-0.0187606j -0.0133974+0.0156517j 0.0369537+0.00725818j -0.0133602+3.46704e-05j 0.00268962-0.00178391j 0.0142219+0.00233719j 0.0181046-0.00588392j 0.0259276+0.00304304j -0.039848+0.00256285j -0.0275127+0.00892761j 0.00367166+0.0112443j 0.00747733+5.73384e-07j 0.0205647+0.00625243j 0.0240724+0.00444082j -0.019091-0.00686718j 0.00243556+0.000556149j -0.0116765-0.00200332j -0.0211984-1.48682e-05j 0.0163345+0.00193476j 0.0100477+0.00182253j 0.000481076+0.000269479j 0.0262432+0.00126338j -0.0104089+0.00413214j 0.00127027-0.00553518j 0.000133885+0.00535058j 
0.0249773-0.011759j -0.0237665-0.0105253j 0.0328838-0.0125438j -0.00903323-0.0320811j 0.00395898+0.0135889j -0.0156184-0.00871316j -0.00285994-0.0248162j -0.0121558+0.00363911j 0.00468247+0.0116883j 0.00183474+0.0064242j 0.000331882-0.00177146j 0.0084983-0.0138735j -0.000522649-0.0152757j 0.00258318-0.00501547j -0.0369234-0.00540888j -0.0141605+0.0330862j 0.0110324-0.0319477j 0.0328004+0.00572718j -0.0212649+0.0208902j -0.0424731-0.00128646j 0.0237933-0.0159866j -0.00149577+0.0215856j -0.00152519-0.00898747j 0.0278272+0.00978889j 0.0119389-0.000704077j -0.022374-0.000517529j -0.0113987-0.00603647j -0.00363338+0.0172151j 0.00148754-0.00754733j -0.000385997+0.0020008j -0.000640836+0.00780783j 0.00428112-0.0112565j -0.000419015+0.00273583j 0.00856939+0.0021925j 0.00223512-0.00299865j 0.00225852+0.0120658j -0.00402544-0.0653077j -0.011383-0.00724403j -0.00415296-0.0062806j -0.014035-0.000141077j -0.00476085-0.00456499j -0.0125983-0.024855j 0.0250592-0.0229772j -0.00929092+0.0323362j 0.0105497+0.0250667j 0.0195235-0.00478127j -0.0157575+0.0072702j 0.00420428+0.000342185j 0.00822781+0.00932342j -0.0115449+0.00399914j 0.00256386-0.00334778j -0.00701826+0.00513407j -0.00359473+0.000598013j 0.0142355+0.00489656j -0.0734066+0.0137004j 0.0423182-0.000799339j 0.0190213+0.000358345j 8.00792e-05+0.00351071j -0.0045507+0.00149376j -0.0340152-0.00426404j 0.016503-0.00157907j 0.0228162+0.00314313j -0.0347364+0.00900273j 0.0107235+0.0086886j 0.00124097+0.000101846j 0.000786487+2.35793e-05j 0.00814557+0.000643502j -0.00654973+0.00714563j -0.0222438-0.00916913j 
0.0268553-0.0121047j -0.00963058-0.00377289j 0.00629578+0.0380606j 0.0197734-0.00187105j 0.00652742+0.00277566j -0.00775207+0.0296046j 0.00250429+0.0190821j -0.00460722-0.00725447j 0.00229982-0.00436269j 0.00293592-0.00319581j 0.000505482+0.0188051j 0.00766151+0.0061765j -0.000451616-0.0238519j 0.00715814-0.00133658j 0.0216494+0.00205172j -0.00880196-0.0065861j 0.0275838+0.0276763j 0.0255501+0.000265949j 0.0032096-0.00895495j -0.0150894+0.0230329j 0.027976-0.00135893j 0.000370488+0.00219117j -0.00652616+0.021291j 0.0155468+0.00626786j 0.0108525+0.018746j -0.0203673-0.0125043j -0.019378-0.0200612j -0.0056394+0.0191107j -0.00456749-0.00567633j -0.00430092-0.00696618j 6.96981e-05+0.0048185j 0.0148618+0.0321543j -0.011405-0.0205705j 0.00103143-0.00745639j -0.00044878-0.00413603j -0.000265866-0.00788979j 0.000218433+0.00768323j -0.0154817+0.015875j 0.0122888-0.015569j -0.0012957-0.00710023j 0.0195172-0.0121741j 0.0107591+0.00836022j 0.0194412+0.0108889j -0.00730289-0.00677336j -0.00598256-0.00132466j 0.0190053-0.0179805j -0.0114407-0.00725022j -0.0296965-1.52229e-05j 0.00556606-0.0155912j 0.0149433+0.00568472j 0.0205045-0.000372878j 0.00269643+0.00368219j -0.00636501-0.00137985j 0.00636312-0.00189507j -0.0336464+0.0123886j 0.00966523-0.00532693j 0.000997175-0.0084165j -0.0175414-0.00105124j -0.00828407+0.00025176j -0.00171023+0.0066136j -0.0127508-0.00394366j 0.00813557-0.00212979j -0.0256357+0.0112151j 0.019779+0.00185213j -0.00120717-0.00158582j 0.0113782+0.00254075j 0.0138267+0.0133237j 0.00349166-0.00144394j -0.00113391+0.00179903j 
0.0209319-0.00348889j 0.00577842-0.0363385j 0.00824586-0.00734174j 0.00572222+0.0298951j -0.0135364-0.00116223j 0.00738139+0.0075826j 0.0057182-0.00129894j -0.00159823+0.000280317j -0.00435215-0.00970809j -0.00265603+0.0189274j 0.00598759-0.0103673j 0.0151782-0.00424781j 0.00216853+0.0102536j -0.0112675+0.0046793j -0.000915221-0.0167753j -0.0339728-0.000289414j 0.0122319+0.0015771j -0.0117599+0.0136563j -0.0455104-0.0147577j 0.00610911-0.00191602j 0.0141893-0.00373411j -0.00362313+0.00202324j -0.0162915+0.0120722j 0.0113449+0.0068993j -0.0289708+0.00596755j 0.00647901-0.00485079j -0.0185023+0.0104108j 0.00290164-0.0039479j 0.0218615+0.00145346j 0.00252775-0.00233272j -0.0227907-0.00752019j 0.0206456+0.0140359j 0.0159708-0.021366j 0.0147855-0.0163691j -0.00374633-0.000397791j -0.00804224+0.00125794j 0.0216363+0.0111209j -0.0180194+0.0126074j 0.00350751-0.00972436j -0.00388355+0.0138379j 0.00251654+0.00887989j -0.0035851+0.00127935j 0.00830722+0.000656042j -0.0184708+0.00727524j 0.0037866-0.00635106j -0.0136848+0.000500787j -0.0323408-0.00548183j -0.0106958-0.000926032j 0.00559073-0.0195847j -0.00887214+0.00122721j 0.00520934-0.000990834j -0.00969986-0.0045884j 8.11473e-06+0.00429445j 0.00123334+0.00767057j -0.0527396+0.00453433j 0.0306483-0.0106565j 0.00923499-0.00165047j 0.00853843+0.00307462j 0.0188892-0.00444889j -0.0187642-0.00458351j 0.0255997+0.00731313j 0.0266506-0.00739098j -0.0167556+0.0265608j -0.0022552-0.00713725j 0.000537728-0.00138402j -0.0288695+0.00118129j 0.00954269+0.00770883j 0.0083579+0.00423218j -0.0100428-0.00468035j 
0.00583167-0.00404586j -0.0102092-0.00289254j 0.0133941+0.0316115j 0.0124482-0.0138386j -0.0117084-0.0336274j 0.000420814+0.00979168j 0.003026-0.0122841j -0.00546321+0.0123358j 0.0057762-0.013872j -0.0018426-0.0184099j -0.000390457-0.0162335j 0.0177001-0.0115679j 0.00753136+0.0139421j -0.00923137+0.0114438j -0.0145824+0.00227235j -0.0306224+0.00632463j 0.00408685-0.00999788j 0.00439121-0.00393543j 0.0249338+0.010236j 0.0107509-0.0130411j -0.00394203+0.00111262j -0.000787255-0.0025451j -0.00725928+0.0128202j 0.0342268+0.00297243j -0.0106358-0.00239485j 0.00415025+0.00313099j -0.00850468+0.0161654j 0.000118342-0.0112461j -0.00328145+0.00624739j -0.0052598+0.00216031j 0.00622618-0.0110549j -0.00152752+0.00337086j -0.000613123-0.00542594j -0.00102196-0.00445737j -0.000339164+0.00285419j -0.00478397+0.00458001j 0.0147855-0.00738773j 0.00780825+0.000232318j -0.00881109-6.34196e-05j -0.00901992+0.0260615j 0.00207831+0.00216349j -0.00644353+0.00101912j 0.012983-0.00581278j -0.0112301+0.0127363j -0.00412996-0.0133842j -0.0113517+0.0108018j -0.001913+0.00342431j 0.0407031+0.00274674j -0.00206192+0.0123953j -0.0171547-0.00450122j -0.00425883-0.00366867j 0.00622489-0.00402791j -0.0132724+0.0025983j -0.00976173+0.00432785j -0.0374776-0.00670042j 0.0213171-0.0061608j 0.0203682+0.00446234j 0.0152574+0.00315952j 0.00175022-0.00413456j -0.0184395-0.0049665j 0.0135762-0.00138892j 0.0129211-0.00490459j -0.0043939+0.0204826j -0.000910842-0.00392904j 0.0012722+0.000617239j 0.012927+0.00169983j -0.0010893+0.00599077j 0.00343911+0.00595383j -0.0109964-0.00925876j 
