0.000347035-0.0126358j 0.00834826+0.00210756j -0.00532192+0.00364j -0.00637155-0.00168634j 0.00184999+0.0042173j -0.0005566-0.00351729j -0.000182483+0.00123436j 0.00647162+0.000275325j 0.000665928-0.00392046j 2.42668e-05-0.000640848j -0.0020397+0.00257754j -0.00133927+0.000723964j 0.00262888-0.00414053j -0.00434713+0.00403963j -0.00530349+0.000506105j -0.00200155-0.00378287j -0.00353719+0.00296575j 0.0120138+0.00236286j 0.00228556+0.00187211j 0.000291053+0.00764729j 9.03308e-05+0.000635177j 0.00138746-0.00736288j -0.0037929+0.00572672j 0.00251555+0.00524384j -0.00739683-0.00144624j 0.00258256+0.000769795j 0.00054053-0.00286163j -0.00303574+0.000561661j -0.00448262-0.00138459j -0.0012066+0.000262422j 0.00501146-0.00154084j -0.00191416-0.0031116j -3.61559e-05+0.00932302j -0.00161672-0.00295482j -0.00021353+0.00253831j 0.00188331+0.00146589j 0.00450609+0.00842653j -0.00409735+0.00827942j 0.00100069-0.00361189j -0.00378838+0.00486563j 0.00116717-0.00784039j 0.000779802-0.00171165j 0.000509399+0.000413494j -0.000668924-0.00661077j -0.0013069-0.00163598j -0.000682124-0.00234146j -0.000902379+0.000727543j -0.000716071+0.00182566j -0.00149478-0.00361666j 0.00338475-0.000659509j 0.000314976-0.000804106j 3.54888e-05-0.00167771j 0.000975723+0.0053279j 0.00145319-0.00336689j -0.00174686+0.00295743j -0.00466765-0.00394899j 0.00570138-0.00603418j -0.00087685+0.00296672j 0.00373932-0.00291671j -0.00190408+0.00281651j 0.00144276+0.00427006j -0.000938841+0.00143896j -0.0012749-0.00347741j 0.00189044-0.00324244j 0.00154533-0.00153879j 0.00144055-0.00174394j -0.00300778-0.00199591j -0.00221791+0.00168644j -0.00143245-0.000506987j 0.00193675+0.00164681j -0.000990919-0.00585689j 0.00325423+0.000597052j -0.00153117+0.00106789j 0.00451478-0.000429432j -9.40584e-05+0.000175034j 0.00295769-0.00243576j 0.00189904-0.00329218j 0.000714979+0.00393122j 0.000468539+4.08213e-05j 0.000519777-0.00150201j 0.00012781-0.00314363j -0.001965-0.000377826j -0.00116126+0.00141046j 0.00557288+0.00237186j -0.00167-0.00216452j -0.000286807+0.0071843j 0.00155955+0.00213972j -0.000141343-0.00104057j -0.000921544-0.00090286j 0.00556975-0.0135871j 0.00696547-0.0241468j -0.00320303+0.00269625j 0.00339101-0.00486038j 0.0352906+0.0135139j 0.0178817-0.0252002j 
-0.00136437-0.00178054j -0.00241258+0.00311272j -0.00159837-0.00736427j 0.00214891-0.00197252j -0.00969061-0.0065913j -0.006271+0.00250445j 0.00288852-0.00413946j -0.000238885-0.00971334j 0.0093104-0.000932111j 0.00510136-0.00202082j -0.000981069+0.00174244j 0.00529707-0.00112415j 0.000513416-0.00125229j 0.016148-0.00368315j -0.00578948+0.00236685j 0.00105102+0.00398111j -0.00959388+0.000419927j -0.000996027+0.00144826j -0.00529801-0.000134711j 0.00727373-0.00314548j 0.0113526+0.00231744j -0.00152145-0.0228483j -0.00738931-0.00366813j 0.00518331-0.000586861j -0.00180258+0.00512825j -0.00373441+0.00755717j -0.000786668-0.00142597j 0.000320712-0.000135687j -0.00707949-0.00405113j 0.00436583+0.0122937j 0.00673398+0.000544661j 0.00273176+0.0052418j -0.0106538-0.00272735j 0.0021642-0.0100329j 0.00113752+0.00877829j -0.00318602-0.013228j -0.0143735+0.00308824j 0.00529389-0.0146823j -0.0132721-0.0074671j 0.0158697-0.00510729j -0.00995286-0.0075152j 0.00558243+0.0246899j 0.0106143-0.00926526j 0.0213935-0.0044723j -0.00826817+0.0183566j -0.00144319+0.00413795j -0.0110707-0.0131179j -0.00211208-0.00358947j -0.00656227-0.0163853j 0.00425847-0.01355j -0.0169952+0.00426725j 0.0111113+0.0145983j 0.0064731+0.00971367j -0.00013012+0.00313307j 0.0144892-0.00953327j -0.00975068+0.010445j 0.00180424-0.00580019j -0.00490741-0.011409j -0.00451628-0.00994716j -0.0110812-0.00234101j -0.000804767+0.00526273j 0.00309977-0.00400005j 0.00251387-0.00196291j -0.005458+0.000800927j 0.0139028+0.00416502j -0.00837591-0.00963539j 0.00265334-0.00723374j -0.000962473+0.00244648j -0.00598451+0.0124637j -0.00652645+0.00588024j -0.00438948-0.0119928j -0.00274955+0.00142914j -0.00230325+0.00225921j 0.00719706-0.00314679j -0.000829699-0.00849339j 0.00490879-0.00108989j -0.00699522-0.00861627j -0.000305563+0.0024581j -0.00975479+0.00223989j 0.00279156-0.00932319j -0.00301604-0.00606636j -0.00226915-0.00287152j -0.00410878+0.000701639j 0.0120983-0.000494726j -0.00729317+0.00316957j -0.00655741+0.00138279j 0.00480616-0.00207699j -0.00117387+0.00126927j 0.00260978+0.00221322j -0.00224993+0.00322455j 0.00147388+0.00174452j -0.00272841-0.00149365j -0.00132445+0.000226583j -0.0025135+0.00189744j 0.00228525+0.000861719j 
0.00240675-0.000366621j 0.00686156+0.00177284j 0.000807686+0.00827651j 0.00129317-0.0035586j 0.00078358+0.0200127j 0.00125885+0.0128656j -0.0210555+0.00784468j 0.0134993+0.0137492j -0.0205972-0.00407909j -0.0013233-0.011119j -0.0130531+0.00142786j 0.00250174+0.00767222j -0.00364442-0.0167196j 0.000264397+0.0131701j -0.00198864+0.0043962j 0.00298259-0.00223007j -0.000588531-0.00319279j -0.00255505-0.00358261j -0.00638984+0.000615171j -0.0035162+0.00580499j -0.00109172+0.0108154j -0.00225894-0.004419j -0.00369914-0.00859781j 0.000654676-0.00163516j 0.0022422-0.000191292j 0.000274034+0.00591526j -0.00750413+0.00392048j 0.00141223+0.00218188j 0.00574158+0.000482844j 0.00366169+0.0111521j 0.00349851-0.000602725j -0.00410788-0.00261037j -0.004679-0.0020065j -0.00505867-8.83631e-05j -0.00666343-0.00918452j -0.000274641+0.00239324j 0.00152829-0.0152451j 0.00324141-0.00717466j -0.00483107+0.00573347j 0.00520378-0.0015987j 0.00499169+0.00372609j 0.000859765+0.00464497j 0.000972104-0.00745579j 0.0163927-0.0118466j 0.00500109-0.00235662j 0.00443831-0.00214256j 0.000797689-0.00758698j -0.00382796-0.00662889j -0.0117175-0.01333j 0.00585079-0.00827681j -0.000508323+0.00146804j 0.00513271+0.0017096j -0.00205165+0.00655485j 0.0030333+0.00223466j 0.00558508-0.0114956j -0.00719675-0.0113946j 0.00809901-0.000489963j -0.00458015-0.0072292j 0.0043401+0.00180594j 0.00477558-0.0025987j 0.00742831-0.00441527j -0.00412338+0.00389376j 0.00748374-0.00250091j 0.00336467-0.0124864j -0.00490354-0.00797555j 0.00449436+0.000904551j -0.00495806-0.00767882j -0.0105802+0.00135393j 0.00924614+0.00645165j -0.0107516-0.00579206j 0.00196274+0.0120316j -0.00734447+0.00769193j 0.00260401-0.00852732j -0.00628519+0.00204108j -0.00527513-0.0061077j -0.0094729+0.0137851j -0.00982248-0.00283349j 0.0035964+0.00949986j 0.00403113-0.00315896j 0.0110598-0.00578401j 0.00830424+0.00255797j -0.000542006-0.000560843j -8.13232e-05+0.0031755j 0.00444655-0.000531921j 0.00025545-0.00386863j -0.000101195-0.000310684j -0.00140554+0.00256313j -0.00109796+0.000754292j 0.00105631+0.00136713j 0.000702111-4.23364e-05j -0.00383512-0.0019776j -0.00344224-0.0018283j -0.00379849+0.0028409j 0.00244861+0.00054266j 0.00526857-0.00156049j 
-0.00213975+0.0068648j 0.00307095+0.00510313j 0.00244135+8.54959e-05j -0.00526377+0.00705267j -0.000601356-0.00866788j 0.001666+0.00312737j -0.00740239-0.0253967j 0.00328531-0.0293704j -0.00796025+0.0128886j 0.00772515-0.00601192j 0.000303249-0.010887j -0.00212629-0.0111693j -0.000881658+0.00253633j 0.0149588-0.00442034j -0.000127833-0.000792905j -0.00390471-0.00790486j -0.00193122+0.019658j 0.00435595+0.00079819j 0.00065961+0.0027268j -0.00367522+0.0119955j -0.00830378-0.000481015j -0.00504697+0.00519498j 0.00901279-0.00415778j 0.00176971-0.00139631j -0.00579154-0.00842837j -0.00439313+0.0134036j 0.00104034-0.0067316j 0.00464195-0.00105719j 0.00168204-0.00715097j -0.000580076+0.00761151j -0.00684939-0.00470911j -0.00105583+0.00795533j 0.000994024-0.00745315j -0.000414733+0.000543202j 0.000693816-0.000603154j -0.00453012-0.0119989j -3.31388e-05+0.0204398j 0.00176288+0.000626209j -0.0111695-0.0113825j 3.62945e-05+0.00342784j 0.0134978-0.0049525j -0.00778378-0.00729325j 0.0067919-0.0131311j -0.00166812+0.00140711j 0.00920419-0.00792737j 0.00227748+0.00425172j -0.0104026-0.0120417j -0.0069241+0.00347561j -0.00994239-0.00910453j 0.00998598-0.0130749j -0.00361532+0.00995438j 0.00216066-0.00744077j -0.0027855-0.00456875j 0.0020332+0.00842972j -5.12239e-05+0.00132085j 0.00816663+0.00204299j -0.00734855+0.00642058j 0.00417858+0.00332274j 0.00220143+0.000681888j -0.00618355-0.00154524j -0.00797072-0.00309658j 0.00373868+0.00617018j 0.00337612+0.00225221j -0.0018428+0.0126284j -0.00262396+0.00486999j -0.00946596-0.00335321j 0.00744594-0.00341746j -0.00211373-0.00448879j -0.00859972-0.00841061j 0.00563587+0.0158184j 0.0105341-0.00344718j 0.00714438-0.011616j -0.00516764-0.00383227j -0.00124218+0.00285412j -0.00362937+0.014021j -0.00251277-0.0034956j 0.00799131-0.00633791j 0.00232128+0.00440118j 0.00561139-0.00476895j -0.0131155-0.00452797j -0.000867932+0.00608741j -0.00356123-0.000713192j 0.00344092+0.0002869j 0.00836979-0.00125579j 0.00146286+0.00372868j -0.00178518+0.000829051j -0.00514538+1.9962e-05j 0.000135544-0.000975325j -0.004516-2.44289e-05j 0.00380336-0.00491838j 0.00276812+0.0025714j 0.004074+0.00127908j -0.00101734-0.00677076j 0.000877631-0.000928906j -0.00610871+0.000841699j 
-0.0031119+0.00432871j 0.00192924+0.000161544j 0.0050434-0.00420493j -0.0012686+0.00402259j 0.00741569-0.00903387j 0.00158534+0.00364072j 0.00893947+0.00367505j 0.0057786+0.00619165j -0.000500619+0.000365191j -0.000254446+0.00345319j -0.00517475+0.00710734j -0.00356412+0.00119254j 0.00458008+0.00166005j 0.00129632-0.00958636j -0.00630742-0.000857818j 0.00200353+0.00416302j 0.00290813-0.00776394j 0.00312731-0.00111818j 0.0078888-0.00634165j 0.00222966-0.00616212j 0.00662257+0.00227682j -0.00699214+0.000137148j -0.00438717-0.00915187j 0.00497679+0.0129716j -0.00756091-0.00248736j 0.00918525+0.016317j 0.00512158+0.000312469j 0.00451755+0.00590991j 0.00270236-0.000357075j 0.00163838+0.0109948j 0.000183042-0.011886j -0.00638863+0.00906548j 0.00911181-0.00970276j 0.000499075+0.00274124j 0.00949321+0.00798574j 0.00737209-0.00509161j -0.00258858+0.00153347j -0.00150523+0.00522551j -0.00308774+0.00705604j 0.0129332-0.00308276j -0.002996+0.0186234j 0.00961569+0.0141945j 0.00105823-0.000620727j 0.0272958+0.00313823j 0.00514115+0.00222619j 0.000384914+0.00276901j -0.00346224+0.00429272j -0.00322523-0.0194537j -0.00481627-0.0118917j 0.00977662-0.0253069j 0.00355153-0.00374974j -0.0031198-0.00868838j 0.000143336-0.00121987j 0.00459841-0.00372361j 0.00140406+0.00475746j 0.000403634+7.01788e-05j -0.00285378+0.00706615j 0.00922683+0.0107508j 0.00426882-0.00455993j -0.00150982-0.00130638j 0.00149077+0.00669893j -0.00378189-0.00588675j -0.00642945+1.39003e-05j -0.0079896-0.00617198j 0.0117202-0.00662359j 0.00143828-0.00537309j -0.0145745-0.00262029j -0.009243+0.00537497j -0.00530175+0.0101957j 0.00983529+0.0112945j 0.00375981+0.0125421j 0.0047506-0.0123648j -4.30512e-05-0.0035239j -0.00878785+0.000479699j 0.00394391+0.00626359j -0.00823674+0.00240803j 0.00469454-0.0029113j 0.00681206+0.00286155j 0.00922383-0.00305756j 0.00381325+0.0125979j -0.00237082-0.00884796j 0.00298726-0.00610741j 0.00633753+0.00104729j -0.000270161+0.000796965j 0.00336156-0.0026819j 0.00532657-0.00152388j 0.00105579-0.002156j 0.00225365-0.000452158j 0.00221745-0.00152342j -0.0089087-0.00148802j 0.00429849-0.00591419j -0.00122189+0.00282538j -0.000882246-6.48319e-05j 0.00483588-0.000945143j -0.00192058+0.00333029j 
-0.0022351-0.00466191j 0.00262163-0.0053847j 0.00448351+0.00145449j 0.000957789-0.00377137j -0.0111958+0.00367661j 0.00974567+0.0076791j 0.0127109-0.0024425j -0.0158966-0.000815777j 0.00224144+0.00312938j -4.45769e-05-0.0111795j -0.00361118-0.00684473j -0.0214406+0.00700221j -0.017366-0.00674207j -0.0012334+0.0104927j 0.00913546-0.00130542j 0.00263298-0.00296945j 0.0101302-0.00225503j -0.0033841-0.00284123j 0.00336417+0.00198404j -0.00705895+0.00127709j 0.00537477+1.30928e-05j -0.00744393-0.00534902j -0.0100557+0.00117741j 0.0185098+0.0122522j 0.0167291+0.00056968j -0.00134259+0.00569797j 0.00301661+0.0117248j -0.00377723-0.00632835j -0.00274294+0.00297915j -0.00194212+0.000338871j 0.0109864+0.00143762j -0.00870557-0.00499301j 0.0100276+0.00934188j 0.00931365-0.0102863j 0.00450671+0.00206919j 0.0123184-0.0243592j -0.0158991-0.00536535j 0.00505741+0.0011191j 0.0102136+0.00363361j 0.0216474-0.00270267j -0.0245788+0.00504318j 0.0152044+0.0395573j 0.00347109+0.0216353j 0.0135597-0.0177371j -0.00452634+0.0203089j 0.0102068-0.0034689j -0.00403339+0.0149617j -0.00199721-0.000800509j 0.0109997-0.00987126j -0.0080964+0.00381698j -0.00092754-0.00390727j -0.00705756-0.00570547j 0.00470577+0.0068332j 0.000796826-0.00557985j -0.00730164+0.00665305j 0.0025753+0.00263615j 0.00428172+1.74218e-05j -0.00158517+0.00396955j -0.00426468+0.00284884j -0.0045144+0.00961304j -0.00143625-0.00253974j 0.00137006+0.002965j -0.00519185+0.00469738j 0.0082303+0.0083571j 0.000482084+0.00286999j -0.0079796+0.0032956j 0.00334811-0.00014604j -0.00432457-0.0104147j -0.00112892+0.00410333j -0.000600758+0.006436j 0.0060614+0.00402816j 0.00208848-0.00407652j 0.00595659+0.00356621j -0.00695809+0.00321865j -0.00210441-0.0055823j 0.000484266+0.000277267j -0.00115214+0.00604712j -0.00326398+0.00683564j -0.00418205-0.00850758j 0.00276039-0.00176212j 0.00461029+0.002422j 0.000596374+0.00351895j 0.00694432-0.001451j 0.00496315-0.000760943j 0.00132879-0.00230581j -0.000407506-0.000444722j -0.00279936+3.55333e-05j -0.00397678+0.0049747j 0.00272544+0.00334314j 0.00483891-0.00114459j 0.000355343-0.000910769j 0.0072075-0.00051956j 0.000471564-0.00335661j -0.00195101-0.00226776j -0.00238951-0.00211093j 
-0.00763037+0.000690661j 0.0121248+0.00348056j 0.00636053-0.00680023j -0.000860996-0.00249025j -0.00977441-0.0079591j -0.0015774+0.00932142j -0.00344122-0.00131773j -0.000963108+0.00178024j 0.00356334+0.00199862j -0.00468207+0.00622962j -0.00264179-0.00376635j -3.13826e-05+0.00106609j -0.0116424+0.0046246j 0.000280905+0.0023145j 0.00425477-0.00198241j -0.00144792+0.000151547j -0.00990797+0.00472426j 0.00163349+0.00161314j -0.000853019+0.00378456j -0.00959245+0.00256596j -0.000164202+0.00242061j 0.00991293+0.020095j 0.00321519-0.00299207j 0.00835598-0.00921329j -0.00448373-0.00164483j -0.00276347-0.00217777j -0.0052854-0.00805648j -0.000527529-0.000287846j -0.0012231-0.00359808j 0.000962864-0.000927282j 0.00521547-7.78258e-05j 0.00097262+0.00932991j -0.00327354+0.0079809j 0.00476904-0.0126026j 0.00276077+0.00653391j -0.00120126-0.0104803j -0.00123058+0.00785937j -0.00659769+0.002157j -0.00621347+0.0041063j -0.0110154+0.00408647j -0.0158987+0.00231733j 0.00333867-0.00338086j 0.000837316-0.0057013j -0.00463508+0.00384239j 0.00485633+0.0195179j 0.00325579+0.0141694j -0.00690127-0.00257435j -0.00229233+0.00496212j 0.005452+0.00394372j -0.00472363+0.00362858j -0.00841066+0.00197065j 0.00205826-0.00667508j -0.00301463+0.00957344j -0.00129512-0.00369572j -0.00375516-0.00664672j -0.00549826+0.000183385j 0.000541747+0.000942484j -0.00217871+0.00835568j 0.0105837-0.000469127j 0.0119961-0.00645882j -0.00500176-0.0148331j 0.00195963+0.000169249j 0.00307768+0.00537105j -0.00494227-0.00369699j -0.00746662+0.000431891j -0.00187204+0.0106295j 0.0108051-0.000313535j 0.000461169+0.000256738j 0.00291389-0.00457714j 0.0022948-0.0130586j -0.0142288-0.0100635j -0.00559146+0.00285857j -0.00488914-0.00185903j 0.00905323-0.00943874j 0.00575191-0.00677916j -0.00375073-0.000401263j -0.00588442-0.0124135j 0.00935224+0.00336282j 0.000672739-0.00372697j 0.0119999-0.00323824j -0.00566415-0.00950064j -0.00222294-0.00640457j 0.00237706+0.00553481j 0.0106361-0.00871979j -0.00309842-0.00408975j -0.00304656-0.00549196j 0.0037938-0.00545002j 0.00107716-0.00156595j 0.00246061-0.000373314j -0.00948012+0.000469368j 0.000480538-0.00325664j -0.00269804-0.00135553j -0.00651056+0.00562787j -0.00269715-0.00312386j -0.000422578+0.00253757j 
0.00112622+0.009103j -0.001435-0.012011j 0.00349182-0.00142905j 0.00104437+0.00607757j 0.0121517-0.00973922j 0.0091302+0.00316332j -0.00986668+0.00925472j -0.00454319+0.00532049j -0.00387019-0.00226958j 0.00600128-0.0065094j 0.00166646-0.00388005j -0.00286967+0.00338059j -0.00784957-0.000486398j 0.00136453+0.00299864j 0.0078981-0.00206937j 0.00855335+0.00260507j -0.00804412+0.00175905j -0.000461868+0.00131916j 0.003117-0.00191579j -0.000734585-0.00380342j -0.00109045-0.00081852j -0.00345884-0.00618133j 0.00562223+0.000387369j -0.0111993+0.00997084j -0.00569358-0.00133828j 0.00699928-0.0031444j 0.00117724-0.00116478j -0.00146045-0.000800714j 0.000658044-0.00431859j -0.00242068-7.00131e-05j -0.00614279+0.00769108j -0.00306057-0.00504691j 0.00264936-0.00603979j -0.000237689+0.0104192j 0.00189007-0.00624336j 0.00588573-0.000627302j 0.00489511+0.0019236j -0.00350012+0.0074996j -0.0102994+0.004805j -0.00213888-0.008254j 0.0144419+0.00250665j -0.000778371-0.000476101j -0.00331941-0.00969442j 0.00884262+0.00868994j -0.00754716-0.0143588j -0.0038909-0.00862544j 0.00655765+0.000525789j 0.00210956-0.00188004j 0.000757599+0.0025005j -0.00519443-0.0122004j 0.006937-0.0187158j -0.00417641+0.0024379j 7.30729e-06-0.00273558j -0.000169584-0.00140573j 0.00632707+0.00789461j -0.00116434+0.00693846j -0.00767531+0.00859338j -0.00153194-0.00533142j 0.00399535+0.0134583j -0.00173165+0.00643561j 0.0118324-0.00418195j 0.0102274+0.00120064j -0.00266453-0.00534918j 0.00196396-0.00382017j -0.00448567+0.00282218j -0.00188111-0.00724316j -0.00407394+0.00357445j -0.0019361+0.00379427j -0.00487389+0.00265602j -0.00167604-0.00074799j 0.0080799+0.00133454j -0.00166069-0.00359022j -0.00338602+0.003741j -0.00498058+0.0011897j 0.0039697-0.00269031j 0.000968346+0.00171958j -0.00169121-0.00172545j 0.00321025+0.00334454j -0.00109729-0.0180366j 0.0070797-0.00536838j -0.00012634-0.00730376j -0.000601291+0.00498328j 0.0120296-0.0024572j 0.00340636+0.0010584j -0.00725525-0.00323449j -0.00652789-0.00177811j 0.00488296-0.0032772j 0.000378272-0.00132693j -0.00134088-0.00183252j -0.00430815+0.000550459j -0.000929445-0.00454198j 0.00535068-0.00156428j 0.00226078+0.00405777j -0.000799255-0.00354342j 0.000644543+0.00238965j 
-0.00573589+0.00153905j 0.0123333-0.00721039j 0.00554566-0.000189945j 0.00337701-0.00168656j 0.0100551-0.00257203j -0.00255889+0.0110643j -0.00279282-0.0113388j -0.00115284-0.0005594j 0.00627966-0.00314966j -0.0130583+0.00353264j -0.00936174+0.00148139j -0.00234247+0.000541461j 0.0050458-0.00611927j -0.0035729+0.00671366j 0.00701852-0.000131088j 0.00593996-0.00859823j 0.00707825+0.00493555j -0.00710311+0.00141031j 0.0155152-0.0010132j 0.00262631+0.00568939j 0.0165658+0.0147439j 0.00268496+0.0123701j 0.000577217-0.00449267j 0.00518682+0.00594618j -0.00127631-0.00239489j 0.00544337-3.62599e-05j -0.0032901+0.00199328j -0.00285116-0.00172585j -0.00314422-0.00229931j -6.89571e-05+0.00325264j 0.00626479+0.00101832j -0.00326843-0.0012787j 0.00200287+0.00643376j 0.00422498-0.00786231j -0.000471689-0.0037788j 0.00994673-0.013365j 0.00387383-0.00433357j -0.00205+0.00898387j 0.0122918-0.000646169j -0.000481722-0.00417283j 0.00404852+0.00142587j 0.000126163+0.00387996j 0.00543728+0.00881883j 0.00619116+0.000191652j -0.00177704-0.00643386j 0.00363786-0.00112909j 0.00291331+0.000525572j 0.000947735-0.0115224j 0.00258098-0.00122897j -0.00222399+0.00133673j 0.00114884-0.00378028j 0.00555489-0.0048476j 0.00175463+0.00221873j 0.00392931+0.00291649j 0.00127833-0.0043285j 0.000525484+0.0056662j -0.00395082+0.00741151j 0.000394356+0.0108502j 0.00899046+0.015324j 0.0152821-0.00205156j -0.000239013-0.00799309j 0.00213767-0.00792241j 0.0108401+0.00980188j -0.0105888-0.00545398j 0.00377718+0.00531879j 0.00451672-0.00297285j 0.00489643-0.00734009j -0.00516769+0.0139909j 0.00221623-0.00764249j -0.00353634-0.00706131j -0.00618771-0.00239605j -0.000452891+0.00563594j 0.00342329+0.00559733j 0.00279264-0.00123361j -0.00111178-0.00406754j 0.00675695+0.00414833j -0.0046149-0.00264944j -0.0022259+0.00462615j -0.00727868+0.0113162j -0.00199224-0.00364744j -0.00359461-0.00359475j -0.00661828+0.00237544j -0.00925198+0.00462148j 0.00664597-0.00387749j 0.00727745+0.00634682j 0.00266087-0.00237098j 0.00480231-0.000905742j -0.00141705+0.0010089j 0.000414719+0.0020427j 0.0013204+0.00320869j -0.00109372+0.00325816j 0.00177568-0.000811006j -0.00145482-0.00222291j -0.00487595-0.00213767j -0.00385993+0.0016408j 
-0.0119215-0.0237168j -0.00831822+0.0103322j 0.00264803+0.00432442j -0.00603139+0.00955301j 0.00643129-0.00587737j -0.00665494+0.00816309j -0.00445927-0.00245449j 0.000374467-0.00290697j -0.00341288+0.00416589j -0.00244872+0.013336j 0.00120448+0.00738774j -0.00282831-0.00240717j 0.000742971+0.0138311j 0.000701194-0.0135414j -0.00104657+0.00115289j -0.00234113+0.010578j 0.00591624-0.0032084j -0.0199112+0.000196998j 0.00439618+0.00417969j -0.00894788-0.00750939j -0.00530018+0.00710633j -0.0116343+0.000941292j 0.00305023-0.00187429j -0.0104663-0.0130841j 0.00381388-0.0064462j -0.00401355+0.0183034j 0.00133283-0.00558711j 0.000261162+0.0102887j -3.09294e-05+0.0155108j -0.000371323+0.000897208j -0.00362066+0.000395672j 0.00615588-0.000709576j -0.00674703-0.000942448j -0.00494165-0.00206514j 5.71868e-05-0.00266971j -0.00542353+0.0222771j 0.000865791+0.0102308j 0.00610677+0.0032561j -0.00229244-0.00310141j 0.00490524+0.00967726j 0.0143933-0.00957358j -0.0036249+0.00292827j -0.000150446-0.00240677j -0.00134658-0.0113254j -0.00535075-0.0101328j 0.00246103-0.00883107j -0.000562502-0.00482709j 0.00139274+0.00328195j 0.00223712+0.00224363j -0.00392632+0.00315624j -0.000100605-0.00257331j -0.00211953+0.00570083j -0.000349735-0.00485488j -0.00113607-0.0055149j -0.000365905+0.00142618j 0.00774631+0.00234024j 0.00253739+0.00611201j -0.00247987-0.000994831j -0.00987873-0.00589323j -0.00582558+0.00512298j -0.00564384-0.00171905j -0.00400988-0.00664212j 0.00153771+0.00965891j -0.00373917+0.0118994j 0.000250467-0.000512977j -0.000581537-0.000474709j 0.00177157-0.0011672j 0.00188086-0.00381265j -0.00102343+0.00258239j 0.00158632-0.000742399j -0.00160518+0.00774485j -0.00278937-0.000881839j 0.00318163+0.00319934j -0.00418755+0.00150812j 0.00395332-0.00598954j -0.00159651+0.000568872j -0.00430325+0.00181052j 3.97846e-05-0.00756732j -0.00274734-0.00595807j 0.00371872-0.00130026j -0.00165851-0.00622473j 0.00201662+0.00475159j 0.00298366+0.0040049j -0.00325284-0.00399267j -0.00405593+0.00147237j 3.64935e-06-0.00902517j 0.0086033+0.00212398j 0.00101532-0.0022151j -0.000883885+0.000777556j -0.00162986+0.00320899j 8.0529e-05-0.00412128j 0.0057481-0.00281207j -0.00599635+0.0022452j -0.00689989-0.00221522j 8.1549e-05-0.000874794j 
-0.0048258-0.00163782j 0.00615947-0.0192591j -0.00272181+0.00923578j -3.55575e-05-0.00153851j 0.00451786+0.0168069j -0.00277712+0.0102739j 0.00904123+0.0181446j 0.0087305+0.01311j 0.00352319-0.00576757j 0.0040767-0.00607373j 0.0112703-5.99905e-05j 0.0190267+0.00284864j -0.00120658-0.00921982j 0.0156207+0.00525516j 0.00124759+0.00397514j 8.30234e-05+2.16883e-05j -0.00229964-0.00799495j -0.0024934+0.00168655j 0.000692697-0.00138582j -0.00488714+0.000907439j -0.00726573+0.00435717j 0.00169493+0.000841748j 0.0134512+0.0041131j -0.00383714+0.00837435j -0.007038-0.00533953j -0.000610139-0.00851173j 0.00273808-0.000150037j -0.000835878-0.00343232j 0.00568725+0.00547541j 0.00401804-0.00512383j -0.0100384+0.0231881j 0.00542878-0.00309178j -0.0115738-0.00868334j 0.00369161-0.000762936j 0.0023049+0.00847114j -0.0100706-0.0022179j 0.00773365+0.0075795j -0.0024777+0.0043518j -0.0143466+0.00458765j -0.0164497+0.00622251j -0.0120055-0.00056075j -0.000829139-0.022509j 0.000697157-0.0195511j 0.00925467+0.00433943j 0.00327123+0.0132783j -0.00393991+0.00781317j -0.00428421-0.0006428j -0.00423102-0.00698112j 0.000309085-0.000996576j 0.00318784-0.00966492j -0.00159236-0.00222841j -0.00144212-0.00291945j 0.000975431+0.00901655j -0.00278122-0.00847637j -0.0030702+0.00472272j -0.00799488+0.00312476j -0.00073855-0.000928505j 0.00272949+0.0112496j 0.000457484-0.00325477j -0.0015399+0.00287589j -0.000901034+0.00532033j -0.0120168+0.00424563j -0.0136862-0.00511839j 0.00761947+0.000867762j -0.00123863-0.0056072j 0.00306704-0.00229323j -0.00355145+0.00942442j 0.00654627-0.0124107j 0.0013335+0.00688022j -0.00148536-0.00453693j -0.00460934-0.00420364j -0.000759849+0.00574307j -0.00555861-0.00362331j 0.00787165-0.00588001j -0.00409894-0.000428136j -4.56997e-06+4.988e-05j 0.00180309+0.00689077j -0.000650229-0.00699827j -0.000407144+0.0017374j -0.000871171+0.00223429j -0.00256181-0.00659953j 0.00516311+0.00101291j 0.000372582-0.0016647j -0.00449822+0.000699056j -0.00189086-0.000804101j 0.00230266-0.00436741j 0.00437848-0.00055239j 0.00163514-0.00170917j -0.00111355-0.000149406j -0.00225399-0.000705822j 0.00528757-0.000119301j 0.00886731+0.00259615j 0.00179244-0.00928541j -0.00108749-0.00224227j -0.00558044+0.00305708j 
