0.0161993-0.0287276j -0.00558213-0.0158706j 0.022231+0.01006j 0.0292613+0.00541089j -0.0116162-0.0018614j -0.0026015+0.0135993j 0.00754508+0.00169602j -0.00317652-0.0030615j 0.00528908+0.00453125j -0.00111252+0.00328098j 0.000667136+0.00149636j 0.000215308-0.000727518j -0.000825647+0.00140378j 0.000364053-0.0012727j -0.00171476+0.00749474j 0.000577229+0.00439962j -0.000835288+0.00205909j 0.000499092+0.000735987j 0.00102401-0.00762543j 0.00103542-0.00366895j -0.000900336-0.00123423j 0.000404878-0.000533398j -4.72977e-05-0.000285711j 0.00134331-0.00177085j 0.000439353-0.00155766j 0.00312758-0.00272532j 0.00180059-0.00161296j -0.000212484+5.60708e-05j 0.00043932+0.000310728j 0.000167093-0.000118559j -0.000727159+8.83257e-05j 0.00123976-0.00104878j -0.000860648+0.000591718j -0.000177584+0.000248234j -0.000914571-0.000423526j -0.000305542-0.000448809j -0.000496909-0.000110979j -0.000487013-0.000174482j -0.000483022+0.000266649j -0.000910017+1.55143e-05j 0.000741729-2.37287e-06j -0.000296049+5.08765e-05j -5.99288e-05-6.19331e-05j -0.000253065-0.000273734j -0.0016888-0.000689127j -0.000397818+5.52503e-05j 0.000339821+0.000588884j 0.00018351+3.54972e-05j 0.00285572+0.000193449j -0.00093792+0.00117719j -0.000444175+0.000152339j -0.000312533+0.000413836j 0.000924215-0.00106457j 0.00170574-0.000890583j -0.00129874+0.00108203j 0.00255976-0.00047912j -0.000217244-0.000369471j 0.000404683+0.00113063j 0.0011174-0.00145529j -4.7555e-05+0.000155885j -0.000630771+0.000148991j 0.00021008+0.000806759j 0.00107837+0.000173214j -0.000704527+0.000280519j -0.000211074+0.000352204j 0.000149108+0.000172526j -0.00013448+0.000104335j 1.82588e-05-0.000345131j 2.1155e-06-0.000229693j 1.73117e-05-7.98023e-05j 8.55502e-05+0.000312147j -0.00017628-0.00010105j 0.000106499+1.51524e-05j 0.000174008-0.000298085j -5.86096e-06-3.82083e-05j 0.000116327+0.000563091j 0.000192319-0.000416913j 0.000202993+0.000517363j -0.000776159+0.000614908j 0.000416356-0.00113131j 0.000555478+0.00128903j -0.000620543-0.000953649j 0.000111328-0.000678968j 9.2835e-05+0.000882887j 5.27089e-05-0.000665398j 4.72459e-05+0.000170681j -0.000170849+3.41495e-05j -0.000562107+0.0013166j -0.000311709-2.35947e-05j -0.000467959-0.000228962j -0.000145291+0.000525134j -8.68504e-05-0.00017564j 
0.000889061-0.00132931j -0.000810054-0.000467391j 0.000602436+0.000498747j 0.000300009+0.00120281j 0.000199849+0.000282765j -0.00173948-0.00153916j -0.00411867+0.00155846j -0.00218024+0.00552112j 0.00454741-0.00104406j 0.00163768-0.00188356j 0.0026416-0.00427888j -0.00141556+0.0028844j -0.00333367+0.0092969j 0.00427625-0.00533468j -0.0028263+0.00184428j 0.00488744-0.00399997j -0.00328082+0.00322616j -0.00522372+0.00722892j -0.00320727+0.00422556j 0.0139813-0.0105603j 0.00215723-0.00606853j -0.00662927-0.00162908j -0.000409739+0.00254816j -0.00683462+0.00180714j 0.00160429+0.0018857j 0.00435901+0.000307387j 0.00299108+0.000332913j 0.00899863+5.00388e-05j -0.00789343+0.00163453j -0.00562022+0.000737438j 0.00594493+0.00152745j -0.00316385-0.00237307j 0.00462298+0.000379672j -0.00135678-7.6891e-05j 0.00292626+0.00565676j 0.00575363-0.0050099j 0.000871761-0.00128615j -0.00348651+0.00129631j 0.00955957-0.00133754j 0.000132015-0.000327843j 0.00333682-0.00696031j -0.00194717+0.00103799j -0.00173586-0.00292303j 0.00392962+0.0012291j 0.00607171+0.000633364j 0.00506906-0.00316067j -0.00320822-0.00654449j 0.000585348+0.00120844j 0.0150647+0.00172768j 0.012883-0.00198118j 0.00133318-0.00371082j -0.00442837+0.00139968j 0.00357665+0.00169151j -0.00183656-0.000566634j 0.00486913+0.00461324j -0.00324628+0.00403241j -0.00694176+0.00295239j 0.00393069-0.000527032j 0.00324012-0.000197288j 0.00183332-0.00539906j 0.00108385+0.00323321j 0.00100807+0.000131748j -0.00328511+0.00105854j 0.000823967-0.00410544j -0.00249785-0.00314653j 0.000276122-0.000340641j -0.00134429+0.00131223j -0.000428142+0.000958931j -0.00183761+0.00417093j -0.000106408-0.000776397j -0.0011842+0.00266316j -0.00223673+0.000345515j -0.00292274-0.00304063j -0.000780855+0.000139583j -8.16478e-05-0.0033631j 0.00166767-0.00034676j -0.000220396+0.00907356j 0.00305633+0.00377931j 0.00141005-0.00195747j 0.000305898+0.00251905j -0.00302159-0.00372702j -0.00216841-0.00360552j -0.000212497-0.00556436j 9.59945e-05-0.000574236j 0.00126921+0.00181597j 0.00115804+0.00296473j 0.00021055-0.00034013j -0.00104672-0.00115973j 0.00151836+0.001526j -0.00172707-0.00299665j -0.00191169-0.000746695j -0.00108888-0.00202049j 
-0.000969718-3.22077e-06j 0.000947138-0.000514996j -0.000786949-0.000498605j -0.00180206-0.00142879j -0.000980954-0.000183322j -0.00305288+0.00237318j 0.00249428-0.00030521j -0.00172883-0.00478868j -0.0028786-0.00166289j 0.00154576+0.000199409j -0.006685-0.00166885j 0.00139517+0.00420825j 0.00281289+0.00115531j 0.00383461+0.0105854j -0.00361391-0.00274525j -0.00125001+0.0100999j -0.00135301+0.00212255j 0.00503016+0.00738307j 8.95385e-05-0.00810914j -0.00670684+0.000894173j -0.00550057+0.00129651j 0.000477342-0.0018448j -0.00164917-0.000980588j -0.00714281-0.00124431j -0.00909258+0.00501496j 0.011544-0.00422757j 0.00204604+0.00269839j -0.000856538-0.00331983j -0.0012941+0.00234511j -0.00173748-0.00345674j 0.00481423-0.000938126j -0.0099501-0.000156284j 0.0012247-0.00416816j -0.000609174-0.000723388j -0.000388822-0.00626885j 0.00709952+0.0024099j -0.00709235+0.00353755j 0.00360555-0.00151982j -0.000163183+0.000489702j 0.00484346-0.00041836j -0.00381354+0.00892972j 0.00822311+0.00402053j -0.00623053+0.00130823j 0.00498868+0.00361414j 0.00732631+0.00468731j 0.0016631+0.00743658j 0.0114331-0.00774735j -0.00255538-0.0118314j -0.00685524-0.00946313j 0.00653306+0.0031514j 0.00334487+0.000961591j 0.00933054+0.00469765j -0.00688607+0.00433202j -0.00418513+0.0014972j -0.0107693+0.00520001j -0.00500966+0.00115496j -0.000983304-0.00196029j -0.00260984+0.00482567j 0.00178627+0.00425474j 0.0013074-0.000326051j -0.00143546+0.000702926j 0.000538328-0.00172737j 0.000255943-0.00169752j -0.000285276+0.00145693j -0.00157793+0.000342591j 0.00081715-0.00338057j -0.00240052+0.00130118j -2.47601e-05+0.000405884j -0.00112101+0.00438347j 0.000182035+0.00107655j -0.00343403-0.00215809j -0.00254676+0.000394755j -0.00111828+0.000958948j 0.000800773+0.000556755j -0.00195416+0.00403438j 0.00178599+0.00210054j 0.00102247+0.00176567j 0.00459458+0.00250799j 0.00290455+0.00120434j 0.000115746+0.00340403j -0.0048291-0.00730879j -0.000256821-0.000290357j 0.000513994-0.00165526j -0.00118579-0.00111046j 0.00143177+0.00246488j 0.00118773+0.00197562j 0.000534823+0.0016141j 0.000539861-0.00258454j 0.0030407+0.00128023j 0.000644912-0.00210619j -0.00125355-0.00120397j -0.000646996-0.00134097j 
0.00209187-0.000736577j 2.70216e-05-0.000148027j 8.1193e-05-1.01391e-05j -5.8502e-05+4.02335e-05j 0.000349062+0.000230745j 0.0018611-0.000427026j 0.00141714-0.000377901j -0.00305652-0.000392618j -0.000340846-0.00200862j 0.00530715+0.000233366j -0.00251245-0.00291689j -0.00270111-8.50493e-05j -0.00383768+0.00381801j 0.000302478+0.00092403j -0.00266776-0.00135346j 0.000614652-0.000151834j -0.000195931+0.00493127j -0.00209394+0.00103185j 0.000772747+0.00389984j 0.00385948-0.00341324j 0.0027587-0.000212478j 0.00638474-0.000553711j -0.000202171-0.00320024j 0.00594062+0.00128003j -0.00449906+0.00117366j -0.000102863-0.00116374j -0.000371336+0.00122634j -0.00258255-0.00102139j -0.000407175+0.00111677j -0.00134987-0.00099891j 0.00181862-0.00290796j -0.000591791-0.000861856j -0.00589659-0.00116355j -0.00124722+0.000526446j -0.00550181-0.00387358j 0.00582609+0.00348917j -0.00172371+0.000242568j 0.000763459-0.00402418j 0.00130606+0.00196007j 0.00213126-0.0011492j 0.00743292+0.00740646j 0.00505484+0.000618022j 0.00171708-0.0025152j 0.00299379+0.0020021j 0.00439247+0.0050442j 0.0069397+0.00413138j 0.00424595+0.00369949j -0.0115298-0.00244755j 0.000496501-0.000714438j 0.00740529+0.000449874j 0.000421008+0.000371297j 0.00398791+0.000795679j -0.00425298-0.00097515j 0.00662717-0.00763924j 0.00356292-0.00647569j 0.000657415+6.7866e-05j 0.00404147-0.00302206j 0.00660939-0.00526714j 0.00735393-0.00244509j 0.000255525+0.00387574j 0.00129169-0.00270378j -0.00166651-0.00250189j -0.00149705-0.00323579j -0.00138489-0.00223512j -0.00395035+0.000975547j -0.00239213-0.00111622j -0.00148743+0.00126581j -0.00389423+0.000306538j 0.00793543-0.00402019j -0.000426111+7.935e-06j 0.0118615-0.0014265j -0.00388132-0.00206048j 0.00899761+0.00374928j 0.00290154+0.00389324j 0.00592807+0.000802656j 0.00482427+0.000811079j -0.00244649+0.00341149j -0.00462515-0.00409715j 0.00487565+0.000255589j -0.00534056-0.0083839j 0.0101099-4.2536e-05j 0.00719255+0.00242461j 0.00113062+0.00248096j -0.00217407+0.000710532j -5.02383e-05-0.000836664j -0.000948434-0.00289577j 0.000208761+0.00076106j 0.00222292+0.000687929j -0.00484921-0.00129838j 0.00415025+0.00412498j 0.00127664-0.000802921j 0.00429386+0.00309956j 
0.00081866-0.000911829j 6.72119e-05-0.000832802j 0.00066409-0.000669049j 0.00137995-0.000855404j -0.000726687+0.00128723j 0.000864445+2.3411e-05j 0.00316103-0.000740792j -0.000714043-0.000877797j 0.00234821-0.00155126j -0.00349685-0.00237811j -0.000339882-0.00103328j -0.00214069+0.00217026j -0.0022876+0.000953663j -0.00136033-2.13792e-05j 0.00601629+0.00742456j -0.00789345-0.00878337j 0.00562528+0.0057374j -0.00246771-0.000579359j 0.00642765+0.0101717j -9.20085e-05+0.000399411j -0.00010637-0.00241012j 0.00251013+0.00137121j -0.00180274+0.000737524j 0.00147999+0.00179858j -0.00633627+0.00146599j 0.00403222-0.00295143j 0.000636065+0.00171565j -0.00141325+0.00236069j -0.000659302-0.00278721j 0.00217418-0.00259074j -0.00155887-0.00241304j 0.00192637-0.000949298j -0.00486441+0.000819465j 0.00443601+0.00113865j 0.00764639-0.00287475j 0.00719235+0.0015712j 0.000881441+0.00124732j 0.00476237-0.00371012j -0.0021751+0.0050319j -0.00129253+0.000406172j 0.00557328+0.00539291j 0.00338781-0.00482063j 0.0082725+0.000793944j 0.000992777-0.00811217j 0.00616369-0.00255176j 0.00481709+0.00931486j 0.00359529+0.0100218j -0.00726997+0.00469086j 0.000774564-0.0102218j 0.00861715+0.00290604j -0.00777288+0.00201987j -0.00502382-0.0052396j -0.000535828-0.000771354j -0.00197443+0.00233737j -0.00417561-0.00230441j 0.00311113-0.00721698j -0.00310834+0.00438245j 0.00550422-0.000408973j 0.000733253+0.0013112j 0.00276896-0.00126362j -0.00256359-0.000588406j -0.00117265-0.000828095j -9.8858e-05-0.00122231j 0.000712787+0.00314758j -0.000115917-0.00045832j -0.00257586+0.000259795j -0.00100564+0.00125546j -0.000121579-0.000646339j -0.00295048+0.000136797j 0.00165325+0.000445037j -0.00327305+0.000271532j -0.00109486-0.00119175j -0.00317985+0.0032586j 0.00114309-0.00304103j -0.000269141+0.00241221j -0.00258502+0.00137936j -0.000402851-0.0010442j 0.0059974+0.00150345j 0.00146256+0.00107986j 0.000387551+0.00281752j -0.00509832-0.00391145j -0.00332514+0.000279614j -0.000232521-0.000592937j 0.00168131+0.000442229j 0.00108493+0.0010484j -5.61154e-05-4.17717e-05j -0.000118676+0.000427591j 0.00132615-0.00169115j 0.00272881+0.000593344j -0.000883035-0.00062708j 0.000753657+0.000574453j -0.00180386-0.000907632j 
0.00157558-0.000121565j 0.000835851-0.000645686j -0.000900365-0.000438093j -0.000343733-0.00110504j 0.0004977+0.00093237j 0.00704956-0.000470337j -0.000400701-0.00252326j -0.0039101-0.000711424j -0.00317711-0.00157023j 0.00311727+0.000642434j 0.00101109+0.00117757j -0.00712285-0.00218601j -0.00646268-0.00657459j -0.00681305-0.00125974j -0.00169999-0.00534007j -0.0136923-0.0010222j 0.00192341-0.00718541j -0.00255826-0.000386802j 0.00343017-0.00627842j 0.00475607-0.000783121j 0.00318231+0.00135878j 0.00271779+0.00198913j -0.00371139+0.00129224j 0.00507856+0.00298146j -0.00348322-0.00034759j 0.00349193-0.00128884j -0.00515697+0.00132741j 0.00305038+0.000850016j -0.00613136+0.00341269j -0.000685679-0.00210168j -0.00415535+0.0012302j 0.004345-0.000547217j 0.00320941-0.00151159j -0.000918593+0.00118628j -0.0155127+0.00149727j 0.00577327+0.00630618j -0.00240117+0.000754384j -0.00878272-0.00301301j 0.010206+0.000457243j 0.000574182-0.0011065j 0.00923185+0.00367878j -0.00725933+0.00275113j -0.00453669-0.00260374j 0.00216107-0.000502494j -0.00162193+0.00102832j -0.0024745-0.00248054j 0.00202815+0.00106832j -0.00802389+0.000496114j -0.00662047+0.00288581j 0.00207782-0.00505346j 0.00673211-0.00396179j 0.00271551-7.05363e-06j -0.00466192-0.00517156j -0.00478646+0.00282977j 0.00238863+0.0078487j 0.00816984+0.00170963j 0.00179759+0.00185576j 1.43227e-05-0.00129958j 3.59573e-05+0.00408309j 0.00137851+0.00144615j -0.00205949+0.000844862j -0.001705-0.00154324j 3.55042e-05-0.00131235j 0.0011976+0.000968891j 0.00192561+0.00191744j -0.00277895+0.00105668j 0.00258431-0.00194413j 0.00176182-0.000229831j -0.00271897-0.000171775j -0.00102474-0.00071749j -0.00131084+0.000711181j 0.00272974+0.000785424j 0.000328747-0.000842812j 0.000170703+0.00218995j -0.000515398+0.00139758j -0.00467551-0.00151952j 0.000497092+0.00102298j 0.00120887+0.00216938j 0.000447347-0.00235774j 0.000490064+0.000817934j -0.00197584-0.000927246j -0.00281139-0.00242373j -0.000200765-0.00239378j 0.0020398+0.00201771j 0.000474056-0.000116117j -0.00135013-0.000256088j -0.000175251-0.000655059j 0.00189236+0.000375737j 0.000602263+0.0011495j -0.00107294+0.000287176j 0.00201323+0.00146445j -0.00134001-0.000750012j 
0.000974372+0.000186339j 0.00127359-0.000382077j 0.00057521+0.000243604j 0.000437833+0.00157542j -0.00174609-0.000877892j 0.00460248-2.85816e-05j -0.000331051-0.00112321j -0.000815855-0.00161744j -0.00457732+3.74936e-05j 0.00670341-0.00108367j -0.00356192+0.000745498j -0.0055722-0.0052492j 0.000230156-0.00429464j -0.000400333-0.007386j -0.0109501-0.00310016j 0.00886415-0.00647664j -0.00333994+0.00218306j 0.00344554-0.00236289j -0.00644901+0.00172004j 0.000273656-0.0037191j 0.00110439-0.00241888j 0.00108203+0.000779318j -0.004346-0.00203394j 0.00364839+0.00105811j 0.00652123+0.000970769j -0.00595437+0.00215452j 0.000895209-4.69398e-05j -0.00651249-0.00318262j 0.0102997+0.00127139j -0.00142037-0.00346513j -0.00351731-0.000263037j 0.00892483-0.00222767j -0.0109998-0.00234889j -0.00195997-0.00169491j -0.008623-0.00212857j -0.00119592-0.000136807j 0.00426317-0.00343178j 0.00117733-0.00318726j 0.00102507+0.000771531j 0.0022019+0.00122342j 0.0160644+0.00580852j 0.00291535+0.0045916j 0.0104432+0.0006359j 0.00477572+0.00625764j 0.000998705+0.00281297j 0.00251921-0.00196312j 0.00650731-0.00685218j -0.00999555-0.0115649j -0.00277153-0.00288969j -0.00584149-0.0010473j -0.00755481+0.00186859j -0.000853043+0.00469286j -0.00907204+0.00210006j -0.000823464+0.00462845j -0.010349+0.00227832j 0.00255828-4.93217e-05j 0.00508484-0.000216121j -0.00316466+0.00222336j -0.00516686-0.00181534j -0.000403601-0.00113699j -0.00231766-0.000368032j 0.00150405+0.00293698j 3.65376e-06+0.00291104j 0.00349908+0.00105892j 0.0013794+0.000764536j 0.000630313+0.00367642j -0.00111542+0.00049345j -0.000824209-5.42232e-05j -0.00684593-0.00232108j 0.00150377+0.000301932j -0.00603376-0.00223514j -0.00184503-0.000463595j -0.00418447-0.000379864j 0.0010709-0.00193799j -0.00131443+0.00156534j -0.000885356-0.000900736j -0.001968-0.0029461j 0.000917594+0.00106358j 0.00077922+0.00150477j 0.00130858+0.00278953j -0.000676176+0.00283436j -0.00200098+8.89559e-05j 0.000311067+0.000541112j 0.000824305-0.000199745j -0.00128133-0.000632743j -0.00109635-0.000457437j 7.31499e-05-0.000235098j -0.000247859+0.000609607j 0.000557764+0.00014456j -0.00129756-3.7808e-05j 0.000494035+0.00101574j -0.00126539-0.000506383j 
0.000986904-0.000322163j 0.000537595-0.0010939j -0.000759491-0.000729459j -4.87632e-05-0.000139298j -0.00148775+7.33943e-05j 0.00326325+0.00154269j -0.0026929-0.00068277j -0.00894856-0.00157667j 0.000786365+0.00232706j -0.000651546-0.00717616j -0.000250321+0.00221672j -0.00526173+0.00367871j -0.00973713-0.00527893j 0.00371084+0.00124845j -0.00135836+0.0063332j -0.00437895-0.00446555j 0.00266445-0.000147694j 0.000462706-0.00327016j -0.00328992+0.00184912j 0.00561433+0.00446131j 0.00210027+0.00246694j 0.00172198-0.00195199j -0.00352463-0.000309774j 0.00297748+0.00343618j -0.00703549+0.00522357j 0.00182399-0.00332837j 0.00162669-0.000964058j -0.00209625-0.00196482j -0.000727792+0.00665387j 0.00134127+0.00105468j -0.000231586+0.00152255j -0.00125131-0.000364644j 0.0123294-0.0026613j 0.00196434+0.00485433j 0.00558972+0.00823075j -0.00388067-0.000470556j 0.000517987-0.00385596j -0.00321022-0.00422327j 0.00110891+0.00468531j -0.00678379+0.0012793j 0.0126164-0.00956414j 0.00023553+0.0138342j 0.00718426-0.00754927j -6.02193e-05+4.09448e-05j -0.0034564+3.41795e-05j -0.014043-0.00646333j -0.0064646-0.0186643j 0.00741109+0.00444164j -0.0026699+0.00540658j -0.000596179-0.00296136j -0.00378659-0.000284209j -0.00960688-6.45203e-05j 0.00125427+0.0102252j -0.008296+0.00210177j 5.13939e-06+0.011305j -0.00473964-0.000895093j -0.000676686-0.00745912j 0.000681179+0.00405125j 0.000232201+0.00124103j 0.000503139+0.00289627j -0.000952995-0.00249307j 0.000559692+8.62097e-05j -0.000582021-9.69982e-05j 0.00101207+0.00173769j -0.00363353+2.10529e-05j 0.00058805-0.00136086j -0.00206775+0.000404417j 0.0011373+0.00294753j 0.00276425+0.000113504j 0.000925331+0.00263724j 0.00391227+0.00356992j -0.00272726+0.000716262j 0.00218918-0.00125062j 0.000116022-0.00396169j 0.00228841-0.00303418j 0.00150136-0.0018763j -0.000137497-0.00241227j -0.000742053-0.00137088j 0.0010474-0.00121838j -0.00220436-0.00237252j 0.00108912-0.00206826j 0.00237653+0.000777149j -0.000105251+0.000194579j -0.000491014+0.000267993j 8.27218e-05+0.000235907j 9.2162e-05-0.00016405j 3.45287e-05-0.00061208j 0.000337118-0.000504526j -0.000402222+4.80236e-05j 0.00177913+0.000169319j -0.000139334-0.000835284j 0.0011602+0.000368187j 
-0.000775642+0.00015351j -0.000428543+0.000175791j -0.000734943-5.72203e-05j 0.000541177+2.04485e-05j 6.10828e-06+0.000112128j -0.00151662-0.000251114j 0.00338061-0.000127147j 0.00300409+0.000110876j 0.000246888-0.00294445j 0.000182637+0.000798928j 0.00536821+0.000822889j 8.29248e-05+0.00185612j -0.00302151-0.00038515j -0.00604892+0.000170598j 0.00103521-0.000934866j -0.00430418+0.000381086j -0.00108112-0.00228036j -0.00333329+0.00110963j 0.00460408-0.00164812j -0.000344109-0.00143843j -0.000977561+0.000105134j 0.000520682+0.000142162j 0.00159912+0.00122266j 0.000147659-0.00112536j -0.00537216-0.00165918j 0.00582142-0.00107169j -0.00196331+0.000353209j 0.00037198+0.001209j 0.00150396-0.00204722j 0.00174357+0.00117476j -0.00108508+0.000801985j 0.00245065-0.000380458j -0.00342635+0.000240687j 0.00423031-0.00230963j 0.0110352+0.00104163j 0.00016812-0.0015743j 6.60827e-05+0.00126814j 0.00875216+0.0024148j -0.0070737-0.00577108j -0.00239755-0.000973726j -0.00254512-0.00201001j 0.00653844-0.002575j -0.00143703-0.0045739j 0.000776548+0.017706j 0.00627611+0.011056j 0.00412294-0.0191209j 0.00285504-0.000134348j 0.00150484-0.0115915j -0.00602723+0.00481864j -0.00073506+0.0022712j -0.0109347+0.00395433j -0.00299964-0.000541129j 0.00101385-0.0039888j 0.00264564-0.00233035j -0.00481555-0.00135675j -0.00686267+0.00378573j -0.00379449+0.00121165j 0.00476757-0.00179215j 0.00281125+0.00195472j 0.00133062-4.63273e-05j -0.0015548+0.000308222j -0.00159132-0.00290718j 0.00228366-0.000899307j -0.00152038+0.000103104j 0.00168328-0.00102589j -0.00128873-0.00173295j 0.00183317-7.42522e-05j 0.000307046-0.00204286j 0.00149669+0.000542184j 0.000947724+0.00230545j 0.00088137-0.000757509j 0.00245859+0.00191145j 0.00233906+0.00259451j -0.000353738-0.000448048j 0.000215058-0.000377563j -0.00130591+0.00148951j 9.54488e-05+0.000389479j 0.000856172+0.000589489j -0.000425849-0.000478543j 0.000269473+0.000321697j -0.000590682-0.00191668j -0.000497004+8.72264e-05j 0.000567301-0.000293746j -0.000178411+0.000458888j 0.00101548+0.000355946j 0.000463282-7.05315e-05j -8.53904e-05+0.000344682j 0.000509584-0.000857009j 0.000706705+0.000154571j 0.00036188+0.000133036j -1.89765e-05-6.65004e-06j 9.46704e-06-1.954e-05j 
-0.00108097+0.000123191j 0.000186413+0.00102499j -0.000184724+0.00109021j -0.000276915+0.00115081j -0.000628185-0.00223122j -0.00205279+0.000982935j -0.000320668-3.60471e-06j -0.000431192-0.000582438j 0.00163982-0.00191476j -0.00608236-0.000468683j 0.0116863+0.00533026j -0.00137418+0.00090076j -0.00590084-0.00546767j -0.00514821-0.00114139j -0.00130215+0.00259774j -0.00650379-0.00801567j -0.0115714-0.00473882j 0.0016236-0.000947445j -0.00898987-0.00118394j 0.00150897-0.00587579j -0.00194563-0.00197642j -0.00221544-0.00122247j 0.00043658-0.000988373j 0.000468881-0.00192293j -0.00511011-0.00058259j 0.0027748-0.0005949j 0.00354114-0.00123417j 0.00308868-0.00442098j 0.00480797+0.00178003j -0.000399924-0.00478735j 0.00515716-0.000662834j 0.00407952+0.00168241j 0.00644969+0.00455392j 0.00551645-0.000863159j 0.0046985-0.00701833j 0.00186436-0.000373726j 0.000236951+0.00459508j -0.00438698-0.00350394j 0.00186272-0.00351851j 0.00149979+0.000645412j -0.00684235+0.0113602j 0.0029418-0.00365506j 0.00146351+0.00477724j -0.00122613-0.00949903j -0.00562258+0.00104687j -0.00147518+0.0116069j 3.56053e-05-0.00184095j -0.00251839-0.00790993j -0.00220295-0.00566112j -0.0056979+0.00328814j 0.00559644+0.00209001j 0.00238569+0.00641618j -0.00242066-0.00160641j -0.00597273+0.00168264j 0.00134549-0.00625811j -0.00554736+0.00355302j -0.000668701-0.00675965j -0.00324923+0.00336495j 0.00148739-0.00289795j -0.00136459-0.00174431j -0.00130656+0.000407883j -0.000794005+4.30781e-05j 0.00350906-0.00105751j -9.21754e-05-0.00086149j 0.00216354-0.0044234j 0.00126613-0.00195056j 0.00697423-0.00186439j 0.00142642-0.000222191j 0.00220655+0.00191641j 0.000182074-0.000212374j 0.00260684-0.00352588j 0.00785243+0.00211147j 0.00269648+0.00114213j 0.00215916+0.00126412j 0.000180857+0.00152102j -0.00339031+1.31746e-05j -0.00194131+0.000809321j -0.00120703+0.00109441j -0.00266532-0.000189796j 0.0013164+0.000578633j 0.00167357-0.00169433j 0.00149705+0.00179361j 0.00151161+0.000330537j -0.00169922-0.000651286j 0.000597924+0.000348414j 0.00111814+0.000132098j -0.000537967-0.000621786j -0.00142453-0.00137041j 0.000485598+0.000100108j 0.00109889+0.000199211j -0.00165752-0.000756185j 0.000813295+0.00013269j 
-0.000609599+0.000247284j 0.000710061-0.000984181j 0.000397268+0.000382619j 5.50446e-05+0.00115654j -0.000973898+0.000927407j -0.000379261-0.00155318j 0.00275378-0.00107595j 0.00725627+0.00429705j -0.000477885-0.00323543j 0.00721866+0.0041528j -0.00516776-0.000843078j -0.00405718-0.00129805j 0.000336017+0.00363246j -0.00757483-0.00728193j -0.0110175-0.00496894j 0.00805791+0.00412097j -0.00524973+0.00319604j -0.00470787-0.00368158j 0.00663649+0.00416364j -0.00234231-0.00150476j 0.000615137-0.000988983j 0.00284234+0.00104308j 0.00365953+0.000594374j -0.00227238-0.0039047j -0.00297135+0.00170528j 0.00825907-0.00222235j -0.000569851+0.00327921j 0.00444534+0.00164878j -0.00264166-0.000660999j 0.00598214-0.000384249j -0.000603136-0.00418031j -0.00106448-0.00160183j 0.000357305-0.00297822j 0.00194301-0.0018502j 0.0064642-0.00222468j -0.00500849+0.000645182j 0.00076865-0.0013559j 0.00129814+0.00399264j -0.00665629+0.00493112j -0.00674609+0.00204086j -0.00230627-0.00481321j 0.00530884+0.00313448j -0.00521485+0.00276631j -0.00941673-0.00558047j -0.000249857-0.00650398j 0.000269622+0.00361588j -0.00506041-0.00487767j 0.00821195+0.00431118j -0.000995483-0.00474548j 0.000487122-0.000348181j -0.00355802+0.00232917j -0.00227097-0.00674966j -0.000726947+0.0033335j -0.00423402-0.00253127j 0.00687674-0.00136311j 0.00101147-0.000812986j 0.00219056+0.00252208j 0.00384486-0.000319662j 0.00349973+0.000485352j 0.00245808+0.00119797j 0.000486531+0.00110197j -0.00526133-0.00342373j 0.00362768-0.00298711j -0.00380672-7.89125e-05j 0.00216513-0.000540588j -0.003205-0.00103291j 0.00717082-0.00401024j 0.00315049+0.000124263j 0.0011854+0.000500662j 0.000777971+0.00165201j -0.000684168+0.00133757j 0.0088326+0.00154048j 0.002067+0.00353989j 7.91998e-05+0.00043409j -0.0013463-0.00233995j -0.00594611-0.000185391j -0.000780227-1.61404e-05j 0.0039048+0.00183296j -0.00105486-0.000422335j 0.000311475+0.00132238j -0.000354574-0.00331198j -0.000738834+0.00126187j 0.000596782-0.00013521j -0.000259041+0.000948562j 0.00145865+0.000573179j -9.15655e-05-0.00128792j -0.000269148+0.000170887j 0.00118588-0.00170727j 0.00121666+0.000117418j 0.000402822+0.0011144j 0.000716413+0.000622442j -0.000383696+0.000262272j 
