6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
-8.33927e-16+1.56752e-06j -1.69467e-14-0.00949791j 1.23059e-15+0.000890005j 9.08445e-15+0.00503843j 1.2617e-14+0.0065204j 2.18144e-15+0.000708283j -1.48654e-14-0.00790397j 1.14449e-15+0.000447263j -9.63211e-15-0.00468579j -3.9442e-15-0.00213292j -1.12336e-15-0.000296562j 6.57373e-15+0.00400425j 1.41029e-14+0.00730409j 9.57294e-15+0.00526748j 3.0386e-15+0.0012629j -4.65018e-15-0.00290197j 6.0891e-15+0.00245456j -1.36743e-14-0.00641381j -6.37136e-13-0.00562516j -9.31235e-15-0.00478178j 1.11644e-14+0.00559824j 1.50345e-14+0.00717203j 1.27984e-15-0.000778998j 8.28224e-15+0.00371711j 1.42776e-15+0.000475819j -1.37657e-15-0.000617868j 5.10049e-15+0.00266005j 2.58229e-15+0.00139908j 8.77683e-15+0.00197492j -7.72077e-15-0.00469472j 4.43609e-15+0.00208347j 1.31675e-15+0.00096417j 6.44918e-15+0.00373389j 3.54554e-15+0.00195616j 2.29682e-15+0.00105979j -2.65693e-15-0.00145641j 7.08328e-15+0.00373842j 4.65009e-15+0.00301838j 1.07316e-14+0.00593726j -1.20358e-14-0.00432846j 8.12215e-16-0.000138171j 4.76339e-15+0.00185714j -1.85002e-16+0.000637827j -1.4329e-14-0.00779803j -9.75266e-15-0.00519074j -5.86927e-15-0.0033661j 8.39082e-16+0.000229248j -8.90414e-16-0.000239467j 1.04793e-14+0.00568508j 1.46516e-14+0.00740564j 9.7447e-15+0.00479625j -1.99462e-16+2.91613e-05j -1.01188e-15-0.000244691j 7.406e-15+0.00400455j -1.93306e-14-0.00743066j -3.46957e-15-0.00118386j 
2.81329e-16-0.0021045j -1.29262e-15-0.00260057j 2.60158e-16-0.00256321j 8.20276e-16-0.0025888j 9.43162e-16+0.003214j 9.75232e-17+0.00303189j -1.34565e-15-0.00336189j 2.10586e-16+0.00167064j -7.17608e-16-0.00489413j -2.1421e-16-0.000176447j -1.32717e-16-0.00308548j 8.96518e-16-0.00269711j 1.27084e-15+0.0036342j 8.71301e-16-0.000377429j 3.27883e-16-0.00073706j -3.05273e-16-0.000761526j 2.43817e-15+0.00818429j -2.01722e-15-0.00349192j -4.99211e-13-0.0044774j -1.20569e-15-0.00386706j 1.29782e-15+0.0021929j 8.83407e-16-0.00144774j -4.703e-15+0.00361961j 1.27771e-15+0.0017893j 7.33167e-16+0.000932306j -9.27573e-16-0.00310342j -1.70993e-15+0.00674342j 1.30649e-15+0.00118943j -1.41404e-14-0.00536372j 1.15074e-16-0.00133026j 4.16652e-16+0.000994085j -5.23568e-17-0.00315186j 2.27875e-16+0.00360517j 2.28719e-16+0.000385631j 6.40773e-16+0.00590093j -1.24612e-16+0.00144233j 7.33348e-16+0.00112094j -1.14758e-15+0.00246057j -1.40103e-16+0.00702552j -7.58001e-15-0.0103655j 1.39547e-15+0.0047739j 2.7889e-15-0.000623617j -1.15884e-17-0.00872865j -1.27555e-15-0.0014832j -7.46825e-16+0.0018839j -7.37845e-16+0.00195758j -3.89159e-18+0.00356487j 2.32003e-17+0.000562306j 9.27505e-16-0.000975735j 1.23431e-15+0.00783431j 5.89858e-16+0.00221162j -7.60595e-17-0.00609136j 1.13889e-16-0.00286325j 8.34366e-16+0.00129369j -4.17608e-15-0.00513092j -5.23001e-16+0.00225654j 
1.42367e-16+0.00393885j 1.65808e-16-0.00511232j 5.78284e-17+0.00282758j 1.9478e-16+0.00444633j -2.32927e-16-0.00358036j -2.32498e-16-0.00419474j -4.23545e-16-0.00419214j 4.61222e-16+0.00684085j -8.86312e-17-0.000726863j -1.89854e-16-0.00226111j -2.66703e-16+0.00170582j 3.64194e-16+0.00715955j 3.26944e-17+0.000329491j -2.23972e-16-0.00109754j -1.35569e-17+0.00193189j -9.12389e-16+0.00379621j 1.57346e-15+0.00504617j -1.56429e-15-0.0015801j -4.54592e-13-0.00408412j 8.6335e-16+0.0031563j 1.01892e-16-0.0019856j 4.08943e-16+0.00156922j -1.85761e-15+0.00120299j -1.08202e-15-0.00367397j 2.4812e-17+0.000161438j 7.36125e-17-0.000686901j 7.99253e-16+0.00174163j 9.61505e-16+0.00418746j 2.23802e-15+0.0009269j -2.29599e-15+0.012735j 1.79888e-17-0.00140823j -4.14377e-16+0.00202801j -7.46142e-16+0.00588808j -8.01057e-16-0.00131174j -6.92089e-16-0.00483751j -5.30117e-16-0.000655976j 1.64104e-16-0.000472427j 3.21612e-16-0.000347984j 3.34946e-16-0.0027267j -1.75631e-15-0.00158583j 3.74831e-15+0.00541598j 4.5883e-15+0.0044303j 6.34297e-16+0.0062141j -5.71267e-16-0.00881612j 4.78838e-17+0.00393508j 2.24113e-16+0.00436051j 5.17771e-17+0.000332928j 2.71853e-16+0.000852294j 6.1433e-16+0.00820205j 1.81263e-16-0.00183694j -4.44533e-16-0.0048656j -6.82729e-16-0.0061515j -2.54731e-16-0.0066141j 2.86845e-16+0.00425833j 1.01955e-16-0.000545771j 4.6172e-16+0.00465072j 
-4.23985e-16-0.00253485j -1.43814e-16-0.00467061j -5.78115e-16-0.00493918j -1.80068e-16-0.00256782j 4.9725e-16+0.00372778j 3.34211e-16+0.00193992j -1.06251e-15-0.00880247j -6.87228e-16-0.0039441j -4.43608e-16-0.00356803j -9.75976e-17-0.00173739j -2.75817e-17-0.00148217j 3.70307e-16+0.00152318j 5.73494e-16+0.00325101j -3.72082e-16-0.00278621j 3.6607e-16+0.00399606j -8.38324e-16+0.00297736j -1.99584e-15-0.00579224j -1.30985e-16+0.000536074j -2.58501e-13-0.00232469j -1.4493e-16-0.000186308j -3.5303e-16-0.00257582j 5.99607e-16+0.00179267j -1.47073e-15+0.00116391j -2.99632e-17+0.000366289j 1.81744e-16+0.000735696j 2.94173e-16+0.00151805j -1.1021e-15+0.00292816j -1.47695e-16-0.00153174j -5.29306e-15-0.00209183j -4.98649e-17-0.00158081j -3.67901e-16-0.00261715j 1.04618e-15+0.00374082j -2.7151e-16-0.00367446j 1.10194e-16-0.000392855j 3.97877e-16+0.00217672j 5.10002e-16+0.00254901j 2.56713e-16+0.00109693j -1.8326e-16+0.00173766j -2.08111e-16+0.00488877j 4.26275e-15+0.00420943j -4.78074e-16+0.0025459j -1.83282e-15-0.00417697j 2.53115e-16+0.00103689j 2.84134e-17-0.000935393j 5.51802e-16+0.00369315j -1.69478e-16+0.00129632j 1.27368e-15+0.00856464j 3.69374e-16+0.00295303j -1.54677e-16-0.00117002j 1.09108e-15+0.00931062j -2.59695e-16-0.00118838j -1.24866e-15-0.0110697j -5.87026e-16-0.00450239j 2.99986e-16+0.00168335j -5.33438e-15-0.00782698j -4.34069e-16+0.0042484j 
2.19071e-16+0.0056098j 3.28176e-16-0.00110907j 3.09205e-16+0.00633302j 1.80106e-17+0.0110526j -1.38226e-16-0.00670167j -5.42774e-16-0.0059203j -1.6609e-16+0.00327769j 3.01223e-16+0.00409912j 3.30252e-16+0.00476385j -1.80093e-16+0.00201416j 1.99315e-16+0.00740679j -3.23589e-16+0.00502853j -5.46565e-16+4.18415e-05j -1.3068e-16+0.00447996j 1.14691e-16+0.0042945j -1.01527e-16-0.000461062j 6.91063e-16+0.00162236j -5.94095e-16-0.000667766j -1.59096e-13-0.00143056j -2.51956e-16-0.00235624j -2.2271e-16+0.000628583j -2.00692e-16-0.000994088j -2.37349e-15+0.00156068j -3.06051e-16-8.37867e-05j 5.07595e-16+0.00141829j -6.46297e-16-0.00434814j 6.64504e-16-0.000178751j -4.20152e-16+0.00275641j -7.87397e-16-0.000133841j 1.67693e-15-0.00794744j -2.83072e-16-0.00245543j -5.1958e-17+0.00965385j -6.20312e-16+0.00278499j 1.17605e-15+0.00626237j 2.58501e-16+0.000181706j 6.17484e-16+0.00400142j -1.30955e-18+0.000162048j -1.01119e-15+0.00463383j -1.2308e-15+0.00487314j -3.43691e-15-0.00600181j -1.14972e-15+0.00348806j -8.50587e-16-0.00565457j 1.90137e-16+0.00203124j 3.01098e-17-0.00121694j 5.08132e-16-1.78387e-05j 1.06355e-16+0.0011575j -2.41155e-17-0.00446965j 5.7275e-17-0.00652143j 6.28759e-16+0.00986585j -1.20903e-16-0.00881267j -3.19301e-16+0.00820447j -8.02937e-17+0.00911646j -1.03009e-18+0.00160986j 1.63815e-16-0.000702503j 1.43754e-15+0.002784j 4.61828e-16-0.00552235j 
4.65363e-16+0.00362158j -1.70973e-16+0.00105821j 3.35326e-16+0.00185489j 1.34745e-16-0.00497624j -3.72402e-16+0.00122279j -7.22577e-16-0.00561209j 8.37636e-17-0.00335562j 4.93054e-16+0.0013818j 4.87426e-16+0.00366388j -4.81591e-16-0.00471352j 1.14464e-16-0.00110007j 1.13487e-16-0.00304219j -4.90337e-16-0.00499728j -1.71882e-16-0.00184478j 1.82316e-16-0.00651783j 9.41868e-16-0.000269205j 1.66139e-15+0.00577839j -8.51574e-16-0.0057882j 5.74885e-14+0.000531285j 1.18754e-15+0.00362038j -3.76809e-16+0.0015516j 5.27063e-17+0.000581618j 1.13293e-14-0.00831109j -2.70886e-15-0.00601387j -1.11345e-15-0.00325077j 1.02712e-15+0.00203097j -5.78569e-16+0.00771702j 6.20019e-16+0.00227672j 1.18307e-14+0.0038146j -2.50432e-16+0.00123069j -4.08406e-18-0.000733706j -4.24683e-17-0.000277677j -1.32104e-15+0.00434592j 6.60062e-16+0.00740167j -3.8768e-17+0.00175254j 3.41653e-16-0.00591501j -8.51016e-17+0.00101276j -1.41076e-16-3.37803e-05j 3.22467e-17+0.000950756j -3.42498e-15-0.00361214j 9.31595e-16-0.00104585j 6.33832e-16+0.00223084j -1.15979e-16+0.00267257j -1.77442e-16-0.00243999j 6.5719e-16+0.00608408j 4.36416e-16+0.00296452j -2.8983e-16-0.00115525j -5.19255e-17+0.00454555j 2.95251e-16+0.000662296j -1.73803e-16+0.00131281j -3.26375e-16-0.00898009j 1.61716e-16-0.00448893j 4.64284e-17+0.0023139j 2.21985e-16+0.00285072j 3.99912e-15+0.00427618j 9.65851e-16+0.00684118j 
-2.83893e-16-0.00514613j -5.18362e-16-0.000408281j -2.6079e-16-0.00171337j -2.68496e-16+0.00650617j 1.39185e-16+0.00248187j 3.44763e-16+0.00418013j 3.69289e-17+0.000399667j -3.1316e-16-0.00280969j -4.40353e-16-0.00509915j 9.00604e-17+0.00636245j 1.64649e-17+0.00108745j -8.0294e-17+0.00383039j 6.66825e-16+0.00423853j 1.37648e-16+0.00249061j -1.45805e-16+0.00729337j -1.60523e-15+0.00343522j -1.21915e-15-0.00774226j 6.87387e-16+0.00241294j 1.18411e-13+0.00106201j -6.05532e-16-0.0026029j 4.15678e-16-0.00417608j 2.83607e-17+0.00053037j -5.97279e-15+0.00465046j 2.02989e-15+0.00369742j 8.28248e-16+0.00297523j -5.19999e-16+0.00165509j 3.49878e-15-0.0119076j -1.17267e-15+0.00115764j 6.10029e-15+0.00300129j -1.30584e-15+0.00599431j 2.8569e-16+0.000424785j -2.33962e-17-0.00441027j 7.06563e-16-0.00021089j -1.05293e-15-0.00638701j -9.84751e-17-0.00341385j -4.07964e-16+0.0026357j -1.61218e-16+0.00168283j 8.38352e-16-0.00332488j 1.10543e-15-0.0031704j 3.1335e-15+0.00498544j 3.04105e-15+0.0029225j 2.60244e-15+0.00376347j -3.11209e-16+0.00183816j -7.20232e-17-0.00428405j -6.77959e-16-0.00529404j 1.20167e-16+0.000637459j 3.61268e-16-0.00437365j -1.13018e-16-0.00100091j -2.68353e-16+0.0031888j 2.59221e-16+0.000821468j 3.63251e-16+0.00955944j 8.41966e-17-0.00202257j -1.90828e-16-0.00256053j -9.10467e-17-0.00353575j -3.42298e-15-0.00310131j -8.70914e-16-0.00546526j 
7.4e-16-0.000861302j -1.20691e-15+0.00446364j -2.79331e-16+0.00247408j -1.21158e-15+0.00707136j -1.28486e-15+0.00262518j -1.11218e-15+0.0016997j 4.97283e-16-0.00211033j -3.59237e-17+0.00310621j 6.17101e-16-1.70198e-05j -1.04667e-15+0.00693834j -3.06576e-16+0.00294464j -2.85429e-16+0.00167771j -2.03824e-16-0.000828167j -2.37077e-16-0.000888987j -6.00743e-17-0.00241031j 4.21767e-16-0.0012368j -1.57197e-16-0.0076343j 1.04292e-15+0.00010159j 3.75584e-13+0.00338415j 3.09254e-18-0.00703568j -4.43964e-17-0.00469352j -2.02729e-16+0.00117635j 8.02159e-15-0.00548418j -9.15479e-16-0.000950838j -1.89897e-16-0.00376241j 5.62133e-17-0.00228595j 3.09821e-15-0.00597047j -1.10078e-15-0.00103053j 1.06729e-14+0.00417248j 3.51108e-15-0.00897811j 5.26602e-16-0.00430608j 5.65834e-16-0.00242727j -2.64858e-16-0.000469208j 2.85696e-16+0.00557223j 5.76363e-16-0.000758911j 4.12245e-16+0.00480341j -2.4538e-17+0.000147188j 8.61987e-16-0.00170353j -1.1668e-15+0.00345266j 1.99812e-15+0.00402751j -3.35773e-15-0.0123067j -6.22477e-15-0.00336579j -6.37577e-16+0.00302646j -3.05231e-16-0.0008918j -9.18559e-16+0.00761709j 2.46665e-15-0.0132872j 2.71101e-16-0.00368628j -4.16879e-16+0.00336809j -5.87706e-17+0.000738386j -4.91566e-16-0.000162787j 2.34019e-16-0.00465116j 1.40817e-16+0.000340531j 4.57177e-16-0.000741852j -6.92702e-16+0.0037179j 3.70712e-15+0.00680179j 7.41425e-16+0.00156594j 
4.68597e-16+0.00400699j 6.43219e-16-0.00184886j 1.59135e-16-0.000902765j 1.29363e-16-0.000696801j -8.27996e-16-0.00857318j -1.11384e-15-0.0101973j -1.40358e-16-0.00170764j 3.02098e-16+0.00193283j 9.12562e-16+0.00634032j -3.65089e-17-0.00254136j 3.83886e-16+0.00174163j -2.26131e-17+0.00266238j -8.52907e-16-0.00393229j -3.27372e-16-0.00432976j -4.90773e-16+0.000865876j -6.45776e-16+0.00312586j -2.37522e-16-0.000449589j -5.3121e-16-0.000497427j -3.08361e-14-0.00028126j 2.53167e-16+0.00198554j -1.39578e-15-0.00736517j -5.11585e-16-0.00096097j -2.05473e-15+0.00066777j -2.18059e-15-0.00586977j -3.78122e-18+0.00377206j -3.24614e-16-0.00305177j 1.74562e-16+0.00354828j 2.15191e-16+0.0030903j 1.17964e-14+0.0040039j -1.49248e-15+0.00654486j -7.19647e-16-0.00229251j -2.05771e-16-0.00140733j 2.32351e-16-0.000923918j 1.69959e-15+0.000220188j 2.86027e-16-0.000192807j 9.08382e-16+0.00676171j -4.37367e-16-0.00190574j 2.62834e-16+0.000367334j -1.35338e-16+0.000247303j 1.98606e-15+0.0020718j 1.0885e-15+0.00526748j 1.52312e-15-0.00103247j 1.05755e-15+0.00539383j -3.89514e-16-0.00639401j 4.21242e-16+0.00100459j -2.22605e-17+0.00648531j -3.19242e-16-0.00100074j 5.79916e-16+0.00305191j 4.91703e-16+0.00333692j -8.39598e-16-0.00453484j -1.08361e-15-0.00525968j -4.50252e-16-0.00496587j 3.21825e-16+0.00115444j -1.51358e-16-0.00268997j 9.16445e-16+2.60008e-05j 3.92363e-16+0.00118135j 
9.43054e-18-0.00382175j -1.60062e-16+0.000782713j -3.56194e-17-0.000207172j 6.07371e-18-0.00673853j 2.84284e-16+0.00103653j 8.88745e-17-0.000652912j -3.05492e-16+0.0116046j -8.2174e-17+0.00081261j -7.51491e-17+0.00114626j -5.58099e-17+0.000958648j 8.75709e-17+0.000227645j -2.29044e-16+0.000397306j 1.44762e-16+0.00170906j 7.75889e-17-0.00390967j -1.47639e-16-0.00231612j 2.85635e-16-0.00164859j -1.13908e-15-0.00461823j 4.45048e-16+0.00194723j -2.49501e-14-0.000229143j -1.043e-15-0.00629885j 3.75112e-16-1.80505e-05j -1.06859e-15-0.00493148j -1.77707e-14+0.0121269j 4.86891e-16-0.00448026j 2.24867e-16+0.00183498j -4.6129e-16-0.00334174j 1.31978e-15-0.0027653j -1.21024e-15-0.00166409j 1.49243e-14+0.00575669j 9.47707e-16-0.00499482j -3.05748e-16+0.0103512j 6.97583e-16-0.0106306j 1.15284e-15+0.000493099j 6.06998e-16-0.00848031j 2.60466e-16+0.00230813j -2.4688e-16+0.00969838j -4.34019e-16+0.00104886j -7.05724e-16+0.0065702j -5.998e-16-0.000570079j 2.63639e-15+0.0039792j -1.36727e-15-0.00293653j -1.11925e-15+0.000783881j 2.12231e-16-0.0107309j 3.59826e-16-0.00602412j 3.41575e-17-0.00686272j -2.58739e-16-0.00307526j -1.78515e-17-0.00614148j -8.01529e-17+0.00957582j -2.65458e-16-0.00865939j 1.63281e-16-0.00510621j -8.36771e-17-0.00420185j -9.04628e-17+0.00501799j -2.21322e-17+0.00253352j 1.55234e-16-0.00381317j 9.79218e-17+0.00101893j 1.73543e-16-0.00380503j 
-1.51077e-16+0.00161738j 4.86208e-16-0.00361808j 1.54277e-16-0.000200245j -1.92546e-17+0.00753838j 3.77728e-16-0.00287668j 6.91204e-17+0.00290826j -2.97061e-16-0.000888933j -8.93753e-17+0.00173319j -4.5217e-17-0.00449647j -6.85871e-17+0.0056165j 2.43442e-16-0.00592431j -4.02649e-16+0.0100752j 4.09824e-18+0.00724752j -3.34588e-17+3.61664e-05j 2.15406e-16+0.00243467j -4.15931e-18-0.000249852j 8.23865e-16+0.00402201j -1.03346e-15+0.00197076j -5.66161e-13-0.00510116j 8.61601e-17-0.00189658j 7.50769e-16+0.00750901j 2.79146e-16+0.000290467j -6.30518e-15+0.0050488j 2.59529e-15+0.00817982j 8.95484e-16-0.000634797j -7.01667e-16-0.00226262j -4.07503e-17-0.00128932j 9.66609e-16+0.00238056j -1.18698e-14-0.00395883j -2.7019e-15+0.00989036j -3.32511e-16+0.00493102j 1.10566e-17+0.00313931j -4.54851e-16+0.00535924j -1.4374e-15-0.0112848j -2.17427e-16-0.000900489j -1.43612e-15+0.0007755j -4.75838e-18+0.00876937j -1.69943e-15+0.00106622j -1.69465e-16+0.0050237j -3.91276e-15-0.00640731j 1.91387e-15+0.00942203j 3.08644e-15-0.00244093j 2.85025e-16-0.00423203j 4.08908e-16-0.00688469j 5.12486e-16-0.00082432j -1.45629e-16+0.000201904j 1.0163e-16-0.00750427j 7.14933e-17-0.00293779j 1.70155e-16-0.000247416j 4.80762e-16+0.0013927j -1.28096e-16+0.00653631j -3.5241e-16+0.00334593j -2.53433e-16+0.00128552j 2.57877e-16+0.00192002j -2.32796e-15-0.00348908j -2.76717e-16-0.00190036j 
2.06111e-16+0.000213356j 7.39931e-17+0.000213865j 1.26797e-16+0.00187211j -2.41555e-16+0.00911101j -1.08818e-16-0.00386969j -1.28701e-17-0.0043053j 7.70101e-17-0.00125851j 2.03208e-17+0.00631379j 1.11705e-16+0.00423136j -1.05824e-16+0.00173738j 1.13869e-16-0.00131981j -1.98356e-16+0.00719526j -6.26696e-17-0.00315722j -4.94883e-17-0.00458402j -4.09294e-16-0.00159404j -5.50442e-16+0.0015898j -6.62646e-16-0.00459473j -9.91334e-16-0.00457915j -4.84587e-13-0.00435277j 6.50057e-16+0.000658204j -4.92757e-16-0.00346078j -4.43076e-16-0.0015271j 3.33589e-15-0.00278149j -9.39477e-16-0.00200951j -1.10364e-15-0.00381717j 4.07049e-16+0.00100406j 6.13241e-16+0.0013374j -6.43427e-16+0.00450208j 1.06363e-14+0.00380726j 2.75995e-17-0.000421183j -4.38291e-16+0.00343215j -1.50134e-16-0.000429205j -1.18603e-15+0.00204604j 8.22737e-16+0.00393457j 5.53729e-16+0.00589747j 5.30374e-16+0.00574711j -3.71557e-16+0.00806992j 3.52069e-16-0.00561686j 1.37653e-16+0.00310277j 1.89147e-16+0.000232466j -1.91218e-15-0.00112644j -2.15524e-15-0.00419556j 1.03477e-16+0.000724195j 2.64429e-16-0.00737875j 2.14405e-16+0.0116252j 5.39509e-17+0.0033976j 1.06465e-16-0.00812624j 4.07031e-17+0.00364065j -1.8678e-17+0.00528815j -2.35764e-16+0.00319968j -2.17368e-16+0.000424695j -5.80741e-17-0.00315062j 9.15452e-18-0.00273126j 2.76712e-17+0.00150118j 2.41529e-15+0.00395766j 7.23826e-16-0.00127876j 
-1.71239e-16+0.00243473j 1.97339e-16-0.00181563j -9.14906e-17+0.000704006j 1.79091e-16-0.0112263j 9.68989e-17-0.00254648j -8.6264e-17-0.00865555j -1.00908e-16+0.00473173j -1.3463e-17-0.000940558j 6.11445e-17+0.00930045j -3.59243e-16-0.00869253j -2.04562e-16+0.00416336j -1.11855e-16+0.00311824j -1.6718e-16-0.00442291j -4.28924e-17-0.00558229j -3.20142e-16-0.00375996j -8.26905e-16+0.00396251j -7.4716e-16-0.00452567j -8.75891e-16+0.0022367j -3.81061e-13-0.00342908j 5.70578e-16+0.0036996j -5.84575e-16-0.00687688j -2.24978e-15-0.010014j -5.94749e-15+0.00363196j -2.3803e-15-0.00886074j -4.99342e-16+0.00247974j 3.6875e-16+0.00117849j -2.00624e-15+0.00884732j 2.76894e-16+0.000194954j 9.09096e-15+0.00289856j -2.91004e-16+0.00103556j -3.30499e-16+0.00381868j 1.68052e-16-0.00244726j -3.30663e-16+0.00227772j 6.83224e-16-0.00358381j 8.27637e-16+0.00907574j 4.47136e-16+0.00705634j 2.63185e-17-0.00228509j -1.48612e-16+0.000789731j -8.29191e-17-0.000793461j 3.97897e-15+0.00595739j 3.09148e-15+0.0102219j 3.04565e-15-0.00141619j 2.35963e-16-0.00382006j 1.79497e-16-0.00453639j 1.50987e-16+0.00575536j -4.74928e-17+0.0146892j -1.47945e-16+0.00349936j 2.60345e-17+0.0137018j 5.92718e-17-0.000701933j 2.11417e-16-0.000817743j -9.17723e-17-0.00660158j -1.34616e-16-0.0103143j 1.63911e-17-0.00299655j 4.90287e-17-0.00234187j -5.8629e-16-0.00224467j -1.677e-16+0.00578645j 
-2.05518e-16-0.00994594j 7.59031e-16-0.0103207j -4.50873e-17+0.00272752j -5.97139e-17-0.000740387j 6.15061e-17+0.0184897j 1.3922e-16+0.0050952j -6.97089e-18-0.0043779j 2.07292e-16+0.000400077j -6.28164e-17-0.00793695j -2.48468e-16-0.0115297j -3.04875e-16+0.00656731j 8.28481e-17-0.00461347j -9.33795e-17+0.0018473j -7.92347e-18+0.00930302j -2.70154e-16+0.00460105j -1.25329e-15+0.0037766j 1.00385e-15+0.00213401j -5.88156e-16+0.000576105j -3.00053e-13-0.00270053j 4.0456e-16+0.00311457j 3.43218e-16-0.00483479j 4.48838e-16+0.00213646j -5.77108e-15+0.00431015j 2.13735e-15+0.00872722j 6.57711e-16+0.0033483j -3.07655e-16+0.00722441j -4.56151e-16-0.00402868j 5.74453e-16-0.00473072j -2.12099e-14-0.00781758j 9.91524e-16-0.00405451j 1.60733e-16+0.00152363j -6.25031e-17-0.00637892j 8.87814e-16-0.0037723j 8.2844e-16+0.00276144j 5.36109e-16+0.00279348j 1.38143e-16-0.00208818j 3.05055e-16-0.0118575j 2.37642e-15-0.00826059j 2.51785e-15-0.0122155j 1.40841e-15+0.00397752j 5.4429e-15+0.00447863j 5.43332e-15+0.00936526j 1.06117e-16-0.00709165j -2.26471e-17+0.00923106j -2.56619e-16-0.00757532j -1.50733e-16-0.00128217j 8.53964e-17+0.00726399j -1.0655e-16+0.00287962j 3.67168e-16+0.0124329j -1.47306e-16+0.00976876j 4.68346e-18+0.00320729j 2.28644e-16+0.00288703j 8.30316e-17-0.0107349j -2.04382e-17+0.00634717j -2.79108e-15-0.00365905j -6.90771e-16-0.0035138j 
7.03664e-16-0.00761084j -6.53419e-16+0.0029034j 3.77466e-17-0.0022318j -3.60648e-16+0.00235679j -9.08181e-16+0.00971212j -1.14526e-15+0.011101j -1.94248e-16+0.000808766j 4.53891e-16-0.00787529j 4.61048e-16-0.00407944j -8.40791e-17+0.00176291j 2.46739e-16-0.00366133j 5.52168e-16-0.00462633j -3.98327e-16+0.00383341j -6.84803e-16+0.00614185j -1.31641e-16-0.000246538j -6.75376e-16+0.00209463j -6.87488e-17-0.000836686j -3.72912e-16-0.000982693j -1.61634e-13-0.00145428j 5.16823e-16+0.00184384j -6.47236e-16+0.00526737j -5.0234e-17-0.00501591j 1.01177e-14-0.00581238j 4.51585e-16+0.0104591j -4.75122e-17+0.0012931j -1.03301e-15+0.00836648j -4.75154e-16-0.00334343j 6.78456e-16-0.00141554j -1.62515e-14-0.0061788j 8.21113e-16-0.0029613j -6.91476e-16+0.00555413j -3.79756e-16-0.00113481j -3.52977e-15+0.00938062j -8.98618e-16-0.000517894j -6.58947e-16+0.00985465j 6.24852e-16-0.00641181j -3.1228e-16+0.00740843j 1.78677e-18-0.00953737j -4.90087e-16+0.0091284j -1.77591e-15-0.00329808j 1.55001e-15+0.00679943j 2.10029e-15-0.00217407j 1.09007e-15-0.0126731j -6.97332e-16+0.00633807j -4.70472e-16+0.00815197j -5.62041e-16+0.00762352j 1.9722e-16-0.00252405j 6.55898e-16-0.00669159j 3.43855e-16-0.00559844j -1.0997e-15+0.0146702j -1.84001e-15+0.0199993j -6.28537e-16+0.00336976j 1.36322e-16-0.000790417j -7.7984e-17-0.000954324j -2.81613e-15-0.00339316j -9.08351e-17-0.00630576j 
