6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
-3.11816e-16-0.00110532j 8.93751e-17+0.00102136j -1.2622e-16-0.000453109j -3.2387e-16-0.000727695j 2.42715e-16+0.00270447j 7.53068e-17+0.000766397j 1.00481e-16+0.00174985j -2.17744e-17-0.00686674j -1.06923e-16-0.000105189j -7.49876e-17-0.000721783j -8.68673e-17-0.0019893j -6.18172e-16+0.000332493j -2.70329e-16+0.00186837j -2.67636e-16+0.00773433j 6.40558e-16-0.00225452j 2.69025e-16+0.00100585j 3.56038e-16+0.0036401j -3.03254e-16+0.00680313j -2.33301e-13-0.00211187j 2.13838e-16+0.00239007j -2.00922e-16-7.64416e-05j -1.03425e-15-0.00615157j 8.46126e-15-0.00497821j -3.35241e-16+0.00415349j 6.00793e-16+0.00634245j -1.85033e-16+0.0033472j -2.45511e-15+0.00265838j 1.55194e-15-0.00155279j -2.23264e-14-0.00826102j -1.559e-15+0.00570126j 1.97463e-17-0.00200525j 8.54618e-17+0.000864165j -1.10489e-15+0.00456078j -4.80564e-16-0.00184187j -1.15117e-16+0.00181612j -3.95152e-16-0.00187388j 1.68592e-16-0.000705131j 4.84495e-16-0.00480815j 4.98899e-16-0.000991303j -2.32486e-15-0.00402022j 4.3003e-15+0.0117516j 4.75022e-15-0.00106378j -1.50852e-16+0.000281368j 1.58701e-16+0.00456994j -5.77783e-17-0.00446094j 3.31295e-16+0.00552458j 7.73392e-18-0.0034823j 1.73793e-16-0.00122015j 1.37646e-16+0.00256816j 9.29051e-18+0.000260108j 1.51328e-17+0.00418908j -2.82449e-16+0.0015226j -2.51351e-16+0.00494756j -1.50002e-16-0.00231911j 3.51781e-16+0.000759186j 9.73948e-17-0.00189245j 
-1.4411e-15+0.00449227j 1.32433e-15-0.00252145j 5.88875e-17+0.000121884j -2.85e-16+0.000893738j -3.26277e-16-0.000467748j -4.13306e-16-0.000305815j 1.78041e-15-0.00592679j 6.53821e-16+0.000816394j 5.22229e-16-0.000888327j -9.43886e-16+0.00262126j 5.71634e-16-0.00179086j -1.88502e-15+0.00517532j -1.54841e-15+0.00210047j -1.81182e-15+0.00131379j 2.21766e-15-0.00447542j 3.19032e-15-0.00489384j -1.57741e-15+0.00363478j -3.31584e-16+0.000972993j 9.60167e-14+0.00086207j 1.18467e-15-0.00619374j -1.42644e-16-0.000241467j 2.22606e-16+0.00247277j 4.14014e-15-0.00178844j -8.91187e-16+0.0063529j -2.67835e-16+0.000101877j 1.26933e-15-0.00554832j -2.03587e-15+0.004192j 1.01644e-15-0.000454627j 1.34922e-15+1.37933e-05j -1.82851e-15+0.00279215j 1.05667e-15-0.00284028j 2.01303e-15-0.0043625j -1.51029e-16-0.000639781j 1.63195e-15-0.00362961j -2.15731e-17+0.000323704j -7.09732e-16+0.00253733j 1.44657e-15-0.00234286j -7.4097e-16+0.00168755j -1.71135e-15+0.00246939j -6.04575e-16-0.00346446j -9.42621e-16+0.000483446j 2.62861e-16+0.000341151j -1.76967e-16+0.00131185j 9.10856e-16-0.00361448j 2.06666e-15-0.00296828j 2.43627e-15-0.00725323j -2.31946e-16+0.000866411j -9.40601e-16+0.0040626j -3.10753e-16+0.00126524j -5.50137e-16+0.000968573j 3.53779e-16-0.00435919j 2.53588e-16-0.00312225j -1.63724e-15+0.00274051j -8.9242e-16+0.00327818j 3.69175e-16-0.00281681j -1.46641e-15+0.00525599j 
2.44964e-16+0.00224501j -3.72927e-16+0.004356j 5.58154e-17-0.00180668j 6.32541e-17+0.00116532j -6.48767e-17-0.00859628j 1.30431e-16+0.00234806j -2.77858e-17-0.00173495j 1.07952e-16+0.00810512j -1.70176e-17+0.00178507j 4.85855e-17+0.00046838j 1.9552e-16-0.0073251j -2.11323e-16+0.00594784j -8.6722e-18-0.00675965j 2.31355e-16-0.00691247j 3.52656e-16-0.00865845j 1.08449e-15-0.00166416j 8.2526e-16+0.00430993j -5.98778e-16-0.000126607j -2.14044e-13-0.00192513j 4.84217e-16+0.00467385j -5.76695e-16-0.0037113j -1.01034e-15-0.00343894j 5.62931e-15-0.00427786j -1.17983e-15-0.00302516j -7.17332e-16-0.00636791j 3.90208e-16-0.00177722j -2.17691e-15+0.00953353j 8.82256e-16+0.00423347j -7.9269e-16-0.000737875j -1.04598e-15+0.0055121j -3.3186e-16-0.000950527j -3.86047e-16-0.00120744j -7.793e-16+0.000576239j 4.44695e-16+0.00344363j 3.67189e-16+0.0037597j 4.60731e-16+0.00191261j -5.29205e-16+0.00269238j 7.96504e-16-0.00387693j 2.40734e-16-0.00122446j -2.45232e-15-0.00310148j -2.54794e-15-0.00567028j -2.48742e-15-0.00174846j -1.48507e-16+0.00362038j 8.52649e-17-0.00247389j 6.22827e-17+0.0132898j -2.11352e-16+0.00329437j 2.13658e-16+0.00292004j -3.92138e-17+0.00311888j 2.1774e-17+0.000235759j 5.33083e-17+0.00145302j 1.86401e-17-0.00886734j 7.16298e-18-0.0119766j 6.39718e-17-0.00650611j 1.61723e-16+0.00190896j 2.82109e-15+0.00304299j 7.76552e-16+0.00725453j 
-1.2609e-15-0.00342241j -2.85194e-16-0.00285283j -2.45039e-15-0.00635132j -2.18713e-15-0.007767j 1.20344e-15+0.0054504j 3.00299e-15+0.00449707j -3.76832e-16-0.00103092j -3.27747e-15-0.0111435j -1.49853e-15-0.00260432j 1.92012e-18-0.000699022j -1.3552e-15-0.0005333j -1.36877e-16-0.00357941j 2.26606e-15+0.00769603j 1.45831e-15+0.00399974j -3.99386e-16+0.00129263j 1.7201e-16+0.000939851j -1.09474e-15-0.00499679j -6.76929e-16-0.00298329j 1.83477e-13+0.00165614j 4.81849e-16-0.00241571j 1.64933e-15+0.00437236j -1.03879e-16+0.00166831j -1.77169e-15+0.00123352j -3.08025e-15-0.00657343j -8.01093e-16+0.00137462j 1.66184e-15+0.00188518j 1.12851e-15-0.00550866j -1.28465e-15-0.00148177j 1.69353e-14+0.00609437j 8.87299e-16-0.00926829j 5.91294e-16+0.00111565j 9.16946e-16+0.00038818j 7.37942e-17-0.00158964j 1.3844e-15+0.00212094j 1.74967e-15+0.00251701j -2.00673e-15-0.00320539j 5.22722e-16+0.000983989j 1.66059e-16+0.00657215j -7.29938e-16+0.00466601j 4.80753e-15+0.00609868j -2.64551e-15-0.00610524j -6.50145e-16+0.00208099j 1.0172e-15+0.00267423j -9.59378e-16-0.00366828j -2.46789e-15-0.0109163j 1.47053e-15-0.00137739j 3.54716e-15+0.00736058j 2.15616e-16+0.00192423j -1.91692e-15-0.00781085j 3.541e-15+0.00739649j 2.1543e-15+0.00428747j -3.28234e-15-0.00351504j 8.5424e-17+0.0051181j -1.41976e-15-0.00456685j -1.17682e-14-0.011347j -1.45945e-15-0.00188695j 
3.17328e-16-0.000315541j 6.173e-16+0.000155808j 1.32455e-15+0.00189022j 1.19863e-15-0.000317459j -3.37461e-16+0.00244704j -6.48061e-16-0.00469444j 9.50559e-17+0.00185431j 2.20583e-15-0.00216888j 1.27458e-16+0.00272805j 1.77009e-16-0.000213255j 6.71348e-16+0.00364348j 2.90327e-17-0.00376332j -1.71728e-15-0.000467149j -6.92061e-16-2.04317e-05j 2.27507e-16+0.00111349j -3.03172e-17-0.00341572j -1.11163e-15-0.00664544j 1.73818e-15+0.00172912j 1.73924e-13+0.00155818j -1.34048e-15-0.00582046j -1.45146e-15-0.000761898j 1.15731e-15+0.00361422j 3.62685e-15-0.00235753j 2.58625e-15+0.00194777j 5.84231e-16+0.00509506j -8.71299e-16-0.00213371j 1.06762e-15-0.0015473j -8.71719e-16-0.00372518j 1.12014e-14+0.00421596j 2.96365e-15-0.00729743j -6.47423e-16+0.000168215j -3.231e-16-0.00355912j 8.64075e-16-0.00161367j -6.02292e-16-0.00278472j -1.60531e-15-0.00415382j 8.38562e-16+0.00469573j -1.01482e-15-0.00145675j -8.37507e-16+0.00139683j -1.94349e-15+0.00215417j 2.72658e-15+0.00463315j -1.33282e-15-0.00355511j -2.59191e-15-0.00249349j -7.15679e-16-0.00105917j 9.5957e-16+0.00108275j 1.33181e-15-0.00481361j -3.86218e-16-0.00830698j -1.34029e-15-0.00592816j -2.88442e-16+0.000420073j 1.57312e-15-0.00325401j -2.2213e-15-0.00543881j -8.5776e-16-0.00230436j 7.90938e-16+0.010556j -1.36107e-15+0.00652875j 7.4203e-16-0.000707276j 4.54004e-15+0.00435098j 8.2711e-16-0.00421839j 
-5.3806e-16-0.00276126j -2.79617e-16+0.00406899j -6.79182e-16-0.00391279j -8.29782e-16-0.0071927j 5.57603e-16+0.00099034j 5.62351e-16+0.00694782j 4.85126e-17+0.00280322j -7.18289e-16-0.00327004j -2.96446e-16-0.00215323j 1.66738e-16+0.00165206j 9.12384e-17+0.000588994j -3.74397e-16-0.00202699j 1.32599e-16-0.00196745j 1.76593e-16-0.00154018j 1.96789e-16+0.0016846j 5.3241e-17-0.0016961j -1.10242e-15-0.0023321j 6.11463e-16+0.00264754j -1.9112e-14-0.000175258j -1.33553e-15-0.0034176j -6.11946e-16-0.00318283j -1.72608e-15-0.00611658j -2.86721e-15+0.00215873j 5.31095e-19-7.32611e-05j 6.43816e-16+0.00401937j -3.37876e-16-0.00181258j -1.1745e-16+0.00146407j -4.45959e-16+0.00062042j 1.02898e-14+0.00345414j 9.89896e-17-0.00311961j -2.9815e-16-0.00306398j -2.95593e-17-0.00603245j 4.77831e-16-0.00231489j 2.1175e-16-0.00452419j 7.74885e-16+0.0037689j 3.97589e-16+0.000970505j -2.4761e-16-0.00463049j 5.48919e-16+0.00154781j -2.39198e-16-0.00285747j 2.24796e-16-8.35796e-05j -4.82228e-17-0.00119195j 7.28065e-16+0.00239344j 8.67808e-17-0.00204951j -1.37248e-16+0.00102671j -5.81655e-16+0.00081431j -1.96891e-16+0.00144085j 8.27895e-16+0.00938816j 7.18839e-16+0.00496868j -4.3707e-16-0.00390014j 5.48407e-16+0.00435937j -1.30227e-16+0.000216768j -1.2666e-15-0.0132731j -2.98773e-17-0.00532465j -4.88795e-16-0.00280665j -3.45584e-15-0.00546148j -4.07924e-16+0.00522226j 
-1.15487e-16+0.00602807j 3.44543e-16-0.00136163j 2.58033e-16+0.000974248j 3.54795e-16-0.0048741j 3.34529e-17-0.00486683j 1.15278e-16-0.0107871j -2.16011e-17-0.000109245j 4.58314e-16+0.000817682j -2.11098e-16+0.00846058j -1.33384e-16-0.00286372j 3.17418e-16+0.0026773j -2.05644e-16+0.000864909j -2.33875e-16-0.00411826j -2.10097e-16-0.00582983j 4.96906e-16+0.000565075j -2.95529e-16+0.00150039j 4.99398e-16+0.00313091j -6.0565e-16-0.00324347j -2.54882e-13-0.00228746j 2.48827e-16-0.00169255j -5.69413e-16+0.00194216j -3.62673e-16-0.00451434j 1.25987e-15-0.000889829j -7.5866e-16-0.00472264j -4.54851e-16+0.00245563j 1.72794e-16-0.00426611j 2.63968e-16+0.0025845j -8.12694e-16+0.00270424j 1.69984e-14+0.0062535j 1.53444e-15-0.0038005j -1.73937e-16-0.00133465j 4.16373e-16+0.000936148j 5.02656e-16-0.00265657j 3.5801e-16-0.000857604j -8.94153e-17+0.00620527j 2.69428e-16+0.00253639j -1.46867e-16-0.000471581j -1.18287e-15+0.00391991j -1.68035e-15+0.00412788j -1.20049e-15-0.00341846j -1.84406e-15+0.00121653j -1.36704e-15-0.00575455j -9.00606e-17-0.00110899j 4.92126e-16-0.00512484j 4.64087e-16+0.00603814j 2.79446e-16-0.00416683j 1.17101e-16-0.00104561j -4.166e-16+0.00781957j 3.46383e-16-0.00343724j -4.68246e-16+0.00293846j 2.39559e-16-0.0120925j -1.21339e-17-0.0010203j -8.38605e-16+0.00596565j 8.92028e-17+0.00382156j 1.85867e-15+0.00121599j 3.76805e-16+0.00586667j 
5.32311e-15-0.00454975j 2.08867e-16-0.000281771j 1.69885e-15-0.00148978j 2.94775e-15-0.00268415j -3.65316e-15+0.00311284j -2.68023e-15+0.00131847j 3.26861e-15-0.00351941j -2.6316e-15+0.00284816j 5.28318e-15-0.00452666j 2.76664e-15-0.00221054j -5.51779e-15+0.00513922j 9.0469e-15-0.00824779j 1.31614e-15-0.00171275j 4.19964e-15-0.00425546j -7.26769e-15+0.00644638j -1.10459e-15+4.41012e-05j 8.12881e-15-0.00878656j 2.90256e-15-0.00250746j 2.82187e-13+0.00256571j 7.46409e-16-0.00186836j 9.46469e-15-0.00928881j -6.72713e-15+0.00772641j -1.22072e-14+0.00451463j 5.25813e-15-0.00584834j -1.03101e-15+0.00131136j 3.18828e-16-0.00054645j -2.01774e-15+0.00231182j 5.1649e-16-0.00107491j 8.12388e-15+0.00415764j 4.71408e-15-0.00351866j 3.22259e-15-0.00323803j 2.15524e-15-0.00240531j 8.70585e-16-0.00101088j -3.1309e-15+0.00398114j 8.29707e-15-0.00857405j -3.27076e-15+0.00399662j 4.75409e-15-0.0048654j -3.69081e-15+0.00432037j 6.06698e-16-0.00110076j -3.7011e-15+0.00741048j 4.0152e-15-0.0032451j -5.57861e-15+0.0053002j -1.75335e-15+0.0019755j -1.04747e-15+0.000519518j 2.99652e-16-0.000655702j -7.7087e-15+0.005897j -9.33704e-15+0.00803699j 3.25779e-15-0.00237893j -3.05006e-15+0.00308729j 5.50793e-15-0.00576172j -4.8528e-15+0.00286257j 9.39431e-15-0.00851984j 1.2714e-14-0.010896j 4.99002e-15-0.00433554j 1.62626e-15-0.00188858j 1.80916e-16-7.70248e-05j 
3.89938e-16+0.00088715j -3.98654e-16+0.00375703j -1.80053e-16+0.00100845j 8.14837e-17+0.00139718j -3.51398e-16-0.00223477j 1.22508e-16+0.00548905j 4.70513e-17+0.00384479j -4.62483e-16-0.000219916j 4.69369e-16+0.000640929j 1.49175e-17+0.000598612j -2.81153e-16-0.00191778j -1.29454e-17+0.0021371j 3.41908e-16-0.00160275j 3.77651e-16+0.00108773j -2.50924e-16-0.0023329j 1.1711e-16-0.000579982j 1.46231e-16+0.001042j -3.89843e-16+0.00241388j -8.14425e-14-0.000735449j 6.27738e-16+0.0046828j 6.74763e-16+0.00286816j -4.3554e-16-0.00339425j 5.13587e-15-0.00375777j 2.63814e-16+0.00332611j 1.26284e-16-0.00152488j 2.45709e-16+0.00337319j -8.29783e-16+0.000655703j 4.08291e-16-1.69671e-05j -5.93194e-15-0.00232361j -1.2896e-15+0.00463081j 2.07416e-16+0.00218422j -1.7085e-16+0.00158561j -7.42282e-16+0.00430126j -1.17723e-15-0.00313909j -1.6467e-16+0.00115064j -6.01709e-16-0.00515792j 2.66847e-17+0.00119873j 5.39271e-16-0.00542912j 1.48924e-15-0.0028065j 5.4739e-16+0.000676051j 1.33067e-15+0.00196795j 1.38047e-15+0.00160722j 9.08231e-17-0.00125321j -1.00048e-16+0.00348677j -2.70832e-16+0.00513693j -4.84891e-16+0.0051598j -5.18149e-18+0.000720089j -1.89807e-16-0.00296433j -7.05134e-16-0.00149805j 4.05601e-16+0.000583502j 2.22962e-16+0.00511815j 9.65048e-16+0.000784834j 9.27769e-16-0.00262975j 1.13022e-16+0.000261534j 1.62243e-16+0.000669498j -1.83675e-16+0.000475612j 
6.14332e-18-0.00302232j -8.1231e-16+0.0062799j -2.94262e-16+0.00147803j -2.07305e-16+0.00353619j 5.16973e-17-0.00315227j 9.06327e-17+0.000194323j -1.45307e-16+0.00416695j -1.6298e-16+0.00694466j -6.95419e-17+0.00126224j 4.40567e-17+0.000102224j -6.41923e-18-0.00137309j -7.35418e-18-0.00601398j 2.19144e-16-0.00790889j 2.24146e-16-0.0023654j -1.05357e-16+0.000713357j -2.74263e-16+0.00150897j 4.65929e-16+0.00319748j 1.41862e-16+0.00188364j 3.8231e-13+0.00343533j 3.07019e-16+0.0049967j -1.22976e-16-0.0042509j -2.33539e-16-0.00143143j 2.95066e-16-0.000213533j -2.40588e-16+0.000605987j -1.66228e-17+0.00104158j -1.12185e-16+0.00131952j 3.61515e-16-0.00332167j 2.67297e-16+0.000221085j -8.10468e-15-0.0028405j -1.55562e-15+0.00482914j 8.07886e-17-0.000146568j -5.06335e-16-0.00184266j -5.17927e-17-9.67439e-05j 6.70951e-16+0.00352025j -4.6939e-17-0.00532986j 1.49166e-16+0.00119192j 2.94534e-17-0.00323213j 1.76118e-15-0.00490657j 1.53362e-15-0.0059103j -5.39662e-17+9.53121e-05j -6.59509e-16-0.00125901j -3.5791e-16+0.000370329j -3.26019e-17-0.0026448j -2.90426e-16+0.00724415j -2.62547e-16+0.00546803j -4.04444e-17-0.00130443j 3.05739e-16-0.00642738j 9.58221e-18-0.00568249j -3.45486e-16+0.000904911j 2.63431e-16-0.00734549j 2.69154e-16-0.00346869j -2.07717e-16+0.00958071j 1.11683e-16-0.00170701j -2.33375e-16+0.000473818j 6.77187e-15+0.0123191j 1.41424e-15-0.00421212j 
-3.87131e-16+0.00117854j 1.60743e-16+0.000373688j -1.28857e-16-0.00232645j -4.53091e-16+0.0027372j 8.54832e-17-0.00436474j 3.97783e-16-0.00432763j 1.04152e-16-0.00270259j 9.44091e-17+0.000227064j -1.82149e-16+0.00240079j -3.07434e-16+0.00425923j 4.54968e-16-0.00197538j -5.2244e-16+0.000392584j -2.78985e-16-0.000913652j -3.57186e-16-0.000135756j 1.82783e-16+0.000143934j 4.3183e-16-0.000860171j -1.18095e-15-0.00169211j 1.21373e-15-0.00201833j 5.84482e-13+0.00526097j -2.10585e-16-0.00315071j -7.9801e-16-0.00390727j 4.36474e-16+0.00379335j -1.93958e-15+0.00100231j 5.0409e-17-0.00181597j -8.61373e-17+0.00136946j 1.24885e-16-0.00259108j 2.55375e-15-0.00554521j -8.3934e-16+0.000219552j 1.3195e-14+0.00506151j -7.74318e-16+0.0027945j -1.85494e-16-0.00193493j 2.75035e-17-0.00425029j 1.64356e-15-0.00739705j 1.2066e-15+0.0033185j 3.62975e-16-0.00352873j 3.14556e-16+0.00468897j -3.159e-16-0.00277209j 2.01031e-16+0.00182169j -9.87486e-17-0.00279579j 3.21149e-15+0.00409348j -1.60207e-15-0.00527075j -1.65153e-15+0.000975801j 1.52598e-17+0.00640978j 2.35084e-16-0.00349584j 5.63008e-16-0.00785623j 1.17618e-15-0.00883045j 7.99759e-16-0.00418708j -1.59637e-16+0.00206292j -1.72393e-17+0.000904934j -1.25559e-16-0.00321838j 5.53773e-16-0.00632992j -1.01745e-15+0.00300257j -1.24999e-15+0.00746251j -4.34749e-16-0.00123435j 7.40786e-16+0.00200906j 3.1524e-16-0.00201719j 
1.47936e-17+0.00612233j -4.60847e-16+0.0041304j -6.97895e-17+0.00219197j 4.76045e-17-0.00519746j -5.63843e-17-0.00527181j -2.79126e-16-0.00910895j 3.55263e-17+0.00647798j -5.20827e-17-0.0046575j 1.08565e-16+0.00893288j -8.60312e-17+0.00211213j 3.58096e-17+0.00630459j -1.60726e-16+0.00353851j -1.07731e-16-0.0057961j 1.01066e-16-0.000591266j -1.18564e-16-0.00236965j -8.01932e-16+0.00436962j 7.50789e-16+0.00384803j 4.70761e-16-2.47024e-05j 3.66954e-13+0.00330334j -1.30265e-17-0.000223337j -7.72694e-16-0.00184137j -2.27684e-15-0.0115643j 2.61191e-15-0.00216621j -8.35604e-16-0.00383638j -6.32945e-16+0.000990158j 6.10867e-17-0.00220064j 2.23693e-15-0.00480098j -1.10919e-15+0.00416866j 1.89374e-14+0.00720164j 3.351e-16+0.000918452j -6.7895e-17-0.00370706j -2.64918e-17-0.00527527j 3.97899e-16-0.00357513j 4.91192e-16-0.00172048j 8.77043e-16+0.010165j 5.09728e-16-0.00207602j -2.61171e-17-0.00261789j 4.05849e-17-0.00191927j 1.01378e-17-0.00293327j -3.141e-15-0.00533512j -6.92047e-16-0.000563278j -1.02165e-16-0.00119917j 8.00749e-17+0.00280348j -1.66579e-16-0.00366036j -2.04679e-16+0.00387759j -1.65999e-16-0.000714411j -1.79667e-16-0.000642967j 9.70067e-17+0.00891932j -6.73976e-17-0.00230664j 4.69959e-17+0.00341627j -2.8276e-16-0.00740934j 1.78011e-16-0.00708387j 1.43204e-16+0.00594102j -1.20308e-17-0.000670793j 1.41387e-15+0.00091277j 1.54195e-16+0.00611639j 
-1.58345e-16+0.00107213j 1.49447e-16+0.00323115j -1.50617e-15+0.00377346j 7.32767e-16-0.00133157j -1.40059e-15-0.000326047j 1.66234e-15-0.00112757j -1.88936e-16+0.00466171j -4.30006e-16+0.00346196j -1.55281e-16-0.000536108j 1.08407e-15+5.42943e-06j -1.32034e-15-0.00119174j -9.8337e-16+0.00421532j 9.06266e-16-0.00546857j 5.67322e-16-0.00382317j 2.30595e-16-0.000809282j -1.06697e-15+0.0003829j 7.94967e-16+0.00347236j -1.42542e-15+0.0020459j -2.1377e-14-0.000194846j -1.55822e-16+0.00489536j 7.70262e-16+0.00279081j -2.92233e-16-0.004943j -6.3234e-15+0.00439217j 5.32668e-17+0.000930242j 1.29664e-16-0.00776854j 2.49397e-17+0.00206549j -7.15662e-16+0.00438676j 4.79921e-16+0.00277929j -7.61083e-15-0.00301496j -6.56331e-16+0.000563054j 5.19621e-16+0.00115769j -3.62213e-16+0.00659837j -7.63208e-18-0.0032935j 7.99076e-16+0.000194586j 2.46509e-16+0.00201813j 3.78816e-16-0.00434114j -3.70149e-16+0.00531189j 6.27335e-17+0.00305583j 1.48183e-15-0.00506116j -5.21009e-15-0.00888409j -2.28078e-15+0.00105394j -6.22818e-16-0.0038293j -1.42062e-16-0.00184924j 1.49704e-16+0.00301891j -1.40491e-15+0.00688796j 8.47031e-17+0.0041052j 1.02116e-15-0.00210343j -1.61396e-15+0.00210412j -8.72281e-16+0.00232327j 6.95657e-16-0.00281663j 2.5913e-15-0.00469251j 5.75533e-16-0.00473462j 9.12166e-16-0.00417136j -1.18043e-15+0.00141211j 2.70106e-15+0.00581109j -4.63839e-16+0.0048081j 
-2.0307e-16+0.000499896j -2.37733e-16-0.00399309j -5.78135e-16+0.00666702j 5.45263e-16-0.0034062j 4.42727e-16+0.0081069j -2.90775e-17-0.00820218j -9.86352e-16-0.00195447j -8.67573e-16+0.00322894j 2.87278e-16-0.000548818j 1.15867e-16-0.00643671j 4.32274e-16+0.00636722j -7.15409e-16+0.00450404j 1.11803e-15-0.0039016j 1.10401e-15-0.00284636j -2.05602e-16+0.000432503j -1.55399e-15+0.00515719j -7.47789e-16-0.000142936j -5.47662e-16+0.00469689j -5.1554e-14-0.000471597j -1.41821e-15+0.00294959j -7.08989e-16-0.00457762j 3.92172e-16-0.00207765j -3.52606e-15+0.00129709j -8.55136e-16-0.000383534j 1.48521e-15-0.00240521j -1.37408e-16+0.00177194j -6.38804e-16+0.000271695j -4.79413e-16+0.00112371j 3.37338e-15+0.000758274j -1.96196e-15+0.00424238j -5.45873e-16-0.00286697j -1.27772e-15+0.00099988j 8.00089e-16+0.000792976j 5.90797e-18-0.00392081j -6.81878e-16-0.00293269j 6.93009e-16-0.000885306j -1.20923e-15-0.000251329j 1.51134e-16+8.92595e-05j 1.75736e-15-0.00485306j 6.87575e-16-0.00177575j 5.61068e-16+0.0043837j 2.15257e-15-0.000581352j 8.68395e-16+0.00168975j -9.14332e-16-0.00241453j -1.50685e-15+0.00667811j -1.70971e-15-0.000213686j 6.18128e-17-0.00370851j 3.10946e-16+0.00879719j -8.81804e-17+0.00620938j 6.71282e-16-0.00293849j 2.84811e-16-0.0134654j 9.18467e-16-0.00540032j 1.3684e-15-0.00580233j -1.23589e-17+0.00622155j 4.48539e-15+0.00679464j 4.11342e-16+0.00772088j 
-3.4592e-16-0.00217584j 2.52039e-16+0.00314113j -1.3738e-15-0.00497193j 2.56736e-16-0.000979324j -1.28355e-15-0.00594677j 1.14541e-15+0.00253133j 5.40465e-16+0.00420673j -1.11303e-15-0.00421642j 3.83528e-16+0.00226368j 8.2113e-16+0.00109947j -1.0326e-15-0.00157264j -1.20623e-15-0.00833223j 5.74027e-16-0.000561014j 4.80264e-16-0.000587176j 3.77325e-16+0.00463199j -1.0951e-15+0.00116974j -4.88942e-16-0.0014378j -9.55018e-16-0.00264568j 3.93997e-13+0.00354392j 6.47229e-16+0.00305774j 1.46321e-15+0.00162992j 9.84586e-16+0.00110307j -2.16295e-15+0.00165509j 7.81804e-16+0.000753559j 6.6815e-16+0.00355835j 2.60791e-17+0.00114331j 5.83765e-17-0.00601973j -7.59181e-16-0.000725653j 2.92594e-15+0.00120348j -7.53057e-16+0.000180045j 1.05654e-15+0.00351115j -1.6045e-16-0.00167427j -2.12145e-16-0.00232839j 5.70385e-16-0.000908491j 4.03053e-16+0.000558554j -5.15137e-16-0.00102941j 1.86129e-16-0.00102265j 1.05293e-16-0.00268008j 8.36205e-16+0.00102528j 4.22201e-15+0.00482924j 6.07229e-17+0.000642314j 8.618e-16+0.00146946j -5.25789e-16-0.00419947j 6.06275e-16+0.00486729j -1.81911e-15-0.00440642j -1.11756e-16+0.00533708j 2.50106e-16+0.00103898j -1.91827e-15-0.00939101j -1.8336e-15-0.00733887j 5.80272e-16+0.000224475j 2.70349e-15+0.0122938j 2.21279e-15+0.00859617j 1.64634e-15+0.00420819j -1.32076e-15-0.00700855j -4.67421e-15-0.00350309j -2.90519e-15-0.00929618j 
