-6.55781e-14-0.043496j -4.67804e-13-0.337882j -1.13853e-13-0.0836882j 1.90463e-14+0.0138274j -1.09636e-13-0.0783443j -2.20243e-13-0.150259j 2.05854e-13+0.138252j 1.31347e-13+0.0934535j -2.04166e-13-0.140513j 3.31122e-13+0.16766j -1.04503e-14-0.0102258j -1.07343e-13-0.0730987j -5.17037e-14-0.0274768j -1.16904e-13-0.0844489j 1.12284e-14+0.00881236j -7.81072e-14-0.0551827j 2.84448e-13-0.0815278j 9.24054e-14+0.0572761j 1.02356e-13+0.0710196j 9.23543e-14+0.0652591j -1.63568e-13-0.0901408j -1.61912e-14-0.0143362j 3.99308e-14+0.0207489j 1.88193e-13+0.112549j -2.28299e-14-0.0177461j 1.19401e-13+0.086395j 1.67525e-14+0.0125042j 8.4614e-14+0.0641515j -8.76783e-15+0.00731123j 9.01308e-14+0.0283137j -3.57895e-14+0.0760706j -1.02028e-14+0.00983269j -2.89779e-15-0.00228125j -6.72301e-14-0.0486086j 1.1126e-13+0.080731j 1.32287e-13+0.0967054j -1.57621e-13-0.113742j -7.46013e-14-0.0546393j 1.60017e-13+0.117692j -1.57153e-13-0.115569j 1.62255e-13+0.117856j 1.41962e-13+0.103413j 8.24289e-16+0.000487702j -4.22217e-14-0.0252043j 8.38562e-15+0.00475457j 1.40139e-14+0.0130789j 8.98643e-14+0.065228j -1.00256e-13-0.0720814j -1.26522e-14-0.00870016j 3.97227e-15+0.00345791j 3.53352e-13-0.00637969j -8.34418e-14-0.0608497j -3.35773e-14-0.0385831j -3.99542e-15-0.00226103j -5.09206e-14-0.0367964j 9.27507e-15+0.00540622j 4.97649e-14+0.0362666j 2.05548e-14+0.0159652j -4.72162e-14-0.0328988j 1.5129e-14+0.0128586j -9.27523e-14-0.0678751j 6.67331e-15+0.0047768j -9.04441e-14-0.0666143j -4.28378e-14-0.0312247j -8.41247e-14-0.0613199j -1.16728e-13-0.085136j 2.16804e-14+0.0157165j -9.08645e-14-0.066222j 1.73661e-13+0.126502j -2.08371e-14-0.0151979j 1.38189e-13+0.098215j -1.69393e-13-0.1196j 
1.08861e-15+0.00237807j 2.3365e-15+0.00445825j 6.70569e-16+0.0016078j 7.99804e-18-0.000909629j -6.61948e-16-0.00190336j 2.88934e-15+0.00668282j 4.97482e-16+0.00233472j 1.78356e-17+0.000611373j 2.4337e-15+0.00795148j 7.0677e-16+0.00178475j -2.0991e-16-0.00207329j 3.83387e-16-0.000122295j -1.33609e-15-0.00180018j 6.73751e-17+0.000155488j -1.01283e-15-0.0021927j -1.4491e-15-0.00436417j -2.86248e-14+0.00620195j 6.5148e-17+0.000877896j 3.63376e-16+0.00121048j 6.28213e-16+0.00247684j 3.46499e-16+0.000244569j 1.41222e-16+0.00139941j -9.05835e-17+4.15967e-05j -5.04001e-16-0.000528146j 1.57698e-15+0.00373101j -1.24944e-16+0.000220893j -3.15202e-17-0.000192752j -1.10577e-15-0.00322045j -8.84507e-16-0.00547126j -4.98457e-15-0.00367719j -1.03709e-14+0.00696411j -1.37166e-15+0.00160077j -7.71212e-18-0.00108727j 1.18405e-15+0.00292833j -1.58566e-16+0.000509777j -5.23712e-15-0.0136649j 2.60956e-15+0.00672499j 1.10598e-15+0.00236662j -6.26892e-15-0.0160584j -5.3055e-16-0.000374577j -3.13563e-15-0.00924377j -3.15175e-15-0.00652801j 3.24391e-16-0.000690905j -6.32612e-15-0.00877076j 1.04589e-15+0.000471258j 3.6997e-16+0.00616941j -9.35113e-16-0.00257943j 3.44736e-17-0.000616974j 2.19289e-15+0.00555337j 4.00203e-15+0.00647751j 3.70349e-13-0.00662419j 2.35071e-15+0.003484j 5.10316e-16-0.0075096j 1.0626e-15+0.00728697j 8.22389e-16+0.00239333j -1.09724e-15-0.00132972j -3.04068e-15-0.00839834j -1.63961e-15-0.00531678j 1.54833e-15+0.00309877j -3.11618e-16-7.56728e-05j -7.88685e-16-0.00129001j -3.06688e-15-0.00951853j 1.24502e-15+0.00330353j -2.16859e-15-0.00359703j 1.68245e-15+0.00364317j 3.0077e-15+0.0067603j -3.29017e-15-0.00887469j 1.03179e-15+0.00110146j -1.1518e-15-0.00283779j 1.68734e-15+0.00351737j -9.10208e-16-0.00195469j 6.18004e-16+0.000963943j 
1.05158e-14+0.00659866j 3.84291e-15+0.00203561j 9.39706e-15+0.0057403j 7.78781e-16-0.000359092j -7.94879e-15-0.00475211j 1.4833e-14+0.00893509j 4.8057e-15+0.00311187j 3.11289e-15+0.00162127j 1.09455e-14+0.00692547j 1.03705e-15+0.000568313j 5.23488e-15+0.00330617j -3.41503e-15-0.00247794j 4.41092e-15+0.00241363j 5.17121e-15+0.00296092j 7.12904e-15+0.00408272j -2.17704e-15-0.00171072j -5.71485e-15+0.001736j -1.83788e-15-0.000806114j -3.96485e-15-0.00279102j 3.09435e-15+0.00176412j -2.73533e-15-0.00112431j 3.04433e-15+0.00234308j 8.18697e-16+0.000807204j -4.50023e-16-0.000164402j 4.42902e-15+0.00326696j -2.64668e-16+0.000484891j 9.51458e-16+0.000775822j 1.89443e-15+0.00096086j -1.91551e-15-0.000883274j -1.10134e-15-0.000613534j 1.47761e-16+0.00219876j -3.66945e-15-0.00180534j 5.03301e-15+0.00261531j 2.31178e-15+0.00177288j -4.65465e-15-0.00198583j -1.41274e-14-0.00843741j -5.31905e-15-0.00314057j 2.0119e-15+0.00130232j -1.73931e-14-0.0105442j -7.10006e-15-0.00347523j -5.11042e-15-0.00254248j -1.03875e-14-0.00578265j 1.20402e-15+0.000610758j -6.87979e-15-0.00280215j 9.99645e-15+0.00456555j -3.82448e-15-0.00240724j 3.94767e-15+0.00146163j -7.31036e-15-0.0051307j 7.64873e-15+0.00445231j 1.31084e-14+0.00698801j 6.54347e-14-0.00121275j 7.22356e-15+0.00267209j -5.23784e-15-0.00353578j 8.13079e-15+0.00565839j -3.62198e-16-0.000268562j -8.61734e-15-0.00539357j -2.91867e-15-0.0017374j -5.67575e-15-0.00261723j 1.20604e-16+0.000288799j -7.86863e-15-0.00458537j -1.0628e-14-0.00556806j 2.62578e-15+0.000380037j -1.13213e-15-7.94006e-05j -1.51129e-14-0.00888567j 4.95079e-16-0.000161685j 6.08964e-15+0.00354717j -1.36213e-14-0.00883922j 2.13604e-14+0.0112611j 7.40803e-15+0.00404843j 9.33119e-15+0.00579076j 3.20179e-15+0.00123073j 8.98698e-16-0.000466346j 
-3.14005e-16+0.00689579j -4.75472e-16-0.0065137j -5.39731e-16+0.000172119j -6.81598e-17-0.013294j 2.63257e-16-0.00140561j -1.1309e-15+0.000675203j -1.10645e-16+0.00229743j -2.27439e-16-0.00189418j -9.21221e-16+0.00587581j -1.20665e-15-0.00155762j 5.08686e-16-0.00214254j 2.5855e-16-0.00524641j 1.47315e-15+0.00489915j -5.998e-17+0.00210631j -1.41443e-16+0.00200862j 4.40505e-16-0.00363057j 1.6159e-15-0.000461621j 4.24894e-16+0.00212224j 4.56044e-16-0.00149169j -8.81962e-17+0.00205855j -7.40548e-16-0.00106721j 2.53009e-16+0.00976319j 2.53325e-17+0.0051706j 8.92635e-16+0.00120341j -3.79598e-16+0.00421005j 6.91571e-17+0.00649453j -3.49547e-17+0.00404438j -1.02002e-16-0.000778068j 6.50137e-15+0.0064086j -1.70748e-14-0.00629135j 3.37387e-16-0.000663631j 3.19786e-16+0.00150696j -3.79745e-16-0.00498745j 1.69987e-16+0.00612534j 3.90963e-16+0.0131574j 1.05079e-15-0.000416129j 6.42176e-17+0.000110999j -2.59956e-16-0.00133198j 1.10106e-15-0.000593046j 2.39548e-16+0.00432506j 7.65255e-16+0.0042942j 7.21212e-16+0.00975796j -8.29821e-16-0.00168579j 4.0316e-15+0.0070589j -2.31738e-15-0.0127206j 8.19047e-16+0.000547451j 1.60577e-16-0.00803395j 1.64124e-16-0.00696966j -1.41782e-15+0.00341508j -2.06551e-15-0.00740637j -2.42162e-13+0.00431012j -1.30952e-15-0.022105j -4.44978e-15+0.0123191j -2.88448e-16+0.000209405j 8.42617e-17-0.00232829j 1.45449e-16-0.00243408j -9.6838e-17+0.00214071j 1.69015e-16+0.00841591j 8.77325e-17-0.00303448j 3.045e-16-0.000134018j 6.05622e-16+0.00946928j -3.48109e-17-0.0165049j 2.68506e-16+0.00741103j 5.59395e-16+0.00657522j -4.46908e-16-0.00971521j -6.59988e-16-0.00459058j 8.70809e-16-0.00592377j -1.46218e-15-0.0166607j -2.30451e-16-0.000947496j -5.23607e-16+0.00136686j -2.55358e-16-0.00875462j -6.57023e-16-0.0147398j 
-1.92644e-15-0.00240286j 6.7022e-16-0.0137767j -4.00073e-16-0.00528304j 1.13825e-15-0.00239461j 1.34519e-15-0.00408203j -1.65827e-15-0.00769045j -5.02764e-16+0.00462095j -5.77463e-16+0.00672239j -6.78809e-16-0.00525068j 2.35456e-15+0.00444727j -7.57772e-16-0.00429974j -5.17997e-16-0.00322639j 5.05869e-17+0.00253823j 2.05005e-15-0.0012329j 9.29221e-16+0.00328843j 1.41793e-15+0.00592111j 2.39164e-14-0.0050325j 5.77894e-16+0.00108937j 1.86813e-16+0.00547689j 7.03659e-16+0.000227038j -5.28106e-15-0.00821607j 1.07415e-15+0.000863781j 2.6407e-16-0.00141916j -7.5385e-17+0.00579725j -1.58698e-15-0.00783517j -7.5458e-16-0.00104402j -3.75501e-16-6.57014e-05j -1.08308e-15+0.00541487j -1.96708e-15-0.000157669j 5.74253e-15+0.00240691j 3.60481e-15-0.00192084j 3.59137e-16-0.00082182j -3.86276e-17-0.0058798j -1.00736e-15-0.00362988j -9.03621e-16+0.00920959j 1.26149e-15+0.0022469j 1.53702e-15-0.00762297j 7.67036e-16-0.00776578j 1.58666e-15+0.00850069j 1.58961e-15-0.0011688j -1.91042e-15+0.00232669j 1.25998e-15+0.01532j 5.33644e-16+0.00376983j 5.37327e-16+0.00558119j -2.60803e-15-0.00349969j -1.4952e-15+0.00235234j -1.07068e-15+0.0036064j 1.27923e-15-0.00313241j 1.47067e-15+0.00337262j -2.70044e-15-0.00665631j -2.47599e-13+0.00441964j -1.01333e-15-0.000724613j -3.29383e-15+0.00819325j 6.72415e-16-0.00312871j 4.31281e-16+0.000630173j 2.76937e-15+0.00413373j 1.64976e-15-0.00359855j 1.40446e-15+0.000961195j -2.10072e-15-0.00641225j 7.0814e-16-0.00230699j 5.16307e-16+0.00377034j -1.42611e-15+0.00911211j -1.50615e-15-0.0111108j 2.81731e-15+0.00932533j 2.22557e-15-0.00901801j 6.40198e-16-0.0119998j 1.75731e-15+0.0067564j -1.23804e-15+0.00910749j -2.31406e-15+0.0191237j -2.83626e-16-0.0108716j 9.68524e-16+0.00592968j 9.00616e-16+0.00453213j 
-4.88429e-15-0.0071422j 4.01829e-15+0.0103996j -1.33762e-15-0.000910229j 2.94622e-15+0.00510877j 4.57294e-15+0.00786414j -2.33643e-15-0.00133695j -3.95059e-15-0.00694417j -2.19276e-15-0.00597507j -2.15152e-16+0.00068792j -3.79295e-15-0.00371382j -3.60132e-15-0.00444064j -2.45004e-18+0.000451467j -2.60791e-15-0.00359264j 5.18558e-15+0.00824972j 1.63951e-15+0.000833403j 3.68949e-15+0.00285317j 9.69458e-15-0.00249272j -8.0143e-16-0.00140122j 7.14014e-16-0.00053211j 1.36922e-15+0.00136219j -5.75852e-15-0.00327017j 1.52096e-15+0.00139282j -1.41186e-15-0.000928688j -7.8313e-15-0.00921798j -3.81222e-15-0.00208516j -2.32608e-15-0.00235977j -1.29715e-15-0.00212994j -2.58803e-15-0.00594394j -3.68495e-15-0.00211836j 8.22575e-15+0.00243686j -1.25335e-15+0.000969722j -6.6603e-16-0.000463619j -3.20563e-16+0.00136988j -2.12964e-15-0.00299397j -3.32528e-15-0.00785102j 2.85336e-15+0.00433353j 4.94334e-15+0.0109648j 2.17158e-15+0.0057411j 2.95661e-15+0.00341351j 4.35346e-15+0.00725995j -6.18153e-15-0.0100797j 1.22534e-15-0.00179005j 2.43408e-15+0.00148149j -6.84793e-15-0.00836121j -3.45954e-15-0.00507783j -1.35386e-15-0.00508517j -2.97159e-15-0.0058263j 4.61862e-15+0.00914535j 4.72273e-15+0.00510466j -4.71175e-15-0.00540437j -5.68084e-14+0.00105479j 3.08908e-16+0.000119657j 9.57201e-16-0.00235226j -7.20461e-16-0.00163235j 1.24927e-15+0.00177988j 6.31856e-15+0.0106612j 3.46801e-15+0.00770695j 2.26929e-15+0.00317223j -2.65891e-15-0.00147005j 2.79527e-15+0.00670033j 1.07816e-15+0.000829134j -3.82955e-15-0.00796087j -2.85244e-15-0.000262811j 7.13595e-15+0.00862317j 5.83738e-15+0.0125058j 3.55242e-15+0.00937302j 4.66456e-15+0.0048883j -2.96869e-15-0.00906754j -7.47478e-15-0.0177837j -6.54403e-16+0.00206675j 1.3878e-15+0.000426466j 3.59521e-15+0.00380442j 
-9.58538e-16-0.00844749j -5.85467e-16+9.39945e-05j -4.54347e-16-0.00362076j -2.94876e-16+0.000903503j -7.24907e-16-0.00112546j 8.85277e-16+0.00389196j 3.4507e-16+0.00140835j -4.57771e-18-0.00246082j -3.98599e-16-0.000951193j 2.23419e-15+0.00273942j 5.18933e-16-0.000454316j -6.72565e-16-0.00468899j 3.33314e-16+0.000614394j -1.1215e-15-0.00074257j -9.14001e-16-0.00419033j -3.91612e-16-0.00212399j -2.8388e-15+0.00067046j -4.14156e-16-0.000781395j -2.58399e-16-0.002053j -4.58062e-16-0.00114051j 5.8048e-16-0.000285483j -4.97877e-16-0.00181871j 3.10125e-16+0.000261873j 1.70902e-15+0.00196033j 9.33795e-16+0.00331286j 9.49084e-16+0.00389835j -6.57034e-16-0.00461805j 4.27356e-16+0.00100362j -6.50985e-15-0.00206394j 1.86302e-14+0.00814878j 4.23843e-16+0.000342241j -4.74358e-16-0.00354281j -5.4238e-16-0.00327771j -1.19308e-15-0.00859738j 4.06499e-16-0.000293365j 4.02609e-16+0.00389495j -4.02384e-16+0.00175323j 8.32503e-17+0.00237041j 1.62422e-15+0.0110806j 6.05597e-16+0.0062239j -1.15655e-16-0.00675189j 1.82298e-15+0.0120089j 6.29607e-16+0.00332425j -2.21891e-15-0.00612947j -8.17878e-16-0.00727438j -5.58202e-18-0.0027489j -3.41656e-16-0.00469688j 1.46763e-15+0.00891869j 1.233e-15+0.00690332j -1.4686e-15-0.00791873j 5.15011e-13-0.0091804j 2.16539e-16+0.00099227j -3.05324e-16-0.00135303j 1.49587e-15-0.0106717j -1.02217e-15-0.00215718j 1.18446e-15+0.018089j 1.04952e-15+0.00880066j -5.46511e-16-0.00205387j 1.86477e-15+0.00544274j 2.06096e-15+0.0101832j 4.72619e-16+0.00208096j 2.84269e-15+0.0102202j -6.60302e-17-0.004102j 4.77287e-17+0.00791817j 7.34645e-17+0.0054501j -6.18622e-16-0.000530945j -1.05025e-15-0.00350322j 1.95879e-16-0.00341369j 1.26773e-15-0.000122763j -9.52979e-16-0.00641476j 1.05164e-15+0.0088666j 9.28118e-16+0.00757177j 
1.1043e-15-0.00605471j 9.93308e-16-0.00614935j 1.0962e-15-0.00128391j 1.87504e-16+0.00141519j 2.64279e-16+0.000734953j -5.37101e-16+0.00176425j -3.93492e-16+0.00420524j -1.21562e-16-0.00157244j 3.83518e-16+0.00367929j -3.3341e-16+0.000163643j 1.7245e-16+0.000422609j 4.17336e-16-0.000100986j 5.09533e-16-0.000230957j -4.77947e-16-0.000799951j 3.50253e-16-0.00349421j 1.43312e-15-0.00450202j -1.26657e-14+0.00248182j 7.54081e-16+0.00566042j 1.59527e-16+0.00321774j -6.64372e-17+0.0021779j 1.14231e-15+0.00278644j 5.29703e-16-0.000700071j 1.27815e-16-0.000530481j 1.14557e-15+0.0034366j -6.21409e-17+0.00130809j -7.49987e-16-0.00107956j 1.33423e-16-0.00109565j -1.06115e-15+0.00354936j -3.85381e-15+0.00698204j 6.56126e-15+0.00632721j 1.14126e-14-0.00590051j 1.54794e-15+0.000923523j 3.37223e-16+0.00191037j 1.24959e-15-0.00494737j -1.65091e-15+0.00535087j 7.36427e-16-0.00430294j 1.91085e-15-0.0117321j 6.59661e-16+0.00050551j -1.34758e-15+0.00228099j 3.88219e-16-0.00772246j -2.22974e-15+0.0075419j -3.0517e-15+0.0114136j -8.87029e-16+0.0043479j -9.38674e-16-0.00462779j 8.62377e-16-0.000313244j -3.40198e-15+0.0106889j -3.7224e-16+0.0038846j 1.35886e-16-0.00371926j -3.81103e-16-0.00374632j 2.05225e-16+0.00215121j -8.88359e-16+5.41945e-06j 2.20795e-16+0.00625825j 3.79616e-15-0.00649814j 5.22219e-15-0.00955724j -2.65622e-15+0.00731751j -2.70069e-15+0.00624268j 1.52248e-15-0.00593654j 1.53673e-16-0.00816037j -1.23493e-15+0.00546273j 4.53979e-16-0.00457617j 1.1858e-15-0.0164678j -8.91789e-16+0.00663943j 3.45155e-15-0.0141589j 3.18958e-16-0.00674826j 6.37276e-16-0.00620205j -8.11175e-16-0.0024094j 7.1187e-16-0.00921369j 7.39032e-16+0.00704836j -2.43677e-15+0.0100509j 1.56112e-15-0.00259456j -1.61941e-15+0.0153622j -1.03266e-15+0.00251967j 
-1.64194e-15+0.00492255j -2.00602e-15+0.00548603j -1.5236e-15+0.0058977j -9.71786e-17+0.00198566j -7.16216e-16+0.00421487j 6.11979e-16-0.00422072j 7.82733e-16-0.000514984j 2.28427e-16-0.00197396j -3.74714e-16+0.00313874j -9.53426e-16-0.00190202j -1.07287e-16+0.00122632j -7.30285e-16+0.00386949j 5.01428e-16+0.00427668j 1.52479e-15-0.00616576j -2.07313e-16+0.00028343j -2.02478e-15+0.00688645j -7.96273e-15+0.00157311j 8.6065e-16+0.00303772j -1.33573e-16+0.003027j -5.41507e-16+0.00190202j 1.09392e-15+0.00430798j -3.35651e-16+0.000966368j -1.77199e-17-0.000317419j 7.74141e-16+0.00360925j 2.31441e-16-0.000528389j 1.41732e-15-0.00794674j -1.58885e-16+0.000497201j 1.59072e-15-0.00383048j 2.94491e-15-0.00537381j -7.47805e-16-0.00303965j -1.11854e-14+0.00528219j -1.20628e-15-0.000891372j -3.68968e-16+0.00287897j -1.85939e-15+0.00478805j 2.86361e-15-0.00909896j -2.20467e-15+0.00822428j -3.27725e-15+0.0072698j -1.07616e-15+0.00442008j 1.19864e-15-0.00271965j -1.60833e-15+0.00249517j 3.8822e-15-0.0105059j 4.813e-15-0.0149742j 1.6188e-15-0.00779971j 8.98478e-16+0.00753425j -8.3369e-16+0.00566832j 3.28591e-15-0.00483539j 1.04275e-15-0.000768015j -9.94776e-16+0.001708j -3.95974e-16-0.00148754j 6.40057e-16-0.00507902j 9.80423e-14-0.00173858j -3.20329e-17+0.00257544j -7.82095e-15+0.0108218j -6.71754e-15+0.0133985j 4.49988e-15-0.0161956j 4.07034e-15-0.0128632j -2.57755e-15+0.00693019j -3.61756e-16-0.00615164j 1.51822e-15-0.00255983j -1.07544e-15+0.00328806j -2.28808e-15+0.000138285j 1.46502e-15+0.000139955j -5.68282e-15+0.0164689j -1.82323e-15+0.00269713j -9.68983e-16-0.000267012j 1.41944e-15-0.0084752j -1.91804e-15+0.00300197j -7.65572e-16+0.0102512j 4.68284e-15-0.013306j -2.11138e-15+0.00821916j 3.24585e-15-0.00537062j 9.22436e-16-0.00212861j 
-3.16221e-16-0.00810558j 8.60623e-16+0.00180533j -1.44355e-16-0.00306672j 7.16033e-17+0.00207188j -1.54487e-16+0.000722881j 7.62637e-16+0.00202724j -4.90642e-16+0.000196648j -1.08582e-16-0.00221324j 2.03096e-16-0.00149466j 1.53285e-15+0.00317358j 2.16386e-16-0.00317085j 2.44261e-17-0.00352574j -1.05039e-15-0.00212655j 1.02968e-16+0.00127874j -4.4764e-16-0.00514345j -1.08157e-16-0.00181989j 6.34644e-15-0.0011191j -8.68493e-16-0.00363901j -9.40335e-17-0.00371652j -2.87991e-17-0.00296799j -1.29784e-15-0.00408458j -2.76053e-17-0.000364452j -2.44847e-16-0.000964886j -5.52275e-16-0.00080648j 2.11348e-16+0.00119662j 3.70699e-18+0.00515129j -1.84178e-16-0.00548725j -1.98275e-16-0.00075561j -3.38932e-15-0.00475737j 9.63337e-15+0.00309091j -6.99023e-15+0.00405048j -8.61438e-16-0.00175846j -4.04023e-16+0.00201459j -4.14069e-16-0.00351897j 7.11396e-16-0.00774155j -7.9004e-16+0.00612658j 2.30111e-16+0.0070736j -5.1807e-16+0.0046843j -3.75239e-16+0.00166387j 2.49896e-16+0.00503077j -4.83756e-16-0.01389j 1.78813e-16+0.000195965j 1.32736e-15+0.00218584j -3.18504e-15-0.00746882j -7.28167e-16-0.00606378j -4.35601e-16+0.00261687j -4.74162e-17-0.00525069j 9.34182e-16+0.00387078j 1.1151e-15+0.00545377j -3.61724e-16-0.00763148j -3.70814e-13+0.00656816j 7.22429e-17+0.00329593j -8.61347e-16+0.00016098j -1.19596e-15+0.00301696j 9.28934e-16-0.000416359j 7.99758e-16+0.00942193j -3.33325e-16+0.00182012j -1.27765e-15+0.0055495j 2.46244e-16-0.00732227j 9.78491e-19+0.00367503j -2.77542e-16+0.0047303j 7.07373e-17-0.0111704j 4.0646e-16-0.00856858j 4.90506e-16+0.0156093j -9.21151e-17+0.0118814j 1.40742e-15-0.00253916j -3.93509e-17+0.0103105j 4.29536e-16-0.0071082j 4.01191e-16-0.013653j -4.16382e-16-0.003772j -5.5844e-16+0.00584455j 1.07764e-15+0.0054144j 
-3.59048e-16-0.00422124j -1.22117e-15-0.00704823j -6.5919e-17-0.00286359j -5.24237e-16-0.002309j -2.28975e-16-0.0025247j -4.82461e-16+0.000590083j 6.9595e-16+0.00484235j 4.6703e-16+0.00143602j -7.42369e-16-0.00429259j 3.08522e-15+0.00434413j 2.62976e-16-0.000789663j -4.72264e-16-0.00468078j -8.30757e-17+0.000277694j -6.25808e-16-0.00193152j 1.78575e-16-0.0023202j -1.43842e-16-0.00258723j 1.95728e-14-0.00405662j -2.75855e-16-0.00210322j 4.07036e-16-0.00209727j 2.02329e-16-0.00277229j -1.48984e-15-0.00383536j -6.52521e-17-0.000432305j 6.91958e-16+0.00107664j 1.45163e-15+0.0031689j -1.42649e-17+0.000839713j 3.95282e-16+0.00596757j -2.15693e-17-0.00283912j 5.15386e-16+0.00369747j -1.76099e-15-0.00310823j 4.58948e-15+0.00108074j -5.51814e-15+0.00355562j -1.56154e-15-0.00215482j 1.02777e-16+0.00144712j -4.00318e-17-0.00118364j -3.17302e-16-0.0028946j 6.80345e-16+0.0027138j -1.00576e-15-0.00287258j 5.21933e-16+0.00480266j 7.82432e-16+0.00327488j 1.86697e-16+0.00211621j 8.18372e-16+0.00263013j 6.54883e-17+0.00215451j -6.99567e-16-0.0014668j 1.28252e-15+0.000424933j -1.97004e-16-0.00189399j -2.63474e-16+0.00552392j -7.38838e-16-0.00650054j -1.46074e-15-0.00636348j -1.33012e-15-0.0022173j -2.24628e-16-0.00120252j -3.4047e-13+0.00605691j -3.77215e-16-0.00113735j -1.37202e-16+0.00218027j -6.58509e-18-0.00253923j -9.2269e-16-0.00351032j -5.67779e-16+0.00153821j -3.94143e-16-0.00307571j 1.35119e-15+0.0120704j 1.4933e-16-0.00149647j -9.42654e-16-0.00338722j 5.12051e-16+0.00652846j 6.0554e-16-0.00178673j -4.51192e-16-0.00986977j -4.46111e-16+0.00050929j -3.22654e-16+0.00449682j -1.6477e-15-0.00916917j -4.79643e-16-0.000700505j -7.90461e-16-0.0094181j -1.77708e-17-0.0023658j -1.82891e-16-0.00302291j 8.35344e-16+0.0072832j -8.15776e-16-0.00216379j 
-2.67483e-16-0.00457317j -3.30552e-17-0.00399839j -1.31118e-16+0.000255425j -3.72646e-16-0.001432j -1.79871e-16+0.00112689j 1.43265e-16-0.000768087j 1.5581e-17-0.000636805j 2.2854e-16+0.0010993j -3.28121e-16-0.000558651j 6.58493e-16+0.000992074j 3.51954e-17+0.000554756j -1.27621e-16-0.000657468j -7.36231e-17-0.000409194j -1.25925e-17-0.00133065j 6.86021e-17+0.00331277j -1.6569e-16-0.00229036j 6.78017e-16-0.000190968j 1.0185e-16+0.000801906j -2.67444e-16+0.00458381j -1.82368e-16+0.00496309j 1.3617e-15+0.00378436j -2.87109e-16-0.00493329j 4.52856e-16+0.00499416j 4.17183e-17+7.61807e-05j 5.66351e-17+0.00179099j 3.86583e-16-0.000468564j -1.82098e-16+0.00014475j -2.21122e-16+0.00788544j -7.06555e-15-0.000523319j 1.87747e-14+0.00928204j 7.26845e-15-0.00258617j 8.54913e-16-0.00875868j -2.37678e-16-0.000547056j 1.28799e-16-0.00463156j -2.18753e-16-0.00470531j -3.76168e-16+0.012938j -4.39271e-16-0.00572836j 2.45606e-16+0.00530172j -2.26963e-16+0.00824962j 1.52143e-16+0.000841128j -3.32991e-16-0.00643674j 1.02379e-17+0.00533184j 9.43907e-17-0.000832539j 2.7886e-16+7.95157e-06j -3.99645e-16-0.000914702j -1.72155e-15+0.00819104j -1.00766e-16-0.00256743j 3.33898e-17-0.000605266j -3.49414e-16-0.00212491j -2.27221e-16-0.00647781j 3.88879e-14-0.000711924j 1.22098e-16+0.00641591j -1.82835e-15+0.00167571j 1.2464e-15-0.00525789j -3.95878e-16-0.00523542j 2.6453e-16+0.0030282j 8.98873e-16+0.00564823j -5.73713e-16-0.0114907j 6.27379e-16+0.00364967j 4.99594e-16+0.00179698j 4.82852e-16-0.0115338j 1.19061e-15+0.000740391j 4.54702e-16-0.000799086j -4.25834e-16+0.00480121j -1.37995e-16-0.00601096j -1.34358e-16-0.0057459j -7.89982e-16-0.00369971j 1.69037e-16-0.000395819j 4.65592e-16-0.0078953j -2.67852e-16-0.000761099j 2.6432e-16+0.00899059j 1.49033e-16+0.000152034j 
