0.0226743-0.00807809j -0.00725459+0.00336591j -0.00723876-0.000240882j -0.0362478+0.00941221j 0.00301976-0.00730393j 0.0148828-0.0140744j -0.0209801+0.00337501j 0.00910384-0.00743487j 0.0224926-0.00935117j -0.0117405+0.00446697j -0.0178217-0.00361567j 0.000377435-0.00366321j 0.0126427+0.0210617j -0.0280016-0.0398147j -0.0497993-0.0105264j 0.00560095-0.00375809j 0.0182087+0.0158303j 0.0149536+0.0198913j 0.00876745+0.00497681j -0.00373381-0.00955401j -0.00491914-0.00363485j -0.000835771+0.00310523j -0.00127882-0.00374619j -0.00189709-0.00804711j -0.00436619-0.00243087j -0.00213844-0.00150275j -0.0109859-0.0357618j 0.000105773+0.0144657j 0.00965787+0.000979404j 0.00276973+0.0209967j -0.00302125-0.0153372j 0.00431753-0.0100368j -0.00603657-0.00369537j -0.0076558-0.0124353j -0.0178943+0.0189059j -0.000441891+0.0293133j -0.00471262+0.0142941j -0.00582095+0.00905748j 0.00288902-0.00175033j -0.0074325-0.00902837j 0.000174006+0.00826128j 0.00917359-0.00241539j 0.00770019-0.00852306j 0.0089927-0.0041831j -0.00597108-0.00398999j 0.000300144-0.00109076j -0.00640766-0.013592j 0.0039762-0.0062713j -0.00432351-0.00912806j 0.00291736+0.0078332j 0.00436505-0.00406076j -5.12335e-05+0.000312356j -0.00433137+0.00544372j -0.00364923+0.0001703j 0.00237625+0.000896423j -0.00865835+0.00450786j 0.00348494-0.00289644j 0.0137558+0.00608163j -0.00614649+0.00518661j 0.00016362+0.00160134j 0.00491931+0.00682055j 0.00578528-0.00109613j -0.00752308+0.00308435j -0.000418693+0.00789918j -0.00422692-0.00900954j 0.00350675-0.00837458j -0.00238026-0.00457559j 0.00451125+0.00151021j 0.00535943+0.0101033j 0.00817355-0.00372866j -0.00306758-0.00942939j 0.00346262-0.00814948j 0.000106154-0.00111182j 0.00401437+0.000669806j 0.00626613-0.00329526j -0.00392813-0.000674889j -0.00728268+0.00696035j 0.00583851-0.00274291j -0.00504392+0.00736661j -0.00200002-0.00267976j 0.000229254-0.00214839j 0.00488909-0.000352595j -0.00786632-0.000413134j 0.00857492-0.0049735j -0.0089277+0.0113256j 0.00784077+0.00883172j 0.000651418-0.00116866j -0.00338944-0.0015198j -0.00387601+0.0078532j 0.00176245-0.0161291j -0.00811209+0.00835228j 0.0100385+0.00953831j 0.0076038+0.00101235j -0.00788697-0.00964548j -0.00739333+0.00350631j 
-0.0340605+0.0140289j 0.0078492-0.0201032j -0.0200697+0.0266393j 0.0140325-0.0243561j 0.0249255-0.0183049j -0.0111135+0.00489733j 0.0184188+0.0261087j -0.0159622-0.0185828j 0.00346762+0.00746912j 0.00334373-0.00899923j 0.0016845-0.00452307j 0.00623768-0.000618397j -0.00946049+0.00385807j 0.00114+0.00717813j -0.0043899-0.008095j -0.00349921-0.0300344j -0.0124569+0.00615379j -0.0437672+0.128928j -0.00123828-0.0444202j 0.0274166-0.177929j 0.0208031-0.0749353j 0.0238722+0.00975827j 0.0390715+0.161229j -0.215688+0.049731j 0.0592706-0.042684j -0.0641318+0.0955615j -0.0117699+0.0446788j -0.0198111-0.0113023j -0.010208-0.0488782j -0.0193936-0.00714962j 0.00656582-0.00152863j 0.00128936-0.0074042j -0.00560095+0.026118j 0.0173055+0.010665j 0.00279982+0.0161686j -0.000189964-0.0192329j -0.00764869+0.017538j -0.00764441+0.0131259j 3.22871e-05-0.0252377j -0.0124472+0.0278813j -0.00638139+0.0272082j -0.00123924-0.0220929j 0.00510099-0.0491249j 0.00481119-0.0300246j -0.0122279+0.0213038j -0.00176544+0.0111259j -0.0392132-0.00229414j -6.41578e-05+0.00735084j -0.0152965-0.0127157j -0.00198991-0.0071804j 0.000381004-0.00179207j 0.0237677-0.0200016j 0.00372397-0.0277966j -0.0110933+0.00643758j -0.00551449-0.0336248j -0.00565419+0.00413326j -0.00373003+0.0249754j 0.0114972-0.0101644j 0.0058628+0.0307397j 0.000260761+0.0389017j 0.00130389-0.00290298j -0.00674192+0.0117086j 0.00839044+0.00476907j 0.012136+0.0216234j -0.0102162+0.000558299j -0.0071428+0.0018904j 0.00396102+0.0141964j 0.0116568+0.00529288j -0.00280226+0.00381226j -0.00502513+0.00528968j 0.00942443+0.000498677j -0.0157114-0.00344755j 0.00565399+0.0014901j -0.00321506-0.0036638j 0.0192597+0.00193999j 0.00479789-0.00209106j -0.00854426-0.00190428j -0.00978163-0.00481271j -0.000769484+0.00308821j 0.000452306-0.00635811j 0.0053459-0.00261299j 0.00447776-0.000114293j -0.00597065-0.00225922j -0.00209016+0.00215756j -0.00268051+0.00113333j 0.00409907+0.000399027j -0.000981766+0.00454166j -0.00086061-0.000415743j 0.00305999+0.00283813j -0.00205482-0.00106034j 0.00069739+0.00101212j -0.00231799+0.00172602j -0.00487998-0.000842443j -0.00392136+0.000489809j 0.00280105+0.00364536j 
0.0462914-0.0365782j -0.0316519+0.0193226j 0.0346884-0.0622354j -0.0178844+0.0171037j -0.0229227+0.00833232j -0.0121133-0.0244566j 0.00685523+0.0261795j 0.00424947-0.0262713j -0.00127591+0.0147038j -0.0149966+0.00133087j -0.00198618-0.00220472j -0.00762566-0.00973473j 0.0143031+0.00310925j 0.00445525+0.00332538j 0.000634692+0.000696933j 0.00656856+0.0367001j -0.00545434+0.0304989j 0.035971-0.158911j -0.0495203+0.111157j -0.0407083+0.0967335j -0.0108158+0.0743297j 0.0771643-0.04473j 0.220888-0.0450028j -0.0170459-0.0609387j -0.0404567+0.0624818j -0.0355295-0.0185473j -0.028452-0.035159j 0.02288-0.0397038j -0.0911512-0.0344397j -0.0260572-0.0264901j 0.028082+0.0176311j 0.00971716+0.0138925j 0.0231174+0.000545819j 0.0358218-0.00228569j 0.000756838+0.021025j -0.0188474+0.0399144j -0.00332008+0.0161134j -0.0053476+0.00867542j -0.00246437+0.0565155j 0.00606945-0.0273721j 0.0107931-0.0612582j 0.0119932+0.0466953j 0.00764814+0.0534672j 0.00544089+0.0289086j 0.0166386+0.00500144j -0.0027301-0.00507455j 0.0370081-0.0097221j 0.0236804-0.00862317j -0.0343368+0.0227974j -0.0279714+0.0129214j 0.00395534+0.0179125j -0.00918484-0.00740664j -0.0164214+0.0288872j -0.00215408-0.0344361j -9.2116e-05-0.0504279j -0.00938743-0.0395114j 0.00840444+0.0088658j -0.00847985+0.0149101j -0.000980738+0.00272258j -0.00445616-0.00289693j -0.00424135-0.00376649j 0.0143332+0.0399108j -0.000177473+0.0283845j -0.0015812+0.0357754j -0.0124613+0.010563j 0.0169105-0.0167986j 0.0115972-0.0139784j 0.0123109+0.00289298j -1.09603e-05+0.000825069j -0.0028973+0.00726526j 0.0144225-0.0136896j -0.00118828-0.00898408j -0.00250897+0.00976936j -0.00451557+0.00550751j 0.0107171+0.000494929j 3.13029e-05-0.00210213j -0.0142402+0.00673154j -0.00567143-0.000537668j 0.00418449-0.0046154j 0.00147135+0.00140625j 0.00152552-0.00257541j 0.00235055-8.31882e-05j -0.0116917-0.000690764j -0.0104704-0.000982949j -0.000826924+0.000261829j 0.00775715+0.00252972j -0.00440354-0.00242502j 0.00208611-0.00255046j 0.00617111+0.00104389j -0.00579714-0.00225887j 0.00372396+0.00112879j -0.00640426+0.00334538j 0.00658098+0.00548372j -0.00166604-0.000340153j -1.77505e-05-0.006589j 
-0.0117755-0.0059074j -0.0156585+0.00577621j 0.00324209+0.00714163j 0.00381662+0.00238812j -0.0174545-0.0322285j -0.0158073+0.000138921j 0.0199753+0.00580096j -0.0141233-0.0363762j -0.0309447-0.0389096j -0.0128752+0.00819142j 4.27961e-05+0.015267j 0.0100777-0.00696834j -0.00435143+0.00225131j 0.00781959-0.00530229j 0.00763997-0.00365203j -0.0171612+0.00271538j 0.0140841+0.011723j 0.0172114-0.0276725j -0.0122738+0.0175917j -0.0242701-0.00659238j 0.0261512+0.0217952j -0.0186578+0.013936j -0.0991034-0.0475531j -0.0699341-0.0662444j -0.0586537-0.0457271j -0.146732+0.0732464j 0.138024+0.00549997j 0.0862211+0.192184j 0.0334827+0.0205295j 0.0397391+0.069098j -0.0254632-0.0474188j 0.00767009+0.0164543j 0.00762655-0.0193923j -0.00113907-0.0183436j 0.00781041+0.000860557j 0.00245086+0.00885533j 0.0200008+0.00294222j 0.00847964-0.000496956j -0.00643744+0.00845165j 0.00167113-0.0146015j 0.00442072-0.010933j -0.00122832+0.00876312j -0.0027513+0.00966644j -0.00129896+0.000161067j 0.0149115-0.00638012j -0.0311422-0.0011566j 0.00887987-0.00264678j 0.00190614-0.0061825j 0.00236274-0.0135025j 0.00132981-0.00894167j 0.00268577-0.0249127j -0.0109947-0.00277444j 0.00534337+0.0253767j -0.00783822-0.0108386j 0.00658562+0.0131662j 0.00133046+0.021447j -0.00484848+0.000367643j -0.0194982-0.0148076j 0.0109468-0.0119614j 0.00390399+0.0319277j 0.0276134-0.00310518j -0.000643171-0.0260193j -0.0106201+0.00409369j 0.00298187-0.022363j -0.0144891+0.00450306j -0.00737257+0.00355521j -0.0102546+0.0025432j 0.00928253-0.00606405j -0.0131041-0.00188673j 0.00361035-0.0132728j -0.0065275+0.00599351j -0.0339639-0.00513428j -0.00474643-0.00438377j -0.00242752-0.0040525j -0.0218316+0.0064219j -0.0260951+0.00517724j -0.0242504-0.0148737j -0.0182033-0.00546015j -0.00117874+0.00407423j -0.0165249-0.0118563j -0.000649532-0.00724798j -0.0165347+0.00179094j 0.00304566-0.00286574j -0.0046135+0.00263265j -0.00428294+0.00118765j -0.00317054+0.00410423j 0.0135264-0.00412134j 0.0103094+0.00487422j 0.0164075+3.89895e-05j -0.00537013-0.000675281j -0.00106266+0.00141731j -0.00196019+0.000182818j 0.000172633-0.00114688j 0.00441395-0.00316624j 0.00436249-0.00122967j 
-0.0156693-0.0043915j -0.001389+0.00418797j 0.0170798-0.00504104j -0.00121944+0.012382j -0.000938211-0.0134584j 0.00956507-0.0151307j 0.0279419+0.0319547j 0.0111648+0.00367061j 0.0149451+0.0066806j 0.0348337+0.0109276j 0.00324761+0.00164941j 0.0200221+0.0092327j -0.0230544-0.0179213j 0.00822329+0.00611395j -0.00755867+0.00456221j 0.00572943-0.0141806j 0.00768222-0.00548401j -0.0400653+0.030029j -0.00227488-0.012845j 0.0160793-0.0144825j 0.00814388-0.0594233j -0.0060296-0.0495027j 0.0642589-0.0405809j 0.219763-0.00554887j 0.0623787-0.11178j -0.0679484+0.0739843j 0.0211933+0.0744614j -0.0581251-0.159657j 0.00396663+0.197847j -0.00364644-8.36445e-06j -0.00797564-0.0366869j -0.00937673+0.00599365j -0.00653906-0.0191949j -0.0314078-0.0484991j -0.0149784-0.0298646j -0.00963266-0.000272287j -0.00130208-0.0117328j 0.00109201+0.00123413j 0.00100045-0.016195j -0.00539071+0.00568266j -0.00087584+0.0124648j -0.00353487-0.00825745j 0.00495805-0.0169368j 0.00634029-0.00452771j 0.00874436+0.00311905j -0.0220751+0.013845j -0.017259+0.00492334j 0.00328368+0.00532223j -0.0073238+0.00103156j -0.0064597-0.00246555j 0.00248477-0.0117008j 0.000138892-0.00755182j -0.00287314+0.0140607j -0.00893053-0.0227942j 0.00744418-0.0225523j -0.00379387-0.0172226j -0.000153223-0.0100591j -0.0100315+0.00386319j -0.00294437-0.0361903j -0.0057537-0.0287567j 0.002022+0.00330338j -0.0250511+0.0161709j -0.00166103+0.0280489j -0.00351308-0.00237713j 0.00994299-0.0107507j -0.00613191+0.00479524j 0.0187705-0.00368731j 0.0221641+0.0183234j 0.00383184-0.0155123j -0.0204254+0.00202363j 0.00259119+0.00937058j -0.0161497-0.0109273j 0.0220483+0.00427704j -0.00144964-0.00419346j -0.0016122+0.000462768j -0.00593534+0.00257819j 0.00768341+0.0108657j -0.0147535-0.000474887j -0.00471002+0.00408299j -0.00773602+0.0169637j -0.00251591+0.00348699j -0.000597793-0.0160589j 0.00438832+0.0110265j 0.0052794-0.018832j -0.000931081-0.0008509j -0.0187517+0.00127846j 0.00570719+0.00646431j 0.00408905+0.0112971j 0.00808286-0.00852643j 0.00372119+0.000699614j -0.00547536-0.00203406j 0.0020711+0.00143928j -0.0110832+0.00368927j 0.00495032+0.00259873j 0.00633943+0.000874113j 
-0.00475261-0.00157176j 0.00500155+0.00284537j -0.00269849-0.0106937j 0.00576667-0.0150048j 0.0085553-0.039823j 0.0109998+0.0144888j -0.0214251-0.0303994j 0.0121695+0.0252897j -0.000149294-0.0073285j -0.0105506-0.0091383j -0.00294895+0.00321917j -0.00465966+0.00676076j 0.00950578-0.00071909j -0.00804615+0.0041918j -0.00103907-0.00050032j 0.010638-0.0228722j 0.00108121-0.00359043j -0.00997237+0.0337166j 0.021729-0.0318818j 0.0249511-0.0474367j -0.00906495+0.00494613j -0.113928-0.062947j 0.116792+0.0872996j -0.0480148+0.0454451j -0.000293529+0.0629136j 0.0823686-0.0602933j 0.0513712-0.0501688j -0.018256+0.0438768j 0.0181741-0.0249809j 0.00487408+0.00917646j 0.00129062+0.0207732j -0.010211-0.0365338j -0.00561707+0.00533154j -0.0215741-0.00570416j -0.000878545+0.00371563j 0.0113984-0.0192359j 0.00014641+0.00145029j 0.000532597+0.00532769j -0.00390622-0.0127571j -0.00193055+0.000587898j -0.00422437+0.0176269j -0.00346004-0.0114062j -0.00955305-0.00322062j 0.0214074-0.0216402j 0.0399514-0.0100736j -0.0564671-0.00539917j -0.0314882-0.00109796j 0.00376772+0.00490068j 0.000477288+0.00908296j -0.00206548-0.0278764j 0.00974642-0.0769648j -0.0155946+0.00385271j 0.00691007+0.0160136j -0.036521-0.0425606j 0.0162257+0.000130922j 0.0125316-0.0206186j 0.0130233+0.0329067j -0.00485827-0.0354345j -0.018022-0.0506295j -0.0100099+0.00964071j -0.00545924+0.010778j 0.00550822-0.00380112j 0.00629048+0.0163373j -0.000329943-0.00431881j 0.0185045+0.00810577j -0.00266915+0.00745129j -0.01729-0.010708j -0.0263992-0.00857561j 0.000569141+0.000883964j 5.34413e-05-0.00532731j -0.00743322-0.0056039j 0.0141942-0.000131651j -0.00937695-5.68666e-05j 0.00109562+0.00623548j -0.0124873+0.00496826j 0.00595293+0.0111814j 0.0114467+0.000629136j 0.0125714-0.00202912j 0.00586365-0.00485836j 0.0103258-0.00399556j -0.00757025+0.000785307j -0.00550645-0.000194899j 0.00831615+0.00238004j 0.00568944+0.00472951j 0.00229523+0.000707045j 0.00276198+0.00196962j 0.00129447-3.68145e-05j 0.00149092-0.0019963j -0.0139503-0.000188936j 0.00193157+0.00304421j -0.000892854-0.00140508j 0.00487843-0.00254664j 0.00787389-0.00340685j 0.00131292-0.00127409j -0.00590599+0.00271634j 
0.00432-0.0128569j 0.0279297-0.0375951j 0.0124073+0.0096629j 0.0142036-0.00270478j 0.000116885-8.03496e-05j 0.00116017-0.0412854j -0.0243937-0.0184124j -0.000598593-0.0132422j -0.0073895-0.00591404j -0.00261191+0.0178383j -0.00493218+0.00618912j 0.0222629+0.00223122j 0.00121736-0.0139199j -0.00991407+0.000146806j -0.00530879-0.000482333j 0.0132865-0.00902541j 0.0121765-0.0418279j -0.0364877+0.0183159j 0.0376045-0.175114j 0.00121282+0.130653j 0.0313698-0.132605j 0.0713231-0.0461285j 0.217049-0.0328618j -0.0292299-0.113792j -0.110705-0.0488126j -0.0391942-0.0758915j 0.0806643+0.0652321j 0.0284165+0.0962086j -0.0573381+0.013051j 0.00638542+0.006028j 0.0122385-0.00225528j -0.0125678-0.0104432j 0.0074177-0.00720953j -0.00899145-0.00508077j -0.00257836-0.0209568j -0.00210934+0.011535j 0.00317813-0.0280992j -0.00299055-0.0366355j 0.0126899-0.0253817j 0.00102667-0.00687139j -0.0117361+0.0434205j -0.00858948-0.0525108j 0.0085705+0.00693652j -0.00457417+0.0163472j -0.00782538-0.00179755j 0.00413305+0.0237588j -0.00313617+0.00089533j -0.0399332+0.0186701j 0.0112945-0.0145032j -0.00423465+0.0115054j -0.00451451+0.028224j -0.000845692-0.0114995j 0.000512739+0.024771j 0.0281387-0.00204627j 0.000266298-0.0364941j -0.0167046-0.00258555j 0.00274656-0.00219318j -0.000535204+0.0277681j 0.014593+0.0140077j 0.0157341-0.00325829j 0.0218565-0.0217754j 0.00236616+0.0258876j -0.012422+0.0268712j -0.0023261+0.021491j -0.00156282+0.00388435j 0.00735279-0.0175001j -0.0103654-0.00258234j 0.0037622-0.00237636j -0.021259+0.0125072j 0.00127706-0.00318514j -0.00871636-0.00573999j 0.00572707-0.00757457j -0.00605836+0.00136069j -0.00602526+0.00886735j -0.0180331-0.00159906j -0.0172381+0.0101521j -0.0100873+0.0126448j -0.00373028-0.00649136j -0.00172677+0.00395743j 0.00485396+0.00633997j -0.000763033-0.00689878j -0.000481733-0.0114323j 0.00675055+0.0110205j -0.00951119+0.00269137j -0.00561667-0.00501631j -0.00759103+0.000494951j -0.00140008+0.0076274j 0.0133246+0.000742774j 0.00839388-0.00810147j -0.00465655-0.00369474j 0.00158461-0.00379417j -0.00510999+0.00219347j 0.0045099-0.00068012j 0.00105702-0.0057881j -0.00401164-0.00169917j 
-0.0116486+0.00271921j -0.0179392+0.0294414j 0.00646353-0.00791409j -0.0114264+0.0231518j 0.00355979-0.0211823j -0.0120661-0.0270447j 0.00537764-0.024112j 0.0326818+0.0601487j 0.0147099-0.0237497j -0.00787598-0.000159999j -0.0121091+0.00482447j 0.00226748+0.0206758j -0.00118467-0.00819445j 0.00120888+0.00489226j -0.015754-0.00319273j -0.00484136-0.0170532j -0.00627811+0.0187399j -0.000457367+0.0235538j -0.02805+0.0994444j 0.0118647-0.072054j -0.00555358+0.0788605j 0.0945231+0.13506j 0.122146+0.0805775j 0.0976396+0.113893j 0.184099+0.0214315j -0.044114-0.0293303j 0.181815+0.120499j 0.0078793+0.0831062j -0.0528665+0.00490688j -0.0126062+0.014257j 0.0144214+0.000596217j -0.0216487-0.0447133j -0.000127973-0.0124905j 0.00596065-0.00939347j 0.0049764+0.0166963j -0.0155447-0.0131523j -0.00881515+0.0117475j -0.00954964+0.0245279j -0.011787+0.00585222j -0.00998608+0.00808668j 0.011049-0.0282482j -0.00439814+0.0218235j 0.0110737-0.0205346j -0.0199204+0.00275528j -0.0347932-0.000349523j -0.0246959+0.00175884j 0.0253818-0.00793174j -0.000804508-0.022004j 0.00857772-0.0191232j -0.00140246+0.0133876j -0.00924366+0.00465547j 0.00250444-0.0490805j 0.0144907+0.01886j 0.0182235+0.020285j -0.00863999-0.00396246j 0.0178697+0.00255258j -0.00835378-0.00954914j -0.00970342+0.0419806j 0.0139005+0.0261683j -0.0171314-0.00237187j -0.0169842-0.024129j -0.00764191+0.0337569j 0.0280694+0.0352334j 0.00150443+0.00863542j 0.00611364+0.00690465j -0.0214769-0.0032675j -0.0120472+0.00646622j -0.0116867-0.000807523j -0.0220777+0.0092541j -0.0116483-0.00279208j 0.00416389+0.000318036j -0.0186514-0.00190522j -0.0211423+0.00575841j -0.0108654+0.0090106j -0.0220191-0.00264094j 0.00600369+0.0103859j 0.0101015+0.0149844j 0.000694902-0.00364148j 0.0137235+0.00100677j 0.00925107+0.00464331j -0.0159553-0.00446533j -0.012928-0.00395359j 0.0168555+0.0132192j 0.00965132+0.00082531j -0.00494264-0.00273342j 0.0119557+0.00374161j 0.00753338+0.00805228j 0.011415+0.00244738j -0.011153-0.00760916j -0.00434971-0.00173041j 0.0033163-0.00319514j 0.00379113+0.0029952j 0.00601905+0.00393394j -0.0031687+0.00102803j -0.000218957-5.31781e-05j 
-0.00200571+0.0169986j -0.0270291+0.0165285j 0.00951358-0.00390149j -0.0249892-0.00531549j 0.00301939+0.0107491j -0.000968276-0.00223551j -0.000144934-0.05936j -0.0139194+0.010738j -0.00389524-0.00056604j 0.00343412+0.0194591j -0.00117856+0.000917019j 0.00279214-0.00171606j -3.72382e-05-0.0118447j -0.00963015+0.00630014j -0.0023954+0.00708368j 0.00508386+0.00644806j -0.00136105+0.0381605j -0.00515328+0.0241498j -0.031509+0.139198j 0.033617-0.0886267j -0.00918915+0.0634923j -0.0365709+0.164186j 0.10701+0.0763241j 0.00884959-0.172005j -0.161121-0.0736048j 0.157233+0.13434j 0.111168+0.110218j 0.000645803+0.018207j 0.00985252+0.0904591j 0.00162737+0.0129099j 0.000582174-0.033859j 0.000313957+0.0326884j 0.00106787-0.0103328j -0.0272412-0.0188463j -0.017565-0.0179918j 0.0164838+0.000684304j -0.0118879-0.00345787j -0.00434134+0.0215812j 0.00352086+0.0130774j -0.00613152+0.0119231j 0.00512641-0.0239577j 0.00872738+0.0367744j -0.00209652-0.029325j 0.00566279-0.0104177j -0.00620551-0.0173993j 0.0192504-0.00676079j -0.0110565+0.00740154j 0.0405672-0.0105677j -0.0108861+0.0148231j -7.34921e-05-0.0290308j -0.000456368+0.00903504j 0.00383812+0.0295189j -0.0108629-0.00314973j -0.000588979+0.00168046j 0.00114209-0.0244158j -0.0185736-0.0240531j 0.00291815+0.00314417j -0.00896348+0.00485j 0.020909-0.0108374j 0.00248806-0.00340251j 0.00576584+0.00283947j 0.00707161+0.00641158j -0.0261305+0.00723175j 0.0142713+0.0111512j 0.044147-0.0234173j -0.0194372-0.00348431j -0.0337906+0.00485683j -0.0066829+0.0138262j -0.00338209-0.00280699j 0.0173105-0.000978472j -0.019067+0.00299643j 0.0222346-0.0150405j -0.00125637+0.00417134j -0.00379816-0.00306807j -0.0299379+0.0016337j -0.00829425-0.00251705j 0.0198796-0.00308264j 0.0114858-0.0110002j 0.000265424+0.00321454j 0.00512163+0.00722302j -0.0072553+0.000197195j -0.0079726-0.00944612j 0.0131307+0.00689736j -0.00720564-0.0123515j 0.00127064-0.00377409j -0.00874064-0.00265948j 0.00588961+0.00704135j -0.0016689+0.0102709j -0.00839716-0.00260988j 0.00193632-0.00170541j -0.00118371-0.00184325j 0.00414449+0.00142421j 0.0088898+0.00275629j 0.00133648+0.00290288j -0.00631726+0.00363055j 
-0.00882304+0.0150609j -0.0247217+0.0365153j 0.00968339+0.00691322j 0.000573875+0.0378705j 0.00277239-0.012698j 0.0208681+0.0234302j -0.0107688+0.00164461j -0.013158-0.0247014j -0.00477436+0.0153821j 0.0234994+0.0103771j 0.0142306+0.00372043j 0.00015069-0.00940949j -0.0141767-0.00735016j 0.009322+0.0115824j 0.0022574+0.0010625j 0.0123407-0.0161875j 0.00685746+0.0148495j -0.0199554+0.0266221j -0.0320546+0.0905953j -0.0296403-0.0841811j 0.0692134+0.0771055j -0.0178729+0.00854152j -0.0181444+0.00177333j -0.0424634-0.0747633j -0.109213+0.0430915j 0.0332232+0.0668697j -0.133429-0.127027j -0.0027426-0.03616j 0.0229292+0.0747766j 0.00357399+0.0261475j -0.00192939-0.0279449j 0.0264373+0.0333726j 0.00745272+5.90433e-05j 0.00735656-0.00764925j -0.0114578-0.00750729j -0.00894231-0.017812j -0.00400968+0.00186566j -0.00875623+0.0310347j -0.0127288-0.00661015j -0.0109866+0.00963896j 0.0139209-0.0169375j -0.00688572+0.0267398j 0.0089449-0.0288441j -0.0174395+0.00389093j -0.0258464+0.00973173j -0.0676424+0.0075863j 0.0345699+0.000616791j -0.0106867-0.0106959j 0.0133411-0.0331114j 0.00546901+0.00108832j -0.00839882-0.0291526j -0.00792991-0.0482976j 0.0153853+0.0680438j 0.0108543+0.00892553j 0.0205591+0.0294864j -0.00628003+0.0235812j 0.0231944-0.0197777j 0.0430674+0.00196891j -0.00875042+0.0265559j 0.0159126+0.0275234j 0.00233501+0.00979729j 0.021855+0.0086025j -0.00915328+0.0269106j -0.00632706-0.0214717j -0.00425709+0.0262784j 0.0227593+0.0136104j 0.0156739-0.00149736j 0.0107831+0.00107229j 0.0246506-0.0110112j 0.0151449-0.00351203j -0.0087287+0.00208199j 0.00853722+0.0135116j 0.0157708-0.00528312j 0.0189825-0.00379336j 0.0108496-0.0174453j -0.00704542-0.0106819j 0.00308885+0.000644754j 0.00481588+0.00893647j -0.0154748+0.00206702j -0.0108342+0.0018651j 0.0079589-0.000614021j 0.00370985-0.00540197j -0.00798976+0.00825423j -0.00199932-0.00827491j 0.00288445-0.000334442j -0.014669-0.00187967j -0.00307641+0.00148214j -0.00933846+0.00960366j 0.00826662-0.00526878j 0.00117946+0.000798558j -0.00570307-0.00545939j -0.000343947+0.00258393j -0.00995034+0.00505283j 0.00482922+0.00498078j 0.00646969+0.00270981j 
0.00265508-0.00171729j -0.00184274-0.00889614j -0.0108301+0.0121159j -0.0113176-0.018075j 0.00605987-0.00422868j 0.000904639+0.0168266j -0.00198291-0.0128894j -0.0169363-0.0138752j 0.0322565+0.019475j -0.0346606-0.00543618j -0.0171918-0.0120253j -0.00480087-0.000538435j 0.0174367+0.00791002j -0.00650239-0.00557495j 0.0011062-0.00313265j -0.00254409-0.00508707j -0.00045255+0.00184511j 0.00798027+0.0113412j 0.00766852-0.0373281j 0.0206871-0.0676526j 0.0894023-0.0189439j 0.115566+0.0519004j -0.129581+0.104293j 0.0603551-0.10484j -0.0926431-0.0375913j 0.0251933-0.0382679j 0.00837569+0.162553j 0.0144737-0.0461306j -0.0323269-0.130668j -0.0205719-0.0748359j 0.0243005+0.0943865j -0.0157632-0.0490259j 0.0115893+0.0469762j 0.0140413+0.0281503j 0.0189288+0.02451j -0.00159502-0.00882324j 0.00965051+0.0125921j 0.00196107+0.00691328j -0.0064581+0.00587126j -0.000173328+0.000725443j -0.00133146+0.0071743j -0.00149464-0.00900435j 0.000952544-0.00439986j -0.00431291-0.0224246j 0.00608852-0.00340478j -0.0345689+0.0198045j 0.00575331-0.00215419j -0.0160941-0.00125736j 0.00417542-0.0287969j 0.0118767-0.0130726j 0.00730025-0.0113922j -0.00512732-0.022574j 0.00958295+0.0357372j -3.47964e-05+0.011662j 0.00461583+0.0206623j -0.00786397+0.0302887j 0.015855-0.00152131j 0.0133618+0.018696j 0.0134677+0.00160984j 0.00694547+0.00470477j 0.00718374+0.00105353j 0.00887122+0.00304459j 0.00732531+0.0139663j 0.00329689-0.021777j 0.0166405+0.0148127j 0.00379069+0.0111434j -0.00567583+0.00793347j -0.00274364+0.00416514j -0.0252166+0.0130636j -0.000327518-0.00222701j 0.00769212+0.00310183j 0.0225826+0.0112912j -0.00518031+0.00437752j -0.0166965+0.0136951j 0.00364201+0.0153367j -0.000377078+0.00962702j -0.00942662+0.00675873j 0.007853+0.0126474j 0.00873344-0.0128127j 0.0128967-0.00584425j -0.00406429+0.00747696j 0.0160352+0.0166274j -0.00693067-0.00995415j -0.0105219+0.0170553j -0.00220198+0.00224182j 0.00826751+5.99738e-05j -0.0122655-0.00541563j 0.00977002-0.0147621j -0.00209664+0.00471073j -0.00590387+0.00184917j 0.00522167-0.00138678j -0.00515676-0.00203138j 0.0102044-0.00501259j -0.00288472-0.00360069j -0.00725591-0.00234188j 
