1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
-1.02247e-16-0.0282957j 5.49876e-16+0.00782146j 1.78115e-16+0.0168352j -1.82442e-17+0.00443189j 5.77348e-17-0.0142224j 9.22595e-18-0.0141008j -3.81209e-17-0.00721804j 7.12767e-18-0.0126167j -2.60408e-17-0.00527245j -1.16658e-16+0.016983j 5.28913e-17+0.0148827j 1.74895e-16+0.00335406j 1.18825e-18-0.014063j -9.52974e-17-0.00423457j -3.62742e-16+0.00215116j 2.16837e-15+0.00685458j -1.63132e-16+0.0156392j 1.02736e-16-0.0243519j 2.3727e-16-0.019921j 1.05407e-16+0.00723818j 2.81071e-17-0.00937085j -3.6671e-17-0.0151246j 2.48047e-15-0.0250706j -7.96882e-16+0.0196766j 3.65691e-16+0.0119974j 9.53488e-17-0.00652026j 2.06519e-16+0.00424448j -1.32392e-15+0.0100127j -6.18745e-14+0.0182199j 1.73322e-16-0.0123566j -1.30418e-16-0.00337772j -1.11227e-16+0.0125091j 8.13311e-17-0.00611664j 2.32976e-16+0.00646809j -3.03644e-16+0.0291466j 4.22774e-17-0.0289809j 4.64104e-17-0.0223933j -1.25211e-15-0.0215094j 5.69229e-16-0.00704702j 2.34391e-16+0.0100861j -5.93573e-17-0.00850534j -2.68616e-16+0.0285193j 3.18836e-17+0.0112151j 1.59038e-16-0.0244068j -1.06013e-16+0.00500627j 4.5588e-18-0.00870595j -1.32914e-17-0.0181133j -1.11028e-16-0.0145502j 2.04044e-17+0.00942146j -2.39712e-17-0.0216788j -5.96653e-17+0.000883969j -1.95715e-17-0.00187996j 6.51315e-17-0.00613554j 1.47026e-16+0.00807806j -6.45559e-15-0.024326j -1.45769e-15-0.0169505j 
-1.97749e-16-0.0104499j 3.36655e-16+0.00553156j 5.71873e-17+0.00866676j -8.24974e-18-0.0038308j -5.15019e-17-0.00251281j 5.92949e-17+0.0315109j -5.54661e-17-0.00230807j -6.65761e-17-0.00166427j 1.21939e-16+0.0100928j 1.20715e-16+0.00466805j 1.50306e-16+0.0213826j -1.04827e-16+0.0274494j -4.88005e-17+0.0104377j 8.41428e-18-0.00110331j -1.12869e-16-0.00770559j 2.66751e-15+0.00680025j -6.66689e-18-0.00649705j 1.1196e-16+0.0416253j -2.72775e-16+0.000613392j 1.50022e-16+0.0117038j 7.88117e-17-0.00596939j -1.13563e-16-0.0210503j -7.43398e-16+0.0057246j -8.2694e-16+0.0175534j 2.43278e-16+0.00845832j -3.03611e-17+0.00228521j -8.20988e-17+0.0141902j 1.39911e-15-0.00149057j 7.28883e-14-0.0216442j -4.75541e-17+0.0115238j 2.29294e-16-0.0384188j 1.05348e-16-0.0258718j 1.42016e-16+0.0027545j -8.86328e-18-0.0124815j 2.66842e-16-0.0101245j 8.92409e-17+0.00369194j 1.87253e-17-0.00889802j -5.93362e-16-0.00729316j 2.04433e-16+0.000813014j 1.20162e-16+0.0108615j 4.13508e-16+0.0147391j 2.12494e-16-0.0234141j 4.29865e-17-0.0232281j -6.56383e-18+0.0265621j -3.20427e-16-0.0346391j -8.64496e-17+0.016884j -8.92041e-18-0.0120137j -8.01822e-17-0.0320251j 9.58621e-17+0.00592225j -2.23959e-17+0.0246725j -7.6822e-17-0.00942396j -9.92624e-18+0.00109505j 3.35531e-17-4.10109e-05j 6.515e-17+0.0225994j -3.54964e-16-0.00146666j -1.12505e-16+0.00129583j 
-2.09801e-16-0.00163138j 2.00258e-15+0.0228213j 4.08815e-16+0.00795469j 5.8578e-16+0.0129567j 6.45407e-16+0.0121605j -9.77581e-16-0.0205038j -1.18177e-15-0.0216564j 5.94462e-16+0.00876424j 3.00272e-16+0.00517548j 9.14669e-18-0.00164025j 7.88729e-16+0.0137109j 6.07979e-16+0.0134428j -4.20034e-17-0.000991382j -7.39977e-16-0.0185378j 2.70413e-16+0.0110588j 5.51925e-15+0.0147299j -4.46967e-16-0.0126048j 5.67042e-16+0.0124459j -5.55298e-16-0.0103201j 6.85872e-16+0.0141783j -1.53915e-16-0.00621797j -3.76628e-16-0.00561691j 1.80115e-15-0.0312254j -1.67747e-17+0.00327156j 2.89356e-16+0.00483226j -1.52242e-17+0.0024418j 2.42748e-16+0.00459953j -2.66319e-15-0.020002j -7.80294e-14+0.0238437j -1.71167e-16+0.0100323j 6.91071e-16+0.0124911j -4.41687e-16-0.0106039j 5.89837e-16+0.0234442j -5.71116e-16-0.0116905j 1.9159e-16+0.0138314j 1.09786e-16+0.00188143j 3.13312e-17+0.00280079j -1.46566e-15-0.0120752j 1.22074e-15+0.00998987j 5.63021e-17+0.00145725j -8.88876e-16-0.0119666j 6.97005e-16+0.016638j 1.23013e-15+0.0237589j -9.12861e-18+0.0032376j -1.42677e-15-0.0238682j 3.4724e-16+0.00566854j 2.58483e-16+0.0021118j 9.17544e-16+0.015322j 9.04717e-17+0.00381192j -1.38567e-15-0.0283417j -1.18277e-15-0.0234965j -5.3125e-16-0.0110417j 5.85152e-16+0.00962315j -8.89483e-17-0.00426574j 1.29882e-16+0.00499852j -1.46291e-15-0.0282042j 
-8.66256e-17+0.00769383j 5.16199e-16+0.0147551j -4.9195e-17+0.0276181j 1.08107e-17-0.00924485j 4.99611e-17+0.0159468j -2.14797e-16+0.00577526j -1.55339e-16-0.0199599j -1.8666e-17+0.0284062j 8.10258e-17-0.00612021j -1.62008e-16-0.000140132j 1.81452e-17+0.0215505j -1.11973e-16+0.0173532j -1.96596e-17+0.00766938j -1.03864e-16+0.0171675j 5.13363e-17+0.00984693j -6.99099e-16-0.00131639j -2.55788e-16+0.0103456j 1.24034e-16-0.0100026j 1.14679e-16-0.00613409j -4.364e-17+0.0102077j -1.75412e-17-0.00726178j 1.33673e-17-8.10914e-05j -6.97832e-16+0.00440931j -2.77641e-16+0.00291877j 1.82482e-17+0.0097303j -5.92456e-18+0.00659689j 4.49106e-18+0.0116279j 5.22492e-16-0.0376003j 2.38209e-14-0.0063093j -2.322e-16+0.0109856j -2.04372e-16+0.00696895j -2.78526e-16+0.0156104j 5.4783e-16-0.0148112j -1.38203e-16+0.00457299j 3.76324e-16-0.0215781j 3.09391e-16+0.00103072j 2.19416e-16-0.0121996j -7.47611e-16+0.012378j -5.86537e-17+0.0520772j -1.09506e-16-0.000529381j -4.67585e-17+0.00797881j 1.16692e-16-0.0147108j -1.2376e-16+0.027866j -2.20862e-17+0.00116808j -1.69343e-16-0.0282643j -1.44066e-16+0.021043j -3.74934e-17+0.0157279j 1.00937e-16+0.0110877j 8.59921e-17-0.022606j -1.16154e-16-0.00760157j -1.63558e-16-0.0198258j 2.90657e-17-0.00628511j 1.40213e-16+0.0199527j -5.82545e-17+0.0363946j 4.86339e-15+0.0252262j 1.01874e-15-0.0201677j 
-2.06509e-16-0.00623961j 4.47566e-16+0.0130789j -2.47478e-17+0.020413j -5.68266e-17+0.0044799j -1.18036e-16-0.00493566j 7.29185e-17+0.0145883j 1.3581e-16+0.0161004j -5.68133e-17+0.00024584j -8.13051e-17-0.0305045j -4.68355e-17-0.00556015j -5.7249e-17+0.0111119j -1.1625e-16+0.0035256j -7.0407e-17-0.00747048j 3.30684e-17-0.0179652j -3.49971e-17-0.00810603j -1.06098e-15-0.00372765j -1.99612e-17-0.000348964j 1.25795e-16+0.00164626j 6.36773e-17-0.00773359j -9.63279e-18+0.0178585j 5.26722e-17-0.005819j -4.30047e-17-0.00203466j 4.09615e-17-0.000744274j -1.46331e-15+0.0267668j 1.87859e-17+0.00476295j 2.28346e-16+0.0282389j 3.46415e-17+0.00222058j 8.72405e-16+0.0340483j 3.56842e-14-0.0112522j 1.67062e-16+0.00172283j -1.30769e-16-0.00904806j -1.02961e-16+0.0082581j 5.06091e-16-0.0300139j 3.4833e-16+0.00737631j -1.93896e-16+0.0278419j -7.06536e-17-0.0238436j 1.52222e-17-0.0106444j -1.03265e-15-0.0223593j 1.92845e-16-0.0155816j 3.01246e-16+0.00690717j 1.46697e-16+0.00317482j -9.74744e-17-0.015922j -1.92011e-16-0.00549793j 9.37997e-17-0.00728627j 2.04286e-16+0.0114246j -1.0639e-16-0.0136375j -9.08931e-17-0.0128563j -1.35648e-16-0.0279119j 7.69456e-18-0.0153601j 1.00482e-16+0.012081j 1.25093e-16+0.018155j 6.5805e-17-0.0117698j -9.34661e-17-0.00357143j 4.73807e-17+0.0174081j -2.3421e-15-0.00638858j -3.73292e-16-0.0144425j 
-2.42252e-16-0.0175982j 9.81647e-16+0.0188792j 1.03938e-16+0.0242761j 6.19309e-17+0.00496715j -4.9041e-17-0.00784718j 9.39903e-17+0.0127149j 2.46609e-16+0.0252001j 5.62719e-17+0.00869002j -2.15328e-16-0.0229256j -6.25565e-17-0.000167317j -2.03816e-16-0.0147927j 7.05379e-17-0.0286528j 9.03298e-18-0.00251988j -2.00903e-16-0.0146884j -1.00316e-16+0.00326968j 1.78392e-15+0.00523204j -3.72493e-17+0.00574762j -1.85306e-17-0.00734838j 1.17931e-16-0.00853707j -9.27072e-17-0.00375581j 2.41894e-16+0.0164473j -3.50624e-16-0.0276233j 2.77877e-16-0.00382217j -1.65031e-16-5.44211e-05j -4.90001e-16-0.031567j 2.41303e-16+0.00790986j -5.85311e-17-0.00271475j 1.83114e-15-0.00188594j 8.98512e-14-0.026686j 2.12289e-16-0.000963561j 8.72346e-17+0.0155353j -1.13271e-16-0.000545998j 2.14374e-16-0.016358j 9.15248e-17+0.012229j -2.83264e-16+0.0323007j -3.0546e-16+0.00913575j -1.18346e-16-0.00637918j 1.72363e-15+0.0158945j -6.04987e-16-0.0129598j -1.08097e-16-0.0125957j -9.85614e-16-0.0256512j 1.37364e-17+0.0248627j 1.90329e-17+0.00435375j -1.49226e-16-0.0226733j 1.57287e-16+0.0127198j 1.28032e-17-0.00922441j 5.30113e-17+0.0244112j 1.70106e-16+0.0219417j -4.20453e-17+0.00506052j 1.65113e-17+0.00254915j 3.24764e-16+0.0460079j -9.50914e-17-0.0111277j 1.67026e-17+0.00268351j 2.01452e-17+0.0131232j -5.92925e-15-0.0185777j -1.43856e-15-0.0299679j 
-1.87077e-16-0.0141939j 4.31093e-16+0.00769009j 1.16932e-16+0.0102345j -3.77342e-18+0.00670459j -5.27034e-17-0.00879944j 1.89279e-16+0.0162163j 9.07623e-17+0.00883244j -6.5259e-17-0.0171192j -3.98973e-17-0.0106459j 4.51433e-17-0.00927566j 8.25892e-17+0.00514802j -5.16356e-20+0.00546451j 4.93167e-17+0.0136672j -4.43924e-17-0.0137j -4.34075e-16-0.00496307j 5.14888e-15+0.0142201j -1.89614e-17-0.0175946j 2.10394e-16+0.0128412j -5.04223e-17+0.000720555j 1.93839e-16+0.0111002j 1.56138e-16+0.0103612j -1.69962e-16-0.0113833j -5.60479e-16+0.00474514j -1.47225e-15+0.0310983j 2.65273e-16+0.00597858j 1.02885e-16+0.00490871j 2.451e-17-0.00128837j 2.06796e-16+0.0387826j 3.63426e-15-0.00187413j 4.59978e-17+0.0076868j 7.88458e-18-0.0120204j -7.14585e-17-0.0168713j 2.80024e-16-0.0126891j 1.74117e-16-0.00785434j -3.00666e-16+0.0222812j -1.1403e-16-0.00337606j -1.02484e-16+0.00783381j -1.16165e-15-0.0213357j 4.87056e-16-0.00955437j 5.46389e-17-0.000800954j -1.88918e-16-0.00836836j -1.34117e-16-0.00777611j -2.96127e-17-0.0181218j 1.43641e-16+0.00767405j -1.10309e-16+0.00369269j -1.69993e-17-0.0183456j -8.67231e-17-0.0132931j -1.99252e-16-0.0320174j 3.01666e-17+0.00477258j 1.23202e-16+0.0138777j 6.94353e-17+0.0115412j -3.09689e-17-0.00754859j -1.62377e-17-0.0074123j 1.39145e-16+0.00822361j -3.97798e-15-0.0153969j -8.66862e-16-0.00669836j 
-5.25332e-17-0.00745988j -1.59229e-16-0.00788893j 1.04028e-16-0.0056449j -5.06121e-17-0.00578088j 1.12145e-17-0.000729681j -4.04153e-17-0.0186138j -1.02337e-16-0.0181143j 1.39467e-16-0.00101421j 4.31302e-17+0.00416653j 2.28461e-16-0.0158345j -1.40287e-17-0.0192138j 5.88603e-17-0.020804j -6.50552e-17+0.0103239j 6.5824e-17+0.020775j 4.20516e-16+0.0078103j -2.14788e-15-0.0059086j 2.76189e-16-0.0182885j 5.65014e-17+0.00626653j 1.76441e-17-0.00832851j 1.77493e-16+0.00951626j 4.20319e-17+0.0247307j -1.14483e-16-0.00443499j -8.23407e-16+0.00730159j 9.34499e-16-0.0193379j -1.32196e-16-0.000170173j -9.97278e-17-0.000355992j -1.54122e-17-0.00389352j -9.12304e-16-0.0187812j -3.62769e-14+0.0110843j -3.95988e-16+0.0119578j 6.99614e-17-0.00446854j -6.76964e-17+0.00679353j 2.14039e-16+0.00129689j 6.10261e-18-0.0297853j -2.57437e-17-0.00959135j -1.4672e-16+0.033477j -1.3598e-16-0.00369071j -8.68462e-17-0.00450502j 2.26698e-16-3.49073e-05j -1.34472e-16-0.0116017j -2.91328e-17-0.000218674j 1.56825e-16-0.00116514j 1.6364e-16-0.0136175j -1.30262e-16+0.0223194j -7.25946e-17+0.0176887j 1.88778e-16-0.0178445j 1.70488e-17+0.0175004j 1.47078e-16+0.00985654j 7.34763e-18+0.0085763j -8.31157e-17-0.0107045j -5.51671e-18-0.014543j -6.27206e-18+0.00728898j 2.61757e-17-0.00388658j 9.78772e-17+0.00150774j -1.39577e-15-0.00674006j -4.23463e-16+0.00401984j 
-2.51909e-16-0.0298853j 9.31238e-16+0.0181163j -5.2412e-17+0.0240641j -9.34468e-18-4.38999e-05j -2.17187e-17-0.006376j 6.41922e-17+0.00693307j -9.92341e-18+0.00422062j -1.89062e-17+0.0108935j 1.05753e-16+0.00694218j 1.04984e-17+0.0154956j -1.164e-16-0.012273j 2.50352e-16-0.0223775j 2.23821e-18-0.00215734j -6.29077e-17-0.00501502j -1.85366e-16+0.0109545j 3.01653e-15+0.00968151j -1.2816e-16+0.0051787j 2.38144e-16+0.00730368j 1.9153e-17-0.00686142j 1.15526e-16+0.00532692j 1.99903e-16+0.00540392j -2.67665e-16-0.0355104j 1.5089e-15-0.015142j 4.17757e-16-0.0102962j -2.08215e-16-0.0252904j 1.09469e-16-0.00237902j -7.96276e-17+0.00591627j 1.62817e-15-0.0418975j 8.67439e-14-0.02501j -5.35335e-17+0.00512628j -5.82882e-17+0.00156883j -1.11119e-16-0.0158271j -8.09876e-17+0.0114446j -2.9143e-16-0.0049349j -4.59905e-16+0.0273789j -1.72212e-16+0.0166872j -1.28664e-16-0.0142056j 1.15638e-15+0.0101113j -4.26876e-16-0.012263j -4.77972e-17-0.00978953j -4.36592e-16-0.0185925j -1.59158e-16+0.0317816j -1.4109e-16+0.00386405j 1.15856e-16-0.00710621j -1.61611e-16-0.0110344j 2.91102e-17+0.00436992j -4.99861e-17+0.0244023j -4.86532e-17+0.0242248j 7.36017e-17+0.0238329j 5.35969e-17-0.00740425j -4.56828e-17+0.0230268j 8.18813e-20-0.00376316j 4.28547e-19+0.00505936j -2.11487e-17+0.0173122j -6.93089e-15-0.0229069j -1.46186e-15-0.030887j 
2.83548e-16+0.00529808j -7.6638e-16-0.010837j -1.58214e-16-0.00141754j -6.04375e-17-0.00104485j 2.58973e-17+0.000257118j -3.66729e-16-0.0164828j 4.7951e-17+0.00985388j -1.27449e-16-0.00318999j 7.75149e-17+0.00146395j 4.34124e-17+0.00298319j -2.19789e-16-0.0101591j -8.41724e-18-0.0183986j -2.16474e-16-0.0169216j 6.81797e-18-0.00789023j -3.87328e-16-0.0156747j 9.42217e-16+0.00179172j 9.67109e-17+0.00283445j -4.69948e-16-0.0149823j 1.26453e-16+0.00100686j -5.33402e-16-0.0251345j -2.81885e-16-0.00641159j 2.80088e-16+0.00776192j 1.48915e-15-0.0149645j 3.91739e-16-0.0129294j -3.88689e-16-0.0244069j -1.23259e-16-0.00800894j 1.29135e-16+0.0106015j -1.59781e-16-0.0117047j -2.97311e-16+0.000345999j -8.49928e-17-0.000281884j 9.26036e-17+0.0101732j 2.13324e-16-0.00259537j -1.57395e-16+0.00890038j -4.7912e-17+0.0131553j -2.01698e-16-0.00791875j -4.84901e-18+0.00800273j -4.66227e-17+0.00347999j 2.20391e-15+0.0237231j -9.00484e-16-0.0138199j 3.11404e-16+0.00971748j -6.4588e-16-0.016785j 1.0466e-16+0.0170138j 1.21182e-16+0.00847932j -2.32313e-16-0.0200888j 2.50037e-16+0.00561102j 3.65615e-17+0.00218206j -4.50721e-17-0.000380812j 2.72556e-16+0.0254988j 1.08231e-16+0.0104726j -2.22039e-16-0.0121651j 1.068e-17+0.0124931j 1.93106e-16+0.00854595j 1.82579e-17+0.00410444j -2.76034e-16-0.0119572j 2.26004e-16-0.000783868j 3.3389e-16+0.00699054j 
1.54616e-16+0.00556494j -5.52872e-16-0.0119241j -5.03355e-17-0.0186j 3.76269e-17+0.00876056j 1.09756e-18-0.00593384j 9.09194e-18-0.0121569j 6.09494e-17+0.0161313j -4.71877e-17-0.020402j 3.83091e-17+0.00187272j 3.38021e-17+0.00750052j 2.47131e-17-0.0172907j 1.125e-17-0.00635057j 1.72193e-17-0.0105485j 7.5032e-19-0.0102118j 3.55843e-16-0.00688593j -5.21714e-15-0.0158844j 8.41287e-17+0.0054581j -9.69765e-17-0.00828666j 7.29058e-17+0.00222886j -1.00752e-16-0.00307571j -9.98436e-18+0.00788546j 8.28022e-17+0.00904339j 4.05375e-16-0.00359773j 2.8796e-16-0.00302415j 5.26066e-17+0.00680453j -1.48055e-16-0.00517196j 5.96632e-17-0.0185715j -3.55585e-16+0.0140924j -1.47832e-14+0.00415846j 3.77982e-16-0.0190135j 5.76986e-17+0.00399162j 6.87315e-18+0.0058458j -5.47888e-16+0.0189783j -4.3625e-18+0.0141156j -2.0838e-16+0.00939057j -1.38548e-16-0.00462285j 3.18772e-17+0.00355558j 5.14298e-16-0.00208699j -1.54086e-17-0.0224043j -9.10532e-17-0.0127497j 3.62045e-16+0.00636504j -1.87735e-17+0.0219948j 2.27626e-17+0.00561358j -5.61788e-17-0.00836085j 1.08299e-16+0.0200237j 1.0098e-16-0.00752734j -6.62714e-17-0.00173699j 1.6216e-17+0.00459466j 8.84032e-18+0.0157654j -1.93293e-17-0.00330022j 3.21579e-17+0.0152469j 1.85495e-17+0.00235246j -6.71316e-17-0.00575145j -9.09709e-17-0.0333514j -1.09039e-15-0.00772554j -1.65393e-16+0.0136191j 
-5.7162e-18+0.00536412j -2.16588e-16-0.00568998j -1.58536e-16+0.0087996j -1.9228e-17+0.000599762j -1.35456e-16+0.00936258j 3.42494e-16-0.0273276j 2.29469e-16-0.0160026j 1.15057e-16-0.00926456j -1.41205e-16+0.0168097j -9.34327e-17+0.00902025j -2.28587e-17+0.000272202j -1.2528e-16+0.00383879j -9.31054e-20+0.00139224j -8.05131e-17+0.00421057j -2.33436e-16-0.00247538j 2.55631e-15+0.00754736j 1.10801e-16+0.000249217j 1.82316e-16-0.0295552j 1.23068e-16+0.00365659j -1.34754e-16-0.00873936j -3.76149e-17-0.00212776j -2.63954e-16+0.0138767j 1.8455e-15-0.0160037j -2.55652e-16+0.00362239j -2.00209e-17+0.00890451j 3.51228e-17-0.0231521j -3.41348e-17+0.00416223j -8.38513e-16-0.031452j -6.69074e-14+0.0203586j -5.03098e-16+0.00243952j -3.07977e-16+0.018903j 5.4182e-17-0.00186005j -9.61451e-16+0.0256161j -3.72216e-16+0.0108238j 2.40071e-16-0.0142928j -4.7447e-17+0.00829427j -1.73033e-16+0.00954613j -1.30739e-16+0.0138989j -5.13864e-16+0.0309628j -1.43113e-16-0.00624097j -2.69747e-16-0.0111907j -3.35564e-16+0.0266272j -6.01875e-16+0.0381066j -4.34353e-17-0.0119307j 1.50531e-16-0.0151824j -9.73705e-17+0.00732794j -3.84762e-18+0.00342309j -2.21249e-16+0.0241212j -1.67833e-16+0.0167526j 4.31091e-16-0.0314963j 2.81934e-16-0.0146753j -3.53347e-17+0.00428046j -1.51144e-16+0.0159077j 4.12699e-17-0.00671109j 1.80208e-15+0.00885575j 4.89026e-16-0.00256804j 
-2.46016e-16-0.0178743j 8.74049e-16+0.0205365j 1.07107e-17+0.0173617j -5.79456e-17+0.000325456j -6.33573e-17-0.00171036j 3.45749e-17-0.00594083j 3.28092e-17-0.0220518j 1.4839e-17+0.0144304j -1.10349e-16-0.0195425j 1.17565e-17-0.0151984j -3.82808e-17+0.0169725j 4.54819e-17-0.00135097j -1.02037e-16+0.00314653j 4.08636e-17+0.00123633j -4.33956e-16+0.0176026j 4.63998e-15+0.0153331j 2.86921e-17-0.0111241j 2.12074e-16-0.00236208j 4.53334e-17-0.0149199j 1.77793e-16+0.0240405j 6.88288e-17-0.00790985j -3.52987e-17-0.00487248j 7.92189e-16-0.00735781j -7.10121e-16+0.0131284j 7.39521e-17+0.00654114j 1.93055e-16+0.02194j 3.71948e-17+0.0078464j -1.3632e-15+0.0203697j -7.90788e-14+0.0230684j -5.09309e-16+0.0136464j -2.34104e-16+0.00210719j -1.47935e-16+0.0121936j 8.41541e-16-0.034847j 5.11478e-16-0.0256492j -3.35473e-16+0.0294798j -3.00863e-17-0.02006j -5.561e-17-0.00931664j -2.48606e-15-0.038716j 8.32511e-16+0.000649239j 3.21637e-16+0.0143326j -2.03019e-16-0.00946064j -1.6154e-16-0.0186022j -5.16098e-17-0.0100819j 1.21899e-16+0.00215228j 8.2226e-17+0.0116351j -3.18762e-17-0.0227547j -4.44181e-17-0.0116568j -1.33679e-16-0.0234754j -1.63296e-17-0.024886j 1.03592e-16-0.0101572j 7.4065e-17-0.0184933j 3.67793e-17-0.0110316j -4.79407e-17-0.00849895j 7.41835e-17+0.0266881j -3.3453e-15-0.00865384j -6.63844e-16-0.0255137j 
-1.5805e-16-0.0158974j 1.41965e-16-0.000272766j 2.05308e-16+0.022432j -1.86044e-16-0.0188494j -5.06898e-17-0.00746341j 7.06968e-17+0.0171084j -6.03886e-17-0.0053832j 1.16209e-16+0.0165461j -9.61195e-17-0.0109378j -1.13702e-16-0.000246573j 2.27575e-18+0.0113837j 1.0222e-16-0.0101834j 2.20675e-17+0.00136087j 1.06523e-16+0.023942j -2.64003e-16+0.00346584j 2.97129e-15+0.0087997j -5.74603e-17+0.0121228j -2.45047e-16-0.0193405j 1.45542e-16-0.00215953j -2.21864e-16-0.00458324j -3.08672e-16-0.0135412j -1.58356e-17-0.00562003j -1.50974e-15+0.0146052j -3.09883e-16+0.00335804j -2.56734e-16-0.0107354j 1.22317e-16+0.00587724j 1.92815e-16+0.0194385j 9.09678e-16+0.00135037j 4.03889e-14-0.0119962j 8.39771e-17+0.00835327j -6.22034e-17-0.00727754j -5.43239e-17+0.0127756j 7.96202e-16-0.045891j 2.7676e-16-0.0037983j 2.2385e-16-0.00266666j -4.0228e-18-0.0136461j 7.65647e-17-0.0154752j -1.42191e-16+0.000545316j 1.67978e-17+0.0103647j 4.71256e-16+0.0193194j -4.97106e-16-0.0046398j -8.55115e-17-0.0250157j -5.04872e-17-0.0165336j -1.76131e-17-0.00975323j 5.25712e-17+0.00589368j -3.73797e-17-0.00352978j -8.22849e-17-0.00641948j -1.1864e-16-0.0173279j -1.55065e-16-0.0217096j 2.80705e-17+0.0110552j -1.53338e-17+0.00212359j 3.61017e-17+0.00446414j 1.27869e-17-0.00404096j 3.33514e-16+0.043488j -1.41341e-15-0.00506945j -3.56253e-16-0.00336139j 
-1.3238e-16+0.00269611j 7.3984e-16+0.0199807j -3.70829e-17-0.0221711j 9.51977e-17+0.0194816j -1.36265e-17-0.00309864j 8.23306e-17+0.00630081j 1.03158e-16+0.0119891j -4.03672e-18+0.00503845j -9.89794e-17-0.0221301j 7.01885e-17-0.0175075j 4.275e-17-0.00305225j -5.37311e-17+0.00171125j -5.60579e-17-0.000726249j -2.52328e-17-0.0259703j 2.30534e-16+0.0138443j -2.36407e-15-0.0058819j -5.8053e-18-0.0109977j 3.59631e-16+0.0345022j -1.6173e-16-0.011004j 3.02176e-16+0.018273j 2.74788e-16+0.0140187j -2.94922e-18-0.0119494j 1.79935e-16-0.00105859j 2.79637e-16-0.00280115j -7.88336e-17+7.97874e-05j 1.77127e-16+0.0251474j 2.91121e-18-0.02328j -5.34773e-16+0.0454229j -2.62537e-14+0.00692793j 2.58816e-16-0.00945047j -3.24455e-17+0.00317365j -1.53543e-16+0.00361586j 1.6142e-16-0.00589866j 3.01284e-16-0.0130287j -4.63692e-16+0.034753j -1.80312e-16-0.00937856j -4.47171e-17+0.00288074j -7.94033e-16-0.0273892j 4.49734e-16-0.0333184j 3.59996e-17-0.00776422j 3.32843e-16+0.00348942j -9.20296e-17-0.00440475j 4.2898e-17-0.0200027j 9.63536e-17+0.0107788j 6.85509e-17+0.0208j 7.01097e-17-0.0160999j -4.708e-17+0.00192779j -3.94333e-17-0.010103j -1.57521e-17-0.0153035j 6.8832e-17+0.0122184j 8.02651e-17+0.00876729j -1.62388e-17-0.017404j -1.09277e-16-0.0160566j -5.25675e-17-0.0238001j -2.27835e-15-0.00724146j -4.89993e-16-0.0121157j 
