1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
-6.87052e-17+0.0053275j -1.5344e-16+0.00545291j 3.66086e-17+0.00762014j -1.73349e-16+0.000927296j -1.48683e-16-0.00276222j 4.79445e-16+0.0205319j 6.24773e-16+0.0278993j -1.72778e-16+0.0074899j 2.48286e-16-0.020147j 4.45553e-16+0.00311403j -6.87753e-16-0.0115408j -2.75732e-16-0.00987007j 6.3696e-17+0.00149062j 2.50122e-16+0.000442221j 3.87278e-16+0.00174501j -5.96875e-15-0.015401j 3.60209e-16+0.0206599j -1.99867e-16-0.0141608j 5.43399e-16-0.00109089j 4.71573e-17-0.00739503j 2.68882e-16+0.0182975j -8.37324e-17-0.0110259j -1.42436e-15+0.0179946j -1.50364e-16-0.00278512j -4.00684e-17-0.0104478j -2.80287e-18+0.00282419j -3.81719e-16-0.0156979j 1.33141e-15+0.0026629j 1.01089e-13-0.0303164j 3.16244e-16-0.0157863j -3.4171e-16+0.0140004j -8.85335e-17+0.0165989j 5.41734e-16-0.0158824j 3.96487e-16+0.0281595j 1.99976e-17+0.0031324j 2.28966e-17+0.0025126j -1.44433e-16-0.00504473j 1.8385e-15+0.0260504j -7.61541e-16+0.00919673j -9.57847e-16-0.0214196j 5.13464e-16+0.00130341j 2.53212e-16+0.0114806j 1.14327e-17+0.0117077j 7.35277e-18-0.0177606j 2.5401e-16+0.0109127j 2.43522e-16+0.0050599j 4.1071e-16+0.0258574j 1.77544e-16+0.017536j 4.50707e-16-0.00721245j 4.38214e-16+0.0151804j 7.43202e-16+0.0385249j 1.36854e-16-0.00763821j 9.16052e-17+0.00523693j -3.81911e-17+0.00347098j -6.30701e-17+0.00201798j 3.01768e-16-0.00771633j 
6.29523e-16-0.00191679j -7.61447e-16-0.0231529j 3.12783e-16-0.00710489j 1.30964e-16-0.00826319j 9.62157e-17-0.00278249j 2.18242e-16-0.00211951j 7.50442e-16-0.000626732j -4.14535e-18-0.0204358j -8.32635e-16+0.02872j -1.8688e-16+0.0161287j -2.04503e-16-0.0235394j -1.44143e-16-0.00638907j -9.49842e-17+0.00755346j -2.48901e-16+0.0178143j 1.1068e-16-0.0018382j -5.36556e-15-0.0139489j 3.25191e-16-0.000699354j -5.09248e-16-0.0081723j -2.0569e-16+0.020965j 1.46292e-16+0.00942296j 4.39994e-16+0.00399277j 2.6366e-16+0.0161135j -1.26339e-15+0.0152451j 4.84032e-16-0.0026125j 2.51507e-16+0.0197902j 3.08736e-16-0.0128512j -4.87087e-16-0.0110581j 1.04773e-15-0.0227078j 3.34627e-14-0.00967942j -1.65314e-16-0.00275205j 4.35514e-16-0.0109136j 7.34735e-16-0.00775898j -1.07185e-15+0.0264417j 6.09272e-16-0.00173721j 7.55751e-17-0.00678232j -3.12593e-17+0.00967105j -7.62924e-17+0.0060765j 2.89631e-17-0.00509044j 4.09578e-16-0.00191192j -8.57179e-16-0.0203133j 9.71038e-16+0.019477j 8.63794e-17+0.00417407j 5.41407e-16+4.45152e-07j -4.04306e-16+0.0154117j 4.74786e-16+0.00454779j -1.04922e-16-0.00289333j 4.09545e-16+0.00335314j 2.43513e-16-0.0062757j -3.16461e-16+0.027457j 2.14486e-16+0.0032716j 8.48287e-16-0.000959001j -3.0002e-16+0.0120493j 2.36723e-16+0.00031073j -4.10403e-17-0.009617j 2.6312e-16-0.00504528j -1.51735e-16+0.0229608j 
-2.02272e-16+0.00245941j 3.92441e-16-0.00822819j 9.34092e-16-0.0177081j 2.90504e-16-0.00457378j -6.14024e-18-0.00191601j 2.50558e-17+0.00169943j 3.15281e-16-0.00745504j 1.30304e-16+0.00361276j -1.26617e-15+0.0199794j -7.51867e-16+0.0118799j -1.648e-16+0.0166847j -4.97521e-16+0.0129929j 2.08966e-16-0.00868073j -4.54938e-16+0.00383889j -3.97771e-16-0.00243276j 4.5944e-15+0.0135626j -5.45094e-16+0.0127216j -2.90651e-16+0.0033403j -7.06782e-16+0.00399695j 4.37144e-16-0.0267033j 6.73236e-16-0.0245787j -4.02752e-16-0.000481593j 1.03383e-15-0.00878189j 1.16982e-15-0.0111348j -2.91303e-16-0.0103084j 7.24255e-16-0.0195343j -1.32913e-16+0.0148002j -1.03099e-16-0.000893445j -3.04876e-14+0.00904311j 3.81896e-16-0.00663282j 4.6024e-16-0.00483313j 6.40607e-16-0.0105501j -1.19323e-15+0.0086568j -1.32342e-16+0.00236147j 1.30637e-15-0.0195917j 5.65864e-16-0.0130828j -1.45711e-16+0.0014077j 5.38019e-16+0.0127784j -3.22277e-16-0.00205476j -2.02622e-16+0.0266482j -7.31878e-16-0.00349833j 1.65396e-16-0.00117645j 2.59043e-16-0.00904213j -1.61058e-16-0.00786935j 6.18338e-16-0.0193067j -8.89816e-16+0.0216865j 7.25615e-16-0.0198202j 9.47942e-17-0.000652748j -2.90126e-16-0.00227492j -1.4013e-16+0.00172288j 7.51529e-16-0.0157856j -5.63072e-16+0.0105779j 1.05563e-16-0.00489234j 5.83956e-16-0.00730859j 1.41172e-15+0.00375084j -7.01914e-16+0.0157749j 
-2.04965e-16+0.0211117j -7.65242e-16-0.0158514j -1.40487e-16-0.012301j 2.2928e-18-0.00255359j -1.85337e-16+0.00760128j 1.77249e-16-0.0237625j 7.81213e-17-0.00656756j -8.06924e-17-0.00205258j 2.73797e-16+0.00861103j -1.04384e-17+0.00672229j -2.87538e-16+0.00321367j -2.77121e-16+0.003316j 7.75502e-17-0.0106246j -1.04691e-16+0.00690236j -9.27734e-17-0.00475465j 2.10479e-17-0.00021594j -2.55477e-16+0.0143244j 4.33015e-16-0.0383779j 1.90103e-16+0.00776484j -9.77976e-17-0.025745j -2.11468e-16-0.016213j -2.99335e-16+0.0300346j 7.7634e-16-0.00678411j 2.40987e-16-0.00811511j -2.70036e-16+0.00254518j -6.69325e-17-0.0184464j 1.44294e-16+0.00197967j -1.65986e-15-0.00466022j -7.94765e-14+0.0236342j 1.1513e-16-0.011031j -6.21697e-16+0.0239356j -4.40571e-16+0.0143127j -1.04849e-16+0.00787586j -6.08305e-16+0.0216004j 7.22443e-16-0.0229624j 4.51662e-16-0.0135619j -4.64395e-17+0.0112267j 2.39456e-16+0.0181471j -1.12418e-15+0.0196749j 6.95544e-20+0.0084592j -2.36273e-16-0.00414236j 1.24298e-18+0.0100581j -7.15635e-16+0.0270128j 3.46215e-16-0.0238485j 1.35661e-16+0.00126985j -1.34943e-16+0.0096719j 8.96548e-17-0.00917181j -1.71667e-16+0.0190719j 4.21938e-16-0.00680228j 2.52892e-16-0.0192858j 1.7648e-16-0.0124847j 8.98663e-17+0.00793194j -2.2703e-16+0.0062435j -4.94524e-17-0.0185556j 4.49089e-15+0.017628j 1.08878e-15+0.0164444j 
-4.5722e-16-0.00780519j -1.15981e-17-0.00514438j 5.14416e-16+0.0128389j -1.7075e-16-0.00883006j -1.8791e-16-0.00349616j 1.82999e-16-0.00275857j -1.57622e-16-0.0122235j -8.60377e-17-0.00391778j -4.22971e-16-0.0116812j -2.1126e-16-0.00783908j -1.66523e-16+0.000734838j -1.56068e-16-0.000568934j 3.60141e-16+0.00846936j 4.86846e-16+0.0233504j 6.74387e-16+0.00241531j -5.3114e-15-0.0139752j -7.63717e-17-0.00176035j 1.5725e-16-0.0118945j -1.21645e-16-0.00994526j 1.06047e-15+0.0214587j 7.22414e-16+0.0132582j -3.02304e-16+0.00203678j -1.27197e-15+0.0162079j -1.71286e-16+0.0102139j 8.75601e-16+0.0237673j 4.19873e-16+0.00924999j -3.30858e-16-0.00337573j -1.0462e-16+0.00215884j -1.16896e-14+0.00337206j 5.08669e-17+0.00416121j -5.33729e-16-0.0130674j 3.14064e-16+0.0240015j 5.35614e-17-0.0236251j -1.30485e-16-0.010239j 4.33584e-16-0.00511915j 2.32281e-16+0.00159106j -3.70097e-16-0.016022j -2.21599e-15-0.0174912j 7.64318e-16+0.0158373j -6.67412e-16-0.00777136j 9.79151e-16+0.0161356j -2.30996e-16-0.0159046j -2.45517e-16-0.00404117j 5.31572e-16+0.011933j 5.14541e-16+0.0158696j -5.22463e-16-0.0157924j 2.80156e-16+0.00237294j -6.10145e-16-0.0202584j -3.00672e-17-0.00747738j 1.72624e-16-0.000610639j 4.82891e-17-0.0102975j -1.15883e-16+0.00178844j -7.00894e-17-0.0018866j 7.11174e-16+0.022164j -7.79578e-16-0.00227664j -3.61149e-16+0.00153695j 
-5.81726e-16-0.0231677j 1.22114e-15+0.0202207j 2.11279e-16+0.0225493j 2.01432e-17+0.00211991j -1.31298e-16-0.00139108j 3.48714e-16+0.00246345j 1.2184e-16-0.000184454j 1.17517e-16+0.0121725j 4.86762e-17+0.0135541j 8.16513e-17+0.0234803j -9.10893e-17-0.0132347j 1.08582e-16-0.01847j -1.83222e-18+0.00191223j -1.93019e-16-0.00355711j -2.61782e-16+0.0243383j 4.04296e-15+0.0137785j -1.17813e-16+0.0124094j 3.90086e-16-0.0175526j -6.50625e-17+0.00713165j 2.63325e-16+0.0084322j 9.06358e-17-0.00513366j -6.2692e-16-0.0163316j 1.20674e-15-0.0128734j 2.25254e-16-0.00489043j -2.74717e-16-0.0122719j 1.98091e-16-0.00711307j 3.32002e-17-0.00462703j 7.40926e-16-0.0390041j 4.69923e-14-0.0133493j -1.22616e-17-0.00218883j -3.83467e-16+0.0242062j -3.30105e-16-0.0111261j -3.433e-16+0.015169j -3.31833e-16+0.00480805j -1.80674e-16+0.0393156j -1.6597e-16-0.00388346j -3.61183e-16-0.000278481j -1.43343e-17+0.00168187j -3.24604e-16+0.0030294j -2.34503e-16-0.0181241j -4.48463e-16-0.0188686j -1.42789e-16+0.03683j -3.28319e-16+0.0238361j 1.2674e-16-0.0180739j -2.40897e-16-0.00885123j 4.23466e-17+0.00317827j 4.13114e-17+0.0222055j -1.3139e-16+0.025491j 1.83333e-16+0.0169979j 1.95139e-16-0.0149943j 2.46963e-16+0.0190892j -1.07631e-16-0.00939316j -1.86006e-17+0.00752864j 2.5368e-16+0.00979435j -5.77932e-15-0.0162138j -1.49512e-15-0.0340454j 
-5.19236e-16+0.0036804j -1.1716e-16+0.00604427j 1.43312e-16+0.0199997j -1.39873e-16-0.000657717j -3.89231e-16+0.00663903j -8.67573e-16-0.0112553j -4.00081e-18+0.000698967j -2.16255e-16+0.00886337j -4.30673e-16-0.00555473j -2.95102e-16+0.00802465j -3.29883e-16+0.00114653j -9.13472e-16-0.00762178j -4.81885e-16-0.00665401j 8.34588e-17-0.00181227j -5.43581e-16+0.00166376j 2.14747e-15+0.00604139j -2.02356e-17+0.0134915j -1.09736e-15-0.0377692j -2.93309e-16+0.00136129j -8.30519e-16-0.0110284j -4.55786e-17-0.00895368j -1.55652e-16+0.00889861j 6.48746e-16-0.0111318j -4.81972e-16+0.00220862j -7.8324e-16-0.00838849j -1.59314e-16-0.0058563j 4.21311e-16+0.00502379j 2.17815e-16-0.0191327j -6.46321e-15+0.0024648j -1.20383e-16-0.00179431j -7.99007e-18+0.0286487j 4.28736e-16+0.0100657j -7.01365e-16-0.00344122j -1.5096e-16+0.0227911j 1.9383e-16+0.00366606j 2.21139e-17-0.0079696j -3.60985e-16+0.00242692j 6.60021e-16+0.0178674j -9.78703e-16+0.0223921j 4.52984e-16-0.00186334j -1.42097e-15-0.016806j 4.46881e-16+0.0196935j -3.17314e-16+0.0357353j -8.50394e-16-0.0299598j 1.05049e-15-0.00337192j -7.22366e-16+0.00538419j -2.24353e-16+0.00851338j 3.39848e-16+0.0260126j 1.16447e-16-0.00396182j -6.40582e-16-0.0199108j 3.34731e-16+0.0092433j 3.06638e-16-0.00405075j -2.20644e-16+0.0139766j 5.11946e-17+0.00727572j 2.67363e-16+0.00735201j 2.28797e-16-0.0161192j 
-2.30758e-17-0.0141966j -1.58197e-16-0.00531216j 8.64182e-16+0.0030936j -1.46864e-16-0.00258335j 5.1037e-17-0.00925334j -1.19937e-15-0.0177181j 2.06221e-17-0.00183877j 2.32992e-16-0.00460605j -6.33576e-16-0.00639169j 6.83997e-17-0.0033423j -1.43602e-16-0.00869911j -7.72909e-16-0.0238875j -7.42033e-16-0.00910831j -5.54909e-17+0.00400835j -4.91599e-16-0.00223071j 2.16029e-15+0.00498957j 5.7726e-16-0.000437525j -2.21207e-15-0.0178268j -2.1233e-16-0.0106991j -1.21508e-15-0.00994969j -3.93945e-16+0.00389949j 3.10723e-16-0.00496374j 1.4787e-16-0.00979381j 1.59942e-16-0.00743137j -1.1533e-15-0.015053j -3.68708e-16-0.00395923j 6.96487e-16+0.00602049j -1.29944e-15+0.00310434j -3.89352e-14+0.0116943j -1.18333e-16+0.000339912j 1.29733e-15+0.00456103j 7.50938e-16+0.00879484j -3.57046e-16-0.0110559j 1.0389e-15-0.00504001j -1.64576e-16+0.00864156j -2.9696e-16+0.00313026j -1.59782e-16-0.00710919j 1.63866e-15+0.000385092j 3.23603e-16-0.0150797j 7.14059e-16+0.00790717j -1.92052e-15-0.0177386j 1.05698e-15+0.0140185j 1.3519e-15-0.00616034j -1.81864e-15-0.0144524j 6.3548e-16+0.0220259j -1.1527e-16-0.0167015j 1.02182e-16-0.00195706j 1.42008e-15+0.00744754j -1.60965e-16+0.00549559j -1.33785e-15-0.0141762j 5.34054e-16+0.00654297j 1.30429e-16+0.00599792j 3.7491e-16-0.00692113j 2.65455e-16+0.00112107j -3.96341e-15-0.0166225j -1.35778e-15-0.00138272j 
-1.33891e-16-0.0134873j -2.80121e-16-0.0113161j 9.48319e-17+0.00888754j -8.69231e-17-0.0163969j -1.08635e-16-0.0108416j -6.97788e-17+0.00250172j -3.10361e-17-0.00777524j 5.80369e-17+0.00388937j 4.196e-18-0.00175709j 2.83681e-17+0.00500745j -1.69029e-17+0.0172626j 2.74441e-17-0.00353161j -9.70999e-17-0.00730797j -2.82859e-17+0.0231435j -3.36295e-16-0.00794631j 4.10727e-15+0.0110718j 8.68502e-17+0.0183036j -4.17267e-16-0.0230377j 1.47197e-16-0.0104841j -5.0475e-16-0.027221j -3.95857e-16-0.0129086j -1.43328e-16-0.009985j -2.71844e-16+0.000995747j -5.65909e-17-0.00218959j -3.41844e-16-0.0144396j -1.54398e-16-0.0159418j 2.32207e-16+0.0244459j -1.28639e-16+0.000883414j -8.62975e-15+0.00262195j -1.81291e-17-0.00107314j 1.24737e-16-0.00990873j 6.61238e-17+0.0117311j 5.56766e-16-0.0299134j 1.98578e-16+0.00417682j 6.20832e-16-0.0226944j -2.70827e-18-0.00883213j 4.83397e-17-0.017605j 9.83879e-16+0.017362j -5.75508e-16+0.0101998j 5.85185e-16+0.0293894j -8.6418e-16-0.0105468j 2.83239e-16-0.00557057j 2.19177e-17-0.0124239j -2.85562e-16-0.0192652j 7.44592e-17-0.000996169j 6.64962e-18+0.00663002j -3.32518e-17-0.0150571j 7.77796e-17-0.00699376j -1.04452e-17-0.00924911j -1.29837e-16-0.000140886j 6.73533e-17-0.00443291j 5.18778e-17+0.0141391j -5.83851e-17-0.004722j 1.00089e-16+0.0261419j -1.16361e-15-0.00625672j -3.11456e-16+0.00968688j 
-9.14369e-16+0.013318j -5.90701e-16+0.0145147j -7.30587e-16+0.0170348j -2.90358e-16+0.00387056j -7.59471e-16+0.0126361j 5.79477e-16-0.0105646j -1.14925e-16+0.00636837j -1.46051e-15+0.0212381j 1.61767e-15-0.0257603j 1.0856e-15-0.0110858j 4.30731e-17-0.00607066j 8.58783e-16-0.01446j 3.42216e-16-0.0105134j 6.49215e-16-0.012724j -7.88637e-17+0.00182716j -3.14604e-15-0.00940477j 2.5121e-16-0.00111777j 5.51271e-16-0.0122096j 7.12242e-16-0.00544996j -9.92808e-17+0.00879538j -2.3291e-16-0.000944989j -3.68952e-16+0.0120345j 1.17207e-15-0.00752177j 7.28358e-16-0.00574597j 7.75629e-16-0.0110205j -1.14149e-15+0.026329j -5.06949e-17-0.000810675j 6.40278e-16-0.0116385j 1.5745e-14-0.00451883j -6.34706e-16+0.00665715j -1.88548e-15+0.023891j -1.24557e-15+0.0179331j 1.33535e-15-0.0130936j -2.29654e-16+0.00971001j -5.67351e-16+0.0124026j -3.91372e-16+0.000237543j -1.10082e-16-0.00157172j -3.00193e-16+0.00464966j -6.92246e-16+0.0032454j 1.2242e-16-0.00621366j 5.87151e-16-0.00620071j 9.14287e-17-0.00112031j -1.19418e-15+0.0243085j 7.06462e-16-0.0128275j -4.88813e-16+0.0109752j 3.2232e-16-0.00556045j -1.1481e-15+0.0179335j -1.63822e-15+0.0251321j 1.44167e-15-0.0183695j 7.11916e-16-0.0120123j -3.47859e-16+0.0112117j 7.6046e-16-0.0119492j -5.33795e-16+0.0118222j -3.28393e-16+0.00595953j 1.1248e-15+0.013415j 1.80467e-15-0.0221883j 
-8.84683e-16+0.00720064j -6.58714e-16+0.00961618j -6.76695e-16-0.00029579j -3.24347e-16+0.00392524j -7.12285e-16+0.00531007j 5.33219e-16-0.00382629j -1.70342e-16-0.00378911j -1.243e-15+0.0111833j 1.57717e-15-0.0145884j 1.06529e-15-0.0158168j 2.63735e-17+0.00581396j 5.52757e-16+0.000117004j 3.0397e-16+0.00394274j 6.81397e-16-0.00259667j -3.13554e-16+0.00446457j 1.9186e-15+0.00529863j 2.65307e-16-0.00494991j 4.29644e-16+0.00164711j 6.39268e-16-0.00968259j -1.86659e-16-0.00592336j -2.51373e-16+0.00926999j -3.84049e-16-0.00480767j 4.70589e-16-0.00101199j 5.05222e-16-0.00407123j 6.43213e-16-0.00881377j -1.22335e-15+0.00337149j 7.14843e-17+0.000222817j -4.80929e-16+0.00745213j -3.28138e-14+0.00955676j -5.49914e-16+0.00361777j -1.53603e-15+0.0128719j -1.06286e-15+0.00744547j 1.2737e-15-0.0123132j -2.73684e-16-0.00240206j -3.28917e-16-0.00553503j -2.71557e-16+0.00743343j -1.05892e-16+0.00311003j -2.01977e-16+0.00837915j -6.6597e-16+0.0125105j 1.9938e-16+0.00154347j 1.71358e-16-0.0108692j 1.507e-16-0.00226729j -1.10595e-15+0.00338493j 5.64839e-16-0.00270932j -4.88288e-16+0.00127846j 3.11035e-16-0.00121534j -9.99866e-16+0.00813243j -1.40067e-15+0.0122488j 1.30244e-15-0.0153384j 6.38641e-16-0.00454949j -3.41447e-16-0.00344095j 7.47567e-16-0.00604718j -5.49712e-16+0.0023189j -2.49761e-16+0.00143621j 5.8309e-16+0.00822433j 1.56684e-15-0.00968876j 
-1.56039e-16-0.00395493j 6.17872e-16+0.0142522j 8.4294e-17-0.00125341j -7.8173e-17+0.00732421j 1.89101e-17+0.000849795j 8.41077e-17-0.00883423j -1.56478e-16-0.0100737j 1.84247e-16+0.00707335j 1.41482e-17-0.00730955j 7.28102e-17-0.00485985j 1.45372e-16+0.00430738j 1.1068e-16-0.000307256j 3.54168e-17+0.00257205j 1.96827e-16-0.00456368j -1.00747e-16+0.019049j 2.68517e-15+0.00942715j 1.22347e-16-0.00132317j -5.74382e-17-0.00987823j 4.64111e-17-0.00387964j 1.21302e-16+0.0096043j -9.41294e-17-0.00249376j -5.40914e-18+0.00188428j 7.64437e-16-0.00638526j -1.23823e-16+0.0031804j 1.30904e-16+0.00575469j -3.29411e-18+0.00532134j 1.22475e-16-0.00861197j -1.56358e-15+0.0162296j -7.44555e-14+0.0218154j -1.56518e-16-0.00318917j -1.40922e-16+0.0190428j -3.12243e-17+0.00867438j 4.47209e-17-0.00874923j 2.14581e-16-0.00671586j -3.87135e-16+0.0247677j -2.04588e-16-0.0175652j -1.21125e-16+0.00486418j -1.41654e-15-0.0202772j 8.07424e-16+0.00297087j 6.79125e-17-0.00152472j -1.24481e-16-0.00889203j -2.3809e-16+0.00450089j 5.356e-17+0.0062488j 2.05374e-17-0.0071016j -8.08221e-17+0.0101237j 1.33586e-16-0.0119965j -2.91451e-17-0.00216097j -8.75643e-17-0.00193787j -1.66028e-16-0.0136348j 2.47116e-17-0.0114793j -1.23357e-16-0.00743226j -2.11024e-18-0.0106962j -3.20946e-18-0.00517813j 2.24301e-16-0.00343466j -1.44388e-15-0.0030329j -3.89108e-16-0.0162973j 
-1.2154e-16+0.0120504j 3.04544e-16+0.00692086j 5.77927e-17-0.0040984j 5.06388e-17+0.00752592j -2.51359e-17+0.00753573j 8.67175e-17-0.00808912j -2.83327e-17+0.00779306j 7.96685e-17+0.0080056j -1.40749e-16-0.0114821j -3.0341e-17-0.0125824j 1.32399e-16-0.0115539j 1.34734e-16-0.0140586j 3.61276e-17-0.00528664j -4.21378e-17-0.0190809j -1.75527e-17+0.00291101j 6.18273e-16+0.001453j -1.19583e-17-0.0136162j 1.48819e-16+0.00100619j -1.59414e-16+0.00825986j 7.30685e-17+0.00536654j -7.83626e-17-0.00521898j -9.45086e-17+0.0186581j 5.40679e-16-0.00483605j 2.95781e-16-0.0044935j -2.51666e-16-0.0104032j 1.82559e-16+0.0200637j 7.21953e-17-0.00536104j -1.65596e-16+0.0131262j -1.8917e-14+0.00535106j -8.56215e-17+0.00636957j -1.27317e-16+0.0192798j -1.27009e-16-0.00173245j -1.5555e-16-0.00230725j -3.88473e-17-0.0026561j -2.25622e-16+0.0213046j -2.07104e-16-0.00485803j -1.29146e-16+0.0163408j -2.7299e-16-0.0106338j 1.05657e-16-0.0183521j 2.03416e-16-0.00157674j -3.11934e-16-0.00875196j -1.7726e-16-0.0070408j -8.58913e-17+0.00226398j 6.00624e-17-0.00286738j 2.79929e-17+0.0166854j 2.71377e-19-0.0144456j -9.69013e-17+0.00136156j -1.44542e-16+0.00813015j -1.16892e-16-0.011153j 4.41215e-17-0.00272972j -8.18224e-19+0.0072374j -7.10993e-17-0.00883862j -6.82836e-17-0.00086531j 1.21489e-16-0.01316j 7.89691e-16+0.00511093j 3.97047e-17-0.00708836j 
-1.11772e-16-0.00042736j -6.78478e-16+0.020387j 2.14622e-16-0.00320024j -3.9174e-16+0.00696192j -4.04542e-16+0.00527625j -1.33243e-16+0.00102827j 8.75183e-16-0.010515j -1.50899e-15+0.0197233j 2.92991e-16-0.00559717j 4.70563e-16-0.00619134j -1.17218e-15+0.0154875j -8.44859e-16+0.0102109j 1.53149e-16-0.0038956j 7.2359e-16-0.0124222j -1.1737e-15+0.0131775j 1.87365e-15+0.00831776j 1.96196e-16-0.00398769j -1.63196e-15+0.0231105j 5.95865e-16-0.00931649j -5.87673e-16+0.0102135j 8.65489e-16-0.0113221j 7.73501e-16-0.00884987j 2.32272e-15-0.013223j 7.69316e-16-0.00505594j 1.91456e-16-0.00401984j -8.98805e-16+0.0149294j -3.44889e-16+0.00373798j -7.03185e-16+0.00412629j -3.31329e-14+0.00956016j -5.62288e-16+0.00413145j -6.54931e-17+0.00210806j 1.03486e-16-0.00226271j 3.50925e-16-0.00293033j 1.26202e-15-0.0141133j -8.60642e-16+0.0136561j 6.61933e-16-0.0106186j 3.79569e-16-0.00377763j 1.75457e-16-0.0145938j 5.85037e-16-0.0066161j -6.75842e-16+0.0117613j 3.82297e-17-0.00203523j 6.65302e-16-0.00865118j 4.26205e-16-0.00486424j -5.08922e-16+0.00564346j 8.58117e-16-0.010478j -5.4293e-16+0.00482985j 1.9648e-16-0.00330025j 4.70064e-17-0.00135904j 1.24282e-15-0.0168761j 1.6474e-16-0.0024397j 1.23132e-15-0.0148258j 6.65588e-16-0.0100088j 1.76196e-16-0.00305907j -2.81785e-16+0.00190507j -3.32248e-16+0.0037802j 1.23184e-15-0.0176677j 
1.44042e-16+0.018511j -3.44152e-16-0.00402039j -1.87612e-16-0.0329565j 1.15383e-16+0.0121938j 2.01882e-17-0.000569217j 1.24379e-17-0.0071497j 1.07275e-16+0.0134473j -4.26712e-17-0.00435283j 2.04112e-16-0.00325233j 1.08423e-16+0.00430374j -1.05291e-16-0.00559064j -1.41601e-16+0.00619744j 4.41392e-17-0.0141594j -2.01313e-17-0.0139467j 4.90623e-16+0.00379043j -6.02496e-15-0.0172937j 2.25773e-17+0.0126689j -3.05911e-17-0.00106446j 1.03892e-16+0.00245403j -1.5099e-16-0.00285731j -1.95844e-17-0.00454962j 1.54216e-16+0.0155369j 3.0157e-16-0.00188016j 5.48819e-16-0.0100828j -1.16093e-16+0.0091357j -2.42645e-16+0.00409827j -1.05564e-17-0.0231895j -1.06622e-15+0.0287219j -4.05804e-14+0.011554j 4.32818e-16-0.0263072j 1.01579e-16+0.0117298j -2.00436e-16+0.0144333j -1.38369e-16+0.0115695j 1.63483e-16+0.0148144j -2.34199e-17+0.0102294j 7.19249e-17-0.0238406j 2.3774e-16+0.00565318j 1.38653e-16-0.00808643j 7.22217e-17-0.0212878j -1.52245e-16-0.00498254j 5.202e-16+0.0140148j 2.20413e-16+0.00793376j 9.73542e-17+0.0039461j -3.28074e-17-0.00910011j 7.41402e-17+0.0181323j 1.52447e-16+0.00045997j 1.11704e-16-0.00690414j 2.27115e-16+0.00166511j 1.71022e-16-0.00850215j -2.59688e-17+0.00266138j 1.20381e-16+0.00484935j 1.94094e-17-0.00401676j -7.47768e-17-0.0098142j -3.00056e-16-0.0403621j 1.79401e-15+0.00485294j 4.40518e-16+0.0130218j 
