0.0119504-0.00279043j -0.000222131+0.0109001j -0.0101766+0.00740034j 0.00876016+0.0152181j -0.0126543-0.0102249j -0.0117689+0.00480848j 0.00330941+0.0254375j 0.0250038+0.0155429j 0.00967164-0.00657562j -0.0164737+0.000550742j 0.00165283-0.00127517j -0.0181211+0.0238588j 0.0151397+0.00660191j 0.00823181-0.00416587j -0.0072144+0.00641276j 0.00444048+0.0158753j -0.00288974-0.00690841j 0.00497205-0.0104887j -0.0158738+0.000506616j -0.0144797+0.00272663j -0.00856085+0.00699972j 0.0228142+0.0136629j 0.00742882+0.00259714j -0.00537132+0.00318302j 0.00966576+0.00100982j -0.00424098-0.0165232j 0.00134819+0.00513994j 0.00202567+0.00637609j -0.0122413+0.000442904j 0.00616762+0.00176095j -0.00208585+0.0162122j -0.00242677+0.00942198j -0.0117916-0.00497157j 0.00690475-0.00615295j -0.00137017-0.00989945j 0.00341216-0.00177372j 0.00425636-0.00141267j -0.0109869-0.00158872j 0.00598635+0.00718824j -0.0083004-0.00404304j 0.00676561+0.00872538j -0.013173-0.00949658j -0.00331025-0.000607241j -0.0149265+0.0114268j -0.00642906-0.0032018j -0.011371-0.012382j -0.00467538-0.00735492j 0.0436759-0.00010997j -0.00556033+0.0107184j -0.0151259-0.0110339j 0.0159638+0.00587829j -0.00263513+0.0132838j 
-0.00538834+0.0021762j -0.0116843-0.00669005j 0.0158814-0.0294994j -0.0221055-0.0242515j -0.0215342+0.0103015j -0.0594775-0.0264593j -0.0261215+0.0470652j 0.0214856+0.0521642j 0.00475617-0.0111093j 0.00527472+0.0175906j 0.00296085+0.0764183j -0.0502019+0.0614366j -0.0135585+0.0315749j 0.029857+0.0100031j 0.0149224-0.0340002j -0.0103361+0.0065309j 0.0524583-0.0148092j 0.0348434+0.000912254j 0.0665057+0.0460986j 0.00666606+0.0284681j 0.0405441-0.0735194j 0.0428104+0.0371009j 0.0813996+0.0197695j -0.00435101+0.014561j 0.109076+0.0418166j 0.000598338-0.0290717j -0.0311192+0.0768111j 0.0232395+0.00584264j -0.0535784-0.0247453j 0.0436946-0.0579631j 0.0199603+0.0175108j -0.0149942+0.024921j 0.0199641-0.0255968j 0.0231371-0.0517044j 0.0530885+0.0370943j -0.0294207+0.00426707j 0.00970804+0.0292701j -0.0235107-0.0439699j 0.0357427-0.0284283j -0.0249889-0.00682069j -0.0314141+0.00633505j 0.016289+0.00777041j -0.0199585+0.0260018j 0.041519-0.00166645j -0.0101002-0.0093333j 0.028063+0.0242438j -0.0622826-0.00390499j -0.00176381-0.12444j -0.0114893+0.00435597j 0.000382807-0.00545739j -0.00271357+0.0403936j -0.0358238-0.0179244j 
-0.0284029+0.0026498j -0.00866277-0.0164573j 0.0233585-0.0260049j -0.0359715-0.0414233j -0.0195149-0.00639154j 0.0279056-0.0238315j -0.0155325-0.0612244j -0.0238626-0.00468375j -0.0369318+0.0122143j 0.052311+0.038977j 0.00358089+0.0687403j 0.00874063+0.0219601j -0.023116-0.00526996j 0.00622591+0.0265119j 0.0252204-0.0139425j -0.0267674-0.017643j 0.0454562-0.0102669j 0.0340547+0.00638692j 0.0711381+0.0267261j 0.00559206+0.0288188j 0.0462985-0.0886192j -0.0554927-0.0156951j 0.0826313-0.00928277j 0.0216778+0.0258571j 0.0767195+0.0659679j -0.00971369+0.0708984j -0.0510927+0.0940989j 0.0322276-0.0251173j -0.0327743-0.0186756j 0.0363618+0.0110574j -0.0265389-0.015827j -0.0222371+0.0030223j 0.0172771-0.0024808j 0.0195922-0.0411801j 0.0578054+0.0599492j -0.0652934+0.0368776j -0.0184047+0.0260901j 0.000189979+0.0218161j 0.0480367+0.00207549j 0.00690349+0.028437j -0.0142773-0.0117835j 0.0254919+0.0071304j -0.0247464+0.01116j 0.0659731+0.00305925j 0.00836899+0.0266722j 0.060483+0.0578852j -0.00432534+0.0264427j -0.0835279-0.0519409j -0.00214423-0.018487j 0.00470699+0.00489179j -0.0425758+0.0205762j -0.0364518-0.0457722j 
-0.00569868-0.0176874j 0.0205562-0.0062933j -0.00186843-0.0097209j -0.0268386+0.00275014j 0.0162215-0.0485399j 0.0771003+0.0043872j -0.0306547-0.0386497j -0.0070673-0.000140088j -0.0588811-0.00871471j 0.0227096+0.0310111j 0.0235779-0.00234727j 0.0363521-0.0235081j -0.022695-2.26569e-05j -0.0246847+0.0200053j 0.0197293+0.0153038j -0.0221384-0.022302j 0.0255322+0.0479924j -0.0168712+0.0600774j 0.0647905+0.0282918j 0.0441659+0.0479663j 0.0651295-0.119994j -0.0306014+0.0253193j 0.0817588-0.0241831j -0.0218405+0.0247536j 0.0545124+0.050925j -0.0638642+0.0947884j -0.0316563+0.0580121j 0.0554993-0.0297594j -0.0044529-0.00656004j 0.0214276+0.000447913j 0.0027803-0.0687037j 0.0021343-0.0350904j 0.0800344+0.00266349j -0.0304289-0.021136j 0.0197082+0.0753942j -0.0932567-0.0183516j -0.0180101-0.00366829j 0.0245149+0.05802j 0.0711291-0.0628157j 0.0262011+0.0341265j -0.021168+0.0269114j 0.0290191-0.0496826j -0.0503745+0.0208989j 0.0524445-0.0162041j 0.0188197+0.0202219j 0.0764581+0.0228187j 0.0381045+0.00754225j -0.0761594-0.0041581j -0.0311915+0.0337163j -0.032287-0.0174487j -0.0417268-0.00818989j 0.00236818-0.038788j 
-0.00504498-0.00970033j 0.0192814-0.0161729j -0.0299989+0.0223691j 0.0192588+0.0372034j 0.0214738+0.0114313j 0.0379503+0.014133j -0.000340447-0.0319727j -0.0227695+0.00880354j -0.00898168+0.0380041j 0.00261852-0.00571918j -0.00181203-0.0439021j -0.00958244-0.0861865j -0.0228905+0.0101896j -0.112807-0.0492625j 0.0506685-0.0162588j -0.00429811-0.0173187j -0.0258902+0.103759j 0.0184741+0.000240213j 0.0773031+0.0493155j -0.0402225+0.0355977j 0.0757092-0.0888352j 0.0186915-0.00825775j 0.0682036-0.043274j 0.0265931+0.0368468j -0.0234716+0.0234419j 0.00315425+0.0387226j 0.00877035+0.0395922j -0.0345895-0.0121057j -0.000105648+0.0242157j -0.0415127-0.0266254j 0.0756919-0.0852508j -0.0549726-0.116457j 0.0438979+0.0505072j 0.0298907-0.0756284j -0.0106364+0.00133466j -0.0487965-0.033011j -0.0491901+0.0208439j 0.0131397+0.012899j 0.0294297-0.0279164j 0.00512545+0.0209228j -0.0205588+0.0195543j 0.0449885-0.058984j -0.0582277+0.0370568j 0.0559211+0.0278453j 0.0680034-0.034803j 0.0257479-0.0416693j 0.0216138+0.00461717j -0.0705362+0.0357356j -0.0127425+0.0350924j -0.0265171-0.00260802j -0.0241767-0.0161999j 0.0183487-0.0212111j 
-0.0148512+0.0114571j -0.0182149+0.00363396j 0.035024+0.00472229j 0.0100503-0.0466913j -0.015932+0.0207453j 0.00255023-0.0155665j 0.0314818-0.0681691j -0.0617242-0.0632591j 0.00804964+0.0897588j 0.080281-0.00418015j -0.00127165+0.057809j -0.000541151-0.00846273j -0.0220116+0.0134694j -0.0231106+0.00121436j 0.00584878-0.0164066j 0.0264543-0.030372j 0.000319499+0.00560728j 0.000525721-0.0422551j -0.0352559-0.0594675j 0.0189072-0.0296704j -0.0242231+0.100078j -0.0631302-0.0507005j -0.0410847-0.0167627j 0.00731412-0.0148965j -0.0464581-0.0102459j 0.0195418-0.0579668j 0.0201659-0.00310967j -0.0408531-0.0171593j 0.0376763-0.0219496j 0.0227513+0.015904j -0.0348999+0.0184624j 0.0157665-0.0124657j -0.0642972-0.0192565j -0.00527887+0.0154604j -0.0332364-0.0430593j 0.0537671+0.0583901j -0.0378145-0.00143341j -0.00210191-0.0106479j -0.0827074+0.041191j 0.0134502+0.00538817j 0.0888943-0.0144656j 0.0588395+0.0149839j 0.0147899-0.0362975j -0.0233087+0.0455699j -0.000169789+0.0211171j -0.022315+0.00443232j 2.36132e-05+0.0294169j -0.0284042+0.0136845j 0.0497281-0.0776994j 0.0662762+0.0420663j -0.0169912-0.00957924j -0.0114825-0.015234j 
0.00887829+0.00032066j -0.0280245+0.0075516j -0.00994283-0.00807694j 0.0257515-0.00932998j -0.018602+0.00576195j -0.0809506-0.0298925j 0.0127386+0.0306999j -0.0268631+0.0254476j 0.0174641+0.102258j 0.0709467+0.00726617j 0.055978+0.134304j -0.139096+0.0994988j 0.0293057+0.0388796j 0.00464232-0.0182914j 0.00718591-0.0376262j 0.0201791+0.0608895j 0.0276845-0.00918407j 0.0474531-0.0633572j -0.0337197-0.0486599j -0.0391956+0.00827666j -0.0511163+0.113264j 0.0353374-0.00251258j 0.0677936+0.00425752j 0.00860924-0.0427748j 0.0364083+0.0805476j 0.00196347-0.106023j 0.0269965+0.0534581j -0.0747344-0.0219822j -0.000559104-0.0241083j 0.113943+0.00233282j -0.0100897+0.0339813j 0.00507721+0.00465519j -0.0970079-0.0590432j 0.0228227-0.0417531j 0.0255189-0.0688587j 0.0326093+0.115632j -0.0147217+0.0582291j -0.0111588+0.0111683j -0.0934806+0.0665593j -0.0337465+0.0110666j 0.0760938-0.0247065j 0.0490504-0.00872839j -0.0320344-0.0242135j -0.0136256+0.133964j 0.0210859-0.0105283j -0.0623417-0.00636181j -0.0580683-0.00228967j 0.0499265-0.115496j 0.0421005-0.0222663j 0.0267251+0.025873j 0.0290426+0.0521381j -0.0462414-0.000775322j 
0.000287536-0.00752927j 0.0149839-0.0102644j 0.00558752-0.00189946j -0.00393181+0.00461585j 0.0140699+0.0543169j -0.0926581+0.00590156j -0.00854963+0.0639067j 0.009075+0.0490089j 0.0267185-0.00461806j -0.0256276-0.0257099j -0.00721199+0.0189817j -0.0362472-0.0152942j -0.0219204+0.0513058j -0.013121-0.0247057j 0.0313978-0.0754289j 0.0072006-0.0194597j 0.0131944+0.0201192j 0.0114519-0.0125466j 0.0266519+0.0526433j 0.015025-0.0041321j 0.0278708-0.00406747j 0.0696641+0.014146j 0.0120787-0.0228095j 0.0144573+0.0136615j 0.0376985+0.0206352j 0.0264602-0.0229454j -0.0411649+0.0128986j -0.0524068+0.00625014j -0.0097712+0.00154048j -0.0119806-0.0321951j 0.0659511-0.00372304j -0.0158245+0.0072122j -0.0111799+0.000200507j 0.0340528-0.0522398j 0.0196678+0.0201339j 0.00379716-0.0215082j 0.0126307+0.0113582j -0.0394844-0.0640508j 0.00808811-0.0171954j -0.0285989-0.047236j -0.0217642-0.006089j 0.000988602+0.00577436j -0.0218495+0.0158368j 0.0123313+0.004936j 0.0244632-0.0380911j 0.0034563-0.0744499j -0.0937886-0.00699156j 0.0248613-0.047214j -0.0203104-0.000292837j 0.00615834-0.0196669j 0.00698914+0.0139158j -0.00124358+0.00663863j 
0.00264796+0.00638216j -0.0123706+0.0186505j 0.0406842+0.0100102j 0.00145742-0.0461225j -0.0223515-0.028882j 0.0248267-0.00939383j 0.0184742-0.0426756j -0.0189198-0.049987j -0.0112817+0.0308107j 0.0342523+0.00505263j -0.0218541-0.0158361j 0.0593761-0.0181465j -0.0033906-0.00161287j 0.0193824+0.00719842j 0.0266386+0.0111504j 0.0119384-0.00254688j -0.00337479+0.0160991j -0.00681526-0.0172404j -0.00513393-0.0279468j 0.00845667+0.010871j 0.00566344+0.0282248j -0.0324297+0.00994894j -0.0198066+0.0061696j -0.0348759-0.00346934j -0.02672-0.0381264j 0.00344215+0.0129004j 0.0173111-0.00261404j 0.0420861-0.0216694j 0.0197867+0.00677365j 0.0253936+0.0101146j -0.0386568-0.00754111j -0.0238564+0.0191339j -0.00506735+0.00755414j -0.00791915+0.0225937j -0.020702+0.00223407j 0.00635217-0.0101441j 0.0154838+0.0135105j -0.00290138-0.00766313j -0.00866154-0.0118573j 0.00280266-0.0096861j 0.0404879+0.0291808j 0.0305297-0.00979389j 0.0130443+0.00173282j -0.000784177-0.0244976j -0.0223652+0.032263j 0.0289439+0.0409127j 0.0270178-0.0111528j -0.0206895+0.0395617j 0.0239998-0.0439151j 0.0369864+0.0127367j -0.00702467-0.017714j 0.000282078-0.0032168j 
-0.00247523+0.0135224j -0.00834118+0.00776174j -0.0421149-0.00868844j -0.015365+0.0430187j -0.055283-0.0353656j 0.117925-0.0279199j -0.0103275-0.0940328j 0.00190769-0.0294887j -0.0190193-0.00369611j 0.0183927+0.0514729j 0.00622163+0.0118048j 0.00242218+0.0205262j 0.038228-0.0538153j -0.0299865+0.0373705j -0.0551385+0.109567j -0.0368992+0.00056588j -0.0191202-0.0263728j 0.0114507+0.0404369j -0.0209222-0.0419219j -0.0113174+0.0118242j -0.0299723-0.047489j -0.0624345+0.0232895j -0.00118441+0.0371722j 0.0105432-0.0270592j -0.017304+0.0240359j -0.00931522+0.0423552j 0.0549105-0.0101538j 0.0032053+0.00368597j -0.00674541-0.0341969j 0.00701191+0.0270594j -0.0697238+0.0105602j 0.0226747-0.0299085j 0.0224817+0.0106573j -0.00170242+0.038498j 0.0138645-0.0327251j -0.0242965+0.037327j -0.0212021+0.00160741j 0.0776203+0.09752j 0.0289621+0.0312702j 0.044278+0.0481467j 0.0147229-0.0468915j -0.0134158-0.00358053j 0.00236671-0.0674568j -0.0398488+0.0137459j 0.0303401+0.0397805j 0.0321337+0.0744722j 0.120156-0.00843089j -0.0295646+0.0617645j -0.00561475+0.034276j -0.0407502-0.00734711j -0.0187994+0.00311601j -0.0102641-0.0111218j 
-0.000848021+0.00144839j -0.00130863+0.00258912j 0.0617159+0.0040451j -0.00024689-0.0633692j 0.00627694+0.0564656j -0.120888-0.00116548j 0.0100001+0.0611317j -0.0271799+0.0278694j 0.0233956+0.0480018j 0.00302149-0.0416077j -0.0290718-0.0100508j -0.00597974-0.0610711j -0.0539847+0.0602578j -0.00301922-0.0573214j 0.0487395-0.0928411j 0.0136015-0.0479958j -0.0117616+0.0565374j -0.0205538-0.0573925j 0.0503815+0.0471728j 0.0145629+0.0103303j 0.0866646-0.0102488j 0.0554931+0.00807182j 0.012981-0.0522233j 0.0100436+0.0629613j 0.0115927-0.0215539j 0.0311151-0.0383449j -0.0601235+0.00833634j -0.00728625-0.0196823j -0.0129761+0.0679251j -0.0100843-0.0506479j 0.0538641-0.000267127j -0.0981453-0.0106085j -0.0118748+0.00717078j 0.0535023-0.0493812j -0.0257312+0.0544413j -0.00754922-0.0508378j 0.0172136+0.0545047j -0.0328128-0.105872j 0.0066464-0.0660539j -0.0473435-0.0660214j -0.0113051+0.0636419j 0.0306976-0.00821547j -0.00782583+0.0415449j 0.0243278-0.0435065j -0.0248244-0.0319345j 0.0213006-0.0632997j -0.119155-0.0148356j 0.0106673-0.0487195j 0.008229-0.0638543j 0.0614693+0.00407872j -0.000423431-0.000219945j -0.00333224+0.000346658j 
-0.0462414+0.000775322j 0.0290426-0.0521381j 0.0267251-0.025873j -0.0421005-0.0222663j 0.0499265+0.115496j -0.0580683+0.00228967j -0.0623417+0.00636181j 0.0210859+0.0105283j -0.0136256-0.133964j -0.0320344+0.0242135j -0.0490504-0.00872839j 0.0760938+0.0247065j -0.0337465-0.0110666j 0.0934806+0.0665593j 0.0111588+0.0111683j -0.0147217-0.0582291j 0.0326093-0.115632j 0.0255189+0.0688587j 0.0228227+0.0417531j 0.0970079-0.0590432j -0.00507721+0.00465519j -0.0100897-0.0339813j -0.113943+0.00233282j 0.000559104-0.0241083j 0.0747344-0.0219822j 0.00340349+0.0440723j -0.0920258-0.066397j -0.0364083+0.0805476j -0.00860924-0.0427748j -0.0677936+0.00425752j 0.0353374+0.00251258j 0.0511163+0.113264j 0.0391956+0.00827666j -0.0337197+0.0486599j 0.0474531+0.0633572j 0.0276845+0.00918407j 0.0201791-0.0608895j -0.00718591-0.0376262j -0.00464232-0.0182914j 0.0293057-0.0388796j -0.139096-0.0994988j -0.055978+0.134304j 0.0709467-0.00726617j 0.0174641-0.102258j -0.0268631-0.0254476j 0.0127386-0.0306999j -0.0809506+0.0298925j -0.018602-0.00576195j -0.0257515-0.00932998j -0.00994283+0.00807694j -0.0280245-0.0075516j 0.00887829-0.00032066j 
0.0114825-0.015234j 0.0169912-0.00957924j -0.0662762+0.0420663j 0.0497281+0.0776994j 0.0284042+0.0136845j -2.36132e-05+0.0294169j 0.022315+0.00443232j 0.000169789+0.0211171j 0.0233087+0.0455699j -0.0147899-0.0362975j 0.0588395-0.0149839j -0.0888943-0.0144656j -0.0134502+0.00538817j -0.0827074-0.041191j -0.00210191+0.0106479j 0.0378145-0.00143341j -0.0537671+0.0583901j 0.0332364-0.0430593j 0.00527887+0.0154604j -0.0642972+0.0192565j 0.0157665+0.0124657j 0.0348999+0.0184624j 0.0227513-0.015904j 0.0376763+0.0219496j -0.0408531+0.0171593j 0.0285032-0.017264j 0.0530374+0.0153271j -0.0464581+0.0102459j 0.00731412+0.0148965j -0.0410847+0.0167627j 0.0631302-0.0507005j -0.0242231-0.100078j 0.0189072+0.0296704j 0.0352559-0.0594675j -0.000525721-0.0422551j -0.000319499+0.00560728j -0.0264543-0.030372j 0.00584878+0.0164066j -0.0231106-0.00121436j 0.0220116+0.0134694j 0.000541151-0.00846273j -0.00127165-0.057809j -0.080281-0.00418015j -0.00804964+0.0897588j 0.0617242-0.0632591j -0.0314818-0.0681691j -0.00255023-0.0155665j 0.015932+0.0207453j 0.0100503+0.0466913j -0.035024+0.00472229j 0.0182149+0.00363396j 0.0148512+0.0114571j 
-0.0183487-0.0212111j 0.0241767-0.0161999j 0.0265171-0.00260802j -0.0127425-0.0350924j 0.0705362+0.0357356j -0.0216138+0.00461717j -0.0257479-0.0416693j -0.0680034-0.034803j -0.0559211+0.0278453j 0.0582277+0.0370568j 0.0449885+0.058984j 0.0205588+0.0195543j -0.00512545+0.0209228j 0.0294297+0.0279164j 0.0131397-0.012899j 0.0491901+0.0208439j 0.0487965-0.033011j 0.0106364+0.00133466j -0.0298907-0.0756284j 0.0438979-0.0505072j -0.0549726+0.116457j -0.0756919-0.0852508j -0.0415127+0.0266254j -0.000105648-0.0242157j -0.0345895+0.0121057j -0.0382153-0.0296768j -0.0257071-0.0123238j -0.0234716-0.0234419j 0.0265931-0.0368468j 0.0682036+0.043274j -0.0186915-0.00825775j 0.0757092+0.0888352j -0.0402225-0.0355977j -0.0773031+0.0493155j -0.0184741+0.000240213j 0.0258902+0.103759j 0.00429811-0.0173187j 0.0506685+0.0162588j -0.112807+0.0492625j 0.0228905+0.0101896j 0.00958244-0.0861865j -0.00181203+0.0439021j -0.00261852-0.00571918j 0.00898168+0.0380041j 0.0227695+0.00880354j 0.000340447-0.0319727j -0.0379503+0.014133j -0.0214738+0.0114313j 0.0192588-0.0372034j 0.0299989+0.0223691j -0.0192814-0.0161729j 0.00504498-0.00970033j 
0.00236818+0.038788j -0.0417268+0.00818989j -0.032287+0.0174487j 0.0311915+0.0337163j -0.0761594+0.0041581j 0.0381045-0.00754225j 0.0764581-0.0228187j 0.0188197-0.0202219j 0.0524445+0.0162041j -0.0503745-0.0208989j -0.0290191-0.0496826j -0.021168-0.0269114j 0.0262011-0.0341265j -0.0711291-0.0628157j -0.0245149+0.05802j -0.0180101+0.00366829j -0.0932567+0.0183516j 0.0197082-0.0753942j -0.0304289+0.021136j -0.0800344+0.00266349j -0.0021343-0.0350904j 0.0027803+0.0687037j -0.0214276+0.000447913j 0.0044529-0.00656004j -0.0554993-0.0297594j 0.0913405-0.00907038j 0.0940924-0.0123393j -0.0545124+0.050925j 0.0218405+0.0247536j -0.0817588-0.0241831j -0.0306014-0.0253193j -0.0651295-0.119994j -0.0441659+0.0479663j 0.0647905-0.0282918j -0.0168712-0.0600774j 0.0255322-0.0479924j -0.0221384+0.022302j -0.0197293+0.0153038j 0.0246847+0.0200053j -0.022695+2.26569e-05j 0.0363521+0.0235081j -0.0235779-0.00234727j 0.0227096-0.0310111j -0.0588811+0.00871471j -0.0070673+0.000140088j -0.0306547+0.0386497j 0.0771003-0.0043872j 0.0162215+0.0485399j 0.0268386+0.00275014j -0.00186843+0.0097209j 0.0205562+0.0062933j -0.00569868+0.0176874j 
-0.0364518+0.0457722j -0.0425758-0.0205762j 0.00470699-0.00489179j 0.00214423-0.018487j -0.0835279+0.0519409j -0.00432534-0.0264427j 0.060483-0.0578852j 0.00836899-0.0266722j 0.0659731-0.00305925j -0.0247464-0.01116j -0.0254919+0.0071304j -0.0142773+0.0117835j 0.00690349-0.028437j -0.0480367+0.00207549j -0.000189979+0.0218161j -0.0184047-0.0260901j -0.0652934-0.0368776j 0.0578054-0.0599492j 0.0195922+0.0411801j -0.0172771-0.0024808j 0.0222371+0.0030223j -0.0265389+0.015827j -0.0363618+0.0110574j 0.0327743-0.0186756j -0.0322276-0.0251173j 0.121977+0.00552618j 0.0375024+0.0164525j -0.0767195+0.0659679j -0.0216778+0.0258571j -0.0826313-0.00928277j -0.0554927+0.0156951j -0.0462985-0.0886192j -0.00559206+0.0288188j 0.0711381-0.0267261j 0.0340547-0.00638692j 0.0454562+0.0102669j -0.0267674+0.017643j -0.0252204-0.0139425j -0.00622591+0.0265119j -0.023116+0.00526996j 0.00874063-0.0219601j -0.00358089+0.0687403j 0.052311-0.038977j -0.0369318-0.0122143j -0.0238626+0.00468375j -0.0155325+0.0612244j 0.0279056+0.0238315j -0.0195149+0.00639154j 0.0359715-0.0414233j 0.0233585+0.0260049j -0.00866277+0.0164573j -0.0284029-0.0026498j 
0.0358238-0.0179244j 0.00271357+0.0403936j -0.000382807-0.00545739j -0.0114893-0.00435597j 0.00176381-0.12444j 0.0622826-0.00390499j -0.028063+0.0242438j 0.0101002-0.0093333j -0.041519-0.00166645j 0.0199585+0.0260018j 0.016289-0.00777041j 0.0314141+0.00633505j 0.0249889-0.00682069j 0.0357427+0.0284283j -0.0235107+0.0439699j -0.00970804+0.0292701j 0.0294207+0.00426707j -0.0530885+0.0370943j -0.0231371-0.0517044j 0.0199641+0.0255968j -0.0149942-0.024921j -0.0199603+0.0175108j 0.0436946+0.0579631j -0.0535784+0.0247453j 0.0232395-0.00584264j -0.071482-0.0111032j 0.0433935+0.0244521j 0.109076-0.0418166j -0.00435101-0.014561j 0.0813996-0.0197695j -0.0428104+0.0371009j 0.0405441+0.0735194j 0.00666606-0.0284681j -0.0665057+0.0460986j -0.0348434+0.000912254j -0.0524583-0.0148092j 0.0103361+0.0065309j 0.0149224+0.0340002j 0.029857-0.0100031j 0.0135585+0.0315749j 0.0502019+0.0614366j 0.00296085-0.0764183j -0.00527472+0.0175906j -0.00475617-0.0111093j -0.0214856+0.0521642j 0.0261215+0.0470652j 0.0594775-0.0264593j 0.0215342+0.0103015j -0.0221055+0.0242515j -0.0158814-0.0294994j 0.0116843-0.00669005j 0.00538834+0.0021762j 
-0.0566046+0.0208843j -0.0132095-0.053307j -0.0235383+0.0043369j 0.0142477+0.0071217j -0.0087568+0.0979448j -0.00370407-0.024849j 0.0217657-0.0833284j -0.0438371-0.018515j 0.0210019+0.0619209j 0.0507164+0.00875106j 0.0265137+0.0696614j -0.0455465+0.0317291j -0.0180271-0.00465677j -0.0987613-0.0108401j 0.00778211-0.00159983j 0.0031163-0.020894j -0.011811-0.0205771j 0.109668-0.0426273j 0.0910973+0.0394113j -0.030649+0.0232668j 0.0366014-0.0105962j -0.0269071-0.0350273j 0.0182237-0.0123208j 0.0836534-0.0216319j -0.0197014+0.0457616j 0.0861223+0.011843j 0.00942314+0.0378991j -0.119226+0.0290583j 0.00521241-0.0149091j -0.050575-0.00718771j 0.0111596-0.0483035j -0.0388328-0.137933j -0.0133529+0.0130031j 0.0663586-0.0726613j 0.0628914+0.0226141j 0.0362179+0.0595471j -0.0558365+0.0257057j -0.0030121+0.0262888j -0.0358086+0.0434698j 0.00842563+0.013877j -0.0267188-0.0729919j 0.0336427+0.0660862j -0.0371622-0.033581j 0.0239358+0.0855354j 0.0549785-0.0287019j -0.0123383-0.00778685j -0.0176305+0.0354273j -0.0671009-0.0263721j 0.0425971-0.0163266j 0.00212143+0.0487736j -0.0398361+0.0223646j -0.0300733-0.0357602j 
0.0275699-0.0139711j 0.00627899+0.00185353j -0.0807268+0.0352186j 0.0456476+0.0920233j 0.0124813-0.0213319j -0.0384168+0.00720504j -0.0233986+0.0824615j 0.0676041+0.0832788j 0.027885-0.019535j -0.0562953-0.00382795j 0.0203472-0.0128327j -0.107378+0.0737673j 0.046009-0.00733337j 0.00764734-0.0291596j -0.0315565+0.0135128j -0.0137111+0.0533584j -0.015413-0.0302901j 0.0405482-0.0126032j -0.039654+0.0335094j -0.0344157+0.00238251j -0.0200388-0.0319473j 0.0673478+0.0315786j 0.0416124-0.00613965j -0.00292402+0.00606752j 0.0248601+0.0211084j 0.019793-0.0602567j 0.00451817+0.00322175j -0.0398092+0.0412105j -0.0549302-0.0033147j -0.019342-0.0155792j 0.0479228+0.0442852j 0.00293564-0.00609867j 0.00781728-0.00410004j -0.00115684-0.0512381j 0.00976127-0.028655j -0.00437213+0.00618508j 0.0102846-0.00241085j -0.0125173+0.0378486j 0.00736379+0.0133622j 0.00820594-0.0054008j -0.0318712-0.0145791j -0.0288766-0.00922733j -0.032301-0.00725708j -0.0190088+0.0702804j 0.0373275-0.0563662j -0.0614596-0.0446133j -0.00336073-0.0272521j 0.0863047-0.0384391j -0.0228057+0.0873184j -0.0748981-0.0201208j 0.0506954+0.0342933j -0.00201059+0.0314913j 
0.0292518-0.0102077j -0.0111692+0.0357323j 0.0333385-0.0136189j -0.00932867-0.0356139j -0.00504747-0.0718582j -0.0286724-0.0108531j -0.0132562+0.0496881j 0.00347587+0.0121395j -0.0215531+0.0195039j 0.013519+0.0166949j 0.00810003+0.0472611j -0.0206947+0.0562772j 0.0141679+0.0203015j 0.0519918+0.0209326j 0.00472895-0.0267964j -0.00878612+0.0467115j 0.0666546+0.0068078j -0.0484732-0.00828247j -0.0495909-0.0718865j 0.0170751+0.00751609j -0.0394827+0.0192427j -0.0113844+0.0155258j 0.0324475+0.0233853j -0.0701765-0.00440174j 0.0249588-0.00453648j -0.0504614-0.0669103j -0.00804642+0.0312884j 0.053626-0.0415802j -0.0260782-0.0129852j 0.119228-0.00719728j -0.026985+0.0564403j 0.0375576+0.0967363j -0.0421637-0.0434937j -0.0209002+0.0414631j -0.0122321-0.00909208j -0.00541805+0.0231256j 0.0313768+0.0164278j -0.00410143-0.00705985j -0.0121265+0.010992j -0.0220294+0.00161863j 0.0685838+0.0297377j 0.00763109-0.0365547j 0.0100914+0.0115681j -0.00787936+0.0105118j -0.0288027+0.0418113j 0.000533432+0.0185925j -0.0166899-0.0191707j 0.0434735-0.0607202j -0.00359066-0.0117956j 0.0210266-0.0132418j 0.0221624+0.0149739j -0.0150704+0.0052432j 
