-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
0.0075802-0.000120297j 0.000818517-0.00792397j -0.00747987+0.0139055j -0.00834678-0.00454397j 0.00083383+0.0336373j 0.0423377-0.000302764j 0.00487136+0.0160127j -0.0102935+0.00739161j 0.00789593+0.0103342j -0.00021059+0.00915742j 0.00362669+0.0211036j 0.00456431-0.00107568j -0.0173377-0.00470679j -0.00528068+0.00428129j -0.00310868+0.00443226j -0.0149178-0.0062756j 0.00060543+0.0318797j -0.0207753+0.00724505j -0.00403839+0.00617693j 0.00454891-0.0152101j -0.00534541+0.000476765j 0.00226508+0.0114675j -0.00661813-0.00181001j -0.0304148+0.0217996j 0.00192374+0.0134719j -0.0165992+0.00815934j -0.00060676+0.000622171j 0.00901787+0.00228084j 0.00689351+0.00258451j -0.0215384+0.000218087j -0.00321573-0.0161314j -0.0255408-0.00621572j 0.0118043-0.0198196j 0.00114881+2.52182e-05j 0.00734104-0.0197755j 0.0089244+0.00172887j -0.00233622+0.0104226j 0.0089582-0.00521325j 0.00707147-0.0091733j 0.0155061+0.0161222j -0.0175403+0.00146328j 0.0100809-0.0119847j 0.00493427+0.0100106j -0.0112885+0.00630768j 0.000831639+0.0132464j 0.0200735-0.0112174j -0.00339562+0.0112398j -0.00687965-0.00267027j 0.00351766-0.0107071j -0.0101174+0.00888619j 0.0162271-0.00827431j -0.00458253+0.00806802j -0.00279993+0.0141428j -0.00833258-0.014175j -0.0122441-0.00879557j -0.0048023+0.00725288j 0.00432665+0.00885988j 0.0134024+0.0166329j 0.0169616+0.0169115j -0.00798961-0.0187376j -0.0190767+0.00718738j 0.00847933-0.00044002j 0.0016558-0.00468043j 0.00369296+0.0139575j 0.00184601+0.0062131j -0.00542635+0.00591276j 0.0124619-0.00435639j -0.00212511+0.00741708j -0.0179532-0.0102506j -0.000680988+0.00171046j -0.01028-0.00722086j 0.00752548+0.00270639j 0.0087466-0.00615329j 0.00580233-0.00753219j 0.026324+0.0203582j 0.00329334-0.0244465j -0.0153615+0.00901041j 0.00316712+0.0130515j -0.0162595-0.00311263j -0.00178575+0.0208831j 0.00553302-0.00965346j -0.00614963+0.0167207j 0.0131329-0.01086j -0.0129698-0.0161114j -0.00507997-0.0039321j -0.0119443-0.0162253j -0.0369014+0.00483136j -0.00885474+0.0161035j 0.0113722-0.0070991j -0.00460184-0.0103334j 0.00381324+0.00549938j -0.00500908+0.0047198j 
-0.00616748-0.0065489j -0.0108558+0.00853896j 0.00126536-0.0207229j 0.0025621+0.00355577j -0.0190573-0.028905j -0.0099523+0.00206691j 0.0198487+0.0103226j 0.0021636-0.00294637j -0.0138914+0.00238218j 0.0261716+0.0259058j -0.015949-0.0044559j 0.0013972+0.00644563j -0.00393565+0.00601305j -0.00307649+0.0149616j -0.00934567-0.0186229j 0.00799429+0.0173888j -0.0150648-0.00383436j 0.00373824-0.0216362j -0.0201852-0.00967731j 0.00821701+0.00899808j 0.0189175-0.00987606j 0.0119856-0.0165787j 0.00302623+0.0105203j 0.0311898-0.0383294j 0.0206518-0.0214656j -0.00292256+0.00754853j -0.0207308-0.0339446j 0.00181374-0.0119233j -0.00189742+0.0233475j 0.0118383-0.018914j 0.00394264+0.00783552j 0.0298057-0.0022919j -0.00669534+0.0197107j -0.008996-0.00966955j -0.0222265+0.00059749j 0.0121216-0.0193645j 0.00857486-0.00732913j -0.0124716+0.0149137j -0.0108386+0.0164476j -0.00450709-0.0164023j 0.0278862+0.000801014j 0.00100978-0.00573324j -0.000176826+0.00180987j 0.0179985-0.00458077j -0.00769079+0.0109087j -0.00815525+0.0338744j -0.00593897+0.00425215j 0.00213501-0.00454045j -0.00269865-0.00791952j 0.00592045+0.0119915j -0.0243438+0.0162008j -0.0149181+0.0041978j 8.7458e-05-0.0041864j 0.00921671+0.0106108j 0.00885671-0.00304045j -0.0020994-0.0222935j 0.00988176+0.0199219j -0.0106649-0.0127843j -0.000855723-0.0100573j 0.021287+0.011062j 0.0104201+0.00322551j -0.0105891+0.0139483j 0.0058477+0.000577468j -0.0204928-0.0347688j 0.00553324-0.00400014j 0.0209841-0.00797789j 0.00447258-0.00696394j -0.0109205-0.00279549j 0.0185802+0.0252261j 0.0149056-0.021227j 0.00216311+0.0232644j 0.00690688-0.00707984j -0.00975277-0.0146362j -0.0227261-0.000791338j 0.00132217-0.0203052j -0.0300367+0.00169311j 0.0161153-0.0240025j 0.0173007+0.000625667j 0.000456808-0.00533203j -0.00654899+0.000794933j 0.00654751+0.000946658j 0.000942152-0.0138196j -0.0203235+0.0127697j 0.00943609+0.0147556j 0.00455459+0.001568j 0.00393638+0.0211843j 0.022264-0.0110055j -0.014531-0.00644594j -0.00512468-0.00434209j 8.42849e-05+0.012959j 0.00518314+0.00733197j -0.00424376+0.00403268j 
-0.00375233-0.00886276j -0.0168013+0.0102165j -0.0101825-0.00676485j -0.00523031-0.00281021j -0.0323625-0.0149343j 0.00467019+0.0188762j 0.0356169-0.00244454j -0.0146829-0.000609949j -0.0261248-0.0266726j -0.00736913-0.00069412j -0.00918057+0.0156961j 0.00164218+0.012159j -0.0117279+0.0124322j -0.00583644-0.000491713j -0.0122953-0.00489159j 0.0246509+0.00185632j -0.00247608+0.0115397j 0.0119778+0.00967188j -0.00935739+0.0163944j 0.00412115-0.00120848j -0.00577101-0.0169104j 0.0072388+0.00382191j 0.00716352+0.00888348j 0.0166604+0.00396229j -0.00390153-0.0141188j -0.0368319+0.0261323j -0.00377026-0.00530269j -0.0103627+0.00110603j 0.0178144-0.00463603j -0.0067686-0.0272857j -0.00480732+0.00399328j -0.00285984+0.0162628j -0.001236-0.00454513j 0.00115915-0.00348735j 0.00888591-0.0172853j -0.00471007-0.0032552j 0.00121635-0.00146827j -0.0183403-0.0105937j -0.0102131+0.0140906j -0.00523677-0.00164754j -0.0109682-0.00921888j -0.0111223+0.00297849j 0.00568474+0.0025416j 0.00508677-0.000306531j 0.0183601+0.0260757j 0.0138559+0.0181125j 0.00575686+0.00879692j -0.0268999-0.0122774j -0.00549862-0.0106151j -0.0107644-0.00916887j -0.00381451-0.00544599j -0.00437398+0.000174552j -0.00221758+0.00357573j -0.00360957-0.0033516j -0.00716268-0.00837511j 0.00180777-0.0170278j 0.00269149+0.0184643j 0.0104641-0.00198088j 0.0269316+0.0269268j 0.00548656-0.00027263j -0.0193846+0.00856186j 0.00995323+0.0125743j -0.0104311+0.01566j -0.0219624-0.0124885j 0.00864934+0.00912835j 0.00246298+0.0133242j 0.0222757+0.0122713j -0.0101679+0.00904307j -0.0210919+0.00703548j 0.00577973-0.00923131j -0.0134987-0.00083967j 0.00424196-0.0124377j 0.00900056-0.0218921j 0.000339801+0.00408823j 0.00794215+0.0110617j -0.000852024+0.013601j -0.0144704+0.00993841j 0.026594-0.000187128j 0.00469621+0.0113037j -0.00473044+0.00105493j -0.0136386-0.00640934j -0.028815-0.0171173j -0.00871469-0.00335513j -0.0198306+0.0187805j -0.00430638+0.00559493j -0.00517963+0.0110469j 0.0128914-0.00377658j -0.0132554-0.000531435j 0.0193075-0.0112283j -0.00424505-0.00717907j 0.00708298+0.0103341j -0.0104398+0.00409277j 
-0.00273217-0.0181498j -0.0237214+0.00996525j -0.0299828-0.00182966j 0.00654738-0.00842316j -0.0450643-0.0164747j 0.00350991-0.00021537j 0.0270471-0.0174185j -0.0160367+0.00593414j -0.0283793-0.039091j 0.010717+0.00490045j -0.0369283-0.0115258j 0.00609579+0.00887712j -0.00410641+0.0183665j -0.00444262-0.00198509j 0.0138953+0.000514488j 0.0332028+0.0232233j -0.00803248+0.0215032j -0.00300031-0.00581816j 0.00620017+0.0225315j -0.0117726+0.0192784j -0.0218778-0.00381829j 0.00522968-0.028973j 0.0151931+0.0323133j 0.0278195-0.0200848j 0.00505113-0.0281002j 0.0161062-0.00157244j -0.00090881-0.0199j -0.0177338+2.20339e-05j -0.00409383+0.0139165j 0.000830832-0.0299981j 0.000553836-0.00362181j 0.0196366+0.00828642j -0.0164967-0.0168695j -0.0191284+0.00821945j 0.0141677-0.00705498j 0.00796819+0.000259835j -0.00232063-0.000639985j -0.0258704-0.0101009j -0.00939244+0.0218021j -0.00139922-0.0133843j -0.00457454-0.00562771j 0.000894234+0.000348481j -0.000182356+0.00887768j 0.00284801-0.0092429j 0.00880011+0.0269118j -0.012123+0.0401506j 0.00646996+0.00827295j -0.0156642-0.0225506j -0.00324853-0.00868735j -0.00134519+0.00425382j -0.0042961-0.00304236j -0.0118011+0.00588002j 0.00176894-0.00469241j -0.0070977+0.0154616j -0.00126535+1.516e-05j -0.00286473-0.0171022j 0.0157084+0.0132107j 0.00636617-0.00310509j 0.0167973+0.0228211j 0.0186321-0.00864504j -0.00489191+0.00563885j 0.0135309+0.00245758j -0.00522042+0.00248056j -0.0310705-0.0210757j 0.000304467+0.0133972j -0.00239999-0.000764433j 0.0255002+0.0135793j -0.0290089-0.00202147j 0.00192489+0.0302893j 0.01625-0.0361308j -0.00164293+0.0176323j 0.0137726-0.0157102j -0.00386045-0.0235897j 0.00184962-0.0180809j 0.000613505+0.0038866j -0.0208212+0.0068876j 0.0103377-0.0165948j 0.0206505-0.00652072j 0.0132817+0.0102201j -0.000194663-0.00367155j -0.0352874+0.000303003j -0.0146956-0.0310935j -0.0265857-0.00465248j -0.0059436+0.0216844j -0.0012285+0.00121235j -0.00297863+0.0215712j 0.0118385-0.00606395j -0.00504301+0.00272771j 0.0180193-0.0263753j -0.0153103-0.0153536j 0.0029095+0.00971163j -0.0122818-0.00320406j 
0.0184121-0.0130999j -0.00678277-0.0144931j -0.008396-0.0063524j 0.00701539-0.00488407j 0.00744265+0.0354839j -8.63548e-05-0.00206683j 0.00524002-0.0465817j -0.00342676+0.00474046j -0.0214243+0.0128663j 0.0209742+0.00146561j -0.00211754-0.0223932j 0.0329795+0.00724515j 0.00636438-0.0177007j 0.0247584-0.00103173j 0.00771021+0.0111417j 0.0252039+0.0254383j -0.0193031-0.0212475j 0.0180484-0.0327211j -0.0203065+0.0357394j -0.00762317-0.00589494j -0.0109289+0.00711348j 0.0206632+0.0146325j 0.0207826+0.0258239j 0.0180424-0.0151474j 0.023188+0.0065239j -0.0183373-0.0141269j 0.00500536-0.0150239j 0.00120742+0.000101165j -0.0151722+0.0175655j 0.00328002+0.0213943j 0.00775238-0.0131897j -0.014182-0.0022983j -0.00436077+0.00997995j 0.0266659-0.0265239j -0.00467201+0.0100552j 0.00911698+0.0184409j 0.00303861+0.0152769j 0.0110846+0.00398802j -0.0103539+0.00657275j 0.0121363-0.0244011j -0.0112061-0.00193306j -0.0101518-0.0128781j -0.0142132+0.0107542j -0.0159789+0.0206883j 0.0164393+0.0347386j 0.0220914+0.0275874j -0.000460603-0.0137999j 0.00409506-0.000497836j -0.000826528+0.0016694j 0.0264738+0.00640826j 0.00484906-0.00214607j -0.0273637+0.00678577j 0.0219567-0.0127494j 0.0102819+0.00321037j 0.0120564+0.0142491j 0.00077915-0.0149462j 0.0162438+0.0045633j -0.00521007-0.0150385j 0.0174928+0.00469343j 0.0062952+0.0157362j 0.0499341-0.00691793j -0.00431543-0.02207j -0.0307381-0.00533811j -0.00579846-0.0101942j -0.0137982+0.0050958j -0.0092246-0.0155584j 0.0523279+0.0228791j -0.0108298-0.0303408j 0.0342861+0.0373437j 0.016042-0.0178582j -0.00286504+0.0182664j -0.00215095+0.00309647j -0.00895108-0.0100881j -0.00518946+0.0113925j -0.0156494-0.00178231j 0.00087773+0.0114347j -0.00671396-0.0115386j -0.0153583+0.0160544j -0.0296691-0.014235j -0.00425837+0.0298757j -0.00400883-0.0187188j 0.0174875+0.00597273j 0.012658-0.0195131j -0.00732096-0.0165518j 0.00126818-0.0087466j -0.00849949-0.0120877j 0.0148792+0.00995167j 0.0123031-0.0443583j 0.0098779-0.0123307j -0.00896972-0.00889895j -0.0100866-0.00833531j 0.00577882-0.00158354j 
-0.000679765+0.000144265j 0.00502016+0.000427642j -0.00582192+0.0164883j -0.00168226+0.00788691j -0.00507342+0.0113219j -0.00840843+0.0090072j -0.0164171-0.018108j -0.0133163+0.0255112j 0.0123628-0.0304058j -0.0456247-0.00756942j -0.00259387+0.0151144j 0.00707554-0.012394j 0.00538923+0.00879969j -0.00905025-0.00468889j -0.016107-0.0001274j -0.000423635-0.0122287j 0.00619016+0.00378562j -0.00608989+0.0224978j -0.00611819+0.00400612j -0.020109-0.00280288j -0.000822892+0.00125528j -0.00100109+0.0125353j 0.00148516+0.0111199j 0.0240232+0.0198957j -0.00531156-0.0147007j 0.0170739-0.00608508j 0.0136175+0.00945466j -0.0264297+0.0186734j 0.0222881-0.00508052j -0.00557791+0.00380391j 0.00697283-0.0252408j -0.00708172-0.012741j 0.00763388-0.0124497j 0.00668322+0.0123742j 0.00784333+0.0209871j 0.00737363+0.0210178j -0.00187579+0.0134276j 0.00861943-0.0141411j -0.00146304-0.0112556j -0.00477889+0.00531858j -0.00712374-0.00164199j 0.00122517+0.0103874j -0.00943461+0.00612838j -0.0257345+0.000470281j -0.000976145-0.00659951j 0.0215879-0.0190223j -0.00416466-0.00793768j 0.00633017+0.00999434j 0.00229847+0.00591412j -0.00772023+0.00143743j 0.021226-0.00475892j 0.0176851+0.000127526j 0.00247666-0.0236546j -0.00587959-0.00231003j -0.0112253+0.00478568j 0.00966353+0.00840728j -0.00720053-0.00891745j -0.00207189+0.00712491j -0.00351229-0.00356609j -0.0222542-0.010281j -0.0121778-0.00528061j 0.0020067-0.0285951j 0.00217488+0.0210554j 0.0111289+0.0320046j 0.000223369+0.026921j -0.0295914+0.00531129j -0.0182412+0.0266271j -0.014042+0.00684491j -0.0212383-0.0120816j -0.0113703+0.00619992j 0.0063865-0.0175376j 0.00393207-0.00767895j 0.013044+0.01633j 0.0158408-0.00267331j -0.00380575+0.00608887j 0.00787858+0.0105934j -0.0157927+0.0165964j -0.00889767-0.0191695j 0.0181606-0.00919324j 0.000445882-0.0197448j -0.0321663-0.0181339j 0.0121571-0.0123744j -0.00883271-0.00449762j 0.00380136+0.0172226j 0.00358655-0.00195075j -0.00185433+0.000719649j -0.00573184+0.0130524j 0.00846655+0.0139129j 0.00418808-0.00383724j 0.000683999-0.0102008j -0.0103121+0.00498533j -0.00643186-0.0107611j 
0.0146034+0.000149532j 0.0047874-0.0105625j -0.00532007-0.0132979j 0.00994369-0.0055782j 0.0141116+0.0507429j 0.0493578-0.00879072j 0.00696584+0.0140717j -0.000201999+0.00917842j -0.0256377+0.0138655j 0.00821348+0.0193952j -0.0123747-0.0134975j 0.0108325-0.00984523j 0.00222822-0.0175332j -0.000267165+0.0119971j 0.0150731-0.0186765j 0.0356059+0.0116979j -0.0203201+0.0170903j -0.0236505-0.0137334j -0.0245572+0.0399684j -0.0132737+0.030021j -0.0190026-0.00156548j -0.0024183+0.0109789j 0.00955588+0.0370706j -0.0118593+0.0186354j 0.0294228+0.022758j -0.00595407+0.00357164j 0.0135841-0.000543501j -0.0220621+0.0115226j -0.0122854+0.00836066j -0.0207334-0.00192208j -0.00975401-0.0330167j -0.014315-0.00427011j 0.00790315-0.0101732j 0.00306226-0.00449908j 0.00330356+0.00741254j 0.0189466+0.011023j 0.00155928+0.0248407j 0.011857+0.00496956j 0.00936475-0.00152205j 0.0234746-0.0167899j -0.012004-0.0083713j 0.00113175-0.00936486j -0.00558182-0.000369971j -0.0268625+0.0101739j 0.0244403+0.0260364j 0.0077109+0.0196004j -0.00361698-0.00601221j -0.000474594-0.00709622j 0.0278161+0.00130424j 0.0112356+0.0177675j -0.000311678-0.00267963j -0.017071+0.0159622j 0.00662466+0.0112307j 0.0111143+0.00650478j 0.0127442+0.000468779j 0.00938111+0.000190126j 0.0319978+0.0103896j 0.0147917+0.00187085j 0.0142284+0.0218923j 0.00113382-0.00872644j 0.0367473-0.000189089j 0.00978292-0.0284305j 0.00355359-0.0103983j 0.00677875-0.020986j -0.0314094+0.00262983j -0.00922035+0.000972178j 0.0529175+0.00340529j -0.0168322-0.00839267j 0.0125334+0.00100279j 0.0169221-0.0386169j -0.0231724+0.00964864j 0.00990117+0.0101258j -0.00451285-0.010479j -0.0127059+0.0105732j 0.00155029+0.00118849j -0.0130384-0.0334678j -4.54321e-05-0.0117193j -0.0199525+0.0215665j -0.016379-0.00533914j 0.00895719+0.0195749j -0.00463678-0.00386872j 0.00379059+0.00767882j -0.000830285-0.0138624j -0.00894499-0.000792792j 0.014741-0.0182088j -0.00986605-0.056559j -0.0434448-0.000156768j 1.69598e-06-0.0039945j 0.0137609-0.00980246j -0.00916472-0.00743153j 0.00247387-0.00156995j 0.00364187+0.0056486j 
0.00655566-0.000261433j 0.00335117+0.00537529j -0.00238106-0.00575833j -0.00794501+0.00239022j -0.00837053-0.0174j -0.0192299+0.00838809j 0.00479889-0.0154838j -0.0257194-0.0087785j 0.0030478-0.0149415j -0.0230201-0.00286947j 0.00721961+0.0111607j -0.0187019+0.0039984j -1.11274e-05+0.0241052j -0.0117665-0.00481965j 0.014473-0.0145966j 0.021435-0.0126644j -0.0190748-0.000560243j -0.0141918+0.012943j 0.0010018+0.00236807j 0.00966106+0.00833133j -0.00113727-0.005692j -0.00992834+9.47893e-05j 0.00292095-0.00483658j -0.00136509-0.00053605j 0.00148064-0.00982101j -0.00565862+0.0236258j -0.0169372+0.00241249j -0.00327188-0.00274519j -0.000380874+0.00101335j 0.00778077-0.00694566j -0.0107547+0.0333921j -0.0234092-0.00305176j -0.00575363-0.00104977j -0.00426695+0.00969165j 0.0169946-0.0121287j -0.00226462+0.000555321j 0.0159297-0.00133733j -0.0213552-0.00407509j 0.00143975+0.0134352j 0.00657768+0.014758j 0.00260492-0.00643155j 0.00180432+0.00805861j 0.0212535+0.00778801j 0.0194142-0.0164291j 0.00198085+0.0110046j -0.0189113-0.000550216j -0.0225579+0.0153724j -0.0161371-0.0126075j -0.00854285-0.0119935j -0.021527-0.00160982j 0.00144301-0.00551461j -0.0101473-0.00344243j -0.00724399+0.00364506j 0.00746072+0.00444557j 0.00488506-0.00182203j -0.00255308-0.0268433j -0.00840961+0.0195735j 0.00528058+0.0130056j 0.00720489+0.0113263j 0.0149063-0.00194972j -0.0209932-0.00593445j 0.00616656+0.0249963j 0.00247746-0.00134333j -0.0122551-0.00277264j 0.0142221+0.0210227j 0.0110069+0.00593109j -0.0216593-0.00312119j 0.00403747+0.019722j -0.0253031-0.00313429j -0.00848067+0.0116958j 0.00836354+9.34536e-05j 0.00633202-0.00369834j 0.0158817+0.00544642j 0.00605004+0.00301036j -0.00353912-0.00591966j -0.00710095+0.0181186j -0.00451429+0.0115896j 0.00726703-0.0104259j 0.00605211+0.00441942j 0.00359562+0.00235575j -0.00269573+0.00192822j -0.0149651+0.00316232j -0.0212526+0.00138846j 0.0030615+0.0281389j 0.00840379+0.0172018j 0.0138014+0.0137454j 0.0118266+0.00107465j 0.0179904+0.00793677j 0.00616995-0.00163676j 0.00276173-0.00745658j -0.00731138+0.00248573j -0.00708972-0.00969701j 
0.0182207-0.019804j -0.00536573-0.0048586j 0.00777891+0.0060875j 0.00234126+0.0146934j -0.00886036+0.0436952j -0.000536066+0.0050211j 0.00482473-0.0164497j 0.0110358-0.000962916j -0.0178922+0.0180946j 0.0220674-0.00359542j -0.0155643-0.00555033j -0.00713211-0.0118048j -0.0127385-0.00278321j 0.0264301+0.0157777j 0.00601539+0.0136938j 0.0109113-0.00648926j -0.00318768+0.00318045j -0.00942639+0.00264768j 0.00995534+0.0217774j 0.0247469-0.0203819j 0.0145354+0.0276349j 0.0119262+0.00560088j -0.00824506-0.00664376j -0.0162685+0.000853013j 0.0204873+0.0127595j -0.0275903-0.015146j -0.0101482-0.014907j 0.00540414-0.0411576j -0.00553362-0.00735585j -0.013938+0.00695227j -0.00676123+0.00645996j -0.0321111-0.0083182j 0.0099224+0.0109712j 0.0196275-0.00473706j 0.00312476-0.0275344j -0.00684481-0.0064055j 0.0086394-0.0116077j 0.0074314-0.00467429j 0.0210246+0.00399197j 0.0273294-0.00928122j -0.000851233-0.00692069j 0.0137391-0.00291385j 0.0216584+0.0118954j 0.00460705-0.0152663j -0.00304385+0.0125914j 0.0106028-0.00557053j -0.0217446+0.0203757j -0.0104843-0.00488723j -0.00612017-0.0327723j -0.0239776+0.0115654j 0.00559582-0.0217422j -0.0122259+0.0220206j 0.00437746+0.0176545j -0.0149385+0.00844583j 0.0113171-0.0051025j -0.0174803-0.0166636j -0.00371799+0.0123735j 0.0175992+0.00723057j 0.00368025+0.0235874j 0.000641627-0.00968505j -0.00783117+3.59333e-05j -0.0091158+0.00480471j 0.0126476-0.00904132j 0.00827303-0.000664394j -0.0105577+0.0112005j 0.0060186-0.00109744j 0.0159765-0.00359819j -0.00881701-0.0113215j 0.0124302+0.016309j 0.0111428-0.00606419j 0.00267485+0.000731634j 0.0215187-0.0159849j 0.00716624+0.0109836j 0.00974965+0.00267483j 0.0102737+0.0211345j 0.00414806-0.00291821j 0.00681129+0.00409417j 0.0077907+0.00450839j -0.0265166-0.00913848j -0.00466667+0.0341582j 0.020369-0.00665313j 0.0198952+0.0270689j 0.0195216-0.0176844j -0.0103046-0.0158846j -0.00360992-0.00871686j -0.00695047-8.44113e-05j 0.00762641+0.0100748j 0.0126998-0.00949704j -0.000503189+0.00762086j 0.00918677-0.00417099j -0.0024632+0.00133369j -0.00306996+0.000938542j 
0.0121691+0.00462798j 0.0320076-0.0276757j 0.00661469+0.00051772j -0.00220171+0.00711788j 0.0479341+0.0380284j 0.0128796-0.0102703j -0.0197524-0.00966331j -0.0154959+0.00977511j 0.0219528+0.0236363j -0.00774984-0.0065471j 0.0160583-0.0060901j 0.00136773+0.0139029j 0.0132993-0.0071733j 0.0260394-0.0343241j 0.0040138-0.00140411j 0.012114-0.00847128j -0.0202453+0.0185444j -0.0217848-0.012096j -0.00855344+0.0179032j -0.015291-0.0190634j -0.00457713+0.0126864j 0.000727936+0.00903775j 0.00663719+0.0064584j -0.00607966+0.0296297j 0.00478689+0.0197654j 0.0131976+0.00869463j -0.0044024+0.0152152j -0.00127412+0.0245916j -0.00193365+0.0260952j -0.0196672+0.0178412j -0.00419498-0.00141028j -0.0351901-0.0208315j -0.00595657-0.00394546j 0.034193-0.00306139j 0.0223659+0.015693j 0.0217281+0.00920901j 0.00887554+0.0212018j 0.0144354-0.0280916j -0.00432839-0.00129305j 0.0156886+0.0245168j -0.0180021+0.00763395j -0.0153437-0.0112439j -0.00282259+0.0299265j -0.0281884+0.00949479j 0.00609306+0.0149628j 0.0256275-0.0235232j -0.0250688-0.0106295j 0.0107431+0.00515853j -0.00557472-0.0100472j -0.00102485-0.0123625j 0.0335839-0.0157277j -0.0112328+0.00687233j 0.0160269-0.0195149j -0.0167468-0.00899804j -0.00501395+0.01697j -0.00183616-0.0106263j -0.00583066+0.000353621j -0.0186241+0.0165958j 0.0231156+0.00599706j -0.0101006-0.00335675j 0.0207316-0.00589763j 0.0130515-0.0263864j -0.00497532-0.018649j 0.0233807+0.0266726j -0.00703243+0.0204774j -0.0128411-0.0173617j -0.00332027+0.015109j 0.000762692-0.0002533j -0.0183293+0.000916726j -0.0197111+0.0157707j -0.00067607+0.000710749j 0.000232793+0.00830358j 0.0148574+0.00173358j 0.00806841+0.000829682j -0.00261299+0.0124335j 0.023195-0.00202599j -0.0140367-0.0001241j -0.0275444+0.00292166j -0.0275245-0.0336358j -0.003301+0.016922j 0.00860951-0.0195626j 0.0381531+0.0130239j 0.00467326-0.00395918j 0.0104292-0.00893327j 0.0215162-0.00107775j 0.0078254-0.0481413j -0.025789+0.00708518j 0.029798-0.0178046j -0.0166648+0.00981145j 0.00307967+0.00231458j -0.0165595-0.0136807j 0.0146037-0.00460329j 
