-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
0.011181-0.0141082j -0.0203949-0.00515497j 0.00829731+0.00194563j 0.00548092-0.00456719j -0.0317694-0.0276943j -0.0423667+0.0110068j 0.0178491-0.0244276j -0.00464422-0.0143204j -0.023556-0.00562071j 0.00903632-0.0135582j -0.0206387+0.0220233j -0.00194068-0.00600557j 0.0101042+0.0265141j -0.00564604-0.000578257j 0.0133191-0.00559796j 0.0463167-0.00438436j -0.0267448-0.017336j 0.0169162-0.0249585j -0.0117093+0.0333068j -0.0283804-0.0150389j -0.00470877+0.0167346j 0.0347347-0.0312895j 0.0410827+0.0347888j 0.0381579-0.0253808j 0.0411836-0.0197036j 0.00669135+0.0171425j -0.0326876+0.0117251j -0.00862501-0.010226j -0.0196287+0.0122799j -0.0212243-0.0359929j 0.00767571+0.0121058j -0.0173248+0.0227423j -0.0276678-0.0120359j 0.0169474+0.0351001j 0.0196958+0.0313447j 0.0265313-0.0229425j 0.0114815-0.0576989j -0.0227277+0.000370181j 0.00117272+0.0380511j -0.0443676+0.0083329j 0.0161887+0.0359783j -0.028381+0.0206434j 0.00293051+0.0257149j 0.0110198-0.00996536j -0.0153176-0.0115794j -0.023399+0.0287295j -0.00321627+0.0132335j -0.037736-0.0339357j -0.0174001-0.023474j -0.0166273-0.00569988j 0.0282154-0.00567764j -0.0119653-0.0213191j -0.0460703-0.0294735j -0.0166811+0.0238584j 0.00505636+0.0151574j -0.0324263-0.0115273j 0.00330332+0.00315479j 0.0172813+0.0256637j 0.0222399+0.00428556j 0.000275513+0.0138334j -0.00633352+0.0259141j 0.0203857+0.0121415j -0.0382991+0.0183253j -0.0253343-0.0244473j -0.0235443+0.0472212j 0.00357449-0.0221159j -0.00903851+0.0291687j -0.0480088-0.0291611j 0.0196763+0.0553224j 0.0177259-0.0271159j 0.000662718+0.00563933j 0.0287318-0.0224075j 0.012422-0.0160207j -0.00334366-0.0146742j -0.0056707-0.00874703j -0.0150997+0.0162705j 0.0351329+0.000803678j 0.0340185-0.00653465j 0.00579984+0.00294297j -0.0108971+0.00134561j -0.0166635+0.0129876j -0.00313563-0.0293412j -0.0386161+0.00473974j 0.00579562+0.0192379j 0.000418806-0.00234109j 0.0179417+0.042529j 0.0380193+0.00403066j 0.0286776+0.00106974j -0.000133035-0.00109483j 0.00246664-0.000635404j -0.0083356+0.0124522j -0.0176717-0.0143286j 
-0.000923012+0.00952852j 0.00875317-0.00254972j -0.00823279-0.0125829j 0.0127802-0.010846j 0.0277524+0.0212735j 0.0269627-0.00998589j -0.00129859-0.00796728j -0.0275319-0.000148494j 0.00649488-0.0519167j -0.00788288+0.0194463j -0.00545902-0.0552424j -0.0174161-0.00682648j 0.0212736+0.0126121j -0.0247496-0.00336603j 0.0577537-0.00263386j 0.0229154+0.0393714j 0.0126188+0.0486118j -0.0604429+0.028931j 0.00724124+0.0540136j 0.00855668+0.0617986j -0.00487964+0.0269056j -0.0274379-0.0417308j -0.0124037+0.0261946j 0.00530149-0.0212086j 0.0281071-0.0152539j -0.000721508-0.00674022j -0.00406851-0.0151119j -0.00896006-0.00866443j -0.0113989-0.00546472j 0.00206312+0.000122431j -0.0123113+0.00439608j -0.00426689-0.0330495j -0.00626193-0.0306755j -0.0189094+0.0302971j -0.00672771-0.0275217j 0.00963176+0.00474303j 0.0254523+0.0240281j 0.0175439+0.00292938j 0.0500394-0.0145023j -0.00124508-0.00647364j 0.0130805-0.0224323j 0.0347439+0.00662644j 0.0213801+0.00559579j 0.0331091-0.0390103j -0.00896184+0.0222446j -0.0143781-0.011027j -0.0150538-0.0129544j 0.0122446-0.0218694j 0.00523046+0.00614707j -0.0161627+0.0262567j -0.0202385+0.0179939j -0.00847941+0.0379264j 0.0263321+0.0273237j 0.00135909+0.0373919j 0.00070214-0.0226075j 0.0197957-0.0175709j 0.0274873+0.0299139j 0.0313229+0.00848629j -0.00248083+0.0289913j 0.00416358-0.0382977j 0.000363642-0.00836724j 0.0158533+0.00813653j 0.0684291-0.0420147j -0.0113734-0.025988j 0.00717803+0.000330067j 0.0192595-0.0062437j 0.0204958-0.0117781j -0.0171561+0.00852385j 0.00500456+0.0169031j 0.01052-0.0210421j 0.0236338+0.0197214j 0.0195254-0.0356385j -0.0166745+0.0399158j 0.0270945-0.00583787j 0.0304223+0.0196199j -0.00104278-0.0404634j -0.00562178-0.0228477j -0.0162875-0.0013923j 0.0320726+0.0141064j 0.0306594-0.0355311j -0.00782671+0.01404j 0.00292824-0.00710333j -0.0285109+0.0204552j 0.0219655+0.0210745j 0.00801551-0.0021364j 0.0136083-0.0593055j -0.0409035-0.00492459j 0.021723+0.00805474j 0.0235175-0.00503451j -0.0123041-0.017202j -0.00511307-0.00825744j 0.00694027-0.00645262j 
-0.0044518-0.00250961j -0.0104016+0.00838952j -0.0191083+0.0136125j -0.0130027-0.0287958j -0.0114493-0.0168557j 0.0419719+0.00809919j 0.00275887+0.0480097j 0.00907954+0.0019798j 0.00278059-0.00911014j 0.00834705-0.0147781j -0.00234754+0.00790442j 0.00781046+0.0129757j -0.0229751+0.0206822j -0.0127144-0.0016624j -0.0141542-0.00915647j 0.0123877+0.00471343j -0.0145999+0.0101719j 0.0189916-0.0220175j -0.00369999+0.0111963j -0.00134908+0.00952036j -0.0304995-0.0249906j -0.00510335-0.0265666j 0.0284686+0.0544796j 0.0145021+0.0122407j 0.0142997-0.00979894j 0.0498299-0.00117831j 0.00722709+0.0201092j -0.0360237+0.00913317j -0.0175444+0.0195278j -0.0174345-0.0402337j -0.0169266-0.0381481j 0.0203602+0.0103084j -0.0266542-0.0207399j -0.0193791+0.0389277j 0.0426419-0.0110456j 0.0190423-0.00695894j -0.00936467-0.0194793j -0.0233274-0.00480094j -0.00768131+0.0179123j -0.00889588+0.0260682j 0.00238847+0.0134198j -0.0164445+0.00441599j -0.0199354+0.011685j -0.00768534-0.000149309j 0.0271187-0.0212621j -0.0347869+0.0431912j 0.0167315+4.65871e-05j -0.0176076-0.0141978j 0.0111148-0.00206529j 0.00891882+0.00409673j 0.00111495+0.00790961j 0.0114493-0.0217654j -0.03273-0.0109944j -0.0102555-0.00233024j 0.000812349+0.00753581j -0.000242226+0.0308762j 0.0236451-0.0160049j 0.0133131+0.0254848j 0.035362+0.00863235j 0.0100635-0.0208578j -0.015791-0.00019183j 0.0205961-0.0295396j -0.00849015+0.00662581j -0.0302256-0.0186914j -0.0276291-0.0150034j -0.0188132+0.0151467j 0.0188898+0.00661153j -0.0216512-0.00506645j -0.0163809-0.0031723j 0.0141928-0.0574906j -0.0120527+0.00230054j -0.0389925+0.0132337j 0.00063306-0.0510186j -0.0144161-0.046371j 0.00569833-0.0211534j -0.019224-0.00660755j 0.0321332-0.0121377j 0.0323965+0.00813939j 4.79207e-05+0.0205491j -0.00174868-0.00722024j -0.018603+0.0144582j -0.0197296-0.0410341j -0.0202063+0.004585j 8.61353e-05+0.0039815j -0.013776-0.0119095j 0.00182545+0.00278432j -0.0321231-0.0150494j -0.02094+0.0377503j 0.00227701-0.0251171j -0.017187+0.00136896j 0.00680281+0.013764j -0.0133873+0.000282011j 
-0.00420445-0.00736325j -0.00420175-0.00219466j 0.00479656-0.0271717j 0.0191565+0.0136604j -0.0102039+0.00720819j 0.0177795-0.0160997j 0.0320715+0.0312545j 0.0233283-0.00966273j -0.0339304+0.0385264j 0.0628581+0.0324395j -0.00625235-0.0156958j -0.0124692+0.0357732j -0.0128134-0.0175527j 0.00966176+0.00917795j 0.0106262-0.00114705j 0.0168228+0.0241895j -0.0251654+0.00485995j 0.016247-0.0394668j -0.0243779-0.0131665j 0.0213743-0.0102919j 0.00778588-0.0013253j 0.0133863+0.0142362j 0.00312088+0.00279709j -0.00849982-0.0129168j 0.00912687+0.0193309j -0.0577687+0.0317106j -0.0489745-0.0333179j 0.0185789-0.0251221j -0.0149645+0.0312853j -0.0138824-0.0124794j -0.0205897+0.0371672j 0.0203437+0.0167671j -0.00652244+0.0214906j 0.0140274-0.0248294j -0.0113094-0.0188863j 0.00562222-0.02524j -0.00780756-0.0147341j -0.0190724+0.0139422j -0.0196256+0.0361053j 0.0239509-0.0133533j -0.00188065-0.00519624j -0.00375975-0.0106416j 0.0209198-0.0243461j 0.0102106+0.0176452j 0.0246807+0.0456164j 0.00557396+0.0264683j -0.0219397+0.0177695j -0.0197656-0.00233j -0.0121049-0.0415962j -0.000586198+0.00426792j -0.0223743+0.01307j -0.0504988+0.00550085j -0.00758589+0.0153868j 0.0120446-0.00790195j 0.0129912+0.00845382j -0.0175798-0.0275486j 0.0249463+0.0193864j -0.00658214-0.0170121j 0.0265106+0.0185773j 0.0268453+0.0158274j 0.0348761+0.00127326j 0.00299774+0.0393671j -0.00261541-0.00638865j -0.0134122-0.0519615j -0.00608907-0.0319454j 0.0523866-0.000932518j 0.0428949-0.033229j 0.00826272+0.0168355j 0.024238+0.0329936j 0.00739967-0.0122387j -0.022315+0.0350441j 0.00717571-0.000880686j -0.016534-0.0409241j -0.0210703+0.0157959j 0.0133-0.00310854j -0.0219642+0.00157693j 0.0119603-0.0229072j 0.0251998+0.0324678j -0.0512447+0.00424113j -0.00720999+0.0334086j 0.0561342-0.00892357j -0.00667021+0.00276596j 0.001913+0.00888745j -0.0150263-0.00822951j 0.0106064-0.0025134j -0.0045394-0.0111714j 0.00658084-0.0188198j -0.0281648-0.028454j -0.00633937+0.0119536j 0.00888561+0.0158847j 0.0202205-0.00123465j 0.0097785+0.0232792j 
-0.0134857+0.0117532j 0.00214786+0.0149583j -0.0275625+0.0109416j -0.0167666-0.0339532j 0.0243506-0.0344329j 0.041907+0.00124341j -0.0230817+0.0388203j 0.00934193-0.0166915j 0.042425-0.0138617j -0.0145459-0.0174078j 0.0164365-0.0035845j 0.00278274-0.0236621j 0.0189573+0.0481747j -0.0543665+0.0336464j -0.00206452-0.0257171j -0.0594652-0.0095256j 0.00826639+0.00607555j 0.0113594+0.0336929j -0.00274587-0.0373587j 0.0423694+0.067451j 0.00624931-0.0580396j -0.0544783+0.0175362j -0.0215495-0.0306893j -0.0448287+0.00599423j -0.0321198+0.0205001j 0.0133072-0.0151848j 0.0235684+0.0147447j 0.0159996-0.00280568j -0.00705271-0.0433327j 0.044931+0.00837775j -0.0177252+0.00287848j 0.0355569-0.00607221j 0.00472783+0.0125317j -0.0643077+0.0137183j -0.0498033-0.0205684j -0.0239606-0.0265571j -0.0166084+0.00192847j -0.00233762+0.0149929j 0.00103681-0.0366493j -0.0210092-0.0113703j 0.0329323-0.0136229j 0.0253092+0.0043465j -0.0215388-0.052946j 0.0179996-0.00735348j -0.0217589-0.0633302j -0.0343584-0.0145446j 0.0341845-0.0387643j 0.023197+0.0128979j 0.0536577+0.0520674j 0.016439-0.00257047j -0.0649956+0.0341986j 0.0437009-0.00162848j -0.0239149+0.0481187j 0.0538546-0.0109073j 0.0135767-0.0268377j 0.0272602+0.0405117j 0.00546502-0.020568j 0.0128425-0.0194319j -0.0443881-0.0608977j 0.00701573-0.00888194j -0.0142299-0.0139571j -0.0126303+0.0146608j 0.0147653+0.00493356j -0.00746171-0.0427842j 0.0165943-0.0782599j 0.022366+0.0221958j -0.0079131-0.0472612j 0.0700888+0.0303398j -0.011421-0.0647802j 0.00447268+0.00803824j 0.00397325-0.0285317j -0.035387+0.0436568j -0.0169989+0.00684255j -0.035909-0.0187237j 0.00650763-0.0243351j -0.0249616-0.025614j -0.0200142+0.00280822j -0.0130268+0.0192926j 0.0333163+0.0401046j 0.0339111-0.0241915j 0.0128083+0.0230137j -0.0298342+0.0299923j 0.00951224+0.0129216j 0.0167162-0.000370386j -0.0245734+0.00536643j 0.00471461+0.00656053j -0.0483543-0.0212319j -0.0301974+0.0460387j 0.0166219-0.0217173j -0.0209843-0.00900393j 0.0126212+0.00217334j -0.00388544+0.00730257j 
0.0115798-0.00108151j 0.00897356-0.00805171j -0.0104448-0.00747146j 0.00628476-0.0143682j 0.0132759+0.036966j -0.0133-0.00331999j 0.000815474-0.0509668j -0.0285024-0.00170831j 0.0172131-0.0129544j -0.00421935+0.00114455j 0.0266892-0.0568101j 0.0356841+0.0193777j 0.0169673-0.0187393j 0.0231296-0.022746j 0.0424742+0.0210747j 0.0247059+0.0170614j 0.0167514-0.00978124j -0.0193756+0.0112415j 0.0275107+0.0479436j 0.00906293+0.0343247j -0.0164447+0.0191836j -0.0035626-0.00927947j -0.00797539-0.00129296j -0.0119578+0.00285202j 0.0299525-0.010351j -0.024-0.0282676j 0.0308565+0.00518693j 0.00465485-0.0148684j -0.0272719-0.0247303j 0.0118366-0.000788534j -0.0102395-0.000839261j -0.0690614-0.0251764j 0.00398715-0.025171j -0.0265469+0.0187805j -0.00450883-0.0134724j -0.00656997+0.0157779j 0.00642545+0.0513188j 0.0172379+6.57278e-05j 0.0264804-0.0191997j 0.0161571-0.0334193j -0.00225578-0.0424166j 0.0319876-0.00530093j 0.00399256-0.00502408j 0.00747029-0.0134213j 0.0114823+0.00824519j 0.017046-0.0198562j -0.011825-0.000684067j 0.00715079-0.00846967j 0.0265207-0.00603556j 0.0168942+0.025106j -0.0255155-0.0140003j 0.00377+0.0143315j 0.0239131+0.0264029j -0.00262214+0.017935j 0.0179176-0.0053307j 0.013594-0.0101589j 0.00782704+0.00269005j 0.0264249+0.00662871j 0.00726829+0.0298253j 0.00183941-0.0146836j 0.0141325-0.0215914j 0.00343413-0.0170585j 0.0256583-0.0415545j 0.0123988+0.00306085j 0.00179538-0.00898354j -0.00827731+0.00257704j 0.0407617-0.000709851j 0.000514933-0.0264054j 0.0177857+0.000956193j -0.00524892-0.000516596j 0.0149687+0.0260166j -0.000135881-0.0127761j -0.0237631+0.0344682j 0.0400063-0.00144497j -0.00208373+0.0198517j 0.0165387-0.00304484j -0.00754481+0.00926968j -0.0353971-0.007155j 0.0155875+0.0203727j 0.030036-0.00440981j -0.0132489+0.00917958j 0.00314905+0.0151097j 0.0160722-0.0120946j -0.00156151-0.0145605j -0.00359383+0.00572439j 0.016585-0.0285711j 0.000485543+0.00870979j 0.045657-0.0455745j 0.0197846-0.00698696j -0.0108864-0.0216163j -0.0159212-0.0248274j 0.0139939-0.00422713j 
-0.0204728+0.0308447j 0.0239138+0.0124585j -0.00474655+0.00397569j -0.0105006-0.00519569j 0.0487254-0.0403355j 0.012796-0.00396396j -0.0452777+0.0546061j 0.0281314-0.00678892j 0.0474867+0.00618022j -0.0307908-0.0231345j 0.0437394+0.0146895j -0.0241852-0.000600216j -0.0108304+0.0359965j -0.0391821-0.00794045j 0.00404347-0.0402453j -0.00785199-0.0179213j 0.00857922-0.0112752j 0.0233078+0.000786067j -0.00913279-0.0507167j 0.010936+0.0546548j -0.0093058-0.0307j -0.0634825-0.0183041j 0.00364616+0.016001j -0.00979619+0.00863373j -0.0444672-0.00380229j 0.0794264+0.0189814j 0.0203117+0.0399448j -0.0439192+0.0238324j -0.00310195+0.00507107j 0.0316554+0.00759479j -0.01841+0.00236557j 0.0583118-9.3775e-05j -0.0198768+0.0134016j -0.0669265+0.016451j 0.00142071-0.0151009j 0.0208838-0.0240044j -0.0185942+0.0025124j -0.0236367+0.0147363j -0.0234192-0.0149762j -0.00405302+0.0532226j 0.0205589-0.00943569j -0.0122306+0.0258576j -0.0146329-0.0142716j 0.0202753-0.0224359j 0.0116555-0.0654187j -0.0651119+0.015256j 0.0032007-0.0270226j 0.0273689-0.00215909j 0.0163196+0.0187996j 0.0153581-0.0207184j -0.0289906+0.0183048j 0.0364641-0.022627j -0.0320881+0.0102489j 0.0227556-0.0147772j 0.00339678+0.00669562j 0.0408094+0.0247866j -0.000955686-0.00171688j -0.00500688+0.0207729j -0.0055997-0.0287555j 0.00338122-0.0146409j -0.011393-0.0205878j 0.0170108-0.00858509j 0.0241687-0.0100139j 0.000321768-0.00313035j -0.0101029-0.0509729j -0.0107472+0.0253904j -0.0669327-0.0248541j 0.0327827+0.0267563j -0.0591731-0.0549864j -0.00554897+0.00483436j 0.00666278-0.023379j -0.0603804+0.0530665j 0.00960543-0.0202978j -0.0293248-0.007909j -0.029655-0.0474042j -0.021949+0.0115513j 0.0282322-0.00540236j -0.00659963-0.00280414j 0.0184097+0.00998284j 0.0307591-0.0347473j -0.00354899+0.0346635j -0.0122482-0.00788827j -0.0388443+0.0308921j 0.0348385+0.0142312j 0.00782533+0.00614277j 0.0155098-0.0267063j -0.0395072-0.0174214j -0.0146859+0.0315269j -0.020798+0.00553388j -0.00310513+0.0306338j 0.00486383-0.00198648j 0.00704482-0.00254221j 
-0.00232686-0.00737039j -0.0186389+0.00109507j -0.018737-0.00452578j 0.0161228-0.0203089j -0.00439338-0.0207495j 0.0376358+0.00705719j 0.0181567+0.0320645j 0.0065965-0.0110842j -0.0241438-0.0182882j 0.0267794+0.0217291j -0.0209222-0.0060859j -0.0227662-0.00640032j 0.00262914+0.0631756j -0.0645522+0.0335128j 0.0233404-0.0321918j 0.00977888+0.024489j -0.0351974+0.0209464j 0.0121273-0.0171389j -0.0458991+0.00250049j 0.0570917+0.0392214j -0.00398011-0.0401135j -0.0282564+0.0280601j 0.00495032+0.0135877j -0.00027437-0.0398151j 0.0110738+0.00634355j -0.0204345+0.034818j -0.0382141-0.023219j -0.017802-0.0267662j -0.0156664+0.0182925j 0.0270756-0.00484745j -0.0164306+0.0253455j 0.0543388+0.00718058j 0.00666063+0.00100582j -0.0343503-0.0316005j -0.0106257-0.0515968j 0.00977434-0.0212229j 0.012641+0.00241616j -0.0410011+0.0294692j -0.0212931+0.00815369j 0.027055-0.0179956j 0.0279391-0.00590278j 0.0390026-0.0112677j 0.025131+0.00150875j 0.0468024-0.00666402j 0.0259822+0.037488j -0.0424041+0.0427898j 0.00707999+0.00504618j -0.0185045+0.00501245j 0.0158852+0.0178617j 0.0129848+0.000215514j -0.0738395+0.0260358j -0.0271402+0.0235305j -0.0262738+0.0584292j 0.0563173+0.00345231j 0.0140624-0.0301548j 0.00945163-0.0413232j 0.0309096+0.0400461j 0.0155185-0.0319273j 0.00362627-0.00594581j 0.0443479+0.0112073j 0.00725824+0.00324637j 0.00433769+0.0310633j 0.0189489+0.0204923j -0.0476424-0.0792399j 0.00993896-0.0474737j 0.0634809+0.00790738j 0.027373-0.0403002j 0.00253429+0.0492536j 0.00350725+0.00173798j 0.0319271-0.0374724j -0.0024015-0.00372063j 0.00155922+0.0135175j -0.0149149-0.0235894j -0.0599909-0.00701j -0.000698027-0.0459057j -0.0682754-0.00948257j -0.00923073-0.0185436j 0.0125551+0.0324793j -0.0178764+0.0170386j 0.0181111+0.019276j 0.0160268+0.00277349j -0.0350162+0.0213011j -0.0249341+0.00939475j 0.00504815+0.0343509j 0.00909769-0.0103498j -0.0179699+0.000736604j -0.02268-0.0212398j -0.0368936+0.0343398j 0.0246211-0.0176017j -0.0133496-0.0134349j 0.018584+0.0207969j -0.0172638+0.00750193j 
-0.01442-0.000357127j -0.0114717+0.0269294j -0.028712+0.026589j -0.0222145-0.0349255j 0.00580803-0.0549701j -0.0304094+0.0106174j -0.0113436-0.0326018j -0.0177662-0.0239229j 0.0342544-0.0351789j -0.0358643-0.0214294j 0.0132076+0.00462415j 0.0233017-0.0107045j 0.00378801+0.010461j 0.0169607-0.00575879j -0.0156827+0.0091665j -0.0426564-0.00731222j 0.019296-0.00706067j 0.0210187+0.0183308j 0.0114303-0.0169418j -0.00840881+0.00223527j 0.000294886-0.0221675j -0.0256266-0.00767457j -0.0157082-0.0387152j 0.00644696+0.00324988j -0.0504993-0.0418543j 0.0367449-0.0381494j 0.0341828+0.00554224j 0.0300462+0.0265538j 0.00651624-0.0281953j 0.0571996-0.00125754j 0.0156428-0.00794947j 0.0337208+0.0166147j -0.0140289+0.00285008j -0.0160904-0.0259451j -0.0106425+0.0204903j -0.0455771+0.0331379j -0.0219527-0.00128692j -0.0209395+0.00885924j -0.0255629-0.0129871j -0.036591+0.0165655j -0.0237572-0.00522938j -0.00551977+0.0141989j -0.0287245-0.0128722j 0.0116319+0.0160732j -0.0177103-0.020326j -0.0102043-0.00994212j 0.0586455-0.036199j 0.00858965+0.00176297j 0.000409958+0.0262333j 0.0239283-0.024369j -0.0228696+0.00375111j 0.044097-0.023408j 0.00892531-0.00939144j 0.0156572-0.0221706j -0.017891-0.00552405j 0.016871+0.0319222j -0.0283142-0.0240572j -0.0268611-0.0306359j -0.0167701-0.0452524j -0.00749443+0.00413162j -0.0238535-0.0139851j -0.0125487+0.00189856j -0.0160719+0.00779282j -0.0100707+0.0460234j 0.038116-0.0388015j -0.0263111+0.0126656j -0.0276016+0.013652j 0.0384504+0.00621145j -0.020297-0.0274217j -0.00169882+0.0396085j 0.0090979-0.0122577j -0.0169515+0.028297j -0.0124819+0.00145641j 0.00538243+8.37367e-05j -0.0194385-0.00530453j 0.0171558+0.0238604j -0.0293649+0.0078812j -0.00562708-0.0102457j 0.0471287+0.0121296j -0.010697-0.0411137j -0.0399905+0.00884036j -0.0298079-0.0175759j 0.0169622+0.00834069j -0.00616434-0.0109505j -0.0321851+0.0213734j -0.000843776+0.0571503j 0.0272457-0.00431807j -0.00894968+0.00342909j 0.014519-0.0291578j -0.0209889-0.0139489j -0.00424821-0.00860839j -0.00247429-0.00846872j 
-0.0180124+0.0159847j 0.0134858+0.0176985j 0.00668266-0.0248182j 0.0245871+0.0054857j 0.025117-0.0589669j -0.059913-0.00420096j -0.0211938-0.0417086j 0.0032612-0.00876836j 0.0350104-0.0249002j -0.0109651-0.00437164j 0.0248235-0.0317669j -0.0150089+0.0212663j 0.00715618+0.0136748j -0.0304741-0.00028527j 0.00332309+0.0120916j 0.0109603+0.012758j 0.0138225-0.0347844j 0.0122904-0.018035j -0.000573861-0.0373842j 0.0111888+0.0372051j -0.0301342-0.0107489j -0.0151349-0.0311363j -0.0186042-0.02787j 0.010693-0.000441j -0.0277666-0.0140763j -0.00764715-0.0178355j 0.015089+0.0245464j 0.0107058+0.00377565j -0.00524148-0.0260395j 0.0411921+0.0190215j 0.000253968+0.0344828j -0.000442101-0.0195678j -0.0279251-0.00280982j -0.0433445+0.0298141j -0.0350801-0.00899376j -0.0106602-0.00145419j -0.0071906-0.0137384j -0.0315015+0.0162183j 0.0103017-0.00241699j -0.0229599+0.0142922j 7.68463e-05-0.00620619j 0.0165203+0.00383982j -0.0162638-0.0376102j 0.0536017-0.00990118j -0.00218206-0.0209141j -0.0218726-0.00872955j -0.00817141-0.0484241j 0.0113291+0.00328549j -0.0241719+0.0335852j 0.0147301-0.00678982j -0.0272519+0.0153601j 0.010835-0.00607442j -0.00869746+0.00517919j 0.0220117-0.00010911j 0.016684-0.000226342j 0.0171553+0.000885071j -0.0144278+0.001035j 0.00984153+0.0039143j -0.0232175-0.0200225j 0.00459249+0.0158992j 0.0247572-0.00879119j -0.00182438+0.0210681j -0.00226081-0.00621714j -0.00712495-0.00810364j 0.0140886-0.00294585j 0.00320363+0.0059527j -0.0272565-0.0245607j 0.0327776-0.000234429j -0.00606086-0.0151778j -0.0294294+0.021857j 0.0202993-0.00495574j -0.0352342+0.00455475j 0.00586719+0.0401992j 0.00782161+0.0181563j -0.0356407-0.0243425j 0.00619442+0.0414365j -0.00386333+0.0180385j -0.0207959-0.0141067j 0.0336689+0.0253067j 0.0340477-0.0351701j -0.000631646+0.027197j -0.0212457+0.00385128j -0.0170725+0.024864j 0.0229924+0.0336248j 0.0200822+0.0178395j 0.0121786+0.0115322j 0.0509681-0.0141822j 0.0177879-0.0378153j -0.00668588+0.0185755j 0.0103166+0.0131662j 0.000374601-0.020317j 0.0177005-0.000733914j 
