0.0735581+0.109499j 0.118753-0.0592649j 0.122661+0.0841323j -0.0487725+0.130561j -0.0833675+0.0409965j -0.023987+0.0529177j 0.0342229+0.045909j -0.0258901+0.040991j -0.00505511-0.0375714j -0.107499+0.00529795j -0.0231898+0.0302428j 0.0207175+0.0438389j 0.0164558+0.033015j 0.0117224-0.0371193j 0.0195556-0.0147012j 0.0644528-0.00510211j 0.0279414-0.04695j 0.00682546+0.0390457j 0.0229211-0.0121234j -0.0144932+0.0149699j 0.00628151+0.020609j -0.00429987-0.029868j -0.0385364-0.00485011j 0.0208448-0.0147597j -0.00925637-0.0840563j 0.0408041+0.0556916j -0.033438-0.0277523j 0.0193382-0.0170028j -0.0357335-0.0124255j 0.0220482-0.088836j 0.0730926+0.0343181j -0.0560165+0.0544048j -0.0115134+0.0277553j 0.00751863-0.0698993j -0.0509144-0.0500626j 0.00546621+0.0330389j -0.0046621+0.0327526j -0.0115372-0.0105154j 0.00459032+0.0255019j -0.0102461+0.0148918j -0.00837462+0.0265685j 0.0112328-0.0237431j -0.00374314-0.000112173j -0.00753597-0.0130447j 0.0061233-0.0172367j 0.0511793+0.0235717j -0.0196524+0.00419562j -0.0155187+0.0436325j -0.00444942+0.00200136j -0.00460514-0.0083559j 0.00543122+0.00590996j -0.0172097-0.0029276j -0.0334186-0.00968481j 0.0308239-0.0290724j -0.0154029-0.0106661j -0.0336431+0.0028345j -0.00032404-0.0127548j -0.0399873+0.00699565j -0.0427478+0.0107282j -0.000871423-0.0237643j 0.0105632-0.079987j -0.0142667+0.00873714j -0.0745415+0.0296666j -0.0594256+0.0922538j 0.00974669+0.00677047j -0.00302327-0.0659811j -0.0770439-0.0365305j -0.059556+0.001281j 0.0143993+0.0387936j -0.0177607-0.0134741j -0.00505251+0.0201965j -0.00203729-0.00426427j 0.0134281+0.00760734j 0.00420077+0.0101293j -0.0199434-0.00660792j 0.00248741-0.0440296j -0.0869044+0.0183657j -0.0569009-0.0509163j -0.0424576+0.025742j 0.0105911-0.0500415j -0.0126209-0.0407482j -0.0156272-0.0399417j -0.0445447+0.095993j 0.0697155-0.0528105j 0.0144062-0.0530344j -0.0467014+0.0282369j -0.0164465+0.0334302j -0.0523592-0.0600797j 0.141737+0.012545j 0.00375292+0.124466j 0.0216907-0.109607j 0.120652+0.0405412j 
-0.00127304+9.68018e-05j 0.000659272+0.000960841j 0.0031359+4.48329e-05j -0.000646208-0.0019596j -0.0016411+0.00221415j -0.00079053+5.93619e-05j -8.22351e-05-0.00423858j -0.00187338+0.00111918j -0.00309526+0.000338366j -0.00134737+0.000269926j 0.00347803-0.00238015j 0.000375941+0.00253639j -0.00131931-0.00301667j 0.00430346-0.00108868j -0.000733964-0.000147181j 0.00205807-0.00114656j 0.00493082-0.00593463j 8.31723e-06+0.000791656j -0.000947872-0.0011166j -0.0013833+0.00161096j 0.00116208-0.002388j 0.000353232-0.00109521j 0.000364677+0.00107096j -0.00174401+0.00285107j -0.00215034+0.00343612j -0.00367798+0.00232272j 0.00398207-0.000197066j 0.00286211-0.00243786j -0.000762989+0.00128573j 0.0068714-2.50191e-05j -0.000352734+0.0017219j 0.00440951+0.00178638j -0.000851285+4.39039e-06j 0.00229895-0.00294053j -0.003031+0.00477859j -0.000919881+1.23221e-05j -0.00321363+0.00186743j -0.00124989+0.00256968j 0.00425401+0.00212562j 0.00478648-0.00367528j 0.00203711+0.000307508j -0.00409829+0.00184924j 0.000803311+0.000233024j 3.35093e-05-0.00202511j 0.00310633-0.00110831j 7.17757e-05-0.00191173j -0.00104194+0.000467312j -0.00293536+0.00107426j -0.00123111+0.00192799j -0.00339995-0.00122419j 0.00047079+0.00105418j -0.000503146+0.00205202j -0.00144466+0.0018048j -0.000594664-0.0011498j 0.00180661-0.00143939j 0.00227183-0.000202885j 0.00144908+0.00399383j 0.00157597+0.0040581j 0.00250893-0.00253234j -0.00336677-0.00249267j 0.000908014-0.0050574j 0.000629893-0.00137102j -0.00172183-0.000300852j -0.000760935+0.00609067j 0.00859605+0.000701286j -0.00195439+0.00154986j 0.000683087+0.000431165j 0.00448189-0.00217271j 0.0022209+0.00249375j -0.000250849-5.83214e-05j -0.00018521-0.00232493j 0.000103683-0.00330285j 0.00398488-0.00240294j -0.000586634+0.00136106j 0.000341079-0.00880621j 0.00775193+6.36154e-05j -0.00267119-0.0016235j -5.01711e-05-0.00135049j -0.00375273-0.00421112j -0.00192814+0.000771514j 0.00473015+0.00494998j 0.00197377-0.00134175j 0.00192585-0.000729645j 0.00329608-0.00431183j 0.00262342-0.000713892j 0.0028215+0.00158904j 0.00124473-0.00012463j 0.00143931+0.000462624j -0.00153037+0.00083262j -0.00107958+0.000622724j -0.000717489-0.000591546j -0.000846885+0.000385403j 
0.00271369+0.00036972j -0.000680709-0.000230356j 0.00160857+0.00439084j 0.00139616-0.00159095j -0.00142484-0.00177242j -0.00106197-0.00551563j 0.00311605-0.00349331j -0.00479526-0.00199369j -0.00375753+0.00189088j -0.0009715+0.00153526j -0.00405918-7.9532e-05j -0.000669541+3.85858e-05j -0.00575402-0.00109199j 0.00152344+0.00261503j -0.00103582+0.00258121j -0.00121079+0.00160465j -7.66849e-05+0.00568395j -0.000965322+0.00378107j -0.00168704-0.00207734j -0.00193041-0.00573303j 0.00334267-0.00360668j 0.000850879+0.00305821j 0.00166597+0.00246286j 0.00705643-0.00507935j 0.00642684-0.00289702j 0.00101491+0.002556j -0.00203357-0.000367209j -0.00523105+0.00463143j -0.000217626-0.0030781j -0.000561256-0.00221498j 0.00121364-0.00205601j 0.00113794+0.000862894j 0.000434359+0.00476012j -0.00107866+0.00153063j 0.00148323+0.00197641j -0.00092214+0.00112399j 0.00630956+0.00190639j -0.00274982+0.00120677j -0.00196333-0.00145998j 0.00256899-0.00227556j 0.000324283-0.001675j 0.00362961-0.00230094j -0.00205142+0.000432096j 0.00412638+0.00102747j -0.00340389+0.000914736j -0.0036132-0.000290214j 0.00129187+0.00166722j 0.00346842-0.00243976j -0.00320901-0.00242366j 0.00185438+0.00165832j -0.00805427+0.000681684j -0.000424846-0.000658877j -0.000259841-0.000644901j 0.00256075-0.00830033j -0.0029416-0.000424112j 0.00278581+0.000137892j -0.00726692-0.00426139j -0.00363057+0.00451724j 0.00432111+0.0016546j -0.000926903-0.000392452j -0.00364403+0.000448209j -0.00321914+0.00327044j -0.000103354-0.00270106j 0.00688118-0.00244596j -0.00150155-0.000163834j 0.00693063+0.00191867j 6.97756e-05+0.00206384j -0.00446289-0.00313527j -0.0011502+0.000159026j 0.00260367-0.00173974j -0.00289963+0.00218836j 0.0030915-0.00174717j 0.00083463-0.000850293j -0.00190017+0.00216485j -0.000340461+0.00397875j -0.00810863+0.00367677j 0.001182-0.000855701j -0.00808322-0.00107561j -0.00886885+0.00115952j 0.00290444-0.000734985j -0.00230654+0.00332222j 0.00499+0.00156878j -0.00480504-0.0014476j -0.00406123+0.000582584j 0.0034465+0.003319j -0.00258525-0.00139959j 0.00124563+0.00124586j 0.00314651+0.00024241j -0.000190164+0.00372j 0.00258834+0.00195842j -0.00229216-0.0014089j 0.000285966-0.00126224j 
-0.00264976-0.000136258j -0.00103058+0.00216491j -0.00190142-0.00158441j -0.000536551+0.000952069j 0.00301347+0.00132611j 0.00191767+0.000622656j -0.000820415-0.00347019j -0.000955904+0.00434355j -0.000531392+0.000858529j 0.000236345-0.00118431j 0.00179228-0.000260618j -0.00146252+0.00133808j -0.00219614-0.00149225j 9.77523e-05-0.00357349j 0.00193961+0.00158572j -0.00142731-0.00100993j 0.00106132-0.00598792j 0.000990438+0.00273853j -0.000695757-0.00146121j 0.000171057-0.000422469j 0.00301215-0.000527522j -0.00112123+0.00159216j -0.000156674-1.34621e-05j -0.00102925-0.000294308j 0.00100411+0.000312763j 0.00381929+0.000778936j 0.000537743-0.00255417j 0.000662519-0.00693256j 0.00238873+0.00481238j 0.00262769+0.00211205j -0.000976641-0.000843268j -0.00200255-0.00122753j 0.00128966-0.00114796j 0.00328038-6.69552e-05j -0.00112795-0.00432632j 0.00171004-0.00490777j -0.00200778-0.00222691j -0.00125217+0.00181901j -0.000207614+0.000878776j 0.000354531-0.000271039j -0.00165802-0.000210491j -0.00255535+0.000495116j 1.92547e-05-0.000443357j 0.00118953-0.00198831j -0.000168484-0.000894993j -0.00121041-0.00183719j 0.000720127+0.00182734j 0.00352435+0.00158065j 0.00532623+0.00137669j -0.000740385-0.000618801j -0.000984567+0.000380732j 0.000414156-0.00309507j 0.00174401-0.00343342j 0.000643354+0.00146454j 0.00271987+0.000254307j -0.000571936-0.000201003j -0.00264175-0.0022223j -0.000749862+0.00179182j -0.00182568-0.0044002j 0.00226843-0.00320273j -0.0035206-0.000155356j -0.000999713+0.00210354j -0.00144504-0.00225417j -0.00152174+0.00215435j 0.00568152-0.00426415j -0.00590875+0.000748788j 0.00277437-0.000623846j 0.00244647+0.00193337j -0.00211969+0.00143933j 0.00335429+9.50984e-05j 0.00155159-0.00544303j 0.00104796-0.000657529j 0.00187684-1.17581e-05j 0.00126563-0.0020481j -0.000418343-0.00139714j 0.00512609-0.000989499j 0.00111239+0.000286746j -0.00143257-7.10396e-05j -0.00126736+0.00136172j -0.00203709-0.00025524j -0.00111613+0.00313556j -0.00162653+0.000521208j -0.00140084-0.0040349j -0.000490144+0.000376954j 0.00130516-0.00203449j -0.00172467+0.00120776j 0.000764722+0.00209681j -0.00165914+0.000942501j -0.00165357-0.000542315j 0.00113014+0.00190834j 0.000553145+0.00131151j -0.00146135+0.00052335j 
0.000495044+4.40169e-05j 0.000780929-0.000475446j -0.000838385+0.000542944j -0.000728684+0.000845807j -0.00199845-0.00189389j 0.000813401-0.00116648j -0.00105035+0.00192268j 0.00177223-0.00476831j 0.000857993-0.00117603j 0.00055885+0.000822246j -0.00148628-0.000475418j -0.000385196+0.00170042j 0.00327526-0.000560607j 0.00181177+0.00342727j -0.000380456-0.00238971j 0.000559899+0.000184666j -0.00343608+0.000815674j 7.3387e-06-0.0015712j 0.0019681+0.00170108j -0.00019202+0.0024782j -0.00466956+0.00056615j 0.000588982-0.00325751j -0.00348544+0.00020985j -0.0025034+0.00326901j -0.00192795-4.73761e-05j -0.00309226+3.83633e-05j 0.000423131+0.00296247j 0.0032351+0.00248783j 0.00195665+0.000645038j -0.00284411+0.000846437j 0.00132903-4.98808e-05j 0.00377218-0.00199228j -0.00144534-0.00237644j -0.00206699-0.00265187j 1.25867e-05+0.00625821j -0.00170838+0.00216253j -0.000547204+0.000977306j 0.000294987-0.000307452j 0.000378829+0.000552771j -0.00116787-0.000672235j 0.00132477-0.000332156j -7.00339e-05-0.00148671j 0.000849836+0.000193188j -0.00231559+0.00142126j 0.000837456+0.000848976j 0.00265944+0.00195394j -0.00210546-0.00384123j -0.00444921-0.00178624j -0.00137637-0.000556133j -0.000476603+0.000401796j 0.00523113+0.000391829j -0.00061355+0.000999899j 0.00198847+0.000802123j -0.00140676-0.000240136j -0.0022824-0.00360516j 0.00132153-0.00115624j 0.000483764+0.00121j 0.00401086-0.00161693j 0.00125436+0.00249615j -0.00107282+5.57163e-06j -0.000443026-0.00267083j 0.0016307-0.000784238j 0.00108146+0.00437511j -0.00187082-0.00266456j -0.00634211+0.00325308j 0.0028083+5.73274e-05j -0.00413125-0.000699305j -0.00219148-0.00231864j 0.00264816+0.00020152j -0.00653222+0.000168203j -0.00249703+0.00361932j -0.000692272+0.00111811j 0.00411787-0.002892j 8.44665e-05-0.00255756j 0.00271258+0.00226349j 0.00101613-0.0018123j -0.00365523+0.00304939j 0.00307604+0.00130239j 0.00434317+0.00283847j -0.000910211+0.0012981j 0.00248204-0.00362678j -0.00252342+0.000154772j 0.00293216-0.000326082j 0.000488714+0.00089286j 0.000900284-0.000674483j 0.0034045-0.000654587j 0.000386709-0.00111801j -0.000196562-0.00114352j 0.00227698+7.573e-05j -0.000393622-0.000785627j 0.00123679+0.00049415j -0.000576024-5.3447e-05j 
0.00215539+0.000545844j 0.000950274-0.00176337j -0.00109041+6.13426e-05j 0.0012115+0.00193599j -0.00396299+0.00148913j -0.00180334+0.00238551j -0.00190322+0.00346267j 0.00459814+0.000545504j -0.000657495-0.00292128j 0.00175096-0.00127445j 0.00232656-0.00278919j 0.0037117-8.4966e-05j 0.00322806-0.00126391j 0.000202735+0.00199675j -0.00114714-0.00321282j 0.00251879-0.00168041j 0.00052904+0.000348843j 0.000333558-0.0028977j 0.00190561-8.00633e-05j -0.00200844+0.004209j -0.00349385+0.00160082j -0.00278374-0.00204774j 0.000551583-0.00125491j -0.00176028+0.00216743j -0.00178881+0.00215682j -0.00169304+0.00132707j -4.39281e-05+0.000234997j -0.00358098+0.0025776j -0.00148128-0.00346946j 0.000159096-7.01267e-05j 0.00127851+0.00327717j -0.00712486-0.00095672j -0.00280149-0.00328516j -0.00292952+0.000975464j -9.85092e-05-0.00314596j -0.000703226+0.000601319j 0.00233002-0.00168715j 0.00263539-0.00076654j -0.000131539+0.00269655j 0.000247488+0.000871671j 0.000790358+0.00314051j 0.00210502+0.000295318j 0.000770155+0.000722424j -0.000295333-0.000378114j 0.00125029-0.000212668j 0.00479899-0.00230494j -0.00246812+0.00176365j -0.000112816+0.00466465j -0.000337617+0.00169848j -0.0016942-0.00124207j 0.00170627-0.000302257j -0.000110438-0.000562769j 0.000469167+0.00373676j 0.00118786+0.00255555j -0.00162569+0.000985887j -0.00351338-0.000777064j 0.00234674+0.000276604j -0.000588911+0.000288543j -0.00225788+0.00166536j 0.00274589-0.00014757j 0.00670768+0.00276439j 0.00148117-0.00433328j -0.00123642+0.000541933j 0.0012204+0.00202057j 0.00294175-0.00173719j -0.00287771-0.00310028j 0.00603028-0.00532469j 0.00292354+0.0024586j -0.00030297-0.00305598j -0.00490702-0.00118151j 0.00161748+0.00331564j -0.00141758+0.00155636j -0.00468603+0.00406012j -0.000731636+0.00400379j -0.00336814-9.01954e-05j -0.0026101+0.000220551j -0.00101344-0.00147771j 0.00503805+0.00450981j 0.00405446-0.00482783j 0.00168326-0.000442132j 0.0024647-0.000224403j -0.00145618+0.00177307j 0.0012865+0.00563794j 0.00281539+0.000860562j -0.00457236-0.00182472j 0.00316789-0.00255827j -0.000349618+0.00163639j -0.0030461+0.000177382j 0.00206755-0.00249363j -0.000387503-0.00131489j 0.00169322-0.000292074j 0.000356243+0.001073j 
0.0059375+0.0015598j 0.000610505-0.00393542j 0.00616161+0.00481434j -0.000263675-0.00851089j -0.00405337-0.00350043j 0.00193866-0.00529947j 0.00485153-0.0045602j 0.00114164-0.00787722j -0.00061231-0.00410344j -0.00434462+0.00239628j -0.00216892-0.00488595j 0.00381051-0.000998064j 0.00163819+0.0015488j -0.00139637-0.00118534j -0.00264975-0.00215428j 0.00130248+0.00293361j -0.00121299+0.00464119j 0.000482309-0.00523997j -0.00278219-0.00167411j 0.00224294-0.00120222j 0.00076856-0.00487601j 0.000286085-0.0024971j -0.00322463-0.00219883j 0.000615703+0.00379712j -0.000794655-0.00101305j 0.00250354+0.00177746j -0.000689569-0.00283755j -0.00017735+0.00449035j -0.00665815-0.00582672j 0.00172878-0.00119617j 0.000459384+0.00211116j 0.00432153-0.00258899j 0.000137969+0.00048991j -0.00557917+0.00601349j 0.0029134-0.00269921j -0.000795914-0.00156372j 0.00128921+0.00168636j -0.000925105+0.000848664j 0.000881837+0.00415466j -0.000147888-0.000825476j -0.000999653-0.000965166j 0.00245155-0.00769674j -0.00413732+0.00135444j -0.00135518+0.00037376j -0.0019841-0.000423296j 0.000607292-0.000172304j -1.4199e-05-0.000150084j -0.000768016-0.000646459j 0.000454414+0.00247389j 0.00101262+0.00135305j -0.000425702+0.00275201j -0.000375914+0.00100425j -0.00161458+0.000763442j 0.00060511-0.00180835j 0.00287171+0.000577112j 0.00243187-0.00164831j -0.00176655-0.00801794j 0.00123059+0.00158729j -0.000138314+0.00561855j 0.00430427+0.000180393j -0.00587297-0.00542032j -0.00240701+0.000585483j -0.00466489-0.000268743j 0.00368191-0.000176545j -0.00288132+0.00328712j 0.00228034-5.00978e-05j -0.000177248+0.00187373j -0.000601468-0.00127608j -0.00355849+0.0048618j -0.00367365-0.00394292j -0.00755964-0.00231989j 0.00532491-0.00140902j 0.00179763+0.000233873j -0.00312022+0.000472834j -0.00418786+0.00284466j -0.00300678-0.000120415j 0.00219278+0.000125641j 0.0013638-0.0040357j 0.0010582-0.000923047j 0.000724462+0.00303353j 0.00351561+0.00275179j -0.00110381-0.00233509j 0.00263436-0.00395293j 0.00136162+0.00235949j 0.000460413+0.0024248j 0.000374721+0.00030611j 0.00182159-0.00308153j 0.00306409-0.000655342j 0.000680864+0.0021826j 0.000847593+0.000641938j -0.000543952-0.00247776j 0.00124936-0.000495809j 
0.00403561+0.000754633j -0.000290156-0.00186014j 0.00175102+0.00144746j -0.00290397+0.000198233j -0.00358312-0.000618282j -0.000707332+0.000279215j -0.00127035+0.000860458j -0.000713995+0.00188375j -0.00234475+0.00109398j 0.00146414-0.000863005j -0.00256528-0.000361797j 0.00427293+0.00172137j 0.000242368+0.000714106j 0.000686393-0.00254341j 0.000535797-0.00187832j -0.00118012-0.00213426j 0.000355507-0.00402222j -0.000342748-0.00175196j -0.000401576-0.000577146j 0.00222125+0.00260157j -0.00290706-0.00321415j -0.0030822-0.00330405j -0.00168091-0.00170384j -0.00257824-0.000269675j 0.00183006-7.66531e-05j -0.000290804+0.00117013j -0.000757277-0.00029165j -0.00397545+0.00137006j -0.00171922-0.00477951j 0.00258188-0.0021069j 4.57279e-05+0.00260185j -0.00589685+0.000147219j -0.00122074-0.00340604j -0.00250498-0.00336055j 0.00263874-0.000647153j 0.00109041-0.000417152j -0.000681106-0.000205949j 0.000967627-0.000263129j 0.000485094+0.00413977j 0.00242066-0.00205298j 0.00144491+0.000630543j 0.00205483+0.0034576j -0.000591168-0.000109373j -4.45313e-06+0.000842411j -0.000449095-0.000374351j 0.00431112-0.000448014j -0.00134093+0.00305311j 0.000159433+0.0036274j 0.000456604-0.000158869j -0.00121255-0.000253488j -0.00188491+0.000330111j -0.000969907-0.000956806j -0.00110049+0.00081049j 0.000214244-0.00311391j -0.00147556+0.000247935j -0.0032312-0.000296858j -0.000194358+0.00135504j -0.00375042-0.000917079j 0.000349218-0.00287011j -0.00129995+0.00235101j 0.0052574+0.00046813j 0.000120795-0.00203881j -0.00107492+0.000150422j 0.000718975+0.00540523j 0.00376536-0.00350651j -0.0015491+4.47328e-05j 0.00428223-0.00158605j 0.0014992+0.000963138j -0.000841085-0.00103907j 0.00171356-0.000614881j 0.00343186+0.000937397j -0.00217358+0.000155699j -0.00247941+0.00144817j 0.000782241+0.00192908j -0.00381163-0.00158864j 8.67273e-05+0.00280944j 0.00083695-0.00256453j 0.00127606+0.00170038j 8.37816e-05-0.00285644j 0.00190992-0.000605088j 0.00297216+0.000221141j 0.00173118+0.00121688j -0.000448139+0.00342077j 0.00185654+0.000143295j -0.00240062-0.000526842j -0.00138263-0.0014188j -0.00115776+0.00098963j -0.00017037+0.00212141j -0.00124066-0.00101431j 0.000594125+0.00187899j -0.00141885-0.00113393j 0.00242473-0.00175884j 
0.00220201+0.00117082j 0.00148498-0.00120308j 0.00261008+0.00127048j -0.00540732+0.00183426j 9.02572e-05+0.000305725j 0.00562311+0.00101021j -0.00169631+0.00142539j -0.00266514-0.00256573j 0.0013166-0.000798837j -0.0014485+0.000925588j 0.000702724-0.00143719j -0.00213341+0.00336122j 0.00124621-0.00137497j 0.000555019-0.00226467j 0.00077337-0.00189585j -3.09809e-05-0.000106644j -0.0026232-0.00356112j 0.000634481-0.00361389j 0.000162185-0.000405898j 0.0018228+0.00302165j -0.000440628+0.00176954j 0.000906764-0.00293822j -0.00420064+0.000724833j -0.00260029+0.00226122j -0.00116692-0.00132742j 0.00271927-0.00327705j 0.00195226-0.000906375j 0.00352724-0.00152578j -0.00203108+0.00163077j -0.00268037-0.00144986j 0.00113984+0.000109754j 0.000470222+7.54704e-05j -0.000618682-0.00387804j 0.0015414+0.000627731j -0.000116973-0.00206887j 0.00214668-0.000196072j -0.00572447+0.000405233j -0.000140321-0.000494545j -0.000266656+0.00115716j -0.000199723+0.000662539j -0.000844165-0.0024056j -0.000331818+0.000851808j -0.000562229-0.000228055j -7.02651e-05+0.00175739j -0.000500725-0.00121887j -0.000336914-0.000444555j 0.000302225-0.000720036j -0.00150206-0.00106054j 0.00326217-0.0032042j 0.000527552+8.41024e-05j 0.00207304-0.000936679j -0.00403758+0.00057862j -0.00139139-0.00346521j -0.0036306-0.00279106j 0.00184457-0.00113982j -0.00505794-0.000652008j -0.00419495+0.0015011j -0.00578568-0.00567437j -0.00660687-0.00139819j -0.00103406+0.000363841j 0.00137772-0.000583887j 0.000151492-0.00104408j -0.00167772+0.00199377j -0.00278835+0.000421195j -0.0062529+0.00265865j 0.000178231+0.00272538j -0.00313058+0.00569685j 0.00118439+0.00106829j 0.00101399+0.00582538j 0.00286429-0.000651944j 0.00160661-0.00394347j -0.0031947-0.00173084j 0.000872404+0.00139833j 0.00112913-0.00026385j 0.000158423+0.00130335j 0.00623308-0.000447907j 0.00261681+0.00142166j 0.00127486-0.00275806j 0.00425147+0.00542037j -0.000149304+0.00190881j 0.00418306-0.00123969j -0.000264111+0.000419759j 0.00217142-0.00329036j 0.00528731+0.000652339j -0.0040744-0.00208973j -0.0024687+0.00380484j -0.00179991-0.000313235j -0.00184699+0.00312846j -0.00139106+0.00124037j -0.003223+0.00387569j -0.000728925-0.00289012j 0.00322681-0.00254336j 
-0.000687739+2.99154e-05j 0.000370056-0.000469766j 0.00186944-0.00141683j -0.00251523-0.000235087j -0.00111293+0.000905288j -0.00176089+0.00411969j -0.00500563-0.000311802j 0.00467735+0.00053635j -0.000321226+0.00131695j -0.00186476-0.000107868j -0.00129014+0.00111057j -0.000965151-0.00363563j 0.000100574-0.000814288j -6.33477e-05+0.000213208j 0.00119624-0.000513695j -6.06768e-05-0.00143135j -0.00145259-0.000893105j -0.00115833-5.42216e-05j 0.00153814+0.00127297j -0.00240087+0.00266801j -0.00247972+0.00115071j 0.00271715-0.0010767j 0.0008571+0.000292688j -0.000314174+0.00350088j -0.000539645+0.00143524j 0.000591501+0.00194459j -0.00069442-0.00193531j -0.00146848+0.000829733j -0.00242398+0.00190345j 0.000971678-0.000526119j -0.000202187-0.000395088j 0.00455339+0.00136644j -0.00499566+0.00192608j -0.000613741-0.000536722j -0.0002148+0.00066414j -0.00100487+0.00207663j -0.00447811+0.00148335j 0.00196237+0.000616467j 0.00176789+0.000578675j 0.000871435+0.00215083j 0.00105983+0.000623139j -0.000847312-0.00217722j 0.000803591-0.00120066j -0.00184947-0.00342977j 0.00230487+0.00154751j 0.00457491+0.000807706j -0.00150486-0.0017611j 1.05626e-05-0.00270299j -0.000202446+0.000776547j -0.000528891-0.00150012j 0.00439794-0.00399227j -0.00174597+0.000601127j -0.00212991+0.00174761j -0.000811471+0.00388067j 0.00109425-0.000316025j -0.00301301+0.000269832j 0.00444692+0.00199937j 0.000274785+0.00263267j -0.000284311-0.00204354j -0.00133781+0.00064958j 0.00333286-0.00218203j -0.00207123+0.00311322j 0.00149646+0.003079j 0.00081927+0.00325389j 0.000569287-0.00213288j 0.000295895+3.04974e-05j 0.00380838-0.00341885j -0.000544954-0.0021136j -0.00170046+0.00288972j 0.00143416+0.00107431j -0.000412577+0.00474026j -0.00256669+0.00194433j -0.00226376-0.00218184j -0.000203185-0.00268564j -0.00162708-0.00169744j 0.00147255-0.00113867j -0.000572803+0.00359876j 0.000112023+0.000312397j -0.00141874-0.00329266j 0.00192244+0.000212266j 0.00288326-0.00119613j -0.000793862-0.00379782j 0.00179599+0.00324308j 0.00274967-0.00073756j -0.00148291+0.000926256j 0.00245888+0.00117983j -0.00119916-0.00199056j -0.00429591+0.000642882j 0.00022039+0.000352456j -0.00454488-0.000693574j -0.0017761-0.000901439j 0.00150379+0.000257465j 
-0.000461602+0.00141599j 0.00129838+0.000133902j 0.00194213+0.000150913j -0.000942389-0.00265321j -0.00455852-0.0017591j -0.0034032-0.000785611j 0.00234111+0.000995438j 0.0042485-0.00533064j 0.000261574-0.00301171j -0.00199287+0.00274381j -0.000377368-0.00142366j -0.00296217-0.00443301j 0.00240088-0.00125043j 0.0027348+0.00311983j -0.000882663-0.00195456j -0.000307451-0.000460798j -0.00522521+0.0041238j -0.00132421-0.00303669j 0.00160965+0.000192087j 0.000888401+0.00305613j -0.00172247+0.00187527j 0.00422836-0.00118548j 0.00157+0.000402095j -0.000970227+0.00393825j -0.00287007+0.00285888j -0.00136183-0.00333628j -0.00296622+0.000431162j 0.000486998+0.00389801j -0.00658648-0.000640101j 0.00145648-0.00190106j 0.000192926-0.00127863j 0.00473423+0.00283814j -0.00373858+0.00140357j -0.00266621+0.00705939j -2.00511e-05+0.00109154j -0.0034373+0.00410819j 6.47543e-05+0.00161526j 0.00204411-0.00148142j 0.00180844-5.09706e-05j -0.000718221+0.00585398j 0.00152701-0.000895812j 0.00362344-0.00500049j -0.00153392+0.00021476j -0.00144516+0.00121216j 0.000981912+0.000741904j 0.00332209+0.00142365j -0.00165417-0.00421436j -0.00416419-0.00240758j -0.00284104-0.00200091j 0.000262341-0.00236389j 0.0023108-0.00178567j -0.000335286+0.00183289j -0.000929697+0.00619256j -0.0037858+0.000888142j 0.0022457-0.00142016j -0.00259544-0.000380238j 0.00634685+0.00261775j -0.000677577-0.00114796j -0.00148535+0.000859027j 0.000733122+0.00404751j 0.000520918+0.00193662j -0.00348463-0.00222132j -0.000190712+0.00253521j 0.00400813-0.00093752j -0.00231751+0.00324933j 0.00258398+0.00121716j 0.00285892+0.000868516j -0.00311049+0.000874962j -0.000815795+0.00401439j -0.00241179-0.00301918j -0.00473576+0.00302495j -0.000775566-0.00409463j -0.00300668-0.000458643j -0.00235195+0.00155848j -0.00136162-0.000829576j -0.0046473+0.00228433j 0.00218949-0.00289289j 0.00572132-0.00358901j 0.0012416-0.00250903j 0.00191475+0.000152277j 0.00161074-0.00011652j -0.00239747-0.00110555j 0.00251713+0.00285067j 0.00293207-0.00228042j -0.00226108+0.00038187j 0.00440482+0.00255679j -0.000875338-0.00124245j 0.000581275+0.00199798j 0.00136148+0.000287699j -0.00284001+0.000981415j -0.000880885+0.000419682j -0.000841021-0.00100048j 
