0.193214-0.0879733j -0.0792682-0.209248j 0.032155+0.0528043j 0.0112678-0.00987764j 0.0936892+0.156802j 0.0526818-0.0847579j -0.106786+0.146874j -0.0822677+0.105594j -0.0277726-0.0473251j -0.0391015-0.0126725j -4.73635e-06+0.06139j -0.0233679+0.0675105j -0.0115574-0.0591573j -0.0101859+0.0783557j 0.0335379-0.0143975j -0.0255163+0.0371196j 0.0595818+0.00378845j -0.10148+0.0551069j 0.0730956-0.0907789j 0.131766-0.0781475j -0.0160313+0.0911971j -0.0947062-0.0234127j -0.187261+0.0828104j 0.181565+0.131683j -0.0227848+0.106895j -0.0434673-0.0276741j -0.1991-0.0505817j 0.0136922-0.0305649j -0.109938-0.0551981j -0.0164262-0.0420091j -0.11309+0.199067j 0.279818+0.0362578j 0.0961288+0.191574j 0.0531091+0.16119j 0.00493555-0.13555j -0.14392-0.0506898j 0.228185+0.120072j -0.0100562-0.105116j -0.0584177-0.0607234j -0.0450323+0.125777j -0.0514159+0.0890549j 0.00705064-0.0103014j 0.0160587+0.0074385j -0.0396054-0.0299597j 0.0269933+0.0470791j -0.0260185-0.1136j -0.0755024-0.0229717j 0.0106033-0.0295095j 0.0463207+0.0823822j -0.0386674+0.00696604j -0.0723772+0.049127j -0.0423579+0.0922509j 0.0656528-0.0612699j 0.135729-0.22333j 0.0802092-0.0810322j -0.044248-0.0883536j -0.000710474+0.0125125j 0.00466887-0.0326108j 0.0105843+0.0267996j 0.0334933+0.00338429j 0.0336099+0.0097446j 0.00611269-0.0116661j -0.0709205+0.0283895j 0.0429252+0.0197258j -0.0182379-0.018495j 0.00168341+0.0189582j -0.0198239-0.0157882j 0.0372421+0.0116212j -0.0151959+0.0168376j -0.0022636-0.00456827j 0.00593656-0.00824224j 0.00730732+0.00216583j 0.0028213+0.0292969j -0.0130382-0.00711398j -0.00837693+0.0202416j 0.0054094+0.0222902j -0.0131418-0.00355185j -0.00123424-0.0109916j -0.00370618-0.0176001j -0.00957911+0.0112517j -0.00023701-0.0234651j -0.00788088+0.000456188j -0.0260464-0.0185132j 0.0211612-0.00424979j -0.0344921-0.0344234j 0.0112844+0.0153363j -0.0106986-0.0203375j 0.012393-0.00790917j 0.0169681-0.0101823j -0.0323402+0.0320753j 0.00517708-0.0244941j -0.0282773-0.0162473j -0.0304003-0.0444346j -0.0621616+0.0122283j -0.0201109-0.0624108j 
-0.00114906+0.00133727j 0.000576282+0.000867571j 0.0027708-0.00887828j 0.00101952-0.0054901j -0.00357427+0.000894018j -0.000577468+0.000705799j -0.00122142-0.00516881j -5.67849e-05-0.000653754j -0.000523404-0.00773346j 0.00155053+0.00698289j 0.000315672-5.38168e-05j -0.000215416+0.00105643j 0.00211384-0.000353571j 9.98652e-05-0.00334775j -0.000348071+0.0062308j 0.00234524+0.00165674j -0.008053-0.00281213j 0.00166224+0.00407215j 0.00447879-0.00322184j 0.00085746-0.00441488j 0.00208055-0.0029243j -0.00327189+0.00388646j 0.00505322-0.00297552j -0.00434706+0.00525491j 0.00642037-0.00151283j -0.00248369-0.00137993j -0.000642993+0.000256932j 0.00162209+0.00301775j 0.00333382+0.0027727j 0.00274926-0.00182701j -0.00277064+0.00183599j 0.000464244+0.000734689j 0.00104831-0.000902612j -0.0015219-0.00184198j -0.00286083+0.00399256j -0.000154718-0.00196788j 0.00352645-0.000388051j -0.00233693+0.00128409j -0.00264393-0.00433788j -0.00420678+0.00378835j 0.00288192+0.00324042j 0.00296024-0.0051368j 0.00403907+0.00247701j 7.17697e-05-0.00286837j -0.00814014-0.0053797j 0.00120801-0.00116902j -0.00219064-0.000821011j -0.00350207+0.00498611j 0.00236512-0.00334581j -0.00445337+0.00446443j 0.0030374+0.00573656j 0.00324305+0.000107156j -0.00145151-0.00265981j -0.00206075+0.00492675j -0.00163919+0.00256118j 0.0074942+8.56467e-05j -0.00716109-5.07562e-05j -0.00667535-0.00307366j -0.0026261+0.00123218j 0.000990558+0.00633358j 0.00210198+0.00161767j 0.000466303+0.00638576j -0.0053891+0.00430665j 0.00338452-0.00105099j 0.00695828+0.00400203j 0.00015004+0.0033618j 0.00547874-0.00168017j 0.00126118-0.0025676j -0.0034252+0.000381483j 0.00204946+0.00246007j -0.000101575-0.00110711j 0.00129925-0.00541109j 0.00121573+0.00222131j -0.00296471+0.000409273j 0.00112916-0.00287776j -0.00294835+0.00137577j 0.00229657+0.00550141j 0.00122542+0.00516648j -0.00165281+0.000844456j -0.00312427-0.000983121j 0.000569394+0.00137968j -0.000321401-0.00282214j 0.00266509-0.000225816j 0.00158172+0.00306859j -1.39131e-05+0.00371487j 0.000307674+0.00391699j -0.000802651+0.00113064j 0.00337577+0.00101873j -0.00171553-0.00331774j 0.0018657-0.000297849j -0.00332986+0.000404472j 0.00172547-0.00253141j -0.00165054+0.00380509j -0.000837493+0.00265756j 0.000299046-0.00290463j 
-0.00128755+0.00047497j 0.00110094+0.00199644j 0.000868692-0.0015541j -0.00101331+0.00181883j -0.00150571-0.000870744j 0.00279164+0.000741865j 0.000475878-0.00144582j 0.00261489-0.00276941j -0.00042582-0.000555146j -0.00071846+0.0025769j -0.00106598+0.000985431j -0.00163395+0.00145307j 0.000462658+0.00347627j 0.000893534-0.00358232j 7.08734e-05-0.00123457j 0.000229522+0.000336341j -0.000834624-0.000269794j 0.00106173+0.000981426j -0.000756956-0.00175044j -0.000854774-0.000773053j -0.000580725+0.00115359j 0.000662974-0.000502147j 0.000200851+8.22883e-05j -0.00106893+0.00115681j 0.000378139+0.000221164j 0.000706167-0.000664986j 0.00315349+0.00132365j -0.000197945-0.00103849j 0.0021881-0.00394368j -0.00202257-0.00100277j -0.00161009-0.000891295j -0.00278199-0.00154775j 0.000584182-0.00268007j 0.00366238+0.0020901j 0.00331368+0.00250448j 0.000308176+0.00225679j 0.000121785-0.00119631j 0.000660231+0.00262962j -0.000725766-0.0012021j 0.000375961-0.00117916j 0.000238745-0.000678719j -0.00485315+9.08835e-05j -0.00329682-0.0064204j 0.00142676-0.000695284j 0.0112762+0.00860423j 0.00533539-0.00342555j 0.00346658+0.00138389j 0.0028071-0.00845808j 0.00488064-0.00353716j 0.00526498-0.00534144j -0.00287581-0.00310291j -0.00171694+1.22865e-05j -0.00440298+0.00650625j -0.00414874+0.00081835j 0.00257266+0.00115586j 0.00295756+0.00191877j 0.00763278+0.000353285j 0.0103029+0.00556923j 0.00452958+0.00530309j -0.00153164+0.00299195j 0.000282554-0.000818321j 0.00150968+0.00219773j -0.000586366+0.00101453j 0.00334377-0.00397213j -0.00681039-0.00231649j -0.0050934-0.00251284j -0.00339942-0.00166701j -0.000712269-0.000358914j 0.000293327+0.00141487j 0.00307072-0.00475494j 0.00675797-0.00251571j 0.00041609+0.00531042j -0.00135931-0.00337959j 0.000539901-0.00149428j 0.000262091+0.00659086j 0.0012391-0.00388245j 0.00254129-0.00438554j -0.00219916-0.00222716j 0.000460333+0.000524802j 0.00269689-0.00257701j -0.00103107-0.00160673j -0.00223499+0.00204869j 0.00219011+0.00305012j 0.00159848+0.00242037j -0.00110183+0.00315624j 0.00130541+0.000612086j 0.000359984+0.00274407j -0.00461678-0.00326898j 0.00104991+0.000114867j 0.00131002-0.00180284j 0.00141187+0.00402719j 0.00210029+0.00331172j 0.0011274-0.00258257j 0.000821319-0.000898584j 4.87102e-05+0.0016068j 
-0.00188597-0.000159025j -0.000175186+0.00268307j 0.00158506+0.00205814j -0.002371-0.00107627j -0.0031867-0.00111312j 0.00229132+0.00116662j -0.00129509+0.000396256j 0.000355246-0.00180775j -0.00191558+0.00279388j 0.00204946-0.00472857j 0.000364962-0.00341211j 0.000622613-0.00145361j 0.000920299-0.000528015j -0.000180051+0.000249098j -0.00217653-0.00147801j -0.00154671+0.00151031j 0.00198428-0.00146672j -0.00137252-3.03502e-05j -0.000714792-0.00189246j 0.000370446-0.00341789j 0.00124738-0.00190782j -0.000172814-0.00456421j -0.000543298+0.00195536j -0.00346461-0.000587709j -0.00665007+0.000856016j -0.000599045+0.00155858j 0.00122207-0.000619945j -0.00244967+7.69699e-05j 0.00168001+0.00166508j -0.00484553-0.00107596j 0.00594662+0.000128454j 0.000848657+0.00151801j -0.006596-0.00040712j -0.00338864-0.00301063j 0.00184115+0.00145005j 0.0050054+0.000890007j 0.00504282-0.000498754j -0.00229733-0.000481786j -0.000535691+0.000884999j 0.00452856-0.00231216j 0.0036151+0.00327346j 0.00262129-0.00659983j 0.0047318+0.00316321j -0.0057718-0.00109622j -0.016004-0.00976436j -0.00377783-0.00170703j -0.00584243-0.00871046j -0.00121402+0.0071861j -0.00344447+0.00308141j -0.00207848+0.00128934j -0.00299851+0.00238525j 0.00733204-0.00527319j 0.00908806-0.00730475j -0.0034154+0.00254981j -0.00306928+0.00445258j 0.00343496-0.000265645j 0.00298197-0.00106376j -0.0156719-0.00374517j 0.000102144-0.0068287j 0.00502781+0.00124719j -5.43064e-05+0.000273818j 0.0027022-0.000478346j -0.00106943-0.00211409j -0.00398345+0.00529455j 0.0143915+0.00895129j 0.011264+0.00205558j 0.00660334+0.00135642j 0.00291813-0.000466538j -0.0012009+0.0026114j -0.00364538+0.00549739j -0.00876987+0.0009714j 0.00277909-0.0068028j 0.00411901+0.00633942j -0.00565178+0.00295515j -0.00718779-0.0137483j -0.00615813-5.10918e-05j 0.00234352+0.00781216j 0.00108233+0.00348464j -0.00713991-0.00777382j -0.00754813-0.0039195j 0.00191983-0.000630213j 0.00361906-0.00111434j -0.00268992-0.00199451j 0.000408062+0.000110502j 0.00215289+0.00168831j 0.001068-0.00229343j 6.03205e-05+0.00109762j 0.0091284+0.00526438j -0.00479612-0.00169519j 0.00259337+0.000976212j -0.000961853-0.00203611j -0.000851214+0.00100578j 0.000252155-0.00107345j 0.00159322-0.00197925j -0.000179953+0.0017354j 
0.000965619+0.00013648j -0.000856748-0.00231449j 0.00813188+0.010736j -0.0142113-0.0227754j -0.00674864-0.00312698j -0.000772007+0.00244804j -0.00320464-0.0129133j -0.000838729+0.00278487j -0.00227783-0.00808286j -0.00801423+0.010416j -0.00256995-0.00184414j 0.0139666+0.000561496j -0.00418089-0.00560889j -0.0119916-0.0088342j -0.00365951+0.0113175j -0.00701544-0.00642241j 0.00318102-0.00654598j -0.00584206+0.00384938j 0.00192221-0.00993032j -0.00681673-0.0106819j 0.00284863-0.00700682j 0.00312509-0.00347179j -0.000880043+0.00293284j 7.43401e-05+0.00228193j -0.000602226+0.00241517j 0.000379443+0.000339327j -0.00350622-0.00475673j -0.00496731-0.00604389j 0.0034+0.00261723j -0.00285513-0.00137528j 0.00179701-0.000650274j -0.0024231-0.00114152j 0.00253435+0.000126151j -0.00056734+0.000674259j 0.00303606+0.000626586j -0.00183534+9.80322e-05j 0.000899219-0.0011374j 0.00257032+0.00131881j 0.00095706+0.00058111j 5.99439e-05+0.00108162j -0.00168649+0.00157959j -0.00145295+0.00431013j 0.000205552-0.000407473j 0.00199905+0.00193451j 0.00338779+0.00187501j -0.00333293+0.00307035j 0.00171369-0.00282181j -0.00275578+0.00184475j -0.00181009+0.00317629j 0.00263168-0.000570061j 0.000204754-0.00210074j -0.00499995+0.00118474j -0.000964494+0.00221507j -0.000178055+0.000851374j -0.00129735+0.00176591j -0.00381284-0.000871048j -0.00452263+0.00111371j 0.00309081+0.000758845j -0.000426924+0.00110256j -0.00130854-0.000582182j -0.000929845-0.000887818j -0.00308027-0.00301462j 0.0011726+0.000390941j -0.000741478+0.00191805j -0.00374406-0.0018974j -0.00252692+0.00146756j -0.00334975+0.00306078j -0.000839-0.000986339j 0.000653356-0.00242502j 0.000190959+0.000105296j 0.0020886+0.000629072j -0.000438476-6.73028e-05j -0.00122382-0.00292634j 0.00340907+0.000354804j 0.0010434+0.00134242j 0.00423569+0.00114345j 0.000129918+2.16094e-05j -0.00192263+0.00145942j 0.00235691+0.00325621j 0.00389532+0.00179401j 0.000294658+0.000838845j -0.0010268-0.0010707j -0.000884863-0.00206366j -0.000543906-0.00232248j 0.000171892-0.000565723j -0.00205317-0.000133958j -7.33483e-05-0.000242981j -0.00260737-0.00123513j -0.00173623+0.00116436j -0.0012121-0.000552294j 0.000636871-0.00126009j 5.25027e-05-0.00132794j -1.88644e-05-0.000741327j 0.000473793-0.000546941j 0.000445247+0.00111185j 
0.00229084-0.00302658j -0.000419894-0.0032809j 0.00140475-8.92133e-06j -0.00175127-0.0071527j 0.00503633-0.00344855j -0.00240343+0.00379806j -0.00450032-0.00303097j -0.0047157+0.00295902j -0.0018629-0.00323672j -0.0031806+0.002967j -0.00276829-0.00254078j 0.00161188+0.00164192j 0.00145044-0.00588958j -0.00239259+0.000405281j -0.00162192+0.00600752j 0.000386274+0.00182484j 1.8815e-05-0.00362701j -0.00038259+0.00303186j 0.00306312-0.00107281j -0.000223006-0.00364436j 0.00277338-0.00295412j -0.00492201+0.000964476j 0.00316464-0.00288954j -0.00065061+0.00119886j 0.00209234-0.00143507j -0.00545738+0.00205869j -0.00400816-0.00431273j 0.00263953-0.00032601j 0.00135348+0.000148403j 0.00236003+0.00221978j 0.00245794+0.00278629j 0.00296781+0.000179611j -0.00482256+0.00461739j 0.00121641-2.5048e-05j -0.0041562-0.00315199j -3.95831e-05-0.0016302j 0.000811647+0.00131352j 0.00423894+0.000267318j 0.000429711+0.00116602j 0.00245393+0.00270669j -0.00365749-0.000737548j -0.00388087-0.00666183j -0.00445654-0.00449176j -0.00173787+0.000591277j -8.05026e-05-0.000155135j 0.000442791-0.00385468j -0.000993277+0.00353698j 0.000159982-0.00149115j 0.00432061-0.000816866j -0.00134769-0.000874105j -0.00274695-0.00139653j 0.00473018+0.000481345j 0.00226852-0.00682597j 0.00330461-0.00100445j -0.00291572+0.00251396j 0.00364958-0.00146899j 0.00464207-0.000487733j -0.0029182-0.00124695j 0.000191765+5.60496e-05j -4.11404e-05-0.000394571j -0.00278586+1.33171e-05j -0.00167497+0.00245743j -0.00261699+0.000509663j -0.00141619-0.0013579j 0.00716577+0.000441895j 0.00422014+0.00213694j 0.00123957+0.00271277j 0.00294757+0.00188239j -0.00186416+0.00438303j 0.000929398-0.00085541j 0.00133671-0.000213617j 0.00143128+0.00575507j -0.000400133+0.00367315j -0.00025539+0.00198804j -0.00265804-0.00210017j 0.000588315-0.00245473j 0.000804327+0.00242186j -0.00314396+0.00251342j -0.00348702-0.00483631j -0.00207421-0.000663907j -0.0019718+0.000185039j -0.000937354+0.00244662j -0.00132212-0.0017296j 0.00170233+0.000534388j 0.000224759+0.00375847j 0.00178571+0.00340863j 0.00148017-0.000768502j 0.00268936+0.000775082j -0.00236416-6.89264e-05j 0.0017719-0.00202818j 0.00252055+0.00186757j 0.00125839+0.00115465j 0.00078589-0.00374862j -0.0013987+0.000375391j -0.000158473+0.000417731j 
-0.00114668-0.000450327j -0.000926508+0.00214388j 0.00359825+0.00369116j -0.00124448+0.00892727j -0.00428488-0.00210373j 0.00684543-0.00330971j 0.00265115+0.00680676j 0.00393159-0.000922242j 0.00360127+0.00355155j 0.00660853-0.00492034j 0.00505666+0.00109741j -0.00152741+0.000679749j 0.00178604+0.00527943j -0.00241689-0.00551659j 0.000692665-0.00985498j -0.00090421+0.000123198j 0.00665271-0.00407659j -0.00241798-0.0023911j -0.00408741-0.00329601j -0.00448549-0.00161341j -0.002219+0.000375857j -0.0033735-0.00454676j -0.00715036-0.00256694j -0.0026917-0.00119823j -0.0138664+0.0021251j 0.000879454-0.000563897j 0.00182624+0.00111544j -0.0035455-0.00192099j 0.000132584-0.00463668j -0.00388765+0.00179639j 0.00609019+0.00168262j -0.00427851-0.00249768j 0.000779681-0.00220059j -0.00016695-0.0013685j 0.0170499+0.00213055j 0.00495793+0.00388713j 0.00532608-0.000953637j -0.00626143+0.00746432j 0.00197927-0.000337516j 0.00139121+0.00311423j 0.00367936+0.00407006j -0.000831159+0.00191146j -0.000786284+0.00173543j -0.00135382-0.0022301j 0.00124149+0.00382245j -0.00193505-0.00138011j -0.00332949-0.00857956j -0.00458774-0.00603161j -0.00360816+0.00557717j 0.00616394+0.000328515j 0.000296949-0.00252271j 0.000746965+0.000246978j 0.00173887+0.00514224j -0.00224+0.00585431j -0.00128576+0.00764428j -0.00370527-0.00428061j 0.00524894+0.00113678j -0.000679115-0.00121043j 0.000946122-0.000883579j -0.00163516-0.000389314j -0.000892646-0.00109292j 0.00189683-0.00122446j 0.00075569+0.00227801j 0.00264569+0.00287164j 0.00414499-0.000599611j -0.00275111-0.00239626j 0.000942546+0.00641312j 0.000295499+0.000207297j -0.00217406-0.000963422j -0.001038+0.00287804j -0.00216434+0.00175576j 0.00469184+0.00153419j 0.00165425-0.000860855j 0.00511848+0.00175647j -0.00279409-0.00187871j 0.00750766+0.000605256j -0.00508694-0.000803957j -0.00337008-0.000319061j -0.00558579+0.00451823j 0.00249658-0.000860597j 0.00194091+0.00241868j -0.00354167-0.00217824j -0.00293767-0.00616879j 0.00269654-0.00200041j -0.00165572+0.00559691j -0.00482213+0.00115814j -0.00178589-0.000300735j -0.0032699-0.000815585j -0.00486965-0.000371098j 0.00313736+0.00177127j -0.00296941+0.000424038j -0.00170815+0.00327488j 0.000478162-0.00515451j 0.00103252-0.00338309j 0.000286266+0.00289106j 
0.00185542+2.97694e-05j 1.43385e-05-0.00168336j 0.00536679+0.00446311j -0.00916787-0.00312639j 0.00432785+0.00571016j -0.00112027+0.00560145j 0.00241533-0.00532686j 0.00831163-0.00181672j 0.000653786-0.00463194j 0.0016192+0.00679182j 0.00186688+0.00254999j 0.00301806+0.00634622j 0.000843891+7.50135e-05j -0.00302049-0.00422952j -0.00304051-0.000897069j -9.86529e-05-0.00334683j 0.00261791-0.00559513j -0.00468021-0.00155303j -0.0049622-0.00172092j -0.0047531-0.00333152j -0.00410716-0.00534107j -0.00421486+0.0086931j -0.00473573-0.00203632j 0.00219495+0.00219799j -0.00371848+0.00348001j 0.00306524-0.00468885j -0.000461805+0.00141309j -0.00504366-0.000891132j -0.00410512+0.00260083j 0.00918178+0.00207868j -0.00184873-0.00310052j 0.00130553-0.00421423j -0.00019677+0.00247949j 0.00362527-0.00126462j 0.00129815-0.000327786j 0.00710892-0.00100617j 0.0015351+0.00424366j -0.00382783-0.00580126j -0.00251929-0.00385077j -0.00238896-0.000342618j -0.00190294+0.00199268j -0.00440854+0.00226895j -0.000768959-0.00656229j -0.00315235-0.00350074j -0.000703258-0.00128087j 0.00489814-0.00201709j 0.00173716+0.00261194j -0.00111493+0.00240178j 0.002291+3.36709e-05j -0.00100358-0.00307411j -0.000114045+0.00285117j 0.00100434-0.00203744j 0.000365895-0.00341268j 0.00313324-0.00431512j 0.00811352-0.00183292j 0.00190228+0.000675918j 0.00663362-0.00516311j -0.0021967+0.0018265j 0.00465977+0.00104312j -0.00324753-0.00312541j -0.000671899-0.000168846j 0.00170759+0.0044725j -0.0014492-0.00240308j -0.00114398-0.00259457j 0.000217612+0.00403026j 0.00228244+0.00202929j 0.0037412-0.00442288j -0.000187388+0.00403446j 0.00110141-0.000254286j 0.00222852-0.00253313j 0.000824752+0.000395607j -0.00329327+0.000604215j 0.00158667+0.00276388j -0.00511374+0.001007j -0.000378323+0.00105866j -0.00418006-0.000301591j 0.00121577-0.00148315j 0.00274829+0.00147001j 0.00143587-0.00487235j -0.00256418+0.00167507j 0.00186768+0.00218387j 0.00206132+0.000508489j -0.000167245+0.00371592j -0.00165203+0.000758155j 0.00125993-0.00265485j -0.000177041+0.00179301j -0.00116923-0.00083527j 0.0046092-0.000785924j 0.00365731+2.91446e-05j -0.00113479-0.00192419j 0.000917662+0.00265919j -0.00242985+0.00314197j 0.000331737+0.000262816j -0.00114232+0.0003035j -0.00023304-0.00209115j 
-0.00109055-0.000993837j 0.00198386-0.00103595j -0.00167604-0.000114661j -0.000562622-0.00150833j 0.00221492-0.00269522j -0.0010502+0.00376357j -0.00236174+0.000267971j -0.00305244-0.000617563j -0.00226404+0.00321461j -0.00221321-0.00251168j -0.00193474-0.00275884j -0.00199209+0.00169056j -0.00172313-0.00725679j -0.000814093+0.00626057j -0.000201817+0.00394563j -0.00250482+0.000891047j -0.000377165+0.00207163j 0.000802212+0.00190524j 0.00055831-0.00107889j 0.0052135+0.000900733j 0.000719787+0.00184316j -0.002262-0.00651292j 0.00779281-0.00203843j -0.000829736-0.00202992j 0.00161025-0.00289421j -0.00297818+0.0100452j -0.000648562-0.00063302j 0.00175701-0.000503909j 0.000199577+0.00140338j -0.00334966+0.00111201j 0.00436426-0.000441195j 0.00112399+0.00423748j -0.00506207-0.00112255j 0.00304058-0.00344195j -0.000837454-0.000948201j 0.0008853-0.00145131j -0.00450849-0.000777222j 0.000845372+0.0025606j -0.000899854+0.00321381j 0.00135177-0.000405471j -0.00245046-0.00113571j -3.35453e-05+0.00258735j 0.000786163-0.00191952j 0.00314326+0.00455221j 0.0019625-0.00245707j -0.00311102+0.00165091j -0.00144502+0.00182444j 0.00429854+0.00184862j 0.00123366-0.00588956j 0.00365003+0.00158105j -0.00210027-0.00163873j -0.00127975+0.00200267j -0.000716607-0.00309137j 0.000789464-0.00370195j -0.00115558+0.00215071j -0.000658267-0.00313047j 0.00164753-0.00173086j -0.00126915+0.000394501j 0.000608132+0.000657603j 0.00290597-0.00256756j -0.00378639-0.000164526j -0.00518299-0.000188192j -0.000200954+0.000652298j -0.00290621+0.000563804j 0.000927927-0.000459469j 0.000347193+0.000677104j 0.00133373+0.0047228j 5.05161e-05+0.00567025j 0.00120541-0.00166365j 0.000684372-0.000603241j -0.00356553+0.000173034j -0.00134342-0.000240484j 0.000245228-0.000908834j 2.61454e-05+0.0025243j -0.00174064+0.00109847j -8.6863e-05-4.25671e-06j -0.00171008+1.19038e-06j -0.000880163+0.00153461j -0.00311782+0.000450666j -0.000192695-0.000452324j -0.00112529-0.000416495j -0.00118828-0.00201017j -0.0028532-0.00405348j -0.00113047-0.00103512j -0.000530406+0.000699909j 0.000154711-0.00271902j 0.000787747-0.00194033j -0.00110776-0.000962142j -0.00506519+0.000756953j 7.70361e-05+0.000318568j 0.000779696-0.00104279j 0.000282699+5.08053e-05j 0.00177729+0.00119017j 0.00029377-0.00247452j 0.000599786+0.0008016j 
0.00314315+0.000517054j -0.0033062+1.04554e-05j 0.0029273+0.00301969j -0.00110275+0.00434838j -0.00619597+0.0039049j 0.00329597-0.00484333j 0.00161414+0.00189997j 0.00396741+0.00189508j 0.00113497+0.00180616j 0.00338033-0.00168455j 0.000759601-0.000848293j -4.1326e-06-0.00200686j 0.000664855+0.00214182j 0.0011472-0.00361569j -0.000563418-0.00602749j -0.00168912-0.00214691j 0.00577862-0.00177183j -0.0026781+0.000384999j -0.00258944-0.000229588j -0.00336771+0.000593928j 0.00123224-0.00523705j 0.00403532+0.00284666j -0.00470293+0.00204951j 0.00367327+0.00111992j -0.00580215-0.000262666j 0.00334452-0.00812705j -0.000860115-0.000386934j -0.00465827+0.0015659j -0.00339083+0.00231946j 5.45143e-05-0.00213791j -0.00368163+0.00228978j -0.000606591+0.000305075j 0.00701134+0.00311817j -0.000152258+0.00217682j -0.00225764-0.0011202j 0.00668199+0.000574681j 0.00388778-0.00139727j -0.00475479-0.00450864j 0.00074712-0.00389009j -0.00226655+0.00198997j -0.00387185+0.000468247j -0.00352959-0.00172084j -0.00216497-0.00187397j -4.73031e-06+0.00252081j -0.00297625-0.00118695j 0.00449141+0.0021299j 0.000780541+0.00169349j -0.00399563-0.00132164j 0.000407821+0.00275637j -0.000931226-0.00440783j 0.00214632-0.00120113j 0.00159964-0.0058897j 0.00225801-0.000805397j 0.000539378+0.00265018j 0.000789354-0.00342382j 0.00326075-0.0024849j 0.00447356-0.000730947j -0.000841236+0.00123384j 0.00508506-4.91589e-05j 0.000791646+0.000530949j 0.00546499+0.00109908j -0.00149086-0.00183914j 0.0018659-0.0006968j -6.40017e-05-0.00231922j 0.00132752+0.00118897j 0.00592068+0.00240506j 0.000724774-0.00326317j -0.000137406-0.000785524j 0.00119498+0.00246262j 0.000279302-0.000536886j 0.00259638+0.001772j -0.001813+0.00232845j -0.00144982+0.00145349j -0.0010059-0.00190133j 0.000804106+0.000114297j -0.00305581-0.00312203j 0.00491984+0.00106381j 0.00231891+0.00149762j 0.00474605-0.00156251j -0.0038059-0.000719163j 0.00160852+2.62651e-05j 0.00164885+0.00375249j 0.00022854+0.00143968j -0.000587949-0.00107993j 0.00592628-0.00128456j -0.000550604+0.00291551j 0.000394541+0.00224615j 0.00204652+0.00166582j 0.00314576+0.00293387j 0.000629042-0.0015732j -0.000666685+0.00295916j -0.00212334+0.00153417j -0.00354384-0.00284361j -0.00104749+0.00138914j 0.00118371-0.00171245j 
0.000696758+0.00340095j 0.00096958-0.00037235j 0.00208901+0.00593988j -0.00509348+0.00836978j -0.0029132-0.00625157j 0.0028479-0.00197232j 0.00212064+0.00470954j 0.000203163-0.00113084j 0.0031376+0.00721601j 0.00377501-0.00838506j 0.00336346-0.00533247j -0.0038015-0.00199504j -0.00248607-0.00708503j 0.000662212+0.00153066j -0.00157114-0.00821918j -0.00524872-0.00437319j 0.0123351+0.000188372j -0.00591298+0.00351j -0.00549873-0.00329489j 0.00175981-0.000309978j -0.00118937+0.00395504j 0.00127233+0.000224207j 0.00192999-0.000614886j -0.000552929-0.0014088j -0.00892153-0.00298228j 0.00254183+0.00162415j 0.00389149-0.00474379j -0.00969578+0.00108462j -0.00553241+0.00464989j -0.00992242-0.00137341j -0.00110296+0.00347095j -0.00483184+0.00756538j 0.00444964-0.00157588j 0.00226575-0.00198966j 0.000677134-0.00167822j 0.00601847-0.000937635j 0.00354792-0.000871127j -0.00472346-0.00151762j 0.00305267+0.00274246j -0.00208932-0.00224337j -0.00173431+0.00103049j -0.00306261+0.0013979j -0.00137165-0.00359439j -0.000126729+0.000604514j 0.0015462-0.00270503j 0.00354648-0.00076588j -0.000637083+0.0035549j 0.00120196+0.001322j 0.00401331-0.00945663j 0.000338942+0.00174338j -0.00269131-0.000934839j 0.000334505-0.00279094j -0.00418952+0.000997806j -0.00185456-0.00107461j 4.73743e-05-0.00191615j 0.00489705-0.00259906j 0.0066991-0.00279129j -0.000685793-0.000555199j 0.0034112-1.8308e-06j -0.00477159-0.00175748j -0.00129477+0.00142026j 0.000536586+0.00337067j -0.00318245+0.00063482j 0.00233854-0.00562223j 0.00204649-0.00100994j -0.00031996+0.00449263j 0.000963126-0.00426728j -0.00036594+0.00126329j 5.08677e-05+0.000970977j 0.000134708-0.000794571j -0.00188851-0.000619155j -0.000813297+0.00303759j 0.000830235+0.00130659j 0.000446103+0.00057479j -0.00146086+0.00102847j 0.000177668-0.00273855j 0.00222406-0.00146017j 0.00101225+0.00179234j -0.000723936+0.0028709j -0.00240092-0.000263404j 0.00116568+0.00471442j 0.000711363-0.00103625j 0.00162155-0.00158465j 0.000415986+0.00346278j 0.00162374-0.00188076j -0.00211665+0.00656967j -0.00139534-0.00194528j 0.000899375-0.00127097j 0.001353-0.000532084j 0.000475416-0.000756502j -0.000150366+0.00589233j -0.00273197+0.00687425j 0.000686822+0.000151827j 0.00172887+2.94202e-05j 7.11439e-05+0.00275597j 
