0.193214-0.0879733j -0.0792682-0.209248j 0.032155+0.0528043j 0.0112678-0.00987764j 0.0936892+0.156802j 0.0526818-0.0847579j -0.106786+0.146874j -0.0822677+0.105594j -0.0277726-0.0473251j -0.0391015-0.0126725j -4.73635e-06+0.06139j -0.0233679+0.0675105j -0.0115574-0.0591573j -0.0101859+0.0783557j 0.0335379-0.0143975j -0.0255163+0.0371196j 0.0595818+0.00378845j -0.10148+0.0551069j 0.0730956-0.0907789j 0.131766-0.0781475j -0.0160313+0.0911971j -0.0947062-0.0234127j -0.187261+0.0828104j 0.181565+0.131683j -0.0227848+0.106895j -0.0434673-0.0276741j -0.1991-0.0505817j 0.0136922-0.0305649j -0.109938-0.0551981j -0.0164262-0.0420091j -0.11309+0.199067j 0.279818+0.0362578j 0.0961288+0.191574j 0.0531091+0.16119j 0.00493555-0.13555j -0.14392-0.0506898j 0.228185+0.120072j -0.0100562-0.105116j -0.0584177-0.0607234j -0.0450323+0.125777j -0.0514159+0.0890549j 0.00705064-0.0103014j 0.0160587+0.0074385j -0.0396054-0.0299597j 0.0269933+0.0470791j -0.0260185-0.1136j -0.0755024-0.0229717j 0.0106033-0.0295095j 0.0463207+0.0823822j -0.0386674+0.00696604j -0.0723772+0.049127j -0.0423579+0.0922509j 0.0656528-0.0612699j 0.135729-0.22333j 0.0802092-0.0810322j -0.044248-0.0883536j -0.000710474+0.0125125j 0.00466887-0.0326108j 0.0105843+0.0267996j 0.0334933+0.00338429j 0.0336099+0.0097446j 0.00611269-0.0116661j -0.0709205+0.0283895j 0.0429252+0.0197258j -0.0182379-0.018495j 0.00168341+0.0189582j -0.0198239-0.0157882j 0.0372421+0.0116212j -0.0151959+0.0168376j -0.0022636-0.00456827j 0.00593656-0.00824224j 0.00730732+0.00216583j 0.0028213+0.0292969j -0.0130382-0.00711398j -0.00837693+0.0202416j 0.0054094+0.0222902j -0.0131418-0.00355185j -0.00123424-0.0109916j -0.00370618-0.0176001j -0.00957911+0.0112517j -0.00023701-0.0234651j -0.00788088+0.000456188j -0.0260464-0.0185132j 0.0211612-0.00424979j -0.0344921-0.0344234j 0.0112844+0.0153363j -0.0106986-0.0203375j 0.012393-0.00790917j 0.0169681-0.0101823j -0.0323402+0.0320753j 0.00517708-0.0244941j -0.0282773-0.0162473j -0.0304003-0.0444346j -0.0621616+0.0122283j -0.0201109-0.0624108j 
-0.000616767-0.00376235j 0.000135329-0.00211497j -0.00361121-0.00300975j -0.00161366-0.00338928j 0.00470537-0.00303305j -0.00123629+0.00657622j -0.00587152+0.000900839j -0.00198321-0.00159081j -0.00297098-0.00730072j -0.0010985-0.00706477j -0.00389563+0.000664797j 0.000752656-0.00373405j 0.00145399-0.00634028j 0.0090985+0.000870215j -0.0110409-0.000551973j 0.00425455+4.27991e-05j -0.00383752-0.00556192j -0.00151465-0.00455271j -0.00100171+0.00107601j 0.00224822+0.000530837j -0.00129152-0.000679072j -0.00209235+0.00346523j -0.00183625-0.00132319j -0.00321693-0.00147972j -0.00404467+0.00136576j -0.003473+0.00218779j -0.00199303-0.00202424j 0.00310086-0.000268308j -0.000337555+0.00108866j 0.00485411+0.00190566j 0.000949401+0.00022357j -0.00146116+0.00131996j 0.000667204-7.92492e-06j 0.00220954+0.00167398j -0.00186258-0.000776779j 0.000697473-0.000799013j -0.00126561-5.0126e-05j -0.00153987-0.000540602j 0.000485748-0.0029644j 0.00119875-0.00131863j -0.00120192+0.00259544j -0.000990582+0.000654335j -0.00273325+0.00195029j -0.00215281+0.000441966j 0.0044161+0.00325198j 0.00176139-0.00149118j 0.000570062+0.00162446j -0.0012914+0.00120528j 0.000519521-0.00216689j -0.00101884+0.00221863j -0.00344971-0.00289379j -0.00158663+0.000423882j -0.00244604-0.00068331j 0.00139993-0.0041157j -0.0019427+0.002043j -0.00244582-0.00389213j -0.000556956+0.00207814j 0.00145953+0.000946681j 0.00308177-0.000379227j -0.00141985+0.00370368j 0.0020174-0.00233169j 0.000950505+0.00487053j -0.00253397+0.00369894j -0.000155903-0.000363337j -0.000952158-0.0023092j -0.0023457-0.000344355j -0.000200921+0.0010356j 0.00133904-0.00328685j -0.00217225+0.00295277j 0.00198693+0.00104149j 0.00366472-0.00253025j 0.00551776+0.00154769j -0.00286903+0.00121699j 0.00207927-5.80131e-05j 0.000361081+0.000184027j 0.000472869-0.00333735j -0.00222955+0.000600469j -0.00181062+0.00132595j -0.00151372-0.000507632j 0.00229664-0.000351677j -0.000432665-0.000761247j -0.000643761+0.00125939j -0.00117176-0.00350891j 0.000526385-0.00103139j 0.00188763+0.0012825j 0.00020844-0.00124729j -0.00105958-0.00211225j -0.00105675+6.35093e-05j 0.000499554-0.000145922j 0.000171245-0.0016519j 0.000865256+0.00162525j -9.22363e-05-0.00198935j -0.00149193+0.00132105j 1.46966e-05+0.00041235j -8.84427e-05+0.000418483j 
0.000421006+0.00300798j 0.00416072+0.00150113j -0.0018128-0.00199504j 0.00270049-0.00424811j -0.00515907+0.00856958j -0.00320318-0.00723651j 0.00146856-0.0035848j -0.00206223-0.00281632j -0.00562218+0.00489008j 0.00250851-0.000269883j -0.00308757+0.00311318j 0.00527797-0.00370531j 0.00225324-0.000995211j 0.00551273-0.00436578j -0.00680866+0.000101447j 0.00335264+0.00272899j -0.00510256+0.00736356j 0.00276549+0.00798593j 0.00217745-0.00413572j -0.00175965-0.0102782j -0.000316678+0.00447916j -0.00600417-0.000304345j 0.00114156-0.00153091j 0.00680768+0.00324892j 0.0060665+0.00162928j 0.00699945-0.00048647j 0.00725113-0.000485854j -0.00305702+0.00224687j -0.000236705+0.00011821j -0.0112037+0.000398548j 0.000319299-0.000271985j 0.00461633-0.000653652j -0.00252651-0.00260792j -0.00107823-0.00214346j 0.00389834-0.000666123j -0.000550307+0.00179592j 0.0025682-1.3963e-05j 0.00225655+0.00235313j 3.24331e-05+0.00298449j -0.000454985+6.57788e-05j 0.0012582-0.00347945j 0.00203884+1.17089e-05j 0.00328474-0.0067704j 0.00114206-0.000825453j -0.00276827-0.0042699j 0.00282663+0.0025598j 0.000351738-0.00198378j 0.00376446-0.000797193j -0.00175971-0.00306165j 0.00133195-0.00340794j 0.00353447+0.00107902j 0.000328756+0.00170165j 0.00474241+0.00397167j -0.00399494+0.00681573j 0.00137667-0.00442338j 0.00200777+0.0037833j 0.000321777-0.00346649j 0.00206308-0.000725222j -0.00148542+0.00277879j 0.00167468-0.00392941j -0.00113615-0.00122615j 0.000324191-0.00366779j 0.000540699-0.00148413j -0.000322954-0.00236241j -0.000823183+0.00392276j -0.000907409+0.00523788j -0.00144712-0.000991204j -0.00250486+0.00314979j 0.000247547-0.0046324j 0.00048611-0.00134112j -0.00406904+0.00202492j -0.0073874-0.000113751j 0.00110244-0.00204718j -0.00160903-0.000236202j -0.00100536+0.0011996j 0.00320344+0.000943261j 0.00229508-0.00309423j 0.00049462-0.00243206j 0.00335851+0.00414142j -0.00185638+0.000257206j 0.000851522+0.00223633j -0.000150777+0.00105847j 0.00329939+0.00410359j 0.00045802+0.00227339j -0.00179587-0.00161277j -0.000823233+0.00185191j -2.30521e-05+0.00249664j -0.00026698-0.000113131j 0.000116575+0.00084297j -0.000797607+5.28988e-05j 0.000281339-0.00171014j -7.7752e-05+0.00253115j 0.000608506-0.00175783j 0.00206343-0.000798392j 0.00014275+0.00224218j 
-0.00276212+0.0014363j 0.000802783-0.00355378j -0.00452028+0.000910466j -0.000738757-0.0011131j 0.00323133+0.00136424j -0.0017344+0.00276661j -0.00428503-0.00135122j -0.00143347-0.00435707j 0.000453249+0.000950997j 0.000907498+0.00688663j -0.00488259+0.00476569j -5.87238e-05+0.00905649j -0.000969004-0.00476081j -0.00141178-0.00129503j -0.00270625-0.000294579j 0.00426551-0.000901696j -0.00234068+0.00205829j 0.00029208+0.00518223j -0.000805264-0.000676342j 0.000201816-0.00175251j 0.00138236-0.00202859j -0.00128397-0.00127245j -0.00108023+0.00400382j -0.000352113-0.00343636j 0.002125-0.000857208j -0.00223198+0.000620022j 0.00116922-0.00139712j 0.00219943-0.000825255j -0.000113603+0.000815513j -0.00254045+0.00126804j 0.00246542-0.00290995j 0.00083061+0.000375208j -0.00318651-0.00116249j 0.00327386+0.000955819j -0.000694098+0.000275986j 0.00107306+0.000531021j 0.00150833-0.00023222j 0.002136-0.00100563j -0.000589045-0.00127279j 0.00127749-0.00114971j 0.00194543+0.0029567j 0.00488073-0.00342803j 0.00280414-0.00901074j -0.00374011+0.00200048j -0.0051048+0.00108931j 0.00493899+0.00373919j -0.00773576-0.007019j 0.00488017+0.00372633j 0.0014458+0.000354767j -0.000603791-0.00429751j 0.000377349-0.00285352j -0.00420022+0.0104055j 0.00813986+0.00426653j -0.00482978+0.00276084j 0.000134659-0.00198325j -0.00161529+0.000171545j -0.000213611+0.00214068j 0.00318484+0.000351127j -0.00124225+0.00276104j -0.000208822-0.00054437j 0.000535281-0.00260285j -0.00149324+0.00115807j -0.00256273+0.00187276j -0.00202085+0.002417j -0.000423252+0.00556764j -0.00216519+0.00673112j 0.00181161+0.000456707j -0.00139233+0.0041159j -0.00497184-0.00199731j 0.00771915+0.00169679j -0.00634844+0.000881683j -0.00962041+9.98904e-05j 0.0013914-0.00236636j -0.00167127-0.000192683j -0.00816016-0.00192749j 0.00613257+0.00226034j -0.00142781-0.00339556j 0.00117334-0.00242647j 0.00315244+0.00422292j 0.00218159-0.000364204j 0.00179863-0.00256719j -0.000791027+0.000185793j -0.00113251-0.000844555j -0.00189606+0.00059344j 0.000622574-0.00250908j -0.000850054+0.000553503j -0.00130824-8.37064e-05j 0.000169755-0.00135346j 0.000292682+0.00130627j -0.00110114-0.000330874j -0.000303123-0.00260135j -0.000731652-0.00155435j 0.000131618+0.00285512j 0.000844387+0.000348736j -0.000129565+0.000767374j 
-0.000132489-0.00178518j 0.000277248+0.00453025j 0.00341605-0.00327492j 0.00415966+0.00128476j -0.000200178-0.00567171j 0.00223286+0.00681749j -0.000365828+0.00444209j 0.0002273+0.00215739j -0.00410778-0.00248687j 0.00378601-0.00281453j 0.0006045-0.00229505j 0.000422402-0.00344898j 0.000459798-0.00301996j 0.00404044-0.0082951j -0.000927477+0.00216959j -0.00114958-0.000741837j -0.000466594-0.00577128j -0.00148239-0.0029846j 0.00666613+0.00595552j 0.000646383+0.00651069j 0.00099836-0.00815941j 0.00573071-0.00278488j 0.000141415+0.0042415j -0.00476627+0.00455958j -0.00877524+0.00276382j -0.00496994-0.000796003j -0.00559071+0.00210872j 0.00411252+0.00186343j -0.00112632+0.00116349j 0.0105455-0.00132253j 0.00207804+0.00248738j -0.00329912-4.91144e-05j 0.000120514+0.00119611j 0.00216276+0.00172414j -0.00477781-0.000158241j 0.000108358+0.000789453j 0.000272707+0.00208572j -0.00163414+0.00163424j 0.00381046+0.0033079j -0.00176406+0.0020459j 0.00231908-0.000511915j 0.00119534-0.000209579j 0.000752295-0.00564373j 0.000380495-0.00068251j -0.001753+0.00030821j -0.00264451-0.000451731j -0.00440242-0.00368305j 0.00184647-0.000920811j 0.00021552+0.00237672j 0.00126949-0.0016584j 0.00466094+0.00299632j -0.000406385+0.00327331j 0.00621185+0.00263434j -0.00613064+0.00105968j 0.00241958-0.00741615j 0.00246402+0.00361625j 0.000852166+0.00059026j 0.00292193+0.00174531j -0.00227549+0.00226928j -0.00071391-0.00470773j -0.00295144+0.00255647j 0.00179227-0.00277178j 0.00150416-0.0027962j -0.00200241+0.00239549j -0.000718126+0.00574379j -0.00103235+0.00337456j 0.00015789-0.000519046j -0.000927244+0.00316717j 0.00202481-0.00275245j -0.00036344-9.05809e-05j -0.00405429+0.000437379j -0.0112525+0.000453951j 0.00267035-0.0009175j -0.00376109-0.000444021j -0.00172136+0.00162771j 0.00119378+0.00251102j 0.00102966-0.00237306j 0.00134748-0.001932j 0.00257922+0.00123555j -0.00163221+0.00101149j 0.000580384-0.000304918j 3.99979e-05+0.000644429j 0.00242415+0.00277428j -0.00119703-0.000574087j -0.00261068+0.000626824j -0.000408139-0.00115785j -9.16617e-05-0.000934143j -0.000360484-0.00217005j 0.00052223+0.000968801j -0.000564665+0.00161752j 0.000132466-0.00281127j -0.000520066-0.00180454j 0.000868519+0.000664493j -0.000664553+2.73802e-05j 0.000720177-0.00279285j 
0.00330455-0.00136545j 6.22713e-05-0.000296225j 0.00255576+0.00130151j 0.000976962+0.00231514j 0.00188862-0.00297496j 0.00021968+0.00465011j 0.000304934+0.00226702j -0.000851267+0.00300495j -0.0014925-0.00165292j -0.000141504+0.000534378j 0.00111767-0.00407651j 0.0027072-0.000734691j 0.000692251+0.000113238j 0.00123219-0.00193201j 0.00330738+0.00274968j -0.0025887-0.000726441j 0.00212633-0.000207519j 0.00313793-0.00409527j 0.00104531+0.00146641j -4.99193e-05+0.00295781j 0.000681773+0.00126646j 0.00090935+0.000179334j 0.00105345+0.000488069j -0.00345404-0.000530683j -0.00455977-0.000224297j -0.00060951+0.00139949j -0.00154739-0.00136935j -0.00117503+0.000187782j -0.000727593-0.000608346j 0.00316235+0.00147198j 0.000888377+0.00128461j -0.00273418+0.00251422j -0.00357025-0.00420259j 0.00748697-0.000409484j -0.00244382-0.00225624j 0.00436557+0.00443065j -0.000236281+0.00247285j -0.00207694+0.000413825j -0.000871961-0.00154177j -9.291e-05+0.00139237j -4.37278e-05+0.0022161j 0.00242785-0.00182836j 0.00240049-0.013837j -0.00371742+0.00190426j -0.0010196-0.00219645j 0.00339083-0.000877889j -0.00660628-0.00649682j 0.00792426-9.42126e-05j 0.00261029-0.00665611j 0.00236759-0.00574475j -0.00169099-3.89833e-05j -0.00221176+0.0117495j 0.0119885+0.00604336j -0.00690449+0.00168323j -0.00101525-0.00691306j 0.00305982-0.00157532j -0.000468438-0.000276434j 0.00485448+0.00111114j 0.000324487+0.0062212j 0.00137442-0.00162369j 0.0013368-0.00384248j 0.000365069+0.00291243j -0.00227246+0.00327888j -0.00189742+0.000799027j -0.000439343+0.00772951j -0.00187858+0.0108256j 0.00229837+0.000607608j -0.000928253+0.00146428j -0.00435111-0.00338658j 0.00541405-0.00182467j -0.00601389-0.00118779j -0.0104318+0.000999585j 0.000381961+0.00211656j -0.00536281+0.00286507j -0.0113379+0.00118426j 0.00751503-4.51764e-05j -0.000540547-0.00457367j -0.00205142-0.00498356j 0.00534867+0.00706035j -0.0038145-0.00392264j -0.000185023+0.002358j -0.000470848+0.00247649j 0.000906158-0.000456843j 0.000454634+0.00162916j 0.00142628+0.000291128j -0.00189706+0.000159213j -0.00112597-0.000118537j 0.000749643-0.00101852j -0.000459406-7.6514e-05j 0.00141339-0.00328035j 0.00426217-0.00061242j 0.000285898+0.00102268j -0.000490515-0.000192365j -0.000108604-0.000610157j 0.00113465-0.000340683j 
0.002138-0.0011481j -0.00236176+0.000135574j 0.00158114+0.00163154j -0.00476102-0.000177399j 0.000500113-0.00122668j 0.00268559-0.00375972j 0.00328974+0.00295503j -0.00195839+0.00712006j 0.000418865-0.00581849j -0.00885113-0.00626179j 0.00650767-0.00976339j 0.000220684-0.00987145j 0.00451613+0.0122968j -0.000994028+0.0114598j 0.00715109-0.00126225j -0.00474659-0.000137979j 0.00262936+0.00119717j 0.000201201-0.0156004j -0.00936304-0.0071868j 0.00195554-0.000695055j -0.00110447+0.00509884j 0.00203514+0.00396684j 7.54057e-05-0.004551j -0.00038584+0.000455188j -0.0012894-0.000927989j 0.00223857-0.000945016j -0.00173427-0.00225706j -0.00778783-0.000329669j 0.00195792+0.00103088j -0.000431699-0.000236831j -0.00424395+0.00220426j -0.000114917+0.000934684j -0.000152559-0.000874532j 0.00348409-0.000727813j 0.000572128-0.000516333j 0.00278007+0.00135273j 3.18771e-05-0.000274237j -0.00148892+0.00013978j -0.0017376-0.00202037j -0.00198196+0.00107922j -0.000232603+7.96992e-05j 0.000316257+0.000459013j 0.00193462-0.00531999j -0.00316787+0.00126442j -0.00133165+0.000288125j 0.00254231+0.000404434j -0.000725982-0.00150497j 0.00531141+0.00376417j -0.000771943-0.00198614j 0.00321823+0.00221938j 0.000505156-0.000223166j -0.00183595+0.00239999j 0.000865673+0.000410468j -0.00206573+0.000116371j 0.00022826-0.00299816j 0.001619-0.00165261j 0.000524655-0.000335528j -0.00182551+0.00157611j 0.00357368+0.000762914j 0.00242801+6.0638e-05j 0.0021301-0.00254531j 0.00189306+0.00278648j -0.00134763+0.00311039j -0.000978397-0.0032756j 0.00203633+0.00203583j -0.000291485+0.00479288j 0.00123034-0.00258165j -0.00124306+0.0022242j -0.00357084+0.000776607j 0.00332955-0.000826442j -0.000375475+0.00200643j -0.00403316+0.000592625j 0.000288171+0.00081749j -0.00120846+0.000975501j -0.00107309+0.000605019j 0.00225573+0.000410202j 0.000297265+0.00102613j 0.00229022+0.000137374j 0.000297635+0.000992177j 0.000563159+0.000420359j -0.000172435-0.00263318j -0.000219897-0.000292656j 0.000861327+0.00147156j 0.000156441-0.000158017j 0.000955246+0.00326761j -0.00322284+0.000114508j -0.00101209+0.000213633j 0.00219909-0.00160711j 0.000126818-0.000926812j -0.000520676-0.00354725j 0.00130089+0.000554009j -0.000148477+0.000738468j -0.000470988-0.00191216j -0.00288673-0.000336731j -0.000564789-0.000561796j 
-0.00279799+0.000968201j -0.00125967-0.00222225j -0.00323495+0.00148311j -0.0057616-0.00106181j 0.00178069-0.00235346j 0.00394782+0.000600442j -0.00164684+0.00209037j 0.00188309-0.000431731j 0.000693662-0.00142912j -0.00554421+0.00156874j 0.000428232-0.00135984j -0.00165321+0.0040817j 0.000641601+0.00721416j -0.00483291+0.0100755j 0.00217236-0.00453298j -0.00139257-0.000200242j -0.000394727-0.00213895j -0.00156807-0.00717261j -0.00757699-0.00537585j 0.00436634+0.0025443j -0.000210918-0.00552718j 0.00391871-0.00163907j 0.000408609+0.000380984j 0.00142164+0.00104643j -0.00293938-0.00178257j -0.0016263-0.000993507j -0.00347029-0.000321398j -0.000576344-0.00424249j 0.000846161+0.00239483j 0.0026059-0.00209852j -0.000398934+0.00133809j 0.00118983-0.00116633j 0.000981278+0.00059265j 0.0014688+0.000593977j -0.00238546-0.000881598j 0.000247971+0.0024652j 0.000877512-6.72275e-05j 0.00174807-0.000614545j 0.00095057+0.000716698j -0.00240695+0.00216465j -0.0014067-0.000651363j 0.00058123+0.000579434j 2.7585e-05+9.0356e-05j 0.000742636-0.00102137j 0.00156792-0.00192534j 0.00112911+0.000282191j 0.00310856-0.000993281j -0.000113192+0.000569992j 0.00129877+0.00242039j 0.000104704-0.00106773j 0.00251268-0.00143121j 0.000868397+0.0014087j -2.79991e-07+0.00103206j 0.00078176-2.99156e-05j 0.00062543-0.00287339j 0.000348279+0.00248565j -0.00021714-0.000202233j 0.0008511-0.00244148j -0.000750873+0.00109775j 0.000568162-0.0012324j -0.00109502+0.000856657j -0.0020813-0.0020498j 0.00155812-0.00325775j 0.000560588-0.000628116j -0.00195455+0.00252969j -5.64141e-05-4.18334e-05j -0.00212882+0.00248802j -0.00124655+0.00339538j 0.00108817-0.00238163j -0.00286563-0.00051692j 0.00168885-0.00078336j -0.00170941+0.00189128j -0.00143512+0.00143602j 0.00011089-0.00150358j 0.00317273-0.000815736j 0.000437521+0.00177927j -0.000586414-0.000222917j -0.000963591-0.000751075j 0.002115-0.00234192j 0.00127752-0.00162925j -0.000428127+0.000788852j 0.000984438-0.000369461j 0.00106764+0.00200664j -0.000611003-0.000673916j -0.00214401-0.000364209j -0.00166927+0.00070795j 0.00123525+1.10516e-06j 0.000253877+0.000976386j 0.00154798-0.000254503j -0.00149898+0.000420004j 0.000312552-0.000345448j 0.000272521+0.00151865j -0.000319189-0.00406862j -0.00233005-0.000906605j -0.00110281-0.00082975j 
0.0017619+0.00061106j -0.000413865-0.000227876j 0.00127449+0.00074028j 0.00172009+0.0010472j -0.00307413+0.00121771j -0.00139611-0.00222618j 0.00308527+0.000105624j -0.000255749+0.00233701j 0.0002758-0.00180805j 0.00207018-0.000962019j 0.00224354-0.00127056j 0.000911875-0.00200629j 0.000888558+0.00255522j -0.00227577+0.000508827j 0.00277528-0.00088119j -0.000937042-0.000426365j 0.000515734+0.000937568j 0.000154593-0.000502891j 9.28507e-05-0.000447424j -0.00172123-0.00213721j -0.000660473+0.00286375j -0.000293297+0.000998836j -0.00114581-0.000125527j -0.000167915-0.000202563j 0.00201663+1.37856e-06j -0.000268867+0.000129227j 0.000918655+0.00100291j -0.0028682+0.00134464j -0.000546871+0.000905073j -0.00131745-0.000590264j -0.00115834-0.000204845j 0.00016665+0.00239583j -0.000704576-0.00337766j 0.00412976-0.000448844j 0.00299245+0.00178312j 0.000734812+0.000315843j 0.000530301+0.00104537j -0.00190607-0.000443815j -0.000341253+0.00120142j -0.00199315+0.000147581j -0.00089006+0.000240623j 0.000484376+0.00284526j -0.00269652-0.00162036j 0.000565298+0.000949911j 0.00286302+0.000184557j 0.00112846+0.000922963j 0.000309489+0.000887636j 8.32021e-06+5.97184e-05j -0.00186512+0.000614893j 0.000858719+4.49798e-05j 0.000367246+0.000197656j 0.000299959+0.00137027j 0.00333281+0.00312056j -0.00285583+0.000741962j 0.00256266-8.781e-05j -0.000325586+0.00112741j 0.000580705+0.00326084j 0.00163414+0.00166386j 0.000419622+0.000215162j -0.0033062-2.96942e-05j -0.0014106+0.00195193j 0.000449517+0.000769748j 0.00186639-0.000188024j -0.00387121+0.00338615j -0.00269595+0.0027826j -0.000120016+0.00157235j -0.000304637+0.0010989j 5.51613e-06-0.000735088j 0.000301472+0.00132025j -0.000702362-0.000291568j -0.000211304-0.0025566j -0.00231592+0.000115574j -0.00102806+0.00160021j -0.00190349+0.00126514j 0.00166192+0.000650805j 0.00126351-0.00203183j -0.00320362-4.65369e-05j -0.00127193-0.00055247j 0.00298467-0.000761903j 0.000759999+0.000159329j -5.01468e-05-0.00118038j 0.000168478-0.00037025j -0.0017599-0.00302815j -0.000480696+0.000638048j 0.0016255+0.00181159j -0.000653773-0.00255548j -0.0024749-0.00475446j -0.00122234-0.000120859j -0.0006587-0.00149156j 0.000736721-0.000964442j 0.00161192+0.000367514j 0.000182254-0.00299149j 0.00201065+0.00611912j -0.00128347+0.000365231j 0.000765479-0.00333303j 
0.00193116+0.000861415j -0.000989007+0.00281308j 0.00592705+0.00380608j 0.000584497+0.00998731j -8.19429e-05+0.00220743j -5.28826e-05-0.00308051j 0.00848184+0.00313225j 0.00383857+0.00479593j 0.00532425+0.0098926j -0.0051017+0.0032223j 0.00819985-0.00490758j -0.010939+0.000484013j 0.000560613+0.00314475j -0.00782369-0.00451746j 0.0111972+0.00731285j -0.00466129+0.00135452j 0.0065248+0.00364088j -0.00249913+0.00367339j 0.00208153+0.00546105j -0.00393963+0.00419219j -0.000341403+0.0034542j 0.000303739-2.22106e-05j 8.48921e-05+0.00129507j -0.0011998-0.000722825j 0.000947316+0.000516712j 0.00088033-0.000840546j 0.000665058+0.00112114j -0.00197239+0.00209762j 0.00086434-0.00213742j 0.000309597+0.000181942j 0.000282987-0.00108433j -0.0013566-0.000523312j 0.000341135+0.000723725j -0.000787472-0.000643963j 0.00231656-0.00141173j -0.00027461-0.00156539j -0.00119569+0.000282846j 0.000591224+0.000696902j -0.000774267-0.00126567j 0.000932787+0.00039966j 0.000539093+0.0010818j -0.00148618+0.000812603j -0.000999445+0.000403103j -8.73878e-05+0.000564383j -0.00122904+0.00121029j -0.000843596+0.000324908j -0.00243309-0.00065158j -0.00110771+0.00167074j 0.00089005+0.000566335j -0.00131655+0.00216468j 0.000254033+0.000227871j -0.0016489+0.0022341j -0.0013204-0.000451909j 0.00105813+0.00122281j 0.000845768+0.00062206j -0.00136448-0.000991688j -0.000512894+0.00101251j -3.3139e-05-0.000396221j 0.00184096-0.000183477j 0.000107936+0.00115504j 0.000463847-0.000607877j -0.000202087+0.000285475j -0.000870349+0.00147649j 0.000120943-0.000504447j 0.0013062+0.00171751j -0.000836809-9.1435e-05j 0.000708877+7.77297e-05j -0.000287606+0.0016741j -0.00116015+0.000816751j 0.00287898+0.000870512j 0.000298897-0.00162676j -0.000568843-0.000649122j 0.00065685-0.000282974j 0.00179102-0.00102295j -0.000250011-0.000592597j 0.0014378-0.000361533j -0.00141113-0.000279428j 0.000254242+0.00308499j 0.000323911+0.000768243j 0.000842961+0.000848094j 0.00124375+0.0005739j -0.000563646+0.000154639j 0.000329302+0.000283777j -0.000281333-0.00114277j -0.000961118-0.00109679j 0.000447259+0.00121226j 0.000387453+0.000955649j -0.000401993-0.00224916j -0.000479774+0.00111983j -0.00137695+0.00116474j -0.000742231-0.000830244j -0.000219053-0.00144442j 0.000403856+0.000747956j 0.00135483+0.000212059j 0.000422957+0.001235j 
0.000993106+0.00102821j 0.000766536+0.00245157j -0.000210615-0.00206216j 0.00387257-0.00541461j -0.00207658+0.00443958j -0.00261314-0.000842331j 7.10155e-06-0.00236221j -0.00471689+0.000335675j -0.00247166-0.00427569j 0.00477026-0.0051003j -0.00215825+0.000569074j 0.00586681-0.00721392j -0.000649863-0.0037374j 0.00639823-0.000967478j -0.00321177+2.58797e-05j 0.00149759-0.000978819j -0.00234284+0.00176447j 0.0011364-0.000797336j 0.00177874-8.67746e-05j -0.000930551-0.00502584j 0.000703972+0.00147933j -0.00229679-0.000384773j 0.000182763+0.000217939j 0.00136123-0.00220552j 0.00183145-0.000970074j 0.00123538+0.00139471j 0.00123578+0.00150346j -0.000449207+0.00277625j 0.00140066+0.000650185j -0.00204391+0.000920795j -0.000413573-0.00131954j 0.000521478-0.000774917j 0.00110433+0.000168315j -0.00130813-0.00162398j 0.00158743-0.00085949j -0.0020546-0.00162117j -0.00263576+0.000388204j 0.00169117-0.000528878j -0.000874741-0.00106689j 0.0011452-0.00173441j 0.000323775+0.00119363j 0.000405644+0.0015344j -0.00207275+0.00185079j 0.00188006-0.000216761j 0.00221333-0.00203801j 0.00195935+0.0010836j 0.00135242+0.000199514j -0.00239702-0.000479845j -0.00169893-0.000607491j -0.000436228-0.00110076j -0.000588619-0.00258517j -0.00101901+0.000859427j -0.00262783-0.000539378j 3.65762e-06-0.00086101j -0.00131406+0.00216798j -0.00113906-0.000841587j 0.00085813-0.00399077j 0.000377915-0.00139449j 0.00172415-0.000238949j 0.000125947+0.00045045j 0.000250505-0.00115502j -0.00147413+0.000647304j -0.00141628-0.000651653j -0.000487105-0.00259178j -0.00213287+0.000414478j -0.0014844-0.00190849j -3.19296e-05+0.00103178j -0.000255112+0.00271976j -0.000451589-0.000863449j 0.000782396-0.000366769j -0.000113336+0.000308195j 0.00254423+0.00130332j -0.00144795-0.00228638j 0.00164096-0.00127755j 0.00405868+0.00109131j -0.00103154-0.00201913j -0.00129575-0.000852551j 0.00116747+0.00134424j -0.000181301-0.000138601j 0.00191654+0.000336472j 0.00117547-0.00111037j 0.00014506+0.000616759j 0.00047429+0.000558671j -0.000811366+2.8996e-05j -0.000346218-0.00193782j 0.000548001+0.000235609j -0.000288241+0.00161177j -0.00210827+0.000885207j 0.000169643+0.00123765j -0.00144448+0.00141871j -0.00142592-0.00109355j -6.60379e-05+6.85124e-06j 3.55259e-05+0.000769012j 0.0016999-1.35589e-05j 0.000624873+0.00202718j 
