-0.19572-0j -0.209744-0j -0.158552-0j -0.160195-0j 0.271873-0j -0.132654-0j -0.17303-0j -0.100934-0j 0.300908-0j -0.105959-0j -0.0947724-0j -0.135417-0j 0.237889-0j -0.0558568-0j 0.368876-0j 0.240354-0j -0.107057-0j 0.493431-0j -0.0883174-0j 0.0981241-0j 0.287835-0j -0.0282178-0j 0.171717-0j -0.0312249-0j 0.100168-0j -0.036429-0j 0.0261314-0j -0.0201598-0j -0.00628592-0j -0.00105851-0j -0.0267833-0j -0.0285246-0j -0.0213935-0j -0.0216152-0j 0.0363077-0j -0.0231076-0j -0.0174677-0j -0.0134794-0j -0.012102-0j 0.0396232-0j -0.0124795-0j -0.0193332-0j -0.0178316-0j -0.00735516-0j 0.030692-0j -0.0108076-0j 0.0310101-0j 0.0498127-0j -0.0109196-0j -0.0138123-0j -0.0113946-0j 0.0346703-0j -0.00364062-0j 0.0537606-0j -0.00630442-0j 0.0202244-0j 0.0355879-0j -0.0110327-0j 0.0508505-0j -0.00643576-0j 0.0143008-0j 0.0209748-0j -0.00167893-0j -0.00142432-0j 0.014449-0j -0.00321788-0j 0.00652874-0j -0.00265462-0j 0.00143945-0j -0.00119948-0j -0.000323897-0j -4.87842e-05-0j 
-0.00074974-0j 0.00234677-0j 0.000584065-0j -0.00287682-0j -0.00053564-0j -0.000508153-0j -0.00186174-0j -0.000473097-0j 0.0017316-0j 0.00118554-0j 0.00106128-0j 0.00233859-0j 0.00045071-0j 0.00294453-0j -0.000180397-0j -0.00221997-0j -0.00350161-0j -0.00108601-0j 0.000398083-0j 0.00094437-0j -0.000275973-0j 0.0020061-0j 0.00463642-0j -0.00239197-0j -0.00261167-0j 0.000834102-0j -0.00158029-0j -0.00418974-0j 0.00463161-0j -0.00516475-0j 0.00482519-0j -0.0150099-0j -0.00370636-0j 0.0182557-0j 0.00336421-0j 0.011693-0j 0.00314693-0j 0.00297139-0j 0.00218025-0j -0.0107236-0j -0.00657236-0j -0.0101733-0j -0.0144826-0j -0.0182351-0j -0.0027348-0j -0.00187239-0j 0.0134703-0j 0.00183571-0j 0.00922246-0j 0.0212469-0j -0.00241547-0j 0.00902326-0j -0.0121725-0j -0.00361157-0j -0.00554825-0j 0.00229295-0j -0.00383388-0j -0.0272393-0j -0.00844819-0j 0.0153438-0j 0.0189064-0j -0.0106372-0j 0.00928431-0j -0.00226021-0j -0.00478884-0j -0.0186074-0j 0.0107965-0j 0.0321498-0j 0.026678-0j -0.0193903-0j -0.0324112-0j 0.0212772-0j 
6.24783e-05-0j -0.000195564-0j -4.86721e-05-0j 0.000239735-0j 4.46367e-05-0j 4.23461e-05-0j 0.000155145-0j 3.94247e-05-0j -0.0001443-0j -9.87954e-05-0j -8.84398e-05-0j -0.000194883-0j -3.75591e-05-0j -0.000245378-0j 1.50331e-05-0j 0.000184998-0j 0.000291801-0j 9.05011e-05-0j -3.31736e-05-0j -7.86975e-05-0j 2.29978e-05-0j -0.000167175-0j -0.000386369-0j 0.000199331-0j 0.000217639-0j -6.95085e-05-0j 0.000131691-0j 0.000349145-0j -0.000385967-0j 0.000430396-0j -0.0012234-0j 0.00380566-0j 0.000939726-0j -0.00462863-0j -0.000852974-0j -0.0029647-0j -0.000797884-0j -0.000753377-0j -0.00055279-0j 0.0027189-0j 0.00166638-0j 0.00257937-0j 0.00367198-0j 0.0046234-0j 0.00069339-0j 0.000474732-0j -0.0034153-0j -0.000465432-0j -0.0023383-0j -0.00538703-0j 0.000612428-0j -0.00228779-0j 0.00308627-0j 0.000915691-0j 0.00140672-0j -0.000581364-0j 0.000972056-0j 0.00690637-0j 0.00214199-0j -0.00389032-0j -0.0047936-0j 0.00269698-0j -0.00235398-0j 0.000573061-0j 0.00121418-0j 0.00471779-0j -0.00273739-0j -0.00815137-0j -0.00676405-0j 0.00491629-0j 0.00821765-0j -0.00539471-0j 
0.000195588-0j -0.00102312-0j 0.000158444-0j 0.00289143-0j 0.000139735-0j 0.000132564-0j -0.000844031-0j -0.00435599-0j -0.000754924-0j -0.000516861-0j 9.47084e-05-0j 0.00244422-0j 0.000122268-0j 0.00171336-0j 4.7061e-05-0j 0.00223125-0j -0.000522218-0j -0.000492351-0j -0.00381149-0j 5.0433e-05-0j -0.00254099-0j 0.00394345-0j 0.00159409-0j -0.000152313-0j 0.00158029-0j -0.00157216-0j -0.00198331-0j 0.00281734-0j -0.00609404-0j 0.00520421-0j -0.00125877-0j 0.00654385-0j -0.00100546-0j -0.0183485-0j -0.000877636-0j 0.00530113-0j -0.000820953-0j 0.0273588-0j -0.000568773-0j 0.00467515-0j -0.000586517-0j 0.00443524-0j -0.0151367-0j -0.0106106-0j -0.000741892-0j -0.000507939-0j -0.0135387-0j -0.000478889-0j -0.00926932-0j 0.00316869-0j 0.0231272-0j 0.00409076-0j -0.0239279-0j 0.00157453-0j -0.000296298-0j 0.0211121-0j -0.000342135-0j -0.00936538-0j -0.00882976-0j -0.00928431-0j 0.00168735-0j -0.00618954-0j 0.0116521-0j -6.69408e-05-0j 0.0150832-0j -0.00273157-0j -0.0220694-0j -0.00382958-0j 0.0337554-0j 0.00832466-0j 0.0138197-0j -0.0628074-0j 
-1.6299e-05-0j 8.526e-05-0j -1.32037e-05-0j -0.000240953-0j -1.16446e-05-0j -1.1047e-05-0j 7.03359e-05-0j 0.000362999-0j 6.29104e-05-0j 4.30718e-05-0j -7.89237e-06-0j -0.000203685-0j -1.0189e-05-0j -0.00014278-0j -3.92175e-06-0j -0.000185938-0j 4.35181e-05-0j 4.10293e-05-0j 0.000317624-0j -4.20275e-06-0j 0.00021175-0j -0.000328621-0j -0.00013284-0j 1.26928e-05-0j -0.000131691-0j 0.000131013-0j 0.000165276-0j -0.000234778-0j 0.000507837-0j -0.000433684-0j 0.000319154-0j -0.00165915-0j 0.000254928-0j 0.00465215-0j 0.000222519-0j -0.00134407-0j 0.000208148-0j -0.00693665-0j 0.000144209-0j -0.00118536-0j 0.000148708-0j -0.00112453-0j 0.00383783-0j 0.00269026-0j 0.000188102-0j 0.000128785-0j 0.00343266-0j 0.000121419-0j 0.00235018-0j -0.000803401-0j -0.00586376-0j -0.00103719-0j 0.00606677-0j -0.000399213-0j 7.51245e-05-0j -0.00535285-0j 8.67462e-05-0j 0.00237453-0j 0.00223873-0j 0.00235398-0j -0.000427818-0j 0.00156932-0j -0.00295432-0j 1.69724e-05-0j -0.00382426-0j 0.000692572-0j 0.00559557-0j 0.000970967-0j -0.00855847-0j -0.00211067-0j -0.0035039-0j 0.0159287-0j 
0.0092237-0j 0.0098846-0j -0.0439907-0j -0.0444466-0j 0.00658973-0j 0.00625157-0j 0.00815437-0j 0.00475672-0j 0.00729349-0j 0.00499351-0j 0.00446634-0j 0.00638181-0j 0.00576601-0j 0.00263236-0j 0.00221934-0j 0.00582577-0j 0.00504526-0j 0.00475672-0j 0.00416213-0j 0.00237836-0j 0.00277475-0j 0.00132982-0j 0.00416213-0j 0.00147153-0j 0.00242791-0j 0.00171679-0j 0.00063338-0j 0.000950069-0j 0.000296236-0j 4.98843e-05-0j 0.00126221-0j 0.00134428-0j 0.00100821-0j 0.00101866-0j -0.0051811-0j -0.00641128-0j 0.000823199-0j -0.00373992-0j 0.000570329-0j 0.000960399-0j 0.000588122-0j 0.000911114-0j 0.000840349-0j 0.000346626-0j 0.000743922-0j 0.000509328-0j 0.000751631-0j 0.000480199-0j 0.000514606-0j 0.000650931-0j 0.000536991-0j 0.000840349-0j 0.000171571-0j 0.00032345-0j 0.000297108-0j 0.000490203-0j 0.000343071-0j 0.000519939-0j 0.000490203-0j 0.000303298-0j 0.000346626-0j 0.000202199-0j 7.91227e-05-0j 6.71239e-05-0j 0.000350218-0j 0.000151649-0j 0.000158245-0j 0.000125104-0j 3.48898e-05-0j 5.6528e-05-0j 1.52643e-05-0j 2.29905e-06-0j 
-0.00153728-0j -0.00164743-0j 0.00733179-0j 0.00740777-0j -0.00109829-0j -0.00104193-0j -0.00135906-0j -0.000792786-0j -0.00121558-0j -0.000832252-0j -0.000744389-0j -0.00106363-0j -0.000961002-0j -0.000438727-0j -0.00036989-0j -0.000970961-0j -0.000840877-0j -0.000792786-0j -0.000693688-0j -0.000396393-0j -0.000462459-0j -0.000221637-0j -0.000693688-0j -0.000245256-0j -0.000404651-0j -0.000286132-0j -0.000105563-0j -0.000158345-0j -4.93727e-05-0j -8.31406e-06-0j 0.00989369-0j 0.0105369-0j 0.0079027-0j 0.0079846-0j -0.0406113-0j -0.050254-0j 0.00645253-0j -0.0293148-0j 0.00447044-0j 0.00752795-0j 0.00460991-0j 0.00714164-0j 0.00658696-0j 0.00271698-0j 0.00583113-0j 0.0039923-0j 0.00589155-0j 0.00376398-0j 0.00403367-0j 0.00510224-0j 0.00420913-0j 0.00658696-0j 0.00134484-0j 0.00253532-0j 0.00232884-0j 0.00384239-0j 0.00268911-0j 0.00407547-0j 0.00384239-0j 0.00237736-0j 0.00271698-0j 0.00158491-0j 0.000620193-0j 0.000526141-0j 0.00274514-0j 0.00118868-0j 0.00124039-0j 0.00098061-0j 0.000273479-0j 0.000443087-0j 0.000119647-0j 1.80208e-05-0j 
-0.00094139-0j -0.00100884-0j 0.00448978-0j 0.00453631-0j -0.000672562-0j -0.000638048-0j -0.000832252-0j -0.000485481-0j -0.000744389-0j -0.000509648-0j -0.000455843-0j -0.000651341-0j -0.000588491-0j -0.000268664-0j -0.00022651-0j -0.00059459-0j -0.00051493-0j -0.000485481-0j -0.000424795-0j -0.00024274-0j -0.000283197-0j -0.000135724-0j -0.000424795-0j -0.000150188-0j -0.000247797-0j -0.000175219-0j -6.4644e-05-0j -9.69661e-05-0j -3.02345e-05-0j -5.0913e-06-0j -0.000128824-0j -0.0001372-0j -0.0001029-0j -0.000103966-0j 0.000528794-0j 0.000654349-0j -8.40174e-05-0j 0.000381704-0j -5.82089e-05-0j -9.80203e-05-0j -6.00249e-05-0j -9.29902e-05-0j -8.57677e-05-0j -3.53774e-05-0j -7.59262e-05-0j -5.19831e-05-0j -7.6713e-05-0j -4.90101e-05-0j -5.25218e-05-0j -6.64354e-05-0j -5.48064e-05-0j -8.57677e-05-0j -1.75109e-05-0j -3.3012e-05-0j -3.03235e-05-0j -5.00312e-05-0j -3.50145e-05-0j -5.30661e-05-0j -5.00312e-05-0j -3.09552e-05-0j -3.53774e-05-0j -2.06368e-05-0j -8.07543e-06-0j -6.8508e-06-0j -3.5744e-05-0j -1.54776e-05-0j -1.61509e-05-0j -1.27684e-05-0j -3.56093e-06-0j -5.76937e-06-0j -1.55791e-06-0j -2.34646e-07-0j 
0.00019216-0j 0.000205929-0j -0.000916473-0j -0.000925971-0j 0.000137286-0j 0.000130241-0j 0.000169883-0j 9.90983e-05-0j 0.000151948-0j 0.000104032-0j 9.30486e-05-0j 0.000132954-0j 0.000120125-0j 5.48409e-05-0j 4.62362e-05-0j 0.00012137-0j 0.00010511-0j 9.90983e-05-0j 8.6711e-05-0j 4.95492e-05-0j 5.78073e-05-0j 2.77046e-05-0j 8.6711e-05-0j 3.0657e-05-0j 5.05814e-05-0j 3.57665e-05-0j 1.31954e-05-0j 1.97931e-05-0j 6.17159e-06-0j 1.03926e-06-0j -0.00249972-0j -0.00266224-0j -0.00199668-0j -0.00201737-0j 0.0102608-0j 0.0126971-0j -0.00163028-0j 0.00740662-0j -0.00112949-0j -0.001902-0j -0.00116473-0j -0.00180439-0j -0.00166425-0j -0.000686467-0j -0.00147328-0j -0.00100869-0j -0.00148855-0j -0.000950998-0j -0.00101914-0j -0.00128912-0j -0.00106347-0j -0.00166425-0j -0.000339784-0j -0.000640569-0j -0.0005884-0j -0.000970811-0j -0.000679426-0j -0.0010297-0j -0.000970811-0j -0.000600658-0j -0.000686467-0j -0.000400439-0j -0.000156697-0j -0.000132934-0j -0.000693581-0j -0.000300329-0j -0.000313393-0j -0.000247759-0j -6.90967e-05-0j -0.000111949-0j -3.02298e-05-0j -4.55309e-06-0j 
-0.010066-0j -0.000213506-0j -0.00815437-0j 0.00791274-0j 0.0352365-0j -0.00682244-0j 0.000863009-0j -0.0493598-0j -0.000157538-0j -0.000107859-0j -0.00487419-0j 0.00668888-0j -0.00629255-0j 0.00839079-0j -0.002422-0j 0.00610609-0j -0.000108977-0j -0.000102744-0j 0.0088147-0j -0.00259554-0j 0.00587647-0j 0.0056614-0j 0.0043624-0j -3.17849e-05-0j 0.00773908-0j 0.00363588-0j 0.003374-0j 0.0040447-0j 0.00189493-0j 0.00042582-0j -0.00137748-0j -2.90362e-05-0j -0.00110027-0j 0.00106767-0j -0.000960399-0j -2.3522e-05-0j 0.00440179-0j 0.00134534-0j -0.000622409-0j 0.000101643-0j 0.00314479-0j -1.96799e-05-0j -0.00431562-0j -0.00541368-0j -0.000811854-0j -0.000555839-0j 0.000787797-0j -0.00052405-0j 0.000539368-0j -1.406e-05-0j 0.00113726-0j -1.81514e-05-0j 0.000730425-0j -6.98648e-06-0j -0.000324239-0j 0.00103817-0j -0.000374399-0j 0.000544957-0j 0.000513791-0j 0.000966778-0j -7.48708e-06-0j 0.000644518-0j 0.000421486-0j -7.32534e-05-0j 0.000741704-0j 0.000158946-0j 0.000673693-0j 0.000398775-0j 0.00022318-0j 0.000301124-0j 0.00011397-0j 2.20843e-05-0j 
-1.13232e-05-0j -1.21345e-05-0j 5.40037e-05-0j 5.45633e-05-0j -8.08966e-06-0j -7.67452e-06-0j -1.00104e-05-0j -5.83942e-06-0j -8.95361e-06-0j -6.13012e-06-0j -5.48294e-06-0j -7.83441e-06-0j -7.07845e-06-0j -3.23153e-06-0j -2.7245e-06-0j -7.1518e-06-0j -6.19364e-06-0j -5.83942e-06-0j -5.1095e-06-0j -2.91971e-06-0j -3.40633e-06-0j -1.63251e-06-0j -5.1095e-06-0j -1.80648e-06-0j -2.98054e-06-0j -2.10756e-06-0j -7.77547e-07-0j -1.16632e-06-0j -3.63664e-07-0j -6.12388e-08-0j 0.000296144-0j 0.000315398-0j 0.000236549-0j 0.000239-0j -0.0012156-0j -0.00150423-0j 0.000193141-0j -0.000877469-0j 0.000133812-0j 0.000225331-0j 0.000137987-0j 0.000213768-0j 0.000197165-0j 8.13264e-05-0j 0.000174541-0j 0.0001195-0j 0.00017635-0j 0.000112666-0j 0.000120738-0j 0.000152723-0j 0.00012599-0j 0.000197165-0j 4.02545e-05-0j 7.58888e-05-0j 6.97083e-05-0j 0.000115013-0j 8.04923e-05-0j 0.00012199-0j 0.000115013-0j 7.11606e-05-0j 8.13264e-05-0j 4.74404e-05-0j 1.8564e-05-0j 1.57488e-05-0j 8.21692e-05-0j 3.55803e-05-0j 3.7128e-05-0j 2.93523e-05-0j 8.18595e-06-0j 1.32628e-05-0j 3.58135e-06-0j 5.39409e-07-0j 
0.00167766-0j 3.55843e-05-0j 0.00135906-0j -0.00131879-0j -0.00587275-0j 0.00113707-0j -0.000143835-0j 0.00822663-0j 2.62564e-05-0j 1.79765e-05-0j 0.000812364-0j -0.00111481-0j 0.00104876-0j -0.00139846-0j 0.000403667-0j -0.00101768-0j 1.81628e-05-0j 1.71241e-05-0j -0.00146912-0j 0.000432591-0j -0.000979411-0j -0.000943567-0j -0.000727066-0j 5.29749e-06-0j -0.00128985-0j -0.00060598-0j -0.000562334-0j -0.000674117-0j -0.000315822-0j -7.09699e-05-0j -0.0107971-0j -0.000227596-0j -0.00862435-0j 0.00836879-0j -0.00752795-0j -0.000184374-0j 0.0345028-0j 0.0105453-0j -0.00487867-0j 0.000796713-0j 0.02465-0j -0.000154258-0j -0.0338274-0j -0.0424344-0j -0.00636361-0j -0.00435686-0j 0.00617504-0j -0.00410769-0j 0.00422776-0j -0.000110208-0j 0.00891424-0j -0.000142277-0j 0.00572533-0j -5.47626e-05-0j -0.0025415-0j 0.00813755-0j -0.00293468-0j 0.00427157-0j 0.00402728-0j 0.00757795-0j -5.86864e-05-0j 0.00505197-0j 0.00330376-0j -0.000574187-0j 0.00581375-0j 0.00124588-0j 0.00528065-0j 0.00312575-0j 0.00174936-0j 0.00236032-0j 0.000893336-0j 0.000173105-0j 
-0.00779707-0j -0.00835575-0j 0.0060741-0j -0.00638181-0j -0.0055705-0j 0.0206808-0j 0.00662877-0j -0.004021-0j 0.0241275-0j -0.00422117-0j -0.0431918-0j -0.0203019-0j 0.00468725-0j 0.00870809-0j -0.00187608-0j -0.0049247-0j 0.0124676-0j 0.00386678-0j 0.00338343-0j 0.00982117-0j -0.00234558-0j -0.00112414-0j 0.0102852-0j 0.0085167-0j 0.00197367-0j 0.0070893-0j -0.000535415-0j 0.00234776-0j 0.000240813-0j -4.21688e-05-0j -0.00106699-0j -0.00113636-0j 0.000819582-0j -0.000861101-0j -0.000743922-0j 0.00088525-0j -0.000695875-0j -0.000536991-0j 0.00425552-0j -0.000811854-0j 0.00145334-0j 0.00301405-0j 0.000683128-0j -0.000293014-0j -0.00236658-0j 0.000414038-0j 0.00248646-0j -0.000405927-0j -0.000435012-0j -0.00629485-0j -0.00170828-0j 0.000683128-0j 0.000567573-0j -0.000273422-0j 0.00122688-0j -0.000414384-0j 0.00084778-0j 0.00128485-0j 0.000398491-0j 0.000246554-0j 0.00143135-0j -0.000170925-0j -6.68848e-05-0j 0.000499796-0j 0.000865442-0j 0.000877688-0j 0.000128639-0j 0.000516603-0j -2.94934e-05-0j 0.000139689-0j 1.24085e-05-0j -1.94346e-06-0j 
0.00102735-0j 2.17908e-05-0j 0.000832252-0j -0.000807591-0j -0.00359631-0j 0.000696312-0j -8.80805e-05-0j 0.00503776-0j 1.60787e-05-0j 1.10083e-05-0j 0.00049747-0j -0.000682681-0j 0.00064223-0j -0.000856381-0j 0.000247195-0j -0.0006232-0j 1.11224e-05-0j 1.04863e-05-0j -0.000899646-0j 0.000264907-0j -0.000599764-0j -0.000577814-0j -0.000445235-0j 3.24404e-06-0j -0.000789867-0j -0.000371085-0j -0.000344358-0j -0.00041281-0j -0.000193401-0j -4.346e-05-0j 0.000140588-0j 2.9635e-06-0j 0.000112296-0j -0.000108969-0j 9.80203e-05-0j 2.40071e-06-0j -0.000449256-0j -0.000137308-0j 6.35244e-05-0j -1.03739e-05-0j -0.000320964-0j 2.00858e-06-0j 0.000440461-0j 0.000552531-0j 8.28595e-05-0j 5.673e-05-0j -8.04042e-05-0j 5.34856e-05-0j -5.5049e-05-0j 1.435e-06-0j -0.000116071-0j 1.85257e-06-0j -7.45486e-05-0j 7.13055e-07-0j 3.30925e-05-0j -0.000105958-0j 3.82119e-05-0j -5.56195e-05-0j -5.24385e-05-0j -9.86713e-05-0j 7.64147e-07-0j -6.57809e-05-0j -4.30177e-05-0j 7.47639e-06-0j -7.56999e-05-0j -1.62223e-05-0j -6.87585e-05-0j -4.06998e-05-0j -2.27782e-05-0j -3.07333e-05-0j -1.1632e-05-0j -2.25397e-06-0j 
0.00787787-0j -0.00810815-0j 0.00638181-0j -0.00644289-0j 0.00562823-0j -0.0208951-0j -0.00668888-0j 0.00358976-0j 0.0234126-0j -0.00409609-0j -0.0149282-0j 0.0213137-0j 0.0049247-0j -0.0412468-0j 0.00189552-0j -0.00497183-0j -0.00413853-0j -0.00390185-0j 0.00314104-0j 0.00203133-0j 0.00209402-0j 0.0118282-0j -0.00355205-0j -0.00120707-0j 0.00972133-0j 0.00129561-0j 0.00977073-0j 0.00845044-0j 0.00699098-0j 0.00223827-0j 0.00107804-0j -0.00110269-0j 0.000861101-0j -0.000869343-0j 0.000751631-0j -0.000893278-0j 0.000703086-0j 0.0004794-0j -0.00429962-0j -0.000787797-0j 0.000502309-0j 0.00292474-0j -0.000717172-0j 0.00138789-0j -0.00248646-0j 0.000435012-0j 0.00251026-0j 0.000410134-0j -0.000439176-0j 0.00208953-0j -0.0015859-0j -0.000689322-0j -0.00597199-0j -0.00026532-0j 0.000253757-0j 0.000369942-0j 0.000293014-0j -0.000443727-0j -0.00041835-0j 0.0012144-0j -0.000284331-0j 0.000809602-0j 0.00122057-0j 5.73299e-05-0j 0.000264299-0j -0.00012942-0j 0.00140752-0j 0.000500916-0j 0.000823378-0j 0.00087202-0j 0.000510036-0j 0.000133266-0j 
-0.000209708-0j -4.44804e-06-0j -0.000169883-0j 0.000164849-0j 0.000734093-0j -0.000142134-0j 1.79794e-05-0j -0.00102833-0j -3.28205e-06-0j -2.24707e-06-0j -0.000101546-0j 0.000139352-0j -0.000131095-0j 0.000174808-0j -5.04584e-05-0j 0.00012721-0j -2.27035e-06-0j -2.14051e-06-0j 0.00018364-0j -5.40738e-05-0j 0.000122426-0j 0.000117946-0j 9.08833e-05-0j -6.62186e-07-0j 0.000161231-0j 7.57474e-05-0j 7.02917e-05-0j 8.42646e-05-0j 3.94778e-05-0j 8.87124e-06-0j 0.00272798-0j 5.7504e-05-0j 0.00217901-0j -0.00211444-0j 0.001902-0j 4.65836e-05-0j -0.00871741-0j -0.00266435-0j 0.00123263-0j -0.000201296-0j -0.00622802-0j 3.89746e-05-0j 0.00854676-0j 0.0107214-0j 0.00160782-0j 0.0011008-0j -0.00156017-0j 0.00103784-0j -0.00106818-0j 2.78448e-05-0j -0.00225225-0j 3.59475e-05-0j -0.00144655-0j 1.38362e-05-0j 0.000642131-0j -0.00205602-0j 0.000741469-0j -0.00107925-0j -0.00101752-0j -0.00191463-0j 1.48276e-05-0j -0.00127642-0j -0.00083472-0j 0.000145073-0j -0.00146889-0j -0.00031478-0j -0.0013342-0j -0.000789744-0j -0.000441991-0j -0.000596353-0j -0.000225708-0j -4.37363e-05-0j 
-0.00711772-0j -0.00762772-0j -0.00576601-0j -0.00582577-0j 0.00988715-0j 0.0141263-0j -0.00629255-0j -0.00367065-0j 0.0109431-0j 0.0264205-0j -0.00344657-0j -0.0049247-0j -0.0253329-0j -0.00203133-0j 0.0134148-0j -0.0255954-0j 0.0114005-0j 0.0179445-0j 0.00940494-0j 0.00356846-0j 0.0104676-0j 0.00300492-0j 0.00624481-0j -0.00113555-0j 0.0036428-0j -0.00132481-0j 0.000950315-0j -0.000733147-0j -0.000228599-0j -3.84946e-05-0j -0.000974022-0j -0.00103735-0j -0.000778012-0j -0.000786074-0j 0.0013204-0j -0.000840349-0j 0.00186014-0j -0.000490203-0j -0.00044011-0j 0.00144097-0j -0.00045384-0j 0.0020588-0j -0.000648478-0j -0.000267484-0j 0.00111617-0j 0.00269484-0j 0.00112774-0j -0.00530457-0j 0.00272277-0j -0.000502309-0j -0.000414384-0j -0.00369205-0j -0.000132398-0j 0.0019551-0j 0.00067136-0j -0.0021537-0j 0.00129422-0j 0.00117488-0j 0.00184927-0j 0.000685346-0j 0.000520074-0j 0.000762785-0j 0.000178789-0j -5.1798e-05-0j 0.000525463-0j -0.000117024-0j 0.00023743-0j -9.65399e-05-0j 5.23483e-05-0j -4.36214e-05-0j -1.17791e-05-0j -1.77412e-06-0j 
1.23572e-05-0j 2.62103e-07-0j 1.00104e-05-0j -9.71381e-06-0j -4.32569e-05-0j 8.37534e-06-0j -1.05944e-06-0j 6.05949e-05-0j 1.93397e-07-0j 1.3241e-07-0j 5.98363e-06-0j -8.21138e-06-0j 7.72483e-06-0j -1.03007e-05-0j 2.97329e-06-0j -7.49593e-06-0j 1.33782e-07-0j 1.26131e-07-0j -1.08211e-05-0j 3.18633e-06-0j -7.21404e-06-0j -6.95003e-06-0j -5.35535e-06-0j 3.90197e-08-0j -9.50062e-06-0j -4.46346e-06-0j -4.14198e-06-0j -4.96534e-06-0j -2.32625e-06-0j -5.22743e-07-0j -0.000323187-0j -6.81256e-06-0j -0.00025815-0j 0.0002505-0j -0.000225331-0j -5.5188e-06-0j 0.00103276-0j 0.000315648-0j -0.000146031-0j 2.38477e-05-0j 0.00073784-0j -4.61736e-06-0j -0.00101254-0j -0.00127017-0j -0.000190479-0j -0.000130412-0j 0.000184835-0j -0.000122954-0j 0.000126548-0j -3.2988e-06-0j 0.000266827-0j -4.25874e-06-0j 0.000171374-0j -1.63919e-06-0j -7.60739e-05-0j 0.000243578-0j -8.78426e-05-0j 0.000127859-0j 0.000120547-0j 0.000226828-0j -1.75664e-06-0j 0.000151219-0j 9.88901e-05-0j -1.71869e-05-0j 0.000174021-0j 3.72923e-05-0j 0.000158064-0j 9.35618e-05-0j 5.23631e-05-0j 7.06505e-05-0j 2.67399e-05-0j 5.18149e-06-0j 
0.00129951-0j 0.00139262-0j -0.00101235-0j 0.00106363-0j 0.000928416-0j -0.00344679-0j -0.00110479-0j 0.000670166-0j -0.00402126-0j 0.000703528-0j 0.00719863-0j 0.00338365-0j -0.000781208-0j -0.00145135-0j 0.000312679-0j 0.000820783-0j -0.00207793-0j -0.000644464-0j -0.000563906-0j -0.00163686-0j 0.00039093-0j 0.000187356-0j -0.00171421-0j -0.00141945-0j -0.000328945-0j -0.00118155-0j 8.92358e-05-0j -0.000391294-0j -4.01355e-05-0j 7.02813e-06-0j -0.00836344-0j -0.00890719-0j 0.00642418-0j -0.00674962-0j -0.00583113-0j 0.00693891-0j -0.00545452-0j -0.00420913-0j 0.0333563-0j -0.00636361-0j 0.0113918-0j 0.0236252-0j 0.0053546-0j -0.00229675-0j -0.0185501-0j 0.00324538-0j 0.0194898-0j -0.0031818-0j -0.00340978-0j -0.0493413-0j -0.0133902-0j 0.0053546-0j 0.00444884-0j -0.00214318-0j 0.00961669-0j -0.00324809-0j 0.0066452-0j 0.0100711-0j 0.00312352-0j 0.00193258-0j 0.0112195-0j -0.00133977-0j -0.000524268-0j 0.00391758-0j 0.00678364-0j 0.00687964-0j 0.00100832-0j 0.00404932-0j -0.00023118-0j 0.00109493-0j 9.72623e-05-0j -1.52335e-05-0j 
0.00880773-0j 0.000186818-0j -0.00686143-0j -0.00692365-0j 0.00629255-0j -0.0174804-0j -0.000148206-0j -0.0088147-0j 0.000137846-0j -0.00064709-0j -0.0124676-0j 0.0056283-0j 0.0155044-0j -0.00734194-0j 0.00211925-0j 0.015645-0j 0.000816244-0j -8.64534e-05-0j -0.0217188-0j -0.0110942-0j -0.00514191-0j 0.0145056-0j 0.0111585-0j -0.000190416-0j 0.00651198-0j 0.0155409-0j -0.00295225-0j 0.0103459-0j 0.00159448-0j -0.000372592-0j 0.00120529-0j 2.54067e-05-0j -0.000925817-0j -0.000934212-0j 0.000840349-0j -1.97924e-05-0j -0.0023018-0j -0.00117717-0j 0.000544608-0j 1.81514e-05-0j -0.00164172-0j -5.04239e-05-0j 0.000741128-0j -0.000966778-0j -0.000683128-0j 0.0032068-0j -0.000689322-0j -0.00134272-0j 0.00323588-0j -3.59639e-05-0j 0.000956936-0j 4.47238e-05-0j -0.000639122-0j 6.11317e-06-0j 0.00405824-0j 0.00266-0j -0.000957669-0j -0.00408176-0j 0.000432325-0j -0.00238207-0j -3.20022e-05-0j -0.000563954-0j 0.00107993-0j -0.000564579-0j 0.00189719-0j 0.000952207-0j 0.000566873-0j 0.0017045-0j -0.000195282-0j 0.000770239-0j 9.58988e-05-0j -1.93238e-05-0j 
