-0.07246-0j -0.0732109-0j -0.0085127-0j -0.0105339-0j -0.00614479-0j 0.496821-0j -0.000750064-0j 0.579624-0j 0.354946-0j -0.000875074-0j 0.507171-0j -0.000535871-0j -0.00076569-0j 0.209197-0j -0.000315831-0j -0.00378315-0j 0.0639381-0j -5.57311e-05-0j -0.00427352-0j -0.00348932-0j 0.0722258-0j -0.00352548-0j -6.29549e-05-0j -0.00305315-0j 0.0589721-0j 0.0595832-0j -5.14025e-05-0j -0.00251872-0j 0.0516006-0j -5.19352e-05-0j -0.000804744-0j -4.49772e-05-0j 0.0425683-0j -3.71043e-05-0j 0.0136008-0j -1.1855e-05-0j -0.00298146-0j -0.00049691-0j 0.0584884-0j -0.00329987-0j 0.00593839-0j -3.66009e-06-0j -0.00260878-0j -0.000549979-0j -0.00173919-0j -0.00263581-0j 0.0647348-0j 0.0065726-0j -0.00304358-0j -0.000434797-0j -4.05098e-06-0j -0.000289864-0j -0.00107607-0j 0.0511774-0j -0.00177542-0j -0.000439302-0j 0.0341183-0j -0.00188312-0j 0.0517077-0j 0.0051961-0j 0.00346406-0j -0.000507263-0j 0.00524994-0j -3.20258e-06-0j -0.00109848-0j 0.059707-0j -0.000179344-0j -2.13505e-06-0j -0.000295903-0j -3.23577e-06-0j -0.000286567-0j 0.0211096-0j 0.00606211-0j -0.000313853-0j 0.0348291-0j 0.00214328-0j 0.0369418-0j -3.73634e-06-0j -0.000183081-0j 0.00353623-0j 0.00375074-0j 0.0215494-0j -1.321e-06-0j -2.17953e-06-0j -4.77611e-05-0j 0.00218793-0j 0.00562169-0j -2.31174e-06-0j 0.000570776-0j -1.34852e-06-0j -3.51794e-07-0j 
0.000153724-0j 0.000155317-0j 1.80597e-05-0j 2.23477e-05-0j 1.30362e-05-0j 0.00945004-0j -4.72273e-06-0j -0.00371474-0j -0.00227481-0j 1.85647e-06-0j -0.0032504-0j 1.13685e-06-0j 1.62441e-06-0j -0.00134072-0j 6.70035e-07-0j 8.02596e-06-0j -0.000409772-0j 1.18233e-07-0j -2.6908e-05-0j 7.40259e-06-0j 0.00137381-0j 7.4793e-06-0j -3.96392e-07-0j 6.47726e-06-0j -0.000377945-0j -0.000381862-0j 1.0905e-07-0j 5.34347e-06-0j -0.000330702-0j 1.1018e-07-0j 1.70726e-06-0j 9.54191e-08-0j -0.000272815-0j 7.87167e-08-0j -8.71658e-05-0j 2.51504e-08-0j 6.32517e-06-0j 1.0542e-06-0j 0.0357748-0j 7.00068e-06-0j -3.80585e-05-0j 7.76488e-09-0j -1.6426e-05-0j 1.16678e-06-0j 3.68968e-06-0j -1.65962e-05-0j 0.0395954-0j -4.2123e-05-0j 6.45695e-06-0j -2.73767e-06-0j 8.59415e-09-0j 6.14947e-07-0j 2.28288e-06-0j -0.0929045-0j 3.76655e-06-0j -2.76604e-06-0j 0.0208686-0j 3.99503e-06-0j -0.0938673-0j 9.88351e-05-0j -2.22008e-05-0j 1.07616e-06-0j 9.98593e-05-0j -2.01648e-08-0j 2.33044e-06-0j 0.0365201-0j 3.80479e-07-0j 4.52951e-09-0j 6.27759e-07-0j -2.03738e-08-0j 6.07951e-07-0j 0.0129118-0j -3.88513e-05-0j 6.65839e-07-0j 0.0213034-0j -1.3736e-05-0j 0.0225956-0j 7.92665e-09-0j 3.88406e-07-0j -2.26633e-05-0j -2.4038e-05-0j 0.0131808-0j 2.80249e-09-0j 4.62388e-09-0j 1.01325e-07-0j -1.40222e-05-0j 0.00343853-0j 4.90437e-09-0j -3.65803e-06-0j 2.86088e-09-0j 7.46331e-10-0j 
-0.000439302-0j 0.000428475-0j -0.0096728-0j 0.000105451-0j -0.00691622-0j -3.15053e-05-0j -0.0202152-0j 1.2524e-06-0j -2.25085e-05-0j 0.000803593-0j 3.10472e-05-0j -0.0144424-0j 0.0199213-0j 3.88787e-05-0j 0.0249463-0j -2.29361e-05-0j 0.000386408-0j -0.00460302-0j -4.48896e-07-0j 4.16028e-05-0j 7.56264e-06-0j -4.05774e-05-0j -9.00886e-05-0j -3.20707e-07-0j -0.00070089-0j 0.000683615-0j 0.00834923-0j 2.97468e-05-0j 5.40301e-06-0j -0.00814344-0j 1.9093e-05-0j -6.43624e-05-0j -0.000501149-0j 0.00596985-0j -0.000321663-0j 0.00383176-0j 0.00349634-0j 0.000287108-0j -1.84484e-06-0j 6.70466e-05-0j -0.00167405-0j -0.00060885-0j 0.0030593-0j 5.50565e-06-0j -0.0100614-0j -0.0029839-0j -3.53771e-08-0j -3.21019e-05-0j -0.000121613-0j 0.00025122-0j -1.16754e-05-0j -0.000826213-0j 0.0012619-0j -1.61424e-06-0j 0.00797621-0j -0.000245028-0j 5.30891e-06-0j -0.0021318-0j 1.57445e-06-0j -0.00146479-0j 0.00481742-0j -9.98647e-06-0j 0.00142869-0j -0.000532744-0j -0.00377528-0j 6.4169e-08-0j 0.000103623-0j 0.00175209-0j 0.00065498-0j 0.000519613-0j -0.00164534-0j -6.65839e-07-0j 5.82283e-05-0j -0.000175056-0j -4.20864e-06-0j -0.000604196-0j 1.12484e-06-0j 2.11776e-05-0j -0.000310014-0j -0.00381901-0j 0.0010207-0j 1.99202e-06-0j -0.000219746-0j -0.00138897-0j -0.00013511-0j 0.00180761-0j 8.68163e-07-0j 0.00037123-0j 0.000787789-0j 0.000657425-0j 0.000286518-0j 
-3.6233e-05-0j -3.66085e-05-0j 0.000610638-0j 0.000755627-0j 0.000440782-0j 7.71218e-06-0j 0.0151648-0j -3.0316e-06-0j -1.85647e-06-0j -0.00596117-0j -2.65265e-06-0j -0.00365046-0j -0.00521603-0j -1.09416e-06-0j -0.0021515-0j 0.000273098-0j 4.79728e-05-0j 0.0175159-0j -0.000915593-0j 0.000251887-0j -0.000160835-0j 0.000254497-0j -0.0587243-0j 0.000220401-0j 4.42468e-05-0j 4.47054e-05-0j 0.0161555-0j 0.000181821-0j 3.8716e-05-0j 0.0163229-0j 5.80928e-05-0j 0.0141361-0j 3.19391e-05-0j 0.0116616-0j 1.02047e-05-0j 0.00372595-0j -1.49086e-06-0j -0.00514579-0j -1.5216e-07-0j -1.65008e-06-0j -0.000423131-0j 0.00475203-0j 3.87165e-06-0j -0.00569535-0j -8.69667e-07-0j 3.91177e-06-0j -1.6841e-07-0j -0.00046832-0j -1.52192e-06-0j 0.0133633-0j 0.00525953-0j -0.00300171-0j -5.38079e-07-0j 3.95149e-07-0j -8.87785e-07-0j 0.0135017-0j -8.876e-08-0j -9.41638e-07-0j 3.99243e-07-0j 0.00109884-0j -0.000246826-0j -0.005253-0j 0.00111023-0j -0.0123407-0j -5.49289e-07-0j -1.5533e-07-0j -0.00185722-0j 0.00277202-0j -0.00306425-0j -0.0124686-0j -1.43296e-07-0j -5.49174e-08-0j -0.000431946-0j -0.00325013-0j -9.06092e-08-0j -0.000152716-0j -9.61055e-08-0j 0.00485103-0j -0.00189591-0j -0.000251969-0j -0.000267253-0j -5.60616e-08-0j 0.0017151-0j 0.00282977-0j -0.000494594-0j -0.000155898-0j -1.4625e-08-0j 0.00300142-0j -4.06697e-05-0j 0.00175083-0j 0.000456747-0j 
-0.00365686-0j 0.00125541-0j 0.000145975-0j -0.000531619-0j 0.00010537-0j 8.91106e-05-0j 1.2862e-05-0j 0.000103962-0j 5.65174e-05-0j 1.50057e-05-0j -0.000267722-0j 8.15759e-06-0j -3.86423e-05-0j 3.7522e-05-0j 5.41583e-06-0j -0.0187955-0j 1.1468e-05-0j 9.5567e-07-0j -0.0212318-0j 0.0510199-0j 1.29545e-05-0j -0.0175153-0j 1.07954e-06-0j -0.013466-0j -3.11298e-05-0j 1.06869e-05-0j -2.59415e-06-0j 0.0368281-0j 8.21627e-06-0j 8.90578e-07-0j -0.00399813-0j 6.84689e-07-0j -2.24706e-05-0j -1.87255e-06-0j 2.43946e-06-0j 2.03288e-07-0j 5.11258e-05-0j -0.00246875-0j 5.218e-06-0j 5.65858e-05-0j 1.06512e-06-0j 6.27628e-08-0j -0.000131658-0j -0.00273241-0j 2.98234e-05-0j 4.51986e-05-0j 5.77527e-06-0j 1.17887e-06-0j -0.000153601-0j 0.00635749-0j 6.94657e-08-0j -0.00144011-0j 0.000230514-0j -1.34373e-05-0j 3.04447e-05-0j -0.00218255-0j 3.04383e-06-0j 2.86667e-05-0j 4.61307e-06-0j -2.74288e-06-0j 6.2132e-07-0j 0.00741707-0j 9.41638e-07-0j -1.61626e-07-0j -5.54376e-05-0j -1.56769e-05-0j -0.011131-0j 3.66116e-08-0j -0.00147011-0j 5.54866e-08-0j 4.91401e-06-0j 2.35267e-05-0j -3.20002e-06-0j -0.00138426-0j 3.10725e-06-0j 4.80237e-06-0j 2.92579e-06-0j -1.88563e-07-0j 0.00267696-0j 6.34264e-07-0j 5.97224e-07-0j -5.65807e-06-0j 2.82982e-07-0j 3.73744e-08-0j -0.000237287-0j -1.15495e-06-0j 5.01534e-07-0j 3.51918e-08-0j 1.02375e-07-0j -6.80561e-08-0j 6.03252e-09-0j 
0.000791733-0j -0.000271804-0j 0.00301197-0j -0.0109692-0j 0.00217416-0j -1.9293e-05-0j -0.0123792-0j -2.25085e-05-0j -1.22364e-05-0j -0.0144424-0j 5.79635e-05-0j -0.0078514-0j 0.0371919-0j -8.12375e-06-0j -0.00521255-0j -1.40454e-05-0j 0.000236626-0j -0.00281876-0j -1.5866e-05-0j 3.8126e-05-0j 0.000267297-0j -1.30888e-05-0j -0.00318413-0j -1.00628e-05-0j -0.000642316-0j 0.000220509-0j 0.00765147-0j 2.75208e-05-0j 0.00016953-0j -0.00262677-0j -2.98771e-06-0j -0.0020195-0j -0.000463648-0j 0.00552313-0j 5.03345e-05-0j -0.000599601-0j 0.00214106-0j 0.000175817-0j -1.12973e-06-0j 0.00236972-0j -0.00102514-0j -0.000372843-0j -0.00551363-0j 0.000194594-0j 0.00124895-0j 0.00189285-0j -1.25038e-06-0j -0.00113462-0j -0.00643257-0j -0.000452761-0j -0.000412662-0j 0.00010256-0j 0.00965355-0j 2.90926e-06-0j 0.00127497-0j 0.000155434-0j -6.59009e-07-0j 0.00120052-0j -9.98758e-07-0j 0.00263993-0j -0.000597999-0j -0.000528222-0j -0.000906295-0j 0.000960139-0j -0.00232164-0j 3.39414e-06-0j 0.000792718-0j -0.000217492-0j 0.000104697-0j -0.000329619-0j 0.000205791-0j -5.09368e-06-0j 0.00307991-0j 9.85826e-05-0j -6.72739e-07-0j -0.00462212-0j -6.33452e-07-0j 0.00112016-0j -0.000190645-0j -0.000610458-0j -0.000574808-0j 1.22501e-06-0j -0.00168106-0j -0.000222023-0j 1.68989e-05-0j 0.0011116-0j -1.08585e-07-0j -0.000209057-0j -9.85327e-05-0j 0.000404288-0j -3.58363e-05-0j 
0.00258732-0j 0.00268911-0j -0.000312868-0j -0.0003631-0j -0.00020277-0j 0.0182597-0j -2.75672e-05-0j -0.0205648-0j -0.0383934-0j 3.10472e-05-0j 0.0180986-0j 5.79635e-05-0j -2.7324e-05-0j 0.0363396-0j -5.48628e-05-0j -0.000139043-0j 0.00234992-0j -2.04829e-06-0j 0.000151623-0j 0.000124592-0j -0.00256254-0j 0.000129494-0j 2.23361e-06-0j -0.000318806-0j -0.00210571-0j -0.00218855-0j 1.83542e-06-0j 8.07483e-05-0j 0.00538806-0j 1.90763e-06-0j -0.00031015-0j -4.69646e-06-0j -0.00136471-0j 1.18954e-06-0j 0.00524176-0j -4.56893e-06-0j 0.0211955-0j -1.8263e-05-0j 0.00214963-0j -0.0226462-0j 0.000218255-0j -1.3452e-07-0j -0.0180181-0j 1.9513e-05-0j 0.012364-0j -0.018727-0j -0.00229676-0j -0.000233193-0j 0.0202927-0j 1.55252e-05-0j 1.43727e-07-0j -1.06534e-05-0j -0.0375959-0j -0.00182738-0j 0.0113323-0j 1.6136e-05-0j 0.00125395-0j 0.0393758-0j -0.00189928-0j -0.000185536-0j 0.000127315-0j -1.74851e-05-0j -0.000192836-0j 1.14354e-07-0j -0.0358587-0j 0.00205807-0j 3.23944e-05-0j -7.84698e-08-0j -9.7644e-06-0j 1.18853e-07-0j 0.0370314-0j -0.00381296-0j 0.000208958-0j -3.39281e-05-0j 0.00114931-0j -0.000387134-0j 0.00399348-0j -1.2879e-07-0j 3.08975e-05-0j 0.000116691-0j 0.000405462-0j -0.00363677-0j 2.38607e-07-0j -7.19216e-08-0j -3.1908e-05-0j -0.000369245-0j 0.00375571-0j -2.49904e-07-0j 0.000381321-0j 2.27582e-07-0j -2.35025e-07-0j 
-3.8431e-05-0j -3.88292e-05-0j 0.000430282-0j 0.000532446-0j 0.000310594-0j -0.00157228-0j 0.00524865-0j 0.000618052-0j 0.000378478-0j -0.00206321-0j 0.000540795-0j -0.00126345-0j -0.00180531-0j 0.000223067-0j -0.000744651-0j -2.00649e-06-0j -0.00649741-0j -0.00040268-0j 6.72699e-06-0j -1.85065e-06-0j 0.0217834-0j -1.86983e-06-0j 0.00135003-0j -1.61932e-06-0j -0.00599276-0j -0.00605487-0j -0.000371405-0j -1.33587e-06-0j -0.00524367-0j -0.000375253-0j -4.26816e-07-0j -0.000324979-0j -0.00432581-0j -0.000268094-0j -0.00138212-0j -8.56573e-05-0j -1.58129e-06-0j 2.51168e-05-0j -0.00295016-0j -1.75017e-06-0j 0.028149-0j -5.32633e-05-0j 4.1065e-06-0j 2.77991e-05-0j -9.22421e-07-0j 4.14906e-06-0j -0.00326522-0j 0.0311552-0j -1.61424e-06-0j -6.52264e-05-0j -5.89517e-05-0j 1.46514e-05-0j -5.70719e-07-0j 0.00766134-0j -9.41638e-07-0j -6.59023e-05-0j -0.00172092-0j -9.98758e-07-0j 0.00774074-0j -0.0731008-0j 0.0164202-0j 2.564e-05-0j -0.0738583-0j 0.000138321-0j -5.82609e-07-0j -0.00301162-0j 9.06511e-06-0j -3.10703e-05-0j 1.49567e-05-0j 0.000139754-0j -1.51988e-07-0j -0.00106477-0j 0.0287354-0j 1.5864e-05-0j -0.00175678-0j 0.0101595-0j -0.00186334-0j -5.4373e-05-0j 9.25397e-06-0j 0.0167623-0j 0.0177791-0j -0.00108695-0j -1.92237e-05-0j -3.17176e-05-0j 2.41413e-06-0j 0.0103712-0j -0.000283558-0j -3.36416e-05-0j 0.00270557-0j -1.96242e-05-0j -5.11947e-06-0j 
-0.000507263-0j 0.00049476-0j -0.00552599-0j 6.02436e-05-0j -0.00395118-0j 0.00347804-0j 0.000500421-0j -0.000138259-0j 0.00248483-0j -1.98927e-05-0j -0.00342747-0j 0.000357518-0j -0.000493144-0j -0.00429202-0j -0.000617537-0j 0.00382337-0j -0.021105-0j 5.59683e-05-0j 7.48295e-05-0j -0.00693505-0j -0.000413059-0j 0.00676412-0j 1.09539e-06-0j 5.34608e-05-0j 0.0382815-0j -0.037338-0j -0.000101519-0j -0.00495869-0j -0.000295104-0j 9.90164e-05-0j -0.00318274-0j 7.82585e-07-0j 0.027372-0j -7.25877e-05-0j 0.0175687-0j -4.65905e-05-0j -2.0872e-05-0j -0.0236789-0j 0.000409454-0j -4.00246e-07-0j -0.00396192-0j 4.90944e-06-0j -1.8263e-05-0j -0.000454072-0j 6.00635e-05-0j 1.78129e-05-0j 7.85177e-06-0j -7.59747e-05-0j 7.25989e-07-0j -0.020719-0j 9.41443e-08-0j 0.0681409-0j -7.5331e-06-0j 0.000358272-0j -4.76153e-05-0j 0.0202084-0j -0.00117829-0j 1.27261e-05-0j -0.000349441-0j -0.00346668-0j 0.0114012-0j 0.000823622-0j 0.00338124-0j 4.29576e-06-0j 2.25372e-05-0j -1.4242e-05-0j -0.00854617-0j -1.41279e-05-0j -0.0540187-0j -4.18987e-06-0j 9.82214e-06-0j 0.00014778-0j 0.000137807-0j 0.0144376-0j 0.000934087-0j -0.00142993-0j -0.000249653-0j -1.70765e-07-0j 0.025568-0j -0.00903834-0j 0.00241567-0j -0.00044212-0j 1.77191e-06-0j 1.11999e-05-0j 0.011143-0j 0.00427801-0j -0.000192684-0j -2.99339e-06-0j 0.00186444-0j -5.30111e-06-0j -2.31033e-06-0j 
0.00172488-0j 0.00179274-0j -0.000208579-0j -0.000242066-0j -0.00013518-0j -0.000127327-0j -1.83781e-05-0j 0.000143401-0j 0.000267722-0j 2.06982e-05-0j -0.000126204-0j 3.86423e-05-0j -1.8216e-05-0j -0.000253401-0j -3.65752e-05-0j 0.0268563-0j -1.63863e-05-0j -1.36553e-06-0j -0.0292861-0j -0.0240652-0j 1.78689e-05-0j -0.025012-0j 1.48908e-06-0j 0.0615778-0j 1.46834e-05-0j 1.52611e-05-0j 1.22361e-06-0j -0.0155967-0j -3.75717e-05-0j 1.27176e-06-0j 0.0599058-0j -3.13097e-06-0j 9.51628e-06-0j 7.93024e-07-0j -3.65515e-05-0j -3.04596e-06-0j -7.3052e-05-0j 0.00352753-0j -7.45584e-06-0j 7.8052e-05-0j -1.52192e-06-0j -8.96798e-08-0j 6.21008e-05-0j -0.00376897-0j -4.26137e-05-0j 6.45441e-05-0j 7.96615e-06-0j 1.62608e-06-0j -6.99404e-05-0j -0.00299872-0j 9.58179e-08-0j 0.00205772-0j 0.000129578-0j 6.33814e-06-0j -3.90576e-05-0j -0.0031167-0j -4.34924e-06-0j -0.000135712-0j 6.58751e-06-0j 1.29377e-06-0j -8.87785e-07-0j 0.00337727-0j 1.34467e-06-0j 7.6236e-08-0j 0.00012359-0j -7.13827e-06-0j -0.00625703-0j -5.23132e-08-0j 0.00188601-0j 7.92354e-08-0j -0.000127632-0j 1.3225e-05-0j -1.45709e-06-0j 0.00655325-0j -3.9863e-06-0j 2.69953e-06-0j -1.38511e-05-0j -8.586e-08-0j -0.0059679-0j -8.137e-07-0j -2.82734e-06-0j 1.26139e-05-0j 1.59072e-07-0j -4.79477e-08-0j 0.00616308-0j 2.57479e-06-0j -1.30264e-05-0j -1.66603e-07-0j -2.659e-06-0j 1.51721e-07-0j -1.56683e-07-0j 
0.00109848-0j 0.00524567-0j 0.000129052-0j -0.000468012-0j 0.000111527-0j -0.00753175-0j 1.13709e-05-0j 0.0257521-0j -0.00538094-0j -3.88787e-05-0j -0.0363396-0j 8.12375e-06-0j 5.48628e-05-0j 0.044123-0j -6.66137e-05-0j 5.73521e-05-0j -0.000969294-0j 8.44877e-07-0j -0.000189868-0j 5.28977e-05-0j 0.00320892-0j 0.000252606-0j -2.79703e-06-0j -0.000135649-0j -0.00089401-0j -0.00426923-0j 7.79256e-07-0j 4.57144e-05-0j 0.00229256-0j 3.72123e-06-0j -0.000227145-0j -1.99829e-06-0j -0.000772608-0j 6.73437e-07-0j 0.00383892-0j -3.34616e-06-0j -0.00874268-0j 7.5331e-06-0j -0.000886678-0j 0.0283585-0j -9.00254e-05-0j 5.54866e-08-0j -0.00764984-0j -2.4435e-05-0j -0.0050999-0j -0.0365308-0j 0.00287611-0j 0.000292014-0j 0.0261559-0j 6.59147e-06-0j -1.79981e-07-0j 4.39431e-06-0j -0.0031554-0j -0.000775843-0j -0.00623294-0j 3.14767e-05-0j -0.000517229-0j -0.0260989-0j -0.00370494-0j -7.87722e-05-0j -5.25148e-05-0j -2.25372e-05-0j -0.000376166-0j 4.85507e-08-0j 0.0448149-0j 0.00265272-0j 2.71884e-06-0j 3.23672e-08-0j 5.3706e-06-0j 2.31848e-07-0j -0.0264226-0j -0.000320019-0j 0.000269334-0j 2.2488e-05-0j -0.000632142-0j -3.24919e-05-0j -0.00264694-0j -1.66002e-07-0j -3.86146e-05-0j -6.41821e-05-0j -0.000268746-0j 0.0045451-0j 2.00262e-08-0j 3.95582e-08-0j 2.27669e-05-0j 0.000461469-0j -0.00267976-0j 1.6564e-07-0j -0.000272079-0j -2.84424e-07-0j 1.67694e-07-0j 
-0.000373447-0j -0.00038814-0j -0.00430371-0j -0.00499468-0j -0.00278923-0j 2.75672e-05-0j 0.0176883-0j -3.10472e-05-0j -5.79635e-05-0j -0.0199213-0j 2.7324e-05-0j -0.0371919-0j 0.0175322-0j 5.48628e-05-0j 0.0352024-0j 2.00691e-05-0j -0.000338107-0j 0.00402764-0j -2.18849e-05-0j -1.79834e-05-0j 0.000368698-0j -1.86909e-05-0j -0.00439205-0j 4.60157e-05-0j 0.000302969-0j 0.000314889-0j -0.00360907-0j -1.1655e-05-0j -0.000775235-0j -0.00375106-0j 4.47662e-05-0j 0.00923485-0j 0.000196354-0j -0.00233903-0j -0.000754185-0j 0.00898409-0j -0.0030593-0j -0.00025122-0j 1.61424e-06-0j 0.00326869-0j 0.00146479-0j 0.000532744-0j 0.00260068-0j 0.000268415-0j -0.00178459-0j 0.002703-0j -1.72472e-06-0j -0.00156505-0j -0.00292899-0j 0.00021356-0j -0.000569208-0j -0.000146545-0j 0.0054265-0j -1.37225e-06-0j -0.00163567-0j 0.000221962-0j 9.41638e-07-0j -0.00568341-0j -1.42624e-06-0j -0.00124521-0j 0.000854463-0j -0.000240519-0j -0.0012942-0j -0.000452881-0j 0.00517575-0j 1.54548e-06-0j 0.000445607-0j 0.000310767-0j -0.000134316-0j -0.000470699-0j -0.00534502-0j -2.86329e-06-0j 0.0014024-0j -0.000466703-0j 8.63059e-07-0j -0.00259821-0j 2.99885e-06-0j 0.000510052-0j 0.000425016-0j 0.000783159-0j 0.00272122-0j -2.73098e-06-0j -0.000944967-0j 0.000284834-0j -0.000438916-0j -0.00247815-0j 2.8203e-06-0j 0.000989705-0j 0.0025592-0j -0.000901301-0j 0.000930778-0j 
3.20258e-06-0j 3.23577e-06-0j -7.20899e-05-0j -8.92066e-05-0j -5.20372e-05-0j 6.51708e-05-0j -0.00269964-0j -2.56182e-05-0j -1.56879e-05-0j 0.00106121-0j -2.24159e-05-0j 0.000649854-0j 0.000928556-0j -9.24609e-06-0j 0.00038301-0j 1.67207e-07-0j 0.00054146-0j -0.00639557-0j -5.60583e-07-0j 1.54221e-07-0j -0.00181531-0j 1.55819e-07-0j 0.0214419-0j 1.34943e-07-0j 0.000499405-0j 0.000504581-0j -0.00589884-0j 1.11322e-07-0j 0.00043698-0j -0.00595997-0j 3.5568e-08-0j -0.00516148-0j 0.00036049-0j -0.004258-0j 0.000115178-0j -0.00136045-0j 1.31774e-07-0j -4.20809e-06-0j -2.58507e-06-0j 1.45848e-07-0j -0.00720152-0j 0.0191634-0j -3.42209e-07-0j -4.6575e-06-0j 7.68684e-08-0j -3.45755e-07-0j -2.86115e-06-0j -0.00797062-0j 1.3452e-07-0j 1.09281e-05-0j 0.02121-0j -2.45472e-06-0j 4.75599e-08-0j 6.71323e-06-0j 7.84698e-08-0j 1.10413e-05-0j -1.50796e-06-0j 8.32298e-08-0j 6.7828e-06-0j 0.0187018-0j -0.00420089-0j -4.29576e-06-0j 0.0188956-0j -0.0497659-0j 4.85507e-08-0j -2.63892e-06-0j -1.51878e-06-0j 0.0111786-0j -2.50586e-06-0j -0.0502817-0j 1.26657e-08-0j -9.33e-07-0j -0.00735155-0j -2.65786e-06-0j -1.53937e-06-0j -0.00259917-0j -1.63275e-06-0j 0.0195626-0j -1.55042e-06-0j -0.00428841-0j -0.00454854-0j -9.52438e-07-0j 0.00691643-0j 0.0114115-0j -4.04465e-07-0j -0.00265332-0j -2.48467e-07-0j 0.0121038-0j -0.000692183-0j 0.00706052-0j 0.00184191-0j 
-0.000179344-0j 0.000174924-0j 4.14356e-05-0j -4.51726e-07-0j 2.96272e-05-0j 0.00371474-0j -1.85647e-06-0j -0.000147668-0j 0.00265394-0j 7.37982e-08-0j -0.00366073-0j -1.32633e-06-0j 1.82948e-06-0j -0.00458412-0j 2.29095e-06-0j -9.36361e-06-0j 0.000478067-0j -1.37939e-07-0j -1.83261e-07-0j 1.69843e-05-0j 9.35655e-06-0j -1.65657e-05-0j -2.69969e-09-0j -1.30928e-07-0j -0.000867146-0j 0.000845773-0j 2.50202e-07-0j 1.21441e-05-0j 6.68464e-06-0j -2.44035e-07-0j 7.79469e-06-0j -1.92875e-09-0j -0.000620025-0j 1.78899e-07-0j -0.000397964-0j 1.14827e-07-0j -7.37937e-06-0j -1.22989e-06-0j -0.0417372-0j -1.41508e-07-0j 4.44015e-05-0j -9.05903e-09-0j -6.45695e-06-0j -2.35847e-08-0j 2.12356e-05-0j 6.2978e-06-0j -0.000800361-0j 8.51453e-07-0j 2.56676e-07-0j -1.07616e-06-0j -1.73718e-10-0j 3.53927e-06-0j -2.66335e-06-0j -0.0365201-0j -1.68346e-05-0j 1.04963e-06-0j 0.120107-0j 4.49936e-06-0j 0.0356199-0j 3.88513e-05-0j -0.000127775-0j 4.27793e-08-0j -3.78937e-05-0j -7.92665e-09-0j 7.9681e-06-0j 0.00145174-0j -4.43892e-07-0j 2.60692e-08-0j -2.80576e-06-0j 7.73128e-09-0j 3.47265e-06-0j -0.0150638-0j -1.54442e-06-0j 7.49894e-07-0j -0.0952152-0j 1.60254e-05-0j 0.0254481-0j 3.151e-10-0j 1.32802e-06-0j 0.000101293-0j -2.70726e-05-0j 0.0450671-0j -3.26958e-09-0j -2.06664e-08-0j 5.78775e-07-0j -4.79439e-05-0j 0.0196411-0j 5.52349e-09-0j -2.08949e-05-0j 9.78177e-09-0j 4.26308e-09-0j 
0.000914215-0j -0.000313853-0j 0.00172072-0j -0.0062666-0j 0.00124208-0j 0.00212986-0j 0.000306444-0j 0.00248483-0j 0.00135084-0j 0.000357518-0j -0.00639889-0j 0.000194359-0j -0.000920673-0j 0.000896823-0j 0.000129035-0j 0.00234133-0j -0.0129241-0j 3.42735e-05-0j 0.00264481-0j -0.00635548-0j -0.0145994-0j 0.00218186-0j 3.8716e-05-0j 0.00167744-0j 0.0350823-0j -0.0120439-0j -9.30346e-05-0j -0.00458763-0j -0.00925949-0j 3.19391e-05-0j 0.000498042-0j 2.45552e-05-0j 0.0253237-0j -6.71559e-05-0j -0.00274919-0j 7.29058e-06-0j -1.27814e-05-0j -0.0145003-0j 0.000250738-0j -1.41465e-05-0j -0.00242617-0j 3.0064e-06-0j 3.29145e-05-0j -0.0160489-0j -7.45584e-06-0j -1.12997e-05-0j 0.000277516-0j -0.00268528-0j 3.84003e-05-0j 0.0373409-0j 3.32748e-06-0j -0.00845852-0j -5.76285e-05-0j -0.000645696-0j -7.61117e-06-0j -0.0128193-0j 0.000146264-0j -7.16669e-06-0j 0.00022167-0j 0.00624784-0j -0.00141527-0j 0.0435644-0j -0.0021449-0j -7.74203e-06-0j 1.38594e-05-0j -0.000753313-0j -0.0653785-0j 1.75374e-06-0j -0.00863474-0j 2.65786e-06-0j -1.2285e-06-0j 0.00113052-0j 0.00728914-0j -0.00813048-0j 0.000149311-0j -0.010939-0j 0.000140592-0j -9.03237e-06-0j 0.0157232-0j -0.00144475-0j -0.00136038-0j -0.000271885-0j 1.35552e-05-0j 1.79027e-06-0j -0.00139371-0j 0.00263079-0j 2.41e-05-0j 1.68572e-06-0j -0.000233195-0j -3.25996e-06-0j 2.88964e-07-0j 
