-0.0165114+0.069593j 0.0120201-0.00702755j -0.0425725+0.013223j -0.0548923+0.0217983j 0.0237466-0.00327384j 0.0289267+0.0225264j -0.0278492+0.00515018j -0.0429627-0.0188004j 0.0173417+0.0198696j -0.00123858+0.00384195j 0.00180817-0.0405296j -0.00496798-0.0094267j 0.0328231-0.00755191j 0.0123209-0.0056675j 0.0172912+0.0533876j 0.00977331-0.00961053j 0.0154402+0.00770035j 0.00589281+0.0147983j -0.00416408+0.000795178j -0.00426295+0.0144754j 0.00922702-0.0049706j -0.00327519+0.0169073j -0.00629634-0.0028034j -0.0104271-0.0275205j 0.00039077-0.0190244j -0.000418955+0.0161534j -0.00823482+0.0251665j -0.0100743+0.000708407j -0.00838277+0.0153844j -0.0194996-0.0139216j -0.00379265-0.0212047j 0.00907374+0.0123689j -0.00425165+0.000793339j 0.00821661+0.00129198j 0.00679855+0.00368144j -0.000646225+0.00249448j 0.00515621-0.0057092j 0.00495366+0.00339344j 0.00857654+0.0163596j 0.000749066+0.00162819j -0.0031353+0.0105454j 0.0154751+0.00780968j -0.0128375-0.00717522j 8.11739e-05-0.0045377j 0.0110339+0.000814688j -0.0072247+0.0035389j -0.00250285-0.00503725j -0.00464061+0.00502272j -0.00149881+0.00407627j -0.00888826-0.0287846j 0.00931909+0.00536872j -0.000532479+0.0154457j -0.00344729+0.00819123j 0.00711765+0.00930937j 0.00450911+0.00827037j 0.00767633+0.00359602j -0.00433429-0.00768359j 0.000995149-0.00106416j -0.00353207-0.00398128j 0.00177448-0.00399999j 0.00176517+0.0245007j 0.0116991-0.0119329j 0.0178094-0.0128953j -0.00550144+0.0146478j 0.00646272-0.0204559j 0.00821692-0.0216627j 0.0237915+0.00889255j -0.00256138-0.00637851j 0.0154953-0.00659729j -0.0232785-0.00776148j -0.0106669+0.0281629j -0.0603889+0.0320303j -0.00331321-0.0151024j -0.012399-0.00934131j 0.0136723+0.0192666j 0.00665177+0.0540783j -0.0227671+0.0136433j 0.0435628-0.0410256j 0.0060048+0.0826413j -0.0774379-0.0523074j 0.070063+0.0396353j -0.0300255-0.0637362j 0.0477508-0.0714566j -0.0916514-0.0384175j -0.0786309-0.0028177j -0.00660117-0.059025j 0.0816671+0.0545741j 0.0368143+0.0784572j -0.00250818-0.0627743j -0.113751-0.100112j -0.135079+0.199729j 0.146966-0.0699297j 
-0.000913107+0.00679493j -0.0347799-0.0336819j 0.0381324-0.0419383j -0.0562105-0.0233765j -0.0334205+0.0110787j 0.0097918+0.0342946j 0.051423-0.0323408j 0.0591096+0.0674294j -0.00348412+0.0123657j 0.169835+0.0676954j -0.0310985-0.00150905j 0.0756721-0.0184344j -0.100351+0.000364064j 0.0237537-0.0279457j -0.0179509+0.0331994j -0.106802+0.0278546j -0.00679686+0.0749407j -0.00071389-0.0671838j -0.039136-0.00530544j -0.0363347-0.0956879j -0.11674-0.00599082j -0.00557287+0.110557j -0.00717157-0.0358538j -0.059364+0.0593668j -0.015141-0.028609j 0.0523706+0.051402j 0.057468-0.0453037j -0.0431762-0.0146869j -0.0758371-0.0513449j 0.0382597+0.0804719j -0.0257658+0.0396809j 0.00147174-0.0117552j 0.0317539+0.0400821j 0.0364485-0.0137657j 0.0637859-0.00839799j 0.00900887+0.0275815j -0.0392078-0.015581j 0.0664517-0.0314439j 0.017767+0.0106054j -0.00379313-0.02135j -0.00437146+0.0165605j 0.0176092-0.0129057j 0.0493899-0.0398418j -0.0798201-0.0372386j 0.0363104-0.0146605j -0.0172901-0.0258295j 0.0102756+0.00637011j 0.0115124+0.0413973j -0.0182131+0.0452368j -0.0141182+0.0517807j -0.0759356+0.0152363j -0.0165417-0.0103667j 0.0157803-0.011843j 0.0614427+0.0105409j -0.0145563+0.0486207j -0.020117-0.0227807j -0.00766048-0.0237082j -0.0336529-0.019043j -0.0298884+0.00110177j -0.0124241-0.00937996j 0.0191542+0.0233516j -0.0255978+0.0108052j -0.0281017+0.00992486j 0.0153386+0.012341j 0.00631332+0.0205597j -0.0284309+0.0367694j 0.0267842-0.0120989j 0.0229698+0.00639861j -0.031893+0.00135648j -0.016098-0.00630138j 0.0517729+0.0241452j 0.0474314-0.00699416j -0.0192039-0.0448251j -0.0104833-0.0685197j 0.037838+0.0206577j -0.0475705-0.00568108j -0.00335775-0.0012549j -0.0277233+0.0330487j 0.0361094-0.0265256j -0.0215353-0.0205117j 0.0582772+0.0119636j -0.0350977+0.0659804j -0.0143855+0.0121275j 0.0274231-0.0413216j 0.0205217-0.00548588j 0.0150287+0.00735246j 0.0127268-0.0232599j 0.000551404+0.0620161j 0.00158107+0.0109549j 0.00816311+0.0444571j 0.0254785-0.0148029j -0.0237799+0.0240286j 
-0.0362781-0.0665871j 0.0508081+0.0245902j 0.0146931-0.0355438j 0.00812088-0.0356212j -0.000637895+0.00441221j 0.0527956+0.0503066j 0.0122495-0.021446j -0.0283278+0.0597777j -0.0422002-0.103408j 0.011348+0.0235815j -0.0287746-0.0166026j 0.0563943+0.0194176j -0.0310008-0.0401238j -0.0298113+0.0140865j 0.0301848+0.0342396j -0.0128403-0.00162084j 0.0297333+0.0559179j 0.0481406-0.0317885j -0.0106376-0.038796j 0.0160779-0.0636994j -0.0378455-0.00984945j 0.0225427+0.0402127j -0.00922988-0.0125731j -0.0250145-0.0325348j -0.0201224-0.0605727j 0.0496834-0.0295385j -0.0146366-0.0179877j 0.0431051-0.0172152j -0.0207688-0.0211332j 0.0415913-0.00404435j -0.0159453+0.0185443j 0.0169954+0.0298049j -0.0415663-0.00576525j 0.0439498-0.00713685j -0.00301856-0.066166j -0.0375545-0.0172448j 0.0113055-0.012944j 0.0148765-0.00741721j -0.032691+0.0400477j 0.0111882+0.0188455j -0.0001389+0.0143502j -0.0389682+0.0244552j 0.0385645+0.0500747j -0.0158172+0.00371556j -0.00143028-0.0151317j -0.0320074-0.0276967j 0.0136293+0.0122732j 0.0123611+0.042935j -0.0333197-0.0238314j -0.00276095-0.0320976j 0.0159241-0.0156219j -0.0225289-0.00134745j 0.0364211-0.000478228j -0.0131312-0.00904912j -0.0230953-0.00297141j 0.00538817+0.0157936j -0.00539428+0.00145829j -0.0018919-0.00186158j -0.00762911+0.0165145j -0.012474-0.0125039j -0.040912+0.0174782j 0.00615164+0.0178565j -0.0102005+0.0200243j -0.0108249+0.0215905j -0.0296799-0.0239034j -0.00322985-0.0210445j 0.0130024+0.0171998j -0.0264699-0.0118111j 0.0390489+0.0143832j -0.0294471-0.00766216j 0.0273979+0.0185989j 0.0152787-0.00964172j 0.00437334-0.0189349j -0.00588807-0.0334762j -0.0357479+0.00320789j -0.019813+0.0117731j 0.0237752+0.00235443j 0.00320939-0.00253269j 0.0151208+0.0100029j 0.00644386-0.0252553j -0.00336538+0.0252633j -0.00201167+0.0138842j -0.0048872-0.0284037j -0.00503261+0.017919j 0.0175722-0.0122321j -0.0230345+0.00663655j -0.0123403+0.0373805j -0.0160297+0.0195292j 0.0221898+0.0156774j 0.00393268+0.0126158j 0.00339457-0.0147728j 0.024012+0.000530261j 
0.0367401+0.0161591j 0.0294066+0.0449841j 0.0170337+0.0583387j 0.0879778+0.0125055j 0.0113793-0.0322962j -0.0654013-0.0237218j 0.00161742+0.0519696j 0.00151422-0.0153196j -0.109395-0.0267848j -0.0538347-0.0171525j 0.0851729+0.0319989j -0.0384664+0.0564711j 0.0351661-0.00168591j -0.0159554-0.00239392j -0.0949277-0.103587j 0.0324688-0.0718093j -0.0456997-0.051268j -0.0794888+0.0285993j -0.0747745-0.0133195j 0.0266624+0.0201118j 0.0595849+0.0307219j -0.0282593+0.0254593j 0.0382348+0.0219979j -0.0247599-0.0593992j -0.0483879+0.0285134j -0.0310383-0.02833j -0.00851516+0.0448341j 0.0202973-0.0381332j 0.112641+0.039516j 0.0109201+0.0160268j 0.00248802-0.0506642j 0.00668311-0.0324209j 0.0507252-0.0583023j -0.0263662+0.0192447j -0.0152624+0.00138706j -0.0177423-0.0476847j 0.000353416+0.00305302j -0.0334161+0.00638529j 0.00819784-0.0161935j -0.0273954-0.0131761j 0.0458094+0.00336028j -0.0137426+0.0460769j 0.00504009+0.051921j 0.00578118+0.0121021j 0.00379367+0.0244128j 0.0122298+0.0138117j -0.0507876+0.0436282j 0.00340768-0.00705358j 0.0473435-0.0133528j -0.000272197+0.00276209j -0.0251717-0.0213161j 0.0503681+0.0363629j -0.00182881+0.0102852j -0.0152564-0.00859551j -0.0283539-0.00736376j -0.00353226+0.0290442j 0.0294015+0.0077818j 0.0166613+0.0319939j 0.00340123+0.00165737j 0.00513559+0.0312218j 0.00708803-0.0701098j 0.0183901-0.00160266j 0.00520665+0.00236154j 0.0403124+0.0150104j -0.0128119-0.00630679j -0.00996263+0.00804526j -0.00362113-0.0122205j 0.00999896-0.0304681j -0.0344792+0.0204617j 0.0165865+0.00681944j 0.0196678-0.0194247j -0.019646+0.00501297j 0.00867957+0.0129137j -0.0329985+0.0171691j -0.00935403+0.000993533j 0.002947+0.0113576j 0.0387353-0.0224528j 0.0178301+0.00327716j -0.0308201+0.0091192j 0.00713974+0.00735406j -0.0269458-0.0481428j -0.00603482+0.0110374j 0.00366403-0.0169756j -0.00560608+0.0210137j 0.013037+0.0511324j 0.00502616-0.00657442j -0.0201335+0.00983401j -0.013621-0.023052j 0.0343654+0.00656992j -0.00276167+0.0076592j 0.0023558+0.0308273j -0.0252713+0.00281222j 
-0.0563205-0.0145805j -0.0446736-0.0590757j 0.00988478-0.00327183j -0.0439698-0.0676886j 0.0215967-0.00577739j 0.0611873+0.0402325j -0.0321008-0.0169632j -0.00765722-0.00347804j 0.042175+0.0336668j 0.0383801-0.0663924j -0.0530963-0.00464402j 0.0669826-0.0599228j -0.0579678+0.00766552j -0.0180802-0.0318357j 0.0730271+0.0578839j -0.0251072-0.0381557j -0.00617824-0.000182848j 0.0601457-0.0181657j 0.00119375-0.0229269j -0.0125601-0.0106042j 0.0154546-0.00395495j 0.0407767-0.0120764j -0.061502+0.0500259j -0.00388078+0.0594849j -0.0349465+0.0630394j 0.0557064-0.0594911j 0.0214777-0.000409664j 0.013998-0.0209513j -0.0163433-0.0100888j -0.000960104+0.0016352j 0.00756785-0.018789j -0.00435295+0.0373476j 0.0106409-0.0218846j 0.020568+0.00968222j 0.0161145+0.0338449j -0.00445143+0.00533366j -0.0212723+0.0431053j -0.0446454+0.0148041j -0.0053709-0.00294688j -0.0201084-0.0290564j 0.00969744-0.0192068j -0.0101844+0.0162161j 0.00731201-0.0257839j 0.0196077+0.0228573j 0.046364+0.0284961j -0.00904378+0.0593566j -0.0044565-0.0102302j 0.0293589-0.00585398j -0.0471764-0.00758087j 0.0157195+0.00937988j -0.0257641-0.0208784j 0.00111755+0.0146304j 0.021267+0.017469j -0.00696337+0.0310423j 0.0338847+0.00559304j -0.00431546-0.034443j 0.0114619-0.00871282j 0.00597176+0.00141649j -0.00279114+0.00678785j -0.0484079-0.0498283j -0.0263436+0.00459554j -0.00358796+0.00234891j -0.00733189+0.0154622j 0.00828966+0.00827456j 0.00520824-0.000995458j -0.0378092-0.0397413j -0.0366132+0.00665422j -0.0178363-0.0535994j 0.0141867-0.0105267j -0.0164615+0.00566412j 0.0160746-0.00246563j -0.00198624+0.0161676j 0.0253646+0.00590956j 0.0187883+0.0358665j -0.0226547+0.00706539j -0.00248214+0.0199524j 0.0262785+0.0254451j -0.00158833+0.00491065j -0.0121352+0.00103426j -0.0178377-0.00262425j -0.0122057+0.0191647j -0.00103353+0.0268827j -0.00678709+0.0160875j -0.00529588+0.0139612j 0.0141083+0.00900522j -0.0588161-0.0063975j 0.0157311+0.0691341j 0.0235177-0.00847906j 0.00542663-0.0109624j -0.00879389-0.00929341j 0.0307163-0.0291187j 0.00110201+0.00403954j 
0.0602912+0.00557653j 0.086362+0.0856571j 0.0310677-0.0383519j 0.0261059+0.0185028j -0.0475035-0.0630521j -0.0260077-0.00589539j 0.0404824+0.060268j 0.0282596-0.0881337j -0.0881053+0.0744347j -0.0940746+0.0330527j -0.0295053+0.0243316j -0.0404234-0.000702294j 0.0037696+0.0196206j -0.015764+0.0235213j -0.0325081-0.0332226j 0.0173968-0.100628j 0.0430376-0.0705564j -0.0597198+0.0154831j 0.00135367-0.0235527j 0.0248703-0.0404526j -0.0167044+0.00754684j -0.0378446-0.0446671j 0.0135904+0.0265715j 0.0635525-0.0453489j -0.0367822+0.0366807j -0.0640651+0.0101379j -0.0134669+0.00915661j -0.00255911-0.0695893j -0.0292707+0.00104521j 0.020484+0.0178969j 0.0660038+0.00946915j -0.0284127+0.0299319j 0.0221935+0.0285514j -0.0332667-0.00565719j -0.00225834+0.0442097j 0.011232-0.0475203j 0.00454836+0.00676584j -0.0301124-0.0487886j 0.0519828-0.0527628j -0.00855027-0.00682774j -0.0423636-0.0224039j 0.043698+0.0154066j 0.036668-0.0798478j 0.035651+0.0165506j 0.0487442-0.00209522j 0.0052615+0.0148801j 0.0105599+0.0235472j 0.0154654-0.00645255j -0.0268781+0.0188594j 0.0150673+0.0106254j -0.0146289+0.0339468j 0.00580665-0.00261563j 0.0119295+0.00498178j 0.00595677+0.0513057j 0.0407737+0.00173134j 0.0398233-0.00328265j -0.00470927-0.00555188j 0.0154458+0.00139458j 0.0081241-0.0100253j -0.0194934-0.000469565j 0.0147422+0.015036j 0.0203654+0.0177993j -0.012711-0.0173212j 0.0554804-0.0216981j 0.00436014+0.00684886j 0.0188556+0.0109269j 0.0250593-0.014007j -0.0104511+0.0176649j -0.00373061+0.00464422j -0.0251417-0.0137504j -0.0391304+0.00118822j -0.0114446+0.00489506j 0.00430178-0.0191736j 0.00894385+0.0506495j -0.0240375+0.0127507j -0.00578968+0.00983698j -0.0254183+0.006109j 0.00388404+0.0178304j -0.0122876+0.00845485j 0.0199955+0.0232506j 0.0357284+0.0010172j 0.000496796+0.0250275j -0.00977066+0.0361043j -0.0108432+0.0204349j 0.0387026+0.0368124j 0.0313355-0.0475599j -0.00847594-0.0231718j -0.0346641+0.0185128j -0.0108313-0.026888j 0.0498971+0.0205015j -0.0273907+0.0043154j 6.28309e-05-0.0165592j 
-0.0981298-0.123504j 0.0822697+0.00298734j -0.0545479-0.0321616j 0.0318447+0.00102631j -0.060478-0.0485202j -0.0571317-0.0264389j 0.0180434+0.0281513j 0.0117098-0.114416j -0.00786814+0.0410813j -0.152612-0.091775j -0.12605+0.0401997j -0.0458626-0.017751j -0.0438129-0.0838218j -0.0426247-0.0489772j 0.0181255-0.0153795j -0.0233124-0.00152254j 0.0210089+0.0352176j -0.0279436-0.00320667j 0.00980054-0.0965976j 0.0237298-0.005856j -0.0428001+0.0351863j -0.00287777-0.0537403j -0.0347346+0.0944299j 0.0166737-0.0208876j -0.0122082-0.0478105j 0.0353599-0.02508j 0.0252922-0.00448707j -0.0227444+0.0171363j 0.0218268+0.00178519j 0.00973695+0.0353226j 0.0172162+0.00314898j -0.0157983+0.0309174j -0.0147198+0.0140786j -0.00710447+0.0125995j 0.0586806+0.0042499j 0.0134948+0.00164628j -0.0134287+0.027103j -0.0245805+0.00882641j 0.0168975-0.0132488j -0.00577029-0.0298485j -0.0057514+0.0282546j 0.0296633+0.0233451j -0.0156714-0.0161937j -0.0157555+0.00364447j 0.0610992-0.0140246j -0.0163088-0.00115982j -0.0458316-0.0166854j 0.0236198+0.00254132j -0.00283249+0.0227034j 0.00200286+0.00665907j -0.0378217+0.0371429j -0.0413802-0.0114291j 0.00935601+0.0265751j 0.0110688-0.0177349j -0.0113303-0.00493986j 0.0108413-0.0421366j -0.00111786+0.0234627j -0.0423095+0.0209693j -0.0504394-0.0220692j -0.00810052-0.0578473j 0.0542834-0.0227954j 0.00763968-0.000132902j -0.0303461+0.0304423j 0.0159803+0.00641054j 0.0442771-0.0186244j -0.00634101+0.0176859j -0.0295898+0.00598119j 0.0247296-0.00434304j 0.0176136+0.0162882j -0.0364781-0.00656901j 0.0231875-0.00243622j 0.00142199+0.00960005j -0.0327771+0.0191619j 0.010703+0.0282207j 0.0303137-0.028481j -0.0237951+0.0173142j 0.0228668+0.020517j 0.0210498-0.0159605j 0.0674997-0.0131349j 0.00628063-0.0450749j 0.00397969+0.0115388j -0.0269363+0.0332239j -0.0552008-0.0296372j 0.0145174-0.0874583j -0.0434388-0.00786205j -0.00231123+0.0302329j -0.0183966-0.0538411j 0.0174814+0.00126729j 0.00692427-0.0016801j 0.0177262+0.0364596j 0.010684-0.0495171j 0.0175187-0.00819891j 
0.162275+0.161192j -0.110628+0.00326999j 0.0424706+0.0387708j -0.0283663+0.0753413j 0.0217713+0.0135126j -0.0171161+0.0800385j -0.0117012+0.0186587j 0.0461627-0.0424859j 0.0293724+0.128567j 0.0891962-0.0241373j 0.104115+0.00504787j 0.0383102-0.0756727j 0.0450367+0.155429j 0.042828-0.0326928j -0.0686847+0.00431655j -0.0283483-0.104523j -0.105499-0.0247703j -0.011413-0.0207664j -0.0133973+0.0084794j -0.0181692-0.047617j -0.0696373+0.0334824j -0.0837489+0.0211158j -0.0222973-0.0180967j 0.0100539+0.0182739j -0.0260786+0.0355991j -0.0171914-0.000644367j 0.0125258-0.0858703j -0.012526-0.0162545j 0.00950197+0.0414491j 0.00413311-0.0229374j 0.00823757-0.000494421j -0.0307861+0.0496773j -0.000334063+0.024541j -0.0377589+0.0434093j 0.0144274-0.00663412j -0.003567+0.00413935j -0.00587176+0.0433671j -0.00647496+0.000603421j 0.0176862-0.0199692j 0.0151596-0.00278275j 0.00730717+0.0320909j -0.0383986+0.000232473j 0.0162703-0.0445114j 0.0197919+0.000954233j -0.0167122-0.00382702j 0.0182551+0.00214639j -0.0245442-0.0349451j -0.0164279+0.00142976j 0.0285966+0.0254418j 0.0288828+0.0127975j -0.0172139+0.00596637j 0.0229545-0.00444304j -0.0206141+0.0203255j 0.00999689+0.0084062j 0.00191062+0.0145284j -0.00883433+0.0175351j -0.00932481-0.00907536j 0.00217912+0.00430808j 0.0290575+0.00164765j 0.00844179-0.0199528j 0.0133537-0.00124392j -0.00657597-0.00414194j -0.011537+0.0279091j -0.0137855-0.00997297j 0.0116964+0.0227878j 0.0262136+0.0136294j 0.0136203-0.000343402j 0.0325057-0.0139018j -0.0635429+0.0177861j 0.0352951-0.0074835j -0.0283939-0.0337379j -0.0115144-0.0143673j -0.00287658+0.0190129j -0.0057865+0.00689962j 0.00226005-0.0242188j 0.00390154-0.0230146j 0.019315-0.00415983j -0.0429246+0.0465127j -0.0308-0.0116169j 0.00820226-0.0124738j -0.0298103-0.0316462j 0.00317717-0.0315889j 0.0227009-0.00939789j 0.0400328-0.0117823j 0.0339255+0.0316317j 0.0461586-0.00835049j -0.0108044+0.00429724j -0.00698985-0.0207035j -0.0313405-0.0238333j -0.00231833+0.00243034j -0.00856204+0.0309995j -0.0434935-0.000594364j 
0.115526+0.0114517j 0.122001+0.117114j 0.0521411-0.0647512j 0.030521+0.0145573j 0.00676605+0.0621556j -0.03193+0.032025j 0.0159284-0.0881066j 0.041489+0.00163759j -0.115272-0.0308073j 0.0792677+0.0686583j -0.0367011+0.0413973j 0.0759113-0.0628929j -0.00755671+0.0105377j 0.0634049+0.147892j -0.0269391-0.0247047j 0.0694324+0.00314314j 0.00591122-0.0723587j -0.015654+0.0141595j -0.0543284+0.0100999j 0.0334793+0.00723195j -0.0615779-0.0325821j -0.0132724-0.0500637j -0.0422578+0.0275281j 0.0167238-0.0275333j -0.010918-4.0212e-05j 0.0523981-0.0436562j -0.00784536-0.00573726j 0.0123175+0.045816j 0.00479851+0.0380336j 0.0302525+0.00154289j -0.0150518+0.0522847j -0.0186883+0.0343006j 0.00645144-0.0119031j 0.00218286+0.00485163j -0.0304531+0.00419626j 0.0120386-0.0290849j 0.00580663-0.0183919j -0.0310679+0.00195303j 0.0155375+0.0166901j -0.0103338-0.0101596j -0.0279214-0.0184781j -0.00175289-0.00830761j 0.01806+0.0140916j -0.00165311+0.027305j 0.0420189-0.0314844j 0.0103303+0.02766j 0.0241507+0.0503743j 0.0027803+0.00576588j -0.037273-0.0475715j 0.00205186+0.00857274j -0.0104163+0.0202681j -0.016222+0.0433748j -0.0106881-0.00266498j -0.0448521+0.0393156j 0.00508483-0.00686697j -0.0278792+0.0384904j 0.0145226-0.00105379j -0.0152847+0.0184522j 0.00356456+0.0124637j -0.0461809+0.00456877j -0.00220144+0.0011916j -0.0267192+0.0166586j -0.0416374+0.00128885j -0.0492387-0.031318j 0.000865127+0.00758086j -0.0271038-0.00771498j 0.0182727-0.0450538j -0.0244389+0.011235j 0.019142-0.00415502j -0.00338289+0.0214602j 0.0138666+0.00545188j 0.0239314+0.0428303j 0.0214618-0.0109737j 0.00432776-0.0206496j -0.0129657+0.0283395j 0.0662345+0.0243095j -0.0250305-0.0240348j -0.02896+0.0295476j -0.000870739+0.00951637j 0.0277377+0.036808j -0.0110058-0.00162056j -0.0359831+0.0227746j 0.0146505-0.0263046j -0.0047423+0.00847168j 0.0644237-0.00419321j -0.0473758-0.00747364j -0.0459257+0.0428403j -0.0181056-0.0241816j -0.0128341+0.00686806j 0.0281602+0.000760105j -0.0112386-0.00105133j -0.00708992-0.0145821j 
0.0261351-0.0535594j 0.101449+0.0761127j 0.0199072-0.0748325j -0.0108728+0.00497587j 0.00985464+0.0659775j 0.0374576-0.0610788j -0.0487334-0.0379804j 0.00940137-0.0393119j -0.0223413+0.0183655j -0.0460222+0.0597625j -0.0691647+0.0385702j 0.063572+0.000502051j 0.0214308+0.0515361j -0.0130767+0.141922j 0.0909946-0.0196447j 0.00703158+0.073741j 0.0351618+0.00146416j -0.0214757+0.0351212j 0.00683854+0.0394681j -0.0596391-0.00410923j -0.019339+0.0215111j 0.0399946-0.0703011j -0.0140479+0.0187416j 0.011729-0.0517041j 0.00961118-0.00514581j 0.0325414+0.00348514j -0.00711104+0.0200319j 0.00862128-0.0582708j -0.0091962-0.0245287j -0.0126918+0.0121472j 0.0429387+0.0185841j 0.0157302-0.0134232j 0.0140559+0.0159236j -0.0386859-0.0335197j 0.0375049-0.0183303j 0.0280691+0.025437j -0.0071185-0.016723j 0.0100559+0.0401452j -0.00115761-0.0134195j 0.0154491-0.00643418j -0.0375886+0.0084339j 0.00899712-0.039039j 0.0199517-0.00675075j 0.0133492-0.0097698j -0.00211098-0.0472493j 0.00627353+0.0018201j 0.0235464-0.0104547j 0.0218395+0.0166938j 0.00436916+0.0182617j 0.0277882+0.0268582j 0.0167864-0.0060304j 0.00766901-0.00677918j 0.000986296-0.00341412j -0.0136559+0.0281546j -0.0126576-0.00867254j 0.0303728+0.0282233j -0.000172462+0.00131849j -0.00633201+0.00127743j 0.00838224-0.0227295j 0.012245-0.00699543j -0.0296549-0.00377416j -0.0190367+0.0128028j -0.00751888-0.00794429j -0.0345316+0.0239294j 0.0282298-0.000948518j 0.0348933-0.0111342j -0.00359352-0.021955j -0.00753259-0.012465j 0.00541348+0.0197738j -0.0274288+0.0111435j -0.013056-0.00177067j -0.00541755-0.00652672j 0.00886598-0.0119989j 0.047202+0.058689j -0.0328531-0.00911375j 0.0230387-0.0273062j -0.0119944+0.0325121j -0.00678054+0.0243278j 0.055-0.0277543j 0.0179699+0.00341309j -0.0109385+0.0174532j -0.014913-0.0118587j 0.00059592+0.00821247j -0.0154107+0.019995j 0.0129249-0.0330927j -0.0271428-0.0122437j -0.0179522-0.0019827j -0.014107-0.00272539j -0.0214609-0.00845895j 0.0372183-0.0146957j -0.00659947-0.0346221j 0.0330622-0.0236365j 
0.0452178-0.00390266j 0.0844203+0.0558861j 0.00153539-0.0161256j 0.0373325+0.00508928j -0.0383054-0.0751806j -0.106419-0.0221431j 0.0763803-0.0199425j 0.0733389-0.0221595j -0.0837947-0.0798647j 0.0475747+0.0589535j 0.0380893+0.116526j -0.126401+0.0913485j 0.0352796-0.0390278j 0.0437096+0.0689004j -0.0381856-0.118168j -0.0196533-0.0509191j -0.0169771-0.0214845j -0.0529358+0.0180097j -0.0340636-0.0117871j -0.0487947+0.0603359j -0.010052-0.00467976j -0.00750216+0.0272913j -0.00916808-0.0379251j 0.0669476-0.0314185j -0.0101848-0.0149984j 0.0173528+0.0293489j 0.0200975-0.0550237j -0.057864+0.0622511j 0.0256608+0.0694756j -0.00855375-0.0249253j -0.0536327-0.0143972j -0.0170055-0.0362128j -0.0473207-0.00545377j -0.0163241+0.0362291j -0.00671129-0.034938j 0.0275967+0.00155078j 0.0162947+0.00729368j -0.00215163-0.0501233j 0.0281011+0.0210678j 0.0124406-0.0283194j 0.0243307-0.00154678j -0.0573239-0.0114316j -0.0214903-0.0204849j -0.0385978-0.0384851j 0.0232405+0.0372474j 0.0158198-0.0250334j -0.0130773-0.00713498j 0.00232806-1.23759e-05j 0.030479-0.015839j -0.0226267+0.0149311j -0.0141797+0.0233639j -0.0157698-0.0399064j 0.0257457+0.00112077j 0.0119836-0.0111647j -0.00433391+0.0398344j -0.0172238+0.0285889j 0.012616+0.0180996j -0.0027834+0.00625138j -0.0133677-0.0168541j -0.0258376-0.0117428j 0.0476852-0.0113698j -0.0103612+0.0137167j 0.0221354+0.0228278j 0.0153158-0.0142605j 0.0130043+0.024662j -0.00302163+0.0236553j 0.00775635-0.0494505j 0.00783599+0.0404424j 0.0377343+0.014273j 0.00208548+0.0211757j 0.00146833+0.0117298j -0.0261287+0.0056871j -0.0213588-0.0239716j -0.0110707-0.0420076j 0.0405991+0.0107739j 0.026181+0.00048326j -0.0607314-0.0351612j -0.0232889+0.019005j 0.00980053+0.0230033j 0.0333355-0.0157834j 0.0385177-0.0270006j -0.0155283+0.0182259j -0.0137805+0.00719589j 0.00933251+0.00833839j 0.0251048+0.0158427j -0.00619119-0.00426744j -0.0444948-0.0174838j -0.00243965+0.00368922j 0.0165295-0.0117753j 0.0269729+0.0123216j -0.0157816+0.00753799j -0.0185647+0.00944858j 
