0.000745568-0.0283166j -0.035279+0.000313133j -0.00746898-0.0375271j 0.0263327-0.00475242j 0.000806655+0.00411696j 0.00735516-0.00912156j -0.00455369-0.0103551j 0.0214965-0.00536506j -0.00707902-0.00162963j 0.0079506-0.00217728j -0.00212917+0.00849459j 0.00490094+0.0129843j -0.00439358-0.000806886j -0.00450141+0.00329851j -0.00264107-0.00695723j 0.00141215+0.00136578j 0.00518054-0.00354928j 0.00262162+0.00549719j 0.0113401+0.00482913j 0.0038202+0.00355826j -0.000780016-0.00575702j 0.00536769+0.00137807j -0.00761273-0.00742951j 0.00352247+0.00349203j 0.000964414-0.00454777j -0.000111011+0.00942192j -0.00142149+0.000644343j -0.0014352-0.00518392j 0.00211332-0.0065884j -0.00336506+0.00192929j 0.00238755+0.00156297j 0.00555514+0.000931747j -0.00318134+0.0020203j 0.00197785+0.00377947j -0.00230002-0.0040297j -0.0121905+0.000236477j -0.00421438-0.000337021j -0.00517625+0.00057316j -0.00657206+0.000964278j 0.00192309+0.00369686j 0.00166402+0.00847798j 0.00195085-0.00609922j 0.00012024+0.00375072j -0.000283516+0.00159875j 0.00219235-0.00790197j 0.00296288-0.00583777j 0.0018625-0.0017848j -0.00330185+0.00329573j 0.00907687-0.0130146j 0.00257588+0.00332529j -0.0134858+0.00954214j -0.00172941+0.00260801j 0.00390907+0.0105692j -0.000125647-0.00246214j -0.00100753-0.00766158j -0.00907283-0.000943583j 0.00157933+0.00319914j 0.000613331-0.00519017j -0.00128611-0.00480901j -0.00015348-0.00312636j 0.00888995-0.00994535j 0.0158868-0.00652307j 0.00467018+0.0077644j -0.00695339+0.0101571j 0.0194078+0.000769516j 0.0222719-0.00952364j 0.00204256+0.0306121j 0.0273691+0.0150162j -0.0136488+0.0262018j 
0.0164679-0.0211067j -0.0292934-0.0114011j -0.0224569-0.0194895j 0.0147633-0.0193999j -0.00760982-0.0169898j -0.012312+0.0143263j 0.0296198-0.0173035j 0.0252463-0.00165833j 0.00475798+0.00453499j 0.0225577-0.0229885j 0.0062512+0.0107154j -0.0102441+0.0194582j -0.0162703-0.00400934j -0.00724339-0.00623248j 0.00224025-0.0126223j -0.00542535+0.0154394j 0.00388595+0.00348235j -0.013886+0.0136115j -0.0046489+0.00300212j 0.0155028+0.00502775j 0.00485205-0.0100639j 0.0117583+0.0168466j -0.0220214-0.010222j 0.00921398-0.00290339j -0.0105127-0.0160863j -0.00413289-0.000229948j 0.00216398+0.00496296j -0.00346687-0.0187068j 0.0172821+0.0023561j -0.000702199-0.00509941j 0.0032293+0.0169257j -0.00433598-0.000929366j 0.00404882-0.00102303j 0.00663687+0.0062128j 0.00623047-0.00776629j -0.0075572-0.000850142j -0.0040686-0.00187889j 0.00150176-0.00389854j -0.00472165+4.37975e-05j -0.00584127+0.00575933j 0.00112055+0.00615629j 0.00951811-0.00720018j 0.00642109-0.00607151j -0.00182912-0.00886223j 0.0143325-0.00441525j 0.00466487-0.00405166j -0.00341696+0.00599586j -0.00641017+0.00107091j 0.0121149-0.00189612j -0.00469787-0.00142211j -0.00924713-0.00144631j -0.00268219-0.00117011j 1.31351e-05+0.0199485j 0.00666211+0.00118881j -0.00322391-0.0134249j -0.020503-0.000479099j -0.00954121+0.00567948j 0.00405521-0.0117127j -0.0118386+0.0129287j -0.00383933+0.00624335j -0.0159544-0.022158j 0.00980268-0.0240846j 0.0158116-0.0201048j -0.025817+0.00690322j 0.0159104+0.00811398j -0.000450626-0.0129673j 0.0125086+0.00782046j 0.0262112+0.0146394j -0.0145614+0.0214563j 
0.0171116-0.00395874j -0.00107931-0.0121145j -0.0226651-0.0149259j 0.0126448-0.0232646j 0.000441724-0.0111931j 0.0176667+0.00151713j -0.00433165-0.0160337j 0.0223312-0.00201518j 0.00435963-0.00875825j -0.0170009-0.0356281j -0.0120587+0.00845444j 0.0058185+0.00255391j -0.0260752+0.00163823j 0.0113986-0.0268186j 0.00548552-0.00506539j 0.0118564-0.000612401j 0.0161239+0.0209077j -0.000381958-0.00834321j -0.00372817+0.0113272j 0.00492691+0.00456297j -0.00291314+0.0200117j 0.0072713+0.00490251j -0.00764653-0.00474643j 0.000632177-0.000462301j 0.00874759-0.00173763j -0.00705071+0.00995676j -0.0125475+0.00285853j 0.0207797+0.00778195j 0.0109611+0.00365726j -0.0115049+0.0159437j -0.0108971-0.0116224j -0.00781351-7.61843e-05j 0.0122276-0.00698258j -0.000184817-0.000739476j 0.00786516+0.000946436j 0.0115902+0.00726464j 0.00124305+0.00543427j 0.00842212-0.00488183j 0.00422976-0.028443j -0.016632+0.00846664j 0.00405205-0.000676162j -0.00735854+0.012836j -0.0112371-0.00539612j -0.0111551-0.00997557j 0.00493757+0.00212062j -0.000162542-0.0125491j -0.0179443+0.0195425j -0.0140955+0.0031514j 0.0146947-0.00337408j -0.000318878+0.013709j -0.0204034+0.0125883j -0.00263344-0.0127882j 0.00476157+0.00556468j 0.0114992+0.0130251j -0.0134621-0.00213235j 0.00224498+0.0226376j 0.0133126-0.00146286j -0.00203719+0.00943899j -0.0231247+0.00641686j -0.0178918+0.0145562j -0.0227129-0.0354784j 0.0114481-0.0188109j -0.00031831-0.00192024j -0.0126437+0.0143434j 0.019174+0.01423j -0.00709139-0.0123495j 0.014994-0.00447493j -0.00366504+0.0209618j -0.0216032-0.00206805j 
-0.00932302+0.0019345j 0.000696228+0.00744745j 0.0104424-0.00529048j 0.00299764+0.0102028j 0.0121147+0.0023715j -0.000879946-0.0100373j -0.00589387+0.00467003j -0.0136296+0.00433743j -0.0115779+0.0100058j 0.00595216+0.023483j 0.00935016-0.0036568j -0.00223269-0.00287169j 0.0120732+0.0074592j -0.00762183+0.00127588j 5.11218e-05-0.00661494j -0.00561405+0.000938344j -0.00911793-0.00587369j 0.0130289-0.00324233j -0.0139906-0.00341542j -0.00434236-0.0146854j -0.0116846-0.006405j -0.0115211-0.00241552j 0.0029984+0.00739027j -0.00480098-0.00687586j -0.00313606-0.00179927j -0.000347076-0.00107474j -0.000506042-0.000500066j -0.0076607-8.20408e-05j -0.00106315-0.00670988j -0.00114422-0.00117072j -0.000385223+0.00782254j 0.00776933+0.00219042j -0.00316195-0.00380658j 0.000835506-0.00605026j -0.000259815+0.00314164j -0.00548408+0.00057798j -0.00802078-0.0030456j -0.00208943+0.00496887j 0.00104786+0.0185244j 0.00919756-0.0062468j -0.00169933+0.00686175j 0.00710952-0.000577136j -0.000149888+0.0053758j 5.72818e-05+0.0010219j -0.00326324-0.00370153j -0.0108047+0.00194955j 0.0116313-0.00897051j 0.0107652-0.00841187j -0.0078962+0.00347684j -0.000904971-0.00204621j 0.010104-0.00569668j 0.00381813+0.00228787j 0.00286083-0.00456136j -0.00862736-0.00694823j 0.000415041+0.000578573j -0.00250331-0.0109431j -0.00288805-0.00444217j 0.00257516-0.00442679j 0.0097172-0.00468627j 0.0124909-0.01362j 0.0102662+0.0193148j -0.011143+0.0157327j -0.00492611+0.00552457j 0.00831912-0.00198346j 0.00032058-0.00832061j 0.00258393+0.00655229j -0.00454325+0.00800336j -0.00125788-0.00727458j 0.00556731-0.00129473j 
-0.00513874+0.0151325j 0.0187672+0.0034328j 0.0104668+0.0110219j -0.000888501+0.0104727j -0.0149577+0.0184387j 0.00496052-0.0166762j -0.0224092-0.0248007j -0.0183117-0.0168503j -0.0140905+0.00231448j -0.0104476+0.018345j -0.00909036-0.000156111j 0.00572154-0.0206219j -0.00119003-0.0141645j 0.0175023-0.00175669j 0.00550093+0.03069j -0.00486013-0.00502008j -0.00643073+0.0117243j 0.00277062-0.0104349j -0.00566886-0.000368454j -0.00471935+0.0158152j 0.00466322-0.00905267j -8.86609e-05+0.00314249j 0.0135543-0.00421036j 0.00123907-0.00582257j 0.0151137+0.00762758j 0.0132713+0.00105246j -0.00201234-0.0121337j 0.000708146+0.0100076j -0.00691475-0.000391913j 0.00370077-0.0057142j -0.00692102-0.0161889j -0.00315509+3.08706e-05j 0.00103203+0.0026729j -0.0171547-0.00669376j -0.000640442+0.00431893j 0.000184111+0.00662125j 0.00188304-0.00087528j -0.0141982+0.000823172j 0.0120198-0.0100516j 0.00106508-9.1596e-05j -0.00933304-7.83531e-05j -0.00405369+0.0113548j -0.00973327+0.00474795j 0.0011775+0.0145802j -0.014807+0.00155962j 0.0021394+0.000940856j -0.000282934-0.0049298j 0.000986771-0.00458119j 0.00107105-0.00466725j 0.0152754-0.00397008j 0.00622133+0.011723j -0.0109218+0.00386306j -0.00465222-0.0148801j -0.000175901-0.00131206j -0.00108139+0.0235633j 0.0174549-0.00308117j 0.00228079-0.00523085j -0.00161932+0.0164893j 0.00292814-0.0105049j -0.0168805-0.0175272j 0.0163177-0.00102747j -0.0172109+0.0139123j -0.0151165+0.0122391j 0.0244091+0.00603834j -0.0023268-0.0134427j 0.00499862+0.000446053j 0.00237244-0.00261942j -0.019396-0.000929375j 0.00280164-0.0189465j 
-0.0266264-0.00983018j -0.0138191+0.0190791j 0.019677+0.00532056j -0.00130239+0.0210138j 0.00940216-0.00114448j -0.0257383-0.00665609j 0.00850408+0.0197607j -0.0032938+0.0170406j 0.00974096-0.0151995j 0.000912951+0.0168001j -0.000473541-0.0123816j 0.0168977+0.00221011j 0.0118335+0.00639582j -0.017227+0.00947508j 0.00172969-0.0102695j -0.00335115-0.0102276j 0.00152872-0.0197607j 0.0129294-0.00428422j 0.00258525+0.00169338j -0.000351159+0.00905539j -0.010611-0.0134982j 0.00183546+0.0115551j 0.00952189+0.0134972j -0.00791715-0.00386034j -0.00453654-0.00536096j -0.00021997-0.0183028j 0.0159493-0.00182674j -0.0165527-0.00283421j -0.00596836-0.00918081j 0.0083099-0.00362818j 0.00802093-0.000648395j -0.00447353+0.00171123j 0.0010887-0.00640963j 0.00272514-0.0149233j -0.00408384-0.0103654j -0.00496129+0.00138339j 0.000304218-0.00554845j 0.000311278+0.0101412j 0.00333987+0.0210574j 0.0105019+0.00800694j 0.00685429+0.00499085j -0.0065752-0.00541537j -0.00117373+0.00668964j 0.0146716+0.0143352j 0.00120227-0.0118016j -0.000570552+9.59753e-05j 0.0211193-0.014067j 0.00481568-0.00343555j -0.0145355+0.00661403j 0.000984532-0.00464096j 0.00619539+0.00208913j 0.00530235+0.0131j -0.00353538-0.00511205j -0.00121028-0.0125314j 0.0167943-0.0087847j -0.00209474-0.00527545j 0.00186882+0.000243525j -0.00172272-0.0174877j 0.0117957-0.0130942j 0.0156233+0.00478156j 0.00660502+0.0173874j 0.0069361+0.0135009j 0.0100387+0.0124908j 0.00737322-0.0228128j -0.0102506-0.00423357j 0.0178897+0.0235512j -0.0265657+0.0189716j 0.0159773-0.0195787j 0.022623+0.01439j 
0.0126912+0.0153837j 0.0189751-0.0142304j -0.0147616+0.000697141j -0.0016301-0.0132475j -0.0105905+0.0154905j 0.0233637+0.00948432j -0.0116903-0.0116721j -0.0241728-0.0127569j -0.0151603+0.00660723j -0.00617953+0.0164162j 0.00897728+0.0096893j -0.0143177-0.0138591j -0.00676897+0.0101209j 0.0101243+0.011308j -0.00824838+0.0211952j 0.00814788+0.0130719j -0.0249714+0.00869535j -0.000894489+0.014214j -0.00552671+0.0038844j -0.0230416-0.0105907j 0.0132167+0.0187391j -0.00855572-0.0130069j -0.0156811+0.00322924j 0.00101038-0.00385247j 0.00789242-0.010908j -0.00911477+0.0180228j -0.00926488-0.00102248j 0.00687141-0.00538316j 0.00204863+0.00669635j -0.0150537+0.00556651j -0.0179875+0.0077074j 0.0143924-0.000921806j -0.00524229+0.0189511j -0.00918165+0.00395442j -0.00198808+0.00463779j 0.00249922+0.00409179j -0.00729549+0.00554682j 0.0102129+0.00748875j -0.00811803-0.0118969j -0.0165058-0.0172j -0.0139188+0.00936203j 0.0179788+0.0148481j 0.0074904+0.00934809j -0.0136694-0.0181507j -0.00959481+0.0192851j -0.00758357-0.00452535j -0.0232703+0.00504912j 0.0119394+0.00567399j 0.00393976-0.0072757j -0.00752857+0.0132068j 0.00695419-0.0151314j 0.00100118-0.015704j 0.0140161-0.000848582j -0.0120284+0.0154528j -0.0136841+0.00769229j 0.00821772-0.00291153j -0.007045-0.0137884j 0.0148018+0.0117365j 0.00482242+0.0113538j 0.00487551-0.0144417j 0.0107815+0.00817773j -0.0137821+0.0167407j -0.0192375-0.00175314j 0.000169337+0.00869209j -0.00320919-0.00402213j -0.0122665-0.0168955j 0.0206002-0.0167993j -0.0191334+0.00973448j -0.0110686-0.0175794j 
-0.0138584+0.0225887j 0.0275104+0.0101939j 0.0253988+0.0121464j -0.00735658+0.0193875j 0.00837304+0.00524678j 0.0130106-0.00794953j -0.0183685-0.00840196j -0.0204975-0.0087477j -0.00982535+0.00100308j -0.0093556+0.0138124j -0.0120581-0.00980109j 0.0128384-0.0227929j -0.00762493-0.00214555j 0.00778733-0.0141204j 0.01231+0.0184346j 0.00133297-0.00631176j 0.0110913+0.00536442j 0.00918901-0.0149351j -0.00565323+0.00292948j -0.00707327+0.00168738j -0.0037791-0.0115259j 0.00392078-0.00265453j 0.024417+0.00820492j -0.00595818+0.00127749j 0.00820649+0.0135235j 0.0113892-0.00323162j -0.00898701-0.00714002j -0.00295418+0.0122388j -0.00846232+0.00114025j 0.0095784-0.00367652j -0.00655706-0.0175522j -0.0029208-0.00166775j 0.00268697-0.00913051j -0.0107291+0.00439363j 0.00162683+0.0107509j 0.00673189-0.00223373j 0.00027066-0.000433999j -0.0107609-0.00539306j 0.019153-0.010704j 0.00720367+0.0019801j -0.00603296-0.00690423j -0.010798+0.00824915j -0.00839689-0.00545268j 0.00355794+0.0180686j -0.0173213+0.00188805j -0.000596337+0.00180391j -0.000109415-0.00746479j -0.00648748-0.00790171j -0.0100877+0.00911648j 0.0151588-0.00489415j 0.00635456+0.00994479j -0.00606757+0.00881918j -0.00279374-0.0238979j 0.00453067-0.000700317j 0.00346759+0.0256564j 0.0178604-0.000401046j 0.00723442-0.00114669j -0.00741107+0.0143527j 0.000323719-0.0103044j -0.00918164-0.0111383j 0.00988955+0.00498985j -0.0137774+0.0195508j -0.0136955+0.0132977j 0.0286278-0.000232569j -0.00912869-0.024447j 0.00566698+0.00841155j -0.00601357-0.00178422j -0.0247063-0.0155125j 0.0156061-0.0225908j 
-0.0204752-0.0106079j -0.0131697+0.0210261j 0.0201022-0.0171543j 0.00993305+0.0196388j 0.00770662-0.0061442j 0.00478963-0.0164264j -0.00424768-0.00262421j 0.00160187+0.00626617j -0.00410616-0.0198859j -0.0247686-0.0013274j -0.00996072+0.00396643j 0.0106459-0.0066964j 0.00308389-0.00454831j 0.00440741-0.00130143j 0.0151441+0.00759137j -0.00346122-0.00625116j 0.00972799+0.00824193j 0.0155317-0.00875585j 0.0100828+0.00995107j -0.0053296+0.00967523j -0.0195031-0.0211259j 0.00481352+0.00475424j 0.0189007+0.00106753j -0.00280995+0.00271567j 0.00293365+0.00792923j 0.00461892-0.00168157j -0.00483754-0.00824427j -0.00136322+0.00640236j -0.00428122-0.00606791j 0.00879613-0.0023317j 0.00534396-0.0258808j 0.00326882-0.00573613j 0.00496602-0.00586608j -0.00353538+0.00404466j -0.00668644+0.00158312j -0.00216023-0.000884344j -0.00187219-0.00198261j -0.0134013+0.00366294j 0.00493491-0.0033785j 0.0044959+0.0106993j -0.00336167-0.001576j -0.0096632+0.0039148j -0.00797546-0.00727973j -0.000342988+0.0197229j -0.00878484-0.000864514j 0.00537663-0.00865594j 0.00453546-0.0116621j -0.00532529+0.00123021j 0.000423637-0.00465828j 0.00619051+0.000713278j -0.00792951+0.0114941j -0.00333276+0.0119631j 0.00481203-0.0152612j 0.00290149-0.00637961j 0.00366306+0.00863445j 0.0150854+0.00484158j 0.0122603-0.00964634j 0.000629667-0.00457468j -0.00337221-0.016848j -0.010377+0.00403604j 0.00429176-0.00489416j 0.00941878+0.0121123j -0.000142676+0.0182576j 0.0205216-0.00533005j -0.0021431-0.0116376j 0.0200355+0.0127074j -0.0127536+0.0235891j 0.0136841-0.00798912j 0.00966712+0.0109972j 
-0.0182817-0.0137366j -0.0142791+0.0178066j 0.0113533+0.00449011j -0.00476381+0.00549936j 0.021516-0.0255587j -0.0194505-0.00356118j 0.0010704+0.00519769j 0.0185348+0.0229694j 0.0226015-0.0271293j -0.00322578-0.0203019j -0.0203232+0.000454849j -0.00520217-0.000682084j -0.0120703-0.000614254j -0.00697084-0.0124828j 0.00649781-0.00830433j 0.00863994-0.0167903j -0.00593648-0.0116297j -0.00302879-0.00517485j 0.00677999+0.0071453j -0.00190027+0.00200093j -0.0168722+0.000545469j 0.0108422+0.00409833j 0.0160277+0.0106049j 0.00532869+0.00608588j -0.0056668-0.0120679j -0.00223977-0.0098981j -0.00883626+0.00596831j 3.43254e-05+0.00127769j 0.00524253+0.0137051j 0.0143604-0.00104652j 0.000976901-0.0195319j -0.00154602-0.00413901j 0.00514899+0.000204588j 0.00641155-0.0102755j -0.00082823-0.00134037j 0.000856755-0.00526099j -0.00769893+0.00573414j -0.00133877+0.00203307j 0.000744249+0.000186459j 0.003167+0.00864064j 0.00866162-0.00265482j -0.0147828+0.00110467j -0.00178432-0.00570429j 0.00472547+0.0101719j 0.001828+0.00480604j 0.00360699-0.00918541j 0.00995936-0.00357283j -0.00917348-0.00256936j -0.00959612+0.00410953j -0.00801496+0.0102017j -0.0106099+0.00820081j 0.011875+0.00161425j 0.0176849-0.0101488j 0.00272562-0.00288054j 0.000391141-0.0110167j 0.0170886+0.00881717j 0.000558544-0.00744559j -0.00460914-0.0204649j -0.0107191-0.00628868j -0.00760007+0.0280652j -0.0161123-0.0146216j 0.0242753+0.00353607j 0.00955252+0.00664103j -0.00241683+0.00123367j 0.00296412+0.00679412j 0.0042108+0.0223303j -0.0185258+0.00976089j 0.0108723-0.00744817j 0.0113941+0.0140436j 
0.00537813+0.0119486j 0.0210199-0.00459382j -0.00945644+0.0294923j -0.0201976-0.00936131j -0.0146381-0.00644531j -0.0120483+0.0062747j -0.010607+0.00938912j -4.78614e-05+0.00339758j 0.0227715-0.00751434j -0.00588799-0.00915485j 0.00152857-0.0135415j 0.00208008-0.0118221j -0.00593038-0.00228228j 0.000354318-0.002468j -0.000127131+0.000276352j -0.00488933-0.00916048j -0.00807223-0.00589087j 0.00173263-0.0138582j 0.000865732-0.00758212j 0.00571871+0.00164897j 0.00286277+0.00534257j -0.00574917+0.00320309j 0.0055406+0.0051513j -0.00461624-0.0046523j -0.000597333+0.00522414j 0.00435468-0.00773658j 0.0133037-0.0076199j 0.00326032-0.00508915j 0.00296698+0.00671566j 0.00334638+0.00190549j -0.00128458-0.00302859j -0.00910309-0.00130937j 0.00537314+0.00296657j 9.30533e-05-0.00732576j 0.0139171+0.00252261j 0.0106645+0.00545463j 0.00788254+0.00377931j -0.00404538-0.00580277j 0.00538697+0.00320637j -0.00391401+0.00384413j 0.0025601-0.00639079j -0.008281+0.00460888j -0.0065911-0.00988365j 0.00321602-0.0101019j 0.00321948+0.000685865j 0.00118602+0.00140259j 0.00217707+0.00595565j 0.00285964-0.00365566j -0.00564295+0.0175104j -0.00419499+0.00132785j 0.0113256-0.00741694j 0.00969328+0.00346323j -0.00376089-0.0062075j 0.000941061-0.00621431j -0.00114895+0.000901509j 0.00555045+0.00287875j -0.0041816+0.00176741j -0.00857519+0.00314662j -0.00180899+0.00415336j -0.0103091+0.00690844j -0.0130104-0.00623955j -0.00375518+0.00145107j 0.0107926-0.00789822j -0.0131904-0.0115401j -0.00158016+0.0159592j -0.014161+0.00903011j -0.00657573-0.022432j -0.0252202-0.00212725j 0.00151486-0.0174819j 
-0.0101068-0.00195529j -0.00611611+0.00682392j 0.00749271+0.000991333j 0.00345848+0.0206139j 0.00333846+0.0216955j 0.00204577-0.0196284j 0.00201981+0.00488599j 0.0012845+0.00329913j -0.00448551-0.00211575j 0.0119992+0.0129803j -0.00417303-0.00372017j 0.00499357+0.00780111j -0.00111962+0.00372405j 0.000351787+0.00138843j -0.00641662-0.00792152j 0.00192805-0.00475165j 0.000901078-0.0108318j 0.00940284-0.00485677j 0.00382585-0.000583661j -0.00727506-0.00559803j -0.00418796-0.00305579j 0.00920915+0.000254969j 0.00168979+0.00384762j -0.000602563-1.39587e-05j 0.00532102+0.00130515j 0.00543073-0.00336128j 0.00419909+0.0105337j -0.00233911-0.00280635j 4.56872e-05-0.000198472j 0.00501105-0.00287259j 0.00182007-0.00109418j 0.0053583+0.00402494j -0.00899518+0.00715166j -0.0040411-0.00249079j -0.00333832+0.000822493j -0.0118623-0.00480333j -0.00091061+0.000168638j -0.00260941-0.00065091j 0.00343249+0.00446327j 0.00806951-0.000198046j -0.00222726+0.00195626j -0.00527155-0.000713622j -0.000176662+0.00720761j 0.0069224+0.00890571j -0.0051757-0.00330693j 0.00210715+0.00150521j 0.00811959-0.0106471j -0.0028555-0.00255167j -0.00450092+0.00167727j 0.00187128-0.000876431j 0.00225064+0.00347695j 0.00117151+0.0116094j -0.000183776-0.00522883j 0.00187364-0.00341341j 0.00354951+0.00393611j 0.00267786-0.00413737j 0.000316758+0.00114401j -0.00244094-0.00714473j 0.00929172-0.0065666j 0.00967572-0.00613671j 0.0121418+0.00526315j 0.0089268+0.0104886j -0.00539154+0.0138094j 0.0141318+0.00967255j -0.00533823-0.0076379j 0.0166148+0.00186615j -0.00462778+0.0212782j 0.0093488-0.00664582j 0.0092336+0.00688687j 
-0.0145345+0.033748j 0.0437813+0.0107209j 0.00783958+0.0391194j -0.0304199+0.0130484j -0.00035238-0.00728579j -0.0172396+0.0109244j 0.00430491+0.0239726j -0.0281723+0.0118117j 0.0173523-0.0070112j -0.0170383+0.0126969j -0.00346766-0.0101657j -0.00222556-0.0229265j 0.0132086+0.00647542j -0.00746905+7.12848e-05j 0.00233169+0.00755947j 0.00177027+0.00313987j -0.0119224-0.0037032j 0.00167131-0.0151693j -0.00517097-0.00744217j -0.00461731-0.0047379j -0.00124388-0.00126173j -0.00222214-0.00994794j 0.0162978+0.0162264j -0.010199-0.00979958j -0.00812274+0.00142096j 0.00475397-0.0141935j 0.00707429+0.00205846j -0.00743395+0.0119634j -0.00186799+0.00587313j 0.00411048+0.00122229j -0.00362059+0.00470518j -0.00158202-0.000403772j 0.00954463-0.00851975j -0.00433219-0.0129142j 0.00120664-0.00108023j 0.00864833+0.00555667j 0.00276331+0.00171907j -0.000433731-3.7244e-05j 0.00671344+0.00846039j -0.00467356-0.00823919j 0.00491828-0.0168007j -0.00196755+0.0113362j -0.00147965-0.00111204j 0.00344538+0.00223691j -0.00134913+0.00583315j -0.005712+0.00920635j 0.000273992+0.00217554j 0.0140985-0.00460156j -0.013786+0.0133872j -0.0104843+0.00270296j 0.0214533-0.0132563j 0.00196964+0.00161072j 0.00078921-0.013962j 0.00113777+0.00242487j 0.00268052-0.00263409j 0.0059361+0.00543356j 0.000665439+0.00139529j 0.00728934+0.00426654j 0.00452391+0.0103665j 0.000849681+0.0129294j -0.0029256+0.0153614j -0.0127434+0.0246709j -0.00961027+0.00132258j 0.00987502-0.021414j -0.0222014-0.00275398j -0.00789233+0.026412j -0.0205999-0.0273576j -0.0338312-0.0237789j 0.0232761-0.0252504j 
0.00412201-0.00955539j -0.00664072-0.00545985j -0.00125735+0.00456785j -0.00898374+0.00047738j -0.00324729-0.00305831j -0.0137042+0.0135753j 0.0103271+0.00919371j 0.00848935+0.0141069j 0.0158017+0.00538125j 0.0107239-0.0128872j -0.00775653+0.000576025j 0.00275151+0.00883218j -0.0102415-0.00101557j -0.00950773-0.000808679j 0.00107339-0.00339219j 0.000618401-0.0025333j 0.00244946-0.00992096j 0.00295072-0.0139643j 0.00748181-0.00136913j 0.00331913+6.24475e-05j -0.00091266+0.00152831j 0.00656042+0.00355251j 0.00449372+0.00677344j 0.00387777+0.00407345j 0.00348565+0.000609325j 0.00340373-0.000801797j 0.00934516+0.000390071j 0.00400265-0.00377409j 0.00477903+0.000190285j -0.00190764-0.00312196j 0.00636827+0.000458493j -0.0022461-0.00300075j 0.00249682-0.000887206j 0.00569716-0.00561233j -0.00355522-0.00195863j 0.00844519+0.00219936j 0.0043882+0.00252359j 0.00813929+0.00068957j -0.000620513+0.00382725j -0.00130773+0.00353705j 0.00682815-0.000281811j -0.00205645-0.0047912j 0.00069547-0.00285804j 8.37266e-05-0.000956092j 0.00328203-0.00622607j -0.00405533-0.000376562j 0.00427836-0.00165909j -0.00317168+0.00805516j -0.00073967-0.00136306j 0.00630058+0.00252623j -0.00438737+0.00972402j 0.00718885+0.00126831j -0.000411086+0.0063218j 0.000874243-0.00437266j 0.00588463-0.00900104j -0.00525337+0.00267652j 0.00197866+0.00265273j -0.00442123-0.00668028j 0.00218635-0.00471707j 0.00591953+0.00998343j -0.00868778-0.000732843j 0.00396642-0.0120103j 0.0159388-0.00167416j -0.00867482-0.0105957j 0.00166085+0.00685258j -0.00374453+0.000311196j -0.00468895-0.00320137j 0.00427191-0.00223328j 0.00229312+0.00556578j 
0.00520533+0.00485957j 0.0104206-0.00838673j -0.00750165+0.00541011j -0.00329388-0.00581146j -0.0212889-0.00822468j 0.00478516+0.00193798j -0.00818908-0.0122421j -0.000835231-0.0181991j 0.0072987+0.00261705j 0.00634819-0.015283j -0.00445427-0.00676996j 0.0241768+0.00189161j -0.0119467-0.0136009j 0.019204-0.0102622j 0.0069199-0.00503653j -0.007565-0.0096396j 0.0213905+0.012381j -0.000669871-0.0148387j 0.00342053-0.0128543j 0.0105677+0.0197005j -0.0055638-0.010698j 0.00448484+0.0136639j 0.0224691+0.00717508j -0.00816092-0.000103962j -0.000292109+0.0140565j 0.0141451-0.00833485j -0.0020907+0.00315687j 0.00336445+0.0178276j 0.00287649-0.000598648j 0.0152223-0.0152728j 0.00336384-0.00449572j -0.00817332+0.0052826j -0.000353131-0.00889754j -0.00565577+0.0102559j 0.00789602+0.00805029j -7.73772e-06+0.00171976j 0.00991422-0.0086626j -0.013486-0.0116719j 0.0104791-0.00761834j 0.00210368+0.0166487j -0.000429093-0.0078241j -0.00897221+0.00715231j -0.0102348-0.00050703j 0.00492388+0.00629532j -0.00103559-0.00726723j 0.00700513-0.000552464j 0.00179991+0.00540596j -0.0103642-0.00971823j 0.0014851+0.0106327j 0.0194972-0.0096548j -0.00306246+0.0166018j -0.00524361+0.00654837j -0.0241422-0.00397596j 0.0145124-0.0039192j -0.00355303+0.0176926j -0.000253589+0.00588716j 0.000678803+0.0120329j -0.0111243+0.0158048j -0.00808046-0.00409752j -0.032012-0.00506993j -0.0149236-0.02225j -0.0153689-0.010134j 0.00933019-0.00905728j -0.0027533-0.000524718j 0.00784895+0.00263036j -0.00165845+0.0039567j -0.000577143-0.00446409j -0.0145872+0.00927196j -0.00548392-0.00954214j 
