-0.293488-0j -0.00613003-0j -0.229691-0j 0.222885-0j -0.197686-0j -0.00484172-0j 0.276922-0j -0.181587-0j -0.17363-0j -0.00419305-0j -0.121058-0j -0.129732-0j 0.178032-0j 0.22333-0j -0.00388201-0j -0.00375038-0j -0.160144-0j 0.155399-0j -0.00277344-0j -0.149801-0j 0.224333-0j -0.103785-0j -0.0998675-0j 0.145362-0j 0.144082-0j 0.10071-0j -0.133986-0j -0.00345909-0j -0.0529627-0j -0.0617899-0j 0.197843-0j -0.00328158-0j 0.103852-0j -0.00218772-0j 0.18769-0j 0.184238-0j -0.00211825-0j -0.0957244-0j 0.080322-0j -0.065538-0j 0.131363-0j -0.0873841-0j 0.0899383-0j -0.00135358-0j 0.164787-0j -0.0237829-0j 0.0847947-0j 0.112822-0j 0.134092-0j -0.0021402-0j 0.121797-0j -0.00116498-0j -0.0270331-0j 0.173112-0j 0.0403486-0j -0.0360441-0j 0.066631-0j 0.052464-0j 0.111185-0j 0.0605802-0j 0.113991-0j -0.000624226-0j 0.107472-0j 0.0702817-0j -0.00498669-0j 0.0714052-0j 0.0468545-0j 0.0188093-0j 0.0118529-0j 0.0794341-0j 0.0332474-0j 0.0372147-0j 0.0289897-0j 0.0083627-0j 0.013438-0j 0.00368251-0j 0.000559986-0j 
-0.0067461-0j -0.00711909-0j 0.00507717-0j -0.00533437-0j -0.00454401-0j 0.00540727-0j -0.00328004-0j 0.0122222-0j -0.00399105-0j -0.00486959-0j -0.00278263-0j 0.00871728-0j 0.00409748-0j -0.00175753-0j 0.0132015-0j -0.0043555-0j 0.00353989-0j -0.00371921-0j 0.00941574-0j -0.00969613-0j 0.00255523-0j 0.00229411-0j -0.00229555-0j 0.0101873-0j -0.000848967-0j -0.00241033-0j 0.00901836-0j 0.00386314-0j 0.0131293-0j 0.00693807-0j -0.00234337-0j -0.0107316-0j 0.00726591-0j -0.00254071-0j 0.0065098-0j 0.00139428-0j 0.0168671-0j 0.00643217-0j -0.000378239-0j -0.0301945-0j 0.00302338-0j -0.00565608-0j -0.0141927-0j 0.00767904-0j -0.00129682-0j -0.000546673-0j 0.0059426-0j 0.00608765-0j 0.00464299-0j -0.0212762-0j 0.000690134-0j 0.00130106-0j -0.0124577-0j -0.00577391-0j -0.000158229-0j 0.00404721-0j -0.000789219-0j -0.0179609-0j 0.00191837-0j 0.00423845-0j -0.007679-0j 0.00496339-0j 0.00081333-0j -0.000931955-0j 0.00123448-0j 0.00413153-0j -0.000220639-0j 0.000185045-0j 0.00249871-0j 0.00136824-0j 0.00179138-0j 0.000140342-0j 0.000666861-0j -2.45753e-05-0j 0.00013198-0j 9.24777e-06-0j -1.19599e-06-0j 
0.000126982-0j 0.000134003-0j 9.93795e-05-0j 0.000100409-0j 8.55322e-05-0j 0.000105841-0j 6.17404e-05-0j 7.85664e-05-0j 7.51238e-05-0j 9.16608e-05-0j -0.000565652-0j 5.61305e-05-0j 8.02032e-05-0j 3.30821e-05-0j 8.48614e-05-0j -0.000401701-0j 6.9289e-05-0j 7.00071e-05-0j 6.06279e-05-0j -0.000317572-0j 5.00155e-05-0j 4.49044e-05-0j -0.000211715-0j -0.000320863-0j 1.59802e-05-0j 4.53698e-05-0j 5.79714e-05-0j -0.000370501-0j 2.29152e-05-0j -0.000130992-0j -0.000216126-0j 7.17359e-05-0j -0.000229236-0j 4.78239e-05-0j 4.18459e-05-0j -0.000133721-0j 4.63053e-05-0j 4.14167e-05-0j -3.48844e-05-0j 2.83561e-05-0j 5.91791e-05-0j 3.78081e-05-0j 4.05172e-05-0j 2.95896e-05-0j 2.44101e-05-0j 1.02901e-05-0j 3.81999e-05-0j 1.67125e-05-0j 2.98962e-05-0j 4.67852e-05-0j 1.35085e-05-0j 2.54666e-05-0j 1.16963e-05-0j 3.85958e-05-0j 2.97835e-06-0j 1.55951e-05-0j 1.48555e-05-0j 2.3635e-05-0j 1.23315e-05-0j 2.72914e-05-0j 1.68857e-05-0j 1.36457e-05-0j 1.592e-05-0j 6.22967e-06-0j 2.15757e-06-0j 1.592e-05-0j 4.15311e-06-0j 1.1895e-06-0j 5.33972e-06-0j 8.81008e-06-0j 4.92499e-06-0j 2.74703e-06-0j 2.56961e-06-0j 4.62582e-07-0j 8.49818e-07-0j 1.81014e-07-0j 2.25122e-08-0j 
-0.0044974-0j -0.00474606-0j -0.00351977-0j -0.00355625-0j 0.0148093-0j -0.00374862-0j -0.00218669-0j -0.00278263-0j -0.0026607-0j 0.0158705-0j -0.00185508-0j -0.001988-0j -0.0028406-0j -0.00117169-0j -0.00300558-0j -0.00290367-0j 0.0119969-0j 0.0121213-0j -0.00214729-0j -0.00229555-0j -0.00177142-0j -0.0015904-0j -0.0100404-0j -0.00231934-0j -0.000565978-0j -0.00160688-0j 0.0100374-0j 0.0130925-0j -0.000811599-0j -0.000946866-0j 0.00763727-0j -0.00254071-0j -0.00165701-0j -0.0111126-0j -0.00148208-0j -0.000966592-0j 0.00801746-0j 0.00717104-0j -0.000252159-0j -0.0010043-0j 0.0102465-0j -0.00878532-0j -0.00143502-0j -0.00104799-0j 0.00422646-0j -0.029693-0j -0.00887636-0j -0.000591914-0j -0.00105885-0j 0.00810055-0j -0.000478439-0j -0.0318828-0j -0.000414254-0j 0.00668261-0j -0.000105486-0j -0.00362376-0j -0.0185983-0j -0.000837093-0j 0.00213513-0j -0.00634158-0j -0.000598048-0j 0.00236266-0j -0.00369925-0j -0.000220639-0j -7.64158e-05-0j 0.00275644-0j -0.000965042-0j -4.2129e-05-0j -0.000189119-0j 0.00152541-0j -0.000174431-0j 0.00047563-0j -9.10091e-05-0j 8.00931e-05-0j -3.00984e-05-0j -6.41106e-06-0j -7.97325e-07-0j 
0.00137704-0j 2.8762e-05-0j 0.00107771-0j -0.00104577-0j 0.000927542-0j 2.27173e-05-0j -0.00129931-0j 0.000852002-0j -0.0031881-0j 1.96738e-05-0j 0.000568001-0j 0.000608699-0j -0.000835323-0j -0.00104786-0j 1.82144e-05-0j -6.88626e-05-0j 0.000751395-0j -0.000729129-0j 1.3013e-05-0j 0.000702865-0j -0.00105257-0j -0.00429827-0j 0.000468577-0j -0.000682038-0j -0.000676029-0j 0.0041709-0j -0.00246019-0j 1.623e-05-0j 0.0002485-0j 0.000289917-0j -0.000928275-0j -6.02548e-05-0j -0.000487271-0j -4.01698e-05-0j 0.00344627-0j -0.000864441-0j 9.93882e-06-0j -0.00175764-0j -0.00037687-0j 0.000307504-0j 0.00241203-0j 0.000410005-0j -0.000421989-0j -2.48538e-05-0j 0.00302574-0j 0.000111589-0j -0.000397855-0j -0.00052936-0j 0.00246213-0j 1.00418e-05-0j 0.00223637-0j 5.46607e-06-0j 0.000126839-0j -0.000812241-0j 0.00074086-0j 0.000169118-0j -0.000312632-0j -0.000246161-0j -0.000521677-0j -0.000284242-0j -0.000534845-0j 2.92886e-06-0j -0.000504257-0j -0.000329761-0j 2.33975e-05-0j -0.000335032-0j -0.000219841-0j -8.82528e-05-0j -5.56136e-05-0j -0.000372704-0j -0.000155997-0j -0.000174611-0j -0.000136019-0j -3.92377e-05-0j -6.30509e-05-0j -1.72783e-05-0j -2.62745e-06-0j 
0.00681601-0j -0.00690814-0j 0.00533437-0j -0.00538543-0j 0.0045911-0j -0.0054563-0j 0.00292826-0j -0.0123489-0j 0.00403241-0j -0.0047253-0j 0.00281146-0j 0.00301291-0j -0.00430168-0j 0.00832472-0j 0.0128103-0j -0.00422643-0j 0.00371921-0j -0.00375481-0j -0.00312549-0j -0.0101873-0j 0.00237216-0j 0.00241033-0j 0.00231934-0j 0.0102848-0j 0.00893282-0j -0.0024334-0j -0.00911182-0j -0.00389817-0j -0.0132653-0j 0.00143502-0j 0.00209205-0j 0.010829-0j -0.00250931-0j -0.00246542-0j -0.00581164-0j 0.00686754-0j 0.0163673-0j 0.00222312-0j 0.00690244-0j -0.010436-0j -0.00317406-0j -0.0059426-0j 0.0149-0j -0.0015254-0j 0.00614252-0j 0.000552338-0j 0.00599948-0j -0.0288348-0j 0.00141793-0j 0.00706251-0j 0.00755118-0j -0.00131286-0j -0.0018384-0j -0.00536025-0j 0.00441732-0j 0.000837093-0j 0.000704577-0j 0.00371199-0j -0.020185-0j -0.00146377-0j -0.0124423-0j -0.000703462-0j 0.00400607-0j -0.0176854-0j 0.000115812-0j 0.000755061-0j 0.00402642-0j -0.00731433-0j -0.000286394-0j 0.00492478-0j 0.00123931-0j 0.00407423-0j 0.00249122-0j 0.00130442-0j 0.00178456-0j 0.000659427-0j 0.000126036-0j 
-1.4965e-05-0j -1.57924e-05-0j -1.1712e-05-0j -1.18334e-05-0j -1.00801e-05-0j -1.24735e-05-0j -7.27618e-06-0j -9.25914e-06-0j -8.85343e-06-0j -1.08023e-05-0j 6.66627e-05-0j -6.61505e-06-0j -9.45204e-06-0j -3.89877e-06-0j -1.0001e-05-0j 4.73409e-05-0j -8.16579e-06-0j -8.25041e-06-0j -7.14507e-06-0j 3.74262e-05-0j -5.89438e-06-0j -5.29204e-06-0j 2.49508e-05-0j 3.78141e-05-0j -1.88328e-06-0j -5.34688e-06-0j -6.83199e-06-0j 4.3664e-05-0j -2.70058e-06-0j 1.54375e-05-0j 2.54706e-05-0j -8.45416e-06-0j 2.70157e-05-0j -5.6361e-06-0j -4.93159e-06-0j 1.57592e-05-0j -5.45714e-06-0j -4.88101e-06-0j 4.11116e-06-0j -3.3418e-06-0j -6.97432e-06-0j -4.45573e-06-0j -4.77499e-06-0j -3.48716e-06-0j -2.87676e-06-0j -1.2127e-06-0j -4.50191e-06-0j -1.96958e-06-0j -3.5233e-06-0j -5.51369e-06-0j -1.592e-06-0j -3.00127e-06-0j -1.37842e-06-0j -4.54856e-06-0j -3.51002e-07-0j -1.8379e-06-0j -1.75074e-06-0j -2.78541e-06-0j -1.45329e-06-0j -3.21632e-06-0j -1.98999e-06-0j -1.60816e-06-0j -1.87619e-06-0j -7.34174e-07-0j -2.54272e-07-0j -1.87619e-06-0j -4.89449e-07-0j -1.40184e-07-0j -6.29292e-07-0j -1.03828e-06-0j -5.80415e-07-0j -3.2374e-07-0j -3.02831e-07-0j -5.45158e-08-0j -1.00152e-07-0j -2.13327e-08-0j 5.36609e-09-0j 
6.83057e-07-0j 7.20823e-07-0j 5.34576e-07-0j 5.40116e-07-0j 4.6009e-07-0j 5.69333e-07-0j 3.32111e-07-0j 4.2262e-07-0j 4.04102e-07-0j 4.93056e-07-0j -3.04272e-06-0j 3.01934e-07-0j 4.31424e-07-0j 1.77953e-07-0j 4.56482e-07-0j -2.16081e-06-0j 3.72716e-07-0j 3.76578e-07-0j 3.26126e-07-0j -1.70827e-06-0j 2.6904e-07-0j 2.41547e-07-0j -1.13884e-06-0j -1.72597e-06-0j 8.59597e-08-0j 2.4405e-07-0j 3.11836e-07-0j -1.99298e-06-0j 1.23264e-07-0j -7.04624e-07-0j -1.16257e-06-0j 3.85878e-07-0j -1.23309e-06-0j 2.57252e-07-0j 2.25095e-07-0j -7.19304e-07-0j 2.49083e-07-0j 2.22787e-07-0j -1.87648e-07-0j 1.52532e-07-0j 3.18333e-07-0j 2.03375e-07-0j 2.17948e-07-0j 1.59166e-07-0j 1.31306e-07-0j 5.53518e-08-0j 2.05483e-07-0j 8.98988e-08-0j 1.60816e-07-0j 2.51664e-07-0j 7.26643e-08-0j 1.36989e-07-0j 6.29161e-08-0j 2.07612e-07-0j 1.6021e-08-0j 8.38881e-08-0j 7.99101e-08-0j 1.27136e-07-0j 6.63332e-08-0j 1.46804e-07-0j 9.08304e-08-0j 7.34021e-08-0j 8.56357e-08-0j 3.35103e-08-0j 1.16059e-08-0j 8.56357e-08-0j 2.23402e-08-0j 6.39848e-09-0j 2.87231e-08-0j 4.73907e-08-0j 2.64922e-08-0j 1.47766e-08-0j 1.38223e-08-0j 2.4883e-09-0j 4.57129e-09-0j 9.737e-10-0j 4.2298e-09-0j 
0.00787045-0j 0.000164389-0j -0.00592337-0j -0.00597708-0j -0.0103075-0j -0.00012486-0j -0.0074262-0j 0.00486959-0j 0.00465622-0j -0.000218629-0j 0.0032464-0j -0.0101702-0j 0.00459116-0j -0.00598902-0j 0.000104104-0j 0.000100574-0j 0.00802979-0j 0.00810261-0j -0.000217421-0j -0.00386314-0j 0.00578519-0j -0.00267646-0j -0.0130925-0j -0.00389817-0j -0.00386383-0j -0.00270073-0j -0.00698614-0j 0.000173442-0j 0.0014203-0j -0.00809442-0j 0.0103157-0j -8.46269e-05-0j 0.00814134-0j -0.000286807-0j -0.00503327-0j 0.0047512-0j -0.000110447-0j 0.0145906-0j -0.00215399-0j -0.00513778-0j -0.00658669-0j 0.0110165-0j 0.00231937-0j -0.000177318-0j 0.00859212-0j -0.00687359-0j 0.0111164-0j -0.00302554-0j 0.010512-0j 0.000326216-0j 0.00314094-0j 0.000235326-0j -0.00496339-0j -0.00868002-0j -0.00108203-0j 0.0230829-0j 0.0139962-0j 0.00687274-0j 0.00579724-0j -0.0232167-0j 0.00893621-0j 0.00022284-0j -0.013549-0j 0.00181246-0j -0.00144023-0j -0.0181872-0j 0.00614255-0j -0.000504407-0j 0.00279977-0j -0.0121076-0j 0.00610438-0j -0.00186598-0j 0.00379763-0j 0.000436037-0j 0.00105345-0j 9.49662e-05-0j -1.50171e-05-0j 
0.00112435-0j 2.34841e-05-0j 0.000879943-0j -0.000853869-0j 0.000757335-0j 1.85486e-05-0j -0.00106089-0j 0.000695656-0j -0.00260308-0j 1.60636e-05-0j 0.000463771-0j 0.000497001-0j -0.000682038-0j -0.000855574-0j 1.4872e-05-0j -5.62261e-05-0j 0.000613511-0j -0.000595332-0j 1.0625e-05-0j 0.000573887-0j -0.000859416-0j -0.00350952-0j 0.000382591-0j -0.000556882-0j -0.000551976-0j 0.00340552-0j -0.00200873-0j 1.32518e-05-0j 0.0002029-0j 0.000236716-0j -0.000757934-0j -4.91978e-05-0j -0.000397855-0j -3.27985e-05-0j 0.00281387-0j -0.000705813-0j 8.11501e-06-0j -0.00143511-0j -0.000307713-0j 0.000251076-0j 0.00196941-0j 0.000334768-0j -0.000344553-0j -2.02931e-05-0j 0.0024705-0j 9.11122e-05-0j -0.000324848-0j -0.00043222-0j 0.00201032-0j 8.19911e-06-0j 0.00182599-0j 4.46303e-06-0j 0.000103563-0j -0.000663192-0j 0.000604909-0j 0.000138085-0j -0.000255263-0j -0.000200989-0j -0.000425947-0j -0.000232082-0j -0.000436699-0j 2.39141e-06-0j -0.000411724-0j -0.000269249-0j 1.9104e-05-0j -0.000273553-0j -0.000179499-0j -7.20581e-05-0j -4.54083e-05-0j -0.000304311-0j -0.000127371-0j -0.000142569-0j -0.000111059-0j -3.20374e-05-0j -5.14808e-05-0j -1.41077e-05-0j -2.1453e-06-0j 
0.00108865-0j 0.00114884-0j -0.000819325-0j 0.000860831-0j 0.000733286-0j -0.000872594-0j 0.000529314-0j -0.00197236-0j 0.000644053-0j 0.000785827-0j 0.000449044-0j -0.00140675-0j -0.000661228-0j 0.00028362-0j -0.00213039-0j 0.000702865-0j -0.000571247-0j 0.000600186-0j -0.00151946-0j 0.00156471-0j -0.000412348-0j -0.00037021-0j 0.000370443-0j -0.00164397-0j 0.000137002-0j 0.000388965-0j -0.00145533-0j -0.000623411-0j -0.00211872-0j -0.00111963-0j 0.00037816-0j 0.00173181-0j -0.00117253-0j 0.000410005-0j -0.00105051-0j -0.000225001-0j -0.00272191-0j -0.00103799-0j 6.1038e-05-0j 0.00487262-0j -0.000487897-0j 0.000912745-0j 0.00229033-0j -0.0012392-0j 0.000209273-0j 8.8219e-05-0j -0.000958984-0j -0.00098239-0j -0.000749259-0j 0.00343344-0j -0.00011137-0j -0.000209957-0j 0.00201035-0j 0.000931761-0j 2.5534e-05-0j -0.000653116-0j 0.00012736-0j 0.00289844-0j -0.000309575-0j -0.000683977-0j 0.00123919-0j -0.000800964-0j -0.000131251-0j 0.000150394-0j -0.000199214-0j -0.000666722-0j 3.56055e-05-0j -2.98615e-05-0j -0.000403228-0j -0.000220799-0j -0.000289083-0j -2.26476e-05-0j -0.000107614-0j 3.96582e-06-0j -2.12982e-05-0j -1.49235e-06-0j 1.93002e-07-0j 
0.00278263-0j 0.00293648-0j -0.0106382-0j 0.00220032-0j 0.00187431-0j -0.0113298-0j 0.00135295-0j 0.00172166-0j 0.00164622-0j 0.00200861-0j 0.00114777-0j 0.0151519-0j -0.00858543-0j 0.000724944-0j 0.00185961-0j 0.00179655-0j -0.00741711-0j 0.0015341-0j 0.0163659-0j -0.00693807-0j -0.00535396-0j -0.00480684-0j 0.000946866-0j 0.00143502-0j 0.000350181-0j 0.000994209-0j 0.00127035-0j -0.00809442-0j 0.000502151-0j 0.00428781-0j 0.000966592-0j -0.00767904-0j 0.0126292-0j 0.00104799-0j 0.00091699-0j -0.00292143-0j 0.00101471-0j 0.0111801-0j 0.000156016-0j 0.00765446-0j -0.00633489-0j -0.00404721-0j -0.0043372-0j 0.00474573-0j 0.000534911-0j 0.000225491-0j 0.000837093-0j 0.000366228-0j 0.00807019-0j 0.0126292-0j -0.00144603-0j -0.0027261-0j -0.0167046-0j -0.00413153-0j 6.5266e-05-0j 0.00250122-0j 0.000325536-0j 0.00379071-0j 0.000270227-0j 0.00736704-0j 0.00455813-0j -0.0194887-0j -0.00170417-0j -0.000666861-0j -0.0280752-0j 0.00255333-0j 9.10091e-05-0j 2.6066e-05-0j -0.029306-0j 0.0023782-0j -0.00703386-0j -0.000294058-0j 0.000412128-0j 1.01368e-05-0j 0.0002294-0j -1.93768e-05-0j -9.97782e-07-0j 
-0.000162286-0j -3.38963e-06-0j -0.000127009-0j 0.000123245-0j -0.000109312-0j -2.67726e-06-0j 0.000153126-0j -0.000100409-0j 0.000375722-0j -2.31857e-06-0j -6.69396e-05-0j -7.17359e-05-0j 9.84437e-05-0j 0.000123492-0j -2.14658e-06-0j 8.11553e-06-0j -8.85527e-05-0j 8.59287e-05-0j -1.53359e-06-0j -8.28335e-05-0j 0.000124046-0j 0.000506555-0j -5.52223e-05-0j 8.03789e-05-0j 7.96708e-05-0j -0.000491545-0j 0.000289936-0j -1.91273e-06-0j -2.92861e-05-0j -3.41671e-05-0j 0.000109398-0j 7.10109e-06-0j 5.74255e-05-0j 4.73406e-06-0j -0.000406147-0j 0.000101875-0j -1.1713e-06-0j 0.00020714-0j 4.44145e-05-0j -3.62397e-05-0j -0.00028426-0j -4.83195e-05-0j 4.97319e-05-0j 2.92905e-06-0j -0.000356586-0j -1.31509e-05-0j 4.68877e-05-0j 6.23856e-05-0j -0.000290165-0j -1.18344e-06-0j -0.000263558-0j -6.44183e-07-0j -1.49481e-05-0j 9.57235e-05-0j -8.73111e-05-0j -1.99308e-05-0j 3.6844e-05-0j 2.90103e-05-0j 6.14802e-05-0j 3.34982e-05-0j 6.30321e-05-0j -3.4517e-07-0j 5.94273e-05-0j 3.88627e-05-0j -2.75742e-06-0j 3.94839e-05-0j 2.59085e-05-0j 1.04007e-05-0j 6.55412e-06-0j 4.39236e-05-0j 1.83844e-05-0j 2.05781e-05-0j 1.603e-05-0j 4.6242e-06-0j 7.43061e-06-0j 2.03627e-06-0j 3.09648e-07-0j 
-0.0045911-0j 0.0094022-0j -0.0035931-0j -0.00320775-0j 0.00601271-0j 0.0074262-0j -0.00853146-0j -0.0028406-0j -0.00271613-0j -0.0125045-0j -0.00189373-0j -0.00202942-0j -0.00256223-0j -0.00146354-0j 0.00595421-0j 0.00575231-0j 0.00487085-0j 0.00434847-0j 0.00425389-0j -0.00234337-0j -0.00691127-0j -0.00162354-0j 0.00763727-0j -0.00209205-0j 0.007258-0j -0.00144942-0j 0.00407525-0j -0.0103157-0j -0.000828507-0j -0.000966592-0j 0.011851-0j 0.00503327-0j -0.00149463-0j -0.0164039-0j -0.00578239-0j -0.00120736-0j -0.00631703-0j 0.0029115-0j 0.0111166-0j -0.00102523-0j 0.00367589-0j 0.00668261-0j -0.00129439-0j 0.00207612-0j 0.00209965-0j 0.00400959-0j 0.00596592-0j -0.000739351-0j -0.00413114-0j -0.00638249-0j 0.00613541-0j -0.0139962-0j -0.000422884-0j 0.0103696-0j 0.0103698-0j 0.00275644-0j 0.0160793-0j -0.000755061-0j -0.0108898-0j 0.00426226-0j -0.000747013-0j -0.00186156-0j 0.00344302-0j 0.00972703-0j -7.80078e-05-0j 0.00427724-0j -0.0317013-0j 0.00763588-0j -0.000170586-0j -0.00778006-0j -0.000217879-0j -0.0185962-0j 0.00401219-0j -0.00951468-0j 0.00545534-0j 0.00292595-0j 0.000732537-0j 
0.000725765-0j 0.000765892-0j 0.000568001-0j 0.000573887-0j -0.00238985-0j 0.00060493-0j 0.000352876-0j 0.000449044-0j 0.000429368-0j -0.00256109-0j 0.000299363-0j 0.000320813-0j 0.000458399-0j 0.00018908-0j 0.000485023-0j 0.000468577-0j -0.001936-0j -0.00195606-0j 0.000346517-0j 0.000370443-0j 0.000285862-0j 0.00025665-0j 0.00162026-0j 0.000374281-0j 9.13344e-05-0j 0.00025931-0j -0.00161977-0j -0.00211279-0j 0.000130971-0j 0.0001528-0j -0.00123246-0j 0.000410005-0j 0.0002674-0j 0.0017933-0j 0.000239169-0j 0.000155983-0j -0.00129381-0j -0.00115722-0j 4.0692e-05-0j 0.000162069-0j -0.00165352-0j 0.00141773-0j 0.000231575-0j 0.000169118-0j -0.000682041-0j 0.00479169-0j 0.00143242-0j 9.55198e-05-0j 0.000170871-0j -0.00130722-0j 7.72077e-05-0j 0.00514507-0j 6.68499e-05-0j -0.0010784-0j 1.70227e-05-0j 0.000584782-0j 0.00300129-0j 0.000135085-0j -0.000344555-0j 0.00102337-0j 9.65096e-05-0j -0.000381273-0j 0.000596965-0j 3.56055e-05-0j 1.23315e-05-0j -0.000444818-0j 0.000155733-0j 6.79854e-06-0j 3.0519e-05-0j -0.000246162-0j 2.81486e-05-0j -7.67544e-05-0j 1.46865e-05-0j -1.2925e-05-0j 4.85711e-06-0j 1.03458e-06-0j 1.28668e-07-0j 
-0.00109993-0j 0.0011148-0j -0.000860831-0j 0.00086907-0j -0.000740885-0j 0.000880507-0j -0.000472546-0j 0.0019928-0j -0.000650727-0j 0.000762542-0j -0.000453698-0j -0.000486206-0j 0.00069418-0j -0.0013434-0j -0.00206726-0j 0.000682038-0j -0.000600186-0j 0.00060593-0j 0.000504374-0j 0.00164397-0j -0.000382806-0j -0.000388965-0j -0.000374281-0j -0.00165971-0j -0.00144153-0j 0.000392688-0j 0.00147041-0j 0.000629065-0j 0.00214068-0j -0.000231575-0j -0.000337603-0j -0.00174752-0j 0.000404938-0j 0.000397855-0j 0.000937849-0j -0.00110825-0j -0.00264126-0j -0.000358754-0j -0.00111388-0j 0.0016841-0j 0.000512211-0j 0.000958984-0j -0.00240447-0j 0.000246161-0j -0.000991245-0j -8.91332e-05-0j -0.000968163-0j 0.00465319-0j -0.000228818-0j -0.00113971-0j -0.00121857-0j 0.000211861-0j 0.00029667-0j 0.000865007-0j -0.000712842-0j -0.000135085-0j -0.000113701-0j -0.00059902-0j 0.00325734-0j 0.000236214-0j 0.00200786-0j 0.000113521-0j -0.000646476-0j 0.00285397-0j -1.8689e-05-0j -0.000121847-0j -0.000649761-0j 0.00118034-0j 4.62167e-05-0j -0.000794733-0j -0.000199993-0j -0.000657476-0j -0.000402019-0j -0.000210501-0j -0.000287983-0j -0.000106415-0j -2.0339e-05-0j 
-0.00486959-0j 0.00493541-0j 0.0111409-0j 0.00384754-0j -0.00328004-0j -0.0113955-0j -0.00209205-0j -0.00301291-0j -0.00288089-0j 0.00337592-0j -0.00200861-0j -0.00182864-0j -0.00898406-0j -0.00594747-0j 0.00312549-0j 0.00301951-0j 0.00776759-0j 0.00268257-0j 0.00189697-0j 0.00726591-0j 0.00495427-0j 0.00503397-0j -0.00165701-0j 0.00250931-0j -0.00638191-0j 0.0017385-0j -0.00222312-0j -0.00814134-0j -0.000878765-0j -0.0126292-0j -0.00149463-0j -0.00772355-0j 0.00152299-0j 0.00176138-0j -0.00141793-0j 0.0143429-0j 0.00170545-0j -0.00134929-0j -0.00493134-0j -0.000923793-0j -0.00662902-0j 0.00423845-0j -0.00453858-0j 0.0134247-0j -0.00438843-0j -0.00039461-0j 0.00146377-0j -0.00300455-0j -0.000860592-0j 0.00146385-0j 0.0157707-0j -0.0027419-0j -0.0141215-0j 0.0038231-0j -0.00315589-0j -0.00736704-0j -0.000503374-0j 0.0111563-0j -0.00492478-0j 0.000888409-0j -0.00257891-0j 0.0158229-0j 0.00836668-0j 0.0126138-0j -0.00768669-0j -0.0066451-0j -0.00287662-0j -0.00178456-0j 0.0119379-0j -0.00298902-0j -0.0278758-0j 0.00850904-0j -0.0219246-0j -0.000931926-0j -0.00108311-0j 0.00137721-0j -9.00445e-05-0j 
-0.000140544-0j -2.93551e-06-0j -0.000109993-0j 0.000106734-0j -9.46668e-05-0j -2.31857e-06-0j 0.000132611-0j -8.6957e-05-0j 0.000325384-0j -2.00794e-06-0j -5.79714e-05-0j -6.21251e-05-0j 8.52547e-05-0j 0.000106947-0j -1.859e-06-0j 7.02826e-06-0j -7.66889e-05-0j 7.44164e-05-0j -1.32813e-06-0j -7.17359e-05-0j 0.000107427-0j 0.00043869-0j -4.78239e-05-0j 6.96102e-05-0j 6.8997e-05-0j -0.000425691-0j 0.000251092-0j -1.65647e-06-0j -2.53625e-05-0j -2.95896e-05-0j 9.47417e-05-0j 6.14973e-06-0j 4.97319e-05-0j 4.09982e-06-0j -0.000351733-0j 8.82266e-05-0j -1.01438e-06-0j 0.000179389-0j 3.84641e-05-0j -3.13845e-05-0j -0.000246176-0j -4.18459e-05-0j 4.30691e-05-0j 2.53663e-06-0j -0.000308813-0j -1.1389e-05-0j 4.0606e-05-0j 5.40275e-05-0j -0.00025129-0j -1.02489e-06-0j -0.000228248-0j -5.57878e-07-0j -1.29454e-05-0j 8.2899e-05-0j -7.56137e-05-0j -1.72606e-05-0j 3.19078e-05-0j 2.51237e-05-0j 5.32434e-05-0j 2.90103e-05-0j 5.45874e-05-0j -2.98926e-07-0j 5.14655e-05-0j 3.36561e-05-0j -2.38799e-06-0j 3.41941e-05-0j 2.24374e-05-0j 9.00727e-06-0j 5.67604e-06-0j 3.80389e-05-0j 1.59213e-05-0j 1.78212e-05-0j 1.38824e-05-0j 4.00468e-06-0j 6.4351e-06-0j 1.76346e-06-0j 2.68163e-07-0j 
