0.0119103-0.00828938j -0.0174291-0.00779058j -0.028166-0.0076089j -0.00639775-0.0214289j 0.0176904+0.0354691j 0.0136137-0.0224001j -0.0235843-0.023233j -0.00795839-0.0306756j 0.000354203-4.28527e-05j -0.00893352+0.00407134j 0.0279931-0.0130752j -0.0297715+0.00197272j -0.0151546+0.0030528j 0.000205068+0.0129346j -0.0118064-0.0060369j -0.00044147-0.00169322j 0.0005209-0.0230623j 0.0175564+0.0177619j -0.00292725-0.00835015j -0.0111533+0.0181025j 0.0111155+0.00788279j -0.00242969+0.00627483j -0.0012158-0.0111023j 0.0158472-0.00246751j 0.00759985-0.00260498j -0.00531123+0.00409701j -0.0046742+0.00492195j -0.00258621+0.00666775j 0.00103586-0.00773692j -0.00970528+0.0140088j 0.0203652+0.00150388j 0.00112842+0.0151266j 0.00745198+0.00533811j -0.0159931-0.00125647j 0.00990141-0.00709707j -0.00512456-0.0122546j -0.013568-0.00167032j 0.0233981-0.00555196j 0.0289365+0.0252816j -0.00432671-0.010645j 0.0140304-0.0180845j -0.00681267+0.0225498j -0.00308779+0.0181626j 0.0142517-0.0025824j 0.003846-0.0264862j -0.00658792-0.0277452j 0.00715358-0.0207375j -0.0313333-0.00934615j 7.6721e-05-0.00843084j -0.0287807-0.00117453j 0.00100573-0.0299208j 0.0065396-0.019043j 0.00839814+0.0198409j -0.0113244-0.00669003j -0.0008236-0.00446969j -0.043139-0.00680656j 0.00221459-0.00293781j -0.00904475-0.0195969j -0.00402319-0.00189941j 0.0248684+0.0151893j 0.00316363+0.0112214j 0.0144835-9.50551e-05j -0.0143778-0.0138563j -0.0150443+0.0173962j -0.00695621+0.012916j 0.0354925-0.0223436j 0.0146337-0.024829j 0.0741284+0.040495j 0.00734064+0.00279447j 0.0601808+0.0174799j -0.00407066+0.00731469j -0.0105459-0.00409656j 
0.00168708-0.00144615j -0.00206241-0.00227855j -0.00563317-0.00555815j -0.00212187+0.0059877j 0.00149176+0.0020267j -0.00633151+0.0130112j 0.00558451+0.00325899j -0.000516154+0.0101931j 0.00965132+0.00236363j -0.00463569-0.00103455j -0.0150337+0.0107916j -0.00303074-0.00216281j -0.00351159+0.00186773j -0.0100693-0.000437002j -0.0052602-0.00701076j -0.00177973+0.00127804j 0.000224519+0.00389497j 0.00659216+0.00122229j -0.00159481+0.00176662j -0.00173796-0.00319393j 0.00482379-0.0064281j 0.00391909+0.00187646j -0.00621966-0.000586581j -0.0077085+0.00995881j -0.000261792+0.00161615j -0.00415405+0.00210128j 0.0129792+0.00210491j 0.000505792+0.00181473j -0.00249573-0.0050827j 0.000731037-0.00886451j 0.00776859+0.00251884j 0.00671335-0.00139076j -0.00126078-0.00612247j 0.00651026-0.00753069j -0.0145058-0.00420677j 0.00803416+0.000264371j 0.00146221+0.000896411j -0.00841049+0.00411988j 0.00204903+0.00277067j 0.00231429-0.00479689j -0.00224039-0.00311417j 0.0143563-0.00395222j -0.000618515+0.00705923j -0.00189906-0.0022792j 0.00341614-0.00336028j 0.00129231-0.00204658j -0.00157199+0.0141795j -0.000513385-0.00180695j 0.00644013-0.00552989j 0.0101871-0.00708409j -0.0106373+0.0168598j 0.00571193+0.00410707j -0.00937262-0.00768519j -0.00314085+0.00166332j 0.00280781+0.0116095j 3.43668e-05-0.00633573j 0.00645305-0.00653499j -0.00563935-0.00750701j 0.0121422+0.00301878j 0.00178619-2.01697e-05j 0.00993655-0.000879961j -0.000963955-0.0069057j -0.00224795+0.00686851j -0.0214948-0.00723219j -0.00586627-0.00540597j -0.00409522-0.000267634j -0.00199832+0.00677138j -0.0114018+0.00217714j 0.00313906-0.00185051j -0.0110368+0.00472482j 0.00393062-0.0043568j 0.00467311+0.00137167j 
-0.0115043+0.00788017j -0.00922584+0.00203866j 0.00373137+0.0101861j 0.00315816+0.00990439j -0.0187906+0.0108046j -0.00326645+0.0137005j 0.0127036+0.00988185j -0.0038038-0.00911631j -0.0132454-0.0121022j -0.00342555-0.00317899j -0.00174651-0.00624086j -0.0104834-0.00171903j 0.00302256-0.0230914j 0.00557632+0.00510555j -0.00421189+0.00113683j -0.0114421-0.00156105j 0.00355901+0.00714869j -0.0024295-0.012288j -0.00571046+0.00356516j -0.00636433+0.0133208j -0.00799283+0.0123545j -0.000396153+0.00259961j 0.0150702-0.00299691j 0.00515636-0.00915119j -0.0038758+0.0058373j -0.0089836-0.0145084j 0.0042481-0.00522313j 0.00399883-0.0176572j 0.00331702+0.0043127j 0.00430812+0.00339446j 0.00279441+0.00804677j 0.00770837-0.003478j -0.00841152-0.00862465j 0.0100446+0.00896262j -0.0079285+0.00158274j 0.0062652+0.00158747j 0.0105014+0.00123564j 0.00337816+0.00180449j -0.00375073-0.00417434j 0.00340165-0.00388778j -0.00223926-0.00223769j -0.0105246-0.00384877j -0.00201676-0.00461845j -0.0001113-0.0112564j -0.00570536+0.0106291j 0.00378121+0.00412087j 0.000275312-0.0112764j 0.00317117+0.00461187j 0.00282764-0.0111739j -0.0034707+0.00165233j -0.00782575+0.00160262j -0.00563778+0.000983738j 0.0037174+0.00778574j -0.00281649+0.00081075j 0.00487335-0.00636058j 0.00810795+0.00560696j -0.000629683+0.00388795j 0.00435314+0.00466105j -0.00807088+0.00461749j -0.00403007+0.000651836j 0.00617829-0.00256238j 0.00539305-0.00709892j 0.00243382+0.00726337j 0.00750271+0.00672698j -0.00421976-5.5094e-05j -0.00105026+0.00519755j -0.000519692+0.00807161j -0.00354899-0.00549101j -0.00327725-0.00437857j 0.00518867-0.00112197j 0.00172787+0.00160281j 9.5842e-05-0.00105705j 
0.0147719-0.00469696j -0.00767297+0.0121921j -0.000635322+0.00954238j 0.000740153-0.00753598j 0.0135714+0.0214661j -0.000981985-0.0149344j -0.00508979-0.00695309j -0.0156053-0.00222158j 0.0134384+0.00767016j -0.00878029-0.00285551j -0.00173569-0.00146553j 0.0212977-0.00502837j 0.000505179+0.00912267j -0.00203994+0.0120144j -0.00248498+0.0184446j 0.0118725-0.0011779j -0.00176658-0.00933161j 0.015562-0.0031669j 0.0176481-0.00187753j -0.00398081-0.00348299j -0.00960916-0.00300512j -0.00821698-0.00462361j -0.00958476+0.00527708j -0.00580035-0.00339853j 0.00923556+0.000240981j -0.00257593-0.00883937j -0.0043748+0.0211017j 0.00712668-0.000875755j -0.00305484-0.00333613j -0.00597008+0.00222651j -0.00768567-0.0167436j 0.00285253+0.00278203j 0.0131155-0.00485732j -0.0103151+0.000548839j 0.011056-0.00558283j 0.00973549-0.0062412j -0.0054765-0.00295258j 0.00144652+0.00597774j 0.00853962+0.000621084j 0.0044541-0.00763684j 0.00656311-0.00836025j -0.00711445+0.00590062j -0.00388425+0.00495596j 0.0113519+0.000422384j -0.00161822-0.00406155j -0.00981258-0.00753753j -0.00299982-0.00486847j -0.0140508-0.000151969j 0.00715072-0.000431096j -0.000997022+0.00591934j -0.000173346-0.00510444j -0.00230742+0.00369241j -0.00549566+0.00543514j 0.00607871-0.0060188j 0.00369739+0.0141515j 0.00320977-0.00776752j 0.0021805-0.00495074j -0.00593511-0.000280386j 0.00731155+0.00624091j 0.00182306+0.00336597j 0.0100697-0.00165955j 0.00461938-0.0125571j 0.00407645+0.0016823j -0.0046962-0.00204757j -0.00262519+0.0102495j 0.0027622-0.00282623j 0.00108133+0.00129369j 0.00896312+0.00792706j -0.000449285+0.000173349j 0.00261792-0.00421509j 0.00380435+0.0024738j -0.00431856+0.000440558j 
-0.00725714+0.00819211j -0.00943901-0.00304902j 0.0103604+0.00700366j -0.00595116+0.00176747j -0.00947522+0.00922164j 0.010114+0.00854373j -0.00182887+0.010616j -0.0120067-0.000383244j -0.00454525+0.00367786j -0.0115177+0.00400226j -0.00692387+0.000501455j -0.00254217+0.0078933j 0.00327181-0.0114656j 0.00347708-0.00271186j 0.00393503-0.00228693j -0.00443513-0.000168899j 0.00744275-0.00198271j -0.000618061-0.00921773j 0.00256006-0.00210547j -0.00255706+0.00699914j -0.00363403+0.00338785j 0.000477842+0.00198444j 0.00128561+0.00522154j 0.0051963-0.00716851j 0.0073357+0.00403047j 0.00188562-0.00342003j 0.0090487-0.000170814j 0.00555155-0.00389687j -0.00864745-0.00338977j -0.00971032+0.0103178j 0.00633979-0.00330815j 0.0185968-0.00251026j -0.00617294+0.000110174j 0.00760504+0.000426581j -0.0135597+0.0022909j -0.00770483-0.00408821j 0.00465128-0.00400394j -0.00287759-0.00311426j 0.000670902-0.0078951j -0.00693708-0.00126953j -0.00639096-0.00378794j -0.00291241-0.00710581j 0.0109532-0.000864151j -0.000750255-0.00535168j -0.00173764-0.00216904j 0.00395073+0.00648665j -0.00624511-0.00495836j 0.000802171-0.00351912j 0.00184477-0.011296j -0.000247113-0.00176817j 0.000561735-0.000135997j 0.00305947-0.00948781j 0.00116088+0.00554274j -0.00456015+0.00255431j 0.00761867-0.00159341j -0.00320362+0.0070503j 0.0084919-0.000213591j -0.00222228-0.00668836j 0.000380676+0.00983236j 0.00478382+0.00705904j 0.00375035+0.00667951j -0.00697535+0.00358099j 0.0101851-0.00455898j -0.00386443+0.0046826j -0.009207-0.000486114j 0.00173516+0.00296228j 0.000654539-0.000171662j 0.00513402+0.00351282j -0.00064224+0.000200677j 0.00592362-0.000896067j 0.00352654+0.00493602j -0.0013557+0.00174686j 
0.00537372+0.00111073j -0.0130354+0.00697265j 0.0115217-0.00603823j -0.00189734-0.0062082j -0.00839901+0.0182969j 0.00248044-0.00972017j 0.00241007+0.0070637j -0.00898671+0.00115061j 0.00173032-0.00929208j -0.0192913-0.0135642j -0.0160473+0.0117794j 0.00621602-0.00715278j 0.0112868-0.000269989j -0.00576071+0.00793643j 0.00117102+0.0108566j -0.00465214+0.00129564j 0.000681724+0.00456981j 0.00342477-0.0111555j 0.0126305-0.00602132j -0.00411256-0.0107379j -0.00112199-1.80207e-05j -0.00150004-0.00538611j -0.0066931+0.00552674j -0.011614-0.0011098j 0.0106615+0.00310193j 0.00238666-0.00807838j 0.00478754+0.00586182j 0.00351989-0.00746776j -0.000681201-0.000429174j -0.0176274+0.00160834j -0.00583563-0.0149116j 0.0104985-0.00195792j 0.00473016+0.000330338j 0.00317841-0.00776495j -0.00464746-0.00813024j -0.00361192+0.00242932j -0.00105578-0.00452742j -0.00528415+0.00608307j 0.0104748-0.00755969j 0.00548187-0.00279893j -0.00991769-0.00791305j 0.0125763+0.0066538j 0.003284+0.000535883j -0.00691735+0.00908099j -0.00855137+0.000448379j -0.00114976-0.00187187j -0.00245622+0.000955724j -0.00456696+0.00406982j 0.00241416+0.00478603j -0.00890361+0.00204039j -0.000706221-0.000578203j 0.000751674-0.00112775j 0.00149374-0.0114559j 0.00437379-0.00731419j -6.46426e-05+0.000624396j -0.00843222+0.00615282j -0.00118854-0.00756177j -0.00590646+0.00101434j 0.00774391+0.00065533j 0.00225079-0.00167055j 4.09274e-05-0.000477613j -0.00347105-0.00010191j -0.000229368-0.00279045j 0.00024983-0.00794153j -0.00646013+0.00181814j 0.000688113+0.00525789j 0.00151407+0.00586601j -0.0103534+0.014917j -0.00152748-0.000138976j -0.011539+0.00237049j 0.00326541-0.00679616j 0.0022473+0.000688192j 
0.00237167+0.00467431j -0.00627451+0.00926608j 0.00971407-0.00306109j 0.00101339+0.0125844j -0.0156036+0.00438065j -0.00264626-0.00729689j 0.00815751+0.0066478j 0.00127186-0.00262325j -0.00594153-0.00693071j -0.00274793+0.00366597j 0.00751157+0.0102108j 1.18983e-05-0.0156349j 0.0110719-0.0027127j 0.00146697+0.00144034j -0.00238734+0.00303477j 0.00607497+0.00156187j -0.00858117-0.00270251j -0.00670747-0.00266413j -0.00430619-0.00404832j -0.00198686-0.00291399j 0.00491033+0.00403746j 0.00252188+0.000104822j 0.00100119-0.00937732j -0.00331149-0.000375639j 0.000746403-0.00130594j 0.00191599-0.00156315j 0.00173452-0.00442296j -0.00259812-0.00527565j 0.00199145+0.0040191j 0.000551152+0.00620597j -0.0102189+0.00116957j 0.00645247-0.00420571j -8.26431e-05+0.0109404j 0.00716785-0.0061067j 0.00202418-0.00495169j -0.00244276+0.000843796j 0.00249983+0.000146377j -0.00732644+0.000205423j 0.00213908-0.00805192j 0.00186148-5.78867e-05j 0.000246684+0.00181331j 0.00921151+0.0034138j 0.00935834+0.00190292j 0.00292406+0.00130643j -0.010945-0.0101234j 0.00582363-3.84353e-05j -0.0124004-0.0112345j -0.0121805-0.00841897j -0.00679081+0.00912949j 0.00377829+0.00213593j -0.00487681-0.00798709j 0.00629801-0.00813002j 0.00473809-0.00762659j -0.00721632-0.0094805j 0.00414723-0.00234004j -0.00574827+0.0103731j 0.000782031-0.00487673j 0.00423014-0.00432145j -0.00267254-0.00287039j 0.0028991+0.00104559j 0.00267778+0.00322688j -0.00688924+0.0152143j 0.00719276+0.0042264j 0.0143112+0.00585357j 0.00370181+0.0101808j -0.000637489+0.00408254j 0.00261377+0.00175639j -0.00418154+0.0008582j -0.00143896+0.000276692j -0.00296966-0.00472261j 0.00133823-0.000567719j 0.00426464+0.000879105j 
-0.00584052+0.0125208j -0.00689587+0.00544216j 0.017144+0.00836309j 0.00829731+0.00870077j -0.0185695-0.0148241j -0.00663876+0.00752569j 0.0310954+0.0186068j 0.0197958-0.00289783j -0.0016243-0.00160774j 0.00174691+0.00154986j -0.00331796+0.00824634j 0.0111343-0.0128982j 0.0152065-0.0101436j 0.00158346-0.000418593j 0.00377575+0.010594j 0.0122125+0.00880494j -0.000234685+0.00740085j -0.00638561-0.00513772j 0.00455631+0.00667786j -0.00742837+0.00121272j -0.00734062-0.000665194j -0.00501375-0.000255125j 0.00200055-0.0109814j -0.00724029+0.00869795j -0.0059297+0.00362101j -0.00278283-0.00266801j 0.00778643+0.00657029j -0.00418781-0.00739075j -9.97352e-05-0.00394433j 0.000455711-0.00137571j -0.00887589+0.00685052j 0.00366784-0.006371j -0.00251026+0.00072169j 0.00463254+0.000483463j -0.0107153-0.00261219j 0.0106323+0.00188224j 0.000397782-0.00392023j -0.0177971-0.0051432j -0.00530857-0.0078022j 0.0035332-0.00396769j -0.0027031+0.00284304j 0.00475455-0.00227372j 0.00234739+0.00365737j 0.00259359-0.00750955j -0.00432377+0.000922208j 0.00103425+0.0107306j -0.00442209-0.00253889j 0.00764026-0.00575735j 0.00152795+0.000481615j 0.00971801+0.00331872j -0.00823418+0.0150575j 0.00430378+0.00666033j -0.000710174-0.00766774j -0.00590673+0.000851292j 0.00919714-0.00139652j 0.0165067-0.00131133j -0.00183605-0.00197084j -0.00529149+0.00359215j 0.0067312-0.000614523j 0.00219043-0.00589421j 0.00790094+0.00485789j -0.00776037+0.0118864j 0.0112025+0.0146546j 0.00181045-0.00171629j 0.000508274+0.012257j -0.00695026+0.00680421j 6.29738e-05+0.00895052j -0.016737-0.00850412j -0.00391806-0.00956232j -0.0134299-0.00410486j 0.00231154-0.00363258j 0.0105989-0.00383649j 
0.00270806+0.00203585j 0.0020403-0.00120444j -5.94716e-05+0.00818639j 0.00959825-0.00717397j -0.00534229-0.000204501j 0.00272262+0.0277186j 0.00197882-0.000493851j 0.00779022-0.0129965j -0.0023048+0.0102112j -0.00605776-0.00171195j 0.00637599-0.0029871j -0.00353881-0.0050228j -0.00605895-0.0124025j -0.00144204+0.0129798j -0.00418353+0.0130184j -0.014205-0.00389158j 0.00199033+0.00731646j 0.00255046+0.00335329j -0.00062355+0.00434383j -0.00729867-0.0108649j 0.00314818+0.00287987j -0.00311012-0.0103869j 0.0107065-0.00355654j 0.00439289-0.00394843j -0.00379685+0.0104j -0.00747382-0.0153326j 0.00206678+0.00266996j 0.00159316-0.0114727j 0.00576714+0.00610959j -0.00185317-0.00474511j 0.00991841+0.0085379j -0.00725197-0.00157389j -0.00508151-0.000229821j -0.00784053+0.00654585j -0.00552316+0.00664761j 0.0033485+0.00119088j -0.00396924+0.005014j 0.0133384-0.018089j -0.00392326+0.00680267j 0.00228026-0.00246036j -0.00486802+0.0126623j -0.0088678-0.00292656j -0.00315155-0.0148097j 0.00913458-0.0146523j 0.00528565+0.0140948j 0.00361015+0.00895118j 0.00455636-0.00861042j 0.00824957+0.00674525j 0.00788043-0.0108317j 0.00203241-0.00561103j 0.00974787+0.00703284j 0.00199229-0.010622j 0.0167175+0.0170287j -0.00952643+0.0190119j 0.00201712-0.00563811j 0.0137854-0.00170707j 0.00273031+0.000491994j 0.00226959+0.000166342j -0.0060504+0.0138215j -0.000548678+0.000165148j 0.0043485-0.00217139j 0.0146925-0.00788937j 0.00317681+0.0144031j -0.00338054+0.0113282j 0.00560718-0.00313989j 0.00109788+0.000340146j 0.00933905+0.00767715j 0.0139137-0.0149715j -0.00768974+0.0039012j 0.00876847+0.00475649j -0.00232966-0.000695717j 0.0012621+0.000751037j 
0.000226015+0.00293703j -0.00537854-0.000411245j -0.00711351+0.000818131j -0.0015498-0.00993982j 0.021443-0.000529353j 0.00784775-0.0166268j -0.00343914+0.00137395j 0.0118479-0.00650753j 0.00272495+0.00401512j 0.00266755+0.0147937j 0.000432004-0.00285201j -0.00282511+0.0100185j -0.00355779-0.00444819j 0.0161702+0.0159797j 0.00760138-0.0117576j -0.00876409-0.000950798j -0.00209624-0.0057471j -0.00613332+0.014733j 0.00515313-0.00376482j -0.0023906+0.00633752j 0.0132107-0.00769533j 0.00529557+0.00329485j -0.00886441-0.00477168j -0.0100856+0.00562304j 0.00134675-0.0108538j 0.00518819+0.00442564j -0.00863414+0.00220863j -0.00237469+0.00100607j -0.00135709-0.00686461j -0.00747445+0.00914046j 0.0077543-0.000970444j -0.00805703+0.00863173j 0.0112039+0.0202058j -0.00909737-0.00464291j 0.00464931+0.00170986j 0.014795-0.00665929j -0.0080289+0.0110587j 0.0053463-0.00968068j 0.00196545-0.000468759j -9.02331e-05+0.0026102j 0.0101825-0.00765979j -0.00438698+0.00608446j 0.000169858+0.0016071j 0.00056445+0.00248944j -0.0083658-0.0142031j -0.00224896-0.00985735j 0.00200362+0.00394078j -0.00494154-0.0136951j -0.0157259+0.0200267j 0.00661817+0.0164341j 0.00748487-0.0102458j 0.00441504+0.00437498j -0.0046321+0.00309669j 0.00479073-0.00358415j -0.000454411+0.0112697j -0.00590405-0.000532848j 0.00243985+0.00549993j 0.00429065-0.00155073j 0.00272597+0.0061986j 0.00105286+0.012967j -0.00401652-0.00927676j 0.0141905+0.00129596j -0.00590444-0.00631495j 0.0118906+0.00256409j 0.00593871-0.00441968j 0.00147081-0.00831317j -0.00369607-0.0103633j 0.0166164-0.00234027j -0.000592414+0.00744809j 0.0144499-0.00296982j -0.00751206+0.00292552j -0.00636577-0.00494183j 
0.00199149-0.00604385j -0.00522386-0.00395087j -0.0100368+0.007917j 0.00659484-0.0117879j 0.0243736-0.0231148j -0.00829942+0.00339199j -0.00726539+0.0103215j 0.0189131+0.00912475j -0.0002677-0.0096541j 0.0073103-0.00448951j -0.00225166+0.0121714j -0.0200092-0.000350152j 0.0042767+0.00807604j 0.0118514-0.012351j -0.00263561-0.0110554j 0.00192769+0.000679374j -0.00810877+0.0112094j -0.00378799+0.0093086j 0.00192245+0.00202552j -0.012568-5.15432e-05j 0.0179883-0.0028346j 0.00829946+0.00373498j -0.0084098+0.00150315j -0.00514443+0.0179218j 0.00300003-0.0100319j 6.2381e-05+0.0153783j -0.00250694+0.00375468j -0.00895117+0.0142276j 0.0119234+0.00551332j -0.000546043-0.0010098j 0.00969117+0.0105844j -0.0101485-0.0112571j 0.00983037+0.00174453j -0.00210362-0.00428974j -0.00172558-0.00550839j 0.0137007+0.0183257j -0.00673791-7.04698e-06j -0.00358543-0.00186475j -0.00037333-0.00567041j 0.00536486+0.00596028j 0.00145975-0.0043244j 0.0217722-0.00492997j -0.00380025+0.0191301j -0.00262165+0.0112798j 0.0156463+0.00677567j 0.00460595-0.00440685j 0.00719132+0.0128991j 0.00494815+0.00964879j -0.00737238+0.00272143j 0.00173604-0.00302253j 0.00772265+0.0166136j -0.00885897+0.00911671j -0.00806056-0.0154451j -0.00994403+0.0091542j -0.0113756+0.002857j -0.00730606-0.0121302j 0.00187828+0.00707181j -0.0148045-0.00739171j 0.012367-0.00534517j -0.0153635+0.00548137j -0.0179689+0.00335297j 0.00181211-0.0210723j -0.0212662-0.00805253j -0.0215257-0.0106779j -0.016464-0.0242571j 0.00114993+0.00117504j -0.00634748-0.0075541j -0.0128096+0.00747109j -0.000713123+0.0067961j 0.00487991+0.000798906j -0.00272276-0.00382127j 0.00252088-0.00323019j 
0.00338889+0.00175394j 0.00603163+0.0105099j 0.00904119+0.00209519j 0.0176271+0.0192446j -0.0273192-0.0162846j -0.0118933+0.0122241j -0.0042319+0.00418896j 0.0131503+0.00926104j -0.00595775+0.00158611j -0.00378665+0.00138025j 0.0055224+0.0190107j 0.00788549-0.0157561j 0.0173122-0.00516013j -0.00884912-0.0161438j -0.00841501-0.00448157j 0.00295252-0.000777496j -0.0108451+0.00326934j -0.0115868-0.00342795j -0.0122306-0.00233564j 0.00156075-0.00695648j 0.00512127-0.000733745j 0.00694066-0.00270588j 0.00258029-0.00607111j -0.0111936+0.00446335j -0.00218577-0.00259594j 0.00801104+0.00904709j -0.00061555-0.00931688j -0.00065792+0.00918903j 0.0143307+0.00824164j -0.00397682+0.00244593j -0.0208831+0.00828477j -0.0116752-0.0115144j 0.00161221+0.00783569j 0.00156262-0.00856213j -0.00251456-0.000601731j -0.00903627+0.00432299j -0.00132097+0.000439216j -0.00191347+0.00383146j -0.00515265-0.0130586j 0.00981951-0.00260871j -0.0067601+0.00679133j 0.0162468-0.00445095j 0.00414812+0.00841565j -0.00691388+0.00549861j 0.00107434-0.01123j 0.00694379+0.00513955j -0.0081328-0.00685152j 0.00114359-1.02995e-05j 0.00638917+0.0150017j -0.0020482+0.00958332j -0.00104989+0.0020213j -0.00330855-0.00721349j 0.00728056-0.0194718j -0.00770432-0.0102572j -0.0043401-0.00902655j -0.00925014+0.00116741j -0.0141653+9.32944e-05j -0.00279832-0.00880008j 0.00561961-0.0163677j -0.000655676+0.000797347j -0.006736+0.0045855j -0.0113664+0.0222193j -0.00510642+0.00510151j 0.00746225-0.00822449j -0.00261574+0.00339349j -0.00465807+0.0101762j -0.000909893+0.00222404j -0.021363+0.0154351j 0.00797099-0.00357016j -0.0116892+0.00204983j 0.0046372-0.00489612j 0.00850487+0.00153971j 
-0.00112305-0.0130128j 0.0122282+0.00281956j 0.0119631-0.00493029j 0.000270013-0.00751208j -0.0141125+0.00812202j 0.00926013+0.00881615j -0.00129749+0.0131199j -0.0052436+0.00249541j 0.00221377-0.0153652j 0.000810644+0.00466632j 0.00396287+0.00588312j -0.00325205-0.000457606j 0.00484831-0.00407111j -0.0141254+0.00152047j -0.00292012-0.00779752j -0.00206383+0.00273672j -0.00468338+0.0011171j -0.00719538-0.000566985j -0.0124952-0.0161363j 0.00107244-0.00403991j 0.00099449-0.00590052j -0.0018643-0.00143515j 0.00246319+0.00285524j -0.00456248-0.0102913j -0.00176867+0.00976447j 0.00454602+0.000588332j 0.00509946-0.00690697j 0.0108368+0.00183785j 0.0139369-0.00370592j 0.00580553+0.00845567j 0.00132193+0.00415409j -0.00957244-0.00869276j -0.00100309+0.00793704j 0.00687064-0.00130387j -0.00764131+0.00127572j -0.00763173+0.0073126j 0.00919603+0.0057603j -0.00776502-0.00646995j -0.00769876-0.00562411j 0.000216146+0.00195163j -0.00738078+0.00682339j 0.00557039+0.00141752j 0.000704884-0.00218486j -0.00164693-0.00568645j -0.00680823-0.00230187j 0.00947257+0.00931545j -0.0040348-0.000502547j 0.00784453+0.00125442j 0.00351159-0.003146j -0.0102262+0.00692906j 0.000361842-0.000362547j 0.00690802-0.00301233j 0.00764299-0.00523863j -0.00178007+7.91905e-05j 0.00452429-0.00552084j -0.00171967+0.00949463j -0.00666862-0.00336664j 0.00431226-0.00742328j 0.00355336-0.00494622j -0.00549575+0.00783669j 0.00237789-0.00322477j -0.00487361+0.00222468j -0.00452882+0.00205056j 0.00636732-0.0030361j -0.00207738-0.0027236j -0.00859576+0.00638203j 0.0019612-0.00218906j 0.00253765+0.00794979j -0.00268403+0.00148264j -0.00297046+0.000488695j 0.00192648-0.00426785j 0.00297399+0.00107202j 
-0.00698917+0.00131544j -0.00293753+0.0101055j 0.0140361-0.00313267j -9.82202e-05+0.00208817j -0.00360224+0.02364j -0.00258582+0.0187327j 0.00604025-0.000800892j -0.00690695+0.0100287j 0.00597384+0.00136927j 0.00602499+0.00632896j -0.0090241+0.0145418j 0.0205999-0.0161875j -0.000815808-0.00314927j 0.0099284+0.0219628j 0.00508568-0.00535387j 0.0138537+0.00304773j -0.00135336-0.0044348j 0.00345539-0.000808713j 0.000631354-0.00438079j 0.00612106-0.0161438j -0.00955098-0.000739617j -0.00534078-0.00463066j -0.00780161-0.00809986j -0.011047+0.0106266j -0.00290341-0.00225628j 0.00105036-0.00603967j -0.00461204+0.000747155j -0.00232225-0.0115693j -0.0084704-0.0057504j 0.00451552+0.00140494j -0.00574688+0.00478983j -0.00632655-0.00514795j 0.0048744+0.0122701j -0.014318-0.00066228j -0.0138399+0.00941206j 0.0188277+0.00683097j -0.00178548+0.00885575j -0.0120844+0.0145542j -0.00335786+0.00294977j 0.00625976+0.00340077j 0.00603756+0.012741j 0.00710632+0.00171281j -6.20959e-05-0.0032717j 0.00365048-0.0118135j -0.0150841-0.0211647j -0.00941312+0.0108571j -0.00434955-0.00308317j -0.00287998-0.00938036j -0.00054101+0.00286945j 0.0135455+0.00871652j -0.000453996+0.00457548j 0.00428638+0.00775923j -0.00548943-0.0125001j 0.00740208-0.0105592j 0.00813892+0.0106776j 0.0135712-0.00771636j 0.00505375-0.0143263j 0.0100941+0.0034023j 0.0021799-0.0115308j -0.0032913+0.0043663j 0.0171735-0.0208654j 0.00711502-0.00887712j -0.00228158+0.0170173j 0.0159676-0.00799909j 0.00326714+0.00704186j -0.0235364+0.0030848j 0.00102271+0.020383j 0.00352446-0.0150715j -0.00212007-0.00404962j 0.00202221-0.00809267j -0.00312041-0.00168252j 0.000926432-0.0031223j 
