-0.0110778+0.0148767j 0.0236575+0.0130387j 0.0154327+0.012925j 0.00233125+0.0292738j 0.0127718-0.0466528j 0.0331557-0.0157984j 0.00967105+0.0319655j 0.00926364+0.0343199j -0.0142357+0.0125934j -0.0223025-0.00347655j -0.0368518-0.00861412j 0.0493503+0.0212928j 0.00180456-0.00361629j -0.0154898-0.01727j -0.0255844-0.017793j 0.00835218-0.00445332j 0.0100197-0.0161023j -0.00556187+0.00430887j 0.00658356+0.0147582j 0.0142231-0.0398233j 0.0171046-0.00287599j 0.00916496-0.0242388j 0.0103801+0.013994j 0.00118382-0.0118701j -0.000998627+0.00724969j 0.0105628-0.00781369j -0.00536666+0.00601278j 0.00674776-0.00497614j 0.00238666+0.0163866j 0.0172327-0.00611553j -0.00640279-0.0138246j -0.0119584-0.000639149j -0.0199398-0.0031866j -3.61238e-05+0.0030386j -0.0227831+0.00291712j 0.0110329-0.00414532j 0.0213435+0.00365868j 0.0207845+0.00887041j -0.00697962+0.00671951j -0.000644588-0.0256397j 0.00841982-0.00875495j 0.0104189-0.0273287j -0.00917786+0.00175311j -0.0122127+0.0255257j -0.0194684-0.0136172j -0.00511639-0.0149961j -0.00262669-0.0133418j 0.0193348-0.0071041j -0.0113025-0.00867228j -0.00456507-0.000990369j -0.00789641+0.00717645j -0.00883473+0.0459489j -0.00509643-0.000720268j -0.0280741+0.00972957j 0.00134423-0.0157526j -0.00346463-0.0196101j -0.00526226+0.0116223j 0.00923357-0.00431257j 0.00411432-0.00731827j 0.0199815+0.0258988j 0.0514133-0.00435678j 0.00962798-0.0180681j 0.0239329-0.00432409j -0.00495482-0.0556617j -0.015334-0.000562012j -0.0212038+0.0323312j 0.00694035+0.0355825j -0.0165356-0.0144415j 0.0299026+0.0219757j 0.0369504-0.0280931j 0.00364365+0.0172686j -0.0196805+0.00535126j -0.0304311-0.0245043j -0.010368+0.00630455j -0.0322293+0.00820347j -0.0333208-0.0398873j -0.00907023-0.0384698j -0.0225424-0.019292j 0.0154941+0.0232531j -0.0159797+0.0384868j 0.0186229-0.0146206j 0.0531126-0.000688961j -0.0277132+0.0234465j 0.019806-0.00598535j 0.0444413+0.0123625j -0.0219461+0.0175416j 0.0147842-0.00118458j -0.0458183-0.0344309j -0.0221929+0.00348098j -0.0150259+0.0189725j -0.0399231+0.0596859j -0.0700773+0.0334766j -0.052245+0.0506443j -0.106088-0.0813193j -0.0212447+0.0183233j -0.0803775-0.0280039j 0.00300566+0.00556146j 0.0129119+0.0140188j 
0.00054463-0.000381139j -3.39775e-05+0.00634381j -0.00686854-0.00130919j 0.000151088-0.0099947j 0.0282567+0.0164953j -0.008014+0.00132105j 0.0105371+0.00339155j 0.00626779-0.0176653j -0.0121598-0.0130528j 0.0115293-0.0192208j 0.0102456-0.0131511j -0.00574806-0.0157597j 0.00382105+0.00894524j 0.00869849+0.00969942j 0.00815901-0.0119556j 0.0109604-0.00290293j 0.00985361-0.015298j 0.00304591+0.0136486j -0.0162742-0.0192382j -0.00956252+0.000476937j 0.0190082-0.000860448j -0.00339206-0.00181234j 0.00553945+0.0135767j -0.0151664-0.0029622j -0.00136726+0.0187966j 0.00311823+0.00185865j 0.00556632-0.00435j 0.00426061+0.00473064j 0.00327366-0.00498206j -0.00133722-0.000130984j -0.00391321+0.010552j -0.00152806+0.00273537j 0.0073598-0.00723917j -0.0193468-0.0037117j -0.0128712-0.0121413j 0.00329577-0.0151651j 0.00278632-0.00612036j -0.0146632+0.0150744j 0.00543652-0.0037708j -0.00209679-0.00365209j -0.00521166+0.00793966j 0.00413986-0.00583026j 0.00614817+0.0140655j 0.00903029-0.0068196j -0.0020967-0.00513067j -0.0101741+0.00639196j -0.00233504-0.00477329j -0.0154403+0.00830271j -0.0147264+0.00323222j -0.0169582+0.00927825j -0.00469153+0.0123003j -0.00852205+0.0219947j 0.00752629+0.00376057j -0.00360998+0.00798119j 0.00161691+0.00209504j -0.0100323-0.00254434j 0.0167154+0.000475948j 0.0162821-0.00742233j 0.0148239-0.0127943j -0.00226907-0.00112461j 0.00332277-0.0142163j -0.0182875+0.00866344j 0.0026273+0.00590269j -0.0057097+0.00882091j 0.0091617-0.00275105j 0.0191379-0.0186142j 0.00559603+0.0145244j -0.00537069+0.010664j 0.00124732+0.00119266j -0.00768722-0.00825567j 0.0051316-0.00782894j -0.02415+0.00347745j 0.0221653+0.00590562j 0.00380943-0.0279541j 0.00923419-0.012656j -0.00909547-0.000844682j 0.00921931+0.00497305j -0.00563523-0.00976822j 0.0136138-0.00872533j -0.000820196+0.0136701j 0.0143292-0.0102183j -0.00265724-0.0181771j 0.00356058+0.00043381j -1.52135e-06+0.000761525j 0.00243117-0.00226695j -0.00188569-0.00544707j -0.00741399+0.0132705j -0.00163414-0.0197403j -0.00942254-0.00450779j -0.00875562+0.0103719j -0.0116646+0.0143717j -0.00154629+0.00273451j 0.00421696+0.00685454j 0.013212-0.0207951j -0.00520199+0.0120299j 0.0011931-0.00473335j 8.43667e-05+0.00211545j -0.0027576-0.00158971j 
-0.0054501-0.000648625j 0.00267118+0.00310486j -0.000186686-0.0153771j -0.00394975+0.000616318j -0.00955996+0.0272243j -0.0134735-0.0207222j -0.0138263+0.000797196j -0.0225433+0.00599481j 0.00107527+0.00265519j 0.0140258-0.0113631j 0.0101329-0.00130848j -0.000955665+0.00395333j -0.0141047+0.00970284j -0.0019758+0.0130571j -0.0170453-0.000266031j -0.000154665-0.0100331j 0.00290433-0.00666339j -0.0159898+0.00733307j 0.0107178-0.0144173j 0.00419443-0.00238647j 0.0018299+0.0101932j 0.00248733-0.0105868j -0.0133323-0.0216933j 0.0139446-0.00354061j -0.0214594+0.00517003j -0.00766452-0.00573521j -0.00205408+0.0149427j -0.0157648-0.00890408j -0.00182655-0.00150644j 0.00372667+0.00508282j -0.00041208-0.00573389j -0.0026541+0.00535048j 0.00911399+0.00152205j -0.00708409+0.0299505j -0.00379323+0.00140277j -0.0120661-0.00502717j 0.019069+0.00984041j 0.00545775+0.00582987j 0.000474139+0.0045256j -0.0135162+0.00102388j 0.0152846-0.00521237j -0.00659944-0.017771j -0.0110136+0.0114211j -0.00549153+0.0059222j 0.00876832+0.00807011j -0.00300355+0.00137912j 0.0116842-0.0130589j 0.0115134+0.00873002j -0.00231599+0.0010819j 0.000535521+0.00442812j 0.0063496+0.0105043j -3.09236e-05+0.00475717j 0.000687218-0.00855306j -0.00336174+0.00508845j -0.00298441+0.00382616j -0.0140379+0.0102103j -0.0053494+0.00256353j 0.00384258-4.3988e-05j -0.00138915-0.0167577j 0.00217734+0.00103553j -0.00679867-0.0138761j -0.0106963-0.00421489j 0.0117271+0.00774035j 0.01232+0.0129099j 0.0154464+0.00795115j -0.00062866-0.0165852j -0.00480746+0.0139214j 0.00778228+0.000240497j 0.00894135+0.00685362j -0.00224793+0.00996594j 0.00517291+0.0104886j 0.001452-0.0103158j 0.00561494+0.00421822j -0.0102359-0.00714163j 0.00445229-0.0121323j 0.0047415+0.00575061j -0.000994991+0.0112006j -0.00414822+0.00917653j 0.00321149+0.00580686j -0.010345+0.00495345j -0.00298788+0.0107033j 0.0174982+0.0055283j 0.0059559+0.00166081j 0.00149801-0.00128113j 0.0057253+0.00980638j 0.00795879-0.00176468j 0.00231655-0.00326226j -0.00749277-0.0171527j -0.000158758+0.00219371j -0.0106578+0.0101719j -0.00674869+0.0096674j -0.00586978+0.0030478j 0.00316313+0.00492436j 0.0062496-0.0100417j -0.00184323+0.00225908j -0.00322739+0.00261769j -0.00115042+0.000805502j -0.000447362+0.0018566j 
0.00162005-0.00119555j -0.00609057+0.00262573j -0.0122794-0.000567624j -0.00546268+0.00922796j 0.0159693-0.000444164j 0.0154821+0.0378206j -0.00837052-0.0168383j -0.012935+0.0155424j -0.00188199+0.00263791j -0.00134016-0.00926562j -0.00223207-0.001035j 0.00252586+0.00816509j 0.00838773+0.00548715j -0.0140162-0.0108074j 0.0119342+0.0235824j -0.00807607+0.00732196j -0.00475711+0.00374473j 0.000572275-0.00433561j -0.00980149+0.0257478j 0.000448742+0.00511926j -0.0079276-0.0160914j -0.00256752+0.0171005j -0.0167645-0.00109569j 0.00328091+0.0037216j 0.0085642-0.000891027j 0.00158222+0.0109252j -0.00226636-0.0034005j 0.00471062+0.00222111j -0.00259783-0.00179659j 0.00165624-0.00713509j -0.00791711-0.000549455j 0.0122414+0.0163054j -0.0101216+0.00319441j 0.0103803-0.0128387j 0.00892128+0.00156136j -0.015791-0.0049685j -0.00495905-0.0138165j 0.00896773+0.00717345j 0.00353913+0.006097j 0.00665364+0.0123165j -0.0115854-0.000193732j -0.00159427+0.0234557j -0.00510111-0.0137777j 0.00733551-0.00728613j 0.00104673+0.0201589j 0.012398+0.00841649j -0.0180543+0.0154884j -0.0133994+0.0066172j 0.0159895-0.00073474j 0.00519348-0.00182708j -0.00472127-0.00546571j -0.000760699-0.00157082j 0.00421914+0.0103636j -0.00669788-0.00966305j 0.0216765+0.00110013j 0.00321073+0.00615439j 0.00325142-0.00887806j 0.00683265+0.0050796j 0.000495359+0.0227408j 0.00253789-0.00328816j 0.00363374-0.0116066j 0.0243226-0.00498261j -0.00203428+0.0111622j -0.00425409+0.0188354j -0.0128566+0.0137683j 0.00150964+0.0011886j 0.0117602+0.00225872j 0.0166592+0.00361958j -0.00601817-0.0052077j 0.00205735+0.00719017j -0.00595798+0.00389409j 0.0115539+0.0241389j 0.0031324+0.0141154j 0.00232362+0.00489727j 0.00526324-0.00552069j 0.0198209-0.00704707j -0.00849168+0.00957976j 0.00336004+0.00760728j 0.00945823+0.00171785j -0.0135512+0.00462889j -0.0139013+0.0108197j 0.0153844+0.00760649j 0.00469587+0.0076803j -0.00451936-0.00100997j 0.00123644-0.00854773j 0.000685157+0.000330673j -0.0052045-0.000734297j 0.00305633+0.00321785j -0.0135385+0.00347186j 0.000820947-0.0043382j 0.00581467-0.00603125j 0.0042092-0.00817163j -0.0068216-0.00577629j -0.00549189+0.00284906j 0.00631959+0.00542366j 0.00186709-0.00783483j -5.09482e-05+0.00441591j -0.00580451-0.00226612j 
-0.0132281+0.00130864j 0.00484901+0.00727573j 0.022224+0.00218945j 0.00629802+0.000221746j -0.0304044+0.0141581j -0.00772412-0.0187358j 0.00868973-0.00426758j -0.00723382-0.0131088j 0.00892107-0.0131805j 0.0106526-0.0248329j 0.0133444+0.00578412j 0.0378076-6.86106e-05j -0.00794175+0.00975063j -0.00903093+0.0226687j 0.00744338+0.00842836j 0.00741996-0.0201797j 0.016344+0.000490124j -0.00997906+0.00495775j -0.0140558-0.0149003j -0.0183594+0.00425217j 0.0224112+0.00527583j -0.00761785+0.00375861j 0.0135282-0.00789267j 0.00226219-0.000616134j -0.0137423+0.0111857j 0.0115955+0.0164093j 0.00189297+0.00929959j -0.0175863+0.00144239j 0.00998154-0.013895j -0.00382321+0.00261047j 0.00570947+0.00823828j 0.0109293+0.00529006j -0.00819735-0.0103131j -0.0101842+0.00755907j -0.00806942-0.00916114j -0.0119581-0.0193688j 0.0237081+0.00621415j -0.00814892+0.0136578j 0.00964041-0.0047896j 0.00246715+0.0153151j -0.00521778+0.0160817j -0.00593823+0.00943187j -0.00537757+0.0099274j 0.00513662+0.00809404j -0.00808729-0.0148266j 0.0111574+0.0190269j -0.0111536-0.000454376j -0.0339756-0.00776093j -0.00880317+0.00842939j -0.00419778+0.0085121j -0.00316866-0.0022865j -0.0154683+0.0135927j -0.0130895+0.00665862j 0.00421025-0.00675213j 0.00984199+0.00186991j -0.0101586-0.00132699j 0.00125461-0.0244891j 0.0146001-0.00234236j 0.027417-0.00221538j 0.00324146+0.0101134j -0.0119446-0.000112459j 0.00916554+0.0105729j 0.0336271+0.000252509j 0.00413925-0.00506493j 0.0108249-0.0267922j 0.00629796-0.0209195j 0.00560814+0.00095007j 0.0072564-0.00785224j 0.00359986+0.0128083j -0.00429588+0.00991656j -0.010502-0.00238075j -0.00569743+0.00728873j 0.024362-0.00766396j 0.0198746-0.0133936j -0.00103979+0.00135847j 0.000523271+0.0325453j 0.000564362+0.0182334j -0.0234013-0.00152632j 0.0241966-0.0160683j -0.00448764+0.00562877j 0.0197267-0.00439729j 0.00586857-0.00356075j -0.00681649-0.00382807j 0.0157579-0.00852838j 0.00662039-0.00282343j -0.00857089+0.0049818j -0.00134141+0.00163082j 0.00345317-0.00695083j 0.00272771+0.018558j -0.0265453+0.00696466j -0.00890482-0.00487121j 0.000217703+0.00966729j 0.00385521+0.00243005j 0.0131663-0.00432912j -7.75524e-05+0.00166153j 0.00651377-0.00871147j -0.00066757+0.00088347j -0.00144612-0.001633j 
0.0121472+0.000934914j 0.00755202-0.00267049j -0.0176306+0.00991333j 0.020246+0.00667287j 0.00322441-0.0466962j 0.0096195+0.00327363j -0.0131125+0.00629299j 0.0339898-0.0013164j 0.00105202-0.000793614j 0.0128311+0.00299327j -0.00494323+0.022055j -0.0124545+0.0352759j -0.00696245-0.0331628j -0.00964349+0.0113093j 0.0105078+0.00271116j 0.0208212-0.00794313j 0.00966065+0.0037059j -0.011864-0.00968714j 0.0325446+0.0133526j -0.0190433-0.0071324j -0.0128674-0.00568826j -0.00442735-0.000231349j -0.00533518+0.0214904j -0.00166303+0.00189626j -0.0143186-0.00838911j -0.0111824+4.88243e-05j -0.000883071-0.0182898j 1.33322e-05+0.00390543j -0.00487544+0.0233589j -0.00629315+0.0121925j 0.00788775+0.00977594j -0.018553+0.0034839j -0.00378089+0.00877128j 0.00176938-0.00992156j 0.00810178-0.008277j 0.00954483+0.00914009j 0.00299789+0.0101814j -0.00423084-0.00144914j 0.0150244+0.00471649j 0.0188451+0.00676073j -0.0128602+0.0037152j -0.00282507+0.00512281j -0.0114252+0.00325995j -0.00316681-0.00860946j -0.0272423-0.00215058j 0.00177169-0.0151851j -0.0231234-0.00224036j 0.00413314+0.00362182j -0.00263379-0.0104955j 0.00755568-0.00901654j 0.00248677-0.0123479j 0.00746186-0.00714708j 0.0181417-0.0240046j 0.00393425+0.00986576j -0.00570527-0.018111j -0.00670386+0.0150642j 0.018026+0.0206595j -0.00178109+0.0208924j -0.00792794-0.00504735j 0.0120502-0.00534631j 0.00221106-0.0179864j -0.00757718+0.00257579j -0.018067-0.00704194j -0.0251237-0.011609j 0.00429953-0.009157j -0.00717498+0.0114857j -0.0109128-0.0242489j -0.00129933-0.0043672j -0.00556447-0.00979238j 3.65791e-06-0.00839964j 0.0174267+0.000896406j 0.0133399-0.00233552j -0.0031117-0.00143344j 0.0196456+0.0168602j -0.0112358-0.0109707j 0.00183526-0.011382j -0.00893898-0.0131073j 0.000839098+0.00129023j -0.0338409-0.005232j 0.0233239-0.00609926j 0.00443787-0.0179093j -0.00973775+0.0207176j -0.00548377-0.00189367j -0.00430688+0.00938655j -0.00349246+0.00127755j 0.0186621-0.0133413j -0.0143639-0.0138148j 0.00126702+0.0289267j 0.00148514-0.00920426j 0.0126925-0.0124701j 0.0074302+0.00248469j 0.00952614-0.00446315j -0.00240699-0.0162231j -0.0159419+0.0222477j 0.00581491-0.00464907j -0.00159798+0.0122099j 0.00103468-0.00301396j 0.00121399-0.000847997j 
0.00396122+0.00201643j 0.00431022-0.00621075j -0.000909891+0.00932994j 0.0105933+0.000776088j -0.00350813-0.00811314j -0.00862025-0.00158188j 0.00393628+0.00954603j 0.0270002-0.0254012j 0.0104601-0.0199751j 0.0114612-0.00919518j 0.0182729+0.00644698j -7.70076e-05+0.00250409j -0.0154235-0.0153306j -0.00743743+0.031522j 0.0312826-0.0132113j 0.0273394-0.0187211j 0.00289771+0.00255701j 0.000735619-0.0189661j 0.0041685+0.00340425j -0.00823028+0.00813528j -0.0145437-0.00124487j -0.0100403-0.00303067j 0.0129183-0.0046928j 0.0159645+0.00478593j -0.0103836-0.0141919j 0.00378346-0.00821654j -0.00756966-0.0130178j -0.00492875+0.0147143j 0.00181036-0.00343511j -0.00396168+0.0113195j 0.014061+0.00501538j -0.00709088-0.00666365j -0.0170192+0.015231j -0.00529821+0.013248j 0.0127777-0.0111092j 0.00707194+0.0134699j 0.00916587-0.00143416j -0.0132043-0.0131448j 0.00923429-0.00220753j 0.00956212+0.00955345j 0.00250997+0.00534871j -0.00933345+0.00367536j 0.00913712-0.00408816j -0.00829248-0.00573948j -0.0179669-0.00393686j 0.00143384+0.00709037j -0.0062954-0.0174221j -0.00886164+0.00373735j 0.00962831-0.00562367j 0.000174773+0.00270179j -0.00434991-0.015365j 0.00876815+0.00617721j -0.00267541-0.00508032j -0.00430492+0.0107731j 0.0117222-0.0150717j 0.0103978+0.00773237j 0.000977501+0.0114796j 0.00147007+0.0151059j 0.00128493-0.0029301j -0.00109428-0.0161714j -0.0223752-0.0147264j -0.00657342+0.00494406j -0.00205531+0.00396512j -0.0161096-0.0052717j -0.00344196-0.00855337j 0.00553651-0.0145953j 0.00209626-0.00898981j 0.0102803+0.000218716j 0.00160991-0.00860751j -0.00638124-0.0126963j 0.00702156-0.00484417j -0.00176131-0.00240977j 0.00170423+0.00153926j 0.0133469+0.00655468j -0.00278753+0.00641586j 0.00211125+0.0130358j 0.00540486+0.00459261j -0.00140975-0.00409119j -0.00982098-0.0242975j 0.00031684-0.0100416j 0.00439686-0.0149727j -0.00684795-0.0111869j -0.0101371-0.00776215j 0.00676467+0.00638681j 0.00426473+0.00526331j 0.00380807-0.0225659j 0.000106485+0.00105691j 0.0228545+0.00284702j 0.00701395+0.00284907j -0.00733952-0.0164314j -0.00649464-0.00995196j 0.0129156-0.00366138j 0.00566334-0.022062j 0.0189879+0.00200162j -0.00584864-0.000300698j 0.0140197+0.000259704j 0.00446242-0.00110219j -0.000233052+0.00372718j 
0.00388877+0.0152036j -0.0166891-0.00057498j -0.0102888-0.00938804j -0.00828566+0.0137758j 0.0192149+0.0153449j -0.0178549+0.00700552j -0.00428354+0.0130694j 0.0111176+0.0225484j -5.72983e-07-0.00707954j -0.00169101+0.00237708j -0.0190306+0.011319j 0.0139219-0.0337717j 0.00746155+0.0253953j 0.00113195-0.00190734j 0.0102308-0.0104031j -0.0114859+0.0177042j -0.00627684-0.00911549j 0.0300461-0.00373688j -0.0106351+0.00663013j -0.000922666+0.0203754j -0.0126527-0.0169987j 0.0140074+0.00360158j 0.00513207+0.00381096j 0.0128182+0.00633377j 0.0219212-0.00970697j 0.0189772-0.0144338j -0.0112521+0.00161193j 0.00801417-0.000411233j 0.00722442+0.00541478j -0.00372878+0.0141794j -0.00991917-0.000873904j 0.0109125-0.00407971j 0.00484685+0.010856j -0.00541515-0.0136812j 0.00597926-0.00362556j 0.0132463+0.00591169j 0.00382111-0.0143054j 0.00788321+0.00839403j -0.00384494+0.00566036j 0.00625531-0.000816367j 0.00370795-0.0096174j 0.0134761+0.00427952j 0.013295-0.0173658j 0.0130591+0.00283691j 0.00273482+0.00807112j -0.00173697+0.00299557j 0.0076084+0.0045146j 0.00763098+0.0113238j 0.00312585+0.00029741j -0.00418354+0.015608j -0.0133894+0.000378814j 0.014443+0.00274532j -0.0109873+0.010049j -0.00593623-0.000826682j 0.00823118+0.00588889j 0.0250713-0.00422461j 0.0027507-0.0210224j 0.00311288-0.00860474j 0.0168644+0.0185211j -0.0017786-0.0119753j -0.00765908-0.00741955j 0.00326394-0.0166885j 0.011319+0.00606793j -0.00407767+0.00309444j -0.0153265+0.00869218j 0.00462026+0.00772817j 0.00714991+0.0107152j -0.00143269+0.0106333j -0.00383164+0.00521526j -0.0112713+0.00702914j 0.0112514+0.00331733j 0.00186227-0.0023043j -0.0132343+0.00629106j -0.0276657+0.00857564j 0.00617032+0.0057883j 0.00577001+0.00156097j 0.0084786+0.000337343j -0.000968342-0.00169246j 0.00321662-0.00174454j -0.0112847-0.000567018j -0.00772403+0.00790479j 0.0134872-0.0130037j -0.00548072-0.00242763j 0.000572372-0.0022073j -0.00252645-0.00921064j -0.00240268+0.0134329j 0.00665825+0.00394103j -0.000648838-0.00796991j 0.00905836+0.00101721j -0.00530915-0.000447747j -0.00341609-0.0024181j -0.0108578-0.000597352j 0.00476025+0.00110664j -0.00067791-0.00711526j 0.000110154+0.00142174j 0.00119219+0.000828311j 0.00131717+0.00131866j 0.00437178+0.00240992j 
-0.0152564+0.00729136j 0.00312422-0.0117425j 0.00816337-0.0150239j 0.0030474-0.00133076j -0.0142052+0.00275454j -0.00759005-0.0130023j -0.0109272+0.00297768j -0.0101639+0.0240619j -0.0102135+0.00122843j -0.00485727-0.00159412j -0.0157427+0.00047174j 0.00877749+0.0425778j -0.0326835+0.0116835j 0.00521515+0.00854204j -0.0299161-0.00433481j -0.0206218-0.00504769j -0.00759397+0.0130902j -0.00011782+0.0160142j 0.000648274+0.00358571j 0.0158697-0.0293124j 0.0363178+0.0190471j 0.022456+0.0132529j -0.00214457+0.0103439j -0.00590825-0.0137065j 0.0103249-0.00553307j -0.00684745+0.00188987j -0.0105325-0.00557057j -0.00507179-0.0190298j 0.0208172+0.0113622j 0.013002-0.0159576j 0.00465265+0.00654707j -0.0117508+0.00405133j 0.00136902-0.0226392j -0.0116312-0.0144164j -0.00254722+0.00585491j -0.0151431-0.0179433j 0.00571447+0.0162765j 0.0118476-0.00559424j 0.00611213+0.0136673j -0.01271-0.0201257j -0.00815638+0.0121631j 0.0208494-0.00939515j -0.029283+0.00250783j -0.00411844-0.00401916j 0.00622144-0.00820224j -0.00753535-0.0061438j 0.0079257+0.000302335j 0.014529-0.00770415j -0.00336036-0.0111065j 0.0235629-0.00633536j -0.00359849+0.0197788j -0.00243841-0.00705633j 0.00207569-0.0200496j -0.00844988+0.00231564j -0.0101337-0.0161796j -0.00212302-0.00398273j -0.0100276+0.00835614j 0.000261474+0.00545869j -0.00769236-0.0178029j 0.0219193+0.00818557j 7.02756e-06-0.00918527j 0.00671229-0.00660176j 0.00546534-0.000295928j -0.00132884-0.0053935j -0.00172572-0.00801528j 0.0118607+0.000649934j -0.00300052+0.00301224j 0.000219058-0.0246508j 0.00683915+0.0207637j 0.00609146-0.0310917j -0.00696447+0.0158241j 0.00127793+0.00702592j -0.013752-0.00343513j -0.00619875+0.00519126j 0.00014065+0.0133877j 0.00408981-0.00635959j -0.00983577-0.0240454j -0.0106563-0.00823217j -0.00262888+0.000569391j 0.0013364+0.00821067j 0.00478177-0.00287173j 0.0142263+0.0101004j -0.0110414+0.0163954j 0.00247372-0.00377185j 0.0204325+0.0219846j -0.011002-0.0026633j -0.00249314-0.0180635j -0.0129443-0.00124553j 0.0116367-0.00479224j -0.00163933+0.00463829j -0.0217963-0.00324399j -0.01453+0.00915795j -0.0138762-0.00484223j -0.0210041-0.00828769j -0.00575012-0.0136254j -0.0293621+0.00203964j -0.00457236+0.000732667j 0.00278706+0.00156527j 
0.00439632-0.0101441j 0.0121316+0.00946284j 0.0159398-0.00123629j 0.00185514-0.00267696j -0.0113417+0.00281247j -0.00594204-0.0168746j 0.0114743+0.0259076j -0.00262924+0.00162159j -0.0186488-0.00283069j 0.00681799-0.00233201j 0.022212-0.00694628j 0.019251+0.0115323j -0.00917797-0.0441704j -0.014656-0.0075237j -0.00521733-0.0212635j 0.0075011-0.000728212j 0.000170945-0.00467997j -0.012417-0.00700191j 0.00883688+0.0178769j 0.0171919-0.0188433j -0.00814387+0.0136925j -0.00392675-0.0144713j -0.00328862+0.00124803j 0.00158479-0.0204252j -0.0266282+4.66244e-05j -0.00305571-0.00472637j -0.00102848+0.0032401j -0.00213382+0.00395879j -0.0139923+0.0057344j 0.0146777+0.0101116j 0.00311174-0.00830027j -0.0240281-0.00811744j -0.00346061-0.00739811j 0.00447423+0.0285049j -0.0221476-0.0112089j 0.00148471+0.0271718j 0.00268147+0.0152758j 0.0169481+0.000821456j -0.00493984-0.00231902j -0.00178867-0.0147574j 0.0375849+0.00136221j -0.0110006-0.0102089j -0.00500742-0.00416027j -0.00651209+0.0128997j -0.00622863-0.0131768j -0.00511709-0.00535668j 0.00689689-0.010657j 0.0260137-0.0100605j -0.0126805-0.00410244j 0.00400192-0.00816732j 0.00834264+0.00534479j -0.00348367+0.00254078j -0.00785641-1.00534e-06j -0.00704531-0.00166103j -0.00633393-0.0123133j 0.00996254-0.0234572j -0.0125328+0.00339663j 0.00498306-0.00653653j 0.00193137-0.0126246j 0.0109186+0.0155064j 0.0236612-0.00211019j -0.00235462-0.0183664j 0.00810556+0.0105725j 0.00116856-0.0201061j -0.0147184+0.00845826j 0.0135356+0.00248776j -0.0070753+0.00104586j -0.00951424-0.0209998j 0.0248631+0.0142554j 0.0178442-0.0246945j 0.010318+0.0121115j -0.0030672-0.00861232j -0.00599176-0.00404699j -0.0132912+0.00385674j -0.000195126+0.0205226j 0.00216247-0.00591736j 0.00317685-0.0210698j -0.0108185-0.0137869j -0.00348294-0.00123429j -0.00388815+0.0102172j -0.003276-0.0121112j 0.0239935+0.000294758j -0.00470251+0.00614491j 0.00360694+0.0178539j 0.0105412+0.0126084j -0.00116638-0.0154355j 0.0140093-0.00459797j -0.00711195-0.00932204j 0.0111633+0.00131364j 0.00176687+0.00226648j -0.00984998+0.00236896j -0.0195604+0.0108863j -0.00533316+0.00134894j -0.0236377-0.0156741j -0.0124991-0.00482857j -0.0234617-0.00113894j 0.00243411-0.00185185j 0.0051418+0.000426737j 
-0.0115434-0.0124336j -0.000623646-0.0196854j 0.0028208-0.00842464j -0.021332-0.00372266j 0.00647446+0.0349576j -0.012104+0.0131483j 0.0102074+0.00100194j -0.00525916-0.0134964j 0.0141317-0.0189648j -0.0226067+0.0131741j 0.0181685-0.0202014j -0.0189504-0.0191769j -0.00900261-0.00236606j -0.00818477+0.0325936j 0.0205503+0.00664534j 0.00588455+0.0023579j -0.0219026+0.00474943j 0.000316772-0.00137407j -0.0119281-0.0168674j 0.0214267+0.0209973j 0.00335452+0.00535305j -0.00588112+0.0107331j 0.00896008-0.0119712j 0.00970861+0.022407j 0.0148704-0.011174j 0.00674064-0.000630496j -0.00911521+0.0223291j -0.00538493-0.0206244j 0.00130694-0.0400219j 0.0115909-0.00763778j 0.0111081-0.00997068j 0.00852684-0.00268383j -0.00950274-0.0114083j -0.0187261-0.0042512j 0.0104443-0.00697042j -0.0180239+0.0123752j -8.23781e-06-0.0220113j 0.00231759-0.00489198j 0.00878702-0.0130843j -0.0172246+0.0245709j 0.024301-0.00670231j -0.0272417-0.00365641j 0.0132136-0.0161404j -0.00418071-0.0214169j 0.0305754+0.00402496j -0.0167515+0.0195615j -0.0116135-0.00468384j -0.00231004+0.014478j -0.000972577-0.00526409j -0.00532668+0.00355555j -0.0143454-0.0148049j -0.00502249-0.00553137j 0.0108358+0.0149484j -0.00717149-0.00699472j 0.00399828+0.01038j 0.00462819+0.00229774j 0.0010617-0.0133304j 0.00134139-0.00305488j 0.00792728+0.00466881j -0.0145179+0.015121j -0.00849816-0.0149165j -0.00182385-0.00356044j -0.00664544-0.00205956j 0.01334+0.00957582j -0.00181774+0.00758292j -0.00592272+0.00444369j 0.00380047-0.00661186j 0.00110506+0.0310393j -0.0156262-0.00382803j -0.00353726+0.0123899j 0.00864222+0.00240637j -0.00338411+0.00440853j 0.0164029+0.00460832j -0.0110101-0.0190611j 0.0140976-0.00824919j -0.00518819+0.00224171j 0.00763786+0.0210749j 0.0086505+0.00221377j 0.00328662+0.00497629j -0.020832-0.0061404j 0.00111548+0.0179674j -0.00459362-0.0222821j 0.000822616+0.00595383j 0.00134179+0.00370493j -0.00617865-0.00517775j -0.0167294-0.00117471j 0.0210917+0.00909084j 0.0105973-0.010315j 0.0164528+0.00813516j 6.26823e-05-0.00146207j 0.00914578-0.0104842j 0.00160118-0.00281736j 0.0163397+0.0102154j 0.0133528+0.00400089j 0.00223665+0.0100762j 0.00625363+0.00206848j 0.00527573-0.00268188j -0.00104752+0.00450323j 
