-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
-0.00132279+0.000945293j -0.00148123-0.0012096j -0.000625996-0.00182171j 0.00181883+0.000523334j -0.000322693+0.00247266j -0.0017447-0.00136454j -0.00236423-0.0031142j -0.00577438-0.00383487j 0.0031027+0.0017056j -0.00115579-0.00392461j 0.00632298+0.00358618j -0.00239163-0.00627641j 0.00174676+0.00472379j -0.0142106-0.00916394j -0.0204893-0.00913229j -0.000277335+0.00590441j 0.00322614-0.00211265j -0.00664366-0.00602898j -0.0295403-0.00529864j 0.000887755-0.0040529j -0.00178842+0.00353707j -0.0132356-0.0212616j -3.72856e-05+0.0176713j -0.00381312-0.00196117j 0.00909652-0.000572432j 0.00289603+0.00698234j -0.0135955-0.00338951j 0.00102742+0.00334611j 0.000639694-0.00297885j 0.00147592+0.00474782j 0.00076044-0.0107248j -0.00131223+0.000547596j -0.00162999+0.003634j -0.00117496-0.0122103j 0.00734247+0.0195803j -0.0107734-0.00753837j 0.00545231+0.00488847j -0.00332496-0.00151748j 0.00307901+0.00164773j -0.00184492-0.00655653j 0.00447088-0.00773269j -0.00221673-0.00114071j -0.00329043-0.0125396j -0.00202717-0.00273628j 0.00218902-0.003753j 0.000114062+0.00232385j 0.00217847+0.014729j 0.00171961-0.00212008j -0.00393227+0.00170225j 0.00107071+0.00459474j -0.00122429+0.000972118j -0.0027438-0.0183147j -9.64624e-05-0.000134817j 0.00165313-0.00521038j 0.00138973-0.00554584j -0.00581893+0.0181575j 0.000344032-0.00773609j 0.00255737-0.00294541j -0.00319025+0.00679357j 0.00395795-0.00262541j 0.00289954+0.00295457j 0.00223238-0.000977614j -0.00300653+0.00634658j 0.00469755-0.0061919j -0.000699917-0.000632078j -0.00160739+0.000254063j -0.00141335+0.0016223j -0.00161037-0.000419706j 0.0034464+0.00133514j 
-0.000544132-0.00289263j 0.000181904-0.0019195j -0.00209461-0.00322685j -0.00292616-0.00342358j -0.000332176-0.00256365j 0.00160194+0.00347134j 0.00180103-0.00454955j 0.00220209+0.00223827j 0.000565988+0.00400062j 0.00495252-0.00626529j -0.00289082+2.50803e-08j 0.00802763+0.0101355j 0.00228253-0.00464983j -0.00383474+0.00429832j -0.0106515+0.0154996j -0.00206916+0.00226501j -0.00356425-0.00713306j 0.00577057+0.0115014j -0.0259049+0.0240593j 0.00259607+0.00300342j -0.00554285+0.0023667j 0.00280217+0.0193535j -0.0129439-0.00971092j -0.00738936+0.00222896j 0.0176012-0.00443451j 0.00897311-0.0011351j -0.0128408+0.0152062j 0.00290491-0.000534343j 0.011243-0.0141409j -0.000960542-0.0111002j 0.0173482+0.00218197j 0.00310703+0.000552104j 0.00110751+0.00670642j -0.00360329-0.000772622j -0.000761851-0.0107614j -0.00345539+0.00429432j 0.00574564-0.00303089j -0.00179866+0.00701646j 0.0114395+0.00602315j 0.00414157+0.00321894j -0.000404876+0.00789902j -0.00466681-0.0136823j -0.00410091-0.00168625j -0.00100844-0.00364298j -0.000107488+0.00417836j 0.00235129+0.00493398j 0.000910567-0.00373969j -0.00144775-0.000745139j -0.00653973+0.00292435j -0.00352999-0.000327423j -0.00222882-0.00887376j -0.00191377+0.00412053j -0.00200011+0.0062486j -0.00270379+0.00509948j -0.00417973+0.0153217j -0.00213511-0.00251912j 0.00385606-0.00926455j 0.00252571+0.00878j 0.00343256+0.00287549j -0.000488382+8.78511e-05j -0.00406+0.0122543j -0.000810442+0.00425769j -0.0017959+0.00217217j 0.00301525-0.000333182j -0.00116042-0.00576257j -0.00458301+0.00252387j 9.67507e-05+0.00529771j 0.00197346-0.00159838j 0.00136081-0.000385379j 
-0.00403766+0.000975571j 0.00122697-0.00496143j 0.00100746-0.00520737j 0.0020236+0.000462471j -0.00117986+0.00542718j 0.00212816-0.00216999j 0.00128691-0.000490476j -0.00168388-0.00351157j -0.000404708+0.00498591j -0.00120491-0.000471207j -0.0120617-0.0024135j -0.00102165-0.00259079j 0.00362249+0.00638423j 0.0063079-0.00761508j 0.0100631-0.00505589j -0.00478916-0.00239635j 0.00443233+0.000487824j 0.00617771-0.00762443j 0.00411773-0.0143712j -0.00368097-0.00812223j 0.00232997-0.0023644j 0.0316352+0.00620523j -0.0134621+0.00370736j 0.00659306-0.00130484j -0.00528204-0.000738094j -0.00768641+0.00348898j 0.00707546-0.00699331j 0.00149554+0.00150218j 0.00111622+0.00727783j 0.00235117-0.0074411j 0.00349643-0.00715248j -0.00512949+0.000909617j -0.002976+0.00730743j 0.00388357+0.00458773j -0.00720529+0.00434748j -0.00465577-0.00924731j -0.004128-0.000865688j -0.00459573-0.0042021j -0.00248919+0.0114667j -0.000123407+0.00591425j 0.00492884+0.00445855j 0.00303572+0.00184005j -0.00175427-0.0057948j -0.00370882-0.0104837j 0.00292154+0.00245561j -0.00273768+0.00155989j -0.000588175+0.000780405j -0.00215512+0.00693315j -0.000598528+0.0066377j 0.00151893+0.00822061j -0.004979+0.00298711j -0.00215838-0.0031603j 0.000335691+0.00971701j -0.00216006+0.00203849j -0.000358073+0.00522229j -0.0032386-0.00334605j -0.00229685+0.00352431j 0.00320804-0.0127035j -0.00579271-0.00722946j 0.00895421-0.00705854j 0.00424861-0.00803509j -0.000126214+0.000888778j -0.00127657+0.0063093j 0.00379119-0.00537227j 0.00655222+0.00120774j 0.00581757-0.00425724j -0.00493469+0.0015681j -0.00938298-0.00155136j 0.000453863+0.00138455j 
-0.00234211-0.00328357j 0.00477075-0.00210247j 0.00420752-0.00335496j -0.000827866+0.00134963j -0.00410061+0.00181225j 0.00511213-0.00574549j -0.00310181+0.00627233j -0.00684668+0.000389905j -0.000415394-0.00701782j -0.00839918-0.00100325j -0.0120702-0.000496479j -0.00477471-0.00216395j -0.00254979-0.00458951j -0.0134798+0.00847583j -0.00953524+0.0177395j 0.00977643-0.00692642j -0.000182508+0.00627878j -0.00530699+0.00273598j -0.01187+0.0135639j 0.00571031+0.00221102j -0.000419437-0.000180416j -0.00378706+0.0134775j 0.00912508+0.00269372j -0.00687838+0.00679009j 0.00871206-0.0111436j 0.000150004-0.0063939j -0.00304744+0.00173577j 0.00874623-0.000956091j 0.00615428+0.00779735j -0.00414575-0.00476348j 0.00245288+0.00116482j -0.00993646+0.00808707j -0.00724121-0.0104161j 0.00105292+0.00980386j 0.00623942-5.36098e-05j -0.006979-0.00228209j -0.00594661+0.00738866j 0.00168979-0.00504451j -0.00356789-0.00208248j 0.00262667+0.0126553j 0.00324841-0.00919595j -0.00162231+0.00603012j -0.00407356+0.00177509j -0.00521595-0.00993717j 0.00314677+0.0010781j -0.0072879+0.00790607j -0.00618866-0.00658682j 0.00348953+0.00194503j 0.00099069-0.00341046j -0.00455097+0.00530907j 0.000467829+0.0112165j 0.00178903-0.00193085j -0.00336193-0.0105751j 0.000135553+0.00548155j -0.000629021-0.00655941j -0.00306515+0.00754593j 0.00143221-0.00366247j -0.006468-0.0137516j -0.00260442+0.00646002j 0.00242031-0.0241879j -0.00136093-0.0107592j -0.00682592-0.000931243j -0.00623791-0.0056467j -0.00851633+0.00868597j 0.00133648+0.00987204j 0.0059036+0.00120866j 0.00201909-0.00217114j -0.000173382-0.00394299j -0.00537661-0.00622437j 
-0.00132688-0.00164572j 0.00218501-0.00419305j 0.00352509-0.00335672j 0.00128947+0.000642062j -0.00112663+0.00242208j -0.00346226+0.00370877j -0.000906819-0.00322891j -0.00736496+0.00629894j 0.000951202+0.00388033j 0.00437348+0.0023225j 0.00615301-0.00255732j -0.00468999-0.00436077j -0.00333277-0.00176435j -0.0100641+0.00817226j -0.0105809+0.0167028j -0.00361562+0.00408917j -0.00468969-0.00335605j -0.0159466+0.00369295j -0.00266362+0.0149953j -0.0105271+8.31483e-05j -0.00402604+0.00308908j -0.0174893+0.0058421j 0.0162628+0.000768684j -0.0137003-0.000633067j -0.002632-0.00505104j 0.00887428+0.000327776j -0.00242016-0.00162141j 0.00119903-0.000400652j -0.00606305+0.0012112j 0.0137544+0.00380543j -0.00298887+0.0124005j -0.00648417+0.00262383j -0.000439675+0.0170516j 0.00114432-0.000761482j 0.00347973-0.0059612j -0.00691288-0.00776106j -0.00312491+0.000818733j -0.00120537-0.00235675j -0.000366735-0.00110979j 0.00638474+2.86107e-05j 0.00217525+0.00627998j 0.0048914+0.00566285j -0.00185867-0.00126413j -0.000739144+9.75378e-05j -0.0010357+0.00101385j -0.00493499-0.00518624j -0.000310812+0.000500897j 0.00403698+0.00493897j -0.00413563+0.00727101j 0.00411697-0.00788713j 0.00145009-0.0050851j 0.000865872+0.0079091j 0.00260263+0.013147j -0.00135397+0.00155286j -0.00382584+0.00629983j 0.00440984-0.00923056j -0.00216495+0.0153935j 0.00760123-0.00136429j -0.00063571-0.00157121j -0.00194976+0.00743042j -0.00184901-0.000795401j 0.000126819+0.00609801j 0.00340279-0.000615746j -0.00337077-0.00597515j 0.00620671-0.000189416j 0.00337-0.00121963j -0.00512932+0.000729433j -0.00606659-0.000170371j 0.000833716-0.00166838j 
-0.00041786-0.00174475j 0.00310615-0.000723251j 0.00213982+0.000583694j -0.00282374-0.00549087j 0.00578536-0.00530071j 0.00605028+0.00534754j -0.00776361-0.00525151j 0.00585836+0.00708186j 0.0039916+0.00552696j 0.000700028-0.00142043j -0.0132434+0.0121404j 0.00159607+0.010181j -0.00990017-0.0124959j 0.0211942+0.0032702j 0.013141+0.012268j 0.00326822+0.00112432j 0.00439081+0.010341j 0.000952971-0.00138595j 0.0152877+0.0143774j 0.00956222+0.00191886j 0.000525786+5.88771e-05j 0.00846198-0.0108008j -0.00905893+0.0017453j 0.000339579+0.00469044j 0.00644319-0.0101845j -0.00486253-0.00334008j -0.00317264-0.00285392j -0.00305047-0.000705105j 0.00277089-0.00711888j 0.00219935+0.0147538j 0.0102152+0.00937533j 0.000116373+0.0103133j 0.00202518-0.00533682j 0.0029722-0.00772292j -0.00522797+0.00702121j -0.00136548-0.00241821j 0.00464104+0.00354155j -4.80335e-05+0.00130889j -0.00459174-0.00379352j -0.00582888-0.00877831j -0.00439375-0.00665925j -0.00180462-0.00271939j 0.00101817-0.011403j -0.000730385+0.000631789j 0.00351146+0.00179461j -0.00247394-0.0017507j -0.00392481+0.00684288j -0.00179655-0.00613422j 6.53931e-05-0.00570899j -0.00431252-0.00392173j 0.00321314-0.0107373j -0.000613415-0.00906668j 0.000569112+0.00541616j 0.0044561-0.00344117j 0.00398526+0.000537547j -0.00313906+0.0125148j 0.00180025+0.00544507j 0.00180505+0.0109717j -0.00380362+0.00991808j -0.00468695+0.0100448j -0.00323785+0.00903165j 0.000672784+0.00460944j 0.00186841-0.0059287j -0.00309157-0.00165315j -0.00463857-0.00217764j -0.00161131+0.0025902j 0.000606395+0.00271582j -0.000222056-0.000247857j -0.000695738-0.00325279j 
0.0011729+0.00316663j -0.00246962+0.00184535j -0.00256057-0.00502698j 0.00315369-0.00944267j 0.00245313-0.00565521j -0.00351018+0.00373134j 0.000402102+0.0138396j -0.00675778-0.0014054j -0.00205353+0.00278402j -0.00142199+0.00491135j -0.00152574+0.00577032j -0.00673717+0.015636j 0.00878421+0.00348275j -0.00316478+0.00295892j -0.00238873-0.000260855j 0.0131772-0.0125368j 0.00205965-0.00743647j -0.000181476+0.0041121j -0.000695639+0.00207982j 0.000439768-0.00327272j 0.0112131-0.0162157j -0.00609609+0.00443422j 0.0166406-0.0104304j 0.00221759-0.00905476j -0.00221288-0.00236394j -0.00670417+0.0139383j -0.00556687-0.00444033j -0.00737601-0.00150862j -0.00365036-0.00377887j -0.00419898+0.00517965j -0.0109699+0.00106561j -0.00859354-0.000139429j 0.00790874-0.00584881j 0.00541325+0.00300612j 0.00378496-0.00329421j 0.00209253+0.0027398j -0.000137933-0.000741993j -0.0041718+0.00441004j -0.00228197+0.00602513j 0.00591083+0.00531715j 0.000290362-0.0120796j 0.00520138-0.00549693j 0.00324822-0.00337318j 0.00346104-0.0105475j -0.000490155+0.0236931j 0.005025-0.00372307j 0.00155109+0.00752898j -0.00361681-0.00360493j -0.00136961+0.00148163j -0.00313322+0.0106107j 0.00154773-0.0167888j -0.00393475-0.00761407j 0.00054659+0.00444768j 0.00447614+0.00832567j -0.00039722+0.00161044j 0.000571053-0.00196869j 0.000175228+0.000957277j -0.00138918+0.00800382j 0.000923781+0.00629185j -0.00199064+0.0096017j -0.000396601+0.00912621j -0.000564625+0.00216831j 0.00477256-0.000983348j 0.000496959+0.000229018j -0.00336104+0.00393881j -0.000628423-0.0046419j -0.00377958+0.000503441j -0.000828341+0.00173626j 0.00330767+0.00227961j 
-0.00126238-0.00775209j 0.00105572-0.00223432j -0.0013224-0.00305718j -0.000497557-0.00143985j 0.00250341-0.00441229j -0.00273624+0.00189027j -0.00675839-0.00242764j 0.00813257-0.00592608j -0.00205272+0.00219965j 0.00476969-0.00179879j 0.00106772+0.00441609j -0.00566248+0.00836321j 0.00294926-0.00198524j 0.00930938-0.00490646j 0.00725326-0.00699805j -0.00679531+0.00267626j 0.00298083-0.00562483j 0.00625917+0.00373683j 0.00180906-0.00105856j 0.00114976+0.000675918j 0.00926971-0.00564113j -0.00510605-0.0137727j 0.000422502+0.0100983j -0.00242542-0.00262946j -0.000691294+0.0197998j -0.00715334+0.00221331j -0.00744337-0.00675276j -0.00260369+0.0105453j -0.0015119+0.00437022j 0.00944829-0.00439681j 0.0163349+0.00387799j -0.0125094+0.00238569j -0.000696916+0.0147874j 0.000481864+0.00466529j 0.00251313+0.000944194j 0.000918925+0.01403j -0.000525954+0.00444409j -0.000278771+0.0109164j -0.00515642-0.0123931j 0.00332358-0.00457551j 0.00243365-0.0035844j -0.0016216-0.0126149j 0.00240708-0.00559279j 0.00300863+0.00462931j -0.00250706-0.00763573j 0.00470254-0.00893202j 0.000886952+0.00376214j -0.00114247+0.00813909j -0.00254492-0.00315651j -0.00131307-0.0153366j -0.00134618+0.00412547j 0.000727469+0.000406813j -0.0068799-0.00553474j 0.00426492+0.00908837j 0.000171763-0.0112128j -0.000170326-0.0110531j 0.00482116-0.0112976j -0.00144657-0.0101036j -0.000234833-0.00139148j 0.00147878-0.00166673j -0.00274985-0.00471772j -0.00571151-0.00472665j -0.00062365-0.00388055j 0.0023417-0.000281376j 0.00744245-0.000920211j 0.00318806-5.85293e-05j 0.00112797+0.00491776j -1.91952e-05-0.00467315j -0.0019385-0.00422957j 
-0.0016584+0.00573568j -0.00347815+0.00113747j -0.00205477+0.00709754j 0.000678775+0.00314194j 0.00191065+0.00428369j -0.00143618+0.0040187j 0.00212773-0.00187946j 0.00708688+0.00639929j 0.00268907-0.000171706j 0.00250781-0.00255585j 0.00903923-0.0137384j -0.001595-0.000553091j -0.0060193-0.00043219j 0.00600978+0.0151804j 0.00172407+0.00733754j -0.0021478+0.00166153j -0.00502646+0.0070224j 0.0121676+0.0105009j 0.00336426+0.00247413j 0.0037081+0.0037942j 0.00259716+0.00202956j -0.00451397+0.0229998j 0.0027693-0.0136261j -0.00122186+0.0151021j -0.00276281+0.00339794j 0.000779946-0.003786j 0.00255343-0.000229705j 0.00221664+0.00478275j -0.00545049+0.0167686j -0.00185698-0.0041324j 0.00335468-0.00122984j -0.00383706+0.00205294j -0.00247099-0.00158254j -3.60646e-05-0.0095469j 0.0073889+0.01486j 0.00691845-0.00019316j 0.00335167-0.00281899j -0.000390628-0.00603546j -0.00536786-0.00522692j -0.00720578-0.00843455j 0.0023104-0.00508553j 0.000637814+0.00224264j 0.00583894-0.0108702j 0.00334084-0.00439731j 0.00245266-0.0111954j 0.00299081+0.00390147j 0.000533736+0.0119321j -0.00102002-0.00937497j 0.00418398-0.00418395j -0.00181275+0.00115778j -0.000553402+0.00554286j -0.00246157-0.0169203j -0.003338-0.00471521j 0.00331825-0.00352303j 0.00401519-0.00482186j -0.00187819+0.0170315j 0.00221803-0.00513286j -0.00229577-0.00584707j -0.00198546-0.009015j 0.00552155-0.00581007j 0.00747882-0.0132053j 0.00252704-0.00953533j 0.00197539-0.00124795j 0.0109586-0.00425098j -0.000408396-0.00196829j 0.0019536+0.000853449j 0.0021188+0.00214231j -0.00173005-0.00307043j 0.00384372+0.00391832j 
-0.00122351-0.00563735j 0.00363929-0.00237515j -0.000775134-0.00797993j -0.00106153-0.00608755j 0.00284277-0.00141737j -0.0011307+0.00541567j -0.0115585-0.00348171j 0.00829466+0.00019932j -7.34836e-05-0.00018165j -0.000464176-0.00275021j -0.000429935-0.0135469j -0.00720509+0.0050951j -0.00108597+0.00610497j 0.000322541-0.00649355j 0.00920545+0.00154714j -0.00756591-0.00297232j 0.00123865-0.00444822j -0.00663167+0.00551921j 0.0127428-0.00233506j 0.00629088-0.0030419j 0.00279474+0.00289643j -0.0105461+0.0168981j 0.00638868-0.0022451j 0.000839603+0.00949103j 0.00282756+0.00465948j -0.004173-0.00872021j -0.00314824+0.0103398j 4.44302e-05-0.0005943j 0.00618747-0.00946571j 0.0122282-0.00176683j 0.00716416-0.0106265j 0.0095683-0.00353976j -0.000512302-0.000744542j -0.00446812-0.00141889j -0.00716717+0.00445805j -0.00761382+0.00779657j 0.00445533+0.00829756j -0.000969812-0.0014296j -0.000533369+0.00179638j -0.00595975-0.0157071j 0.000163309-0.00832973j 0.000101247-0.0055872j -0.00162009-0.00323527j 0.00393951-0.00636732j 0.00265911+0.00240502j 0.000563379+0.00259881j 0.00109133-0.00419788j -0.000415991-0.00311951j -0.00296432+0.00245408j -0.00090119+0.00574568j -0.00400622+0.00416189j 0.0025441-0.0119895j 0.00347919-0.00184413j -0.00376337-0.00404031j -0.00145254-0.00407781j -0.00342226+0.00889462j -0.00113032-0.00477666j -0.000604825-0.0056446j -0.00305834+0.00762182j 0.00205454-0.00133355j -0.000809566+0.0111825j -0.00567466+0.00371365j -0.0076846+0.012663j -0.000552203+0.000545231j 0.00139677-0.00353133j -0.00154935-0.00294847j 0.00196934+0.00178894j -0.00059994+0.000500845j -0.00702382-0.000839218j 
0.000711972-0.006834j -0.000423545-0.00105756j -0.0014123-0.0080162j 0.00492445-0.00238698j -0.00303552+0.000566804j -0.00331492+0.00375748j 0.00480441-0.00450496j -0.0105827-0.000469712j -0.0112925+6.61413e-05j 0.000249362-0.00118204j -0.0104916-0.011181j 0.00292272-0.000703747j 0.0148604-0.000112943j -0.00371994+0.017862j -0.000760023+0.010297j -0.00751413-0.00526622j -0.00823013-0.00158817j 0.00394782+0.0010025j -0.00635111+0.00962898j -0.0100003+0.00249968j -0.00420933-0.00436343j 0.019062+0.00117006j -0.0097388-0.00505382j 0.00313489-0.00160504j 0.000693202+0.012322j 0.00398206+0.000313784j -0.00437003+0.00168952j -0.00500282-0.000355653j 0.000883668-0.00438489j -0.00177064+0.0128253j -0.0121909+0.00214154j -0.00513147-0.0037018j 0.00612771+0.00656054j 0.00182129+0.000755426j 0.00403133+5.7922e-05j -0.00368243-0.00399115j -0.00320321+0.0126869j -0.0108204-0.000731984j -0.00658088-0.0117995j 0.00210906-0.0155336j 0.00147403-0.00864651j 0.00313617-0.000538343j -0.00267616-0.0101112j -0.00713809+0.00277879j 0.00183109-0.00714804j 0.00299225-0.0100038j 0.00212208+0.00940246j -0.0017013-0.00164755j 5.13129e-05+0.00336861j 0.00287596-0.00720535j 0.000587206+0.00362652j 0.00174778-0.0173494j -0.00199667-0.000457592j 0.00570388-0.00372922j 0.00219401-0.00862701j -0.00279709+0.0059729j 0.0035539-0.00395877j -0.00240661-0.00272492j -0.00574838+0.00121821j -0.00511948+0.00374103j 0.000455529+0.00445578j -0.00166931+0.001065j -0.00463511+0.00554003j -0.00354995-0.00157625j 0.00316552+0.00233751j -0.0028655-0.00279712j -0.00408027-0.00125746j 0.00330675-0.00208986j -0.00223913+0.00263119j 
0.000381212+0.00451924j -0.000437692+0.00656665j 0.00109524+0.00514624j 0.00163909+0.00514971j -0.00979621-0.00190916j 0.00461641-0.000860922j 0.00244706+0.0100836j 0.00573725+0.00081882j -0.00181821-0.00553637j -0.00895263-0.00224815j 0.000326633-0.00494892j -0.00617318-0.00634023j 0.0102272-0.00553493j 0.00432724+0.00345757j 0.00805222+0.0089241j -0.0111175-0.0163022j 0.00542855-0.000599629j 0.0098959+0.00959787j 0.00265026+0.00433272j -0.000901287-0.0009066j 0.001613+0.00330664j 0.000490457-0.00292456j -0.00314985+0.00538931j 0.00264943+0.00180287j 0.00352387+0.00363309j -0.00658362-0.00650879j 0.0111337-0.00252328j -0.00121744-0.00079324j -0.012023-0.00882975j -0.00189477+0.00253694j -0.00401369+0.00719519j -0.00658738-0.00109885j -0.00964798-0.0150543j -0.0101571-0.00189939j -0.00074045+0.0107896j 0.000865075+0.0066782j -0.00281972-0.0109734j 0.00572571-0.0107773j 0.000209848-0.00635354j -0.00174159-0.00783044j 0.000137271+0.00394866j -0.000787416-0.00205147j 0.00255401+0.00290658j -0.00232303-0.00503203j 0.00332414-0.00499313j 0.00208181+0.00588683j 0.00357338-0.00620299j 0.00263667+0.00416899j -0.00013716-0.000779298j -0.00139112-0.0040642j -0.00429551+0.00550957j 0.00195875+0.00761299j 0.00486321-0.00358512j -0.000110441+0.000314224j 0.00221446-0.00500395j 0.00491461+0.00535753j -0.00477997+0.00501379j 0.00891355-0.00436532j 0.00385399+0.0173891j -0.00170871+0.000525587j -0.00913646+0.00753053j -0.00312106+0.00335888j 0.00298025-0.00377384j -0.00400487+0.000701004j 0.00408488-0.00192204j -0.000218948+0.0069788j 0.00371042-0.00547792j 0.000658887+0.00134526j 0.00341617-0.00592774j 
0.0018602-0.00446409j 0.000497817+0.00455957j -0.00207913+0.00141485j -0.00173885-0.000417337j 0.00753494-0.00032604j -0.00225371+0.00576552j 0.00128633+0.0052376j -0.00630752-0.00430304j 0.00308573-0.00483673j 9.23005e-05-0.00547216j 0.00610004+0.00180443j 0.00719346+0.00626416j -0.00589652+0.00222265j -0.00497189-0.00146624j -0.00598418-0.00540348j 0.0138885+0.0135095j 0.00424553-7.10357e-05j -0.00296267-0.00299407j -0.0010069-0.000657645j 0.00276494+0.00805197j 0.00584057+0.00201401j 0.00488802+0.00846383j -0.00340797-0.0123319j -0.000495943-0.00521835j -0.00698599-0.00192478j -0.00188347-0.00364483j -0.00432489-0.00115281j -0.00345784+0.00739679j 0.000408862-0.00415021j -0.00139254-0.0125748j 0.000951428-0.00706515j 0.00366612+0.00449645j 0.00338171+0.0120119j 0.00291576+0.00734115j 0.0091112+0.0113217j 0.000199371+0.00465193j 0.00428805+0.0192274j -0.00146208+0.00771561j -0.00309534-0.00748798j 0.00258717-0.000782302j -0.00536396-0.00456044j -0.00555751+0.0141699j -0.000947392+0.00505222j -0.00143666-0.00615882j 0.00420214-0.00471528j -0.000619767+0.00452406j 0.00364956+8.99464e-05j 0.00382517-0.00839197j -0.00888349+0.00525096j 0.00273372-0.0153391j -0.00298388-0.00542614j 0.0109027-0.00185874j 0.00367167-0.00227557j 0.000632102-0.00419336j -0.000402478-0.00529327j -0.0027885+0.00252043j -0.00662823+0.0123922j 0.0133012-0.00556213j 0.00627829+0.00341026j -0.00673176+0.010824j -0.0108463-0.00763019j -0.00232902+0.00863856j 0.00350233-0.00850274j -0.00871654+0.00128597j 0.00887869-0.00176209j -0.00353623-0.00206035j -0.00234225-0.000486077j 0.00351859+0.00392113j 0.000391873-0.00459734j 
9.71674e-05-0.000128525j 0.000610343+0.00202131j -0.000589301+0.00679492j -4.78141e-05-0.00157441j 0.00471747-0.000692381j -0.0037938-0.00020861j 0.00687918-0.00638694j -0.00755925+0.00645284j -0.00264866+0.00558112j 0.00454523+0.00735287j 0.00518743+0.00846256j 0.011885+0.00638051j -0.00207876-0.00185112j 0.00249966+0.0061084j -0.00776145+0.00213283j 0.0097571+0.0113009j -0.00467544-0.000280417j -0.00426437-0.00139829j -0.000777259+0.00466271j 0.00376674-0.00334943j -0.00101824+0.00687057j 0.00360184-0.00653132j -0.0116074+0.0038609j -0.00440545+0.00655394j -0.0024545-0.00683357j 0.00188641-0.0080158j 0.000463662+0.00416543j -0.00825566-0.0043526j 0.00187283-0.00242177j 0.00495186+0.000264642j -0.00471074+0.00242256j 0.0021697-0.0152645j -0.0093688-0.00234582j -0.00268867+0.00312303j -0.00180111-0.00293988j 0.00153202+0.0128787j 0.00349489-0.000565221j -0.0032985+0.0169376j 0.00367179-0.00547169j 0.000634133+0.00902723j -0.00168736-0.00392305j -0.00307263+0.00348894j 0.00271461+0.00705323j 0.0096784-0.00626476j -0.000495514-0.000493855j 0.000168307-0.00595415j 0.0049078-0.00451162j -0.00249514-0.00570068j 0.00537775-0.00422494j -0.000272044+0.00234576j -0.000418657-0.000274596j 0.00200212-0.00635682j -0.00401123+0.00623765j 0.00139979-0.00279446j 0.00184741+0.00252565j 0.00614894+0.00619717j 0.00233804-0.00876875j -0.00573265+0.0103424j -0.00323317+0.00492969j 0.00348603-0.00541953j 0.00247524+0.00289846j -0.001555+0.0043674j -0.00428782+0.00778167j 0.00687112-0.00217032j 0.00413662-0.00755802j 0.00276283+0.0061273j 0.0086776-0.00145879j -0.00140531-0.00100882j -0.00109981-0.00350513j 
