-0.101742-0j -0.0147908-0j 0.704821-0j 0.712125-0j -0.00106409-0j -0.00107511-0j -0.00489939-0j 0.0828034-0j -0.00606269-0j -0.00353657-0j -7.21749e-05-0j 0.102464-0j 0.0597707-0j -8.93119e-05-0j -5.20986e-05-0j -0.00366302-0j -0.00427352-0j -0.000610503-0j -0.00261699-0j 0.0718588-0j -0.00373933-0j 0.0072959-0j -0.000712254-0j -0.0015424-0j -4.49678e-06-0j -0.000436165-0j 0.0838353-0j 0.0513384-0j -0.000623222-0j 0.00851189-0j 0.0733559-0j 0.00521245-0j -5.24625e-06-0j -0.000257066-0j 0.0074479-0j -3.21266e-06-0j 0.0302578-0j -4.59046e-06-0j 0.0030721-0j -1.89347e-06-0j -0.00292122-0j -0.00329987-0j -0.000471411-0j -0.00269434-0j 0.0367989-0j -0.00272226-0j -5.55563e-05-0j -0.000532515-0j -0.00235754-0j 0.00924783-0j -0.00194487-0j 0.000542099-0j -0.000434797-0j 0.0415688-0j -0.000621397-0j -2.58807e-07-0j -0.000439302-0j -6.27575e-05-0j 0.0339408-0j -0.000380447-0j 0.0104465-0j -5.12413e-05-0j 0.0342925-0j -0.000313853-0j 0.000612366-0j 0.00852956-0j 0.0296982-0j -5.17723e-05-0j -0.000100277-0j -2.92354e-07-0j 0.0244997-0j 0.000499995-0j 0.00861796-0j -4.48361e-05-0j 0.00746337-0j 0.000505176-0j -2.38706e-07-0j -3.69879e-05-0j 0.00782778-0j 0.000437495-0j 0.00615697-0j -1.18178e-05-0j -2.4118e-07-0j 0.000360915-0j 0.00196718-0j -2.08868e-07-0j -1.72307e-07-0j 0.000115314-0j -5.5053e-08-0j 
-0.00061683-0j 0.000148066-0j -4.46955e-05-0j 4.35938e-05-0j -0.0286786-0j 0.0279717-0j 5.84151e-05-0j -0.000984129-0j -6.36833e-07-0j 4.17678e-05-0j 0.0117233-0j 1.07288e-05-0j -0.00070367-0j -0.000127805-0j 0.00838234-0j 0.0042956-0j -0.000170758-0j 0.000352741-0j 0.00306893-0j -2.26657e-06-0j -0.00423314-0j -0.00205673-0j -1.40221e-05-0j -0.00530092-0j -0.000748033-0j 0.00025201-0j 9.01005e-08-0j -1.61932e-06-0j -0.000347612-0j 8.17592e-05-0j 2.23361e-06-0j -0.0014694-0j 2.97357e-05-0j -0.000435295-0j 0.00202683-0j -0.00053442-0j 2.79703e-06-0j 0.000737156-0j 0.00253808-0j 0.000923099-0j -1.77105e-05-0j -3.46623e-07-0j -0.0526849-0j 3.21243e-05-0j -2.33356e-06-0j -3.13325e-05-0j -0.00149732-0j -0.00103113-0j -2.47639e-07-0j 2.77991e-05-0j 2.29695e-05-0j -0.00046832-0j 0.0955631-0j -4.56716e-08-0j 1.4743e-05-0j -7.20045e-05-0j -0.0932076-0j -2.93049e-05-0j 4.23275e-06-0j -0.000736675-0j 5.44074e-07-0j 0.00271592-0j -4.12842e-06-0j 0.0683293-0j -9.16579e-06-0j -5.04238e-05-0j -3.26294e-08-0j -0.00264898-0j 0.0438573-0j -1.40925e-06-0j 3.02649e-06-0j 0.000849467-0j 4.91809e-05-0j -2.09364e-05-0j 3.88706e-07-0j -0.00082853-0j 0.000130606-0j 0.00194193-0j 1.94256e-06-0j -6.54835e-06-0j -3.60539e-05-0j 0.00124643-0j -0.000127387-0j 0.000607384-0j -2.31412e-05-0j -1.00681e-06-0j 9.33857e-05-0j 0.00038985-0j 5.99397e-05-0j 
-5.08753e-05-0j 0.00106098-0j -3.68642e-06-0j -3.72462e-06-0j -0.00724877-0j -0.00732389-0j 0.000353677-0j 6.21275e-05-0j 0.000437653-0j 0.000255298-0j 0.0226841-0j 7.68789e-05-0j 4.4846e-05-0j 0.0280702-0j 0.0163743-0j 5.43623e-06-0j -2.13694e-06-0j 0.0187635-0j -1.3086e-06-0j 5.54833e-07-0j -1.86983e-06-0j 0.0015429-0j -0.0073758-0j -7.71263e-07-0j -0.0173277-0j -0.00451674-0j -2.18101e-07-0j -1.33559e-07-0j -0.00645383-0j -0.000606501-0j -1.90838e-07-0j -0.000371405-0j 0.00681139-0j -0.00266207-0j -0.000530689-0j 0.00417111-0j -7.87167e-08-0j 0.00595997-0j -0.000218898-0j 0.00245836-0j -1.46074e-06-0j 4.89729e-06-0j 3.38155e-05-0j -1.34728e-06-0j 2.77855e-05-0j -1.36124e-06-0j 0.0546358-0j -0.000113371-0j -1.17887e-06-0j 3.45128e-06-0j -9.7252e-07-0j 0.0017821-0j 3.11891e-05-0j -9.31542e-05-0j -3.10725e-07-0j 0.000848956-0j 3.15123e-05-0j -0.183173-0j 2.56274e-05-0j 2.72905e-05-0j -1.15708e-05-0j 0.0503923-0j 2.5893e-05-0j 2.25135e-05-0j -0.00597472-0j 3.18322e-06-0j 2.2424e-05-0j 0.0509145-0j 7.19317e-06-0j -0.00284623-0j 1.84989e-05-0j 0.00164369-0j 3.21621e-06-0j 0.0440933-0j 2.78532e-06-0j 0.00166072-0j 0.000783018-0j 0.0363751-0j 5.91047e-06-0j 0.00143823-0j 2.29777e-06-0j 0.011622-0j 0.000791133-0j 0.00118648-0j 7.3415e-07-0j 0.000685141-0j 0.000565212-0j 0.000379086-0j 0.000180588-0j 
0.00174466-0j 0.000253631-0j -0.000372056-0j 0.000127728-0j -5.37017e-05-0j 1.84359e-05-0j -0.0243412-0j 1.48518e-05-0j 0.0886472-0j -0.0175704-0j 1.23765e-06-0j -5.4088e-05-0j 1.07206e-05-0j -4.50733e-06-0j 8.93381e-07-0j 6.2813e-05-0j 7.32819e-05-0j -0.00303311-0j 3.98385e-05-0j 6.41083e-06-0j -0.000188714-0j 1.3086e-06-0j -0.00353863-0j 2.64488e-05-0j 7.71103e-08-0j -0.00192372-0j 7.4793e-06-0j 4.066e-06-0j 0.0091126-0j 1.52671e-06-0j -1.92606e-05-0j 8.29969e-07-0j 8.9962e-08-0j -0.00127716-0j -3.93154e-06-0j 4.89064e-08-0j 2.69942e-06-0j -2.31668e-07-0j 5.51017e-07-0j 3.2469e-08-0j 5.00928e-05-0j 5.65858e-05-0j 8.08369e-06-0j -0.000135976-0j -0.00191229-0j 4.66809e-05-0j -0.000276015-0j 9.1315e-06-0j 3.5889e-05-0j 8.25038e-07-0j -9.81526e-05-0j 9.72317e-08-0j -2.1943e-05-0j -0.00216016-0j 1.06556e-05-0j 4.438e-09-0j 7.5331e-06-0j -0.000311792-0j 0.00519087-0j 5.79156e-06-0j 9.3198e-07-0j 0.000749237-0j -0.00178204-0j -1.58393e-05-0j 1.09835e-07-0j -2.23955e-06-0j -0.00137006-0j -0.000257215-0j 1.71955e-06-0j 5.01325e-09-0j 0.00374697-0j -2.63934e-07-0j 7.68844e-07-0j -0.000197751-0j 5.91098e-07-0j 9.06092e-08-0j -1.20469e-08-0j 0.000540828-0j -0.000406778-0j 6.96616e-08-0j -1.61659e-06-0j -5.87133e-05-0j 4.13572e-09-0j -1.90517e-07-0j 1.755e-07-0j 3.1796e-09-0j -8.69588e-09-0j 2.06829e-08-0j 9.44042e-10-0j 
-0.00037773-0j 0.0052333-0j 8.05525e-05-0j -2.76539e-05-0j 0.051686-0j -0.017744-0j -1.81896e-05-0j 0.000306444-0j 6.6244e-05-0j -1.313e-05-0j -0.00365046-0j -0.00111602-0j 0.000221203-0j 0.0132944-0j -0.00263504-0j 0.00263051-0j 0.00306893-0j 0.000216009-0j 0.00166837-0j -1.38799e-06-0j -0.00790304-0j -0.00125949-0j 0.00025201-0j 0.00110763-0j -0.000458075-0j 0.000137001-0j -1.61932e-06-0j -8.80315e-07-0j -0.000648972-0j -0.0014694-0j 4.17003e-06-0j -0.000798817-0j -0.00053442-0j 9.09553e-05-0j 0.00378398-0j -0.000290529-0j -5.84442e-07-0j 0.00137623-0j -0.000530335-0j -0.000192883-0j -1.08454e-05-0j -1.22512e-05-0j -0.0322628-0j 2.94396e-05-0j -1.42901e-06-0j -1.01067e-05-0j -0.000916915-0j -0.0364447-0j -7.77019e-06-0j 1.70234e-05-0j 2.12507e-05-0j -0.000286786-0j 0.0875767-0j -1.61424e-06-0j -2.30701e-06-0j -4.40936e-05-0j -0.0300653-0j -0.00103577-0j 3.87901e-06-0j -0.0231147-0j 1.923e-05-0j 0.00248895-0j -1.33168e-06-0j 0.0632162-0j -0.00032396-0j -4.62098e-05-0j -1.02381e-06-0j -0.000854463-0j -0.00686287-0j -4.9809e-05-0j 2.80002e-06-0j 0.000778476-0j 1.5864e-05-0j -0.000656923-0j 1.21964e-05-0j -0.000267253-0j 0.000119691-0j 0.00179662-0j -3.03976e-07-0j -0.000205468-0j -3.3356e-05-0j -0.000195044-0j -4.10903e-05-0j 0.000561934-0j 3.62119e-06-0j -3.15908e-05-0j 8.63976e-05-0j -6.10046e-05-0j -9.37949e-06-0j 
-0.00373933-0j 0.000524772-0j -0.0251669-0j -0.0261571-0j 3.79952e-05-0j 3.94901e-05-0j -0.000180068-0j 0.00304328-0j -0.000208978-0j -0.000116702-0j -2.65265e-06-0j 0.00353189-0j 0.00197235-0j -3.07854e-06-0j -1.71918e-06-0j 0.0260407-0j -0.0293281-0j -2.24379e-05-0j -0.0547539-0j 0.00264104-0j 0.025811-0j 0.000268147-0j 2.52705e-05-0j 0.0518249-0j -1.65271e-07-0j 4.71785e-05-0j -0.00297444-0j -0.00555311-0j -2.22399e-05-0j -0.000301998-0j 0.00261773-0j -0.000563813-0j 1.86134e-07-0j -4.46548e-05-0j 0.000265781-0j 3.47503e-07-0j 0.00525606-0j -1.63813e-07-0j 0.000533653-0j -3.28914e-07-0j -0.000107364-0j 0.000117078-0j 0.0033513-0j 9.62062e-05-0j 0.00135247-0j 9.99914e-05-0j -2.04187e-06-0j -0.00365451-0j -0.000246171-0j 0.000339887-0j 6.23512e-05-0j 1.99238e-05-0j -0.00300301-0j -0.00147484-0j -0.000239487-0j -9.51198e-09-0j -0.00312116-0j 2.22661e-06-0j -0.00121192-0j 0.00768407-0j -0.000370639-0j 1.82966e-06-0j -0.0012596-0j -0.00194625-0j -2.17265e-05-0j -0.000304564-0j 0.00310104-0j 1.90165e-06-0j 0.00747543-0j 1.03726e-08-0j -0.000785443-0j -1.78532e-05-0j -0.000316547-0j -4.68173e-06-0j 0.000779315-0j -1.85556e-05-0j 8.52344e-09-0j 1.1858e-06-0j 0.00301684-0j 4.56826e-05-0j -0.000197388-0j -4.5546e-06-0j 8.85879e-09-0j -1.15707e-05-0j 0.000758154-0j -2.18097e-08-0j 5.52404e-09-0j 4.44422e-05-0j -2.12175e-08-0j 
-5.39614e-05-0j 0.000747615-0j 0.000751549-0j 0.000759338-0j -0.00250885-0j -0.00253485-0j -2.59852e-06-0j -0.00841452-0j -3.2155e-06-0j -1.87571e-06-0j -0.000521494-0j -0.0104124-0j -0.00607392-0j -0.000645316-0j -0.000376434-0j 5.76599e-06-0j -2.26657e-06-0j -9.15852e-05-0j -1.38799e-06-0j 0.0107574-0j -1.98325e-06-0j -0.102642-0j 3.60015e-05-0j -8.18048e-07-0j 0.000194218-0j 2.20463e-05-0j -0.00422865-0j -0.00258951-0j 3.15013e-05-0j 0.0403477-0j -0.00370007-0j 0.0247078-0j -7.63458e-05-0j 1.29936e-05-0j 0.0353043-0j -4.67521e-05-0j -0.0015262-0j -6.68026e-05-0j 0.0145623-0j -2.75546e-05-0j -1.54934e-06-0j 5.19436e-06-0j 2.38278e-05-0j -1.42901e-06-0j 3.92386e-05-0j -1.44382e-06-0j -0.000130988-0j -7.98857e-05-0j -1.25038e-06-0j 0.0444547-0j -1.03151e-06-0j 0.00787475-0j 2.19772e-05-0j -0.000131552-0j -3.29573e-07-0j -6.29908e-06-0j 2.22049e-05-0j 0.000439152-0j 3.61909e-05-0j 1.923e-05-0j -0.14904-0j -0.000120814-0j 3.6566e-05-0j 1.5864e-05-0j -0.026401-0j 0.0410019-0j 3.16671e-05-0j -0.000122066-0j 5.06861e-06-0j 2.11184e-05-0j 2.6124e-05-0j 0.00726313-0j 0.0414268-0j -0.000105712-0j 0.0358767-0j 0.00733839-0j -5.80984e-06-0j -8.72082e-05-0j 8.34675e-06-0j 0.00635524-0j 0.0295967-0j -2.78635e-05-0j -5.87005e-06-0j 0.0052428-0j 0.0094563-0j -5.08361e-06-0j -4.19376e-06-0j 0.0016751-0j -1.33993e-06-0j 
-0.000712254-0j 8.45888e-05-0j 0.00493417-0j -0.00481255-0j 0.000709928-0j -0.00069243-0j -0.0097376-0j 0.0537516-0j 0.000106158-0j -0.00696256-0j -0.000142544-0j -0.000585992-0j 0.0384334-0j 1.55399e-06-0j -0.000101921-0j -2.56433e-05-0j 1.01937e-06-0j -0.0290919-0j -1.83205e-05-0j 0.000503054-0j 2.52705e-05-0j -0.00486762-0j 0.00115646-0j 3.16447e-05-0j 6.03173e-06-0j -0.0207842-0j -1.99974e-05-0j 0.000359399-0j 0.0286689-0j 0.000193497-0j -0.00049574-0j -0.00347759-0j -2.39773e-07-0j 0.0359004-0j 0.00479684-0j 4.30927e-06-0j -0.000620787-0j -5.94402e-06-0j 0.00600681-0j -7.44336e-06-0j -2.04503e-05-0j -4.00246e-07-0j 0.000155606-0j 3.7094e-05-0j -0.0371901-0j -3.61797e-05-0j -0.00535091-0j 3.04546e-06-0j -2.85949e-07-0j -0.00305257-0j 2.65229e-05-0j -0.000544406-0j -0.000282247-0j -0.00072787-0j 1.70237e-05-0j 4.3439e-07-0j 0.00027529-0j -0.000104726-0j 0.0674576-0j 2.17578e-06-0j -5.97438e-05-0j 0.0097058-0j -0.0657949-0j -0.000201812-0j -1.06549e-05-0j 0.00553694-0j -0.000520016-0j -0.00946658-0j -0.000129533-0j 8.50171e-09-0j 0.0482334-0j 0.000987477-0j -0.00540047-0j -7.48199e-05-0j -4.2683e-05-0j -0.000963138-0j -7.87922e-07-0j 0.00693982-0j 0.0309587-0j -7.61224e-06-0j 0.00395901-0j 0.00445434-0j 7.68502e-07-0j 0.000706064-0j 0.0025411-0j 6.07392e-09-0j -5.63378e-07-0j 0.000453188-0j -3.61605e-07-0j 
-0.00249289-0j 0.000349848-0j 0.000175492-0j 0.000182397-0j 2.53301e-05-0j 2.63267e-05-0j 0.0347804-0j -2.12212e-05-0j 0.0403644-0j 0.0225412-0j -1.76843e-06-0j -2.46283e-05-0j -1.37535e-05-0j -2.05236e-06-0j -1.14612e-06-0j -8.97516e-05-0j 0.000101082-0j 0.00433391-0j 0.000188714-0j -9.16023e-06-0j -8.89597e-05-0j -1.86983e-06-0j -0.00488102-0j -0.000178619-0j -1.1018e-07-0j -0.0091126-0j 1.03166e-05-0j 1.92606e-05-0j 0.00429568-0j 2.10587e-06-0j -9.07942e-06-0j 3.93154e-06-0j 1.2409e-07-0j 0.00862514-0j -1.85333e-06-0j 2.31668e-07-0j -1.82303e-05-0j -1.09208e-07-0j -3.72123e-06-0j -2.19276e-07-0j -7.15761e-05-0j 7.8052e-05-0j -1.15505e-05-0j 6.41375e-05-0j 0.00273241-0j 6.66609e-05-0j 0.000394389-0j 1.25956e-05-0j -0.000164114-0j -1.17887e-06-0j 4.15675e-05-0j -1.38931e-07-0j 1.03501e-05-0j -0.00297963-0j -0.000159658-0j -6.34132e-09-0j 1.07574e-05-0j -0.000430072-0j -0.00244844-0j -2.64838e-05-0j 1.28553e-06-0j -0.000353402-0j -0.00254477-0j 6.70792e-06-0j 1.51501e-07-0j 1.05636e-06-0j 0.00626505-0j -0.000367306-0j -2.57647e-05-0j 6.91506e-09-0j -0.00158683-0j 1.24493e-07-0j 1.09792e-06-0j 0.000904282-0j -2.703e-06-0j 1.29391e-07-0j 5.6823e-09-0j -0.00022904-0j 0.00609494-0j -3.18551e-07-0j 6.84624e-07-0j 0.000879728-0j 5.90586e-09-0j 8.06838e-08-0j -2.6296e-06-0j -1.45398e-08-0j 3.68269e-09-0j -3.09902e-07-0j -1.4145e-08-0j 
0.0015424-0j -0.000657142-0j -0.010685-0j -0.0510249-0j 1.61314e-05-0j 7.70336e-05-0j 7.42743e-05-0j -0.00125529-0j -0.000269359-0j 6.41882e-05-0j 1.09416e-06-0j 0.00455238-0j -0.00108483-0j -3.96804e-06-0j 9.45581e-07-0j -0.0107412-0j 0.0367259-0j 9.25516e-06-0j -0.00767391-0j -0.00108937-0j -0.0518249-0j -0.000110605-0j -3.16447e-05-0j 0.0629252-0j 6.81707e-08-0j 6.61221e-06-0j 0.00372472-0j -0.000778285-0j 4.46548e-05-0j 0.000378175-0j -0.00525606-0j -7.90201e-05-0j -2.33086e-07-0j -5.42193e-05-0j -0.000533653-0j 4.87035e-08-0j 0.00638184-0j 3.28914e-07-0j 0.000647955-0j -3.99363e-07-0j 4.42854e-05-0j -0.00014661-0j -0.00138234-0j 4.08458e-05-0j -0.000557867-0j 0.000195054-0j 8.42227e-07-0j 0.00457634-0j -0.000104743-0j -0.000140196-0j 3.52992e-05-0j -8.21816e-06-0j -0.00127497-0j 0.00184686-0j -0.000175394-0j 3.92349e-09-0j -0.00608847-0j -2.78825e-06-0j -0.000514538-0j 0.00326949-0j 0.00046413-0j 7.76812e-07-0j -0.00245711-0j -0.00110184-0j 2.72068e-05-0j -0.000129307-0j 0.00131946-0j 3.70956e-06-0j 0.0054748-0j -1.2989e-08-0j -0.000444666-0j -7.57986e-06-0j -0.00061749-0j -1.99202e-06-0j 0.00033159-0j -3.61966e-05-0j 3.61876e-09-0j 6.71325e-07-0j 0.00220945-0j 1.94375e-05-0j -0.000111748-0j -3.33566e-06-0j 1.72809e-08-0j -6.55055e-06-0j 0.000555251-0j -9.2798e-09-0j 3.12735e-09-0j 3.25483e-05-0j -1.55391e-08-0j 
0.000539726-0j 0.00721859-0j -3.79952e-05-0j -3.94901e-05-0j -0.0243794-0j -0.0253386-0j 2.59906e-05-0j -0.000437868-0j 3.01634e-05-0j 1.68445e-05-0j 0.00521603-0j -0.000508168-0j -0.000283782-0j 0.00605346-0j 0.0033805-0j -0.00375865-0j 0.00423314-0j -0.000308648-0j 0.00790304-0j 1.98325e-06-0j -0.00372549-0j 0.00179964-0j 0.000347612-0j -0.00748029-0j 0.000654529-0j 0.000648972-0j -2.23361e-06-0j -4.17003e-06-0j -0.000305925-0j -0.00202683-0j 1.96575e-06-0j -0.00378398-0j -0.000737156-0j -0.000614257-0j 0.00178377-0j -0.00137623-0j 3.94697e-06-0j 0.000648754-0j 0.00358156-0j 0.00130261-0j 1.54967e-05-0j -1.68988e-05-0j 0.0460993-0j -1.38862e-05-0j 2.04187e-06-0j -1.44325e-05-0j 0.00131015-0j -0.0502702-0j 3.55318e-05-0j -2.43243e-05-0j -8.99962e-06-0j 0.00040978-0j -0.0413084-0j -2.22661e-06-0j 3.4567e-05-0j 6.30039e-05-0j -0.0429337-0j -0.00142869-0j -1.82966e-06-0j 0.1057-0j 2.6525e-05-0j -0.00117399-0j -1.90165e-06-0j -0.026772-0j -0.000446856-0j 2.17963e-05-0j 4.68173e-06-0j -0.00122018-0j 0.10283-0j -6.87043e-05-0j -1.1858e-06-0j -0.000367194-0j 2.26539e-05-0j 0.003004-0j -5.57723e-05-0j -0.00038164-0j -5.64562e-05-0j -0.000760864-0j 4.5546e-06-0j 0.000939571-0j 1.41262e-05-0j 0.00292243-0j -5.86774e-05-0j -0.000237978-0j -5.42579e-05-0j 0.00014446-0j -3.65893e-05-0j 0.000914059-0j 0.000140537-0j 
4.49678e-06-0j -0.000125256-0j -3.11516e-05-0j -3.14745e-05-0j 0.00129042-0j 0.0013038-0j 2.16543e-07-0j 0.000701221-0j 2.67958e-07-0j 1.56309e-07-0j -0.00828263-0j 0.000867717-0j 0.000506168-0j -0.0102492-0j -0.00597872-0j -4.805e-07-0j 1.88881e-07-0j 1.53443e-05-0j 1.15665e-07-0j 9.42614e-06-0j 1.65271e-07-0j 0.0262595-0j -6.03173e-06-0j 6.81707e-08-0j -0.069877-0j -3.69366e-06-0j -3.70535e-06-0j -2.26905e-06-0j -5.27776e-06-0j -0.0103224-0j -3.24218e-06-0j -0.00632116-0j 0.0274681-0j -2.17696e-06-0j -0.00903211-0j 0.0168207-0j -1.33733e-06-0j 0.0240346-0j -0.00372555-0j 0.00991377-0j 1.29112e-07-0j -4.32864e-07-0j -3.99214e-06-0j 1.19084e-07-0j -1.62643e-06-0j 1.20318e-07-0j 6.73734e-05-0j 1.33841e-05-0j 1.04199e-07-0j 7.83153e-05-0j 8.59594e-08-0j 0.06221-0j -3.68208e-06-0j 5.45282e-06-0j 2.74644e-08-0j 0.00707543-0j -3.72023e-06-0j -0.000225877-0j -1.50011e-06-0j -3.22182e-06-0j -0.000262561-0j 6.21405e-05-0j -1.51566e-06-0j -2.65786e-06-0j -0.208567-0j 7.22327e-05-0j -1.3126e-06-0j 6.27845e-05-0j -8.492e-07-0j -0.0237212-0j -1.08284e-06-0j 0.0573782-0j 7.29812e-05-0j 5.4373e-05-0j 6.32036e-05-0j 0.0579729-0j 0.00652589-0j 4.48554e-05-0j -3.45972e-07-0j 0.050206-0j 5.21403e-05-0j 1.43315e-05-0j 0.00659352-0j 0.0414178-0j 1.66591e-05-0j 0.00571015-0j 0.00471064-0j 0.0132332-0j 0.00150507-0j 
-0.00025182-0j -6.34274e-07-0j 0.00526997-0j -0.00514008-0j -2.63371e-06-0j 2.56879e-06-0j 2.38478e-05-0j -0.00121757-0j -2.59986e-07-0j 1.70516e-05-0j 3.51312e-07-0j 1.32738e-05-0j -0.000870585-0j -3.82995e-09-0j 2.51194e-07-0j -9.06628e-06-0j 3.60402e-07-0j -1.51105e-06-0j -6.47726e-06-0j -0.0512783-0j 8.93445e-06-0j 5.45517e-05-0j 6.0067e-08-0j 1.11881e-05-0j -1.11299e-08-0j -1.07954e-06-0j 0.00203841-0j -0.036635-0j 1.48908e-06-0j -2.16853e-06-0j 0.0505327-0j 3.89736e-05-0j 4.42435e-10-0j 1.86468e-06-0j -5.37585e-05-0j -7.95159e-09-0j 0.0632792-0j 1.09681e-08-0j -6.73187e-05-0j 1.37347e-08-0j -7.23027e-06-0j -1.41508e-07-0j -1.16678e-06-0j 1.31147e-05-0j 0.000275146-0j -1.27915e-05-0j -1.37506e-07-0j -2.28358e-08-0j -1.01098e-07-0j -0.00659924-0j 9.37725e-06-0j 4.05329e-06-0j 2.11638e-06-0j 5.38506e-06-0j 6.0188e-06-0j -6.4057e-10-0j -2.06421e-06-0j -2.69122e-09-0j -0.000499077-0j -1.63147e-08-0j -0.000129158-0j 2.49417e-07-0j 0.000486776-0j 1.51325e-06-0j 7.93294e-08-0j 0.0119701-0j 3.84727e-06-0j -2.4327e-07-0j 9.7128e-07-0j -1.2537e-11-0j -0.000356849-0j -7.35209e-06-0j -0.011675-0j -1.9227e-09-0j -9.22748e-05-0j 7.17088e-06-0j 1.1619e-09-0j 1.78338e-07-0j -0.000229044-0j 5.66757e-08-0j 0.00855883-0j 1.14466e-07-0j -1.13327e-09-0j -5.25688e-06-0j 0.00549349-0j -8.95686e-12-0j 8.30782e-10-0j -3.37414e-06-0j 5.33239e-10-0j 
-0.000436165-0j 0.00298974-0j -0.00889261-0j 0.00305286-0j -0.00127947-0j 0.000439246-0j 0.00303215-0j -0.0167375-0j -0.0110427-0j 0.00218872-0j 4.43861e-05-0j 0.0609555-0j -0.0120818-0j -0.000161648-0j 3.20396e-05-0j -1.57033e-05-0j -1.83205e-05-0j -0.0178151-0j -9.95962e-06-0j 0.000308057-0j 4.71785e-05-0j -0.00298079-0j -0.0207842-0j -6.61221e-06-0j 3.69366e-06-0j -0.011299-0j 0.000359399-0j 0.000195382-0j 0.0535232-0j -0.00347759-0j -0.000925519-0j -0.00189054-0j 4.30927e-06-0j -0.00750143-0j 0.00895543-0j 2.34267e-06-0j 0.000129714-0j -1.10972e-05-0j -0.00125513-0j 1.5553e-06-0j -1.25232e-05-0j -1.41465e-05-0j 9.52886e-05-0j 3.3994e-05-0j -0.0227742-0j -1.16702e-05-0j -0.00327675-0j 0.00010764-0j -8.97224e-06-0j -0.00186931-0j 2.45382e-05-0j -0.000333379-0j -0.000258659-0j -0.0257262-0j -2.66391e-06-0j 2.66008e-07-0j 8.87984e-05-0j -0.00370148-0j 0.0618201-0j 6.82695e-05-0j -0.00211161-0j 0.00889468-0j -0.021223-0j -0.00018671-0j -0.000376592-0j 0.00507421-0j -0.0163166-0j -0.00305357-0j 2.02696e-05-0j 3.00488e-07-0j 0.0446241-0j 0.000904952-0j -0.00174199-0j -0.00234763-0j -0.00133927-0j -0.000310673-0j -7.22074e-07-0j 0.00642052-0j -0.00484448-0j -0.00023885-0j 0.00366276-0j -0.000697024-0j 2.4789e-07-0j 0.000653229-0j -0.000397636-0j 1.90582e-07-0j -5.21221e-07-0j -7.09158e-05-0j 5.65847e-08-0j 
5.93545e-05-0j -2.14462e-05-0j 4.30082e-06-0j -4.19482e-06-0j 0.0084569-0j -0.00824845-0j 0.000811466-0j 0.000142544-0j -8.84649e-06-0j 0.000580213-0j 0.0520458-0j -1.55399e-06-0j 0.000101921-0j -0.000567396-0j 0.0372137-0j 2.13694e-06-0j -8.49476e-08-0j 0.0073758-0j 1.52671e-06-0j 2.18101e-07-0j -2.10587e-06-0j 0.000606501-0j -0.000293202-0j -2.63706e-06-0j -0.00681139-0j 0.00526953-0j -8.66993e-09-0j 1.55819e-07-0j -0.00726856-0j -2.41096e-05-0j -2.1493e-07-0j 0.000433305-0j 0.000270766-0j -0.009102-0j -0.000597682-0j -0.00486629-0j -2.69144e-07-0j 0.00671235-0j -0.000748444-0j 0.00840549-0j 1.70419e-06-0j 3.33538e-08-0j -3.94514e-05-0j -3.09116e-06-0j -3.24164e-05-0j 3.01497e-06-0j -0.0637418-0j -7.72129e-07-0j 2.38291e-08-0j -4.0265e-06-0j -2.21024e-06-0j -0.00207912-0j 7.15594e-05-0j -6.34442e-07-0j -1.41864e-06-0j -0.000990448-0j -6.97956e-05-0j -0.00124753-0j 5.87988e-05-0j -5.51635e-07-0j -7.88051e-08-0j 0.115619-0j -5.73496e-05-0j 5.11662e-05-0j -4.06918e-05-0j 7.3035e-06-0j -4.53267e-07-0j -0.112769-0j 3.28411e-05-0j -1.93847e-05-0j 4.20422e-05-0j 0.00377124-0j -7.12348e-06-0j -0.000891279-0j -5.63011e-08-0j -0.00367828-0j 0.00179653-0j 0.0826694-0j 2.69848e-05-0j -2.90716e-05-0j 5.22213e-06-0j 0.0530615-0j -0.00175225-0j 0.0026965-0j 3.35183e-06-0j -1.38491e-05-0j 0.00128455-0j 0.00173075-0j 0.000824493-0j 
