-0.357533-0j -0.417122-0j 0.75176-0j 0.354592-0j -0.150547-0j -0.0460126-0j -0.0519768-0j 0.0412307-0j -0.0428786-0j 0.109288-0j 0.0297619-0j -0.0097877-0j -0.0296078-0j -0.00427352-0j -0.0327699-0j -0.00472992-0j 0.0251694-0j -0.0172712-0j -0.0261753-0j 0.00363288-0j -0.00249289-0j -0.00377808-0j 0.0293642-0j 0.0525176-0j -0.0176311-0j 0.00423836-0j 0.00758026-0j 0.055037-0j -0.00254482-0j 0.0079439-0j 0.0105981-0j 0.00152971-0j -0.00284579-0j -0.000410755-0j -0.0223112-0j -0.0039441-0j -0.000328675-0j -0.0243486-0j -0.00430427-0j -0.000358689-0j 0.0183234-0j -0.0190558-0j -0.0172171-0j 0.00323916-0j -0.00336862-0j 0.00026993-0j 0.0206985-0j -0.00304358-0j -0.000280718-0j -0.0142034-0j -0.0124279-0j -0.000253631-0j 0.0362011-0j 0.00365902-0j -0.00251082-0j 0.0170754-0j -0.00219697-0j 0.000304918-0j 0.0431889-0j 0.0063995-0j -0.00724963-0j -0.000209235-0j -0.000183081-0j 0.00301854-0j 0.000533292-0j 0.0261313-0j 0.00763479-0j -0.00128157-0j 0.000251545-0j 0.00389772-0j 0.000636232-0j 0.00461941-0j -0.000106797-0j -0.000884548-0j 0.000384951-0j 0.000689027-0j -0.000156368-0j 5.74189e-05-0j -1.30306e-05-0j 
0.00166181-0j 3.35909e-05-0j 0.00118725-0j -0.00163764-0j -0.00205073-0j -0.000850222-0j 4.18569e-06-0j 0.000197255-0j -0.000192393-0j 2.9904e-06-0j -0.000277371-0j -0.000178031-0j -0.0264513-0j 1.98632e-05-0j 0.00201651-0j -1.51427e-06-0j -0.0231449-0j -0.0154299-0j 0.0225744-0j 1.73803e-05-0j 1.15869e-05-0j -1.69519e-05-0j -0.000467839-0j -0.00954677-0j 0.030684-0j 3.51317e-07-0j 7.16902e-06-0j 0.0161279-0j -2.30417e-05-0j -1.2111e-05-0j 0.0285616-0j -2.14479e-05-0j 0.0124477-0j -9.34742e-06-0j 0.000103702-0j -0.00352361-0j 1.52767e-06-0j 1.9608e-06-0j -6.66244e-05-0j 2.88852e-08-0j -0.000348502-0j 0.000339912-0j 8.00245e-05-0j 0.0118415-0j -0.0115496-0j -5.13392e-06-0j 1.7157e-06-0j -0.00271909-0j 5.00738e-06-0j 1.1438e-06-0j -0.000112527-0j 1.17887e-06-0j 5.71722e-05-0j -5.82964e-05-0j -3.88643e-05-0j -7.88609e-05-0j 0.00382347-0j 2.52746e-08-0j 7.07688e-07-0j -0.00194261-0j -9.8753e-05-0j 1.68497e-08-0j -1.65768e-06-0j 0.00267956-0j 8.42227e-07-0j -8.03932e-05-0j -2.4046e-05-0j 0.00335546-0j -1.16173e-06-0j -7.29741e-05-0j 1.04252e-08-0j 0.00273162-0j -1.45477e-06-0j -2.41695e-05-0j -1.1843e-06-0j 0.00247953-0j 0.000821239-0j -1.07501e-06-0j -3.56051e-07-0j 
-0.000339215-0j -6.85671e-06-0j -0.000242347-0j 0.000334283-0j 0.000418603-0j -0.0165398-0j 8.14262e-05-0j 0.00383728-0j -0.0037427-0j 5.81737e-05-0j -0.00539582-0j -0.00346332-0j 0.00268563-0j -0.0180243-0j -0.000204739-0j 0.00137408-0j 0.00234992-0j 0.00156662-0j -0.002292-0j -0.0157713-0j -0.0105142-0j 0.0153826-0j 4.75002e-05-0j 0.000969294-0j -0.00311538-0j -0.000318793-0j -0.00650532-0j -0.00163749-0j 0.0209086-0j 0.0109898-0j -0.00289989-0j 0.0194623-0j -0.00126383-0j 0.00848205-0j -2.11681e-05-0j -0.0340949-0j -0.0042482-0j -4.00246e-07-0j -0.000644666-0j -8.03249e-05-0j 7.11377e-05-0j -6.93843e-05-0j -1.63349e-05-0j 0.11458-0j -0.111756-0j 0.0142766-0j -3.50215e-07-0j -0.0263103-0j -0.0139247-0j -2.33477e-07-0j 2.29695e-05-0j -0.00327824-0j -1.16702e-05-0j -0.000564083-0j -0.000376055-0j 1.60974e-05-0j 0.0369964-0j -7.02843e-05-0j -1.44456e-07-0j -0.018797-0j 2.01579e-05-0j -4.68562e-05-0j 0.00460972-0j 0.0259277-0j -0.00234209-0j 1.64102e-05-0j -0.000232672-0j 0.0324678-0j 0.00323057-0j 1.48958e-05-0j -2.89908e-05-0j 0.0264315-0j 0.00404546-0j 4.93358e-06-0j 0.00329334-0j 0.0239923-0j 0.0079464-0j 0.00298942-0j 0.000990116-0j 
0.0150177-0j -0.000596982-0j -0.0315766-0j 0.014378-0j -0.0185323-0j 0.00193269-0j 3.78259e-05-0j 0.00340584-0j 0.00341923-0j -7.95338e-05-0j 0.00243523-0j -0.00160886-0j 0.00124363-0j 0.000179503-0j 2.38482e-05-0j 3.44219e-06-0j -0.0010572-0j -0.00357881-0j -0.00106136-0j -0.000152594-0j -0.000516557-0j -0.000153194-0j 4.20258e-05-0j -0.00220592-0j 0.0028371-0j 6.06591e-06-0j -0.000318398-0j 0.00223164-0j 0.000409501-0j 0.00032211-0j 0.00130462-0j 0.000188306-0j -0.000585241-0j -8.44723e-05-0j 0.000937151-0j 0.000165666-0j 1.38055e-05-0j 1.77196e-05-0j 3.13242e-06-0j 2.61035e-07-0j -0.00076965-0j -0.000772676-0j -0.0014222-0j -0.000136056-0j -0.000136591-0j -1.1338e-05-0j -1.50633e-05-0j -0.000251413-0j -1.13826e-05-0j -5.09919e-05-0j -0.0010169-0j -2.09511e-05-0j 0.00299037-0j -2.66284e-06-0j -9.01417e-06-0j -0.00136163-0j -0.000179765-0j -2.21903e-07-0j -3.14306e-05-0j 0.000528627-0j 0.00175505-0j -7.51181e-07-0j -1.49804e-05-0j -0.000240704-0j 4.40522e-05-0j 0.00213817-0j -5.55619e-06-0j 0.000310252-0j -2.00587e-05-0j 0.00064069-0j -4.63016e-07-0j 0.000377978-0j 2.58543e-05-0j -0.000218419-0j 3.14981e-05-0j 0.000113259-0j -3.86114e-05-0j 9.43826e-06-0j -3.21762e-06-0j 
-0.00636732-0j 0.00250295-0j -0.00451094-0j -0.00212773-0j 0.000903361-0j -0.0130184-0j 0.0436456-0j 0.0116654-0j -0.0121317-0j 0.0309208-0j 0.00842054-0j -0.00276924-0j 0.000177662-0j -0.00244386-0j 0.000196636-0j -0.00270486-0j 0.000448241-0j 0.000103636-0j -0.000466157-0j -0.00616586-0j -0.00142559-0j 0.0064123-0j -0.0001762-0j -0.000315132-0j 0.000105795-0j 0.00242375-0j 0.00433485-0j -0.00033025-0j -0.00145529-0j 0.00454281-0j -6.35941e-05-0j 0.000874779-0j 1.70762e-05-0j -0.000234895-0j -0.0193272-0j -0.00111591-0j -0.000282921-0j -0.0210921-0j -0.00121781-0j -0.000308756-0j 0.0158728-0j -0.0165072-0j 0.0442646-0j 0.000916455-0j -0.000953085-0j 0.000232353-0j -0.0532154-0j 0.00255573-0j -0.00024164-0j -0.0123037-0j 0.0319519-0j 0.000647967-0j 0.0313594-0j -0.00307253-0j -0.000710387-0j 0.0147917-0j 0.00184482-0j -0.000778992-0j 0.0374126-0j 0.00181061-0j -0.00628003-0j -0.000180108-0j 0.000467727-0j 0.000854035-0j 0.000459053-0j 0.0226364-0j 0.00216011-0j -0.000362594-0j 0.000216527-0j 0.00337642-0j 0.000547663-0j 0.00130697-0j -9.19301e-05-0j -0.000766244-0j 0.000331362-0j 0.000194946-0j -4.42411e-05-0j 4.94257e-05-0j -1.12167e-05-0j 
1.99884e-05-0j 4.04036e-07-0j 1.42804e-05-0j -1.96978e-05-0j -2.46664e-05-0j 0.00195946-0j -9.64651e-06-0j -0.000454601-0j 0.000443396-0j -6.8918e-06-0j 0.00063924-0j 0.000410297-0j 1.65527e-06-0j 0.00655543-0j -1.26189e-07-0j -0.000499754-0j 1.44836e-06-0j 9.65573e-07-0j -1.41266e-06-0j 0.005736-0j 0.003824-0j -0.00559462-0j 2.92764e-08-0j 5.97418e-07-0j -1.92015e-06-0j 0.000115945-0j 0.00236598-0j -1.00925e-06-0j -0.00760443-0j -0.00399699-0j -1.78733e-06-0j -0.00707843-0j -7.78951e-07-0j -0.00308491-0j 1.24734e-06-0j -4.22489e-05-0j -0.04771-0j 2.35847e-08-0j -7.98841e-07-0j -0.000902099-0j -4.19183e-06-0j 4.08851e-06-0j 9.62545e-07-0j 0.000141982-0j -0.000138483-0j 0.160335-0j 2.06366e-08-0j -3.26025e-05-0j -0.156383-0j 1.37577e-08-0j -1.35349e-06-0j -0.0368167-0j 6.87675e-07-0j -6.98986e-07-0j -4.65991e-07-0j -9.48549e-07-0j 4.58442e-05-0j -0.000789337-0j 8.51217e-09-0j -2.32923e-05-0j -1.18781e-06-0j -0.000526225-0j 0.0517701-0j 3.21284e-05-0j -0.0263031-0j -9.66979e-07-0j -2.88317e-07-0j 4.02326e-05-0j 0.0362814-0j -8.77742e-07-0j -0.000325585-0j 3.27527e-05-0j 0.0454331-0j -2.90714e-07-0j 0.0369863-0j 2.97301e-05-0j 9.84682e-06-0j 0.033573-0j 0.0111196-0j 
0.00143026-0j -0.0082317-0j 0.00102182-0j 0.00146005-0j 0.000602241-0j -0.0086789-0j -0.00980386-0j 0.0394894-0j 0.0398987-0j -0.00700422-0j -0.00577818-0j -0.00184616-0j 0.000118441-0j -0.00162924-0j 0.000131091-0j -0.00180324-0j 0.000103636-0j 0.000465331-0j 0.00010471-0j -0.00142559-0j -0.00640094-0j -0.00144036-0j -0.000596469-0j 4.27478e-05-0j -0.00034794-0j 0.00820483-0j -0.000588024-0j 7.48086e-05-0j 0.00478615-0j -0.00102904-0j 4.36383e-05-0j -0.000600275-0j 1.13841e-05-0j -0.000156596-0j -0.0128848-0j -0.000743937-0j -0.000188614-0j -0.0140614-0j -0.000811871-0j -0.000205838-0j -0.0108919-0j -0.0110048-0j 0.0490504-0j -0.000628873-0j -0.00063539-0j -0.000159441-0j -0.0123037-0j 0.00283205-0j -0.000161093-0j -0.0552442-0j -0.00717717-0j 0.000718024-0j 0.0350433-0j -0.000710387-0j -0.00318967-0j 0.0500723-0j -0.000414393-0j -0.000180108-0j -0.00507503-0j 0.00202332-0j 0.0206538-0j -0.000808692-0j -0.000105063-0j 0.00289106-0j 0.000512981-0j -0.00512762-0j -0.00029302-0j 0.0011925-0j 0.000732983-0j -0.00231691-0j -7.42907e-05-0j -0.000296056-0j 0.00030234-0j -0.00051083-0j -7.50606e-05-0j -0.000133773-0j -2.94941e-05-0j -3.3916e-05-0j -7.47777e-06-0j 
0.00530955-0j 0.00619448-0j 0.0473879-0j -0.0266379-0j 0.0022357-0j 0.00068331-0j 0.000771881-0j -0.00309737-0j 0.000636769-0j 0.00688906-0j -0.0022358-0j 0.000145352-0j 0.000439691-0j 6.3464e-05-0j 0.000486649-0j 7.02417e-05-0j -0.00189079-0j 0.000256487-0j 0.000388717-0j -0.000272912-0j 3.70206e-05-0j 5.61064e-05-0j -0.00220592-0j 0.00114922-0j 0.00026183-0j -0.000318398-0j 0.000165875-0j 0.00346931-0j 3.77919e-05-0j 0.000500752-0j -0.00079616-0j -0.000114916-0j 4.22614e-05-0j 6.09991e-06-0j 0.000331333-0j 5.85719e-05-0j 4.88099e-06-0j 0.000361589-0j 6.39205e-05-0j 5.32671e-06-0j -0.00137651-0j 0.000282988-0j 0.000255682-0j -0.000243335-0j 5.00257e-05-0j -2.02779e-05-0j -0.00155493-0j 4.51986e-05-0j 4.16881e-06-0j 0.000210927-0j 0.000184561-0j 3.76655e-06-0j 0.00228197-0j -0.000274876-0j 3.7287e-05-0j -0.00128275-0j 3.26261e-05-0j -2.29063e-05-0j 0.000945081-0j 0.000403399-0j 0.000107661-0j 3.10725e-06-0j 2.71884e-06-0j -0.000226761-0j 3.36166e-05-0j 0.00164721-0j 0.000167068-0j 1.90319e-05-0j -1.88967e-05-0j -0.000292808-0j 1.39224e-05-0j 0.000291189-0j 1.58599e-06-0j 1.3136e-05-0j 2.42657e-05-0j -5.17616e-05-0j 2.32214e-06-0j -4.31347e-06-0j 1.93511e-07-0j 
-0.00389917-0j 0.00153274-0j -0.00276238-0j -0.00130296-0j 0.000553193-0j 0.000169075-0j -0.000566845-0j -0.000151504-0j 0.00015756-0j -0.000401583-0j -0.000109361-0j 3.59654e-05-0j -0.0209116-0j 1.57033e-05-0j -0.0231449-0j 1.73803e-05-0j -0.0527599-0j -0.0121984-0j 0.0548686-0j 3.96193e-05-0j 9.16023e-06-0j -4.12028e-05-0j 0.0207395-0j 0.0370924-0j -0.0124526-0j -1.55741e-05-0j -2.7854e-05-0j 0.0388718-0j 9.35107e-06-0j -2.91902e-05-0j 0.00748529-0j -5.62098e-06-0j -0.00200994-0j 1.50934e-06-0j 8.19836e-05-0j -0.00278566-0j 1.20773e-06-0j 8.94701e-05-0j -0.00304004-0j 1.31802e-06-0j -6.73303e-05-0j 7.00214e-05-0j -0.000187765-0j 0.00228777-0j -0.00237921-0j -9.91869e-07-0j 0.000225733-0j 0.00637993-0j 1.03151e-06-0j 5.21909e-05-0j -0.000135536-0j -2.76604e-06-0j -0.000133022-0j -0.00767002-0j -0.00177336-0j -6.27444e-05-0j 0.00460528-0j 3.32536e-06-0j -0.0001587-0j 0.00451988-0j 2.66391e-05-0j 7.68844e-07-0j -1.99663e-06-0j 0.00213195-0j -1.95961e-06-0j -9.60207e-05-0j 0.00539234-0j -0.000905151-0j -9.24312e-07-0j -1.43224e-05-0j -2.33786e-06-0j 0.00326262-0j 3.92431e-07-0j 3.25031e-06-0j -1.41452e-06-0j 0.000486649-0j -0.00011044-0j -2.10988e-07-0j 4.78816e-08-0j 
-0.00876031-0j -0.0391541-0j -0.00625867-0j -0.00802927-0j -0.00441625-0j -0.0011274-0j 0.00248088-0j 0.00204495-0j 0.00185508-0j 0.00177243-0j -0.00288537-0j 0.0030544-0j -0.000725454-0j -0.00010471-0j 0.00156413-0j 0.000225762-0j -0.000634772-0j 0.00208764-0j -0.000575834-0j -9.16214e-05-0j 0.000301325-0j -8.31144e-05-0j -0.0028371-0j -0.00026183-0j 0.00326582-0j -0.000409501-0j -3.77919e-05-0j -0.000411395-0j 0.000471381-0j -5.93798e-05-0j -0.000320001-0j -4.61882e-05-0j 0.00304361-0j 0.000439308-0j -0.000546671-0j -9.66387e-05-0j -8.05323e-06-0j 0.00116217-0j 0.000205445-0j 1.71204e-05-0j -0.000462118-0j -0.00041921-0j 0.000829619-0j -8.16916e-05-0j -7.41066e-05-0j -6.80764e-06-0j 0.0010169-0j 0.000146657-0j -6.17555e-06-0j -0.00334439-0j -0.00117057-0j 1.22214e-05-0j 0.000592709-0j 0.000179765-0j -0.000591211-0j 0.000760389-0j -0.000206929-0j 1.49804e-05-0j 0.000419451-0j 0.000104777-0j 0.000418227-0j -4.92675e-05-0j -1.72441e-05-0j 0.000134419-0j 8.73142e-06-0j -0.000836294-0j 7.41491e-05-0j 7.39329e-05-0j 1.12016e-05-0j 0.00125198-0j 6.17909e-06-0j -0.000147837-0j 6.16107e-06-0j 0.00210745-0j -1.23198e-05-0j 0.000221322-0j 0.000372548-0j 1.84435e-05-0j 3.10456e-05-0j 
0.0064333-0j 0.00244125-0j -0.00154862-0j 0.00221145-0j -0.00431388-0j 0.0131533-0j 0.0425698-0j 0.0121317-0j -0.01225-0j -0.0102474-0j 0.00786252-0j 0.0293398-0j -0.000179503-0j 0.00246919-0j 0.000191789-0j -0.00263819-0j 0.000466157-0j -0.00010471-0j -0.000470705-0j -0.0064123-0j 0.00144036-0j 0.00647486-0j 0.000176893-0j -6.47861e-05-0j -9.59723e-05-0j -0.00243328-0j 0.000891177-0j 0.000113308-0j 0.00132016-0j -0.00155862-0j -0.000312584-0j 0.0042998-0j -0.000313617-0j 0.00431401-0j 0.0195275-0j 0.00112747-0j 0.000285853-0j -0.0205722-0j -0.00118779-0j -0.000301146-0j 0.0165072-0j -0.0166682-0j -0.0447233-0j 0.000953085-0j -0.000962383-0j 0.00024164-0j 0.0534246-0j -0.00258222-0j -0.000243998-0j -0.0120005-0j -0.0289852-0j -0.000654682-0j 0.0107658-0j 0.00308461-0j -0.000692878-0j -0.0153736-0j -0.00167353-0j 0.000782055-0j -0.00742491-0j 0.000621589-0j 0.0299894-0j -0.000175669-0j -0.000424299-0j -0.000887636-0j 0.000157594-0j 0.00697728-0j -0.000428696-0j 0.00173152-0j -0.000225047-0j 0.0368211-0j -0.000108689-0j 0.000402851-0j 0.000439-0j 0.0215222-0j 0.000102137-0j 0.00212596-0j 0.00124264-0j 0.000539004-0j 0.000315052-0j 
0.000875849-0j -0.00504087-0j 0.000625737-0j 0.000894096-0j 0.000368796-0j 0.000112717-0j 0.000127327-0j -0.000512868-0j -0.000518183-0j 9.0967e-05-0j 7.5044e-05-0j 2.39769e-05-0j -0.0139411-0j 1.04688e-05-0j -0.0154299-0j 1.15869e-05-0j -0.0121984-0j -0.0547714-0j -0.0123248-0j 9.16023e-06-0j 4.11298e-05-0j 9.25516e-06-0j 0.0702069-0j -0.00503159-0j 0.040954-0j -5.27209e-05-0j 3.7784e-06-0j -0.00880528-0j -3.07539e-05-0j 6.61221e-06-0j -0.00513642-0j 3.85712e-06-0j -0.00133996-0j 1.00622e-06-0j 5.46557e-05-0j -0.00185711-0j 8.05155e-07-0j 5.96467e-05-0j -0.00202669-0j 8.78679e-07-0j 4.62022e-05-0j 4.66809e-05-0j -0.000208066-0j -0.00156987-0j -0.00158614-0j 6.80622e-07-0j 5.21909e-05-0j 0.00706972-0j 6.87675e-07-0j 0.000234339-0j 3.04447e-05-0j -3.0651e-06-0j -0.000148649-0j -0.00177336-0j -0.00796244-0j -0.000212401-0j -0.00103446-0j 7.68844e-07-0j 2.15276e-05-0j 0.00505085-0j -8.76108e-05-0j 3.45214e-06-0j 4.48492e-07-0j 0.00721701-0j -2.18981e-06-0j 2.17507e-05-0j -0.000731472-0j 0.00297686-0j -3.12896e-06-0j 9.82803e-06-0j 3.17132e-07-0j -0.000739052-0j -1.29063e-06-0j 2.16688e-06-0j 3.20419e-07-0j -0.000333939-0j -7.36267e-05-0j 1.4478e-07-0j 3.19211e-08-0j 
-0.00929171-0j 0.0104647-0j -0.00589317-0j -0.0278991-0j -0.0184919-0j -0.00119579-0j 0.00130398-0j 0.00324595-0j 0.00111368-0j 0.000827038-0j 0.0021037-0j -0.00266735-0j -0.00076946-0j -0.000111062-0j 0.000822125-0j 0.000118664-0j 0.0019815-0j -0.000448851-0j 0.000679846-0j 0.000286005-0j -6.47861e-05-0j 9.81273e-05-0j -0.00223164-0j -0.00346931-0j -0.000411395-0j -0.00032211-0j -0.000500752-0j 0.000431185-0j -5.93798e-05-0j 6.22362e-05-0j 0.00394348-0j 0.000569193-0j -0.00134435-0j -0.000194041-0j -0.000579832-0j -0.000102501-0j -8.54174e-06-0j 0.000610854-0j 0.000107985-0j 8.99873e-06-0j 0.00144254-0j 0.000494932-0j -0.000447444-0j 0.000255008-0j 8.74924e-05-0j 2.12507e-05-0j -0.00157306-0j -7.90976e-05-0j 7.29104e-06-0j 0.000356331-0j -0.000289988-0j -6.59147e-06-0j -0.000283786-0j -0.00027808-0j 6.29911e-05-0j -0.00134348-0j -5.12631e-05-0j -2.31734e-05-0j 0.00275419-0j -5.01668e-05-0j -0.00089048-0j 5.24926e-06-0j -4.27193e-06-0j -0.000237496-0j -4.18057e-06-0j -0.000183922-0j 0.000486877-0j -0.000157416-0j -1.97914e-05-0j 0.00321775-0j 4.05731e-05-0j -3.25131e-05-0j -1.3118e-05-0j -0.000639061-0j -2.70942e-06-0j 0.000568823-0j -0.000112971-0j 4.74019e-05-0j -9.41426e-06-0j 
0.00393958-0j 0.00149496-0j -0.000948332-0j 0.00135423-0j -0.0026417-0j -0.000170828-0j -0.000552874-0j -0.00015756-0j 0.000159097-0j 0.000133087-0j -0.000102114-0j -0.000381049-0j 0.0211283-0j -1.5866e-05-0j -0.0225744-0j 1.69519e-05-0j -0.0548686-0j 0.0123248-0j 0.0554039-0j 4.12028e-05-0j -9.25516e-06-0j -4.16048e-05-0j -0.0208211-0j 0.0076256-0j 0.0112963-0j 1.56353e-05-0j -5.72634e-06-0j -0.0133368-0j -8.48283e-06-0j 1.00151e-05-0j 0.0367924-0j -2.76288e-05-0j 0.036914-0j -2.77201e-05-0j -8.28332e-05-0j 0.00281453-0j -1.22025e-06-0j 8.72648e-05-0j -0.00296511-0j 1.28553e-06-0j -7.00214e-05-0j 7.07046e-05-0j 0.000189711-0j 0.00237921-0j -0.00240242-0j -1.03151e-06-0j -0.00022662-0j -0.00644605-0j 1.04158e-06-0j 5.09045e-05-0j 0.000122951-0j 2.7947e-06-0j -4.5667e-05-0j 0.00770017-0j -0.00172965-0j 6.5213e-05-0j -0.00417768-0j -3.33844e-06-0j 3.14955e-05-0j 0.00155169-0j -0.000127211-0j 7.49894e-07-0j 1.81125e-06-0j -0.00221583-0j -6.72739e-07-0j -2.95968e-05-0j -0.00107016-0j 0.00432243-0j 9.60678e-07-0j -0.00015619-0j 4.63973e-07-0j 0.00100565-0j -1.874e-06-0j -9.12944e-05-0j -4.36002e-07-0j 0.00530708-0j 0.00310203-0j -2.3009e-06-0j -1.34489e-06-0j 
0.000795915-0j -0.000312868-0j 0.000563867-0j 0.000265966-0j -0.00011292-0j 0.0032891-0j -0.0110271-0j -0.00294728-0j 0.00306508-0j -0.00781217-0j -0.00212746-0j 0.000699651-0j 0.00212317-0j -0.0142495-0j 0.00234992-0j -0.0157713-0j 0.00535677-0j 0.00123852-0j -0.00557087-0j -0.0359514-0j -0.00831219-0j 0.0373883-0j -0.00210571-0j -0.00376603-0j 0.00126432-0j 0.0141322-0j 0.0252753-0j -0.00394669-0j -0.00848537-0j 0.0264878-0j -0.00075999-0j 0.0051006-0j 0.000204071-0j -0.00136961-0j -1.67348e-05-0j -0.0269544-0j -0.0033585-0j -1.8263e-05-0j -0.0294158-0j -0.00366519-0j 1.37437e-05-0j -1.42931e-05-0j 3.83274e-05-0j 0.0221367-0j -0.0230215-0j 0.00275822-0j -4.60775e-05-0j 0.061733-0j -0.00286846-0j -1.06534e-05-0j 2.76662e-05-0j 0.00769189-0j 2.71531e-05-0j -0.074216-0j -0.0171592-0j 1.28076e-05-0j 0.0445612-0j -0.00924726-0j 3.23944e-05-0j 0.0437349-0j -5.43768e-06-0j -0.00213802-0j 0.0055523-0j 0.020629-0j 0.00544933-0j 1.96001e-05-0j 0.0521769-0j -0.00875835-0j 0.00257035-0j 2.92354e-06-0j 0.0065012-0j 0.0315695-0j -0.00109128-0j -6.63468e-07-0j 0.00393353-0j 0.00470888-0j -0.00106863-0j 0.000586723-0j -0.000133151-0j 
-0.000178782-0j 0.00102896-0j -0.000127728-0j -0.000182507-0j -7.52801e-05-0j 0.00219273-0j 0.00247696-0j -0.00997705-0j -0.0100804-0j 0.00176962-0j 0.00145986-0j 0.000466434-0j 0.00141545-0j -0.00949965-0j 0.00156662-0j -0.0105142-0j 0.00123852-0j 0.005561-0j 0.00125135-0j -0.00831219-0j -0.0373221-0j -0.00839833-0j -0.00712818-0j 0.000510863-0j -0.00415811-0j 0.0478401-0j -0.00342861-0j 0.00089401-0j 0.0279067-0j -0.00600006-0j 0.000521506-0j -0.00350003-0j 0.000136048-0j -0.00091307-0j -1.11566e-05-0j -0.0179696-0j -0.002239-0j -1.21753e-05-0j -0.0196105-0j -0.00244346-0j -9.43097e-06-0j -9.52871e-06-0j 4.24713e-05-0j -0.0151902-0j -0.0153477-0j -0.00189269-0j -1.06534e-05-0j 0.0684075-0j -0.00191231-0j -4.78343e-05-0j -6.21449e-06-0j 0.00852352-0j 3.03429e-05-0j -0.0171592-0j -0.0770456-0j 4.33561e-05-0j -0.0100095-0j -0.00213802-0j -4.39431e-06-0j 0.0488727-0j 1.78835e-05-0j -0.00959982-0j -0.00124718-0j 0.0698326-0j 0.0060895-0j -4.43985e-06-0j -0.00707781-0j 0.0288045-0j 0.00870109-0j -2.00614e-06-0j -0.00088189-0j -0.00715116-0j 0.00358902-0j -4.42312e-07-0j -0.000891029-0j -0.00323124-0j -0.000712421-0j -0.00040261-0j -8.87671e-05-0j 
-0.00250295-0j 9.94969e-05-0j 0.00526276-0j -0.00239634-0j 0.00308872-0j 0.0151881-0j 0.000297255-0j 0.0267648-0j 0.02687-0j -0.000625017-0j 0.0191373-0j -0.0126432-0j -0.000207272-0j 0.00285117-0j -3.9747e-06-0j 5.46746e-05-0j 0.0001762-0j 0.000596469-0j 0.000176893-0j -0.00242375-0j -0.00820483-0j -0.00243328-0j -7.0043e-06-0j 0.000367654-0j -0.000472851-0j 9.63489e-05-0j -0.00505733-0j -0.00037194-0j 0.00650438-0j 0.00511629-0j -0.000217437-0j 0.002991-0j 9.75402e-05-0j -0.00134173-0j 0.0225484-0j 0.00130189-0j 0.000330074-0j 0.000426345-0j 2.46161e-05-0j 6.24104e-06-0j -0.0185182-0j -0.018591-0j -0.0342191-0j -0.0010692-0j -0.0010734-0j -0.000271079-0j -0.000362432-0j -0.00197573-0j -0.000272145-0j -0.00122689-0j -0.0244673-0j -0.000500916-0j 0.07195-0j -2.09259e-05-0j -7.08379e-05-0j -0.0327616-0j -0.00141268-0j -5.30545e-06-0j -0.000756239-0j 0.00415422-0j 0.0422276-0j -1.79599e-05-0j -0.000358164-0j -0.00189157-0j 0.00105324-0j 0.0514455-0j -4.36634e-05-0j 0.00243812-0j -0.00047958-0j 0.0154154-0j -1.10702e-05-0j 0.00297034-0j 0.000618147-0j -0.00525529-0j 0.000753085-0j 0.000890047-0j -0.000303428-0j 0.000225658-0j -7.69295e-05-0j 
-0.000804163-0j -0.000305157-0j 0.000193577-0j -0.000276431-0j 0.000539235-0j -0.00332319-0j -0.0107553-0j -0.00306508-0j 0.00309498-0j 0.00258901-0j -0.00198647-0j -0.00741273-0j -0.00214518-0j 0.0143971-0j 0.002292-0j -0.0153826-0j 0.00557087-0j -0.00125135-0j -0.00562522-0j -0.0373883-0j 0.00839833-0j 0.0377531-0j 0.00211399-0j -0.000774235-0j -0.00114693-0j -0.0141878-0j 0.0051962-0j 0.0013541-0j 0.0076975-0j -0.0090879-0j -0.00373557-0j 0.0250709-0j -0.00374792-0j 0.0251538-0j 1.69083e-05-0j 0.0272337-0j 0.0033933-0j -1.78129e-05-0j -0.0286908-0j -0.00357485-0j 1.42931e-05-0j -1.44325e-05-0j -3.87246e-05-0j 0.0230215-0j -0.0232461-0j 0.00286846-0j 4.62587e-05-0j -0.0623727-0j -0.00289645-0j -1.03908e-05-0j -2.50974e-05-0j -0.0077716-0j 9.32174e-06-0j 0.0745078-0j -0.0167363-0j -1.33116e-05-0j -0.0404237-0j 0.00928362-0j -6.429e-06-0j 0.0150143-0j 2.59669e-05-0j -0.00208533-0j -0.00503677-0j -0.0214406-0j 0.00187077-0j 6.04142e-06-0j -0.010355-0j 0.0418243-0j -0.00267148-0j 3.18822e-05-0j -0.00129023-0j 0.00973077-0j 0.00521128-0j 1.86354e-05-0j 0.00121245-0j 0.051352-0j 0.0300156-0j 0.00639841-0j 0.00373992-0j 
