5.45993-0j -0.252868-0j 0.172261-0j 0.0645282-0j 0.00391246-0j -0.0001321-0j 6.67312e-05-0j 0.0745096-0j -0.256539-0j -0.0436677-0j -0.00116708-0j -3.15349e-05-0j 0.104337-0j 0.0124602-0j 0.000300619-0j 7.1147e-06-0j -0.00109094-0j -4.05847e-05-0j -9.8399e-06-0j 0.236621-0j 0.156983-0j 0.0132161-0j 0.000293631-0j -1.11653e-05-0j -0.0610161-0j -0.00403705-0j -5.82502e-05-0j 0.000462379-0j 4.36786e-06-0j 0.0131032-0j 0.000490427-0j 3.2759e-06-0j -5.77525e-05-0j -5.36371e-06-0j -0.278624-0j -0.0668398-0j -0.00310651-0j -4.71552e-05-0j 0.0190725-0j 0.000716315-0j 4.78475e-06-0j -5.96466e-05-0j -0.00438458-0j -8.94698e-05-0j 6.70885e-06-0j 0.000550115-0j 5.19666e-06-0j 0.179719-0j 0.0213238-0j 0.000566297-0j -6.24685e-06-0j -0.00462176-0j -9.43095e-05-0j 5.00048e-06-0j 0.000794022-0j 7.50073e-06-0j -0.000102428-0j 6.072e-06-0j -0.0792063-0j -0.00524058-0j -7.56158e-05-0j 0.000848846-0j 8.01861e-06-0j -0.000106023-0j 8.70891e-06-0j 0.025893-0j 0.000972475-0j 6.49582e-06-0j -0.000114518-0j 9.108e-06-0j 
0.00438458-0j 0.0175494-0j 0.0327959-0j 0.0242024-0j -0.0012692-0j -0.00103877-0j -0.000467349-0j 0.0294086-0j 0.0576302-0j 0.0242634-0j -0.0132428-0j 0.00576068-0j 0.0391848-0j -0.00410978-0j -0.00531836-0j -0.00338387-0j -0.0123787-0j 0.0107696-0j -0.00223664-0j -0.134823-0j -0.172332-0j 0.0127806-0j 0.0135041-0j 0.007441-0j -0.0997461-0j 0.094294-0j -0.0580089-0j 0.0218637-0j 0.0240946-0j 0.0296647-0j 0.0542892-0j 0.0423054-0j -0.134643-0j 0.0538654-0j -0.245041-0j -0.1459-0j 0.0975277-0j -0.0489884-0j 0.0247128-0j 0.0452269-0j 0.0352435-0j -0.0793142-0j -0.400934-0j 0.348818-0j -0.144885-0j 0.0783387-0j 0.0863322-0j 0.0672902-0j -0.00705754-0j -0.00913298-0j -0.00581097-0j -0.0368189-0j 0.0320329-0j -0.00940821-0j 0.0375455-0j 0.0413765-0j -0.136203-0j -0.0114242-0j 0.0441627-0j -0.0417487-0j 0.0256835-0j -0.0136898-0j -0.0150867-0j -0.105584-0j 0.064148-0j -0.00856984-0j -0.0156836-0j -0.0122216-0j 0.038897-0j 0.0502428-0j 
-8.94698e-05-0j 0.000569358-0j 0.00631768-0j 0.0228111-0j 0.03674-0j 0.0169121-0j -0.00866427-0j -0.00134088-0j 0.00577469-0j 0.0374859-0j 0.0564307-0j -0.000592738-0j -0.00754038-0j 0.0167426-0j 0.0287513-0j -0.0284617-0j -0.0107696-0j -0.00015595-0j 0.00384088-0j 0.00885822-0j -0.0320336-0j -0.158032-0j -0.121955-0j 0.0877075-0j 0.0525602-0j -0.0792455-0j 0.00254958-0j 0.040313-0j 0.0399686-0j 0.125106-0j -0.0966944-0j 0.213003-0j -0.00201837-0j -0.0925005-0j 0.0254186-0j -0.0742645-0j -0.248777-0j 0.00359685-0j 0.104222-0j -0.0805536-0j 0.177447-0j -0.00118897-0j -0.348818-0j -0.00505105-0j 0.248804-0j 0.144444-0j 0.14321-0j -0.0129487-0j 0.0287513-0j 0.0493732-0j -0.0488759-0j -0.0320329-0j -0.000463853-0j 0.0161563-0j 0.0692277-0j 0.0686363-0j -0.00204176-0j 0.0196183-0j -0.0232711-0j 0.035086-0j -0.00112883-0j -0.0252418-0j -0.0250261-0j -0.00158277-0j -0.110158-0j -0.0361419-0j 0.0279341-0j -0.0615346-0j 0.000583088-0j -0.0862796-0j 
-6.70885e-06-0j -5.40374e-05-0j -0.000254132-0j -0.000769753-0j -0.00147789-0j -0.00160511-0j -0.000649686-0j 0.000269603-0j 0.0016038-0j 0.00515251-0j 0.00932679-0j 0.00800823-0j 0.0061041-0j 0.0234391-0j 0.0402509-0j 0.0230403-0j 0.0351013-0j 0.0602779-0j 0.0335673-0j 0.00104473-0j 0.00548097-0j 0.014882-0j 0.0208665-0j 0.0103441-0j -0.0211819-0j -0.0664106-0j -0.0806412-0j -0.16547-0j -0.164057-0j 0.0345422-0j 0.0838879-0j 0.0588109-0j -0.187174-0j 0.0748811-0j 0.00349894-0j 0.0158972-0j 0.0352435-0j 0.0349424-0j -0.0560836-0j -0.136203-0j -0.095487-0j -0.277091-0j -0.144885-0j -0.248804-0j 0.392545-0j 0.121049-0j 0.120015-0j -0.00214015-0j -0.00821795-0j -0.0141123-0j -0.00807814-0j 0.0259313-0j 0.0445307-0j 0.0640592-0j 0.0580154-0j 0.0575197-0j 0.0971505-0j -0.0158814-0j -0.00481194-0j -0.0150867-0j -0.0183195-0j 0.0412274-0j 0.0408752-0j 0.075311-0j 0.0891755-0j -0.00997891-0j -0.0242344-0j -0.0169899-0j 0.0540728-0j 0.0698452-0j 
0.000550115-0j 0.00288364-0j 0.00781932-0j 0.0109404-0j 0.00546286-0j -0.0012533-0j 0.000507581-0j 0.00571469-0j 0.0178865-0j 0.0216779-0j 0.00336363-0j -0.00310099-0j 0.017713-0j 0.0176892-0j -0.00641673-0j 0.00367518-0j 0.00314417-0j -0.00579733-0j 0.00242919-0j 0.0109637-0j 0.0265696-0j 0.0187622-0j -0.00555705-0j 0.00275638-0j 0.0303952-0j 0.00816879-0j -0.0106504-0j -0.0089971-0j 0.00892541-0j 0.0186019-0j -0.00954287-0j 0.00669406-0j -0.0105594-0j 0.00541898-0j -0.171532-0j -0.294002-0j -0.0558711-0j 0.059477-0j -0.239906-0j 0.123073-0j -0.0863322-0j 0.0962958-0j -0.0783387-0j 0.144444-0j -0.121049-0j -0.317419-0j 0.314889-0j 0.0304178-0j 0.0303768-0j -0.0110192-0j 0.00631122-0j 0.00935192-0j -0.0172434-0j 0.0102181-0j -0.0154503-0j 0.0153272-0j 0.165364-0j 0.0124077-0j 0.0394567-0j 0.0106041-0j -0.0138255-0j -0.0165171-0j 0.0163855-0j -0.0193852-0j -0.157137-0j 0.036886-0j -0.0189227-0j 0.0132737-0j -0.0209384-0j 0.0186115-0j 
-5.19666e-06-0j 4.04329e-05-0j 0.000577153-0j 0.00292038-0j 0.00785755-0j 0.0109783-0j 0.00543295-0j -0.000107151-0j 0.000615727-0j 0.0060041-0j 0.0181558-0j 0.0218464-0j -0.000965351-0j 0.00358072-0j 0.0186636-0j 0.017847-0j -0.00346499-0j 0.00574781-0j -0.00240844-0j -0.000276009-0j 0.00139876-0j 0.0115276-0j 0.0270011-0j 0.0187579-0j -0.00287131-0j 0.008696-0j 0.0320501-0j -0.00892541-0j 0.00854805-0j -0.00389812-0j 0.0091447-0j 0.0194589-0j -0.010838-0j -0.00537268-0j 0.00611282-0j -0.0268281-0j -0.180526-0j -0.298999-0j 0.0502734-0j -0.117938-0j -0.250959-0j 0.0988362-0j 0.0863322-0j -0.14321-0j 0.120015-0j -0.314889-0j 0.301576-0j -0.00165775-0j 0.006149-0j 0.0320501-0j 0.0306478-0j -0.0103062-0j 0.0170961-0j -0.0101308-0j -0.0153272-0j 0.0146792-0j 0.169727-0j -0.0123017-0j -0.00372731-0j 0.0112885-0j 0.041605-0j -0.0163855-0j 0.0156927-0j -0.0198966-0j 0.155794-0j -0.00772963-0j 0.0181332-0j 0.0385854-0j -0.0214907-0j -0.0184525-0j 
-0.179719-0j -0.184783-0j 0.0280888-0j 0.0143274-0j -0.00568502-0j -0.00356144-0j -7.92396e-05-0j -0.0855442-0j 0.0990154-0j -0.045592-0j 0.0255116-0j 0.00245462-0j 0.0231967-0j -0.0184086-0j -0.0182341-0j -0.00057374-0j 0.0238471-0j 0.00458893-0j -0.000379226-0j 0.0393841-0j 0.0347951-0j -0.0195253-0j -0.0157912-0j -0.000430305-0j -0.063926-0j 0.0619566-0j 0.0084304-0j -0.0255666-0j -0.00139336-0j -0.0193584-0j -0.0271174-0j -0.00104502-0j 0.00835838-0j -0.000845968-0j 0.107539-0j -0.0700274-0j 0.0479913-0j 0.00533185-0j -0.0282748-0j -0.0396076-0j -0.00152635-0j 0.0086325-0j 0.0672902-0j 0.0129487-0j -0.00214015-0j -0.0304178-0j -0.00165775-0j -0.195107-0j 0.154834-0j 0.153366-0j 0.00482571-0j -0.34741-0j -0.0668526-0j 0.00781303-0j 0.21504-0j 0.0117195-0j -0.0726077-0j 0.0209114-0j -0.0829837-0j 0.0804272-0j 0.0109437-0j -0.0469357-0j -0.00255797-0j 0.0153445-0j -0.00277817-0j -0.0383861-0j -0.0537715-0j -0.00207219-0j 0.0165739-0j -0.00290548-0j 
0.0213238-0j -0.0599829-0j -0.20456-0j -0.0556896-0j 0.0661885-0j -0.0314047-0j -0.00328487-0j 0.083677-0j -0.0757221-0j 0.0676166-0j -0.0131054-0j 0.0387274-0j 0.0184086-0j 0.0301624-0j -0.0533893-0j -0.0107906-0j 0.00250113-0j 0.0101892-0j 0.00145619-0j 0.0978257-0j -0.0266733-0j 0.097103-0j -0.0772397-0j -0.0113414-0j -0.032336-0j -0.00627703-0j 0.0568157-0j 0.0255321-0j -0.00516832-0j -0.032836-0j -0.0261595-0j -0.0117653-0j -0.0192126-0j 0.00324843-0j 0.0851377-0j 0.034217-0j -0.0147578-0j 0.060028-0j -0.0479601-0j -0.0382083-0j -0.0171843-0j -0.0198427-0j 0.00705754-0j 0.0287513-0j 0.00821795-0j 0.0303768-0j -0.006149-0j -0.154834-0j -0.253695-0j 0.449056-0j 0.0907596-0j -0.0364371-0j -0.148439-0j -0.0300012-0j -0.21475-0j 0.0434706-0j 0.166896-0j -0.0802977-0j -0.0419761-0j -0.00814834-0j 0.0737537-0j 0.0468725-0j -0.00948811-0j -0.0352709-0j 0.0106679-0j -0.065111-0j -0.051872-0j -0.0233295-0j -0.0380969-0j 0.0111568-0j 
-0.000566297-0j 0.00870339-0j -0.00697241-0j -0.13959-0j -0.178001-0j 0.0756571-0j -0.0487816-0j -0.00588278-0j 0.0539849-0j -0.0193299-0j -0.0429167-0j 0.101042-0j -0.0182341-0j 0.0533893-0j 0.00572173-0j -0.0468918-0j -0.00323665-0j -0.0174975-0j -0.00250064-0j -0.0112862-0j 0.080192-0j -0.0167301-0j 0.0709027-0j -0.0898138-0j -0.0312893-0j 0.024655-0j 0.00949683-0j 0.00926176-0j 0.0269386-0j -0.0191491-0j -0.0288022-0j -0.00596902-0j 0.01087-0j -0.00557838-0j -0.0199977-0j 0.100495-0j -0.00564218-0j 0.0859436-0j -0.0279691-0j -0.0420683-0j -0.00871831-0j 0.0112265-0j -0.00913298-0j -0.0493732-0j -0.0141123-0j 0.0110192-0j 0.0320501-0j 0.153366-0j -0.449056-0j -0.0481253-0j 0.394406-0j 0.0471523-0j 0.254907-0j 0.0515197-0j -0.0779004-0j -0.22658-0j -0.0944257-0j 0.137892-0j -0.0406173-0j 0.0320051-0j 0.012328-0j 0.0170029-0j 0.0494544-0j 0.0199554-0j -0.0183195-0j -0.037971-0j -0.0571123-0j -0.011836-0j 0.0215543-0j -0.019159-0j 
-6.24685e-06-0j -0.000121846-0j 0.00145008-0j 0.00258181-0j -0.0447793-0j -0.186584-0j -0.178968-0j 6.36836e-05-0j -0.00185552-0j 0.0150851-0j 0.016051-0j -0.1245-0j 0.00057374-0j -0.0107906-0j 0.0468918-0j 0.0157779-0j 0.00205936-0j -0.0173212-0j 0.00143141-0j 0.000164041-0j -0.0042152-0j 0.0289627-0j 0.0238708-0j -0.106899-0j 0.00170652-0j -0.0262057-0j 0.0805252-0j 0.00530467-0j -0.0257599-0j 0.00231678-0j -0.0275579-0j 0.0488901-0j 0.00644136-0j 0.00319316-0j 0.00041145-0j -0.00915615-0j 0.0513674-0j 0.0299365-0j 0.00338387-0j -0.0402509-0j 0.0714086-0j 0.00665261-0j 0.00581097-0j -0.0488759-0j 0.00807814-0j 0.00631122-0j -0.0306478-0j -0.00482571-0j 0.0907596-0j -0.394406-0j -0.132708-0j -0.0300012-0j 0.25234-0j -0.0294908-0j -0.0446174-0j 0.216666-0j -0.0559549-0j -0.0789316-0j 0.00221527-0j -0.0340182-0j 0.104531-0j 0.00973842-0j -0.0472905-0j 0.0118252-0j 0.0104864-0j 0.00459397-0j -0.0546449-0j 0.0969449-0j 0.0127727-0j 0.0109669-0j 
0.00462176-0j 0.0184987-0j 0.0345699-0j 0.0255116-0j -0.00133786-0j -0.00109496-0j -0.000492629-0j -0.0604166-0j -0.118395-0j -0.0498463-0j 0.0272057-0j -0.0118347-0j -0.202306-0j 0.0212182-0j 0.027458-0j 0.0174705-0j 0.102389-0j -0.0890794-0j 0.0254526-0j 0.0484716-0j 0.0619566-0j -0.00459488-0j -0.00485498-0j -0.00267519-0j -0.0698911-0j 0.0660708-0j -0.0406462-0j 0.0384997-0j 0.0424281-0j -0.00455562-0j -0.00833723-0j -0.00649686-0j -0.040299-0j -0.00525935-0j 0.0659771-0j 0.0392834-0j -0.0262593-0j 0.0131901-0j 0.0129682-0j 0.0237331-0j 0.0184942-0j -0.104596-0j -0.0368189-0j 0.0320329-0j 0.0259313-0j -0.00935192-0j -0.0103062-0j -0.34741-0j 0.0364371-0j 0.0471523-0j 0.0300012-0j -0.37048-0j 0.322322-0j -0.237908-0j 0.0661138-0j 0.0728599-0j -0.179619-0j 0.130005-0j 0.0465515-0j -0.044007-0j 0.0270728-0j 0.0281241-0j 0.0309939-0j 0.0379596-0j -0.0172718-0j -0.0090334-0j -0.016532-0j -0.0128827-0j -0.0799094-0j -0.0180633-0j 
-9.43095e-05-0j 0.000600156-0j 0.00665942-0j 0.024045-0j 0.0387274-0j 0.0178269-0j -0.00913294-0j 0.00275469-0j -0.0118634-0j -0.0770105-0j -0.11593-0j 0.00121771-0j 0.0389299-0j -0.0864396-0j -0.148439-0j 0.146944-0j 0.0890794-0j 0.00128991-0j -0.0437086-0j -0.0031847-0j 0.0115167-0j 0.0568157-0j 0.0438452-0j -0.0315326-0j 0.0368284-0j -0.0555265-0j 0.00178647-0j 0.0709872-0j 0.0703807-0j -0.0192126-0j 0.0148494-0j -0.032711-0j -0.000604105-0j 0.00903163-0j -0.00684395-0j 0.0199957-0j 0.0669829-0j -0.00096845-0j 0.0546913-0j -0.042271-0j 0.0931165-0j -0.00156796-0j -0.0320329-0j -0.000463853-0j -0.0445307-0j -0.0172434-0j -0.0170961-0j 0.0668526-0j -0.148439-0j -0.254907-0j 0.25234-0j -0.322322-0j -0.00466738-0j 0.408548-0j 0.121903-0j 0.120862-0j -0.00269259-0j -0.223252-0j -0.0245299-0j 0.0369839-0j -0.00118989-0j 0.0518563-0j 0.0514133-0j 0.000569036-0j 0.02966-0j -0.0380969-0j 0.0294451-0j -0.0648632-0j -0.00119789-0j 0.0310192-0j 
-5.00048e-06-0j -4.02771e-05-0j -0.000189419-0j -0.00057374-0j -0.00110155-0j -0.00119638-0j -0.000484247-0j 0.000505008-0j 0.00300416-0j 0.00965142-0j 0.0174705-0j 0.0150006-0j -0.00612792-0j -0.0235306-0j -0.0404079-0j -0.0231302-0j -0.118312-0j -0.203172-0j -0.189491-0j -0.00026559-0j -0.00139336-0j -0.00378329-0j -0.00530467-0j -0.00262967-0j 0.0135326-0j 0.0424281-0j 0.0515197-0j -0.0566573-0j -0.0561732-0j -0.00375096-0j -0.00910946-0j -0.00638633-0j 0.0510796-0j -0.00516987-0j -0.000666156-0j -0.00302663-0j -0.00670993-0j -0.00665261-0j 0.0268339-0j 0.0651679-0j 0.045687-0j -0.0710541-0j -0.00940821-0j -0.0161563-0j 0.0640592-0j -0.0102181-0j -0.0101308-0j 0.00781303-0j 0.0300012-0j 0.0515197-0j 0.0294908-0j -0.237908-0j -0.408548-0j 0.314981-0j 0.0722374-0j 0.0716203-0j 0.0905933-0j 0.127794-0j -0.00358661-0j -0.011245-0j -0.0136545-0j 0.0772251-0j 0.0765653-0j -0.0191455-0j -0.0169779-0j -0.00743784-0j -0.0180633-0j -0.0126635-0j 0.101286-0j -0.017756-0j 
0.000794022-0j 0.00416218-0j 0.0112862-0j 0.0157912-0j 0.00788495-0j -0.00180899-0j 0.00073263-0j 0.00824844-0j 0.025817-0j 0.0312893-0j 0.00485498-0j -0.0044759-0j 0.0255666-0j 0.0255321-0j -0.00926176-0j 0.00530467-0j 0.00453821-0j -0.00836773-0j 0.00350623-0j -0.0463974-0j -0.11244-0j -0.0793998-0j 0.0235169-0j -0.0116647-0j -0.12863-0j -0.0345695-0j 0.0450714-0j 0.0380749-0j -0.0377714-0j -0.184293-0j 0.0945429-0j -0.0663192-0j 0.104614-0j -0.084441-0j 0.0280394-0j 0.0480591-0j 0.00913298-0j -0.00972242-0j 0.0392163-0j -0.0201181-0j 0.0141123-0j -0.015741-0j -0.0375455-0j 0.0692277-0j -0.0580154-0j -0.0154503-0j 0.0153272-0j -0.21504-0j -0.21475-0j 0.0779004-0j -0.0446174-0j -0.0661138-0j 0.121903-0j -0.0722374-0j -0.320247-0j 0.317695-0j 0.132397-0j -0.193342-0j 0.0569508-0j 0.0153057-0j -0.0199554-0j -0.0238403-0j 0.0236504-0j 0.0820361-0j 0.0256863-0j 0.0532404-0j -0.0273125-0j 0.019159-0j -0.0302219-0j -0.0787621-0j 
-7.50073e-06-0j 5.83599e-05-0j 0.000833049-0j 0.0042152-0j 0.0113414-0j 0.0158458-0j 0.00784179-0j -0.00015466-0j 0.000888726-0j 0.00866617-0j 0.0262057-0j 0.0315326-0j -0.00139336-0j 0.00516832-0j 0.0269386-0j 0.0257599-0j -0.00500129-0j 0.00829624-0j -0.00347628-0j 0.00116804-0j -0.00591939-0j -0.0487835-0j -0.114266-0j -0.0793816-0j 0.0121511-0j -0.0368006-0j -0.135633-0j 0.0377714-0j -0.0361745-0j 0.0386193-0j -0.0905982-0j -0.192783-0j 0.107374-0j 0.0837196-0j -0.000999233-0j 0.00438546-0j 0.0295097-0j 0.0488759-0j -0.00821795-0j 0.0192787-0j 0.0410231-0j -0.0161563-0j 0.0413765-0j -0.0686363-0j 0.0575197-0j -0.0153272-0j 0.0146792-0j 0.0117195-0j -0.0434706-0j -0.22658-0j -0.216666-0j 0.0728599-0j -0.120862-0j 0.0716203-0j -0.317695-0j 0.304263-0j 0.13589-0j 0.19169-0j -0.00537991-0j 0.0162935-0j 0.0600516-0j -0.0236504-0j 0.0226505-0j 0.0842003-0j -0.0254669-0j -0.0111568-0j 0.026173-0j 0.0556932-0j -0.0310192-0j 0.0780893-0j 
0.000102428-0j 0.000674782-0j 0.00246686-0j 0.00533185-0j 0.00612791-0j 0.00219273-0j -0.000918795-0j 0.00153509-0j 0.00684395-0j 0.0146371-0j 0.0131901-0j -9.88634e-05-0j 0.0086325-0j 0.0198427-0j 0.0112265-0j -0.00665261-0j 0.0123295-0j -0.000184826-0j -0.00439718-0j 0.00345887-0j 0.0129487-0j 0.0210463-0j 0.00972242-0j -0.00498945-0j 0.0205232-0j 0.0320329-0j -0.000339547-0j 0.015741-0j -0.0161563-0j 0.0208665-0j 0.0166959-0j -0.0121172-0j -0.000336646-0j -0.00980914-0j -0.0291002-0j -0.0880155-0j -0.0971397-0j 0.000840726-0j -0.119318-0j -0.0954691-0j 0.0692877-0j 0.00136117-0j -0.136203-0j 0.00204176-0j 0.0971505-0j -0.165364-0j 0.169727-0j -0.0726077-0j -0.166896-0j -0.0944257-0j 0.0559549-0j -0.179619-0j 0.00269259-0j 0.0905933-0j -0.132397-0j 0.13589-0j -0.0114488-0j 0.242471-0j 0.0266416-0j 0.0415826-0j -0.000440773-0j 0.0288977-0j -0.02966-0j -0.000618022-0j 0.126113-0j 0.0413765-0j 0.0331065-0j -0.0240274-0j -0.00066754-0j -0.0336895-0j 
6.072e-06-0j 4.89077e-05-0j 0.000230008-0j 0.000696682-0j 0.00133759-0j 0.00145274-0j 0.000588013-0j 0.0001252-0j 0.000744785-0j 0.00239276-0j 0.00433124-0j 0.00371892-0j 0.00112796-0j 0.00433124-0j 0.00743784-0j 0.00425755-0j 0.00404865-0j 0.00695255-0j 0.00281412-0j 0.000322501-0j 0.00169194-0j 0.00459397-0j 0.00644136-0j 0.00319316-0j 0.00335496-0j 0.0105187-0j 0.0127727-0j 0.0104288-0j 0.0103397-0j 0.00455473-0j 0.0110614-0j 0.0077548-0j 0.0126635-0j 0.00627768-0j 0.000808901-0j 0.00367518-0j 0.00814775-0j 0.00807814-0j 0.00665261-0j 0.0161563-0j 0.0113266-0j 0.0130788-0j 0.0114242-0j 0.0196183-0j 0.0158814-0j 0.0124077-0j 0.0123017-0j -0.0209114-0j -0.0802977-0j -0.137892-0j -0.0789316-0j -0.130005-0j -0.223252-0j -0.127794-0j -0.193342-0j -0.19169-0j -0.242471-0j 0.675271-0j 0.00435515-0j 0.0136545-0j 0.0165805-0j 0.0191455-0j 0.0189819-0j 0.023248-0j 0.020616-0j 0.00903163-0j 0.0219339-0j 0.0153771-0j 0.0251107-0j 0.0215607-0j 
-0.0792063-0j -0.151781-0j -0.0706188-0j 0.029847-0j -0.00754882-0j 0.00461975-0j 0.000178163-0j -0.147735-0j -0.00307328-0j 0.0361396-0j -0.0167433-0j -0.00441136-0j 0.0483235-0j -0.0244437-0j 0.0236525-0j 0.00129-0j -0.0156509-0j -0.00824708-0j 0.000852656-0j -0.0990168-0j 0.0724852-0j -0.0259265-0j 0.0204837-0j 0.000967504-0j 0.0506725-0j -0.0406622-0j -0.0151508-0j 0.0331639-0j 0.00313286-0j -0.025705-0j 0.0351756-0j 0.00234964-0j -0.0150214-0j 0.00190209-0j -0.00333784-0j 0.055509-0j -0.0314968-0j -0.00958224-0j -0.0375445-0j 0.0513773-0j 0.00343187-0j -0.015514-0j -0.0441627-0j -0.0232711-0j 0.00481194-0j 0.0394567-0j 0.00372731-0j 0.0829837-0j -0.0419761-0j 0.0406173-0j 0.00221527-0j -0.0465515-0j -0.0245299-0j 0.00358661-0j 0.0569508-0j 0.00537991-0j -0.0266416-0j 0.00435515-0j -0.386841-0j 0.310421-0j 0.115664-0j -0.358047-0j -0.0338233-0j 0.162176-0j -0.036735-0j -0.0509708-0j 0.0697502-0j 0.00465914-0j -0.0297862-0j 0.00653273-0j 
0.00524058-0j -0.0202618-0j -0.114928-0j -0.141684-0j 0.0104124-0j 0.0109629-0j 0.00603043-0j 0.03515-0j -0.0665375-0j -0.0850273-0j 0.0775249-0j -0.0472602-0j 0.0468348-0j 0.00474499-0j 0.0186374-0j 0.0198097-0j -0.0147954-0j -0.0124342-0j -0.0026733-0j 0.0549616-0j -0.0678617-0j 0.0152757-0j 0.0269632-0j 0.0208208-0j 0.0406622-0j 0.0371316-0j -0.0693339-0j -0.00891288-0j 0.00948811-0j -0.00516559-0j 0.00913186-0j 0.0215989-0j 0.0234457-0j -0.00596354-0j 0.074811-0j -0.0430276-0j 0.0872993-0j -0.073254-0j -0.00754482-0j 0.0133379-0j 0.0315472-0j 0.0242146-0j -0.0417487-0j -0.035086-0j -0.0150867-0j -0.0106041-0j 0.0112885-0j 0.0804272-0j 0.00814834-0j 0.0320051-0j 0.0340182-0j -0.044007-0j -0.0369839-0j -0.011245-0j -0.0153057-0j 0.0162935-0j 0.0415826-0j -0.0136545-0j -0.310421-0j -0.283468-0j 0.529304-0j 0.096226-0j -0.102436-0j -0.253127-0j 0.115174-0j -0.0102429-0j 0.0181077-0j 0.0428288-0j 0.0464908-0j -0.0204818-0j 
-7.56158e-05-0j 0.00146054-0j -0.00157747-0j -0.0487864-0j -0.143192-0j -0.0949253-0j 0.0633245-0j -0.00113325-0j 0.0148134-0j -0.0093599-0j -0.120689-0j 0.00231015-0j -0.00637278-0j 0.0429486-0j -0.00717893-0j 0.0608713-0j -0.00910201-0j -0.000400048-0j 0.00324614-0j -0.00255344-0j 0.028027-0j -0.0134584-0j -0.0889601-0j 0.116589-0j -0.0151508-0j 0.0693339-0j 0.000217128-0j -0.0116205-0j -0.0349696-0j -0.0154043-0j 0.0361375-0j 0.00774851-0j 0.000248523-0j 0.00724142-0j -0.00548737-0j 0.0486613-0j -0.0158668-0j 0.00196495-0j -0.0224995-0j 0.0527822-0j 0.0113174-0j 0.000256673-0j -0.0256835-0j -0.00112883-0j 0.0183195-0j -0.0138255-0j -0.041605-0j -0.0109437-0j 0.0737537-0j -0.012328-0j 0.104531-0j -0.0270728-0j -0.00118989-0j 0.0136545-0j -0.0199554-0j -0.0600516-0j 0.000440773-0j 0.0165805-0j 0.115664-0j -0.529304-0j -0.00165758-0j 0.125459-0j 0.377542-0j -0.00268313-0j -0.139853-0j -0.0305455-0j 0.0716575-0j 0.0153646-0j 0.0004928-0j 0.0248707-0j 
0.000848846-0j 0.00444956-0j 0.0120655-0j 0.0168815-0j 0.00842937-0j -0.00193389-0j 0.000783215-0j -0.0171858-0j -0.0537903-0j -0.0651921-0j -0.0101155-0j 0.00932565-0j -0.133869-0j -0.133689-0j 0.0484955-0j -0.0277757-0j -0.0380696-0j 0.0701941-0j -0.0404663-0j 0.0169174-0j 0.0409977-0j 0.0289507-0j -0.00857472-0j 0.00425319-0j -0.0914079-0j -0.0245661-0j 0.032029-0j 0.067997-0j -0.0674552-0j 0.0287034-0j -0.014725-0j 0.0103292-0j 0.0317554-0j 0.00836167-0j 0.0299754-0j 0.0513773-0j 0.00976357-0j -0.0103937-0j -0.0817082-0j 0.0419167-0j -0.0294034-0j 0.0824215-0j 0.0136898-0j -0.0252418-0j -0.0412274-0j -0.0165171-0j 0.0163855-0j 0.0469357-0j 0.0468725-0j -0.0170029-0j 0.00973842-0j -0.0281241-0j 0.0518563-0j -0.0772251-0j -0.0238403-0j 0.0236504-0j -0.0288977-0j 0.0191455-0j -0.358047-0j -0.096226-0j 0.125459-0j -0.292116-0j 0.289789-0j 0.175909-0j -0.161489-0j 0.0569164-0j -0.0291983-0j 0.0204818-0j 0.0629682-0j 0.0287182-0j 
-8.01861e-06-0j 6.23893e-05-0j 0.000890567-0j 0.00450624-0j 0.0121245-0j 0.0169399-0j 0.00838322-0j 0.000322238-0j -0.00185168-0j -0.0180562-0j -0.0546003-0j -0.0656989-0j 0.00729579-0j -0.0270618-0j -0.141053-0j -0.134881-0j 0.0419541-0j -0.0695944-0j 0.0401205-0j -0.000425892-0j 0.00215833-0j 0.0177874-0j 0.0416636-0j 0.0289441-0j 0.00863493-0j -0.0261516-0j -0.0963847-0j 0.0674552-0j -0.0646032-0j -0.00601493-0j 0.0141106-0j 0.0300258-0j 0.0325931-0j -0.00829023-0j -0.00106823-0j 0.00468826-0j 0.0315472-0j 0.0522505-0j 0.0171223-0j -0.0401677-0j -0.0854726-0j 0.0845958-0j -0.0150867-0j 0.0250261-0j 0.0408752-0j -0.0163855-0j 0.0156927-0j -0.00255797-0j 0.00948811-0j 0.0494544-0j 0.0472905-0j 0.0309939-0j -0.0514133-0j 0.0765653-0j -0.0236504-0j 0.0226505-0j -0.02966-0j -0.0189819-0j 0.0338233-0j -0.102436-0j -0.377542-0j -0.289789-0j 0.277537-0j 0.18055-0j 0.160109-0j -0.0119271-0j 0.0279801-0j 0.0595386-0j 0.0646293-0j -0.0284729-0j 
